L/D,NO2_NO,H2,O2,N2,CH4,CO,CO2,N2O
0.42861896,11.59366191,4.02372194,,30.90555603,,3.753426004,15.64438292,15.63142657
0.870571834,10.9585868,2.783939542,,40.49828247,,1.859074058,26.73920434,9.160415102
1.299822719,6.091472132,1.088584898,,45.32797884,,1.001739874,29.68096835,7.861552975
1.730627158,3.107750719,,,44.05529778,,,30.57385419,8.711655042
