0.2,,0.3,,0.4,
X,Y,X,Y,X,Y
0.427419355,89.26273458,0.425806452,91.55495979,0.425806452,90.58981233
0.867741935,95.89812332,1.3,98.31099196,0.866129032,98.06970509
1.303225806,98.79356568,1.729032258,92.7613941,1.3,100.1206434
1.730645161,97.10455764,,,1.727419355,84.91957105
