L/D,0.2 g/s,0.3 g/s,0.4 g/s
0.429292929,8.180886354,4.749524768,4.749524768
0.872053872,27.94737038,18.3167468,14.77431138
1.303030303,27.45685639,22.69708152,20.04025495
1.727272727,42.46524283,38.70159156,42.68683141
