L/D,0.2 g/s,0.3 g/s,0.4 g/s
0.429530201,216.4596273,201.7080745,207.9192547
0.869127517,242.0807453,230.4347826,230.4347826
1.302013423,219.5652174,223.447205,220.3416149
1.731543624,244.4099379,253.7267081,306.5217391
