L/D,0.2 g/s,0.3 g/s,0.4 g/s
0.428097378,84.67077606,83.71057446,79.83686447
0.869241338,95.40452586,97.25597744,93.70646834
1.302526197,96.95804481,92.56023774,100.3476772
1.731953095,91.95342669,100.2277568,94.51275374
