0.2,,0.3,,0.4,
X,Y,X,Y,X,Y
0.429791271,307.2636928,0.425996205,283.5380954,0.425996205,281.8431801
0.868121442,327.2312096,0.864326376,318.7598495,0.866223909,306.046377
1.300759013,292.9662625,1.29886148,287.8831248,1.29886148,303.1373621
1.729601518,387.5180909,1.727703985,489.2146142,1.727703985,438.3671566
