Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27),HNOH(93),CH3OX(210),CH2X(34),CHX(35),CX(33),SX(680),CH2OX(648),CHOX(678),H2X(216)
1.5663654501711146e-11,0.10504946994334764,0.0,0.26079468859546595,0.031075110263184432,0.31939648790937125,0.35047463556459885,0.20700541366568478,0.09201445784082168,0.0,5.183628513583729e-20,3.4015752432070867e-06,4.622985655107165e-17,0.0,2.0808179586916825e-29,3.6803134172481426e-10,6.52486398709838e-22,1.7093966273905419e-18,4.077066740173269e-29,4.948880847561812e-12,4.437194863834272e-13,2.5751879676143406e-46,2.4250570694128265e-09,8.82844667664145e-31,1.0685067192242593e-20,9.061335945709386e-37,3.4000508871329805e-06,2.5732543174631262e-33,3.737058330184063e-06,6.477731780598212e-06,1.1954572825448319e-05,6.754999698219968e-06,3.2519011210008795e-06,4.93467476946743e-06,2.651993412438791e-07,6.960621024892192e-07,2.6557784630713963e-09,1.3823698199401604e-07,7.076377840163139e-07,6.725911034835754e-07,1.4741167552900065e-07,3.4648582769357642e-06,1.1092258556893032e-12,1.4814464520149275e-10,4.395985418503755e-11,8.95561111787972e-08,8.255349546142739e-15,4.068103233140067e-13,1.1517728402099544e-14
1.5745178032254847e-11,0.10504946994334764,0.0,0.26079448408737943,0.031075110263184432,0.31939642506968563,0.3504745921003302,0.20700538974192098,0.09201445784837724,0.0,5.278208785561853e-20,3.419278943810368e-06,4.6955453311800255e-17,0.0,2.1465875178242464e-29,3.750076562447188e-10,6.66124145097902e-22,1.7272361353526e-18,4.1410568863459324e-29,5.000084248741087e-12,4.4602884078112015e-13,2.6429030461283843e-46,2.4376803290959634e-09,8.967010109622733e-31,1.0908900604062963e-20,9.347742666011666e-37,3.4177387842257516e-06,2.6270582532257094e-33,3.7370842479285335e-06,6.494908433629321e-06,1.2038581268137834e-05,6.780760266180843e-06,3.2573276121006342e-06,4.960989946186339e-06,2.6705375433844155e-07,7.032739612460417e-07,2.6709016980164437e-09,1.4043302405791975e-07,7.15029184806618e-07,6.812350066331616e-07,1.4901733121353e-07,3.4824269472292528e-06,1.1148506055058339e-12,1.4889682012396648e-10,4.396753768684479e-11,9.048388654132716e-08,8.404198488366071e-15,4.147148208369703e-13,1.1792904102455254e-14
1.5826701562798548e-11,0.10504946994334764,0.0,0.26079427951295536,0.031075110263184432,0.31939636226869067,0.35047454871505035,0.2070053658731592,0.09201445785768116,0.0,5.3741767244448806e-20,3.4369826422203893e-06,4.7688603403628004e-17,0.0,2.2140797531230954e-29,3.820821016681839e-10,6.799740590454115e-22,1.7451682452141884e-18,4.205713104645123e-29,5.0515465868981456e-12,4.48338194819591e-13,2.7120351511885167e-46,2.4503036356264465e-09,9.107015840296775e-31,1.1136228768264005e-20,9.641651128117717e-37,3.4354265981127307e-06,2.681699591896264e-33,3.737109078514056e-06,6.511978020081837e-06,1.212278203177774e-05,6.8064418476434135e-06,3.2626991335394882e-06,4.987270982527765e-06,2.6890888385561637e-07,7.105181884368885e-07,2.6860386564285156e-09,1.4265183554241834e-07,7.224547242859728e-07,6.899392162064837e-07,1.506315182161174e-07,3.4999908898191417e-06,1.1204738331105971e-12,1.4964879747950132e-10,4.397557388591985e-11,9.141635669083047e-08,8.55504115986188e-15,4.227433913564415e-13,1.2073279022291766e-14
1.590822509334225e-11,0.10504946994334764,0.0,0.26079407487157386,0.031075110263184432,0.3193962995061516,0.3504745054085171,0.207005342058843,0.09201445786868814,0.0,5.471549412655178e-20,3.454686338441136e-06,4.8429345951428165e-17,0.0,2.2833305514083563e-29,3.8925558984659585e-10,6.940383166860069e-22,1.763192956927094e-18,4.2710388436148315e-29,5.1032677923532684e-12,4.506475484994499e-13,2.782606407027186e-46,2.46292698939916e-09,9.248471335967035e-31,1.1367087775630609e-20,9.94321760855772e-37,3.4531143287998442e-06,2.7371869272952103e-33,3.7371328721308408e-06,6.5289412442801015e-06,1.2207174650583653e-05,6.832044684663593e-06,3.2680162418039184e-06,5.0135175376871715e-06,2.707646967908622e-07,7.17794670907598e-07,2.7011893421026172e-09,1.44893519565317e-07,7.299142958528756e-07,6.987037555495288e-07,1.5225422542786374e-07,3.5175501059614164e-06,1.1260955890557643e-12,1.504005772861553e-10,4.398396034507228e-11,9.235352035899207e-08,8.7078948541234e-15,4.308975548066505e-13,1.2358926027015185e-14
1.598974862388595e-11,0.10504946994334764,0.0,0.2607938701626241,0.031075110263184432,0.31939623678183565,0.3504744621804891,0.2070053182984215,0.0920144578813552,0.0,5.570344115252749e-20,3.472390032476578e-06,4.917772008040512e-17,0.0,2.3543763565758978e-29,3.965290367857339e-10,7.083191049903141e-22,1.7813102704431473e-18,4.337037551797618e-29,5.1552477954452404e-12,4.5295690182130136e-13,2.8546391669692338e-46,2.475550390808022e-09,9.391384063932895e-31,1.1601513900195898e-20,1.0252600809765717e-36,3.4708019762929407e-06,2.7935288960889762e-33,3.7371556767171575e-06,6.545798806041581e-06,1.2291758659899839e-05,6.857569018555353e-06,3.27327948774661e-06,5.039729275061017e-06,2.7262116044297927e-07,7.251032951216651e-07,2.7163537588287017e-09,1.4715817890014735e-07,7.374077924826279e-07,7.075286469335376e-07,1.5388544163040445e-07,3.535104596911556e-06,1.1317158162819561e-12,1.511521596703218e-10,4.3992694662114575e-11,9.329537627780076e-08,8.862776921572821e-15,4.3917884404815367e-13,1.2649918655843674e-14
1.607127215442965e-11,0.10504946994334764,0.0,0.26079366538550564,0.031075110263184432,0.31939617409551163,0.35047441903072596,0.20700529459134953,0.09201445789564143,0.0,5.6705782811891e-20,3.4900937243306753e-06,4.993376491609652e-17,0.0,2.4272541753131133e-29,4.039033626425701e-10,7.228186217619454e-22,1.7995201857142242e-18,4.4037126777346195e-29,5.207486526531353e-12,4.552662547857433e-13,2.928156014611826e-46,2.488173840245988e-09,9.535761491489669e-31,1.1839543599202956e-20,1.0569961884970239e-36,3.488489540597785e-06,2.8507341777745633e-33,3.7371775380602177e-06,6.5625514007051375e-06,1.2376533596197282e-05,6.883015089893014e-06,3.278489416643488e-06,5.0659058622130325e-06,2.744782424110199e-07,7.324439471679886e-07,2.731531910391612e-09,1.4944591597492996e-07,7.449351067350332e-07,7.164139115647118e-07,1.5552515549726228e-07,3.5526543639245344e-06,1.1373345103053654e-12,1.5190354470535184e-10,4.40017744740146e-11,9.424192317954625e-08,9.019704769475658e-15,4.47588804910388e-13,1.2946331124846732e-14
1.6152795684973352e-11,0.10504946994334764,0.0,0.2607934605396267,0.031075110263184432,0.31939611144694935,0.3504743759589876,0.20700527093708726,0.09201445791150802,0.0,5.772269544558056e-20,3.507797414007375e-06,5.0697519584375486e-17,0.0,2.5020015828433475e-29,4.1137949172202634e-10,7.375390756335017e-22,1.8178227026922443e-18,4.471067669965546e-29,5.259983915987392e-12,4.575756073933676e-13,3.00317976500438e-46,2.5007973381050513e-09,9.681611085928592e-31,1.2081213513066387e-20,1.0895464463209706e-36,3.506177021720065e-06,2.9088114946641266e-33,3.73719849989254e-06,6.579199719159138e-06,1.246149899707184e-05,6.908383138513507e-06,3.2836465682501836e-06,5.092046970840706e-06,2.763359105912531e-07,7.398165127685476e-07,2.746723800571041e-09,1.5175683287096126e-07,7.524961307620327e-07,7.253595695938215e-07,1.5717335559518937e-07,3.5701994082548185e-06,1.1429517464645011e-12,1.5265473238423426e-10,4.401119743906934e-11,9.51931597968367e-08,9.178695860472395e-15,4.561289962340874e-13,1.3248238329981866e-14
1.6234319215517053e-11,0.10504946994334764,0.0,0.26079325562440514,0.031075110263184432,0.3193960488359207,0.35047433296503516,0.2070052473351004,0.0920144579289181,0.0,5.875435725843418e-20,3.5255011015106122e-06,5.1469023211452695e-17,0.0,2.5786567286990876e-29,4.1895835247369134e-10,7.52482686062576e-22,1.836217821329169e-18,4.539105977028689e-29,5.312739894207629e-12,4.598849596447604e-13,3.0797334658284998e-46,2.5134208847762455e-09,9.828940314536855e-31,1.2326560465333747e-20,1.1229274674473044e-36,3.5238644196653893e-06,2.96776961186955e-33,3.737218603983995e-06,6.595744447869365e-06,1.2546654401242604e-05,6.9336734035186395e-06,3.2887514768579185e-06,5.118152276742061e-06,2.7819413317418014e-07,7.472208772860083e-07,2.7619294331414793e-09,1.5409103132162374e-07,7.600907563152668e-07,7.343656401257198e-07,1.5883003038549822e-07,3.5877397311563794e-06,1.1485674577223677e-12,1.5340572284338414e-10,4.4020961247710246e-11,9.614908486258644e-08,9.339767712831875e-15,4.648009899132082e-13,1.3555715850128648e-14
1.6315842746060754e-11,0.10504946994334764,0.0,0.26079305063926755,0.031075110263184432,0.3193959862621989,0.35047429004863007,0.20700522378486014,0.09201445794783676,0.0,5.980094833163419e-20,3.543204786844311e-06,5.2248314923878583e-17,0.0,2.6572583425239166e-29,4.266408774884944e-10,7.676516833277589e-22,1.8547055415770055e-18,4.6078310474609147e-29,5.3657543916048155e-12,4.621943115405021e-13,3.1578403985778963e-46,2.5260444806496468e-09,9.977756644597574e-31,1.2575621462646865e-20,1.1571561174965612e-36,3.541551734439286e-06,3.027617337287035e-33,3.7372378902297064e-06,6.612186268906767e-06,1.2631999348549868e-05,6.958886123277342e-06,3.2938046713488258e-06,5.144221459782618e-06,2.800528786416017e-07,7.54656925731263e-07,2.777148811872167e-09,1.564486127112201e-07,7.677188747535747e-07,7.434321412287568e-07,1.6049516822538216e-07,3.6052753338826865e-06,1.1541816191106907e-12,1.5415651617675947e-10,4.403106361553322e-11,9.710969711002407e-08,9.502937900846348e-15,4.736063709367838e-13,1.3868839950120119e-14
1.6397366276604454e-11,0.10504946994334764,0.0,0.2607928455836499,0.031075110263184432,0.31939592372555864,0.35047424720953474,0.20700520028584296,0.09201445796823077,0.0,6.086265063511906e-20,3.5609084700123816e-06,5.3035433848545426e-17,0.0,2.737845739903203e-29,4.344280034953393e-10,7.830483085246445e-22,1.8732858633878007e-18,4.677246329797676e-29,5.419027338610181e-12,4.645036630811666e-13,3.2375240797383184e-46,2.5386681261143782e-09,1.0128067543389822e-30,1.2828433694702974e-20,1.192249517250019e-36,3.5592389660472067e-06,3.088363521581692e-33,3.7372563967339964e-06,6.6285258599750425e-06,1.2717533379953125e-05,6.984021535427926e-06,3.298806675250713e-06,5.170254203862638e-06,2.8191211576373426e-07,7.621245427708989e-07,2.7923819405270487e-09,1.5882967807383094e-07,7.753803770504242e-07,7.525590899441047e-07,1.6216875736922507e-07,3.6228062176867106e-06,1.1597943382326548e-12,1.5490711234474502e-10,4.404150229335055e-11,9.807499527268315e-08,9.668224052659391e-15,4.825467374302085e-13,1.41876875837715e-14
1.6478889807148155e-11,0.10504946994334764,0.0,0.2607926404569964,0.031075110263184432,0.3193958612257762,0.35047420444751226,0.20700517683753056,0.09201445799006866,0.0,6.193964803996216e-20,3.5786121510187233e-06,5.383041911268949e-17,0.0,2.820458828223445e-29,4.4232067135769793e-10,7.986748135618383e-22,1.891958786713646e-18,4.7473552725730037e-29,5.472558665673413e-12,4.668130142673225e-13,3.3188082619674747e-46,2.55129182155861e-09,1.027988047818861e-30,1.3085034534215798e-20,1.2282250452012855e-36,3.576926114494528e-06,3.150017058172131e-33,3.737274159890598e-06,6.644763894438028e-06,1.2803256037529427e-05,7.009079876880317e-06,3.3037580067912676e-06,5.196250196884549e-06,2.8377181359637426e-07,7.69623612734599e-07,2.807628822864728e-09,1.6123432809219474e-07,7.830751538012787e-07,7.617465022949889e-07,1.6385078596990068e-07,3.64033238382093e-06,1.1654055414515943e-12,1.5565751149036156e-10,4.4052275051783135e-11,9.90449780844148e-08,9.835643850588603e-15,4.916237006963826e-13,1.4512336396906225e-14
1.6560413337691856e-11,0.10504946994334764,0.0,0.26079243525876034,0.031075110263184432,0.31939579876262914,0.35047416176232643,0.20700515343941012,0.09201445801332063,0.0,6.3032126330717e-20,3.5963158298672236e-06,5.463330984389315e-17,0.0,2.905138112560311e-29,4.503198260701631e-10,8.145334611569668e-22,1.910724311506672e-18,4.818161324319519e-29,5.5263483032626665e-12,4.691223650995326e-13,3.4017169352749632e-46,2.563915567369563e-09,1.0433202916264912e-30,1.3345461536876389e-20,1.2651003401203704e-36,3.5946131797865467e-06,3.2125868832150645e-33,3.737291214459258e-06,6.660901041346936e-06,1.2889166864471276e-05,7.034061383818289e-06,3.3086591789517132e-06,5.222209130720655e-06,2.856319414781084e-07,7.771540196224765e-07,2.8228894626384175e-09,1.6366266309661152e-07,7.908030952308951e-07,7.709943932958289e-07,1.65541242080061e-07,3.6578538335373284e-06,1.171015170878029e-12,1.5640771374070048e-10,4.4063379698440096e-11,1.000196442793722e-07,1.000521503239015e-14,5.008388852564155e-13,1.48428647303792e-14
1.6641936868235557e-11,0.10504946994334764,0.0,0.260792229988403,0.031075110263184432,0.3193957363358969,0.3504741191537419,0.20700513009097374,0.09201445803795837,0.0,6.414027321772782e-20,3.6140195065617563e-06,5.5444145170086996e-17,0.0,2.991924701595325e-29,4.5842641675496153e-10,8.306265248326866e-22,1.929582437719052e-18,4.889667933568424e-29,5.5803961818645394e-12,4.714317155783536e-13,3.4862743282021866e-46,2.5765393639335093e-09,1.0588042324885651e-30,1.3609752441313947e-20,1.3028933036302426e-36,3.612300161928485e-06,3.276081975589921e-33,3.737307593638925e-06,6.676937965467416e-06,1.2975265405084407e-05,7.058966291701701e-06,3.3135106995199275e-06,5.248130701181011e-06,2.87492469027571e-07,7.847156471123403e-07,2.838163863595899e-09,1.6611478306386891e-07,7.985640912005593e-07,7.803027769612905e-07,1.6724011365341508e-07,3.6753705680873964e-06,1.1766233744234727e-12,1.571577190154786e-10,4.407481405486414e-11,1.0099899259203486e-07,1.0176955388114628e-14,5.101939288901985e-13,1.5179351623097296e-14
1.6723460398779258e-11,0.10504946994334764,0.0,0.2607920246453945,0.031075110263184432,0.31939567394536,0.35047407662152374,0.2070051067917189,0.09201445806395518,0.0,6.526427834940563e-20,3.631723181106186e-06,5.626296421955197e-17,0.0,3.0808603135612575e-29,4.666413966584283e-10,8.469562889126971e-22,1.9485331653030014e-18,4.961878548849512e-29,5.6347022319840785e-12,4.737410657043369e-13,3.57250490900228e-46,2.5891632116357768e-09,1.0744406171313713e-30,1.387794516905643e-20,1.3416221027958792e-36,3.629987060925493e-06,3.340511356883444e-33,3.737323329137638e-06,6.692875327306434e-06,1.306155120478625e-05,7.0837948352687e-06,3.318313071143021e-06,5.274014607981603e-06,2.8935336614074386e-07,7.923083785668968e-07,2.8534520294794772e-09,1.685907876161907e-07,8.063580312152564e-07,7.896716663152513e-07,1.6894738854599658e-07,3.6928825887221364e-06,1.182230079142365e-12,1.579075274569333e-10,4.4086575988170206e-11,1.0198302175717352e-07,1.0350882760246827e-14,5.196904826762793e-13,1.5521876815037086e-14
1.680498392932296e-11,0.10504946994334764,0.0,0.2607918192292129,0.031075110263184432,0.31939561159080065,0.35047403416543804,0.2070050835411479,0.09201445809128568,0.0,6.640433332446888e-20,3.6494268535043654e-06,5.708980612092141e-17,0.0,3.171987282216163e-29,4.749657231474422e-10,8.635250485177537e-22,1.9675764942107737e-18,5.0347966186911615e-29,5.689266384144765e-12,4.760504154780285e-13,3.660433386820029e-46,2.601787110860752e-09,1.0902301922807952e-30,1.4150077824491025e-20,1.3813051727257963e-36,3.64767387678264e-06,3.405884091374312e-33,3.7373384512392957e-06,6.708713783139009e-06,1.3148023810103688e-05,7.108547248537948e-06,3.3230667913793745e-06,5.299860554712664e-06,2.912146029883008e-07,7.999320970408821e-07,2.8687539640259318e-09,1.710907760202079e-07,8.141848044307774e-07,7.99101073399679e-07,1.7066305451742157e-07,3.7103898966920613e-06,1.1878351772595512e-12,1.5865713924242e-10,4.409866336427608e-11,1.0297173050989843e-07,1.05270150464314e-14,5.293302110320375e-13,1.5870520750259698e-14
1.688650745986666e-11,0.10504946994334764,0.0,0.2607916137393441,0.031075110263184432,0.31939554927200253,0.35047399178525157,0.20700506033876842,0.0920144581199259,0.0,6.75606317041481e-20,3.6671305237601323e-06,5.792471000318323e-17,0.0,3.2653485628460956e-29,4.834003577058204e-10,8.803351095616804e-22,1.986712424394664e-18,5.108425591620349e-29,5.7440885688885085e-12,4.783597648999687e-13,3.750084712871791e-46,2.614411061991878e-09,1.1061737046623178e-30,1.4426188694824583e-20,1.4219612191860637e-36,3.6653606095049276e-06,3.4722092860177644e-33,3.7373529888674313e-06,6.72445398503476e-06,1.3234682768670676e-05,7.133223764810825e-06,3.327772352750166e-06,5.32566824880732e-06,2.9307615001299305e-07,8.075866852881316e-07,2.8840696709664815e-09,1.7361484718595117e-07,8.22044299660761e-07,8.085910092834262e-07,1.7238709923213622e-07,3.7278924932471986e-06,1.1934388647188716e-12,1.5940655424316909e-10,4.411107411718019e-11,1.0396511758559238e-07,1.0705370195103718e-14,5.391147917527229e-13,1.6225364579922848e-14
1.696803099041036e-11,0.10504946994334764,0.0,0.2607914081752824,0.031075110263184432,0.31939548698875064,0.3504739494807316,0.2070050371840928,0.09201445814985314,0.0,6.873336902435423e-20,3.684834191877315e-06,5.876771499568188e-17,0.0,3.360987738296444e-29,4.919462659306791e-10,8.973887887473889e-22,2.0059409558070078e-18,5.182768916162636e-29,5.7991687167756456e-12,4.806691139706918e-13,3.84148408162541e-46,2.6270350654116625e-09,1.122271901001018e-30,1.4706316250043773e-20,1.463609221226783e-36,3.6830472590972798e-06,3.5394960904302226e-33,3.737366969646118e-06,6.740096580884293e-06,1.3321527629226733e-05,7.157824616673626e-06,3.3324302427903595e-06,5.351437401510321e-06,2.94937977927077e-07,8.152720257685813e-07,2.899399154026734e-09,1.761630996658664e-07,8.299364053836732e-07,8.181414840709407e-07,1.74119510260654e-07,3.745390379637092e-06,1.1990410824104e-12,1.6015577258747154e-10,4.412380613928325e-11,1.0496318172001605e-07,1.0885966204939783e-14,5.490459160512249e-13,1.6586490165289962e-14
1.7049554520954062e-11,0.10504946994334764,0.0,0.2607912025365296,0.031075110263184432,0.3193954247408315,0.35047390725164623,0.2070050140766385,0.09201445818104599,0.0,6.992274280781009e-20,3.7025378578597305e-06,5.961886022812058e-17,0.0,3.4589490250319146e-29,5.006044175287519e-10,9.146884135628922e-22,2.0252620884001787e-18,5.257830040842186e-29,5.854506758384923e-12,4.829784626907276e-13,3.934656931980137e-46,2.6396591215016754e-09,1.1385255280215725e-30,1.499049914287521e-20,1.506268433821045e-36,3.7007338255645506e-06,3.6077536968739234e-33,3.737380419958168e-06,6.755642214425433e-06,1.340855794161471e-05,7.1823500359997565e-06,3.3370409440991912e-06,5.3771677278472145e-06,2.9680005770978063e-07,8.229880006552091e-07,2.9147424169266475e-09,1.7873563165385065e-07,8.378610097497257e-07,8.277525069108962e-07,1.7586027508078297e-07,3.7628835571108008e-06,1.2046416503642908e-12,1.6090479452527843e-10,4.4136857457356785e-11,1.0596592164913299e-07,1.106882112987185e-14,5.591252885959484e-13,1.695398008073642e-14
1.7131078051497763e-11,0.10504946994334764,0.0,0.2607909968225954,0.031075110263184432,0.319395362528033,0.3504738650977645,0.20700499101592784,0.09201445821348421,0.0,7.11289525761442e-20,3.7202415217111826e-06,6.047818483056323e-17,0.0,3.5592772792251425e-29,5.09375786312672e-10,9.322363222773249e-22,2.0446758221265882e-18,5.333612414181752e-29,5.910102624313496e-12,4.852878110606e-13,4.0296289484465465e-46,2.6522832306425555e-09,1.1549353324482549e-30,1.5278776208745437e-20,1.549958390516351e-36,3.718420308911519e-06,3.6769913402415545e-33,3.737393365000705e-06,6.771091525269277e-06,1.3495773256778128e-05,7.206800253951916e-06,3.3416049343901313e-06,5.402858946593328e-06,2.9866236060480957e-07,8.307344918409071e-07,2.9300994633804912e-09,1.813325409843107e-07,8.458180005877279e-07,8.374240860047388e-07,1.7760938107884317e-07,3.780372026916903e-06,1.2102408183676335e-12,1.6165361987372103e-10,4.415022594023052e-11,1.0697333610940585e-07,1.1253953073320738e-14,5.693546275511335e-13,1.732791761675284e-14
1.7212601582041464e-11,0.10504946994334764,0.0,0.2607907910329969,0.031075110263184432,0.31939530035014463,0.3504738230188557,0.20700496800148793,0.09201445824714864,0.0,7.23521998619469e-20,3.7379451834354642e-06,6.134572793343664e-17,0.0,3.662018002873923e-29,5.182613501972203e-10,9.500348639369614e-22,2.0641821569386895e-18,5.410119484702684e-29,5.965956245176926e-12,4.875971590808279e-13,4.1264260623264496e-46,2.664907393214009e-09,1.1715020610049368e-30,1.5571186465740707e-20,1.5946989060984925e-36,3.7361067091428968e-06,3.747218298040895e-33,3.7374058288382543e-06,6.7864451489260914e-06,1.358317312675976e-05,7.231175500984284e-06,3.3461226865403553e-06,5.428510780243727e-06,3.005248581178917e-07,8.385113809452936e-07,2.945470297096797e-09,1.8395392513124177e-07,8.538072654118823e-07,8.471562286151573e-07,1.7936681555087443e-07,3.797855790303499e-06,1.2158385626887444e-12,1.6240224872505856e-10,4.4163909796387807e-11,1.0798542383729382e-07,1.1441380186063856e-14,5.797356646119244e-13,1.770838678294537e-14
1.7294125112585164e-11,0.10504946994334764,0.0,0.2607905851672589,0.031075110263184432,0.31939523820695703,0.35047378101469023,0.2070049450328507,0.0920144582820213,0.0,7.359268822078798e-20,3.7556488430363575e-06,6.222152866753248e-17,0.0,3.767217349947049e-29,5.272620911955318e-10,9.680863983612395e-22,2.0837810927889717e-18,5.487354700924934e-29,6.022067551609163e-12,4.899065067519243e-13,4.225074452892808e-46,2.677531609594812e-09,1.1882264604150895e-30,1.5867769114566706e-20,1.6405100792679044e-36,3.753793026263319e-06,3.818443890379467e-33,3.7374178344534524e-06,6.8017037168310545e-06,1.3670757104699456e-05,7.25547600684468e-06,3.350594668639702e-06,5.454122954982037e-06,3.0238752201435653e-07,8.4631854932146e-07,2.9608549217783264e-09,1.865998812073286e-07,8.618286914285151e-07,8.569489410744743e-07,1.8113256570383323e-07,3.815334848518209e-06,1.221434602960656e-12,1.631506814309141e-10,4.4177906698912684e-11,1.0900218357012658e-07,1.1631120674649059e-14,5.902701450477081e-13,1.809547231103304e-14
1.7375648643128865e-11,0.10504946994334764,0.0,0.2607903792249132,0.031075110263184432,0.3193951760982624,0.35047373908503904,0.20700492210955285,0.0920144583180852,0.0,7.48506232431952e-20,3.7733525005176314e-06,6.310562616400936e-17,0.0,3.8749221325587685e-29,5.363789954152693e-10,9.8639329613878e-22,2.1034726296299638e-18,5.565321511367053e-29,6.0784364742625455e-12,4.92215854074398e-13,4.325600548569646e-46,2.6901558801628164e-09,1.2051092774017812e-30,1.6168563538508117e-20,1.6874122953284556e-36,3.7714792602773554e-06,3.8906774799491815e-33,3.7374294037954872e-06,6.8168678563698216e-06,1.375852474483115e-05,7.279702000576745e-06,3.3550213440391397e-06,5.479695200651913e-06,3.042503243167542e-07,8.541558780626566e-07,2.9762533411220258e-09,1.8927050596306651e-07,8.698821655427477e-07,8.668022287929588e-07,1.8290661865678143e-07,3.83280920280818e-06,1.227029244145913e-12,1.6389891775177885e-10,4.4192215362910634e-11,1.1002361404453528e-07,1.1823192794279886e-14,6.009598277301536e-13,1.8489259657842045e-14
1.7449019820618195e-11,0.10504946994334764,0.0,0.2607901938109217,0.031075110263184432,0.31939512022975797,0.3504737014118739,0.2070049015169708,0.09201445835154798,0.0,7.59978532305605e-20,3.7892857904416097e-06,6.390843998487427e-17,0.0,3.974037809761088e-29,5.446843470818108e-10,1.0030898077721732e-21,2.121274186594707e-18,5.636120004022402e-29,6.129388709218637e-12,4.942942663669676e-13,4.417701517347788e-46,2.7015177703156275e-09,1.2204398768840394e-30,1.6442912285160796e-20,1.730574212996212e-36,3.7873967998377472e-06,3.9565573207633955e-33,3.737439460534739e-06,6.830435360992691e-06,1.3837672284578841e-05,7.301441875804696e-06,3.358966993848967e-06,5.502675862040747e-06,3.059269418080418e-07,8.612351625612518e-07,2.9901237160183227e-09,1.9169523963607094e-07,8.771575996585927e-07,8.757219833212591e-07,1.8451035449243257e-07,3.848532100843882e-06,1.2320632061685655e-12,1.645721626079936e-10,4.42053574017382e-11,1.1094689391289737e-07,1.1998066370601619e-14,6.107147047731034e-13,1.8849469541724877e-14
1.7515053880358592e-11,0.10504946994334764,0.0,0.26079002688468217,0.031075110263184432,0.31939506997172556,0.3504736675573347,0.20700488301445524,0.09201445838246924,0.0,7.704271293823736e-20,3.803625749910108e-06,6.463676902465164e-17,0.0,4.0650389110457024e-29,5.522408970345296e-10,1.0182966100447746e-21,2.1373597186176813e-18,5.700349779054355e-29,6.1754240430169734e-12,4.961648371894902e-13,4.501927482488006e-46,2.7117435094681453e-09,1.2343480955674905e-30,1.669279436244222e-20,1.770202475568559e-36,3.801722527892559e-06,4.016559469750326e-33,3.7374482360883083e-06,6.842581523892384e-06,1.3909031690318047e-05,7.320956455469884e-06,3.362487292973285e-06,5.523330461215335e-06,3.0743595763904364e-07,8.676272517150896e-07,3.0026166116952675e-09,1.9389470886488168e-07,8.837275382676596e-07,8.837917191192022e-07,1.8595945000773685e-07,3.862679452987197e-06,1.23659264640702e-12,1.6517794721919196e-10,4.421739836260472e-11,1.1178107888208926e-07,1.2157091088539088e-14,6.196038824624971e-13,1.9178411797583257e-14
1.758108794009899e-11,0.10504946994334764,0.0,0.26078985990737186,0.031075110263184432,0.3193950197359589,0.3504736337512795,0.20700486454087827,0.09201445841414502,0.0,7.809939168265001e-20,3.8179657079945885e-06,6.537061114785415e-17,0.0,4.157769252078909e-29,5.598754284147799e-10,1.0336752064901424e-21,2.1535060060663745e-18,5.765065684622262e-29,6.221628275575974e-12,4.980354077841683e-13,4.5874332236131256e-46,2.72196928484169e-09,1.2483615797183603e-30,1.6945510408628034e-20,1.8105837708103077e-36,3.816048201429163e-06,4.0772397524518595e-33,3.7374567612721457e-06,6.854666834701477e-06,1.3980510807814851e-05,7.3404225526760396e-06,3.3659786749273554e-06,5.5439583944278e-06,3.0894501536502207e-07,8.740389168460979e-07,3.015118564604082e-09,1.9611053404767248e-07,8.903183015932171e-07,8.919012049824121e-07,1.8741396980515718e-07,3.8768237211014e-06,1.2411210995717762e-12,1.657836031739767e-10,4.422964035603788e-11,1.126183260808502e-07,1.2317678206115849e-14,6.285980605028896e-13,1.9511905454813894e-14
1.7647121999839386e-11,0.10504946994334764,0.0,0.2607896928787558,0.031075110263184432,0.31939496952235036,0.3504735999935877,0.20700484609600264,0.09201445844656811,0.0,7.91680026850159e-20,3.832305664697034e-06,6.610998715109781e-17,0.0,4.252255002604768e-29,5.675884731296678e-10,1.04922687760805e-21,2.1697130489156303e-18,5.830269553407594e-29,6.268001370076743e-12,4.999059781512622e-13,4.674233269733777e-46,2.7321950966352983e-09,1.2624807261751345e-30,1.7201081704194256e-20,1.8517294948788468e-36,3.830373820449856e-06,4.1386032263300935e-33,3.7374650459618533e-06,6.866691619170143e-06,1.4052109402264244e-05,7.359840287802991e-06,3.369441377060509e-06,5.56455952500403e-06,3.1045410060154795e-07,8.804700942921328e-07,3.0276295766981336e-09,1.9834276590209338e-07,8.969298289822748e-07,9.000504420507662e-07,1.888739068755341e-07,3.890964905848364e-06,1.2456487193367743e-12,1.6638913035420074e-10,4.424208222587577e-11,1.1345863483889491e-07,1.2479837517955312e-14,6.376981999370904e-13,1.9849997334904687e-14
