Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29)
1.5547903205865548e-22,0.05435919745378708,0.0,0.13497388727775284,0.031075110263184432,0.3194096818763551,0.3504847921395395,0.20701222018021492,0.09201819554070576,0.0,3.730630021814604e-70,9.232015264726464e-24,7.46125984392309e-70,0.0,9.451532296010427e-151,1.1705793890862914e-45,3.984398615620589e-114,9.338343540489876e-60,1.1877359454767704e-88,2.2174558232602758e-77,5.846633224483051e-38,1.8453020790922747e-144,2.9770570643347203e-44,1.297307729302008e-93,3.0619686502932086e-114,3.900025776548965e-156,9.232015264726502e-24,4.4698362706406095e-115,2.3514345876603787e-16,8.037342569355223e-17,2.5719601061191193e-17,6.385177074748922e-17,5.2887806227235645e-17,2.571949622193728e-17,1.0483925390987061e-22
3.1109314581327853e-22,0.05435919745378708,0.0,0.13497388727775236,0.031075110263184432,0.319409681876355,0.3504847921395394,0.20701222018021487,0.09201819554070552,0.0,2.987529691533416e-69,1.8472051394148604e-23,5.975059223470632e-69,0.0,1.0954817702849073e-148,9.37412892927768e-45,6.390737901660265e-113,3.7377710587578493e-59,9.511530984613679e-88,1.7757630944146615e-76,1.1698346060803184e-37,1.1206267985155056e-142,1.191597632155265e-43,1.038899488606578e-92,8.899000554420246e-113,2.5023218765925434e-154,1.8472051394148645e-23,7.159512324693658e-114,4.704912124493206e-16,1.6081668060143224e-16,5.1461547562053796e-17,1.2775901653472316e-16,1.058215618950917e-16,5.146133779246062e-17,2.0976959318369294e-22
6.223213733225246e-22,0.05435919745378708,0.0,0.1349738872777514,0.031075110263184432,0.31940968187635477,0.3504847921395393,0.20701222018021476,0.09201819554070505,0.0,2.391234614338882e-68,3.695212365299288e-23,4.782469101465449e-68,0.0,1.3288842652365192e-146,7.50310252597347e-44,1.0258828254098215e-111,1.4955952907297714e-58,7.613080910067899e-87,1.4213302014248293e-75,2.340177173344345e-37,3.64157224088014e-141,4.767940582332776e-43,8.315407768698825e-92,2.703556191831296e-111,1.602747574116891e-152,3.695212365299282e-23,1.146143987540787e-112,9.41186719792373e-16,3.217031904171864e-16,1.0294544056378056e-16,2.5557350810918747e-16,2.116890732306131e-16,1.0294502093350882e-16,4.1963027173133354e-22
1.2447778283410168e-21,0.05435919745378708,0.0,0.13497388727774945,0.031075110263184432,0.3194096818763543,0.35048479213953904,0.20701222018021453,0.0920181955407041,0.0,1.9134721542168705e-67,7.39122681706814e-23,3.8269442074852576e-67,0.0,1.653984278638305e-144,6.004002144998607e-43,1.6508514521002986e-110,5.983355036086564e-58,6.092005015520366e-86,1.1373521218141824e-74,4.680862307872394e-37,1.1662670297615713e-139,1.907486287762357e-42,6.654008598017186e-91,8.420592410615543e-110,1.0261543535086483e-150,7.391226817068069e-23,1.8343273895987182e-111,1.882577734384426e-15,6.434762100486708e-16,2.059132265672402e-16,5.112024912581019e-16,4.2342409590089295e-16,2.059123872156114e-16,8.393516288265988e-22
2.4896907383780013e-21,0.05435919745378708,0.0,0.13497388727774556,0.031075110263184432,0.3194096818763535,0.35048479213953854,0.20701222018021412,0.09201819554070222,0.0,1.530971532132483e-66,1.4783255720605836e-22,3.0619429848515544e-66,0.0,2.087010265439113e-142,4.8038098399287166e-42,2.67050390727957e-109,2.3935368029395138e-57,4.874223509269793e-85,9.099968957847773e-74,9.362232576928485e-37,3.732806666426991e-138,7.630565304794889e-42,5.323883525490976e-90,2.6576484597309528e-108,6.56865828723036e-149,1.4783255720605455e-22,2.935323280026765e-110,3.7653597631923246e-15,1.2870222493115447e-15,4.118487985741843e-16,1.022460457555875e-15,8.468941412384012e-16,4.1184711977984125e-16,1.6787943430170655e-21
4.97951655845197e-21,0.05435919745378708,0.0,0.13497388727773782,0.031075110263184432,0.31940968187635177,0.35048479213953754,0.20701222018021326,0.09201819554069846,0.0,1.2248547539417642e-65,2.9567313527681177e-22,2.4497094465178745e-65,0.0,2.6521101680723287e-140,3.8432911363641877e-41,4.365208781488672e-108,9.574536802638988e-57,3.8996249936846056e-84,7.280435987739485e-73,1.8724973115040627e-36,1.194610107211316e-136,3.0523501570757957e-41,4.2593757179962466e-89,8.445357188738757e-107,4.204346570881218e-147,2.9567313527679484e-22,4.696835177541647e-109,7.530923819303295e-15,2.574114327836913e-15,8.237199425881713e-16,2.0449763901511957e-15,1.6938342319012116e-15,8.237165849083998e-16,3.3576797713977446e-21
9.959168198599907e-21,0.05435919745378708,0.0,0.13497388727772233,0.031075110263184432,0.3194096818763484,0.3504847921395355,0.20701222018021156,0.09201819554069092,0.0,9.799148153941599e-65,5.91354291418317e-22,1.959829585164907e-64,0.0,3.382370914450538e-138,3.0747302178308976e-40,7.279341658378684e-107,3.8298926406187095e-56,3.1197989505775186e-83,5.824533124401372e-72,3.7450454191264754e-36,3.822931239950433e-135,1.2209648703028008e-40,3.407608658945524e-88,2.693054470832701e-105,2.690911953506394e-145,5.913542914182454e-22,7.515191550610929e-108,1.5062051925505915e-14,5.148298484886132e-15,1.6474622306165413e-15,4.0900082553409385e-15,3.3877144131780086e-15,1.647455515165913e-15,6.715450628158086e-21
1.991847147889578e-20,0.05435919745378708,0.0,0.13497388727769136,0.031075110263184432,0.3194096818763416,0.3504847921395314,0.20701222018020818,0.09201819554067586,0.0,7.839442574009073e-64,1.1827166037013204e-21,1.5678884838556578e-63,0.0,4.3215429304053804e-136,2.459823098356656e-39,1.2590426586384497e-105,1.531972640298649e-55,2.495878620230674e-82,4.659700234329653e-71,7.49014163437124e-36,1.223366559892189e-133,4.883909096597409e-40,2.72613002719315e-87,8.602637804625406e-104,1.722225425291951e-143,1.1827166037010266e-21,1.2024510233294645e-106,3.0124308113833906e-14,1.0296666798978499e-14,3.2949468066748647e-15,8.180071985716825e-15,6.775474775536307e-15,3.2949333756825235e-15,1.3430992341674706e-20
3.983707803948753e-20,0.05435919745378708,0.0,0.13497388727762938,0.031075110263184432,0.319409681876328,0.3504847921395232,0.2070122201802014,0.09201819554064573,0.0,6.271603679928021e-63,2.3654412282672997e-21,1.254320720113594e-62,0.0,5.526523989043112e-134,1.967874048444371e-38,2.3163382784610173e-104,6.127921729434263e-55,1.9967187476557216e-81,3.727789681611407e-70,1.498033406486052e-35,3.91481881522126e-132,1.9535735617605875e-39,2.1809213355658625e-86,2.750422195172731e-102,1.1022379132818595e-141,2.3654412282661103e-21,1.9239379939356745e-105,6.024882039418084e-14,2.0593403427138935e-14,6.589915958797844e-15,1.6360199446454212e-14,1.3550995499471719e-14,6.589889096722076e-15,2.6862075768691678e-20
7.967429116067103e-20,0.05435919745378708,0.0,0.13497388727750545,0.031075110263184432,0.3194096818763008,0.35048479213950684,0.20701222018018786,0.09201819554058549,0.0,5.017302792306218e-62,4.730890477399148e-21,1.00346055997982e-61,0.0,7.070718031419745e-132,1.5743054666884474e-37,4.672090480890125e-103,2.45117492543441e-54,1.5973812999089052e-80,2.982243542991985e-69,2.996071892583811e-35,1.2527493244105864e-130,7.814314093332053e-39,1.7447439515932975e-85,8.797475931270078e-101,7.054369249135709e-140,4.73089047739436e-21,3.078313811120795e-104,1.2049784456963853e-13,4.1186876683362655e-14,1.317985426306914e-14,3.2720454367871404e-14,2.7102036944217804e-14,1.3179800538826517e-14,5.3724242622660566e-20
1.5934871740303803e-19,0.05435919745378708,0.0,0.1349738872772576,0.031075110263184432,0.31940968187624647,0.35048479213947414,0.20701222018016077,0.09201819554046499,0.0,4.013850173205287e-61,9.4617889756624e-21,8.027700586019416e-61,0.0,9.048450149624737e-130,1.2594468645376059e-36,1.0566354447605076e-101,9.804712169064118e-54,1.2779075658772015e-79,2.3857995534817834e-68,5.992148864778936e-35,4.0088095368868845e-129,3.125729606597064e-38,1.3957979202502934e-84,2.814572279110453e-99,4.514815203927702e-138,9.461788975643192e-21,4.925312526927626e-103,2.409958913796094e-13,8.237382319542143e-14,2.6359730871713065e-14,6.544096421047555e-14,5.420411982121104e-14,2.6359623423136734e-14,1.0744857633033808e-19
3.1869756988777205e-19,0.05435919745378708,0.0,0.13497388727676185,0.031075110263184432,0.3194096818761377,0.3504847921394087,0.20701222018010657,0.09201819554022399,0.0,3.2110833143108247e-60,1.8923585972187145e-20,6.4221671842456e-60,0.0,1.1580692069857928e-127,1.0075584881200417e-35,2.67973757862644e-100,3.921887361085287e-53,1.0223285190083591e-78,1.9086415304193835e-67,1.1984302809167618e-34,1.2828226935529248e-127,1.2502926364936304e-37,1.1166410300301424e-83,9.005639259711846e-98,2.889496642089804e-136,1.8923585972110183e-20,7.880518909082185e-102,4.819919788357728e-13,1.6474771621798437e-13,5.271948408940626e-14,1.3088198389476276e-13,1.0840828552520174e-13,5.271926919216251e-14,2.1489724374465213e-19
6.3739527485724e-19,0.05435919745378708,0.0,0.1349738872757704,0.031075110263184432,0.3194096818759202,0.3504847921392778,0.20701222017999815,0.092018195539742,0.0,2.568867921747008e-59,3.784717996522956e-20,5.137736870292388e-59,0.0,1.48224384095293e-125,8.060471891150333e-35,7.452765116192574e-99,1.5687554431205468e-52,8.178633651606307e-78,1.526913979384457e-66,2.3968610697938705e-34,4.105036500406093e-126,5.0011721336966925e-37,8.933134247127638e-83,2.881645837485478e-96,1.8492883917658835e-134,3.784717996492148e-20,1.260884008977159e-100,9.63984129092988e-13,3.2949550225689166e-13,1.05438990526414e-13,2.6176402325965303e-13,2.1681661673320007e-13,1.0543856073183542e-13,4.297945785691164e-19
1.274790684796176e-18,0.05435919745378708,0.0,0.13497388727378745,0.031075110263184432,0.3194096818754853,0.350484792139016,0.20701222017978133,0.09201819553877802,0.0,2.055094845515633e-58,7.569436795128611e-20,4.110191444148781e-58,0.0,1.8972178801801406e-123,6.448379107761884e-34,2.2053014727704126e-97,6.275022769810113e-52,6.5429086845263234e-77,1.2215314855192292e-65,4.793722647545578e-34,1.3136121967262008e-124,2.0004691710328524e-36,7.146509323607061e-82,9.221012718636612e-95,1.1835561407905063e-132,7.569436795005333e-20,2.0174150224123256e-99,1.9279683309869824e-12,6.589910743098323e-13,2.1087800340691495e-13,5.235281019746967e-13,4.336332783492645e-13,2.1087714381766674e-13,8.595892482013888e-19
2.549581504674048e-18,0.05435919745378708,0.0,0.13497388726982157,0.031075110263184432,0.31940968187461544,0.3504847921384925,0.2070122201793477,0.09201819553685005,0.0,1.64407607965745e-57,1.5138874392328617e-19,3.2881550524950515e-57,0.0,2.4284041753536375e-121,5.158703924730608e-33,6.769631215471293e-96,2.5100093073535837e-51,5.2343276092505645e-76,9.772253092072819e-65,9.58744580303895e-34,4.203559811664678e-123,8.001877319317381e-36,5.717208181552228e-81,2.9506834360611244e-93,7.574902549910122e-131,1.5138874391835405e-19,3.227864479188417e-98,3.855936340293305e-12,1.3179822183162174e-12,4.2175602919385856e-13,1.0470562593458368e-12,8.672665983816641e-13,4.217543100152711e-13,1.7191785873993098e-18
3.82437232455192e-18,0.05435919745378708,0.0,0.13497388726585569,0.031075110263184432,0.3194096818737456,0.35048479213796896,0.20701222017891407,0.09201819553492208,0.0,4.880851032968405e-57,2.2708311989517317e-19,9.761713170598278e-57,0.0,1.6327309663956288e-120,1.531490281595424e-32,3.209951799108921e-95,5.3337699027194e-51,1.553940318508703e-75,2.901137738612907e-64,1.4381168958522281e-33,2.011058042422035e-122,1.7003989700627945e-35,1.697295424711455e-80,1.4116559074396321e-92,4.300834146344042e-130,2.270831198846918e-19,1.2211663075112742e-97,5.783903955118044e-12,1.976973362223107e-12,6.326340550067439e-13,1.5705844166580296e-12,1.3008999152143346e-12,6.326314762388174e-13,2.5787679265306066e-18
5.099163144429792e-18,0.05435919745378708,0.0,0.1349738872618898,0.031075110263184432,0.3194096818728757,0.35048479213744543,0.20701222017848045,0.0920181955329941,0.0,1.0635117718247503e-56,3.0277749586694706e-19,2.127026544836015e-56,0.0,7.512282446428458e-120,3.3370367832593156e-32,1.0547016164211851e-94,9.098784063037049e-51,3.3859543662513265e-75,6.3214265623559e-64,1.9174892113995574e-33,6.655907577536839e-122,2.9006806315032426e-35,3.698317615978612e-80,4.672083201898221e-92,1.6540277484328717e-129,3.027774958490666e-19,3.178688853211555e-97,7.711871175461278e-12,2.6359645060305003e-12,8.43512080845571e-13,2.094112573911275e-12,1.7345332288472757e-12,8.435086424883054e-13,3.4383572655952788e-18
7.648744784185536e-18,0.05435919745378708,0.0,0.13497388725395806,0.031075110263184432,0.319409681871136,0.3504847921363984,0.20701222017761317,0.09201819552913817,0.0,3.0870466536519338e-56,4.541662478102296e-19,6.174105511265155e-56,0.0,9.151949526178044e-119,9.686388538204429e-32,6.092591990422154e-94,1.8837876872684344e-50,9.8283836340789e-75,1.8349151586507826e-63,2.8762338424918588e-33,3.883510305937756e-121,6.005490866253768e-35,1.0735078030821834e-79,2.726002618104835e-91,1.2588852641296441e-128,4.541662477732091e-19,1.1665341381004943e-96,1.1567804690324058e-11,3.953946793411776e-12,1.2652681325841089e-12,3.14116888827942e-12,2.6017998486035903e-12,1.2652629750481652e-12,5.157535943568259e-18
1.019832642394128e-17,0.05435919745378708,0.0,0.13497388724602633,0.031075110263184432,0.3194096818693963,0.35048479213535133,0.2070122201767459,0.09201819552528225,0.0,6.751022927808127e-56,6.0555499975309635e-19,1.3502078999206777e-55,0.0,4.231922838788642e-118,2.1183039473117794e-31,2.019456609319374e-93,3.203829474487548e-50,2.149356860249754e-74,4.012752541908067e-63,3.8349784735804675e-33,1.2920910022332898e-120,1.0213767069770825e-34,2.3476407179363977e-79,9.069729496251186e-91,4.753637584746234e-128,6.055549996901332e-19,3.0249106716762662e-96,1.5423736754538327e-11,5.271929080427168e-12,1.687024184418044e-12,4.1882252024307965e-12,3.469066456593359e-12,1.6870173077034229e-12,6.876714621296234e-18
1.2747908063697024e-17,0.05435919745378708,0.0,0.1349738872380946,0.031075110263184432,0.31940968186765656,0.3504847921343043,0.20701222017587861,0.09201819552142632,0.0,1.2665837864316842e-55,7.569437516955175e-19,2.5331750318797102e-55,0.0,1.5510089164979496e-117,3.974226518758789e-31,5.43146287941119e-93,4.894727518379424e-50,4.03248617188091e-74,7.528469926420278e-63,4.793723104665119e-33,3.483949383350832e-120,1.5604328239868825e-34,4.4044936914398927e-79,2.445528350577698e-90,1.4540714743809521e-127,7.569437515993231e-19,6.6138973537603725e-96,1.927966726448686e-11,6.589911367050543e-12,2.1087802363541904e-12,5.2352815163499174e-12,4.336333051976117e-12,2.108771640460892e-12,8.595893298761702e-18
1.7847071343208514e-17,0.05435919745378708,0.0,0.13497388722223108,0.031075110263184432,0.31940968186417706,0.3504847921322102,0.20701222017414408,0.09201819551371446,0.0,3.465604015087918e-55,1.0597212555789954e-18,6.931237032847154e-55,0.0,2.4013136489613556e-116,1.0874207876020097e-30,3.1899811471177804e-92,9.412387410767728e-50,1.1033617326091938e-73,2.059926542788276e-62,6.711212366822307e-33,2.0539144791102797e-119,3.0006569750743196e-34,1.2051497720044517e-78,1.4417258261186665e-89,1.2868944058476475e-126,1.0597212553940145e-18,2.5439998751913496e-95,2.6991523523960478e-11,9.22587593909662e-12,2.9522923405395372e-12,7.329394143476811e-12,6.070866204128695e-12,2.952280306288884e-12,1.203425065288861e-17
2.2946234622720002e-17,0.05435919745378708,0.0,0.13497388720636763,0.031075110263184432,0.31940968186069757,0.3504847921301161,0.20701222017240956,0.0920181955060026,0.0,7.305914896006983e-55,1.3624987594606645e-18,1.461190706814021e-54,0.0,1.2227885786395209e-115,2.292415318873167e-30,1.0743181686483612e-91,1.5436291125645952e-49,2.3260208019829883e-73,4.342575766748154e-62,8.628701628963422e-33,6.927598544372838e-119,4.921069715687303e-34,2.540602375758026e-78,4.86275980771387e-89,5.3189406307321174e-126,1.3624987591572937e-18,6.757517708880727e-95,3.470337347074532e-11,1.1861840509550506e-11,3.795804445140017e-12,9.423506769660398e-12,7.805399305077516e-12,3.795788972532012e-12,1.5472608005949313e-17
3.314456118174298e-17,0.05435919745378708,0.0,0.13497388717464068,0.031075110263184432,0.31940968185373864,0.35048479212592787,0.2070122201689405,0.09201819549057891,0.0,2.228530677756588e-54,1.9680537672185742e-18,4.4570960486027513e-54,0.0,2.045884904214999e-114,6.992577851363887e-30,7.335524391108229e-91,3.2002195036762128e-49,7.095085049827488e-73,1.3246203184134991e-61,1.2463680153197458e-32,4.739148535540049e-118,1.0202258533396486e-33,7.74962541969941e-78,3.3265967697635015e-88,5.617987687480442e-125,1.968053766589628e-18,3.0666270167273944e-94,5.012705442893654e-11,1.713376964568239e-11,5.4828286555862055e-12,1.3611732019198061e-11,1.1274465353385483e-11,5.4828063062634985e-12,2.234932270887243e-17
5.354121429978893e-17,0.05435919745378708,0.0,0.13497388711118685,0.031075110263184432,0.31940968183982077,0.3504847921175514,0.20701222016200235,0.0920181954597316,0.0,9.669784965988035e-54,3.1791637827126854e-18,1.9339822092187462e-53,0.0,7.923902990765142e-113,3.034139263845233e-29,9.23012083559069e-90,8.320624766792738e-49,3.0786180167623034e-72,5.747640706125843e-61,2.013363720147273e-32,5.9721830319057825e-117,2.6526044531228267e-33,3.362628675018606e-77,4.192110678295198e-87,1.2598559311054603e-123,3.179163781077401e-18,2.295745009947637e-93,8.097434060456778e-11,2.7677627898842735e-11,8.856877081459455e-12,2.19881825069554e-11,1.821259683564756e-11,8.856840978707356e-12,3.610275210192499e-17
9.433452053588083e-17,0.05435919745378708,0.0,0.1349738869842795,0.031075110263184432,0.319409681811985,0.3504847921007985,0.2070122201481261,0.09201819539803732,0.0,5.466871979003e-53,5.601383813614072e-18,1.0934002866182315e-52,0.0,5.275542799583359e-111,1.7153691669312812e-28,1.7668898272301618e-88,2.5790273630681634e-48,1.7405154965787486e-71,3.249463769952053e-60,3.5473551297252073e-32,1.1443615139353766e-115,8.221906005169054e-33,1.9010826566476982e-76,8.032722031758313e-86,4.61530875779488e-122,5.6013838085453844e-18,2.441683720081162e-92,1.4266860999670647e-10,4.87653443287504e-11,1.56049739531293e-11,3.8741083437198576e-11,3.208885734277697e-11,1.560491034351847e-11,6.360961083685072e-17
1.7592113300806463e-16,0.05435919745378708,0.0,0.13497388673046604,0.031075110263184432,0.3194096817563134,0.3504847920672927,0.20701222012037357,0.09201819527464992,0.0,3.635076256612811e-52,1.0445823875069506e-17,7.270479257195923e-52,0.0,4.779895681077336e-109,1.1405969992989066e-27,4.3116113870462795e-87,8.964489886979752e-48,1.1573174899210493e-70,2.1606594472326618e-59,6.6153379485726e-32,2.7941132689467733e-114,2.857867830899078e-32,1.2640830906985318e-75,1.9612972669384833e-84,2.215587902256717e-120,1.04458238574511e-17,3.1657493436190953e-91,2.6605593695660743e-10,9.094077688291419e-11,2.9101167776162468e-11,7.224688511659925e-11,5.984136852746896e-11,2.910104915283439e-11,1.1862332810194385e-16
3.3909435795243225e-16,0.05435919745378708,0.0,0.134973886222844,0.031075110263184432,0.31940968164497024,0.3504847920002811,0.20701222006486858,0.09201819502788,0.0,2.6435984250589563e-51,2.0134703996591014e-17,5.28765903978346e-51,0.0,5.119848009098205e-107,8.294957963329557e-27,1.200162798838715e-85,3.33015400251821e-47,8.416557116031995e-70,1.5713331716396186e-58,1.2751303585033487e-31,7.780039612056911e-113,1.0616488108003416e-31,9.193006780706506e-75,5.461113203443731e-83,1.2270241821978795e-118,2.013470393114154e-17,4.55336782908095e-90,5.128257436696729e-10,1.7529164076863836e-10,5.609355574100388e-11,1.3925848775105997e-10,1.1534635157863269e-10,5.6093327090242146e-11,2.2865076181276956e-16
5.022675828967998e-16,0.05435919745378708,0.0,0.1349738857152285,0.031075110263184432,0.3194096815336271,0.3504847919332695,0.20701222000936365,0.09201819478111657,0.0,8.167732102100905e-51,2.982358411626003e-17,1.6337436967295096e-50,0.0,4.240770957363613e-106,2.5628323335534803e-26,6.617163245477652e-85,7.306008965178715e-47,2.600401902594208e-69,4.854832811492989e-58,1.888726921984917e-31,4.289931699143081e-112,2.3291462633936475e-31,2.8402958589296623e-74,3.0112702689269716e-82,8.32076162472911e-118,2.982358397267066e-17,1.8794397390677297e-89,7.595890875559492e-10,2.596425030242276e-10,8.308594413088041e-11,2.0627008941973543e-10,1.7085128220554015e-10,8.308560545268617e-11,3.386781944306871e-16
