Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27),HNOH(93),CH3OX(210),CH2X(34),CHX(35),CX(33),SX(680)
5.592638375242699e-12,0.06210963536780779,0.0,0.15420174562265088,0.031075110263184432,0.3194056051791299,0.3504823396167238,0.2070092870549702,0.09201315154688665,0.0,8.78953786703575e-34,2.0872897627918655e-11,2.5823217803000894e-32,0.0,1.4085261310841436e-47,3.896875623528544e-13,1.0295341917281475e-35,1.5556487655778741e-30,5.815603100156438e-50,4.3968757688147295e-19,1.0316114079628094e-23,1.8958131674231344e-80,3.931936915209817e-19,3.464902240909987e-54,1.9549436994987276e-33,1.0901964119250125e-59,2.0869778528390202e-11,2.3273015381091273e-53,5.043979303075485e-06,3.085474340051926e-06,1.970437333612168e-06,2.4525019427957395e-06,1.9571651012036034e-06,9.867473688032923e-07,1.2724931223047424e-09,2.2333786628582658e-09,3.839103136247925e-16,1.9327925197332692e-11,2.2208139978094458e-09,9.840688886508874e-10,1.0586902399894406e-13,9.759582428327359e-07,2.7323387409317015e-18,8.937011725364875e-15,2.37091070512372e-15,1.889462346307991e-12
5.665268521980221e-12,0.06210963536780779,0.0,0.15420156657050568,0.031075110263184432,0.3194055522684616,0.3504823077997484,0.2070092499428499,0.09201312006236793,0.0,9.309492060645519e-34,2.114396758537243e-11,2.685302643220765e-32,0.0,1.521904551733339e-47,4.050914835706634e-13,1.0840636732159434e-35,1.5963164734177718e-30,6.04513468267071e-50,4.511815013383332e-19,1.0450085809046147e-23,2.0221541301072736e-80,3.985161597192943e-19,3.6016558085294283e-54,2.058492348145481e-33,1.1779510345780542e-59,2.1140766954837322e-11,2.450571124458121e-53,5.075463716982761e-06,3.1254815421575034e-06,1.996106907654854e-06,2.4843186470692603e-06,1.9816040492039033e-06,9.99533925052259e-07,1.2975043168653258e-09,2.291674097428407e-09,3.939417535861979e-16,2.008924641066617e-11,2.2786148329752327e-09,1.0177744274423368e-09,1.0863461545444797e-13,9.886313654504973e-07,2.7678195043003317e-18,9.05334219949883e-15,2.3710467109174002e-15,1.939032543858895e-12
5.737898668717743e-12,0.06210963536780779,0.0,0.15420138807179537,0.031075110263184432,0.3194054993586133,0.3504822759836222,0.20700921285518545,0.09201308910809436,0.0,9.856955884028053e-34,2.141503751821865e-11,2.791013270840814e-32,0.0,1.642788326347033e-47,4.208967428691603e-13,1.1407310566179145e-35,1.6375089042998623e-30,6.280627624957581e-50,4.628237150127297e-19,1.0584057513929256e-23,2.1551427629379794e-80,4.038441815645154e-19,3.7419611190553767e-54,2.166101065904733e-33,1.2715147785478076e-59,2.1411754304990925e-11,2.5786738962210156e-53,5.106417889650547e-06,3.1654871358159198e-06,2.021778661206596e-06,2.5161345022903734e-06,2.0060185730216145e-06,1.0123197647345348e-06,1.3226102212554044e-09,2.3507182505884743e-09,4.041025717410225e-16,2.0870261986901828e-11,2.337151608657026e-09,1.052137655055428e-09,1.1143581204781171e-13,1.0013044557700516e-06,2.8033001893471738e-18,9.16967324892456e-15,2.371178150469791e-15,1.9892437215256995e-12
5.810528815455265e-12,0.06210963536780779,0.0,0.15420121011756427,0.031075110263184432,0.3194054464495848,0.35048224416834484,0.20700917579195224,0.09201305867513775,0.0,1.0433200466162002e-33,2.1686107426457976e-11,2.899490782956905e-32,0.0,1.7715697680021634e-47,4.371085363071292e-13,1.1995915002617983e-35,1.6792260579543507e-30,6.52215835145949e-50,4.746142175272765e-19,1.0718029194293242e-23,2.2950380157763995e-80,4.0917775749683204e-19,3.885863705710951e-54,2.2778746191206258e-33,1.3711912926266713e-59,2.168274057885793e-11,2.711734562727304e-53,5.136850749254692e-06,3.2054911212795403e-06,2.0474525969032517e-06,2.547949508594244e-06,2.030408697127938e-06,1.0251048879361078e-06,1.3478082949568949e-09,2.4105110346147935e-09,4.1439276824211553e-16,2.1671221402438068e-11,2.396424075902051e-09,1.0871610389882453e-09,1.1427261177114692e-13,1.013977513883167e-06,2.8387807960967808e-18,9.286004270504138e-15,2.371311880845139e-15,2.0400958701181543e-12
5.883158962192787e-12,0.06210963536780779,0.0,0.15420103269900706,0.031075110263184432,0.3194053935413756,0.3504822123539163,0.20700913875312585,0.09201302875472041,0.0,1.1039543073321288e-33,2.1957177310091074e-11,3.010772353276382e-32,0.0,1.9086563728332102e-47,4.537320612996755e-13,1.2607008648003337e-35,1.721467934111508e-30,6.769803286577627e-50,4.865530085056529e-19,1.0852000850153912e-23,2.442105477445432e-80,4.145168879569954e-19,4.033409101694501e-54,2.3939191087142092e-33,1.477295977212494e-59,2.195372577644524e-11,2.8498794216794526e-53,5.166771073639447e-06,3.245493498798411e-06,2.0731287173118458e-06,2.5797636661141965e-06,2.0547744459681304e-06,1.0378892947414558e-06,1.3730960629297397e-09,2.4710523617986755e-09,4.2481234324229057e-16,2.2492374058214023e-11,2.456431985837415e-09,1.12284698108768e-09,1.1714501261680133e-13,1.0266505398801489e-06,2.874261324895369e-18,9.402334604567777e-15,2.3714364827664247e-15,2.0915889987873773e-12
5.955789108930309e-12,0.06210963536780779,0.0,0.15420085580746648,0.031075110263184432,0.31940534063398585,0.3504821805403363,0.20700910173868162,0.09201299933821236,0.0,1.1677348131442947e-33,2.2228247169118588e-11,3.124895209423093e-32,0.0,2.0544712068084655e-47,4.707725166193204e-13,1.3241157132036194e-35,1.764234532501672e-30,7.02363885467197e-50,4.98640087572586e-19,1.0985972481527047e-23,2.5966174597616776e-80,4.1986157338630516e-19,4.184642840179619e-54,2.514341970183933e-33,1.590156283670251e-59,2.2224709897759724e-11,2.993236359147265e-53,5.196187492848801e-06,3.285494268620291e-06,2.0988070249323328e-06,2.6115769749817495e-06,2.0791158439615545e-06,1.0506729852336262e-06,1.3984711139290523e-09,2.5323421444462178e-09,4.3536129689432497e-16,2.333396927973342e-11,2.517175089669884e-09,1.159197819240182e-09,1.2005301257735497e-13,1.0393235338498666e-06,2.9097417761914598e-18,9.518664961049164e-15,2.371572818746846e-15,2.1437230830413865e-12
6.028419255667831e-12,0.06210963536780779,0.0,0.15420067943443053,0.031075110263184432,0.31940528772741494,0.3504821487276049,0.20700906474859518,0.09201297041712891,0.0,1.2348028252515229e-33,2.2499317003541173e-11,3.2418966329432246e-32,0.0,2.2094532973718756e-47,4.882351023970556e-13,1.3898933107514746e-35,1.8075258528552473e-30,7.283741480061316e-50,5.108754543538351e-19,1.1119944088428424e-23,2.7588530815672927e-80,4.252118142265955e-19,4.339610454315164e-54,2.6392519736061427e-33,1.7101120174595959e-59,2.2495692942808214e-11,3.1419348495622615e-53,5.225108491615209e-06,3.325493430990692e-06,2.1244875221992797e-06,2.64338943532664e-06,2.103432915501733e-06,1.0634559594941644e-06,1.4239310988654554e-09,2.5943802948781014e-09,4.460396293509607e-16,2.4196256317088157e-11,2.5786531386856608e-09,1.1962158290190631e-09,1.2299660964561616e-13,1.0519964958797762e-06,2.945222149928494e-18,9.63499572285213e-15,2.371682419026638e-15,2.196498158055678e-12
6.101049402405353e-12,0.06210963536780779,0.0,0.1542005035715302,0.031075110263184432,0.3194052348216629,0.35048211691572195,0.207009027782842,0.0920129419831283,0.0,1.3053045264818519e-33,2.2770386813359493e-11,3.361813959311138e-32,0.0,2.374058029954475e-47,5.061250201233592e-13,1.4580916250258115e-35,1.851341894902706e-30,7.550187587023318e-50,5.232591084761741e-19,1.1253915670873796e-23,2.929098352761748e-80,4.30567610920221e-19,4.498357477225289e-54,2.768759223635586e-33,1.8375156450313956e-59,2.276667491159752e-11,3.2961059557120655e-53,5.253542411806331e-06,3.365490986152919e-06,2.1501702114835696e-06,2.6752010472768607e-06,2.127725684956396e-06,1.0762382176033121e-06,1.44947372920757e-09,2.6571667254294e-09,4.568473407649037e-16,2.5079484344981883e-11,2.640865884250174e-09,1.2339032252893894e-09,1.259758018146173e-13,1.0646694260559442e-06,2.9807024464007397e-18,9.751325825711541e-15,2.3718417127365612e-15,2.2499141455619628e-12
6.1736795491428754e-12,0.06210963536780779,0.0,0.15420032821053717,0.031075110263184432,0.3194051819167294,0.35048208510468715,0.2070089908413977,0.09201291402800915,0.0,1.3793911246850892e-33,2.3041456598574208e-11,3.4846845779352047e-32,0.0,2.5487575493554363e-47,5.244474726491759e-13,1.5287693259030057e-35,1.8956826583745848e-30,7.823053599794526e-50,5.357910495673764e-19,1.1387887228878906e-23,3.1076462583335032e-80,4.359289639100431e-19,4.6609294420094525e-54,2.902975159505932e-33,1.9727326044932723e-59,2.3037655804134426e-11,3.4558823287348185e-53,5.2814974548305485e-06,3.405486934348104e-06,2.1758550950939343e-06,2.707011810958681e-06,2.1519941766675326e-06,1.089019759639681e-06,1.4750967754255544e-09,2.720701348449381e-09,4.677844312888242e-16,2.598390246275339e-11,2.703813077807855e-09,1.2722621637715726e-09,1.2899058707761136e-13,1.0773423244630723e-06,3.0161826661644765e-18,9.867656088008853e-15,2.3718905512449285e-15,2.3039712019949757e-12
6.2463096958803975e-12,0.06210963536780779,0.0,0.15420015334336107,0.031075110263184432,0.3194051290126141,0.35048205329450055,0.20700895392423788,0.09201288654370827,0.0,1.4572189564767593e-33,2.3312526359185964e-11,3.610545932163652e-32,0.0,2.7340411659878486e-47,5.432076641868622e-13,1.6019857855462814e-35,1.9405481430014867e-30,8.102415942570414e-50,5.484712772561986e-19,1.1521858762459476e-23,3.294796842391582e-80,4.412958736394163e-19,4.827371881742447e-54,3.0420125550302984e-33,2.1161416200403476e-59,2.3308635620425693e-11,3.6213982081135894e-53,5.308981684001968e-06,3.4454812758152466e-06,2.2015421752786893e-06,2.7388217264966834e-06,2.1762384149514414e-06,1.1018005856810286e-06,1.5007980654746017e-09,2.784984076301337e-09,4.788509010753561e-16,2.690975969439986e-11,2.7674944708819484e-09,1.3112947425647704e-09,1.32040963428068e-13,1.0900151911845178e-06,3.0516628090845384e-18,9.983985596750138e-15,2.372180495354308e-15,2.358668973818889e-12
6.3189398426179196e-12,0.06210963536780779,0.0,0.15419997896204762,0.031075110263184432,0.3194050761093169,0.350482021485162,0.20700891703133814,0.09201285952229815,0.0,1.5389495913173499e-33,2.358359609519542e-11,3.7394355192904244e-32,0.0,2.9304157669874942e-47,5.624108003110954e-13,1.677801078398096e-35,1.985938348514083e-30,8.38835103950542e-50,5.612997911723642e-19,1.165583027163122e-23,3.490857292197056e-80,4.466683405521756e-19,4.9977303294744155e-54,3.185985518601786e-33,2.2681350201498872e-59,2.3579614360478032e-11,3.79278942167082e-53,5.33600302686563e-06,3.4854740107912417e-06,2.227231454226945e-06,2.7706307940137883e-06,2.2004584240987762e-06,1.1145806958026006e-06,1.5265754833172859e-09,2.8500148213623687e-09,4.900467502770981e-16,2.7857304988600058e-11,2.831909815074274e-09,1.3510030036311665e-09,1.351269288596691e-13,1.1026880263023192e-06,3.08714287536543e-18,1.0100317325441255e-14,2.3719049136353803e-15,2.414008261811484e-12
6.371785660286158e-12,0.06210963536780779,0.0,0.1541998523828007,0.031075110263184432,0.3194050376173024,0.3504819983411663,0.20700889020323554,0.09201284014794378,0.0,1.6009650283862056e-33,2.3780826878347727e-11,3.83514051032343e-32,0.0,3.080568197289949e-47,5.766644020072225e-13,1.7346324907540445e-35,2.0192941273272025e-30,8.600572566744068e-50,5.707270377270292e-19,1.1753308153074102e-23,3.6392904680275705e-80,4.505808495290513e-19,5.1241706661030264e-54,3.2939084258848114e-33,2.384352582764509e-59,2.377677827386469e-11,3.921265086208773e-53,5.355377335180201e-06,3.5145717828838227e-06,2.2459244002098325e-06,2.793774592451076e-06,2.218065729521487e-06,1.1238790756389504e-06,1.5453778426187519e-09,2.8978013824758463e-09,4.982741845337371e-16,2.8560513777465757e-11,2.8792396770564516e-09,1.3803206075717642e-09,1.3739464922603485e-13,1.1119087827617325e-06,3.1129581839293076e-18,1.0184956311511356e-14,2.3721668602887403e-15,2.4546756022419596e-12
6.424631477954396e-12,0.06210963536780779,0.0,0.1541997260536597,0.031075110263184432,0.31940499912572073,0.3504819751976194,0.20700886338795405,0.09201282101155839,0.0,1.6652009716608064e-33,2.397805764847607e-11,3.9324830218274704e-32,0.0,3.237078021798644e-47,5.911572631267317e-13,1.792895541830489e-35,2.0529276953465618e-30,8.816343635240723e-50,5.802327872990893e-19,1.1850786021609194e-23,3.792730404818558e-80,4.544963009087785e-19,5.252725798382031e-54,3.404550244183493e-33,2.505490746617494e-59,2.3973941617492042e-11,4.0529773537471214e-53,5.374513676932172e-06,3.543668704707353e-06,2.2646185121595307e-06,2.8169179420529452e-06,2.2356602301218334e-06,1.1331770765325426e-06,1.5642186355252235e-09,2.9459838669350955e-09,5.065701129386073e-16,2.927543191424449e-11,2.9269578687709165e-09,1.4099977214326316e-09,1.3968120876750923e-13,1.1211295225634877e-06,3.138773452262201e-18,1.0269594940798436e-14,2.3723849092485922e-15,2.4956823074535244e-12
6.472192713855811e-12,0.06210963536780779,0.0,0.15419961256884898,0.031075110263184432,0.31940496448366745,0.35048195436881097,0.207008839265155,0.09201280398985916,0.0,1.7249677290941174e-33,2.4155565330456305e-11,4.021503344174269e-32,0.0,3.3835488137196876e-47,6.044070633261639e-13,1.846576039754373e-35,2.0834354162496293e-30,9.013596785329618e-50,5.888550818767041e-19,1.1938516092259605e-23,3.935210899031442e-80,4.58022723046647e-19,5.370248063778253e-54,3.506489970888752e-33,2.618858723796477e-59,2.415138813961457e-11,4.174330233975049e-53,5.391535338990955e-06,3.569855207442242e-06,2.2814442104668286e-06,2.837746572978157e-06,2.2514843402513578e-06,1.1415449533637444e-06,1.581207580033703e-09,2.989686589524174e-09,5.140950110482806e-16,2.992894892444031e-11,2.9702361842181275e-09,1.4370151110489647e-09,1.4175521921098475e-13,1.1294281741678377e-06,3.162007159044826e-18,1.0345774763037807e-14,2.3724157211171323e-15,2.532878620659169e-12
6.519753949757226e-12,0.06210963536780779,0.0,0.15419949928213547,0.031075110263184432,0.3194049298419645,0.350481933540366,0.20700881515272673,0.09201278715644207,0.0,1.7866382661507838e-33,2.433307300188751e-11,4.1118723802578303e-32,0.0,3.535501349878139e-47,6.178537519603585e-13,1.9014529907374054e-35,2.1141681462502022e-30,9.213770369207889e-50,5.975409636805233e-19,1.2026246152463992e-23,4.0819415929556196e-80,4.615515287947246e-19,5.489510306317299e-54,3.610701965228451e-33,2.736469551823429e-59,2.4328834200236e-11,4.298388026117824e-53,5.4083687209061616e-06,3.596041021596132e-06,2.298270854408411e-06,2.858574840416774e-06,2.267298092830535e-06,1.1499125232942501e-06,1.5982264932694893e-09,3.033709958102413e-09,5.21675389508422e-16,3.05920979571621e-11,3.013828899629227e-09,1.4643248220780106e-09,1.4384448819727833e-13,1.137726812325912e-06,3.185240833535795e-18,1.0421954998359656e-14,2.3724963003371714e-15,2.5703497316154707e-12
6.5673151856586414e-12,0.06210963536780779,0.0,0.15419938619142964,0.031075110263184432,0.31940489520061205,0.35048191271228446,0.2070087910506624,0.09201277050922513,0.0,1.850264022185699e-33,2.451058066276989e-11,4.203600719259751e-32,0.0,3.693098541688707e-47,6.314987923020525e-13,1.957544040599004e-35,2.145125885272723e-30,9.416885847302379e-50,6.062904326075994e-19,1.2113976202226747e-23,4.233016872717484e-80,4.65082718278141e-19,5.610525311991794e-54,3.717219745295921e-33,2.8584493234031327e-59,2.450627979935821e-11,4.425190627803944e-53,5.4250159047712614e-06,3.622226147233315e-06,2.3150984445377083e-06,2.879402744401548e-06,2.28310149465214e-06,1.1582797863439432e-06,1.6152748391525812e-09,3.078053948079459e-09,5.293112483618423e-16,3.126494883583893e-11,3.0577359453385223e-09,1.4919273696724566e-09,1.4594901516322623e-13,1.146025437059347e-06,3.2084744755767613e-18,1.0498132542347847e-14,2.37258724073411e-15,2.608095682032199e-12
6.6148764215600565e-12,0.06210963536780779,0.0,0.15419927329466504,0.031075110263184432,0.31940486055961,0.3504818918845664,0.2070087669589551,0.09201275404614916,0.0,1.9158974907596665e-33,2.4688088313103613e-11,4.2966989602865296e-32,0.0,3.856506905302531e-47,6.453436478752088e-13,2.0148669642901128e-35,2.176308633241648e-30,9.622964680032411e-50,6.1510348855515055e-19,1.2201706241552264e-23,4.388532511584666e-80,4.68616291622104e-19,5.733305866789837e-54,3.8260770745933964e-33,2.984926921284427e-59,2.4683724936983032e-11,4.554778228727863e-53,5.441478949653142e-06,3.6484105844177337e-06,2.331926981398551e-06,2.900230284964952e-06,2.298894552504276e-06,1.1666467425324952e-06,1.6323520907011731e-09,3.122718534867351e-09,5.370025876513464e-16,3.194757137007005e-11,3.1019572516946018e-09,1.5198232598682314e-09,1.4806879954570072e-13,1.1543240483895537e-06,3.2317080852406242e-18,1.0574309017106695e-14,2.372674823497251e-15,2.6461164832066233e-12
6.6624376574614715e-12,0.06210963536780779,0.0,0.1541991605897979,0.031075110263184432,0.31940482591895836,0.3504818710572118,0.20700874287759816,0.09201273776517799,0.0,1.9835922323463765e-33,2.4865595952888866e-11,4.391177712370285e-32,0.0,4.0258966140846946e-47,6.593897824551054e-13,2.0734396658922855e-35,2.207716390081444e-30,9.832028327809798e-50,6.239801314205571e-19,1.2289436270444928e-23,4.5485856800846524e-80,4.7215224895189745e-19,5.857864756695027e-54,3.9373079620320865e-33,3.1160340588773115e-59,2.4861169613112343e-11,4.687191310649326e-53,5.457759891849106e-06,3.6745943332129733e-06,2.348756465525395e-06,2.9210574621391793e-06,2.3146772731703753e-06,1.175013391879356e-06,1.649457729875548e-09,3.167703693880507e-09,5.447494074197319e-16,3.264003535562747e-11,3.146492749060322e-09,1.5480129897412858e-09,1.5020384078161015e-13,1.1626226463377231e-06,3.254941662593058e-18,1.0650486711439846e-14,2.3727322661519777e-15,2.6844121588339774e-12
6.7099988933628866e-12,0.06210963536780779,0.0,0.15419904807480714,0.031075110263184432,0.31940479127865695,0.35048185023022044,0.20700871880658464,0.09201272166429783,0.0,2.053402887070991e-33,2.5043103582125842e-11,4.487047594469458e-32,0.0,4.201441551671874e-47,6.73638660068424e-13,2.1332801786167742e-35,2.23934915571659e-30,1.0044098251038834e-49,6.329203611013621e-19,1.2377166288909125e-23,4.7132749561233654e-80,4.756905903928799e-19,5.98421476768644e-54,4.050946661932248e-33,3.2519053213190692e-59,2.5038613827747973e-11,4.822470647392708e-53,5.473860745139521e-06,3.700777393682276e-06,2.365586897443462e-06,2.941884275956148e-06,2.3304496634292128e-06,1.1833797344038369e-06,1.666591247426003e-09,3.2130094005357037e-09,5.525517077097903e-16,3.334241057445877e-11,3.1913423678127867e-09,1.5764970475603143e-09,1.523541383078982e-13,1.1709212309248262e-06,3.278175207687464e-18,1.0726664412673806e-14,2.372812231192904e-15,2.7229826566671295e-12
6.757560129264302e-12,0.06210963536780779,0.0,0.15419893574769378,0.031075110263184432,0.31940475663870577,0.3504818294035925,0.20700869474590786,0.09201270574151721,0.0,2.125385187482188e-33,2.5220611200814713e-11,4.584319235469522e-32,0.0,4.38331936563696e-47,6.880917449933354e-13,2.194406664803619e-35,2.2712069300715783e-30,1.0259195910116327e-49,6.419241774952673e-19,1.2464896296949239e-23,4.882700335103758e-80,4.792313160704846e-19,6.112368685738659e-54,4.167027674023255e-33,3.392678207010199e-59,2.5216057580891773e-11,4.960657304846358e-53,5.489783501035922e-06,3.726959765888535e-06,2.3824182776688384e-06,2.962710726447503e-06,2.346211730054902e-06,1.1917457701249354e-06,1.6837521427450356e-09,3.258635630252049e-09,5.60409488564306e-16,3.405476679468975e-11,3.236506038343316e-09,1.6052759129351837e-09,1.5451969156154345e-13,1.1792198021716175e-06,3.301408720580545e-18,1.0802841560556574e-14,2.3728799134103964e-15,2.761828011275469e-12
6.805121365165717e-12,0.06210963536780779,0.0,0.15419882360648096,0.031075110263184432,0.31940472199910475,0.3504818085773278,0.20700867069556098,0.0920126899948666,0.0,2.199595971342018e-33,2.539811880895567e-11,4.6830032741836825e-32,0.0,4.571711521527979e-47,7.027505017595812e-13,2.2568374159207312e-35,2.3032897130709127e-30,1.0477342765431575e-49,6.509915805001337e-19,1.2552626294569646e-23,5.056963240044385e-80,4.827744261102161e-19,6.242339296821758e-54,4.285585743443668e-33,3.5384931694400104e-59,2.539350087254559e-11,5.101792640961936e-53,5.505530129026399e-06,3.753141449894304e-06,2.3992506067086166e-06,2.9835368136446195e-06,2.3619634798169076e-06,1.2001114990614923e-06,1.7009399237219879e-09,3.304582358450967e-09,5.683227500260572e-16,3.4777173770627145e-11,3.2819836910574213e-09,1.6343500569628872e-09,1.5670049997955865e-13,1.1875183600986372e-06,3.32464220133651e-18,1.0879018427884709e-14,2.372970160056288e-15,2.8009481867441834e-12
6.852682601067132e-12,0.06210963536780779,0.0,0.15419871164921373,0.031075110263184432,0.31940468735985383,0.35048178775142635,0.2070086466555372,0.09201267442239837,0.0,2.2760931944255185e-33,2.5575626406548898e-11,4.783110359353596e-32,0.0,4.76680335717143e-47,7.176163951485522e-13,2.3205908525629873e-35,2.335597504639108e-30,1.069856027736639e-49,6.60122570013978e-19,1.2640356281774724e-23,5.236166531697974e-80,4.863199206376511e-19,6.374139386901306e-54,4.4066558607413135e-33,3.6894936592169072e-59,2.5570943702711256e-11,5.245918305753755e-53,5.521102576819231e-06,3.779322445761802e-06,2.4160838850610642e-06,3.0043625375786056e-06,2.377704919480049e-06,1.2084769212320425e-06,1.7181541065992643e-09,3.35084956055617e-09,5.762914921378154e-16,3.550970124276126e-11,3.3277752563747915e-09,1.6637199423719322e-09,1.588965629989908e-13,1.1958169047262145e-06,3.347875650009302e-18,1.0955195918169316e-14,2.373022021799133e-15,2.8403432423254646e-12
6.900243836968547e-12,0.06210963536780779,0.0,0.15419859987395854,0.031075110263184432,0.319404652720953,0.3504817669258881,0.20700862262582984,0.09201265902218633,0.0,2.3549359433339922e-33,2.5753133993594576e-11,4.884651149650075e-32,0.0,4.968784137312308e-47,7.326908901933702e-13,2.385685524451313e-35,2.3681303047006924e-30,1.092286990629509e-49,6.693171459349727e-19,1.2728086258568848e-23,5.4204145186699956e-80,4.898677997784359e-19,6.507781741938376e-54,4.530273261873351e-33,3.8458261663592387e-59,2.57483860713906e-11,5.3930762412981265e-53,5.536502770584185e-06,3.8055027535529126e-06,2.4329181132157863e-06,3.0251878982803063e-06,2.393436055804506e-06,1.216842036655049e-06,1.7353942158306008e-09,3.3974372119936583e-09,5.843157149423456e-16,3.62524189377687e-11,3.37388066472927e-09,1.693386023664652e-09,1.6110788005692025e-13,1.2041154360744672e-06,3.3711090666554096e-18,1.103137295128085e-14,2.373121213063273e-15,2.880013092592546e-12
6.947805072869962e-12,0.06210963536780779,0.0,0.15419848827880314,0.031075110263184432,0.3194046180824021,0.35048174610071314,0.20700859860643195,0.09201264379232568,0.0,2.43618444832704e-33,2.593064157009289e-11,4.98763631367379e-32,0.0,5.177847108677201e-47,7.479754521789624e-13,2.452140110431777e-35,2.4008881131802064e-30,1.11502931125845e-49,6.785753081614428e-19,1.2815816224956388e-23,5.6098129675372114e-80,4.934180636582853e-19,6.643279147889543e-54,4.656473428206353e-33,4.0076402629136145e-59,2.592582797858546e-11,5.543308681732707e-53,5.5517326151908475e-06,3.8316823733291905e-06,2.4497532916538564e-06,3.046012895780306e-06,2.409156895545821e-06,1.2252068453485736e-06,1.7526597839420186e-09,3.4443452881916855e-09,5.923954184824058e-16,3.700539656851501e-11,3.420299846568835e-09,1.7233487472568227e-09,1.6333445059046094e-13,1.2124139541633078e-06,3.3943424513297487e-18,1.1107550291933681e-14,2.373151440744305e-15,2.9199578522824175e-12
6.995366308771377e-12,0.06210963536780779,0.0,0.15419837686185645,0.031075110263184432,0.3194045834442012,0.35048172527590127,0.20700857459733688,0.09201262873093263,0.0,2.5199000961729694e-33,2.6108149136044025e-11,5.092076529955989e-32,0.0,5.394189555460931e-47,7.634715466421379e-13,2.5199734184746764e-35,2.4338709300022e-30,1.138085135659397e-49,6.878970565918658e-19,1.290354618094171e-23,5.804469112966228e-80,4.969707124029819e-19,6.780644390706893e-54,4.7852920865163744e-33,4.175088645901015e-59,2.6103269424297658e-11,5.696658153255828e-53,5.566793994444007e-06,3.857861305151863e-06,2.4665894208479757e-06,3.0668375301089314e-06,2.4248674454549103e-06,1.2335713473307478e-06,1.769950351395432e-09,3.4915737645807525e-09,6.005306028007478e-16,3.776870383405732e-11,3.467032732355581e-09,1.7536085516146082e-09,1.6557627403675962e-13,1.2207124590124419e-06,3.4175758040935883e-18,1.1183726765135742e-14,2.3732921714888357e-15,2.960177342313252e-12
7.042927544672792e-12,0.06210963536780779,0.0,0.15419826562124828,0.031075110263184432,0.31940454880635016,0.3504817044514526,0.20700855059853787,0.0920126138361442,0.0,2.606145443014219e-33,2.6285656691448165e-11,5.197982486959196e-32,0.0,5.61801285519368e-47,7.791806393716597e-13,2.589204385673628e-35,2.467078755091239e-30,1.1614566098675373e-49,6.972823911248689e-19,1.299127612652918e-23,6.004491667832043e-80,5.005257461383744e-19,6.919890256338008e-54,4.916765208989031e-33,4.348327180557416e-59,2.6280710408529012e-11,5.853167474125861e-53,5.581688771316453e-06,3.884039549081839e-06,2.4834265012625664e-06,3.0876618012962522e-06,2.4405677122780633e-06,1.2419355426190467e-06,1.7872654664545346e-09,3.5391226165935802e-09,6.087212679401166e-16,3.854241041964699e-11,3.5140792525656923e-09,1.784165867389213e-09,1.6783334983299546e-13,1.229010950641374e-06,3.4408091249940633e-18,1.1259904703031718e-14,2.373252223723476e-15,3.00067185074531e-12
7.090488780574207e-12,0.06210963536780779,0.0,0.15419815455512884,0.031075110263184432,0.31940451416884896,0.350481683627367,0.2070085266100281,0.09201259910611802,0.0,2.6949842272460218e-33,2.6463164236305493e-11,5.305364883077934e-32,0.0,5.84952253497039e-47,7.951041964083165e-13,2.659852078244661e-35,2.5005115883718978e-30,1.185145879917311e-49,7.067313116592283e-19,1.3079006061723161e-23,6.2099908333365726e-80,5.040831649903767e-19,7.061029530725995e-54,5.05092901321957e-33,4.527514943854783e-59,2.6458150931281344e-11,6.012879754660549e-53,5.5964187881793595e-06,3.910217105179708e-06,2.500264533353982e-06,3.1084857093720877e-06,2.456257702756954e-06,1.2502994312314806e-06,1.8046046850527926e-09,3.586991819665101e-09,6.169674139432505e-16,3.9326585996732354e-11,3.5614393376894306e-09,1.8150211175494125e-09,1.7010567741637993e-13,1.2373094290694067e-06,3.4640424140949648e-18,1.1336080249305988e-14,2.3735130570335213e-15,3.0414408991874406e-12
7.1332938928854806e-12,0.06210963536780779,0.0,0.15419805474329695,0.031075110263184432,0.3194044829953969,0.35048166488600047,0.20700850502916107,0.09201258598845995,0.0,2.777210164691303e-33,2.662292101765971e-11,5.403280245255768e-32,0.0,6.06462635840641e-47,8.09619976609766e-13,2.7246621640302294e-35,2.530793520265998e-30,1.2067397121035659e-49,7.152897060877686e-19,1.3157962994514912e-23,6.399714873020591e-80,5.072868813359997e-19,7.189684309740664e-54,5.174007101532866e-33,4.694004621147376e-59,2.6617847007195378e-11,6.159395203684547e-53,5.609536439846173e-06,3.933776317621156e-06,2.515419576290664e-06,3.1272269162044637e-06,2.470369913481886e-06,1.2578266687886724e-06,1.8202302293741428e-09,3.630347982283388e-09,6.244363815199084e-16,4.0041352576168975e-11,3.6043314548634743e-09,1.8430459200892553e-09,1.7216381205431888e-13,1.2447780483836614e-06,3.484952347133947e-18,1.140464076703475e-14,2.3735250411908122e-15,3.0783682492062844e-12
