Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511)
1.3869431239938408e-22,0.07659248437779444,0.0,0.19017913871006306,0.031075110263184432,0.31940968187635504,0.3504847921395395,0.2070122201802149,0.09201819554070574,0.0,1.3752870709132491e-59,1.020596581398127e-19,2.3027710738336352e-57,0.0,4.042642815585432e-127,3.2854085911494606e-41,1.0145876799509245e-93,2.3472378060703165e-49,3.4679622139629736e-72,5.559863611736919e-65,1.6431684108862788e-29,9.455035210346963e-118,2.0185054554758454e-25,2.343898845894548e-75,1.7961653802391175e-94,5.936766592747219e-130,1.020596581562441e-19,1.7302132675482984e-93,2.4898677828432744e-16,8.510515422571667e-17,2.7236748366898727e-17,6.761083965452062e-17,5.600140676817854e-17,2.723364935224939e-17,3.099014631002825e-21,9.16446876243397e-30,2.01850545616346e-25,8.26107542194682e-42,9.164468762431e-30
2.775091237669692e-22,0.07659248437779444,0.0,0.19017913871006256,0.031075110263184432,0.31940968187635493,0.3504847921395394,0.20701222018021484,0.09201819554070549,0.0,1.1013450636246287e-58,2.04207986703726e-19,1.8440844885862795e-56,0.0,2.5921550883142034e-125,1.3154494768889585e-40,1.625105214719011e-92,9.395068302543581e-49,2.7771824122861795e-71,4.452400137192075e-64,3.287764422477062e-29,3.030140314737836e-116,4.038764608133027e-25,1.877020062325775e-74,2.877994076203424e-93,3.8054031153807543e-128,2.0420798673660252e-19,2.771348169022334e-92,4.981898786874341e-16,1.702842486374688e-16,5.4497160285878106e-17,1.3528042026439169e-16,1.1205146810306427e-16,5.4490959564070316e-17,6.20072173441781e-21,3.6681758344602587e-29,4.038764610885397e-25,6.613883425075287e-41,3.6681758344578787e-29
5.551387465021394e-22,0.07659248437779444,0.0,0.19017913871006153,0.031075110263184432,0.3194096818763547,0.3504847921395393,0.20701222018021473,0.09201819554070499,0.0,8.815224317046809e-58,4.0850464383155256e-19,1.4760150077738667e-55,0.0,1.661368288903582e-123,5.266951185398007e-40,2.601585108757631e-91,3.759251085334881e-48,2.222871536109585e-70,3.563724690373253e-63,6.576956445658628e-29,9.703701673203032e-115,8.079282913448019e-25,1.502376815722343e-73,4.610517126874269e-92,2.4373388875111505e-126,4.085046438973176e-19,4.4365639949311674e-91,9.965960794426185e-16,3.4064243746071527e-16,1.0901798412404e-16,2.706195814840135e-16,2.241515907715625e-16,1.0900557998775014e-16,1.2404135996307456e-20,1.4677481358127095e-28,8.079282924461324e-25,5.2931168342503115e-40,1.4677481358108047e-28
1.1103979919724799e-21,0.07659248437779444,0.0,0.19017913871005948,0.031075110263184432,0.31940968187635427,0.35048479213953904,0.2070122201802145,0.09201819554070399,0.0,7.053965412970569e-57,8.170979580872053e-19,1.181111046003693e-54,0.0,1.0651046987237395e-121,2.1098757458099513e-39,4.163682769996644e-90,1.5039452218639347e-47,1.7787475813714458e-69,2.851701760853607e-62,1.315534049202175e-28,3.1063454579291787e-113,1.616031952408053e-24,1.2022058332492446e-72,7.389158399329679e-91,1.5604990454362844e-124,8.170979582187406e-19,7.1004284802168115e-90,1.9934084807488716e-15,6.81358815106177e-16,2.1805963180117653e-16,5.412979039227755e-16,4.483518361034664e-16,2.180348208352618e-16,2.4810964740325455e-20,5.87194828343791e-28,1.6160319568141393e-24,4.2352976769082734e-39,5.871948283422668e-28
2.2209164829131607e-21,0.07659248437779444,0.0,0.19017913871005537,0.031075110263184432,0.3194096818763534,0.3504847921395385,0.20701222018021406,0.092018195540702,0.0,5.643886801334189e-56,1.6342845865985096e-18,9.450084673218736e-54,0.0,6.836146428189279e-120,8.46221011369557e-39,6.662850996043543e-89,6.016270497782153e-47,1.4231782280854364e-68,2.2816502473670335e-61,2.6312108584747975e-28,9.94216333826225e-112,3.232239274535564e-24,9.618864337335941e-72,1.185731572113636e-89,9.989121230940201e-123,1.6342845868615578e-18,1.1362226658507753e-88,3.987033282544918e-15,1.3627915703929751e-15,4.361429271587005e-16,1.0826545487983739e-15,8.967523267469035e-16,4.3609330253089327e-16,4.9624623109316284e-20,2.3489704750244333e-27,3.232239292161438e-24,3.388559859690862e-38,2.3489704750122393e-27
4.4419534647945225e-21,0.07659248437779444,0.0,0.19017913871004716,0.031075110263184432,0.3194096818763516,0.35048479213953737,0.20701222018021317,0.09201819554069801,0.0,4.515395246895515e-55,3.2686578436211124e-18,7.560546289864934e-53,0.0,4.398803994517107e-118,3.402638707143174e-38,1.0661460203749556e-87,2.406606124664751e-46,1.1386146520626564e-67,1.8254357404197345e-60,5.26256447702003e-28,3.1817895596604025e-110,6.464653918794622e-24,7.695578568137126e-71,1.907878629424676e-88,6.393654408980385e-121,3.268657844147078e-18,1.818079561354245e-87,7.974282882871168e-15,2.7256570809500717e-15,8.723095178867519e-16,2.1653678385418667e-15,1.793553307952296e-15,8.722102659245884e-16,9.925194337111722e-20,9.396264236999081e-27,6.464653989301178e-24,2.7109765818822116e-37,9.396264236901523e-27
8.884027428557246e-21,0.07659248437779444,0.0,0.19017913871003075,0.031075110263184432,0.319409681876348,0.3504847921395352,0.20701222018021137,0.09201819554069003,0.0,3.6124305233366905e-54,6.537404357666299e-18,6.048628458256891e-52,0.0,2.8451294367248e-116,1.3751770002356183e-37,1.7059476698192923e-86,9.626620353249094e-46,9.109205503676458e-67,1.460394810756639e-59,1.0525271714110448e-27,1.0182202282584298e-108,1.2929483207328885e-23,6.156657699763356e-70,3.0865646934929997e-87,4.092136219303574e-119,6.537404358717662e-18,2.909025938473364e-86,1.5948782070460295e-14,5.451388101998264e-15,1.7446426993948687e-15,4.330794417998038e-15,3.587155270037156e-15,1.744444192721708e-15,1.9850659798999633e-19,3.758582163532945e-26,1.2929483489361223e-23,2.1688327445169518e-36,3.758582163454898e-26
1.7768175356082693e-20,0.07659248437779444,0.0,0.19017913870999795,0.031075110263184432,0.3194096818763408,0.3504847921395309,0.2070122201802078,0.09201819554067409,0.0,2.8899901496952395e-53,1.307489738575659e-17,4.838979338331012e-51,0.0,1.8590192925204018e-114,5.613515712668953e-37,2.729742370641395e-85,3.8506873125660515e-45,7.287479719570749e-66,1.1683343362555933e-58,2.105068618829111e-27,3.2583808431266974e-107,2.585914178446199e-23,4.925404099101344e-69,5.04692627308806e-86,2.619030354039813e-117,1.3074897387857004e-17,4.654520415207784e-85,3.189778039338506e-14,1.0902850143830643e-14,3.4893090626191583e-15,8.661647576787124e-15,7.174359192903168e-15,3.488912046354863e-15,3.9701596360886333e-19,1.5034481592893546e-25,2.5859142912603578e-23,1.7350867874684785e-35,1.5034481592269108e-25
3.5536471211133584e-20,0.07659248437779444,0.0,0.19017913870993233,0.031075110263184432,0.3194096818763264,0.3504847921395222,0.20701222018020063,0.09201819554064218,0.0,2.3120104123060552e-52,2.6149883441936852e-17,3.8712140996064775e-50,0.0,1.2385457277396942e-112,2.3356195686823365e-36,4.368200251160168e-84,1.5402827593143543e-44,5.8300299026601665e-65,9.346748641207495e-58,4.21015151366517e-27,1.0426940479950488e-105,5.171845893898654e-23,3.940354455235066e-68,8.421838337636984e-85,1.6761996484513545e-115,2.614988344612839e-17,7.447295795815698e-84,6.379577683022061e-14,2.1805774226439384e-14,6.9786417898999604e-15,1.7323353893872268e-14,1.4348767033420368e-14,6.9778477537768396e-15,7.940349203710331e-19,6.013823224993062e-25,5.171846345157736e-23,1.3880776667325522e-34,6.013823224493367e-25
7.107306292123537e-20,0.07659248437779444,0.0,0.1901791387098011,0.031075110263184432,0.3194096818762976,0.35048479213950484,0.20701222018018628,0.09201819554057838,0.0,1.849615646892617e-51,5.2299855554296075e-17,3.0969835313370433e-49,0.0,8.550859832233849e-111,1.0064118772335175e-35,6.990991420207213e-83,6.161146705866422e-44,4.664042372999644e-64,7.477428493539798e-57,8.420317303336997e-27,3.3366404388251444e-104,1.0343709324906892e-22,3.1522960346170154e-67,1.4584404266810739e-83,1.072774253733954e-113,5.2299855562641946e-17,1.1915723778719653e-82,1.2759176886783593e-13,4.361162238743281e-14,1.3957307247790459e-14,3.4646766526070434e-14,2.8697582693595456e-14,1.3955719169243453e-14,1.5880737359931142e-18,2.405535407535597e-24,1.0343711129948118e-22,1.1104654280374973e-33,2.4055354071358977e-24
1.4214624634143896e-19,0.07659248437779444,0.0,0.19017913870953865,0.031075110263184432,0.31940968187624,0.35048479213947015,0.20701222018015758,0.09201819554045079,0.0,1.479695444338648e-50,1.0459979977900934e-16,2.47759172578526e-48,0.0,6.271442005162393e-109,4.602946753621602e-35,1.1191502452543373e-81,2.464461816070475e-43,3.731241278761912e-63,5.981954627077301e-56,1.6840648882679482e-26,1.0677280580728189e-102,2.0687436187336698e-22,2.5218418158743835e-66,2.6885202402816373e-82,6.865776054226109e-112,1.0459979979555221e-16,1.9065198450383086e-81,2.551837495988435e-13,8.722331869252337e-14,2.7914638176887044e-14,6.929359178257832e-14,5.739521393050844e-14,2.7911462002667325e-14,3.17615497562825e-18,9.62215386489145e-24,2.0687443407511391e-22,8.883736601925716e-33,9.62215386169857e-24
2.842926131818461e-19,0.07659248437779444,0.0,0.19017913870901373,0.031075110263184432,0.3194096818761249,0.35048479213940076,0.20701222018010018,0.09201819554019561,0.0,1.1837575262016381e-49,2.0919968822841519e-16,1.9820753409891822e-47,0.0,5.0362907485332423e-107,2.3030154679549564e-34,1.7925278837790525e-80,9.85785353172214e-43,2.984995975156468e-62,4.785568434553945e-55,3.368131204135978e-26,3.4167347740778706e-101,4.137488991384962e-22,2.0174754479732037e-65,5.437672105573872e-81,4.3941034662833487e-110,2.0919968826090543e-16,3.0504349844226734e-80,5.103676976839664e-13,1.7444671123511945e-13,5.582930008834252e-14,1.3858724226404025e-13,1.1479047607058548e-13,5.582294767947767e-14,6.3523318884624215e-18,3.848863992637925e-23,4.137491879456797e-22,7.106994550989357e-32,3.848863990080763e-23
5.685853468626604e-19,0.07659248437779444,0.0,0.19017913870796388,0.031075110263184432,0.31940968187589464,0.350484792139262,0.20701222017998538,0.09201819553968524,0.0,9.470064892534718e-49,4.1839946512714407e-16,1.5856610570526748e-46,0.0,4.532108617947336e-105,1.290675076840562e-33,2.87408003739472e-79,3.943142666168407e-42,2.3879979609832714e-61,3.828456640783941e-54,6.73626383587017e-26,1.0933559258239219e-99,8.274979737348868e-22,1.613981156487578e-64,1.2335594425913616e-79,2.8122285528389263e-108,4.1839946518974235e-16,4.8806985609771634e-79,1.0207355403466502e-12,3.488934960499714e-13,1.1165862412430275e-13,2.7717454310074886e-13,2.295809990157442e-13,1.1164591907294876e-13,1.2704743448386468e-17,1.5395460861746757e-22,8.274991289640122e-22,5.6855977460044965e-31,1.5395460841286594e-22
1.137170814224289e-18,0.07659248437779444,0.0,0.19017913870586417,0.031075110263184432,0.3194096818754341,0.35048479213898437,0.2070122201797558,0.09201819553866449,0.0,7.576053787191263e-48,8.367990189242703e-16,1.2685291595332516e-45,0.0,4.575917780051945e-103,8.118450414379374e-33,4.617837775308985e-78,1.577257317156231e-41,1.9103988411279906e-60,3.062766069856518e-53,1.347252909933108e-25,3.4987402396219976e-98,1.6549961231921968e-21,1.2911852444324005e-63,3.136996562300512e-78,1.7998272270508072e-106,8.367990190399384e-16,7.809119766317885e-78,2.0414710116418134e-12,6.977870645983144e-13,2.2331727304842031e-13,5.543491442693048e-13,4.591620395660801e-13,2.2329186201929246e-13,2.5409797505258155e-17,6.158185321203147e-22,1.6550007441094824e-21,4.548479034780885e-30,6.158185304834729e-22
1.7057562815859176e-18,0.07659248437779444,0.0,0.19017913870376446,0.031075110263184432,0.3194096818749736,0.35048479213870676,0.2070122201795262,0.09201819553764373,0.0,2.249141126119962e-47,1.2551985727210653e-15,3.765946207419811e-45,0.0,2.9484852131245115e-102,2.223953511071871e-32,1.7508874139404368e-77,3.3516719556277354e-41,5.67149695813456e-60,9.092587408768357e-53,2.0208794362784519e-25,1.673860323828005e-97,2.482494272914036e-21,3.83320646376792e-63,1.419676993019562e-77,1.021888724535485e-105,1.2551985728826567e-15,2.954348821465634e-77,3.062206268906817e-12,1.0466806320652967e-12,3.34975922824735e-13,8.315237449329995e-13,6.887430747764344e-13,3.349378051250377e-13,3.811508249915413e-17,1.3086144415812042e-21,2.4825040923637575e-21,1.3005807850377072e-29,1.3086144369029976e-21
2.2743417489475462e-18,0.07659248437779444,0.0,0.19017913870166475,0.031075110263184432,0.3194096818745131,0.35048479213842915,0.2070122201792966,0.09201819553662298,0.0,4.90076032626674e-47,1.6735981265175285e-15,8.205798894535986e-45,0.0,1.3040785608758415e-101,4.6240210326160823e-32,4.5706057717101074e-77,5.717558182023315e-41,1.2357893846755113e-59,1.981227016758434e-52,2.694505962623049e-25,5.539900556412795e-97,3.309992422900404e-21,8.352355457759102e-63,4.4819870233546834e-77,3.9299771136837994e-105,1.6735981267178968e-15,7.690153496937272e-77,4.082941312141706e-12,1.395574198450918e-12,4.466345734532468e-13,1.1086983450918327e-12,9.183241046468073e-13,4.465837483901844e-13,5.082059843007532e-17,2.2323423368566534e-21,3.310009173726837e-21,2.7433016171525624e-29,2.232342326988752e-21
3.4115126836708035e-18,0.07659248437779444,0.0,0.19017913869746536,0.031075110263184432,0.319409681873592,0.350484792137874,0.20701222017883744,0.09201819553458149,0.0,1.4225395963544699e-46,2.510397234109678e-15,2.3818903747453715e-44,0.0,1.4664103675341306e-100,1.2756235480950978e-31,1.6905849361776747e-76,1.1837478239095126e-40,3.5871154992673166e-59,5.7508910720696355e-52,4.0417590153104892e-25,3.232355240355527e-96,4.964988723493973e-21,2.42443122504928e-62,2.4423330125821112e-76,2.9910223068287324e-104,2.510397234370827e-15,2.822177942083966e-76,6.124410896296049e-12,2.0933613286842728e-12,6.699518767103248e-13,1.6630475442246216e-12,1.3774861518549437e-12,6.698756352945834e-13,7.623217228697949e-17,4.621781358956436e-21,4.9650234039532506e-21,7.492807719946243e-29,4.6217813319980366e-21
4.54868361839406e-18,0.07659248437779444,0.0,0.19017913869326597,0.031075110263184432,0.3194096818726709,0.3504847921373188,0.20701222017837828,0.09201819553254,0.0,3.11093372199063e-46,3.347196341700608e-15,5.208925719473158e-44,0.0,6.608114917027028e-100,2.7091220592835173e-31,4.410001814373718e-76,2.0132450277336646e-40,7.844617190227321e-59,1.2576550426603403e-51,5.389012067995181e-25,1.0754437001464802e-95,6.619985025060309e-21,5.301957762004044e-62,7.910955332963539e-76,1.1294092319824146e-103,3.3471963419962586e-15,7.318118851594155e-76,8.165879693385698e-12,2.791148454941078e-12,8.932691831012354e-13,2.217396741500855e-12,1.8366481794260654e-12,8.931675227851586e-13,1.0164459538169729e-16,7.860439655114313e-21,6.620044007438865e-21,1.5677460288375175e-28,7.860439598703732e-21
5.685854553117317e-18,0.07659248437779444,0.0,0.19017913868906658,0.031075110263184432,0.3194096818717498,0.35048479213676365,0.20701222017791912,0.0920181955304985,0.0,5.836535119478801e-46,4.183995449290233e-15,9.772653685299192e-44,0.0,2.375282961320832e-99,4.984548151853102e-31,9.702890975163898e-76,3.075783515249071e-40,1.4717569649896663e-58,2.3595320506840877e-51,6.73626512067693e-25,2.8997890222407083e-95,8.274981327668895e-21,9.947194458426225e-62,2.0943594826964612e-75,3.4546346375124614e-103,4.183995449592228e-15,1.6000897168725776e-75,1.0207347647192051e-11,3.4889355769372943e-12,1.116586492849824e-12,2.7717459367879234e-12,2.2958101859575293e-12,1.1164594109037797e-12,1.270579283740779e-16,1.200897574388182e-20,8.275071439416478e-21,2.8540217620805386e-28,1.2008975641184539e-20
7.960196422563831e-18,0.07659248437779444,0.0,0.19017913868066777,0.031075110263184432,0.31940968186990765,0.35048479213565326,0.2070122201770008,0.09201819552641552,0.0,1.5969823669876457e-45,5.857593664465485e-15,2.6739761353311816e-43,0.0,3.5215027943604924e-98,1.328864451831523e-30,3.797742261777453e-75,5.914622640414884e-40,4.0269952522569626e-58,6.456109664443564e-51,9.430771226031413e-25,1.7095307076442321e-94,1.1584973936078287e-20,2.721733670045161e-61,1.20067854054884e-74,3.0571661020871426e-102,5.857593664693927e-15,6.154658291401434e-75,1.429028097198673e-11,4.884509807880335e-12,1.5632211226309441e-12,3.880444321269613e-12,3.214134134579898e-12,1.5630431890646095e-12,1.7788738120634714e-16,2.3092834527399032e-20,1.1585147217773882e-20,7.535459210577118e-28,2.3092834256237415e-20
1.250888016145686e-17,0.07659248437779444,0.0,0.19017913866387018,0.031075110263184432,0.3194096818662233,0.35048479213343253,0.20701222017516416,0.09201819551824957,0.0,6.34238825050498e-45,9.204790094800088e-15,1.0619650656551686e-42,0.0,1.1307496738471573e-96,5.150793074885079e-30,2.5901652349457962e-74,1.442988766566201e-39,1.599314300562563e-57,2.56403294886879e-50,1.4819783436704534e-24,1.8833716427504213e-93,1.8204959165587853e-20,1.0809318879594079e-60,1.2945694235369613e-73,5.794028519722918e-101,9.204790094538574e-15,4.06260995002545e-74,2.2456137353502913e-11,7.675658217888096e-12,2.456490423077367e-12,6.097841066012262e-12,5.050781775638942e-12,2.4562107530335602e-12,2.795573660823279e-16,5.633952117186021e-20,1.8205381920437262e-20,2.9138426411130766e-27,5.6339520123302e-20
1.705756390034989e-17,0.07659248437779444,0.0,0.19017913864707262,0.031075110263184432,0.319409681862539,0.3504847921312118,0.20701222017332752,0.09201819551008363,0.0,1.5879048542493623e-44,1.2551986525113477e-14,2.658776816844643e-42,0.0,7.2424186837782975e-96,1.2764262098398934e-29,8.740871380912031e-74,2.6731854679202394e-39,4.004105143085056e-57,6.419412065208982e-50,2.0208795647329824e-24,8.026093406521399e-93,2.4824944412033013e-20,2.706262884275049e-60,5.47622470977746e-73,3.072444710455744e-100,1.2551986523904478e-14,1.339543001335264e-73,3.062198003249949e-11,1.046680655866529e-11,3.3497597780829017e-12,8.315237778432835e-12,6.887429074823418e-12,3.3493783272076645e-12,3.8124213594150975e-16,1.0437086725132396e-19,2.4825727579682314e-20,7.231430930920187e-27,1.0437086464907629e-19
2.6154931378135946e-17,0.07659248437779444,0.0,0.19017913861347752,0.031075110263184432,0.3194096818551704,0.3504847921267703,0.20701222016965423,0.09201819549375177,0.0,5.804524906880357e-44,1.9246379385676626e-14,9.719056055476504e-42,0.0,1.8591415034319086e-94,4.6169193378005226e-29,5.364426072468647e-73,6.269247113155833e-39,1.4636851805386911e-56,2.3465913033648086e-49,3.0986820068436945e-24,7.435389389341935e-92,3.806491495571481e-20,9.892639520707145e-60,5.024816896475666e-72,4.721584201257437e-99,1.924637938120049e-14,7.748634360947801e-73,4.6953624295440346e-11,1.6049103032590594e-11,5.136298651721976e-12,1.2750031106336979e-11,1.0560722647878076e-11,5.1357135061621015e-12,5.846560172445611e-16,2.447741705790774e-19,3.8066751667602085e-20,2.6264639024391657e-26,2.4477416112761373e-19
