Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27),HNOH(93),CH3OX(210),CH2X(34),CHX(35),CX(33)
3.765554000123065e-14,0.09466578726852673,0.0,0.23505497969680775,0.031075110263184432,0.31940964797450927,0.35048477010818685,0.20701219519249395,0.09201812109274964,0.0,7.999370476948256e-30,1.6309203016442182e-09,4.619154620232115e-27,0.0,1.902841831430188e-47,1.5277760003102413e-18,3.586207806639575e-34,1.8971996668571204e-25,7.487412586401146e-40,3.144061193800377e-18,2.9653992782739897e-17,2.8734373855474168e-64,1.9215438139412521e-13,5.2161998283223784e-42,7.646040103652305e-33,1.7587747332206204e-55,1.6309185947136717e-09,1.273279488773943e-46,7.44435325202957e-08,2.5670622970312846e-08,1.63512233445756e-08,2.040043229522996e-08,1.6874122615716616e-08,8.22707410430087e-09,6.44214161278134e-12,1.9265011670459e-12,1.916185490337965e-13,6.317928250553332e-16,1.9264710789100866e-12,4.209146827510511e-14,1.0359672243094762e-13,8.113466890893373e-09,4.166664111850296e-16,6.115052503596668e-14,6.995631420777386e-14
3.9872290868538e-14,0.09466578726852673,0.0,0.2350549697293847,0.031075110263184432,0.31940964597913707,0.35048476881166013,0.20701219372330684,0.09201811675402699,0.0,9.496919011728494e-30,1.7269312437992837e-09,5.483898971800017e-27,0.0,2.681756214825262e-47,1.8092720798454535e-18,4.4810912542359105e-34,2.1271477386165423e-25,8.889118328596587e-40,3.525131466286238e-18,3.139969898091734e-17,3.824836255487916e-64,2.034663660773509e-13,6.192715700765824e-42,9.611273843479536e-33,2.4787245099868663e-55,1.7269293281402848e-09,1.6006361846507614e-46,7.878199477764732e-08,2.7180751673306288e-08,1.7314622637247402e-08,2.1600948033869776e-08,1.7865669184115313e-08,8.711826639745107e-09,6.946578964672213e-12,2.1600521667977165e-12,2.0291495295223459e-13,7.500828009862899e-16,2.1600164455471412e-12,4.783907350275585e-14,1.1610747058737832e-13,8.591091461855603e-09,4.412337600249701e-16,6.623499992539212e-14,8.078833733456282e-14
4.2089041735845347e-14,0.09466578726852673,0.0,0.23505495976700727,0.031075110263184432,0.31940964398380944,0.35048476751518254,0.20701219225432185,0.09201811242015868,0.0,1.1170594308258927e-29,1.822942185599193e-09,6.450346016567606e-27,0.0,3.710000898008591e-47,2.1233879762120364e-18,5.533716065699136e-34,2.370245604079578e-25,1.0455678750202933e-39,3.9279931968600546e-18,3.314540516539118e-17,5.013047063379767e-64,2.1477835223997443e-13,7.284079651139952e-42,1.1933013207824777e-32,3.429132502295838e-55,1.822940049176732e-09,1.9873927817648275e-46,8.311560272598629e-08,2.8690760361208794e-08,1.8278112848542217e-08,2.2801414745072312e-08,1.8857013727406e-08,9.196627088895719e-09,7.464872055457641e-12,2.406967810115878e-12,2.1421313336343053e-13,8.822879459111552e-16,2.4069257931537356e-12,5.4025800010398925e-14,1.2933163917519776e-13,9.068715077320817e-09,4.658010599231142e-16,7.136255821609565e-14,9.24888643166109e-14
4.4305792603152695e-14,0.09466578726852673,0.0,0.23505494980966987,0.031075110263184432,0.31940964198852645,0.3504847662187539,0.20701219078553884,0.09201810809113926,0.0,1.3030188357469625e-29,1.918953127043959e-09,7.524150055644516e-27,0.0,5.047709875985969e-47,2.471914841700439e-18,6.761599105288694e-34,2.626493262977271e-25,1.2196259155304142e-39,4.352646341928082e-18,3.4891111336163143e-17,6.479759917067185e-64,2.2609033988240713e-13,8.496676803277765e-42,1.4651969747313218e-32,4.665581659665754e-55,1.918950757823151e-09,2.440334151281561e-46,8.744436179668819e-08,3.0200649043648075e-08,1.9241693992783378e-08,2.4001832430863483e-08,1.9848156286763054e-08,9.681475442996334e-09,7.997010677810608e-12,2.6672490486835564e-12,2.25513090270807e-13,1.0291824038356494e-15,2.667200036560845e-12,6.066354161752146e-14,1.432692981844633e-13,9.546337737311843e-09,4.903683108807913e-16,7.65264635882493e-14,1.0506462957320475e-13
4.652254347046004e-14,0.09466578726852673,0.0,0.23505493985736703,0.031075110263184432,0.3194096399932881,0.3504847649223743,0.20701218931695786,0.09201810376696332,0.0,1.5085493150281738e-29,2.014964068133596e-09,8.710965391265412e-27,0.0,6.765295414531125e-47,2.8566443353666478e-18,8.183179050700328e-34,2.8958907150406843e-25,1.4120024847847799e-39,4.79909085789761e-18,3.6636817493234934e-17,8.271293769298993e-64,2.3740232900506015e-13,9.836892280907553e-42,1.7811056680771962e-32,6.253155415950551e-55,2.0149614540796782e-09,2.9666121666975435e-46,9.176827741505153e-08,3.171041773025105e-08,2.0205366083231418e-08,2.5202201093269052e-08,2.0839096903352472e-08,1.0166371693291495e-08,8.542984632938066e-12,2.9408968339169075e-12,2.368148236777868e-13,1.191540372674441e-15,2.9408400903309266e-12,6.776418338113064e-14,1.5792051759243214e-13,1.0023959441851496e-08,5.149355129001379e-16,8.172103393242121e-14,1.1852131331333608e-13
4.873929433776739e-14,0.09466578726852673,0.0,0.23505492991009325,0.031075110263184432,0.31940963799809435,0.3504847636260437,0.20701218784857878,0.09201809944762539,0.0,1.7346300677522648e-29,2.1109750088681166e-09,1.0016446326740059e-26,0.0,8.944557960272012e-47,3.279368623130283e-18,9.81781639526149e-34,3.178437960000905e-25,1.6236141131563565e-39,5.267326701176972e-18,3.8382523636608255e-17,1.0438840223835566e-63,2.4871431960834506e-13,1.131111120759605e-41,2.1455388905725032e-32,8.267463618635924e-55,2.1109721379464524e-09,3.5737457047961285e-46,9.608735500030464e-08,3.3220066430643836e-08,2.116912913224929e-08,2.64025207343147e-08,2.182983561833181e-08,1.0651315831026701e-08,9.102783730573729e-12,3.227912116965096e-12,2.481183335877933e-13,1.370136104229126e-15,3.2278468687579518e-12,7.533960160294039e-14,1.7328536736356205e-13,1.0501580190962563e-08,5.395026659815155e-16,8.69414761613943e-14,1.3286370672388543e-13
5.095604520507474e-14,0.09466578726852673,0.0,0.2350549199678432,0.031075110263184432,0.31940963600294525,0.3504847623297621,0.20701218638040164,0.09201809513312009,0.0,1.982240292988736e-29,2.2069859492475345e-09,1.1446247166430041e-26,0.0,1.1679852992249555e-46,3.7418803778733506e-18,1.1685793441203396e-33,3.474134997589039e-25,1.8553773309924768e-39,5.7573538281755415e-18,4.012822976628479e-17,1.3038707328117326e-63,2.600263116926731e-13,1.2925718706721728e-41,2.563228298757215e-32,1.0795721091611127e-54,2.2069828094236095e-09,4.269620643049521e-46,1.0040159996561219e-07,3.472959515445177e-08,2.2132983151441707e-08,2.7602791356026e-08,2.2820372472850235e-08,1.1136307847448382e-08,9.676397788970778e-12,3.5282958487103247e-12,2.5942362000424995e-13,1.5657439041693279e-15,3.5282212858674258e-12,8.34016638366946e-14,1.893639174495124e-13,1.0979199984667811e-08,5.640697701258459e-16,9.218374690139012e-14,1.4809585127839605e-13
5.317279607238209e-14,0.09466578726852673,0.0,0.23505491003061119,0.031075110263184432,0.3194096340078408,0.35048476103352955,0.20701218491242632,0.09201809082344198,0.0,2.2523591897967641e-29,2.3029968892718627e-09,1.30060222157645e-26,0.0,1.5079314851077903e-46,4.245972779549036e-18,1.3808314292840286e-33,3.782981827536215e-25,2.1082086686173365e-39,6.26917219530373e-18,4.1873935882266255e-17,1.613256335933881e-63,2.7133830525845573e-13,1.4687099901492114e-41,3.0391257148538584e-32,1.3937878864811372e-54,2.302993468511288e-09,5.062489856982576e-46,1.0471101771808233e-07,3.623900391129939e-08,2.3096928151772292e-08,2.880301296042839e-08,2.381070750804852e-08,1.1621347733803912e-08,1.026381663489448e-11,3.842048979767868e-12,2.707306829305809e-13,1.7791381320191257e-15,3.841964255416435e-12,9.196222889556855e-14,2.061562377891459e-13,1.145681882298999e-08,5.8863682533416e-16,9.744443529482294e-14,1.642211559343201e-13
5.5389546939689436e-14,0.09466578726852673,0.0,0.2350549000983919,0.031075110263184432,0.31940963201278094,0.350484759737346,0.20701218344465286,0.09201808651858571,0.0,2.5459659572286494e-29,2.3990078289411158e-09,1.4701425781258873e-26,0.0,1.9266137531835562e-46,4.793439515292342e-18,1.620750485419096e-33,4.104978449573585e-25,2.383024656334963e-39,6.8027817589729844e-18,4.361964198455436e-17,1.9787680614476481e-63,2.826503003061045e-13,1.6601639914964535e-41,3.578403126723517e-32,1.7807808057908634e-54,2.3990041152096236e-09,5.960973219305138e-46,1.0901561365877331e-07,3.774829271081048e-08,2.4060964143662394e-08,3.000318554954722e-08,2.4800840765058995e-08,1.2106435481341595e-08,1.0865030103614835e-11,4.16917246048611e-12,2.820395223702105e-13,2.011093201144162e-15,4.1690766908936716e-12,1.0103314685952674e-13,2.2366239830853025e-13,1.1934436705951812e-08,6.132038316072754e-16,1.027206642405538e-13,1.8124249589276434e-13
5.982304867430413e-14,0.09466578726852673,0.0,0.23505488024896962,0.031075110263184432,0.31940962802279516,0.350484757145126,0.20701218050971124,0.09201807792331708,0.0,3.207559900132254e-29,2.5910297072144482e-09,1.8521735692175062e-26,0.0,3.0578172122504876e-46,6.025673274039585e-18,2.1929007718080652e-33,4.7884210688436085e-25,3.002276703156023e-39,7.935374301585666e-18,4.711105414805727e-17,2.9080270861408914e-63,3.052742948486469e-13,2.0915736889439587e-41,4.8688867199579814e-32,2.826367524552624e-54,2.591025371438818e-09,8.111096865348218e-46,1.176103616788419e-07,4.076651047631409e-08,2.598930914154987e-08,3.2403383690034995e-08,2.678050210900398e-08,1.3076754524961356e-08,1.2108800293005654e-11,4.863534270963947e-12,3.0466253080306456e-13,2.533783785792037e-15,4.863413612245851e-12,1.2075339820013883e-13,2.6081651952685366e-13,1.2889669605885185e-08,6.623376973515217e-16,1.1331044933190883e-13,2.1798256857459267e-13
6.381320023545735e-14,0.09466578726852673,0.0,0.2350548624015783,0.031075110263184432,0.3194096244319605,0.35048475481229563,0.20701217786895357,0.09201807020401184,0.0,3.8931462910232356e-29,2.7638493964462236e-09,2.2480588162380342e-26,0.0,4.5044596550238996e-46,7.301028536639995e-18,2.826541101952571e-33,5.448491712438419e-25,3.643985680192445e-39,9.029233044848368e-18,5.0253325048395626e-17,4.0161350686902943e-63,3.2563589500904636e-13,2.5386282877745946e-41,6.303474688008318e-32,4.163521706456171e-54,2.7638444596749162e-09,1.0501397128080451e-45,1.253291983604066e-07,4.348249630770576e-08,2.7725130926908495e-08,3.456339440452018e-08,2.8561507649619977e-08,1.3950205261684356e-08,1.3275269274722715e-11,5.5341960246652355e-12,3.2502931410247527e-13,3.07545340583743e-15,5.5340495735619804e-12,1.4036573279490108e-13,2.9669726327447746e-13,1.3749375948720308e-08,7.065580091721345e-16,1.2287378742881534e-13,2.5413367283798106e-13
6.769783034742639e-14,0.09466578726852673,0.0,0.23505484504169122,0.031075110263184432,0.31940962093622605,0.3504847525413105,0.2070121752986596,0.09201806270377559,0.0,4.648291937723146e-29,2.9320987859826175e-09,2.6841104360613575e-26,0.0,6.421097467895914e-46,8.704395886322507e-18,3.566510263660428e-33,6.132036618612793e-25,4.350802126786214e-39,1.0161990978084883e-17,5.3312497062884966e-17,5.39671392636234e-63,3.4545902762133427e-13,3.0310408205612645e-41,7.984022884289431e-32,5.935103133247847e-54,2.932093226653134e-09,1.3301590087208079e-45,1.3282897850241453e-07,4.612628336964618e-08,2.9415331442271234e-08,3.6666130076707205e-08,3.029478621034549e-08,1.480070602251413e-08,1.4453676690129627e-11,6.228752607393752e-12,3.448630178050595e-13,3.6721051754928224e-15,6.228577746336833e-12,1.612240192461876e-13,3.338520690970239e-13,1.4586343976532778e-08,7.496087415854728e-16,1.3220579530588967e-13,2.921445172034377e-13
7.158246045939543e-14,0.09466578726852673,0.0,0.23505482769708821,0.031075110263184432,0.31940961744062857,0.35048475027047593,0.2070121727289846,0.09201805521823843,0.0,5.495269671599027e-29,3.100348174428879e-09,3.173189672057279e-26,0.0,8.973934698111218e-46,1.0277092408019521e-17,4.443016097142374e-33,6.855963206246327e-25,5.143573415476427e-39,1.1361666603768092e-17,5.637166903535759e-17,7.133271059153497e-63,3.6528216479256744e-13,3.58333487047882e-41,9.980119839581455e-32,8.294738394907686e-54,3.100341955587682e-09,1.662764058825411e-45,1.4031405956353353e-07,4.87697022482765e-08,3.110581156665579e-08,3.8768715268640946e-08,3.20274459575949e-08,1.5651353584185428e-08,1.567424211946658e-11,6.964387289333831e-12,3.6470217706995884e-13,4.3413420908790514e-15,6.9641805626738835e-12,1.8388732585919578e-13,3.7320041225950405e-13,1.5423309070985346e-08,7.926593237425026e-16,1.4155356958111094e-13,3.3293891456923736e-13
7.546709057136447e-14,0.09466578726852673,0.0,0.23505481036774026,0.031075110263184432,0.3194096139451679,0.35048474799979185,0.2070121701599283,0.09201804774737153,0.0,6.439348991523499e-29,3.2685975617850818e-09,3.718339358929414e-26,0.0,1.232176106095015e-45,1.2028792377784483e-17,5.4718985446989936e-33,7.620271473893131e-25,6.027231796516834e-39,1.2628259687372961e-17,5.943084096582262e-17,9.290597177635145e-63,3.8510530652496205e-13,4.1989465513470995e-41,1.2328992149519354e-31,1.1389201373314913e-53,3.2685906464792943e-09,2.054159455205151e-45,1.4778447035238792e-07,5.141275299535276e-08,3.2796571344321346e-08,4.087114999121592e-08,3.375948711236123e-08,1.6502147899641586e-08,1.6936911223344988e-11,7.74110517334511e-12,3.8454679191561676e-13,5.087333903919732e-15,7.74086292701091e-12,2.0841905188377774e-13,4.147426685190533e-13,1.626027123219934e-08,8.357097556485233e-16,1.509130869718194e-13,3.7652087799744015e-13
7.935172068333351e-14,0.09466578726852673,0.0,0.23505479305361815,0.031075110263184432,0.3194096104498443,0.35048474572925825,0.2070121675914905,0.09201804029114619,0.0,7.485799396325606e-29,3.4368469480512973e-09,4.322602332403892e-26,0.0,1.665140144326603e-45,1.3969174863531537e-17,6.669866822845711e-33,8.424961420107513e-25,7.006709519962363e-39,1.396176999438414e-17,6.249001285428921e-17,1.194090705845336e-62,4.0492845282073485e-13,4.881311976838261e-41,1.506994265859517e-31,1.5391179808201099e-53,3.4368392993287033e-09,2.5108958757952026e-45,1.552402396211403e-07,5.4055435662623564e-08,3.448761081840667e-08,4.297343425532562e-08,3.5490909895558344e-08,1.735308892183479e-08,1.824162974194153e-11,8.558911359773138e-12,4.0439686236047994e-13,5.914250872928271e-15,8.558629741257563e-12,2.3488251485126876e-13,4.584792135122638e-13,1.7097230460295866e-08,8.787600373090069e-16,1.602813647214912e-13,4.2289338002491675e-13
8.323635079530255e-14,0.09466578726852673,0.0,0.235054775754693,0.031075110263184432,0.3194096069546575,0.350484743458875,0.20701216502367098,0.0920180328495337,0.0,8.639890384795664e-29,3.605096333227597e-09,4.989021429228633e-26,0.0,2.2180831982369605e-45,1.6107923726706407e-17,8.054499418172406e-33,9.270033043443992e-25,8.086938835666893e-39,1.5362197290295953e-17,6.554918470076647e-17,1.5164242433032823e-62,4.247516036821025e-13,5.633867260475234e-41,1.8244350458951236e-31,2.050215560955362e-53,3.6050879141366426e-09,3.039870082866228e-45,1.6268139606560215e-07,5.669775030183007e-08,3.6178930031213244e-08,4.5075568071862514e-08,3.72217145280211e-08,1.820417660372608e-08,1.958834349487856e-11,9.417810946449887e-12,4.242523884229988e-13,6.826263762351592e-15,9.417485904795875e-12,2.6334095069432913e-13,5.04410422755206e-13,1.793418675539584e-08,9.218101687296453e-16,1.6965617758517468e-13,4.720586356779092e-13
8.712098090727159e-14,0.09466578726852673,0.0,0.23505475847093582,0.031075110263184432,0.3194096034596076,0.3504847411886422,0.20701216245646953,0.09201802542250541,0.0,9.906891455689867e-29,3.7733457173140535e-09,5.720639487172151e-26,0.0,2.9162468469398217e-45,1.8454727623955303e-17,9.644244082967463e-33,1.015548634245728e-24,9.272851993280263e-39,1.6829541340612394e-17,6.860835650526358e-17,1.9048874876083754e-62,4.445747591112825e-13,6.460048515629644e-41,2.1895670888613445e-31,2.6955444456998587e-53,3.773336490903842e-09,3.648324921414217e-45,1.7010796832534434e-07,5.9339696964706e-08,3.7870529024393094e-08,4.7177551451718025e-08,3.89519012305053e-08,1.9055410898285322e-08,2.0976998381104665e-11,1.0317809028694314e-11,4.44113370121627e-13,7.82754384251313e-15,1.0317436314480843e-11,2.9385751386661097e-13,5.525366716434517e-13,1.877114011761997e-08,9.648601499162222e-16,1.7903587013180324e-13,5.24018290169716e-13
9.100561101924063e-14,0.09466578726852673,0.0,0.23505474120231779,0.031075110263184432,0.31940959996469453,0.35048473891855986,0.20701215988988592,0.09201801801003276,0.0,1.1292072107738506e-28,3.941595100310741e-09,6.520499345024148e-26,0.0,3.7886621522151114e-45,2.101928000879895e-17,1.1458417830676578e-32,1.1081321315702295e-24,1.0569381242248217e-38,1.8363801910847082e-17,7.166752826778964e-17,2.36917086936091e-62,4.643979191104921e-13,7.363291855521759e-41,2.6069435529332086e-31,3.501938955141562e-53,3.941585029631034e-09,4.3438493174844694e-45,1.775199849838072e-07,6.19812757029777e-08,3.9562407839084914e-08,4.927938440578255e-08,4.068147022368769e-08,1.9906791758491227e-08,2.2407540378775384e-11,1.1258910699312853e-11,4.639798074748215e-13,8.922262889358222e-15,1.1258485864640943e-11,3.2649527746229527e-13,6.02858335452096e-13,1.9608090547088732e-08,1.0079099808746267e-15,1.884192207266764e-13,5.787735549182099e-13
9.489024113120967e-14,0.09466578726852673,0.0,0.23505472394881,0.031075110263184432,0.31940959646991834,0.35048473664862795,0.20701215732391992,0.09201801061208718,0.0,1.280070183965646e-28,4.109844482217729e-09,7.391643842597107e-26,0.0,4.8685113728905816e-45,2.3811279133311384e-17,1.3517206931412178e-32,1.2047537961734148e-24,1.1981458831813908e-38,1.9964978766523282e-17,7.472669998835379e-17,2.9198683810762128e-62,4.842210836819496e-13,8.347033393221551e-41,3.0813252204545765e-31,4.50007050833335e-53,4.109833530318947e-09,5.1343782765157124e-45,1.8491747456841047e-07,6.462248656836405e-08,4.1254566516025893e-08,5.138106694494543e-08,4.241042172816611e-08,2.075831913733135e-08,2.387991554513411e-11,1.2241121048599988e-11,4.83851700501043e-13,1.011459318420093e-14,1.2240639447078688e-11,3.613172333354682e-13,6.553757893357809e-13,2.0445038043922428e-08,1.05095966161083e-15,1.9780532984613854e-13,6.363253192311562e-13
9.877487124317871e-14,0.09466578726852673,0.0,0.2350547067103837,0.031075110263184432,0.319409592975279,0.3504847343788465,0.20701215475857132,0.09201800322864022,0.0,1.4438050150153426e-28,4.27809386303509e-09,8.33711582072739e-26,0.0,6.193505954814066e-45,2.684042804979935e-17,1.5841666907568628e-32,1.3054136279108155e-24,1.3514017011018652e-38,2.163307167317385e-17,7.778587166696516e-17,3.5685178659854065e-62,5.04044252827873e-13,9.414709241649211e-41,3.617680497760053e-31,5.724797014364418e-53,4.2780819929683105e-09,6.028192881726325e-45,1.9230046555066354e-07,6.726332961257656e-08,4.294700509564065e-08,5.348259908009498e-08,4.4138755964459395e-08,2.1609992987802068e-08,2.5394070016393133e-11,1.3264445164338753e-11,5.037290492187553e-13,1.1408707513470322e-14,1.3263901951071163e-11,3.9838629221930007e-13,7.100894083287175e-13,2.1281982608241117e-08,1.0940091921308696e-15,2.0719353124053212e-13,6.966742391432582e-13
1.0265950135514775e-13,0.09466578726852673,0.0,0.23505468948701022,0.031075110263184432,0.31940958948077647,0.35048473210921527,0.20701215219383995,0.09201799585966348,0.0,1.6209386537943494e-28,4.446343242762898e-09,9.359958121275653e-26,0.0,7.806281070265134e-45,3.0116434612480084e-17,1.845372252945735e-32,1.4101116266379839e-24,1.5171988028701529e-38,2.3368080396341236e-17,8.084504330363285e-17,4.327641306846213e-62,5.238674265504808e-13,1.0569755513574884e-40,4.2211854150019235e-31,7.215527560793543e-53,4.446330417579852e-09,7.03392029250852e-45,1.996689863462746e-07,6.990380488731923e-08,4.4639723618103773e-08,5.558398082211847e-08,4.5866473153007427e-08,2.2461813262908627e-08,2.6949950007614945e-11,1.432888813180128e-11,5.236118536464259e-13,1.2808779168455857e-14,1.4328278263370586e-11,4.3776528384502534e-13,7.669995673447089e-13,2.211892424016468e-08,1.1370585724408424e-15,2.1658332951369541e-13,7.598207998366564e-13
1.0654413146711679e-13,0.09466578726852673,0.0,0.2350546722786609,0.031075110263184432,0.3194095859864106,0.3504847298397346,0.2070121496297255,0.0920179885051286,0.0,1.811998050175528e-28,4.614592621401224e-09,1.0463213587127186e-25,0.0,9.754806782126484e-45,3.364901147915861e-17,2.1376167810897802e-32,1.5188477922104909e-24,1.6960304133498942e-38,2.5170004701577488e-17,8.390421489836601e-17,5.210785114746619e-62,5.436906048519918e-13,1.1815608321618347e-40,4.897223625966794e-31,9.016602469065765e-53,4.614578804154299e-09,8.160533742804959e-45,2.0702306531525998e-07,7.254391244428875e-08,4.633272212338168e-08,5.7685212181902157e-08,4.759357351417128e-08,2.3313779915665068e-08,2.8547501812593673e-11,1.5434455033749326e-11,5.435001138025254e-13,1.4318981945052732e-14,1.5433773268204847e-11,4.795169570607462e-13,8.261066411771724e-13,2.2955862939812793e-08,1.1801078025468873e-15,2.259743583936753e-13,8.257653573702146e-13
1.1042876157908583e-13,0.09466578726852673,0.0,0.23505465508530704,0.031075110263184432,0.3194095824921816,0.3504847275704043,0.20701214706622778,0.09201798116500724,0.0,2.0175101540343178e-28,4.78284199895014e-09,1.1649925062192614e-25,0.0,1.2092815726700541e-44,3.744787611290655e-17,2.46326660047802e-32,1.6316221244839284e-24,1.8883897573844632e-38,2.703884435444418e-17,8.696338645117371e-17,6.232560417896666e-62,5.635137877346254e-13,1.3155703778249028e-40,5.651386407885731e-31,1.117768861882593e-52,4.782827152692379e-09,9.4173525394741e-45,2.1436273076205368e-07,7.518365233517433e-08,4.802600065126384e-08,5.978629317033121e-08,4.932005726823309e-08,2.4165892899094297e-08,3.01866718037367e-11,1.65811509504348e-11,5.633938297055279e-13,1.5943490143507675e-14,1.6580391847278018e-11,5.237039799500656e-13,8.874110044991623e-13,2.3792798707304902e-08,1.2231568824551703e-15,2.353663496392278e-13,8.945081697730177e-13
1.181980218030239e-13,0.09466578726852673,0.0,0.23505462074347183,0.031075110263184432,0.3194095755041338,0.3504847230321946,0.20701214194108172,0.09201796652789225,0.0,2.474000283706963e-28,5.119340750780033e-09,1.4285887420739424e-25,0.0,1.8183750982974207e-44,4.588336257030352e-17,3.224682031028085e-32,1.8692852885560613e-24,2.3156645453904725e-38,3.0977268765362954e-17,9.308172943104929e-17,8.756015341106494e-62,6.031601672521378e-13,1.6132367086399561e-40,7.417488909623977e-31,1.6807713092178076e-52,5.119323735662334e-09,1.2360613754182648e-44,2.289989340295415e-07,8.046202932541351e-08,5.14133979332513e-08,6.398800407666119e-08,5.277117583578502e-08,2.5870557670106854e-08,3.358965222650291e-11,1.899795013647965e-11,6.031976288261559e-13,1.9552122527213416e-14,1.899701924234181e-11,6.196343439715093e-13,1.0166130977022605e-12,2.5466661446297918e-08,1.3092545917032372e-15,2.541524997568382e-13,1.0403892378125676e-12
1.25967282026962e-13,0.09466578726852673,0.0,0.23505458646127683,0.031075110263184432,0.3194095685166328,0.3504847184945863,0.2070121368184,0.09201795194809312,0.0,2.99462464191501e-28,5.455839498253152e-09,1.729218796873682e-25,0.0,2.664151203149687e-44,5.5500729858354786e-17,4.150287608262035e-32,2.123101117699516e-24,2.802968965230666e-38,3.518335175378086e-17,9.920007224333248e-17,1.2037720418472106e-61,6.428065651207774e-13,1.9527234334780587e-40,9.568375599932407e-31,2.462546994427055e-52,5.4558201664955125e-09,1.5945179787995402e-44,2.435778214766919e-07,8.573893627140233e-08,5.4801915779676344e-08,6.818911362816936e-08,5.621983061634421e-08,2.7575807200306093e-08,3.715846382295104e-11,2.157932628177441e-11,6.430232511561711e-13,2.366808079892733e-14,2.1578199451739594e-11,7.260561097847476e-13,1.1546088419320398e-12,2.7140512458095318e-08,1.3953517002347366e-15,2.72940765267413e-13,1.197464936875658e-12
1.3373654225090007e-13,0.09466578726852673,0.0,0.23505455223849533,0.031075110263184432,0.31940956152967853,0.35048471395757924,0.2070121316981808,0.09201793742538546,0.0,3.5835988278859783e-28,5.792338241370076e-09,2.069316949445741e-25,0.0,3.815082325599909e-44,6.637789084237697e-17,5.262143150107565e-32,2.3930696107597445e-24,3.354248814924168e-38,3.965709144453305e-17,1.0531841488809606e-16,1.6237003948119264e-61,6.824529813583083e-13,2.336779441774687e-40,1.2156251121878878e-30,3.526387387756916e-52,5.792316445197696e-09,2.0258063554892967e-44,2.580996175490882e-07,9.101437358638794e-08,5.819155450442799e-08,7.23896219119002e-08,5.966602336933153e-08,2.928164111419307e-08,4.0892680390384294e-11,2.4325319938034157e-11,6.828706968434897e-13,2.8324777491374113e-14,2.4323971438303165e-11,8.434677265960792e-13,1.3014012302421794e-12,2.8814351743645405e-08,1.4814482080994461e-15,2.9173059744474094e-13,1.3657357340244825e-12
1.4150580247483815e-13,0.09466578726852673,0.0,0.23505451807490124,0.031075110263184432,0.31940955454327075,0.3504847094211734,0.20701212658042242,0.0920179229595457,0.0,4.245138441020024e-28,6.128836980131382e-09,2.4513174802647055e-25,0.0,5.353531240578837e-44,7.859283543288929e-17,6.583699214638495e-32,2.679190766582518e-24,3.9734498921668455e-38,4.4398485962606126e-17,1.1143675736541282e-16,2.1534097425096904e-61,7.220994159825001e-13,2.768153622725457e-40,1.5236642076051894e-30,4.9484233244418425e-52,6.128812571774652e-09,2.539181497949973e-44,2.725645458133979e-07,9.628834168349885e-08,6.158231441986768e-08,7.658952901488175e-08,6.310975585290873e-08,3.0988059036410083e-08,4.47918769726152e-11,2.7235971616867426e-11,7.227399660360817e-13,3.3555633182523817e-14,2.7234374124535935e-11,9.72366362707303e-13,1.4569932537627231e-12,3.048817930389322e-08,1.567544115347233e-15,3.10521723534503e-13,1.5452018203640232e-12
1.4927506269877624e-13,0.09466578726852673,0.0,0.2350544839702696,0.031075110263184432,0.3194095475574093,0.3504847048853686,0.20701212146512304,0.09201790855035112,0.0,4.983459080942523e-28,6.465335714537648e-09,2.877654671454635e-25,0.0,7.377518966594106e-44,9.222363063909525e-17,8.139797085951314e-32,2.981464584013926e-24,4.664517994331446e-38,4.940753343313746e-17,1.175550996753554e-16,2.8131424781926514e-61,7.617458690111265e-13,3.249594865286218e-40,1.8868397014726172e-30,6.819259153045807e-52,6.465308546232134e-09,3.144452094507626e-44,2.8697282896081443e-07,1.0156084097574532e-07,6.49741958369369e-08,8.078883502412533e-08,6.655102982397934e-08,3.2695060591740614e-08,4.885562985622103e-11,3.031132178979325e-11,7.626310588819721e-13,3.93940764874701e-14,3.03094463926303e-11,1.1132479092687623e-12,1.6213879017008035e-12,3.216199513978059e-08,1.6536394220278601e-15,3.2931404303159606e-13,1.7358632147646627e-12
