Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27),HNOH(93),CH3OX(210),CH2X(34),CHX(35),CX(33),SX(680),CH2OX(648),CHOX(678)
9.281693525947318e-12,0.07782336798655136,0.0,0.19321004860504212,0.031075110263184432,0.319402173753006,0.3504802991451236,0.20700730429845698,0.09201356736619952,0.0,7.239091305725745e-27,9.668789789015278e-09,1.1111606292695268e-24,0.0,2.1538804365064813e-38,8.635922313154768e-12,8.729283486357703e-29,1.6660385435312005e-24,2.5191071719725998e-39,1.4010434441139644e-15,2.3044525689406507e-18,2.9083386605085204e-63,2.6753995949155453e-14,2.03360149699437e-42,4.8721793406999115e-27,5.012675363424541e-48,9.666382219235653e-09,2.3255685387029815e-43,4.627992591511643e-06,5.574770844424422e-06,3.803599840661246e-06,4.483325625750695e-06,3.102861337247416e-06,1.8635107026422533e-06,1.4905751807824353e-08,3.424880417615412e-08,3.566302502740487e-13,1.2783315507220693e-09,3.382477945424052e-08,2.076653670088307e-08,1.0605665716025244e-10,1.8126355638595364e-06,1.655247038090071e-15,1.082454406208682e-12,2.9729392135043676e-13,3.8347371602225774e-10,1.3926277169261084e-17,3.0328041352166194e-16
9.320153183421896e-12,0.07782336798655136,0.0,0.19320996283528147,0.031075110263184432,0.31940214292749747,0.3504802808466251,0.20700728638036892,0.0920135653264093,0.0,7.345112706448552e-27,9.708853163532871e-09,1.1250474159068722e-24,0.0,2.2079904849324717e-38,8.746030703361964e-12,8.874853066802966e-29,1.6798737877631087e-24,2.550551452178183e-39,1.4126768643324887e-15,2.314001190719893e-18,2.969094764055207e-63,2.6865402889155104e-14,2.0589855405251978e-42,4.953445015773532e-27,5.138604302980062e-48,9.706425609462463e-09,2.3643517439970834e-43,4.630032218462358e-06,5.597193425321213e-06,3.820034059592902e-06,4.501584060840012e-06,3.1132679673282573e-06,1.8713310411186662e-06,1.4990047772972263e-08,3.453273195074109e-08,3.5948187696274396e-13,1.2942420180401597e-09,3.410345186103902e-08,2.098020235292806e-08,1.0694131543696382e-10,1.8201438263336864e-06,1.6621034952131016e-15,1.0869448851859875e-12,2.972823628809135e-13,3.866647128701386e-10,1.4142765465982693e-17,3.087282843375585e-16
9.358612840896475e-12,0.07782336798655136,0.0,0.19320987711064208,0.031075110263184432,0.3194021121042961,0.35048026255072573,0.20700726847984102,0.09201356331620233,0.0,7.452394646697214e-27,9.74891653595891e-09,1.1390495672583742e-24,0.0,2.2632286496328515e-38,8.857090738341508e-12,9.022235626196418e-29,1.693766239199216e-24,2.5822563129812995e-39,1.4243583726089906e-15,2.323549811615823e-18,3.030862020334284e-63,2.6976814499919058e-14,2.0845799430558258e-42,5.035723158115779e-27,5.267158675887359e-48,9.746468915042457e-09,2.403618009876951e-43,4.6320422705691165e-06,5.619610535770701e-06,3.8364739551645684e-06,4.51983989685937e-06,3.123657044611721e-06,1.8791521034288906e-06,1.5074397648984075e-08,3.4817826919169197e-08,3.623448473048177e-13,1.310283559147987e-09,3.438324853222419e-08,2.119507431073712e-08,1.0782967786804573e-10,1.8276520682777695e-06,1.6689599871402485e-15,1.0914353559631608e-12,2.97270801727686e-13,3.8986891719446e-10,1.4361789724882613e-17,3.142559584068029e-16
9.397072498371053e-12,0.07782336798655136,0.0,0.1932097914306644,0.031075110263184432,0.3194020812834013,0.350480244257425,0.20700725059684358,0.09201356133515018,0.0,7.560949862065642e-27,9.788979906293697e-09,1.153167562949175e-24,0.0,2.319613669169661e-38,8.969106843607641e-12,9.171446153083043e-29,1.707715897823301e-24,2.6142228296317643e-39,1.4360879688119948e-15,2.3330984316292523e-18,3.09365299841816e-63,2.7088230783192767e-14,2.1103855726028437e-42,5.119022143977867e-27,5.398382091806049e-48,9.786512135976259e-09,2.4433713306114606e-43,4.634023176295753e-06,5.642022177192294e-06,3.852919527693315e-06,4.538093134181944e-06,3.1340285986949683e-06,1.8869738884801726e-06,1.515880090228198e-08,3.51040890117145e-08,3.652191613613078e-13,1.3264567049990983e-09,3.4664169228662496e-08,2.1411153352507933e-08,1.0872174479023222e-10,1.83516028969594e-06,1.675816497076403e-15,1.0959258180271833e-12,2.9725925789431173e-13,3.930863289287027e-10,1.4583369897815967e-17,3.1986434179825625e-16
9.435532155845632e-12,0.07782336798655136,0.0,0.19320970579489513,0.031075110263184432,0.31940205046481257,0.3504802259667226,0.20700723273134713,0.0920135593828307,0.0,7.670791201264409e-27,9.829043274537532e-09,1.1674018826349755e-24,0.0,2.3771645146403e-38,9.082083448936385e-12,9.32249969767276e-29,1.7217227636191458e-24,2.6464520773791186e-39,1.447865652810052e-15,2.3426470507609855e-18,3.157480371108487e-63,2.7199651740721776e-14,2.1364032971826132e-42,5.203350384144064e-27,5.532318701566555e-48,9.826555272264525e-09,2.483615716910116e-43,4.635975357887674e-06,5.664428351005035e-06,3.8693707774884e-06,4.556343773180805e-06,3.14438265912523e-06,1.8947963951801857e-06,1.5243257006658098e-08,3.539151815849743e-08,3.681048191932601e-13,1.3427619864609183e-09,3.494621371112886e-08,2.162844024885872e-08,1.0961751653975239e-10,1.8426684905923143e-06,1.682672848812824e-15,1.1004162713121919e-12,2.9724770952722103e-13,3.9631694804793424e-10,1.480752601544055e-17,3.2555434040806684e-16
9.47399181332021e-12,0.07782336798655136,0.0,0.19320962020288718,0.031075110263184432,0.31940201964852943,0.35048020767861826,0.20700721488332216,0.09201355745882776,0.0,7.781931626800803e-27,9.869106640690702e-09,1.1817530060020544e-24,0.0,2.4359003915153806e-38,9.196024988367016e-12,9.475411371839967e-29,1.7357868365705388e-24,2.678945131472627e-39,1.4596914244717393e-15,2.352195669011833e-18,3.222356915362412e-63,2.7311077374251726e-14,2.1626339848112672e-42,5.288716323932033e-27,5.669013201447252e-48,9.866598323907876e-09,2.524355195922984e-43,4.6378992314876305e-06,5.686829058627616e-06,3.8858277048514534e-06,4.574591814228933e-06,3.15471925539988e-06,1.9026196224370512e-06,1.532776544313757e-08,3.5680114289477145e-08,3.710018208617289e-13,1.3591999343146367e-09,3.522938174030103e-08,2.1846935762959567e-08,1.1051699345231318e-10,1.8501766709709725e-06,1.6895291782415813e-15,1.1049067163246169e-12,2.9723615463928225e-13,3.9956077450647076e-10,1.5034278187233216e-17,3.31326876274063e-16
9.512451470794789e-12,0.07782336798655136,0.0,0.1932095346541996,0.031075110263184432,0.3194019888345512,0.35048018939311143,0.2070071970527392,0.0920135555627313,0.0,7.894384215682307e-27,9.909170004753508e-09,1.1962214127672798e-24,0.0,2.4958407416225966e-38,9.310935900203267e-12,9.630196349123072e-29,1.7499081166612743e-24,2.7117030671612806e-39,1.4715652836656605e-15,2.3617442863825973e-18,3.2882955127188296e-63,2.7422507685528326e-14,2.1890785035047098e-42,5.375128443193149e-27,5.808510837791431e-48,9.906641290906955e-09,2.565593811240638e-43,4.63979520720399e-06,5.709224301478375e-06,3.902290310076514e-06,4.592837257699207e-06,3.165038416966528e-06,1.910443569159368e-06,1.541232569990199e-08,3.5969877334456234e-08,3.7391016642777683e-13,1.3757710792552007e-09,3.5513673076764354e-08,2.206664065061382e-08,1.1142017586311352e-10,1.8576848308359614e-06,1.6963857150357501e-15,1.1093971527947517e-12,2.9722461101321707e-13,4.028178082395546e-10,1.5263646601532964e-17,3.371828744552373e-16
9.550911128269367e-12,0.07782336798655136,0.0,0.1932094491483973,0.031075110263184432,0.31940195802287746,0.3504801711102018,0.20700717923956882,0.0920135536941372,0.0,8.00816216010923e-27,9.949233366726248e-09,1.210807582678126e-24,0.0,2.557005245075099e-38,9.42682062701465e-12,9.786869864724022e-29,1.764086603875154e-24,2.7447269596937923e-39,1.4834872302604445e-15,2.371292902874084e-18,3.355309149724631e-63,2.7533942676297378e-14,2.2157377212786176e-42,5.462595256312861e-27,5.950857411495107e-48,9.946684173262396e-09,2.607335622894091e-43,4.64166368920008e-06,5.731614080975281e-06,3.918758593450146e-06,4.611080103964416e-06,3.1753401732230977e-06,1.9182682342561704e-06,1.549693727218567e-08,3.6260807223080147e-08,3.7682985595247503e-13,1.392475951891257e-09,3.57990874810111e-08,2.228755566036142e-08,1.1232706410684267e-10,1.8651929701912904e-06,1.7032421618810744e-15,1.1138875805327672e-12,2.972130713634682e-13,4.0608804920795573e-10,1.5495651525441517e-17,3.431232649930659e-16
9.589370785743946e-12,0.07782336798655136,0.0,0.19320936368505112,0.031075110263184432,0.31940192721350746,0.350480152829889,0.20700716144378173,0.0920135518526472,0.0,8.123278768168546e-27,9.98929672660922e-09,1.2255119955126882e-24,0.0,2.6194138222038093e-38,9.54368361563777e-12,9.945447215507853e-29,1.7783222981959836e-24,2.7780178843186025e-39,1.4954572641247458e-15,2.380841518487094e-18,3.4234109183609536e-63,2.7645382348304764e-14,2.2426125061484387e-42,5.5511253122110086e-27,6.096099282504019e-48,9.986726970974837e-09,2.6495847073547366e-43,4.643505075781437e-06,5.753998398535964e-06,3.935232555251538e-06,4.629320353397246e-06,3.185624553517914e-06,1.9260936166369457e-06,1.558159966217464e-08,3.655290388483729e-08,3.7976088949690235e-13,1.409315082745092e-09,3.608562471344065e-08,2.2509681533579993e-08,1.132376585176803e-10,1.8727010890409349e-06,1.710098198294597e-15,1.1183780000791133e-12,2.972015278531337e-13,4.0937149737229935e-10,1.57303133049226e-17,3.491489829220469e-16
9.627830443218524e-12,0.07782336798655136,0.0,0.19320927826373793,0.031075110263184432,0.31940189640644084,0.3504801345521726,0.2070071436653486,0.09201355003786885,0.0,8.239747464523702e-27,1.002936008440272e-08,1.2403351310796959e-24,0.0,2.683086635480086e-38,9.66152931717772e-12,1.0105943760002208e-28,1.7926151996075756e-24,2.8115769162838783e-39,1.5074753851272445e-15,2.3903901332224297e-18,3.4926140164694304e-63,2.7756826703296454e-14,2.2697037261293958e-42,5.6407271943421694e-27,6.244283374288128e-48,1.0026769684044906e-08,2.6923451575342855e-43,4.645319759489935e-06,5.77637725557769e-06,3.951712195752632e-06,4.647558006370294e-06,3.19589158714979e-06,1.9339197152116387e-06,1.5666312378896336e-08,3.6846167249056666e-08,3.8270326712214646e-13,1.426289002252558e-09,3.6373284534357096e-08,2.273301900459301e-08,1.1415195942928945e-10,1.880209187388836e-06,1.716954644587492e-15,1.122868411006501e-12,2.9718998930691063e-13,4.126681526763805e-10,1.5967652364635063e-17,3.552609751491803e-16
9.666290100693103e-12,0.07782336798655136,0.0,0.19320919288404012,0.031075110263184432,0.319401865601677,0.3504801162770524,0.20700712590424014,0.09201354824941528,0.0,8.357581791113693e-27,1.006942344010704e-08,1.2552774692185293e-24,0.0,2.748044091487299e-38,9.78036218700931e-12,1.026837491839689e-28,1.806965308093749e-24,2.845405130837511e-39,1.519541593136646e-15,2.3999387470808905e-18,3.562931748178443e-63,2.7868275743018475e-14,2.297012249236481e-42,5.731409520695984e-27,6.395457178429995e-48,1.0066812312473235e-08,2.735621082784708e-43,4.6471081271803345e-06,5.798750653517374e-06,3.968197515218203e-06,4.66579306325606e-06,3.206141303368103e-06,1.9417465288906392e-06,1.5751074938132062e-08,3.714059724491008e-08,3.856569888893028e-13,1.4433982407630382e-09,3.6662066703971474e-08,2.29575688007595e-08,1.1506996717482281e-10,1.887717265238902e-06,1.7238117377399182e-15,1.127358812716865e-12,2.9717845567454843e-13,4.159780150736327e-10,1.6207689207865848e-17,3.6146019477231884e-16
9.704749758167681e-12,0.07782336798655136,0.0,0.19320910754554577,0.031075110263184432,0.31940183479921536,0.35048009800452784,0.2070071081604272,0.09201354648690531,0.0,8.47679540784556e-27,1.0109486793722486e-08,1.2703394897992336e-24,0.0,2.814306842873235e-38,9.900186684778441e-12,1.0432756172543366e-28,1.8213726236383294e-24,2.8795036032271167e-39,1.5316558880216797e-15,2.4094873600632758e-18,3.6343775243293675e-63,2.7979729469216946e-14,2.3245389434844614e-42,5.823180943797504e-27,6.549668759168509e-48,1.0106854856260447e-08,2.7794166088981646e-43,4.648870560107989e-06,5.821118593771582e-06,3.984688513905968e-06,4.684025524426955e-06,3.2163737313728863e-06,1.9495740565847736e-06,1.58358868623143e-08,3.743619380141034e-08,3.886220548594755e-13,1.4606433285393721e-09,3.695197098239997e-08,2.3183331642575108e-08,1.1599168208691759e-10,1.8952253225950057e-06,1.7306674265376745e-15,1.1318492069527877e-12,2.971669228903278e-13,4.1930108452145773e-10,1.6450444416925672e-17,3.677476060977263e-16
9.74320941564226e-12,0.07782336798655136,0.0,0.19320902224784858,0.031075110263184432,0.3194018039990554,0.3504800797345986,0.2070070904338806,0.09201354474996327,0.0,8.597402093297132e-27,1.0149550145249347e-08,1.2855216727225342e-24,0.0,2.881895790350509e-38,1.0021007274403303e-11,1.0599103065954344e-28,1.8358371462251458e-24,2.9138734087000423e-39,1.5438182696511005e-15,2.4190359721703814e-18,3.7069648629028265e-63,2.809118788363805e-14,2.3522846768878766e-42,5.916050150707524e-27,6.706966758054344e-48,1.0146897315407187e-08,2.823735878106952e-43,4.65060743399809e-06,5.8434810777565214e-06,4.0011851920666475e-06,4.702255390255293e-06,3.22658890031491e-06,1.9574022972053427e-06,1.5920747680448284e-08,3.773295684741487e-08,3.9159846509377666e-13,1.47802479575784e-09,3.72429971296675e-08,2.3410308243754196e-08,1.1691710449770605e-10,1.9027333594609892e-06,1.737522297690607e-15,1.1363395935949381e-12,2.97155392966689e-13,4.226373609704181e-10,1.6695938653055953e-17,3.741241750741001e-16
9.781669073116838e-12,0.07782336798655136,0.0,0.19320893699054786,0.031075110263184432,0.3194017732011966,0.35048006146726446,0.20700707272457128,0.09201354303821893,0.0,8.719415745406583e-27,1.0189613494687922e-08,1.3008244979198503e-24,0.0,2.950832084645968e-38,1.014282842407577e-11,1.0767431203803264e-28,1.850358875838036e-24,2.9485156225033576e-39,1.5560287378936881e-15,2.428584583403004e-18,3.780707389444934e-63,2.8202650988028037e-14,2.380250317461041e-42,6.010025863022913e-27,6.867400398486708e-48,1.0186939689914065e-08,2.8685830490834372e-43,4.6523191191379934e-06,5.865838106888057e-06,4.017687549944091e-06,4.720482661113296e-06,3.2367868392957618e-06,1.965231249664085e-06,1.6005656928002955e-08,3.803088631162197e-08,3.9458621965332664e-13,1.4955431725080669e-09,3.7535144905704105e-08,2.3638499311335278e-08,1.1784623473880453e-10,1.9102413758406605e-06,1.7443807950591143e-15,1.140829968424476e-12,2.971438671028374e-13,4.259868443721354e-10,1.6944192655218137e-17,3.805908797246861e-16
9.820128730591417e-12,0.07782336798655136,0.0,0.19320885177324817,0.031075110263184432,0.3194017424056384,0.35048004320252485,0.20700705503247008,0.09201354135130738,0.0,8.842850382177596e-27,1.022967684203851e-08,1.3162484453533106e-24,0.0,3.0211371285199464e-38,1.0265654606262589e-11,1.093775625292388e-28,1.8649378124608426e-24,2.983431319883863e-39,1.568287292618246e-15,2.4381331937619363e-18,3.855618837493551e-63,2.8314118784133235e-14,2.4084367332180405e-42,6.105116836876962e-27,7.031019490412684e-48,1.0226981979781718e-08,2.9139622969399952e-43,4.654005980442152e-06,5.888189682581696e-06,4.034195587775338e-06,4.7387073373730976e-06,3.246967577367934e-06,1.9730609128732104e-06,1.6090614146837877e-08,3.832998212257537e-08,3.975853185992539e-13,1.513198988793021e-09,3.78284140703493e-08,2.3867905545758682e-08,1.1877907314132663e-10,1.9177493717377965e-06,1.751239126380786e-15,1.1453203347071561e-12,2.971323446958371e-13,4.293495346808018e-10,1.719522724122392e-17,3.871486980135973e-16
9.858588388065995e-12,0.07782336798655136,0.0,0.1932087665955595,0.031075110263184432,0.31940171161238023,0.35048002494037944,0.20700703735754808,0.09201353968886908,0.0,8.96772014236547e-27,1.0269740187301406e-08,1.331793995015769e-24,0.0,3.092832578712574e-38,1.038949029770683e-11,1.1110093941809743e-28,1.8795739560774123e-24,3.0186215760880826e-39,1.5805939336936018e-15,2.447681803247974e-18,3.9317130490045266e-63,2.8425591273700034e-14,2.4368447921727362e-42,6.20133186293971e-27,7.197874434856734e-48,1.0267024185010769e-08,2.959877813228952e-43,4.655668377549414e-06,5.910535806252601e-06,4.050709305790772e-06,4.756929419406736e-06,3.2571311435349052e-06,1.980891285745355e-06,1.6175618885087268e-08,3.8630244208658355e-08,4.0059576199269525e-13,1.5309927745288859e-09,3.812280438334636e-08,2.409852764097669e-08,1.1971562003586578e-10,1.925257347156142e-06,1.758089086866784e-15,1.1498107005542721e-12,2.9712082542279403e-13,4.3272543184989517e-10,1.7449063309956606e-17,3.937986245121088e-16
9.897048045540574e-12,0.07782336798655136,0.0,0.19320868145709705,0.031075110263184432,0.31940168082142156,0.35048000668082796,0.2070070196997763,0.0920135380505496,0.0,9.094039286188576e-27,1.0309803530476903e-08,1.347461626930818e-24,0.0,3.1659403480017266e-38,1.0514339979428995e-11,1.1284460060613785e-28,1.894267306671603e-24,3.054087466362273e-39,1.592948660988606e-15,2.4572304118619077e-18,4.009003974777952e-63,2.853706845847488e-14,2.4654753623387648e-42,6.2986797664182895e-27,7.368016228710109e-48,1.030706630560184e-08,3.006333805942518e-43,4.657306664876766e-06,5.932876479315587e-06,4.067228704214103e-06,4.775148907586161e-06,3.267277566751224e-06,1.988722367193644e-06,1.626067069710116e-08,3.893167249810089e-08,4.036175498947956e-13,1.5489250595450979e-09,3.8418315604349403e-08,2.4330366284519662e-08,1.2065587575251658e-10,1.9327653020994125e-06,1.7649439693108562e-15,1.1543010532495084e-12,2.9710930965504733e-13,4.361145358315496e-10,1.770572183720568e-17,4.0054165057914474e-16
9.935507703015152e-12,0.07782336798655136,0.0,0.19320859635748125,0.031075110263184432,0.31940165003276183,0.3504799884238699,0.20700700205912587,0.09201353643599973,0.0,9.221822196010018e-27,1.03498668715653e-08,1.3632518211528046e-24,0.0,3.2404826071448763e-38,1.0640208136728503e-11,1.1460870461147811e-28,1.909017864227272e-24,3.089830065952415e-39,1.6053514743721354e-15,2.4667790196045267e-18,4.087505674884408e-63,2.86485503402043e-14,2.494329311729534e-42,6.3971694070572535e-27,7.541496469249983e-48,1.0347108341555552e-08,3.0533344995127272e-43,4.658921191722607e-06,5.955211703185115e-06,4.083753783262586e-06,4.793365802283232e-06,3.277406875922591e-06,1.9965541561316097e-06,1.6345769143321113e-08,3.923426691897106e-08,4.06650682366708e-13,1.566996373584178e-09,3.871494749291484e-08,2.4563422157611744e-08,1.2159984062084874e-10,1.940273236571287e-06,1.77181546537128e-15,1.1587913810597698e-12,2.9709779790144754e-13,4.3951684657837177e-10,1.796522387242444e-17,4.073787888530288e-16
9.973967360489731e-12,0.07782336798655136,0.0,0.19320851129633762,0.031075110263184432,0.3194016192464005,0.35047997016950494,0.2070069844355678,0.09201353484487532,0.0,9.351083377050955e-27,1.0389930210566896e-08,1.379165057766844e-24,0.0,3.316481786955918e-38,1.076709925918483e-11,1.1639341056882076e-28,1.923825628728287e-24,3.125850450104221e-39,1.6178023737130876e-15,2.4763276264766215e-18,4.1672323190912067e-63,2.876003692063485e-14,2.5234075083582297e-42,6.496809679138924e-27,7.71836735897279e-48,1.0387150292872531e-08,3.1008841348113777e-43,4.660512302317039e-06,5.977541479275301e-06,4.100284543147061e-06,4.811580103869719e-06,3.287519099905942e-06,2.004386651473263e-06,1.643091379022553e-08,3.953802739918268e-08,4.096951594695936e-13,1.585207246301777e-09,3.901269980850898e-08,2.479769593523326e-08,1.2254751496993015e-10,1.9477811505754228e-06,1.7786620773203334e-15,1.1632817250003377e-12,2.970862901405553e-13,4.4293236404395683e-10,1.8227590550624498e-17,4.143110520884987e-16
1e-11,0.07782336798655136,0.0,0.19320845374165027,0.031075110263184432,0.3194015984089791,0.3504799578149303,0.20700697251618919,0.09201353378099478,0.0,9.439424268226292e-27,1.0417048351620365e-08,1.3900065097059231e-24,0.0,3.3687625635405235e-38,1.085357237587747e-11,1.1761321842766497e-28,1.9338812003711567e-24,3.150390184337737e-39,1.6262574499379322e-15,2.4827909035275257e-18,4.2219002415808023e-63,2.883550281765335e-14,2.543217713958523e-42,6.564911891539994e-27,7.840039031195208e-48,1.041425391014401e-08,3.133383307791111e-43,4.661576178686853e-06,5.992653005722803e-06,4.111477136628014e-06,4.8239075603818806e-06,3.294354197890114e-06,2.0096887248273968e-06,1.6488572649467984e-08,3.974429905032623e-08,4.117623487959306e-13,1.5976133246011445e-09,3.9214878660024475e-08,2.4956963105847763e-08,1.2319108381399026e-10,1.952863108785728e-06,1.783278485679272e-15,1.1663211697246234e-12,2.970785029622956e-13,4.4525176054041583e-10,1.840681826325297e-17,4.190578748707165e-16
1.001242701796431e-11,0.07782336798655136,0.0,0.19320842627329685,0.031075110263184432,0.319401588462337,0.3504799519177328,0.20700696682907346,0.09201353327683709,0.0,9.481837458087438e-27,1.0429993547481986e-08,1.3952018168888347e-24,0.0,3.393960580325044e-38,1.0895017840658831e-11,1.1819887822944776e-28,1.9386906001585207e-24,3.1621496940631284e-39,1.6303013588803853e-15,2.48587623247898e-18,4.2481981872886504e-63,2.8871528201513165e-14,2.552710820237812e-42,6.597609511483719e-27,7.898681710294946e-48,1.0427192159553396e-08,3.1489869691499675e-43,4.662080335899034e-06,5.9998658089999186e-06,4.116820984071964e-06,4.829791812717302e-06,3.297614267509533e-06,2.012219852133076e-06,1.651610421023923e-08,3.9842953866493936e-08,4.1275098126462187e-13,1.603558207266603e-09,3.931157231050675e-08,2.503318828620995e-08,1.2349889912832286e-10,1.95528904411544e-06,1.7854854819080977e-15,1.167772083449742e-12,2.9707478629511006e-13,4.463610881814324e-10,1.8492843095753298e-17,4.2133945708638017e-16
1.0050886675438888e-11,0.07782336798655136,0.0,0.19320834128799438,0.031075110263184432,0.3194015576805709,0.35047993366855296,0.20700694923961396,0.09201353173155083,0.0,9.614099192149858e-27,1.0470056882310865e-08,1.4113625786654749e-24,0.0,3.4729419442461145e-38,1.1023968379293904e-11,1.2002526796121624e-28,1.9536127785018504e-24,3.198728873074309e-39,1.642848429742973e-15,2.495424837612388e-18,4.3304176699162707e-63,2.898302418458594e-14,2.5822401153810147e-42,6.699577867450499e-27,8.082492950271064e-48,1.0467233941598766e-08,3.197647276279637e-43,4.6636256267894475e-06,6.0221846937723915e-06,4.133363106235367e-06,4.8480009291975724e-06,3.3076924074930157e-06,2.0200537570259863e-06,1.6601339981648647e-08,4.014904624850768e-08,4.158181478129703e-13,1.6220497859603718e-09,3.961156475819182e-08,2.5269899873297968e-08,1.2445399342408352e-10,1.9627969171949317e-06,1.7923828512344163e-15,1.1722623596437529e-12,2.9706328647674293e-13,4.4980301894339314e-10,1.876100278166715e-17,4.2846502453072454e-16
1.0089346332913466e-11,0.07782336798655136,0.0,0.19320825634007072,0.031075110263184432,0.3194015269011014,0.3504799154219651,0.20700693166716064,0.09201353020868708,0.0,9.747883457215401e-27,1.0510120215053832e-08,1.4276478232742755e-24,0.0,3.5534491018319837e-38,1.1153955377517491e-11,1.2187274074855355e-28,1.968592163742162e-24,3.235589062382661e-39,1.655443586169819e-15,2.504973441877631e-18,4.413905268389079e-63,2.909452487159992e-14,2.611996261800349e-42,6.802723744936895e-27,8.269855125284113e-48,1.0507275639009265e-08,3.2468693463911017e-43,4.665148504474489e-06,6.0444981350058e-06,4.149910909829356e-06,4.866207453682035e-06,3.3177535485675285e-06,2.027888365067363e-06,1.6686620688502615e-08,4.045630447266727e-08,4.188966591758244e-13,1.6406825117776955e-09,3.991267691075264e-08,2.550783135327905e-08,1.2541279818475098e-10,1.9703047698174624e-06,1.799295033014013e-15,1.1767526126743795e-12,2.970517910720545e-13,4.5325815628262677e-10,1.903209096101004e-17,4.3568879065770455e-16
1.0127805990388045e-11,0.07782336798655136,0.0,0.19320817142917113,0.031075110263184432,0.3194014961239282,0.35047989717796896,0.20700691411168473,0.0920135287079212,0.0,9.883205256915048e-27,1.0550183545711176e-08,1.4440580309235756e-24,0.0,3.635505544383107e-38,1.1284983342042343e-11,1.2374145819245282e-28,1.983628755863343e-24,3.272731337232812e-39,1.668086828029914e-15,2.5145220452754915e-18,4.498675595523809e-63,2.9206030264301874e-14,2.6419801275081002e-42,6.907056176379652e-27,8.460822905859604e-48,1.0547317251785504e-08,3.2966574861145947e-43,4.6666492936658445e-06,6.066806134112876e-06,4.166464395040034e-06,4.884411386542106e-06,3.3277977193957736e-06,2.035723675173036e-06,1.67719459205442e-08,4.0764728466260305e-08,4.219865154143781e-13,1.6594569140260782e-09,4.021490852728605e-08,2.5746983377032457e-08,1.2637531373735747e-10,1.977812601986566e-06,1.8060272531763772e-15,1.1812430370994187e-12,2.9704030010761197e-13,4.567265001524534e-10,1.93061291262671e-17,4.430117972705355e-16
1.0166265647862623e-11,0.07782336798655136,0.0,0.19320808655494565,0.031075110263184432,0.3194014653490507,0.350479878936564,0.2070068965731578,0.0920135272289332,0.0,1.0020079721229083e-26,1.05902468742832e-08,1.4605936818525573e-24,0.0,3.719135033431872e-38,1.1417056783867728e-11,1.256315825104681e-28,1.998722554849291e-24,3.3101567728691205e-39,1.680778155192271e-15,2.5240706478067544e-18,4.584743375965178e-63,2.931754036443866e-14,2.672192580516332e-42,7.012584228754967e-27,8.65545159142323e-48,1.0587358779928098e-08,3.347016018519803e-43,4.668128314377887e-06,6.089108692506012e-06,4.1830235620470825e-06,4.902612728149114e-06,3.3378249485920984e-06,2.043559686259268e-06,1.6857315273119287e-08,4.1074318156415536e-08,4.2508771658983293e-13,1.6783735219258186e-09,4.051825936679427e-08,2.598735658962333e-08,1.2734154040841914e-10,1.9853204137057505e-06,1.8128227398938785e-15,1.1857333896186502e-12,2.9702881362898836e-13,4.602080505060282e-10,1.958313881972433e-17,4.504351005743138e-16
1.0204725305337202e-11,0.07782336798655136,0.0,0.193208001717049,0.031075110263184432,0.31940143457646836,0.35047986069774995,0.20700687905155116,0.09201352577140778,0.0,1.0158522107196336e-26,1.06303102007702e-08,1.477255256331262e-24,0.0,3.804361602831295e-38,1.155018021828047e-11,1.2754327653670995e-28,2.0138735606839075e-24,3.3478664445356746e-39,1.6935175675259265e-15,2.5336192494721985e-18,4.6721234466121116e-63,2.942905517375717e-14,2.7026344888368815e-42,7.119317003578823e-27,8.853797115161817e-48,1.0627400223437673e-08,3.3979492831158062e-43,4.669585881983775e-06,6.111405811597258e-06,4.199588411024352e-06,4.9208114788743e-06,3.3478352647225818e-06,2.0513963972427964e-06,1.6942728347113355e-08,4.1385073470107246e-08,4.282002627633989e-13,1.6974328646100142e-09,4.0822729188189304e-08,2.622895163037042e-08,1.2831147852394936e-10,1.9928282049784925e-06,1.819833451641412e-15,1.190223518419725e-12,2.970173317208786e-13,4.637028072962557e-10,1.9863141583960445e-17,4.579597591363707e-16
