Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27),HNOH(93),CH3OX(210),CH2X(34),CHX(35),CX(33),SX(680),CH2OX(648),CHOX(678),H2X(216),NO2X(213),N2OX(730),H2NX(201),H3NX(202),NOX(214),CNOX(740),NO2X(206),H2NO3(231),SX(544),SX(876),SX(882),H3NO3(822),HNO(87),H2NOX(203),CH3NX(670),CH2NX(679),HNO2(94),HONO(92),SX(685),HNO(549),SX(1060),SX(540),SX(1177),SX(858),SX(1228),SX(1291)
9.935043121481223e-13,0.135789383521573,0.0,0.337159283353995,0.03107495769369608,0.3193927728304226,0.3504640087245637,0.20701148273263795,0.09201645157368493,1.3339325898024335e-44,4.838917981590341e-20,4.63731713835494e-06,3.759980937311952e-15,9.590844058964161e-32,1.0038975628485176e-28,1.9789440082512417e-12,7.014317507625271e-23,1.8613891315321446e-17,3.2047078933860945e-27,1.8534567258394774e-12,3.4060502779427775e-11,1.0343689817707918e-42,1.7289417823509704e-07,1.0855542362313215e-27,6.419125249078645e-19,7.609598216876466e-35,4.637442016422571e-06,2.4073393391766723e-32,1.743033817828253e-06,6.708992700434435e-07,9.089838559613125e-07,5.973286605978096e-07,4.810343893287983e-07,3.1232588911462924e-07,2.040624653757145e-07,8.709722867192823e-09,1.5550365779641963e-05,4.673796948034501e-10,3.1524063014690544e-08,4.549264319190106e-08,9.023868162787582e-08,2.499459392573429e-07,3.373856315355464e-12,1.6524032023574399e-10,1.7208001288795382e-09,4.483077670648534e-09,9.593666713265004e-16,1.6392092492755134e-13,6.674535819467069e-18,4.981247150634481e-11,6.164687275625113e-23,1.7853595573985025e-07,8.102283073506901e-08,2.440115777835843e-16,8.163598066048442e-22,1.0311238876977233e-07,1.5445443631139367e-05,2.2136956666593655e-12,2.297872403309603e-13,5.830532764761309e-11,2.5286258685471774e-11,1.400163021475307e-11,1.3296720641099646e-07,1.497127506861046e-15,3.380407492724038e-13,7.364159069264698e-11,3.6485853845573474e-12,1.645541849122571e-14,2.2036572410682003e-13,2.47290016055913e-18,5.295240304043318e-22,1.168039691482764e-17,1.730746340116808e-14,1.2553553158401838e-15,1.0139159763594882e-16
1e-12,0.135789383521573,0.0,0.3371592488286045,0.031074956750430014,0.3193926625159205,0.3504638731429119,0.20701147823644894,0.09201644351293338,1.3977321764459e-44,4.935039556000758e-20,4.667634934783419e-06,3.836203112719124e-15,9.920108098016107e-32,1.0370787687183464e-28,2.007060367723083e-12,7.189941399479737e-23,1.885813194110361e-17,3.26797835339197e-27,1.8775650862751834e-12,3.428319520494228e-11,1.0686283373602012e-42,1.740244882286899e-07,1.1069862841131504e-27,6.545338574666683e-19,7.861115807412229e-35,4.6677611579400524e-06,2.470725012043688e-32,1.7510891525410288e-06,6.744736784740675e-07,9.161751145404415e-07,6.009371293273025e-07,4.838541393899058e-07,3.145849263405315e-07,2.0523088831670243e-07,8.827445904358456e-09,1.5652031849695395e-05,4.766780357120782e-10,3.193782664784227e-08,4.6063656036619965e-08,9.098741673941764e-08,2.51538477934108e-07,3.395358854140692e-12,1.6630806281426419e-10,1.7220015736033747e-09,4.56286831903697e-09,9.724833721633599e-16,1.666862175371765e-13,6.81154417658709e-18,5.046518198813068e-11,6.411066697609077e-23,1.7965473196558678e-07,8.139953448965796e-08,2.4892188451952486e-16,8.406622493817461e-22,1.0378529088091619e-07,1.5546422487815054e-05,2.2674152222994416e-12,2.4123525731648903e-13,5.986853159359331e-11,2.561845535701451e-11,1.4194242486795236e-11,1.3385882585518697e-07,1.5172516031390502e-15,3.4382421290550086e-13,7.460751757930631e-11,3.696672576786953e-12,1.660062631294185e-14,2.2372948286130444e-13,2.521117959955792e-18,5.388862497983901e-22,1.2000662871758019e-17,1.775865939588132e-14,1.3095389919820779e-15,1.0853585268222975e-16
1.00192850894319e-12,0.135789383521573,0.0,0.33715923858448715,0.03107495647049167,0.319392629765101,0.3504638328907092,0.20701147690232904,0.09201644112639801,1.41717275754131e-44,4.963822279489991e-20,4.676636000577733e-06,3.8590330914901545e-15,1.0019605304175017e-31,1.047096823889947e-28,2.0154526368156928e-12,7.242708507604122e-23,1.893095128809488e-17,3.286921794023442e-27,1.884752108411774e-12,3.434931050111102e-11,1.0789724396891699e-42,1.743600664454244e-07,1.1134031288841057e-27,6.583124787495017e-19,7.937053905215306e-35,4.676762624251603e-06,2.4897818220487343e-32,1.753474081583868e-06,6.755331159868115e-07,9.183129587379783e-07,6.0200774541734e-07,4.846905403745719e-07,3.15255934949544e-07,2.055774350810881e-07,8.862551998508394e-09,1.5682215543006956e-05,4.794621963698453e-10,3.206118173946673e-08,4.623381193486068e-08,9.121012957110695e-08,2.520111853880106e-07,3.4017413745915137e-12,1.6662499625976227e-10,1.7223380178625861e-09,4.586674040280806e-09,9.763947027431358e-16,1.675106583868691e-13,6.852594113273828e-18,5.0659781586056345e-11,6.48577398262859e-23,1.7998672356296196e-07,8.151107136026094e-08,2.503924089992107e-16,8.479739740677494e-22,1.0398506287307402e-07,1.5576402150794857e-05,2.2835717341524747e-12,2.44731314318859e-13,6.033859634892276e-11,2.5717499960571047e-11,1.4251695766362086e-11,1.3412359828382625e-07,1.5232501728365494e-15,3.455487432274063e-13,7.489550341518713e-11,3.7110103745741435e-12,1.6643530582497304e-14,2.2473416741335976e-13,2.535551599520579e-18,5.431329914721059e-22,1.2097018302750926e-17,1.789449095471049e-14,1.3260053974207081e-15,1.1074339367028495e-16
1.0103527057382575e-12,0.135789383521573,0.0,0.33715919386856585,0.03107495524823334,0.31939248670435105,0.3504636570631511,0.20701147107862441,0.09201643073687053,1.5048523482901094e-44,5.0908759324859446e-20,4.7159548253893024e-06,3.959842094005711e-15,1.0463753522957742e-31,1.0917690312137587e-28,2.052353275999341e-12,7.476604176347689e-23,1.9250689795201932e-17,3.3705298870161675e-27,1.916304957671362e-12,3.463811821198615e-11,1.1251014871401213e-42,1.7582595252378986e-07,1.1417242852482348e-27,6.749882594741222e-19,8.275674857152871e-35,4.7160832049045966e-06,2.5743195907554387e-32,1.7638566020706447e-06,6.801515116225491e-07,9.276667338048571e-07,6.066806785963002e-07,4.88340087821287e-07,3.1818877617166724e-07,2.0708937776808175e-07,9.016737169773672e-09,1.5814065205039096e-05,4.91751323976781e-10,3.2602777156259145e-08,4.6980458582888365e-08,9.21852516156568e-08,2.540755372546279e-07,3.429614361139572e-12,1.6800906670063768e-10,1.7237021011106548e-09,4.69128564248034e-09,9.935721813243256e-16,1.7113039745219625e-13,7.033929293645715e-18,5.151422014221331e-11,6.8206758433647e-23,1.8143606810499214e-07,8.199667134207357e-08,2.5688459847054317e-16,8.804367606846004e-22,1.0485768112530721e-07,1.5707360541939217e-05,2.3552756180625957e-12,2.605426256440763e-13,6.242432859135316e-11,2.6152397736584802e-11,1.4504108038241461e-11,1.3528050544633552e-07,1.5495815490186808e-15,3.5312172327600833e-13,7.615999756804394e-11,3.773969741350617e-12,1.682984226022556e-14,2.291552802043737e-13,2.5992392272771502e-18,5.582649484387217e-22,1.2524842201228124e-17,1.8498045523105365e-14,1.4000252630446164e-15,1.2087353000177371e-16
1.018776902533325e-12,0.135789383521573,0.0,0.3371591492059254,0.031074954026916103,0.31939234364815783,0.3504634812418812,0.20701146526151204,0.0920164204047832,1.5971685760598367e-44,5.220097999429675e-20,4.755273612790768e-06,4.062424271496478e-15,1.0923707591409518e-31,1.1379514557632018e-28,2.089647754301775e-12,7.716091473653365e-23,1.9573106860861044e-17,3.455543894631027e-27,1.948115162131268e-12,3.4926925912062344e-11,1.1727949289127199e-42,1.7729183647112214e-07,1.1705216760603165e-27,6.919421290678862e-19,8.625743601173915e-35,4.755403758353893e-06,2.6609876691411324e-32,1.774181698675172e-06,6.847545085533956e-07,9.370451223544745e-07,6.113474682187229e-07,4.91983043595657e-07,3.2112437809012357e-07,2.085983060664918e-07,9.172278148107688e-09,1.594591476575829e-05,5.042487968987056e-10,3.314884653384243e-08,4.773257222075687e-08,9.3164051230374e-08,2.561389952450625e-07,3.457475280240902e-12,1.6939253196078004e-10,1.724899938691212e-09,4.796903653480148e-09,1.0108991346056383e-15,1.7477978763115343e-13,7.218576494270016e-18,5.2375786744476886e-11,7.169863848502479e-23,1.8288398265062827e-07,8.247964545219515e-08,2.6348912684808473e-16,9.137605292331318e-22,1.0573024257195247e-07,1.5838318804576474e-05,2.4288401841774417e-12,2.772652492805002e-13,6.456340170864858e-11,2.6590952270193916e-11,1.475886942841976e-11,1.36437928381515e-07,1.576121116025426e-15,3.607589385305097e-13,7.743507305274847e-11,3.83746360698181e-12,1.7014365392952365e-14,2.3362933182997397e-13,2.6639711136103048e-18,5.722254264496531e-22,1.296407517812455e-17,1.9118470307480142e-14,1.4775432778564097e-15,1.3183972231119816e-16
1.0272010993283927e-12,0.135789383521573,0.0,0.33715910459626186,0.031074952806535005,0.31939220059650636,0.35046330542689147,0.20701145945098015,0.09201641012981836,1.694325688990795e-44,5.3515075614066885e-20,4.7945923627832495e-06,4.1667959663538365e-15,1.139989421505612e-31,1.185681988691484e-28,2.127337910827251e-12,7.961258021878767e-23,1.9898202509290985e-17,3.5419755391335526e-27,1.980182610352874e-12,3.521573360134876e-11,1.2220922223085217e-42,1.787577182883477e-07,1.1997992720561778e-27,7.0917634858022305e-19,8.987547367413442e-35,4.794724284571943e-06,2.749821365402153e-32,1.7844496890174476e-06,6.893421582102594e-07,9.464480657664458e-07,6.160081223580121e-07,4.956194196028503e-07,3.2406270604405474e-07,2.1010423254302552e-07,9.329174675020257e-09,1.607776422518447e-05,5.169563317286226e-10,3.3699387109672645e-08,4.8490141978716105e-08,9.414653184078322e-08,2.582015597470074e-07,3.485324137134276e-12,1.7077539244975532e-10,1.7259389078806192e-09,4.903519426349748e-09,1.028375591326532e-15,1.7845848252957216e-13,7.40657101182634e-18,5.324448096253623e-11,7.533820877283265e-23,1.8433046055072747e-07,8.2960008381986e-08,2.7020697455833824e-16,9.479576996137194e-22,1.0660274625037727e-07,1.5969276938710627e-05,2.5042984182031543e-12,2.9494515297584223e-13,6.675669912427409e-11,2.7033163818080798e-11,1.5015982307422496e-11,1.375958675661274e-07,1.6028683534183757e-15,3.6845965378883e-13,7.87207297708592e-11,3.9014920935621496e-12,1.7197114133447773e-14,2.3815659171694366e-13,2.7297553182342937e-18,5.871295905470201e-22,1.3414920911766259e-17,1.9756110657825548e-14,1.5586910127624622e-15,1.4370341815899416e-16
1.0356252961234603e-12,0.135789383521573,0.0,0.3371590600392734,0.031074951587085106,0.31939205754938205,0.3504631296181738,0.20701145364701676,0.09201639991166019,1.7965351595364082e-44,5.485123721848041e-20,4.833911075367864e-06,4.272973536541305e-15,1.189274800874554e-31,1.2349991463718317e-28,2.165425595281162e-12,8.212192105557117e-23,2.022597676471091e-17,3.629836542788042e-27,2.0125071909458937e-12,3.5504541279854554e-11,1.2730334825820147e-42,1.802235979763907e-07,1.229561043970861e-27,7.266931781242354e-19,9.361378125642038e-35,4.834044783531327e-06,2.840856271942395e-32,1.7946608889606482e-06,6.9391451185279e-07,9.558755056067155e-07,6.206626490769599e-07,4.992492277265322e-07,3.270037253973567e-07,2.1160716970152897e-07,9.48742646644994e-09,1.6209613583337547e-05,5.298756422933033e-10,3.425439609005061e-08,4.9253157032266e-08,9.513269682911991e-08,2.6026323114798115e-07,3.5131609370560105e-12,1.7215764858347272e-10,1.726826198443122e-09,5.011124495784588e-09,1.0460015814097086e-15,1.8216614394160842e-13,7.597948306890653e-18,5.412030236610851e-11,7.913041891837014e-23,1.8577549522189844e-07,8.34377747429109e-08,2.770391217853456e-16,9.830407519005283e-22,1.0747519118984701e-07,1.6100234944345678e-05,2.581683418456919e-12,3.136302613365372e-13,6.900511028353146e-11,2.747903263692942e-11,1.527544901829477e-11,1.3875432347071228e-07,1.6298227397237472e-15,3.762231497856575e-13,8.001696762396206e-11,3.966055323185442e-12,1.7378104768620995e-14,2.427373293674741e-13,2.796599890812421e-18,6.026097592171488e-22,1.3877587480326744e-17,2.0411313905429097e-14,1.6436032348138903e-15,1.565299984726378e-16
1.0440494929185279e-12,0.135789383521573,0.0,0.33715901553465993,0.031074950368561508,0.3193919145067701,0.35046295381572035,0.20701144784961004,0.09201638974999461,1.904015878332039e-44,5.620965606641008e-20,4.873229750545729e-06,4.380973355413301e-15,1.2402711576638841e-31,1.2859420754048173e-28,2.203912667966407e-12,8.468982671012924e-23,2.0556429651340302e-17,3.7191386278575695e-27,2.045088792568353e-12,3.579334894758884e-11,1.3256594883810756e-42,1.8168947553617324e-07,1.2598109625386286e-27,7.44494876877103e-19,9.74753262323049e-35,4.87336525520473e-06,2.934128265228959e-32,1.8048156126208497e-06,6.98471620569948e-07,9.653273836267972e-07,6.253110564277585e-07,5.028724798289016e-07,3.299474015342874e-07,2.1310712998321138e-07,9.647033212799574e-09,1.6341462840237465e-05,5.43008439567183e-10,3.4813870650281634e-08,5.0021606601930295e-08,9.612254953435813e-08,2.623240098353276e-07,3.5409856852402906e-12,1.735393007833886e-10,1.7275688087704146e-09,5.119710582039298e-09,1.063777135940427e-15,1.859024419115188e-13,7.792744004838799e-18,5.500325052493886e-11,8.308034132907719e-23,1.8721908014608545e-07,8.391295906696885e-08,2.8398654845225814e-16,1.0190222293184549e-21,1.0834757641153651e-07,1.6231192821485627e-05,2.661028391189953e-12,3.3337052127980803e-13,7.130953058136604e-11,2.7928558983425287e-11,1.5537271876619663e-11,1.3991329655959044e-07,1.6569837524528727e-15,3.8404872338212917e-13,8.132378651367003e-11,4.031153417944871e-12,1.755735557043775e-14,2.4737181435790357e-13,2.8645128709733467e-18,6.178041523898006e-22,1.435228536975001e-17,2.1084429194118333e-14,1.7324178916004213e-15,1.7038898754008114e-16
1.0524736897135955e-12,0.135789383521573,0.0,0.33715897108212334,0.031074949150959336,0.3193917714686559,0.3504627780195227,0.2070114420587481,0.09201637964450927,2.0169943515196886e-44,5.759052364238957e-20,4.912548388317961e-06,4.49081181153401e-15,1.2930235592280012e-31,1.3385505576231554e-28,2.2428009997796507e-12,8.731719325977786e-23,2.0889561193399006e-17,3.809893516603983e-27,2.077927303926568e-12,3.6082156604560755e-11,1.3800116871874207e-42,1.831553509686151e-07,1.2905529984929584e-27,7.625837030804857e-19,1.0146312423095382e-34,4.912685699564958e-06,3.0296735056478765e-32,1.8149141723766892e-06,7.030135352805718e-07,9.74803641763015e-07,6.299533524520148e-07,5.064891877507301e-07,3.328936998557567e-07,2.146041257668669e-07,9.807994578970123e-09,1.647331199590416e-05,5.563564315846899e-10,3.537780793483234e-08,5.079547995303096e-08,9.711609325223376e-08,2.6438389619621713e-07,3.5687983869188662e-12,1.749203494757463e-10,1.7281735426931732e-09,5.2292695941892845e-09,1.0817022871458273e-15,1.8966705477333527e-13,7.990993896749615e-18,5.589332500880033e-11,8.719317316846184e-23,1.8866120887015555e-07,8.438557580712095e-08,2.9105023420293166e-16,1.0559147411781114e-21,1.0921990092854157e-07,1.636215057013444e-05,2.7423666443042995e-12,3.5421796910136715e-13,7.367086128988678e-11,2.838174311425545e-11,1.580145317053355e-11,1.4107278729086725e-07,1.684350868122142e-15,3.9193568770741885e-13,8.264118634162336e-11,4.096786499933006e-12,1.7734886649297525e-14,2.5206031633745784e-13,2.93350228832508e-18,6.3371482943998655e-22,1.4839225116746972e-17,2.1775807306498394e-14,1.825276089747375e-15,1.85354271148124e-16
1.060897886508663e-12,0.135789383521573,0.0,0.33715892668136715,0.031074947934273737,0.31939162843502455,0.35046260222957304,0.20701143627441915,0.09201636959489355,2.1357049017695047e-44,5.899403165770413e-20,4.951866988685675e-06,4.60250530849637e-15,1.3475778878751963e-31,1.3928650150938153e-28,2.2820924722074874e-12,9.000492339206474e-23,2.1225371415107222e-17,3.902112931287908e-27,2.1110226137751215e-12,3.637096425077937e-11,1.4361322007570577e-42,1.8462122427463388e-07,1.32179112256655e-27,7.809619140409254e-19,1.0558023941624379e-34,4.952006116584929e-06,3.1275284373599194e-32,1.8249568788789752e-06,7.075403067339438e-07,9.84304222135743e-07,6.345895451807648e-07,5.100993633114014e-07,3.3584258577639323e-07,2.160981693690938e-07,9.970310204393021e-09,1.660516105035756e-05,5.699213233512502e-10,3.594620505748476e-08,5.157476639546365e-08,9.811333123526328e-08,2.6644289061764557e-07,3.596599047320779e-12,1.7630079509083855e-10,1.7286470070624212e-09,5.339793632626562e-09,1.0997770683742752e-15,1.9345966916576193e-13,8.192733940307519e-18,5.67905253874939e-11,9.147423833958303e-23,1.9010187500548752e-07,8.485563933771543e-08,2.982311583835467e-16,1.0937309657168206e-21,1.1009216374589111e-07,1.6493108190296104e-05,2.825731583416214e-12,3.762267989124894e-13,7.6090009481863e-11,2.8838585286108485e-11,1.6067995160738666e-11,1.4223279611643588e-07,1.7119235622724824e-15,3.998833722461163e-13,8.396916700948913e-11,4.162954691241795e-12,1.7910719809443422e-14,2.568031050269899e-13,3.003576162470939e-18,6.499158153032763e-22,1.533862059767304e-17,2.248580048955283e-14,1.922322066985821e-15,2.0150432342691465e-16
1.0693220833037307e-12,0.135789383521573,0.0,0.33715888233209673,0.0310749467184999,0.3193914854058618,0.3504624264458634,0.20701143049661141,0.0920163596008385,2.2603898728436663e-44,6.042037205147328e-20,4.991185551649984e-06,4.716070264741094e-15,1.4039808488904382e-31,1.4489265151176015e-28,2.3217889773224895e-12,9.275392640093162e-23,2.1563860340685495e-17,3.9958085941687475e-27,2.144374610916841e-12,3.665977188625379e-11,1.4940638305607357e-42,1.8608709545514505e-07,1.3535293054913193e-27,7.996317661302503e-19,1.0982978486582436e-34,4.991326506237677e-06,3.227729788156493e-32,1.8349440410602454e-06,7.120519855103542e-07,9.938290670486502e-07,6.392196426344865e-07,5.137030183089501e-07,3.3879402472222764e-07,2.175892730445116e-07,1.0133979703061554e-08,1.673701000361763e-05,5.837048167526774e-10,3.651905910148825e-08,5.235945528347377e-08,9.911426669275927e-08,2.685009934864357e-07,3.624387671673068e-12,1.7768063806230518e-10,1.7289956099421303e-09,5.451274990944926e-09,1.1180015140747562e-15,1.9727998002744228e-13,8.398000260704691e-18,5.769485123084846e-11,9.592898948103477e-23,1.9154107222756356e-07,8.532316395491088e-08,3.055303000242532e-16,1.1324836528782888e-21,1.1096436386055922e-07,1.6624065681974584e-05,2.9111567065171484e-12,3.994534327358711e-13,7.8567887953684e-11,2.9299085755674545e-11,1.6336900080513766e-11,1.4339332348197914e-07,1.7397013094883713e-15,4.078911228825164e-13,8.530772841896147e-11,4.2296581139625705e-12,1.808487840759448e-14,2.616004502177217e-13,3.0747425030248393e-18,6.662543781093924e-22,1.5850687325354664e-17,2.321476227582385e-14,2.0237031578680193e-15,2.1892244215814574e-16
1.0777462800987982e-12,0.135789383521573,0.0,0.33715883803401936,0.031074945503633034,0.3193913423811529,0.3504622506683856,0.20701142472531311,0.09201634966203699,2.3912998378939596e-44,6.186973699172565e-20,5.030504077212004e-06,4.831523113375777e-15,1.4622799785657853e-31,1.506776775226073e-28,2.3618924177791688e-12,9.556511818287926e-23,2.1905027994354724e-17,4.0909922275046806e-27,2.1779831842027795e-12,3.694857951099307e-11,1.553850063224393e-42,1.8755296451106182e-07,1.3857715179984052e-27,8.185955147859765e-19,1.1421492294997884e-34,5.0306468684963485e-06,3.330314569315598e-32,1.8448759661442721e-06,7.165486220216631e-07,1.0033781189879447e-06,6.438436528231146e-07,5.173001645200985e-07,3.417479821290648e-07,2.1907744898597688e-07,1.0299002663561469e-08,1.6868858855704304e-05,5.97708610463219e-10,3.70963671197096e-08,5.31495360154333e-08,1.0011890279084388e-07,2.705582051892369e-07,3.652164265200695e-12,1.7905987882645574e-10,1.72922555948764e-09,5.563706157143179e-09,1.1363756597763533e-15,2.0112769057065713e-13,8.60682915154277e-18,5.860630210872072e-11,1.0056300997606101e-22,1.9297879427556308e-07,8.578816387709691e-08,3.1294863782083726e-16,1.172185626983573e-21,1.1183650026147805e-07,1.6755023045173827e-05,2.9986756007863056e-12,4.239565919878398e-13,8.110541514447608e-11,2.976324477964529e-11,1.660817013572311e-11,1.4455436982697216e-07,1.7676835834164533e-15,4.1595830189730787e-13,8.665687047176118e-11,4.296896890186052e-12,1.8257387214398346e-14,2.664526217699851e-13,3.147009309625987e-18,6.831091162077878e-22,1.6375642190127344e-17,2.396304730440595e-14,2.12956975263002e-15,2.3769699299475867e-16
1.0861704768938658e-12,0.135789383521573,0.0,0.3371587937868441,0.031074944289668373,0.3193911993608834,0.3504620748971317,0.2070114189605125,0.09201633977818348,2.5286938114036437e-44,6.334231887646613e-20,5.069822565372843e-06,4.9488803019940455e-15,1.5225236522373577e-31,1.5664581681759084e-28,2.4024047068098297e-12,9.843942123313392e-23,2.2248874400336145e-17,4.1876755535526715e-27,2.2118482225321946e-12,3.723738712500625e-11,1.6155350759696046e-42,1.8901883144329536e-07,1.4185217308181627e-27,8.378554145117116e-19,1.1873886571029277e-34,5.0699672033342065e-06,3.435320075457883e-32,1.8547529596555118e-06,7.210302665118603e-07,1.012951320621619e-06,6.48461583746054e-07,5.208908137002977e-07,3.4470442344141583e-07,2.2056270932479679e-07,1.0465378649101246e-08,1.7000707606637557e-05,6.119343998519387e-10,3.767812613478145e-08,5.394499803361853e-08,1.0112724265246017e-07,2.7261452611252516e-07,3.679928833125455e-12,1.8043851782162996e-10,1.729342863379788e-09,5.677079814273485e-09,1.1548995420678117e-15,2.0500251223758424e-13,8.819257075734072e-18,5.952487759099528e-11,1.0538201597406542e-22,1.9441503495195934e-07,8.625065324531257e-08,3.204871501164121e-16,1.2128497893251578e-21,1.1270857192955038e-07,1.688598027989779e-05,3.0883219382266525e-12,4.4979737066677166e-13,8.370351505440474e-11,3.023106261471397e-11,1.6881807504824483e-11,1.4571593558468396e-07,1.7958698567837464e-15,4.2408428792565384e-13,8.801659306963583e-11,4.364671142002341e-12,1.842827227964432e-14,2.7135988961196477e-13,3.220384571954487e-18,7.002281896695034e-22,1.691370461875027e-17,2.473101113810977e-14,2.240075249261978e-15,2.579216624466423e-16
1.0945946736889334e-12,0.135789383521573,0.0,0.33715874959028186,0.031074943076601174,0.31939105634503895,0.35046189913209375,0.20701141320219776,0.09201632994897416,2.6728394649199713e-44,6.483831033473496e-20,5.109141016133619e-06,5.068158292494782e-15,1.5847610923290696e-31,1.6280137269406224e-28,2.4433277682203225e-12,1.0137776464181635e-22,2.2595399582851357e-17,4.285870294568461e-27,2.245969614852521e-12,3.752619472830236e-11,1.6791637420540232e-42,1.904846962527544e-07,1.451783914680171e-27,8.574137188775552e-19,1.2340487523812225e-34,5.109287510724618e-06,3.5427838844027674e-32,1.864575325428505e-06,7.254969690576231e-07,1.0225486147987022e-06,6.530734433921942e-07,5.244749775837644e-07,3.4766331411203767e-07,2.2204506613094253e-07,1.06331071975422e-08,1.7132556256437336e-05,6.263838768877273e-10,3.82643331392494e-08,5.4745830823988415e-08,1.0213928935738276e-07,2.7466995664260367e-07,3.7076813806669435e-12,1.8181655548758304e-10,1.729353328867511e-09,5.791388840484928e-09,1.1735731985772289e-15,2.089041646378728e-13,9.035320666402347e-18,6.045057724758454e-11,1.1039185842491431e-22,1.9584978812211771e-07,8.67106461236627e-08,3.281468148831309e-16,1.2544891206411853e-21,1.1358057783766289e-07,1.70169373861504e-05,3.18012947323309e-12,4.770393099568975e-13,8.63631171593256e-11,3.0702539517575336e-11,1.7157814338876533e-11,1.4687802118217918e-07,1.824259601415524e-15,4.3226847587366435e-13,8.93868961143594e-11,4.432980991500925e-12,1.8597560800909176e-14,2.7632252373843973e-13,3.2948762697464185e-18,7.176444684527006e-22,1.7465095657323405e-17,2.551901008084868e-14,2.3553759983235743e-15,2.7969571997290334e-16
1.103018870484001e-12,0.135789383521573,0.0,0.3371587054440451,0.031074941864426737,0.31939091333360503,0.3504617233732637,0.20701140745035732,0.09201632017410694,2.824013346520163e-44,6.635790422765949e-20,5.148459429495438e-06,5.189373560901363e-15,1.6490423764022238e-31,1.6914871496997155e-28,2.4846635363857034e-12,1.0438108409011265e-22,2.2944603566122307e-17,4.385588172806577e-27,2.2803472501593576e-12,3.781500232089044e-11,1.7447816362118236e-42,1.9195055894034586e-07,1.4855620403132277e-27,8.772726805205028e-19,1.2821626405286843e-34,5.148607790641073e-06,3.6527438570246487e-32,1.8743433656172262e-06,7.299487795688736e-07,1.0321699445485081e-06,6.576792397399224e-07,5.280526678835191e-07,3.5062461960196787e-07,2.2352453141326103e-07,1.080218782142875e-08,1.7264404805123615e-05,6.410587300426052e-10,3.885498509571819e-08,5.55520239159638e-08,1.0315504594222803e-07,2.7672449716560337e-07,3.7354219130436085e-12,1.831939922649078e-10,1.7292625633051936e-09,5.9066263085733345e-09,1.1923966679518702e-15,2.1283237547110308e-13,9.255056727783065e-18,6.138340064842871e-11,1.1559852512545234e-22,1.9728304771389707e-07,8.716815649973172e-08,3.3592860970392337e-16,1.2971166834997998e-21,1.1445251695069969e-07,1.714789436393559e-05,3.274132039130245e-12,5.057484745785985e-13,8.908515632443135e-11,3.117767574492571e-11,1.7436192761545972e-11,1.4804062704031966e-07,1.8528522882528337e-15,4.405102768010668e-13,9.076777950773242e-11,4.501826560770683e-12,1.8765280996436232e-14,2.8134079420952705e-13,3.370492372808865e-18,7.354725858004363e-22,1.8030038172175056e-17,2.6327400991829017e-14,2.475631240577134e-15,3.0312428906887774e-16
1.1114430672790686e-12,0.135789383521573,0.0,0.33715866134784855,0.031074940653140377,0.3193907703265674,0.3504615476206337,0.20701140170497936,0.09201631045328133,2.9825011041208623e-44,6.790129364949816e-20,5.187777805459411e-06,5.312542597180971e-15,1.7154184452109914e-31,1.7569228048251958e-28,2.5264139562457878e-12,1.0745032184644714e-22,2.3296486374371282e-17,4.486840910520332e-27,2.3149810174964375e-12,3.810380990277946e-11,1.8124350400941415e-42,1.934164195069742e-07,1.5198600784453533e-27,8.974345511448462e-19,1.3317639548005394e-34,5.187928043057164e-06,3.765238137109189e-32,1.8840573807043772e-06,7.343857477893328e-07,1.0418152530798914e-06,6.622789807571373e-07,5.316238962914253e-07,3.5358830538108676e-07,2.2500111711968675e-07,1.0972620008019157e-08,1.7396253252716362e-05,6.559606441936228e-10,3.9450078936997095e-08,5.6363566882207315e-08,1.0417451540046497e-07,2.787781480674821e-07,3.76315043547037e-12,1.8457082859448907e-10,1.729075975219187e-09,6.022785485005423e-09,1.2113699898381496e-15,2.167868804334526e-13,9.47850223612325e-18,6.232334736349578e-11,1.2100814277843911e-22,1.987148077172531e-07,8.762319828499543e-08,3.438335117542545e-16,1.340745624555505e-21,1.1532438822555589e-07,1.727885121325729e-05,3.370363546430866e-12,5.35993530584675e-13,9.187057271442962e-11,3.165647155346296e-11,1.771694486911498e-11,1.4920375357376632e-07,1.8816473873697612e-15,4.488091177683232e-13,9.21592431515817e-11,4.571207971899881e-12,1.893146198197776e-14,2.8641497114942475e-13,3.4472408410351873e-18,7.535992314539061e-22,1.8608757156903818e-17,2.715654110034553e-14,2.6010030370130875e-15,3.283186275934319e-16
