Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27),HNOH(93),CH3OX(210),CH2X(34),CHX(35),CX(33),SX(680),CH2OX(648),CHOX(678),H2X(216),NO2X(213),N2OX(730),H2NX(201),H3NX(202),NOX(214),CNOX(740),NO2X(206),H2NO3(231),SX(544),SX(876),SX(882),H3NO3(822),HNO(87),H2NOX(203),CH3NX(670),CH2NX(679),HNO2(94),HONO(92),SX(685),HNO(549),SX(1060),SX(540),SX(1177),SX(858),SX(1228),SX(1291)
2.0807013863943611e-13,0.135789383521573,0.0,0.3371637412982223,0.031075076698310278,0.3194061339342772,0.3504804315061792,0.20701205707541423,0.09201773053598007,1.9915575648027427e-49,4.403733358278516e-22,9.712389759064654e-07,3.188577743998171e-17,3.212703927673363e-35,4.077471869723117e-32,7.784698663681904e-14,2.3537587952099684e-25,8.161973747799388e-19,2.943809049964453e-29,8.23907943761496e-14,7.1333225438678104e-12,4.167523988074597e-46,3.621185938595794e-08,9.971801896783392e-30,5.953557577669814e-21,3.090639286439485e-38,9.712505167576271e-07,4.67529727636455e-35,4.647932830533142e-07,1.6317403870214564e-07,1.5643999352904052e-07,1.32883446136302e-07,1.094032355086992e-07,5.752839436077546e-08,4.751753990251725e-08,3.5304212206782005e-10,3.2568396817459584e-06,4.162526396125704e-12,1.3668583727604288e-09,2.1450680961030116e-09,1.5152172023896928e-08,5.34084586308693e-08,7.202040251004869e-13,3.3480436191577786e-11,2.3558709902845085e-10,1.6034961059829366e-11,2.9465289437476673e-17,7.003221810689804e-16,5.657774582238159e-20,2.188935006909673e-12,5.096993309024769e-27,3.8208992542859186e-08,2.1540550811184163e-08,2.0987950173335687e-18,1.5453203072123468e-25,2.160830352017921e-08,3.234895840495199e-06,4.3149499818971896e-14,9.576612415114184e-18,6.565817138202432e-14,1.106652271653528e-12,5.536336153538586e-13,2.732235266657568e-08,4.5045478753350564e-17,1.369627708590063e-15,3.2309641912205217e-12,1.588731915326968e-13,2.0913794737020106e-16,7.237297744483363e-15,2.3393553515976224e-20,-2.155658696746537e-20,4.004962823952382e-20,9.973046491042373e-17,6.548021060427213e-20,9.303820730875997e-24
2.094431056917036e-13,0.135789383521573,0.0,0.33716373292396523,0.031075076480156647,0.3194061105358593,0.35048040274675435,0.20701205601525682,0.09201772767420555,2.086149135552098e-49,4.49151319710727e-22,9.776476960682122e-07,3.252681487805786e-17,3.321471803942051e-35,4.213727136454692e-32,7.888962460873007e-14,2.4080308957659864e-25,8.270048031352159e-19,3.002469273757507e-29,8.347974500595995e-14,7.180392305524995e-12,4.306849317433229e-46,3.645080162799986e-08,1.0170506367440034e-29,6.072089502653531e-21,3.193918151138849e-38,9.776593413150306e-07,4.7998456073784356e-35,4.676536881577483e-07,1.6420666036351935e-07,1.5753669722941035e-07,1.3374602750085622e-07,1.1010904044155445e-07,5.792726727099549e-08,4.782146540096861e-08,3.5778948616473115e-10,3.2783299833401143e-06,4.245800419923195e-12,1.3850146367691534e-09,2.1731766707885562e-09,1.525817879431439e-08,5.375898435124293e-08,7.249368188018493e-13,3.3715289342859574e-11,2.3868460202346707e-10,1.6474102573640438e-11,2.9944478506731025e-17,7.191529454711669e-16,5.771196658719355e-20,2.217910754031213e-12,5.302431431629746e-27,3.8460524762544623e-08,2.1673218849310938e-08,2.1409500681106116e-18,1.6078025136980086e-25,2.1750883952961187e-08,3.2562412919190238e-06,4.377858784047795e-14,9.994693574627792e-18,6.79487770176641e-14,1.1213094265834e-12,5.610991374641802e-13,2.7503484466349706e-08,4.5789287374433774e-17,1.4066641061666881e-15,3.2737426961426606e-12,1.6097883461027487e-13,2.1428841343920997e-16,7.337321479109947e-15,2.38584576360927e-20,-1.6662836506740943e-20,3.567588130630531e-20,1.0213603003916956e-16,6.852345723199328e-20,1.0006507434969523e-23
2.1081607274397106e-13,0.135789383521573,0.0,0.3371637245520951,0.031075076262044674,0.3194060871376066,0.35048037398751825,0.20701205495530736,0.0920177248150158,2.1845752582786307e-49,4.580452390636857e-22,9.840564152333222e-07,3.3176458189570983e-17,3.433183076787772e-35,4.3535999429606476e-32,7.993936733930989e-14,2.463213442858593e-25,8.378833186492654e-19,3.061903634134465e-29,8.457581891246245e-14,7.227462066870059e-12,4.449876118980871e-46,3.668974381079829e-08,1.0371833131898443e-29,6.192182986976334e-21,3.299939048898739e-38,9.840681652362075e-07,4.92686487481592e-35,4.7051150881582954e-07,1.6523871991543957e-07,1.5863422783654373e-07,1.346084239472252e-07,1.1081463745278576e-07,5.832637191647911e-08,4.8125269597303824e-08,3.6256943230470444e-10,3.299820282194423e-06,4.3301817509233535e-12,1.4032913437811203e-09,2.2014644308474536e-09,1.536426712109887e-08,5.41094853277965e-08,7.296692784429824e-13,3.3950126554511715e-11,2.4179796845896757e-10,1.6922056372959666e-11,3.042772728860787e-17,7.383505530016551e-16,5.886134025892177e-20,2.247076927566337e-12,5.51472704383336e-27,3.8712045658305226e-08,2.1805768408786404e-08,2.1836699506427506e-18,1.672356159751868e-25,2.18934643082925e-08,3.277586739918113e-06,4.440980711694844e-14,1.0427292471571017e-17,7.029587148470574e-14,1.1360630648310657e-12,5.686163223043201e-13,2.7684627687165844e-08,4.653957223639742e-17,1.4444286824052765e-15,3.3168025163529152e-12,1.6309836671694076e-13,2.195247323883241e-16,7.43808631838628e-15,2.4329459366334527e-20,-6.089202505428601e-20,8.044512863818094e-20,1.04575170038296e-16,7.168143371548021e-20,1.0756358982066948e-23
2.1218903979623854e-13,0.135789383521573,0.0,0.3371637161826101,0.031075076043974328,0.31940606373951896,0.350480345228471,0.2070120538955658,0.09201772195840854,2.2869652516568136e-49,4.670558562925148e-22,9.90465133401801e-07,3.3834766554214475e-17,3.547897787276368e-35,4.497161855035773e-32,8.099621842342367e-14,2.5193162169466754e-25,8.488329214267724e-19,3.122117205802554e-29,8.567901559281179e-14,7.274531827903052e-12,4.596677698987699e-46,3.692868593435828e-08,1.0575799380094221e-29,6.31384821408613e-21,3.4087562256166493e-38,9.904769885209757e-07,5.056387519074285e-35,4.733667473626847e-07,1.662702176640473e-07,1.597325850075368e-07,1.3547063551503739e-07,1.1152002660364314e-07,5.872570787676133e-08,4.842895258303039e-08,3.673819761683171e-10,3.321310578308964e-06,4.415677800885111e-12,1.4216885042653273e-09,2.229931304903447e-09,1.5470437051383043e-08,5.4459961562281114e-08,7.344014040475593e-13,3.418494783067615e-11,2.449270855714453e-10,1.7378932910013865e-11,3.091503631844373e-17,7.579193302996513e-16,6.002596998307153e-20,2.276433525640028e-12,5.734062353420844e-27,3.896355516409202e-08,2.1938199596541444e-08,2.2269585257967184e-18,1.7390347805218562e-25,2.203604458538751e-08,3.298932184492487e-06,4.504316648676326e-14,1.0874786112098504e-17,7.270023320259912e-14,1.150913187507114e-12,5.761852006531663e-13,2.786578233573189e-08,4.729633509537616e-17,1.482930192414342e-15,3.3601436514114984e-12,1.6523178838529148e-13,2.248475799012984e-16,7.53959336178409e-15,2.4806614249394218e-20,6.75194124255984e-20,-4.7436528211745715e-20,1.0704796313896516e-16,7.495742764212441e-20,1.1556148359816602e-23
2.1356200684850601e-13,0.135789383521573,0.0,0.3371637078155079,0.031075075825945563,0.3194060403415965,0.35048031646961236,0.20701205283603205,0.0920177191043814,2.3934520026560833e-49,4.7618393385039735e-22,9.968738505736528e-07,3.450179918566251e-17,3.6656768296190813e-35,4.64448539884116e-32,8.206018146337127e-14,2.576349049221826e-25,8.598536115724234e-19,3.1831150634689013e-29,8.678933454419925e-14,7.321601588624018e-12,4.747328349590749e-46,3.716762799868494e-08,1.0782422301962361e-29,6.437095366723619e-21,3.520424655141434e-38,9.968858111691531e-07,5.188446196831298e-35,4.762194061312731e-07,1.673011539153129e-07,1.608317683996659e-07,1.3633266224391243e-07,1.12225207955358e-07,5.9125274731208864e-08,4.8732514449566305e-08,3.7222713339358167e-10,3.342800871683816e-06,4.502295983311664e-12,1.4402061286308319e-09,2.2585772216355175e-09,1.5576688632211655e-08,5.481041305644768e-08,7.391331956392499e-13,3.441975317548875e-11,2.4807183958449237e-10,1.7844843098773185e-11,3.140640609551492e-17,7.778636170306173e-16,6.120595896130059e-20,2.3059805463772924e-12,5.960623267492473e-27,3.9215053213942316e-08,2.2070512519409695e-08,2.270819656301972e-18,1.8078929152398288e-25,2.2178624783454994e-08,3.320277625642168e-06,4.567867710323504e-14,1.1337558610257479e-17,7.516264383915783e-14,1.165859795722136e-12,5.838058032337186e-13,2.804694841874304e-08,4.8059577622957334e-17,1.5221774209040583e-15,3.4037661008786523e-12,1.6737910014418365e-13,2.3025762792371687e-16,7.64184370898778e-15,2.5289960961250468e-20,5.302377605339034e-20,-3.241998343183413e-20,1.0955448799585371e-16,7.835479195679392e-20,1.2408790511162139e-23
2.149349739007735e-13,0.135789383521573,0.0,0.33716369945078645,0.03107507560795835,0.31940601694383886,0.35048028771094236,0.207012051776706,0.09201771625293206,2.5041718439742438e-49,4.854302342353219e-22,1.0032825667488837e-06,3.517761532935195e-17,3.7865819064864234e-35,4.795644009211249e-32,8.313126006842212e-14,2.6343218184125205e-25,8.709453891909048e-19,3.244902281840542e-29,8.790677526385039e-14,7.368671349033006e-12,4.901903295787327e-46,3.7406570003783346e-08,1.0991719087437288e-29,6.5619346269668014e-21,3.635000000090573e-38,1.003294633180558e-06,5.32307376742428e-35,4.790694874525257e-07,1.6833152897504677e-07,1.6193177767037648e-07,1.3719450417346187e-07,1.1293018156914444e-07,5.952507205903983e-08,4.90359552882458e-08,3.7710491957857807e-10,3.3642911623190575e-06,4.590043713332666e-12,1.4588442272305467e-09,2.287402109774351e-09,1.5683021910546957e-08,5.516083981204708e-08,7.438646532417224e-13,3.4654542593075454e-11,2.512321166632686e-10,1.831989827692714e-11,3.1901837086938434e-17,7.981877646640992e-16,6.240141044802945e-20,2.3357179879031574e-12,6.194599227793154e-27,3.946653974197412e-08,2.2202707284133827e-08,2.315257206626723e-18,1.8789860582194014e-25,2.2321204901698502e-08,3.3416230633671776e-06,4.631635208286473e-14,1.181600089712079e-17,7.768388831632888e-14,1.1809028905867236e-12,5.914781607165732e-13,2.8228125942882583e-08,4.882930141460158e-17,1.562179179539741e-15,3.4476698643146464e-12,1.695403025176413e-13,2.3575554479875806e-16,7.744838459880502e-15,2.577951930607302e-20,-4.306825993073895e-20,6.422109022462676e-20,1.1209482383889248e-16,8.187694185845259e-20,1.3317341687212213e-23
2.1630794095304097e-13,0.135789383521573,0.0,0.33716369108844385,0.031075075390012648,0.3194059935462462,0.3504802589524611,0.2070120507175877,0.09201771340405819,2.6192646423816384e-49,4.947955199905781e-22,1.0096912819274988e-06,3.5862274262588124e-17,3.9106755392934934e-35,4.950712040235852e-32,8.420945785485185e-14,2.6932444510185204e-25,8.821082543869032e-19,3.307483935624413e-29,8.903133724902512e-14,7.415741109130063e-12,5.060478706339241e-46,3.764551194965858e-08,1.1203706926452869e-29,6.688376176227706e-21,3.752538619871405e-38,1.0097034545550095e-06,5.460303293851789e-35,4.819169936553367e-07,1.6936134314889828e-07,1.630326124772833e-07,1.3805616134328885e-07,1.1363494750619911e-07,5.992509943932877e-08,4.933927519031865e-08,3.8201535028106797e-10,3.3857814502147687e-06,4.678928407706998e-12,1.477602810360973e-09,2.316405898102543e-09,1.578943693326829e-08,5.551124183082999e-08,7.485957768786448e-13,3.4889316087550115e-11,2.54407802659825e-10,1.8804210202184096e-11,3.240132972849639e-17,8.188961362731654e-16,6.3612427750798e-20,2.3656458483426715e-12,6.436183276194064e-27,3.971801468238643e-08,2.2334783997365117e-08,2.3602750429821506e-18,1.9523706733926428e-25,2.2463784939316332e-08,3.362968497667537e-06,4.695620639379035e-14,1.2310510863341017e-17,8.026475495063354e-14,1.1960424732114683e-12,5.99202303719643e-13,2.840931491482192e-08,4.9605507991147156e-17,1.6029443065700872e-15,3.4918549412797727e-12,1.717153960348355e-13,2.413419951884114e-16,7.848578714544763e-15,2.627533031198079e-20,-6.030383852258464e-20,8.203081299774822e-20,1.1466905057406776e-16,8.552735582670041e-20,1.4285006236297462e-23
2.1768090800530844e-13,0.135789383521573,0.0,0.3371636827284779,0.03107507517210842,0.3194059701488183,0.35048023019416835,0.207012049658677,0.09201771055775745,2.7388739394667027e-49,5.042805537062504e-22,1.0160999961095028e-06,3.6555835295481596e-17,4.0380210958513303e-35,5.109764795839909e-32,8.529477844615484e-14,2.753126922753623e-25,8.933422072651053e-19,3.370865099527361e-29,9.016301999701884e-14,7.462810868915236e-12,5.22313172518697e-46,3.788445383631569e-08,1.1418403008942384e-29,6.816430195232253e-21,3.873097593860452e-38,1.016112275292326e-06,5.600168048925471e-35,4.847619270665019e-07,1.7039059674235158e-07,1.6413427247817568e-07,1.3891763379298824e-07,1.1433950582770066e-07,6.032535645100527e-08,4.9642474246947904e-08,3.869584410173876e-10,3.407271735371027e-06,4.768957484869374e-12,1.496481888260504e-09,2.345588515456149e-09,1.5895933747169547e-08,5.586161911454701e-08,7.533265665736822e-13,3.512407366301324e-11,2.5759878276620934e-10,1.929789106194391e-11,3.290488442415659e-17,8.399931067508689e-16,6.483911423191904e-20,2.395764125820907e-12,6.685572186057014e-27,3.9969477969461695e-08,2.246674276566074e-08,2.4058770333728535e-18,2.0281042281787923e-25,2.2606364895501384e-08,3.3843139285432684e-06,4.7598256874381813e-14,1.2821493618023931e-17,8.290603559446587e-14,1.2112785447069646e-12,6.069782628065544e-13,2.8590515341220144e-08,5.03881987974564e-17,1.644481667368435e-15,3.5363213313343565e-12,1.7390438122466058e-13,2.4701763993059385e-16,7.953065573268275e-15,2.6777433488992217e-20,-6.382021275720797e-20,8.61462590919108e-20,1.172772488481584e-16,8.930957787664841e-20,1.5315144115781397e-23
2.1905387505757592e-13,0.135789383521573,0.0,0.3371636743708864,0.031075074954245625,0.319405946751555,0.3504802014360641,0.2070120485999739,0.09201770771402752,2.8631470385192804e-49,5.138860980197109e-22,1.0225087092949016e-06,3.7258357771064114e-17,4.1686828005474323e-35,5.272878540292895e-32,8.638722547308291e-14,2.8139792587952084e-25,9.04647247930199e-19,3.435050848256129e-29,9.130182300516263e-14,7.509880628388571e-12,5.389940482277932e-46,3.812339566375978e-08,1.163582452483852e-29,6.946106864016771e-21,3.9967347293696157e-38,1.0225210953923255e-06,5.742701516336135e-35,4.876042900107112e-07,1.7141929006072435e-07,1.652367573310182e-07,1.3977892156214626e-07,1.1504385659480968e-07,6.072584267285917e-08,4.994555254920932e-08,3.919342072621933e-10,3.4287620177879133e-06,4.860138364933658e-12,1.5154814711091462e-09,2.3749498907249122e-09,1.6002512398958726e-08,5.621197166494859e-08,7.580570223504979e-13,3.53588153235499e-11,2.6080494183098786e-10,1.9801053469722394e-11,3.341250154686625e-17,8.614830626140198e-16,6.608157330885179e-20,2.4260728184629544e-12,6.942966526330301e-27,4.022092953756617e-08,2.2598583695483373e-08,2.4520670476016225e-18,2.106245207747644e-25,2.274894476944108e-08,3.405659355994392e-06,4.82425221287757e-14,1.3349361628775225e-17,8.560852577089287e-14,1.2266111061838066e-12,6.148060684863526e-13,2.877172722872401e-08,5.117737520386666e-17,1.6868001540701467e-15,3.581069034038745e-12,1.7610725861680115e-13,2.5278313595968924e-16,8.058300136544654e-15,2.728587172139954e-20,-3.447855256070957e-20,5.742204703086833e-20,1.199195001463945e-16,9.322721856882225e-20,1.6411277581958253e-23
2.204268421098434e-13,0.135789383521573,0.0,0.3371636660156675,0.03107507473642424,0.3194059233544564,0.35048017267814835,0.20701204754147834,0.09201770487286612,2.9922351325198007e-49,5.236129156162574e-22,1.0289174214837003e-06,3.796990106537143e-17,4.3027257479315176e-35,5.440130511991446e-32,8.748680257368473e-14,2.8758115340309723e-25,9.160233764868706e-19,3.5000462565173646e-29,9.244774577082329e-14,7.556950387550119e-12,5.560984107778551e-46,3.8362337431995897e-08,1.1855988664073378e-29,7.077416361924529e-21,4.123508572093506e-38,1.0289299148548277e-06,5.887937391709086e-35,4.904440848105391e-07,1.7244742340916721e-07,1.663400666939516e-07,1.4064002469034077e-07,1.1574799986866864e-07,6.112655768354881e-08,5.024851018809099e-08,3.969426644482223e-10,3.450252297465505e-06,4.9524784696929035e-12,1.5346015690282452e-09,2.404489952852465e-09,1.610917293525743e-08,5.656229948378508e-08,7.627871442327536e-13,3.559354107322673e-11,2.640261642444128e-10,2.0313810458175097e-11,3.392418143990521e-17,8.833704016566281e-16,6.733990845463147e-20,2.4565719243939284e-12,7.208570752187636e-27,4.047236932115018e-08,2.2730306893200823e-08,2.4988489572714474e-18,2.18685313459556e-25,2.2891524560317378e-08,3.4270047800209306e-06,4.888902236294252e-14,1.3894534922349108e-17,8.837302486930988e-14,1.2420401587525888e-12,6.22685751213194e-13,2.8952950583967845e-08,5.1973038508729226e-17,1.7299086849158356e-15,3.626098048953316e-12,1.7832402874299668e-13,2.586391361949394e-16,8.164283505073851e-15,2.7800695725676305e-20,8.197171074688693e-21,1.5360790021479155e-20,1.2259588694178924e-16,9.728395641998528e-20,1.7577101545102996e-23
2.2179980916211087e-13,0.135789383521573,0.0,0.337163657662819,0.031075074518644212,0.31940589995752233,0.35048014392042115,0.20701204648319016,0.09201770203427084,3.126293353835341e-49,5.33461769229131e-22,1.0353261326759041e-06,3.869052458723918e-17,4.440215904267462e-35,5.611598924316041e-32,8.859351339327375e-14,2.938633872827051e-25,9.274705930398092e-19,3.565856399017619e-29,9.360078779140339e-14,7.604020146399922e-12,5.7363427329915095e-46,3.860127914102913e-08,1.2078912616578473e-29,7.210368867608953e-21,4.2534784067589373e-38,1.0353387336796515e-06,6.03590958161759e-35,4.932813137864568e-07,1.7347499709266474e-07,1.674442002252915e-07,1.4150094321714094e-07,1.1645193571040196e-07,6.15275010616075e-08,5.0551347254493896e-08,4.019838279665603e-10,3.471742574403882e-06,5.045985222606418e-12,1.5538421920807769e-09,2.4342086308360367e-09,1.6215915402601245e-08,5.691260257280667e-08,7.675169322441102e-13,3.582825091609042e-11,2.672623339324672e-10,2.083627547140551e-11,3.4439924417894305e-17,9.056595326436225e-16,6.861422319770541e-20,2.4872614417389683e-12,7.482593230521968e-27,4.072379725474773e-08,2.286191246508652e-08,2.546226635772844e-18,2.2699885724140434e-25,2.303410426730679e-08,3.448350200622905e-06,4.953777927849581e-14,1.445744115022793e-17,9.120033622888545e-14,1.2575657035239078e-12,6.306173413865859e-13,2.9134185413573608e-08,5.2775189940437946e-17,1.773816203633357e-15,3.6714083756384734e-12,1.8055469213145377e-13,2.645862895018124e-16,8.271016779760864e-15,2.832194224901601e-20,2.1623165675007277e-21,2.2012108672852632e-20,1.2530649276810362e-16,1.0148353824787583e-19,1.88164888842013e-23
2.238100102934469e-13,0.135789383521573,0.0,0.33716364543744165,0.031075074199860667,0.3194058657016849,0.35048010181573325,0.20701204493409373,0.09201769788282499,3.3318699671085096e-49,5.481034930956941e-22,1.0447093119732139e-06,3.976211417868577e-17,4.6478771214877735e-35,5.870422065391275e-32,9.022675714161317e-14,3.0324210734206886e-25,9.443590328598998e-19,3.663691220352557e-29,9.530183165475342e-14,7.672936353502903e-12,6.001043495251811e-46,3.8951120563964596e-08,1.2410316319745857e-29,7.408013536336435e-21,4.449661501953532e-38,1.0447220712120835e-06,6.257567141537084e-35,4.974307598692131e-07,1.7497848876679274e-07,1.6906228036021311e-07,1.4276110623780702e-07,1.1748221466079536e-07,6.211494503708323e-08,5.09945225299696e-08,4.094237735723319e-10,3.5032071111230436e-06,5.1850111739540214e-12,1.5822303861527597e-09,2.478042672290668e-09,1.6372348056610783e-08,5.742544694254572e-08,7.744413506896227e-13,3.61718677610974e-11,2.7202722532407317e-10,2.1618981309794434e-11,3.520236876094e-17,9.390277012093879e-16,7.050902600375081e-20,2.532538339332482e-12,7.899426437128146e-27,4.109189871788256e-08,2.3054388059505627e-08,2.6166764583482964e-18,2.3963975619511624e-25,2.3242859224454086e-08,3.4796026477158784e-06,5.0491762477383386e-14,1.5314505770242878e-17,9.54548751884493e-14,1.280471171501616e-12,6.423239131707986e-13,2.9399557329332934e-08,5.3961349606345685e-17,1.839562466331932e-15,3.738256005195734e-12,1.8384573468123177e-13,2.7345946346008115e-16,8.428643132900212e-15,2.9096779515490716e-20,-7.694063615833219e-21,3.2779585135079006e-20,1.2933707427208662e-16,1.0789790955736569e-19,2.0772308558777524e-23
2.2582021142478295e-13,0.135789383521573,0.0,0.337163633217135,0.031075073881165597,0.31940583144619966,0.35048005971144913,0.20701204338544166,0.09201769373686791,3.5489581355593965e-49,5.630108518595922e-22,1.0540924891341763e-06,4.0853482940094346e-17,4.863284696984777e-35,6.138706199145104e-32,9.187531258316047e-14,3.1283845889184535e-25,9.613998627415235e-19,3.763299372585431e-29,9.701813422716605e-14,7.741852559937857e-12,6.2754269063763274e-46,3.9300961860015103e-08,1.2747726965815646e-29,7.609234038732079e-21,4.65301587401254e-38,1.0541054073765854e-06,6.485271539563935e-35,5.015747178990863e-07,1.7648078231104551e-07,1.706821254404967e-07,1.4402087374215069e-07,1.1851204926698667e-07,6.270287633042053e-08,5.143743981667783e-08,4.1693391180144104e-10,3.5346716419706385e-06,5.326577267257931e-12,1.6108769994638217e-09,2.5222592334019457e-09,1.6528956589105824e-08,5.7938238308860845e-08,7.813650535496428e-13,3.6515450528248484e-11,2.7682354239236544e-10,2.242310098811116e-11,3.597352444175375e-17,9.732805678077784e-16,7.243863124668734e-20,2.578223407071771e-12,8.335443424815773e-27,4.145997443347463e-08,2.3246612062944075e-08,2.68842389221325e-18,2.5285544648455187e-25,2.3451613997374337e-08,3.510855087467816e-06,5.1450710427473213e-14,1.6211915635257955e-17,9.984834492877425e-14,1.3035834931977083e-12,6.541419176818806e-13,2.9664953877250457e-08,5.5161423563509783e-17,1.907068972549205e-15,3.805706673235777e-12,1.8716656265165083e-13,2.825314288100576e-16,8.587882857781509e-15,2.9885578854388115e-20,5.418135593097017e-20,-2.815457604121301e-20,1.3344146240932755e-16,1.1463893053566133e-19,2.29080374758199e-23
2.2783041255611897e-13,0.135789383521573,0.0,0.3371636210018924,0.031075073562558897,0.31940579719106627,0.3504800176075687,0.2070120418372338,0.0920176895963924,3.778092324047038e-49,5.781862400090363e-22,1.0634756641588084e-06,4.196481771083702e-17,5.086655917486959e-35,6.416708238871529e-32,9.353919124321435e-14,3.226556767941979e-25,9.785930830132581e-19,3.8646967832706094e-29,9.874969393159311e-14,7.810768765704928e-12,6.559756207019846e-46,3.965080302919653e-08,1.3091198507376203e-29,7.814062313703918e-21,4.863736259963577e-38,1.0634887421725911e-06,6.719131634683351e-35,5.057131951348667e-07,1.7798187868073247e-07,1.7230373439574729e-07,1.4528024585426635e-07,1.1954143972061318e-07,6.329129361751314e-08,5.188009939891431e-08,4.2451429048992403e-10,3.566136166946915e-06,5.470706821028387e-12,1.6397820629232542e-09,2.5668580919379803e-09,1.6685741145148292e-08,5.845097667724382e-08,7.88288040898412e-13,3.685899922997702e-11,2.816509162155236e-10,2.324899515975699e-11,3.6753392139975604e-17,1.0084320896098417e-15,7.440336450599468e-20,2.624316639072613e-12,8.791344695761214e-27,4.182802419701652e-08,2.343858480786415e-08,2.761481115001491e-18,2.6666616590264966e-25,2.3660368583419743e-08,3.5421075198787846e-06,5.241470581405532e-14,1.7151104139258776e-17,1.0438331529768092e-13,1.3269026720979304e-12,6.660714496997756e-13,2.993037507796685e-08,5.637541490450203e-17,1.976364073993446e-15,3.873760378379197e-12,1.9051717770130063e-13,2.9180417366248773e-16,8.748739412083715e-15,3.0688466403143794e-20,3.162345931055001e-20,-4.63018022314541e-21,1.37619933567735e-16,1.2171917041524414e-19,2.523807707670952e-23
2.29840613687455e-13,0.135789383521573,0.0,0.33716360879170765,0.031075073244040442,0.3194057629362846,0.3504799755040918,0.20701204028946993,0.09201768546139118,4.019826830596276e-49,5.936320522580785e-22,1.072858837047126e-06,4.3096305479340636e-17,5.31821220815795e-35,6.704689703587718e-32,9.52184046804126e-14,3.326970185840803e-25,9.95938694003684e-19,3.967899379962012e-29,1.0049650919114972e-13,7.87968497080427e-12,6.854299368080343e-46,4.000064407152474e-08,1.3440784897013207e-29,8.02253029699852e-21,5.082020887949259e-38,1.0728720755995345e-06,6.959257252572227e-35,5.098461988257436e-07,1.7948177883040324e-07,1.739271061563687e-07,1.4653922269820936e-07,1.2057038621322953e-07,6.388019557382445e-08,5.2322501560575994e-08,4.3216495728385687e-10,3.5976006860521224e-06,5.61742316128294e-12,1.6689456071732503e-09,2.6118390259114456e-09,1.6842701869405282e-08,5.89636620531859e-08,7.952103128101631e-13,3.720251387859504e-11,2.8650897628548283e-10,2.409702622093552e-11,3.75419724239149e-17,1.0444962678061802e-15,7.64035516174351e-20,2.670818029450887e-12,9.2678498095519e-27,4.219604780438245e-08,2.3630306626297417e-08,2.8358603124306506e-18,2.8109265140327417e-25,2.3869122979917398e-08,3.573359944948852e-06,5.338383588231602e-14,1.8133542260546617e-17,1.0906237660688154e-13,1.3504287116880326e-12,6.781126037535719e-13,3.019582095206603e-08,5.760332644053946e-17,2.0474762268992716e-15,3.942417119246709e-12,1.938975814875842e-13,3.012796661970649e-16,8.911216254416612e-15,3.150556415141975e-20,-5.139992017930717e-20,7.938777483907175e-20,1.4187277056058896e-16,1.291515287419248e-19,2.77778135391143e-23
2.31850814818791e-13,0.135789383521573,0.0,0.3371635965865742,0.031075072925610122,0.3194057286818543,0.35047993340101824,0.20701203874214988,0.092017681331857,4.274736288000134e-49,6.093506835482379e-22,1.082242007799146e-06,4.4248133382729765e-17,5.558179171219927e-35,7.00291675477313e-32,9.691296448674081e-14,3.4296576446631396e-25,1.0134366960413813e-18,4.0729230902131124e-29,1.022585784291145e-13,7.948601175236026e-12,7.15932912869981e-46,4.0350484987015613e-08,1.3796540087309625e-29,8.234669921201278e-21,5.308071505076112e-38,1.0822554076568505e-06,7.205759185488741e-35,5.139737362113179e-07,1.809804837138481e-07,1.7555223965356319e-07,1.4779780439799615e-07,1.2159888893630786e-07,6.44695808744267e-08,5.276464658516132e-08,4.398859596089245e-10,3.629065199286508e-06,5.766749621512534e-12,1.698367662589054e-09,2.6572018135792633e-09,1.699983890614894e-08,5.947629444217772e-08,8.021318693591211e-13,3.754599448628687e-11,2.91397350565054e-10,2.4967558271206206e-11,3.83392657555213e-17,1.0814871458991565e-15,7.843951867366181e-20,2.717727572322573e-12,9.765697694131021e-27,4.256404505182778e-08,2.3821777849845188e-08,2.9115736782745733e-18,2.9615614495119297e-25,2.4077877184169314e-08,3.604612362678086e-06,5.4358191879904376e-14,1.9160739300255185e-17,1.1388814020549573e-13,1.3741616154537695e-12,6.902654741214351e-13,3.0461291520075074e-08,5.884516071134144e-17,2.1204339886647134e-15,4.011676894459164e-12,1.9730777567261085e-13,3.1095985430715496e-16,9.075316844318295e-15,3.233699548266494e-20,-5.156333778932611e-21,3.4167051969798835e-20,1.4620026294988059e-16,1.3694924018333728e-19,3.0543668691693847e-23
