Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88)
0.0,0.054791484931128634,0.0,0.13604725708399237,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.732062468091243e-25,0.054791484931128634,0.0,0.13604725708399237,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,1.7979887008385775e-78,1.3405595493270654e-26,4.567124569544491e-77,0.0,-7.569103361179289e-167,3.904807367243886e-54,7.508439910924708e-125,5.735056091883334e-65,8.375811603316511e-97,1.1988429924028947e-85,1.1179404101176367e-40,-6.007278228405948e-144,1.0069305761249567e-35,1.0101597549906825e-101,1.0516099229068275e-125,-1.385949992708638e-158,1.3405595493270763e-26,9.002154152341092e-126,2.6299327425438065e-19,8.989265743032637e-20,2.8765778738786154e-20,7.141421812737575e-20,5.915170849574182e-20,2.876565037770445e-20,1.283610817059159e-25,1.3971021192160956e-36,1.0069305775851751e-35
4.849774910655481e-25,0.054791484931128634,0.0,0.13604725708399237,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,2.7171205247072403e-77,3.7535667381157833e-26,6.901838649495858e-76,0.0,1.4864217735365513e-165,5.11922365626867e-53,2.117526312789965e-123,3.463973879497535e-64,1.2585528087183349e-95,1.8116915301192468e-84,3.130233148329383e-40,-6.007278228397369e-144,2.819405613149905e-35,1.526740891914086e-100,3.0781991725057292e-124,-1.3859499927049456e-158,3.7535667381158143e-26,2.5492605693227886e-124,7.36381167912242e-19,2.5169944080491395e-19,8.054418046860126e-20,1.9995981075665216e-19,1.656247837880769e-19,8.054382105757248e-20,3.5941102877656463e-25,8.438496800065216e-36,2.819405621969623e-35
1.1085199795783957e-24,0.054791484931128634,0.0,0.13604725708399237,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,2.922954271179238e-76,8.579581115693219e-26,7.424683070217457e-75,0.0,1.5900997952638013e-163,5.19772027557954e-52,4.606104895059123e-122,1.6677543115196746e-63,1.3541898485574413e-94,1.9489350758895296e-83,7.154818624752877e-40,-6.007278227975298e-144,6.444355687199903e-35,1.6433747279902233e-99,6.793244755767429e-123,-1.3859499923375096e-158,8.579581115693289e-26,5.549146300559798e-123,1.6831569552278675e-18,5.75313007554089e-19,1.8410098392823148e-19,4.57050996015205e-19,3.785709343727463e-19,1.8410016241730848e-19,8.215109229178621e-25,4.0627729626804055e-35,6.444355729663053e-35
2.3556049566040906e-24,0.054791484931128634,0.0,0.13604725708399237,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,2.6866985558890506e-75,1.823160987084809e-25,6.824562901779505e-74,0.0,1.2889799694360373e-161,4.656709971153266e-51,8.539020020499263e-121,7.283521236691837e-63,1.2444722074194327e-93,1.7914071066877895e-82,1.5203989577599864e-39,-6.007278211490085e-144,1.369425583530031e-34,1.5102788725046506e-98,1.2928654237758794e-121,-1.3859499633919064e-158,1.823160987084824e-25,1.0285804176003327e-121,3.5767085298587305e-18,1.222540141052439e-18,3.9121459084749207e-19,9.712333665323104e-19,8.044632355420818e-19,3.9121284513678047e-19,1.745710711200457e-24,1.7743196914044411e-34,1.3694256020748043e-34
4.849774910655481e-24,0.054791484931128634,0.0,0.13604725708399237,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,2.298527179287611e-74,3.7535667381157834e-25,5.838557244211703e-73,0.0,9.590483961083573e-160,3.935976835426102e-50,1.4676660638504112e-119,3.040726739916545e-62,1.064757754496895e-92,1.532586495371945e-81,3.130233148329383e-39,-6.007277630711067e-144,2.819405613150276e-34,1.29218401051975e-97,2.337060979016838e-120,-1.3859479147110587e-158,3.7535667381158137e-25,1.7679942107582837e-120,7.363811679118904e-18,2.516994408049139e-18,8.054418046860136e-19,1.9995981075665215e-18,1.65624783788074e-18,8.0543821057572425e-19,3.594110287765647e-24,7.407435436083735e-34,2.8194056905710537e-34
9.838114818758262e-24,0.054791484931128634,0.0,0.13604725708399235,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070596,0.0,1.9004667209924633e-73,7.614378240177732e-25,4.827432036141621e-72,0.0,7.0657866287864665e-158,3.2352316750012962e-49,2.43263734865339e-118,1.2422360897262981e-61,8.803275225076846e-92,1.2671721516904453e-80,6.349901529468179e-39,-6.007258149099847e-144,5.719365672391424e-34,1.0683609799736742e-96,4.254527725868398e-119,-1.3858101573556305e-158,7.614378240177794e-25,2.9302253957325394e-119,1.4938017977633034e-17,5.1059029420425364e-18,1.6338962323630582e-18,4.056327589634942e-18,3.3598170425580037e-18,1.633888941453611e-18,7.290909440896024e-24,3.0261790743068285e-33,5.719365988680563e-34
1.981479463496382e-23,0.054791484931128634,0.0,0.13604725708399232,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070595,0.0,1.545427975358507e-72,1.533600124430163e-24,3.925587559829024e-71,0.0,5.438994238062293e-156,2.623203514478365e-48,3.961207436484441e-117,5.021316891136271e-61,7.158813486313248e-91,1.0304433490921478e-79,1.2789238291745766e-38,-6.00661998944092e-144,1.151928579087634e-33,8.687899893194158e-96,8.168166230088858e-118,-1.3767747438146541e-158,1.5336001244301752e-24,4.7711885676375725e-118,3.0086430574636434e-17,1.0283720010029326e-17,3.2908050877171535e-18,8.16978655377178e-18,6.766955451912325e-18,3.290790403209382e-18,1.4684507747156772e-23,1.223229966275411e-32,1.1519287069367612e-33
3.976815426737494e-23,0.054791484931128634,0.0,0.13604725708399226,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070592,0.0,1.2464436490998586e-71,3.0779247252549423e-24,3.1661285811794364e-70,0.0,4.564882937365024e-154,2.1126573756524043e-47,6.39433487038292e-116,2.0190494373718955e-60,5.773788083405267e-90,8.310898914167412e-79,2.5667911816300945e-38,-5.985960242533531e-144,2.3119126027856672e-33,7.007040103633682e-95,1.7188661445596944e-116,-7.914119717658396e-159,3.0779247252549655e-24,7.700657188267271e-117,6.03832557685438e-17,2.0639354146002875e-17,6.604622798425371e-18,1.639670448204544e-17,1.3581232270620132e-17,6.6045933267209124e-18,2.947170435967826e-23,4.9185538947850094e-32,2.3119131168613845e-33
7.967487353219718e-23,0.054791484931128634,0.0,0.13604725708399215,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070587,0.0,1.0012113234704885e-70,6.166573926904502e-24,2.5432066578645067e-69,0.0,4.279755689828431e-152,1.6957811525972004e-46,1.0278513757972789e-114,8.097291285793527e-60,4.6378422444629464e-89,6.675765973930815e-78,5.14252588654113e-38,-5.32099939802239e-144,4.6318806501859315e-33,5.628461965959853e-94,4.049423458699e-115,3.6900776658452225e-157,6.166573926904544e-24,1.2374797576272976e-115,1.2097690615596086e-16,4.1350622417949876e-17,1.3232258219841915e-17,3.28505403385927e-17,2.7209785908032425e-17,1.3232199173743932e-17,5.904609758472117e-23,1.9725600995084722e-31,4.6318827118594856e-33
