Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27),HNOH(93),CH3OX(210),CH2X(34),CHX(35),CX(33),SX(680),CH2OX(648),CHOX(678),H2X(216),NO2X(213)
4.772055404154551e-11,0.10054149576763871,0.0,0.24952003374879006,0.031075110263184432,0.3193733973726391,0.3504647277434709,0.20699746451775755,0.0920144658369875,0.0,1.11370695687919e-18,5.402671918260635e-06,1.7578683472071888e-16,0.0,1.894158677921534e-27,1.5868521524930254e-08,9.931584561756582e-21,3.1780090040994476e-18,7.929553985415606e-29,1.8289448910812915e-11,3.153858010960084e-13,7.207215323381168e-46,1.8359365216315538e-09,1.065853294024033e-30,1.923426170913624e-19,4.4265151736010557e-35,5.397808717832281e-06,1.5352675583435977e-32,3.814817798919886e-06,1.171182579649922e-05,4.8983489848478696e-05,1.4659330239144822e-05,4.164994431887556e-06,1.254581499414355e-05,7.17313472346211e-07,4.234396582755762e-06,2.985224899601122e-09,2.400548743541764e-06,4.301833606048568e-06,6.3728320033702774e-06,6.217591127288921e-07,1.012500295632399e-05,1.5370092806366776e-12,2.5110466351860585e-10,2.748173560842803e-11,4.653396557989687e-07,2.7301800372183746e-13,2.6411825970136163e-11,1.4083330573412678e-12,2.3939111203814143e-09
4.7943388815396296e-11,0.10054149576763871,0.0,0.2495194212927896,0.031075110263184432,0.3193732448832565,0.35046467015534355,0.20699741457911675,0.09201446722304414,0.0,1.1395201445194827e-18,5.427888320672808e-06,1.7826259698085435e-16,0.0,1.9477819070667433e-27,1.6151113370312266e-08,1.0117198229835045e-20,3.207756731276081e-18,8.041154127221683e-29,1.8458060514463507e-11,3.168584609716119e-13,7.377063993348808e-46,1.8445425458760134e-09,1.0808539936814646e-30,1.9595197246861884e-19,4.5518368297625886e-35,5.422979685330782e-06,1.5639689552076423e-32,3.8148369322312764e-06,1.1724621908560374e-05,4.930466744952899e-05,1.469167960829215e-05,4.1655068904900174e-06,1.2581400193289218e-05,7.203710326351642e-07,4.265638804080601e-06,3.0047842045188692e-09,2.4316771192148593e-06,4.333890698380971e-06,6.435914481296447e-06,6.271291615651459e-07,1.0170136423709299e-05,1.5438626539359567e-12,2.5222700121847684e-10,2.75465330539957e-11,4.6963042973632873e-07,2.7765965652023644e-13,2.6984056561441657e-11,1.4398640696197376e-12,2.4162669785330326e-09
4.816622358924708e-11,0.10054149576763871,0.0,0.249518808325046,0.031075110263184432,0.3193730924610828,0.3504646127697915,0.20699736465349092,0.09201446862353063,0.0,1.1658138447967558e-18,5.453104615543673e-06,1.807615198009974e-16,0.0,2.0026633793083673e-27,1.643741404762558e-08,1.0305390495435078e-20,3.237643024502594e-18,8.153796470933642e-29,1.862742189287652e-11,3.183311203532963e-13,7.550099835245635e-46,1.8531489886033517e-09,1.0959947793840513e-30,1.9961177609418082e-19,4.6800993584345243e-35,5.448150332614255e-06,1.5930692615706665e-32,3.814856093584762e-06,1.1737304984298636e-05,4.962641830566229e-05,1.4723826406197527e-05,4.1660066159271915e-06,1.2616730628370148e-05,7.234182230241573e-07,4.296896762460747e-06,3.024397011614697e-09,2.463035328267837e-06,4.365968492753924e-06,6.499262800131991e-06,6.325143983702726e-07,1.0215250521442824e-05,1.5507131076207012e-12,2.533488932650575e-10,2.7611652919988215e-11,4.7394028118462177e-07,2.8235574373476576e-13,2.75659053981487e-11,1.471954118397245e-12,2.4387262384218756e-09
4.8366774885712794e-11,0.10054149576763871,0.0,0.24951825621807686,0.031075110263184432,0.31937295533819043,0.35046456129494985,0.20699731973129987,0.09201446989635301,0.0,1.1898943858071101e-18,5.475799188997392e-06,1.8303044216606656e-16,0.0,2.0531518986586654e-27,1.6698281194037036e-08,1.0476987670463904e-20,3.2646591622372782e-18,8.256069666039531e-29,1.8780487924915258e-11,3.1965651337458707e-13,7.708594015626084e-46,1.8608951458022993e-09,1.1097417981469295e-30,2.029491166945103e-19,4.798095421347565e-35,5.470803641378809e-06,1.6196036141444582e-32,3.814873361690722e-06,1.1748624408719979e-05,4.9916481667831726e-05,1.4752586372646067e-05,4.166445737809095e-06,1.2648310971419015e-05,7.261518258818624e-07,4.325041542806972e-06,3.0420942925323387e-09,2.49145432727914e-06,4.394855360985016e-06,6.556502786913282e-06,6.373740077124984e-07,1.0255836654773612e-05,1.5568760206363483e-12,2.5435821472476134e-10,2.767053576835305e-11,4.778354519428087e-07,2.8662902586619427e-13,2.8097885513095826e-11,1.5013191649792558e-12,2.4590279750700995e-09
4.8567326182178505e-11,0.10054149576763871,0.0,0.24951770369947054,0.031075110263184432,0.3193728182689978,0.35046450998225076,0.20699727481918062,0.09201447118095085,0.0,1.214374181236509e-18,5.498493675375656e-06,1.8531829133580515e-16,0.0,2.104695946469506e-27,1.6962200017090115e-08,1.0650709772347946e-20,3.2917875382083158e-18,8.359194498800295e-29,1.8934160779378007e-11,3.2098190599594206e-13,7.869738796195707e-46,1.868641643721033e-09,1.1236032885142591e-30,2.0632803704812876e-19,4.918558566292675e-35,5.493456690756601e-06,1.6464666981851326e-32,3.814890650491994e-06,1.175985468333305e-05,5.020700464436301e-05,1.4781184199813449e-05,4.1668750168181126e-06,1.2679686403304599e-05,7.288770254972934e-07,4.3531975161816e-06,3.0598349290833317e-09,2.5200596784086094e-06,4.4237574259240985e-06,6.613956625621146e-06,6.422457529500414e-07,1.0296407110643714e-05,1.5630365706001872e-12,2.5536717545069897e-10,2.772967842819569e-11,4.81746062792582e-07,2.909468875018741e-13,2.8637829231186184e-11,1.531148295922959e-12,2.479413456442682e-09
4.8767877478644215e-11,0.10054149576763871,0.0,0.24951715077059727,0.031075110263184432,0.3193726812531616,0.3504644588307819,0.2069972299169179,0.09201447247736523,0.0,1.2392580369206994e-18,5.5211880746940015e-06,1.876251463065237e-16,0.0,2.1573130782290817e-27,1.722919312296471e-08,1.0826574083050633e-20,3.3190281522906817e-18,8.463174500105733e-29,1.9088440221860332e-11,3.2230729821742525e-13,8.033567284003175e-46,1.8763884831815234e-09,1.1375797250731663e-30,2.0974887874531022e-19,5.041529831109107e-35,5.516109480741565e-06,1.6736611895944783e-32,3.814907959043009e-06,1.1770996927716968e-05,5.049798501278909e-05,1.4809620800170195e-05,4.1672946684381494e-06,1.271085761691871e-05,7.315938208970547e-07,4.381363954017755e-06,3.0776189301107876e-09,2.548851462708001e-06,4.452673950304087e-06,6.671623614973738e-06,6.471295556943873e-07,1.0336961894713358e-05,1.5691947583852672e-12,2.563757759034547e-10,2.7789080300703272e-11,4.856721077250552e-07,2.953095587457453e-13,2.9185819083585737e-11,1.561446908884699e-12,2.499882677479373e-09
4.8948373645463353e-11,0.10054149576763871,0.0,0.24951665278496993,0.031075110263184432,0.3193725579842486,0.35046441293156166,0.20699718951313467,0.09201447365427491,0.0,1.2620029765207771e-18,5.54161295965708e-06,1.897176310350885e-16,0.0,2.2056006683302828e-27,1.7472134162850378e-08,1.098669788870436e-20,3.3436406684466928e-18,8.557490588664207e-29,1.9227810159184075e-11,3.23500150874921e-13,8.18333507690023e-46,1.8833609313902766e-09,1.1502571892158238e-30,2.1286376243373464e-19,5.154382739184897e-35,5.536496769942107e-06,1.6984218051699568e-32,3.814923552848982e-06,1.178095059609051e-05,5.076025658494579e-05,1.4835076641586226e-05,4.16766429777079e-06,1.2738737678742822e-05,7.340317507224561e-07,4.406722096901962e-06,3.0936616149230603e-09,2.5749235320652236e-06,4.478710579496299e-06,6.723705569314442e-06,6.515352227592567e-07,1.03734478056629e-05,1.5747351084385202e-12,2.5728320818945544e-10,2.7842763109199224e-11,4.892187393409885e-07,2.992744647923932e-13,2.9685957949944635e-11,1.5891215607245025e-12,2.5183765696429243e-09
4.912886981228249e-11,0.10054149576763871,0.0,0.2495161544691466,0.031075110263184432,0.3193724347580357,0.3504643671615449,0.20699714911701442,0.09201447484081851,0.0,1.285082672518801e-18,5.562037774125409e-06,1.9182563205052377e-16,0.0,2.254784957736271e-27,1.7717600296818038e-08,1.1148583628927862e-20,3.3683440972805428e-18,8.652504797776283e-29,1.9367671072242975e-11,3.246930032086151e-13,8.335328234239873e-46,1.8903336575039335e-09,1.1630284901620955e-30,2.1601313111257977e-19,5.269331511865459e-35,5.556883849024998e-06,1.7234550019795174e-32,3.814939161212296e-06,1.1790834652673152e-05,5.102289524443328e-05,1.4860403282202132e-05,4.1680264501420955e-06,1.2766453399723449e-05,7.364628726613324e-07,4.432087605410514e-06,3.1097394384370328e-09,2.6011467264174787e-06,4.504757796587472e-06,6.775959095691495e-06,6.559505363571139e-07,1.0409921031159875e-05,1.580273546459844e-12,2.5819034867247233e-10,2.7896654925364262e-11,4.927778633220936e-07,3.0327601943974334e-13,3.0192742142432715e-11,1.6171848878537118e-12,2.5369382831467166e-09
4.930936597910163e-11,0.10054149576763871,0.0,0.24951565582413693,0.031075110263184432,0.3193723115742816,0.350464321520077,0.20699710872840987,0.09201447603702542,0.0,1.3085006952019057e-18,5.582462518110196e-06,1.939492069530985e-16,0.0,2.304879199373872e-27,1.7965608129924095e-08,1.1312244041269014e-20,3.3931384387011606e-18,8.748219701454073e-29,1.950802279033194e-11,3.2588585521855123e-13,8.489571463590984e-46,1.8973066621133703e-09,1.1758939738849163e-30,2.191972366044997e-19,5.386407129529948e-35,5.577270717985695e-06,1.7487627523353646e-32,3.814954783457966e-06,1.1800649885435159e-05,5.128589939000933e-05,1.488560137659414e-05,4.168381273029283e-06,1.2794005293792118e-05,7.388871869557037e-07,4.457459958411894e-06,3.125852406974324e-09,2.6275210949554323e-06,4.530815073853576e-06,6.828383682251521e-06,6.603754398995884e-07,1.044638157532565e-05,1.585810073100397e-12,2.590971980610835e-10,2.7950755324055395e-11,4.963494752923184e-07,3.0731438920209586e-13,3.070623270686833e-11,1.6456409075706356e-12,2.5555678143018637e-09
4.9489862145920767e-11,0.10054149576763871,0.0,0.24951515685095324,0.031075110263184432,0.3193721884327477,0.35046427600650676,0.20699706834717663,0.09201447724292489,0.0,1.3322606359256507e-18,5.602887191622609e-06,1.960884133468727e-16,0.0,2.3558967920430177e-27,1.8216174306358352e-08,1.1477691907124527e-20,3.418023692617494e-18,8.84463787370763e-29,1.9648865142801345e-11,3.2707870690477224e-13,8.646089654721896e-46,1.904279945806851e-09,1.1888539863568814e-30,2.2241633161651672e-19,5.50564091363057e-35,5.59765737681962e-06,1.7743470353577002e-32,3.814970418915575e-06,1.18103970736339e-05,5.154926742636853e-05,1.491067157602189e-05,4.168728910999048e-06,1.282139387750019e-05,7.413046941393282e-07,4.4828386379276425e-06,3.142000526817337e-09,2.654046683783142e-06,4.556881886646473e-06,6.880978816991467e-06,6.648098769761153e-07,1.0482829442280042e-05,1.5913446889669814e-12,2.600037561493915e-10,2.800506390706484e-11,4.999335708780153e-07,3.113897402140804e-13,3.122649096580549e-11,1.6744936633212724e-12,2.574265159419496e-09
4.9670358312739904e-11,0.10054149576763871,0.0,0.24951465755061114,0.031075110263184432,0.3193720653331984,0.3504642306201861,0.2069970279731731,0.09201447845854595,0.0,1.356366107094865e-18,5.6233117946737785e-06,1.9824330883970378e-16,0.0,2.407851281474803e-27,1.846931550925892e-08,1.1644940051718546e-20,3.442999858938514e-18,8.941761888544928e-29,1.979019795905701e-11,3.282715582673198e-13,8.80490788026963e-46,1.9112535091700352e-09,1.201908873550245e-30,2.2567066973959068e-19,5.627064529167593e-35,5.618043825522156e-06,1.8002098369715354e-32,3.814986066919268e-06,1.182007698790412e-05,5.18129977641202e-05,1.4935614528445224e-05,4.169069505764295e-06,1.2848619669944729e-05,7.437153950336146e-07,4.5082231291304675e-06,3.158183804209379e-09,2.6807235359364186e-06,4.582957713392867e-06,6.9337439877797826e-06,6.69253791354808e-07,1.0519264636141323e-05,1.5968773946985145e-12,2.6091002287130864e-10,2.8059580207981312e-11,5.035301457069826e-07,3.1550223819678056e-13,3.1753578517896364e-11,1.7037472247580837e-12,2.593030314810758e-09
4.983280486287713e-11,0.10054149576763871,0.0,0.24951420790142453,0.031075110263184432,0.3193719545793082,0.35046418988076306,0.2069969916426367,0.09201447956094079,0.0,1.378359462277703e-18,5.641693877184636e-06,2.00196176578905e-16,0.0,2.455422683480974e-27,1.869935805935173e-08,1.1797013255523245e-20,3.4655561386582205e-18,9.029779124723524e-29,1.9917816699272906e-11,3.2934512421690595e-13,8.949831683114385e-46,1.9175299557964546e-09,1.2137396758568605e-30,2.2862991721520863e-19,5.738244538951527e-35,5.636391449688262e-06,1.8237261386677922e-32,3.815000160302863e-06,1.182873202159075e-05,5.205066352690517e-05,1.495795492233037e-05,4.169370133983859e-06,1.287298412764102e-05,7.458792073685609e-07,4.531073717238502e-06,3.1727788186953223e-09,2.704862066128817e-06,4.606433235791493e-06,6.981377598947049e-06,6.73261371058001e-07,1.055204547852436e-05,1.6018551972352906e-12,2.61725414355672e-10,2.810882212965484e-11,5.067777291930027e-07,3.192353836826666e-13,3.2233847493685274e-11,1.7304215036451726e-12,2.609976929398022e-09
4.999525141301435e-11,0.10054149576763871,0.0,0.24951375798880884,0.031075110263184432,0.3193718438590685,0.3504641492434223,0.20699695531774484,0.09201448067125455,0.0,1.4006383032594838e-18,5.660075902638931e-06,2.021618411552796e-16,0.0,2.5037741477785442e-27,1.8931512142117746e-08,1.1950564520305876e-20,3.4881860572856764e-18,9.118372054788644e-29,2.0045832452734153e-11,3.304186899043793e-13,9.096657508276923e-46,1.9238066298509155e-09,1.2256478591383504e-30,2.316181038472493e-19,5.851247813969422e-35,5.654738903640761e-06,1.8474711118506246e-32,3.815014262834217e-06,1.1837333730528547e-05,5.228862032080856e-05,1.4980193236078667e-05,4.169665269133715e-06,1.2897217528738827e-05,7.48037508499846e-07,4.5539282274798236e-06,3.1874023203180426e-09,2.7291231790920193e-06,4.6299152636101885e-06,7.029148150918376e-06,6.772765412339916e-07,1.0584816062036564e-05,1.6068314535306912e-12,2.6254057039317095e-10,2.8158231697110642e-11,5.10035414139845e-07,3.2299887237185367e-13,3.271974360797039e-11,1.7574267566461517e-12,2.6269784646298177e-09
5.015769796315157e-11,0.10054149576763871,0.0,0.24951330781351025,0.031075110263184432,0.3193717331723131,0.35046410870769834,0.20699691899839995,0.09201448178950809,0.0,1.4232053071381834e-18,5.678457871044701e-06,2.0414034457287214e-16,0.0,2.5529158587008934e-27,1.916578999974933e-08,1.2105603286627754e-20,3.510889614754567e-18,9.207542555187802e-29,2.0174245095192673e-11,3.314922553297689e-13,9.245404016311626e-46,1.9300835317549946e-09,1.2376336756077795e-30,2.3463541633831734e-19,5.966098161659677e-35,5.673086187376221e-06,1.8714462183846847e-32,3.8150283740374724e-06,1.1845882658952328e-05,5.252686699937028e-05,1.5002329935263483e-05,4.1699550088163536e-06,1.2921320256652471e-05,7.501902996077652e-07,4.5767862910842115e-06,3.2020543135481793e-09,2.7535068998974802e-06,4.653403423005693e-06,7.077055270166486e-06,6.812992612643728e-07,1.061757638967695e-05,1.6118061640464036e-12,2.6335549082713055e-10,2.8207808582534085e-11,5.133031973634217e-07,3.26792824238131e-13,3.321131233720145e-11,1.7847660052186825e-12,2.6440349178170054e-09
5.0320144513288795e-11,0.10054149576763871,0.0,0.24951285737627654,0.031075110263184432,0.3193716225188774,0.3504640682731275,0.20699688268450642,0.09201448291572217,0.0,1.4460631647714643e-18,5.696839782409959e-06,2.0613172883823532e-16,0.0,2.6028580996370085e-27,1.9402203899532313e-08,1.2262139023752087e-20,3.533666810998587e-18,9.297292502367162e-29,2.0303054502436725e-11,3.3256582049310303e-13,9.396089989421471e-46,1.9363606619285838e-09,1.2496973774779886e-30,2.3768204196989185e-19,6.082819621071054e-35,5.6914333008911815e-06,1.895652924591317e-32,3.815042493439795e-06,1.1854379345660707e-05,5.276540241995826e-05,1.5024365483334561e-05,4.170239448898531e-06,1.2945292696284214e-05,7.523375820513492e-07,4.599647541343253e-06,3.216734802831037e-09,2.77801325164931e-06,4.6768973421485755e-06,7.125098583131379e-06,6.853294906500337e-07,1.0650326464443523e-05,1.6167793292849815e-12,2.641701760015901e-10,2.8257552453796725e-11,5.165810756801421e-07,3.306173589776962e-13,3.37085993373176e-11,1.8124422881596584e-12,2.6611462862704617e-09
5.048259106342602e-11,0.10054149576763871,0.0,0.24951240667785735,0.031075110263184432,0.3193715118985985,0.3504640279392486,0.20699684637597013,0.09201448404991751,0.0,1.469214580764238e-18,5.715221636742688e-06,2.0813603596043375e-16,0.0,2.6536112536624343e-27,1.9640766133737018e-08,1.2420181229631341e-20,3.556517645951452e-18,9.387623772771524e-29,2.0432260550290875e-11,3.3363938539440956e-13,9.548734331853178e-46,1.942638020789897e-09,1.261839216961595e-30,2.4075816860207074e-19,6.20143646433862e-35,5.709780244182165e-06,1.9200927012466785e-32,3.815056620571383e-06,1.1862824324067879e-05,5.300422544375638e-05,1.5046300341627805e-05,4.17051868354295e-06,1.296913523398153e-05,7.544793573660251e-07,4.622511613608856e-06,3.231443792586651e-09,2.8026422554951036e-06,4.700396651222249e-06,7.173277716232356e-06,6.893671890116328e-07,1.0683066289333283e-05,1.6217509496778917e-12,2.6498462650374464e-10,2.8307463104345396e-11,5.198690459070408e-07,3.3447259602405463e-13,3.4211650443369597e-11,1.8404586616393857e-12,2.6783125673010756e-09
5.064503761356324e-11,0.10054149576763871,0.0,0.2495119557190037,0.031075110263184432,0.3193714013113153,0.35046398770560233,0.2069968100726987,0.09201448519211465,0.0,1.4926622734550138e-18,5.733603434050853e-06,2.1015330795104803e-16,0.0,2.705185804176619e-27,1.9881489019509652e-08,1.2579739430894659e-20,3.579442119546885e-18,9.478538242844334e-29,2.0561863114615966e-11,3.3471295003371597e-13,9.703356070292392e-46,1.948915608755475e-09,1.274059446270992e-30,2.438639846733142e-19,6.321973198174671e-35,5.7281270172456695e-06,1.9447670235798597e-32,3.815070754965467e-06,1.1871218122253866e-05,5.324333493575382e-05,1.5068134969374856e-05,4.170792805237991e-06,1.2992848257494482e-05,7.566156272613583e-07,4.645378145291385e-06,3.2461812872098724e-09,2.8273939306367393e-06,4.723900982421595e-06,7.221592295879566e-06,6.934123160900271e-07,1.0715795867342229e-05,1.6267210256079672e-12,2.6579884161487447e-10,2.8357540236020444e-11,5.231671048635445e-07,3.383586545376071e-13,3.4720511669098845e-11,1.8688181992352322e-12,2.6955337582197505e-09
5.0807484163700464e-11,0.10054149576763871,0.0,0.24951150450046838,0.031075110263184432,0.31937129075686804,0.3504639475717316,0.20699677377460166,0.09201448634233407,0.0,1.5164089749020476e-18,5.7519851743423935e-06,2.1218358682417825e-16,0.0,2.7575923355415247e-27,2.012438489876374e-08,1.274082318283524e-20,3.602440231718626e-18,9.570037789027682e-29,2.0691862071309147e-11,3.3578651441104917e-13,9.85997435425881e-46,1.955193426240192e-09,1.2863583176183498e-30,2.469996792001883e-19,6.44445456536263e-35,5.7464736200781765e-06,1.9696773712710093e-32,3.815084896158329e-06,1.1879561263014496e-05,5.348272976473047e-05,1.5089869823712683e-05,4.171061904827198e-06,1.3016432155937514e-05,7.58746393618804e-07,4.6682467758577365e-06,3.2609472910704376e-09,2.8522682943411757e-06,4.747409969951532e-06,7.2700419484854515e-06,6.974648317466914e-07,1.0748515201465362e-05,1.6316895576512145e-12,2.666128215628192e-10,2.8407783469491555e-11,5.264752493692062e-07,3.42275653385575e-13,3.5235229206530014e-11,1.8975239919651598e-12,2.7128098563374048e-09
5.0953686058823965e-11,0.10054149576763871,0.0,0.24951109818238207,0.031075110263184432,0.31937119128581004,0.3504639115361799,0.20699674111066454,0.0920144873844074,0.0,1.5380389277821637e-18,5.768528691862109e-06,2.1402199342123385e-16,0.0,2.8054783872357866e-27,2.034485931998331e-08,1.2887110825949287e-20,3.623201493601181e-18,9.652889171545493e-29,2.0809199945265938e-11,3.3675272212668395e-13,1.0002653782628741e-45,1.960843658556856e-09,1.2974947492266064e-30,2.49847507041787e-19,6.556371098671977e-35,5.762985417077003e-06,1.992299712415095e-32,3.815097628664046e-06,1.1887027205472473e-05,5.36984281420184e-05,1.5109346262495143e-05,4.1712998743371085e-06,1.3037547585271945e-05,7.606593795073718e-07,4.688830041588263e-06,3.2742610735342824e-09,2.874760133116795e-06,4.7685717391801584e-06,7.313761814451226e-06,7.011183799951555e-07,1.0777953846128362e-05,1.6361599168294586e-12,2.6734520325306295e-10,2.8453144228322866e-11,5.294611999402345e-07,3.4582750436340633e-13,3.57035204577806e-11,1.9236578223688858e-12,2.7284052880759097e-09
5.1099887953947466e-11,0.10054149576763871,0.0,0.2495106916551153,0.031075110263184432,0.3193710918411072,0.35046387558074743,0.20699670845078252,0.09201448843301008,0.0,1.559915312793254e-18,5.785072163210523e-06,2.1587100025842895e-16,0.0,2.8540548585890413e-27,2.056711291476886e-08,1.3034648934269764e-20,3.6440224026286e-18,9.736217353554197e-29,2.092685870612705e-11,3.3771892963016083e-13,1.0146980157653204e-45,1.966494077418832e-09,1.3086952690396445e-30,2.527198286108632e-19,6.669901392194997e-35,5.77949707618326e-06,2.0151155211971776e-32,3.815110365969863e-06,1.1894452908417623e-05,5.391435590968924e-05,1.5128742583729821e-05,4.171533912184533e-06,1.3058559025056251e-05,7.625679108007542e-07,4.709414457111654e-06,3.2875979551498936e-09,2.897351371939979e-06,4.789736721533577e-06,7.357590514600183e-06,7.04777851487659e-07,1.0807384197850937e-05,1.640629026118936e-12,2.6807739486002687e-10,2.8498639157107352e-11,5.324553149133175e-07,3.4940459935762745e-13,3.617662680545135e-11,1.9500769152998028e-12,2.74404519050713e-09
5.124608984907097e-11,0.10054149576763871,0.0,0.24951028491921978,0.031075110263184432,0.31937099242264694,0.35046383970510525,0.20699667579489284,0.09201448948815678,0.0,1.5820401500547915e-18,5.801615588393374e-06,2.1773063796929256e-16,0.0,2.9033296779130443e-27,2.07911547314012e-08,1.3183444533109158e-20,3.6649029587526085e-18,9.820023702977255e-29,2.1044838263496837e-11,3.3868513692149855e-13,1.0292967696111837e-45,1.9721446831251218e-09,1.3199600609196712e-30,2.5561678290057117e-19,6.785063979852407e-35,5.7960085973943385e-06,2.0381258855443476e-32,3.815123107744061e-06,1.1901838742187427e-05,5.413051225091268e-05,1.5148059116355592e-05,4.1717640812932895e-06,1.3079466761627282e-05,7.644719892187634e-07,4.729999763864188e-06,3.3009579390509344e-09,2.9200420194212096e-06,4.810904654517416e-06,7.401527776637068e-06,7.084432172154741e-07,1.0836806258814365e-05,1.6450968858677496e-12,2.68809396329764e-10,2.8544268025409836e-11,5.354575919721462e-07,3.5300702444372783e-13,3.665458229233731e-11,1.9767835604786723e-12,2.75972956167076e-09
5.1377671554682117e-11,0.10054149576763871,0.0,0.24950991867899303,0.031075110263184432,0.3193709029683774,0.3504638074849772,0.20699664640795434,0.09201449044339607,0.0,1.6021666071180153e-18,5.816504631591113e-06,2.1941342662600799e-16,0.0,2.948280710232436e-27,2.09943287873315e-08,1.3318441548008856e-20,3.683746457491906e-18,9.895859381185302e-29,2.1151294071451716e-11,3.3955472330233867e-13,1.0425788591362938e-45,1.977230388258925e-09,1.3301534781909663e-30,2.5824521792042626e-19,6.890121366329487e-35,5.810868848581769e-06,2.059002459986258e-32,3.815134578888755e-06,1.1908452207823892e-05,5.4325247715270916e-05,1.5165376047237674e-05,4.1719679769137e-06,1.3098195295593218e-05,7.661818540944142e-07,4.7485270893225915e-06,3.3130016795927563e-09,2.9405486026720503e-06,4.829958101099794e-06,7.441163907856062e-06,7.1174706203056e-07,1.0863279026884676e-05,1.6491168915616783e-12,2.694680353873307e-10,2.85854483770432e-11,5.381666179941105e-07,3.56270935238029e-13,3.708891647436784e-11,2.0010673000534127e-12,2.7738835148640553e-09
5.1509253260293266e-11,0.10054149576763871,0.0,0.2495095522706281,0.031075110263184432,0.31937081353519287,0.3504637753289761,0.20699661702415517,0.09201449140395854,0.0,1.6224974393543512e-18,5.831393637403544e-06,2.2110487343908642e-16,0.0,2.9938097568481245e-27,2.1198965263675254e-08,1.3454467983836782e-20,3.702638270305162e-18,9.972084480231201e-29,2.1258009585512466e-11,3.4042430951137433e-13,1.0559977089766202e-45,1.9823162451943944e-09,1.3403992388001335e-30,2.608938201944878e-19,6.996529787290592e-35,5.825728988070067e-06,2.080038305224018e-32,3.8151460531467715e-06,1.1915033941976092e-05,5.4520167072551804e-05,1.5182628852590355e-05,4.172168833469748e-06,1.3116840272380113e-05,7.678881150249843e-07,4.7670547417282574e-06,3.3250641377723707e-09,2.961135717434482e-06,4.849013536630385e-06,7.480887555211407e-06,7.150556367097597e-07,1.0889745082795619e-05,1.6531358856399503e-12,2.7012652077278184e-10,2.8626736933685388e-11,5.408822517416828e-07,3.59555495466154e-13,3.752723110810623e-11,2.0255875064141736e-12,2.788073484713719e-09
5.1640834965904416e-11,0.10054149576763871,0.0,0.2495091856945291,0.031075110263184432,0.3193707241230132,0.3504637432368648,0.20699658764345152,0.09201449236985475,0.0,1.6430341380410501e-18,5.846282605834814e-06,2.2280500074382906e-16,0.0,3.0399227391780533e-27,2.1405070789707896e-08,1.35915290010397e-20,3.7215783971572045e-18,1.0048699997329307e-28,2.1364984739830042e-11,3.4129389554861824e-13,1.0695543725286053e-45,1.9874022541472634e-09,1.3506974767824174e-30,2.6356269183518453e-19,7.104303085242239e-35,5.840589015857306e-06,2.1012342204120894e-32,3.815157530280457e-06,1.1921584207725952e-05,5.471526973237761e-05,1.51998177694145e-05,4.172366694769529e-06,1.3135401902337582e-05,7.695907734846682e-07,4.785582535378085e-06,3.3371453158404603e-09,2.981803367415884e-06,4.868070772480324e-06,7.520698520273287e-06,7.183689202726223e-07,1.0916204428135991e-05,1.6571538683537557e-12,2.707848524077313e-10,2.866813353276246e-11,5.43604491527659e-07,3.6286076749403466e-13,3.796955125116812e-11,2.050345872750735e-12,2.8022994697907143e-09
5.1772416671515566e-11,0.10054149576763871,0.0,0.2495088189511005,0.031075110263184432,0.31937063473175875,0.3504637112084074,0.2069965582658003,0.09201449334109525,0.0,1.6637782003209171e-18,5.861171536889065e-06,2.245138308766318e-16,0.0,3.086625623853826e-27,2.1612652005071962e-08,1.3729629772369054e-20,3.7405668380128595e-18,1.0125706929693384e-28,2.1472219468570988e-11,3.4216348141408344e-13,1.0832499085837989e-45,1.9924884153325656e-09,1.3610483261729652e-30,2.6625193520310036e-19,7.2134552084117e-35,5.855448931941553e-06,2.1225910066158685e-32,3.815169010053474e-06,1.1928103266013133e-05,5.49105551059694e-05,1.5216943033834971e-05,4.172561603989198e-06,1.3153880396296296e-05,7.712898310157167e-07,4.804110285448203e-06,3.349245216037107e-09,3.0025515555200024e-06,4.887129620881271e-06,7.56059660464291e-06,7.216868917916671e-07,1.094265706449417e-05,1.6611708399429e-12,2.7144303048556613e-10,2.8709638043024143e-11,5.463333356649594e-07,3.661868135569255e-13,3.841590203678839e-11,2.075344099850441e-12,2.8165614686660135e-09
