Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27)
9.044830059746598e-23,0.12058130662282415,0.0,0.29940338434447195,0.031075110263184432,0.3194096818763551,0.35048479213953937,0.20701222018021492,0.09201819554070578,0.0,1.877035638479323e-51,1.1839278604351714e-16,4.422376681241503e-48,0.0,4.744889681204559e-108,2.8108890000737234e-34,1.845975760474893e-77,6.462891468263128e-41,2.1948895870527924e-59,2.8922414082582518e-55,1.541960403856026e-22,2.5577172212585575e-96,7.589897491001569e-19,2.096436364023492e-60,4.309174230572097e-78,5.680947322679847e-109,1.183929402395751e-16,4.1479244760851235e-76,2.0373467923525248e-16,6.963771898564391e-17,2.2333469026584342e-17,5.5322908407974346e-17,4.582343176300129e-17,2.2284070076138127e-17,4.9398950341415603e-20,5.126770794851461e-29,7.589897490823967e-19,1.6220150066961995e-40,5.126770794855466e-29,1.2332392650691426e-30
1.809751835586135e-22,0.12058130662282415,0.0,0.2994033843444715,0.031075110263184432,0.319409681876355,0.3504847921395392,0.20701222018021487,0.09201819554070557,0.0,1.5031508536715567e-50,2.368884328915899e-16,3.5414880503018955e-47,0.0,3.041423092344748e-106,1.1250881389283265e-33,2.956769345669709e-76,2.5868408654303826e-40,1.757691803425798e-58,2.3161388376033744e-54,3.085260477915228e-22,8.1969467914037e-95,1.5186389158797998e-18,1.6788493759250058e-59,6.90216811326836e-77,3.641425732581653e-107,2.368887414176722e-16,6.643887847612151e-75,4.076463651269776e-16,1.3933593989750054e-16,4.4686341589622e-17,1.1069388189653102e-16,9.168667536845459e-17,4.458750077013038e-17,9.884081907213874e-20,2.0520443930017875e-28,1.5186389158444186e-18,1.2985982599404894e-39,2.0520443930049932e-28,4.936170978860195e-30
3.6202894948090855e-22,0.12058130662282415,0.0,0.29940338434447067,0.031075110263184432,0.3194096818763548,0.35048479213953887,0.20701222018021478,0.09201819554070517,0.0,1.2031299176904803e-49,4.73879726587735e-16,2.8346258235186427e-46,0.0,1.9480142840826452e-104,4.5018180515537796e-33,4.733398929584762e-75,1.0350732977987046e-39,1.4068658442467874e-57,1.8538498130370262e-53,6.17186062603363e-22,2.6249849191447036e-93,3.037937249439054e-18,1.3437599470057685e-58,1.104946488751988e-75,2.3323123133714165e-105,4.738803437738647e-16,1.0635990793417776e-73,8.154697368644425e-16,2.7873238171622095e-16,8.939208671942919e-17,2.2143582887192934e-16,1.8341316257649096e-16,8.919436216091528e-17,1.9772455683541427e-19,8.210850483870496e-28,3.0379372493688945e-18,1.0392732785055916e-38,8.21085048389615e-28,1.9751113610340604e-29
7.241364813254987e-22,0.12058130662282415,0.0,0.299403384344469,0.031075110263184432,0.31940968187635443,0.35048479213953815,0.2070122201802146,0.09201819554070435,0.0,9.627476875757981e-49,9.478623139800243e-16,2.268274952362398e-45,0.0,1.2472106947371988e-102,1.8010203619479572e-32,7.575493285567033e-74,4.140967190449469e-39,1.1257777056013832e-56,1.4834554393263517e-52,1.2345060922270429e-21,8.403092196478305e-92,6.0765339165574384e-18,1.0752802025903925e-57,1.7683945157876789e-74,1.4932560903955872e-103,9.47863548486242e-16,1.7022202774757685e-72,1.6311164801554322e-15,5.575252653336901e-16,1.7880357699397106e-16,4.429197228158659e-16,3.6686613698108275e-16,1.784080849536867e-16,3.9549203356928233e-19,3.2848748522326294e-27,6.076533916419576e-18,8.315765248025749e-38,3.2848748522531575e-27,7.901731586981613e-29
1.4483515450146789e-21,0.12058130662282415,0.0,0.2994033843444657,0.031075110263184432,0.3194096818763537,0.35048479213953676,0.20701222018021423,0.09201819554070272,0.0,7.702956633346783e-48,1.8958274887645996e-15,1.8148497073567705e-44,0.0,7.983692508410278e-101,7.204667775435639e-32,1.212243359072271e-72,1.6565216856308922e-38,9.007361904832804e-56,1.186914605363147e-51,2.4691461514744007e-21,2.6894920830716135e-90,1.2153727250793711e-17,8.603330733627995e-57,2.82981642573096e-73,9.558683265450954e-102,1.895829957910966e-15,2.723921897006003e-71,3.2624099660016495e-15,1.1151110324887417e-15,3.576265576027649e-16,8.858875106762987e-16,7.337720857443428e-16,3.5683553058403614e-16,7.910269918662868e-19,1.3140568803712494e-26,1.2153727250527857e-17,6.653243874496391e-37,1.3140568803876734e-26,3.160949898221979e-28
2.8967816723930394e-21,0.12058130662282415,0.0,0.29940338434445896,0.031075110263184432,0.3194096818763522,0.350484792139534,0.2070122201802135,0.09201819554069945,0.0,6.162755383583145e-47,3.791757838333734e-15,1.4519716696816862e-43,0.0,5.1100608753399855e-99,2.881984382468164e-31,1.9397209629228868e-71,6.626356371026107e-38,7.2063456557164e-55,9.495917895200308e-51,4.938426269969108e-21,8.607178880046701e-89,2.4308113919264256e-17,6.8831002586569325e-56,4.528017787495919e-72,6.118147528186938e-100,3.791762776760294e-15,4.3585706186944737e-70,6.524996934751038e-15,2.2302825664792984e-15,7.152725190591927e-16,1.7718230862874028e-15,1.467583983087168e-15,7.136904220239611e-16,1.5820969277773682e-18,5.25644140906378e-26,2.4308113918772096e-17,5.3228477844920925e-36,5.256441409195174e-26,1.2644314270396592e-27
5.793641927149761e-21,0.12058130662282415,0.0,0.2994033843444455,0.031075110263184432,0.31940968187634927,0.35048479213952843,0.20701222018021204,0.09201819554069293,0.0,4.930360342390672e-46,7.583618537471943e-15,1.161614098385606e-42,0.0,3.2706027221316796e-97,1.1528172099354057e-30,3.103658918619755e-70,2.650596475071107e-37,5.76525898288147e-54,7.596974744415296e-50,9.876986506958485e-21,2.7544259227620495e-87,4.8616887256197386e-17,5.506654480945853e-55,7.245088310865847e-71,3.915803304942421e-98,7.583628414458464e-15,6.973949465118935e-69,1.3050170860477625e-14,4.460625633182226e-15,1.4305644429274085e-15,3.5436942370705664e-15,2.93520777703804e-15,1.4274002056207154e-15,3.1642368768678204e-18,2.102619342708377e-25,4.8616887255371264e-17,4.258379305801401e-35,2.1026193428134895e-25,5.057828751357172e-27
1.1587362436663203e-20,0.12058130662282415,0.0,0.29940338434441865,0.031075110263184432,0.31940968187634333,0.35048479213951733,0.2070122201802091,0.09201819554067987,0.0,3.944350689074474e-45,1.516733993574812e-14,9.293059839886771e-42,0.0,2.093243905662148e-95,4.6113157706300085e-30,4.965938904749847e-69,1.0602493754566899e-36,4.612280170742123e-53,6.077675968300992e-49,1.9754106980937102e-20,8.814368848171687e-86,9.723443393003176e-17,4.405393295428417e-54,1.1592383220187814e-69,2.506174560687563e-96,1.5167359689852878e-14,1.1158508327725113e-67,2.6100518664842043e-14,8.92131176147534e-15,2.861148294485283e-15,7.087436536880712e-15,5.87045536200067e-15,2.8548197756818426e-15,6.328517084121887e-18,8.410562936205245e-25,9.723443392901237e-17,3.4067438789450803e-34,8.41056293704615e-25,2.023152194057697e-26
2.3174803455690086e-20,0.12058130662282415,0.0,0.299403384344365,0.031075110263184432,0.31940968187633145,0.35048479213949507,0.2070122201802032,0.09201819554065377,0.0,3.155505517514639e-44,3.0334782732299514e-14,7.434506693474194e-41,0.0,1.3397020827482961e-93,1.8445357077310893e-29,7.94557101570157e-68,4.241019072780158e-36,3.689853330591113e-52,4.8621792440405746e-48,3.950834792889377e-20,2.8206309751079284e-84,1.9446952727757297e-16,3.524342520824008e-53,1.8548115615480404e-68,1.6039710616975797e-94,3.0334822240633965e-14,1.7853764672537485e-66,5.220121408521587e-14,1.784268399761059e-14,5.722316012886801e-15,1.4174921129476282e-14,1.1740950520169472e-14,5.709658927274568e-15,1.2657078734922657e-17,3.364242292788037e-24,1.9446952727806564e-16,2.725411280955003e-33,3.364242293461028e-24,8.092650840979082e-26
4.634968549374386e-20,0.12058130662282415,0.0,0.29940338434425756,0.031075110263184432,0.3194096818763077,0.35048479213945055,0.20701222018019147,0.09201819554060156,0.0,2.5244144005515242e-43,6.066966832539846e-14,5.947628883487398e-40,0.0,8.574270819346822e-92,7.378161736001531e-29,1.2712972030357992e-66,1.6964119433130653e-35,2.9518943421162464e-51,3.8897587830491175e-47,7.901682982480487e-20,9.026071830605025e-83,3.8893971397214537e-16,2.8194851704940056e-52,2.96775755111953e-67,1.0265476692667288e-92,6.066974734216521e-14,2.856614455514802e-65,1.0440260417254346e-13,3.56854283880772e-14,1.1444651510832911e-14,2.8349890286568524e-14,2.348194078948125e-14,1.1419337276341908e-14,2.5314206981694762e-17,1.3457003449082654e-23,3.8893971398325657e-16,2.1803355022548326e-32,1.3457003454468995e-23,3.2370692913879754e-25
9.269944956985139e-20,0.12058130662282415,0.0,0.29940338434404273,0.031075110263184432,0.3194096818762602,0.3504847921393615,0.207012220180168,0.09201819554049713,0.0,2.019535515064272e-42,1.2133943951158096e-13,4.758112518278885e-39,0.0,5.487710880708714e-90,2.9512685602820235e-28,2.0340812822502583e-65,6.785656401669644e-35,2.3615201447589996e-50,3.111813181574571e-46,1.5803379361661808e-19,2.8883514194626584e-81,7.778800873592501e-16,2.2555925979372194e-51,4.748570861631107e-66,6.569924890959048e-91,1.2133959754510398e-13,4.570592815174635e-64,2.0880538133351854e-13,7.137091684179487e-14,2.2889322751297434e-14,5.669982848835744e-14,4.696392114000148e-14,2.283869415800414e-14,5.062848325592127e-17,5.382808268225147e-23,7.7788008742197605e-16,1.7442710029686829e-31,5.382808272534466e-23,1.2948299411789812e-24
1.8539897772206647e-19,0.12058130662282415,0.0,0.29940338434361313,0.031075110263184432,0.3194096818761652,0.3504847921391835,0.20701222018012103,0.09201819554028827,0.0,1.6156300099013745e-41,2.4267898188388435e-13,3.806493779202761e-38,0.0,3.51234635390538e-88,1.180508265178957e-27,3.2545381294051875e-64,2.7142642863569156e-34,1.88921798423498e-49,2.4894530073111113e-45,3.1606772120020844e-19,9.2427380361687e-80,1.5557608341252987e-15,1.8044758629676178e-50,7.598197323141275e-65,4.204758269031938e-89,2.426792979504866e-13,7.312956253376318e-63,4.1761092360074897e-13,1.4274189244036803e-13,4.5778666210515676e-14,1.1339970444235297e-13,9.392788108862872e-14,4.5677408655438784e-14,1.0125711492710313e-16,2.1531247114049047e-22,1.5557608344127644e-15,1.3954178591014046e-30,2.1531247148499204e-22,5.1793276829468425e-24
