Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27)
1.7770327638134877e-11,0.12058130662282415,0.0,0.2993579170223237,0.031075110263184432,0.3193946137002536,0.3504559457796987,0.20700942477617715,0.09201457682456661,0.0,1.0015058350732457e-17,2.325956346425724e-05,1.9540267785190718e-14,0.0,1.962315961159304e-37,9.177935288807738e-10,1.6997338960022736e-30,1.871073909184337e-18,9.704109521680919e-26,1.2784073270487162e-21,3.0294513142950575e-11,1.6900986346744516e-40,1.4900435961884773e-07,9.26865293333657e-27,1.7397539051506008e-29,2.971648192554365e-42,2.325273808431942e-05,1.6881749281568285e-31,3.6169792781006185e-06,3.8018985422278192e-06,1.5794859657719767e-05,5.5867963571503685e-06,2.7953737435837333e-06,6.5044589626404045e-06,6.679932283025663e-07,1.8628720810257276e-06,1.5120104013321472e-07,7.264683004379907e-07,2.0212771750605043e-06,2.088344821933092e-06
1.7859702132870125e-11,0.12058130662282415,0.0,0.2993576868210523,0.031075110263184432,0.3193945434628381,0.3504558168935883,0.2070094226942679,0.09201457689837786,0.0,1.0192251147983061e-17,2.337654104325477e-05,1.9836530399501718e-14,0.0,2.0324464014003128e-37,9.361940742304674e-10,1.7428671162608517e-30,1.88994669608669e-18,9.851264972861994e-26,1.2977918618593075e-21,3.044687648385098e-11,1.7330291670991131e-40,1.4975332246769396e-07,9.409204140850572e-27,1.7839408002150655e-29,3.0626980037839246e-42,2.336964870275374e-05,1.7223965268483674e-31,3.6169876749304664e-06,3.8042865175483287e-06,1.5913029399217905e-05,5.598704888298195e-06,2.7974555005557216e-06,6.527125711344002e-06,6.717565129178619e-07,1.8787022875040605e-06,1.5197202061155702e-07,7.370232422432506e-07,2.039303737799481e-06,2.1131479472796836e-06
1.7949076627605373e-11,0.12058130662282415,0.0,0.2993574563576532,0.031075110263184432,0.3193944732399829,0.3504556880982512,0.20700942064429886,0.09201457697379116,0.0,1.0371932966473621e-17,2.3493518579280056e-05,2.013577210618151e-14,0.0,2.1047142317285024e-37,9.548694407447984e-10,1.7868715426166255e-30,1.908914233894864e-18,9.999900620019355e-26,1.3173713495103243e-21,3.05992398231283e-11,1.7768276888321599e-40,1.5050228188566503e-07,9.551169096521849e-27,1.8290209462371103e-29,3.1560632592228724e-42,2.3486558949623387e-05,1.7571358204338953e-31,3.6169959386281695e-06,3.806641524694272e-06,1.6031468894355295e-05,5.610522689052733e-06,2.799505317179631e-06,6.549656762583526e-06,6.755104234402165e-07,1.894555510057594e-06,1.527431064248642e-07,7.476693111838129e-07,2.0573701572764165e-06,2.138090290320483e-06
1.803845112234062e-11,0.12058130662282415,0.0,0.2993572256323354,0.031075110263184432,0.3193944030315117,0.3504555593929967,0.2070094186257807,0.09201457705080522,0.0,1.0554131497621089e-17,2.3610496072363257e-05,2.0438007801266082e-14,0.0,2.179173461838e-37,9.738222997577825e-10,1.8317603052877182e-30,1.9279765233088094e-18,1.0150023870386626e-25,1.3371467651249247e-21,3.0751603160805835e-11,1.821507295850089e-40,1.512512378842819e-07,9.694554874801804e-27,1.8750078169985503e-29,3.251790913843413e-42,2.360346882477346e-05,1.7923980044100182e-31,3.617004077687149e-06,3.808964180191491e-06,1.6150176960439496e-05,5.622250450178236e-06,2.801523682945806e-06,6.5720525997363976e-06,6.792549178966641e-07,1.91043120948664e-06,1.5351429757278875e-07,7.584066660646844e-07,2.0754758903471656e-06,2.1631715015740407e-06
1.812782561707587e-11,0.12058130662282415,0.0,0.29935699464531806,0.031075110263184432,0.3193943328372515,0.3504554307771392,0.20700941663823144,0.09201457712941938,0.0,1.0738874657921818e-17,2.3727473522534312e-05,2.0743252380704573e-14,0.0,2.255879187702042e-37,9.930553337723305e-10,1.8775466657326638e-30,1.9471335650284977e-18,1.0301642131197438e-25,1.357119083821482e-21,3.090396649690651e-11,1.867081215196309e-40,1.5200019047501514e-07,9.839368550139226e-27,1.9219150210648327e-29,3.349928635764271e-42,2.3720378328048028e-05,1.8281883002261571e-31,3.617012100116187e-06,3.811255089526489e-06,1.62691524214234e-05,5.633888857179578e-06,2.8035110798425144e-06,6.594313710533734e-06,6.829899557496753e-07,1.9263288500791734e-06,1.5428559405498265e-07,7.692354627428037e-07,2.0936203966393723e-06,2.188391229984938e-06
1.8217200111811117e-11,0.12058130662282415,0.0,0.2993567633968303,0.031075110263184432,0.3193942626570327,0.35045530224999855,0.20700941468117645,0.09201457720963326,0.0,1.0926190589397507e-17,2.384445092982293e-05,2.105152074035963e-14,0.0,2.3348876078752662e-37,1.012571236425764e-09,1.924244017302477e-30,1.9663853597539305e-18,1.04547628096854e-25,1.377289280713582e-21,3.1056329831452885e-11,1.9135628056337303e-40,1.5274913966928474e-07,9.985617196980317e-27,1.9697563024551774e-29,3.450524813499525e-42,2.383728745929014e-05,1.8645119552847337e-31,3.6170200134658003e-06,3.813514847340051e-06,1.63883941078458e-05,5.645438590342319e-06,2.805467982470924e-06,6.616440586898659e-06,6.867154978708689e-07,1.942247899613488e-06,1.5505699587109744e-07,7.80155854144651e-07,2.1118031385613063e-06,2.2137491229765424e-06
1.8306574606546365e-11,0.12058130662282415,0.0,0.2993565318871109,0.031075110263184432,0.3193941924906887,0.3504551738108993,0.20700941275414841,0.09201457729144696,0.0,1.111610766002796e-17,2.39614282942586e-05,2.1362827776007766e-14,0.0,2.4162560399582526e-37,1.0323727124553083e-09,1.9718658858927167e-30,1.9857319081851317e-18,1.0609393313084127e-25,1.397658330910019e-21,3.1208693164467206e-11,1.960965558297358e-40,1.5349808547846062e-07,1.0133307889768681e-26,2.0185455413127074e-29,3.553628563245372e-42,2.395419621834184e-05,1.9013742429413475e-31,3.6170278248531663e-06,3.815744037617497e-06,1.6507900856772744e-05,5.656900324772433e-06,2.8073948581583263e-06,6.638433724787975e-06,6.904315065151429e-07,1.9581878293603155e-06,1.5582850302078408e-07,7.911679902838874e-07,2.130023581310155e-06,2.2392448265027978e-06
1.8395949101281613e-11,0.12058130662282415,0.0,0.2993563001164081,0.031075110263184432,0.3193941223380564,0.35045504545917167,0.20700941085668717,0.09201457737486092,0.0,1.1308654464170793e-17,2.407840561587057e-05,2.1677188383339715e-14,0.0,2.5000429372251163e-37,1.05246247766356e-09,2.020425930595538e-30,2.0051732110221538e-18,1.0765541048627217e-25,1.4182272095147934e-21,3.1361056495971367e-11,2.009303097346884e-40,1.542470279138629e-07,1.0282447702945325e-26,2.0682967545745708e-29,3.65928973620483e-42,2.4071104605044228e-05,1.9387804625049606e-31,3.6170355409857113e-06,3.817943233875639e-06,1.6627671511739638e-05,5.668274730435754e-06,2.8092921670696147e-06,6.660293624037174e-06,6.941379452952182e-07,1.9741481140843837e-06,1.5660011550369307e-07,8.022720182790135e-07,2.148281192879743e-06,2.264877985099067e-06
1.848532359601686e-11,0.12058130662282415,0.0,0.29935606808497933,0.031075110263184432,0.3193940521989758,0.35045491719415084,0.20700940898833953,0.09201457745987593,0.0,1.1503859822968162e-17,2.4195382894687895e-05,2.1994617457960796e-14,0.0,2.586307905414946e-37,1.0728432588839307e-09,2.0699379443517333e-30,2.0247092689650734e-18,1.0923213423548272e-25,1.4389968916271065e-21,3.151341982598692e-11,2.0585891806192752e-40,1.5499596698676207e-07,1.0433043710948671e-26,2.119024096642054e-29,3.7675589259504187e-42,2.418801261923747e-05,1.976735939238078e-31,3.6170431681834273e-06,3.820112999346453e-06,1.6747704922694175e-05,5.679562472197107e-06,2.8111603623170617e-06,6.682020788208691e-06,6.978347791565913e-07,1.990128232045467e-06,1.5737183331947427e-07,8.134680823710489e-07,2.166575444067729e-06,2.2906482419320472e-06
1.857469809075211e-11,0.12058130662282415,0.0,0.29935583579309144,0.031075110263184432,0.3193939820732896,0.3504547890151768,0.2070094071486594,0.0920145775464931,0.0,1.1701752784740596e-17,2.431236013073937e-05,2.2315129895391234e-14,0.0,2.6751117196878932e-37,1.0935177939460745e-09,2.1204158546027717e-30,2.0443400827139916e-18,1.1082417845080889e-25,1.4599683523413596e-21,3.1665783154535085e-11,2.1088377002813673e-40,1.557449027083794e-07,1.0585102988214543e-26,2.170741860050679e-29,3.878487475824816e-42,2.430492026076081e-05,2.015246024356932e-31,3.6170507123999723e-06,3.822253887157595e-06,1.6867999945939987e-05,5.6907642098591556e-06,2.8129998900684134e-06,6.70361572444338e-06,7.015219743528887e-07,2.0061276649989133e-06,1.5814365646777721e-07,8.247563239412311e-07,2.184905808482275e-06,2.3165552388487656e-06
1.8664072585487357e-11,0.12058130662282415,0.0,0.2993556032410199,0.031075110263184432,0.319393911960844,0.3504546609215948,0.20700940533720746,0.0920145776347139,0.0,1.1902362625368026e-17,2.4429337324053597e-05,2.2638740591066546e-14,0.0,2.7665163417467237e-37,1.1144888316412888e-09,2.17187372394282e-30,2.064065652969037e-18,1.1243161720458652e-25,1.4811425667471484e-21,3.181814648163678e-11,2.160062683482458e-40,1.5649383508988728e-07,1.0738632609176183e-26,2.223464476140296e-29,3.9921274863795205e-42,2.442182752945265e-05,2.0543160950316584e-31,3.6170581792426416e-06,3.824366440509743e-06,1.6988555444081033e-05,5.701880598200946e-06,2.8148111896533237e-06,6.725078943315101e-06,7.051994984216197e-07,2.022145898195663e-06,1.5891558494825068e-07,8.361368815287239e-07,2.20327176254819e-06,2.342598616424672e-06
1.8753447080222605e-11,0.12058130662282415,0.0,0.2993553704290488,0.031075110263184432,0.31939384186148795,0.3504545329127551,0.20700940355355105,0.09201457772454003,0.0,1.2105718848658125e-17,2.4546314474658955e-05,2.296546444033786e-14,0.0,2.8605849371246152e-37,1.135759131687905e-09,2.2243257507707648e-30,2.083885980430362e-18,1.140545245691516e-25,1.5025205099292605e-21,3.197050980731256e-11,2.2122782930068897e-40,1.572427641424092e-07,1.0893639648264233e-26,2.277206515725166e-29,4.1085318228515374e-42,2.4538734425150508e-05,2.0939515543864835e-31,3.617065573991249e-06,3.826451192850882e-06,1.7109370285966736e-05,5.712912287016146e-06,2.8165946936681565e-06,6.7464109586884206e-06,7.088673201603183e-07,2.038182420381792e-06,1.5968761876054324e-07,8.476098908483408e-07,2.221672785512591e-06,2.368778014010854e-06
1.8842821574957853e-11,0.12058130662282415,0.0,0.2993551373574714,0.031075110263184432,0.31939377177507344,0.35045440498801267,0.2070094017972643,0.09201457781597351,0.0,1.2311851186702049e-17,2.4663291582583617e-05,2.3295316338472292e-14,0.0,2.957381892640025e-37,1.1573314646966544e-09,2.2777862699422174e-30,2.1038010657981464e-18,1.156929746168399e-25,1.524103156967672e-21,3.2122873131582676e-11,2.2654988279266484e-40,1.5799168987702041e-07,1.1050131179906752e-26,2.3319826897640258e-29,4.2277541226781154e-42,2.4655640947691094e-05,2.134157831499905e-31,3.617072901615997e-06,3.828508668047522e-06,1.7230443346637864e-05,5.723859921151024e-06,2.81835082807919e-06,6.767612287579316e-06,7.125254096030729e-07,2.0542367237975697e-06,1.6045975790430274e-07,8.59175484808276e-07,2.2401083594500514e-06,2.3950930697803625e-06
1.89321960696931e-11,0.12058130662282415,0.0,0.2993549040265886,0.031075110263184432,0.3193937017014551,0.3504542771467276,0.20700940006792767,0.09201457790901658,0.0,1.2520789600217638e-17,2.4780268647855508e-05,2.3628311180653278e-14,0.0,3.056972834019406e-37,1.1792086121360286e-09,2.3322697534215155e-30,2.123810909772593e-18,1.1734704141998732e-25,1.5458914829375447e-21,3.2275236454467117e-11,2.3197387242539473e-40,1.587406123047477e-07,1.1208114278529213e-26,2.3878078500301526e-29,4.3498488030495197e-42,2.4772547096910323e-05,2.1749403814048706e-31,3.617080166794369e-06,3.830539380552974e-06,1.7351773507273045e-05,5.734724140542103e-06,2.8200800123242237e-06,6.788683450018853e-06,7.16173737997437e-07,2.070308304176048e-06,1.6123200237917674e-07,8.708337935278407e-07,2.2585779692672854e-06,2.4215434207737006e-06
1.902157056442835e-11,0.12058130662282415,0.0,0.2993546704367102,0.031075110263184432,0.31939363164049056,0.3504541493882649,0.2070093983651282,0.09201457800367167,0.0,1.2732564278880221e-17,2.4897245670502376e-05,2.3964463861980884e-14,0.0,3.159424643688604e-37,1.2013933662976163e-09,2.3877908109337128e-30,2.143915513053932e-18,1.1901679905092977e-25,1.5678864629092203e-21,3.24275997759855e-11,2.37501255559382e-40,1.5948953143657026e-07,1.1367596018554502e-26,2.4446969897814118e-29,4.4748710684999165e-42,2.4889452872643325e-05,2.216304685088963e-31,3.617087373927126e-06,3.832543835572667e-06,1.7473359655136067e-05,5.7455055802535515e-06,2.8217826594126483e-06,6.809624968919783e-06,7.198122777817147e-07,2.0863966607412053e-06,1.6200435218481214e-07,8.825849443552051e-07,2.277081102707357e-06,2.448128702943442e-06
1.9110945059163598e-11,0.12058130662282415,0.0,0.2993544365881533,0.031075110263184432,0.31939356159204,0.3504540217119943,0.20700939668845925,0.09201457809994161,0.0,1.2947205641641095e-17,2.501422265055174e-05,2.4303789277472187e-14,0.0,3.2648054787337054e-37,1.2238885302614357e-09,2.4443641906165625e-30,2.1641148763424172e-18,1.2070232158200308e-25,1.5900890719482207e-21,3.257996309615717e-11,2.431335033796705e-40,1.6023844728341944e-07,1.1528583474402921e-26,2.5026652444302964e-29,4.602876918536332e-42,2.5006358274724505e-05,2.2582562494945813e-31,3.6170945271534208e-06,3.834522529226606e-06,1.7595200683523778e-05,5.756204870514285e-06,2.823459176023962e-06,6.830437369945989e-06,7.234410025626153e-07,2.1025012962056404e-06,1.6277680732085546e-07,8.944290618851381e-07,2.295617250353432e-06,2.474848551198047e-06
1.9200319553898846e-11,0.12058130662282415,0.0,0.29935420248124345,0.031075110263184432,0.3193934915559668,0.35045389411729017,0.2070093950375203,0.09201457819782925,0.0,1.3164744337033766e-17,2.5131199588030924e-05,2.4646302322061604e-14,0.0,3.373184789032157e-37,1.2466969178612515e-09,2.502004779672487e-30,2.1844090003383284e-18,1.2240368308554306e-25,1.612500285115242e-21,3.273232641500117e-11,2.4887210096110434e-40,1.6098735985617928e-07,1.1691083720492182e-26,2.561727892213956e-29,4.7339231553057406e-42,2.512326330298752e-05,2.30080060751912e-31,3.617101630365108e-06,3.836475948709001e-06,1.7717295491714735e-05,5.7668226367547775e-06,2.825109962604793e-06,6.851121181384753e-06,7.27059887093275e-07,2.1186217167678374e-06,1.6354936778695283e-07,9.063662679767492e-07,2.3141859056320833e-06,2.501702599444832e-06
1.9289694048634094e-11,0.12058130662282415,0.0,0.29935396811631365,0.031075110263184432,0.3193934215321363,0.350453766603532,0.2070093934119171,0.09201457829733774,0.0,1.338521124346809e-17,2.524817648296702e-05,2.4992017890601226e-14,0.0,3.484633335554961e-37,1.2698213536498853e-09,2.5607276050205465e-30,2.2047978857419718e-18,1.2412095763388564e-25,1.6351210774661511e-21,3.2884689732536254e-11,2.5471854733358562e-40,1.617362691656867e-07,1.1855103831237427e-26,2.621900354864217e-29,4.8680673913002884e-42,2.5240167957265353e-05,2.3439433180151545e-31,3.617108687220272e-06,3.838404572445104e-06,1.783964298491841e-05,5.777359499643597e-06,2.826735413464422e-06,6.871676934021763e-06,7.306689072516365e-07,2.13475743210901e-06,1.6432203358274974e-07,9.183966817712252e-07,2.3327865648161543e-06,2.5286904806321595e-06
1.9379068543369342e-11,0.12058130662282415,0.0,0.2993537334937043,0.031075110263184432,0.31939335152041687,0.35045363917010386,0.20700939181126132,0.09201457839847037,0.0,1.3608637469512345e-17,2.536515333538693e-05,2.5340950877861163e-14,0.0,3.599223208840739e-37,1.2932646728645147e-09,2.6205478339483896e-30,2.2252815332536775e-18,1.2585421929936685e-25,1.657952424051984e-21,3.3037053048780904e-11,2.606743555473345e-40,1.624851752227318e-07,1.2020650881051202e-26,2.6831981982775885e-29,5.0053680571006684e-42,2.5357072237390306e-05,2.3876899657906207e-31,3.6171157011560325e-06,3.840308870245334e-06,1.796224207422517e-05,5.787816075123673e-06,2.8283359168688508e-06,6.892105161018822e-06,7.342680400191836e-07,2.1509079553895345e-06,1.650948047078914e-07,9.305204197095588e-07,2.351418727027206e-06,2.555811826790822e-06
1.946844303810459e-11,0.12058130662282415,0.0,0.29935349861376354,0.031075110263184432,0.31939328152067953,0.35045351181639417,0.20700939023517068,0.09201457850123065,0.0,1.3835054354163392e-17,2.548213014531736e-05,2.5693116178529834e-14,0.0,3.717027847642471e-37,1.3170297213919685e-09,2.6814807747642048e-30,2.2458599435738014e-18,1.2760354215432248e-25,1.680995299918942e-21,3.318941636375327e-11,2.667410527381468e-40,1.63234078038058e-07,1.2187731944343474e-26,2.7456371331852646e-29,5.1458844091576747e-42,2.5473976143194025e-05,2.432046161608997e-31,3.6171226754006473e-06,3.842189303456708e-06,1.808509167655678e-05,5.798192974448267e-06,2.8299118551334235e-06,6.912406397794225e-06,7.378572634600264e-07,2.1670728032449904e-06,1.658676811620224e-07,9.427375955502738e-07,2.370081894237537e-06,2.5830662690746476e-06
1.9557817532839838e-11,0.12058130662282415,0.0,0.29935326347684643,0.031075110263184432,0.3193932115327976,0.3504533845417965,0.20700938868326874,0.09201457860562219,0.0,1.4064493467105e-17,2.5599106912784788e-05,2.6048528687214363e-14,0.0,3.838122057747711e-37,1.3411193557340154e-09,2.7435418774486517e-30,2.2665331174027237e-18,1.293690002710885e-25,1.704250680108386e-21,3.334177967747128e-11,2.7292018019265366e-40,1.6398297762236226e-07,1.2356354095521639e-26,2.809233015823107e-29,5.289676537611948e-42,2.5590879674507523e-05,2.4770175421894867e-31,3.6171296129849726e-06,3.844046325111642e-06,1.820819071461764e-05,5.8084908042166825e-06,2.8314636047140293e-06,6.932581181905716e-06,7.414365567003288e-07,2.183251495781799e-06,1.6664066294478707e-07,9.550483203871348e-07,2.3887755712717984e-06,2.610453437800356e-06
1.9647192027575086e-11,0.12058130662282415,0.0,0.2993530280833151,0.031075110263184432,0.3193931415566469,0.350453257345709,0.2070093871551848,0.09201457871164882,0.0,1.4296986608954397e-17,2.5716083637815507e-05,2.640720329844085e-14,0.0,3.962582030973082e-37,1.3655364429726486e-09,2.8067467343067975e-30,2.287301055440851e-18,1.31150667722001e-25,1.7277195396568356e-21,3.3494142989952547e-11,2.7921329341358002e-40,1.647318739862958e-07,1.25265244089905e-26,2.874001848601628e-29,5.436805374151939e-42,2.5707782831161222e-05,2.5226097702071993e-31,3.6171365167532947e-06,3.845880380074155e-06,1.8331538116846524e-05,5.818710166409709e-06,2.832991536296908e-06,6.952630052936023e-06,7.450058999080775e-07,2.199443556572494e-06,1.674137500558292e-07,9.674527026668472e-07,2.407499265808219e-06,2.637972962486639e-06
1.9736566522310334e-11,0.12058130662282415,0.0,0.2993527924335388,0.031075110263184432,0.3193930715921057,0.35045313022753394,0.20700938565055388,0.09201457881931441,0.0,1.4532565811497253e-17,2.5833060320435605e-05,2.6769154906654758e-14,0.0,4.090485364333855e-37,1.3902838607353668e-09,2.8711110806200283e-30,2.3081637583886164e-18,1.32948618579396e-25,1.751402853595967e-21,3.3646506301214434e-11,2.856219621850031e-40,1.6548076714046355e-07,1.2698249959152294e-26,2.9399597807759535e-29,5.5873326999100864e-42,2.5824685612984943e-05,2.5688285342933323e-31,3.6171433893735803e-06,3.8476919051835345e-06,1.8455132817369006e-05,5.82885165842478e-06,2.8344960148870805e-06,6.9725535523808735e-06,7.485652742731846e-07,2.2156485126506172e-06,1.6818694249479212e-07,9.799508482067423e-07,2.4262524883794297e-06,2.665624471892517e-06
1.9825941017045582e-11,0.12058130662282415,0.0,0.29935255652789355,0.031075110263184432,0.31939300163905476,0.3504530031866787,0.20700938416901649,0.09201457892862305,0.0,1.4771263337911024e-17,2.595003696067098e-05,2.713439840622118e-14,0.0,4.2219110793893946e-37,1.415364497160453e-09,2.936650795297968e-30,2.3291212269464743e-18,1.3476292691560964e-25,1.7753015969526056e-21,3.3798869611274035e-11,2.9214777063761137e-40,1.662296570954252e-07,1.2871537820406671e-26,3.007123109115783e-29,5.741321153397277e-42,2.5941588019807974e-05,2.615679549035353e-31,3.6171502333471726e-06,3.8494813293955e-06,1.8578973755950477e-05,5.838915873110879e-06,2.835977399895417e-06,6.992352223539489e-06,7.521146619879193e-07,2.2318658945052614e-06,1.6896024026131887e-07,9.925428602124442e-07,2.4450347523729225e-06,2.693407594054962e-06
1.991531551178083e-11,0.12058130662282415,0.0,0.29935232036676157,0.031075110263184432,0.31939293169737687,0.3504528762225548,0.20700938271021882,0.09201457903957894,0.0,1.5013111682976924e-17,2.6067013558547327e-05,2.7502948691425185e-14,0.0,4.356939641765329e-37,1.440781250862255e-09,3.0033819015303728e-30,2.3501734618149085e-18,1.36593666802978e-25,1.799416744748726e-21,3.3951232920148156e-11,2.9879231731396336e-40,1.6697854386169486e-07,1.3046395067150706e-26,3.0755082785753346e-29,5.898834238475533e-42,2.6058490051459028e-05,2.663168554977182e-31,3.6171570510179643e-06,3.851249073920902e-06,1.8703059877949692e-05,5.8489033988031565e-06,2.8374360452243853e-06,7.01202661140748e-06,7.556540462276648e-07,2.2480952360752515e-06,1.697336433550519e-07,1.0052288392955205e-06,2.4638455740311267e-06,2.7213219563258063e-06
2.0004690006516078e-11,0.12058130662282415,0.0,0.29935208395053203,0.031075110263184432,0.3193928617669576,0.35045274933457826,0.20700938127381227,0.09201457915218636,0.0,1.5258143573280516e-17,2.6183990114090132e-05,2.787482065647217e-14,0.0,4.49565298085316e-37,1.4665370308964663e-09,3.07132056743903e-30,2.3713204636944243e-18,1.3844091231383734e-25,1.8237492720014464e-21,3.41035962278534e-11,3.0555721523374575e-40,1.6772742744974158e-07,1.3222828773778897e-26,3.1451318829632836e-29,6.059936332369028e-42,2.617539170776633e-05,2.7113013186193705e-31,3.6171638445810693e-06,3.852995552362016e-06,1.8827390134272986e-05,5.858814819357321e-06,2.8388722993524636e-06,7.031577262572115e-06,7.591834111319957e-07,2.2643360747429994e-06,1.705071517756333e-07,1.0180088834911107e-06,2.482684472451137e-06,2.749367185407941e-06
2.0094064501251326e-11,0.12058130662282415,0.0,0.2993518472796005,0.031075110263184432,0.3193927918476844,0.3504526225221699,0.20700937985945386,0.09201457926644968,0.0,1.5506391967401078e-17,2.630096662732471e-05,2.8250029195488123e-14,0.0,4.638134509688194e-37,1.4926347567254043e-09,3.1404831067296376e-30,2.392562233285556e-18,1.4030473752052397e-25,1.8483001537230288e-21,3.425595953440606e-11,3.1244409195903244e-40,1.6847630786998964e-07,1.3400846014683175e-26,3.216010665612681e-29,6.224692693713395e-42,2.6292292988557584e-05,2.7600836324192873e-31,3.617170616091036e-06,3.854721170846449e-06,1.8951963481328935e-05,5.8686507141837324e-06,2.8402865054172846e-06,7.051004725109911e-06,7.6270274178607e-07,2.280587951328013e-06,1.712807655227048e-07,1.0308830882755292e-06,2.5015509695840807e-06,2.7775429073908273e-06
2.0183438995986574e-11,0.12058130662282415,0.0,0.29935161035436825,0.031075110263184432,0.3193927219394469,0.3504524957847544,0.2070093784668056,0.09201457938237341,0.0,1.5757890056089798e-17,2.6417943098276165e-05,2.862858920252001e-14,0.0,4.784469145006552e-37,1.5190773581832997e-09,3.210885979343684e-30,2.41389877128886e-18,1.4218521649537417e-25,1.8730703649208707e-21,3.440832283982219e-11,3.1945458965954312e-40,1.692251851328184e-07,1.3580453864252877e-26,3.288161520050882e-29,6.393169470643337e-42,2.6409193893660016e-05,2.8095213147912977e-31,3.6171773674696053e-06,3.856426328158744e-06,1.9076778880983698e-05,5.878411658281248e-06,2.8416790012974807e-06,7.070309548486502e-06,7.662120242023317e-07,2.2968504100800995e-06,1.7205448459590766e-07,1.0438515465838518e-06,2.520444590234141e-06,2.805848747785329e-06
2.0272813490721822e-11,0.12058130662282415,0.0,0.2993513731752432,0.031075110263184432,0.3193926520421371,0.35045236912176125,0.20700937709553485,0.09201457949996215,0.0,1.6012671262436907e-17,2.653491952696942e-05,2.9010515571536033e-14,0.0,4.93474332748208e-37,1.545867775441584e-09,3.2825457921103076e-30,2.4353300784049205e-18,1.440824233107243e-25,1.898060880597506e-21,3.4560686144117613e-11,3.2659036517790154e-40,1.6997405924856315e-07,1.376165939687479e-26,3.361601490669439e-29,6.565433708918626e-42,2.652609442290041e-05,2.859620210106946e-31,3.617184100513057e-06,3.8581114158696445e-06,1.9201835300516836e-05,5.88809822227082e-06,2.8430501196932934e-06,7.089492283458744e-06,7.697112453025185e-07,2.3131229986722364e-06,1.7282830899488278e-07,1.0569143488274694e-06,2.5393648620572548e-06,2.8342843315578632e-06
2.036218798545707e-11,0.12058130662282415,0.0,0.2993511357426386,0.031075110263184432,0.31939258215564925,0.35045224253262436,0.20700937574531397,0.09201457961922052,0.0,1.627076924202792e-17,2.6651895913429205e-05,2.939582319642596e-14,0.0,5.08904504214395e-37,1.5730089589741815e-09,3.355479299398165e-30,2.4568561553343435e-18,1.4599643203891094e-25,1.9232726757505997e-21,3.4713049447307924e-11,3.338530900948941e-40,1.7072293022751485e-07,1.3944469686933106e-26,3.436347773394002e-29,6.741553360088438e-42,2.6642994576105087e-05,2.9103861886951376e-31,3.617190816899156e-06,3.859776818463153e-06,1.9327131712577673e-05,5.897710972428826e-06,2.844400188205939e-06,7.108553481979014e-06,7.732003928999733e-07,2.3294052681931533e-06,1.7360223871927064e-07,1.0700715829116145e-06,2.5583113155594722e-06,2.8628492831639132e-06
2.045156248019232e-11,0.12058130662282415,0.0,0.2993508980569742,0.031075110263184432,0.31939251227987925,0.3504521160167814,0.2070093744158204,0.09201457974015331,0.0,1.6532217883088937e-17,2.6768872257680054e-05,2.978452697100147e-14,0.0,5.24746383897576e-37,1.6005038695228153e-09,3.4297034037672656e-30,2.478477002777765e-18,1.4792731675227065e-25,1.9487067253729445e-21,3.486541274940843e-11,3.4124445079472852e-40,1.7147179807992044e-07,1.4128891808809458e-26,3.512417716354203e-29,6.921597289694076e-42,2.675989435309998e-05,2.9618251468423208e-31,3.617197518193724e-06,3.861422913461358e-06,1.945266709514221e-05,5.907250470720152e-06,2.8457295294157555e-06,7.127493697101663e-06,7.766794556822492e-07,2.345696773139604e-06,1.7437627376871131e-07,1.083323334252862e-06,2.577283484095003e-06,2.8915432265808665e-06
2.0540936974927567e-11,0.12058130662282415,0.0,0.2993506601186748,0.031075110263184432,0.31939244241472536,0.3504519895736749,0.2070093731067365,0.09201457986276529,0.0,1.6797051306621278e-17,2.688584855974634e-05,3.017664178899645e-14,0.0,5.410090853696932e-37,1.628355478062314e-09,3.5052351566208205e-30,2.5001926214358416e-18,1.4987515152313998e-25,1.97436400445246e-21,3.5017776050434244e-11,3.4876614853029227e-40,1.7222066281598343e-07,1.4314932836882897e-26,3.5898288205535307e-29,7.105635285510093e-42,2.6876793753710578e-05,3.013943006792667e-31,3.6172042058568545e-06,3.86305007154708e-06,1.9578440431470575e-05,5.91671727483101e-06,2.847038460959159e-06,7.146313482891582e-06,7.801484231940088e-07,2.361997071408364e-06,1.751504141428445e-07,1.0966696857965947e-06,2.5962809038639527e-06,2.920365785340242e-06
