Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27),HNOH(93),CH3OX(210),CH2X(34),CHX(35),CX(33),SX(680),CH2OX(648),CHOX(678),H2X(216),NO2X(213),N2OX(730),H2NX(201),H3NX(202)
2.3134879599582564e-09,0.11302162890393913,0.0,0.277757509782781,0.0312953905361174,0.3177180753200148,0.34911417817088886,0.20647511554685496,0.0929315498243429,0.0,1.8298418981081532e-11,0.00134518273169492,3.244295334772847e-09,0.0,9.473855349415241e-16,0.0011695656472306692,5.9250613979781e-13,4.5437837060759744e-13,7.97071789706827e-21,4.695247452631234e-08,6.270779087647268e-10,2.0676667133451206e-32,3.0132193043553468e-06,3.8018070050419803e-22,7.528997726733124e-12,1.0752173261819647e-22,0.001270557958747808,1.1083010162169431e-23,3.753453456477199e-06,7.983765797399116e-06,0.0008877395678533927,9.864705809270051e-06,3.2298822169470744e-06,5.009759413110258e-06,6.12334886944055e-06,5.01329339484631e-06,1.9575899759282784e-05,0.0007330005020663343,1.5155211755425816e-05,0.0006402316750711779,0.0001809112660085732,2.9354408508203197e-05,3.0670498208698223e-11,1.161417686115546e-08,4.830689208754377e-08,0.000503031063020706,2.6284285246425916e-10,1.3814769028615963e-06,7.148745944609471e-06,1.5468188845627224e-05,9.50980046515212e-08,2.3098834321688753e-07,1.319435843902652e-06
2.3256184970639303e-09,0.11302162890393913,0.0,0.27774979976250946,0.03129662165629273,0.3177091663893451,0.3491070576413674,0.20647234006799492,0.09293855689883182,0.0,1.8505288494024848e-11,0.0013521855705221119,3.294065765984819e-09,0.0,9.72674744732459e-16,0.0011762410170810752,6.020281251330633e-13,4.591460946935343e-13,8.096623468878076e-21,4.720967533560228e-08,6.303591780928235e-10,2.1224008857995378e-32,3.0272033410456358e-06,3.861872749908531e-22,7.648439495631945e-12,1.1039488741374466e-22,0.0012767518610380941,1.126557757581084e-23,3.753949518276864e-06,7.982605838410248e-06,0.0008872260607776097,9.864230659230586e-06,3.2297491281357685e-06,5.010521132694048e-06,6.13308429827128e-06,5.014101594654465e-06,1.9761391470534756e-05,0.0007366342805029,1.5189245916235798e-05,0.0006418138722520331,0.00018196396735366518,2.935061292252645e-05,3.0667641637616295e-11,1.1654063256852099e-08,4.8558444414778766e-08,0.0005058006511568507,2.6406411023256154e-10,1.3907430282538322e-06,7.218685198041148e-06,1.5584575872029894e-05,9.68270521683274e-08,2.3110585546577774e-07,1.3193960283452356e-06
2.337749034169604e-09,0.11302162890393913,0.0,0.2777420925480426,0.03129785263407353,0.3177002549914636,0.34909993725705113,0.2064695647710609,0.09294557457796936,0.0,1.87133540508459e-11,0.0013591881254724453,3.344326151125148e-09,0.0,9.984974144570716e-16,0.0011829080503436662,6.116504907517194e-13,4.639385959188307e-13,8.223846539889633e-21,4.746684154495455e-08,6.33640376795067e-10,2.1782876911073863e-32,3.0411701163276254e-06,3.9225675240843813e-22,7.769105218870756e-12,1.1332872781394513e-22,0.0012829411140169217,1.1450163645459865e-23,3.754445052272249e-06,7.981450437502297e-06,0.0008867151422368472,9.863755624904658e-06,3.2296160773063593e-06,5.011279091744913e-06,6.1427752133670495e-06,5.014905984039805e-06,1.9947720255822937e-05,0.0007402685315518377,1.5223258568604118e-05,0.0006433901779573273,0.00018301815966859192,2.9346817414954714e-05,3.066478372909392e-11,1.169391244525988e-08,4.880992531702426e-08,0.0005085700515010301,2.6528491843415215e-10,1.4000150459590382e-06,7.288762566811919e-06,1.5701079382938e-05,9.857768114483224e-08,2.312228748333857e-07,1.3193563874210718e-06
2.349879571275278e-09,0.11302162890393913,0.0,0.27773438812437434,0.03129908346992634,0.3176913411317903,0.34909281701793843,0.206466789656031,0.09295260281741155,0.0,1.8922616268261602e-11,0.0013661903982064433,3.3950785849872416e-09,0.0,1.0248618236687914e-15,0.0011895667937106542,6.213737439445404e-13,4.687558725750745e-13,8.352393937230759e-21,4.772397314897954e-08,6.369215048682758e-10,2.235345227887762e-32,3.0551196821705715e-06,3.9838946005678246e-22,7.891000461090058e-12,1.163241972279035e-22,0.0012891257212767748,1.1636780031809915e-23,3.7549400617991953e-06,7.980299569228002e-06,0.0008862067958747973,9.86328070572562e-06,3.2294830642791284e-06,5.012033313269929e-06,6.152421983820802e-06,5.015706584694596e-06,2.0134885717731987e-05,0.0007439032518190185,1.5257249895766945e-05,0.000644960630193274,0.00018407384043183636,2.9343021986832358e-05,3.0661924500367e-11,1.17337247454423e-08,4.906133518151018e-08,0.0005113392641334933,2.665052777712042e-10,1.4092928956787495e-06,7.3589758642955805e-06,1.581769757556865e-05,1.0035003393384625e-07,2.3133940354407402e-07,1.3193169205105436e-06
2.362010108380952e-09,0.11302162890393913,0.0,0.27772668647698556,0.03130031416431607,0.31768242481572434,0.3490856969240278,0.2064640147228835,0.09295964157324206,0.0,1.91330757600415e-11,0.0013731923903608956,3.4463251587302736e-09,0.0,1.0517763341891172e-15,0.0011962172935276335,6.31198391805962e-13,4.735979229528963e-13,8.482272487549388e-21,4.7981070142310555e-08,6.402025623092777e-10,2.293591782991089e-32,3.0690520903772846e-06,4.0458572523787853e-22,8.014130776993102e-12,1.1938224845887498e-22,0.001295305686407666,1.1825438405516635e-23,3.7554345501399195e-06,7.979153207789441e-06,0.0008857010051919403,9.862805901145815e-06,3.2293500888802376e-06,5.012783820561519e-06,6.1620249731724156e-06,5.016503418721026e-06,2.0322887458986445e-05,0.0007475384379305544,1.5291220077960667e-05,0.0006465252665613325,0.00018513100712741717,2.9339226639742026e-05,3.0659063968508326e-11,1.1773500469984509e-08,4.93126743874431e-08,0.0005141082891336007,2.677251889389372e-10,1.4185765177648687e-06,7.429322928329325e-06,1.593442867087122e-05,1.021442528932054e-07,2.314554438753078e-07,1.3192776269669965e-06
2.374140645486626e-09,0.11302162890393913,0.0,0.27771898759181646,0.031301544717705854,0.31767350604864353,0.34907857697531736,0.2064612399715964,0.0929666908019633,0.0,1.9344733137076775e-11,0.0013801941035491705,3.4980679598947207e-09,0.0,1.079249390454955e-15,0.0012028595957927352,6.411249412358529e-13,4.784647453419764e-13,8.613489017013395e-21,4.8238132519605784e-08,6.434835491149109e-10,2.353045832469277e-32,3.082967392584523e-06,4.1084587525602586e-22,8.138501711355624e-12,1.2250384374405083e-22,0.001301481012997135,1.2016150447215137e-23,3.7559285205254074e-06,7.978011327077326e-06,0.0008851977535659557,9.862331210635434e-06,3.2292171509413747e-06,5.0135306371635235e-06,6.171584539570544e-06,5.01729650858957e-06,2.0511725082451113e-05,0.0007511740865330367,1.5325169292497863e-05,0.0006480841242670523,0.00018618965724492636,2.9335431375488156e-05,3.065620215043261e-11,1.181323992516489e-08,4.956394330625218e-08,0.0005168771265798599,2.689446526257046e-10,1.4278658532101087e-06,7.499801620960097e-06,1.605127091321647e-05,1.0396048038436013e-07,2.3157099815297343e-07,1.3192385061187533e-06
2.3862711825923e-09,0.11302162890393913,0.0,0.2777112914552379,0.03130277513055703,0.317664584835905,0.3490714571718056,0.20645846540214807,0.09297375046048807,0.0,1.9557589007449455e-11,0.001387195539361525,3.5503090724178155e-09,0.0,1.1072895198651119e-15,0.001209493746156082,6.511538989412667e-13,4.833563380310462e-13,8.746050351310412e-21,4.8495160275550184e-08,6.467644652820231e-10,2.4137260425458533e-32,3.0968656402634216e-06,4.171702374179742e-22,8.264118799035577e-12,1.2568995479424804e-22,0.0013076517046302417,1.2208927847537334e-23,3.7564219761376744e-06,7.976873900707764e-06,0.0008846970242707908,9.86185663368147e-06,3.2290842502994295e-06,5.014273786839674e-06,6.181101035927346e-06,5.018085877099991e-06,2.0701398191131493e-05,0.0007548101942937434,1.5359097713841064e-05,0.0006496372401285694,0.00018724978827956191,2.933163619608143e-05,3.065333906289926e-11,1.1852943411238652e-08,4.9815142301929505e-08,0.000519645776549961,2.7016366951331747e-10,1.4371608436386596e-06,7.570409828193101e-06,1.6168222570089727e-05,1.0579885877099457e-07,2.3168606874699458e-07,1.3191995572710059e-06
2.3984017196979737e-09,0.11302162890393913,0.0,0.27770359805402633,0.03130400540332912,0.31765566118284383,0.3490643375134908,0.20645569101451655,0.09298082050613157,0.0,1.9771643976501885e-11,0.0013941966993654077,3.6030505766489317e-09,0.0,1.1359053331259444e-15,0.0012161197899195199,6.6128577143819e-13,4.882726993078937e-13,8.879963315647665e-21,4.875215340485718e-08,6.500453108074726e-10,2.475651270586072e-32,3.110746884719931e-06,4.235591390330672e-22,8.390987564982898e-12,1.289415628335028e-22,0.0013138177648895641,1.2403782307129272e-23,3.756914920111931e-06,7.975740902056697e-06,0.0008841988004944627,9.861382169786698e-06,3.2289513867961804e-06,5.015013293543906e-06,6.190574810066656e-06,5.018871547344784e-06,2.089190638817417e-05,0.0007584467579008206,1.5393005513674468e-05,0.0006511846505847727,0.00018831139773215573,2.9327841103724144e-05,3.0650474722500506e-11,1.189261122263433e-08,5.006627173123898e-08,0.0005224142391208095,2.7138224027731483e-10,1.4464614312970765e-06,7.641145459742462e-06,1.628528193178808e-05,1.0765953041767548e-07,2.3180065806701743e-07,1.3191607797077434e-06
2.4105322568036476e-09,0.11302162890393913,0.0,0.27769590737533945,0.03130523553647969,0.3176467350947736,0.3490572180003711,0.20645291680867997,0.09298790089660343,0.0,1.998689864690618e-11,0.0014011975851057606,3.656294549364883e-09,0.0,1.1651055245961672e-15,0.001222737772036608,6.715210650532819e-13,4.932138274593676e-13,9.015234734751801e-21,4.900911190227035e-08,6.533260856881264e-10,2.538840566067e-32,3.12461117709529e-06,4.300129074133842e-22,8.519113524249235e-12,1.32259658638567e-22,0.0013199791973551942,1.2600725536668495e-23,3.7574073555386197e-06,7.97461230429215e-06,0.0008837030653556748,9.860907818468738e-06,3.228818560278e-06,5.015749181392543e-06,6.200006204865922e-06,5.019653542674973e-06,2.1083249276867212e-05,0.0007620837740634374,1.5426892860973508e-05,0.0006527263917031604,0.00018937448310919766,2.932404610079621e-05,3.064760914566813e-11,1.1932243648074836e-08,5.031733194391316e-08,0.000525182514368559,2.726003655869703e-10,1.4557675590453733e-06,7.712006448784037e-06,1.6402447311121465e-05,1.0954263768853033e-07,2.319147685584973e-07,1.3191221726934536e-06
2.4226627939093215e-09,0.11302162890393913,0.0,0.27768821940669314,0.031306465530464345,0.3176378065769864,0.34905009863244507,0.20645014278461649,0.09299499159000031,0.0,2.0203353618733856e-11,0.0014081981981053117,3.7100430637851555e-09,0.0,1.194898872630819e-15,0.0012293477371128454,6.81860285925609e-13,4.98179720771381e-13,9.151871432868698e-21,4.926603576256481e-08,6.56606789920862e-10,2.603313171547584e-32,3.1384585683665096e-06,4.365318698738829e-22,8.648502181997707e-12,1.35645242578309e-22,0.0013261360056047345,1.279976925688144e-23,3.7578992854653577e-06,7.973488080404336e-06,0.000883209801919313,9.860433579259171e-06,3.228685770595578e-06,5.016481474638566e-06,6.209395558392074e-06,5.020431886668093e-06,2.12754264606406e-05,0.000765721239511915,1.546075992207243e-05,0.0006542624991873953,0.00019043904192285466,2.93202511898421e-05,3.064474234867994e-11,1.1971840970845436e-08,5.056832328297894e-08,0.0005279506023686395,2.738180461055884e-10,1.4650791703483194e-06,7.782990751710425e-06,1.6519717043117708e-05,1.1144832294595375e-07,2.3202840269916103e-07,1.3190837354746425e-06
2.4347933310149955e-09,0.11302162890393913,0.0,0.27768053413594,0.03130769538573666,0.3176288756347518,0.3490429794097107,0.20644736894230403,0.09300209254479858,0.0,2.042100948952529e-11,0.0014151985398648727,3.7642981895870565e-09,0.0,1.2252942399243887e-15,0.0012359497294061209,6.923039400083725e-13,5.031703775289142e-13,9.289880233763317e-21,4.9522924980548655e-08,6.598874235025665e-10,2.669088523638696e-32,3.1522891093468783e-06,4.431163537325416e-22,8.779159033512681e-12,1.3909932465301738e-22,0.0013322881932132944,1.3000925198560888e-23,3.7583907128987715e-06,7.972368203233873e-06,0.000882718993210889,9.859959451702694e-06,3.228553017603668e-06,5.017210197647426e-06,6.218743204031638e-06,5.021206603098225e-06,2.146843754306662e-05,0.0007693591509978367,1.5494606860729872e-05,0.0006557930083845791,0.00019150507169098712,2.9316456373558368e-05,3.0641874347643273e-11,1.2011403468982668e-08,5.0819246084934825e-08,0.0005307185031957854,2.7503528249079156e-10,1.4743962092669318e-06,7.854096347888125e-06,1.6637089484731328e-05,1.1337672854934241e-07,2.321415629954123e-07,1.3190454672814575e-06
2.4469238681206694e-09,0.11302162890393913,0.0,0.27767285155124966,0.031308925102748186,0.3176199422733176,0.3490358603321664,0.20644459528172068,0.09300920371984739,0.0,2.0639866854359218e-11,0.001422198611863623,3.819061992920806e-09,0.0,1.256300573853103e-15,0.0012425437928273702,7.028525330706297e-13,5.081857960160207e-13,9.429267960719508e-21,4.977977955106423e-08,6.63167986430137e-10,2.736186253973153e-32,3.1661028506864842e-06,4.497666863105005e-22,8.911089564209522e-12,1.4262292453360929e-22,0.0013384357637534863,1.3204205102583424e-23,3.758881640806238e-06,7.971252645498086e-06,0.0008822306222299958,9.85948543535635e-06,3.228420301160846e-06,5.017935374874267e-06,6.2280494706155545e-06,5.0219777159079805e-06,2.1662282127860313e-05,0.0007729975052941333,1.5528433838192484e-05,0.0006573179542922559,0.0001925725699371609,2.9312661654781938e-05,3.063900515850341e-11,1.205093141534315e-08,5.1070100679900025e-08,0.000533486216924063,2.762520753944435e-10,1.483718620450155e-06,7.925321239416913e-06,1.6754563014556213e-05,1.1532799685385699e-07,2.3225425197900896e-07,1.3190073673291737e-06
2.4590544052263433e-09,0.11302162890393913,0.0,0.27766517164108906,0.03131015468194833,0.31761100649790946,0.3490287413998102,0.2064418218028443,0.0930163250743619,0.0,2.0859926305921976e-11,0.0014291984155593968,3.874336536424537e-09,0.0,1.2879269068163737e-15,0.0012491299709414172,7.135065706990098e-13,5.13225974515829e-13,9.570041436539846e-21,5.003659946898925e-08,6.664484787004801e-10,2.804626190175722e-32,3.1798998428727505e-06,4.564831949322022e-22,9.044299249644353e-12,1.4621707160074255e-22,0.001344578720795425,1.3409620719926922e-23,3.759372072117541e-06,7.970141379815639e-06,0.0008817446719628319,9.859011529788781e-06,3.22828762112927e-06,5.018657030843066e-06,6.237314682538749e-06,5.022745249182328e-06,2.1856959818879844e-05,0.0007766362991951512,1.556224101325661e-05,0.0006588373715651603,0.0001936415341906566,2.9308867036479073e-05,3.063613479705544e-11,1.209042507785531e-08,5.132088739193146e-08,0.0005362537436268955,2.774684254629144e-10,1.4930463491267166e-06,7.99666345089137e-06,1.6872136032541995e-05,1.173022702092115e-07,2.3236647220425093e-07,1.3189694348193778e-06
2.471184942332017e-09,0.11302162890393913,0.0,0.27765749439420506,0.0313113841237844,0.3176020683137304,0.3490216226126406,0.20643904850565278,0.09302345656791666,0.0,2.108118843457666e-11,0.0014361979523889628,3.93012387923923e-09,0.0,1.320182356577411e-15,0.0012557083069679954,7.242665582994216e-13,5.182909113105481e-13,9.712207483545464e-21,5.0293384729237904e-08,6.69728900310512e-10,2.8744283568331046e-32,3.193680136230982e-06,4.63266206925534e-22,9.178793555523845e-12,1.4988280498383179e-22,0.0013507170679067228,1.3617183811688084e-23,3.7598620097264327e-06,7.96903437872947e-06,0.0008812611253938493,9.858537734579534e-06,3.2281549773744787e-06,5.019375190126999e-06,6.246539159874783e-06,5.023509227124116e-06,2.2052470220126923e-05,0.000780275529516702,1.5596028542328204e-05,0.0006603512945217202,0.00019471196198647537,2.930507252173488e-05,3.063326327892147e-11,1.212988471971373e-08,5.1571606539174727e-08,0.0005390210833770858,2.786843333374084e-10,1.5023793410971648e-06,8.06812102916466e-06,1.698980695971409e-05,1.1929969095848904e-07,2.3247822624504835e-07,1.3189316689413014e-06
2.483315479437691e-09,0.11302162890393913,0.0,0.27764981979960784,0.0313126134287015,0.31759312772596154,0.34901450397065564,0.20643627539012388,0.09303059816043943,0.0,2.1303653828431958e-11,0.0014431972237683036,3.986426077023589e-09,0.0,1.3530761266029983e-15,0.0012622788437829326,7.351330010987569e-13,5.2338060468147e-13,9.855772923575873e-21,5.05501353267619e-08,6.730092512571594e-10,2.945612976463901e-32,3.2074437809249333e-06,4.701160496219673e-22,9.314577937714973e-12,1.5362117359996882e-22,0.0013568508086524858,1.3826906149100004e-23,3.7603514564921186e-06,7.967931614728214e-06,0.0008807799655165806,9.858064049318406e-06,3.2280223697651778e-06,5.020089877329902e-06,6.255723218485851e-06,5.024269674031239e-06,2.2248812935747254e-05,0.0007839151930960936,1.5629796579480823e-05,0.0006618597571503296,0.00019578385086534234,2.9301278113743467e-05,3.0630390619559734e-11,1.2169310599394166e-08,5.1822258433965646e-08,0.0005417882362468405,2.7989979965380023e-10,1.5117175427260686e-06,8.139692043114428e-06,1.710757423789747e-05,1.2132040143698332e-07,2.3258951669202736e-07,1.3188940688731716e-06
2.495446016543365e-09,0.11302162890393913,0.0,0.2776421478465545,0.03131384259714256,0.31758418473976135,0.3490073854738536,0.2064335024562354,0.09303774981220503,0.0,2.1527323073410736e-11,0.0014501962310928887,4.043245181968826e-09,0.0,1.3866175064024307e-15,0.0012688416239194779,7.461064041465869e-13,5.284950529089739e-13,1.0000744577988802e-20,5.080685125655125e-08,6.762895315373579e-10,3.0182004704885595e-32,3.221190826957376e-06,4.770330503566975e-22,9.451657842254816e-12,1.5743323619274787e-22,0.0013629799465953146,1.4038799513549725e-23,3.7608404152406546e-06,7.96683306026616e-06,0.0008803011753436938,9.857590473604842e-06,3.227889798173062e-06,5.020801117069426e-06,6.264867170128367e-06,5.025026614275316e-06,2.2445987570030906e-05,0.0007875552867921475,1.5663545276511903e-05,0.000663362793115397,0.0001968571983737068,2.9297483815798694e-05,3.062751683428506e-11,1.2208702970884366e-08,5.2072843383144354e-08,0.00054455520230779,2.8111482504286146e-10,1.5210609009343807e-06,8.211374583410933e-06,1.722543632944399e-05,1.2336454397106613e-07,2.3270034615030523e-07,1.3188566337831223e-06
2.507576553649039e-09,0.11302162890393913,0.0,0.27763447852453493,0.03131507162954829,0.317575239360266,0.3490002671222326,0.20643072970396487,0.09304491148382944,0.0,2.1752196753318296e-11,0.0014571949757379431,4.1005832428133904e-09,0.0,1.420815871865622e-15,0.001275396689569774,7.571872723168509e-13,5.3363425427253e-13,1.014712926766002e-20,5.106353251363522e-08,6.795697411480531e-10,3.092211460199301e-32,3.234921324170687e-06,4.84017536468785e-22,9.590038705360312e-12,1.6132006137099477e-22,0.0013691044852952984,1.4252875696595905e-23,3.761328888766294e-06,7.965738687781876e-06,0.0008798247379163178,9.857117007047332e-06,3.2277572624726232e-06,5.021508933961232e-06,6.273971322554247e-06,5.025780072281813e-06,2.264399372741274e-05,0.000791195807485201,1.569727478299734e-05,0.0006648604357631854,0.00019793200206374024,2.9293689631285416e-05,3.0624641938237426e-11,1.2248062083899293e-08,5.232336168818484e-08,0.0005473219816310096,2.8232941013065334e-10,1.5304093631919635e-06,8.283166762287371e-06,1.734339171696321e-05,1.254322608770795e-07,2.3281071723721686e-07,1.3188193628302144e-06
2.519707090754713e-09,0.11302162890393913,0.0,0.2776268118232575,0.03131630052635709,0.3175662915925891,0.34899314891579086,0.20642795713328999,0.09305208313626413,0.0,2.1978275449910253e-11,0.001464193459058715,4.1584423048576275e-09,0.0,1.4556806856003775e-15,0.0012819440825864521,7.683761103095415e-13,5.387982070507027e-13,1.0294933812983162e-20,5.1320179093082945e-08,6.828498800862004e-10,3.167666767730031e-32,3.248635322247441e-06,4.910698353012933e-22,9.72972595343806e-12,1.6528272764740086e-22,0.0013752244283100148,1.446914649998643e-23,3.761816879832737e-06,7.964648469715503e-06,0.0008793506363126888,9.856643649262917e-06,3.227624762540991e-06,5.022213352603942e-06,6.283035979608175e-06,5.026530072511501e-06,2.2842831012472834e-05,0.0007948367520770942,1.573098524634433e-05,0.0006663527181274514,0.00019900825949333226,2.9289895563671212e-05,3.062176594639002e-11,1.228738818384208e-08,5.2573813645248326e-08,0.0005500885742870375,2.835435555382742e-10,1.539762877510257e-06,8.355066713312355e-06,1.7461438903056837e-05,1.2752369446025272e-07,2.3292063257972466e-07,1.3187822551657087e-06
2.5318376278603867e-09,0.11302162890393913,0.0,0.27761914773263574,0.031317529288005186,0.3175573414418223,0.34898603085452656,0.20642518474418814,0.0930592647307905,0.0,2.2205559742960022e-11,0.0014711916823907409,4.216824409978358e-09,0.0,1.4912214972688327e-15,0.0012884838444843405,7.796734226523802e-13,5.439869095211548e-13,1.0444165033869573e-20,5.157679099000421e-08,6.86129948348765e-10,3.244587417026242e-32,3.262332870711009e-06,4.981902742014289e-22,9.87072500309409e-12,1.6932232347706217e-22,0.001381339779194526,1.4687623735676095e-23,3.762304391174323e-06,7.963562378524896e-06,0.0008788788536561544,9.85617039987662e-06,3.227492298257776e-06,5.022914397565651e-06,6.292061441321094e-06,5.027276639443206e-06,2.3042499029936864e-05,0.0007984781174911465,1.576467681184264e-05,0.000667839672934893,0.00020008596822608386,2.928610161649865e-05,3.061888887358283e-11,1.2326681512004015e-08,5.2824199545500386e-08,0.0005528549803458948,2.847572618820345e-10,1.5491213924351003e-06,8.427072591164587e-06,1.7579576410056562e-05,1.2963898701364318e-07,2.3303009481259615e-07,1.318745309933817e-06
2.5439681649660606e-09,0.11302162890393913,0.0,0.27761148624277715,0.031318757914926415,0.317548388913034,0.34897891293843786,0.2064224125366367,0.09306645622901463,0.0,2.243405021032588e-11,0.001478189647050102,4.2757315966434146e-09,0.0,1.5274479439230634e-15,0.0012950160164422872,7.910797137024902e-13,5.492003599606509e-13,1.059482974974813e-20,5.183336819955008e-08,6.894099459327213e-10,3.3229946348148805e-32,3.276014018926171e-06,5.05379180520679e-22,1.0013041261143674e-11,1.734399472959227e-22,0.0013874505415013782,1.4908319225844337e-23,3.7627914254971744e-06,7.962480386700552e-06,0.0008784093731225747,9.855697258521016e-06,3.2273598695049166e-06,5.023612093371322e-06,6.301048003999979e-06,5.02801979755773e-06,2.3242997384676553e-05,0.0008021199006721204,1.579834962271423e-05,0.0006693213326104135,0.00020116512583129919,2.9282307793377996e-05,3.061601073447996e-11,1.2365942305818221e-08,5.307451967522301e-08,0.0005556211998771002,2.859705297739381e-10,1.558484857039694e-06,8.49918257140971e-06,1.7697802779765335e-05,1.317782808171012e-07,2.3313910657682543e-07,1.318708526272347e-06
2.5560987020717345e-09,0.11302162890393913,0.0,0.2776038273439703,0.031319986407552396,0.31753943401127094,0.3489717951675229,0.20641964051061298,0.09307365759286194,0.0,2.266374742801753e-11,0.0014851873543336833,4.33516589992607e-09,0.0,1.5643697503398624e-15,0.0013015406393050682,8.025954876480599e-13,5.544385566450599e-13,1.0746934779565074e-20,5.208991071691333e-08,6.926898728350537e-10,3.402909851574219e-32,3.2896788160997295e-06,5.126368816149516e-22,1.0156680124621089e-11,1.7763670755912345e-22,0.0013935567187805984,1.5131244802912933e-23,3.76327798548026e-06,7.961402466779535e-06,0.0008779421779471603,9.85522422483576e-06,3.2272274761665423e-06,5.024306464490622e-06,6.309995960314131e-06,5.028759571322905e-06,2.3444325681710036e-05,0.0008057620985861744,1.5832003820161435e-05,0.000670797729282215,0.00020224572988397508,2.9278514097980346e-05,3.061313154357332e-11,1.2405170798769902e-08,5.3324774315818574e-08,0.0005583872329496877,2.8718335982134823e-10,1.5678532209176983e-06,8.5713948502793e-06,1.7816116573201996e-05,1.339417181362578e-07,2.3324767051729874e-07,1.3186719033139187e-06
2.5682292391774084e-09,0.11302162890393913,0.0,0.2775961710266748,0.03132121476631237,0.3175304767415572,0.3489646775417799,0.20641686866609424,0.09308086878457227,0.0,2.2894651970262216e-11,0.0014921848055194256,4.39512935151945e-09,0.0,1.6019967293546905e-15,0.0013080577535853964,8.142212485100016e-13,5.597014978493606e-13,1.0900486941783844e-20,5.2346418537329053e-08,6.95969729052756e-10,3.484354702503703e-32,3.3033273112811297e-06,5.199637048447107e-22,1.030164698078943e-11,1.8191372277925602e-22,0.0013996583145796937,1.5356412309563788e-23,3.7637640737763958e-06,7.960328591358416e-06,0.0008774772514307787,9.854751298467172e-06,3.227095118128844e-06,5.024997535327192e-06,6.318905599378204e-06,5.029495985179721e-06,2.364648352620227e-05,0.0008094047082208064,1.586563954341354e-05,0.0006722688947867237,0.00020332777796478938,2.9274720534031167e-05,3.061025131523582e-11,1.2444367220548053e-08,5.357496374413654e-08,0.000561153079632222,2.8839575262708245e-10,1.5772264341764589e-06,8.643707644452037e-06,1.7934516370349262e-05,1.3612944122153556e-07,2.3335578928111959e-07,1.3186354401867115e-06
2.5803597762830823e-09,0.11302162890393913,0.0,0.277588517281511,0.03132244299163326,0.31752151710889476,0.3489575600612068,0.20641409700305757,0.0930880897666951,0.0,2.312676440957028e-11,0.0014991820018665748,4.45562397975083e-09,0.0,1.640338782194795e-15,0.0013145673994659985,8.259575001436042e-13,5.64989181847643e-13,1.1055493054384913e-20,5.2602891656075047e-08,6.99249514582832e-10,3.5673510284937844e-32,3.316959553363087e-06,5.273599775751169e-22,1.0447947207150386e-11,1.8627212156452167e-22,0.0014057553324436471,1.558383359875674e-23,3.7642496930132265e-06,7.959258733105163e-06,0.0008770145769457634,9.854278479067833e-06,3.2269627952799524e-06,5.0256853302087495e-06,6.327777206832068e-06,5.030229063529403e-06,2.3849470523465488e-05,0.0008130477265847875,1.5899256929771978e-05,0.000673734860673359,0.00020441126766008704,2.9270927105304246e-05,3.0607370063665014e-11,1.2483531797357251e-08,5.382508823257089e-08,0.0005639187399928123,2.896077087900163e-10,1.5866044474303748e-06,8.716119190837014e-06,1.8053000769904985e-05,1.383415923071815e-07,2.3346346551676048e-07,1.318599136014681e-06
2.5924903133887563e-09,0.11302162890393913,0.0,0.27758086609925064,0.03132367108393966,0.317512555118263,0.348950442725802,0.20641132552147998,0.0930953205020846,0.0,2.3360085316800188e-11,0.0015061789446159273,4.516651809595915e-09,0.0,1.6794058988115047e-15,0.0013210696168017766,8.378047462401785e-13,5.703016069131133e-13,1.1211959934865608e-20,5.285933006847221e-08,7.025292294222949e-10,3.651920877095738e-32,3.3305755910822194e-06,5.348260271761626e-22,1.0595586171454043e-11,1.9071304265679587e-22,0.0014118477759149188,1.5813520533747366e-23,3.7647348457941305e-06,7.958192864770243e-06,0.0008765541379412549,9.853805766296229e-06,3.2268305075098202e-06,5.026369873377307e-06,6.336611064917618e-06,5.030958830721469e-06,2.4053286278959517e-05,0.0008166911507080864,1.5932856114654123e-05,0.0006751956582091503,0.0002054961965618651,2.9267133815616007e-05,3.060448780287646e-11,1.2522664751786697e-08,5.407514804901231e-08,0.000566684214099126,2.90819228904674e-10,1.5959872117943781e-06,8.788627746359175e-06,1.817156838903667e-05,1.405783136103222e-07,2.335707018720728e-07,1.318562989918647e-06
