Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27),HNOH(93),CH3OX(210),CH2X(34),CHX(35),CX(33),SX(680),CH2OX(648),CHOX(678),H2X(216),NO2X(213),N2OX(730),H2NX(201),H3NX(202)
1.6236242169565326e-11,0.11302162890393913,0.0,0.28057611474235894,0.03107341038415831,0.3193940953527487,0.3504690466086788,0.2070054141282185,0.09201455092886662,0.0,1.789300825619461e-18,9.566943867417599e-06,1.173477407455137e-15,0.0,7.314264697256669e-28,1.2345689601042086e-09,1.0789298301017315e-20,2.2473059259862333e-17,2.7637131769087498e-27,2.1513038980311526e-11,4.409816685891738e-12,3.537341724006347e-43,2.2500450327210777e-08,1.3189196207194428e-28,1.382556451044547e-19,8.21607374952933e-35,9.56434242515725e-06,1.860411940973906e-31,3.6537320446946204e-06,5.049267504136909e-06,1.986728416288328e-05,6.177060259856985e-06,2.9843775637383398e-06,5.297150350305783e-06,7.316855777289328e-07,1.0824837503194008e-06,2.3120954122644585e-08,4.547774568910418e-07,2.393744942607789e-06,2.8587089055538522e-06,5.396237392302949e-07,3.591282294109205e-06,3.707745426132824e-12,3.6255689465124515e-10,1.38529090242306e-10,2.2985561428142214e-07,1.0696687385980625e-13,5.700961947474392e-12,4.0405085184841125e-14,1.5267320353033443e-09,2.3900450356849797e-17,1.719092523769572e-06,4.972857968690751e-07
1.6310587459734256e-11,0.11302162890393913,0.0,0.28057586460988354,0.031073404788807497,0.31939402951017715,0.350468985998894,0.20700539345626218,0.0920145510682663,0.0,1.820725180292848e-18,9.610742723746073e-06,1.1896701511509832e-15,0.0,7.516874542650014e-28,1.2556277493930515e-09,1.0986469792392613e-20,2.2679332924868542e-17,2.8018517833856978e-27,2.1706413629597795e-11,4.43000872841873e-12,3.619072848928501e-43,2.260347833496311e-08,1.337120332577488e-28,1.4079108340804176e-19,8.443670116025356e-35,9.608116504567256e-06,1.8944373131806605e-31,3.6537477253558793e-06,5.056204802735927e-06,1.999097168219407e-05,6.193857217094724e-06,2.9875539880396165e-06,5.317212728022174e-06,7.341204691420006e-07,1.0915827940366756e-06,2.3230505743811708e-08,4.6074424332190415e-07,2.4121724419063556e-06,2.88087739033836e-06,5.445400942978902e-07,3.606706994431125e-06,3.7236720625249834e-12,3.641172232149229e-10,1.3869620756566696e-10,2.319244027693532e-07,1.0831746532485472e-13,5.785838793451573e-12,4.1277764310945234e-14,1.5407031647233528e-09,2.4552601302604523e-17,1.7218150763385009e-06,4.984134657788063e-07
1.6384932749903186e-11,0.11302162890393913,0.0,0.2805756143903312,0.03107339921255929,0.3193939636905807,0.3504689254629108,0.207005372819584,0.09201455120951152,0.0,1.8525742463972144e-18,9.654541509260126e-06,1.206011171985967e-15,0.0,7.724133751419515e-28,1.276948740790395e-09,1.1186316187657706e-20,2.288654889483943e-17,2.8403396520070055e-27,2.190061681137667e-11,4.450200767988212e-12,3.7023077671832045e-43,2.2706506517194692e-08,1.3554877198205286e-28,1.4336109875115706e-19,8.676489407225515e-35,9.65189039368476e-06,1.9289246947305302e-31,3.6537630032126207e-06,5.063080413870593e-06,2.0114854828125404e-05,6.210580380446507e-06,2.9906951697727657e-06,5.337200046046511e-06,7.365521575158691e-07,1.1007053613690876e-06,2.3340092105684425e-08,4.66758474899767e-07,2.430631952914701e-06,2.9031194775800473e-06,5.494750037669444e-07,3.6221227874614887e-06,3.7395895186936715e-12,3.6567667239030333e-10,1.388645209612149e-10,2.340020608638553e-07,1.096785097368192e-13,5.871688121736806e-12,4.216528002748536e-14,1.5547375391182252e-09,2.5219318691100596e-17,1.7245008968948903e-06,4.995420967730138e-07
1.6451843511055224e-11,0.11302162890393913,0.0,0.2805753891183194,0.03107339421028325,0.31939390447242827,0.3504688710433583,0.20700535427641364,0.09201455133819944,0.0,1.881604925836627e-18,9.693960355688402e-06,1.2208454262437218e-15,0.0,7.914712275528439e-28,1.296363501621896e-09,1.1368484606176282e-20,2.3073848938149118e-17,2.875278668597211e-27,2.207610767481135e-11,4.468373601074901e-12,3.778522005654413e-43,2.2799232031900494e-08,1.3721615036569925e-28,1.4570393187636138e-19,8.890571043853514e-35,9.691286731182293e-06,1.960361748706366e-31,3.6537764240050294e-06,5.06921623183616e-06,2.022651617226776e-05,6.225568401496202e-06,2.9934924238690134e-06,5.355124434378279e-06,7.387379192811274e-07,1.1089356091039472e-06,2.343874954597129e-08,4.7221193019324774e-07,2.447272522578405e-06,2.9232002046392703e-06,5.539322289808822e-07,3.635989389673951e-06,3.753907384486556e-12,3.670794252481895e-10,1.3901702056618831e-10,2.3587953242317437e-07,1.1091240616405938e-13,5.949789945457491e-12,4.297688151697361e-14,1.5674225461732014e-09,2.583202714016981e-17,1.726886898429086e-06,5.005586905844521e-07
1.6512063196092058e-11,0.11302162890393913,0.0,0.28057518631326267,0.031073389721487037,0.31939385119175356,0.3504688221164534,0.20700533761148862,0.09201455145528031,0.0,1.908031999742955e-18,9.729437268450047e-06,1.2342998196221883e-15,0.0,8.089563262464113e-28,1.3140210192632283e-09,1.1534319487992657e-20,2.324307156979055e-17,2.9069677266335078e-27,2.223462263260051e-11,4.484729148809106e-12,3.848183127114508e-43,2.288268511834437e-08,1.3872843239663047e-28,1.4783682983525482e-19,9.086985677778939e-35,9.726743303130151e-06,1.988980387751918e-31,3.653788246979325e-06,5.074696543099672e-06,2.032714569417558e-05,6.239006933292399e-06,2.9959860488131283e-06,5.371204369507849e-06,7.407028566940503e-07,1.116358848497135e-06,2.3527565319578517e-08,4.771530247961637e-07,2.4622706415711613e-06,2.941323704160154e-06,5.579564916923274e-07,3.648463169530189e-06,3.766787112752215e-12,3.683412945470684e-10,1.3915509067714958e-10,2.3757539283143042e-07,1.1203018208803997e-13,6.020764420640143e-12,4.3717837031299925e-14,1.5788828460079545e-09,2.6393881203513154e-17,1.7290091256441932e-06,5.014742960445313e-07
1.6572282881128892e-11,0.11302162890393913,0.0,0.28057498345115817,0.03107338524525501,0.3193937979258124,0.3504687732373957,0.20700532096902158,0.09201455157355015,0.0,1.934745060539359e-18,9.76491413477602e-06,1.2478526992349817e-15,0.0,8.267617129604381e-28,1.3318542031456746e-09,1.1701951734963786e-20,2.3412912446840017e-17,2.9388887659926162e-27,2.2393680340264556e-11,4.501084694608915e-12,3.918867898340515e-43,2.2966138322515725e-08,1.4025178507038329e-28,1.4999296644246448e-19,9.286998319438206e-35,9.762199750209316e-06,2.0179094760069868e-31,3.6537998369692783e-06,5.080137470566295e-06,2.042790196551704e-05,6.252397622847171e-06,2.9984572391473945e-06,5.3872350174974406e-06,7.426656516983163e-07,1.1237971446961134e-06,2.3616403910788076e-08,4.821254212794185e-07,2.4772889913206616e-06,2.9594953176900977e-06,5.619928045991136e-07,3.6609311143849256e-06,3.779660827237462e-12,3.6960258790422894e-10,1.3929393510546087e-10,2.3927706347257614e-07,1.1315485716503512e-13,6.092389777469903e-12,4.446885615745032e-14,1.590384631504819e-09,2.6965745578545407e-17,1.73110761614898e-06,5.023905386136955e-07
1.6632502566165727e-11,0.11302162890393913,0.0,0.2805747805320342,0.031073380781596133,0.31939374467450515,0.35046872440601495,0.2070053043488109,0.09201455169300307,0.0,1.9617463229446246e-18,9.80039095467396e-06,1.2615044242342871e-15,0.0,8.448920528428024e-28,1.349864145259059e-09,1.1871394101320442e-20,2.3583371569034923e-17,2.971042632669591e-27,2.2553280543914595e-11,4.5174402384760904e-12,3.990587559685083e-43,2.3049591645378473e-08,1.41786248758632e-28,1.5217250812197443e-19,9.490661378351369e-35,9.797656072414304e-06,2.047151218928583e-31,3.6538112026081585e-06,5.085539334180745e-06,2.0528784512468938e-05,6.265740640371056e-06,3.000906196495892e-06,5.403216370178364e-06,7.44626292287083e-07,1.131250385396898e-06,2.3705265326792042e-08,4.871291703427468e-07,2.492327342803635e-06,2.9777149917876163e-06,5.660411308165427e-07,3.6733932269470367e-06,3.792528530738336e-12,3.708633056262073e-10,1.394335505771152e-10,2.409845416248456e-07,1.1428644345915264e-13,6.1646698665716255e-12,4.523003867185227e-14,1.6019278998647519e-09,2.7547758649699875e-17,1.7331824783596368e-06,5.033074192830719e-07
1.669272225120256e-11,0.11302162890393913,0.0,0.2805745775559205,0.03107337633051924,0.3193936914377325,0.3504686756221417,0.20700528775065688,0.09201455181363355,0.0,1.9890380120886885e-18,9.835867728151483e-06,1.27525535377293e-15,0.0,8.633520615634393e-28,1.368051940040522e-09,1.2042659383749384e-20,2.375444893611277e-17,3.003430172659212e-27,2.2713422989779583e-11,4.533795780412383e-12,4.063353433483865e-43,2.3133045087892894e-08,1.4333186383303043e-28,1.5437562186445817e-19,9.698027831667606e-35,9.833112269739555e-06,2.076707829331692e-31,3.6538223522204313e-06,5.090902451337405e-06,2.0629792863364683e-05,6.279036155469001e-06,3.0033331206706506e-06,5.419148421142328e-06,7.465847665543128e-07,1.1387184584789965e-06,2.3794149574760168e-08,4.921643222104104e-07,2.5073854678051563e-06,2.995982672709997e-06,5.701014334545377e-07,3.6858495099241077e-06,3.805390226060188e-12,3.7212344801850116e-10,1.3957393432818657e-10,2.426978245672344e-07,1.1542495295141794e-13,6.2376085449037524e-12,4.6001484968035656e-14,1.6135126482888764e-09,2.8140060143278355e-17,1.7352338206241119e-06,5.042249387046226e-07
1.6752941936239396e-11,0.11302162890393913,0.0,0.28057437452284834,0.03107337189203302,0.3193936382153961,0.35046862688560676,0.2070052711743614,0.09201455193543631,0.0,2.0166223635215413e-18,9.871344455216189e-06,1.2891058470043805e-15,0.0,8.82146505673111e-28,1.3864186843660605e-09,1.2215760421366247e-20,2.3926144547811172e-17,3.036052231955987e-27,2.287410742420629e-11,4.5501513204195285e-12,4.137176924353371e-43,2.321649865101567e-08,1.4488867066521226e-28,1.5660247522696124e-19,9.909151228196797e-35,9.868568342179421e-06,2.1065815273846733e-31,3.6538332938326012e-06,5.096227136900155e-06,2.073092654868234e-05,6.292284337142522e-06,3.0057382096879164e-06,5.435031165720081e-06,7.485410626956949e-07,1.1462012520081288e-06,2.3883056661839895e-08,4.972309266325117e-07,2.5224631389203567e-06,3.0142983064157908e-06,5.741736756189503e-07,3.6982999660224353e-06,3.818245915997788e-12,3.73383015386898e-10,1.397150834144331e-10,2.4441690958018774e-07,1.165703975401e-13,6.311209675715695e-12,4.6783296057992475e-14,1.6251388739784777e-09,2.8742791134459096e-17,1.737261751217545e-06,5.051430971977396e-07
1.681316162127623e-11,0.11302162890393913,0.0,0.28057417143285024,0.031073367466146046,0.3193935850073987,0.35046857819624166,0.2070052546197283,0.09201455205840639,0.0,2.044501623221932e-18,9.906821135875656e-06,1.3030562630827598e-15,0.0,9.012802029633986e-28,1.4049654775420883e-09,1.2390710095688508e-20,2.4098458403867818e-17,3.0689096565541507e-27,2.303533359365924e-11,4.5665068584992435e-12,4.21206951948886e-43,2.3299952335699894e-08,1.4645670962679068e-28,1.5885323633258208e-19,1.0124085692454912e-34,9.90402428972819e-06,2.136774540604651e-31,3.653844035183629e-06,5.101513703222077e-06,2.083218510103278e-05,6.305485353791849e-06,3.0081216597842567e-06,5.4508646009608844e-06,7.504951690095108e-07,1.1536986542389154e-06,2.397198659515637e-08,5.023290328863133e-07,2.537560129556063e-06,3.032661838567314e-06,5.78257820412848e-07,3.710744597947024e-06,3.831095603347174e-12,3.7464200803761695e-10,1.3985699463042883e-10,2.4614179394568116e-07,1.177227890410412e-13,6.385477128499877e-12,4.757557357353171e-14,1.6368065741350065e-09,2.935609405430055e-17,1.7392663783377597e-06,5.060618947557453e-07
1.6873381306313064e-11,0.11302162890393913,0.0,0.2805739682859599,0.031073363052866728,0.31939353181364344,0.35046852955387875,0.20700523808656301,0.09201455218253911,0.0,2.0726780476059273e-18,9.942297770137455e-06,1.3171069611628474e-15,0.0,9.207580228276019e-28,1.4236934212970111e-09,1.2567521330608442e-20,2.4271390504020514e-17,3.102003292447664e-27,2.3197101244720652e-11,4.58286239465323e-12,4.288042788962182e-43,2.3383406142895096e-08,1.4803602108935874e-28,1.6112807387015407e-19,1.034288592871952e-34,9.939480112380066e-06,2.1672891038529156e-31,3.6538545837351183e-06,5.1067624601650085e-06,2.0933568055147962e-05,6.318639373218063e-06,3.0104836654325697e-06,5.46664872561282e-06,7.524470738974615e-07,1.1612105536175298e-06,2.4060939381812403e-08,5.074586897775634e-07,2.552676213932396e-06,3.051073214533178e-06,5.823538309377947e-07,3.7231834084015924e-06,3.843939290906352e-12,3.759004262761411e-10,1.399996651295729e-10,2.478724749466003e-07,1.1888213918798585e-13,6.460414778942846e-12,4.8378419767630316e-14,1.6485157459600765e-09,2.9980112696741744e-17,1.741247810100804e-06,5.069813310523316e-07
1.69336009913499e-11,0.11302162890393913,0.0,0.28057376508221266,0.03107335865220335,0.31939347863403433,0.35046848095835087,0.20700522157467297,0.09201455230782997,0.0,2.1011539035352837e-18,9.977774358009133e-06,1.3312583004000875e-15,0.0,9.405848866227947e-28,1.442603619772828e-09,1.2746207092366081e-20,2.4444940848007142e-17,3.135333985630215e-27,2.3359410124090387e-11,4.599217928883177e-12,4.365108386019663e-43,2.3466860073547235e-08,1.4962664542448902e-28,1.6342715709392605e-19,1.0565607225098354e-34,9.974935810129178e-06,2.1981274593303237e-31,3.6538649466811474e-06,5.1119737151189895e-06,2.1035074947869184e-05,6.331746562625233e-06,3.0128244193579455e-06,5.48238354010227e-06,7.543967658654468e-07,1.1687368387843118e-06,2.4149915028888513e-08,5.126199456418277e-07,2.567811167084312e-06,3.069532379390828e-06,5.864616702951156e-07,3.7356164000885718e-06,3.856776981465684e-12,3.7715827040794016e-10,1.4014309204842403e-10,2.496089498671156e-07,1.2004845963290417e-13,6.5360265088818344e-12,4.9191937515779665e-14,1.6602663866554676e-09,3.061499222559833e-17,1.7432061545365557e-06,5.079014054479082e-07
1.6993820676386733e-11,0.11302162890393913,0.0,0.2805735618216451,0.031073354264164053,0.3193934254684766,0.35046843240949127,0.20700520508386708,0.09201455243427484,0.0,2.1299314683256e-18,1.0013250899498222e-05,1.345510639950593e-15,0.0,9.60765768033265e-28,1.4616971795167496e-09,1.2926780389522215e-20,2.4619109435565696e-17,3.1689025820952193e-27,2.3522259978585893e-11,4.6155734611907575e-12,4.443278047379961e-43,2.355031412859873e-08,1.5122862300373388e-28,1.6575065582324361e-19,1.0792305457613427e-34,1.001039138296958e-05,2.2292918565727027e-31,3.653875130957702e-06,5.117147773021498e-06,2.113670531813565e-05,6.34480708862254e-06,3.0151441125533718e-06,5.498069046514191e-06,7.563442335242857e-07,1.1762773985763422e-06,2.4238913543442887e-08,5.178128483458264e-07,2.582964764863077e-06,3.0880392779291087e-06,5.905813015871417e-07,3.748043575709105e-06,3.869608677818551e-12,3.7841554073808045e-10,1.402872726990138e-10,2.513512159924899e-07,1.2122176194632016e-13,6.612316206260082e-12,5.001623031732634e-14,1.6720584934231224e-09,3.126087918155331e-17,1.7451415195843909e-06,5.088221169958548e-07
1.7054040361423568e-11,0.11302162890393913,0.0,0.2805733585042951,0.031073349888756825,0.3193933723168757,0.35046838390713403,0.2070051886139561,0.09201455256186972,0.0,2.1590130297542973e-18,1.0048727394612236e-05,1.3598643389711536e-15,0.0,9.813056934350113e-28,1.4809752094728425e-09,1.3109254272931393e-20,2.4793896266434252e-17,3.2027099278358212e-27,2.3685650555142145e-11,4.6319289915776275e-12,4.522563593531938e-43,2.363376830898848e-08,1.5284199419862546e-28,1.6809874044222907e-19,1.102303709429703e-34,1.004584683089526e-05,2.260784552446257e-31,3.6538851432518016e-06,5.1222849363765905e-06,2.1238458706972894e-05,6.357821117226383e-06,3.0174429342952988e-06,5.513705248571875e-06,7.582894655903933e-07,1.1838321220299713e-06,2.432793493251142e-08,5.230374452887802e-07,2.598136783937688e-06,3.106593854650845e-06,5.947126879184459e-07,3.7604649379630523e-06,3.882434382757261e-12,3.7967223757213416e-10,1.404322040959103e-10,2.530992706095499e-07,1.224020576176372e-13,6.6892877650825374e-12,5.0851402296808587e-14,1.6838920634651484e-09,3.191792148914371e-17,1.7470540130889142e-06,5.097434644486944e-07
1.7114260046460402e-11,0.11302162890393913,0.0,0.2805731551302017,0.031073345525989518,0.31939331917913805,0.35046833545111356,0.2070051721647525,0.09201455269061089,0.0,2.1884008860683972e-18,1.0084203843358675e-05,1.3743197566192412e-15,0.0,1.0022097422615287e-27,1.5004388209736922e-09,1.3293641835714937e-20,2.4969301340350974e-17,3.236756868844891e-27,2.3849581600811585e-11,4.648284520045432e-12,4.602976929032516e-43,2.3717222615651893e-08,1.5446679938067547e-28,1.704715818994622e-19,1.1257859199302218e-34,1.008130215390012e-05,2.2926078111429757e-31,3.6538949900102674e-06,5.1273855052738556e-06,2.1340334657481525e-05,6.370788813862506e-06,3.019721072159068e-06,5.529292151617894e-06,7.602324508864053e-07,1.1914008983833152e-06,2.4416979203107684e-08,5.282937834037605e-07,2.6133270017962292e-06,3.125196053775436e-06,5.988557923970584e-07,3.7728804895489876e-06,3.8952540990697024e-12,3.8092836121521836e-10,1.4057788346305063e-10,2.5485311100617904e-07,1.235893580554685e-13,6.766945085367348e-12,5.1697558205287597e-14,1.6957670939838173e-09,3.2586268463742164e-17,1.7489437427957482e-06,5.106654462641732e-07
1.7174479731497236e-11,0.11302162890393913,0.0,0.28057295169940555,0.031073341175869837,0.3193932660551709,0.3504682870412652,0.20700515573607034,0.0920145528204949,0.0,2.2180973459921074e-18,1.0119680245745018e-05,1.388877252053016e-15,0.0,1.02348304737078e-27,1.5200891277320934e-09,1.3479956213233982e-20,2.5145324657054135e-17,3.271044251115025e-27,2.4014052862764077e-11,4.664640046595796e-12,4.6845300428045615e-43,2.3800677049520847e-08,1.5610307892137543e-28,1.7286935170765964e-19,1.149682943702661e-34,1.0116757351978e-05,2.3247639041760498e-31,3.653904677448203e-06,5.132449777407237e-06,2.1442332714825904e-05,6.383710343368085e-06,3.021978712034193e-06,5.544829762594653e-06,7.621731783417576e-07,1.1989836170787097e-06,2.4506046362222962e-08,5.33581909159046e-07,2.6285351967471742e-06,3.143845819241475e-06,6.030105781356709e-07,3.785290233164201e-06,3.9080678295443456e-12,3.8218391197209243e-10,1.4072430817939731e-10,2.566127344713718e-07,1.2478367458796162e-13,6.845292073102006e-12,5.255480342167405e-14,1.7076835821815663e-09,3.3266070818533324e-17,1.7508108163473874e-06,5.115880606112607e-07
1.723469941653407e-11,0.11302162890393913,0.0,0.2805727482119479,0.031073336838405345,0.3193932129448823,0.3504682386774245,0.20700513932772557,0.09201455295151845,0.0,2.2481047287342405e-18,1.0155156601778725e-05,1.4035371844313323e-15,0.0,1.0451307954132232e-27,1.5399272458327493e-09,1.366821058306253e-20,2.5321966216282077e-17,3.305572920638552e-27,2.4179064088286864e-11,4.680995571230334e-12,4.767235008434728e-43,2.388413161152378e-08,1.5775087319219664e-28,1.752922219433551e-19,1.1740006076248132e-34,1.0152212425122655e-05,2.357255110375281e-31,3.653914211557193e-06,5.137478048093724e-06,2.154445242622299e-05,6.396585869993828e-06,3.024216038139519e-06,5.5603180900250045e-06,7.641116369932288e-07,1.2065801677651293e-06,2.459513641682621e-08,5.389018685594849e-07,2.643761147920644e-06,3.1625430947093694e-06,6.071770082528263e-07,3.797694171504704e-06,3.9208755769687755e-12,3.8343889014745124e-10,1.4087147562186503e-10,2.5837813829538954e-07,1.2598501846312305e-13,6.9243326402003474e-12,5.3423243954050245e-14,1.719641525260996e-09,3.39574806714858e-17,1.7526553412790983e-06,5.125113053760733e-07
1.7294919101570905e-11,0.11302162890393913,0.0,0.28057254466787174,0.03107333251360344,0.319393159848181,0.35046819035942806,0.20700512293953546,0.09201455308367845,0.0,2.2784253639954376e-18,1.0190632911467248e-05,1.4182999129137441e-15,0.0,1.0671582272010988e-27,1.5599542937240073e-09,1.385841816496051e-20,2.5499226017773258e-17,3.340343723407526e-27,2.4344615024784462e-11,4.697351093950645e-12,4.851103984471341e-43,2.3967586302585653e-08,1.5941022256458996e-28,1.7774036524657847e-19,1.1987447994274839e-34,1.0187667373327783e-05,2.3900837158825e-31,3.65392359811321e-06,5.142470610291888e-06,2.1646693340931298e-05,6.409415557406065e-06,3.026433233038243e-06,5.57575714399292e-06,7.660478159854347e-07,1.2141904403005677e-06,2.4684249373864098e-08,5.44253707147863e-07,2.659004635269598e-06,3.1812878235639803e-06,6.113550458740938e-07,3.8100923072652216e-06,3.93367734412724e-12,3.8469329604648236e-10,1.4101938288201164e-10,2.6014931977004303e-07,1.2719340084914432e-13,7.00407070445775e-12,5.43029864409874e-14,1.7316409204248716e-09,3.466065155231854e-17,1.7544774250148864e-06,5.134351781677131e-07
1.735513878660774e-11,0.11302162890393913,0.0,0.28057234106722106,0.03107332820147138,0.31939310676497645,0.35046814208711263,0.20700510657131918,0.09201455321697208,0.0,2.3090615919751975e-18,1.0226109174818015e-05,1.4331657966605131e-15,0.0,1.089570638078911e-27,1.5801713922096078e-09,1.405059222084687e-20,2.56771040612662e-17,3.3753575054137255e-27,2.4510705419778655e-11,4.713706614758313e-12,4.936149214722251e-43,2.4051041123627977e-08,1.6108116740998621e-28,1.802139548205349e-19,1.2239214681108204e-34,1.0223122196587e-05,2.4232520141469902e-31,3.653932842684222e-06,5.147427754620279e-06,2.1749055010239827e-05,6.422199568688817e-06,3.0286304776527884e-06,5.591146936125154e-06,7.67981704571282e-07,1.2218143247543832e-06,2.4773385240261014e-08,5.496374700062773e-07,2.6742654395709714e-06,3.2000799489172767e-06,6.155446541332292e-07,3.8224846431392e-06,3.946473133804346e-12,3.859471299738356e-10,1.411680272994331e-10,2.6192627618815853e-07,1.284088328347312e-13,7.084510189503523e-12,5.519413815285793e-14,1.7436817648761233e-09,3.537573840946182e-17,1.756277174863516e-06,5.143596763240256e-07
1.7415358471644574e-11,0.11302162890393913,0.0,0.28057213741004083,0.031073323902016284,0.3193930536951789,0.3504680938603156,0.20700509022289743,0.0920145533513966,0.0,2.3400157633787076e-18,1.026158539183844e-05,1.4481351948326118e-15,0.0,1.1123733782952112e-27,1.6005796644404584e-09,1.4244746054772673e-20,2.5855600346499526e-17,3.4106151126486635e-27,2.4677335020908433e-11,4.730062133654908e-12,5.0223830285527e-43,2.4134496075568854e-08,1.6276374809979575e-28,1.8271316443128403e-19,1.249536624362108e-34,1.0258576894893849e-05,2.4567623059209083e-31,3.65394195063752e-06,5.1523497693756695e-06,2.1851536987457292e-05,6.434938066345879e-06,3.0308079512795484e-06,5.606487479572366e-06,7.699132921123755e-07,1.229451711409597e-06,2.4862544022919033e-08,5.550532017575158e-07,2.6895433424267565e-06,3.218919413610997e-06,6.197457961733213e-07,3.83487118181881e-06,3.959262948782807e-12,3.8720039223400457e-10,1.4131740626272807e-10,2.6370900484377707e-07,1.296313254294276e-13,7.165655024758029e-12,5.6096806993142624e-14,1.7557640558178454e-09,3.610289761701215e-17,1.7580546980145992e-06,5.15284796917267e-07
1.7475578156681408e-11,0.11302162890393913,0.0,0.2805719336963774,0.031073319615245096,0.3193930006386992,0.3504680456788752,0.20700507389409253,0.09201455348694959,0.0,2.3712902394235115e-18,1.0297061562535924e-05,1.4632084665917312e-15,0.0,1.1355718533753833e-27,1.6211802359064304e-09,1.4440893012894202e-20,2.6034714873211948e-17,3.4461173911035775e-27,2.48445035759299e-11,4.7464176506419864e-12,5.109817841183188e-43,2.4217951159322947e-08,1.644580050054089e-28,1.8523816840741813e-19,1.2755963409746842e-34,1.0294031468241819e-05,2.490616899254707e-31,3.653950927146814e-06,5.157236940551174e-06,2.1954138827901195e-05,6.447631212302882e-06,3.0329658316034956e-06,5.621778788990903e-06,7.718425680793956e-07,1.2371024907651697e-06,2.4951725728717955e-08,5.605009465664405e-07,2.7048381262650404e-06,3.23780616021932e-06,6.239584351479237e-07,3.8472519259949355e-06,3.9720467918432794e-12,3.8845308313068956e-10,1.4146751752718985e-10,2.654975030318359e-07,1.3086088956393886e-13,7.247509145390021e-12,5.701110149973392e-14,1.7678877904532977e-09,3.6842286981682405e-17,1.7598101015347243e-06,5.162105367597084e-07
1.7535797841718243e-11,0.11302162890393913,0.0,0.28057172992627805,0.03107331534116462,0.3193929475954492,0.35046799754262997,0.20700505758472842,0.09201455362362872,0.0,2.402887391845997e-18,1.0332537686917841e-05,1.478385971100286e-15,0.0,1.1591715244956105e-27,1.6419742344281736e-09,1.463904648344611e-20,2.6214447641142246e-17,3.4818651867694335e-27,2.5012210832716262e-11,4.76277316572109e-12,5.198466153987339e-43,2.4301406375801543e-08,1.6616397849819552e-28,1.8778914163974083e-19,1.3021067532681925e-34,1.0329485916624314e-05,2.524818109492567e-31,3.6539597771990965e-06,5.162089551854226e-06,2.205686008888718e-05,6.460279167909343e-06,3.0351042947126805e-06,5.637020880523277e-06,7.73769522052435e-07,1.2447665535382323e-06,2.5040930364515308e-08,5.659807481413776e-07,2.720149574340985e-06,3.256740131051547e-06,6.281825342221759e-07,3.859626878357187e-06,3.984824665766242e-12,3.8970520296909327e-10,1.4161835805196464e-10,2.6729176804932846e-07,1.3209753609045402e-13,7.330076492275548e-12,5.793713084623417e-14,1.7800529659859041e-09,3.7594065749746155e-17,1.7615434923636435e-06,5.171368924091622e-07
1.7596017526755077e-11,0.11302162890393913,0.0,0.28057152609979136,0.031073311079781507,0.3193928945653412,0.3504679494514193,0.20700504129463065,0.09201455376143183,0.0,2.434809602907676e-18,1.0368013764991562e-05,1.4936680675214211e-15,0.0,1.1831779088581565e-27,1.6629627901489579e-09,1.4839219896714538e-20,2.639479865002932e-17,3.5178593456369286e-27,2.5180456539257732e-11,4.779128678893747e-12,5.288340554789762e-43,2.4384861725912528e-08,1.678817089495054e-28,1.9036625958094512e-19,1.329074059510303e-34,1.0364940240034672e-05,2.5593682592678252e-31,3.653968505601217e-06,5.1669078847244154e-06,2.2159700329718336e-05,6.472882093940721e-06,3.0372235151125743e-06,5.652213771781233e-06,7.756941437212956e-07,1.2524437906662843e-06,2.5130157937146358e-08,5.714926497355121e-07,2.735477470737751e-06,3.2757212681547914e-06,6.324180565739068e-07,3.871996041593902e-06,3.99759657332987e-12,3.9095675205348074e-10,1.4176992525078358e-10,2.6909179719405624e-07,1.333412757829785e-13,7.413361011946848e-12,5.887500484324897e-14,1.7922595796192527e-09,3.835839461397539e-17,1.763254977310525e-06,5.180638601744201e-07
