Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27),HNOH(93),CH3OX(210),CH2X(34),CHX(35),CX(33),SX(680),CH2OX(648),CHOX(678),H2X(216),NO2X(213),N2OX(730)
1.4018117830472161e-09,0.0521079599565058,0.0,0.12713028825587414,0.031075110263184432,0.3184993040395817,0.3499403277894305,0.20671514144300854,0.0920211423675557,0.0,8.367439827733566e-27,1.917322081192024e-11,6.799569162651428e-30,0.0,6.465964026619589e-41,1.4761732483253338e-06,5.180168642500164e-32,3.8713028848432816e-31,1.4640835654268474e-52,3.200848549143424e-17,2.7172775085515337e-26,4.272691456044733e-84,5.532278427994007e-19,9.012135248308666e-58,3.25388296307587e-29,1.7521655863640792e-55,1.8610479495324494e-11,1.5386968185599256e-52,1.0413775587508266e-05,0.0006827703139587055,0.0004789247323365482,0.0005444643307576028,7.71778186388499e-05,0.00017977599238094304,6.13682885773497e-08,2.195465983973766e-05,8.34331324553688e-14,1.331191815859048e-05,1.2562937477827109e-05,1.2454880573906144e-05,1.9991750373466385e-11,0.0002198943577271027,2.4103710447729183e-18,3.9845314888818764e-14,3.405107529557488e-17,1.9948819506632196e-09,1.5845484789608622e-12,4.5643346155554395e-09,2.6693709513994165e-09,1.7888908216424358e-13,7.589532221042759e-19
1.4044444365163374e-09,0.0521079599565058,0.0,0.12712631999821467,0.031075110263184432,0.3184976443340966,0.3499393401410168,0.20671473601208293,0.09202121140227229,0.0,8.423870060648567e-27,1.9208870285027958e-11,6.851858215851643e-30,0.0,6.538799414302307e-41,1.4845755024937535e-06,5.218792938818117e-32,3.8858404857879103e-31,1.4723451816255353e-52,3.212810314886936e-17,2.7223775763979093e-26,4.312952529323482e-84,5.554717763493444e-19,9.062989315705142e-58,3.2782391158542493e-29,1.7719293589825587e-55,1.864405096762146e-11,1.5502586637259793e-52,1.0413548927451313e-05,0.0006840124955145866,0.00047981647477699754,0.0005454519791350586,7.717752578485714e-05,0.00018002868102761166,6.144949572780542e-08,2.2026741700558256e-05,8.374504321162558e-14,1.3370027186150154e-05,1.2597574327463591e-05,1.2478744665474805e-05,2.0060791619665206e-11,0.00022030003600749084,2.414837282197789e-18,3.9922498177515356e-14,3.405022518845628e-17,2.002357178369639e-09,1.5944403398293614e-12,4.602348676885572e-09,2.688706999805098e-09,1.7955559044545657e-13,7.666850243913975e-19
1.4070770899854587e-09,0.0521079599565058,0.0,0.12712235241497988,0.031075110263184432,0.31849598481956853,0.3499383526200553,0.20671433063241995,0.09202128064973508,0.0,8.48051621436925e-27,1.9244518438385255e-11,6.90445663522362e-30,0.0,6.612315785139547e-41,1.4930089916979116e-06,5.257631351069143e-32,3.900405270931313e-31,1.4806378102704018e-52,3.224794127575119e-17,2.7274776339700045e-26,4.353516496517213e-84,5.57721436980317e-19,9.114034278032334e-58,3.3027311168055443e-29,1.7918782651430966e-55,1.867761742926736e-11,1.561885436414844e-52,1.0413322317270823e-05,0.0006852545555170628,0.00048070797778246527,0.0005464395000601872,7.717720779916214e-05,0.00018028107265867738,6.153056051596014e-08,2.2098903831452184e-05,8.405752838337568e-14,1.3428252323395126e-05,1.26322423950827e-05,1.2502543445007663e-05,2.0129928942509742e-11,0.00022070568790670615,2.4193032626679697e-18,3.999953635615767e-14,3.4082130513017795e-17,2.0098464453656856e-09,1.6043719121867458e-12,4.640598851052373e-09,2.708144128205916e-09,1.8022331592510675e-13,7.744794430614337e-19
1.40970974345458e-09,0.0521079599565058,0.0,0.12711838550693927,0.031075110263184432,0.31849432549600387,0.34993736522652824,0.20671392530373084,0.092021350110051,0.0,8.537378106547796e-27,1.928016527212491e-11,6.95736574649201e-30,0.0,6.686518203935865e-41,1.5014737652748221e-06,5.29668465553083e-32,3.9149972399434258e-31,1.4889615093970665e-52,3.2367999857743375e-17,2.7325776812690833e-26,4.394385063084489e-84,5.599768358282372e-19,9.165270492518747e-58,3.327359464006157e-29,1.8120136856981595e-55,1.8711178881143802e-11,1.5735773782522346e-52,1.0413095756066747e-05,0.0006864964940790275,0.0004815992404950584,0.0005474268935509482,7.717686496529148e-05,0.00018053316743691928,6.161148258711796e-08,2.2171146056204957e-05,8.437058792373507e-14,1.3486593417071484e-05,1.2666941728270396e-05,1.2526276701257908e-05,2.0199162225668177e-11,0.00022111131342909167,2.4237687249010013e-18,4.007696134789423e-14,3.413924311596136e-17,2.0173497522112368e-09,1.614343255444046e-12,4.679086076272766e-09,2.727682649164363e-09,1.808922584832531e-13,7.823368497924185e-19
1.4123423969237013e-09,0.0521079599565058,0.0,0.12711441927485992,0.031075110263184432,0.31849266636340867,0.34993637796041754,0.20671352002572996,0.09202141978332515,0.0,8.594455549532695e-27,1.9315810786379695e-11,7.010586879406278e-30,0.0,6.761411763475214e-41,1.5099698724836473e-06,5.335953629786793e-32,3.9296163924942406e-31,1.497316337040806e-52,3.2488278880511904e-17,2.737677718296405e-26,4.435559940870062e-84,5.622379840691222e-19,9.216698316390747e-58,3.352124656395886e-29,1.832337009164951e-55,1.8744735324132185e-11,1.5853347313053203e-52,1.0412869242939127e-05,0.0006877383113130303,0.0004824902620606985,0.0005484141596253059,7.717649756363205e-05,0.00018078496552541187,6.169226158796973e-08,2.2243468198774232e-05,8.468422178578671e-14,1.3545050313678235e-05,1.2701672374858067e-05,1.2549944224605542e-05,2.0268491352874987e-11,0.00022151691257899317,2.4282344391689353e-18,4.0154118195088074e-14,3.4112739687966834e-17,2.0248671007588677e-09,1.6243544279962473e-12,4.717811292093931e-09,2.7473228754047883e-09,1.8156241799998555e-13,7.902576176077614e-19
1.4147117850459105e-09,0.0521079599565058,0.0,0.12711085024456753,0.031075110263184432,0.31849117330735666,0.34993548952984416,0.20671315531863396,0.09202148267143685,0.0,8.646009384798456e-27,1.934789062115914e-11,7.058753779826635e-30,0.0,6.829411124208364e-41,1.5176431998767814e-06,5.371480748016163e-32,3.94279687144286e-31,1.50486234476815e-52,3.25967184660222e-17,2.742267742839674e-26,4.472880646964031e-84,5.642779424862402e-19,9.2631474791461e-58,3.374530745252619e-29,1.8507898110826218e-55,1.8774931840950763e-11,1.5959724760667407e-52,1.041266542148592e-05,0.0006888558431809714,0.0004832919745863058,0.0005493025901660537,7.717614612591632e-05,0.00018101133027033755,6.176484007274409e-08,2.2308626311459408e-05,8.496698326787651e-14,1.3597760405064736e-05,1.27329567694719e-05,1.2571188622047364e-05,2.033096941798254e-11,0.00022188192926902436,2.4322532676842083e-18,4.0223488833636386e-14,3.412999606043473e-17,2.031644720739172e-09,1.6333985862228043e-12,4.752868245899705e-09,2.7650862956330402e-09,1.8216660196555575e-13,7.974407917576235e-19
1.4168442343558988e-09,0.0521079599565058,0.0,0.12710763858643026,0.031075110263184432,0.31848982968917344,0.34993469003054695,0.20671282711698738,0.09202153941835489,0.0,8.692556863476082e-27,1.937676155882326e-11,7.102321810356825e-30,0.0,6.891095845695606e-41,1.5245709582877293e-06,5.403605525968385e-32,3.954678128029071e-31,1.5116753849362855e-52,3.2694466740681946e-17,2.7463987578165263e-26,4.5066836470364e-84,5.66117901351487e-19,9.305084887334591e-58,3.3947916451111426e-29,1.8675292773862482e-55,1.8802105238323174e-11,1.6055920611964946e-52,1.0412482014308116e-05,0.0006898615379815659,0.0004840133477539625,0.0005501020894337694,7.717581317496526e-05,0.0001812148532800138,6.183006117073094e-08,2.236732373229022e-05,8.52218662874236e-14,1.3645279487390167e-05,1.2761134473109424e-05,1.2590262787951054e-05,2.0387265902925678e-11,0.0002222104260314213,2.435870018408325e-18,4.028605469299344e-14,3.414440558714083e-17,2.03775430434567e-09,1.6415659888614126e-12,4.784585543932825e-09,2.7811442151252885e-09,1.8271121018400415e-13,8.039500147845343e-19
1.4189766836658871e-09,0.0521079599565058,0.0,0.12710442737314692,0.031075110263184432,0.3184884861962957,0.3499338906148158,0.20671249894809954,0.09202159630517653,0.0,8.739245414045459e-27,1.9405631631009298e-11,7.146096935882228e-30,0.0,6.953243172024611e-41,1.5315193620232176e-06,5.435873191720822e-32,3.966577219148451e-31,1.5185089517118683e-52,3.279235962105651e-17,2.75052976605629e-26,4.540690682616076e-84,5.679616523965582e-19,9.347148645593519e-58,3.4151432190586946e-29,1.8843945208956048e-55,1.8829275350930644e-11,1.6152549944753191e-52,1.0412298637073574e-05,0.0006908671533778771,0.00048473456119901566,0.0005509015051355383,7.717546459350426e-05,0.00018141818192244537,6.189518777671565e-08,2.242607327475624e-05,8.547712603590469e-14,1.3692874274295338e-05,1.2789332807303372e-05,1.2609293459125548e-05,2.0443625064643258e-11,0.00022253890549856655,2.4394867113764714e-18,4.034859978142995e-14,3.413908978914981e-17,2.0438731024731146e-09,1.649759628015454e-12,4.816460662480918e-09,2.7972694200088315e-09,1.832566166358803e-13,8.105014766841293e-19
1.4211091329758754e-09,0.0521079599565058,0.0,0.12710121660512042,0.031075110263184432,0.3184871428287265,0.349933091282641,0.20671217081182444,0.0920216533319546,0.0,8.786074926635941e-27,1.9434500837787735e-11,7.190079870869036e-30,0.0,7.015855863907735e-41,1.5384884371117008e-06,5.4682841610201e-32,3.978494144625728e-31,1.5253630759365643e-52,3.2890397099532715e-17,2.7546607675596215e-26,4.574902675768929e-84,5.698092016381365e-19,9.389338943763532e-58,3.4355857339098144e-29,1.901386294374023e-55,1.8856442179241206e-11,1.6249614053955623e-52,1.0412115289304328e-05,0.00069187268942906,0.00048545561447490366,0.0005517008372809154,7.717510052466202e-05,0.0001816213162848508,6.196021970566042e-08,2.2484874845632085e-05,8.57327624883227e-14,1.3740544683743442e-05,1.2817551797931128e-05,1.2628280527298937e-05,2.050004684147487e-11,0.00022286736767277452,2.4431031196780723e-18,4.041114730189894e-14,3.4171263683631385e-17,2.050001115627951e-09,1.6579795347395603e-12,4.8484941033937675e-09,2.8134620767817373e-09,1.8380282125751946e-13,8.170953782861676e-19
1.4232415822858637e-09,0.0521079599565058,0.0,0.12709800628275253,0.031075110263184432,0.31848579958646867,0.34993229203401305,0.20671184270801746,0.09202171049874114,0.0,8.833045289113628e-27,1.9463369179229045e-11,7.23427133153831e-30,0.0,7.078936694298176e-41,1.5454782095479866e-06,5.50083885017405e-32,3.990428904285663e-31,1.5322377884518915e-52,3.2988579168498473e-17,2.7587917623271724e-26,4.609320551333033e-84,5.716605551102781e-19,9.431655971684345e-58,3.4561194568501507e-29,1.918505353938647e-55,1.8883605723722804e-11,1.6347114236395263e-52,1.0411931970522508e-05,0.0006928781461941226,0.00048617650713671305,0.0005525000858794582,7.717472111028221e-05,0.00018182425645457345,6.202515677315178e-08,2.254372835176654e-05,8.59887756196664e-14,1.3788290633597744e-05,1.2845791470969743e-05,1.2647223884901023e-05,2.055653117178887e-11,0.00022319581255636058,2.4467193869253623e-18,4.047382069434066e-14,3.419477843502747e-17,2.056138344321642e-09,1.6662257401323266e-12,4.8806863690853035e-09,2.8297223520084685e-09,1.8434982398527036e-13,8.237319210018094e-19
1.425374031595852e-09,0.0521079599565058,0.0,0.1270947964064438,0.031075110263184432,0.3184844564695253,0.3499314928689224,0.20671151463653512,0.09202176780558755,0.0,8.880156387085149e-27,1.9492236655403695e-11,7.27867203587004e-30,0.0,7.142488448425359e-41,1.5524887052932063e-06,5.533537676051517e-32,4.002381497953033e-31,1.5391331200992196e-52,3.3086905820342675e-17,2.762922750359593e-26,4.643945236922827e-84,5.735157188644304e-19,9.474099919194754e-58,3.476744655436368e-29,1.935752459070232e-55,1.891076598484329e-11,1.6445051790794536e-52,1.0411748680250353e-05,0.0006938835237319257,0.00048689723874116315,0.0005532992509407257,7.717432649093485e-05,0.00018202700251907818,6.20899987954052e-08,2.2602633700082522e-05,8.624516540491032e-14,1.3836112041622698e-05,1.2874051852494826e-05,1.2666123425063525e-05,2.061307799398238e-11,0.00022352424015164145,2.4503356795133517e-18,4.053635349798689e-14,3.418136785456675e-17,2.0622847894400273e-09,1.6744982749416856e-12,4.913037962532234e-09,2.846050412319305e-09,1.8489762475549522e-13,8.304113068240159e-19
1.4275064809058403e-09,0.0521079599565058,0.0,0.1270915869765937,0.031075110263184432,0.31848311347789904,0.34993069378735947,0.2067111865972354,0.09202182525254446,0.0,8.92740810390154e-27,1.9521103266382118e-11,7.323282703607183e-30,0.0,7.206513923830414e-41,1.5595199502747942e-06,5.566381056082186e-32,4.014351925452645e-31,1.5460491017197717e-52,3.318537704745526e-17,2.767053731657528e-26,4.678777662933261e-84,5.753746989694538e-19,9.516670976132648e-58,3.497461597596043e-29,1.9531283726229537e-55,1.893792296307045e-11,1.6543428017775144e-52,1.0411565418010215e-05,0.0006948888221011835,0.00048761780884663125,0.0005540983324742788,7.71739168059278e-05,0.00018222955456595436,6.215474558926882e-08,2.2661590797577102e-05,8.650193181901489e-14,1.38840088254851e-05,1.2902332968679517e-05,1.268497904162029e-05,2.0669687246481358e-11,0.00022385265046093465,2.4539516812617787e-18,4.0598898150536946e-14,3.4210700743731094e-17,2.0684404513436814e-09,1.6827971699675606e-12,4.945549387272744e-09,2.8624464244097523e-09,1.8544622350456986e-13,8.371337383279439e-19
1.4296389302158286e-09,0.0521079599565058,0.0,0.12708837799360054,0.031075110263184432,0.31848177061159294,0.34992989478931463,0.20671085858997734,0.09202188283966185,0.0,8.974800320662148e-27,1.9549969012234752e-11,7.368104056259743e-30,0.0,7.271015930401627e-41,1.5665719703864665e-06,5.599369408256403e-32,4.026340186609326e-31,1.5529857641546218e-52,3.328399284222715e-17,2.771184706221621e-26,4.713818762543951e-84,5.772375015116404e-19,9.559369332334984e-58,3.518270551627564e-29,1.97063386083422e-55,1.8965076658871964e-11,1.6642244219857919e-52,1.0411382183324585e-05,0.0006958940413604627,0.000488338217013149,0.0005548973304896805,7.717349219331794e-05,0.00018243191268291483,6.221939697222823e-08,2.2720599551321512e-05,8.67590748369263e-14,1.3931980902755193e-05,1.2930634845793444e-05,1.2703790629107461e-05,2.072635886774063e-11,0.00022418104348655895,2.4575675147709544e-18,4.066169583912811e-14,3.4237698474461903e-17,2.07460533043087e-09,1.6911224561576884e-12,4.978221147404905e-09,2.8789105550399628e-09,1.8599562016888343e-13,8.438994186713418e-19
1.431771379525817e-09,0.0521079599565058,0.0,0.12708516945786144,0.031075110263184432,0.3184804278706096,0.34992909587477833,0.20671053061462136,0.09202194056698901,0.0,9.022332916218589e-27,1.9578833893032002e-11,7.413136817108822e-30,0.0,7.335997290409968e-41,1.5736447914881983e-06,5.632503151124995e-32,4.038346281247934e-31,1.5599431382446972e-52,3.3382753197050306e-17,2.775315674052514e-26,4.749069471723331e-84,5.791041325947337e-19,9.602195177637808e-58,3.539171786200036e-29,1.9882696933345083e-55,1.899222707271543e-11,1.6741501701462675e-52,1.0411198975716077e-05,0.0006968991815681836,0.0004890584628023851,0.0005556962449964954,7.71730527899226e-05,0.0001826340769577917,6.228395276241175e-08,2.2779659868461156e-05,8.701659443357673e-14,1.3980028190907792e-05,1.2958957510201652e-05,1.2722558082763677e-05,2.0783092796243905e-11,0.0002245094192308341,2.4611833941066825e-18,4.072416326726252e-14,3.4219086022702656e-17,2.0807794279248918e-09,1.6994741640794362e-12,5.011053747585277e-09,2.8954429710341506e-09,1.8654581468483889e-13,8.507085515949426e-19
1.4339038288358052e-09,0.0521079599565058,0.0,0.1270819613697722,0.031075110263184432,0.31847908525495167,0.3499282970437411,0.20671020267102902,0.09202199843457445,0.0,9.070005767178773e-27,1.960769790884427e-11,7.458381711210712e-30,0.0,7.401460838544647e-41,1.5807384394061988e-06,5.665782703799081e-32,4.050370209193347e-31,1.5669212548307765e-52,3.3481658104317726e-17,2.779446635150843e-26,4.784530729232797e-84,5.809745983399482e-19,9.645148701876248e-58,3.560165570353178e-29,2.006036643157197e-55,1.901937420506837e-11,1.6841201768908086e-52,1.0411015794707463e-05,0.0006979042427826201,0.000489778545777671,0.00055649507600429,7.717259873133072e-05,0.00018283604747854255,6.234841277859448e-08,2.283877165621561e-05,8.727449058388403e-14,1.4028150607323417e-05,1.298730098836357e-05,1.2741281298530209e-05,2.0839888970503835e-11,0.00022483777769608107,2.4647989638949953e-18,4.0786673925104474e-14,3.42485355336146e-17,2.0869627439568025e-09,1.7078523242449923e-12,5.04404769302772e-09,2.91204383928001e-09,1.8709680698885238e-13,8.575613414228543e-19
1.4358230332147946e-09,0.0521079599565058,0.0,0.12707907447355904,0.031075110263184432,0.318477877008015,0.34992757816719144,0.2067099075488404,0.09202205063536177,0.0,9.113031147624765e-27,1.963367478357133e-11,7.499284090526336e-30,0.0,7.460792655619721e-41,1.5871405507784488e-06,5.695859315436173e-32,4.061206991676818e-31,1.5732193200821162e-52,3.3570796106911874e-17,2.7831644943835237e-26,4.816626657953794e-84,5.826613012200331e-19,9.683916196078786e-58,3.579139328642383e-29,2.0221396449703314e-55,1.904380381889795e-11,1.6931311321705163e-52,1.0410850954148314e-05,0.0006988087303843996,0.000490426480889931,0.0005572139525275512,7.717217765948799e-05,0.0001830176553602362,6.240634475713059e-08,2.289201619594706e-05,8.750691905179558e-14,1.4071524948402238e-05,1.3012827936412686e-05,1.2758094283886214e-05,2.089105869666377e-11,0.00022513328554315328,2.4680528811630483e-18,4.084324166228229e-14,3.4264023351258747e-17,2.0925356105121724e-09,1.7154153105099017e-12,5.0738806121318275e-09,2.927043285359835e-09,1.8759338211871326e-13,8.637663482654499e-19
1.437550317155885e-09,0.0521079599565058,0.0,0.12707647657749777,0.031075110263184432,0.3184767896725697,0.3499269312361115,0.20670964196069147,0.09202209771326784,0.0,9.151850959979512e-27,1.9657053371871473e-11,7.536244087073402e-30,0.0,7.514528924460778e-41,1.5929169080095206e-06,5.723029790300148e-32,4.070972446141821e-31,1.5789019839645788e-52,3.365112040919215e-17,2.7865105630311205e-26,4.845660029966045e-84,5.841819974669981e-19,9.71889561075573e-58,3.5962801554224123e-29,2.0367241593295067e-55,1.906578819935361e-11,1.7012718127317793e-52,1.041070261544909e-05,0.0006996227145944007,0.000491009509171698,0.0005578608835836325,7.717178871873205e-05,0.00018318096838347578,6.245841697603276e-08,2.2939971807659374e-05,8.771636542264203e-14,1.4110613778282648e-05,1.3035816638660323e-05,1.2773195200288228e-05,2.0937154478929554e-11,0.00022539923064193493,2.4709813582647937e-18,4.0893933217148355e-14,3.426514148763233e-17,2.0975575757840295e-09,1.7222403572694494e-12,5.1008426342964285e-09,2.9405904096851854e-09,1.8804085216138746e-13,8.693813547026236e-19
1.4392776010969756e-09,0.0521079599565058,0.0,0.12707387897583966,0.031075110263184432,0.3184757024193551,0.3499262843597982,0.20670937639314055,0.09202214488328138,0.0,9.190762567172755e-27,1.96804313927801e-11,7.573344559262785e-30,0.0,7.568586638003818e-41,1.5987069755237178e-06,5.750296678006639e-32,4.0807496007281305e-31,1.5845983118340464e-52,3.3731539538808966e-17,2.789856627262608e-26,4.874833221065128e-84,5.857052205768853e-19,9.753959133112057e-58,3.6134821835581846e-29,2.0513960854512518e-55,1.9087770427654303e-11,1.7094417642402067e-52,1.0410554293354065e-05,0.0007004366470800401,0.0004915924298602452,0.0005585077598730219,7.717139039981043e-05,0.00018334415444142322,6.251042603753362e-08,2.2987961024518918e-05,8.792605880569978e-14,1.4149751752612811e-05,1.305881904416172e-05,1.2788266909496221e-05,2.098329099140495e-11,0.00022566516440807637,2.4739096769967586e-18,4.0944657665144425e-14,3.4284529323347844e-17,2.102585590417204e-09,1.7290828135716207e-12,5.1279114151927225e-09,2.954182742469557e-09,1.8848884551979715e-13,8.75025369644446e-19
1.441004885038066e-09,0.0521079599565058,0.0,0.12707128166879295,0.031075110263184432,0.31847461524837256,0.34992563753824657,0.20670911084611635,0.09202219214542692,0.0,9.22976589933677e-27,1.970380884633458e-11,7.610585895847646e-30,0.0,7.622967326733605e-41,1.604510766981192e-06,5.777660202364115e-32,4.090538455342722e-31,1.5903083200802894e-52,3.381205349172158e-17,2.793202687078321e-26,4.904146735531383e-84,5.872309738364099e-19,9.789106864032173e-58,3.630745556740009e-29,2.0661558407382478e-55,1.910975050404832e-11,1.717641056483668e-52,1.0410405987609945e-05,0.0007012505278720053,0.0004921752427266879,0.0005591545814008073,7.717098277246888e-05,0.00018350721358105634,6.25623718465851e-08,2.3035983797360914e-05,8.813599918761209e-14,1.4188938827309048e-05,1.3081835167155286e-05,1.2803309357559623e-05,2.1029468201468792e-11,0.00022593108684281299,2.4768379359921336e-18,4.099550427809795e-14,3.429509639167453e-17,2.107619654671045e-09,1.735942695649216e-12,5.155087224375797e-09,2.967820372523302e-09,1.8893736216017742e-13,8.806985027995903e-19
1.4425594405850475e-09,0.0521079599565058,0.0,0.12706894434451516,0.031075110263184432,0.31847363686479774,0.3499250554456671,0.20670887187128648,0.09202223476015066,0.0,9.264947264617002e-27,1.9724848069476714e-11,7.644223859758868e-30,0.0,7.672187359684224e-41,1.6097459245427916e-06,5.802370183794213e-32,4.09935842794317e-31,1.5954590377701453e-52,3.388459711992156e-17,2.7962141371372485e-26,4.930649292792975e-84,5.88606317770483e-19,9.820811903562958e-58,3.6463351615064713e-29,2.0795150606120103e-55,1.912953073312792e-11,1.725045563576758e-52,1.0410272526210993e-05,0.0007019829764119959,0.0004926996819299904,0.0005597366739588485,7.717060800639823e-05,0.00018365385833043663,6.260906891556139e-08,2.3079232942674756e-05,8.832515670430951e-14,1.4224249138882501e-05,1.3102561418104476e-05,1.2816822498191868e-05,2.107106246001309e-11,0.00022617040734674632,2.4794733119434176e-18,4.1041112801679614e-14,3.42975890463651e-17,2.1121554854488505e-09,1.7421315018718772e-12,5.1796371848041694e-09,2.980133042159859e-09,1.893414745147025e-13,8.858293095887976e-19
1.444113996132029e-09,0.0521079599565058,0.0,0.1270666072591916,0.031075110263184432,0.31847265854783285,0.34992447339743676,0.2067086329129747,0.09202227744953828,0.0,9.300202817473409e-27,1.974588683311952e-11,7.677976523835712e-30,0.0,7.721671369974831e-41,1.6149922194890777e-06,5.827158785887166e-32,4.108187877423396e-31,1.600620861788905e-52,3.395721754877343e-17,2.7992255836199094e-26,4.957266290755806e-84,5.899837162007919e-19,9.852585307290633e-58,3.6619746772531393e-29,2.092946067787312e-55,1.9149309219545152e-11,1.7324739442500515e-52,1.041013907766665e-05,0.0007027153831272001,0.0004932240334467211,0.0005603187221678217,7.717022580672222e-05,0.00018380040034839725,6.265571460441266e-08,2.3122509192740676e-05,8.851451426950961e-14,1.4259599153822632e-05,1.3123298802220718e-05,1.2830311854938748e-05,2.1112689633427878e-11,0.00022640971867414418,2.4821085582261082e-18,4.108679159789917e-14,3.431479479632894e-17,2.11669621692273e-09,1.7483344476814154e-12,5.204274253515946e-09,2.992482539321736e-09,1.897460106756724e-13,8.909838715313704e-19
1.4456685516790104e-09,0.0521079599565058,0.0,0.12706427041297289,0.031075110263184432,0.31847168029747897,0.34992389139355173,0.20670839397113014,0.09202232021360693,0.0,9.33553250498576e-27,1.976692513729023e-11,7.711844173086284e-30,0.0,7.771420484603301e-41,1.620249661748009e-06,5.852026172299613e-32,4.1170268037156085e-31,1.6057938040845796e-52,3.402991477533248e-17,2.8022370265265443e-26,4.98399809955771e-84,5.913631715390686e-19,9.884427148759107e-58,3.677664209061245e-29,2.106449169640659e-55,1.916908596348094e-11,1.7399262495486667e-52,1.041000564179245e-05,0.0007034477480398585,0.0004937482971115051,0.0005609007260314376,7.716983622323776e-05,0.0001839468396692932,6.270230884444833e-08,2.3165812511783928e-05,8.870407187346264e-14,1.4294988839913268e-05,1.3144047329963394e-05,1.2843777389099297e-05,2.1154349697958398e-11,0.00022664902082590815,2.4847437629046337e-18,4.113258776625385e-14,3.4324713570875374e-17,2.1212418493036427e-09,1.7545515448304333e-12,5.22899862750829e-09,3.004868928805724e-09,1.9015097061848454e-13,8.961622691284909e-19
1.4472231072259918e-09,0.0521079599565058,0.0,0.12706193380600925,0.031075110263184432,0.31847070211373696,0.34992330943400823,0.20670815504570222,0.09202236305237362,0.0,9.370936273608368e-27,1.9787962982016076e-11,7.745827093027968e-30,0.0,7.821435834143323e-41,1.6255182612379686e-06,5.876972506846091e-32,4.12587520675203e-31,1.6109778766051378e-52,3.41026887966542e-17,2.8052484658573937e-26,5.010845090133284e-84,5.92744686202017e-19,9.916337501512031e-58,3.693403862116501e-29,2.120024674528612e-55,1.91888609651162e-11,1.7474025305713236e-52,1.0409872218403993e-05,0.0007041800711721709,0.000494272472759437,0.0005614826855534071,7.716943930541555e-05,0.000184093176327513,6.274885156716863e-08,2.320914286405074e-05,8.889382950641497e-14,1.433041816491372e-05,1.3164807011816583e-05,1.2857219062171227e-05,2.1196042629858104e-11,0.00022688831380294024,2.4873789862445163e-18,4.1178111520523e-14,3.4307245208907593e-17,2.125792383238084e-09,1.760782805064951e-12,5.2538105039329215e-09,3.0172922754254293e-09,1.9055635431854015e-13,9.01364583046838e-19
1.4487776627729732e-09,0.0521079599565058,0.0,0.12705959743845055,0.031075110263184432,0.3184697239966076,0.3499227275188028,0.20670791613664077,0.09202240596585518,0.0,9.40641406917105e-27,1.9809000367324303e-11,7.779925569688291e-30,0.0,7.871718552751807e-41,1.6307980278677637e-06,5.901997953499007e-32,4.134733086464882e-31,1.6161730912985068e-52,3.4175539609794425e-17,2.8082599016126975e-26,5.037807634214762e-84,5.941282626113165e-19,9.948316439092793e-58,3.7091937417090805e-29,2.1336728917898268e-55,1.9208634224631804e-11,1.7549028384703437e-52,1.0409738807316931e-05,0.0007049123525462962,0.000494796560226082,0.0005620646007374414,7.716903510240195e-05,0.00018423941035748058,6.279534270426594e-08,2.32525002138083e-05,8.9083787158609e-14,1.4365887096558975e-05,1.3185577858288865e-05,1.287063683585092e-05,2.1237768405388726e-11,0.0002271275976061425,2.49001394252921e-18,4.122384741430395e-14,3.4339607134295076e-17,2.1303478184013175e-09,1.7670282398860077e-12,5.2787100800961335e-09,3.0297526440111613e-09,1.9096216175124442e-13,9.065908941186664e-19
1.4501767627652566e-09,0.0521079599565058,0.0,0.1270574949124626,0.031075110263184432,0.3184688437481458,0.3499222038330238,0.20670770113243744,0.09202244465188346,0.0,9.438407332937067e-27,1.9827933621322135e-11,7.810713236490537e-30,0.0,7.917202540327032e-41,1.6355593739210447e-06,5.924588631988012e-32,4.142713280708788e-31,1.6208583209552205e-52,3.4241170996192294e-17,2.8109701907355745e-26,5.06217303001577e-84,5.953752461783462e-19,9.977156183726686e-58,3.7234476641383064e-29,2.1460187128655025e-55,1.9226428668833012e-11,1.761673700879336e-52,1.040961874770396e-05,0.0007055713700980398,0.0004952681634155359,0.0005625882864972058,7.716866513121113e-05,0.00018437093326577399,6.283714056564496e-08,2.3291544881928417e-05,8.925492005396735e-14,1.4397842972034576e-05,1.3204281174568145e-05,1.2882692366684458e-05,2.1275349665057684e-11,0.00022734294518614607,2.4923853961402696e-18,4.1265150975209294e-14,3.435851808806264e-17,2.134451900888093e-09,1.7726612601905268e-12,5.301194845117091e-09,3.0409986831148806e-09,1.9132775071176823e-13,9.11315158590884e-19
