Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27),HNOH(93),CH3OX(210),CH2X(34),CHX(35),CX(33),SX(680),CH2OX(648),CHOX(678),H2X(216),NO2X(213),N2OX(730)
1.3444821416339937e-11,0.0521079599565058,0.0,0.12934989064492233,0.031075110263184432,0.3194007025388757,0.3504793882928896,0.20700571963956846,0.09200923887032224,0.0,9.579161637618619e-37,1.857344549681428e-13,1.1639242707837524e-37,0.0,5.179921152750277e-53,1.171057198938175e-12,4.5689175761399615e-40,3.5701321193737403e-35,1.2934791014182653e-58,2.98206381466726e-21,2.608356034718585e-28,3.4743921255510154e-94,8.255234836719515e-23,7.96204621845908e-64,2.8195345036660025e-37,1.3927622260328454e-67,1.8568081245609737e-13,1.3164761950336154e-60,8.956678925700641e-06,6.801350014892315e-06,4.330952541570309e-06,5.4038464641347975e-06,4.351894638588758e-06,2.1728323331105484e-06,8.407779345320052e-10,2.575375582024025e-09,7.748508253898569e-18,2.3769711318222266e-11,2.555797649045412e-09,1.7304343119226258e-09,2.1445770500165743e-15,2.148645821564008e-06,2.3456235408977194e-20,3.777150324002475e-16,2.756248720781059e-17,1.863664685703667e-13,2.730479047274797e-20,6.783069061706947e-19,2.5183024548913592e-17,1.6761311923742102e-17,1.0977538362259498e-30
1.3465124985272962e-11,0.0521079599565058,0.0,0.12934984819102124,0.031075110263184432,0.3194006889828688,0.35047938013532554,0.20700571001021575,0.09200923431494022,0.0,9.663466714826351e-37,1.8601491257524392e-13,1.1700309867838432e-37,0.0,5.227030699565577e-53,1.176373468920255e-12,4.5965758097048075e-40,3.580922904706551e-35,1.299347914164923e-58,2.991076454403957e-21,2.6122949566457365e-28,3.500705405694061e-94,8.274771856928597e-23,7.998171855957415e-64,2.8366035754380958e-37,1.4054290542524304e-67,1.8596110795541666e-13,1.3244461521813539e-60,8.961234371021921e-06,6.811616113796828e-06,4.337500343161789e-06,5.412004027969897e-06,4.358280075146567e-06,2.1761066715096538e-06,8.423415724901305e-10,2.5831505836974057e-09,7.771927636976831e-18,2.387730117384995e-11,2.5634840677851847e-09,1.7366019509260636e-09,2.1510544223703678e-15,2.1518897371815815e-06,2.349585396003759e-20,3.782886264862312e-16,2.749804530213801e-17,1.8693039219964618e-13,2.746969207388551e-20,6.83430371058394e-19,2.5335453828259357e-17,1.6811968389045423e-17,1.1077273701812924e-30
1.3485428554205987e-11,0.0521079599565058,0.0,0.12934980575061708,0.031075110263184432,0.31940067542687345,0.3504793719777701,0.2070057003814169,0.0920092297725164,0.0,9.748372721207605e-37,1.8629537009939957e-13,1.1761611349677577e-37,0.0,5.274496736478856e-53,1.1817058135137904e-12,4.62435941745423e-40,3.591729972630456e-35,1.3052344520816247e-58,3.0001026906949047e-21,2.6162338783880376e-28,3.527177871104207e-94,8.294330208895856e-23,8.03440660121948e-64,2.8537500272939164e-37,1.4181917372142513e-67,1.8624140312730224e-13,1.3324522413936842e-60,8.965776858375556e-06,6.821882198369687e-06,4.344048168459574e-06,5.420161583069114e-06,4.364664960089946e-06,2.179380989229292e-06,8.43905225270504e-10,2.5909372765055197e-09,7.795382355744346e-18,2.3985214420332306e-11,2.571181911601675e-09,1.7427810777793159e-09,2.15754154777906e-15,2.155133650518373e-06,2.3526440271688894e-20,3.788562609778853e-16,2.7577310462008533e-17,1.8749502941374001e-13,2.7635338743581686e-20,6.885847419201868e-19,2.548857394590551e-17,1.686270127085721e-17,1.1177762692527977e-30
1.3505732123139011e-11,0.0521079599565058,0.0,0.12934976332367307,0.031075110263184432,0.31940066187088967,0.35047936382022354,0.2070056907531719,0.09200922524301397,0.0,9.83388291550231e-37,1.8657582754060979e-13,1.182314773237601e-37,0.0,5.322321418278526e-53,1.1870542570415419e-12,4.652268777626493e-40,3.6025533231433067e-35,1.3111387418942506e-58,3.0091425235305447e-21,2.6201727999454974e-28,3.553810242944271e-94,8.313909892665022e-23,8.070750618757127e-64,2.870974092717782e-37,1.4310508543223755e-67,1.8652169797175447e-13,1.340494571703211e-60,8.970306424595908e-06,6.832148268612086e-06,4.350596017464467e-06,5.42831912943331e-06,4.371049293467051e-06,2.1826552862695514e-06,8.454688922029683e-10,2.5987356603256264e-09,7.818872410188714e-18,2.40934515382908e-11,2.5788911799776445e-09,1.7489716926916158e-09,2.1640384261792112e-15,2.1583775615750682e-06,2.356741220859784e-20,3.79431224477457e-16,2.7479336896659095e-17,1.8806068784939675e-13,2.780173270029709e-20,6.937701600126646e-19,2.5642386985387868e-17,1.691351056910999e-17,1.1279009880131489e-30
1.3524005335178734e-11,0.0521079599565058,0.0,0.12934972515090137,0.031075110263184432,0.31940064967051424,0.35047935647843903,0.20700568208822492,0.09200922117747919,0.0,9.911361374939356e-37,1.8682823916678076e-13,1.1878731796200396e-37,0.0,5.365672062818454e-53,1.1918816409082645e-12,4.677495033219498e-40,3.612308260216649e-35,1.3164678026855651e-58,3.0172899981204362e-21,2.6237178291891815e-28,3.577916695558725e-94,8.331549846784045e-23,8.103553798305654e-64,2.8865423044850787e-37,1.4427069921074182e-67,1.8677396305180637e-13,1.3477637453802967e-60,8.974372016976466e-06,6.8413877195786856e-06,4.3564891018397805e-06,5.4356609136933484e-06,4.376794721957073e-06,2.1856021359259033e-06,8.468762039927322e-10,2.6057642014775352e-09,7.840043671182109e-18,2.419114225178078e-11,2.5858392890868945e-09,1.754553068571766e-09,2.16989395549461e-15,2.161297079577177e-06,2.3596424165407272e-20,3.7994314964299867e-16,2.7519003955227575e-17,1.8857038602763082e-13,2.7952128052599906e-20,6.984636959751007e-19,2.5781412893900207e-17,1.695930427353878e-17,1.137078438245591e-30
1.3542278547218456e-11,0.0521079599565058,0.0,0.12934968698897584,0.031075110263184432,0.31940063747014813,0.35047934913666157,0.20700567342372644,0.09200921712235434,0.0,9.989334268620712e-37,1.8708065072576609e-13,1.1934507022358898e-37,0.0,5.409316547826756e-53,1.1967221023450176e-12,4.702823731660248e-40,3.6220763861837363e-35,1.3218112836436994e-58,3.0254484858968254e-21,2.6272628582831613e-28,3.602153787129974e-94,8.349207079729922e-23,8.13644574158109e-64,2.902173743363254e-37,1.454442139140379e-67,1.87026227866638e-13,1.355062442515542e-60,8.978427199692594e-06,6.850627158939442e-06,4.362382205420004e-06,5.443002690879332e-06,4.382539703752511e-06,2.1885489688331955e-06,8.482835262254558e-10,2.612802212160272e-09,7.861243554054676e-18,2.42890960407961e-11,2.592796651293348e-09,1.760143750090761e-09,2.1757573846354585e-15,2.164216595733459e-06,2.3629646197674086e-20,3.8045753691339684e-16,2.750396678860674e-17,1.8908082601307099e-13,2.8103132155372227e-20,7.031825953422388e-19,2.592100328268785e-17,1.7005159875180946e-17,1.1463180066150524e-30
1.3560551759258178e-11,0.0521079599565058,0.0,0.12934964883786979,0.031075110263184432,0.3194006252697914,0.35047934179489115,0.2070056647596765,0.09200921307761266,0.0,1.0067803996737687e-36,1.873330622175658e-13,1.1990473834352325e-37,0.0,5.453256464203022e-53,1.2015756590836305e-12,4.728255149851951e-40,3.631857701043004e-35,1.3271692042518113e-58,3.0336179868527488e-21,2.630807887227443e-28,3.626522047852163e-94,8.366881591534537e-23,8.169426568512529e-64,2.9178685802834307e-37,1.4662567232006977e-67,1.8727849241624972e-13,1.3623907429305156e-60,8.982471999382382e-06,6.8598665866952225e-06,4.368275328206352e-06,5.45034446099188e-06,4.388284238888457e-06,2.191495784992201e-06,8.496908584227371e-10,2.619849692284366e-09,7.882472058797377e-18,2.4387313255667038e-11,2.5997632662199873e-09,1.7657437373911218e-09,2.181628713555512e-15,2.167136110044411e-06,2.3659027537050417e-20,3.8096952907616385e-16,2.755177540753098e-17,1.8959189512012933e-13,2.82547466549947e-20,7.079269599414141e-19,2.606115967707459e-17,1.705107737398732e-17,1.1556200287215508e-30
1.35788249712979e-11,0.0521079599565058,0.0,0.12934961069755652,0.031075110263184432,0.31940061306944406,0.3504793344531279,0.20700565609607502,0.09200920904322765,0.0,1.0146772967661022e-36,1.8758547364218002e-13,1.2046632656144224e-37,0.0,5.497493409538095e-53,1.2064423288561118e-12,4.753789565085245e-40,3.641652204792888e-35,1.3325415839930585e-58,3.0417985009812486e-21,2.6343529160220367e-28,3.6510220094054794e-94,8.38457338222978e-23,8.202496399029044e-64,2.933626986416005e-37,1.4781511738671071e-67,1.8753075670064182e-13,1.3697487265585497e-60,8.986506442613217e-06,6.869106002846886e-06,4.374168470199533e-06,5.4576862240316116e-06,4.394028327400001e-06,2.1944425844031534e-06,8.510982001094971e-10,2.626906641760353e-09,7.903729185401175e-18,2.4485794246709684e-11,2.606739133489813e-09,1.7713530306120894e-09,2.1875079422085264e-15,2.1700556225105266e-06,2.3692821729407148e-20,3.814848896731276e-16,2.751834578128896e-17,1.901037316602745e-13,2.840697318434923e-20,7.126968934211041e-19,2.620188360451667e-17,1.7097056769908742e-17,1.1649848415716226e-30
1.3597098183337623e-11,0.0521079599565058,0.0,0.12934957256800955,0.031075110263184432,0.319400600869106,0.35047932711137164,0.20700564743292194,0.09200920501917281,0.0,1.0226243597732577e-36,1.8783788499960873e-13,1.2102983912148292e-37,0.0,5.542028987951022e-53,1.2113221293946435e-12,4.779427255027654e-40,3.6514598974318244e-35,1.3379284423505937e-58,3.049990028275365e-21,2.6378979446669484e-28,3.6756542049178514e-94,8.402282451847544e-23,8.2356553530597e-64,2.9494491331641437e-37,1.4901259224737943e-67,1.877830207198147e-13,1.3771364734417014e-60,8.990530555883859e-06,6.878345407395296e-06,4.380061631400624e-06,5.465027979999145e-06,4.3997719693222275e-06,2.197389367066781e-06,8.525055508138676e-10,2.633973060498771e-09,7.925014933857031e-18,2.4584539364226313e-11,2.6137242527258398e-09,1.7769716298897372e-09,2.1933950705482605e-15,2.1729751331323003e-06,2.3722937249223357e-20,3.8199733409105606e-16,2.7553242030790295e-17,1.9061619236126947e-13,2.855981338963292e-20,7.174924981350198e-19,2.6343176594544822e-17,1.7143098062896047e-17,1.1744127835440267e-30
1.3615371395377346e-11,0.0521079599565058,0.0,0.12934953444920247,0.031075110263184432,0.31940058866877735,0.35047931976962254,0.2070056387702173,0.09200920100542172,0.0,1.03062183106611e-36,1.8809029628985201e-13,1.2159528027193544e-37,0.0,5.586864809601007e-53,1.2162150784315677e-12,4.805168497694425e-40,3.661280778958249e-35,1.3433297988075689e-58,3.058192568728142e-21,2.6414429731621854e-28,3.70041916885478e-94,8.420008800419723e-23,8.268903550533545e-64,2.9653351921457642e-37,1.5021814019791602e-67,1.8803528447376867e-13,1.3845540637223377e-60,8.994544365629963e-06,6.88758480034131e-06,4.385954811810462e-06,5.472369728895095e-06,4.4055151646902175e-06,2.20033613298342e-06,8.539129100669208e-10,2.64104894841016e-09,7.946329304155907e-18,2.4683548958506468e-11,2.620718623551099e-09,1.7825995353572367e-09,2.1992900985284733e-15,2.1758946419102234e-06,2.3755691831239594e-20,3.825117632612898e-16,2.7542073587540724e-17,1.911293867056473e-13,2.871326890705653e-20,7.223138780242435e-19,2.6485040178603633e-17,1.7189201252900085e-17,1.183904194287115e-30
1.3633644607417068e-11,0.0521079599565058,0.0,0.12934949634110876,0.031075110263184432,0.3194005764684581,0.35047931242788044,0.20700563010796097,0.09200919700194794,0.0,1.0386699538635543e-36,1.8834270751290992e-13,1.221626542658638e-37,0.0,5.632002491606372e-53,1.2211211936994114e-12,4.8310135715004865e-40,3.6711148493705966e-35,1.3487456728471336e-58,3.0664061223326245e-21,2.6449880015077565e-28,3.725317437221081e-94,8.437752427978215e-23,8.30224111137961e-64,2.9812853352256283e-37,1.5143180472129353e-67,1.8828754796250403e-13,1.3920015776581246e-60,8.99854789821477e-06,6.896824181685783e-06,4.391848011430057e-06,5.479711470720075e-06,4.411257913539048e-06,2.2032828821536832e-06,8.553202774030915e-10,2.6481343054050634e-09,7.967672296288769e-18,2.478282337982506e-11,2.6277222455886388e-09,1.7882367471444427e-09,2.2051930261029266e-15,2.178814148844789e-06,2.3787735345791944e-20,3.8302562431016656e-16,2.7546400404442974e-17,1.9164325568886584e-13,2.8867341385416913e-20,7.271611364069177e-19,2.6627475890337608e-17,1.723536633987171e-17,1.1934594149120329e-30
1.365191781945679e-11,0.0521079599565058,0.0,0.12934945824370223,0.031075110263184432,0.3194005642681481,0.3504793050861454,0.207005621446153,0.09200919300872526,0.0,1.0467689722029078e-36,1.885951186687825e-13,1.2273196536093126e-37,0.0,5.677443657809381e-53,1.2260404929308775e-12,4.856962755245832e-40,3.680962108667305e-35,1.3541760839524338e-58,3.0746306890818603e-21,2.648533029703669e-28,3.7503495475067103e-94,8.455513334554928e-23,8.33566815552691e-64,2.997299734506318e-37,1.526536294812935e-67,1.8853981118602114e-13,1.3994790956178148e-60,9.002541179931971e-06,6.906063551429573e-06,4.397741230260043e-06,5.4870532054746975e-06,4.4170002159037925e-06,2.206229614577864e-06,8.567276523600288e-10,2.6552291313940258e-09,7.989043910246574e-18,2.4882362978442888e-11,2.634735118461523e-09,1.7938832653780383e-09,2.2111038532253825e-15,2.1817336539364845e-06,2.381935245343223e-20,3.835400308249536e-16,2.7527706649469164e-17,1.9215783671212882e-13,2.9022032465757685e-20,7.320343776993067e-19,2.67704852655107e-17,1.7281593323761773e-17,1.2030787879432e-30
1.3670191031496513e-11,0.0521079599565058,0.0,0.12934942015695647,0.031075110263184432,0.31940055206784757,0.3504792977444175,0.20700561278479335,0.09200918902572741,0.0,1.0549191309065161e-36,1.888475297574698e-13,1.2330321781920473e-37,0.0,5.723189938509662e-53,1.2309729938588395e-12,4.883016328099137e-40,3.690822556846809e-35,1.359621051606614e-58,3.0828662689688986e-21,2.6520780577499304e-28,3.7755160386256934e-94,8.473291520181753e-23,8.369184802904452e-64,3.01337856231811e-37,1.538836583153382e-67,1.8879207414432034e-13,1.4069866980765152e-60,9.006524237008863e-06,6.915302909573531e-06,4.403634468301465e-06,5.494394933159573e-06,4.422742071819521e-06,2.2091763302565886e-06,8.581350344784369e-10,2.6623334262875985e-09,8.010444146020288e-18,2.498216810460724e-11,2.641757241792832e-09,1.7995390901816921e-09,2.2170225798496027e-15,2.184653157185801e-06,2.385134112380986e-20,3.840532267698558e-16,2.7538641045353588e-17,1.9267307888113187e-13,2.9177343795813364e-20,7.369337057649135e-19,2.6914069841916096e-17,1.7327882204521152e-17,1.2127626572622212e-30
1.3688464243536235e-11,0.0521079599565058,0.0,0.1293493820808454,0.031075110263184432,0.3194005398675564,0.3504792904026966,0.2070056041238819,0.09200918505292828,0.0,1.0631206755770484e-36,1.8909994077897193e-13,1.2387641590712077e-37,0.0,5.76924297043246e-53,1.2359187142163393e-12,4.909174569594921e-40,3.7006961939075436e-35,1.365080595292815e-58,3.0911128619867906e-21,2.655623085646549e-28,3.8008174509071654e-94,8.491086984890605e-23,8.402791173441217e-64,3.029521991217235e-37,1.5512193523363648e-67,1.89044336837402e-13,1.414524465614875e-60,9.010497095607028e-06,6.924542256118509e-06,4.409527725555171e-06,5.501736653775313e-06,4.428483481321296e-06,2.2121230291902745e-06,8.595424233020313e-10,2.6694471899963317e-09,8.031873003600869e-18,2.5082239108552016e-11,2.6487886152056607e-09,1.8052042216761032e-09,2.222949205929353e-15,2.1875726585932248e-06,2.3883207383382036e-20,3.8456729509519456e-16,2.753007841787282e-17,1.9318902923780175e-13,2.933327702538266e-20,7.418592253775029e-19,2.7058231159360662e-17,1.7374232982100714e-17,1.2225113681011913e-30
1.3706737455575957e-11,0.0521079599565058,0.0,0.1293493440153428,0.031075110263184432,0.3194005276672745,0.35047928306098286,0.20700559546341868,0.09200918109030169,0.0,1.0713738526079998e-36,1.8935235173328886e-13,1.2445156389553786e-37,0.0,5.81560439682147e-53,1.2408776717365892e-12,4.9354377596379135e-40,3.7105830198479467e-35,1.3705547344941775e-58,3.099370468128588e-21,2.659168113393532e-28,3.8262543261140394e-94,8.50889972871339e-23,8.43648738706618e-64,3.0457301939885627e-37,1.563685044216805e-67,1.892965992652664e-13,1.4220924789203407e-60,9.014459781821698e-06,6.933781591065356e-06,4.415421002022214e-06,5.509078367322523e-06,4.434224444444182e-06,2.2150697113795378e-06,8.609498183775556e-10,2.676570422430781e-09,8.05333048297928e-18,2.5182576340497556e-11,2.6558292383231203e-09,1.8108786599789845e-09,2.2288837314183993e-15,2.1904921581592432e-06,2.391505709939826e-20,3.8508081293172853e-16,2.7539878846737933e-17,1.9370565134400139e-13,2.94898338126952e-20,7.468110409922865e-19,2.720297075968889e-17,1.7420645656451338e-17,1.2323252670621986e-30
1.372501066761568e-11,0.0521079599565058,0.0,0.1293493059604226,0.031075110263184432,0.31940051546700204,0.3504792757192761,0.20700558680340367,0.09200917713782168,0.0,1.079678909192712e-36,1.8960476262042073e-13,1.2502866605977999e-37,0.0,5.862275867519617e-53,1.2458498841529735e-12,4.961806178506698e-40,3.7204830346664533e-35,1.376043488693837e-58,3.1076390873873464e-21,2.6627131409908876e-28,3.851827207458953e-94,8.52672975168202e-23,8.470273563708298e-64,3.062003343647859e-37,1.5762341024241773e-67,1.895488614279139e-13,1.429690818788209e-60,9.018412321681271e-06,6.943020914414917e-06,4.421314297703374e-06,5.5164200738018095e-06,4.439964961223236e-06,2.218016376824773e-06,8.623572192547937e-10,2.6837031235015023e-09,8.07481658414648e-18,2.5283180150650507e-11,2.662879110768338e-09,1.8165624052050494e-09,2.2348261562705106e-15,2.1934116558843406e-06,2.394694987838719e-20,3.855950218831693e-16,2.7530577355593032e-17,1.9422298142226115e-13,2.964701581298569e-20,7.517892579507261e-19,2.7348290186803008e-17,1.7467120227523907e-17,1.2422047021342893e-30
1.3743283879655402e-11,0.0521079599565058,0.0,0.12934926791605889,0.031075110263184432,0.31940050326673886,0.3504792683775764,0.20700557814383683,0.09200917319546227,0.0,1.0880360933273656e-36,1.8985717344036754e-13,1.2560772667964613e-37,0.0,5.909259039000587e-53,1.25083536919905e-12,4.988280106854513e-40,3.7303962383615005e-35,1.3815468773749291e-58,3.1159187197561228e-21,2.666258168438622e-28,3.877536639609292e-94,8.54457705382841e-23,8.50414982329651e-64,3.0783416134422782e-37,1.5888669723709917e-67,1.8980112332534488e-13,1.4373195661218594e-60,9.022354741147343e-06,6.9522602261680385e-06,4.427207612599619e-06,5.523761773213779e-06,4.445705031693508e-06,2.22096302552655e-06,8.63764625486556e-10,2.690845293119058e-09,8.096331307093435e-18,2.53840508892038e-11,2.6699382321644568e-09,1.8222554574660283e-09,2.2407764804394523e-15,2.1963311517690014e-06,2.3978821197639867e-20,3.861085163615412e-16,2.7539109658024228e-17,1.9474098394171026e-13,2.9804824685013686e-20,7.567939813400907e-19,2.7494190986667356e-17,1.7513656695269304e-17,1.25215002270007e-30
1.3761557091695125e-11,0.0521079599565058,0.0,0.1293492298822257,0.031075110263184432,0.3194004910664851,0.3504792610358839,0.20700556948471804,0.09200916926319756,0.0,1.0964456538108991e-36,1.901095841931293e-13,1.2618875003940253e-37,0.0,5.9565555743752e-53,1.2558341446085483e-12,5.014859825708599e-40,3.740322630931523e-35,1.387064920020585e-58,3.1242093652279743e-21,2.669803195736744e-28,3.903383168686613e-94,8.562441635184478e-23,8.538116285759745e-64,3.0947451768499645e-37,1.6015841012545035e-67,1.9005338495755966e-13,1.4449788019325632e-60,9.026287066114982e-06,6.961499526325565e-06,4.433100946711736e-06,5.5311034655590354e-06,4.451444655890052e-06,2.223909657485273e-06,8.651720366286535e-10,2.69799693119401e-09,8.117874651811104e-18,2.5485188906336668e-11,2.677006602134636e-09,1.8279578168706903e-09,2.2467347038789964e-15,2.1992506458137084e-06,2.4010694410938464e-20,3.8662261653581356e-16,2.7530879401626508e-17,1.9525969217772478e-13,2.9963262086016526e-20,7.618253170385397e-19,2.764067470730481e-17,1.7560255059638432e-17,1.2621615795370143e-30
1.3779830303734847e-11,0.0521079599565058,0.0,0.1293491918588971,0.031075110263184432,0.31940047886624057,0.35047925369419836,0.20700556082604737,0.09200916534100173,0.0,1.1049078402450278e-36,1.9036199487870617e-13,1.2677174042777546e-37,0.0,6.004167143398629e-53,1.2608462281153695e-12,5.0415456164695954e-40,3.7502622123749586e-35,1.3925976361139346e-58,3.1325110237959616e-21,2.6733482228852615e-28,3.92936734226627e-94,8.58032349578214e-23,8.572173071026915e-64,3.111214207579673e-37,1.6143859380586567e-67,1.9030564632455852e-13,1.4526686073393127e-60,9.030209322413015e-06,6.97073881488834e-06,4.4389943000406926e-06,5.53844515083818e-06,4.457183833847911e-06,2.226856272701512e-06,8.665794522398737e-10,2.7051580376369255e-09,8.139446618290447e-18,2.5586594552214656e-11,2.6840842203020494e-09,1.8336694835248715e-09,2.2527008265429137e-15,2.202170138018943e-06,2.4042571831036493e-20,3.871361241599739e-16,2.75393872993269e-17,1.9577907382702477e-13,3.012232967929817e-20,7.668833706917688e-19,2.778774289879342e-17,1.7606915320582193e-17,1.2722397248189525e-30
1.379810351577457e-11,0.0521079599565058,0.0,0.12934915384604737,0.031075110263184432,0.3194004666660055,0.35047924635251987,0.20700555216782476,0.09200916142884902,0.0,1.113422903035272e-36,1.9061440549709813e-13,1.2735670213794984e-37,0.0,6.0520954224858765e-53,1.2658716374535877e-12,5.06833776091141e-40,3.7602149826902413e-35,1.3981450451381048e-58,3.140823695453147e-21,2.6768932498841817e-28,3.955489709378854e-94,8.598222635653323e-23,8.606320299026915e-64,3.127748879570698e-37,1.6272729335582483e-67,1.905579074263418e-13,1.4603890635687824e-60,9.034121535804223e-06,6.9799780918572e-06,4.444887672587275e-06,5.545786829051812e-06,4.462922565602127e-06,2.229802871175675e-06,8.679868718819598e-10,2.712328612358372e-09,8.16104720652243e-18,2.5688268176989664e-11,2.69117108628989e-09,1.8393904575314935e-09,2.2586748483849773e-15,2.2050896283851873e-06,2.40744461853408e-20,3.8765025930162977e-16,2.7531141476334793e-17,1.9629916116063894e-13,3.028202912768174e-20,7.719682487226295e-19,2.793539711326576e-17,1.7653637478051482e-17,1.2823848121192972e-30
1.3816376727814292e-11,0.0521079599565058,0.0,0.1293491158436507,0.031075110263184432,0.31940045446577975,0.35047923901084843,0.2070055435100501,0.0920091575267137,0.0,1.1219910933925069e-36,1.9086681604830524e-13,1.2794363946757056e-37,0.0,6.100342094731568e-53,1.2709103903574473e-12,5.095236541181344e-40,3.770180941875809e-35,1.4037071665762203e-58,3.1491473801925927e-21,2.680438276733512e-28,3.9817508205125925e-94,8.61613905482995e-23,8.640558089688627e-64,3.144349366992939e-37,1.6402455403242488e-67,1.9081016826290994e-13,1.4681402519553654e-60,9.038023731985478e-06,6.989217357232986e-06,4.450781064352432e-06,5.553128500200532e-06,4.4686608511877386e-06,2.2327494529083285e-06,8.693942951195918e-10,2.7195086552689215e-09,8.182676416498006e-18,2.5790210130799906e-11,2.698267199721362e-09,1.845120738990583e-09,2.2646567693589608e-15,2.208009116912919e-06,2.4106321289971897e-20,3.8816377476359327e-16,2.7539677281683246e-17,1.968199218896021e-13,3.04423620991712e-20,7.770800573389828e-19,2.808363890490955e-17,1.7700421531997227e-17,1.2925971964151752e-30
1.3834649939854014e-11,0.0521079599565058,0.0,0.1293490778516815,0.031075110263184432,0.3194004422655634,0.35047923166918415,0.20700553485272344,0.09200915363457017,0.0,1.1306126633344902e-36,1.9111922653232763e-13,1.285325567187438e-37,0.0,6.148908849929574e-53,1.2759625045613665e-12,5.122242239800196e-40,3.780160089930097e-35,1.4092840199114038e-58,3.1574820780073664e-21,2.6839833034332607e-28,4.0081512276157047e-94,8.634072753343947e-23,8.674886562940918e-64,3.161015844246978e-37,1.6533042127290784e-67,1.9106242883426316e-13,1.475922253941204e-60,9.041915936587913e-06,6.99845661101653e-06,4.45667447533694e-06,5.560470164284938e-06,4.474398690639778e-06,2.235696017899876e-06,8.708017215203688e-10,2.726698166279148e-09,8.204334248208142e-18,2.5892420763769924e-11,2.705372560219688e-09,1.8508603279992875e-09,2.270646589418639e-15,2.2109286036026173e-06,2.4138196690101314e-20,3.8867790994788304e-16,2.753106415881729e-17,1.9734138870428429e-13,3.060333026056723e-20,7.822189035334394e-19,2.823246982996821e-17,1.7747267482370337e-17,1.302877234091526e-30
1.3852923151893736e-11,0.0521079599565058,0.0,0.12934903987011412,0.031075110263184432,0.31940043006535634,0.3504792243275269,0.20700552619584472,0.09200914975239287,0.0,1.1392878656872056e-36,1.9137163694916522e-13,1.2912345819803743e-37,0.0,6.197797384591161e-53,1.2810279977999347e-12,5.149355139662289e-40,3.7901524268515433e-35,1.4148756246267745e-58,3.165827788890534e-21,2.687528329983435e-28,4.034691484098426e-94,8.652023731227246e-23,8.709305838712641e-64,3.177748485964086e-37,1.6664494069514898e-67,1.913146891404019e-13,1.483735151076195e-60,9.045798175177058e-06,7.00769585320867e-06,4.462567905541744e-06,5.567811821305627e-06,4.480136083993277e-06,2.2386425661508812e-06,8.722091506547893e-10,2.73389714529963e-09,8.226020701643797e-18,2.5994900426010585e-11,2.7124871674081077e-09,1.8566092246518978e-09,2.2766443085177882e-15,2.2138480884547595e-06,2.41700716909602e-20,3.8919139525803075e-16,2.7540227609666505e-17,1.9786352794797148e-13,3.076493528397327e-20,7.8738489406328235e-19,2.838189144674106e-17,1.779417532912174e-17,1.31322528294489e-30
1.3871196363933459e-11,0.0521079599565058,0.0,0.129349001898923,0.031075110263184432,0.3194004178651587,0.35047921698587664,0.20700551753941387,0.0920091458801563,0.0,1.1480169540861149e-36,1.9162404729881817e-13,1.2971634821648073e-37,0.0,6.24700940196242e-53,1.2861068878079136e-12,5.176575524035439e-40,3.800157952638581e-35,1.42048200020545e-58,3.1741845128351654e-21,2.691073356384043e-28,4.0613721448348553e-94,8.669991988511779e-23,8.743816036932631e-64,3.1945474670062136e-37,1.679681580981255e-67,1.915669491813264e-13,1.4915790250179862e-60,9.049670473253034e-06,7.016935083810237e-06,4.4684613549675995e-06,5.57515347126319e-06,4.4858730312832595e-06,2.2415890976617436e-06,8.73616582096233e-10,2.7411055922409467e-09,8.247735776795935e-18,2.6097649467619064e-11,2.7196110209098737e-09,1.8623674290398656e-09,2.2826499266101863e-15,2.2167675714698203e-06,2.420194682560496e-20,3.89705561660941e-16,2.7530787405952244e-17,1.983863746691403e-13,3.092717884042096e-20,7.9257813650236e-19,2.853190531558315e-17,1.7841145072202356e-17,1.3236417021870429e-30
1.3889469575973181e-11,0.0521079599565058,0.0,0.12934896393808276,0.031075110263184432,0.31940040566497035,0.35047920964423346,0.20700550888343092,0.09200914201783499,0.0,1.1568001829774104e-36,1.918764575812865e-13,1.3031123108956409e-37,0.0,6.2965466120417155e-53,1.2911991923202368e-12,5.203903676560951e-40,3.810176667289649e-35,1.4261031661305454e-58,3.1825522498343313e-21,2.6946183826350924e-28,4.088193766164826e-94,8.687977525229481e-23,8.778417277529707e-64,3.2114129624659773e-37,1.693001194623859e-67,1.9181920895703704e-13,1.4994539575319703e-60,9.053532856250714e-06,7.026174302822062e-06,4.474354823615447e-06,5.582495114158225e-06,4.49160953254475e-06,2.244535612433032e-06,8.750240154209405e-10,2.7483235070136803e-09,8.26947947365551e-18,2.6200668238678896e-11,2.726744120348257e-09,1.868134941251821e-09,2.288663443649612e-15,2.219687052648276e-06,2.4233821949716165e-20,3.902190116190512e-16,2.7541053472320235e-17,1.9890989195459403e-13,3.1090062606622296e-20,7.977987381430288e-19,2.868251299890513e-17,1.7888176711563133e-17,1.3341268524486353e-30
