Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27),HNOH(93),CH3OX(210),CH2X(34),CHX(35),CX(33),SX(680),CH2OX(648),CHOX(678),H2X(216),NO2X(213),N2OX(730),H2NX(201),H3NX(202),NOX(214),CNOX(740),NO2X(206),H2NO3(231),SX(544)
1.135692931773642e-12,0.09278304896952998,0.0,0.2303750713275626,0.031074959015877916,0.3194085515172341,0.3504840555818703,0.20701149710194183,0.09201647714068938,0.0,2.2638534227733594e-25,3.5050418494422376e-08,5.1002356444112194e-23,0.0,9.574815793058853e-39,5.174990263046626e-14,1.102012519939173e-28,7.608059691208328e-23,5.102055454362109e-36,1.8075717921433796e-15,4.248786832700638e-16,7.007262618584757e-58,2.875068645661865e-12,2.8532561670284694e-38,5.3239982074787764e-27,6.37026365314825e-47,3.504995245082557e-08,2.732650295973219e-41,1.7183760710821146e-06,7.538765534555766e-07,5.932077417790569e-07,6.038768721193285e-07,4.808232708717593e-07,2.5031622124664894e-07,1.7972874464876125e-07,1.574216113361224e-09,1.407936865666574e-10,2.3658735264182203e-11,3.446871028002168e-09,4.2183702857809867e-08,6.494477533776011e-11,2.421650425350411e-07,8.548612678891694e-15,2.0438619981152695e-12,7.285753925421066e-12,8.061770989500736e-11,1.7624995345982234e-17,1.5811042783583828e-15,1.2241446629962227e-19,3.565695222791986e-13,1.3628242041526368e-26,1.7229793109522245e-07,9.97845190766794e-08,1.4032653112633097e-18,4.121807545677566e-26,9.749194905426111e-08,1.3797239784573998e-10,1.0060098225183107e-13
1.1530647850465095e-12,0.09278304896952998,0.0,0.23037499770770237,0.0310749567413868,0.319408534302973,0.3504840443996539,0.2070114864005413,0.0920164576149245,0.0,2.4088322998928234e-25,3.5586552667301115e-08,5.346612354591401e-23,0.0,1.0406952263919959e-38,5.427220409295699e-14,1.1709444850407445e-28,7.842589057749507e-23,5.339781833169682e-36,1.8632853714305156e-15,4.313777250924524e-16,7.559834650835605e-58,2.919050091989911e-12,2.9862014522969184e-38,5.617525096321588e-27,6.92388721670989e-47,3.55860716420568e-08,2.9037136605967655e-41,1.7379039260002841e-06,7.652065311670397e-07,6.030541532577049e-07,6.130296042897771e-07,4.878191656074333e-07,2.5421840348623306e-07,1.8193263569534964e-07,1.622954135017569e-09,1.4294984253513753e-10,2.4761842852156647e-11,3.553135774833929e-09,4.3398196646294264e-08,6.695640630705447e-11,2.4586777555782116e-07,8.679328585952189e-15,2.0754812429853354e-12,7.285251562445708e-12,8.33590892372913e-11,1.8213630051325476e-17,1.6324803117271764e-15,1.302981751471203e-19,3.675610036157511e-13,1.4927796173639788e-26,1.74927107743298e-07,1.0124891329427745e-07,1.4687946836432668e-18,4.384190809763947e-26,9.898317141161768e-08,1.4008285336943092e-10,1.0690602931155607e-13
1.170436638319377e-12,0.09278304896952998,0.0,0.2303749242492262,0.031074954468052876,0.31940851709097473,0.35048403321996346,0.20701147570959766,0.0920164382556974,0.0,2.561078547927124e-25,3.612268665623753e-08,5.601061533397706e-23,0.0,1.1297957301935198e-38,5.687830189220612e-14,1.2430606639886576e-28,8.080678597627646e-23,5.5847802876210153e-36,1.9198443498619364e-15,4.3787676654343695e-16,8.14672891748695e-58,2.963031659035249e-12,3.123213547760868e-38,5.922811903918701e-27,7.516675524915651e-47,3.6122190396086806e-08,3.082685155523818e-41,1.7572653386023348e-06,7.765305099316283e-07,6.129213860081637e-07,6.221798114840882e-07,4.948046060835462e-07,2.5812273188676837e-07,1.8412244271586998e-07,1.6724413148598181e-09,1.4510607503866125e-10,2.5898738037579256e-11,3.661013602282079e-09,4.4627487727147106e-08,6.899910672537254e-11,2.49570463949806e-07,8.810042929153821e-15,2.107100187269591e-12,7.284698139084828e-12,8.614259106600533e-11,1.8812226270271057e-17,1.6845370283518717e-15,1.385631507627532e-19,3.7871932356940415e-13,1.6329015635027423e-26,1.7755604382604834e-07,1.0271151126757351e-07,1.5363373336107035e-18,4.6587116041042234e-26,1.0047439247732248e-07,1.4219330871259392e-10,1.1350311396986822e-13
1.1878084915922445e-12,0.09278304896952998,0.0,0.23037485095079363,0.031074952195875378,0.31940849988123815,0.35048402204279827,0.20701146502909515,0.09201641906158892,0.0,2.7208557367155605e-25,3.66588204612359e-08,5.863729117591319e-23,0.0,1.225108073810711e-38,5.956974627529559e-14,1.3184576293723607e-28,8.322328310257433e-23,5.8371603767787744e-36,1.9772487172482553e-15,4.443758076233453e-16,8.769520060384549e-58,3.007013347235408e-12,3.264353722827166e-38,6.240161482494713e-27,8.150790613982619e-47,3.6658308712260895e-08,3.269804807301589e-41,1.7764617286733617e-06,7.878484929700081e-07,6.228093422673075e-07,6.313274944044964e-07,5.017796079238327e-07,2.6202920358224673e-07,1.8629825921944687e-07,1.7226779149011627e-09,1.4726238407825206e-10,2.7069931652779308e-11,3.770504480579701e-09,4.58714825683524e-08,7.107289353653697e-11,2.5327310771686827e-07,8.940755708751155e-15,2.1387188314044977e-12,7.284097521550281e-12,8.896821098603223e-11,1.9420804740684836e-17,1.7372718387205254e-15,1.4722196424904463e-19,3.900444817348025e-13,1.7838165704319044e-26,1.8018473710486778e-07,1.0417231608405908e-07,1.6059239756005895e-18,4.9457368604584245e-26,1.0196561224457053e-07,1.4430376387525905e-10,1.2040113292127505e-13
1.205180344865112e-12,0.09278304896952998,0.0,0.23037477781107604,0.031074949924853556,0.31940848267376193,0.35048401086815767,0.20701145435901824,0.09201640003119195,0.0,2.8884331389970017e-25,3.7194954082300496e-08,6.134761771918211e-23,0.0,1.3269703394642399e-38,6.234809530245091e-14,1.3972333959143813e-28,8.567538195053827e-23,6.09703165968723e-36,2.0354984634014234e-15,4.508748483325051e-16,9.42983016237394e-58,3.050995157025866e-12,3.4096832468917533e-38,6.569880415156031e-27,8.828481663226868e-47,3.719442658992873e-08,3.465316229660808e-41,1.7954945038754933e-06,7.991604835011816e-07,6.327179248944647e-07,6.404726537529883e-07,5.087441867286426e-07,2.659378157083124e-07,1.884601781232155e-07,1.7736641964134428e-09,1.494187696549337e-10,2.8275934573652482e-11,3.881608378664415e-09,4.713008824610002e-08,7.3177783661714e-11,2.569757068648371e-07,9.071466924947351e-15,2.170337175461798e-12,7.283453204910528e-12,9.183594497387613e-11,2.003938676052744e-17,1.7906821932662582e-15,1.5628741760615552e-19,4.015364777068753e-13,1.946179685480939e-26,1.8281318533983763e-07,1.0563133082936882e-07,1.6775853347381214e-18,5.245638901304806e-26,1.0345683070640528e-07,1.4641421885745657e-10,1.2760911720417003e-13
1.2225521981379796e-12,0.09278304896952998,0.0,0.23037470482875605,0.031074947654986633,0.3194084654685449,0.35048399969604094,0.20701144369935134,0.09201638116311138,0.0,3.064085754129761e-25,3.7731087519435577e-08,6.414306889363519e-23,0.0,1.4357340501984594e-38,6.5214914816365e-14,1.4794874204449583e-28,8.816308251432063e-23,6.364503695372288e-36,2.0945935781347133e-15,4.573738886712434e-16,1.0129329451420378e-57,3.094977088840058e-12,3.559263389339681e-38,6.912279015892758e-27,9.552087268210048e-47,3.7730544028444394e-08,3.669466623457809e-41,1.8143650598515452e-06,8.104664847424881e-07,6.426470373674866e-07,6.496152902313035e-07,5.156983580749735e-07,2.698485654019817e-07,1.9060829175571944e-07,1.8254004199275193e-09,1.5157523176973054e-10,2.951725771922466e-11,3.994325264178466e-09,4.840321244110863e-08,7.531379399942469e-11,2.6067826139949866e-07,9.202176577992283e-15,2.2019552196135603e-12,7.282768033149143e-12,9.474578965713406e-11,2.0667994182786653e-17,1.844765586247201e-15,1.657725448878736e-19,4.131953110808334e-13,2.1206753278159078e-26,1.8544138628975258e-07,1.0708855858726749e-07,1.7513521468084128e-18,5.558795497687415e-26,1.0494804785571859e-07,1.485246736592165e-10,1.3513623223415408e-13
1.2399240514108472e-12,0.09278304896952998,0.0,0.23037463200252753,0.03107494538627387,0.31940844826558595,0.35048398852644735,0.2070114330500789,0.09201636245596408,0.0,3.248094330688369e-25,3.8267220772645414e-08,6.702512591405215e-23,0.0,1.5517645158938603e-38,6.817177841163777e-14,1.5653206018766849e-28,9.068638478807654e-23,6.639686042841503e-36,2.1545340512627162e-15,4.638729286398869e-16,1.086973700472855e-57,3.138959143109394e-12,3.713155419545118e-38,7.26767132958065e-27,1.032403774255186e-46,3.8266661027166235e-08,3.882506776616615e-41,1.8330747803277821e-06,8.217664999096065e-07,6.525965837788397e-07,6.587554045409357e-07,5.22642137516509e-07,2.737614498021991e-07,1.927426918602944e-07,1.877886845233718e-09,1.5373177042366743e-10,3.0794412051215965e-11,4.108655103468916e-09,4.9690763434967226e-08,7.748094142555906e-11,2.6438077132659656e-07,9.33288466814417e-15,2.233572963644584e-12,7.282044755149646e-12,9.769774175900623e-11,2.1306649413812937e-17,1.8995195467822082e-15,1.7569061335303335e-19,4.250209814521655e-13,2.3080181533415767e-26,1.8806933771214694e-07,1.0854400243963726e-07,1.8272551582262028e-18,5.885589778643622e-26,1.064392636852509e-07,1.5063512828056905e-10,1.4299177783712453e-13
1.2572959046837147e-12,0.09278304896952998,0.0,0.23037455933109582,0.031074943118714515,0.31940843106488376,0.35048397735937636,0.2070114224111853,0.09201634390837862,0.0,3.440745387960521e-25,3.880335384193426e-08,6.999527728267063e-23,0.0,1.6754411835844477e-38,7.122026740433238e-14,1.6548352811791378e-28,9.32452887659638e-23,6.922688261084106e-36,2.215319872601331e-15,4.703719682387613e-16,1.1652821452862013e-57,3.182941320263271e-12,3.8714206068713664e-38,7.636375131983088e-27,1.1146857448380163e-46,3.88027775854569e-08,4.104691064071048e-41,1.8516250372158012e-06,8.330605322165538e-07,6.625664688317201e-07,6.678929973831325e-07,5.295755405836511e-07,2.776764660493314e-07,1.948634695984367e-07,1.9311237313822247e-09,1.5588838561776956e-10,3.210790857360471e-11,4.22459786158778e-09,5.0992650106495434e-08,7.96792427933881e-11,2.680832366518317e-07,9.463591195593663e-15,2.2651904076100453e-12,7.281285519294978e-12,1.0069179860303024e-10,2.1955375407403327e-17,1.9549416463038016e-15,1.8605512461238906e-19,4.370134884166351e-13,2.508953932121774e-26,1.9069703736332076e-07,1.0999766546646514e-07,1.905325126005579e-18,6.226410326968617e-26,1.0793047818759144e-07,1.5274558272154433e-10,1.511851882821352e-13
1.2746677579565822e-12,0.09278304896952998,0.0,0.23037448681317707,0.03107494085230782,0.31940841386643715,0.3504839661948271,0.20701141178265514,0.0920163255189953,0.0,3.642331236365053e-25,3.933948672730639e-08,7.30550187917081e-23,0.0,1.8071579920809333e-38,7.436197080164826e-14,1.7481352413535176e-28,9.583979444214297e-23,7.213619909071022e-36,2.2769510319677515e-15,4.7687100746819245e-16,1.2480401683862402e-57,3.2269236207290813e-12,4.0341202206708753e-38,8.018711929753148e-27,1.2023167155424554e-46,3.933889370268333e-08,4.336277447706828e-41,1.8700171907135465e-06,8.443485848756885e-07,6.725565978361896e-07,6.770280694588957e-07,5.364985827835578e-07,2.8159361128593063e-07,1.969707155531574e-07,1.9851113366835746e-09,1.5804507735306272e-10,3.3458258332191614e-11,4.342153502292274e-09,5.230878192812224e-08,8.190871493357943e-11,2.7178565738086354e-07,9.594296160582666e-15,2.2968075510659894e-12,7.280492637000336e-12,1.0372795735032835e-10,2.2614195664044617e-17,2.01102948658143e-15,1.96879815770957e-19,4.4917283157027744e-13,2.724260438319231e-26,1.9332448299836567e-07,1.1144955074583038e-07,1.9855928177297185e-18,6.581651042324021e-26,1.0942169135517824e-07,1.5485603698217245e-10,1.597260323140241e-13
1.2920396112294498e-12,0.09278304896952998,0.0,0.2303744144474987,0.031074938587053045,0.319408396670245,0.35048395503279883,0.2070114011644729,0.09201630728646606,0.0,3.853149996861588e-25,3.987561942876606e-08,7.620585352587721e-23,0.0,1.9473237306959153e-38,7.759848527170725e-14,1.8453257074072773e-28,9.846990181077738e-23,7.512590545754894e-36,2.3394275191804606e-15,4.833700463285057e-16,1.3354347547368407e-57,3.2709060449322315e-12,4.2013155302852463e-38,8.415006960435701e-27,1.295568642739765e-46,3.987500937821667e-08,4.5775274763036976e-41,1.8882525894054936e-06,8.556306610977103e-07,6.825668767053346e-07,6.861606214689828e-07,5.434112796001761e-07,2.855128826561297e-07,1.9906451973232215e-07,2.0398499187090753e-09,1.6020184563057312e-10,3.484597241416408e-11,4.461321988044995e-09,5.3639068962282576e-08,8.416937465421091e-11,2.7548803351930955e-07,9.724999563368792e-15,2.328424393890814e-12,7.279667978320677e-12,1.0680621560316823e-10,2.3283134224572098e-17,2.067780708798301e-15,2.0817866056605718e-19,4.614990105093966e-13,2.9547483520610824e-26,1.959516723711903e-07,1.1289966135389213e-07,2.068089011520644e-18,6.951711253050621e-26,1.1091290318029828e-07,1.5696649106248344e-10,1.6862401318582326e-13
1.3094114645023173e-12,0.09278304896952998,0.0,0.2303743422327989,0.03107493632294945,0.3194083794763061,0.35048394387329107,0.2070113905566231,0.09201628920945432,0.0,4.073505619118298e-25,4.041175194631753e-08,7.944929186489229e-23,0.0,2.0963624031029214e-38,8.093141511348074e-14,1.9465133463287589e-28,1.0113561086603302e-22,7.819709730070098e-36,2.4027493240592163e-15,4.898690848200252e-16,1.4276580558734436e-57,3.314888593296149e-12,4.373067805045252e-38,8.825589192469569e-27,1.3947236042528319e-46,4.04111246114323e-08,4.828706285477547e-41,1.9063325703618165e-06,8.669067640916616e-07,6.925972119514491e-07,6.952906541139068e-07,5.503136464942786e-07,2.894342773058516e-07,2.0114497157197381e-07,2.095339734291262e-09,1.6235869045132753e-10,3.627156194766054e-11,4.582103280014155e-09,5.498342185783585e-08,8.64612387407847e-11,2.791903650727461e-07,9.855701404148791e-15,2.3600409359204536e-12,7.278813181477419e-12,1.0992657119580339e-10,2.3962215667600052e-17,2.1251929900699877e-15,2.199658704999934e-19,4.739920248305619e-13,3.2012621762280775e-26,1.9857860323454595e-07,1.143480003648772e-07,2.1528444960090037e-18,7.336995680067971e-26,1.1240411365508754e-07,1.5907694496250744e-10,1.7788896869089334e-13
1.3267833177751848e-12,0.09278304896952998,0.0,0.23037427016782686,0.031074934059996298,0.31940836228461916,0.3504839327163028,0.20701137995909025,0.09201627128663482,0.0,4.303707898935923e-25,4.094788427996505e-08,8.278685148597052e-23,0.0,2.2547135943876194e-38,8.43623722268068e-14,2.05180626706182e-28,1.0383692160207858e-22,8.13508702093278e-36,2.4669164364250485e-15,4.963681229430755e-16,1.524907460314911e-57,3.358871266242301e-12,4.5494383142708443e-38,9.250791325189731e-27,1.5000740435330297e-46,4.0947239401709765e-08,5.090082597622551e-41,1.9242584592369246e-06,8.781768970649282e-07,7.02647510682236e-07,7.044181680939369e-07,5.572056989034979e-07,2.93357792382804e-07,2.0321215993964367e-07,2.1515810395243275e-09,1.6451561181635305e-10,3.773553810133505e-11,4.704497338073786e-09,5.634175184649819e-08,8.878432395624109e-11,2.8289265204670884e-07,9.986401683143806e-15,2.391657176920489e-12,7.277929648141217e-12,1.1308902219921714e-10,2.465146510509355e-17,2.183264043219884e-15,2.322558959694206e-19,4.866518741306046e-13,3.4646811625217663e-26,2.0120527334005172e-07,1.1579457085106786e-07,2.2398900703038553e-18,7.737914442958182e-26,1.1389532277153123e-07,1.6118739868227452e-10,1.8753087119488748e-13
1.3441551710480524e-12,0.09278304896952998,0.0,0.23037419825134223,0.03107493179819287,0.3194083450951831,0.3504839215618336,0.20701136937185902,0.09201625351669378,0.0,4.544072494557747e-25,4.1484016429712885e-08,8.62200573663252e-23,0.0,2.422832842877211e-38,8.789297608254014e-14,2.161314020480471e-28,1.0657383401308555e-22,8.458831977240856e-36,2.5319288461002443e-15,5.0286716069798e-16,1.6273856639753476e-57,3.4028540641902023e-12,4.730488327271165e-38,9.690949788829595e-27,1.6119230170156677e-46,4.1483353748432805e-08,5.361928721853305e-41,1.9420315703670644e-06,8.894410632232409e-07,7.127176805970322e-07,7.135431641090985e-07,5.640874522423609e-07,2.972834250369105e-07,2.0526617313764685e-07,2.2085740897646264e-09,1.6667260972667735e-10,3.9238412083921744e-11,4.8285041208040404e-09,5.771397073929521e-08,9.113864704097466e-11,2.865948944466927e-07,1.0117100400611604e-14,2.423273116297752e-12,7.277018975204585e-12,1.1629356648964394e-10,2.5350908180467757e-17,2.2419916100762924e-15,2.4506342738975833e-19,4.994785580066161e-13,3.745920251418594e-26,2.0383168043821961e-07,1.1723937588278988e-07,2.3292565439624838e-18,8.15488297408392e-26,1.153865305214638e-07,1.6329785222181463e-10,1.9755982766746001e-13
1.36152702432092e-12,0.09278304896952998,0.0,0.23037412648211567,0.031074929537538425,0.3194083279079966,0.35048391040988264,0.2070113587949139,0.09201623589832841,0.0,4.7949209419892655e-25,4.202014839556529e-08,8.975044178565136e-23,0.0,2.6011920163258524e-38,9.152485369282524e-14,2.275147599363496e-28,1.0934634809322803e-22,8.791054157874049e-36,2.5977865429083414e-15,5.09366198085062e-16,1.7353007405758994e-57,3.44683698755743e-12,4.916279113344568e-38,1.0146404744523312e-26,1.7305844443732188e-46,4.2019467650989257e-08,5.644520553946991e-41,1.9596532068670724e-06,9.006992657706754e-07,7.228076299830544e-07,7.226656428591748e-07,5.709589219023253e-07,3.012111724198712e-07,2.0730709890636263e-07,2.2663191396311465e-09,1.6882968418332853e-10,4.078069514379986e-11,4.9541235854914545e-09,5.909999092303306e-08,9.352422471284941e-11,2.9029709227815237e-07,1.0247797556743042e-14,2.4548887537766736e-12,7.276082515850668e-12,1.1954020218681647e-10,2.606057106324426e-17,2.3013734680463094e-15,2.58403396315108e-19,5.124720760559433e-13,4.045931024782498e-26,2.0645782227847936e-07,1.1868241852840047e-07,2.420974736960225e-18,8.588322101833957e-26,1.1687773689656905e-07,1.65408305581158e-10,2.0798607971374359e-13
1.3788988775937874e-12,0.09278304896952998,0.0,0.23037405485892812,0.031074927278032256,0.31940831072305853,0.3504838992604492,0.20701134822823966,0.09201621843024722,0.0,5.056580669329862e-25,4.2556280177526516e-08,9.33795443286043e-23,0.0,2.790279692524461e-38,9.525963958149419e-14,2.3934194383690907e-28,1.1215446383668286e-22,9.1318631216939e-36,2.6644895166741184e-15,5.158652351046442e-16,1.8488662120565233e-57,3.490820036759633e-12,5.106871941778611e-38,1.0617500084308153e-26,1.8563833617117808e-46,4.255558110877109e-08,5.938137576285522e-41,1.9771246607262814e-06,9.11951507909655e-07,7.329172677116692e-07,7.317856050437062e-07,5.778201232518124e-07,3.0514103168558923e-07,2.0933502442749922e-07,2.3248164430060245e-09,1.7098683518733527e-10,4.2362898568558376e-11,5.081355688129262e-09,6.049972535678881e-08,9.594107366721584e-11,2.9399924554650293e-07,1.037849315174983e-14,2.4865040888671283e-12,7.275121805748239e-12,1.2282892722830794e-10,2.678048044699801e-17,2.3614074236711894e-15,2.7229097655362394e-19,5.256324278761873e-13,4.365702671332927e-26,2.090836966092031e-07,1.2012370185427667e-07,2.515075479660319e-18,9.038657955998663e-26,1.1836894188838028e-07,1.6751875876033447e-10,2.188200036055893e-13
1.396270730866655e-12,0.09278304896952998,0.0,0.23037398338057102,0.031074925019673624,0.31940829354036776,0.3504838881135326,0.20701133767182087,0.09201620111116961,0.0,5.329385010235784e-25,4.309241177560081e-08,9.710891188727115e-23,0.0,2.990601543904338e-38,9.909897575457884e-14,2.5162434140094834e-28,1.1499818123762957e-22,9.481368427543803e-36,2.7320377572235852e-15,5.223642717570486e-16,1.9683011189877347e-57,3.5348032122105483e-12,5.302328081850092e-38,1.1104583431126924e-26,1.9896561774243715e-46,4.309169412117432e-08,6.243062857797727e-41,1.994447212903658e-06,9.2319779284095e-07,7.430465032346821e-07,7.409030513619916e-07,5.846710716362438e-07,3.0907299998960254e-07,2.1135003632734578e-07,2.3840662530349956e-09,1.7314406273972657e-10,4.398553368456127e-11,5.210200383417677e-09,6.191308756841712e-08,9.838921057692494e-11,2.9770135425711956e-07,1.05091871858937e-14,2.5181191214164368e-12,7.274137995842635e-12,1.2615973993617985e-10,2.751066354299179e-17,2.4220913210270926e-15,2.8674158527879887e-19,5.389596130651991e-13,4.7062629637156546e-26,2.1170930117772987e-07,1.215632289248034e-07,2.6115896127837704e-18,9.506322083638236e-26,1.1986014548828033e-07,1.6962921175937414e-10,2.300721103125955e-13
1.4136425841395225e-12,0.09278304896952998,0.0,0.23037391204584634,0.031074922762461835,0.31940827635992297,0.35048387696913225,0.2070113271256422,0.09201618393982597,0.0,5.61367321630075e-25,4.362854318979244e-08,1.0094009866363407e-22,0.0,3.202680727194324e-38,1.0304451167096733e-13,2.6437348446255627e-28,1.1787750029025035e-22,9.839679634249009e-36,2.800431254383975e-15,5.288633080425973e-16,2.0938300909823344e-57,3.5787865143220115e-12,5.502708802825035e-38,1.1608006138830464e-26,2.1307509314059968e-46,4.362780668759906e-08,6.559583053901521e-41,2.0116221334219953e-06,9.344381237636796e-07,7.531952465806522e-07,7.500179825130882e-07,5.915117823780746e-07,3.130070744893199e-07,2.1335222068000617e-07,2.4440688221278455e-09,1.7530136684153202e-10,4.564911185651262e-11,5.340657624764146e-09,6.333999165107905e-08,1.0086865209234255e-10,3.0140341841533884e-07,1.0639879659365143e-14,2.5497338511466194e-12,7.273132089122887e-12,1.2953263878068e-10,2.825114807787818e-17,2.4834230378629315e-15,3.0177088413560326e-19,5.524536312210767e-13,5.068679250253096e-26,2.1433463373038977e-07,1.2300100280236216e-07,2.710547987379238e-18,9.991751404794208e-26,1.2135134768750186e-07,1.71739664578307e-10,2.4175304553286664e-13
1.43101443741239e-12,0.09278304896952998,0.0,0.23037384085356627,0.031074920506396164,0.31940825918172305,0.3504838658272473,0.20701131658968835,0.09201616691495752,0.0,5.909790468772239e-25,4.416467442010563e-08,1.048746661720281e-22,0.0,3.427058276290596e-38,1.070979042131536e-13,2.7760104903615035e-28,1.2079242098873013e-22,1.0206906300616658e-35,2.869669997983734e-15,5.353623439616113e-16,2.2256834171071016e-57,3.6227699435039676e-12,5.708075373958733e-38,1.2128123292180154e-26,2.2800275564058753e-46,4.41639188074494e-08,6.887988406446083e-41,2.028650681461498e-06,9.456725038753129e-07,7.633634083512223e-07,7.591303991958127e-07,5.983422707768291e-07,3.1694325234398217e-07,2.1534166301062226e-07,2.504824401958856e-09,1.774587474937816e-10,4.7354144487021964e-11,5.472727364283644e-09,6.478035225978356e-08,1.0337941484136345e-10,3.0510543802645795e-07,1.077057057235663e-14,2.5813482777477925e-12,7.272104901795173e-12,1.3294762241897432e-10,2.900196228931101e-17,2.545400485899288e-15,3.1739478034336895e-19,5.661144819421636e-13,5.454059456025371e-26,2.169596920125283e-07,1.2443702654731945e-07,2.8119814647929374e-18,1.0495388226544245e-25,1.2284254847712713e-07,1.738501172171631e-10,2.5387358972360044e-13
1.4483862906852576e-12,0.09278304896952998,0.0,0.23037376980255303,0.0310749182514759,0.31940824200576684,0.3504838546878771,0.20701130606394402,0.09201615003531616,0.0,6.218087889273429e-25,4.4700805466544654e-08,1.0891418324159087e-22,0.0,3.66429349993127e-38,1.1126081765812556e-13,2.913188553139397e-28,1.2374294332725648e-22,1.0583157985435797e-35,2.9397539778525165e-15,5.418613795144112e-16,2.3640971162944756e-57,3.666753500164484e-12,5.918489064495724e-38,1.2665293706850523e-26,2.4378581425760006e-46,4.4700030480133485e-08,7.228572743654069e-41,2.0455341054524754e-06,9.569009363716697e-07,7.735508997174746e-07,7.682403021087412e-07,6.051625521091341e-07,3.2088153071516494e-07,2.173184482985809e-07,2.566333243467327e-09,1.796162046975058e-10,4.9101143016169705e-11,5.606409552799015e-09,6.623408460794993e-08,1.0592151542942827e-10,3.08807413095736e-07,1.090125992513427e-14,2.6129624005419604e-12,7.271057567310683e-12,1.3640468919146158e-10,2.976313492439229e-17,2.608021603251197e-15,3.336294277938151e-19,5.799421648270451e-13,5.863553097905555e-26,2.1958447376853008e-07,1.2587130321801526e-07,2.9159209166385577e-18,1.101768012794465e-25,1.243337478480885e-07,1.7596056967597232e-10,2.664446581314213e-13
1.4657581439581251e-12,0.09278304896952998,0.0,0.2303736988916391,0.031074915997700348,0.319408224832053,0.35048384355102097,0.207011295548394,0.09201613329966449,0.0,6.538922549684941e-25,4.523693632911376e-08,1.1306022601870535e-22,0.0,3.914964383537867e-38,1.1553492364837436e-13,3.055388676633867e-28,1.267290673000196e-22,1.0968544247477401e-35,3.010683183821169e-15,5.483604147013176e-16,2.5093130077542017e-57,3.710737184709762e-12,6.13401114366983e-38,1.3219879929431852e-26,2.6046272047916386e-46,4.523614170506341e-08,7.581633480063793e-41,2.0622736431672623e-06,9.681234244469206e-07,7.837576324163035e-07,7.773476919502098e-07,6.119726416287555e-07,3.24821906766388e-07,2.192826609807064e-07,2.628595596858082e-09,1.8177373845373561e-10,5.089061892107277e-11,5.741704139841343e-09,6.770110446398718e-08,1.0849497043954021e-10,3.125093436283936e-07,1.103194771787521e-14,2.644576219137866e-12,7.2699911448449305e-12,1.3990383751263225e-10,3.0534695234267067e-17,2.6712843603065236e-15,3.504912281448766e-19,5.939366794745445e-13,6.298352311694873e-26,2.2220897674184267e-07,1.2730383587075196e-07,3.022397224767204e-18,1.1559080037359984e-25,1.2582494579116812e-07,1.7807102195476474e-10,2.7947730082249076e-13
1.4831299972309927e-12,0.09278304896952998,0.0,0.2303736281196671,0.031074913745068804,0.31940820766058053,0.35048383241667824,0.20701128504302305,0.09201611670677563,0.0,6.872657480984156e-25,4.577306700781718e-08,1.1731437796943379e-22,0.0,4.179667996311897e-38,1.1992190116305638e-13,3.2027319462466963e-28,1.2975079290121242e-22,1.1363174645494395e-35,3.082457605721728e-15,5.548594495226501e-16,2.661578781384958e-57,3.754720997544152e-12,6.354702880704163e-38,1.379224823743292e-26,2.7807319534677187e-46,4.5772252481655196e-08,7.947471616471453e-41,2.078870521811187e-06,9.793399712935904e-07,7.939835187468176e-07,7.86452569418315e-07,6.187725545666306e-07,3.287643776629781e-07,2.21234384954435e-07,2.691611711601955e-09,1.8393134876350252e-10,5.272308371545041e-11,5.878611073650269e-09,6.918132814789592e-08,1.1109979643228029e-10,3.162112296296137e-07,1.1162633950783683e-14,2.676189733348508e-12,7.268906483739009e-12,1.434450660067068e-10,3.131667297026232e-17,2.7351867616718857e-15,3.6799683190926646e-19,6.080980254837224e-13,6.759692894515506e-26,2.2483319867500023e-07,1.287346275597833e-07,3.131441281237358e-18,1.2120046257652997e-25,1.2731614229699832e-07,1.8018147405357018e-10,2.9298270271234035e-13
