Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204)
1.1603010187979387e-22,0.0945796191447709,0.0,0.23484119433646564,0.031075110263184432,0.3194096818763551,0.3504847921395395,0.20701222018021492,0.09201819554070576,0.0,3.854929129418536e-55,4.949831239219809e-18,7.709364430799407e-55,0.0,9.491138496130605e-117,1.8417987918305072e-44,6.327041583126126e-85,3.451696366586884e-45,3.5304402019169698e-65,1.0721257633557106e-59,8.83766652961683e-26,3.186010219055631e-106,6.011711623667255e-34,2.4351594787916424e-67,1.274315303932251e-85,1.411941454461435e-118,4.949831327596474e-18,4.5913701192777415e-84,2.3146962583704577e-16,7.911768785966672e-17,2.5317660115299898e-17,6.285416384459104e-17,5.2061498045478436e-17,2.5317660115299898e-17
2.3216101184115136e-22,0.0945796191447709,0.0,0.23484119433646516,0.031075110263184432,0.319409681876355,0.3504847921395394,0.20701222018021487,0.09201819554070552,0.0,3.087069788628659e-54,9.90396293998542e-18,6.173744114326217e-54,0.0,6.083739773050734e-115,1.4749327725409999e-43,1.0134262647136126e-83,1.381578084668673e-44,2.827215474527249e-64,8.585701429393283e-59,1.7683011309910994e-25,1.0210493961339865e-104,1.2106555979376139e-33,1.9501025842735288e-66,2.04112718736142e-84,9.050391868024698e-117,9.903963116815532e-18,7.354171541751315e-83,4.631403547192839e-16,1.5830411393597776e-16,5.06573164603396e-17,1.257629359981652e-16,1.0416822762631284e-16,5.06573164603396e-17
4.644228317638664e-22,0.0945796191447709,0.0,0.23484119433646422,0.031075110263184432,0.31940968187635477,0.3504847921395393,0.20701222018021476,0.09201819554070506,0.0,2.4709070361271426e-53,1.981222634151664e-17,4.9414975416441655e-53,0.0,3.896629598431185e-113,1.1805440056826644e-42,1.622362295131079e-82,5.528111927466741e-44,2.262918264559269e-63,6.872040972354769e-58,3.5373700870499317e-25,3.269801957680593e-103,2.4530075289005462e-33,1.5608724540016545e-65,3.2676020505079464e-83,5.796724125348926e-115,1.9812226695253647e-17,1.177306158763566e-81,9.264818124294688e-16,3.1667696608729054e-16,1.0133662915124095e-16,2.515804803047787e-16,2.0838168678576333e-16,1.0133662915124095e-16
9.289464716092965e-22,0.0945796191447709,0.0,0.2348411943364623,0.031075110263184432,0.3194096818763543,0.35048479213953904,0.20701222018021453,0.09201819554070413,0.0,1.9772262332339157e-52,3.962875314457906e-17,3.9541991778794916e-52,0.0,2.494842937322265e-111,9.446743780374287e-42,2.5964843488324045e-81,2.211604740017514e-43,1.8107930775751479e-62,5.499025049398501e-57,7.075507999167593e-25,1.0467278160046707e-101,5.031243630114066e-33,1.2490141950550781e-64,5.229664540199218e-82,3.71133555097656e-113,3.9628753852129864e-17,1.8842009693019604e-80,1.8531647276326736e-15,6.334226703846794e-16,2.0269525453633139e-16,5.032155689158666e-16,4.168086050957906e-16,2.0269525453633139e-16
1.857993751300157e-21,0.0945796191447709,0.0,0.2348411943364585,0.031075110263184432,0.3194096818763535,0.3504847921395385,0.20701222018021412,0.09201819554070227,0.0,1.5819812527690334e-51,7.926180675070385e-17,3.163759849058582e-51,0.0,1.597055380631686e-109,7.558351835530271e-41,4.1549396075092895e-80,8.847138949403987e-43,1.448817870822232e-61,4.399777016121834e-56,1.4151783823402901e-24,3.3501550482276345e-100,1.0561844789715948e-32,9.993378642300135e-64,8.368862880402448e-81,2.375713131349949e-111,7.926180816588224e-17,3.015130501354641e-79,3.706530557170423e-15,1.2669140789585093e-15,4.0541250531966316e-16,1.0064857461294864e-15,8.33662441680351e-16,4.0541250531966316e-16
3.716088310681878e-21,0.0945796191447709,0.0,0.23484119433645087,0.031075110263184432,0.3194096818763518,0.35048479213953737,0.20701222018021329,0.09201819554069857,0.0,1.2656651135778396e-50,1.5852791396295316e-16,2.5311680917830074e-50,0.0,1.0222752093876491e-107,6.047064217010708e-40,6.648357772625072e-79,3.5389995827555255e-42,1.1591276646408788e-60,3.5200444171382476e-55,2.830433547187346e-24,1.0721497920549552e-98,2.311956293781298e-32,7.995208977473112e-63,1.3391935396296145e-79,1.520603101819653e-109,1.5852791679338673e-16,4.82453598584399e-78,7.413262212771276e-15,2.53389689602238e-15,8.108470069389308e-16,2.0130261005225022e-15,1.6673701147074956e-15,8.108470069389308e-16
7.432277429445319e-21,0.0945796191447709,0.0,0.23484119433643563,0.031075110263184432,0.3194096818763485,0.3504847921395352,0.20701222018021162,0.09201819554069116,0.0,1.0125641363852874e-49,3.170601283874508e-16,2.0249985604847854e-49,0.0,6.5436596987746e-106,4.8378044788872567e-39,1.0637744446334948e-77,1.4156286342136426e-41,9.273314798015884e-60,2.81612465812682e-54,5.660943876881435e-24,3.431039625731698e-97,5.422106255113116e-32,6.396369613609519e-62,2.1430532586444119e-78,9.732329311435445e-108,3.1706013404839467e-16,7.719519333611686e-77,1.4826725510074405e-14,5.067862529814962e-15,1.6217160103878823e-15,4.026106809171636e-15,3.334785460193877e-15,1.6217160103878823e-15
1.4864655666972202e-20,0.0945796191447709,0.0,0.23484119433640513,0.031075110263184432,0.3194096818763418,0.3504847921395309,0.2070122201802083,0.09201819554067633,0.0,8.100641275130226e-49,6.341245572364422e-16,1.6200244837433002e-48,0.0,4.189045160573891e-104,3.870304828030476e-38,1.7020715853152945e-76,5.662572139589534e-41,7.418769232559453e-59,2.252935376811903e-53,1.1321964536269521e-23,1.0979583275039117e-95,1.4036831505867217e-31,5.1171766647755245e-61,3.429810361897572e-77,6.228840991366195e-106,6.341245685584067e-16,1.2351440342516513e-75,2.9653652049086375e-14,1.0135793796059491e-14,3.2434540181274473e-15,8.052268225922316e-15,6.6696161488950145e-15,3.2434540181274473e-15
2.972941214202596e-20,0.0945796191447709,0.0,0.23484119433634412,0.031075110263184432,0.3194096818763284,0.3504847921395222,0.20701222018020163,0.09201819554064668,0.0,6.480564294114396e-48,1.2682534149344092e-15,1.2960298414405877e-47,0.0,2.6823037372348364e-102,3.0962683635790973e-37,2.723349196078349e-75,2.2650403764335783e-40,5.935062344064348e-58,1.8023625616824505e-52,2.2644005855045333e-23,3.5135076841918885e-94,4.084398332966391e-31,4.09377372162257e-60,5.490517564598301e-76,3.9865063102830215e-104,1.268253437578415e-15,1.9762472076510562e-74,5.930750490473311e-14,2.027165632318601e-14,6.486930036973232e-15,1.6104591057233322e-14,1.3339277517210786e-14,6.486930036973232e-15
5.945892509213349e-20,0.0945796191447709,0.0,0.23484119433622214,0.031075110263184432,0.31940968187630164,0.35048479213950484,0.20701222018018828,0.09201819554058736,0.0,5.184471944973599e-47,2.5365111303302803e-15,1.0368279753073357e-46,0.0,1.7183263567733343e-100,2.477024496161821e-36,4.357414218257142e-74,9.06018454697711e-40,4.748068658529558e-57,1.441895753460815e-51,4.5288088492595486e-23,1.124329024773837e-92,1.3276909234582416e-30,3.27503193326813e-59,8.793743665396931e-75,2.5513794240703073e-102,2.536511175618369e-15,3.1620089345809324e-73,1.1861520972651785e-13,4.054338135598888e-14,1.2973882088131418e-14,3.2209236711093925e-14,2.6678600217496313e-14,1.297388208813142e-14
1.1891795099234856e-19,0.0945796191447709,0.0,0.23484119433597814,0.031075110263184432,0.31940968187624813,0.3504847921394701,0.2070122201801616,0.09201819554046875,0.0,4.147585759866978e-46,5.073026561121772e-15,8.29464021688289e-46,0.0,1.101833455964362e-98,1.981623526735196e-35,6.971996038599287e-73,3.624078427041327e-39,3.798462440148752e-56,1.1535188844188226e-50,9.057625376768997e-23,3.5978633846426137e-91,4.698625324877159e-30,2.6200307290120837e-58,1.4098430389290939e-73,1.6328877562151676e-100,5.0730266516980256e-15,5.059225017227514e-72,2.3723061581205247e-13,8.108683133579396e-14,2.5947786244314246e-14,6.441852798376948e-14,5.335724547268329e-14,2.594778624431425e-14
2.3783600279277864e-19,0.0945796191447709,0.0,0.23484119433549014,0.031075110263184432,0.3194096818761411,0.3504847921394006,0.20701222018010826,0.09201819554023152,0.0,3.318071889451336e-45,1.0146057422703748e-14,6.63571874851976e-45,0.0,7.078641071705043e-97,1.5853004055981001e-34,1.115558472761688e-71,1.4496322924645776e-38,3.038772957451179e-55,9.228160201958001e-50,1.8115258431785558e-22,1.1513179639465621e-89,1.7570223062922132e-29,2.096026656170142e-57,2.2648426882481924e-72,1.045049741758126e-98,1.014605760385633e-14,8.094768605100848e-71,4.744614137509831e-13,1.621737309522015e-13,5.189559477214572e-14,1.2883711038893802e-13,1.0671453540152102e-13,5.189559477214574e-14
4.756721063936388e-19,0.0945796191447709,0.0,0.23484119433451417,0.031075110263184432,0.31940968187592705,0.3504847921392616,0.20701222018000154,0.09201819553975706,0.0,2.654458824183814e-44,2.0292119145863677e-14,5.308577643602457e-44,0.0,4.564761020593709e-95,1.2682409778206017e-33,1.7850158606749338e-70,5.798531013134415e-38,2.431019568093217e-54,7.382531812207967e-49,3.6230524541809336e-22,3.6842201740060074e-88,6.783233468643497e-29,1.676822154119843e-56,3.652842830724333e-71,6.688323419685988e-97,2.0292119508168918e-14,1.2951636630222992e-69,9.489229527002968e-13,3.243475288122061e-13,1.0379121268967205e-13,2.5767427463854474e-13,2.1342911293305141e-13,1.037912126896721e-13
9.513443135953593e-19,0.0945796191447709,0.0,0.2348411943325622,0.031075110263184432,0.3194096818754989,0.35048479213898365,0.2070122201797881,0.09201819553880813,0.0,2.1235675843947015e-43,4.0584242592167434e-14,4.2468631964449035e-43,0.0,2.9655151405331976e-93,1.0145930750459404e-32,2.856414481243704e-69,2.319412773892637e-37,1.9448161353257262e-53,5.906026910018324e-48,7.246105676181953e-22,1.1789508859806421e-86,2.6643222577590664e-28,1.3414580549680762e-55,5.937646452802846e-70,4.280528641899681e-95,4.0584243316778004e-14,2.0722624098098363e-68,1.8978458028847876e-12,6.486951190409733e-13,2.0758245197217787e-13,5.153486008948367e-13,4.268582586915325e-13,2.0758245197217812e-13
1.4270165207970796e-18,0.0945796191447709,0.0,0.23484119433061024,0.031075110263184432,0.31940968187507074,0.3504847921387057,0.20701222017957466,0.09201819553785921,0.0,6.304341709179002e-43,6.08763660384551e-14,1.2607876053618659e-42,0.0,1.6929486972620057e-92,3.012073473946537e-32,1.0807174344441837e-68,4.928752374898225e-37,5.773673307464344e-53,1.7533518621198944e-47,1.0869158898179236e-21,5.640313303162257e-86,5.631077879605785e-28,3.9824538805333895e-55,2.2649698650519197e-69,2.4303575684332146e-94,6.0876367125371e-14,7.839790131783974e-68,2.8467684253551976e-12,9.730427037784982e-13,3.113736947021368e-13,7.730229249082073e-13,6.402873951454346e-13,3.113736947021373e-13
1.9026887279988e-18,0.0945796191447709,0.0,0.23484119432865827,0.031075110263184432,0.3194096818746426,0.35048479213842776,0.20701222017936122,0.09201819553691029,0.0,1.373682930464773e-42,8.116848948472667e-14,2.747189952697611e-42,0.0,6.555492024390682e-92,6.563149985282978e-32,2.8133640359048943e-68,8.40787190431137e-37,1.2580530742797095e-52,3.8204615726741243e-47,1.4492212120172785e-21,1.8667492359860335e-85,9.578590244932052e-28,8.677557736259119e-55,5.958651819213233e-69,9.346662465013811e-94,8.116849093394792e-14,2.040692996681795e-67,3.79569082011158e-12,1.2973902830247816e-12,4.151649408795488e-13,1.0306972466786565e-12,8.537165222947576e-13,4.151649408795498e-13
2.8540331424022406e-18,0.0945796191447709,0.0,0.23484119432475437,0.031075110263184432,0.3194096818737863,0.3504847921378718,0.20701222017893436,0.09201819553501245,0.0,3.987377940008288e-42,1.217527363772321e-13,7.97424534654596e-42,0.0,5.113895205662931e-91,1.9050801489421108e-31,1.0327311810010843e-67,1.740743120320476e-36,3.651740124661397e-52,1.1089621817149023e-46,2.1738318564151106e-21,1.0891886260278256e-84,1.977539110710162e-27,2.5188274181281458e-54,2.2505639313842746e-68,7.113545014531712e-93,1.2175273855106393e-13,7.48905566591908e-67,5.693535075193637e-12,1.9460854286297404e-12,6.227474413253341e-13,1.546045884955556e-12,1.2805747547561284e-12,6.227474413253361e-13
3.805377556805681e-18,0.0945796191447709,0.0,0.23484119432085046,0.031075110263184432,0.31940968187293006,0.35048479213731587,0.2070122201785075,0.0920181955331146,0.0,8.71994602307178e-42,1.6233698326967828e-13,1.7438775703551217e-41,0.0,1.9591743570499166e-90,4.166195691081077e-31,2.6784760500208982e-67,2.9605481511722185e-36,7.985943960269957e-52,2.4251752684773733e-46,2.8984425008115696e-21,3.623862351231211e-84,3.357878457896219e-27,5.508391594165502e-54,5.962148932020573e-68,2.686072323724015e-92,1.6233698616812077e-13,1.9419682448848306e-66,7.591378492890456e-12,2.5947805540414452e-12,8.303299544486337e-13,2.061394514984434e-12,1.7074329530012476e-12,8.303299544486368e-13
4.756721971209122e-18,0.0945796191447709,0.0,0.23484119431694656,0.031075110263184432,0.3194096818720738,0.3504847921367599,0.20701222017808066,0.09201819553121676,0.0,1.6359805689158676e-41,2.0292123016206106e-13,3.271751723015111e-41,0.0,6.085828239121528e-90,7.816350563688514e-31,5.857643083400187e-67,4.523048647327918e-36,1.4982717907749317e-51,4.549958915968177e-46,3.623053145206556e-21,9.77125651745544e-84,5.124638463576811e-27,1.0334492427117479e-53,1.3327919588355181e-67,8.216151206261515e-92,2.0292123378511424e-13,4.246068535026966e-66,9.48922101338917e-12,3.243475657817522e-12,1.0379124811549839e-12,2.5767431361761455e-12,2.1342911145861003e-12,1.0379124811549887e-12
6.659410800016004e-18,0.0945796191447709,0.0,0.23484119430913875,0.031075110263184432,0.31940968187036123,0.35048479213564804,0.20701222017722695,0.09201819552742108,0.0,4.476340958822766e-41,2.8408972394663244e-13,8.952109102336952e-41,0.0,5.758998156840282e-89,2.1386961921509864e-30,2.254429588033762e-66,8.697662172985577e-36,4.099544647363124e-51,1.244951672622729e-45,5.0722744339920205e-21,5.760509795969985e-83,9.841693297809734e-27,2.827705451951703e-53,5.4426972919959036e-67,7.270847318768168e-91,2.840897290189069e-13,1.6332272271620284e-65,1.3284903306437992e-11,4.5408657991037694e-12,1.4530775761700406e-12,3.607440351492973e-12,2.988007325472239e-12,1.4530775761700505e-12
8.562099628822885e-18,0.0945796191447709,0.0,0.23484119430133094,0.031075110263184432,0.31940968186864865,0.35048479213453615,0.20701222017637325,0.09201819552362539,0.0,9.436671387749502e-41,3.652582177309463e-13,1.8872135552461928e-40,0.0,2.4637632190621736e-88,4.5086322469858795e-30,5.991064057596177e-66,1.426414362157737e-35,8.64233891752503e-51,2.624509601979742e-45,6.521495722771506e-21,1.9429484165166023e-82,1.6128207568551142e-26,5.961147146040972e-53,1.5109155734764438e-66,3.0050056617844435e-90,3.65258224252442e-13,4.338271320192679e-65,1.7080581955495286e-11,5.838255852516271e-12,1.868242726353059e-12,4.638137530917387e-12,3.841723387461643e-12,1.8682427263530753e-12
1.2367477286436648e-17,0.0945796191447709,0.0,0.23484119428571532,0.031075110263184432,0.31940968186522356,0.35048479213231243,0.2070122201746658,0.09201819551603406,0.0,2.8784775210506336e-40,5.275952052988014e-13,5.756587036894685e-40,0.0,2.875727867629829e-87,1.3752730166093996e-29,2.721750607620646e-65,2.957212351945971e-35,2.6361814755625403e-50,8.005568470765328e-45,9.419938300312543e-21,1.329164939203371e-81,3.3408953859135183e-26,1.818334808372738e-52,7.56332094558561e-66,3.173458652988756e-89,5.275952147187399e-13,1.9687495392799812e-64,2.4671928323189523e-11,8.433035695757116e-12,2.6985731921997043e-12,6.699531782104116e-12,5.549155064813159e-12,2.6985731921997374e-12
1.9978232601664176e-17,0.0945796191447709,0.0,0.23484119425448413,0.031075110263184432,0.3194096818583733,0.350484792127865,0.20701222017125095,0.09201819550085141,0.0,1.248995989411837e-39,8.522691804314217e-13,2.4978325132020878e-39,0.0,7.658177342446778e-86,5.967429978130767e-29,2.042042369381988e-64,7.688802092124996e-35,1.1438616651507846e-49,3.4736845571338714e-44,1.5216823455322878e-20,1.674987870182573e-80,8.680117730720554e-26,7.889910087701379e-52,6.735913646946691e-65,7.114406144246176e-88,8.522691956482453e-13,1.4738495736886487e-63,3.9854577337353905e-11,1.3622594327910595e-11,4.359234785810134e-12,1.0822319853832571e-11,8.964016633021817e-12,4.359234785810221e-12
3.519974323211923e-17,0.0945796191447709,0.0,0.23484119419202196,0.031075110263184432,0.3194096818446729,0.35048479211897005,0.20701222016442122,0.0920181954704863,0.0,7.061275118373188e-39,1.5016171306843027e-12,1.412165114941191e-38,0.0,3.6655619255214677e-84,3.373726262139161e-28,2.1812615386197376e-63,2.383190155693649e-34,6.4668917942142945e-49,1.9638687826237155e-43,2.681059376505661e-20,3.2095326808842184e-79,2.689079826594068e-25,4.4606088618622144e-51,9.419469184826987e-64,2.604699808906764e-86,1.5016171574948965e-12,1.5675410383704266e-62,7.021970048316469e-11,2.4001707374941078e-11,7.680560620676727e-12,1.906789427472403e-11,1.5793732623527496e-11,7.680560620676995e-12
6.564276449302933e-17,0.0945796191447709,0.0,0.23484119406709833,0.031075110263184432,0.31940968181727203,0.3504847921011802,0.20701222015076184,0.09201819540975674,0.0,4.6952395575826407e-38,2.800313031140625e-12,9.389884557092764e-38,0.0,2.5743090508448509e-82,2.2432894125995096e-27,2.8523129862977166e-62,8.283775657375994e-34,4.300017441237271e-48,1.305831346242291e-42,4.999813438337631e-20,7.836507750908943e-78,9.344112034149671e-25,2.9659837391498183e-50,1.801704124183669e-62,1.2489089313758412e-84,2.80031308113876e-12,2.032385268487683e-61,1.3094924725281153e-10,4.475991659992397e-11,1.4323222880975384e-11,3.555903622625396e-11,2.9453136020973294e-11,1.4323222880976324e-11
1.2652880701484953e-16,0.0945796191447709,0.0,0.234841193817254,0.031075110263184432,0.3194096817624703,0.35048479206560057,0.20701222012344314,0.09201819528830045,0.0,3.4145990445892897e-37,5.397704831855513e-12,6.828770449216718e-37,0.0,2.3220118403782667e-80,1.631431890644138e-26,4.172041415180271e-61,3.0772803651816864e-33,3.127174932415569e-47,9.49661974118195e-42,9.637321561542466e-20,2.1820282483242085e-76,3.470579032809616e-24,2.157002878641937e-49,4.2574215703230886e-61,6.900327187489e-83,5.39770492822873e-12,2.9232250271926503e-60,2.5240554276541564e-10,8.627626757371414e-11,2.7608589763749e-11,6.854129256833746e-11,5.677182848210463e-11,2.7608589763752502e-11
1.8741484953666973e-16,0.0945796191447709,0.0,0.23484119356741354,0.031075110263184432,0.31940968170766865,0.350484792030021,0.20701222009612458,0.0920181951668479,0.0,1.0549836154373378e-36,7.995096632306728e-12,2.109836258540062e-36,0.0,1.853324604711191e-79,5.0405307479386045e-26,1.7419745806267104e-60,6.751230707801361e-33,9.661802961787243e-47,2.9341009289954836e-41,1.4274829684135165e-19,1.203175384949154e-75,7.613633299536701e-24,6.6643335444151756e-49,2.2350665058890149e-60,4.674215434028902e-82,7.995096775055024e-12,1.2065849919258872e-59,3.738581076539591e-10,1.2779252857940713e-10,4.089401312933858e-11,1.0152351216248213e-10,8.409036849880766e-11,4.089401312934629e-11
3.091869345803102e-16,0.0945796191447709,0.0,0.2348411930677444,0.031075110263184432,0.3194096815980654,0.35048479195886184,0.20701222004148798,0.09201819492395394,0.0,4.740568782784006e-36,1.3189880232418128e-11,9.480561808280435e-36,0.0,7.40659158749547e-78,2.2649794254258036e-25,1.3444489667616952e-59,1.8374273690642893e-32,4.341531075305844e-46,1.3184382264926214e-40,2.3549845927484173e-19,1.574339630095425e-74,2.0720435856682155e-23,2.9946182191220377e-48,2.736260095530291e-59,1.0777514566392797e-80,1.3189880467916587e-11,9.003664941799642e-59,6.167520461486561e-10,2.108247806875301e-10,6.746502930832173e-11,1.67487841107176e-10,1.3872699120333611e-10,6.746502930834293e-11
4.184278724703653e-16,0.0945796191447709,0.0,0.23484119261950773,0.031075110263184432,0.31940968149974114,0.35048479189502557,0.20701221999247435,0.09201819470606808,0.0,1.139004265033039e-35,1.785008648822286e-11,2.2778724049980786e-35,0.0,4.3111209378454316e-77,5.44203719159504e-25,4.179844068382521e-59,3.365172034193797e-32,1.043128501650225e-45,3.167777606312254e-40,3.1870402093966124e-19,6.1611309222332715e-74,3.7947952927218787e-23,7.195092150024943e-48,1.0490426677186582e-58,5.167808028617615e-80,1.785008680692688e-11,2.7386560781128344e-58,8.346379064901735e-10,2.853121626057856e-10,9.130190569852579e-11,2.2666388237615426e-10,1.877406277935704e-10,9.130190569856481e-11
