Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27),HNOH(93),CH3OX(210),CH2X(34),CHX(35),CX(33),SX(680),CH2OX(648)
5.5513924326140734e-11,0.045450764422602166,0.0,0.11274120256635951,0.031075110263184432,0.31937507172391555,0.35046395988754364,0.2069873344835275,0.09200217547541899,0.0,6.97978293245365e-38,4.070259314070704e-15,9.312589858241644e-41,0.0,1.7461668560230106e-56,1.9661655754025815e-11,5.037844885093294e-43,6.673315406959864e-39,7.88457480435857e-66,1.0710369677017717e-22,2.8067152097849246e-32,1.581577303121399e-105,7.943873679405135e-25,6.604989253723688e-72,9.160723506895486e-40,2.4998870694843194e-73,4.063284166272571e-15,3.535160352177457e-66,1.602041803503144e-05,2.622080463655832e-05,1.668707339486741e-05,2.08322519917199e-05,1.660700227626033e-05,8.368859852520262e-06,9.062245221306142e-10,1.0232708953523226e-08,6.85041158197429e-19,1.9411851882411408e-10,1.00610430773793e-08,8.996267733396717e-09,2.0560204740365778e-16,8.278694332494736e-06,5.664862209987134e-22,4.298717141505921e-17,5.22752599162166e-19,7.866284767964287e-14,2.901338926673731e-17
5.586000614342404e-11,0.045450764422602166,0.0,0.11274059790667232,0.031075110263184432,0.31937485610942257,0.35046383009547794,0.20698718341875122,0.0920021714758355,0.0,7.207911346822268e-38,4.095633139472907e-15,9.545142240761052e-41,0.0,1.8124935296101894e-56,2.0031720053601797e-11,5.164588266060313e-43,6.75677484907925e-39,8.032952213977829e-66,1.084427964861457e-22,2.8242116244653786e-32,1.6314934465318426e-105,8.042250914294613e-25,6.72928652717948e-72,9.391218030785172e-40,2.594842748124594e-73,4.088570813322215e-15,3.6241290511371805e-66,1.6024424373403624e-05,2.6384158258538937e-05,1.679113398988524e-05,2.096204405744438e-05,1.670650708605878e-05,8.420864797448004e-06,9.117789332891902e-10,1.0360460489572203e-08,6.936061803575008e-19,1.9775217044081227e-10,1.0185583049279156e-08,9.112133058856223e-09,2.0817045438169236e-16,8.330254297972497e-06,5.700149279670441e-22,4.325518632700967e-17,5.227697757963211e-19,7.964637928148704e-14,2.9915107897056565e-17
5.620608796070734e-11,0.045450764422602166,0.0,0.11273999341703196,0.031075110263184432,0.31937464049669906,0.3504637003043486,0.20698703240311783,0.09200216759565343,0.0,7.441934027026622e-38,4.12100695547811e-15,9.78202217390706e-41,0.0,1.880906328463942e-56,2.0406399626392897e-11,5.293707446185597e-43,6.840752884636943e-39,8.183179500138836e-66,1.0979021021894838e-22,2.8417080263266996e-32,1.682662015314194e-105,8.141232822592112e-25,6.85513346098865e-72,9.626033999189718e-40,2.6927849812124884e-73,4.113856910310613e-15,3.7147664098747316e-66,1.6028311393959856e-05,2.6547510569594512e-05,1.6895194993347654e-05,2.10918351867271e-05,1.6805963343590316e-05,8.472867699108726e-06,9.173287978560614e-10,1.0489001742958771e-08,7.022243782677882e-19,2.014306419206241e-10,1.0310873170140303e-08,9.228714297264192e-09,2.1075476664712353e-16,8.381813672840155e-06,5.735436018374721e-22,4.352318725600894e-17,5.227592725778981e-19,8.063601524294681e-14,3.083894928111983e-17
5.6552169777990643e-11,0.045450764422602166,0.0,0.1127393890939354,0.031075110263184432,0.3193744248857445,0.35046357051415555,0.2069868814366036,0.09200216383139344,0.0,7.681963142011658e-38,4.14638076208638e-15,1.0023282990972987e-40,0.0,1.9514574083872442e-56,2.0785723091004055e-11,5.42523190730023e-43,6.925249512553189e-39,8.335268121732401e-66,1.1114593787336278e-22,2.859204415373037e-32,1.7351064304834657e-105,8.240819391941208e-25,6.982539654377652e-72,9.865225058623785e-40,2.7937884357525107e-73,4.139142457251722e-15,3.8070931586701296e-66,1.6032082576500117e-05,2.671086157003992e-05,1.6999256404683402e-05,2.1221625379764097e-05,1.6905371072412728e-05,8.524868557640713e-06,9.228741250712249e-10,1.0618332662250393e-08,7.108957512626884e-19,2.0515420196303192e-10,1.0436913152162434e-08,9.346010949993721e-09,2.1335498350931641e-16,8.433372457267638e-06,5.770722422002909e-22,4.37911622063171e-17,5.2279192696899755e-19,8.16317554185175e-14,3.1785312217299665e-17
5.6898251595273946e-11,0.045450764422602166,0.0,0.11273878493398105,0.031075110263184432,0.3193742092765589,0.3504634407248986,0.20698673051918481,0.0920021601796777,0.0,7.928112231953615e-38,4.171754559297786e-15,1.0268978351364855e-40,0.0,2.0241998968073321e-56,2.1169719066323877e-11,5.559191312452153e-43,7.010264731748365e-39,8.489229537624485e-66,1.125099793541937e-22,2.876700791608546e-32,1.788850403223448e-105,8.34101060998715e-25,7.111514706552097e-72,1.0108845185736253e-39,2.897929169719758e-73,4.1644274541595036e-15,3.901130155662457e-66,1.60357412993483e-05,2.6874211260185005e-05,1.7103318223315993e-05,2.1351414636747425e-05,1.7004730296069174e-05,8.576867373178792e-06,9.284149241477399e-10,1.0748453196017738e-08,7.196202986766057e-19,2.0892311915724562e-10,1.0563702707656239e-08,9.464022519131801e-09,2.1597110427768137e-16,8.48493065142171e-06,5.806008508692575e-22,4.405918041503274e-17,5.227535482404816e-19,8.263359976736166e-14,3.2754600094819417e-17
5.724433341255725e-11,0.045450764422602166,0.0,0.11273818093386599,0.031075110263184432,0.3193739936691416,0.35046331093657745,0.20698657965083772,0.09200215663722686,0.0,8.180496215536175e-38,4.197128347112395e-15,1.0519162240592301e-40,0.0,2.099187904759607e-56,2.1558416171523733e-11,5.695615505895587e-43,7.095798541142984e-39,8.64507520665644e-66,1.1388233456627256e-22,2.894197155037373e-32,1.8439179366727238e-105,8.44180646437685e-25,7.242068216696935e-72,1.0356948687295614e-39,3.005284649215484e-73,4.189711901047911e-15,3.9968983868477457e-66,1.6039290842311355e-05,2.7037559640334775e-05,1.720738044866431e-05,2.1481202957865286e-05,1.7104041038088273e-05,8.628864145855077e-06,9.339512042718473e-10,1.0879363292834656e-08,7.283980198439514e-19,2.127376619822054e-10,1.0691241549043375e-08,9.582748507477102e-09,2.1860312826167298e-16,8.53648825546607e-06,5.841294267467318e-22,4.4327190569791925e-17,5.228372143025235e-19,8.364154806279273e-14,3.3747220915980745e-17
5.759041522984055e-11,0.045450764422602166,0.0,0.11273757709038285,0.031075110263184432,0.31937377806349226,0.350463181149192,0.20698642883153873,0.09200215320085725,0.0,8.439231397209024e-38,4.222502125530274e-15,1.0773888970259477e-40,0.0,2.1764765389447706e-56,2.1951843026056955e-11,5.8345345130804245e-43,7.181850939657688e-39,8.802816587644817e-66,1.1526300341445698e-22,2.9116935056636657e-32,1.9003333277106727e-105,8.54320694275889e-25,7.374209783976314e-72,1.0609590200175396e-39,3.115933765727506e-73,4.214995797930903e-15,4.09441896607687e-66,1.604273438955222e-05,2.720090671078949e-05,1.7311443080142093e-05,2.161099034330212e-05,1.720330332198421e-05,8.680858875797987e-06,9.394829746030808e-10,1.1011062901278137e-08,7.37228914099144e-19,2.1659809880658475e-10,1.0819529388856425e-08,9.702188418537727e-09,2.2125105477078954e-16,8.588045269561413e-06,5.876579683011153e-22,4.4595167779806456e-17,5.227036452300265e-19,8.465560058495768e-14,3.476358731831443e-17
5.7936497047123856e-11,0.045450764422602166,0.0,0.11273697340041723,0.031075110263184432,0.31937356245961074,0.3504630513627421,0.20698627806126416,0.09200214986747798,0.0,8.704435474428886e-38,4.247875894551492e-15,1.1033213178055985e-40,0.0,2.2561219138591887e-56,2.235002824965794e-11,5.9759785406416635e-43,7.268421926213256e-39,8.962465139381545e-66,1.1665198580363012e-22,2.92918984349157e-32,1.958121168743473e-105,8.645212032783503e-25,7.507949007533728e-72,1.0866824691339572e-39,3.229956853495413e-73,4.240279144822437e-15,4.193713135053431e-66,1.6046075032378858e-05,2.7364252471844837e-05,1.7415506117159266e-05,2.174077679323875e-05,1.730251717125681e-05,8.732851563134143e-06,9.450102442743928e-10,1.1143551969928287e-08,7.461129807766087e-19,2.2050469788879314e-10,1.0948565939738878e-08,9.822341756528997e-09,2.239148831145717e-16,8.639601693865545e-06,5.911864786057039e-22,4.486316584637504e-17,5.229709606366594e-19,8.567575657878996e-14,3.580411659673003e-17
5.828257886440716e-11,0.045450764422602166,0.0,0.11273636986094494,0.031075110263184432,0.31937334685749635,0.35046292157722736,0.2069861273399903,0.09200214663408837,0.0,8.97622754488307e-38,4.273249654176115e-15,1.129718982774778e-40,0.0,2.3381811639984793e-56,2.2753000462341345e-11,6.119977976388798e-43,7.355511499730594e-39,9.124032320633724e-66,1.1804928163870055e-22,2.946686168525229e-32,2.0173063494900886e-105,8.747821722102612e-25,7.643295486491829e-72,1.1128707457827968e-39,3.3474357069806154e-73,4.265561941736469e-15,4.2948022633316474e-66,1.6049315771952113e-05,2.752759692379204e-05,1.7519569559120068e-05,2.1870562307852434e-05,1.7401682609391658e-05,8.784842207985324e-06,9.50533022392254e-10,1.1276830447368307e-08,7.55050219210778e-19,2.2445772737697904e-10,1.1078350914445092e-08,9.943208026371271e-09,2.265946126026017e-16,8.69115752853346e-06,5.947149569686043e-22,4.5131222930050716e-17,5.224726416392988e-19,8.67020170904401e-14,3.686923072556085e-17
5.862866068169046e-11,0.045450764422602166,0.0,0.11273576646902925,0.031075110263184432,0.319373131257149,0.35046279179264794,0.20698597666769364,0.0920021434977753,0.0,9.254728113695578e-38,4.298623404404214e-15,1.1565874209168089e-40,0.0,2.4227124561343223e-56,2.316078828440119e-11,6.266563389295244e-43,7.443119659130745e-39,9.28752959014389e-66,1.1945489082460149e-22,2.9641824807687827e-32,2.0779140587682566e-105,8.851035998369792e-25,7.780258819952664e-72,1.1395294126741673e-39,3.468453598441178e-73,4.290844188686955e-15,4.3977078483142467e-66,1.6052459521914472e-05,2.769094006691802e-05,1.7623633405426942e-05,2.2000346887317024e-05,1.7500799659860158e-05,8.836830810474235e-06,9.560513180367967e-10,1.1410898282184481e-08,7.64040628736091e-19,2.2845745530903255e-10,1.1208884025840301e-08,1.0064786733687727e-08,2.292902425445031e-16,8.742712773717409e-06,5.982433997013863e-22,4.5399141561032487e-17,5.234839143317279e-19,8.773437996080094e-14,3.795935638049549e-17
5.897474249897376e-11,0.045450764422602166,0.0,0.11273516322181844,0.031075110263184432,0.3193729156585684,0.35046266200900345,0.20698582604435048,0.0920021404557105,0.0,9.540059100615802e-38,4.323997145235854e-15,1.183932193820834e-40,0.0,2.5097750016644846e-56,2.357342033641005e-11,6.415765529487749e-43,7.531246403334878e-39,9.452968406629822e-66,1.2086881326629045e-22,2.9816787802263703e-32,2.1399697862804605e-105,8.954854849240304e-25,7.918848606997507e-72,1.1666640655228482e-39,3.593095295611479e-73,4.316125885687854e-15,4.502451515250351e-66,1.6055509110942295e-05,2.785428190150548e-05,1.7727697655473575e-05,2.213013053180303e-05,1.759986834611967e-05,8.888817370713887e-06,9.61565140261877e-10,1.1545755422966105e-08,7.730842086869946e-19,2.3250414961258872e-10,1.1340164986900504e-08,1.018707738480219e-08,2.320017722499387e-16,8.794267429566989e-06,6.017718113226134e-22,4.5667243284731873e-17,5.214280050859074e-19,8.877284936478716e-14,3.9074924960540863e-17
5.932082431625707e-11,0.045450764422602166,0.0,0.11273456011654333,0.031075110263184432,0.31937270006175406,0.35046253222629375,0.20698567546993724,0.09200213750514823,0.0,9.832343847189886e-38,4.349370876671104e-15,1.2117588956809086e-40,0.0,2.5994290690360693e-56,2.399092523921819e-11,6.567615328235807e-43,7.619891731264299e-39,9.620360228784724e-66,1.2229104886874898e-22,2.9991750669021294e-32,2.203499324399895e-105,9.059278262371078e-25,8.059074446687015e-72,1.1942803330468275e-39,3.721447079486669e-73,4.341407032753117e-15,4.609055017233374e-66,1.6058467285223456e-05,2.8017622427833053e-05,1.7831762308659033e-05,2.2259913241477718e-05,1.7698888691613557e-05,8.940801888828475e-06,9.670744980952914e-10,1.1681401818305581e-08,7.82180958397942e-19,2.3659807810503015e-10,1.1472193510712595e-08,1.0310079486736951e-08,2.347292010286118e-16,8.84582149622922e-06,6.053001928060138e-22,4.593507620287785e-17,5.257855745385475e-19,8.981741619403757e-14,4.021637260989961e-17
5.966690613354037e-11,0.045450764422602166,0.0,0.11273395715051494,0.031075110263184432,0.3193724844667057,0.3504624024445187,0.2069855249444304,0.09200213464342293,0.0,1.013170712391479e-37,4.374744598710029e-15,1.2400731532950906e-40,0.0,2.6917359962419645e-56,2.4413331613952728e-11,6.722143897941071e-43,7.709055641840443e-39,9.789716515277035e-66,1.2372159753698211e-22,3.016671340800195e-32,2.26852876995643e-105,9.164306225420706e-25,8.200945938061064e-72,1.2223838769658455e-39,3.8535967622119165e-73,4.366687629896703e-15,4.717540235198903e-66,1.6061336710862874e-05,2.8180961646175398e-05,1.793582736435969e-05,2.2389695016505226e-05,1.7797860719771297e-05,8.992784364911627e-06,9.725794005386774e-10,1.1817837416798164e-08,7.913308772033936e-19,2.4073950849349025e-10,1.1604969310474077e-08,1.0433792547210613e-08,2.3747252819026156e-16,8.897374973848617e-06,6.08828536891157e-22,4.620352953103214e-17,5.163596017714441e-19,9.086809967815217e-14,4.138414023968127e-17
6.001298795082367e-11,0.045450764422602166,0.0,0.11273335432112179,0.031075110263184432,0.3193722688734231,0.35046227266367813,0.2069853744678064,0.09200213186794665,0.0,1.0438275137375088e-37,4.4001183113527005e-15,1.2688806260645356e-40,0.0,2.7867582033905055e-56,2.4840668082016767e-11,6.879382532126777e-43,7.798738133984879e-39,9.961048724750636e-66,1.251604591760179e-22,3.0341676019247e-32,2.335084526022561e-105,9.269938726049547e-25,8.344472680138921e-72,1.2509803919999371e-39,3.98963370507645e-73,4.391967677132565e-15,4.827929177922598e-66,1.606411997621784e-05,2.8344299556803362e-05,1.803989282198789e-05,2.2519475857046623e-05,1.7896784454008522e-05,9.044764799113246e-06,9.780798565680686e-10,1.1955062167042405e-08,8.005339644378172e-19,2.44928708374856e-10,1.1738492099493539e-08,1.0558216074635938e-08,2.402317530446708e-16,8.948927862567263e-06,6.12356849108828e-22,4.647043975672221e-17,5.373445226480295e-19,9.192485770801862e-14,4.2578673549658183e-17
6.035906976810698e-11,0.045450764422602166,0.0,0.11273275162582816,0.031075110263184432,0.3193720532819059,0.35046214288377187,0.20698522404004163,0.09200212917620697,0.0,1.0752175537363589e-37,4.425492014599183e-15,1.2981870059925884e-40,0.0,2.8845592053440797e-56,2.5272963265089222e-11,7.039362705427152e-43,7.888939206619306e-39,1.0134368315824746e-65,1.266076336909071e-22,3.0516638502797765e-32,2.4031933036993505e-105,9.376175751919647e-25,8.489664271919158e-72,1.2800756058679727e-39,4.129648836606277e-73,4.417247174474659e-15,4.94024398201808e-66,1.606681959416907e-05,2.8507636159984015e-05,1.814395868091574e-05,2.2649255763260027e-05,1.7995659917727136e-05,9.096743191526277e-06,9.835758751336754e-10,1.2093076017639824e-08,8.097902194356869e-19,2.4916594523577135e-10,1.1872761591190288e-08,1.0683349578117706e-08,2.430068749016592e-16,9.000480162524877e-06,6.158851329620218e-22,4.6739654824030255e-17,5.223816261366834e-19,9.298775271805158e-14,4.3800423050086184e-17
6.067054340366195e-11,0.045450764422602166,0.0,0.11273220931268241,0.031075110263184432,0.31937185925104955,0.350462026082655,0.20698508869680857,0.09200212682321861,0.0,1.104106175898841e-37,4.4483283394873325e-15,1.3249940442605604e-40,0.0,2.9750093639322024e-56,2.56662922872251e-11,7.185715037063393e-43,7.970563557418121e-39,1.0292064629588796e-65,1.2791719818470472e-22,3.0674104628848955e-32,2.465841363441968e-105,9.472305934088024e-25,8.621768084572568e-72,1.306692446402421e-39,4.2591402360352664e-73,4.4399982519349045e-15,5.042992316103004e-66,1.6069179749605423e-05,2.8654637985196987e-05,1.8237618296529385e-05,2.2766056880130016e-05,1.8084606583111165e-05,9.143521999027621e-06,9.885185051876745e-10,1.221796312150087e-08,8.181663068214654e-19,2.530207510169854e-10,1.1994242327736573e-08,1.0796576355610636e-08,2.4551807593974638e-16,9.046876729209677e-06,6.190605561114395e-22,4.6980106195194894e-17,5.228953593053086e-19,9.394956438016813e-14,4.4923643683230013e-17
6.098201703921692e-11,0.045450764422602166,0.0,0.11273166710441611,0.031075110263184432,0.3193716652216228,0.35046190928229465,0.20698495339311535,0.09200212453435153,0.0,1.1336086889140336e-37,4.4711646567646746e-15,1.3522140296528476e-40,0.0,3.0678105611207058e-56,2.606368191788857e-11,7.334336856649777e-43,8.052607956754619e-39,1.045138835720958e-65,1.2923349596186614e-22,3.08315706515313e-32,2.529789167619041e-105,9.568925762717354e-25,8.755235198297863e-72,1.333722121162871e-39,4.39199743677041e-73,4.462748884002672e-15,5.147334949778681e-66,1.607147585675609e-05,2.8801638751780717e-05,1.8331278236219276e-05,2.288285724043134e-05,1.8173514185360407e-05,9.190299152814206e-06,9.934575546129222e-10,1.2343489317551734e-08,8.265854590714072e-19,2.569148781689888e-10,1.2116327452648869e-08,1.0910377459750835e-08,2.4804215248780464e-16,9.093272819208027e-06,6.222359554416629e-22,4.722169923899551e-17,5.228814658191774e-19,9.491631901609254e-14,4.606961350022826e-17
6.129349067477189e-11,0.045450764422602166,0.0,0.11273112499932864,0.031075110263184432,0.3193714711936253,0.35046179248269077,0.20698481812894481,0.09200212230792236,0.0,1.1637347011237575e-37,4.494000966431259e-15,1.379851179372214e-40,0.0,3.1630114245914644e-56,2.646515302285137e-11,7.485251485437782e-43,8.135072403842989e-39,1.0612347851969358e-65,1.3055652695321922e-22,3.098903657087489e-32,2.5950568357106702e-105,9.666035228816783e-25,8.890072610722093e-72,1.3611688742106059e-39,4.528290054644104e-73,4.485499070688137e-15,5.25328828623058e-66,1.6073709599292557e-05,2.8948638459922587e-05,1.842493849956513e-05,2.299965684427344e-05,1.826238274150661e-05,9.237074652946165e-06,9.983930298804742e-10,1.2469654568328498e-08,8.350476757003591e-19,2.6084852146051016e-10,1.2239016757239302e-08,1.1024752534104923e-08,2.5057910404275633e-16,9.139668432617139e-06,6.254113275856078e-22,4.7462858083688644e-17,5.238537139308775e-19,9.58880166335091e-14,4.723867100308464e-17
6.160496431032686e-11,0.045450764422602166,0.0,0.11273058299576423,0.031075110263184432,0.3193712771670569,0.35046167568384323,0.20698468290427988,0.09200212014229202,0.0,1.194493917323584e-37,4.516837268487131e-15,1.4079097320094605e-40,0.0,3.260661332250994e-56,2.6870726468064226e-11,7.638482363479416e-43,8.217956897897511e-39,1.0774951467134313e-65,1.318862910896058e-22,3.114650238690976e-32,2.661664693747132e-105,9.76363432339666e-25,9.026287319458801e-72,1.3890369712538084e-39,4.668088779499904e-73,4.508248812001469e-15,5.360868812513406e-66,1.6075882616636052e-05,2.9095637109807767e-05,1.851859908608073e-05,2.3116455691764014e-05,1.8351212268572715e-05,9.283848499540054e-06,1.003324937445012e-09,1.2596458836369396e-08,8.435529562231724e-19,2.648218755879551e-10,1.236231003289285e-08,1.1139701222688229e-08,2.531289301015507e-16,9.186063569532842e-06,6.285866724581305e-22,4.770407186178725e-17,5.220374250221844e-19,9.686466046517557e-14,4.8431157903399327e-17
6.191643794588183e-11,0.045450764422602166,0.0,0.11273004109210996,0.031075110263184432,0.3193710831419174,0.3504615588857519,0.20698454771910335,0.09200211803586456,0.0,1.2258961391784359e-37,4.539673562932346e-15,1.4363939475428883e-40,0.0,3.360810419901681e-56,2.7280423119655376e-11,7.794053049620997e-43,8.30126143813255e-39,1.0939207555954434e-65,1.3322278830188137e-22,3.1303968099665975e-32,2.7296332753634408e-105,9.861723037468398e-25,9.163886322107966e-72,1.4173306996467033e-39,4.8114653861742286e-73,4.5309981079528405e-15,5.470093099549856e-66,1.6077996505120058e-05,2.9242634701619298e-05,1.8612259995290187e-05,2.323325378300907e-05,1.844000278357285e-05,9.330620692676082e-06,1.0082532837450106e-09,1.2723902084214943e-08,8.521013001547024e-19,2.6883513517540826e-10,1.2486207071067479e-08,1.1255223169963582e-08,2.556916301611672e-16,9.232458230049612e-06,6.317619921538457e-22,4.7945218026293144e-17,5.233819591431316e-19,9.784624463205461e-14,4.9647419135104156e-17
6.22279115814368e-11,0.045450764422602166,0.0,0.11272949928679492,0.031075110263184432,0.3193708891182067,0.35046144208841684,0.20698441257339825,0.09200211598708581,0.0,1.2579512656372238e-37,4.5625098497669485e-15,1.4653081073377627e-40,0.0,3.4635095889549213e-56,2.7694263843929898e-11,7.951987221496882e-43,8.384986023762557e-39,1.110512447166361e-65,1.3456601852091524e-22,3.1461433709173574e-32,2.798983322853905e-105,9.96030136204448e-25,9.302876616256045e-72,1.446054368388695e-39,4.958492745538012e-73,4.553746958552421e-15,5.580977802129358e-66,1.6080052819119638e-05,2.9389631235538167e-05,1.870592122673213e-05,2.3350051118112966e-05,1.8528754303512415e-05,9.377391232412496e-06,1.013178075202483e-09,1.2851984274407667e-08,8.6069270700980985e-19,2.7288849477463515e-10,1.261070766329385e-08,1.1371318020840121e-08,2.5826720371860917e-16,9.278852414260611e-06,6.349372846729328e-22,4.81865718248391e-17,5.221565733838987e-19,9.883277453786037e-14,5.088780286700448e-17
6.253938521699177e-11,0.045450764422602166,0.0,0.1127289575782888,0.031075110263184432,0.3193706950959244,0.3504613252918377,0.2069842774671474,0.09200211399444273,0.0,1.2906692933466317e-37,4.585346128990991e-15,1.4946565141457786e-40,0.0,3.56881051418107e-56,2.8112269507369978e-11,8.112308675523242e-43,8.469130654002069e-39,1.1272710567479583e-65,1.3591598167759005e-22,3.161889921546256e-32,2.8697357882266773e-105,1.005936928813856e-24,9.44326519947595e-72,1.475212308123508e-39,5.1092448355910767e-73,4.576495363810385e-15,5.693539658906846e-66,1.6082053072152988e-05,2.953662671174329e-05,1.8799582779962828e-05,2.346684769717847e-05,1.8617466845388097e-05,9.424160118793697e-06,1.0180993182226576e-09,1.2980705369491692e-08,8.693271763033597e-19,2.7698214886508413e-10,1.2735811601174908e-08,1.148798542067205e-08,2.6085565027089543e-16,9.325246122257724e-06,6.381125508079495e-22,4.842760743232302e-17,5.239794419686153e-19,9.982424503882644e-14,5.215266051530816e-17
6.285085885254674e-11,0.045450764422602166,0.0,0.1127284159651014,0.031075110263184432,0.31937050107507053,0.35046120849601464,0.20698414240033372,0.09200211205646186,0.0,1.3240603170640604e-37,4.60818240060452e-15,1.5244434921045266e-40,0.0,3.676765651495776e-56,2.8534460976634856e-11,8.2750413268918e-43,8.553695328065711e-39,1.1441974196604018e-65,1.3727267770280158e-22,3.177636461856297e-32,2.941911834258302e-105,1.015892680676552e-24,9.585059069327102e-72,1.504808871138326e-39,5.26379675260857e-73,4.599243323736903e-15,5.807795492401509e-66,1.60839987379564e-05,2.9683621130411655e-05,1.889324465451196e-05,2.3583643520306756e-05,1.8706140426187924e-05,9.470927351895935e-06,1.0230170191941356e-09,1.31100653320128e-08,8.780047075502215e-19,2.811162918538884e-10,1.2861518676385944e-08,1.1605225015257367e-08,2.634569693150621e-16,9.371639354131577e-06,6.412877907926165e-22,4.8669027251513604e-17,5.214928007341478e-19,1.0082066273991991e-13,5.344234675618516e-17
6.316233248810171e-11,0.045450764422602166,0.0,0.11272787444578113,0.031075110263184432,0.31937030705564473,0.35046109170094736,0.20698400737294018,0.0920021101717085,0.0,1.3581345300696832e-37,4.631018664607588e-15,1.5546733867369569e-40,0.0,3.7874282457851456e-56,2.8960859118559976e-11,8.440209209563595e-43,8.638680045168191e-39,1.1612923712222468e-65,1.3863610652745885e-22,3.193382991850477e-32,3.0155328355482607e-105,1.025897390894145e-24,9.72826522335541e-72,1.53484843136293e-39,5.422224722342998e-73,4.621990838342143e-15,5.92376220899555e-66,1.6085891251530953e-05,2.9830614491718303e-05,1.8986906849913516e-05,2.370043858759748e-05,1.8794775062891275e-05,9.517692931784864e-06,1.0279311844892315e-09,1.324006412451866e-08,8.867253002652694e-19,2.852911180758675e-10,1.2987828680674834e-08,1.1723036450836641e-08,2.6607116034816587e-16,9.41803210997159e-06,6.444630042438673e-22,4.890998809228601e-17,5.247674464819484e-19,1.018220183637535e-13,5.4757219538231576e-17
6.347380612365668e-11,0.045450764422602166,0.0,0.11272733301891427,0.031075110263184432,0.3193701130376469,0.3504609749066357,0.2069838723849497,0.09200210833878576,0.0,1.3929022245775797e-37,4.6538549210002405e-15,1.585350564950845e-40,0.0,3.9008523387710134e-56,2.9391484800156065e-11,8.607836476262731e-43,8.724084804524306e-39,1.1785567467504394e-65,1.4000626808248374e-22,3.2091295115317967e-32,3.0906203795735114e-105,1.0359510585683566e-24,9.87289065909326e-72,1.5653353843688416e-39,5.584606111283656e-73,4.644737907636279e-15,6.041456798932936e-66,1.608773201016053e-05,2.9977606795836398e-05,1.9080569365683405e-05,2.3817232899148832e-05,1.888337077246896e-05,9.564456858539945e-06,1.0328418204642026e-09,1.3370701709559027e-08,8.954889539633827e-19,2.8950682179352926e-10,1.3114741405862216e-08,1.1841419374091791e-08,2.6869822286728864e-16,9.464424389865985e-06,6.476381911686047e-22,4.915157474615871e-17,5.201123048082878e-19,1.0282832446777439e-13,5.609764009488681e-17
6.378527975921165e-11,0.045450764422602166,0.0,0.11272679168312365,0.031075110263184432,0.3193699190210767,0.3504608581130798,0.2069837374363452,0.09200210655633337,0.0,1.4283737921459642e-37,4.676691169782528e-15,1.6164794150382587e-40,0.0,4.0170927769156402e-56,2.982635888860856e-11,8.777947398470145e-43,8.809909605348939e-39,1.1959913815603153e-65,1.4138316229881075e-22,3.224876020903253e-32,3.1671962677430203e-105,1.0460536828010236e-24,1.0018942374059555e-71,1.5962741473684582e-39,5.751019437972497e-73,4.667484531629481e-15,6.160896336318165e-66,1.608952237440258e-05,3.0124598042937304e-05,1.917423220136682e-05,2.393402645505754e-05,1.8971927571883206e-05,9.611219132204471e-06,1.037748933459097e-09,1.350197804968553e-08,9.042956681594444e-19,2.9376359719707253e-10,1.3242256643841293e-08,1.1960373432144911e-08,2.713381563695323e-16,9.510816193901851e-06,6.508133519144171e-22,4.939223843414902e-17,5.271924684292226e-19,1.0383956288709262e-13,5.746397295687238e-17
6.409675339476662e-11,0.045450764422602166,0.0,0.11272625043706813,0.031075110263184432,0.31936972500593414,0.3504607413202794,0.20698360252710976,0.09200210482302686,0.0,1.4645597240865385e-37,4.699527410954502e-15,1.64806434667502e-40,0.0,4.136205219364898e-56,3.026550225127754e-11,8.950566366417346e-43,8.896154446857056e-39,1.2135971109656015e-65,1.42766789107387e-22,3.24062251996784e-32,3.2452825164522994e-105,1.0562052626941006e-24,1.0166427365759682e-71,1.627669159214196e-39,5.921544384375086e-73,4.690230710331919e-15,6.282097979115012e-66,1.609126366905328e-05,3.027158823319059e-05,1.9267895356472253e-05,2.4050819255418918e-05,1.9060445478087738e-05,9.657979752862244e-06,1.0426525297977655e-09,1.3633893107451642e-08,9.131454423683426e-19,2.98061638404388e-10,1.3370374186577785e-08,1.2079898272557064e-08,2.7399096035201845e-16,9.557207522165134e-06,6.539884860772635e-22,4.963431891779088e-17,5.161606067789643e-19,1.0485576108190934e-13,5.885658596456481e-17
