Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27),HNOH(93),CH3OX(210),CH2X(34),CHX(35),CX(33),SX(680),CH2OX(648)
1.499670651565642e-11,0.045450764422602166,0.0,0.11281621688005675,0.031075110263184432,0.3194003271003136,0.3504791617846825,0.20700536665462554,0.09200651089869132,0.0,5.730376227479731e-41,1.0995765348383506e-15,5.3702242597633504e-43,0.0,6.793350719902659e-60,3.8754875586265833e-13,2.6869393623156817e-45,4.870408085149802e-40,1.5544941884122183e-67,7.820429556459575e-24,7.582484228582519e-33,2.2756240037017513e-108,6.091862272505635e-26,1.30221587021785e-73,4.884252129446405e-42,9.725839876036933e-77,1.0990669868460515e-15,1.8836403904478864e-68,1.1684646695543657e-05,7.087076425262362e-06,4.507133551832915e-06,5.630354855814921e-06,4.615361443554401e-06,2.2662016321995694e-06,2.219407368264784e-10,7.487672806025459e-10,5.001688716972613e-20,3.8715711975613465e-12,7.453394275566012e-10,5.225951304680012e-10,1.503107422609867e-17,2.238164140307802e-06,1.5313160918603958e-22,1.160823130949606e-17,5.218774286881156e-19,5.7373839095e-15,4.4664540234850186e-20
1.50381093536145e-11,0.045450764422602166,0.0,0.11281612844141153,0.031075110263184432,0.3194003012796211,0.3504791462435072,0.20700534787056307,0.09200649505361935,0.0,5.821886462213361e-41,1.1026122161986195e-15,5.428218106135959e-43,0.0,6.90665312505158e-60,3.907674389959466e-13,2.716730570179243e-45,4.897337193812449e-40,1.567404579422384e-67,7.863665298532028e-24,7.603417567967261e-33,2.3072103714122383e-108,6.124441351345585e-26,1.313031038251336e-73,4.9384075364955456e-42,9.888051387578223e-77,1.1020998513563573e-15,1.90452699126583e-68,1.1700491817107285e-05,7.106638146119692e-06,4.519577053137881e-06,5.645896031182294e-06,4.627968448410351e-06,2.2724523243451444e-06,2.226747540668568e-10,7.529051798241751e-10,5.029341607516825e-20,3.9036787845959e-12,7.494489031851382e-10,5.259531166927951e-10,1.5114155452037576e-17,2.244341197914145e-06,1.5355425330889495e-22,1.1640368220711603e-17,5.21839904035253e-19,5.7691351183916465e-15,4.527925432666475e-20
1.507951219157258e-11,0.045450764422602166,0.0,0.1128160400595823,0.031075110263184432,0.3194002754589584,0.3504791307023475,0.2070053290872482,0.09200647926458556,0.0,5.914574620854182e-41,1.1056478974242785e-15,5.48668004533524e-43,0.0,7.021525886523562e-60,3.940038945404992e-13,2.7467688015960434e-45,4.924340542329579e-40,1.5803862549592004e-67,7.907020201398608e-24,7.624350905445085e-33,2.339146511123508e-108,6.157107185072786e-26,1.3239059220683419e-73,4.993012014102746e-42,1.0052511125297335e-76,1.1051327079705066e-15,1.9255868064473986e-68,1.1716280900849572e-05,7.1261998453055085e-06,4.532020558334511e-06,5.661437190927592e-06,4.6405747158661225e-06,2.278702985490891e-06,2.2340873515176276e-10,7.570544695161035e-10,5.057070716037467e-20,3.935963141786864e-12,7.535696128423004e-10,5.293222264295121e-10,1.5197465498313348e-17,2.250518245278394e-06,1.5397689677911872e-22,1.1672379972347341e-17,5.218308904226555e-19,5.800973996150125e-15,4.5900704931322847e-20
1.512091502953066e-11,0.045450764422602166,0.0,0.1128159517343709,0.031075110263184432,0.3194002496383256,0.3504791151612033,0.20700531030468095,0.09200646353139186,0.0,6.008452168993423e-41,1.1086835785153277e-15,5.5456125872122165e-43,0.0,7.137986367364692e-60,3.9725817143269467e-13,2.777055418011172e-45,4.951418130682424e-40,1.5934394112730436e-67,7.950494264861803e-24,7.645284241016066e-33,2.3714353197058718e-108,6.189859773455255e-26,1.334840686069819e-73,5.048068037531077e-42,1.0219243947217535e-76,1.1081655566885245e-15,1.9468207909356298e-68,1.1732014144824513e-05,7.14576152282977e-06,4.544464067434128e-06,5.676978335058631e-06,4.653180245970708e-06,2.2849536156428558e-06,2.2414267937794253e-10,7.612151495852567e-10,5.084876042420436e-20,3.968424751605372e-12,7.577015560084067e-10,5.327024593614166e-10,1.5281004363679682e-17,2.2566952824067918e-06,1.5439953968827908e-22,1.170443049775737e-17,5.218433023025833e-19,5.8329003856641464e-15,4.652894704936492e-20
1.516231786748874e-11,0.045450764422602166,0.0,0.11281586346557987,0.031075110263184432,0.31940022381772265,0.35047909962007473,0.20700529152286123,0.09200644785384088,0.0,6.103530647109247e-41,1.1117192594717667e-15,5.605018248320289e-43,0.0,7.256052074265795e-60,4.0053031860896767e-13,2.8075917846077674e-45,4.978569958852223e-40,1.6065642446142362e-67,7.994087488724208e-24,7.666217574680284e-33,2.404079709984153e-108,6.222699116261075e-26,1.3458354946566766e-73,5.1035780888419334e-42,1.0388274917012001e-76,1.1111983975104345e-15,1.9682299022978875e-68,1.1747691746386325e-05,7.165323178702403e-06,4.55690758044809e-06,5.6925194635832e-06,4.665785038773074e-06,2.291204214807654e-06,2.2487658605309022e-10,7.653872199385815e-10,5.112757586551632e-20,4.001064096499728e-12,7.618447321638203e-10,5.360938151611387e-10,1.5364772046890504e-17,2.26287230930556e-06,1.5482218202868852e-22,1.173653194046272e-17,5.2186004105300605e-19,5.864914291623661e-15,4.7164035977894076e-20
1.5203720705446822e-11,0.045450764422602166,0.0,0.1128157752530125,0.031075110263184432,0.3194001979971496,0.3504790840789618,0.20700527274178895,0.09200643223173596,0.0,6.19982167079993e-41,1.1147549402935962e-15,5.664899551915221e-43,0.0,7.375740658327896e-60,4.0382038500581015e-13,2.8383792703069935e-45,5.005796026820212e-40,1.619760951233046e-67,8.03779987278855e-24,7.687150906437806e-33,2.437082610780158e-108,6.25562521325842e-26,1.3568905122297755e-73,5.1595446568949884e-42,1.0559629305099685e-76,1.1142312304362613e-15,1.9898151007258578e-68,1.176331390219188e-05,7.1848848129332965e-06,4.569351097387709e-06,5.708060576509065e-06,4.678389094322163e-06,2.2974547829918448e-06,2.256104544956896e-10,7.695706804830469e-10,5.140715348316952e-20,4.033881658895419e-12,7.659991407889493e-10,5.394962934908346e-10,1.5448768546699975e-17,2.2690493259808962e-06,1.5524482376102322e-22,1.1768607770674287e-17,5.218524082638737e-19,5.897015818991564e-15,4.78060273109959e-20
1.5286526381362982e-11,0.045450764422602166,0.0,0.11281559899576515,0.031075110263184432,0.3194001463560927,0.35047905299678267,0.20700523518188665,0.09200640115308129,0.0,6.396088194255932e-41,1.1208263015334267e-15,5.786099213100348e-43,0.0,7.620057788868252e-60,4.104544712074552e-13,2.900713093387935e-45,5.060470882075708e-40,1.646370769304338e-67,8.125582120734515e-24,7.729017564233084e-33,2.5041757394446685e-108,6.3217376689008e-26,1.3791818319379354e-73,5.2728573326575723e-42,1.0909410457970457e-76,1.1202968725997618e-15,2.0335176126672715e-68,1.1794392659688692e-05,7.2240080165092574e-06,4.594238143088843e-06,5.739142755595601e-06,4.703594993856154e-06,2.3099558264440024e-06,2.2707807401022015e-10,7.779717717733861e-10,5.1968595242935575e-20,4.100053365778586e-12,7.743416533702047e-10,5.463346163372969e-10,1.5617447991132716e-17,2.281403328685966e-06,1.5609010544164605e-22,1.1832720299354942e-17,5.218528929921182e-19,5.961481610323303e-15,4.911094105219181e-20
1.5369332057279142e-11,0.045450764422602166,0.0,0.11281542296106878,0.031075110263184432,0.31940009471515485,0.35047902191466584,0.2070051976249736,0.0920063702938684,0.0,6.597346175348631e-41,1.1268976622348203e-15,5.9092318908599374e-43,0.0,7.87108188504394e-60,4.171608215307056e-13,2.964067913382749e-45,5.115442696298808e-40,1.6732704354879093e-67,8.213841007123848e-24,7.770884214402506e-33,2.5727384578169727e-108,6.388197138529422e-26,1.4017159604002277e-73,5.388026111660438e-42,1.1268793745680693e-76,1.1263624831792208e-15,2.0779360607796128e-68,1.1825251976712547e-05,7.263131133636104e-06,4.61912520462652e-06,5.770224872379811e-06,4.728797944963712e-06,2.3224567460477093e-06,2.2854553267932242e-10,7.864184227124683e-10,5.253308569437443e-20,4.166943731202247e-12,7.827290895963208e-10,5.532174249943897e-10,1.5787042687015907e-17,2.293757290571165e-06,1.569353847603476e-22,1.1896822391232118e-17,5.218483131420225e-19,6.02629769968537e-15,5.044413897974833e-20
1.5452137733195303e-11,0.045450764422602166,0.0,0.11281524714737426,0.031075110263184432,0.3194000430743361,0.35047899083261136,0.20700516007104935,0.0920063396525489,0.0,6.803691267071276e-41,1.1329690223977778e-15,6.034318012522552e-43,0.0,8.128959433396375e-60,4.2393982746955227e-13,3.0284548162268437e-45,5.170711469339416e-40,1.7004615197841195e-67,8.302576530382592e-24,7.812750856946676e-33,2.6427947767161008e-108,6.455003620292602e-26,1.4244942128220525e-73,5.5050711495153186e-42,1.1637988887481476e-76,1.1324280621748316e-15,2.123078221071418e-68,1.1855893401657074e-05,7.30225416439174e-06,4.644012282088811e-06,5.801306926922833e-06,4.7539979480354825e-06,2.334957541850422e-06,2.3001282542345742e-10,7.949106325568196e-10,5.310062482835802e-20,4.234556613748641e-12,7.911614453121356e-10,5.601447163979908e-10,1.5957552624391003e-17,2.306111211685319e-06,1.577806617588517e-22,1.196102199076749e-17,5.218739605532947e-19,6.0914639417374416e-15,5.180607659082211e-20
1.5534943409111463e-11,0.045450764422602166,0.0,0.11281507155314344,0.031075110263184432,0.3193999914336362,0.350478959750619,0.20700512252011347,0.09200630922758535,0.0,7.015220347174788e-41,1.1390403820223001e-15,6.1613781126522045e-43,0.0,8.393839306820549e-60,4.3079188051890416e-13,3.093884947661411e-45,5.226277201047441e-40,1.727945592192279e-67,8.391788688938662e-24,7.854617491866196e-33,2.7143689670769858e-108,6.522157112339948e-26,1.4475179044079287e-73,5.6240127106028423e-42,1.2017209019061254e-76,1.1384936095867892e-15,2.1689519115398276e-68,1.1886318471990363e-05,7.341377108853537e-06,4.668899375563128e-06,5.832388919285387e-06,4.779195003461697e-06,2.3474582139010494e-06,2.3147994732084957e-10,8.03448400563295e-10,5.367121263575824e-20,4.302895871634912e-12,7.996387163631712e-10,5.671164873311451e-10,1.6128977793302813e-17,2.3184650920769118e-06,1.58625936426095e-22,1.2025207509205517e-17,5.218577564748709e-19,6.1569805180415006e-15,5.319721419981726e-20
1.5617749085027623e-11,0.045450764422602166,0.0,0.11281489617684894,0.031075110263184432,0.319399939793055,0.35047892866868874,0.2070050849721655,0.09200627901745112,0.0,7.232031525876287e-41,1.1451117411083885e-15,6.2904328330476064e-43,0.0,8.665872790453957e-60,4.3771737217459203e-13,3.160369513232546e-45,5.282139891272796e-40,1.755724222710853e-67,8.481477481221837e-24,7.896484119161675e-33,2.7874855613580516e-108,6.589657612822336e-26,1.4707883503616652e-73,5.744871168071325e-42,1.2406670729609549e-76,1.1445591254152867e-15,2.2155649921703945e-68,1.1916528714332354e-05,7.3804999670983374e-06,4.69378648513619e-06,5.863470849527767e-06,4.804389111632203e-06,2.35995876224891e-06,2.3294689360276454e-10,8.120317259890824e-10,5.424484910744709e-20,4.37196536271316e-12,8.081608985956397e-10,5.741327344287698e-10,1.630131818379963e-17,2.3308189317940946e-06,1.5947120867846983e-22,1.208932767199045e-17,5.218774513201148e-19,6.222847400016431e-15,5.461801696039423e-20
1.5700554760943784e-11,0.045450764422602166,0.0,0.11281472101697429,0.031075110263184432,0.3193998881525923,0.35047889758682055,0.20700504742720507,0.09200624902063041,0.0,7.454224153504754e-41,1.1511830996560444e-15,6.421502922741401e-43,0.0,8.945213607512921e-60,4.4471669393337197e-13,3.2279197782903995e-45,5.338299539865397e-40,1.783798981337522e-67,8.571642905663756e-24,7.938350738833714e-33,2.8621693549383094e-108,6.657505119891908e-26,1.494306865886416e-73,5.867667003835564e-42,1.2806594098805347e-76,1.1506246096605195e-15,2.2629253649368934e-68,1.1946525644531166e-05,7.419622739202448e-06,4.718673610893844e-06,5.894552717709848e-06,4.829580272936448e-06,2.3724591869424848e-06,2.344136596489617e-10,8.206606080917062e-10,5.482153423429649e-20,4.4417689444704694e-12,8.167279878564463e-10,5.811934541821793e-10,1.6474573785933362e-17,2.3431727308846817e-06,1.603164786212306e-22,1.2153467254491244e-17,5.218583393598302e-19,6.28906457549084e-15,5.606895489018662e-20
1.58661661127761e-11,0.045450764422602166,0.0,0.11281437134047166,0.031075110263184432,0.3193997848720223,0.35047883542327013,0.20700497234624485,0.09200618966091947,0.0,7.915157403269008e-41,1.1633258151360616e-15,6.6897727423199225e-43,0.0,9.526444481581405e-60,4.589383937518758e-13,3.366262767281866e-45,5.451509711552031e-40,1.8408431629014278e-67,8.753403644759524e-24,8.022083955309891e-33,3.0163390445030844e-108,6.794241146407423e-26,1.5420933664578406e-73,6.119153281735721e-42,1.3638723808232475e-76,1.1627554834019644e-15,2.3599198047127895e-68,1.2005885578485604e-05,7.4978680252912465e-06,4.7684479113023634e-06,5.9567162681305305e-06,4.879953756502022e-06,2.3974596655585043e-06,2.3734663326959204e-10,8.380550393591975e-10,5.59840504169651e-20,4.583593808145821e-12,8.339968708541126e-10,5.954482969295242e-10,1.6823830585336356e-17,2.3678802073756812e-06,1.620070114584506e-22,1.2281750037669857e-17,5.218823800906448e-19,6.4225496745034494e-15,5.906314079466737e-20
1.6015216329425187e-11,0.045450764422602166,0.0,0.112814057356779,0.031075110263184432,0.31939969191991374,0.3504787794762864,0.20700490478359354,0.09200613695172276,0.0,8.349424226843973e-41,1.1742542572266472e-15,6.938318492760471e-43,0.0,1.0076136340758252e-59,4.719943500556085e-13,3.494530388032732e-45,5.554414462180448e-40,1.893211434637737e-67,8.918618376232203e-24,8.097443824072349e-33,3.1607057665663136e-108,6.918490314287336e-26,1.585962809008223e-73,6.352324467072542e-42,1.442570004527498e-76,1.173673161756444e-15,2.449850671893935e-68,1.2058594980627575e-05,7.568288488924897e-06,4.81324483786566e-06,6.0126632518551075e-06,4.925279817327466e-06,2.419959673888634e-06,2.399856496582825e-10,8.538658238928938e-10,5.704074129044413e-20,4.713785466414546e-12,8.496924059390663e-10,6.084297138983406e-10,1.7141291628868564e-17,2.3901167977475706e-06,1.63528483041357e-22,1.2397239852553832e-17,5.218923188556395e-19,6.54388415645692e-15,6.18657860570687e-20
1.6164266546074273e-11,0.045450764422602166,0.0,0.1128137440511857,0.031075110263184432,0.3193995989681874,0.3504787235295029,0.20700483723061494,0.09200608491057176,0.0,8.802729530117703e-41,1.1851826975727272e-15,7.193721629795205e-43,0.0,1.0652008863614175e-59,4.852956044935045e-13,3.626428807134199e-45,5.658281355584868e-40,1.946563578008847e-67,9.085377371591219e-24,8.172803668144258e-33,3.3105479970354085e-108,7.043863754828428e-26,1.6306564509750886e-73,6.592096263936622e-42,1.5250158230435302e-76,1.1845907377841602e-15,2.5423275761686913e-68,1.2110636341532682e-05,7.638708674625785e-06,4.858041818164947e-06,6.068610035416634e-06,4.970596336345316e-06,2.4424592823071577e-06,2.426240165613182e-10,8.698242005273833e-10,5.810730966468538e-20,4.846415553443831e-12,8.65533375238017e-10,6.215551615932128e-10,1.746171780354798e-17,2.4123532572179256e-06,1.6504994717319682e-22,1.2512751173592814e-17,5.218219484155523e-19,6.6663535528073675e-15,6.477360387438505e-20
1.631331676272336e-11,0.045450764422602166,0.0,0.112813431415227,0.031075110263184432,0.3193995060168429,0.35047866758291907,0.20700476968730652,0.09200603352900572,0.0,9.275698572904885e-41,1.1961111361743082e-15,7.456107039090643e-43,0.0,1.1255050184557922e-59,4.988444403084775e-13,3.762025886412712e-45,5.763110390890178e-40,2.00090874921046e-67,9.253680621755131e-24,8.248163487529138e-33,3.466020033935971e-108,7.170361457298224e-26,1.6761819625974034e-73,6.838592055518311e-42,1.6113513037527548e-76,1.1955082114862444e-15,2.6373981200502432e-68,1.2162018122023059e-05,7.709128582820356e-06,4.902838852672333e-06,6.124556619149522e-06,5.015903315812984e-06,2.4649584910824735e-06,2.452617118478369e-10,8.859301649441003e-10,5.918375548645496e-20,4.98150655290539e-12,8.815197545545526e-10,6.348246149101754e-10,1.7785109051479192e-17,2.434589586053857e-06,1.6657140357139606e-22,1.2628167380254203e-17,5.219037880343319e-19,6.789957735504029e-15,6.778951446940946e-20
1.6462366979372445e-11,0.045450764422602166,0.0,0.11281311944054523,0.031075110263184432,0.3193994130658795,0.3504786116365348,0.20700470215366576,0.092005982798671,0.0,9.768970243091026e-41,1.2070395730313955e-15,7.725600731952075e-43,0.0,1.1886276146876035e-59,5.126431407533799e-13,3.901390115424555e-45,5.8689015672213064e-40,2.0562561044290925e-67,9.423528117660924e-24,8.32352328223051e-33,3.627279047105915e-108,7.29798341097665e-26,1.7225470141064276e-73,7.0919363666989e-42,1.701721880991095e-76,1.2064255828638268e-15,2.7351103468123166e-68,1.2212748675763553e-05,7.779548213929803e-06,4.947635941852363e-06,6.180503003384013e-06,5.0612007579839745e-06,2.4874573004811423e-06,2.478987146252631e-10,9.021837128277244e-10,6.02700787025192e-20,5.119080944642295e-12,8.976515196992462e-10,6.482380475561366e-10,1.8111465314801336e-17,2.456825784519151e-06,1.6809285245069e-22,1.2743598185557477e-17,5.219227405400575e-19,6.9146967978024496e-15,7.091649105787854e-20
1.661141719602153e-11,0.045450764422602166,0.0,0.11281280811888869,0.031075110263184432,0.31939932011529626,0.35047855569034975,0.20700463462969013,0.0920059327113198,0.0,1.0283197200613523e-40,1.217968008143996e-15,8.00232984530935e-43,0.0,1.2546730815637062e-59,5.266939890910587e-13,4.0445906114395113e-45,5.9756548837032395e-40,2.112614799842273e-67,9.59491985026379e-24,8.398883052251895e-33,3.794485104667531e-108,7.426729605155859e-26,1.7697592757258773e-73,7.352254864027928e-42,1.7962770294784768e-76,1.2173428519180374e-15,2.8355127404856337e-68,1.2262836250618913e-05,7.849967568370135e-06,4.992433086161921e-06,6.236449188446228e-06,5.106488665107902e-06,2.509955710764998e-06,2.505350051733677e-10,9.185848398661446e-10,6.136627925964465e-20,5.259161204669654e-12,9.139286464896193e-10,6.617954321143471e-10,1.8440786535687965e-17,2.479061852874321e-06,1.6961429409989098e-22,1.2859109323403057e-17,5.218982001992421e-19,7.0405706424759455e-15,7.415756030893035e-20
1.6760467412670617e-11,0.045450764422602166,0.0,0.11281249744211,0.031075110263184432,0.3193992271650928,0.3504784997443635,0.2070045671153772,0.09200588325880876,0.0,1.0819046021283178e-40,1.2288964415121158e-15,8.286422641702657e-43,0.0,1.3237486995424403e-59,5.409992685944044e-13,4.1916971194245304e-45,6.083370339461004e-40,2.169993991618588e-67,9.7678558105369e-24,8.47424279759681e-33,3.9678011995028334e-108,7.556600029140037e-26,1.8178264176719715e-73,7.619674355700462e-42,1.895170338439595e-76,1.2282600186500061e-15,2.9386542258543725e-68,1.231228898999371e-05,7.920386646552235e-06,5.037230286050181e-06,6.292395174658221e-06,5.151767039430549e-06,2.5324537221922726e-06,2.531705648818239e-10,9.351335417504042e-10,6.247235710459811e-20,5.4017698051752945e-12,9.303511107500873e-10,6.754967401063675e-10,1.8773072656346518e-17,2.501297791376645e-06,1.711357280509361e-22,1.297456099725595e-17,5.219156831827369e-19,7.167579311734273e-15,7.751580279820847e-20
1.6909517629319703e-11,0.045450764422602166,0.0,0.1128121874021651,0.031075110263184432,0.3193991342152682,0.3504784437985758,0.20700449961072442,0.09200583443309764,0.0,1.1377197340454015e-40,1.2398248731357604e-15,8.57800850926833e-43,0.0,1.3959646752806938e-59,5.555612625464e-13,4.342780012027394e-45,6.192047933619685e-40,2.2284028359177623e-67,9.942335989471176e-24,8.549602518268771e-33,4.1473932757327626e-108,7.68759467224522e-26,1.8667561101534916e-73,7.894322791534441e-42,1.9985595864029448e-76,1.239177083060863e-15,3.0445841684526304e-68,1.2361114934155684e-05,7.990805448881943e-06,5.082027541958888e-06,6.348340962338035e-06,5.19703588319391e-06,2.55495133501733e-06,2.5580537619101636e-10,9.5182981417464e-10,6.358831218414652e-20,5.54692921452044e-12,9.469188883118947e-10,6.893419420507747e-10,1.910832361901764e-17,2.523533600280205e-06,1.7265715441829533e-22,1.308998263716662e-17,5.219219496652091e-19,7.295722817344432e-15,8.099435346191133e-20
1.705856784596879e-11,0.045450764422602166,0.0,0.11281187799111164,0.031075110263184432,0.3193990412658221,0.35047838785298635,0.2070044321157293,0.09200578622624808,0.0,1.195834599652163e-40,1.2507533030149371e-15,8.87721796172464e-43,0.0,1.4714341943600094e-59,5.703822542401677e-13,4.497910289560407e-45,6.301687665304402e-40,2.287850488890591e-67,1.011836037807509e-23,8.624962214271294e-33,4.333430255197141e-108,7.819713523799105e-26,1.9165560233717264e-73,8.176329262947972e-42,2.1066068166856485e-76,1.2500940451517366e-15,3.153352374560903e-68,1.240932202154203e-05,8.061223975760086e-06,5.126824854322562e-06,6.404286551799737e-06,5.242295198636223e-06,2.5774485494916555e-06,2.5843942253606714e-10,9.686736528360268e-10,6.471414444505713e-20,5.694661897240335e-12,9.636319550130633e-10,7.033310075186765e-10,1.9446539365974693e-17,2.545769279835929e-06,1.7417857375499858e-22,1.320548206641709e-17,5.219344655565799e-19,7.42500102199967e-15,8.459640205548759e-20
1.7207618062617875e-11,0.045450764422602166,0.0,0.11281156920110798,0.031075110263184432,0.31939894831675364,0.35047833190759475,0.20700436463038935,0.09200573863042222,0.0,1.2563201174240394e-40,1.2616817311496513e-15,9.184182638357645e-43,0.0,1.550273474480233e-59,5.854645269790173e-13,4.657159579984084e-45,6.412289533640339e-40,2.3483461066788812e-67,1.0295928967374417e-23,8.700321885607898e-33,4.526084063933007e-108,7.952956573140875e-26,1.9672338275204255e-73,8.465824002936703e-42,2.219478413547618e-76,1.2610109049237562e-15,3.2650090912025598e-68,1.245691809004912e-05,8.131642227582596e-06,5.17162222356863e-06,6.460231943353494e-06,5.287544987992028e-06,2.599945365864038e-06,2.610726882938415e-10,9.856650534347366e-10,6.584985383409731e-20,5.844990314044892e-12,9.804902866983487e-10,7.174639051862596e-10,1.9787719839523414e-17,2.568004830291636e-06,1.756999854340446e-22,1.3320958313951522e-17,5.219253518153833e-19,7.55541404255707e-15,8.832519360468522e-20
1.735666827926696e-11,0.045450764422602166,0.0,0.11281126102441166,0.031075110263184432,0.3193988553680624,0.35047827596240083,0.20700429715470212,0.09200569163788143,0.0,1.3192486547861944e-40,1.2726101575399092e-15,9.499035304007018e-43,0.0,1.632601819120671e-59,6.008103640764926e-13,4.820600138890854e-45,6.5238535377527145e-40,2.4098988454155094e-67,1.0475041748412046e-23,8.775681532282092e-33,4.7255296586514976e-108,8.087323809621033e-26,2.018797192785846e-73,8.762938386051178e-42,2.3373451790150014e-76,1.2719276623780504e-15,3.3796050061403275e-68,1.2503910878305729e-05,8.202060204740507e-06,5.216419650117553e-06,6.516177137305597e-06,5.332785253492192e-06,2.622441784380091e-06,2.6370515873276117e-10,1.0028040116738957e-09,6.699544029803478e-20,5.997936921819312e-12,9.974938592191947e-10,7.317406028845417e-10,2.0131864982001605e-17,2.590240251892067e-06,1.772213893764819e-22,1.3436372337144428e-17,5.21947616369792e-19,7.686961853083764e-15,9.218402885623017e-20
1.7505718495916048e-11,0.045450764422602166,0.0,0.11281095345337833,0.031075110263184432,0.3193987624197476,0.35047822001740414,0.20700422968866514,0.09200564524098517,0.0,1.3846940424103747e-40,1.2835385821857176e-15,9.821909849051877e-43,0.0,1.7185416716697676e-59,6.164220488564163e-13,4.988304849488761e-45,6.636379676766804e-40,2.4725178612243433e-67,1.0655698712247748e-23,8.851041154297392e-33,4.931945053214648e-108,8.222815222601225e-26,2.0712537893466865e-73,9.067804928374208e-42,2.4603824103743594e-76,1.282844317515748e-15,3.4971912478727834e-68,1.2550308026930282e-05,8.27247790762007e-06,5.261217134382912e-06,6.572122133958525e-06,5.378015997363965e-06,2.64493780528233e-06,2.663368199652506e-10,1.020090523259539e-09,6.815090378363734e-20,6.153524173624676e-12,1.0146426484336931e-09,7.461610676464953e-10,2.0478974735778773e-17,2.6124755448789277e-06,1.7874278653033686e-22,1.3551849714710987e-17,5.219300491862431e-19,7.819644387268688e-15,9.617626473718185e-20
1.7654768712565134e-11,0.045450764422602166,0.0,0.11281064648046037,0.031075110263184432,0.3193986694718086,0.35047816407260446,0.20700416223227594,0.09200559943218967,0.0,1.452731588495203e-40,1.294467005087082e-15,1.0152941289396683e-42,0.0,1.8082186700261929e-59,6.323018646529352e-13,5.160347222585195e-45,6.74986794980793e-40,2.5362123102204595e-67,1.0837899849957976e-23,8.926400751657316e-33,5.145511345112785e-108,8.359430801454081e-26,2.124611287374268e-73,9.380557287498284e-42,2.5887699783417224e-76,1.2937608703379766e-15,3.6178193856308546e-68,1.2596117079772173e-05,8.342895336602783e-06,5.306014676771546e-06,6.628066933610991e-06,5.423237221831012e-06,2.6674334288099077e-06,2.689676589026942e-10,1.037524583900564e-09,6.931624423767309e-20,6.311774518698567e-12,1.0319366302065304e-09,7.607252657516673e-10,2.082904904325569e-17,2.63471070949093e-06,1.8026417616268904e-22,1.3667342290598828e-17,5.219755201499329e-19,7.953461578481154e-15,1.0030531480614675e-19
1.780381892921422e-11,0.045450764422602166,0.0,0.11281034009820584,0.031075110263184432,0.3193985765242449,0.3504781081280015,0.207004094785532,0.09200555420404666,0.0,1.523438093029854e-40,1.3053954262440087e-15,1.0492265766457088e-42,0.0,1.9017617016714197e-59,6.484520948105617e-13,5.3368013965706075e-45,6.864318356001461e-40,2.6009913485098657e-67,1.1021645152635672e-23,9.00176032436537e-33,5.366412741942324e-108,8.497170535563039e-26,2.1788773570323066e-73,9.701330262502972e-42,2.722692405906617e-76,1.3046773208458648e-15,3.741541429374314e-68,1.2641345485137389e-05,8.413312492065463e-06,5.350812277683628e-06,6.6840115365579866e-06,5.468448929113456e-06,2.6899286551992807e-06,2.715976632127867e-10,1.0551061893086826e-09,7.049146160691032e-20,6.4727104024556274e-12,1.0493757804089428e-09,7.754331627684141e-10,2.1182087846863946e-17,2.6569457459638233e-06,1.8178555779426884e-22,1.3782767000552598e-17,5.219128863683061e-19,8.08841366903533e-15,1.0457464969907976e-19
1.7952869145863306e-11,0.045450764422602166,0.0,0.11281003429925701,0.031075110263184432,0.31939848357705586,0.350478052183595,0.207004027348431,0.09200550954920213,0.0,1.5968918620409273e-40,1.3163238456565038e-15,1.0840020547145827e-42,0.0,1.999302959212897e-59,6.648750226842166e-13,5.517742137402253e-45,6.9797308944728144e-40,2.6668641321897153e-67,1.120693461139003e-23,9.077119872425063e-33,5.594836587883418e-108,8.636034414322199e-26,2.234059668477088e-73,1.0030259793932328e-41,2.862338947849801e-76,1.31559366904054e-15,3.868409829788294e-68,1.2686000596998567e-05,8.483729374380307e-06,5.3956099375128755e-06,6.739955943090829e-06,5.513651121427919e-06,2.7124234846835464e-06,2.7422682127914987e-10,1.0728353351983767e-09,7.167655583811755e-20,6.636354266488143e-12,1.0669600749186712e-09,7.902847235938806e-10,2.153809108906555e-17,2.679180654530437e-06,1.8330693285958787e-22,1.3898214146689365e-17,5.22038625127573e-19,8.224500260283816e-15,1.0898779758685526e-19
