Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211)
1.585699167322355e-22,0.05003979878925138,0.0,0.12424882039371075,0.031075110263184432,0.3194096818763551,0.3504847921395395,0.20701222018021492,0.09201819554070576,0.0,1.982334449276709e-73,5.05726499072234e-25,3.964668876292042e-73,0.0,3.967931927617281e-157,1.9761360544955754e-74,2.1784975046390403e-120,8.207794318585491e-63,1.037095092959253e-93,3.3549123362723947e-81,1.5815657237198423e-40,-5.481601401240149e-150,2.438230852066055e-53,3.619575163621239e-99,2.1332163247642047e-119,2.467156053485256e-164,5.05726499072234e-25,1.1395274319668627e-121,2.3009285407677295e-16,7.864709912296038e-17,1.9483297595121996e-67,6.248030987631735e-17,5.175183840750604e-17
3.172776005511193e-22,0.05003979878925138,0.0,0.12424882039371032,0.031075110263184432,0.31940968187635504,0.3504847921395394,0.20701222018021487,0.09201819554070552,0.0,1.587475303402794e-72,1.0118923782479189e-24,3.174950588978432e-72,0.0,5.052472937914572e-155,7.909695966820523e-74,3.5297091835015027e-119,3.285256740365818e-62,8.298560135520266e-93,2.6866508226485332e-80,3.1645055271301446e-40,-4.518165680227818e-150,4.878580062821952e-53,2.89628813993088e-98,6.789498393861364e-118,2.4821819744585154e-162,1.011892378247919e-24,1.823861845151567e-120,4.6038561505817e-16,1.5736252761092703e-16,7.79839653193916e-67,1.2501490325382987e-16,1.0354863931576626e-16
6.346929681888869e-22,0.05003979878925138,0.0,0.12424882039370948,0.031075110263184432,0.3194096818763549,0.3504847921395393,0.20701222018021476,0.09201819554070506,0.0,1.2706236546075917e-71,2.0242241365992883e-24,2.5412472949462333e-71,0.0,6.450171788635963e-153,3.1649101045266845e-73,5.779717220024144e-118,1.3145306206534227e-61,6.644197632718682e-92,2.1504095714816934e-79,6.330385133950748e-40,2.6343318710613115e-149,9.759278484333595e-53,2.3188975545263927e-97,2.1667416201381933e-116,1.5991917152612e-160,2.024224136599289e-24,2.920445274920591e-119,9.209711370030904e-16,3.1479338458685847e-16,3.1203744009638045e-66,2.5008409000885335e-16,2.0714224113218386e-16
1.2695237034644222e-21,0.05003979878925138,0.0,0.12424882039370778,0.031075110263184432,0.31940968187635455,0.35048479213953904,0.20701222018021456,0.09201819554070415,0.0,1.0167563513014373e-70,4.048887653302026e-24,2.0335126911848237e-70,0.0,8.245329133471221e-151,1.266171274316699e-72,9.663343146895393e-117,5.258978453548623e-61,5.316374310549732e-91,1.7207633289171333e-78,1.2662144347591947e-39,1.0142068267043483e-147,1.9520675327356274e-52,1.8554727100650882e-96,6.924127912430097e-115,1.023927529739738e-158,4.048887653302027e-24,4.673776623311652e-118,1.8421421808214373e-15,6.296550985387138e-16,1.248352946964118e-65,5.002224635188936e-16,4.143294447646077e-16
2.5391851740154925e-21,0.05003979878925138,0.0,0.1242488203937044,0.031075110263184432,0.31940968187635393,0.35048479213953854,0.20701222018021415,0.0920181955407023,0.0,8.135080646598052e-70,8.098214686707496e-24,1.6270161201840126e-69,0.0,1.054704644598051e-148,5.065106468371148e-72,1.6786142234662848e-115,2.1037625877984843e-60,4.253393602543482e-90,1.3767849531041935e-77,2.532566277487432e-39,3.2629740761017828e-146,3.904346901339919e-52,1.4844808310492021e-95,2.2142089932868763e-113,6.554041112401531e-157,8.098214686707498e-24,7.478633896661961e-117,3.684484268172154e-15,1.2593785264423945e-15,4.993818189954323e-65,1.0004992105389471e-15,8.287038520278098e-16
5.078508115117634e-21,0.05003979878925138,0.0,0.12424882039369763,0.031075110263184432,0.31940968187635266,0.35048479213953754,0.2070122201802133,0.09201819554069861,0.0,6.508476476898331e-69,1.6196868753518408e-23,1.3016952880707257e-68,0.0,1.349575402618911e-146,2.0261323658953394e-71,3.1092562886259205e-114,8.415392776143854e-60,3.4029059439716985e-89,1.1014976827271468e-76,5.065269962943897e-39,1.0444110803707458e-144,7.808905638547533e-52,1.1876513475426535e-94,7.083049120380628e-112,4.1949455551525544e-155,1.6196868753518416e-23,1.196650325419654e-115,7.36916844172968e-15,2.518825382249636e-15,1.9976085592951177e-64,2.0010527045789466e-15,1.6574526665476325e-15
1.0157153997321915e-20,0.05003979878925138,0.0,0.12424882039368408,0.031075110263184432,0.31940968187635016,0.35048479213953554,0.20701222018021165,0.09201819554069124,0.0,5.206945970395678e-68,3.239417688714014e-23,1.041389188231798e-67,0.0,1.7271706794002795e-144,8.10475303473536e-71,6.329557096419505e-113,3.3662255966665465e-59,2.7225100730760506e-88,8.812260351303531e-76,1.0130677333856785e-38,3.3424057143524104e-143,1.5618023112958878e-51,9.501857560051813e-94,2.266188528717348e-110,2.684983298277828e-153,3.2394176887140154e-23,1.9147696014181332e-114,1.473853678426911e-14,5.037719093863638e-15,7.990596806699084e-64,4.0021596926585184e-15,3.31495029556095e-15
2.031444576173048e-20,0.05003979878925138,0.0,0.12424882039365699,0.031075110263184432,0.3194096818763451,0.35048479213953154,0.20701222018020835,0.0920181955406765,0.0,4.165622692873124e-67,6.478879315438325e-23,8.331245338966806e-67,0.0,2.2105955190145426e-142,3.241981137318356e-70,1.4462187240940262e-111,1.3465039360301931e-58,2.178052454484257e-87,7.049919838539531e-75,2.0261492075682402e-38,1.0696008788559905e-141,3.1236258061766037e-51,7.60164099501298e-93,7.251183752604747e-109,1.7184430931982716e-151,6.478879315438328e-23,3.0637028159522924e-113,2.947727345104546e-14,1.0075506517089723e-14,3.1962712368709566e-63,8.004373668815945e-15,6.629945553482277e-15
4.062902929054761e-20,0.05003979878925138,0.0,0.1242488203936028,0.031075110263184432,0.319409681876335,0.35048479213952355,0.2070122201802017,0.09201819554064702,0.0,3.332524521122224e-66,1.29578025688868e-22,6.665049004820599e-66,0.0,2.8294451709481944e-140,1.2968366067614353e-69,3.701093071866249e-110,5.386043138968658e-58,1.7424405006511427e-86,5.639980494170614e-74,4.052312155933298e-38,3.4227343767876114e-140,6.24727279593182e-51,6.081307690203018e-92,2.3202796716985755e-107,1.0998093807457809e-149,1.2957802568886804e-22,4.9019277925064175e-112,5.895474671138817e-14,2.0151081363534206e-14,1.2785149976141398e-62,1.600880162112395e-14,1.3259936068903689e-14
8.125819634818186e-20,0.05003979878925138,0.0,0.12424882039349443,0.031075110263184432,0.31940968187631485,0.35048479213950756,0.20701222018018844,0.09201819554058807,0.0,2.6660301636673904e-65,2.5915649075783155e-22,5.332060297395583e-65,0.0,3.621614877445124e-138,5.187660067702452e-69,1.0360588021065767e-108,2.154422734568286e-57,1.3939628918500208e-85,4.5120022447399467e-73,8.104638052663155e-38,1.0952849009418049e-138,1.2494566775417402e-50,4.865082768047062e-91,7.42473634054033e-106,7.038852632367518e-148,2.591564907578316e-22,7.843140136913208e-111,1.1790969293923358e-13,4.030223105639242e-14,5.114072996205428e-62,3.2017657525712543e-14,2.6519917098061566e-14
1.6251653046345038e-19,0.05003979878925138,0.0,0.12424882039327768,0.031075110263184432,0.31940968187627455,0.35048479213947553,0.20701222018016194,0.09201819554047017,0.0,2.13282834964962e-64,5.18313420895735e-22,4.265656675347835e-64,0.0,4.635619080141622e-136,2.0753070247825963e-68,3.078121088785518e-107,8.617701896239413e-57,1.1151721513633368e-84,3.6096089355665874e-72,1.6209289846121833e-37,3.5049211472077535e-137,2.4989154734289144e-50,3.8920726288512055e-90,2.37589025136707e-104,4.504893182181821e-146,5.18313420895735e-22,1.2549049175077415e-109,2.3581958422356437e-13,8.060453044198591e-14,2.045631799625569e-61,6.403536933478006e-14,5.3039879149637526e-14
3.250331986939874e-19,0.05003979878925138,0.0,0.12424882039284418,0.031075110263184432,0.31940968187619395,0.35048479213941147,0.2070122201801089,0.09201819554023434,0.0,1.7062643672072976e-63,1.036627281171447e-21,3.412528715253452e-63,0.0,5.933561726103247e-134,8.303156251075242e-68,9.47035895255579e-106,3.4470829500841786e-56,8.921378737494013e-84,2.887690004365254e-71,3.241859343303503e-37,1.1215755081999028e-135,4.997833065163496e-50,3.113658635876615e-89,7.602808200057405e-103,2.8831520903681746e-144,1.0366272811714474e-21,2.0078484396742196e-108,4.716393621067858e-13,1.6120912921268104e-13,8.182532400717808e-61,1.2807079295247645e-13,1.0607980322583023e-13
6.500665351550615e-19,0.05003979878925138,0.0,0.12424882039197718,0.031075110263184432,0.31940968187603275,0.3504847921392834,0.20701222018000281,0.0920181955397627,0.0,1.3650121687607349e-62,2.0732550017224925e-21,2.7300243221925478e-62,0.0,7.59493936360672e-132,3.322801856050315e-67,2.9697742032208607e-104,1.3788336183466305e-55,7.140788389054557e-83,2.3101531458565946e-70,6.4837200606844806e-37,3.5908378026692587e-134,9.995668248473591e-50,2.4922131532320348e-88,2.4328921273143525e-101,1.8461205133462435e-142,2.073255001722493e-21,3.214112755290584e-107,9.432788991314692e-13,3.22418326752104e-13,3.273014000671191e-60,2.561416401861146e-13,2.1215965127037878e-13
1.3001332080772096e-18,0.05003979878925138,0.0,0.12424882039024318,0.031075110263184432,0.31940968187571034,0.3504847921390273,0.20701222017979065,0.09201819553881943,0.0,1.0920100050058663e-61,4.146510442823068e-21,2.184019997748592e-61,0.0,9.72150981207018e-130,1.330351593728958e-66,9.406092314506986e-103,5.5153353499737935e-55,5.713000310552364e-82,1.8481229736296276e-69,1.2967441495439791e-36,1.1491581976387583e-132,1.9991338614457506e-49,1.9938995167818469e-87,7.785244412661298e-100,1.1816617690935697e-140,4.14651044282307e-21,5.143047866693811e-106,1.886557898213804e-12,6.448367218230803e-13,1.3092058082978573e-59,5.122833346463723e-13,4.2431934692812846e-13
2.6002665539215057e-18,0.05003979878925138,0.0,0.12424882038677518,0.031075110263184432,0.3194096818750655,0.350484792138515,0.20701222017936632,0.09201819553693287,0.0,8.736081120024258e-61,8.29302132501816e-21,1.7472162141943376e-60,0.0,1.244352451246481e-127,5.331251919011547e-66,2.994399912730354e-101,2.2061343152759697e-54,4.570437632125715e-81,1.478498561679042e-68,2.5934884364923834e-36,3.677344569982016e-131,3.998267934388024e-49,1.5951326607395085e-86,2.4912765488859196e-98,7.563130559433991e-139,8.293021325018163e-21,8.228986434442248e-105,3.773115596510392e-12,1.2896735119335553e-12,5.236823648870524e-59,1.0245667235388138e-12,8.486387365182381e-13
3.9003998997658016e-18,0.05003979878925138,0.0,0.12424882038330717,0.031075110263184432,0.3194096818744207,0.35048479213800277,0.207012220178942,0.09201819553504631,0.0,2.5935241736289514e-60,1.243953220720719e-20,5.187048318132939e-60,0.0,8.366387743786803e-127,1.1345524235140212e-65,1.4310182412270238e-100,4.688035529472099e-54,1.3566142464451149e-80,4.3892927591986315e-68,3.8902327234381296e-36,1.7591256642775669e-130,5.9974020070757874e-49,4.734731915645134e-86,1.1918712987007974e-97,4.2938469291621846e-138,1.2439532207207193e-20,3.112799058366286e-104,5.659672994938948e-12,1.934510302012553e-12,1.1128250513194745e-58,1.5368501124031812e-12,1.2729581243829584e-12
5.2005332456100974e-18,0.05003979878925138,0.0,0.12424882037983917,0.031075110263184432,0.3194096818737759,0.3504847921374905,0.20701222017851767,0.09201819553315975,0.0,5.651152781626737e-60,1.658604308939016e-20,1.1302305499791709e-59,0.0,3.849427001731063e-126,1.9381783023926187e-65,4.7320196082845e-100,7.997237177550148e-54,2.9560338850151585e-80,9.564038090613412e-68,5.1869770103812176e-36,5.8217908543032e-130,7.996536079509041e-49,1.0316881173690365e-85,3.9446823862022166e-97,1.6512888076793783e-137,1.6586043089390166e-20,8.102443857968178e-104,7.546230093499516e-12,2.5793470920600725e-12,1.898348640091088e-58,2.049133501239475e-12,1.6972775105222887e-12
7.80079993729869e-18,0.05003979878925138,0.0,0.12424882037290319,0.031075110263184432,0.3194096818724862,0.35048479213646594,0.20701222017766904,0.09201819552938663,0.0,1.640355353459334e-59,2.4879064853741874e-20,3.280710688497675e-59,0.0,4.689638499660405e-125,4.023353376218751e-65,2.757667323176429e-99,1.6557263940841958e-53,8.581226830365499e-80,2.7761452731602625e-67,7.780465584261153e-36,3.397057438416655e-129,1.199480422377823e-48,2.994941904494118e-85,2.301595789807241e-96,1.2568933043150811e-136,2.4879064853741883e-20,2.9736273485719054e-103,1.1319343586849001e-11,3.8690206720812354e-12,3.930289771983335e-58,3.0737002788461744e-12,2.545916278751566e-12
1.0401066628987282e-17,0.05003979878925138,0.0,0.1242488203659672,0.031075110263184432,0.3194096818711965,0.35048479213544137,0.20701222017682042,0.09201819552561354,0.0,3.5872721871102116e-59,3.31720866180713e-20,7.174544333935789e-59,0.0,2.16852268690116e-124,6.860644220211049e-65,9.170967561472896e-99,2.815956946161469e-53,1.8766766723700604e-79,6.071116666751156e-67,1.0373954158131318e-35,1.1302904588494826e-128,1.5993072367111496e-48,6.549806593363619e-85,7.657687007421193e-96,4.746391568881746e-136,3.3172086618071313e-20,7.711102682124014e-103,1.5092455977477348e-11,5.158694251986642e-12,6.684393522073548e-58,4.098267056349636e-12,3.3945550406359705e-12
1.3001333320675874e-17,0.05003979878925138,0.0,0.1242488203590312,0.031075110263184432,0.3194096818699068,0.3504847921344168,0.2070122201759718,0.09201819552184043,0.0,6.730210870705034e-59,4.1465108382376856e-20,1.3460421665830612e-58,0.0,7.947689230438827e-124,1.0509680462627694e-64,2.472084765326367e-98,4.302145936515875e-53,3.520952280481795e-79,1.1390241179548287e-66,1.296744273199101e-35,3.0477209865564497e-128,1.9991340509441984e-48,1.2288508085142779e-84,2.0647919910081837e-95,1.4519390270718684e-135,4.146510838237686e-20,1.6860487919933493e-102,1.8865567186619082e-11,6.448367831768026e-12,1.0212242934276441e-57,5.122833833742483e-12,4.243193795722297e-12
1.820186670405306e-17,0.05003979878925138,0.0,0.12424882034515922,0.031075110263184432,0.3194096818673275,0.35048479213236766,0.2070122201742745,0.0920181955142942,0.0,1.841508320710239e-58,5.805115191091482e-20,3.6830166207405615e-58,0.0,1.2304847482910468e-122,2.0333101495745685e-64,1.456730690777599e-97,8.27287404664541e-53,9.634102419520087e-79,3.116577520373636e-66,1.8154419879678318e-35,1.7967759958754319e-127,2.798787679103165e-48,3.3624069866452796e-84,1.217269589274238e-94,1.2852606301191245e-134,5.805115191091482e-20,6.485452759901685e-102,2.6411785986230748e-11,9.027714990950934e-12,1.963778094918007e-57,7.171967388189397e-12,5.9404712850737e-12
2.3402400087430244e-17,0.05003979878925138,0.0,0.12424882033128726,0.031075110263184432,0.31940968186474816,0.3504847921303185,0.20701222017257723,0.092018195506748,0.0,3.8821235815822814e-58,7.46371954393558e-20,7.764247119568783e-58,0.0,6.265834375916767e-122,3.35405325062172e-64,4.91249341373996e-97,1.3567492141674276e-52,2.0309962685628156e-78,6.570124581894143e-66,2.334139702732309e-35,6.060341819954012e-127,3.5984413068548524e-48,7.0883988418365645e-84,4.105699006856101e-94,5.312704727629455e-134,7.46371954393558e-20,1.722718805139658e-101,3.395799998720386e-11,1.1607062149630119e-11,3.220591020191016e-57,9.221100942187053e-12,7.637748746814506e-12
3.380346685418462e-17,0.05003979878925138,0.0,0.12424882030354333,0.031075110263184432,0.31940968185958946,0.35048479212622025,0.20701222016918266,0.09201819549165559,0.0,1.1841681185102087e-57,1.0780928249594682e-19,2.368336223722352e-57,0.0,1.0483566156846421e-120,7.039050990108213e-64,3.3598716776131134e-96,2.812784017512013e-52,6.195186394976207e-78,2.0040918072300396e-65,3.3715351322485055e-35,4.145882110387601e-126,5.197748561136559e-48,2.1621877276114156e-83,2.808695730295071e-93,5.61296542710731e-133,1.0780928249594684e-19,7.817919656218516e-101,4.905041359527312e-11,1.676575646547753e-11,6.676861759193074e-57,1.3319368048834794e-11,1.1032303587475968e-11
5.460560038769336e-17,0.05003979878925138,0.0,0.12424882024805552,0.031075110263184432,0.31940968184927204,0.3504847921180237,0.20701222016239357,0.09201819546147082,0.0,5.13820661473001e-57,1.741534566079652e-19,1.0276413171758577e-56,0.0,4.060384975787466e-119,1.876580799369955e-63,4.233289327305004e-95,7.31328595835342e-52,2.688147263419264e-77,8.695925535765185e-65,5.446325991229864e-35,5.224570698172402e-125,8.396363064813341e-48,9.381927600581365e-83,3.53946374031347e-92,1.2594010338135938e-131,1.7415345660796525e-19,5.852685531684292e-100,7.923518323645444e-11,2.7083145091128564e-11,1.735995334301327e-56,2.1515902256740015e-11,1.7821412937520907e-11
9.620986745471084e-17,0.05003979878925138,0.0,0.12424882013708016,0.031075110263184432,0.31940968182863727,0.35048479210163064,0.20701222014881535,0.09201819540110151,0.0,2.9049164860670205e-56,3.0684180482734733e-19,5.809832939512179e-56,0.0,2.7033068760763224e-117,6.112353136579151e-63,8.110686184752354e-94,2.266796680464797e-51,1.519760860751379e-76,4.916294603222347e-64,9.59590770898845e-35,1.0011080231286069e-123,1.4793592052620556e-47,5.304131421591252e-82,6.782153160684503e-91,4.618384795440562e-130,3.0684180482734743e-19,6.224740830421727e-99,1.3960449222170366e-10,4.7717922318255725e-11,5.380821256842242e-56,3.7908970650989625e-11,3.1399630312509865e-11
1.794184015887458e-16,0.05003979878925138,0.0,0.12424881991513034,0.031075110263184432,0.3194096817873677,0.3504847920688445,0.2070122201216589,0.09201819528036381,0.0,1.931560312098416e-55,5.72218501247493e-19,3.863120602505643e-55,0.0,2.4493265805710096e-115,2.332376613309243e-62,1.9801989335507668e-92,7.879201364570824e-51,1.0105315993922283e-75,3.268981942700107e-63,1.7895071143689087e-34,2.444340702513881e-122,2.7588049950049795e-47,3.5268656716143943e-81,1.655954319887599e-89,2.221552597086998e-128,5.722185012474931e-19,8.070648836750528e-98,2.603421890110882e-10,8.898747667581068e-11,1.8703298096614818e-55,7.06951073532458e-11,5.855605976208995e-11
3.458354698568157e-16,0.05003979878925138,0.0,0.12424881947123441,0.031075110263184432,0.31940968170482864,0.3504847920032722,0.2070122200673461,0.09201819503889211,0.0,1.4047215074786126e-54,1.1029718940133103e-18,2.809442999182372e-54,0.0,2.6235261015720595e-113,1.021321264769888e-61,5.513539016843476e-91,2.926987959486933e-50,7.349061132492814e-75,2.3773574211223794e-62,3.4493398009824238e-34,6.806119103804766e-121,5.31769654321687e-47,2.564902615848258e-80,4.610904743975433e-88,1.235265129373293e-126,1.1029718940133105e-18,1.1608194306708963e-96,5.0181389791942e-10,1.7152658500412509e-10,6.947953911679257e-55,1.362673804127874e-10,1.1286889745967831e-10
5.122525381248856e-16,0.05003979878925138,0.0,0.12424881902734342,0.031075110263184432,0.31940968162228955,0.35048479193769994,0.2070122200130333,0.09201819479742532,0.0,4.340064982041462e-54,1.633725286679829e-18,8.680129915344518e-54,0.0,2.1730671503405e-112,2.524269365614246e-61,3.0401476563761694e-90,6.421504908682189e-50,2.2705855024704518e-74,7.3451468052567e-62,5.1091724871604565e-34,3.752909699543462e-120,7.876588049730282e-47,7.924591440727531e-80,2.542463454935682e-87,8.391998903690724e-126,1.6337252866798294e-18,4.791376963342668e-96,7.432806940020971e-10,2.5406569281671435e-10,1.5243082821536237e-54,2.0183965301236979e-10,1.6718170688851675e-10
8.450866746610255e-16,0.05003979878925138,0.0,0.12424881813957628,0.031075110263184432,0.3194096814572113,0.3504847918065554,0.20701221990440777,0.09201819431450646,0.0,1.9502081604945269e-53,2.6952320717149696e-18,3.900416299088451e-53,0.0,9.434403596723406e-111,8.603364268674082e-61,3.977943482653915e-89,1.747688585077364e-49,1.0202875750832932e-73,3.3005416504048294e-61,8.428837858210076e-34,4.9106344262256635e-119,1.299437093766268e-46,3.560915092511885e-79,3.326780961526714e-86,1.9622739548847167e-124,2.69523207171497e-18,3.5753762101956504e-95,1.2261995482052842e-09,4.191439068947347e-10,4.148585397351256e-54,3.329841968316706e-10,2.758072409400362e-10
1.1446373975435513e-15,0.05003979878925138,0.0,0.12424881734060275,0.031075110263184432,0.31940968130864095,0.3504847916885253,0.20701221980664486,0.09201819387989629,0.0,4.697933052662274e-53,3.650588177906995e-18,9.395866052567323e-53,0.0,5.634703060555523e-110,1.8308105686070316e-60,1.5639915878883432e-88,3.206236430124734e-49,2.4578108219141377e-73,7.950804444613047e-61,1.1416536690665386e-33,1.930701159570937e-118,1.7600375394194985e-46,8.578028257943456e-79,1.3079816778845745e-85,9.53007619882548e-124,3.650588177906996e-18,1.0914644336156932e-94,1.6608097161151673e-09,5.677142978012056e-10,7.610821291129197e-54,4.5101428469600687e-10,3.7357012490745195e-10
