Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27),HNOH(93),CH3OX(210),CH2X(34),CHX(35),CX(33),SX(680),CH2OX(648),CHOX(678),H2X(216),NO2X(213),N2OX(730),H2NX(201),H3NX(202),NOX(214)
1.7749409600181542e-11,0.10172235144988963,0.0,0.2525196647581535,0.03107332386525454,0.31939286953682305,0.35047469021912697,0.20700471976920382,0.09201441556371645,0.0,1.0360587552712059e-19,2.3998900718667673e-06,2.494058128853529e-17,0.0,9.079596295368303e-30,7.38929719951853e-10,3.0774866300921964e-22,6.800286321163964e-19,8.456988186278929e-30,3.2913968407989054e-12,1.7413536864895912e-13,1.7603060457985845e-47,9.943357479129735e-10,1.2908541499571335e-31,5.649870932044456e-21,2.5143651387830625e-37,2.399142470903492e-06,6.124717355976915e-34,3.791904168716298e-06,7.609809899877785e-06,1.655852126662513e-05,7.701631548004527e-06,3.537017832351736e-06,5.378629611390925e-06,5.321100257036051e-07,7.386689747737745e-07,1.1786343565952174e-09,2.2814339107956672e-07,1.5209340242980674e-06,2.4344763769645672e-06,1.0682464078184071e-07,3.886956080383547e-06,7.220670769374599e-13,1.1162492663115026e-10,2.692347556326659e-11,7.629201585932417e-08,4.7767617251302314e-14,2.299118628252043e-12,2.58025953000771e-14,3.987931233179923e-10,2.681501673305976e-18,2.156668441194279e-06,7.815878007064583e-07,2.7436544939892603e-14
1.7778503070799992e-11,0.10172235144988963,0.0,0.25251957795232116,0.03107332195687704,0.3193928440050908,0.3504746767730821,0.207004711495574,0.0920144156129619,0.0,1.0426407181374485e-19,2.403823081266802e-06,2.5079566775109314e-17,0.0,9.169210049073713e-30,7.432737893922177e-10,3.0976553611236403e-22,6.822597073167792e-19,8.49864208970946e-30,3.3021247950946445e-12,1.7442079246652107e-13,1.7747800681270407e-47,9.959670677944267e-10,1.2972120889269605e-31,5.6869728980230376e-21,2.539181994409221e-37,2.4030729573477866e-06,6.164866791836922e-34,3.79190975637401e-06,7.616691636849684e-06,1.659404258571471e-05,7.71114327642576e-06,3.538796487361226e-06,5.38777863440234e-06,5.326484104456153e-07,7.410813838343382e-07,1.180882617396969e-09,2.2924515731654272e-07,1.5254865083570867e-06,2.4406074053499657e-06,1.0719072099640258e-07,3.89320192569478e-06,7.23227615556538e-13,1.1180453339876774e-10,2.692410836197343e-11,7.654093906337252e-08,4.800029847238663e-14,2.3126985463212992e-12,2.5995240583381892e-14,4.0010020465201605e-10,2.7076155192467e-18,2.1586007962358863e-06,7.823808841702295e-07,2.7573005297853586e-14
1.7807596541418442e-11,0.10172235144988963,0.0,0.2525194911435608,0.031073320051923557,0.31939281847786033,0.350474663335468,0.2070047032278546,0.0920144156624193,0.0,1.0492543132109786e-19,2.4077560883817777e-06,2.5219113223659098e-17,0.0,9.259559503929712e-30,7.476365001459218e-10,3.117922883755821e-22,6.84494436281542e-19,8.54043254214242e-30,3.3128699734545372e-12,1.7470621626902416e-13,1.7893491433642868e-47,9.97598394284882e-10,1.3035908702898854e-31,5.724257195960127e-21,2.5642025954945984e-37,2.4070034372289975e-06,6.205212951928066e-34,3.7919152892046063e-06,7.623561317735329e-06,1.6629583922653627e-05,7.72064657417141e-06,3.5405692369146683e-06,5.39692468845811e-06,5.331868402794652e-07,7.434972903555028e-07,1.183131929053553e-09,2.3035032248436856e-07,1.5300438094354382e-06,2.446744641011133e-06,1.0755742304133718e-07,3.899447366154615e-06,7.243879522654224e-13,1.1198412906929776e-10,2.692476113355219e-11,7.679026213456209e-08,4.8233731894504353e-14,2.3263416121002477e-12,2.618901648271819e-14,4.014094201623724e-10,2.7339390404794532e-18,2.1605274849448073e-06,7.831739972161684e-07,2.7709910772798337e-14
1.7836690012036892e-11,0.10172235144988963,0.0,0.2525194043318625,0.031073318150395563,0.3193927929551238,0.35047464990627725,0.207004694966026,0.09201441571208802,0.0,1.0558996467122257e-19,2.4116890932118093e-06,2.535922205446434e-17,0.0,9.350649482221896e-30,7.520179026527495e-10,3.1382895185998113e-22,6.86732819009943e-19,8.582359767020657e-30,3.3236323747621317e-12,1.7499164005647654e-13,1.8040137389090198e-47,9.992297273912619e-10,1.3099905281511207e-31,5.7617244213768256e-21,2.5894282775921337e-37,2.4109339105472524e-06,6.2457564749827695e-34,3.791920768129816e-06,7.630418965194873e-06,1.6665145252919312e-05,7.730141448708636e-06,3.54233610060226e-06,5.406067761815559e-06,5.337253147115727e-07,7.459166909731328e-07,1.185382291639894e-09,2.3145889066209136e-07,1.5346059172234442e-06,2.4528880844455624e-06,1.079247467147726e-07,3.905692401788652e-06,7.255480373834566e-13,1.1216371369383073e-10,2.6925433838957488e-11,7.70399850468077e-08,4.8467918630153315e-14,2.3400480275854245e-12,2.638392783855986e-14,4.027207698277216e-10,2.7604735575411025e-18,2.162448510038099e-06,7.839671421650208e-07,2.7847262008608558e-14
1.7865783482655342e-11,0.10172235144988963,0.0,0.25251931751721646,0.031073316252294494,0.31939276743687367,0.3504746364855025,0.20700468671006858,0.09201441576196734,0.0,1.0625768250837132e-19,2.4156220957570133e-06,2.5499894689263084e-17,0.0,9.44248482988635e-30,7.56418047407003e-10,3.158755586776567e-22,6.889748555012406e-19,8.624423987786995e-30,3.3344119979010446e-12,1.752770638288863e-13,1.8187743236896127e-47,1.0008610671204792e-09,1.3164110966158734e-31,5.799375170758929e-21,2.6148603828054187e-37,2.4148643773026794e-06,6.286498000750373e-34,3.7919261940568097e-06,7.637264601847331e-06,1.67007265520276e-05,7.739627907497984e-06,3.5440970979492084e-06,5.415207842771589e-06,5.342638332463271e-07,7.483395823187536e-07,1.1876337052308947e-09,2.325708659221458e-07,1.53917282141333e-06,2.459037736144918e-06,1.0829269181404323e-07,3.911937032622477e-06,7.267084184758492e-13,1.1234328672237928e-10,2.692612643701544e-11,7.729010777403205e-08,4.8702859790764565e-14,2.353817995070373e-12,2.6579979504424963e-14,4.0403425362672403e-10,2.7872203969357234e-18,2.164363874255841e-06,7.847603213145957e-07,2.7985059648543713e-14
1.7894876953273792e-11,0.10172235144988963,0.0,0.25251923069961313,0.031073314357621826,0.3193927419231025,0.3504746230731361,0.20700467845996295,0.09201441581205659,0.0,1.0692859549902782e-19,2.419555096017505e-06,2.5641132551250412e-17,0.0,9.535070416586573e-30,7.60836984957452e-10,3.179321409916884e-22,6.912205457546935e-19,8.666625427884228e-30,3.345208841754964e-12,1.7556248758626156e-13,1.8336313681666133e-47,1.0024924134794386e-09,1.3228526097893443e-31,5.837210041556882e-21,2.640500259810006e-37,2.4187948374954044e-06,6.327438169997043e-34,3.791931567878432e-06,7.644098250270644e-06,1.673632779553446e-05,7.749105957993396e-06,3.545852248415948e-06,5.424344919662595e-06,5.348023953861346e-07,7.507659610195756e-07,1.1898861699014313e-09,2.336862523303529e-07,1.5437445116992699e-06,2.4651935965950087e-06,1.0866125813569231e-07,3.918181258681687e-06,7.278684284606433e-13,1.1252284882748713e-10,2.6926838878674975e-11,7.754063029015949e-08,4.89385564872391e-14,2.367651717145389e-12,2.6777176346889723e-14,4.053498715380405e-10,2.8141808911502325e-18,2.1662735803610688e-06,7.855535369398536e-07,2.8123304335240227e-14
1.7921061076830396e-11,0.10172235144988963,0.0,0.2525191525612337,0.03107331265534889,0.3193927189645316,0.35047461100918936,0.20700467103985515,0.09201441585731591,0.0,1.0753515788064855e-19,2.4230947942986135e-06,2.5768731073728946e-17,0.0,9.619042942950631e-30,7.648301384160115e-10,3.1979162074756782e-22,6.932447909488312e-19,8.70472423117509e-30,3.3549407240122456e-12,1.7581936895505147e-13,1.8470855713086425e-47,1.0039606308766322e-09,1.3286679075593646e-31,5.8714193436557125e-21,2.663754913988861e-37,2.422332246057852e-06,6.364454692906215e-34,3.7919363604943698e-06,7.650238302543342e-06,1.676838594697899e-05,7.75762902050331e-06,3.5474269007854624e-06,5.4325657107806965e-06,5.352871381814549e-07,7.529526807479421e-07,1.1919142868397827e-09,2.346930199844799e-07,1.547863116552583e-06,2.4707391798787508e-06,1.0899349880151781e-07,3.9238007160738215e-06,7.289123347361677e-13,1.126844451674519e-10,2.6927497012538918e-11,7.776644235263065e-08,4.9151330414801906e-14,2.3801567448671403e-12,2.6955636663859656e-14,4.06535752306617e-10,2.8386291169482815e-18,2.1679874804716696e-06,7.862674640512073e-07,2.8248107308884378e-14
1.794462678803134e-11,0.10172235144988963,0.0,0.25251908223463154,0.031073311125679452,0.3193926983049099,0.350474600157451,0.20700466436578563,0.09201441589819388,0.0,1.0808329068251853e-19,2.426280521169484e-06,2.588396303786598e-17,0.0,9.695144145181792e-30,7.68437057044095e-10,3.2147210280520114e-22,6.950691420355758e-19,8.739108474758139e-30,3.363711342804406e-12,1.7605056217656063e-13,1.8592617694074878e-47,1.0052820311344613e-09,1.3339162249789654e-31,5.902336004348173e-21,2.6848297538936268e-37,2.4255159092192197e-06,6.3979079657757235e-34,3.791940638893565e-06,7.655756076305146e-06,1.679725206418606e-05,7.765293963239458e-06,3.548840063744871e-06,5.439962327289167e-06,5.357234362479472e-07,7.549231392954231e-07,1.1937403201063546e-09,2.356014785171722e-07,1.5515731621883365e-06,2.4757345053227496e-06,1.0929294536337721e-07,3.928857947433214e-06,7.298518895349289e-13,1.1282987401172066e-10,2.6928103025944324e-11,7.796995004888691e-08,4.9343351632950345e-14,2.3914556859725237e-12,2.7117050367834547e-14,4.076045229501831e-10,2.860782223537006e-18,2.1695260756658594e-06,7.869100266169893e-07,2.83607404185068e-14
1.7968192499232283e-11,0.10172235144988963,0.0,0.2525190119060721,0.03107330959826196,0.31939267764821333,0.35047458931121617,0.2070046576955211,0.09201441593920846,0.0,1.086335388629616e-19,2.42946624654156e-06,2.5999568382817272e-17,0.0,9.77174631586686e-30,7.720563956813959e-10,3.231591871401217e-22,6.9689589035435295e-19,8.773583145232293e-30,3.3724932581230753e-12,1.762817553882199e-13,1.871502096244112e-47,1.0066034357543136e-09,1.3391783448620402e-31,5.9333745325503276e-21,2.706043332520012e-37,2.428699568075024e-06,6.431492711268144e-34,3.791944884648099e-06,7.661266024599786e-06,1.682613122357678e-05,7.772953402525642e-06,3.550249424956122e-06,5.447356952221393e-06,5.361597620326853e-07,7.568958798856915e-07,1.1955670431192605e-09,2.3651218231162683e-07,1.5552863296642602e-06,2.4807339051725676e-06,1.0959279914490649e-07,3.933914913265468e-06,7.307913944029261e-13,1.1297529549627019e-10,2.6928721987104157e-11,7.81737200002785e-08,4.953587053017366e-14,2.4027968176479367e-12,2.7279224117994617e-14,4.086746937468968e-10,2.883077897956907e-18,2.1710609635601342e-06,7.875526170849371e-07,2.847366797608961e-14
1.7991758210433227e-11,0.10172235144988963,0.0,0.25251894157555027,0.031073308073097165,0.3193926569944381,0.3504745784704809,0.2070046510290513,0.09201441598035935,0.0,1.091859081333899e-19,2.4326519704149035e-06,2.6115547867719937e-17,0.0,9.848852088868857e-30,7.756881812960139e-10,3.2485289094303645e-22,6.98725035904769e-19,8.80814836134415e-30,3.3812864693751347e-12,1.765129485900336e-13,1.8838068047950843e-47,1.0079248447398425e-09,1.3444542853334794e-31,5.964535247624925e-21,2.7273963793294846e-37,2.431883222625331e-06,6.465209271865983e-34,3.7919490982059197e-06,7.66676815934752e-06,1.6855023412234764e-05,7.78060734231052e-06,3.5516549946377915e-06,5.454749579454337e-06,5.365961152675985e-07,7.588709007181171e-07,1.1973944559182437e-09,2.374251335158762e-07,1.5590026135073595e-06,2.485737379675036e-06,1.098930600364725e-07,3.938971613584174e-06,7.317308455797439e-13,1.1312070962547331e-10,2.6929353874319247e-11,7.837775219294903e-08,4.9728887695024757e-14,2.4141802481270675e-12,2.7442160525785784e-14,4.097462646854177e-10,2.905516859908967e-18,2.1725921456666987e-06,7.881952366205474e-07,2.858689032195575e-14
1.801532392163417e-11,0.10172235144988963,0.0,0.25251887124306094,0.031073306550185843,0.31939263634358,0.3504745676352413,0.20700464436636606,0.09201441602164626,0.0,1.0974040421482745e-19,2.435837692789576e-06,2.6231902252335562e-17,0.0,9.926464108414945e-30,7.793324408793955e-10,3.265532314265906e-22,7.005565786864302e-19,8.842804241840298e-30,3.3900909759674967e-12,1.7674414178200586e-13,1.896176148701374e-47,1.0092462580946977e-09,1.34974406451817e-31,5.995818469349894e-21,2.7488896266541553e-37,2.435066872870208e-06,6.499057990489303e-34,3.791953280009234e-06,7.672262492451075e-06,1.6883928617260257e-05,7.788255786539919e-06,3.553056782980989e-06,5.462140202881795e-06,5.370324956838419e-07,7.608481999902566e-07,1.1992225585430365e-09,2.38340334275103e-07,1.5627220082455696e-06,2.490744929074422e-06,1.1019372792810674e-07,3.944028048402925e-06,7.326702530925586e-13,1.132661163898232e-10,2.6929998665942364e-11,7.858204661304304e-08,4.9922403715739223e-14,2.4256060857708443e-12,2.7605862208301974e-14,4.108192357544054e-10,2.9280998316999643e-18,2.1741196235075068e-06,7.888378863796498e-07,2.870040779615843e-14
1.8038889632835114e-11,0.10172235144988963,0.0,0.2525188009085994,0.031073305029528746,0.31939261569563515,0.35047455680549344,0.20700463770745522,0.09201441606306884,0.0,1.1029703283791808e-19,2.4390234136656383e-06,2.6348632297049637e-17,0.0,1.000458502912447e-29,7.829892014463136e-10,3.282602258253658e-22,7.023905186989433e-19,8.877550905467312e-30,3.3989067773071023e-12,1.7697533496414094e-13,1.908610382269257e-47,1.0105676758225249e-09,1.3550477005409987e-31,6.027224517918333e-21,2.770523809704545e-37,2.4382505188097223e-06,6.533039210495667e-34,3.791957430494584e-06,7.677749035795665e-06,1.6912846825770155e-05,7.795898739156829e-06,3.554454800149436e-06,5.469528816414362e-06,5.374689030118111e-07,7.628277758978613e-07,1.2010513510333613e-09,2.392577867316402e-07,1.5664445084077683e-06,2.4957565536124194e-06,1.1049480270950636e-07,3.94908421773531e-06,7.336096091685981e-13,1.1341151579773168e-10,2.6930656339938718e-11,7.878660324670599e-08,5.011641918018115e-14,2.4370744390673626e-12,2.7770331788290128e-14,4.1189360694251967e-10,2.950827538248125e-18,2.1756433986142442e-06,7.894805675084394e-07,2.8814220738480957e-14
1.8086021055237e-11,0.10172235144988963,0.0,0.25251866023373953,0.031073301994980297,0.31939257440846924,0.3504745351624571,0.2070046244009162,0.09201441614631983,0.0,1.1141671067979327e-19,2.4453948509221776e-06,2.658322241143086e-17,0.0,1.016236424469215e-29,7.903403337063428e-10,3.3169424541657434e-22,7.060655904149519e-19,8.947317057100154e-30,3.4165722618559667e-12,1.774377212989164e-13,1.933674538948487e-47,1.0132105244116614e-09,1.365696615600595e-31,6.090406378433695e-21,2.8142179382775746e-37,2.4446177977729255e-06,6.6014005302750645e-34,3.7919656392298088e-06,7.688698800661413e-06,1.6970722201793623e-05,7.811168185311015e-06,3.5572395614806004e-06,5.484299989520917e-06,5.383417973208203e-07,7.667937503935046e-07,1.2047110057694398e-09,2.4109945529172507e-07,1.5738988031244902e-06,2.505792029058125e-06,1.1109817249872561e-07,3.95919575999534e-06,7.354881742495144e-13,1.1370229253929544e-10,2.6932010247867764e-11,7.919650309932385e-08,5.0505950789697156e-14,2.4601391272061743e-12,2.810158515997406e-14,4.14046549630767e-10,2.9967200683903157e-18,2.1786798468007146e-06,7.907660284119318e-07,2.904273438526633e-14
1.8133152477638888e-11,0.10172235144988963,0.0,0.25251851955093124,0.031073298969457888,0.31939253313290866,0.35047451354134035,0.20700461110935342,0.09201441623010996,0.0,1.1254498769684601e-19,2.45176628218501e-06,2.681932430640751e-17,0.0,1.0322211181405113e-29,7.977417946601461e-10,3.351550880319809e-22,7.097502510496486e-19,9.01744776621499e-30,3.434282918277871e-12,1.7790010759439358e-13,1.9590013226222477e-47,1.0158533905363472e-09,1.376401175511299e-31,6.1540833990185425e-21,2.858484704587608e-37,2.4509850595154725e-06,6.670295986813684e-34,3.791973727793334e-06,7.699617548677121e-06,1.7028649437571893e-05,7.826415712260469e-06,3.5600093593960167e-06,5.499063050393515e-06,5.392147960231122e-07,7.707688097352407e-07,1.2083734204440313e-09,2.429501562777826e-07,1.5813654539080224e-06,2.5158438078940347e-06,1.1170316851505461e-07,3.969306240472952e-06,7.373665431529136e-13,1.1399303985253243e-10,2.6933415424328627e-11,7.96074516399798e-08,5.089748721869266e-14,2.4833751829884417e-12,2.8435941736056413e-14,4.1620509265943845e-10,3.0432003021182778e-18,2.181701502673313e-06,7.920516283090363e-07,2.9272433975167935e-14
1.8180283900040775e-11,0.10172235144988963,0.0,0.2525183788601358,0.031073295952967556,0.3193924918689218,0.3504744919421118,0.2070045978326866,0.09201441631443695,0.0,1.136819100812882e-19,2.458137707454626e-06,2.7056944087475713e-17,0.0,1.048414745306218e-29,8.051938012638867e-10,3.386428923377867e-22,7.13444500599889e-19,9.087943982783916e-30,3.4520387418294455e-12,1.783624938506058e-13,1.9845927917790492e-47,1.01849627422562e-09,1.3871615252720993e-31,6.218258156162203e-21,2.903330094696607e-37,2.4573523040378913e-06,6.739728342719253e-34,3.7919816994806443e-06,7.710505374296482e-06,1.7086628430636422e-05,7.841641351447404e-06,3.5627642742267217e-06,5.5138179509185095e-06,5.400878969358561e-07,7.747529394248581e-07,1.2120385953745124e-09,2.4480990672584335e-07,1.5888444170249375e-06,2.5259118919604637e-06,1.1230978986412452e-07,3.979415659276815e-06,7.39244715932748e-13,1.1428375774209606e-10,2.6934871696827955e-11,8.001944875786185e-08,5.129103315615921e-14,2.506783478888589e-12,2.8773422702503055e-14,4.1836923593781346e-10,3.090274133337482e-18,2.18470837883349e-06,7.93337376025476e-07,2.9503322216705514e-14
1.8227415322442663e-11,0.10172235144988963,0.0,0.25251823816131463,0.03107329294551533,0.31939245061647725,0.3504744703647399,0.20700458457083584,0.09201441639929855,0.0,1.148275241799626e-19,2.4645091267315143e-06,2.7296087870067143e-17,0.0,1.0648194842339282e-29,8.126965708452479e-10,3.4215779735102233e-22,7.171483390625297e-19,9.15880665677882e-30,3.469839727767805e-12,1.7882488006758616e-13,2.0104510156355415e-47,1.0211391755084588e-09,1.3979778098819438e-31,6.282933232995361e-21,2.9487601414419614e-37,2.4637195313407084e-06,6.809700367596697e-34,3.7919895575032638e-06,7.721362371695341e-06,1.7144659078782744e-05,7.856845134268934e-06,3.5655043858724805e-06,5.528564643248093e-06,5.409610978653445e-07,7.78746124935999e-07,1.2157065308780789e-09,2.466787236263047e-07,1.596335648758401e-06,2.53599628305594e-06,1.1291803564630403e-07,3.9895240165155775e-06,7.411226924819256e-13,1.1457444621280072e-10,2.6936378893738488e-11,8.043249434216937e-08,5.1686593285010396e-14,2.530364889407729e-12,2.9114049336187336e-14,4.205389793751724e-10,3.13794749825873e-18,2.1877004880361724e-06,7.946232802356882e-07,2.973540181405372e-14
1.827454674484455e-11,0.10172235144988963,0.0,0.25251809745442977,0.031073289947107195,0.3193924093755435,0.35047444880919343,0.2070045713237216,0.09201441648469269,0.0,1.1598187649458634e-19,2.470880540016161e-06,2.75367617795328e-17,0.0,1.081437530168583e-29,8.202503211028455e-10,3.4569994243949554e-22,7.208617664344295e-19,9.230036738171366e-30,3.487685871350549e-12,1.792872662453678e-13,2.036578074165063e-47,1.0237820944137859e-09,1.4088501743397397e-31,6.348111219289613e-21,2.9947809246848167e-37,2.470086741424448e-06,6.880214838047121e-34,3.791997304990931e-06,7.732188634772497e-06,1.7202741280069824e-05,7.872027092077124e-06,3.568229773804165e-06,5.543303079799293e-06,5.418343966074154e-07,7.827483517144133e-07,1.2193772272717473e-09,2.4855662392392e-07,1.603839105408679e-06,2.5460969829369984e-06,1.1352790495672897e-07,3.9996313122978615e-06,7.430004728396732e-13,1.1486510526931453e-10,2.693793684450635e-11,8.084658828211274e-08,5.208417228209063e-14,2.5541202910709385e-12,2.945784300504702e-14,4.227143228807966e-10,3.1862263755773188e-18,2.190677843189007e-06,7.959093494638004e-07,2.996867546703362e-14
1.8321678167246437e-11,0.10172235144988963,0.0,0.2525179567394438,0.03107328695774912,0.3193923681460892,0.3504744272754411,0.20700455809126492,0.09201441657061728,0.0,1.1714501368198688e-19,2.477251947309055e-06,2.777897195112711e-17,0.0,1.0982710954197215e-29,8.27855270105659e-10,3.4926946732174023e-22,7.245847827124475e-19,9.301635176933009e-30,3.505577167835764e-12,1.7974965238398346e-13,2.062976058125351e-47,1.026425030970465e-09,1.419778763644352e-31,6.4137947114570384e-21,3.0413985715517717e-37,2.4764539342896326e-06,6.95127453766685e-34,3.792004944993662e-06,7.742984257150495e-06,1.7260874932819467e-05,7.887187256179063e-06,3.570940517066033e-06,5.558033213253017e-06,5.427077909478518e-07,7.867596051782021e-07,1.223050684872352e-09,2.504436245177889e-07,1.6113547432936276e-06,2.556213993317985e-06,1.141393968853313e-07,4.0097375467322705e-06,7.448780570267359e-13,1.1515573491632389e-10,2.6939545379622792e-11,8.126173046691355e-08,5.2483774818155965e-14,2.578050562424619e-12,2.980482516823646e-14,4.2489526636396774e-10,3.2351167866469984e-18,2.1936404573516323e-06,7.971955920845764e-07,3.020314587110448e-14
1.841594101205021e-11,0.10172235144988963,0.0,0.2525176752850198,0.031073281006206897,0.31939228572149425,0.3504743842731937,0.2070045316700101,0.09201441674405011,0.0,1.1949783007933705e-19,2.4899947439215295e-06,2.8268025671144554e-17,0.0,1.1325937189396745e-29,8.432196384713889e-10,3.564912170950186e-22,7.320595819742842e-19,9.445940926448317e-30,3.5414952005483713e-12,1.8067442454384728e-13,2.1165932194515087e-47,1.0317109571530529e-09,1.4418051967892839e-31,6.546688632259663e-21,3.136449202396411e-37,2.4891882683664138e-06,7.095040793769912e-34,3.7920199143571916e-06,7.7644839529224e-06,1.7377296187304317e-05,7.917442328268025e-06,3.57631838363745e-06,5.587468382905492e-06,5.444548575189234e-07,7.948091336974682e-07,1.2304058849607963e-09,2.5424499396236023e-07,1.6264223881297162e-06,2.5764969522251365e-06,1.1536724493094222e-07,4.029946831991754e-06,7.48632636971607e-13,1.1573690600056838e-10,2.6942913530026884e-11,8.209515912802922e-08,5.328906915974465e-14,2.626439238480296e-12,3.050844127118289e-14,4.2927395290008326e-10,3.33475650975441e-18,2.1995215157005107e-06,7.997686302617966e-07,3.0675687692500595e-14
1.8510203856853985e-11,0.10172235144988963,0.0,0.2525173937977498,0.031073275090935812,0.31939220334244384,0.3504743413577482,0.20700450530644746,0.09201441691958223,0.0,1.2188634973773216e-19,2.502737516572826e-06,2.876329830962042e-17,0.0,1.1678053978847372e-29,8.587914278800358e-10,3.638241714317341e-22,7.3957273682294285e-19,9.591731505092065e-30,3.577593787980011e-12,1.8159919654743672e-13,2.1713194424144384e-47,1.0369969542859943e-09,1.4640582693068432e-31,6.681635899493239e-21,3.23396200550254e-37,2.5019225335751888e-06,7.241021544543624e-34,3.7920344884742406e-06,7.785862202495736e-06,1.749392203404558e-05,7.947610600095422e-06,3.5816386094946028e-06,5.6168697788940185e-06,5.462022796784014e-07,8.028945932948337e-07,1.2377721336744237e-09,2.580829662393875e-07,1.6415382341796962e-06,2.596845172641545e-06,1.1660157239959977e-07,4.050151873162391e-06,7.523864324813778e-13,1.1631795950300453e-10,2.6946482009320222e-11,8.293277943951155e-08,5.4102513553637685e-14,2.6755379862720485e-12,3.122507114834485e-14,4.3367503825779103e-10,3.4369156981807107e-18,2.205343770571945e-06,8.023424588138097e-07,3.1153048754375004e-14
1.860446670165776e-11,0.10172235144988963,0.0,0.2525171122773469,0.031073269211982595,0.319392121008691,0.35047429852885553,0.20700447899995977,0.09201441709719994,0.0,1.2431095151968203e-19,2.5154802652668202e-06,2.9264839303487254e-17,0.0,1.203924454020856e-29,8.745723961586028e-10,3.7126946070112963e-22,7.471242472333488e-19,9.73901451262814e-30,3.613872892212823e-12,1.8252396839500818e-13,2.227171844144723e-47,1.0422830225981516e-09,1.4865391411864766e-31,6.818657523467796e-21,3.33398772427244e-37,2.514656729920058e-06,7.389239310486349e-34,3.7920486890734363e-06,7.807119744984876e-06,1.7610751669018565e-05,7.97769232050532e-06,3.586901811864555e-06,5.64623703206785e-06,5.479500393896612e-07,8.110158663444874e-07,1.2451494335412792e-09,2.619576748972239e-07,1.656701932669032e-06,2.617258666745136e-06,1.1784237182633829e-07,4.070352671112188e-06,7.561394437244989e-13,1.168988954610888e-10,2.6950249497970225e-11,8.37745905155338e-08,5.492414514580568e-14,2.7253539066680775e-12,3.195488977223629e-14,4.3809852171137567e-10,3.5416440762464115e-18,2.2111073318398835e-06,8.049171394574234e-07,3.163525046255852e-14
1.8698729546461534e-11,0.10172235144988963,0.0,0.252516830723531,0.031073263369393485,0.3193920387199902,0.3504742557862678,0.20700445274993642,0.09201441727689072,0.0,1.2677201679192802e-19,2.5282229900073835e-06,2.9772698246594923e-17,0.0,1.2409694906288172e-29,8.905643070053645e-10,3.7882822087918763e-22,7.54714113180448e-19,9.887797548817001e-30,3.650332475336704e-12,1.834487400868151e-13,2.284167716992447e-47,1.0475691623174827e-09,1.5092489724169743e-31,6.957774620699443e-21,3.436577881851203e-37,2.527390857405088e-06,7.539716723925728e-34,3.792062536789015e-06,7.828257315158584e-06,1.772778429234701e-05,8.007687737628307e-06,3.592108601364872e-06,5.675569777406664e-06,5.496981184910947e-07,8.191728348014365e-07,1.252537787086408e-09,2.6586925275298674e-07,1.6719131351508785e-06,2.637737446022648e-06,1.1908963566566968e-07,4.090549226708805e-06,7.598916708668034e-13,1.174797139122704e-10,2.695421469228992e-11,8.46205914704479e-08,5.575400098421177e-14,2.775894132622236e-12,3.2698073589406344e-14,4.425444025351349e-10,3.648992067587648e-18,2.2168123117396008e-06,8.074927316095471e-07,3.212231415233007e-14
1.8792992391265308e-11,0.10172235144988963,0.0,0.2525165491360271,0.031073257563214246,0.31939195647609725,0.3504742131297375,0.20700442655577336,0.0920144174586429,0.0,1.2926992943284684e-19,2.5409656907983745e-06,3.028692488919403e-17,0.0,1.2789593953626704e-29,9.067689299717592e-10,3.865015935470031e-22,7.623423346392072e-19,1.0038088213415677e-29,3.686972499449302e-12,1.8437351162310844e-13,2.34232452941781e-47,1.0528553736710438e-09,1.532188922986472e-31,7.099008413896299e-21,3.5417847890453984e-37,2.5401249160343135e-06,7.692476528987287e-34,3.7920760512153604e-06,7.849275643464605e-06,1.7845019108284748e-05,8.037597098883542e-06,3.5972595820742314e-06,5.704867653990389e-06,5.514464987071371e-07,8.273653802091193e-07,1.2599371968318245e-09,2.698178318923714e-07,1.6871714935211952e-06,2.658281521265106e-06,1.2034335629248498e-07,4.110741540819545e-06,7.636431140747382e-13,1.180604148939853e-10,2.6958376304235025e-11,8.547078141878423e-08,5.659211801861772e-14,2.827165829088615e-12,3.345480052526958e-14,4.4701268000337917e-10,3.759010800762701e-18,2.2224588248441764e-06,8.100692924167779e-07,3.2614261088170986e-14
