Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27),HNOH(93),CH3OX(210)
1.4426183391074614e-11,0.08478463093452131,0.0,0.21048311392970584,0.031075110263184432,0.31939774230178103,0.3504777080429084,0.2070052375243361,0.09201387281351446,0.0,3.1003754238337813e-24,8.644100277321688e-08,7.047951131298825e-22,0.0,9.051450349688438e-35,5.895302827909215e-11,4.2565760492518306e-26,2.447535702366515e-22,1.2427318006520278e-35,3.290616003806538e-14,1.5264546746662921e-16,3.3334737514177895e-57,1.3144292494541091e-12,2.585835997327618e-38,1.6054167190718028e-24,1.2054449129141058e-43,8.640702012894354e-08,1.1398692582330913e-39,4.322403683351433e-06,8.426223125882632e-06,6.725548489515507e-06,6.997655628332077e-06,4.041577074554856e-06,3.2047028306363728e-06,4.8399159869864366e-08,1.4860896718999173e-07,6.145184728180803e-12,1.2084294531441903e-08,1.4617802995086558e-07,1.1022065557558017e-07,1.7711800476222444e-09,2.9410787711847458e-06
1.450765177591182e-11,0.08478463093452131,0.0,0.2104829356529399,0.031075110263184432,0.3193976767564331,0.3504776702316826,0.20700520687805396,0.09201387254054633,0.0,3.1661199432554326e-24,8.692915258092776e-08,7.168124766750897e-22,0.0,9.362579739238033e-35,6.002183695104811e-11,4.353534191391375e-26,2.475256977066771e-22,1.263904811843989e-35,3.327884535052563e-14,1.5350748111267348e-16,3.4286670499015535e-57,1.3218762453884569e-12,2.629892095755598e-38,1.6420047736387292e-24,1.2468801458631784e-43,8.689478537972543e-08,1.1658359668906381e-39,4.322680741989296e-06,8.469111229189379e-06,6.768200497076618e-06,7.034978704356854e-06,4.055617256867556e-06,3.2237900868307824e-06,4.875610117917237e-08,1.5030116480317308e-07,6.2074076961549244e-12,1.2290397215537902e-08,1.4782917265085375e-07,1.1171725369110948e-07,1.7916631527475453e-09,2.9576848706492855e-06
1.4589120160749027e-11,0.08478463093452131,0.0,0.21048275743720726,0.031075110263184432,0.3193976112308117,0.35047763244417623,0.20700517630296317,0.0920138722774571,0.0,3.233025583021135e-24,8.741730233599125e-08,7.289657884148915e-22,0.0,9.682571544960663e-35,6.110420998545252e-11,4.452139283134641e-26,2.503134351784399e-22,1.2853169553266665e-35,3.3653629015799183e-14,1.5436949461563719e-16,3.526022757140187e-57,1.329323538133218e-12,2.674445772349435e-38,1.679214862956867e-24,1.2894956459354837e-43,8.738254841627451e-08,1.1922438106816246e-39,4.322948036255931e-06,8.511950254628942e-06,6.810904630513172e-06,7.07227806092744e-06,4.069586278517637e-06,3.2428854933213708e-06,4.911339146266514e-08,1.5200296510516305e-07,6.269940227803166e-12,1.2498828609469028e-08,1.4948946325317297e-07,1.1322486710182578e-07,1.812267853713395e-09,2.9742909394220887e-06
1.4670588545586234e-11,0.08478463093452131,0.0,0.210482579281775,0.031075110263184432,0.31939754572489454,0.3504775946803743,0.2070051457987032,0.09201387202390647,0.0,3.3011098100406564e-24,8.790545203844036e-08,7.412558157102916e-22,0.0,1.001162661550729e-34,6.220024963446989e-11,4.5524098669463424e-26,2.5311678264312417e-22,1.306969573895486e-35,3.4030511030008746e-14,1.5523150797581606e-16,3.6255775063516105e-57,1.3367711281274718e-12,2.719499821145158e-38,1.717054002640826e-24,1.3333181614385935e-43,8.787030923864793e-08,1.2190977574682897e-39,4.323205907305977e-06,8.554740260749597e-06,6.853660875245695e-06,7.109553713107484e-06,4.083484500020558e-06,3.261989004570008e-06,4.947102867687483e-08,1.5371436726593606e-07,6.33278233155708e-12,1.2709601699399477e-08,1.5115889854278497e-07,1.1474350671507557e-07,1.8329942017215878e-09,2.9908969775177412e-06
1.475205693042344e-11,0.08478463093452131,0.0,0.21048240118592387,0.031075110263184432,0.3193974802386599,0.3504775569402619,0.20700511536491534,0.09201387177956617,0.0,3.3703903096539145e-24,8.839360168830808e-08,7.536833259716643e-22,0.0,1.0349949195412293e-34,6.331005845926415e-11,4.654364589022571e-26,2.559357400919224e-22,1.3288640103452886e-35,3.4409491389278824e-14,1.5609352119350437e-16,3.7273683421643917e-57,1.3442190158101691e-12,2.765057036177512e-38,1.7555292477633974e-24,1.378374892930569e-43,8.835806784690268e-08,1.2464028029248502e-39,4.323454684386075e-06,8.597481306036028e-06,6.896469216637353e-06,7.146805675950935e-06,4.097312280065267e-06,3.2811005751247945e-06,4.982901081305979e-08,1.5543537043081645e-07,6.395934015852481e-12,1.2922729468271652e-08,1.528374752822684e-07,1.1627318337583265e-07,1.8538422476861835e-09,3.007502984950682e-06
1.4833525315260647e-11,0.08478463093452131,0.0,0.2104822231489483,0.031075110263184432,0.31939741477208555,0.35047751922382375,0.20700508500124273,0.09201387154411927,0.0,3.440884987436557e-24,8.888175128562744e-08,7.662490866588429e-22,0.0,1.069774696319107e-34,6.44337393302452e-11,4.758022199289672e-26,2.5877030751603524e-22,1.3510016074703308e-35,3.479057008973577e-14,1.5695553426899475e-16,3.8314327229149403e-57,1.3516672016201326e-12,2.811120211479962e-38,1.7946476928575573e-24,1.4246934982936255e-43,8.884582424109575e-08,1.2741639705374248e-39,4.3236946852505395e-06,8.640173448909439e-06,6.939329639994991e-06,7.184033964502048e-06,4.11106997552344e-06,3.3002201596199296e-06,5.0187335896191175e-08,1.5716597372054022e-07,6.459395289129428e-12,1.3138224895773721e-08,1.545251902118854e-07,1.1781390786774769e-07,1.8748120422340536e-09,3.024108961735213e-06
1.4914993700097853e-11,0.08478463093452131,0.0,0.2104820451701555,0.031075110263184432,0.31939734932514985,0.3504774815310449,0.20700505470733022,0.09201387131726008,0.0,3.512611971009165e-24,8.936990083043137e-08,7.78953865281208e-22,0.0,1.1055231069650885e-34,6.557139542731485e-11,4.863401551403151e-26,2.616204849066711e-22,1.3733837080642896e-35,3.5173747127507726e-14,1.5781754720257855e-16,3.937808522944681e-57,1.3591156859960567e-12,2.8576921410846934e-38,1.8344164719184844e-24,1.4723020978362027e-43,8.9333578421284e-08,1.30238631160396e-39,4.323926216562488e-06,8.682816747727597e-06,6.982242130570167e-06,7.221238593795389e-06,4.1247579414587095e-06,3.319347712775584e-06,5.05460019839701e-08,1.58906176231316e-07,6.523166159832191e-12,1.3356100958307258e-08,1.5622204004964796e-07,1.193656909141673e-07,1.895903635705426e-09,3.0407149078854894e-06
1.499646208493506e-11,0.08478463093452131,0.0,0.21048186724886547,0.031075110263184432,0.3193972838978307,0.3504774438619103,0.20700502448282465,0.09201387109869355,0.0,3.5855896118500014e-24,8.985805032275284e-08,7.917984293977766e-22,0.0,1.1422616176415041e-34,6.672313024011231e-11,4.970521602746543e-26,2.644862722550466e-22,1.3960116549202585e-35,3.555902249872459e-14,1.586795599945454e-16,4.046534034897244e-57,1.366564469376506e-12,2.904775619022618e-38,1.874842758405565e-24,1.5212292794234454e-43,8.982133038752414e-08,1.3310749052341562e-39,4.324149574281008e-06,8.72541126078491e-06,7.025206673560126e-06,7.2584195788558534e-06,4.138376531135805e-06,3.3384831893977703e-06,5.0905007165874625e-08,1.6065597703488582e-07,6.5872466364092435e-12,1.3576370628954944e-08,1.5792802149138433e-07,1.20928543179123e-07,1.9171170781544268e-09,3.0573208234155342e-06
1.5077930469772267e-11,0.08478463093452131,0.0,0.21048168938441042,0.031075110263184432,0.3193972184901064,0.3504774062164051,0.20700499432737446,0.09201387088813498,0.0,3.6598364871113724e-24,9.034619976262474e-08,8.0478354661729e-22,0.0,1.1800120494660355e-34,6.7889047568259e-11,5.0794014144303084e-26,2.673676695523859e-22,1.4188867908307528e-35,3.594639619951809e-14,1.5954157264518367e-16,4.1576479720156413e-57,1.3740135521999167e-12,2.9523734393233734e-38,1.9159337652444144e-24,1.5715041036360807e-43,9.030908013987288e-08,1.3602348583493937e-39,4.324365044034767e-06,8.767957046312496e-06,7.068223254108765e-06,7.295576934698661e-06,4.151926096029684e-06,3.3576265443782104e-06,5.126434956223543e-08,1.6241537517858647e-07,6.651636727313216e-12,1.3799046877448408e-08,1.5964313121080484e-07,1.2250247526829167e-07,1.9384524193496235e-09,3.0739267083392314e-06
1.5159398854609473e-11,0.08478463093452131,0.0,0.2104815115761343,0.031075110263184432,0.3193971531019549,0.3504773685945141,0.20700496424062995,0.0920138706853096,0.0,3.7353714014395145e-24,9.083434915007997e-08,8.179099845983012e-22,0.0,1.2187965824067957e-34,6.906925152160272e-11,5.190060151290723e-26,2.7026467678992137e-22,1.4420104585877105e-35,3.633586822602161e-14,1.6040358515478025e-16,4.271189470439448e-57,1.3814629349045931e-12,3.000488396015332e-38,1.9576967448288814e-24,1.6231561089577152e-43,9.07968276783868e-08,1.3898713056826587e-39,4.324572901482623e-06,8.810454162478259e-06,7.111291857307566e-06,7.33271067632938e-06,4.165406985834599e-06,3.376777732694207e-06,5.162402732333968e-08,1.6418436968540995e-07,6.716336441000896e-12,1.4024142670136104e-08,1.6136736585956815e-07,1.240874977299277e-07,1.9599097087745686e-09,3.0905325626703335e-06
1.524086723944668e-11,0.08478463093452131,0.0,0.21048133382339282,0.031075110263184432,0.3193970877333547,0.3504773309962224,0.20700493422224311,0.09201387048995231,0.0,3.8122133887980624e-24,9.132249848515144e-08,8.311785110492653e-22,0.0,1.258637759198741e-34,7.026384652046129e-11,5.302517081888754e-26,2.73177293958893e-22,1.465384000982491e-35,3.672743857437035e-14,1.6126559752362045e-16,4.387198091501972e-57,1.3889126179287103e-12,3.0491232831255925e-38,2.0001389890230723e-24,1.6762153169905386e-43,9.128457300312247e-08,1.4199894097784686e-39,4.324773412661612e-06,8.85290266738694e-06,7.154412468196489e-06,7.369820818743923e-06,4.178819548473107e-06,3.3959367094085185e-06,5.198403862856186e-08,1.6596295955406442e-07,6.781345785933187e-12,1.4251670969951314e-08,1.631007220673469e-07,1.2568362105576815e-07,1.98148899562834e-09,3.1071383864224585e-06
1.5322335624283886e-11,0.08478463093452131,0.0,0.2104811561255526,0.031075110263184432,0.31939702238428364,0.3504772934215149,0.20700490427186793,0.09201387030180727,0.0,3.8903817142950146e-24,9.181064776787198e-08,8.445898937286258e-22,0.0,1.2995584892814217e-34,7.147293729586548e-11,5.416791578508965e-26,2.761055210505487e-22,1.4890087608058808e-35,3.712110724070115e-14,1.6212760975198824e-16,4.505713824027439e-57,1.3963626017103114e-12,3.0982808946799965e-38,2.043267829163359e-24,1.7307122376994393e-43,9.177231611413621e-08,1.4505943609927995e-39,4.324966834322818e-06,8.89530261908021e-06,7.197585071764862e-06,7.406907376928558e-06,4.192164130105067e-06,3.4151034296692236e-06,5.234438168552082e-08,1.677511437590345e-07,6.846664770575095e-12,1.4481644736380237e-08,1.648431964418937e-07,1.2729085568191168e-07,2.003190328826081e-09,3.123744179609097e-06
1.5403804009121093e-11,0.08478463093452131,0.0,0.2104809784819912,0.031075110263184432,0.3193969570547203,0.35047725587037676,0.2070048743891599,0.09201387012062766,0.0,3.969895876013244e-24,9.229879699827446e-08,8.581449004449033e-22,0.0,1.3415820527580651e-34,7.269662888980176e-11,5.532903117158393e-26,2.7904935805614416e-22,1.5128860808480906e-35,3.751687422115259e-14,1.6298962184016605e-16,4.626777086628155e-57,1.4038128866873087e-12,3.147964024703123e-38,2.0870906360603993e-24,1.7866778746845368e-43,9.22600570114844e-08,1.4816913774930098e-39,4.325153414255491e-06,8.937654075536723e-06,7.2408096529522235e-06,7.443970365859923e-06,4.2054410751365566e-06,3.434277848709595e-06,5.270505472926264e-08,1.6954892125064206e-07,6.912293403395702e-12,1.471407692543012e-08,1.6659478556910667e-07,1.2890921198967153e-07,2.0250137569995376e-09,3.140349942243608e-06
