Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27),HNOH(93),CH3OX(210)
1.9085398724511137e-10,0.08478463093452131,0.0,0.2100750521989166,0.031075110263184432,0.3192812521010355,0.3504327677072055,0.20696659040279958,0.09201633885528435,0.0,9.630901615033329e-19,1.1434949771133515e-06,1.7158858172341996e-18,0.0,4.933442842413561e-28,5.067457863589457e-07,1.2978151840589612e-21,4.282316081701292e-20,2.8770019787846916e-32,5.751614344660022e-12,2.019199787198344e-15,1.3505763176526743e-51,1.871379628316744e-11,5.986299930736934e-35,5.009857145661508e-20,6.570002504932522e-37,1.13758388829941e-06,3.487705201557582e-35,4.340065340243804e-06,4.561278618331109e-05,0.00018499253704879902,5.088093735728624e-05,6.799940923015653e-06,3.227444568548157e-05,8.032446729878874e-07,1.6569615883445304e-05,8.795230138015037e-10,1.987183291119977e-05,1.3810027672426396e-05,3.0401147082834884e-05,2.9018745878783776e-07,3.8829830738887644e-05
1.9170920976177842e-10,0.08478463093452131,0.0,0.21007293976680447,0.031075110263184432,0.319280758939385,0.3504326642564643,0.20696641689369066,0.0920163728791663,0.0,9.839925364882315e-19,1.1486187209712114e-06,1.73961187924525e-18,0.0,5.067881532424918e-28,5.152297060562623e-07,1.3212044382916703e-21,4.320774147842836e-20,2.915848988727446e-32,5.803236533923141e-12,2.0282468134751472e-15,1.3811069685584077e-51,1.8806292683334075e-11,6.067130228377682e-35,5.100567615902367e-20,6.749036943105368e-37,1.1426546327959063e-06,3.5506202239163306e-35,4.340132034372536e-06,4.56820846044463e-05,0.0001860931290483225,5.097926435464133e-05,6.799869562689691e-06,3.232241669862763e-05,8.056170919813916e-07,1.6660355723312317e-05,8.874028287167324e-10,2.0088726991161428e-05,1.387611642565945e-05,3.0647719920333966e-05,2.923491220896485e-07,3.900341115647805e-05
1.9256443227844546e-10,0.08478463093452131,0.0,0.21007082719105402,0.031075110263184432,0.31928026622755074,0.3504325614631463,0.20696624338871877,0.09201640718623251,0.0,1.005233802747878e-18,1.153742463321289e-06,1.7635615084074264e-18,0.0,5.205360817336755e-28,5.23814599394915e-07,1.3449081474501782e-21,4.359404080712324e-20,2.955044104294408e-32,5.8550889717894164e-12,2.0372938304473004e-15,1.412187258076828e-51,1.8898878772080492e-11,6.148684835809898e-35,5.192505408157954e-20,6.932120550724031e-37,1.1477251399091023e-06,3.6143824346912163e-35,4.3401985383606505e-06,4.575105984380615e-05,0.00018719446520657214,5.107693393035101e-05,6.799798061895818e-06,3.2369710157884146e-05,8.079780996610909e-07,1.6750846154249424e-05,8.953180776090789e-10,2.0306704492075335e-05,1.3941918823683119e-05,3.0894818476641564e-05,2.9451401270849457e-07,3.917698757732482e-05
1.934196547951125e-10,0.08478463093452131,0.0,0.2100687144886908,0.031075110263184432,0.3192797739639966,0.3504324593228854,0.20696606988787888,0.09201644177707907,0.0,1.0268174122254916e-18,1.1588662041731653e-06,1.7877358643694115e-18,0.0,5.3459354926676125e-28,5.325011316785462e-07,1.368929111354946e-21,4.3982058796604235e-20,2.994588877854936e-32,5.9071716529557065e-12,2.0463408381149856e-15,1.4438245739510003e-51,1.899155460993042e-11,6.230966983011545e-35,5.285681545708674e-20,7.1193262977381545e-37,1.15279540965796e-06,3.678999400761324e-35,4.340264851528982e-06,4.5819715811010613e-05,0.0001882965285122976,5.11739504503379e-05,6.79972642771305e-06,3.241633155200882e-05,8.103277769260636e-07,1.6841084728276627e-05,9.032687615625948e-10,2.0525761198755223e-05,1.4007433711932808e-05,3.1142436705667275e-05,2.9668208579937583e-07,3.935055999928991e-05
1.9427487731177956e-10,0.08478463093452131,0.0,0.21006660167665772,0.031075110263184432,0.31927928214720147,0.35043235783134474,0.20696589639116644,0.0920164766522961,0.0,1.0487468257703776e-18,1.1639899435363565e-06,1.81213610836835e-18,0.0,5.48966109141351e-28,5.412899678283946e-07,1.3932701421273304e-21,4.43717954403838e-20,3.034484861773605e-32,5.959484572116051e-12,2.0553878364783853e-15,1.4760263698206368e-51,1.9084320255927752e-11,6.313979899950175e-35,5.3801071007185813e-20,7.3107281361430766e-37,1.1578654420614052e-06,3.744478722566343e-35,4.34033097326439e-06,4.588805634987272e-05,0.00018939930205715883,5.12703182515641e-05,6.799654666881401e-06,3.246228635699997e-05,8.126662046752693e-07,1.693106904323201e-05,9.112548816232084e-10,2.0745892871249425e-05,1.4072659978472045e-05,3.139056858514065e-05,2.988532968818921e-07,3.952412842026478e-05
1.951300998284466e-10,0.08478463093452131,0.0,0.210064488771815,0.031075110263184432,0.31927879077565846,0.35043225698421626,0.20696572289857704,0.09201651181246776,0.0,1.071025512940166e-18,1.1691136814203163e-06,1.836763403229303e-18,0.0,5.636593890625009e-28,5.501817723568262e-07,1.4179340641881433e-21,4.476325073198022e-20,3.07473360841021e-32,6.012027723961716e-12,2.0644348255376795e-15,1.5088001655145355e-51,1.9177175767645945e-11,6.397726816582936e-35,5.475793194223977e-20,7.506401008737277e-37,1.1629352371383268e-06,3.8108280341054227e-35,4.340396903018596e-06,4.5956085239406643e-05,0.0001905027690354139,5.1366041642223214e-05,6.799582785819342e-06,3.250758003550933e-05,8.149934637936514e-07,1.702079674243014e-05,9.192764387990389e-10,2.0967095245489292e-05,1.4137596553532132e-05,3.16392081167472e-05,3.0102760183937087e-07,3.969769283817035e-05
1.9598532234511365e-10,0.08478463093452131,0.0,0.21006237579093928,0.031075110263184432,0.31927829984787437,0.3504321567772201,0.20696554941010664,0.09201654725817222,0.0,1.093656951803177e-18,1.1742374178344348e-06,1.8616189133646813e-18,0.0,5.78679091801304e-28,5.591772093410576e-07,1.4429237142562123e-21,4.515642466491751e-20,3.1153366701197615e-32,6.0648011031812215e-12,2.0734818052930508e-15,1.5421535473430192e-51,1.927012120119745e-11,6.482210962856575e-35,5.572750996121977e-20,7.706420857918104e-37,1.1680047949075769e-06,3.8780550029360517e-35,4.3404626403070175e-06,4.602380619482363e-05,0.00019160691274360117,5.146112490193132e-05,6.799510790640352e-06,3.2552218036269015e-05,8.173096351385471e-07,1.7110265514319224e-05,9.273334340607052e-10,2.1189364033931607e-05,1.420224240905246e-05,3.188834932625867e-05,3.032049569179567e-07,3.987125325095679e-05
1.968405448617807e-10,0.08478463093452131,0.0,0.21006026275072412,0.031075110263184432,0.31927780936236994,0.3504320572061052,0.20696537592575145,0.09201658298998196,0.0,1.1166446287409507e-18,1.1793611527880405e-06,1.8867038047736404e-18,0.0,5.940309958583445e-28,5.682769423970681e-07,1.468241941346939e-21,4.555131723272546e-20,3.156295599252486e-32,6.117804704460394e-12,2.0825287757446797e-15,1.576094168390378e-51,1.93631566112431e-11,6.567435568707433e-35,5.670991725159068e-20,7.910864634515746e-37,1.1730741153879719e-06,3.9461673301729143e-35,4.3405281847076045e-06,4.609122286851565e-05,0.00019271171658021707,5.1555572281916615e-05,6.799438687168624e-06,3.2596205793532766e-05,8.19614799526395e-07,1.719947309213692e-05,9.354258683416385e-10,2.141269492619488e-05,1.4266596558221611e-05,3.2137986263658376e-05,3.0538531872566257e-07,4.004480965660349e-05
1.9769576737844774e-10,0.08478463093452131,0.0,0.2100581496677792,0.031075110263184432,0.3192773193176793,0.35043195826664836,0.2069652024455079,0.0920166190084636,0.0,1.1399920382509553e-18,1.1844848862903996e-06,1.9120192450414535e-18,0.0,6.097209561300268e-28,5.774816346537049e-07,1.4938916067708606e-21,4.594792842893958e-20,3.197611948153827e-32,6.1710385224823965e-12,2.0915757368927466e-15,1.6106297488073e-51,1.945628205100145e-11,6.653403864061462e-35,5.770526648919643e-20,8.119810306665436e-37,1.1781431985982939e-06,4.0151727504867656e-35,4.340593535859691e-06,4.615833885102694e-05,0.00019381716404538797,5.164938800520769e-05,6.799366480953931e-06,3.263954872653088e-05,8.21909037719739e-07,1.7288417253564986e-05,9.435537425383915e-10,2.1637083589689705e-05,1.4330658055019274e-05,3.238811300326098e-05,3.075686442313853e-07,4.021836205311896e-05
1.9855098989511478e-10,0.08478463093452131,0.0,0.21005603655863028,0.031075110263184432,0.31927682971234994,0.35043185995465476,0.20696502896937272,0.09201665531417813,0.0,1.1637026827495056e-18,1.189608618350717e-06,1.9375664033388547e-18,0.0,6.257549045777748e-28,5.867919487269794e-07,1.519875584132209e-21,4.634625824710115e-20,3.239287269164446e-32,6.224502551927765e-12,2.1006226887374326e-15,1.6457680761033097e-51,1.9549497572258095e-11,6.740119078834205e-35,5.871367083814518e-20,8.333336868717896e-37,1.1832120445572878e-06,4.085079032103289e-35,4.340658693462844e-06,4.622515767201343e-05,0.000194923238740538,5.17425762668207e-05,6.799294177285747e-06,3.2682252238939144e-05,8.241924304145232e-07,1.7377095820382844e-05,9.517170575109482e-10,2.1862525670242996e-05,1.4394425993759099e-05,3.263872364382757e-05,3.09754890763885e-07,4.0391910438540645e-05
1.9940621241178183e-10,0.08478463093452131,0.0,0.21005392343971918,0.031075110263184432,0.31927634054494236,0.350431762265957,0.20696485549734264,0.09201669190768093,0.0,1.1877800723749142e-18,1.1947323489781365e-06,1.9633464504213523e-18,0.0,6.421388509001026e-28,5.962085466945548e-07,1.5461967593274718e-21,4.6746306680757155e-20,3.2813231146202206e-32,6.278196787474457e-12,2.1096696312789174e-15,1.6815170054391978e-51,1.964280322537497e-11,6.827584442930822e-35,5.973524395069434e-20,8.55152435018797e-37,1.1882806532836643e-06,4.1558939768019704e-35,4.340723657275728e-06,4.629168280119042e-05,0.00019602992436805187,5.1835141233945214e-05,6.799221781206607e-06,3.272432171836104e-05,8.264650582276753e-07,1.7465506658120128e-05,9.599158140830312e-10,2.208901679271625e-05,1.4457899508632492e-05,3.288981230867543e-05,3.1194401601072945e-07,4.0565454810934914e-05
2.0026143492844887e-10,0.08478463093452131,0.0,0.2100518103274033,0.031075110263184432,0.31927585181402945,0.35043166519641555,0.20696468202941498,0.09201672878952175,0.0,1.2122277247908933e-18,1.1998560781817411e-06,1.9893605586285134e-18,0.0,6.588788832075561e-28,6.057320900704277e-07,1.5728580305439508e-21,4.7148073723460283e-20,3.3237210368522483e-32,6.332121223797879e-12,2.118716564517383e-15,1.717884459919452e-51,1.9736199059299584e-11,6.915803186246072e-35,6.077009996713559e-20,8.774453824741504e-37,1.1933490247961007e-06,4.2276254199149563e-35,4.34078842711498e-06,4.635791764926829e-05,0.00019713720473093336,5.192708704612885e-05,6.799149297524795e-06,3.2765762535823515e-05,8.287270016849713e-07,1.7553647675708305e-05,9.6815001304241e-10,2.2316552561617723e-05,1.452107777325351e-05,3.314137314578311e-05,3.1413597801720493e-07,4.0738995168396916e-05
2.0111665744511592e-10,0.08478463093452131,0.0,0.21004969723795555,0.031075110263184432,0.31927536351819713,0.3504315687419184,0.20696450856558682,0.0920167659602449,0.0,1.2370491649902447e-18,1.204979805970553e-06,2.0156099018832274e-18,0.0,6.7598116870052365e-28,6.15363239779801e-07,1.5998623082583244e-21,4.7551559368768897e-20,3.366482588186841e-32,6.3862758555709335e-12,2.1277634884530077e-15,1.7548784308846858e-51,1.9829685121574273e-11,7.004778538664323e-35,6.181835351567946e-20,9.002207419220382e-37,1.1984171591132385e-06,4.300281230325928e-35,4.340853002854073e-06,4.6423865568876494e-05,0.00019824506373245917,5.2018417815460705e-05,6.799076730826364e-06,3.2806580045285794e-05,8.30978341209181e-07,1.7641516825131444e-05,9.764196551412068e-10,2.254512856170859e-05,1.4583960000204833e-05,3.339340032789049e-05,3.163307351851941e-07,4.0912531509050474e-05
2.0197187996178296e-10,0.08478463093452131,0.0,0.2100475841875644,0.031075110263184432,0.31927487565604334,0.35043147289838084,0.2069643351058558,0.09201680342038926,0.0,1.262247925098843e-18,1.2101035323535354e-06,2.0420956556909314e-18,0.0,6.9345195434991375e-28,6.251026561341485e-07,1.6272125152352064e-21,4.795676361024708e-20,3.4096093209455304e-32,6.440660677464049e-12,2.1368104030859734e-15,1.792506978204066e-51,1.9923261458345375e-11,7.094513730059558e-35,6.288011971234015e-20,9.234868322705752e-37,1.203485056253687e-06,4.3738693104689586e-35,4.340917384422217e-06,4.648952985547597e-05,0.00019935348537582887,5.2109137626753525e-05,6.79900408548653e-06,3.284677958316115e-05,8.332191571084877e-07,1.772911210107625e-05,9.847247410962005e-10,2.2774740358603128e-05,1.464654544058496e-05,3.364588805259426e-05,3.1852824627202127e-07,4.108606383104799e-05
2.0282710247845e-10,0.08478463093452131,0.0,0.2100454711923333,0.031075110263184432,0.31927438822617793,0.3504313776617448,0.20696416165021947,0.09201684117048835,0.0,1.2878275441799496e-18,1.2152272573395909e-06,2.068818997138817e-18,0.0,7.112975675807027e-28,6.349509988064753e-07,1.6549115865257074e-21,4.8363686441464525e-20,3.453102787445065e-32,6.495275684145224e-12,2.145857308416459e-15,1.8307782305677356e-51,2.0016928114372402e-11,7.185011990295373e-35,6.39555141608199e-20,9.472520795619441e-37,1.2085527162360208e-06,4.4483975963273816e-35,4.340981571803241e-06,4.655491374825999e-05,0.0002004624537638107,5.219925053772464e-05,6.798931365680476e-06,3.2886366467851626e-05,8.354495295651787e-07,1.7816431540581386e-05,9.93065271589134e-10,2.300538349936278e-05,1.4708833383556638e-05,3.3898830542438656e-05,3.2072847038926675e-07,4.125959213257032e-05
2.0368232499511706e-10,0.08478463093452131,0.0,0.21004335826828108,0.031075110263184432,0.31927390122722293,0.35043128302797977,0.20696398819867562,0.0920168792110703,0.0,1.31379156803887e-18,1.2203509809375637e-06,2.095781104895007e-18,0.0,7.2952441695834695e-28,6.449089268067682e-07,1.6829624694659947e-21,4.8772327855996636e-20,3.4969645399974116e-32,6.5501208702800594e-12,2.1549042044446443e-15,1.8697003857792365e-51,2.0110685133037145e-11,7.276276549224974e-35,6.504465295239356e-20,9.71525017886349e-37,1.2136201390787821e-06,4.5238740574326565e-35,4.341045565034498e-06,4.662002043104349e-05,0.00020157195309838363,5.228876057917581e-05,6.7988585753935955e-06,3.292534599929514e-05,8.376695386246023e-07,1.7903473222686197e-05,1.0014412472670147e-09,2.3237053513084292e-05,1.4770823155896613e-05,3.415222204500165e-05,3.2293136700155073e-07,4.1433116411826645e-05
2.045375475117841e-10,0.08478463093452131,0.0,0.21004124543134126,0.031075110263184432,0.3192734146578118,0.35043118899308157,0.20696381475122227,0.09201691754265816,0.0,1.3401435490279813e-18,1.2254747031562392e-06,2.1229831592077064e-18,0.0,7.481389928780623e-28,6.54977098457641e-07,1.7113681236758544e-21,4.918268784742441e-20,3.541196130909755e-32,6.605196230531801e-12,2.1639510911707108e-15,1.909281711047932e-51,2.020453255635278e-11,7.368310636691191e-35,6.614765266579292e-20,9.963142902997875e-37,1.2186873248004803e-06,4.6003066968632373e-35,4.341109364205782e-06,4.6684853033141264e-05,0.000202681967680375,5.237767175517177e-05,6.798785718431205e-06,3.296372345852528e-05,8.398792641843918e-07,1.799023526807889e-05,1.0098526687424188e-09,2.3469745911481787e-05,1.483251412154676e-05,3.440605683297666e-05,3.251368959252876e-07,4.160663666705443e-05
2.0539277002845115e-10,0.08478463093452131,0.0,0.21003913269736266,0.031075110263184432,0.31927292851658945,0.3504310955530727,0.2069636413078575,0.09201695616576967,0.0,1.3668870458521494e-18,1.230598424004344e-06,2.150426341904324e-18,0.0,7.671478682569683e-28,6.651561713701722e-07,1.7401315210572492e-21,4.9594766409334513e-20,3.5857991124844983e-32,6.660501759561377e-12,2.1729979685948368e-15,1.9495305432814242e-51,2.0298470424972934e-11,7.461117482526464e-35,6.726463036709093e-20,1.0216286497456341e-36,1.2237542734195914e-06,4.67770355124343e-35,4.341172969458244e-06,4.674941463023469e-05,0.0002037924819090956,5.246598804321761e-05,6.798712798427747e-06,3.300150410724309e-05,8.420787859839427e-07,1.80767158387443e-05,1.0182995365937913e-09,2.3703456189462884e-05,1.4893905681166666e-05,3.4660329204249876e-05,3.2734501732741064e-07,4.178015289651927e-05
2.062479925451182e-10,0.08478463093452131,0.0,0.2100370200821085,0.031075110263184432,0.31927244280221206,0.3504310027040019,0.20696346786857953,0.09201699508091753,0.0,1.3940256233745537e-18,1.2357221434905473e-06,2.178111836390573e-18,0.0,7.865576992290959e-28,6.754468024199354e-07,1.7692556457928835e-21,5.000856353531922e-20,3.630775037019262e-32,6.716037452027428e-12,2.1820448367172024e-15,1.990455289377971e-51,2.0392498778200713e-11,7.554700316552863e-35,6.839570360958596e-20,1.0474769599800353e-36,1.22882098495456e-06,4.75607269074226e-35,4.341236380983312e-06,4.681370824522737e-05,0.0002049034802819704,5.255371339443505e-05,6.798639818855526e-06,3.3038693187401174e-05,8.442681835941498e-07,1.816291313761121e-05,1.0267818513657463e-09,2.3938179825698755e-05,1.4954997271687678e-05,3.4915033481973196e-05,3.295556917240706e-07,4.1953665098514765e-05
2.0710321506178524e-10,0.08478463093452131,0.0,0.21003490760125695,0.031075110263184432,0.3192719575133464,0.3504309104419445,0.20696329443338674,0.09201703428860934,0.0,1.4215628524229479e-18,1.2408458616234606e-06,2.2060408276495424e-18,0.0,8.0637522584326e-28,6.858496477232254e-07,1.798743494344761e-21,5.0424079218976374e-20,3.676125456806888e-32,6.771803302586352e-12,2.191091695537986e-15,2.032064426518902e-51,2.0486617653997657e-11,7.649062368582074e-35,6.954099043368595e-20,1.0738681965011204e-36,1.2338874594237993e-06,4.835422219072341e-35,4.341299599021641e-06,4.68777368490899e-05,0.00020601494739416615,5.264085173373741e-05,6.798566783032978e-06,3.3075295920799506e-05,8.464475364073956e-07,1.82488254081994e-05,1.0352996135693663e-09,2.4173912283188307e-05,1.5015788365868541e-05,3.517016401463294e-05,3.3176887997930484e-07,4.212717327136247e-05
2.0795843757845228e-10,0.08478463093452131,0.0,0.2100327952704008,0.031075110263184432,0.31927147264867073,0.3504308187630015,0.20696312100227762,0.09201707378934777,0.0,1.449502309596365e-18,1.2459695784116379e-06,2.2342145022407427e-18,0.0,8.266072727637931e-28,6.96365362613474e-07,1.828598075452747e-21,5.0841313453909443e-20,3.721851924135431e-32,6.82779930589234e-12,2.2001385450573697e-15,2.0743665024610303e-51,2.058082708899274e-11,7.744206868415406e-35,7.070060936679256e-20,1.100811447482014e-36,1.2389536968456896e-06,4.915760273488734e-35,4.341362623862059e-06,4.694150336169334e-05,0.0002071268679382158,5.272740696000356e-05,6.798493694132511e-06,3.311131750869313e-05,8.486169236277838e-07,1.8334450934266453e-05,1.0438528236825e-09,2.4410649009816272e-05,1.5076278471852656e-05,3.54257151761145e-05,3.3398454330368153e-07,4.230067741341171e-05
2.0881366009511933e-10,0.08478463093452131,0.0,0.21003068310504738,0.031075110263184432,0.3192709882068734,0.3504307276632998,0.2069629475752507,0.09201711358363056,0.0,1.477847577072299e-18,1.2510932938635767e-06,2.2626340482991273e-18,0.0,8.472607499741405e-28,7.069946016178621e-07,1.8588224101331305e-21,5.126026623372746e-20,3.767955991288171e-32,6.8840254565974095e-12,2.209185385275531e-15,2.117370135829066e-51,2.0675127118491278e-11,7.840137045843803e-35,7.187467942318511e-20,1.1283159147076677e-36,1.244019697238581e-06,4.997095024787815e-35,4.341425455840513e-06,4.700501065263218e-05,0.00020823922670364016,5.28133829462506e-05,6.798420555187955e-06,3.314676313141124e-05,8.507764242616204e-07,1.8419788039454374e-05,1.0524414821500576e-09,2.464838543890547e-05,1.5136467132726932e-05,3.568168136576272e-05,3.3620264325291786e-07,4.2474177523039516e-05
2.0966888261178637e-10,0.08478463093452131,0.0,0.21002857112061868,0.031075110263184432,0.31927050418665315,0.3504306371389921,0.2069627741523047,0.0920171536719505,0.0,1.5066022424143727e-18,1.2562170079877176e-06,2.2913006555340887e-18,0.0,8.68342653483318e-28,7.17738018434122e-07,1.889419531677184e-21,5.1680937552045033e-20,3.814439210543601e-32,6.9404817493514404e-12,2.218232216192649e-15,2.1610840164080222e-51,2.0769517776483788e-11,7.93685613064783e-35,7.306332010390483e-20,1.1563909145154913e-36,1.2490854606207922e-06,5.079434677306132e-35,4.341488095339048e-06,4.706826154203633e-05,0.00020935200857656597,5.289878353980544e-05,6.798347369101607e-06,3.318163794798781e-05,8.529261171081325e-07,1.8504835086936075e-05,1.0610655893843091e-09,2.488711698976302e-05,1.5196353926082453e-05,3.593805700843845e-05,3.3842314172647315e-07,4.264767359865052e-05
2.1052410512845342e-10,0.08478463093452131,0.0,0.2100264593324512,0.031075110263184432,0.3192700205867191,0.35043054718625666,0.20696260073343842,0.09201719405479564,0.0,1.5357698983805126e-18,1.2613407207924455e-06,2.320215515228428e-18,0.0,8.898600660352277e-28,7.285962659075359e-07,1.920392485649728e-21,5.210332740248229e-20,3.8613031341754357e-32,6.997168178802217e-12,2.227279037808904e-15,2.2055169054356258e-51,2.086399909565486e-11,8.034367352597687e-35,7.426665139663869e-20,1.1850458787397955e-36,1.254150987010611e-06,5.162787468919287e-35,4.341550542784773e-06,4.713125880137249e-05,0.00021046519853934142,5.2983612562475324e-05,6.7982741386509116e-06,3.3215947095803394e-05,8.550660807504265e-07,1.8589590479061887e-05,1.069725145765175e-09,2.512683906822068e-05,1.5255938463576861e-05,3.6194836554571064e-05,3.4064600096611844e-07,4.2821165638676795e-05
2.1137932764512046e-10,0.08478463093452131,0.0,0.21002434775579598,0.031075110263184432,0.31926953740579045,0.35043045780129684,0.20696242731865075,0.0920172347326493,0.0,1.5653541427316551e-18,1.2664644322860898e-06,2.349379820237307e-18,0.0,9.118201578208344e-28,7.395699960081245e-07,1.951744329887688e-21,5.252743577866495e-20,3.90854931445261e-32,7.054084739595464e-12,2.2363258501244753e-15,2.2506776358947205e-51,2.0958571107391977e-11,8.132673941453205e-35,7.548479377560357e-20,1.2142903556600382e-36,1.2592162764262944e-06,5.247161671040776e-35,4.341612798648857e-06,4.719400515423503e-05,0.0002115787816701492,5.306787381071701e-05,6.79820086649481e-06,3.3249695690237825e-05,8.57196393546676e-07,1.867405265700605e-05,1.0784201516405216e-09,2.5367547067169248e-05,1.5315220390498547e-05,3.645201448020706e-05,3.4287118355448143e-07,4.29946536415778e-05
2.122345501617875e-10,0.08478463093452131,0.0,0.21002223640581866,0.031075110263184432,0.3192690546425959,0.35043036898034163,0.20696225390794065,0.09201727570599007,0.0,1.5953585780409917e-18,1.2715881424769247e-06,2.3787947649871638e-18,0.0,9.342301871932002e-28,7.506598598080304e-07,1.9834781344986595e-21,5.2953262674224215e-20,3.9561793036392757e-32,7.1112314263748745e-12,2.245372653139541e-15,2.296575112805671e-51,2.1053233841794296e-11,8.231779126963849e-35,7.671786820143027e-20,1.244134010952875e-36,1.2642813288860705e-06,5.332565588620873e-35,4.341674863445514e-06,4.725650327712622e-05,0.00021269274314261662,5.3151571055805046e-05,6.7981275551797415e-06,3.3282888824334016e-05,8.593171336215443e-07,1.8758220100413256e-05,1.087150607326453e-09,2.56092363670871e-05,1.537419938533276e-05,3.670958528705511e-05,3.450986524135703e-07,4.316813760584025e-05
2.1308977267845455e-10,0.08478463093452131,0.0,0.21002012529759917,0.031075110263184432,0.31926857229587424,0.3504302807196446,0.20696208050130718,0.09201731697529193,0.0,1.6257868115037816e-18,1.2767118513731685e-06,2.408461545474613e-18,0.0,9.570975013853737e-28,7.618665074590921e-07,2.015596981859472e-21,5.338080808279682e-20,4.0041946539948046e-32,7.168608233782158e-12,2.2544194468542812e-15,2.3432183135187655e-51,2.1147987327681354e-11,8.331686138868717e-35,7.79659961210474e-20,1.2745866286480158e-36,1.2693461444081366e-06,5.419007560145481e-35,4.341736737731015e-06,4.731875580022633e-05,0.00021380706822542333,5.3234708043998844e-05,6.798054207145345e-06,3.3315531568472286e-05,8.614283788578275e-07,1.884209132704545e-05,1.0959165131075995e-09,2.5851902336562773e-05,1.543287515932958e-05,3.696754350252712e-05,3.4732837080327485e-07,4.3341617529977976e-05
2.139449951951216e-10,0.08478463093452131,0.0,0.21001801444613233,0.031075110263184432,0.31926809036437354,0.3504301930154842,0.2069619070987494,0.0920173585410243,0.0,1.65664245474774e-18,1.2818355589829853e-06,2.4383813592653216e-18,0.0,9.80429537231142e-28,7.73190588170613e-07,2.048103966614744e-21,5.3810071998025004e-20,4.0525969177737863e-32,7.226215156457062e-12,2.263466231268875e-15,2.3906162880066157e-51,2.1242831592601802e-11,8.432398206896552e-35,7.922929946756566e-20,1.3056581120878807e-36,1.2744107230106602e-06,5.506495957635008e-35,4.341798422102705e-06,4.738076530815325e-05,0.0002149217422819066,5.3317288496708556e-05,6.7979808247298585e-06,3.33476289700554e-05,8.635302068883246e-07,1.8925664892428705e-05,1.1047178692374087e-09,2.6095540332811768e-05,1.549124745607389e-05,3.722588367977581e-05,3.495603023198456e-07,4.3515093412531846e-05
2.1480021771178865e-10,0.08478463093452131,0.0,0.21001590386632724,0.031075110263184432,0.319267608846851,0.35043010586416395,0.20696173370026658,0.09201740040365204,0.0,1.687929123644025e-18,1.2869592653144858e-06,2.46855540549286e-18,0.0,1.004233821888633e-27,7.846327501873204e-07,2.0810021956754532e-21,5.42410544135565e-20,4.1013876472260343e-32,7.284052189037423e-12,2.2725130063835017e-15,2.4387781591565508e-51,2.133776666284209e-11,8.533918560765733e-35,8.050790066016169e-20,1.3373584848910584e-36,1.279475064711779e-06,5.59503918664322e-35,4.341859917198025e-06,4.744253434071203e-05,0.00021603675076966488,5.339931611066001e-05,6.797907410175238e-06,3.337918605320382e-05,8.656226950879247e-07,1.900893938950046e-05,1.1135546759384312e-09,2.634014570218745e-05,1.5549316051057314e-05,3.748460039772875e-05,3.517944108943545e-07,4.368856525206962e-05
2.156554402284557e-10,0.08478463093452131,0.0,0.21001379357300773,0.031075110263184432,0.3192671277420733,0.35043001926201156,0.20696156030585794,0.09201744256363564,0.0,1.7196504381188367e-18,1.2920829703757262e-06,2.4989848848575256e-18,0.0,1.0285179735667736e-27,7.961936407675167e-07,2.114294788217495e-21,5.467375532304447e-20,4.1505683945965775e-32,7.342119326159194e-12,2.2815597721983396e-15,2.4877131230630197e-51,2.1432792563435056e-11,8.636250430184285e-35,8.180192260396245e-20,1.3696978919195633e-36,1.2845391695296032e-06,5.684645686256108e-35,4.341921223693551e-06,4.750406539363423e-05,0.00021715207924015838,5.348079455805844e-05,6.797833965632018e-06,3.341020781846135e-05,8.677059205659103e-07,1.9091913448257064e-05,1.1224269334026103e-09,2.6585713780686148e-05,1.560708075125225e-05,3.774368826111875e-05,3.5403066079113323e-07,4.386203304718586e-05
2.1651066274512274e-10,0.08478463093452131,0.0,0.21001168358091243,0.031075110263184432,0.31926664704881563,0.350429933205379,0.2069613869155228,0.0920174850214311,0.0,1.751810021965643e-18,1.2972066741747085e-06,2.529670999625153e-18,0.0,1.053289702254606e-27,8.078739061614239e-07,2.1479848756802433e-21,5.510817472014763e-20,4.200140712125666e-32,7.400416562456477e-12,2.290606528713568e-15,2.5374304493199788e-51,2.1527909318168538e-11,8.739397044849869e-35,8.311148868992906e-20,1.4026866002498952e-36,1.2896030374822123e-06,5.775323929090755e-35,4.341982342304039e-06,4.756536091930746e-05,0.0002182677133383082,5.356172748675118e-05,6.7977604931639095e-06,3.344069924251068e-05,8.697799601584721e-07,1.9174585735401686e-05,1.1313346417915637e-09,2.683223989444639e-05,1.566454139468798e-05,3.800314190051101e-05,3.5626901660619425e-07,4.403549679650184e-05
