Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27),HNOH(93),CH3OX(210),CH2X(34),CHX(35)
2.0805592762088288e-14,0.10125681075141572,0.0,0.25142056372773136,0.031075110263184432,0.319409662502348,0.35048477785626997,0.20701220589597835,0.09201815283318626,0.0,2.3687696683310336e-29,2.625289376890339e-09,2.027641045196665e-26,0.0,1.9235285683764123e-47,4.171704984561231e-19,7.514882526083107e-34,7.878581674547042e-25,1.0244638438418213e-38,4.162009921587822e-18,1.748988973933593e-16,2.4160104467490987e-62,1.0050371770924286e-12,1.4875719502505397e-40,9.128915616096465e-33,4.981981949654411e-55,2.6252879683130317e-09,8.815932483042358e-46,4.2703638747033866e-08,1.4669805577319256e-08,9.344445276684631e-09,1.1657980248782194e-08,9.647840931044539e-09,4.7013824527175246e-09,4.818444344783294e-12,8.539570429469309e-13,1.0001864743867243e-12,1.983353312763215e-16,8.539655870853833e-13,1.8473358618741164e-14,1.1103542150994402e-13,4.636295294431719e-09,7.92580838224908e-16,9.941732418525256e-14
2.503171267054162e-14,0.10125681075141572,0.0,0.25142054401129144,0.031075110263184432,0.319409658567817,0.35048477495586755,0.20701220299726827,0.09201814421707287,0.0,4.1252871004357e-29,3.158549234278093e-09,3.5312007406801753e-26,0.0,5.821385148542389e-47,6.994223466465154e-19,1.4816334629752913e-33,1.1404309060139012e-24,1.7841360912539201e-38,6.024524263764552e-18,2.104250987382158e-16,6.090059645609809e-62,1.2091845229823468e-12,2.5906534596814423e-40,1.9106073292819159e-32,1.5078440381111768e-54,3.1585471526350963e-09,1.8469814921415768e-45,5.131896403959154e-08,1.7647353640159353e-08,1.1244212015372099e-08,1.4025122761637518e-08,1.1604787211772216e-08,5.657348974535505e-09,6.025505455480978e-12,1.2362251646493457e-12,1.2034070778809753e-12,3.4543169749287206e-16,1.2362400453276398e-12,2.7491886041840712e-14,1.5949867447617517e-13,5.578014216062955e-09,9.542107040739e-16,1.4409997802924678e-13
2.9257832578994955e-14,0.10125681075141572,0.0,0.2514205243154662,0.031075110263184432,0.31940965463355575,0.35048477205576084,0.20701220009949062,0.09201813562071519,0.0,6.587322078941955e-29,3.6918090872533387e-09,5.638675652954214e-26,0.0,1.477715511617578e-46,1.0861422487487128e-18,2.642021515720767e-33,1.5580168237364556e-24,2.8489360173382385e-38,8.230469927303317e-18,2.4595129952067973e-16,1.327435194173966e-61,1.4133318513911533e-12,4.136795380363695e-40,3.563200986523909e-32,3.8277154541192434e-54,3.6918062018971143e-09,3.447037456568931e-45,5.991453370745217e-08,2.0624144158501288e-08,1.3144547294581442e-08,1.639196967285184e-08,1.3560801245496541e-08,6.613653373315182e-09,7.309434265824207e-12,1.6890454816531901e-12,1.4066474351944063e-12,5.51629720171706e-16,1.6890692446136983e-12,3.858454605369686e-14,2.1671758532400346e-13,6.519724707647417e-09,1.1158391261710533e-15,1.970515220585359e-13
3.348395248744829e-14,0.10125681075141572,0.0,0.2514205046402096,0.031075110263184432,0.3194096506995642,0.3504847691559496,0.20701219720264488,0.09201812704406788,0.0,9.87398756984712e-29,4.225068935816526e-09,8.452025123048795e-26,0.0,3.3063781250097376e-46,1.5937284473613248e-18,4.374157115251586e-33,2.040615917976567e-24,4.2703785138778787e-38,1.0779843837916311e-17,2.8147749974091106e-16,2.603663545122352e-61,1.617479162344658e-12,6.200799869982796e-40,6.109009544650348e-32,8.564763354298706e-54,4.2250651161039995e-09,5.913052288996083e-45,6.849039305097683e-08,2.3600177325942685e-08,1.5045451147218586e-08,1.8758521019509368e-08,1.5515883476403057e-08,7.57029547136276e-09,8.670132900351686e-12,2.212437709883639e-12,1.6099075464727596e-12,8.269172978686486e-16,2.2124733309826634e-12,5.1879264441694425e-14,2.8269522805220944e-13,7.461426769418582e-09,1.2774661095257644e-15,2.5827188095641747e-13
3.771007239590162e-14,0.10125681075141572,0.0,0.25142048498547603,0.031075110263184432,0.3194096467658422,0.350484766256434,0.2070121943067307,0.09201811848708577,0.0,1.4104396537233326e-28,4.758328779968105e-09,1.2073208478582621e-25,0.0,6.72525251397147e-46,2.2385938827457157e-18,6.839524267752677e-33,2.5882281860889747e-24,6.099978470647684e-38,1.3672642921400799e-17,3.170036993990697e-16,4.71378623436347e-61,1.8216264558686745e-12,8.857469082923314e-40,9.823439817922009e-32,1.7421374029085856e-53,4.75832389526066e-09,9.512332152110147e-45,7.70465872666366e-08,2.6575453336031837e-08,1.6946923606045064e-08,2.1124776838689236e-08,1.747003434846537e-08,8.527275091043107e-09,1.0107503634634162e-11,2.806421550705591e-12,1.813187411861831e-12,1.1812851461950602e-15,2.806472436004399e-12,6.750380408081019e-14,3.574346750417245e-13,8.403120401609582e-09,1.4390916558216694e-15,3.277609794135988e-13
4.193619230435495e-14,0.10125681075141572,0.0,0.2514204653512196,0.031075110263184432,0.31940964283238976,0.3504847633572138,0.20701219141174756,0.09201810994972374,0.0,1.9397661940852426e-28,5.291588619708525e-09,1.66041850316763e-25,0.0,1.269184812822265e-45,3.037166194656665e-18,1.021958152538489e-32,3.200853625428961e-24,8.389250774346708e-38,1.6908864103639033e-17,3.525298984953156e-16,8.013132146324235e-61,2.0257737319890157e-12,1.2181605168718892e-39,1.501895983002172e-31,3.2878158312648026e-53,5.291582539371994e-09,1.454818966684501e-44,8.558316144727196e-08,2.9549972382267717e-08,1.88489647036783e-08,2.349073716746554e-08,1.9423254305445235e-08,9.48459205477972e-09,1.1621448894994748e-11,3.471016690931889e-12,2.0164870315074698e-12,1.6247267949351486e-15,3.471086676787619e-12,8.558576521828622e-14,4.4093899705646407e-13,9.344805604453202e-09,1.6007157658434784e-15,4.055187421257613e-13
5.0388432121261614e-14,0.10125681075141572,0.0,0.2514204261439562,0.031075110263184432,0.3194096349662931,0.3504847575596598,0.2070121856245728,0.09201809293368023,0.0,3.3649213882018233e-28,6.358108285957684e-09,2.8803354908084766e-25,0.0,3.809700476761756e-45,5.161215539283593e-18,2.0549474650339687e-32,4.621144007215483e-24,1.4552871957189625e-37,2.44115604683298e-17,4.235822950027075e-16,2.005439641632204e-60,2.4340682321219355e-12,2.1131486537459594e-39,3.1288451057322836e-31,9.869308776191843e-53,6.3580994224782725e-09,3.0322922957410364e-44,1.0259762955803128e-07,3.549674035692899e-08,2.265475294511532e-08,2.822177150207853e-08,2.332690324814626e-08,1.1400237304408797e-08,1.487867345159193e-11,5.0121195441186735e-12,2.4231455341521093e-12,2.818819672890392e-15,5.012240961797194e-12,1.2963154126860385e-13,6.342545411352345e-13,1.122815072302768e-08,1.923959682193236e-15,5.858399591160883e-13
5.884067193816828e-14,0.10125681075141572,0.0,0.2514203870180561,0.031075110263184432,0.3194096271012737,0.3504847517632874,0.20701217984111694,0.09201807599557858,0.0,5.358154700223634e-28,7.424627934567601e-09,4.586520895299104e-25,0.0,9.646952624654941e-45,8.097591790370155e-18,3.7214975196626515e-32,6.3014870421891586e-24,2.3173361100951375e-37,3.328790834074122e-17,4.946346892643639e-16,4.353087568035494e-60,2.842362662949957e-12,3.36488610848476e-39,5.815842204357664e-31,2.4991686593568585e-52,7.424615765461932e-09,5.63838456835681e-44,1.1953415606237154e-07,4.14404827969324e-08,2.6462816129595466e-08,3.2951624319839914e-08,2.7226833850368006e-08,1.3317229800809957e-08,1.8441028986325835e-11,6.835903473118428e-12,2.8298830555745315e-12,4.489200375899168e-15,6.8360968338674324e-12,1.850341515881559e-13,8.626663940809299e-13,1.3111462126997318e-08,2.247197868751783e-15,7.992349295701082e-13
6.729291175507495e-14,0.10125681075141572,0.0,0.251420347973157,0.031075110263184432,0.31940961923733097,0.35048474596809615,0.2070121740613766,0.0920180591350618,0.0,8.014756487181516e-28,8.49114756554187e-09,6.860542114288718e-25,0.0,2.1565192987211819e-44,1.1978245809324511e-17,6.238680652778104e-32,8.241882709211613e-24,3.4662837206186655e-37,4.353788313097701e-17,5.656870812815607e-16,8.515089784745334e-60,3.2506570246796397e-12,5.033214585820642e-39,9.946279073967937e-31,5.586835795908596e-52,8.491131568361986e-09,9.64536411180674e-44,1.363930979964029e-07,4.738120124849559e-08,3.027315451289357e-08,3.7680295917160455e-08,3.112304965458977e-08,1.5235568125480188e-08,2.2307740311636986e-11,8.942525449113635e-12,3.23669959694344e-12,6.715918247393314e-15,8.942814709811058e-12,2.528085691003273e-13,1.1261990638478024e-12,1.4994739818211883e-08,2.5704303352692467e-15,1.0457030511955747e-12
7.574515157198161e-14,0.10125681075141572,0.0,0.25142030900889895,0.031075110263184432,0.3194096113744644,0.3504847401740859,0.2070121682853481,0.09201804235177447,0.0,1.1430017103025379e-27,9.557667178884084e-09,9.783966523472548e-25,0.0,4.3831000891715667e-44,1.6935364194620206e-17,9.855528129356578e-32,1.0442330987153074e-23,4.943341923744219e-37,5.51614602504879e-17,6.367394710555726e-16,1.5384607084409954e-59,3.658951317517565e-12,7.177975784641839e-39,1.5962847021416333e-30,1.1355323127868995e-51,9.557646831217348e-09,1.5483109111969324e-43,1.5317481076066615e-07,5.331889725704843e-08,3.408576834850136e-08,4.240778659037011e-08,3.5015554199911406e-08,1.7155250860853012e-08,2.6478034628450898e-11,1.1332142210957323e-11,3.643595159428383e-12,9.579067466959182e-15,1.1332554775557055e-11,3.339671885178912e-13,1.4248770325680511e-12,1.6877983798515646e-08,2.893657091586216e-15,1.3252437217644796e-12
8.419739138888828e-14,0.10125681075141572,0.0,0.25142027012492313,0.031075110263184432,0.3194096035126735,0.35048473438125627,0.207012162513028,0.09201802564536282,0.0,1.5699226898448317e-27,1.062418677459784e-08,1.3438361476191181e-24,0.0,8.264814824033965e-44,2.310136945199746e-17,1.4853028820842957e-31,1.2902831854892339e-23,6.789722612084227e-37,6.815861511206776e-17,7.077918585876727e-16,2.610900900196552e-59,4.067245541670338e-12,9.859011397641893e-39,2.4367535153880135e-30,2.1411923247070104e-51,1.0624161554066852e-08,2.363910527941374e-43,1.6987964812763588e-07,5.925357236723341e-08,3.790065788763539e-08,4.713409663571816e-08,3.89043510220566e-08,1.907627659029795e-08,3.0951141518292515e-11,1.4004910265347075e-11,4.0505697441997595e-12,1.3158786983800181e-14,1.4005476986321594e-11,4.2951983432532375e-13,1.7587247565691287e-12,1.8761194069747364e-08,3.2168781476597375e-15,1.6378563391127469e-12
1.011018710227016e-13,0.10125681075141572,0.0,0.25142019259639226,0.031075110263184432,0.3194095877923162,0.3504847227991377,0.20701215097949874,0.0920179924617596,0.0,2.7180655416179387e-27,1.2757225913154335e-08,2.3266332313186443e-24,0.0,2.477432148108756e-43,3.959091116105433e-17,3.027372457996064e-31,1.8603991275322306e-23,1.17552989950899e-36,9.82735597193019e-17,8.4989662693122555e-16,6.517500637447202e-59,4.883833784746946e-12,1.7069272605171815e-38,5.064570557611901e-30,6.418462444287034e-51,1.2757189379903151e-08,4.914381604004573e-43,2.0306010366418818e-07,7.11138660671359e-08,4.553726507001956e-08,5.658317602742304e-08,4.667083562285141e-08,2.292235136955879e-08,4.080272319882717e-11,2.0200525118834335e-11,4.864755985287632e-12,2.2788716154468742e-14,2.0201506511245113e-11,6.678336998284387e-13,2.532027166805184e-12,2.2527513492322533e-08,3.863303198701034e-15,2.362295005809796e-12
1.1800635065651494e-13,0.10125681075141572,0.0,0.2514201153847278,0.031075110263184432,0.31940957207625487,0.35048471122173813,0.20701213946076052,0.09201795958145421,0.0,4.3221364794105474e-27,1.4890264981240083e-08,3.69969930029649e-24,0.0,6.263772740985914e-43,6.251097565754091e-17,5.538778673635452e-31,2.5345360801702996e-23,1.869270793122445e-36,1.33882520281743e-16,9.920013863223822e-16,1.4119096137052935e-58,5.7004217555627095e-12,2.714273162248524e-38,9.398260533073694e-30,1.622818660342223e-50,1.4890215046179734e-08,9.121145460541394e-43,2.3593726250801878e-07,8.296209468961372e-08,5.3182978024572644e-08,6.602753646065637e-08,5.4422531675364664e-08,2.6773781148917804e-08,5.185636931896527e-11,2.7530617426651868e-11,5.679258329587149e-12,3.624771023477552e-14,2.7532178318544182e-11,9.757776590775713e-13,3.446301429738478e-12,2.629369810053882e-08,4.50970556779127e-15,3.2190142352445524e-12
1.3491083029032827e-13,0.10125681075141572,0.0,0.25142003848711886,0.031075110263184432,0.3194095563644849,0.3504846996490553,0.20701212795678522,0.09201792700167433,0.0,6.458367776800169e-27,1.702330397888379e-08,5.528288156849699e-24,0.0,1.3981480407008097e-42,9.292945326520636e-17,9.359349495788034e-31,3.3126940265372237e-23,2.7931644419595853e-36,1.7498530014969148e-16,1.1341061367712865e-15,2.7574748597645877e-58,6.517009455771213e-12,4.055812176308384e-38,1.6052874904240054e-29,3.622352608262095e-50,1.702323855320402e-08,1.5581559307097015e-42,2.6851389698671843e-07,9.479827056350892e-08,6.083779867991617e-08,7.546718030251107e-08,6.215946734417627e-08,3.0630554628971265e-08,6.410600143395424e-11,3.599643090241614e-11,6.494076786491894e-12,5.4178485814916417e-14,3.599876376161017e-11,1.3613385881152302e-12,4.501742268773401e-12,3.005974790891148e-08,5.156085334489093e-15,4.208009212381391e-12
1.518153099241416e-13,0.10125681075141572,0.0,0.2514199619007799,0.031075110263184432,0.31940954065700206,0.35048468808108685,0.20701211646754472,0.09201789471967295,0.0,9.202991708409905e-27,1.915634290611417e-08,7.87765356825127e-24,0.0,2.8379859616547756e-42,1.3191802548536708e-16,1.4880036784439572e-30,4.1948729497803784e-23,3.980180339784769e-36,2.2158170269455902e-16,1.2762108782880625e-15,4.975699638869845e-58,7.333596887026358e-12,5.779417624137226e-38,2.57383334203638e-29,7.3527631419608615e-50,1.9156259901282025e-08,2.4985137946456505e-42,3.0079275408707104e-07,1.0662240600510962e-07,6.850172892901239e-08,8.490210991879312e-08,6.988167074015854e-08,3.4492660525239546e-08,7.75455784417749e-11,4.559920556172833e-11,7.309211365408926e-12,7.722446952113071e-14,4.560253051861208e-11,1.8324629953893265e-12,5.698543996077894e-12,3.3825662931870344e-08,5.8024425785338965e-15,5.3292751231823345e-12
1.6871978955795492e-13,0.10125681075141572,0.0,0.2514198856229508,0.031075110263184432,0.31940952495380187,0.3504846765178302,0.20701210499301087,0.09201786273272826,0.0,1.2632240553118734e-26,2.128938176295989e-08,1.081304926698142e-23,0.0,5.3453810367575283e-42,1.8055217052406027e-16,2.254291381167351e-30,5.181072833060687e-23,5.463287974207985e-36,2.7367153130874464e-16,1.4183156108828158e-15,8.435403605839971e-58,8.150184050982374e-12,7.932962817254348e-38,3.9259421911269725e-29,1.3849089296265782e-49,2.128927909071836e-08,3.8113549460089224e-42,3.32776555686525e-07,1.1843451331816414e-07,7.617477062940893e-08,9.433232767402342e-08,7.758916992057904e-08,3.8360087568149995e-08,9.216909633789304e-11,5.6340177727628406e-11,8.124662075758737e-12,1.0602979593423152e-13,5.634474259785452e-11,2.3970572700559555e-12,7.036900513126064e-12,3.7591443183760656e-08,6.448777379820636e-15,6.582807154598311e-12
1.8562426919176825e-13,0.10125681075141572,0.0,0.2514198096508962,0.031075110263184432,0.3194095092548801,0.35048466495928315,0.2070120935331558,0.09201783103814319,0.0,1.682234659784602e-26,2.3422420549449628e-08,1.4399728950884748e-23,0.0,9.477392422212079e-42,2.3991116878300143e-16,3.284117257418923e-30,6.271293659552578e-23,7.275456826639366e-36,3.3125458940551227e-16,1.5604203345656313e-15,1.3597191711469858e-57,8.96677094929379e-12,1.0564321057191857e-37,5.751578970383173e-29,2.455462021905601e-49,2.3422296121816236e-08,5.584061052157907e-42,3.6446799878274825e-07,1.302346047938953e-07,8.385692560348191e-08,1.0375783593143906e-07,8.528199288920372e-08,4.223282450301985e-08,1.0797058797141983e-10,6.822058003605736e-11,8.940428926975233e-12,1.4123930550711897e-13,6.822666034314404e-11,3.0629879288866964e-12,8.51700531124171e-12,4.1357088678843696e-08,7.095089818412083e-15,7.968600494560437e-12
2.0252874882558158e-13,0.10125681075141572,0.0,0.25141973398190565,0.031075110263184432,0.31940949356023224,0.35048465340544327,0.20701208208795147,0.09201779963324545,0.0,2.1849542142147815e-26,2.555545926561203e-08,1.870294628340943e-23,0.0,1.5985446646176244e-41,3.110781083371644e-16,4.6319121173371376e-30,7.465535412443941e-23,9.449656372285085e-36,3.9433068041886894e-16,1.7025250493465762e-15,2.1023675316111075e-57,9.78335758361545e-12,1.372136563548878e-37,8.150194716938638e-29,4.141623748092244e-49,2.555531099487748e-08,7.913228183179787e-42,3.958697557211477e-07,1.4202269271101483e-07,9.154819563867732e-08,1.1317863705299519e-07,9.296016759639949e-08,4.6110860090039056e-08,1.2494412280286362e-10,8.124164144131089e-11,9.756511928505707e-12,1.8349854248665112e-13,8.12495404391471e-11,3.8380818615863875e-12,1.0139051472141032e-11,4.5122599431297663e-08,7.741379974536915e-15,9.486650331971451e-12
2.194332284593949e-13,0.10125681075141572,0.0,0.25141965861329313,0.031075110263184432,0.31940947786985396,0.3504846418563083,0.20701207065736993,0.09201776851538708,0.0,2.7790059503679904e-26,2.7688497911475746e-08,2.378795489391818e-23,0.0,2.585603447532474e-41,3.951398904021621e-16,6.357218132846583e-30,8.763798074936078e-23,1.2018856080179512e-35,4.628996078034436e-16,1.8446297552356976e-15,3.138969325956025e-57,1.0599943955602494e-11,1.7451969833737763e-37,1.1230726352346258e-28,6.698985867003053e-49,2.7688323710202557e-08,1.0904666379396891e-41,4.269844744202341e-07,1.5379878933573778e-07,9.92485824877506e-08,1.225947333993664e-07,1.0062372193923662e-07,4.99941831042533e-08,1.4308380666360376e-10,9.540458722147846e-11,1.0572911089810801e-11,2.334537528411239e-13,9.541463591673341e-11,4.730126574386049e-12,1.1903231668473848e-11,4.8887975455218405e-08,8.387647928589299e-15,1.1136951856697167e-11
2.3633770809320823e-13,0.10125681075141572,0.0,0.2514195835423968,0.031075110263184432,0.31940946218374106,0.3504846303118758,0.20701205924138336,0.0920177376819444,0.0,3.4720131024491427e-26,2.9821536487069394e-08,2.972000837798744e-23,0.0,4.035535212819236e-41,4.931872347812812e-16,8.52468859110572e-30,1.0166081630243669e-22,1.5016025413211347e-35,5.36961175034368e-16,1.986734452243024e-15,4.5492532075651114e-57,1.1416530066910352e-11,2.18040069236231e-37,1.5111596467027144e-28,1.0455610066794235e-48,2.9821334268090514e-08,1.4673399222708616e-41,4.578147785948603e-07,1.6556290692179638e-07,1.0695808786900458e-07,1.320061273299483e-07,1.0827268376159107e-07,5.388278233554683e-08,1.6238378151703619e-10,1.1071063898387362e-10,1.1389626420364485e-11,2.9175188219114713e-13,1.1072319615831117e-10,5.7468704319644334e-12,1.3809738164363947e-11,5.2653216764620094e-08,9.033893761129444e-15,1.2919500259558081e-11
2.532421877270216e-13,0.10125681075141572,0.0,0.2514195087665792,0.031075110263184432,0.319409446501889,0.3504846187721434,0.207012047839964,0.09201770713031768,0.0,4.27159890781652e-26,3.19545749924216e-08,3.6564360297665064e-23,0.0,6.107784975946957e-41,6.06314685286456e-16,1.1204087642107423e-29,1.1672386061594723e-22,1.8474133828128788e-35,6.165151856071571e-16,2.128839140378565e-15,6.426214586253218e-57,1.2233115919194749e-11,2.682535016692822e-37,1.992071309440036e-28,1.582460665433017e-48,3.195434266883909e-08,1.934366339739044e-41,4.883632679774306e-07,1.773150577104545e-07,1.1467671346652601e-07,1.4141282120285924e-07,1.159070808542463e-07,5.7776646588625563e-08,1.8283822522129308e-10,1.271610146704617e-10,1.2206657929654026e-11,3.5904057374235496e-13,1.2717646690315918e-10,6.896022897801107e-12,1.5858762815949116e-11,5.6418323373436024e-08,9.680117552883653e-15,1.483429073232103e-11
2.7014666736083494e-13,0.10125681075141572,0.0,0.25141943428322666,0.031075110263184432,0.31940943082429357,0.35048460723710884,0.20701203645308405,0.09201767685793091,0.0,5.185386607788851e-26,3.408761342756095e-08,4.438626418171625e-23,0.0,8.999864746196763e-41,7.356206151360403e-16,1.4470290042736655e-29,1.3282711352230537e-22,2.242615077553863e-35,7.015614430375938e-16,2.270943819652309e-15,8.877137643341417e-57,1.304970151411168e-11,3.256387281553448e-37,2.579546947897508e-28,2.331771530630902e-48,3.408734891274464e-08,2.5048908244504056e-41,5.186325185371229e-07,1.8905525393052187e-07,1.2240446093042047e-07,1.5081481737494156e-07,1.2352694095499525e-07,6.167576468299994e-08,2.044413512935065e-10,1.4475692856328325e-10,1.3024005627179965e-11,4.3596816622041213e-13,1.4477569025275566e-10,8.185254772989246e-12,1.805049707192086e-11,6.018329529551929e-08,1.0326319384744494e-14,1.688131846769097e-11
2.870511469946483e-13,0.10125681075141572,0.0,0.2514193600897488,0.031075110263184432,0.3194094151509504,0.3504845957067697,0.2070120250807159,0.0920176468622317,0.0,6.220999448553814e-26,3.622065179251603e-08,5.325097352588528e-23,0.0,1.295298198811585e-40,8.822072323335891e-16,1.8403280902288488e-29,1.4997057485405666e-22,2.690504569991334e-35,7.920997508616094e-16,2.4130484900742286e-15,1.2024617375400506e-56,1.386628685331743e-11,3.906744811143145e-37,3.2882743847685684e-28,3.3559888165766466e-48,3.6220353000102186e-08,3.1931795318937e-41,5.486250826971192e-07,2.0078350779836798e-07,1.3014133187704553e-07,1.6021211820176342e-07,1.31132291748742e-07,6.558012545296798e-08,2.2718740867564324e-10,1.6349959128987113e-10,1.3841669522456076e-11,5.231836918092971e-13,1.6352210467609992e-10,9.622198433479897e-12,2.0385131974063427e-11,6.394813254464355e-08,1.0972499337770939e-14,1.9060578659302796e-11
3.0395562662846164e-13,0.10125681075141572,0.0,0.2514192861835791,0.031075110263184432,0.319409399481855,0.35048458418112355,0.20701201372283182,0.09201761714069097,0.0,7.386060682182915e-26,3.8353690087315406e-08,6.322374179316977e-23,0.0,1.825805693873433e-40,1.047180585028128e-15,2.3088155430405766e-29,1.6815424444387847e-22,3.194378803960445e-35,8.881299126351709e-16,2.5551531516542756e-15,1.6007581635530509e-56,1.468287193846854e-11,4.638394928673634e-37,4.133889918624354e-28,4.7304880451599e-48,3.835335493120542e-08,4.0144197950800557e-41,5.783434895498337e-07,2.1249983151793643e-07,1.3788732788924305e-07,1.6960472603762012e-07,1.3872316086760303e-07,6.94897177475983e-08,2.510706815019235e-10,1.8339020982865975e-10,1.4659649625009352e-11,6.213368740930381e-13,1.834169450150269e-10,1.1214448065743244e-11,2.286285815779207e-11,6.771283513450374e-08,1.1618657493188537e-14,2.1372066501713285e-11
3.20860106262275e-13,0.10125681075141572,0.0,0.2514192125621741,0.031075110263184432,0.3194093838170032,0.3504845726601682,0.20701200237940426,0.0920175876908027,0.0,8.688193567756073e-26,4.0486728311987635e-08,7.436982241409237e-23,0.0,2.5262129536126915e-40,1.2316505668541086e-15,2.861511868533281e-29,1.8737812212457996e-22,3.7575347226854495e-35,9.89651731934166e-16,2.697257804402382e-15,2.0982313158769586e-56,1.549945677122182e-11,5.456124956371158e-37,5.132978301659917e-28,6.545185053873267e-48,4.048635470634667e-08,4.984720080739407e-41,6.077902450701644e-07,2.2420423728075897e-07,1.4564245051656857e-07,1.7899264323553566e-07,1.4629957589100873e-07,7.340453043071315e-08,2.760854888678055e-10,2.044299875143872e-10,1.5477945944379966e-11,7.310781260004878e-13,2.044614424895152e-10,1.2969559900866457e-11,2.548386585269064e-11,7.147740307871674e-08,1.2264793932389522e-14,2.3815777190393124e-11
3.3776458589608835e-13,0.10125681075141572,0.0,0.25141913922301323,0.031075110263184432,0.3194093681563907,0.3504845611439011,0.20701199105040569,0.0920175585100839,0.0,1.0135021372600234e-25,4.261976646656126e-08,8.675446878696508e-23,0.0,3.4375155258254282e-40,1.436730922250179e-15,3.507948532112178e-29,2.0764220772910154e-22,4.3832692687805316e-35,1.0966650123542882e-15,2.8393624483284625e-15,2.7123471581628927e-56,1.6316041353234334e-11,6.364722215477662e-37,6.303072717298481e-28,8.906296769243243e-48,4.261935232581697e-08,6.121109945327844e-41,6.369678323267981e-07,2.358967372659694e-07,1.5340670127552062e-07,1.8837587214726415e-07,1.53861564345804e-07,7.732455238087149e-08,3.0222618460050864e-10,2.2662012404349252e-10,1.6296558490121255e-11,8.530585477528657e-13,2.266568247029893e-10,1.4895052447114956e-11,2.8248344883048627e-11,7.52418363908221e-08,1.2910908736933007e-14,2.6391705921719014e-11
3.546690655299017e-13,0.10125681075141572,0.0,0.2514190661635987,0.031075110263184432,0.31940935250001307,0.35048454963232006,0.20701197973580857,0.09201752959607412,0.0,1.1734167373647452e-25,4.47528045510648e-08,1.0044293427815178e-22,0.0,4.607718918535405e-40,1.6635392517574257e-15,4.258167933427617e-29,2.2894650109051434e-22,5.074879384250532e-35,1.2091695575109263e-15,2.981467083442414e-15,3.462511546668351e-56,1.7132625686163404e-11,7.368974026251873e-37,7.662654757743619e-28,1.193820256773896e-47,4.475234778990605e-08,7.441539990933198e-41,6.658787116915885e-07,2.475773436403177e-07,1.6118008164976765e-07,1.9775441512329174e-07,1.6140915370634942e-07,8.124977249135196e-08,3.294871570310636e-10,2.499618154795064e-10,1.711548727179968e-11,9.879299248141622e-13,2.500043156476161e-10,1.6998406720969856e-11,3.115648466839762e-11,7.900613508428273e-08,1.3557001988545081e-14,2.9099847892965825e-11
3.7157354516371506e-13,0.10125681075141572,0.0,0.25141899338145574,0.031075110263184432,0.31940933684786615,0.35048453812542263,0.20701196843558556,0.0920175009463355,0.0,1.349325485891768e-25,4.6885842565526765e-08,1.1550047222233377e-22,0.0,6.092595833749561e-40,1.913197017297907e-15,5.12272338107195e-29,2.512910020420199e-22,5.83566201049183e-35,1.3271651710390538e-15,3.12357170975411e-15,4.370172433178724e-56,1.794920977166659e-11,8.473667707970582e-37,9.231154401643893e-28,1.5785406237525477e-47,4.688534109890234e-08,8.96488182123896e-41,6.94525321047025e-07,2.5924606855818426e-07,1.6896259309037369e-07,2.0712827451283746e-07,1.6894237139462193e-07,8.518017967013603e-08,3.5786282876788453e-10,2.744562542584362e-10,1.793473229899479e-11,1.1363447258445763e-12,2.7450513570959596e-10,1.9287066476644577e-11,3.4208474224047196e-11,8.277029917248567e-08,1.4203073769118982e-14,3.194019830229888e-11
3.884780247975284e-13,0.10125681075141572,0.0,0.2514189208741313,0.031075110263184432,0.31940932119994536,0.35048452662320656,0.20701195714970919,0.09201747255845247,0.0,1.5419907129130913e-25,4.901888050997565e-08,1.3199233592277772e-22,0.0,7.956482264184159e-40,2.18682954743362e-15,6.112679067321874e-29,2.746757104169498e-22,6.668914088293323e-35,1.450651656593115e-15,3.2656763272734105e-15,5.4589220678241275e-56,1.8765793611401682e-11,9.683590578930062e-37,1.1028949991893754e-27,2.0614598632916184e-47,4.901833225309292e-08,1.0710927997569869e-40,7.229100759917986e-07,2.7090292416159323e-07,1.7675423701602232e-07,2.1649745266385525e-07,1.764612447803149e-07,8.911576283989119e-08,3.873476564718586e-10,3.0010462919414377e-10,1.8754293581299224e-11,1.2989561006570111e-12,3.001605016744462e-10,2.1768438434086545e-11,3.7404502161620043e-11,8.653432866874258e-08,1.4849124160715208e-14,3.491275234876635e-11
