Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27),HNOH(93),CH3OX(210),CH2X(34),CHX(35)
2.0755450922520985e-12,0.10125681075141572,0.0,0.2514127303738327,0.031075110263184432,0.31940778007907655,0.35048340185331706,0.2070108985297393,0.09201562593272117,0.0,2.3521923303567e-23,2.618957200077627e-07,2.012987180041054e-20,0.0,1.8492254944420485e-35,3.595704529844238e-13,4.8628291778717753e-26,7.840601819456157e-21,1.017068719370102e-32,4.135981406310684e-14,1.7447674533818176e-14,2.376471055309802e-52,1.002599081618786e-10,1.4768329428906516e-34,8.980092010439366e-25,4.791266425967583e-43,2.618800549014182e-07,8.719191907515271e-38,2.5692300162379505e-06,1.3765748660935291e-06,1.0004143119296982e-06,1.1283905026024822e-06,8.591451253474485e-07,5.06093992684558e-07,8.093821879621098e-09,8.851519363643764e-09,1.0213893958807268e-10,2.032225459592158e-10,8.860200000745672e-09,2.3590623081904937e-09,1.1113392196439447e-09,4.615094809837285e-07,7.923211725307192e-14,9.957312164706493e-10
2.1059731555929623e-12,0.10125681075141572,0.0,0.2514126328238484,0.031075110263184432,0.3194077526439705,0.3504833819806131,0.2070108805896601,0.09201560575473733,0.0,2.4571968171571093e-23,2.657351758149424e-07,2.1028239344562566e-20,0.0,2.0179495394204614e-35,3.761842748020845e-13,5.1538330789175593e-26,8.072176966013786e-21,1.0624591394845648e-32,4.258048476037436e-14,1.7703461329754424e-14,2.555852384982759e-52,1.0172972977072522e-10,1.5427420126919269e-34,9.51830360620339e-25,5.228423620411072e-43,2.6571904877459396e-07,9.241690434245221e-38,2.589402616308572e-06,1.3955042716932257e-06,1.0161073150003757e-06,1.1444237507586141e-06,8.703049731820904e-07,5.140223520168904e-07,8.306602844283639e-09,9.11783745563682e-09,1.0367185217874024e-10,2.1238275534169646e-10,9.126908238722823e-09,2.4573852381976245e-09,1.144960889200098e-09,4.682603213667166e-07,8.03919299255431e-14,1.0251195693402368e-09
2.136401218933826e-12,0.10125681075141572,0.0,0.2514125356356597,0.031075110263184432,0.31940772522120014,0.350483362122317,0.20701086268780697,0.0920155859074663,0.0,2.5652827480151197e-23,2.6957463140451103e-07,2.1952945487432675e-20,0.0,2.1993113643265575e-35,3.933193191780412e-13,5.457703652214205e-26,8.307122331250963e-21,1.1091803329183973e-32,4.381888089533062e-14,1.7959248100176818e-14,2.7459058734848015e-52,1.0319955113558018e-10,1.6105834284255908e-34,1.0080350864220362e-24,5.698324805707586e-43,2.6955803574333145e-07,9.787322758241027e-38,2.6092445090144855e-06,1.4143990522235097e-06,1.0318299350664576e-06,1.1604425912040917e-06,8.814266007952858e-07,5.219640422158682e-07,8.52160696802281e-09,9.388230248846208e-09,1.0520579283361884e-10,2.2181663295400357e-10,9.39770276749128e-09,2.558273011865641e-09,1.1791053024090227e-09,4.7501072912777155e-07,8.155170350552892e-14,1.0549346777018767e-09
2.16682928227469e-12,0.10125681075141572,0.0,0.2514124388036764,0.031075110263184432,0.3194076978107431,0.350483342278416,0.20701084482404897,0.09201556638548676,0.0,2.67649488088615e-23,2.734140867766267e-07,2.290437077572372e-20,0.0,2.3940571214185813e-35,4.109846420893294e-13,5.774814487681395e-26,8.545437914264112e-21,1.1572515270884375e-32,4.507500133208259e-14,1.8215034845132516e-14,2.9471007905737646e-52,1.0466937226611068e-10,1.6803851091760095e-34,1.0666927191663868e-24,6.2029032335513695e-43,2.733970158087207e-07,1.0356761501029175e-37,2.6287611156484514e-06,1.4332592714190931e-06,1.0475821664691017e-06,1.1764470369041353e-06,8.925101390834131e-07,5.299190070674937e-07,8.738816847022097e-09,9.662702643868179e-09,1.0674076161572886e-10,2.3152833928557426e-10,9.67258866097159e-09,2.661752190423505e-09,1.213773330775977e-09,4.817607043149857e-07,8.271143857514474e-14,1.085176513919137e-09
2.1972573456155538e-12,0.10125681075141572,0.0,0.2514123423223977,0.031075110263184432,0.3194076704125769,0.3504833224488969,0.2070108269982557,0.09201554718346638,0.0,2.7908779892470006e-23,2.772535419314468e-07,2.3882895756103584e-20,0.0,2.602965523439631e-35,4.2918934493789355e-13,6.105544510483035e-26,8.787123714150695e-21,1.2066919494060338e-32,4.634884493486308e-14,1.8470821564668507e-14,3.1599199649513242e-52,1.0613919317198197e-10,1.7521749740185485e-34,1.1278735929650898e-24,6.7441765186013895e-43,2.77235988971844e-07,1.0950688903582414e-37,2.6479577686320374e-06,1.452084992899026e-06,1.0633640033868072e-06,1.1924371008119437e-06,9.035557184943159e-07,5.378871904942586e-07,8.95821525694521e-09,9.941259508867427e-09,1.0827675858819897e-10,2.415220398840197e-10,9.951570960782802e-09,2.76784912772914e-09,1.2489658421257464e-09,4.885102469761433e-07,8.387113571830325e-14,1.1158450503597964e-09
2.2276854089564176e-12,0.10125681075141572,0.0,0.2514122461864109,0.031075110263184432,0.3194076430266789,0.3504833026337469,0.20701080921029708,0.09201552829616017,0.0,2.9084768626491706e-23,2.8109299686912907e-07,2.4888900975210143e-20,0.0,2.826848777068334e-35,4.479425746189516e-13,6.450277980554578e-26,9.032179730009211e-21,1.257520827277056e-32,4.764041056803002e-14,1.8726608258831613e-14,3.384859977374093e-52,1.0760901386285717e-10,1.825980942019591e-34,1.1916490352917638e-24,7.3242490570152e-43,2.8107495523377695e-07,1.1569796825496997e-37,2.666839712972662e-06,1.4708762801669105e-06,1.0791754398374832e-06,1.2084127958687124e-06,9.145634690288428e-07,5.458685365548585e-07,9.179785150852891e-09,1.0223905679666583e-08,1.0981378381426561e-10,2.5180190532218613e-10,1.023465467633048e-08,2.876589972409334e-09,1.284683700611579e-09,4.952593571587256e-07,8.503079552071398e-14,1.1469402593957986e-09
2.2581134722972814e-12,0.10125681075141572,0.0,0.25141215039039017,0.031075110263184432,0.3194076156530269,0.350483282832953,0.20701079146004353,0.0920155097184092,0.0,3.0293363072826444e-23,2.849324515898306e-07,2.5922766979656293e-20,0.0,3.0665535294535533e-35,4.672535235889622e-13,6.809404492130408e-26,9.280605960939183e-21,1.3097573881019106e-32,4.894969709606556e-14,1.8982394927668504e-14,3.6224313537646064e-52,1.0907883434839737e-10,1.9018309322365577e-34,1.258091366949657e-24,7.945314478882943e-43,2.8491391459558744e-07,1.221478674417008e-37,2.6854121076969117e-06,1.4896331966111254e-06,1.0950164696804987e-06,1.2243741350036477e-06,9.255335202423846e-07,5.538629894439092e-07,9.403509657144305e-09,1.0510645959835544e-08,1.1135183735727272e-10,2.6237211116530525e-10,1.052184478489455e-08,2.9880006699749545e-09,1.3209277667241103e-09,5.020080349099151e-07,8.619041856988347e-14,1.1784621134032065e-09
2.2885415356381452e-12,0.10125681075141572,0.0,0.2514120549290944,0.031075110263184432,0.3194075882915983,0.3504832630465024,0.20701077374736596,0.09201549144513903,0.0,3.1535011465503796e-23,2.8877190609370873e-07,2.6984874316034967e-20,0.0,3.322961828134868e-35,4.871314299331899e-13,7.183318973271282e-26,9.532402406041156e-21,1.363420859275554e-32,5.027670338357538e-14,1.9238181571225687e-14,3.8731587583222005e-52,1.1054865463826143e-10,1.979752863717926e-34,1.327273902039484e-24,8.609658135343276e-43,2.887528670583366e-07,1.2886369753977214e-37,2.7036800272599554e-06,1.5083558055050412e-06,1.1108870866187014e-06,1.240321131133985e-06,9.364660012464024e-07,5.61870493491663e-07,9.62937207752335e-09,1.0801485120780594e-08,1.1289091928067118e-10,2.732368379382363e-10,1.0813146231716968e-08,3.102106964911149e-09,1.3576988973002612e-09,5.087562802766011e-07,8.735000545511383e-14,1.2104105847621568e-09
2.318969598979009e-12,0.10125681075141572,0.0,0.25141195979736713,0.031075110263184432,0.31940756094237105,0.3504832432743821,0.20701075607213568,0.09201547347135842,0.0,3.281016221653334e-23,2.926113603809205e-07,2.8075603530924084e-20,0.0,3.59699209414452e-35,5.075855774328758e-13,7.572421685391841e-26,9.787569064416707e-21,1.4185304681875025e-32,5.162142829528791e-14,1.949396818954951e-14,4.137581186633753e-52,1.1201847474210606e-10,2.059774655503248e-34,1.399270947927396e-24,9.31965961985189e-43,2.925918126230784e-07,1.3585266565449934e-37,2.721648462931839e-06,1.5270441700072354e-06,1.1267872842004194e-06,1.2562537971650058e-06,9.473610407099544e-07,5.698909931637238e-07,9.85735588498919e-09,1.1096427901833336e-08,1.1443102964801822e-10,2.844002710927972e-10,1.1108563930089158e-08,3.218934402743264e-09,1.394997945532124e-09,5.155040933053832e-07,8.850955676750184e-14,1.2427856458568182e-09
2.349397662319873e-12,0.10125681075141572,0.0,0.25141186499013374,0.031075110263184432,0.31940753360532276,0.3504832235165792,0.20701073843422438,0.09201545579215803,0.0,3.4119263921860387e-23,2.964508144516227e-07,2.91953351708916e-20,0.0,3.889600108280191e-35,5.286252956320189e-13,7.977118222788195e-26,1.004610593516841e-20,1.47510544222185e-32,5.298387069605354e-14,1.9749754782686177e-14,4.416252158784324e-52,1.134882946695856e-10,2.1419242266231724e-34,1.4741578052130728e-24,1.0077795323575099e-42,2.964307512908599e-07,1.4312207504453463e-37,2.7393223241610793e-06,1.5456983531617157e-06,1.14271705582143e-06,1.2721721459900533e-06,9.582187668612147e-07,5.779244330607666e-07,1.0087444721850657e-08,1.1395479010339405e-08,1.1597216852297725e-10,2.958666009751853e-10,1.1408102761439288e-08,3.3385083320787877e-09,1.4328257609758236e-09,5.222514740425771e-07,8.966907309993932e-14,1.275587269075349e-09
2.3798257256607367e-12,0.10125681075141572,0.0,0.2514117705024008,0.031075110263184432,0.31940750628043124,0.35048320377308084,0.20701072083350427,0.09201543840270893,0.0,3.546276536742663e-23,3.0029026830597225e-07,3.034444978250047e-20,0.0,4.201780010512164e-35,5.502599599037705e-13,8.39781951216553e-26,1.0308013017399871e-20,1.5331650087572764e-32,5.4364029450843905e-14,2.0005541350681703e-14,4.709739912467676e-52,1.1495811443035215e-10,2.2262294960994592e-34,1.5520107676979431e-24,1.088664102481397e-42,3.0026968306272103e-07,1.5067932511364512e-37,2.7567064399160085e-06,1.5643184178981321e-06,1.158676394726913e-06,1.288076190490548e-06,9.690393074889863e-07,5.859707579182533e-07,1.0319622397764203e-08,1.1698643121747036e-08,1.1751433596931714e-10,3.0764002279348775e-10,1.1711767575419355e-08,3.460853906625686e-09,1.4711831895603678e-09,5.289984225342179e-07,9.082855504711161e-14,1.3088154268098511e-09
2.4102537890016005e-12,0.10125681075141572,0.0,0.2514116763292553,0.031075110263184432,0.3194074789676743,0.3504831840438742,0.20701070326984805,0.09201542129826132,0.0,3.6841115535336126e-23,3.0412972194412564e-07,3.1523327912313685e-20,0.0,4.534565312569914e-35,5.724989915164463e-13,8.834941812165837e-26,1.0573290310215694e-20,1.5927283951670652e-32,5.576190342475118e-14,2.026132789358197e-14,5.018627596096671e-52,1.1642793403405543e-10,2.312718382945002e-34,1.6329071223535268e-24,1.1748874512575764e-42,3.0410860793969525e-07,1.5853191140249215e-37,2.773805560004121e-06,1.5829044270319943e-06,1.1746652940133772e-06,1.303965943536005e-06,9.798227899442138e-07,5.940299126061518e-07,1.0553872887795149e-08,1.2005924879695395e-08,1.1905753205091203e-10,3.197247365852799e-10,1.2019563189992075e-08,3.5859960871873113e-09,1.5100710735964696e-09,5.357449388260653e-07,9.198800320549628e-14,1.3424700914563346e-09
2.4406818523424643e-12,0.10125681075141572,0.0,0.2514115824658621,0.031075110263184432,0.31940745166702966,0.35048316432894633,0.20701068574312875,0.09201540447414336,0.0,3.825476361012668e-23,3.079691753662395e-07,3.273235010689918e-20,0.0,4.889029923721317e-35,5.953518576991548e-13,9.288906712895629e-26,1.0841937812721479e-20,1.6538148288191123e-32,5.717749148298729e-14,2.0517114411432695e-14,5.34351346191357e-52,1.1789775349034276e-10,2.401418806163846e-34,1.716925149289905e-24,1.2667278244326932e-42,3.0794752592280917e-07,1.6668742558041121e-37,2.7906243563697657e-06,1.6014564432648866e-06,1.1906837466305627e-06,1.3198414179840488e-06,9.905693411414816e-07,6.021018421286551e-07,1.0790180330502064e-08,1.2317328896102743e-08,1.2060175683174056e-10,3.3212494718531423e-10,1.233149439151759e-08,3.713959643634135e-09,1.5494902517853604e-09,5.424910229636072e-07,9.314741817336348e-14,1.376551235414673e-09
2.471109915683328e-12,0.10125681075141572,0.0,0.25141148890746357,0.031075110263184432,0.3194074243784754,0.3504831446282844,0.2070106682532199,0.09201538792575974,0.0,3.970415898514664e-23,3.1180862857247006e-07,3.397189691283493e-20,0.0,5.266289189744075e-35,6.188280717070484e-13,9.760141135453788e-26,1.1113955524023845e-20,1.716443537075941e-32,5.861079249088329e-14,2.0772900904279436e-14,5.6850110591001976e-52,1.1936757280885897e-10,2.4923586847512055e-34,1.804144121724309e-24,1.3644742037926405e-42,3.117864370130825e-07,1.7515355543719336e-37,2.8071674243705413e-06,1.6199745291846843e-06,1.2067317453833236e-06,1.3357026266804323e-06,1.0012790875605187e-06,6.101864916239e-07,1.1028529026043945e-08,1.2632859751254377e-08,1.221470103758857e-10,3.448448641932958e-10,1.2647565934839978e-08,3.844769156852579e-09,1.5894415592275791e-09,5.492366749920652e-07,9.430680055077493e-14,1.4110588310885652e-09
2.501537979024192e-12,0.10125681075141572,0.0,0.2514113956493779,0.031075110263184432,0.3194073971019893,0.3504831249418757,0.20701065079999534,0.0920153716485905,0.0,4.11897512690365e-23,3.1564808156297364e-07,3.5242348876713847e-20,0.0,5.667500945074184e-35,6.429371928861977e-13,1.024907733145942e-25,1.1389343443230396e-20,1.7806337472947128e-32,6.006180531388863e-14,2.102868737216761e-14,6.0437494268880035e-52,1.2083739199924648e-10,2.585565937693484e-34,1.894644305949836e-24,1.4684265797700145e-42,3.1562534121152865e-07,1.8393808487486722e-37,2.823439284032759e-06,1.6384587472657661e-06,1.222809282933485e-06,1.3515495824590482e-06,1.0119521552476875e-06,6.182838063636882e-07,1.1268903434309894e-08,1.295252199389043e-08,1.2369329274753416e-10,3.5788870194174904e-10,1.296778254337359e-08,3.978449020671262e-09,1.6299258274317428e-09,5.559818949563975e-07,9.546615093958178e-14,1.445992850885497e-09
2.531966042365056e-12,0.10125681075141572,0.0,0.25141130268699835,0.031075110263184432,0.31940736983754947,0.3504831052697072,0.20701063338332953,0.09201535563818969,0.0,4.2711990292315833e-23,3.1948753433790634e-07,3.6544086545148805e-20,0.0,6.09386657812555e-35,6.676888267380957e-13,1.075615288257981e-25,1.1668101569449733e-20,1.846404686827244e-32,6.15305288175704e-14,2.1284473815142454e-14,6.420373287668007e-52,1.22307211071145e-10,2.6810684839682904e-34,1.9885069613042814e-24,1.5788962274641444e-42,3.194642385191542e-07,1.9304889389948254e-37,2.8394443812863478e-06,1.6569091598692295e-06,1.2389163518016794e-06,1.3673822981419479e-06,1.0225886698174728e-06,6.263937317532043e-07,1.151128817307104e-08,1.3276320141293419e-08,1.2524060401097595e-10,3.712606794639709e-10,1.3292148909189183e-08,4.1150234437649044e-09,1.6709438843233043e-09,5.627266829013035e-07,9.66254699434251e-14,1.4813532672167024e-09
2.5623941057059196e-12,0.10125681075141572,0.0,0.2514112100157916,0.031075110263184432,0.31940734258513376,0.3504830856117663,0.20701061600309728,0.09201533989018441,0.0,4.427132611407474e-23,3.2332698689742383e-07,3.787749046477766e-20,0.0,6.546632109782527e-35,6.930926249837903e-13,1.1281810700058384e-25,1.1950229901791436e-20,1.913775583020014e-32,6.301696186761283e-14,2.1540260233249067e-14,6.815543240100628e-52,1.2377703003419176e-10,2.778894242544461e-34,2.0858143401390952e-24,1.6962059860741702e-42,3.233031289369594e-07,2.0249395861289424e-37,2.8551870891795154e-06,1.6753258292431038e-06,1.2550529443691607e-06,1.3832007865393561e-06,1.0331887564539675e-06,6.345162133307401e-07,1.175566801615439e-08,1.3604258679375648e-08,1.2678894423060407e-10,3.849650204620729e-10,1.362066969309988e-08,4.254516451536222e-09,1.712496554253284e-09,5.694710388712275e-07,9.778475816773527e-14,1.517140052497127e-09
2.5928221690467834e-12,0.10125681075141572,0.0,0.25141111763129625,0.031075110263184432,0.3194073153447205,0.35048306596804,0.20701059865917373,0.09201532440027334,0.0,4.5868209028770354e-23,3.271664392416821e-07,3.9242941182268145e-20,0.0,7.027089285069961e-35,7.191582856276512e-13,1.1826499024242805e-25,1.2235728439366084e-20,1.9827656632141802e-32,6.452110332981638e-14,2.179604662653238e-14,7.229935952225406e-52,1.2524684889802134e-10,2.8790711323820754e-34,2.1866496877884515e-24,1.8206905417463504e-42,3.27142012465938e-07,2.1228135120454756e-37,2.8706717090735064e-06,1.6937088175225614e-06,1.2712190528795987e-06,1.3990050604496866e-06,1.0437525399123463e-06,6.42651196767414e-07,1.2002027891638431e-08,1.39363420627664e-08,1.283383134709138e-10,3.9900595327511074e-10,1.3953349524746931e-08,4.396951887975988e-09,1.7545846580069902e-09,5.762149629103637e-07,9.89440162197291e-14,1.5533531791453888e-09
2.6232502323876473e-12,0.10125681075141572,0.0,0.25141102552912264,0.031075110263184432,0.3194072881162876,0.3504830463385156,0.20701058135143457,0.09201530916422565,0.0,4.7503089573127823e-23,3.3100589137083687e-07,4.0640819244322924e-20,0.0,7.536576678001719e-35,7.45895553020773e-13,1.2390671424113044e-25,1.252459718128523e-20,2.0533941547455897e-32,6.604295207009739e-14,2.2051832995037193e-14,7.664244354570591e-52,1.267166676722656e-10,2.9816270724324758e-34,2.2910972425384458e-24,1.9526967138358537e-42,3.309808891070775e-07,2.22419239943265e-37,2.8859024718177573e-06,1.7120581867301327e-06,1.287414669440846e-06,1.4147951326595584e-06,1.0542801445203427e-06,6.507986278668932e-07,1.225035288007017e-08,1.4272574714898926e-08,1.2988871179650254e-10,4.1338771084730296e-10,1.4290193002685294e-08,4.542353417501556e-09,1.7972090128127141e-09,5.829584550626596e-07,1.0010324470841057e-13,1.589992619583747e-09
2.653678295728511e-12,0.10125681075141572,0.0,0.25141093370495077,0.031075110263184432,0.3194072608998132,0.3504830267231805,0.20701056407975593,0.09201529417787992,0.0,4.9176418533145895e-23,3.348453432850435e-07,4.207150519768451e-20,0.0,8.076480809605872e-35,7.733142179240159e-13,1.2974786796809583e-25,1.2816836126661405e-20,2.1256802849447935e-32,6.758250695448715e-14,2.230761933880813e-14,8.119177833262654e-52,1.2818648636655371e-10,3.0865899816382824e-34,2.3992422355964033e-24,2.0925837445825657e-42,3.348197588613591e-07,2.3291588916903276e-37,2.900883538905794e-06,1.7303739987759153e-06,1.30363978602669e-06,1.4305710159438091e-06,1.0647716941797133e-06,6.589584525651172e-07,1.2500628212703358e-08,1.461296102809728e-08,1.3144013927206916e-10,4.2811453069633553e-10,1.4631204694469037e-08,4.6907445267741036e-09,1.8403704323504161e-09,5.897015153718189e-07,1.0126244424457026e-13,1.627058346238062e-09
2.684106359069375e-12,0.10125681075141572,0.0,0.2514108421545297,0.031075110263184432,0.31940723369527546,0.3504830071220217,0.20701054684401426,0.09201527943714297,0.0,5.0888646951206786e-23,3.386847949844573e-07,4.353537958914032e-20,0.0,8.648237279124277e-35,8.014241175706895e-13,1.357930936716162e-25,1.3112445274608117e-20,2.1996432811370564e-32,6.913976684913142e-14,2.256340565788968e-14,8.595462423135639e-52,1.2965630499051214e-10,3.193987778933417e-34,2.5111708910603026e-24,2.2407235922003178e-42,3.3865862172975744e-07,2.4377965928478963e-37,2.915619003612176e-06,1.748656315457786e-06,1.319894394478583e-06,1.4463327230655125e-06,1.0752273123677024e-06,6.671306169300203e-07,1.2752839269757653e-08,1.495750536366291e-08,1.3299259596241363e-10,4.43190654881755e-10,1.4976389136736535e-08,4.8421485264948546e-09,1.8840697267603834e-09,5.964441438813065e-07,1.0242161544078217e-13,1.6645503315377633e-09
2.7145344224102387e-12,0.10125681075141572,0.0,0.25141075087367587,0.031075110263184432,0.31940720650265275,0.3504829875350265,0.20701052964408653,0.09201526493798864,0.0,5.2640226133290266e-23,3.425242464692337e-07,4.503282296552755e-20,0.0,9.253331908385869e-35,8.302351357288795e-13,1.4204708687215376e-25,1.3411424624239841e-20,2.2753023706423703e-32,7.071473062028981e-14,2.281919195232616e-14,9.093841000840451e-52,1.311261235537643e-10,3.303848383243115e-34,2.6269704258883214e-24,2.3975012273793594e-42,3.4249747771324135e-07,2.5501900674821603e-37,2.930112892110811e-06,1.7669051984616122e-06,1.3361784865073476e-06,1.4620802667759918e-06,1.0856471221384978e-06,6.753150671612558e-07,1.3006971578698486e-08,1.5306212051961137e-08,1.3454608193243676e-10,4.5862032997344883e-10,1.53257508352955e-08,4.996588553180516e-09,1.9283077026518774e-09,6.031863406343522e-07,1.0358075891140414e-13,1.7024685479158144e-09
2.7449624857511026e-12,0.10125681075141572,0.0,0.2514106598582728,0.031075110263184432,0.31940717932192314,0.35048296796218215,0.20701051247985008,0.09201525067645684,0.0,5.44316076562917e-23,3.4636369773952763e-07,4.656421587373821e-20,0.0,9.893301899353814e-35,8.597572027634224e-13,1.485145963576241e-25,1.3713774174672017e-20,2.3526767807754687e-32,7.230739713433513e-14,2.3074978222161753e-14,9.615073477954e-52,1.3259594206593106e-10,3.4161997134839504e-34,2.746729049868492e-24,2.5633149332021262e-42,3.4633632681277356e-07,2.6664248406352425e-37,2.9443691645749305e-06,1.7851207093614617e-06,1.352492053694867e-06,1.477813659814837e-06,1.0960312461246841e-06,6.835117495899193e-07,1.326301081253735e-08,1.5659085392507327e-08,1.3610059724713931e-10,4.744078070202124e-10,1.567929426520781e-08,5.154087570918178e-09,1.97308516311176e-09,6.099281056739532e-07,1.0473987527257825e-13,1.7408129678086816e-09
2.7753905490919664e-12,0.10125681075141572,0.0,0.2514105691042692,0.031075110263184432,0.3194071521530651,0.3504829484034761,0.20701049535118268,0.09201523664865237,0.0,5.626324337544399e-23,3.502031487954942e-07,4.812993886072407e-20,0.0,1.0569737004846697e-34,8.900002956975283e-13,1.5520042417868045e-25,1.4019493925021058e-20,2.431785738845835e-32,7.391776525775271e-14,2.3330764467440474e-14,1.015993699408823e-51,1.3406576053663018e-10,3.5310696885638452e-34,2.87053596558847e-24,2.7385766084723333e-42,3.501751690293105e-07,2.7865873977325e-37,2.958391716259038e-06,1.80330290961981e-06,1.368835087495749e-06,1.4935329149099177e-06,1.106379806538692e-06,6.91720610678275e-07,1.352094278815226e-08,1.601612965405302e-08,1.37656141971622e-10,4.905573415184037e-10,1.603702387087419e-08,5.314668373099959e-09,2.0184029077131028e-09,6.166694390428794e-07,1.0589896514222656e-13,1.779583563656298e-09
2.8058186124328302e-12,0.10125681075141572,0.0,0.2514104786076783,0.031075110263184432,0.3194071249960569,0.3504829288588953,0.2070104782579625,0.09201522285074389,0.0,5.813558543184294e-23,3.5404259963728797e-07,4.9730372473501653e-20,0.0,1.128428071243325e-34,9.20974438274059e-13,1.621094256439981e-25,1.4328583874404327e-20,2.5126484721577177e-32,7.554583385713999e-14,2.3586550688206207e-14,1.0729226109999073e-51,1.355355789754766e-10,3.648486227382092e-34,2.9984813684054225e-24,2.9237120744572684e-42,3.5401400436380277e-07,2.9107651845004403e-37,2.9721843785631176e-06,1.8214518605877542e-06,1.3852075792389761e-06,1.5092380447773992e-06,1.116692925174236e-06,6.999415970194795e-07,1.3780753464628229e-08,1.6377349074671742e-08,1.3921271617108496e-10,5.070731933806833e-10,1.6398944066118613e-08,5.4783535841375666e-09,2.0642617325237724e-09,6.234103407836755e-07,1.0705802914005124e-13,1.8187803079020344e-09
2.836246675773694e-12,0.10125681075141572,0.0,0.25141038836457696,0.031075110263184432,0.31940709785087695,0.3504829093284273,0.20701046120006816,0.09201520927896285,0.0,6.004908626007648e-23,3.5788205026506376e-07,5.1365897259157136e-20,0.0,1.2038631441499878e-34,9.52689701016457e-13,1.692465093155596e-25,1.464104402194014e-20,2.5952842080101416e-32,7.719160179920577e-14,2.384233688450267e-14,1.1323753000695234e-51,1.3700539739208216e-10,3.768477248829375e-34,3.1306564464160187e-24,3.1191613850431106e-42,3.5785283281719504e-07,3.039046606884657e-37,2.985750920079396e-06,1.8395676235052163e-06,1.4016095201295334e-06,1.5249290621217571e-06,1.1269707234077576e-06,7.081746553373083e-07,1.4042428941617378e-08,1.67427478618447e-08,1.4077031991082698e-10,5.239596269048424e-10,1.676505923427267e-08,5.645165661157078e-09,2.1106624301150092e-09,6.301508109386651e-07,1.082170678875364e-13,1.8584031729926666e-09
