Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208)
0.0,0.07865737607768974,0.0,0.1953062648009036,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.3796190151469496e-25,0.07865737607768974,0.0,0.1953062648009036,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,1.0837973644102146e-67,1.8060136143590628e-22,2.1675784705855276e-67,0.0,-5.935187461017972e-142,1.0176550870914043e-62,6.205965496219867e-104,7.634053141924615e-55,6.333540257946588e-80,5.731446002282387e-73,5.575814689315489e-32,-1.5565195554630635e-125,2.999755301991042e-41,5.7559294882570795e-83,1.1163894019480537e-104,-1.8098648178201083e-140,1.8060136149166438e-22,1.2866528289577055e-103,2.509882870392927e-19,8.57892817594452e-20,3.920363924200053e-58,6.815433713602782e-20
3.862933242411459e-25,0.07865737607768974,0.0,0.1953062648009036,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,1.6378345773450806e-66,5.056838120205374e-22,3.2756445852455715e-66,0.0,1.145797949215696e-140,6.1466367272895125e-62,1.7501815766462595e-102,4.610968097722468e-54,9.571246037642043e-79,8.661361199305845e-72,1.5612281130083371e-31,-1.5554106185181818e-125,8.399314845574918e-41,8.698360642448278e-82,3.148402638618282e-103,-1.807458515035882e-140,5.056838121766601e-22,3.6285668419968946e-102,7.027672037099763e-19,2.402099889264465e-19,2.367899810216832e-57,1.9083214398087776e-19
8.829561696940478e-25,0.07865737607768974,0.0,0.1953062648009036,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,1.7619076996587492e-65,1.1558487131898e-21,3.5237889686301774e-65,0.0,1.2098424289225598e-138,2.9593409951120227e-61,3.807027226361297e-101,2.2199826536716784e-53,1.0296309726362606e-77,9.317497137742288e-71,3.5685214011619134e-31,-1.5008760465585653e-125,1.9198433932742666e-40,9.357299450247768e-81,6.848468551628574e-102,-1.5681792392434078e-140,1.155848713546652e-21,7.892925459476499e-101,1.6063250370511699e-18,5.490514032604487e-19,1.1400418291573753e-56,4.361877576705772e-19
1.8762818605998514e-24,0.07865737607768974,0.0,0.1953062648009036,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,1.6194967259537053e-64,2.456178515528325e-21,3.2389691575521556e-64,0.0,9.562808700836785e-137,1.2924219625012107e-60,7.057586903383355e-100,9.695247490244264e-53,9.464082536482944e-77,8.564385132985423e-70,7.583107977469066e-31,6.295073056276855e-126,4.0796672107078166e-40,8.600970315508684e-80,1.2695924090312067e-100,1.7284117428527424e-139,2.4561785162866352e-21,1.4632153588121471e-99,3.4134407037328634e-18,1.1667342319284512e-18,4.978862183734066e-56,9.26898985049974e-19
3.862933242411459e-24,0.07865737607768974,0.0,0.1953062648009036,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,1.385513545318618e-63,5.056838120205375e-21,2.771006306304831e-63,0.0,6.777797980920444e-135,5.39560728874292e-60,1.2130188779473759e-98,4.0475749758484325e-52,8.096721863137697e-76,7.327011792560628e-69,1.5612281130083371e-30,7.56772406615415e-124,8.399314845574914e-40,7.358311186459371e-79,2.182111000780314e-99,1.351495695811302e-137,5.0568381217666014e-21,2.5148933486582705e-98,7.027672037093475e-18,2.402099889264449e-18,2.078576952610867e-55,1.9083214398087597e-18
7.836236006034673e-24,0.07865737607768974,0.0,0.1953062648009036,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070596,0.0,1.1455693924743747e-62,1.0258157329559475e-20,2.2911216000607873e-62,0.0,4.5611713263700935e-133,2.204281639193802e-59,2.0104898693226217e-97,1.6535664467534396e-51,6.694526211691089e-75,6.058115040604662e-68,3.167062743531198e-30,2.5931715964255937e-122,1.7038610115309104e-39,6.083993984751043e-78,3.61670894813957e-98,9.106944253889095e-136,1.0258157332726535e-20,4.1682512918497055e-97,1.4256134703803597e-17,4.872831203936416e-18,8.491665074374276e-55,3.8711663493263e-18
1.5782841533281102e-23,0.07865737607768974,0.0,0.19530626480090357,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070595,0.0,9.315580048251574e-62,2.0660795748267674e-20,1.863102035184824e-61,0.0,2.992782834917386e-131,8.910058879849431e-59,3.273561689541137e-96,6.683979960305815e-51,5.443877535469478e-74,4.9263585403912555e-67,6.37873200457692e-30,8.505722733967508e-121,3.4317200654777474e-39,4.947402867984459e-77,5.888938056787582e-97,5.975516162576607e-134,2.0660795754646402e-20,6.786916680150696e-96,2.8713060037179433e-17,9.814293833280234e-18,3.432466793105503e-54,7.796856168361251e-18
3.167605258777396e-23,0.07865737607768974,0.0,0.19530626480090352,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070592,0.0,7.513352788978048e-61,4.1466072585684076e-20,1.5026592868829316e-60,0.0,1.9393195537648688e-129,3.58269553590826e-58,5.2835421614323717e-95,2.687598944827128e-50,4.390684450363487e-73,3.973286632419786e-66,1.2802070526668365e-29,2.754769296886556e-119,6.887438173371415e-39,3.9902596450068274e-76,9.504979926141681e-96,3.8720466995921346e-132,4.1466072598486135e-20,1.0954110884551509e-94,5.762691070375346e-17,1.969721909196741e-17,1.3801798009703216e-53,1.5648235806430646e-17
6.346247469675967e-23,0.07865737607768974,0.0,0.19530626480090343,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070587,0.0,6.035133553759827e-60,8.307662626051688e-20,1.2070176573419636e-59,0.0,1.2489200726237536e-127,1.436821188520804e-57,8.490511687254575e-94,1.0778473826764504e-49,3.526836526195445e-72,3.1915598997559725e-65,2.564874757085125e-29,8.868252565037755e-118,1.379887438915872e-38,3.2051935464979055e-75,1.5274923016069022e-94,2.493489693998385e-130,8.30766262861656e-20,1.7602962120436587e-93,1.15454612036191e-16,3.9463069609339927e-17,5.53513830239448e-53,3.13509950825674e-17
