Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27),HNOH(93),CH3OX(210),CH2X(34)
1.1380819565643404e-15,0.06662394546715897,0.0,0.1654272522641106,0.031075110263184432,0.31940968101661604,0.3504847916220787,0.20701221954591573,0.09201819363548049,0.0,6.615652071647515e-43,2.910666291939526e-14,4.969330033380194e-41,0.0,5.7855198469873314e-67,5.661059005915895e-24,2.1108714859157946e-48,4.9856357144948167e-36,1.252615766878671e-57,1.954242040657961e-25,1.1436744061781623e-25,2.1221561953749136e-93,2.746012648143203e-21,1.7252853157834447e-61,2.6220732739235203e-46,3.165829734771155e-78,2.910666203934991e-14,5.028442657786153e-65,1.905218452019114e-09,6.513171809717159e-10,4.141493706298124e-10,5.174317968504774e-10,4.285789561541942e-10,2.084215610759212e-10,7.180151811217504e-15,1.6457923783930132e-16,2.8551113711871155e-21,4.0531651292650124e-22,1.6457901047814877e-16,1.4729412174875305e-18,3.190125294936689e-20,2.057202972661973e-10,3.324713991157109e-19
1.4607275611209958e-15,0.06662394546715897,0.0,0.1654272510364295,0.031075110263184432,0.31940968077288057,0.3504847914753789,0.20701221936609407,0.09201819309545944,0.0,1.3788947602268321e-42,3.73583857335476e-14,1.0357539843408107e-40,0.0,2.309237188272955e-66,1.1799300554173823e-23,5.533323956281916e-48,8.213187130410257e-36,2.6108164369634934e-57,3.219359861852728e-25,1.4679054664482333e-25,6.9075964115261855e-93,3.52450931350152e-21,3.595997575613589e-61,6.889116607619524e-46,1.263612051255509e-77,3.7358384283745636e-14,1.3211542047498118e-64,2.445237507202015e-09,8.359650717624071e-10,5.315606348158104e-10,6.641233388716313e-10,5.500790302998845e-10,2.67508927020025e-10,9.275181467152842e-15,2.7112285283703287e-16,3.705367216604966e-21,8.4479637109439485e-22,2.7112237895097116e-16,2.4365731600612558e-18,5.2552033927338025e-20,2.6404188544336144e-10,5.4770343190564935e-19
1.783373165677651e-15,0.06662394546715897,0.0,0.16542724980879747,0.031075110263184432,0.31940968052914515,0.3504847913286791,0.20701221918627322,0.0920181925554867,0.0,2.4939078326803164e-42,4.561010854424607e-14,1.873295102601631e-40,0.0,7.099665224296074e-66,2.1340553394833347e-23,1.205779818900951e-47,1.2242148005517131e-35,4.721996012757509e-57,4.798609736223585e-25,1.792136526428647e-25,1.795355847803889e-92,4.303007569204897e-21,6.50382231911147e-61,1.50348936084427e-45,3.884929314275485e-77,4.5610106383207424e-14,2.883308992893607e-64,2.98520827666028e-09,1.0206128877209308e-09,6.489719639099091e-10,8.108148429473839e-10,6.715782992895916e-10,3.265962791711747e-10,1.1396472761871946e-14,4.0412148042162113e-16,4.573661625868722e-21,1.5279208758874072e-21,4.0412062333899714e-16,3.647144120422789e-18,7.833023587923344e-20,3.2236347265079743e-10,8.163781375729021e-19
2.1060187702343064e-15,0.06662394546715897,0.0,0.16542724858121452,0.031075110263184432,0.3194096802854098,0.3504847911819794,0.20701221900645317,0.0920181920155622,0.0,4.097361633737898e-42,5.386183135149067e-14,3.0777292191282387e-40,0.0,1.861427581331635e-65,3.5061437933068995e-23,2.323763525562299e-47,1.7072518339166473e-35,7.757995318692818e-57,6.691991658920944e-25,2.1163675861194046e-25,4.0412304978804984e-92,5.08150741525421e-21,1.0685443818383259e-60,2.9006491198755775e-45,1.0185712692603716e-76,5.386182833773529e-14,5.562712761628036e-64,3.5251307648397393e-09,1.2052606288473833e-09,7.663833579153555e-10,9.575063090777894e-10,7.930767631288396e-10,3.856836175293917e-10,1.3544022532552503e-14,5.635751016763313e-16,5.459994599231689e-21,2.5102930661246264e-21,5.635736935352113e-16,5.107822328977688e-18,1.092358575689676e-19,3.806850588885413e-10,1.1384955144756263e-18
2.7513099793476173e-15,0.06662394546715897,0.0,0.1654272461261958,0.031075110263184432,0.31940967979793905,0.3504847908885801,0.2070122186468155,0.09201819093585807,0.0,9.117820857790242e-42,7.036527695561831e-14,6.848852901111307e-40,0.0,1.0106130511286119e-64,7.802195407396218e-23,6.811516945645653e-47,2.913748738354695e-35,1.7263795048106364e-56,1.1421151632235333e-24,2.7648297046319553e-25,1.5862142642802942e-91,6.638511878394006e-21,2.3778219049906052e-60,8.515336578917014e-45,5.530064849549094e-76,7.03652718119893e-14,1.6330297697072792e-63,4.604830914417068e-09,1.5745558866044452e-09,1.0012063406727467e-09,1.2508891275027703e-09,1.0360712753771488e-09,5.038582528671081e-10,1.7917885369444744e-14,9.618472527444115e-16,7.286776239315946e-21,5.586124960819601e-21,9.618441192260414e-16,8.791653714464107e-18,1.8642935544442492e-19,4.973282284550902e-10,1.9430582759514827e-18
3.3116767970026583e-15,0.06662394546715897,0.0,0.16542724399443226,0.031075110263184432,0.31940967937462267,0.35048479063379406,0.207012218334511,0.09201818999840644,0.0,1.5892254094723637e-41,8.469676505849107e-14,1.193748546737295e-39,0.0,3.064631283827798e-64,1.359914386461403e-22,1.430613627017915e-46,4.2215206214180334e-35,3.0090590905626007e-56,1.6547283609416492e-24,3.3279501190778804e-25,4.0054265154023807e-91,7.990609898492103e-21,4.144515501329057e-60,1.789909269951936e-44,1.676963351807387e-75,8.469675760619022e-14,3.4326043683532394e-63,5.542279084932064e-09,1.895249317331806e-09,1.2051253490883553e-09,1.5056607942130879e-09,1.24708356515198e-09,6.064803163860726e-10,2.1801300197484157e-14,1.3935506283087954e-15,8.931677088217179e-21,9.736541192239848e-21,1.3935451666298081e-15,1.2831224574826416e-17,2.70102181447806e-19,5.986204183653212e-10,2.81515709811232e-18
3.872043614657699e-15,0.06662394546715897,0.0,0.16542724186281663,0.031075110263184432,0.3194096789513064,0.35048479037900815,0.20701221802220895,0.09201818906110039,0.0,2.5396015611908443e-41,9.90282531509455e-14,1.9076272070328165e-39,0.0,7.758267609852676e-64,2.1731612656726254e-22,2.6713049526944926e-46,5.771032091211209e-35,4.808513074413421e-56,2.2620972988570963e-24,3.8910705326500945e-25,8.720055906172569e-91,9.342712715770173e-21,6.622986247599656e-60,3.3440951424870864e-44,4.245316859911136e-75,9.902824296320822e-14,6.413154066412962e-63,6.479581679836802e-09,2.215942522334763e-09,1.4090445533494455e-09,1.7604323464646615e-09,1.4580934263229107e-09,7.091023382999076e-10,2.5763878137368617e-14,1.905053389975221e-15,1.0630990014255647e-20,1.5559098800906687e-20,1.905044662155415e-15,1.7669055382706466e-17,3.692414952611007e-19,6.999126053510394e-10,3.848461997239576e-18
4.4324104323127395e-15,0.06662394546715897,0.0,0.16542723973134899,0.031075110263184432,0.31940967852799024,0.35048479012422246,0.20701221770990935,0.09201818812393989,0.0,3.8090498555430733e-41,1.1335974123298165e-13,2.8611797461108584e-39,0.0,1.7275670343785615e-63,3.259442548047791e-22,4.5800418750016895e-46,7.562283146662248e-35,7.212102205586459e-56,2.9642219742141647e-24,4.4541909453486055e-25,1.7057560108001943e-90,1.069482033023265e-20,9.933560122250358e-60,5.735980982120123e-44,9.453231050499464e-75,1.1335972788304343e-13,1.1000210181954818e-62,7.4167387217211605e-09,2.536635501613807e-09,1.612963953472512e-09,2.0152037842577696e-09,1.6691008589180298e-09,8.11724318608721e-10,2.9805603121127e-14,2.496355441330812e-15,1.2384715018552068e-20,2.333647073961598e-20,2.4963423508265142e-15,2.3321241318398737e-17,4.838472905528543e-19,8.012047894124274e-10,5.042972964493827e-18
5.553144067622821e-15,0.06662394546715897,0.0,0.1654272354688573,0.031075110263184432,0.3194096776813583,0.35048478961465124,0.2070122170853174,0.09201818625005546,0.0,7.489780452006384e-41,1.4202271736579899e-13,5.6259868889151636e-39,0.0,6.808864004279683e-63,6.409090190031303e-22,1.1297324990005567e-45,1.1870004010398737e-34,1.4181243118649656e-55,4.6527385262867086e-24,5.580431768124545e-25,5.300214053666632e-90,1.339904995072856e-20,1.9532478479689294e-59,1.4157065283915816e-43,3.725804301451473e-74,1.420226964111657e-13,2.71498128639797e-62,9.290616236793925e-09,3.1780207830021126e-09,2.02080334137055e-09,2.524746316469699e-09,2.09110843849322e-09,1.0169681544117137e-09,3.812642994947924e-14,3.91835702738404e-15,1.6055401266436884e-20,4.58867136245719e-20,3.918331287422848e-15,3.7133058206311077e-17,7.594583002473544e-19,1.0037891487629415e-09,7.915613068118476e-18
7.794611338242983e-15,0.06662394546715897,0.0,0.1654272269456481,0.031075110263184432,0.3194096759880956,0.35048478859551024,0.20701221583616267,0.09201818250403225,0.0,2.071129734435708e-40,1.9934866950641418e-13,1.5557481448185776e-38,0.0,5.66732581255549e-62,1.7722945277837854e-21,4.4319198356250783e-45,2.3386320720625755e-34,3.92150269399243e-55,9.166840359243729e-24,7.832913403192274e-25,2.9972193816186735e-89,1.8807566758128454e-20,5.401266047958722e-59,5.557636478737289e-43,3.101155749901071e-73,1.993486282212198e-13,1.0658205938573404e-61,1.303662562468934e-08,4.4607886371133225e-09,2.836484468236013e-09,3.5438300074041836e-09,2.935094455970348e-09,1.4274553267621756e-09,5.5717141217231864e-14,7.719947432106895e-15,2.4049718751100777e-20,1.2688896851359785e-19,7.719876254358416e-15,7.523706594983825e-17,1.496277818781776e-18,1.4089578323800268e-09,1.559536570520841e-17
1.0036078608863146e-14,0.06662394546715897,0.0,0.16542721842480332,0.031075110263184432,0.3194096742948347,0.3504847875763711,0.2070122145870469,0.09201817876033536,0.0,4.420851660337983e-40,2.5667462148033685e-13,3.3207808677481066e-38,0.0,2.51538182699884e-61,3.7829952803022975e-21,1.2166399782099878e-44,3.8770470686799195e-34,8.370495273095036e-55,1.519703368471085e-23,1.008539502428149e-24,1.0521639538186858e-88,2.4216160320975815e-20,1.1529068178438512e-58,1.526230018582205e-42,1.3764147697221845e-72,2.5667455303635724e-13,2.9269422030030947e-61,1.678030869401944e-08,5.743552879696799e-09,3.652168730739854e-09,4.562911867034307e-09,3.7790416193820076e-09,1.837941833444345e-09,7.457240616992872e-14,1.2798315669479357e-14,3.291462961473234e-20,2.708452717809782e-19,1.2798163740332012e-14,1.2817281825814503e-16,2.4805603318074985e-18,1.81412646922824e-09,2.585441444576748e-17
1.2277545879483308e-14,0.06662394546715897,0.0,0.16542720990632143,0.031075110263184432,0.3194096726015755,0.35048478655723375,0.20701221333796996,0.09201817501896334,0.0,8.093638939147993e-40,3.1400057328756726e-13,6.079674722339374e-38,0.0,8.13937300424752e-61,6.925879405367171e-21,2.7130290978699795e-44,5.802245384384596e-34,1.5324596144610982e-54,2.274331832770582e-23,1.2337876631392614e-24,2.8404284348970356e-88,2.962483063955479e-20,2.1107271193106866e-58,3.4041778555345453e-42,4.4538579460242694e-72,3.1400047085658284e-13,6.52839623162663e-61,2.0521666889430513e-08,7.026313510783892e-09,4.4678561299364434e-09,5.581991895377824e-09,4.62294993052688e-09,2.2484276744651024e-09,9.469119770009049e-14,1.915345556623141e-14,4.265013392991195e-20,4.958586862481903e-19,1.9153177417399042e-14,1.9696915973509114e-16,3.71230543407074e-18,2.2192950593192385e-09,3.8692758726449836e-17
1.451901315010347e-14,0.06662394546715897,0.0,0.16542720139020095,0.031075110263184432,0.319409670908318,0.35048478553809825,0.20701221208893192,0.09201817127991475,0.0,1.3384990649314339e-39,3.7132652492810593e-13,1.005441522600658e-37,0.0,2.1692199048929303e-60,1.1453821389185316e-20,5.284436882986142e-44,8.114227012673012e-34,2.5343306899042314e-54,3.180569411330294e-23,1.4590358224526068e-24,6.49019074904086e-88,3.503357771414965e-20,3.490650236880864e-58,6.631712079877372e-42,1.186995285057049e-71,3.713263816819015e-13,1.271803435572089e-60,2.4260701654676128e-08,8.309070530405948e-09,5.283546666879297e-09,6.601070092452489e-09,5.466819391203582e-09,2.65891284983132e-09,1.160724895332939e-13,2.6785360949120274e-14,5.325623176922905e-20,8.200323114942017e-19,2.6784900957671786e-14,2.8265409907657473e-16,5.1915127203188365e-18,2.6244636026646715e-09,5.4110397984091195e-17
1.6760480420723633e-14,0.06662394546715897,0.0,0.16542719287644053,0.031075110263184432,0.31940966921506225,0.3504847845189646,0.20701221083993282,0.09201816754318816,0.0,2.0590404903466093e-39,4.2865247640195296e-13,1.5466991865630885e-37,0.0,5.045122492862478e-60,1.7619697871264356e-20,9.355594781294491e-44,1.0812991947040193e-33,3.898612729044721e-54,4.238416086661575e-23,1.684283980368228e-24,1.319100606569088e-87,4.044240154504474e-20,5.3697386452819536e-58,1.174219652883364e-41,2.7606867466656214e-71,4.2865228551231786e-13,2.2518721000720785e-60,2.7997414432589956e-08,9.591823938594293e-09,6.099240342621058e-09,7.620146458276037e-09,6.31065000321063e-09,3.069397359549862e-09,1.3871525624802671e-13,3.5694025645016535e-14,6.473292320526932e-20,1.2614689810939528e-18,3.5693318033575516e-14,3.862547891584893e-16,6.918181785303686e-18,3.0296320992761833e-09,7.210733165568348e-17
2.1243414961963958e-14,0.06662394546715897,0.0,0.16542717585599395,0.031075110263184432,0.31940966582855596,0.3504847824807027,0.20701220834205125,0.09201816007669515,0.0,4.1925407872154216e-39,5.433043788495735e-13,3.1493629274299413e-37,0.0,2.065948825510991e-59,3.587677004749372e-20,2.403652657178625e-43,1.7370871707985154e-33,7.938208531264322e-54,6.808936657702923e-23,2.1347802920064673e-24,4.2741577857111955e-87,5.1260279476873546e-20,1.0933659761341302e-57,3.017309054277551e-41,1.130485451328281e-70,5.433040721884631e-13,5.786476823000874e-60,3.546387979344545e-08,1.2157319920795116e-08,7.730637114707778e-09,9.658293696240706e-09,7.998194688409369e-09,3.890364382071351e-09,1.8778111663106203e-13,5.734160828386917e-14,9.029808715784527e-20,2.568541473869054e-18,5.734016748350604e-14,6.513080243900747e-16,1.1113903630514457e-17,3.839968952343979e-09,1.1583907998942065e-16
2.5726349503204283e-14,0.06662394546715897,0.0,0.1654271588449701,0.031075110263184432,0.31940966244205654,0.35048478044244813,0.20701220584432525,0.09201815261947283,0.0,7.446261730335844e-39,6.579562806304315e-13,5.5935583859281785e-37,0.0,6.454253185309335e-59,6.372015466062896e-20,5.158709610785362e-43,2.5475884615163148e-33,1.4098843881660277e-53,9.98589340606673e-23,2.5852765980543155e-24,1.1079087954685004e-86,6.207846443731807e-20,1.9418986211887788e-57,6.476425851695002e-41,3.531761899704123e-70,6.579558308850567e-13,1.2420235630952767e-59,4.29210744965566e-08,1.4722801457636779e-08,9.36204645460056e-09,1.169643360941357e-08,9.685584000509334e-09,4.711328742084345e-09,2.418805922653905e-13,8.409615409994793e-14,1.1934562636827484e-19,4.561893805446749e-18,8.409359515260225e-14,1.0003292428504917e-15,1.6299467727809935e-17,4.650305618615624e-09,1.698879992267133e-16
3.020928404444461e-14,0.06662394546715897,0.0,0.16542714184335747,0.031075110263184432,0.319409659055564,0.3504847784042009,0.20701220334675471,0.09201814517150964,0.0,1.2056599950996128e-38,7.72608181744529e-13,9.056892425423083e-37,0.0,1.6792607932283523e-58,1.0317295483659583e-19,9.798540659576667e-43,3.5128030616516e-33,2.2828115026655064e-53,1.376928619199404e-22,3.035772898512114e-24,2.466368078592529e-86,7.28969564286568e-20,3.144221289523006e-57,1.2302361078708513e-40,9.188900911837522e-70,7.72607561602137e-13,2.359298573558481e-59,5.036901005205753e-08,1.7288268549369504e-08,1.0993468370689656e-08,1.373456619793623e-08,1.1372817953895289e-08,5.532290439643509e-09,3.0100550994432733e-13,1.159576137120108e-13,1.5187554141718136e-19,7.38634015744646e-18,1.1595347043061182e-13,1.441505399125384e-15,2.2474870835365044e-17,5.460642098184005e-09,2.342540848691423e-16
3.469221858568493e-14,0.06662394546715897,0.0,0.1654271248511445,0.031075110263184432,0.31940965566907836,0.350484776365961,0.20701220084933977,0.0920181377327941,0.0,1.825995216502834e-38,8.872600821918688e-13,1.3716979296672274e-36,0.0,3.830726828034276e-58,1.562583210126711e-19,1.7034355825211054e-42,4.632730965998824e-33,3.4573618349800637e-53,1.8159114875795553e-22,3.486269193380198e-24,4.9172626240247445e-86,8.371575545316984e-20,4.7619834898316596e-57,2.1388344963590046e-40,2.0961704935665094e-69,8.872592643397422e-13,4.101772818867796e-59,5.780769795585668e-08,1.985372119624334e-08,1.2624902871351803e-08,1.577269146195013e-08,1.3059896562950565e-08,6.353249474803388e-09,3.6514770965168127e-13,1.5292593774032804e-13,1.8788783288518786e-19,1.1186691531969925e-17,1.5291966271136527e-13,1.983010212177156e-15,2.964010971141943e-17,6.270978391141897e-09,3.089373324207859e-16
3.917515312692526e-14,0.06662394546715897,0.0,0.16542710786831977,0.031075110263184432,0.3194096522825996,0.3504847743277284,0.2070121983520803,0.09201813030331472,0.0,2.629271520199025e-38,1.0019119819724529e-12,1.975144065055398e-36,0.0,7.913092796680445e-58,2.249994511600509e-19,2.7690654590679308e-42,5.907372169352702e-33,4.978295042163125e-53,2.315537931785144e-22,3.936765482658908e-24,9.018030656974177e-86,9.45348615131388e-20,6.856834756540046e-57,3.476990859868738e-40,4.3300377116216743e-69,1.0019109390979104e-12,6.668036245416506e-59,6.523714968966994e-08,2.2419159398508145e-08,1.4256349964950284e-08,1.781080940159659e-08,1.474681984205707e-08,7.1742058476184135e-09,4.3429904452608755e-13,1.950010768066728e-13,2.273825013529169e-19,1.610775577101457e-17,1.9499204139275536e-13,2.6330042010905075e-15,3.779518111427682e-17,7.081314497581958e-09,3.9393773738819323e-16
4.8141022209405907e-14,0.06662394546715897,0.0,0.16542707393078884,0.031075110263184432,0.31940964550966283,0.3504847702512852,0.2070121933580278,0.09201811547201863,0.0,4.879206101861153e-38,1.231215779533364e-12,3.665401012075128e-36,0.0,2.7352240634668703e-57,4.175420289863176e-19,6.313211545467974e-42,8.920794452259786e-33,9.238348681320683e-53,3.4967214918592617e-22,4.837758044449559e-24,2.5286206963739733e-85,1.161739947485792e-19,1.272440258813535e-56,7.927713206413109e-40,1.4967122997833227e-68,1.2312142046760877e-12,1.5203454510404507e-58,8.006839050297653e-08,2.7549992470209244e-08,1.7519281964341753e-08,2.1887023308351714e-08,1.81202004679442e-08,8.816110606431063e-09,5.875965983010807e-13,2.9447160254818124e-13,3.168189716100111e-19,2.989123793372491e-17,2.9445483556974217e-13,4.291035586114807e-15,5.707480853394026e-17,8.701986151278674e-09,5.948900016086768e-16
5.710689129188656e-14,0.06662394546715897,0.0,0.16542704003067293,0.031075110263184432,0.3194096387367536,0.35048476617487134,0.2070121883645972,0.09201810067752977,0.0,8.1445812323784e-38,1.4605195744272821e-12,6.118572112212918e-36,0.0,7.621477116470945e-57,6.969872103752051e-19,1.2499519534643016e-41,1.2553069868733242e-32,1.5421049646105838e-52,4.920479187864218e-22,5.738750583886773e-24,5.93996248432724e-85,1.3781435615326322e-19,2.1240121017286213e-56,1.56967475174713e-39,4.170465834430312e-68,1.4605173583369735e-12,3.0102596393267126e-58,9.486282406109743e-08,3.2680767766468125e-08,2.0782264435500304e-08,2.596320791932926e-08,2.149295994658316e-08,1.0458004716514631e-08,7.608332599611058e-13,4.1436879594119684e-13,4.201849568333718e-19,4.9895184578170706e-17,4.1434080822734006e-13,6.48061921997204e-15,8.031372716208042e-17,1.0322657060013195e-08,8.371108416315826e-16
6.60727603743672e-14,0.06662394546715897,0.0,0.1654270061678805,0.031075110263184432,0.31940963196387195,0.35048476209848667,0.20701218337178828,0.09201808591975684,0.0,1.2614514422382755e-37,1.689823366654226e-12,9.476781156687204e-36,0.0,1.8242701112205073e-56,1.0795222683111655e-18,2.2397494697598978e-41,1.68041983771354e-32,2.388447509943412e-52,6.586810908352925e-22,6.639743100973255e-24,1.2309544333242365e-84,1.594559457455012e-19,3.2897186189747756e-56,2.8127395216662752e-39,9.982390587317548e-68,1.689820400080871e-12,5.394158793670541e-58,1.096205417057957e-07,3.7811485289277216e-08,2.4045297444846702e-08,3.0039363235654606e-08,2.4865098392977405e-08,1.2099888178300462e-08,9.539443285965013e-13,5.546922620147527e-13,5.374804616678436e-19,7.727794162365342e-17,5.546489146975175e-13,9.266563646871144e-15,1.0751191106745677e-16,1.1943327224522755e-08,1.1206002215960574e-15
7.503862945684786e-14,0.06662394546715897,0.0,0.16542697234232032,0.031075110263184432,0.3194096251910179,0.35048475802213136,0.207012178379601,0.09201807119860872,0.0,1.847812322893143e-37,1.9191271562142146e-12,1.3882163704952932e-35,0.0,3.9048832505397618e-56,1.581335228705879e-18,3.7258918300785293e-41,2.1674179935830642e-32,3.4986702155035565e-52,8.495716541988494e-22,7.540735595711714e-24,2.324275179830877e-84,1.810987635436291e-19,4.818879418315199e-56,4.6791912642954044e-39,2.1367487962566042e-67,1.9191233299080825e-12,8.973563363073132e-58,1.243416345520726e-07,4.2942145040626094e-08,2.7308381058586974e-08,3.411548925845089e-08,2.823661592210733e-08,1.3741760992218068e-08,1.1668653129755767e-12,7.154416058221713e-13,6.687054907582107e-19,1.1319780302650973e-16,7.153781103783312e-13,1.271346701114712e-14,1.3866933431985846e-16,1.356399664554281e-08,1.4453581056786216e-15
8.40044985393285e-14,0.06662394546715897,0.0,0.16542693855390123,0.031075110263184432,0.31940961841819127,0.35048475394580536,0.20701217338803524,0.09201805651399451,0.0,2.5924525293488196e-37,2.1484309431072672e-12,1.9476867090473523e-35,0.0,7.671284915460738e-56,2.2186148725590326e-18,5.851779194981892e-41,2.7163014503185567e-32,4.9085807900427325e-52,1.0647195977543987e-21,8.44172806810485e-24,4.0846030912768536e-84,2.0274280956600802e-19,6.760814103864934e-56,7.349144158982578e-39,4.197720567783237e-67,2.1484261478189103e-12,1.4093888274290357e-57,1.390261934888198e-07,4.807274702250142e-08,3.0571515342713175e-08,3.819158598883897e-08,3.160751264893034e-08,1.5383623158695156e-08,1.3995319307764075e-12,8.96616432440966e-13,8.138600487492e-19,1.5881301087503317e-16,8.965273507337699e-13,1.6885717826796774e-14,1.737859709900986e-16,1.5184665323807013e-08,1.8113844580923926e-15
9.297036762180916e-14,0.06662394546715897,0.0,0.16542690480253242,0.031075110263184432,0.3194096116453922,0.35048474986950856,0.20701216839709086,0.09201804186582355,0.0,3.5142838377037184e-37,2.377734727333404e-12,2.6403050422206265e-35,0.0,1.407700396026078e-55,3.007550737488248e-18,8.779031175770962e-41,3.3270702037569e-32,6.653986940423833e-52,1.3041249103902144e-21,9.342720518155372e-24,6.779422373298034e-84,2.24388083831024e-19,9.1648422770997e-56,1.1025597729297271e-38,7.702924533625322e-67,2.377728853813656e-12,2.114443674796116e-57,1.536743091794108e-07,5.320329123688703e-08,3.383470036300412e-08,4.226765342793749e-08,3.497778868838084e-08,1.7025474678157607e-08,1.6518801078799805e-12,1.0982163469727636e-12,9.72944140285483e-19,2.1528175542512424e-16,1.098095591293655e-12,2.1847495685512556e-14,2.1286179515000996e-16,1.6805333260047245e-08,2.2186792430863387e-15
1.1090210578677047e-13,0.06662394546715897,0.0,0.1654268374105834,0.031075110263184432,0.31940959809987696,0.35048474171700295,0.2070121584170658,0.09201801267844982,0.0,5.965166946129662e-37,2.836342287785003e-12,4.481855222908452e-35,0.0,4.0497378371070005e-55,5.105153070214454e-18,1.77752135761424e-40,4.7342635840907676e-32,1.1294516782755943e-51,1.855707598510423e-21,1.1144705351239387e-23,1.6365659796537503e-83,2.67682317162637e-19,1.555645747387184e-55,2.2324443132991072e-38,2.2160130606318458e-66,2.8363339300560996e-12,4.2812880378361296e-57,1.8286157235111728e-07,6.346420637111013e-08,4.03612228741331e-08,5.041970043672909e-08,4.171647916478702e-08,2.0309145777733086e-08,2.2153658807574203e-12,1.5626898603020987e-12,1.332900942572327e-18,3.654123563646629e-16,1.5624848954749388e-12,3.4395310069750844e-14,3.028909022312507e-16,2.0046666909374384e-08,3.1570739679856187e-15
1.2883384395173177e-13,0.06662394546715897,0.0,0.16542677016575089,0.031075110263184432,0.3194095845544718,0.3504847335646145,0.2070121484395249,0.09201798363576673,0.0,9.35175625042887e-37,3.2949498375691662e-12,7.026617748684207e-35,0.0,9.946025587154711e-55,8.003673705323864e-18,3.2371804137885837e-40,6.388998101284141e-32,1.7706721348988245e-51,2.50431962988401e-21,1.294669009498539e-23,3.4615076760673836e-83,3.1098146368605737e-19,2.438828175299865e-55,4.0657456314372586e-38,5.44245658913984e-66,3.2949385586378126e-12,7.797113361570345e-57,2.119041448845858e-07,7.37248904591091e-08,4.688794911396518e-08,5.8571630293729914e-08,4.845268827034147e-08,2.3592774294315467e-08,2.856814177493406e-12,2.1088589871030205e-12,1.748575934774975e-18,5.72854091019542e-16,2.108537668475065e-12,5.0866193712386356e-14,4.0875644815847207e-16,2.3287997599343747e-08,4.260541995057268e-15
1.4676558211669307e-13,0.06662394546715897,0.0,0.16542670306731624,0.031075110263184432,0.3194095710091769,0.3504847254123431,0.20701213846446723,0.09201795473705703,0.0,1.3825346849267746e-36,3.753557376686045e-12,1.0388362294434152e-34,0.0,2.1727804019913163e-54,1.1832656305002284e-17,5.451770936794399e-40,8.29127372203999e-32,2.617706220128698e-51,3.2499609160092875e-21,1.4748674749414994e-23,6.640191645122766e-83,3.5428552354927057e-19,3.6054871797196294e-55,6.847257232992349e-38,1.1889435421234713e-65,3.753542739561177e-12,1.313137237250372e-56,2.408027440240648e-07,8.398534351665217e-08,5.3414879601122994e-08,6.67234430078085e-08,5.518641692369242e-08,2.6876360231246954e-08,3.575719832583105e-12,2.736720569050034e-12,2.2199691540487362e-18,8.468706149978255e-16,2.736245556896186e-12,7.176613011114313e-14,5.304582255426079e-16,2.652932533574657e-08,5.529083039508574e-15
1.6469732028165437e-13,0.06662394546715897,0.0,0.1654266361145643,0.031075110263184432,0.31940955746399213,0.350484717260189,0.20701212849189188,0.09201792598160705,0.0,1.9537234567422005e-36,4.212164905135795e-12,1.4680877374566669e-34,0.0,4.3375706880609016e-54,1.6721656756008478e-17,8.645338057256606e-40,1.0441090413064754e-31,3.699200085682096e-51,4.092631368557508e-21,1.6550659314549818e-23,1.1815880446893314e-82,3.9759449690065717e-19,5.095078422659999e-55,1.0858393811769215e-37,2.373514874578839e-65,4.2121464728285685e-12,2.082374753031367e-56,2.695580834582556e-07,9.42455655594626e-08,5.994201485088223e-08,7.487513858779802e-08,6.19176660431209e-08,3.015990359184118e-08,4.371580947882161e-12,3.4462714481971773e-12,2.747080637548e-18,1.1967247544557165e-15,3.4456002083875123e-12,9.759782399799464e-14,6.67996027010499e-16,2.9770650124345972e-08,6.962696817050088e-15
1.8262905844661566e-13,0.06662394546715897,0.0,0.1654265693067834,0.031075110263184432,0.31940954391891746,0.35048470910815194,0.20701211852179793,0.09201789736870664,0.0,2.6638716247103762e-36,4.670772422918567e-12,2.001797034434044e-34,0.0,8.062043463470986e-54,2.280024321122203e-17,1.3071080647533067e-39,1.2838448141068387e-31,5.043799879026329e-51,5.032330899372031e-21,1.835264379041146e-23,1.9809327705022474e-82,4.409083838889888e-19,6.947057560220963e-55,1.6417190462148933e-37,4.4115430619871306e-65,4.670749758442348e-12,3.1484149373841723e-56,2.981708733379916e-07,1.0450555660321867e-07,6.646935537519318e-08,8.302671704249634e-08,6.86464365465411e-08,3.3443404379383265e-08,5.243898871336726e-12,4.237508466975859e-12,3.329910422426234e-18,1.6316785063450646e-15,4.236593271642982e-12,1.288607226460239e-13,8.213696452047569e-16,3.301197197087711e-08,8.561383043872602e-15
