Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27),HNOH(93),CH3OX(210),CH2X(34)
1.537158633456919e-22,0.06662394546715897,0.0,0.1654272565949551,0.031075110263184432,0.31940968187635504,0.3504847921395395,0.20701222018021487,0.09201819554070573,0.0,2.7245446184733295e-63,3.9313125010578245e-21,2.046529124192168e-61,0.0,2.3583999181730843e-105,1.0372032815134977e-43,1.284859447684356e-70,1.2132149494189652e-49,5.158686571927021e-78,4.7554932508633535e-39,1.5447121184466865e-32,3.706736289161784e-127,3.7089084992669112e-28,7.105296314197342e-82,2.1102498413828913e-71,1.2441668387077526e-116,3.93131250107325e-21,4.499704344285157e-92,2.573702937709895e-16,8.797068942901442e-17,5.593733002526843e-17,6.988733210572688e-17,5.788700352192181e-17,2.8150620617286146e-17,9.477173933659326e-22,4.0049087067228995e-30,3.704706898974031e-28,2.2267610086382088e-42,4.0049087067216495e-30,3.5280608496226805e-32,4.209389760517204e-31,2.778576169058083e-17,8.090428360587935e-33
3.0756527652921674e-22,0.06662394546715897,0.0,0.16542725659495452,0.031075110263184432,0.31940968187635493,0.3504847921395394,0.20701222018021478,0.09201819554070546,0.0,2.1818453976943727e-62,7.866040564670867e-21,1.6388831075083837e-60,0.0,7.635987712010609e-104,5.0853621079288025e-43,1.0286837750152951e-69,4.856021527081984e-49,4.131133136438114e-77,1.9034366176533736e-38,3.0907662978129607e-32,1.1879332624383594e-125,7.421039334332967e-28,5.689999700219719e-81,1.708283053395281e-70,4.0299105887790625e-115,7.866040564701689e-21,7.207905439370868e-91,5.149641933429543e-16,1.7601780864899573e-16,1.1192325894719011e-16,1.398353830056262e-16,1.1582429983553876e-16,5.632569876768479e-17,1.896258180787497e-21,1.6030071920194228e-29,7.412632538014019e-28,1.782762772932508e-41,1.6030071920184228e-29,1.412143784124104e-31,8.437974489444195e-31,5.559566392129218e-17,3.2382797707153937e-32
6.152641028962664e-22,0.06662394546715897,0.0,0.16542725659495336,0.031075110263184432,0.3194096818763547,0.35048479213953926,0.20701222018021462,0.09201819554070495,0.0,1.746360631289616e-61,1.573549669189695e-20,1.3117707337403746e-59,0.0,2.4961212147294333e-102,2.782127249162569e-42,8.232836148173463e-69,1.9430411369282178e-48,3.306580878600888e-76,7.61622581162322e-38,6.182874656545507e-32,3.804229976745915e-124,1.484530100447954e-27,4.554305946240509e-80,1.3972371444550397e-69,1.318327563310447e-113,1.5735496691958435e-20,1.1539355887586133e-89,1.0301519924429506e-15,3.521120470888903e-16,2.238951167910925e-16,2.797314848053903e-16,2.3169889246204026e-16,1.1267585506846952e-16,3.793339779528058e-21,6.414116781636274e-29,1.4828483980153771e-27,1.4267520363460728e-40,6.41411678162827e-29,5.65041457962884e-31,1.694177761923184e-30,1.1121546838271404e-16,1.2957337137595783e-31
1.2306617556303658e-21,0.06662394546715897,0.0,0.16542725659495103,0.031075110263184432,0.31940968187635427,0.350484792139539,0.20701222018021428,0.09201819554070392,0.0,1.397442316682568e-60,3.14744089463491e-20,1.0496823509845047e-58,0.0,8.317176419771825e-101,1.7109853849539373e-41,6.587903155883955e-68,7.773429780117902e-48,2.645934614249891e-75,3.046986263490563e-37,1.2367091374010588e-31,1.2178087216010834e-122,2.9693824344830542e-27,3.644367456736986e-79,1.1661575798116129e-68,4.398951851225545e-112,3.14744089464714e-20,1.8468336925933333e-88,2.0605275904672096e-15,7.043005239684074e-16,4.478388324791334e-16,5.595236884047807e-16,4.634480777121143e-16,2.253761676699888e-16,7.587503072598902e-21,2.566064374854761e-28,2.9660187520672373e-27,1.1416184025935652e-39,2.566064374848356e-28,2.2605337972965794e-30,3.4135918566541666e-30,2.2245507730555424e-16,5.183778586162427e-31
2.4614570610985644e-21,0.06662394546715897,0.0,0.16542725659494634,0.031075110263184432,0.3194096818763533,0.3504847921395384,0.2070122201802136,0.09201819554070187,0.0,1.1180953952862151e-59,6.295223345525335e-20,8.398521993671099e-58,0.0,2.8712991236669134e-99,1.1628514459532443e-40,5.271436418487327e-67,3.109624976549577e-47,2.1170156886635803e-74,1.2188937002283838e-36,2.4735524808940714e-31,3.897716268051818e-121,5.9390871025763974e-27,2.9158630903486647e-78,1.0100708824630927e-67,1.5224609317239665e-110,6.295223345549521e-20,2.9553633789499455e-87,4.121278785812795e-15,1.4086774777263523e-15,8.957262638561595e-16,1.1191080956030087e-15,9.26946448200545e-16,4.507767928728267e-16,1.5175830041099472e-20,1.0265092883297913e-27,5.932359722666596e-27,9.133814407428842e-39,1.026509288324667e-27,9.042871367777539e-30,6.927033921209883e-30,4.449342951512204e-16,2.0736801927074383e-30
4.923047672034962e-21,0.06662394546715897,0.0,0.16542725659493696,0.031075110263184432,0.3194096818763515,0.3504847921395373,0.20701222018021223,0.09201819554069775,0.0,8.94532936461032e-59,1.2590788247306167e-19,6.719242895262043e-57,0.0,1.0529079503873028e-97,8.478963518733431e-40,4.218330935618082e-66,1.2439006053224476e-46,1.6937197563817812e-73,4.875773197641526e-36,4.947239167880079e-31,1.2473857556240027e-119,1.1878496438855655e-26,2.332838131277911e-77,9.313908979259738e-67,5.605614554753422e-109,1.259078824735344e-19,4.728925011097402e-86,8.242781173692233e-15,2.817431385237887e-15,1.791501126613989e-15,2.238276909997257e-15,1.8539431891305397e-15,9.015780432776996e-16,3.0352485507536146e-20,4.106204236034643e-27,1.1865042713847873e-26,7.307398419106662e-38,4.106204235993646e-27,3.6172959443054383e-29,1.4252373550695782e-29,8.898927308424966e-16,8.295058299331675e-30
9.846228893907756e-21,0.06662394546715897,0.0,0.16542725659491822,0.031075110263184432,0.3194096818763478,0.3504847921395351,0.20701222018020948,0.0920181955406895,0.0,7.15648997952848e-58,2.5181918050867747e-19,5.375564441607743e-56,0.0,4.227205323210725e-96,6.453611474465268e-39,3.3763154431653953e-65,4.9757036524971e-46,1.3550186885936568e-72,1.9503489591083898e-35,9.894612541852026e-31,3.991820907706837e-118,2.3757315111784448e-26,1.866329570423303e-76,9.424084159082156e-66,2.2632368482157176e-107,2.518191805095791e-19,7.566554912832388e-85,1.6485785938204173e-14,5.634939200243532e-15,3.583050852144758e-15,4.476614538776918e-15,3.707936670803056e-15,1.8031805440842336e-15,6.07058025581516e-20,1.6425151115444152e-26,2.3730412896140643e-26,5.8460574961991184e-37,1.6425151115116185e-26,1.4469479826735286e-28,3.009687481116116e-29,1.7798096022248225e-15,3.318090826634225e-29
1.9692591337653346e-20,0.06662394546715897,0.0,0.16542725659488075,0.031075110263184432,0.31940968187634033,0.3504847921395306,0.207012220180204,0.09201819554067302,0.0,5.72528258014121e-57,5.036417765799059e-19,4.3005196046055906e-55,0.0,1.9017151621601e-94,5.031061419154558e-38,2.7035973883508727e-64,1.9903017074204634e-45,1.0840321045319908e-71,7.801475197241816e-35,1.9789359289795657e-30,1.2774125296165462e-116,4.751495245912315e-26,1.4930872828595834e-75,1.0695842445237704e-64,1.0246530103716906e-105,5.036417765815334e-19,1.2106707781092624e-83,3.297179542224032e-14,1.1269954830185129e-14,7.166150303266731e-15,8.9532897963009e-15,7.41592363339821e-15,3.606385545684457e-15,1.2141246113035095e-19,6.570127280974194e-26,4.746117006044709e-26,4.6769015019745895e-36,6.57012728071181e-26,5.787852141028084e-28,6.656116533803183e-29,3.5596433449885716e-15,1.3272498321536968e-28
3.9385316225144524e-20,0.06662394546715897,0.0,0.1654272565948058,0.031075110263184432,0.31940968187632546,0.35048479213952166,0.20701222018019302,0.09201819554064004,0.0,4.580262302996697e-56,1.0072869687223498e-18,3.440442904614726e-54,0.0,9.599074707641884e-93,3.972117226414299e-37,2.1669115331297637e-63,7.961247322704889e-45,8.672325451407842e-71,3.1206059511276585e-34,3.957885278568183e-30,4.0877678380509465e-115,9.503022715972503e-26,1.1944792769681676e-74,1.3607131726729884e-63,5.2015206284083164e-104,1.0072869687249024e-18,1.937090838798916e-82,6.594381421036169e-14,2.253998608978955e-14,1.4332349205752428e-14,1.790664031120751e-14,1.4831897555588984e-14,7.21279554883352e-15,2.4282587615862227e-19,2.6280642793608715e-25,9.492275158794358e-26,3.7415434035879344e-35,2.6280642791509618e-25,2.3151536984561822e-27,1.5859089841525808e-28,7.119310830512455e-15,5.309026331731121e-28
7.877076600012688e-20,0.06662394546715897,0.0,0.16542725659465593,0.031075110263184432,0.3194096818762957,0.35048479213950373,0.20701222018017107,0.0920181955405741,0.0,3.664224338005946e-55,2.0145773530071863e-18,2.7523652124171257e-53,0.0,5.320387171526989e-91,3.156600856791028e-36,1.7399676496383185e-62,3.184507027704244e-44,6.937887807290874e-70,1.248245554903228e-33,7.915783977744986e-30,1.3080933471515664e-113,1.9006077658462673e-25,9.555872018610346e-74,1.8966412846765696e-62,2.89496416498418e-102,2.0145773530094805e-18,3.099359417206831e-81,1.318878510668007e-13,4.5080048607883295e-14,2.8664747011690816e-14,3.581334134045528e-14,2.966384538797241e-14,1.4425615554926115e-14,4.856530977506533e-19,1.0512283851065114e-24,1.898461834384709e-25,2.9932436034694205e-34,1.0512283849385299e-24,9.260646877373055e-27,4.190549726614517e-28,1.4238645801545772e-14,2.1236159333246485e-27
1.5754166555009158e-19,0.06662394546715897,0.0,0.16542725659435614,0.031075110263184432,0.3194096818762362,0.3504847921394679,0.20701222018012716,0.0920181955404422,0.0,2.9313852686589327e-54,4.0291581215766525e-18,2.2018965259308785e-52,0.0,3.141679281214755e-89,2.516843483817434e-35,1.4022694475882615e-61,1.2738044308076858e-43,5.55032122431842e-69,4.992988568515616e-33,1.5831581376096865e-29,4.185910933285092e-112,3.8012187552922194e-25,7.644712736061643e-73,2.8102252234988195e-61,1.7138931699922878e-100,4.029158121569997e-18,4.958986327653795e-80,2.637759219004639e-13,9.016017363961043e-14,5.732954262743555e-14,7.162674339668911e-14,5.932774100474679e-14,2.885125556628917e-14,9.713091070766118e-19,4.20491888685156e-24,3.7969412232166302e-25,2.394598434647372e-33,4.2049188855079364e-24,3.704270287188708e-26,1.2456015535032136e-27,2.847731574355459e-14,8.494474534550334e-27
3.15083464650021e-19,0.06662394546715897,0.0,0.1654272565937566,0.031075110263184432,0.3194096818761172,0.3504847921393963,0.20701222018003934,0.09201819554017843,0.0,2.345110534230522e-53,8.058319658714764e-18,1.7615189639432073e-51,0.0,1.9263965127066395e-87,2.010099900473851e-34,1.1382856230147078e-60,5.0952209626823455e-43,4.440261370891274e-68,1.997196697180544e-32,3.166317617279372e-29,1.3394934542492114e-110,7.602440737975791e-25,6.115776237376819e-72,4.316839292535091e-60,1.0524486216133276e-98,8.058319658656477e-18,7.934387132327122e-79,5.275520520509316e-13,1.8032042368522318e-13,1.1465913387439697e-13,1.432535475001098e-13,1.1865553204632564e-13,5.770253558572676e-14,1.9426273902957725e-18,1.6819686237826388e-23,7.593943008165969e-25,1.9156801678693708e-32,1.681968622707871e-23,1.4817145177434523e-25,4.1211684444435285e-27,5.6954655627341e-14,3.3977919740519436e-26
6.301670628498799e-19,0.06662394546715897,0.0,0.1654272565925575,0.031075110263184432,0.31940968187587915,0.35048479213925304,0.20701222017986373,0.09201819553965088,0.0,1.8760893551053962e-52,1.611664273298769e-17,1.4092158697110547e-50,0.0,1.2059246866804333e-85,1.6067299652673108e-33,9.369796184566983e-60,2.038089032961699e-42,3.552210853273612e-67,7.988789328215875e-32,6.332636576615979e-29,4.2863821825388495e-109,1.5204884718509609e-24,4.89262340929309e-71,6.763325856215083e-59,6.593453298396616e-97,1.6116642732691214e-17,1.2695026618102191e-77,1.0551042662844362e-12,3.6064092370508277e-13,2.293183164302074e-13,2.8650715567076343e-13,2.3731111336160364e-13,1.1540509561144787e-13,3.885289015000202e-18,6.72787663126584e-23,1.5188118607206643e-24,1.5325447013990039e-31,6.72787662266783e-23,5.926903641662781e-25,1.4762197142225632e-26,1.1390933539398888e-13,1.359117221651467e-25
1.2603342592495975e-18,0.06662394546715897,0.0,0.1654272565901593,0.031075110263184432,0.3194096818754031,0.3504847921389665,0.2070122201795125,0.09201819553859576,0.0,1.5008718551714962e-51,3.2233288881520364e-17,1.1273729772343138e-49,0.0,7.631616856155812e-84,1.2848439912044867e-32,7.917450932886656e-59,8.152357427610578e-42,2.8417693852374687e-66,3.1955162391406783e-31,1.2665274495278145e-28,1.371642799039169e-107,3.0409772740243956e-24,3.9140996951832503e-70,1.0706427696569114e-57,4.1743003482873306e-95,3.223328888020781e-17,2.0312048353777618e-76,2.1102085104817537e-12,7.212819234593384e-13,4.586366817893787e-13,5.730143718673195e-13,4.746222729206412e-13,2.3081021561027375e-13,7.770712497450598e-18,2.6911510781739627e-22,3.0377157921855983e-24,1.2260359864289189e-30,2.691151071295566e-22,2.3707967827594016e-24,5.560383419239026e-26,2.2781869492358474e-13,5.436469750541025e-25
1.890501455649315e-18,0.06662394546715897,0.0,0.1654272565877611,0.031075110263184432,0.319409681874927,0.35048479213867995,0.2070122201791613,0.09201819553754065,0.0,4.4557136331437663e-51,4.834993503003987e-17,3.3468887659490437e-49,0.0,4.34614041164476e-83,3.8139249912747867e-32,2.3442661367593655e-58,1.732376034350695e-41,8.436503455227269e-66,6.79047232553287e-31,1.8997912413929264e-28,6.562186108503907e-107,4.5614660822645014e-24,1.1619984286570664e-69,4.0708747338357775e-57,2.3774025590444588e-94,4.834993502717153e-17,7.743968946426324e-76,3.165312570409412e-12,1.0819229229281302e-12,6.879550473961006e-13,8.595215879191244e-13,7.1193342940816e-13,3.4621533555648346e-13,1.1656236212919665e-17,5.718696305385848e-22,4.5566885353073314e-24,3.505696812304028e-30,5.718696285755148e-22,5.037994730611867e-24,1.160050508881496e-25,3.417280544494808e-13,1.1552498759702272e-24
2.520668652049033e-18,0.06662394546715897,0.0,0.16542725658536292,0.031075110263184432,0.31940968187445096,0.3504847921383934,0.20701222017881007,0.09201819553648553,0.0,9.708765868411862e-51,6.44665811785462e-17,7.292694759797218e-49,0.0,1.697558908240181e-82,8.309799004921446e-32,5.131607366270161e-58,2.955229778063634e-41,1.838269770874561e-65,1.1583747191959242e-30,2.5330550332569327e-28,2.1718573501156965e-106,6.081954896571276e-24,2.531933515514043e-69,1.0933892164705684e-56,9.286441409989321e-94,6.446658117358237e-17,2.083572063472557e-75,4.2204164460674435e-12,1.4425639221114583e-12,9.17273413250373e-13,1.146028803826178e-12,9.492445828241604e-13,4.616204554500767e-13,1.5541860161384477e-17,9.755423343404728e-22,6.075730090085868e-24,7.39453007669997e-30,9.75542330199447e-22,8.594307143168281e-24,1.9596584722049798e-25,4.556374139716772e-13,1.970720424900988e-24
3.781003044848468e-18,0.06662394546715897,0.0,0.1654272565805665,0.031075110263184432,0.3194096818734989,0.35048479213782036,0.20701222017810764,0.09201819553437532,0.0,2.8181553391878465e-50,9.669987347552792e-17,2.1168444079221105e-48,0.0,1.4179548129580443e-81,2.411915386134485e-31,1.5152022408563704e-57,6.118428020467544e-41,5.335930271543797e-65,2.3982677734975554e-30,3.799582616982353e-28,1.26720947704032e-105,9.122932539422929e-24,7.349422214857975e-69,4.413298707619722e-56,7.757613103054092e-93,9.669987346510647e-17,8.427363999626796e-75,6.330623764914073e-12,2.163845919808149e-12,1.3759101455399042e-12,1.7190432353005637e-12,1.4238668824474955e-12,6.924306951137764e-13,2.3313343298947317e-17,2.0197365338506644e-21,9.113974696388502e-24,2.0196755498965824e-29,2.0197365225297465e-21,1.7793700328007203e-23,4.0179257573904905e-25,6.834561330073864e-13,4.080126410916423e-24
5.041337437647904e-18,0.06662394546715897,0.0,0.1654272565757701,0.031075110263184432,0.3194096818725468,0.3504847921372473,0.2070122201774052,0.0920181955322651,0.0,6.162988011689522e-50,1.289331657724612e-16,4.629300081680008e-48,0.0,5.567542518209498e-81,5.274389906802e-31,3.3859540650001864e-57,1.0405843661142286e-40,1.1669077938121759e-64,4.0788253820573626e-30,5.06611020070371e-28,4.216159263171405e-105,1.2163910204583895e-23,1.6072357819722206e-68,1.1942746645160702e-55,3.0460977007942113e-92,1.2893316575459743e-16,2.2827412775934626e-74,8.44083040613583e-12,2.8851279164550884e-12,1.8345468787397667e-12,2.292057666242648e-12,1.8984891707757613e-12,9.23240934583987e-13,3.1085195028794094e-17,3.435042877220759e-21,1.2152472347695369e-23,4.2258368826419564e-29,3.435042853525761e-21,3.026287503520072e-23,6.795468545665131e-25,9.1127485202949e-13,6.939226449381172e-24
6.301671830447339e-18,0.06662394546715897,0.0,0.16542725657097374,0.031075110263184432,0.31940968187159474,0.3504847921366743,0.20701222017670276,0.09201819553015489,0.0,1.1562604409370341e-49,1.611664580693426e-16,8.685197111368412e-48,0.0,1.7470738451216143e-80,9.895233175656836e-31,6.567704496555985e-57,1.5897777942811666e-40,2.189277859450268e-64,6.231523584439201e-30,6.332637784420714e-28,1.1368305328942134e-104,1.5204887893647695e-23,3.015393102219959e-68,2.681214055944268e-55,9.55877963381716e-92,1.6116645804191003e-16,5.12810774206166e-74,1.0551036321331156e-11,3.606409911977293e-12,2.293183612914986e-12,2.865072096614408e-12,2.3731114470021684e-12,1.154051173846888e-12,3.885744167879205e-17,5.2479693738089586e-21,1.5191241118649636e-23,7.692974627141777e-29,5.247969330666364e-21,4.623554039182051e-23,1.0343663658076168e-24,1.1390935710370167e-12,1.0601570115385398e-23
8.82234061604621e-18,0.06662394546715897,0.0,0.16542725656138094,0.031075110263184432,0.31940968186969054,0.3504847921355282,0.20701222017529788,0.09201819552593446,0.0,3.1637392699968654e-49,2.2563304266294634e-16,2.3764282144141417e-47,0.0,1.5881820858910342e-79,2.707430443009784e-30,1.997530210459824e-56,3.0570863289910157e-40,5.990263172236796e-64,1.1982998898702196e-29,8.865692951841383e-28,6.702027942232303e-104,2.128684334498523e-23,8.250665018180751e-68,1.0388479924547429e-54,8.689851368936698e-91,2.2563304260986335e-16,1.988614003717062e-73,1.4771445928039205e-11,5.048973899576852e-12,3.2104570842527583e-12,4.011100955611137e-12,3.3223559623892375e-12,1.6156716517377397e-12,5.440314454479302e-17,1.0091659007639831e-20,2.1269609049661057e-23,2.0311721943851965e-28,1.0091658893712854e-20,8.891245091920702e-23,1.9800418751503785e-24,1.5947310090074215e-12,2.038644342599169e-23
1.3863678187243952e-17,0.06662394546715897,0.0,0.16542725654219534,0.031075110263184432,0.3194096818658822,0.350484792133236,0.20701222017248813,0.09201819551749363,0.0,1.2564736585990856e-48,3.5456621184952177e-16,9.437944279448542e-47,0.0,2.9477334869960656e-78,1.075220358597717e-29,9.84150929443708e-56,7.458364631976122e-40,2.3790228086511173e-63,2.9234887584375423e-29,1.3931803286629718e-27,7.383552292328279e-103,3.3450754538708995e-23,3.276737548988137e-67,6.676642073307199e-54,1.612926387933011e-89,3.5456621171924553e-16,1.2790102770959337e-72,2.321225630113445e-11,7.934101861080842e-12,5.045004038804563e-12,6.303158666660155e-12,5.220844845807204e-12,2.538912604995174e-12,8.549935894348676e-17,2.4620591052827818e-20,3.342964615305178e-23,7.854220920816972e-28,2.4620590612258138e-20,2.169359745119512e-22,4.809764327197302e-24,2.506005884770733e-12,4.973674676848793e-23
1.8905015758441695e-17,0.06662394546715897,0.0,0.1654272565230098,0.031075110263184432,0.31940968186207386,0.35048479213094386,0.20701222016967838,0.09201819550905278,0.0,3.1457560510675135e-48,4.834993810352536e-16,2.362920262351909e-46,0.0,1.559943981495903e-77,2.691931111266456e-29,2.876941299903639e-55,1.3816872598794091e-39,5.956213522413966e-63,5.415861748447891e-29,1.8997913621347307e-27,3.1465420326357936e-102,4.561466612083138e-23,8.203766869199732e-67,2.2027704568097115e-53,8.535701194028994e-89,4.834993807932315e-16,4.2208889561686126e-72,3.165305487701216e-11,1.081922980430896e-11,6.8795510092050055e-12,8.595216368441957e-12,7.119333532581363e-12,3.4621535548840243e-12,1.166019904022963e-16,4.5610477016988584e-20,4.5594088696080384e-23,1.9492218007949412e-27,4.5610475923582574e-20,4.019094011569404e-22,8.891724418344365e-24,3.417280760297177e-12,9.213900464530146e-23
2.898769090083718e-17,0.06662394546715897,0.0,0.16542725648463869,0.031075110263184432,0.3194096818544571,0.35048479212635947,0.20701222016405885,0.09201819549217116,0.0,1.1499189828972607e-47,7.413657194041876e-16,8.637564051652132e-46,0.0,2.3734225052455514e-76,9.84013044564594e-29,1.4102483639468756e-54,3.2403808002431755e-39,2.1772708640931114e-62,1.2701466484616162e-28,2.9130134290570327e-27,2.914962990990481e-101,6.994249044992079e-23,2.9988553151930867e-66,1.2589428115388018e-52,1.2987073569792262e-87,7.413657188350466e-16,2.4130818414844652e-71,4.853461664786544e-11,1.6589485635954114e-11,1.0548644997537535e-11,1.3179331744212302e-11,1.0916310316376146e-11,5.308635444559016e-12,1.7882649863837017e-16,1.069672690264562e-19,6.99361861181205e-23,7.07959562079266e-27,1.06967265055175e-19,9.427148400563491e-22,2.081122535272751e-23,5.239830510639674e-12,2.160875837649728e-22
4.9153041185628145e-17,0.06662394546715897,0.0,0.16542725640789666,0.031075110263184432,0.31940968183922364,0.35048479211719075,0.20701222015281978,0.09201819545840806,0.0,5.764763458641234e-47,1.2570983961319367e-15,4.3301760529541004e-45,0.0,6.750187731468982e-75,4.932999473639323e-28,1.0842940469657622e-53,9.305696346034528e-39,1.0915074629833746e-61,3.6475956840014473e-28,4.939457562816771e-27,4.61701954508482e-100,1.185981437674003e-22,1.5033834379178474e-65,1.1058819471257033e-51,3.693653838978227e-86,1.2570983944940565e-15,2.1201838845025326e-70,8.22975986688798e-11,2.812999708000376e-11,1.7886833164326388e-11,2.2347562384581816e-11,1.8510261524991755e-11,9.001599183498841e-12,3.03352494706553e-16,3.0718763297209384e-19,1.186732294210631e-22,3.537792388847495e-26,3.0718761312693036e-19,2.708137810362454e-21,5.967229849002869e-23,8.884930008483159e-12,6.205583729882884e-22
8.948374175521008e-17,0.06662394546715897,0.0,0.16542725625441312,0.031075110263184432,0.3194096818087567,0.35048479209885325,0.2070122201303417,0.09201819539088242,0.0,3.577882687788406e-46,2.2885637495469595e-15,2.687510737385374e-44,0.0,2.801482826171437e-73,3.0616332787219253e-27,1.1448100139808791e-52,3.0827875266746895e-38,6.774407455274791e-61,1.2083741023776397e-27,8.9923458299968e-27,1.0176764021719302e-98,2.1590946903923354e-22,9.33070300968697e-65,1.2792241081903676e-50,1.5329595659325464e-84,2.288563744113626e-15,2.4528547653554286e-69,1.4982299664256153e-10,5.1211019091155986e-11,3.256321025838904e-11,4.068402322064404e-11,3.3698154506499444e-11,1.6387526499740745e-11,5.527123966426019e-16,1.0176499810107846e-18,2.1635870612554427e-22,2.1931212159195383e-25,1.0176498579881753e-18,8.977330092025554e-21,1.9748166634711656e-22,1.617512899280433e-11,2.055783401855291e-21
1.7014514289437395e-16,0.06662394546715897,0.0,0.16542725594744837,0.031075110263184432,0.31940968174782275,0.35048479206217825,0.20701222008538556,0.09201819525583338,0.0,2.507893949060482e-45,4.351494456215105e-15,1.8837938613345372e-43,0.0,1.4293086757015443e-71,2.1460255677857585e-26,1.462954726663625e-51,1.1143835255999897e-37,4.74847750651619e-60,4.368099257259748e-27,1.709812236299906e-26,2.6850265717491217e-97,4.1053219413026117e-22,6.540296498828494e-64,1.726350466411989e-49,7.821140206882372e-83,4.351494436558974e-15,3.3104552061915195e-68,2.848715283560768e-10,9.737305960567974e-11,6.191596748847406e-11,7.735694311406511e-11,6.407390272673666e-11,3.1159380485674977e-11,1.0526638123065904e-15,3.678658635793009e-18,4.1257521831344134e-22,1.536697730570467e-24,3.678657773786247e-18,3.249417279123668e-20,7.134488188478891e-22,3.075552691598386e-11,7.431362456254796e-21
3.314679451727017e-16,0.06662394546715897,0.0,0.16542725533352806,0.031075110263184432,0.31940968162595496,0.35048479198882826,0.2070122199954734,0.09201819498574439,0.0,1.8755352298294543e-44,8.477355868903797e-15,1.408800939856245e-42,0.0,8.14243297357454e-70,1.6049086718813214e-25,2.0810417873758008e-50,4.229236212793471e-37,3.55116166421001e-59,1.657752747000265e-26,3.3309675423572406e-26,7.787676852329666e-96,7.997779425014915e-22,4.891178312884328e-63,2.5307679224844353e-48,4.45552535994097e-81,8.477355794274539e-15,4.85320703373189e-67,5.54959535139253e-10,1.8969712660362565e-10,1.2062149411667544e-10,1.5070277578610493e-10,1.248252481966126e-10,6.070308587134923e-11,2.057492885026529e-15,1.3961005180452986e-17,8.083904741378678e-22,1.1491084348005769e-23,1.396099873455893e-17,1.2364239662189284e-19,2.7067756657819657e-21,5.99163225804941e-11,2.820302553568107e-20
4.927907474510294e-16,0.06662394546715897,0.0,0.16542725471962003,0.031075110263184432,0.31940968150408716,0.3504847919154784,0.20701221990556148,0.09201819471566744,0.0,5.843642883067002e-44,1.2603217280729022e-14,4.389431016023407e-42,0.0,5.681704906952818e-69,5.000444716020307e-25,8.895728867507512e-50,9.347612927108074e-37,1.1064425904904726e-58,3.6640258883063e-26,4.952122847690421e-26,4.336654288484765e-95,1.1890240884583292e-21,1.5239542760282192e-62,1.0914549864669245e-47,3.1090202102569252e-80,1.2603217115756603e-14,2.0930878398475902e-66,8.250354667659747e-10,2.820211748934457e-10,1.7932703696918582e-10,2.24048598971747e-10,1.855763923728303e-10,9.024678780876661e-11,3.068890017449454e-15,3.085712194374595e-17,1.2087153715528545e-21,3.580233868123563e-23,3.085710186051854e-17,2.738720737291769e-19,5.981959030223208e-21,8.907711800254226e-11,6.233536070132664e-20
6.541135497293572e-16,0.06662394546715897,0.0,0.16542725410572426,0.031075110263184432,0.31940968138221937,0.35048479184212844,0.20701221981564974,0.09201819444560258,0.0,1.3203540319156299e-43,1.672907869169078e-14,9.917794611153826e-42,0.0,2.497111582936512e-68,1.1298357841177873e-24,2.5526541526042418e-49,1.646951343129354e-36,2.4999746980521117e-58,6.455629251338851e-26,6.573278152299448e-26,1.5471252240640486e-94,1.5782706320008283e-21,3.443330149969893e-62,3.147770126803793e-47,1.3664159642286683e-79,1.672907840100517e-14,6.036532239074932e-66,1.095099323751414e-09,3.7434520447515297e-10,2.380325960463786e-10,2.9739441267099876e-10,2.4632733525605147e-10,1.1979048629792995e-10,4.086854843278791e-15,5.4367005959686306e-17,1.6135499100553354e-21,8.089376548708257e-23,5.4366960582545905e-17,4.8354934366678365e-19,1.0538998618064847e-20,1.182379131821325e-10,1.0982836618637135e-19
8.154363520076849e-16,0.06662394546715897,0.0,0.16542725349184076,0.031075110263184432,0.3194096812603516,0.3504847917687785,0.2070122197257382,0.09201819417554982,0.0,2.5039133535468606e-43,2.0854940101789075e-14,1.8808067108233405e-41,0.0,8.38160529524898e-68,2.1426154708945104e-24,5.880737702929064e-49,2.5594937644648955e-36,4.740940594487454e-58,1.0032562798976491e-25,8.194433456184322e-26,4.303219798276826e-94,1.9675175731290776e-21,6.5299155630983226e-62,7.275603668113569e-47,4.586403523511891e-79,2.0854939650020245e-14,1.3952609013044888e-65,1.365151106627161e-09,4.6666921534876e-10,2.967381713486409e-10,3.707402168838669e-10,3.0707807684694386e-10,1.4933418133884192e-10,5.111386984382103e-15,8.449065470520694e-17,2.0228940894956597e-21,1.5340602424138705e-22,8.449056865251696e-17,7.530527208492534e-19,1.637789423054488e-20,1.4739870811926906e-10,1.7068204126171182e-19
