Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27),HNOH(93),CH3OX(210),CH2X(34),CHX(35),CX(33),SX(680),CH2OX(648),CHOX(678),H2X(216),NO2X(213),N2OX(730),H2NX(201),H3NX(202),NOX(214),CNOX(740),NO2X(206),H2NO3(231),SX(544),SX(876)
1.3968671624629155e-12,0.1547348997255798,0.0,0.3841987794621441,0.03107488939488874,0.3189060686247748,0.3499661028004839,0.20701116111466022,0.09201589337500402,0.0,3.2541610989239546e-18,2.0330610367669158e-05,3.2752688272265933e-14,0.0,2.4716303346662624e-25,8.303655202534372e-11,1.569693102727407e-20,8.718432788138865e-16,9.591834529424267e-25,2.2365033497459546e-11,7.894287317157972e-10,3.3411330365539354e-38,4.5345284247391906e-06,1.3185204830022624e-24,2.899987384364146e-16,4.9156044056044525e-31,2.0331906315727e-05,2.4680742822526254e-29,2.3000186572386725e-06,7.425073592916396e-07,1.57467022359614e-06,8.038781400902839e-07,6.734831857410618e-07,4.465150837118517e-07,3.193786117324317e-07,2.7019945756484998e-08,0.0004990050812662521,2.4839706238849658e-09,1.1868586440254168e-07,1.0337541873516943e-07,3.1343271994986922e-06,3.444346593897348e-07,2.1871325464046337e-11,7.196743808207999e-10,8.999284224693459e-09,3.0593522262867195e-08,5.197925507954056e-15,1.5572978089658837e-12,4.2830447945507684e-16,3.253917522866834e-10,3.817942248505267e-21,2.441251684051597e-07,8.057880711618904e-08,2.8946062801140892e-15,6.208735204024697e-20,1.5324649350814585e-07,0.0004973997850586451,7.854561447622582e-10,7.081151388102825e-10
1.4028332775554251e-12,0.1547348997255798,0.0,0.38419874924670167,0.031074888510257297,0.31890392130758555,0.349963891387541,0.20701115707896336,0.09201588749806981,0.0,3.2962344820696288e-18,2.041737789565561e-05,3.317410750998936e-14,0.0,2.5243576417656235e-25,8.375461114964978e-11,1.5949147518586243e-20,8.793167681736007e-16,9.715262150187304e-25,2.2549501554463467e-11,7.928004236870929e-10,3.413095971871483e-38,4.553878393770908e-06,1.3354871466420338e-24,2.9366071354377124e-16,5.020482418165743e-31,2.0418681106233313e-05,2.5101290991203497e-29,2.3058890250534695e-06,7.442554894669119e-07,1.5838217057290782e-06,8.066924838884397e-07,6.758720711750805e-07,4.4817982931206557e-07,3.206170691570652e-07,2.7230865608710888e-08,0.0005011331101183449,2.506011273043509e-09,1.1964907819135147e-07,1.0423303101847964e-07,3.148548843660823e-06,3.4574522162037975e-07,2.195457175905023e-11,7.224439933183186e-10,9.008727513984458e-09,3.091390240760618e-08,5.241922749229579e-15,1.573958427297991e-12,4.338421997681334e-16,3.281627511463092e-10,3.906161129563957e-21,2.4496897372019615e-07,8.071381789810373e-08,2.9307429595432845e-15,6.32539841432057e-20,1.5388192235808843e-07,0.0004995209529572955,7.923224479171598e-10,7.262210158995391e-10
1.4087993926479348e-12,0.1547348997255798,0.0,0.3841987190556695,0.031074887625895047,0.3189017740203533,0.3499616800074511,0.20701115304692916,0.09201588164495099,0.0,3.3386714396352537e-18,2.0504144863898792e-05,3.3599125679235653e-14,0.0,2.5779766917238674e-25,8.44758493068341e-11,1.62043507802438e-20,8.868222393727315e-16,9.839744096968854e-25,2.2734669819098753e-11,7.961721155607022e-10,3.4862935762345934e-38,4.573228216033843e-06,1.352598739779199e-24,2.973528050711708e-16,5.127134506922241e-31,2.0505455349063862e-05,2.5527159254207316e-29,2.3117356003539016e-06,7.459955034660669e-07,1.5929893399424807e-06,8.095022154510954e-07,6.782572943074001e-07,4.498409347828319e-07,3.218544898005762e-07,2.7442300411763284e-08,0.0005032611113215768,2.528053514050192e-09,1.206155638202946e-07,1.0509396155350047e-07,3.1627767470079245e-06,3.470545200085312e-07,2.2037737780230576e-11,7.252109459586439e-10,9.018108503519437e-09,3.123561035840273e-08,5.286085849008555e-15,1.5906991256660512e-12,4.3942773799879836e-16,3.3094537573936206e-10,3.995903438013692e-21,2.4581089193221445e-07,8.084790072627877e-08,2.967158754309063e-15,6.443633140295623e-20,1.5451704696139628e-07,0.0005016420931676368,7.991700055431877e-10,7.446456084606275e-10
1.4147655077404444e-12,0.1547348997255798,0.0,0.3841986888889605,0.031074886741800197,0.3188996267630677,0.349959468660206,0.2070111490185519,0.0920158758155511,0.0,3.3814735867271074e-18,2.059091127240839e-05,3.4027758071125126e-14,0.0,2.632498639856583e-25,8.52002679353767e-11,1.646256360117365e-20,8.943596935137402e-16,9.965284853676883e-25,2.2920537615976396e-11,7.99543807336684e-10,3.560741669315053e-38,4.59257789153335e-06,1.3698558787700129e-24,3.0107512680070473e-16,5.235582872038224e-31,2.0592229044195335e-05,2.5958391639000433e-29,2.3175584795755423e-06,7.477274388843253e-07,1.602173081240166e-06,8.123073422943404e-07,6.806388607523077e-07,4.514983945162062e-07,3.23090873486593e-07,2.7654245751999708e-08,0.000505389084876518,2.550095971773493e-09,1.215853128742806e-07,1.0595820756453463e-07,3.177010895502808e-06,3.4836255577309447e-07,2.2120823605013765e-11,7.279752414207988e-10,9.027430046290685e-09,3.155864204153616e-08,5.330414509100623e-15,1.6075198544093974e-12,4.450613054908935e-16,3.3373962451845847e-10,4.0871851910611396e-21,2.466509238201308e-07,8.098106229886904e-08,3.0038543131373334e-15,6.563452740016252e-20,1.551518652374831e-07,0.0005037632056902377,8.059985521329422e-10,7.633912627340373e-10
1.420731622832954e-12,0.1547348997255798,0.0,0.3841986587464883,0.031074885857970972,0.3188974795357183,0.34995725734579763,0.20701114499382606,0.09201587000977414,0.0,3.4246425392694222e-18,2.0677677121194058e-05,3.4460019976576304e-14,0.0,2.6879347318860254e-25,8.59278684788264e-11,1.6723808847093878e-20,9.019291316990676e-16,1.0091888904219048e-24,2.310710427035876e-11,8.029154990150964e-10,3.63645620534069e-38,4.611927420274779e-06,1.3872591799706061e-24,3.048277924024582e-16,5.345849893717882e-31,2.0679002191604404e-05,2.639503234395424e-29,2.323357758763101e-06,7.494513331428786e-07,1.6113728847885532e-06,8.151078719220165e-07,6.830167761154826e-07,4.5315220298384306e-07,3.2432622003481945e-07,2.786669721475242e-08,0.0005075170307837384,2.572137294237857e-09,1.225583169392503e-07,1.0682576627539273e-07,3.1912512750868334e-06,3.496693301317984e-07,2.220382931074847e-11,7.307368823805818e-10,9.036694919671308e-09,3.188299346007954e-08,5.374908430751252e-15,1.6244205677000101e-12,4.507431136800347e-16,3.365454959364137e-10,4.180022431883605e-21,2.474890701949912e-07,8.111330926644077e-08,3.0408302787359428e-15,6.684870640063353e-20,1.5578637510538405e-07,0.0005058842905256671,8.128078499506524e-10,7.824602975667382e-10
1.4266977379254637e-12,0.1547348997255798,0.0,0.38419862862816656,0.031074884974405602,0.3188953323382951,0.34995504606421796,0.20701114097274592,0.09201586422752446,0.0,3.468179914006764e-18,2.0764442410265472e-05,3.489592668630476e-14,0.0,2.744296304269665e-25,8.66586523857925e-11,1.6988109460412244e-20,9.095305550311333e-16,1.0219560732502706e-24,2.329436910815895e-11,8.062871905959977e-10,3.7134532736651873e-38,4.631276802263465e-06,1.4048092597369843e-24,3.08610915434619e-16,5.457958132861149e-31,2.0765774791267756e-05,2.683712573822825e-29,2.3291335335719987e-06,7.51167223489691e-07,1.6205887059159554e-06,8.179038118257369e-07,6.853910459940103e-07,4.5480235473729224e-07,3.2556052926108935e-07,2.8079650384475043e-08,0.0005096449490438078,2.594176152341339e-09,1.235345676023167e-07,1.0769663490938299e-07,3.2054978716802234e-06,3.5097484430119636e-07,2.2286754974711314e-11,7.334958715105231e-10,9.045905826700638e-09,3.2208660692613115e-08,5.419567314646952e-15,1.6414012234820042e-12,4.564733740939298e-16,3.3936298844624114e-10,4.274431228768841e-21,2.483253318996324e-07,8.124464823230665e-08,3.078087287794526e-15,6.80790033577908e-20,1.5642057448385737e-07,0.0005080053476744933,8.195976886488016e-10,8.018550046942375e-10
1.4326638530179734e-12,0.1547348997255798,0.0,0.3841985985339095,0.031074884091102345,0.3188931851707877,0.3499528348154589,0.20701113695530599,0.09201585846870676,0.0,3.512087328506408e-18,2.0851207139632308e-05,3.5335493490822e-14,0.0,2.8015947845283346e-25,8.739262110993642e-11,1.7255488460124812e-20,9.171639646123376e-16,1.0348304822434901e-24,2.3482331455940213e-11,8.096588820794462e-10,3.791749099337877e-38,4.650626037504735e-06,1.4225067344250294e-24,3.124246093435867e-16,5.571930331718735e-31,2.0852546843162064e-05,2.7284716361649673e-29,2.3348858992699516e-06,7.528751470003038e-07,1.629820500111875e-06,8.206951694849068e-07,6.877616759763954e-07,4.5644884440830326e-07,3.267938009774201e-07,2.829310084488889e-08,0.000511772839657296,2.6162112395475133e-09,1.2451405645190499e-07,1.0857081068930077e-07,3.2197506711823666e-06,3.5227909949666766e-07,2.236960067410538e-11,7.362522114798545e-10,9.055065397379088e-09,3.2535639891928474e-08,5.464390860920367e-15,1.6584617834107206e-12,4.622522983526756e-16,3.4219210050115263e-10,4.37042767426267e-21,2.491597098083471e-07,8.137508575285891e-08,3.1156259709845627e-15,6.93255539150128e-20,1.5705446129148492e-07,0.0005101263771372849,8.263678848592899e-10,8.215776490484792e-10
1.438629968110483e-12,0.1547348997255798,0.0,0.3841985684636315,0.031074883208059453,0.3188910380331858,0.34995062359951246,0.20701113294150073,0.09201585273322624,0.0,3.5563664011606975e-18,2.0937971309304217e-05,3.57787356804344e-14,0.0,2.85984169157395e-25,8.812977610996344e-11,1.7525968941714744e-20,9.248293615450586e-16,1.0478125657922377e-24,2.367099064091526e-11,8.130305734654999e-10,3.871360043673561e-38,4.669975126003906e-06,1.440352220390498e-24,3.1626898746408025e-16,5.68778941454632e-31,2.0939318347263973e-05,2.773784892459313e-29,2.3406149507385427e-06,7.545751405786297e-07,1.6390682230263033e-06,8.234819523667423e-07,6.901286716425753e-07,4.5809166670914107e-07,3.2802603499206634e-07,2.8507044179128972e-08,0.0005139007026247722,2.638241271553052e-09,1.2549677507789165e-07,1.0944829083741859e-07,3.23400965947213e-06,3.535820969324185e-07,2.245236648605562e-11,7.390059049544812e-10,9.064176189970578e-09,3.2863927283725136e-08,5.509378769155304e-15,1.6756022127915051e-12,4.680800981690545e-16,3.450328305545585e-10,4.468027884323266e-21,2.499922048265507e-07,8.150462833789985e-08,3.153446952959626e-15,7.05884944078581e-20,1.576880334467731e-07,0.0005122473789146104,8.331182817605472e-10,8.41630469090189e-10
1.4445960832029927e-12,0.1547348997255798,0.0,0.3841985384172474,0.031074882325275208,0.3188888909254795,0.34994841241637065,0.20701112893132448,0.09201584702098836,0.0,3.601018751189397e-18,2.1024734919290863e-05,3.6225668545242045e-14,0.0,2.9190486360368226e-25,8.887011884961437e-11,1.7799574077051156e-20,9.325267469316555e-16,1.0609027722871565e-24,2.3860345990945692e-11,8.164022647542173e-10,3.952302604822312e-38,4.689324067766285e-06,1.4583463339890233e-24,3.2014416301924703e-16,5.805558488257932e-31,2.1026089303550145e-05,2.819656830786055e-29,2.346320782474785e-06,7.562672409577476e-07,1.6483318304690231e-06,8.26264167926292e-07,6.924920385639329e-07,4.5973081643290657e-07,3.2925723110957434e-07,2.8721475969889705e-08,0.0005160285379468062,2.66026498593237e-09,1.2648271507174277e-07,1.1032907257547592e-07,3.248274822408172e-06,3.54883837821483e-07,2.253505248761409e-11,7.417569545969491e-10,9.073240692310799e-09,3.319351916530111e-08,5.554530738391671e-15,1.6928224805182475e-12,4.739569853488317e-16,3.4788517706006714e-10,4.56724799748113e-21,2.5082281789045113e-07,8.163328245097011e-08,3.1915508523558177e-15,7.186796186616907e-20,1.5832128886825268e-07,0.0005143683530070381,8.398487486220259e-10,8.620156771642562e-10
1.4505621982955023e-12,0.1547348997255798,0.0,0.38419850839467246,0.031074881442747896,0.31888674384765864,0.34994620126602527,0.2070111249247717,0.092015841331899,0.0,3.646045998642045e-18,2.111149796960191e-05,3.6676307375137626e-14,0.0,2.9792273205925554e-25,8.961365079765712e-11,1.807632711428814e-20,9.402561218744658e-16,1.0741015501188592e-24,2.4050396834541324e-11,8.197739559456558e-10,4.034593418339279e-38,4.708672862797165e-06,1.4764896915761127e-24,3.2405024912077115e-16,5.925260843078538e-31,2.1112859711997224e-05,2.866091956256132e-29,2.352003488592678e-06,7.579514847006921e-07,1.6576112784089169e-06,8.290418236064554e-07,6.948517823033097e-07,4.6136628845386444e-07,3.3048738913083636e-07,2.8936391799570284e-08,0.0005181563456239674,2.6822811417607702e-09,1.274718680266512e-07,1.1121315312466952e-07,3.262546145829248e-06,3.561843233757248e-07,2.2617658755760963e-11,7.44505363066417e-10,9.082261323119669e-09,3.352441190423951e-08,5.599846467130275e-15,1.7101225590117584e-12,4.798831717910517e-16,3.5074913847148546e-10,4.6681041740035794e-21,2.5165154996672147e-07,8.17610545096746e-08,3.2299382817924136e-15,7.316409401605838e-20,1.5895422547457885e-07,0.0005164892994151358,8.46559180327508e-10,8.827354598767322e-10
1.456528313388012e-12,0.1547348997255798,0.0,0.384198478395822,0.031074880560475807,0.31888459679971315,0.34994399014846855,0.20701112092183682,0.09201583566586449,0.0,3.6914497644002724e-18,2.119826046024701e-05,3.71306674598053e-14,0.0,3.04038954028852e-25,9.036037342787848e-11,1.8356251377763908e-20,9.480174874758068e-16,1.0874093476779283e-24,2.4241142500859614e-11,8.231456470398734e-10,4.1182492577544965e-38,4.728021511101833e-06,1.4947829095071499e-24,3.2798735876898084e-16,6.046919953195783e-31,2.1199629572581847e-05,2.9130947909992436e-29,2.3576631628247648e-06,7.5962790820124e-07,1.666906522973278e-06,8.318149268380024e-07,6.972079084150189e-07,4.6299807772777247e-07,3.3171650885314444e-07,2.9151787250419703e-08,0.0005202841256568246,2.704288519217507e-09,1.2846422553767357e-07,1.1210052970564359e-07,3.276823615554531e-06,3.5748355480583763e-07,2.2700185367398534e-11,7.472511330186382e-10,9.091240433316374e-09,3.385660193709243e-08,5.645325653337573e-15,1.7275024241580481e-12,4.858588694883343e-16,3.536247132428183e-10,4.7706125950627405e-21,2.524784020521747e-07,8.188795088600627e-08,3.268609847872691e-15,7.447702928178109e-20,1.5958684118462993e-07,0.0005186102181394716,8.532494968786663e-10,9.03791978492022e-10
1.4684605435730313e-12,0.1547348997255798,0.0,0.3841984184689581,0.031074878796690585,0.31888030279340834,0.3499395680116886,0.20701111292679875,0.09201582440258689,0.0,3.783393338534402e-18,2.1371783762578014e-05,3.805061255114447e-14,0.0,3.165712229104435e-25,9.186339665504772e-11,1.892570726110114e-20,9.63636195063247e-16,1.114353795540342e-24,2.462471562152825e-11,8.298890289368775e-10,4.2897238016930805e-38,4.7667183675536155e-06,1.5318213918219798e-24,3.3595510015064303e-16,6.296203259787042e-31,2.1373167650070208e-05,3.0088217618454923e-29,2.3689137886636515e-06,7.62957439208644e-07,1.6855442272725233e-06,8.373475056178049e-07,7.019093299301249e-07,4.662505882669383e-07,3.3417163257239577e-07,2.9583999344736674e-08,0.0005245396027919035,2.748272162697854e-09,1.3045852061841557e-07,1.1388515984269031e-07,3.305396937098369e-06,3.6007826013061007e-07,2.2864999928388683e-11,7.527347679771787e-10,9.109083164443713e-09,3.452485996769147e-08,5.736773187379876e-15,1.7625014349085282e-12,4.9795964708822e-16,3.594106966822387e-10,4.980650995030213e-21,2.5412647038665785e-07,8.213914185338329e-08,3.3468077863042234e-15,7.715386635862105e-20,1.6085110159312946e-07,0.0005228519725391288,8.665695869657233e-10,9.469237443378673e-10
1.4791995507395487e-12,0.1547348997255798,0.0,0.38419836461507706,0.031074877210139962,0.31887643828980794,0.3499355882006434,0.20701110574358214,0.09201581434355206,0.0,3.867446525663438e-18,2.1527952820715227e-05,3.8891443206473485e-14,0.0,3.281986569910593e-25,9.322704458004037e-11,1.944929869586667e-20,9.778024510021432e-16,1.138981144337803e-24,2.4972301007186373e-11,8.359580723122645e-10,4.448890396964494e-38,4.801545036609385e-06,1.5656747315562897e-24,3.4323329926698557e-16,6.5274896214089484e-31,2.1529350045885564e-05,3.096963315352516e-29,2.378961515438448e-06,7.659276335508084e-07,1.702371748685722e-06,8.423113314432168e-07,7.061282925538195e-07,4.691652038337362e-07,3.363776908319586e-07,2.997458621717264e-08,0.0005283694376756625,2.7878155995766707e-09,1.3226426149753836e-07,1.1550257150057623e-07,3.3311338041962905e-06,3.6240921794015627e-07,2.3013061377994727e-11,7.576610422828565e-10,9.125021864724445e-09,3.5130694557452586e-08,5.819631951782128e-15,1.7942732417905552e-12,5.09021804056759e-16,3.646577839632609e-10,5.1754989595300464e-21,2.5560331292488865e-07,8.236228189157581e-08,3.4181636405246683e-15,7.962188940982664e-20,1.6198781762576452e-07,0.0005266694568260501,8.784885673782978e-10,9.869151484228632e-10
1.489938557906066e-12,0.1547348997255798,0.0,0.3841983108367633,0.031074875624390395,0.31887257388284973,0.34993160849570903,0.20701109857200164,0.09201580435777451,0.0,3.952744878329994e-18,2.1684120065684884e-05,3.9744568502784557e-14,0.0,3.401635257487521e-25,9.460105346412501e-11,1.998353111515532e-20,9.920723738169756e-16,1.1639686904208716e-24,2.5322127215056005e-11,8.420271153735516e-10,4.612746904559443e-38,4.83637123035395e-06,1.6000232043582306e-24,3.50613766977553e-16,6.765489417624136e-31,2.1685530666262818e-05,3.187015351655319e-29,2.3889360593597346e-06,7.688730486499305e-07,1.7192497760220048e-06,8.472605223461848e-07,7.103356200561437e-07,4.720678126118805e-07,3.385803816916365e-07,3.036665836572153e-08,0.0005321991830007229,2.8273125427485404e-09,1.3408025452423466e-07,1.1713061905063926e-07,3.3568903639178355e-06,3.6473613116289435e-07,2.3160865933126405e-11,7.625788089369919e-10,9.140859639858254e-09,3.5740679973898434e-08,5.903015597216033e-15,1.8263033342647984e-12,5.2024767870913e-16,3.6994247449614896e-10,5.3759527137181514e-21,2.570740811390794e-07,8.258268176513079e-08,3.490449256529076e-15,8.214653941362002e-20,1.6312346160947173e-07,0.0005304868514264104,8.903422224441474e-10,1.028030076311015e-09
1.5006775650725834e-12,0.1547348997255798,0.0,0.38419825713353584,0.03107487403943241,0.3188687095724764,0.34992762889683937,0.20701109141202514,0.09201579444472127,0.0,4.039297879907158e-18,2.1840285497543227e-05,4.0610077601829566e-14,0.0,3.5247304634470015e-25,9.598543208279316e-11,2.0528543287953688e-20,1.0064459699357143e-15,1.1893190488023207e-24,2.5674190356117764e-11,8.48096158121073e-10,4.781396211758435e-38,4.871196948817766e-06,1.6348704048079025e-24,3.580971582880506e-16,7.010346287298331e-31,2.1841709511065395e-05,3.279004857613142e-29,2.3988379534850777e-06,7.717938907367119e-07,1.7361780590541177e-06,8.521951212269989e-07,7.145313445232042e-07,4.7495838817363867e-07,3.4077970384627744e-07,3.076019003960444e-08,0.0005360288387703995,2.866756582868022e-09,1.3590645076596643e-07,1.187692862624702e-07,3.3826665328939983e-06,3.670590068174462e-07,2.33084140396089e-11,7.674880833022438e-10,9.15660792184904e-09,3.635479775566161e-08,5.986922343492247e-15,1.858591688879631e-12,5.316385108088031e-16,3.7526475927182377e-10,5.582107272746598e-21,2.585387818905819e-07,8.280037702809099e-08,3.563667954678865e-15,8.472864911067963e-20,1.642580214281342e-07,0.0005343041563435179,9.021309224227267e-10,1.0702802746919917e-09
1.5114165722391008e-12,0.1547348997255798,0.0,0.3841982035049164,0.031074872455256655,0.3188648453586317,0.3499236494039882,0.20701108426362064,0.09201578460386318,0.0,4.127115022685863e-18,2.199644911634648e-05,4.148805966308265e-14,0.0,3.651345354986275e-25,9.738018926355187e-11,2.1084474774994215e-20,1.020923245786112e-15,1.215034834494606e-24,2.6028486548101003e-11,8.541652005551623e-10,4.954942699707235e-38,4.9060221920311845e-06,1.670219927484102e-24,3.65684127043814e-16,7.262205852180226e-31,2.1997886580156647e-05,3.3729589977916494e-29,2.408667726989326e-06,7.746903643265203e-07,1.7531563491640272e-06,8.57115170860194e-07,7.187154979526197e-07,4.778369049727868e-07,3.429756559573161e-07,3.115515549790014e-08,0.0005398584049880059,2.9061414950598484e-09,1.3774280132037807e-07,1.2041855689913518e-07,3.408462227575613e-06,3.693778519102458e-07,2.345570614248878e-11,7.723888807042646e-10,9.172277535177578e-09,3.6973030061077983e-08,6.0713504051594314e-15,1.891138313671769e-12,5.431955411251296e-16,3.806246292832841e-10,5.79405780483791e-21,2.599974223321188e-07,8.301540278072673e-08,3.637822992315081e-15,8.736905868253687e-20,1.6539148497572654e-07,0.0005381213715806791,9.138552563765108e-10,1.1136772613576472e-09
1.5221555794056182e-12,0.1547348997255798,0.0,0.38419814995043,0.0310748708718539,0.31886098124125933,0.3499196700171095,0.20701107712675615,0.09201577483467498,0.0,4.216205807917326e-18,2.2152610922150834e-05,4.237860384371916e-14,0.0,3.78155410098735e-25,9.878533388576447e-11,2.165146592687009e-20,1.0355042077957057e-15,1.2411186625098646e-24,2.6385011915471985e-11,8.602342426761515e-10,5.133492254183734e-38,4.940846960024451e-06,1.706075366964321e-24,3.733753259318354e-16,7.521215729079871e-31,2.2154061873399804e-05,3.468905114239428e-29,2.4184259051928875e-06,7.775626722336421e-07,1.7701843993305166e-06,8.620207138949173e-07,7.228881122537647e-07,4.807033383503089e-07,3.451682366538188e-07,3.1551529012215203e-08,0.000543687881656854,2.9454612292145918e-09,1.395892573177435e-07,1.2207841471701684e-07,3.4342773642394926e-06,3.7169267343555924e-07,2.360274268604206e-11,7.772812164315591e-10,9.187878720932613e-09,3.759535964403569e-08,6.156297991579684e-15,1.923943247034254e-12,5.549200114389025e-16,3.860220755256068e-10,6.011899615239065e-21,2.614500099020731e-07,8.322779367527765e-08,3.712917563806472e-15,9.006861576956895e-20,1.6652384015810322e-07,0.0005419384971412,9.255160206556751e-10,1.1582323349294477e-09
