Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27),HNOH(93),CH3OX(210),CH2X(34),CHX(35),CX(33),SX(680),CH2OX(648),CHOX(678),H2X(216),NO2X(213),N2OX(730),H2NX(201),H3NX(202),NOX(214),CNOX(740),NO2X(206),H2NO3(231),SX(544),SX(876)
3.5279702127372605e-13,0.1547348997255798,0.0,0.3842045366196072,0.031075050675475755,0.3192823220708262,0.3503536138855773,0.20701192923500308,0.09201739461645564,0.0,5.207878302302952e-20,5.137664041033651e-06,5.27763472366867e-16,0.0,2.6320659972104343e-28,5.242245085643412e-12,1.0661256478528688e-22,5.5500447349208297e-17,1.545299416474369e-26,1.507253597920571e-12,1.9938107531633296e-10,3.4335811639964144e-41,1.1460182467896406e-06,2.124223916940209e-26,4.872798201887789e-18,5.232234336115165e-34,5.137904914955759e-06,1.0319849530835638e-31,8.002702563287918e-07,2.6905231494731833e-07,2.705233719536477e-07,2.3298483383865007e-07,1.9355962149049113e-07,1.1085100457969818e-07,8.655891305594237e-08,1.7576873891551619e-09,0.00012617371581497122,5.164682399343651e-11,7.894419468509687e-09,6.920278910337809e-09,7.530823837197138e-07,9.446632982987912e-08,5.9935267286672345e-12,1.9159768326934012e-10,2.204074182511172e-09,3.166892993869701e-10,2.9331783507496215e-16,1.7235010109137688e-14,6.841715568801978e-18,2.091727356548677e-11,1.1719077153222254e-24,6.862349688522817e-08,3.404166653919402e-08,4.607266738322482e-17,4.705713154946371e-23,3.9097783509560685e-08,0.000125768480294203,6.070800562128073e-12,2.120388393427803e-14
3.587631363662357e-13,0.1547348997255798,0.0,0.3842045004880437,0.031075049699327978,0.31928016930023206,0.35035139658661585,0.20701192446350283,0.09201738265711192,0.0,5.476657521197917e-20,5.224529675191146e-06,5.549930535244533e-16,0.0,2.861685769452157e-28,5.421222579593754e-12,1.1303201473818277e-22,5.739411119182744e-17,1.6250298335848116e-26,1.5581661594314635e-12,2.027527853725372e-10,3.733892440685064e-41,1.1653939942766993e-06,2.233824132008886e-26,5.1229653159469806e-18,5.688706365706998e-34,5.224775188046951e-06,1.1034068585699342e-31,8.122191728297223e-07,2.7299662593739575e-07,2.759746315378243e-07,2.3673405191897723e-07,1.9668425444320473e-07,1.128665654758428e-07,8.798389441433457e-08,1.8190496462529553e-09,0.00012830659213327578,5.432660766651696e-11,8.164069102428783e-09,7.154144495932425e-09,7.660372810076023e-07,9.601795232259398e-08,6.0920842739886445e-12,1.948736266975395e-10,2.270804363072612e-09,3.3840559412945087e-10,3.0440448727771547e-16,1.8389242464897137e-14,7.194991880508185e-18,2.1629757629003576e-11,1.2961690608127e-24,6.976167899578452e-08,3.450330111717482e-08,4.848167190378472e-17,5.191054626888177e-23,3.975850886811681e-08,0.00012789450253883182,6.4944285907812795e-12,2.4265686974292245e-14
3.6472925145874535e-13,0.1547348997255798,0.0,0.38420446440047296,0.03107504872408366,0.31927801656234545,0.35034917932213416,0.2070119196967932,0.09201737074621935,0.0,5.754533373703136e-20,5.311394747875633e-06,5.83143461698463e-16,0.0,3.1070377430773286e-28,5.603211771570262e-12,1.197301962314893e-22,5.931956363132109e-17,1.7074566218097318e-26,1.6099077496034803e-12,2.061244953192752e-10,4.0548584075722744e-41,1.184769593852252e-06,2.3471308681088564e-26,5.381508899091928e-18,6.176454750621878e-34,5.311644917661044e-06,1.1784672997528374e-31,8.241196594276479e-07,2.7692265133871826e-07,2.814531743427441e-07,2.404771342932943e-07,1.998040971886735e-07,1.1488452836144902e-07,8.940768320023755e-08,1.8814871755998158e-09,0.0001304394407005372,5.709761851690754e-11,8.438222667566108e-09,7.391827244773372e-09,7.789998010684566e-07,9.756807846476581e-08,6.1905467755837915e-12,1.9814644446151862e-10,2.337987025444854e-09,3.6116774775908e-10,3.1569650242737827e-16,1.95971543601698e-14,7.56023472594304e-18,2.2354141306924958e-11,1.4312218501150352e-24,7.08987862498748e-08,3.4961672655799014e-08,5.0973885998486715e-17,5.716466532729202e-23,4.041920781254511e-08,0.00013002049699325726,6.93978230669463e-12,2.770763026183563e-14
3.70695366551255e-13,0.1547348997255798,0.0,0.38420442835677615,0.031075047749736448,0.3192758638571438,0.3503469620921218,0.20701191493486673,0.09201735888358162,0.0,6.041657618724726e-20,5.398259259097223e-06,6.122300080782718e-16,0.0,3.3689147432344734e-28,5.7882131178761075e-12,1.2671477810301225e-22,6.127680577365976e-17,1.792624620815451e-26,1.662477568796496e-12,2.0949620515662386e-10,4.397526638732526e-41,1.2041450455242732e-06,2.464205763088293e-26,5.648564108794054e-18,6.697055796562976e-34,5.398514103770407e-06,1.2572872999038532e-31,8.359719124162892e-07,2.808304757988325e-07,2.8695891382803865e-07,2.442140909603502e-07,2.029191570703638e-07,1.169047913465771e-07,9.083028310568316e-08,1.94499993943552e-09,0.0001325722615173556,5.996136196373152e-11,8.716877281295177e-09,7.633323971364146e-09,7.919699529595135e-07,9.911670969977945e-08,6.288914325149331e-12,2.0141613981051968e-10,2.4055931241105545e-09,3.8500335893484257e-10,3.271937415116574e-16,2.0860071351821647e-14,7.937644133509941e-18,2.3090423016568266e-11,1.5778027106306085e-24,7.203480505312758e-08,3.541680436806417e-08,5.355074658364157e-17,6.284426202331909e-23,4.107987958937039e-08,0.00013214646365807762,7.407575678895999e-12,3.156943740665976e-14
3.7666148164376466e-13,0.1547348997255798,0.0,0.3842043923568352,0.031075046776280032,0.3192737111846044,0.350344744896568,0.20701191017771617,0.09201734706900325,0.0,6.338182040020411e-20,5.485123208866021e-06,6.422680037970957e-16,0.0,3.6481356243749333e-28,5.976227080594953e-12,1.3399352578985228e-22,6.326583872479458e-17,1.88057867026463e-26,1.7158748181417215e-12,2.128679148846599e-10,4.762979545009023e-41,1.223520349300717e-06,2.585110454782382e-26,5.924265969771031e-18,7.252137569802071e-34,5.485382746347518e-06,1.3399898298404417e-31,8.477761272937704e-07,2.847201835737646e-07,2.924917637754342e-07,2.479449319026001e-07,2.06029441420484e-07,1.1892725341462568e-07,9.22516977572063e-08,2.009587830546773e-09,0.000134705054584331,6.291933938438925e-11,9.000029963920445e-09,7.878631499998823e-09,8.049477453470911e-07,1.0066384746962595e-07,6.3871870142932996e-12,2.0468271597050507e-10,2.473593694093236e-09,4.099399471964522e-10,3.3889606440067803e-16,2.2179312610778147e-14,8.327420170420717e-18,2.3838601175456025e-11,1.7366852360692025e-24,7.316972197028305e-08,3.5868719303119497e-08,5.621369020799251e-17,6.897509866440908e-23,4.174052343257549e-08,0.000134272402533891,7.89853183025236e-12,3.589421969158374e-14
3.826275967362743e-13,0.1547348997255798,0.0,0.38420435640053197,0.031075045803708144,0.3192715585447049,0.35034252773546204,0.20701190542533418,0.09201733530228956,0.0,6.644258446614646e-20,5.571986597192136e-06,6.732727599319307e-16,0.0,3.9455456797475523e-28,6.167254127596331e-12,1.4157430120282786e-22,6.528666359065726e-17,1.9713636098162723e-26,1.7700986995409608e-12,2.1623962450345992e-10,5.152334943855171e-41,1.2428955051895176e-06,2.709906581013326e-26,6.208749374115666e-18,7.843380711908599e-34,5.572250845364958e-06,1.426699806397431e-31,8.59532498765844e-07,2.885918585298301e-07,2.980516382873564e-07,2.516696670862317e-07,2.091349575600016e-07,1.2095181443796884e-07,9.367193071647704e-08,2.0752506728271426e-09,0.00013683781990206294,6.597304783121893e-11,9.287677639669809e-09,8.12774666458742e-09,8.179331865099833e-07,1.0220949321490388e-07,6.4853649345351086e-12,2.079461761441187e-10,2.5419598723154872e-09,4.3600493160577117e-10,3.5080332985041456e-16,2.35561899950204e-14,8.729762942953886e-18,2.459867420131595e-11,1.9086811827802332e-24,7.430352372388319e-08,3.631744034741982e-08,5.896415296037895e-17,7.558393968308646e-23,4.240113856362768e-08,0.00013639831362129525,8.41338278674312e-12,4.072870038698647e-14
3.8859371182878396e-13,0.1547348997255798,0.0,0.3842043204877485,0.031075044832014564,0.319269405937423,0.3503403106087937,0.20701190067771338,0.09201732358324662,0.0,6.960038673212605e-20,5.65884942408567e-06,7.052595875034762e-16,0.0,4.262017050381999e-28,6.361294732540805e-12,1.4946506260104951e-22,6.733928147716021e-17,2.065024279125728e-26,1.825148415665868e-12,2.1961133401310043e-10,5.566746629175873e-41,1.2622705131985884e-06,2.838655779590349e-26,6.502149081424639e-18,8.472519253475168e-34,5.659118400795418e-06,1.5175440909005417e-31,8.712412207491032e-07,2.9244558414543394e-07,3.0363845178555554e-07,2.553883064611921e-07,2.1223571279866041e-07,1.2297837519324987e-07,9.509098548093999e-08,2.1419882218465193e-09,0.00013897055747115106,6.912397973824622e-11,9.579817137691533e-09,8.380666308483015e-09,8.309262843429162e-07,1.037536483748208e-07,6.583448177305712e-12,2.1120652351067262e-10,2.6106629186842943e-09,4.6322560966105783e-10,3.629153955041101e-16,2.4992007140373097e-14,9.14487259671338e-18,2.537064051208086e-11,2.0946416824971483e-24,7.543619719297151e-08,3.676299022587131e-08,6.180357037817235e-17,8.269856398847812e-23,4.306172419150634e-08,0.00013852419692088807,8.952869215119693e-12,4.6123449501605557e-14
3.945598269212936e-13,0.1547348997255798,0.0,0.38420428461836714,0.031075043861193107,0.3192672533627362,0.35033809351655226,0.2070118959348466,0.09201731191168133,0.0,7.285674580613066e-20,5.745711689556722e-06,7.3824379747604175e-16,0.0,4.598449133561337e-28,6.558349374884966e-12,1.5767386446664672e-22,6.942369349019639e-17,2.1616055178446976e-26,1.8810231699571986e-12,2.229830434136578e-10,6.007404941168582e-41,1.2816453733358237e-06,2.9714196883096955e-26,6.804599718927123e-18,9.141341426840768e-34,5.745985412611693e-06,1.6126514876419452e-31,8.829024863741789e-07,2.962814435128631e-07,3.0925211900974877e-07,2.591008599612136e-07,2.1533171443499793e-07,1.250068373763073e-07,9.650886548446071e-08,2.2098001654299054e-09,0.00014110326729219446,7.237362261778478e-11,9.876445193055637e-09,8.637387284310492e-09,8.439270463600598e-07,1.0529631438719452e-07,6.681436833947746e-12,2.1446376122616139e-10,2.6796742368778775e-09,4.916291365096617e-10,3.7523211789215365e-16,2.6488058569953792e-14,9.572949316887808e-18,2.6154498525888663e-11,2.2954584712200984e-24,7.656772941180248e-08,3.720539150296906e-08,6.473337735649724e-17,9.034777653596682e-23,4.372227951273163e-08,0.00014065005243326688,9.517740148729209e-12,5.2133129213460857e-14
4.0052594201380327e-13,0.1547348997255798,0.0,0.38420424879227044,0.031075042891237647,0.3192651008206226,0.35033587645872716,0.20701189119672642,0.09201730028740134,0.0,7.621318056120126e-20,5.832573393615391e-06,7.722407007574346e-16,0.0,4.955768990784429e-28,6.75841853988619e-12,1.6620885737964624e-22,7.153990073563937e-17,2.2611521656212364e-26,1.9377221666240737e-12,2.2635475270520826e-10,6.475537336164206e-41,1.3010200856090961e-06,3.108259944954639e-26,7.11623578161328e-18,9.851690477812822e-34,5.83285188078668e-06,1.712152742357856e-31,8.945164879889264e-07,3.000995193400711e-07,3.1489255501628165e-07,2.6280733750384064e-07,2.1842296975636245e-07,1.2703710361671072e-07,9.79255740979789e-08,2.278686124245273e-09,0.00014323594936579227,7.572345874665664e-11,1.0177558447759415e-08,8.897906453797123e-09,8.569354796985997e-07,1.0683749268845435e-07,6.779330995715463e-12,2.1771789242330316e-10,2.7489653948091253e-09,5.212425044840735e-10,3.877533524307998e-16,2.804562882311911e-14,1.001419332851031e-17,2.6950246661082317e-11,2.5120651339473744e-24,7.769810756856096e-08,3.764466658392677e-08,6.775500805824908e-17,9.856141909951517e-23,4.4382803711394386e-08,0.00014277588015902882,1.0108752701286825e-11,5.88167502186788e-14
4.064920571063129e-13,0.1547348997255798,0.0,0.384204213009341,0.031075041922142086,0.31926294831106017,0.35033365943530803,0.20701188646334565,0.09201728871021507,0.0,7.967121013953866e-20,5.919434536271769e-06,8.072656081988326e-16,0.0,5.334931755218787e-28,6.9615027186072406e-12,1.750782878930021e-22,7.368790431934333e-17,2.3637090620997585e-26,1.9952446106432345e-12,2.2972646188782795e-10,6.972408956467754e-41,1.3203946500262597e-06,3.2492381872954874e-26,7.437191632362641e-18,1.0605465476389246e-33,5.919717805293369e-06,1.8161805407081554e-31,9.060834171615976e-07,3.038998939524539e-07,3.2055967517680637e-07,2.665077489904563e-07,2.2150948603893002e-07,1.290690774918836e-07,9.934111463016818e-08,2.3486456524002465e-09,0.0001453686036925433,7.917496484180627e-11,1.0483153451736966e-08,9.16222068760485e-09,8.699515911223614e-07,1.0837718471364273e-07,6.877130753774897e-12,2.2096892021160636e-10,2.8185081447414853e-09,5.52092522985483e-10,4.004789534200476e-16,2.966599160470873e-14,1.0468804896719007e-17,2.775788333620976e-11,2.7454383649509602e-24,7.882731900409071e-08,3.8080837715798334e-08,7.086989582492082e-17,1.0737038023290222e-22,4.5043295959187163e-08,0.00014490168009877096,1.0726671768387974e-11,6.623793922918211e-14
4.124581721988226e-13,0.1547348997255798,0.0,0.3842041772694616,0.031075040953900387,0.31926079583402683,0.3503314424462844,0.207011881734697,0.09201727717993179,0.0,8.32323539565984e-20,6.006295117535949e-06,8.43333830594639e-16,0.0,5.736921038644453e-28,7.1676024079206535e-12,1.84290498407777e-22,7.586770534714298e-17,2.4693210469210383e-26,2.0535897077583004e-12,2.33098170961593e-10,7.499323200198837e-41,1.3397690665951477e-06,3.3944160530895816e-26,7.767601502072338e-18,1.1404622126481677e-33,6.006583186104861e-06,1.9248695067580382e-31,9.176034646840009e-07,3.076826492946172e-07,3.2625339517697994e-07,2.7020210430630806e-07,2.24591270547722e-07,1.3110266354079213e-07,1.0075549032810234e-07,2.4196782380473443e-09,0.00014750123027304615,8.27296117250921e-11,1.07932266638725e-08,9.430326865164355e-09,8.829753870254895e-07,1.0991539189641626e-07,6.974836199204043e-12,2.2421684767746082e-10,2.8882744430339355e-09,5.842057987381982e-10,4.134087740409462e-16,3.1350408955351687e-14,1.0936984327018074e-17,2.8577406970023907e-11,2.9965992432759e-24,7.995535121063301e-08,3.851392698859161e-08,7.407947308824999e-17,1.1680660440783556e-22,4.570375541543626e-08,0.0001470274522530901,1.1372269716560077e-11,7.446521784260666e-14
4.1842428729133223e-13,0.1547348997255798,0.0,0.384204141572515,0.03107503998650654,0.31925864338950083,0.3503292254916455,0.20701187701077325,0.09201726569636147,0.0,8.689813170517502e-20,6.09315513741802e-06,8.804606786823223e-16,0.0,6.162749337889515e-28,7.376718110512949e-12,1.9385392704847517e-22,7.807930492485363e-17,2.57803295972222e-26,2.11275666447903e-12,2.3646987992657903e-10,8.057622291131919e-41,1.3591433353235732e-06,3.5438551800813005e-26,8.107599489785235e-18,1.2251173574641053e-33,6.0934480231943435e-06,2.0383562014616914e-31,9.290768205746481e-07,3.114478669321364e-07,3.319736310151771e-07,2.7389041332053457e-07,2.2766833053662163e-07,1.3313776727717995e-07,1.0216870437792734e-07,2.4917833039975018e-09,0.00014963382910789918,8.638886397704443e-11,1.1107774453017192e-08,9.702221874510933e-09,8.960068734361786e-07,1.1145211566904724e-07,7.072447422992785e-12,2.274616778842533e-10,2.958236469492536e-09,6.176087164374541e-10,4.2654266635254786e-16,3.31001304435626e-14,1.1418931965539522e-17,2.9408815981482586e-11,3.2666145231269997e-24,8.108219183057441e-08,3.8943956336374234e-08,7.7385171282697e-17,1.2690310031863537e-22,4.636418122713484e-08,0.00014915319662258273,1.2046326059661785e-11,8.357229299938137e-14
4.243904023838419e-13,0.1547348997255798,0.0,0.3842041059183843,0.031075039019954585,0.3192564909774602,0.35032700857138116,0.2070118722915671,0.09201725425931484,0.0,9.067006335947491e-20,6.180014595928068e-06,9.186614631422373e-16,0.0,6.613458440757849e-28,7.588850334888641e-12,2.037771075385259e-22,8.03227041582712e-17,2.6898896401368167e-26,2.172744688080583e-12,2.3984158878286217e-10,8.648687848536404e-41,1.37851745621933e-06,3.6976172060020677e-26,8.457319562817913e-18,1.3147191217786716e-33,6.180312316535102e-06,2.156779121147991e-31,9.405036740818887e-07,3.1519562805330774e-07,3.3772029900122244e-07,2.7757268588619204e-07,2.3074067324839153e-07,1.3517429520232872e-07,1.0358075990553954e-07,2.5649602083415845e-09,0.00015176640019770062,9.015417957939104e-11,1.1426793099009367e-08,9.977902612122178e-09,9.090460560204535e-07,1.1298735746242491e-07,7.169964516043005e-12,2.307034138725077e-10,3.0283666463068806e-09,6.523274198122656e-10,4.398804812886853e-16,3.491639238031738e-14,1.1914848199305665e-17,3.0252108789748506e-11,3.556597938789743e-24,8.220782865520386e-08,3.9370947538371715e-08,8.078842075876554e-17,1.3769394834493185e-22,4.7024572528977206e-08,0.00015127891320784525,1.274962712244743e-11,9.363835923263616e-14
4.3035651747635154e-13,0.1547348997255798,0.0,0.3842040703069525,0.03107503805423861,0.3192543385978837,0.3503247916854808,0.2070118675770713,0.09201724286860347,0.0,9.454966917917838e-20,6.266873493076175e-06,9.579514945974329e-16,0.0,7.090119831449669e-28,7.803999595374073e-12,2.1406866907591823e-22,8.2597904153172e-17,2.8049359277947124e-26,2.2335529866027736e-12,2.432132975305178e-10,9.273941457016494e-41,1.3978914292901928e-06,3.855763768570353e-26,8.816895556888564e-18,1.4094805509940156e-33,6.26717606610051e-06,2.280278696008223e-31,9.518842136870314e-07,3.189260134708918e-07,3.4349331575513884e-07,2.8124893184027965e-07,2.3380830591469062e-07,1.372121548173275e-07,1.0499165997726899e-07,2.639208245079595e-09,0.0001538989435430484,9.402700954615846e-11,1.175027879369777e-08,1.0257365982757451e-08,9.220929400859991e-07,1.1452111870605687e-07,7.2673875691688206e-12,2.339420586600498e-10,3.0986376565506997e-09,6.883877931240883e-10,4.534220686547169e-16,3.680041705675917e-14,1.2424933456492319e-17,3.1107283814189216e-11,3.86771152371505e-24,8.333224962347935e-08,3.979492222005772e-08,8.429065069717556e-17,1.49214307165567e-22,4.76849284433939e-08,0.00015340460200947374,1.348296569112479e-11,1.0474841290645759e-13
4.363226325688612e-13,0.1547348997255798,0.0,0.38420403473810266,0.03107503708935274,0.3192521862507494,0.35032257483393414,0.2070118628672787,0.09201723152403962,0.0,9.853846971349064e-20,6.3537318288724224e-06,9.983460836134407e-16,0.0,7.593835095475534e-28,8.022166412121082e-12,2.247373362089867e-22,8.490490601531304e-17,2.923216662322176e-26,2.2951807688493434e-12,2.465850061696216e-10,9.934845236350861e-41,1.4172652545439156e-06,4.018356505491677e-26,9.186461176244718e-18,1.5096206767964606e-33,6.354039271864039e-06,2.4089972885858187e-31,9.63218627107453e-07,3.2263910362384894e-07,3.492925982059124e-07,2.8491916100376645e-07,2.36871235756091e-07,1.3925125463483126e-07,1.0640140760056826e-07,2.714526644757263e-09,0.00015603145914454028,9.800879754317034e-11,1.2078227641967654e-08,1.0540608899299232e-08,9.351475305860358e-07,1.1605340082807036e-07,7.364716673096529e-12,2.3717761524219613e-10,3.1690224622267753e-09,7.258154431211125e-10,4.671672771243558e-16,3.875341200564563e-14,1.2949388206692793e-17,3.197433947437706e-11,4.201166943379881e-24,8.445544282080374e-08,4.021590185423669e-08,8.789328902389852e-17,1.6150041951864104e-22,4.8345248080587985e-08,0.00015553026302806412,1.4247140650745519e-11,1.1699357862696826e-13
4.4228874766137084e-13,0.1547348997255798,0.0,0.384203999211718,0.03107503612529114,0.31925003393603596,0.3503203580167306,0.20701185816218204,0.09201722022543636,0.0,1.0263798580518181e-19,6.440589603326888e-06,1.039860540698051e-15,0.0,8.125736324064317e-28,8.243351311110436e-12,2.3579192871234647e-22,8.724371085043177e-17,3.044776683341851e-26,2.357627244387215e-12,2.49956714700249e-10,1.0632902411332124e-40,1.4366389319882327e-06,4.185457054458616e-26,9.566149993790873e-18,1.6153645976311658e-33,6.440901933799245e-06,2.54307919226811e-31,9.745071012996944e-07,3.2633497857906586e-07,3.551180635902734e-07,2.8858338318161747e-07,2.3992946998209525e-07,1.4129150419029484e-07,1.0781000572470616e-07,2.7909145751097053e-09,0.00015816394700277384,1.0210097949577492e-10,1.2410635662769429e-08,1.0827628282596315e-08,9.482098321232379e-07,1.175842052552136e-07,7.461951918464636e-12,2.404100865919645e-10,3.2394943218373126e-09,7.646356814670668e-10,4.81115954236678e-16,4.077656928710867e-14,1.3488412961182664e-17,3.285327419008913e-11,4.55822684151743e-24,8.557739647780964e-08,4.063390776211881e-08,9.159776232606433e-17,1.7458961710439212e-22,4.900553053857219e-08,0.00015765589626421208,1.504295660927981e-11,1.3047144799873945e-13
4.482548627538805e-13,0.1547348997255798,0.0,0.3842039637276817,0.031075035162048018,0.3192478816537221,0.35031814123385985,0.20701185346177417,0.09201720897260753,0.0,1.0684973859461612e-19,6.527446816449644e-06,1.0825101763010707e-15,0.0,8.686986518065808e-28,8.467554824155145e-12,2.4724136146298045e-22,8.961431976424615e-17,3.1696608304727725e-26,2.420891623545759e-12,2.533284231224752e-10,1.1369657881606102e-40,1.4560124616308595e-06,4.3571270531508e-26,9.956095451216005e-18,1.7269435590775964e-33,6.527764051879772e-06,2.6826706297801003e-31,9.857498224625444e-07,3.3001371803307554e-07,3.6096962945149367e-07,2.922416081628192e-07,2.4298301579115286e-07,1.4333281405266543e-07,1.0921745724146578e-07,2.8683711417118133e-09,0.00016029640711834634,1.0630498318464571e-10,1.2747498790149622e-08,1.111842106130884e-08,9.612798489536968e-07,1.191135334128571e-07,7.55909339582414e-12,2.4363947566030865e-10,3.3100268074618555e-09,8.04873507662425e-10,4.952679463933844e-16,4.287106479925671e-14,1.4042208273185385e-17,3.374408638130723e-11,4.940206199291954e-24,8.66980989691537e-08,4.104896111438741e-08,9.540549576874955e-17,1.8852032462933437e-22,4.966577490320699e-08,0.0001597815017185131,1.5871223508239983e-11,1.4528643088613299e-13
4.5422097784639015e-13,0.1547348997255798,0.0,0.3842039282858768,0.03107503419961762,0.3192457294037865,0.3503159244853116,0.20701184876604783,0.09201719776536765,0.0,1.111752495237699e-19,6.614303468250767e-06,1.1263103008140655e-15,0.0,9.278779991348505e-28,8.694777488903578e-12,2.5909464431647555e-22,9.201673386245467e-17,3.297913943330361e-26,2.484973117416055e-12,2.5670013143637557e-10,1.2146698791510895e-40,1.475385843479492e-06,4.533428139234925e-26,1.0356430859120924e-17,1.844595034125935e-33,6.614625626079349e-06,2.8279197516802358e-31,9.969469760401113e-07,3.336754013137683e-07,3.6684721363819923e-07,2.9589384572040645e-07,2.4603188037067795e-07,1.453750958345195e-07,1.1062376498584726e-07,2.9468953886350512e-09,0.000162428839491855,1.1062222782951458e-10,1.3088812874283809e-08,1.1412984171755219e-08,9.743575849909233e-07,1.2064138672499509e-07,7.656141195638507e-12,2.4686578537637347e-10,3.3805938213258686e-09,8.465535924748997e-10,5.09623098856375e-16,4.503805761410841e-14,1.4610974738138734e-17,3.464677446821788e-11,5.3484737069741026e-24,8.781753881231971e-08,4.146108293225883e-08,9.931791301265466e-17,2.0333206299180826e-22,5.0325980248239705e-08,0.0001619070793915625,1.6732756219731726e-11,1.615501193252853e-13
4.601870929388999e-13,0.1547348997255798,0.0,0.3842038928861867,0.031075033237994244,0.319243577186208,0.3503137077710754,0.20701184407499587,0.09201718660353203,0.0,1.1561604034023924e-19,6.701159558740324e-06,1.1712762245700888e-15,0.0,9.902342773693202e-28,8.92501984884238e-12,2.713608819834086e-22,9.445095425073631e-17,3.429580861526434e-26,2.5498709378501588e-12,2.60071839642025e-10,1.2965655099915747e-40,1.4947590775418063e-06,4.71442195036475e-26,1.0767289397145554e-17,1.9685628033545277e-33,6.701486656371789e-06,2.9789766348582056e-31,1.0080987467248817e-06,3.373201073820955e-07,3.727507343031985e-07,2.995401056114874e-07,2.4907607089706553e-07,1.4741826220163177e-07,1.1202893173677421e-07,3.026486299110312e-09,0.0001645612441238966,1.150541236607099e-10,1.343457368251133e-08,1.1711314557760967e-08,9.874430438098849e-07,1.2216776661424673e-07,7.753095408283667e-12,2.5008901864777315e-10,3.4511696118441164e-09,8.897002618950924e-10,5.241812557456835e-16,4.72786893393051e-14,1.5194912993962155e-17,3.5561336871212186e-11,5.784453147652902e-24,8.893570466643083e-08,4.187029408853473e-08,1.033364361326793e-16,2.190654516108042e-22,5.098614563534437e-08,0.00016403262928395528,1.762837412982678e-11,1.7938166421757293e-13
4.661532080314095e-13,0.1547348997255798,0.0,0.3842038575284944,0.031075032277172225,0.3192414250009656,0.35031149109114085,0.20701183938861117,0.09201717548691676,0.0,1.201736331012361e-19,6.78801508792838e-06,1.217423257843394e-15,0.0,1.055893301318292e-27,9.158282453299256e-12,2.840492739058837e-22,9.691698203475058e-17,3.564706424669205e-26,2.6155842974603686e-12,2.6344354773949857e-10,1.3828200150059705e-40,1.51413216382546e-06,4.900170124181106e-26,1.1188804114096023e-17,2.099097035008506e-33,6.788347142730988e-06,3.1359932810347226e-31,1.0192053184607653e-06,3.409479148337642e-07,3.7868010990232517e-07,3.031803975772705e-07,2.5211559453570854e-07,1.4946222688196365e-07,1.1343296021780378e-07,3.10714279619647e-09,0.0001666936210150679,1.1960207147838847e-10,1.3784776900371344e-08,1.2013409170509394e-08,1.0005362286510866e-06,1.2369267450185755e-07,7.84995612404824e-12,2.533091783608885e-10,3.5217287891240287e-09,9.343374816321182e-10,5.389422600378039e-16,4.95940835060076e-14,1.5794223721325033e-17,3.648777201088587e-11,6.249624792500366e-24,9.00525853310707e-08,4.2276615308647134e-08,1.0746248553740277e-16,2.3576220990161257e-22,5.1646270114162576e-08,0.0001661581513962863,1.8558900708166877e-11,1.9890816491951425e-13
4.721193231239192e-13,0.1547348997255798,0.0,0.384203822212683,0.03107503131714593,0.3192392728480381,0.3503092744454978,0.20701183470688658,0.09201716441533868,0.0,1.2484955017757442e-19,6.874870055825e-06,1.2647667108491315e-15,0.0,1.1249841378089868e-27,9.394565857445555e-12,2.971691141342174e-22,9.941481832013737e-17,3.703335472363287e-26,2.682112409618487e-12,2.668152557288711e-10,1.4736051239390089e-40,1.5335051023380905e-06,5.090734298311893e-26,1.162110792807171e-17,2.2364543649796735e-33,6.875207085130918e-06,3.2991236152633325e-31,1.0302668744461318e-06,3.445589019009262e-07,3.846352591932954e-07,3.068147313430898e-07,2.551504584410151e-07,1.5150690467406078e-07,1.1483585309784024e-07,3.188863743454299e-09,0.00016882597016596538,1.2426746219936668e-10,1.41394181326401e-08,1.2319264968394224e-08,1.013637142424675e-06,1.2521611180770074e-07,7.946723433133651e-12,2.5652626738118596e-10,3.592246339915266e-09,9.804888421629762e-10,5.539059535644317e-16,5.198534498334034e-14,1.6409107643915804e-17,3.742607830803919e-11,6.74552680708412e-24,9.116816974511342e-08,4.268006717169594e-08,1.1169747988947712e-16,2.534651579035129e-22,5.2306352722345136e-08,0.00016828364572915022,1.9525163063725835e-11,2.2026507182715132e-13
