Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),CH3OX(210),H2NOX(204),HOX(29),H2NO(88),HNOX(526),H3NX(202),NX(608),OX(27),HNX(525),H2X(216),H2NX(201),CH2X(34),CHX(35),CX(33),SX(667),NO2X(206),SX(613),SX(725),CH2OX(511),CHOX(665),NO2X(213),SX(672),H2NO3(231),CH2NX(666),CNO2X(792),SX(731),S(698),S(882),CH3NX(657),HN2O2(399),SX(545),H2NOX(203),SX(542),SX(1241),HNOH(93),S(1037),SX(481),SX(1371),SX(482),CNO2X(669),HNO2X(492)
2.0446251543025557e-12,0.13560010218963095,0.0,33.66840640322718,0.03104521704437633,0.31912015552989825,0.35030989344582814,0.20687058870569316,0.09175008230788101,4.807675331935872e-34,1.8807509721908717e-18,9.39233159418947e-06,1.875556982490952e-15,8.58691074834228e-22,3.4088924648806046e-25,3.401454843549256e-10,1.0705210974644172e-19,7.593231380834793e-17,2.639997881831487e-26,7.549997385057749e-10,6.782139453362945e-11,3.44820750399158e-41,3.4050921058302555e-07,8.810604151372354e-27,5.209395033442574e-16,2.557408933253325e-31,9.433644648180993e-06,3.5926802552057784e-29,0.0002679121086626347,0.00011463119430823554,0.00022395780992767278,0.00011362017626766347,8.892519371969285e-05,5.0065702940610494e-05,6.869156108948668e-05,3.7234434479276134e-05,3.088787268852401e-05,3.7690579983728194e-06,1.2581867524377051e-05,4.017818059439611e-07,1.7683983853770646e-05,1.3093134461811673e-05,1.7384918424082558e-13,3.4690148559596226e-05,6.640238390835022e-10,3.28991909346411e-08,1.570295870971924e-07,2.3491272133707353e-06,2.0902990969757673e-05,3.539116986400588e-09,6.224568303190386e-09,4.201186875650642e-13,7.752288400923611e-11,2.0715049254158668e-08,3.2520788479805053e-12,3.0603959545126507e-05,1.6265773488218084e-10,7.97018314908669e-17,9.978628815398282e-08,1.1066163279815998e-08,1.8426825578538262e-07,6.110359166585482e-13,5.077263009791538e-09,5.2214266660612694e-12,2.8090523309375112e-05,3.2056863996927906e-12,1.0827582321524972e-18,9.9169383796264e-06,6.388970350971815e-15,4.7854194967892355e-08,3.201749994507396e-14,6.935973574091247e-10,9.88182590438658e-13,1.38149502502672e-12
2.0510877096541685e-12,0.13560010218963095,0.0,33.66840334746855,0.031045130028484486,0.31911927753919345,0.35030939490690577,0.2068701984121858,0.09174968266103717,4.917661856727499e-34,1.906853665647012e-18,9.421945982997678e-06,1.8933409963292534e-15,8.727881023785231e-22,3.4628635859962573e-25,3.4368349630345126e-10,1.0836756688648087e-19,7.641296168383054e-17,2.665105946666214e-26,7.596978453126404e-10,6.803569077753136e-11,3.5030398030612467e-41,3.41574713439469e-07,8.894398464726143e-27,5.25854698594923e-16,2.597913347279823e-31,9.463532784529997e-06,3.63800026347841e-29,0.0002683111687795056,0.00011486667903386494,0.00022487497398665531,0.0001139251211970286,8.914895547721348e-05,5.0215803648240064e-05,6.89228717828272e-05,3.732742314825915e-05,3.098552928671233e-05,3.7928787928192273e-06,1.26012627669046e-05,4.0550653739591275e-07,1.778744832942212e-05,1.3174239573825135e-05,1.7613618753674299e-13,3.4785269571571344e-05,6.660149174871127e-10,3.299852006920574e-08,1.5695413166375904e-07,2.3643301984167813e-06,2.0966678601316228e-05,3.5812120501399463e-09,6.379471581686274e-09,4.228518797794685e-13,7.799181829508567e-11,2.084578685687562e-08,3.2606251130830747e-12,3.070047160263165e-05,1.6364373527052873e-10,8.018226977727814e-17,1.0098208682968574e-07,1.113873906631628e-08,1.8607908806835544e-07,6.146658605892622e-13,5.1439394457767146e-09,5.298551088833137e-12,2.8184087130306662e-05,3.2582727927004724e-12,1.1033748428752318e-18,9.982060356498706e-06,6.493942718676206e-15,4.8153788781405014e-08,3.230331022396167e-14,7.001539594179622e-10,9.908343305049136e-13,1.3943369904486107e-12
2.0575502650057813e-12,0.13560010218963095,0.0,33.668400293305204,0.03104504304249162,0.3191183997245014,0.3503088966745998,0.20686980842908803,0.09174928471455211,5.029800316171442e-34,1.933241579940248e-18,9.451559920872815e-06,1.9112367303448916e-15,8.870699850326218e-22,3.5175146292763187e-25,3.4724877000909683e-10,1.0969504573077925e-19,7.689512531366825e-17,2.6903726794792415e-26,7.644100139737642e-10,6.824998661577368e-11,3.5585673875290744e-41,3.4264015278297166e-07,8.978722306141328e-27,5.308004676447448e-16,2.6389283039173856e-31,9.493421597723121e-06,3.6837456954245064e-29,0.00026870852895575294,0.00011510156524023298,0.0002257932239246154,0.0001142297600639009,8.937240716994222e-05,5.036585483346621e-05,6.915412612333539e-05,3.742030105173058e-05,3.1083186151864296e-05,3.8167669672817026e-06,1.2620581174305046e-05,4.0925215483299165e-07,1.789117082202402e-05,1.3255574981480479e-05,1.7844694028619948e-13,3.4880281725263626e-05,6.680053391074076e-10,3.3097816556206935e-08,1.5687914517573923e-07,2.3795724759851017e-06,2.1030340571573717e-05,3.6236326338224957e-09,6.537663943668396e-09,4.25594196384907e-13,7.846177979672014e-11,2.097693308037677e-08,3.2691665984150157e-12,3.079698230139088e-05,1.6463176822026899e-10,8.06640952182698e-17,1.0218731775646391e-07,1.121152963901334e-08,1.879015570820763e-07,6.183040128709188e-13,5.211269704600689e-09,5.376569284642259e-12,2.8277681637928373e-05,3.3115479494861435e-12,1.1243149358078847e-18,1.0047399334462405e-05,6.600293654610365e-15,4.8454296262549165e-08,3.259064696842085e-14,7.06751531603569e-10,9.934843963583889e-13,1.4072437801782859e-12
2.064012820357394e-12,0.13560010218963095,0.0,33.6683972407306,0.03104495608628881,0.3191175220853822,0.350308398748603,0.20686941875597042,0.09174888846118434,5.144125700188953e-34,1.959916967323664e-18,9.481173407865593e-06,1.9292445301628333e-15,9.015385329375807e-22,3.5728519704427563e-25,3.5084144349447356e-10,1.1103461841620184e-19,7.737880469178454e-17,2.7157985797350425e-26,7.691362398496538e-10,6.84642820486778e-11,3.614796847942702e-41,3.437055286491115e-07,9.063577342479117e-27,5.357769022725657e-16,2.6804585948848403e-31,9.523311091194372e-06,3.7299191739929287e-29,0.0002691041964336669,0.00011533585445204167,0.00022671255793148818,0.00011453409317521471,8.959554922712004e-05,5.051585651278492e-05,6.93853231364985e-05,3.751306848420597e-05,3.11808432848363e-05,3.8407223969851585e-06,1.2639823082443753e-05,4.1301866998140315e-07,1.7995151024915955e-05,1.3337140442233299e-05,1.8078162517745921e-13,3.4975184971963015e-05,6.699951041633059e-10,3.319708040742225e-08,1.5680462980268583e-07,2.3948540081270543e-06,2.109397676813106e-05,3.6663791431636348e-09,6.6992020607656035e-09,4.2834564029449065e-13,7.893276790503541e-11,2.1108487899972956e-08,3.2777034395744236e-12,3.0893491641613655e-05,1.6562183030802544e-10,8.114731064345806e-17,1.0340200047703981e-07,1.1284534554971838e-08,1.897356949093923e-07,6.219503498524513e-13,5.279257976087985e-09,5.455488751317626e-12,2.8371306823861267e-05,3.3655186013621104e-12,1.1455825345666933e-18,1.0112955256812476e-05,6.708036700982153e-15,4.875571721583616e-08,3.287951354350219e-14,7.133901988043818e-10,9.9613282407886e-13,1.4202153985045761e-12
2.070475375709007e-12,0.13560010218963095,0.0,33.668394189738166,0.03104486915976765,0.3191166446213972,0.3503079011286085,0.2068690293924041,0.09174849389372336,5.260673451736832e-34,1.986882090651752e-18,9.510786444026693e-06,1.9473647413707642e-15,9.161955678197957e-22,3.628882024515112e-25,3.544616551096583e-10,1.1238635728571096e-19,7.786399981210725e-17,2.741384146895494e-26,7.738765183023631e-10,6.867857707656456e-11,3.671734816353237e-41,3.4477084107341236e-07,9.148965240591954e-27,5.407840942304544e-16,2.7225090414892398e-31,9.553201268391286e-06,3.776523329811038e-29,0.00026949817842468303,0.00011556954819012187,0.0002276329742011981,0.00011483812083759644,8.981838207739355e-05,5.066580870268636e-05,6.96164618518989e-05,3.76057257389661e-05,3.127850068648431e-05,3.864744956686339e-06,1.2658988825778955e-05,4.168060937688591e-07,1.80993886322513e-05,1.3418935713127877e-05,1.8314042582195132e-13,3.5069979263953285e-05,6.719842128736482e-10,3.3296311634635676e-08,1.567305877247488e-07,2.4101747574284094e-06,2.1157587078526744e-05,3.709451957744162e-09,6.864143310005454e-09,4.311062144093058e-13,7.940478203300065e-11,2.124045129097686e-08,3.2862357727272905e-12,3.098999962350922e-05,1.6661391815389352e-10,8.163191894372638e-17,1.046261539944722e-07,1.1357753369108102e-08,1.9158153354649976e-07,6.256048479029884e-13,5.347908461541187e-09,5.535317024803502e-12,2.8464962679593618e-05,3.4201915225469844e-12,1.1671817005293693e-18,1.0178728065928352e-05,6.817185487433288e-15,4.9058051445818416e-08,3.316991332290284e-14,7.200700858321375e-10,9.987796499268364e-13,1.4332518496157268e-12
2.0769379310606197e-12,0.13560010218963095,0.0,33.668391140321376,0.03104478226282023,0.3191157673321089,0.35030740381430975,0.20686864033796065,0.09174810100498931,5.379479471156642e-34,2.014139223392652e-18,9.540399029406766e-06,1.9655977095191126e-15,9.31042923022722e-22,3.685611245925966e-25,3.5810954353190703e-10,1.1375033488829156e-19,7.835071066856844e-17,2.7671298804198786e-26,7.786308446954899e-10,6.889287169975443e-11,3.7293879664453933e-41,3.458360900913443e-07,9.234887667323501e-27,5.458221352437205e-16,2.765084494713296e-31,9.583092132774901e-06,3.8235608011812606e-29,0.0002698904821095141,0.00011580264797144301,0.00022855447093164766,0.00011514184335736504,9.004090614881597e-05,5.0815711419654876e-05,6.984754130319465e-05,3.7698273108061845e-05,3.1376158357663854e-05,3.88883452067667e-06,1.2678078737367501e-05,4.206144363205743e-07,1.8203883338993736e-05,1.3500960550800476e-05,1.8552352675645428e-13,3.516466455450683e-05,6.73972665457199e-10,3.33955102496377e-08,1.5665702113223846e-07,2.4255346870143907e-06,2.122117139023827e-05,3.752851430773899e-09,7.0325457775626986e-09,4.338759216181798e-13,7.987782161570234e-11,2.1372823228703017e-08,3.2947637346183242e-12,3.108650624728656e-05,1.676080284216175e-10,8.211792307164607e-17,1.0585979676754191e-07,1.1431185634200212e-08,1.9343910490261284e-07,6.292674834120423e-13,5.417225373709445e-09,5.616061679208441e-12,2.855864919648147e-05,3.4755735302813054e-12,1.1891165331008003e-18,1.0244717703277778e-05,6.92775373128996e-15,4.936129875708933e-08,3.3461849689205096e-14,7.267913174718641e-10,1.001424910346737e-12,1.4463531376122815e-12
2.0834004864122325e-12,0.13560010218963095,0.0,33.668388092473776,0.031044695395339095,0.31911489021708095,0.35030690680540066,0.2068682515922124,0.09174770978783295,5.5005801205506455e-34,2.0416906496403383e-18,9.570011164056445e-06,1.9839437801210698e-15,9.460824435385068e-22,3.7430461286363467e-25,3.617852477653685e-10,1.1512662397887584e-19,7.883893725510449e-17,2.7930362797648894e-26,7.833992143941774e-10,6.910716591856742e-11,3.7877630136675916e-41,3.469012757383229e-07,9.321346289508655e-27,5.508911170109317e-16,2.8081898353027854e-31,9.612983687819708e-06,3.87103423407766e-29,0.00027028111463828057,0.00011603515530912297,0.0002294770463247068,0.00011544526104053213,9.026312186884789e-05,5.0965564680168975e-05,7.007856052810051e-05,3.779071088231891e-05,3.147381629923003e-05,3.912990962785134e-06,1.2697093148870645e-05,4.2444370695533474e-07,1.830863484091389e-05,1.3583214711482592e-05,1.8793111344527743e-13,3.5259240797879346e-05,6.759604621326442e-10,3.349467626422518e-08,1.5658393222516996e-07,2.4409337605546785e-06,2.128472959068358e-05,3.796577888859315e-09,7.204468262435493e-09,4.366547647974448e-13,8.035188611038696e-11,2.1505603688467814e-08,3.3032874625805365e-12,3.118301151315444e-05,1.68604157818766e-10,8.260532604187442e-17,1.0710294670620402e-07,1.1504830900898035e-08,1.953084407996339e-07,6.329382327896974e-13,5.487212936756878e-09,5.69773032685384e-12,2.8652366365749237e-05,3.5316714849428455e-12,1.2113911699806359e-18,1.0310924109420665e-05,7.0397552378129185e-15,4.9665458954283355e-08,3.3755326034115314e-14,7.335540184818757e-10,1.0040686419696862e-12,1.4595192665197143e-12
2.0898630417638453e-12,0.13560010218963095,0.0,33.66838504618889,0.031044608557217312,0.31911401327587774,0.3503064101015752,0.20686786315473227,0.09174732023513546,5.624012228184472e-34,2.0695386641267385e-18,9.599622848026326e-06,2.002403298652614e-15,9.613159860395325e-22,3.8011932062510986e-25,3.654889071407969e-10,1.1651529751826877e-19,7.932867956565589e-17,2.8191038443846325e-26,7.88181622765112e-10,6.932145973332309e-11,3.846866715362096e-41,3.479663980497107e-07,9.408342773973561e-27,5.559911312039284e-16,2.8518299738539295e-31,9.642875937013602e-06,3.9189462821425165e-29,0.00027067008313064124,0.00011626707171243764,0.00023040069858620184,0.00011574837419280238,9.048502966435814e-05,5.111536850070141e-05,7.030951856836885e-05,3.788303935134262e-05,3.1571474512037484e-05,3.937214156381118e-06,1.2716032390559759e-05,4.282939141816435e-07,1.841364283458595e-05,1.3665697951004223e-05,1.9036337228244144e-13,3.535370794930456e-05,6.779476031185925e-10,3.35938096902014e-08,1.5651132321279077e-07,2.4563719422683625e-06,2.1348261567222566e-05,3.8406316317752535e-09,7.37997028004755e-09,4.3944274681070444e-13,8.082697499650298e-11,2.1638792645589473e-08,3.311807094543634e-12,3.127951542132138e-05,1.696023030969035e-10,8.309413093153137e-17,1.0835562116710769e-07,1.1578688717733269e-08,1.971895729718266e-07,6.366170724667953e-13,5.557875386230844e-09,5.7803306183220395e-12,2.874611417849021e-05,3.5884922901615666e-12,1.2340097874327623e-18,1.0377347224012913e-05,7.153203900447042e-15,4.997053184207591e-08,3.405034575870302e-14,7.403583135937644e-10,1.0067108816159523e-12,1.4727502403008072e-12
2.096325597115458e-12,0.13560010218963095,0.0,33.66838200146029,0.031044521748348403,0.3191131365080653,0.3503059137025278,0.20686747502509364,0.09174693233980843,5.7498130929166315e-34,2.0976855722337958e-18,9.629234081366978e-06,2.020976610552532e-15,9.76745418909877e-22,3.860059052134205e-25,3.6922066131526426e-10,1.1791642867307329e-19,7.981993759416752e-17,2.845333073730625e-26,7.929780651765229e-10,6.953575314434056e-11,3.9067058708951133e-41,3.490314570608162e-07,9.495878787535617e-27,5.61122269467841e-16,2.8960098509007276e-31,9.672768883857863e-06,3.967299606682892e-29,0.0002710573946759228,0.00011649839868683083,0.00023132542592590484,0.00011605118311957391,9.070662996162447e-05,5.1265122897719004e-05,7.054041446977077e-05,3.797525880352272e-05,3.166913299694046e-05,3.961503974377262e-06,1.2734896791322037e-05,4.3216506569394326e-07,1.851890701738427e-05,1.3748410024797082e-05,1.9282049059385588e-13,3.544806596498897e-05,6.799340886335746e-10,3.369291053937608e-08,1.5643919631309243e-07,2.471849196928836e-06,2.1411767207158465e-05,3.885012932240895e-09,7.559112065774435e-09,4.422398705085999e-13,8.130308777574167e-11,2.1772390075388086e-08,3.3203227690412774e-12,3.137601797199569e-05,1.7060246105175967e-10,8.358434088055465e-17,1.0961783694918524e-07,1.1652758631129433e-08,1.990825330654899e-07,6.403039788951196e-13,5.629216969030105e-09,5.863870242503968e-12,2.8839892625667147e-05,3.6460428929342565e-12,1.256976600556686e-18,1.0443986985810216e-05,7.268113701070349e-15,5.0276517225183433e-08,3.434691227364019e-14,7.472043275123953e-10,1.0093516662970342e-12,1.4860460628677806e-12
2.102788152467071e-12,0.13560010218963095,0.0,33.66837895828157,0.031044434968626383,0.3191122599132104,0.3503054176079529,0.2068670872028706,0.09174654609479362,5.878020488654893e-34,2.1261336900054725e-18,9.658844864128949e-06,2.0396640612224435e-15,9.923726222766789e-22,3.919650279524061e-25,3.729806502718729e-10,1.1933009081561576e-19,8.031271133458837e-17,2.871724467251805e-26,7.97788536998183e-10,6.97500461519385e-11,3.967287321786921e-41,3.5009645280689437e-07,9.583955997003489e-27,5.662846234211047e-16,2.9407344370022785e-31,9.702662531867089e-06,4.0160968766672166e-29,0.00027144305633324933,0.00011672913773392386,0.00023225122655752255,0.0001163536881259384,9.092792318633453e-05,5.141482788768286e-05,7.077124728207724e-05,3.8067369526038065e-05,3.176679175479271e-05,3.9858602892322984e-06,1.2753686678666168e-05,4.360571683689172e-07,1.8624427087480016e-05,1.3831350687897812e-05,1.9530265663949592e-13,3.554231480210672e-05,6.819199188960435e-10,3.379197882356515e-08,1.563675537523066e-07,2.4873654898686405e-06,2.147524639773937e-05,3.929722035700058e-09,7.741954578392273e-09,4.4504613872857783e-13,8.17802239720768e-11,2.1906395953185566e-08,3.328834625217232e-12,3.1472519165385425e-05,1.716046285233944e-10,8.407595909203392e-17,1.1088961028931252e-07,1.1727040185411864e-08,2.00987352638634e-07,6.439989285475777e-13,5.701241943372875e-09,5.9483569266463465e-12,2.8933701698112825e-05,3.704330283738813e-12,1.2802958635608425e-18,1.0510843332671857e-05,7.38449871024248e-15,5.0583414908363324e-08,3.4645028999440415e-14,7.540921849158996e-10,1.0119910332174184e-12,1.4994067380941771e-12
2.1092507078186837e-12,0.13560010218963095,0.0,33.66837591664639,0.031044348217945758,0.31911138349088103,0.3503049218175458,0.20686669968763777,0.09174616149306278,6.008672668839595e-34,2.154885344159694e-18,9.688455196362753e-06,2.0584659960268192e-15,1.0081994880414264e-21,3.979973541648701e-25,3.7676901431946645e-10,1.2075635752387157e-19,8.080700078087169e-17,2.898278524394527e-26,8.026130336014066e-10,6.996433875643516e-11,4.028617951841975e-41,3.5116138532314685e-07,9.672576069177107e-27,5.714782846554762e-16,2.98600873283005e-31,9.732556884569179e-06,4.065340768721858e-29,0.0002718270751316706,0.00011695929035152531,0.000233178098698686,0.0001166558895166816,9.114890976358666e-05,5.156448348704824e-05,7.100201605904031e-05,3.815937180486136e-05,3.186445078644759e-05,4.010282972953899e-06,1.2772402378728035e-05,4.3997022826187365e-07,1.8730202743837827e-05,1.3914519694951203e-05,1.9781005961557622e-13,3.56364544187943e-05,6.83905094124375e-10,3.389101455459093e-08,1.5629639776438757e-07,2.5029207869842443e-06,2.1538699026159642e-05,3.974759160105987e-09,7.928559503447047e-09,4.478615542946595e-13,8.225838313180306e-11,2.2040810254305695e-08,3.3373428028304646e-12,3.1569019001698424e-05,1.7260880239635996e-10,8.45689888325241e-17,1.1217095685804212e-07,1.180153292281765e-08,2.029040631606586e-07,6.477018979183821e-13,5.77395457876474e-09,6.033798436398426e-12,2.9027541386530565e-05,3.763361496648198e-12,1.3039718700378361e-18,1.0577916201564486e-05,7.502373087452642e-15,5.089122469641396e-08,3.4944699366698325e-14,7.610220104556689e-10,1.014629019776005e-12,1.5128322698264954e-12
2.1157132631702965e-12,0.13560010218963095,0.0,33.668372876548375,0.031044261496201497,0.3191105072406464,0.3503044263310017,0.2068663124789704,0.09174577852761773,6.14180837095398e-34,2.1839428721002356e-18,9.718065078118874e-06,2.0773827602930095e-15,1.0242279199111447e-21,4.041035531840987e-25,3.805858940923414e-10,1.2219530258139096e-19,8.130280592697492e-17,2.924995744602572e-26,8.074515503590498e-10,7.017863095814831e-11,4.090704687279026e-41,3.52226254644722e-07,9.761740670847692e-27,5.767033447360492e-16,3.0318377692551305e-31,9.76245194550528e-06,4.1150339671277027e-29,0.0002722094580702906,0.00011718885803364053,0.00023410604057093933,0.00011695778759628348,9.13695901178906e-05,5.171408971226459e-05,7.123271985837483e-05,3.8251265924763855e-05,3.196211009275796e-05,4.034771897101487e-06,1.2791044216276296e-05,4.4390425060321045e-07,1.883623368621249e-05,1.3997916800213346e-05,2.0034288965672343e-13,3.573048477414552e-05,6.85889614536868e-10,3.399001774428194e-08,1.562257305904807e-07,2.5185150547407666e-06,2.160212497956142e-05,4.020124495710689e-09,8.118989256542799e-09,4.5068612001720925e-13,8.273756482357328e-11,2.2175632954074097e-08,3.3458474422592116e-12,3.166551748114229e-05,1.736149795998593e-10,8.506343343233835e-17,1.1346189175541073e-07,1.1876236383505606e-08,2.0483269601203232e-07,6.514128635232282e-13,5.847359155966476e-09,6.120202575858271e-12,2.9121411681494783e-05,3.8231436094440526e-12,1.3280089532416363e-18,1.0645205528565867e-05,7.621751081367017e-15,5.1199946394174655e-08,3.5245926816328634e-14,7.679939287563504e-10,1.0172656635672309e-12,1.5263226618955832e-12
2.1221758185219093e-12,0.13560010218963095,0.0,33.668369837981245,0.031044174803289044,0.31910963116207647,0.35030393114801617,0.2068659255764443,0.09174539719149004,6.2774668210615604e-34,2.2133086219285445e-18,9.747674509447779e-06,2.0964146993112598e-15,1.040459833429505e-21,4.10284298365374e-25,3.8443143054995723e-10,1.2364699997722502e-19,8.180012676685966e-17,2.951876627317141e-26,8.123040826455096e-10,7.039292275739532e-11,4.1535544968612237e-41,3.532910608067147e-07,9.85145146879774e-27,5.819598952012705e-16,3.078226607435447e-31,9.792347718229749e-06,4.165179163816742e-29,0.0002725902121183948,0.00011741784227048146,0.00023503505039972953,0.00011725938266891867,9.158996467316835e-05,5.1863646579775535e-05,7.14633577417395e-05,3.8343052169320054e-05,3.205976967457627e-05,4.059326932789074e-06,1.2809612514718035e-05,4.478592397949658e-07,1.89425196151456e-05,1.4081541757554826e-05,2.029013378381464e-13,3.58244058282062e-05,6.878734803517425e-10,3.408898840447294e-08,1.5615555447837934e-07,2.534148260176636e-06,2.1665524145036015e-05,4.065818204859001e-09,8.313306986546936e-09,4.535198386927059e-13,8.321776863843441e-11,2.2310864027818226e-08,3.354348684504078e-12,3.17620146039244e-05,1.7462315710790087e-10,8.555929628582069e-17,1.1476242950682294e-07,1.1951150105566143e-08,2.0677328248397426e-07,6.551318018994734e-13,5.9214599669617495e-09,6.2075771876186104e-12,2.9215312573451562e-05,3.883683743729966e-12,1.352411486366738e-18,1.071271124886862e-05,7.742647030075603e-15,5.1509579806525685e-08,3.5548714799805286e-14,7.750080644158404e-10,1.0199010023818838e-12,1.539877918127784e-12
2.128638373873522e-12,0.13560010218963095,0.0,33.66836680093868,0.031044088139104323,0.31910875525474275,0.35030343626828503,0.20686553897963586,0.09174501747774097,6.4156877383706175e-34,2.2429849524555103e-18,9.777283490399891e-06,2.115562158334739e-15,1.0568971560078387e-21,4.165402670974833e-25,3.8830576497664743e-10,1.251115239058517e-19,8.22989632944917e-17,2.9789216719768677e-26,8.171706258367237e-10,7.060721415449311e-11,4.217174392026237e-41,3.543558038441673e-07,9.94171012980106e-27,5.872480275629559e-16,3.1251803389029455e-31,9.82224420631011e-06,4.215779058368644e-29,0.00027296934421557734,0.00011764624454847602,0.00023596512641439543,0.00011756067503845667,9.181003385275513e-05,5.2013154106018926e-05,7.169392877471891e-05,3.843473082091233e-05,3.2157429532754495e-05,4.083947950688075e-06,1.2828107596104337e-05,4.518351994074553e-07,1.9049060231962277e-05,1.4165394320463855e-05,2.054855961778045e-13,3.5918217541969164e-05,6.898566917871424e-10,3.4187926547004836e-08,1.5608587168196885e-07,2.5498203709081795e-06,2.1728896409625418e-05,4.111840421787468e-09,8.511576578710907e-09,4.563627131035142e-13,8.369899418986183e-11,2.2446503450867385e-08,3.3628466711901738e-12,3.1858510370251905e-05,1.7563333193944868e-10,8.605658085159883e-17,1.1607258405901244e-07,1.202627362503122e-08,2.0872585377813747e-07,6.588586896063119e-13,5.996261314924691e-09,6.2959301528122015e-12,2.9309244052719142e-05,3.944989065044412e-12,1.3771838828292982e-18,1.078043329678394e-05,7.865075361338525e-15,5.182012473838828e-08,3.585306677940021e-14,7.820645420052799e-10,1.0225350742076367e-12,1.5534980423558463e-12
2.135100929225135e-12,0.13560010218963095,0.0,33.66836376541445,0.031044001503543722,0.31910787951821756,0.35030294169150455,0.20686515268812208,0.09174463937946135,6.55651133982586e-34,2.2729742332131763e-18,9.806892021025627e-06,2.134825482579558e-15,1.0735418269560654e-21,4.228721408142238e-25,3.922090389813285e-10,1.2658894876710194e-19,8.279931550384102e-17,3.006131378017813e-26,8.220511753101695e-10,7.082150514975816e-11,4.281571427016354e-41,3.5542048379206887e-07,1.0032518320622756e-26,5.925678333063054e-16,3.1727040856507473e-31,9.85214141332701e-06,4.2668363580073454e-29,0.00027334686127186746,0.0001178740663502779,0.00023689626684815724,0.00011786166500846214,9.202979807939994e-05,5.2162612307426814e-05,7.192443202680509e-05,3.852630216073564e-05,3.225508966814416e-05,4.10863482103011e-06,1.284652978113587e-05,4.5583213217599585e-07,1.9155855238767828e-05,1.4249474242049414e-05,2.0809585763857445e-13,3.601191987736917e-05,6.91839249061134e-10,3.428683218372462e-08,1.5601668446066067e-07,2.5655313551341494e-06,2.1792241660323748e-05,4.158191252428144e-09,8.713862657704532e-09,4.592147460176573e-13,8.418124111379259e-11,2.2582551198552735e-08,3.371341544568344e-12,3.195500478033171e-05,1.7664550115856953e-10,8.655529065281699e-17,1.1739236877608284e-07,1.210160647588418e-08,2.1069044100629383e-07,6.625935032249481e-13,6.0717675141873875e-09,6.385269391156763e-12,2.9403206109488515e-05,4.007066782973331e-12,1.4023305965502668e-18,1.0848371605745299e-05,7.989050592831809e-15,5.213158099472454e-08,3.6158986228421895e-14,7.891634860690499e-10,1.0251679172292934e-12,1.56718303842959e-12
2.1415634845767478e-12,0.13560010218963095,0.0,33.668360731402316,0.031043914896504113,0.3191070039520744,0.35030244741737115,0.20686476670148063,0.09174426288977149,6.699978344727343e-34,2.3032788444663883e-18,9.836500101375356e-06,2.1542050172247917e-15,1.0903957975135285e-21,4.292806050059022e-25,3.9614139449721015e-10,1.2807934916608622e-19,8.330118338888175e-17,3.0335062448734725e-26,8.269457264448641e-10,7.103579574350651e-11,4.3467526990085986e-41,3.564851006853554e-07,1.0123877708019256e-26,5.979194038899198e-16,3.2208030002202653e-31,9.882039342874193e-06,4.318353777597635e-29,0.0002737227701678557,0.0001181013091547759,0.00023782846993810583,0.00011816235288219536,9.224925777526656e-05,5.231202120042542e-05,7.215486657137933e-05,3.861776646880207e-05,3.2352750081596327e-05,4.1333874136098214e-06,1.28648793891684e-05,4.5985003999772065e-07,1.9262904338444526e-05,1.433378127504437e-05,2.107323161304145e-13,3.6105512797277725e-05,6.938211523917059e-10,3.438570532648534e-08,1.5594799507881546e-07,2.5812811816401727e-06,2.1855559784078693e-05,4.204870774217467e-09,8.920230590562308e-09,4.620759401885904e-13,8.466450906865679e-11,2.2719007246207267e-08,3.3798334475155175e-12,3.2051497834370504e-05,1.776596618745752e-10,8.70554292773496e-17,1.1872179643562948e-07,1.2177148190069635e-08,2.1266707519002098e-07,6.663362193587694e-13,6.147982890207223e-09,6.475602860999453e-12,2.9497198733823918e-05,4.06992415126238e-12,1.4278561222405254e-18,1.0916526108312148e-05,8.11458733239258e-15,5.2443948380537545e-08,3.646647663145363e-14,7.963050211247657e-10,1.0277995698287692e-12,1.5809329102263364e-12
