Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),CH3OX(210),H2NOX(204),HOX(29),H2NO(88),HNOX(526),H3NX(202),NX(608),OX(27),HNX(525),H2X(216),H2NX(201),CH2X(34),CHX(35),CX(33),SX(667),NO2X(206),SX(613),SX(725),CH2OX(511),CHOX(665),NO2X(213),SX(672),H2NO3(231),CH2NX(666),CNO2X(792),SX(731),S(698),S(882),CH3NX(657),HN2O2(399),SX(545),H2NOX(203),SX(542),SX(1241),HNOH(93),S(1037),SX(481),SX(1371),SX(482),CNO2X(669),HNO2X(492)
1.9950282628053433e-13,0.13560010218963095,0.0,33.66938090752636,0.031071892213719324,0.3193801236898008,0.3504660684412504,0.20699658338779325,0.09197352740698764,1.7969221768884952e-41,3.906535609473466e-22,9.184853380954045e-07,1.757952776600575e-18,3.5378005168439014e-27,3.0774160868723964e-30,6.638128233428308e-13,1.9405738399293427e-23,7.232727364242625e-19,2.4537073330896708e-29,7.415481143153605e-12,6.61974749084203e-12,3.051893542353774e-46,3.354309718351856e-08,8.188927702425511e-30,4.948470272045631e-19,2.3050906751268364e-36,9.189112388363283e-07,3.3395570610365535e-33,4.4647662800131864e-05,1.5664879448695e-05,1.4944455493233508e-05,1.2741806395158383e-05,1.049221194593853e-05,5.118638725635097e-06,5.498586505070072e-06,4.557963315589915e-06,3.0134605665526885e-06,3.222140686561561e-08,2.070340973464662e-06,3.6291737996085377e-10,1.971237661770088e-07,1.2464443142499014e-07,4.316833737042911e-17,3.6612287067464786e-06,6.780800197054493e-11,3.1577378583857867e-09,2.1361510943483883e-08,1.335319742674283e-09,2.0702159119197684e-06,3.8807897513680735e-12,7.107568384555113e-16,2.6227562646718646e-15,5.834018039376353e-14,1.9836275167590799e-10,1.758675617915634e-14,2.9923610767041687e-06,1.1392230473336829e-13,4.0622097950817624e-20,5.118992528984816e-12,6.248204116307208e-11,9.390027626576947e-11,3.9928040236729646e-15,2.312985223977522e-13,1.2261522312668385e-16,2.6172207040724267e-06,1.3254756326628582e-17,4.359553529742433e-26,9.178930691859607e-08,2.627777241395507e-20,4.649181941072227e-10,2.5902824877438603e-18,6.663981613967459e-13,5.176787275303433e-15,2.70042165532213e-16
2.0241421366760451e-13,0.13560010218963095,0.0,33.66937913053163,0.031071845935449375,0.319379694961208,0.3504657981148395,0.20699635849944367,0.09197291813468633,2.0058696518462803e-41,4.0852170176160963e-22,9.318856938481793e-07,1.836016971837538e-18,3.834662211149465e-27,3.308504252178224e-30,6.856532800267717e-13,2.0403011920467164e-23,7.445359136099084e-19,2.5627029021257444e-29,7.633113669808085e-12,6.716347186582012e-12,3.2811693286048142e-46,3.4032054785820716e-08,8.552686109049844e-30,5.168103740952469e-19,2.478189832827223e-36,9.323238746998501e-07,3.538663749492267e-33,4.525663672759634e-05,1.5884487877855417e-05,1.5175662650474771e-05,1.2924842294632866e-05,1.0642027475337785e-05,5.192950295028236e-06,5.582770282800349e-06,4.622494192861948e-06,3.057436714516244e-06,3.318302287444822e-08,2.098618708747353e-06,3.791009142935892e-10,2.0286063641692755e-07,1.2832034560947894e-07,4.5204549554088454e-17,3.7145393242989185e-06,6.879372746762874e-11,3.206878555606465e-09,2.1989782476097566e-08,1.4174349194900385e-09,2.1004209159283434e-06,4.010660213273392e-12,7.818450095353062e-16,2.7182799019253133e-15,6.186357900066814e-14,2.0419263251291897e-10,1.856160530326275e-14,3.036019128243301e-06,1.208412054897287e-13,4.3494178369508494e-20,5.529479357223451e-12,6.468515650331386e-11,9.872871370766068e-11,4.140463116576652e-15,2.46940732948535e-13,1.3110658267012951e-16,2.6555837512030457e-06,1.4366902098088052e-17,4.9399804749388513e-26,9.433299117609998e-08,2.848277807293873e-20,4.785711506214812e-10,2.787294180612007e-18,6.957949007398268e-13,5.4640873552120495e-15,2.859395512665057e-16
2.053256010546747e-13,0.13560010218963095,0.0,33.669377354619826,0.031071799675986885,0.3193792663059901,0.3504655278713247,0.20699613370471362,0.09197231003252701,2.2354864726931514e-41,4.269487714787492e-22,9.45285954883676e-07,1.9163578548013e-18,4.151441614782148e-27,3.553267431145565e-30,7.079165622961001e-13,2.1437271992724385e-23,7.66107115279394e-19,2.6748793165341037e-29,7.853882746329424e-12,6.812946777086435e-12,3.524022123186646e-46,3.452099686498051e-08,8.927060165714057e-30,5.394136260681935e-19,2.6615329584283596e-36,9.457365864612413e-07,3.746539382828671e-33,4.586444052743859e-05,1.610384454615223e-05,1.5407239536396303e-05,1.3107795427138161e-05,1.0791749474738517e-05,5.267250805107582e-06,5.6670584082441075e-06,4.686970118554952e-06,3.101412866315163e-06,3.4159160221253006e-08,2.126843233561307e-06,3.957602457251102e-10,2.0867812731490736e-07,1.3204996375204942e-07,4.73073037980317e-17,3.767844993663344e-06,6.977930627888412e-11,3.256012217387556e-09,2.262533087661208e-08,1.5032234542687025e-09,2.1306256585959665e-06,4.141488225714826e-12,8.585319704078448e-16,2.815605883930833e-15,6.554007258492148e-14,2.1010689284745623e-10,1.9572858953897923e-14,3.0796768895071053e-06,1.2806348674721665e-13,4.65179317569662e-20,5.963082136463322e-12,6.692960900877108e-11,1.0372577934283493e-10,4.29098648229361e-15,2.633808506496032e-13,1.4004754974162247e-16,2.6939518308083476e-06,1.555365864100803e-17,5.587006485983607e-26,9.691241898303847e-08,3.0835727250449886e-20,4.924212378639799e-10,2.995935880262652e-18,7.260430469343254e-13,5.762141271120352e-15,3.025247854186818e-16
2.0823698844174488e-13,0.13560010218963095,0.0,33.66937557978896,0.03107175343529684,0.3193788377240635,0.35046525771066844,0.20699590900354456,0.09197170309826139,2.4874673014877854e-41,4.459449479052246e-22,9.586861212073742e-07,1.9990081044813877e-18,4.4891467389136815e-27,3.812303482836742e-30,7.30606041090262e-13,2.2509389875572744e-23,7.879863407033423e-19,2.790282322129044e-29,8.077787905916334e-12,6.909546262398974e-12,3.781046174354343e-46,3.500992342625632e-08,9.312202542843817e-30,5.626659405459681e-19,2.8555679487039577e-36,9.591493739760658e-07,3.963437417780321e-33,4.6471076448116225e-05,1.632294974208844e-05,1.5639185826883307e-05,1.3290665830081034e-05,1.0941378002496165e-05,5.3415402575448584e-06,5.7514504841816905e-06,4.751391180300998e-06,3.1453890220232563e-06,3.5149833848245564e-08,2.155014649024954e-06,4.1290235846817267e-10,2.1457617036407904e-07,1.3583329592316608e-07,4.947788070923109e-17,3.821145652403468e-06,7.076473842651343e-11,3.3051388476138086e-09,2.3268051635221953e-08,1.5927874907875585e-09,2.160830135980899e-06,4.273269099364886e-12,9.41142259668659e-16,2.9147348898554983e-15,6.937367319595349e-14,2.1610553037027766e-10,2.062116552957091e-14,3.1233343605228903e-06,1.3559725042925767e-13,4.969856984314685e-20,6.420516788650523e-12,6.921548503568021e-11,1.0889459823208914e-10,4.44437617252552e-15,2.806465162154006e-13,1.494547918550221e-16,2.7323249492580645e-06,1.6818801274997524e-17,6.30706840169272e-26,9.952763431915859e-08,3.334410723718718e-20,5.064684368408293e-10,3.2166962630653207e-18,7.571547195426244e-13,6.0711419806934954e-15,3.198170847695869e-16
2.1114837582881507e-13,0.13560010218963095,0.0,33.669373806037036,0.031071707213344315,0.3193784092153451,0.35046498763283346,0.2069956843958783,0.09197109732964548,2.763617700101763e-41,4.655204981889957e-22,9.720861928247518e-07,2.0840003979759477e-18,4.848820238194304e-27,4.086227422578792e-30,7.537251017949549e-13,2.3620246404601735e-23,8.101735891527828e-19,2.90895766457692e-29,8.304828681838093e-12,7.00614564256328e-12,4.052852821740147e-46,3.549883447490222e-08,9.708265910366242e-30,5.865764736393457e-19,3.0607555556429895e-36,9.725622371006742e-07,4.189614904887887e-33,4.7076546733766266e-05,1.6541803753837174e-05,1.5871501198171234e-05,1.3473453540851344e-05,1.109091311692976e-05,5.41581865401152e-06,5.8359461130113276e-06,4.815757465556419e-06,3.189365181714383e-06,3.6155058614918855e-08,2.1831330560682983e-06,4.305342401534305e-10,2.205546971666724e-07,1.3967035207708215e-07,5.171757107529772e-17,3.874441238249811e-06,7.175002393271537e-11,3.3542584501874212e-09,2.3917839293893034e-08,1.6862301161331498e-09,2.191034344125528e-06,4.406003758398844e-12,1.0300133697658942e-15,3.015667517977418e-15,7.3368420209007e-14,2.2218854277223019e-10,2.1707166698558557e-14,3.1669915413179457e-06,1.4345065990599057e-13,5.30413745195325e-20,6.9025043059634316e-12,7.154286958698273e-11,1.1423830145513112e-10,4.600634055688406e-15,2.9876587827849743e-13,1.593453378338802e-16,2.770703112897398e-06,1.81662350280706e-17,7.107109752687149e-26,1.0217868099521215e-07,3.601566265336358e-20,5.207127285599708e-10,3.4500758850005876e-18,7.891420367092768e-13,6.391280509445544e-15,3.3783590694802686e-16
2.1405976321588525e-13,0.13560010218963095,0.0,33.66937203336204,0.031071661010094433,0.31937798077975127,0.3504647176377823,0.20699545988165638,0.09197049272443966,3.0658595889927364e-41,4.856857799600421e-22,9.854861697412854e-07,2.171367410492491e-18,5.231540042253595e-27,4.375671663517519e-30,7.772771442486125e-13,2.4770731989575846e-23,8.326688598991525e-19,3.030951089396224e-29,8.535004607434524e-12,7.102744917622978e-12,4.340070738639405e-46,3.598773001616794e-08,1.0115402937710203e-29,6.111543801476457e-19,3.277569567544062e-36,9.859751756922038e-07,4.425332487777538e-33,4.768085362421339e-05,1.676040686924215e-05,1.6104185326845142e-05,1.3656158596822023e-05,1.1240354876321923e-05,5.490085996178747e-06,5.920544896775218e-06,4.880069061601964e-06,3.233341345462456e-06,3.717484929798165e-08,2.2111985554332743e-06,4.4866288180493864e-10,2.2661363943379703e-07,1.4356114205190738e-07,5.402767590797542e-17,3.92773168909936e-06,7.273516281968482e-11,3.403371029010809e-09,2.457458747182626e-08,1.7836553347087202e-09,2.221238279056385e-06,4.539698201878875e-12,1.1254961695383905e-15,3.118404291173661e-15,7.752837915161737e-14,2.2835592774424966e-10,2.283149710860785e-14,3.2106484319195477e-06,1.5163193771661067e-13,5.655169598731812e-20,7.409771300594944e-12,7.391184638198967e-11,1.1976002600919218e-10,4.7597618271677215e-15,3.17767594354575e-13,1.6973658040647064e-16,2.809086328046996e-06,1.9599996998917816e-17,7.994611500973839e-26,1.0486560265280019e-07,3.885840013988349e-20,5.351540940311759e-10,3.696587213574883e-18,8.220171151623859e-13,6.7227458646115986e-15,3.5660094917292706e-16
2.1697115060295544e-13,0.13560010218963095,0.0,33.669370261762,0.031071614825512392,0.31937755241719906,0.3504644477254776,0.20699523546082058,0.09196988928040856,3.3962368875597896e-41,5.0645124246757345e-22,9.988860519624494e-07,2.261141815348627e-18,5.638419988393152e-27,4.6812862581240515e-30,8.0126558274884e-13,2.596174661252787e-23,8.554721522142945e-19,3.156308341957669e-29,8.768315216115983e-12,7.199344087621658e-12,4.643346174294878e-46,3.647661005529884e-08,1.053376629380655e-29,6.36408813559066e-19,3.5064969900769196e-36,9.99388189608579e-07,4.670854402440451e-33,4.828399935497833e-05,1.6978759375818004e-05,1.6337237889839012e-05,1.3838781035349124e-05,1.1389703338918916e-05,5.564342285717451e-06,6.005246437185806e-06,4.944326055542935e-06,3.277317513341435e-06,3.8209220591301556e-08,2.239211247674091e-06,4.672952778156391e-10,2.3275292898522433e-07,1.4750567556968057e-07,5.640950648665375e-17,3.981016943015227e-06,7.372015510961323e-11,3.4524765879726527e-09,2.5238188891173698e-08,1.885168041986559e-09,2.2514419367841605e-06,4.6743629655469654e-12,1.2279553415055172e-15,3.2229456620518773e-15,8.185764052639931e-14,2.3460768297736086e-10,2.399478410329561e-14,3.2543050323549525e-06,1.6014936327998244e-13,6.023495086360726e-20,7.943050554099721e-12,7.632249792093129e-11,1.2546291471276575e-10,4.921761018980559e-15,3.3768083179135205e-13,1.8064627879594924e-16,2.8474746010029345e-06,2.1124258723562102e-17,8.977624066684889e-26,1.0758844276422832e-07,4.188059305840021e-20,5.49792514266047e-10,3.956754654626402e-18,8.557920702149968e-13,7.065724950944996e-15,3.7613214698287e-16
2.1988253799002562e-13,0.13560010218963095,0.0,33.66936849123493,0.031071568659563464,0.31937712412760516,0.35046417789588186,0.20699501113331267,0.09196928699532107,3.7569213392508405e-41,5.278274277139413e-22,1.012285839493718e-06,2.353356283972812e-18,6.0706104554516486e-27,5.003739139653931e-30,8.25693846058808e-13,2.719419982585247e-23,8.785834653704573e-19,3.285075167484272e-29,9.004760041363356e-12,7.295943152602893e-12,4.96334319617944e-46,3.696547459753603e-08,1.0963508647088436e-29,6.6234892605101615e-19,3.748038227311088e-36,1.012801278708511e-06,4.9264484765124726e-33,4.8885986157286016e-05,1.7196861560750693e-05,1.6570658564435152e-05,1.4021320893771799e-05,1.1538958562930652e-05,5.638587524298271e-06,6.090050335652318e-06,5.008528534309341e-06,3.3212936854253314e-06,3.9258187105852586e-08,2.2671712331575814e-06,4.864384259228265e-10,2.389724977491689e-07,1.5150396223644612e-07,5.886438440190033e-17,4.034296938226303e-06,7.470500082468845e-11,3.501575130936539e-09,2.5908535403007594e-08,1.9908739980149347e-09,2.2816453133037336e-06,4.81001259382687e-12,1.3377698330315347e-15,3.3292920177487887e-15,8.636031863053817e-14,2.4094380616267756e-10,2.5197647445010207e-14,3.297961342651401e-06,1.690112705943129e-13,6.409662024710096e-20,8.503081556505922e-12,7.877490554477169e-11,1.3135011611409629e-10,5.086633008879487e-15,3.5853526870226046e-13,1.9209256130595998e-16,2.8858679380366983e-06,2.2743328546326178e-17,1.0064800668175357e-25,1.1034724463237364e-07,4.509078620010994e-20,5.64627970278016e-10,4.2311145740187375e-18,8.904790157665002e-13,7.420402488430031e-15,3.9644967295316078e-16
2.227939253770958e-13,0.13560010218963095,0.0,33.66936672177885,0.03107152251221297,0.31937669591088674,0.35046390814895795,0.20699478689907438,0.09196868586695049,4.150218524598528e-41,5.49824971585262e-22,1.025685532340562e-06,2.4480434859050828e-18,6.529298998823794e-27,5.343716363558723e-30,8.505653774135962e-13,2.846901075039986e-23,9.020027986402947e-19,3.4172973110514334e-29,9.244338616728051e-12,7.392542112610219e-12,5.300743932277145e-46,3.745432364811626e-08,1.1404782665491554e-29,6.889838684904532e-19,4.002707262711668e-36,1.0262144428515007e-06,5.192386128553917e-33,4.9486816258073896e-05,1.7414713710897832e-05,1.6804447028263538e-05,1.4203778209412309e-05,1.1688120606530724e-05,5.7128217135915806e-06,6.174956193307485e-06,5.072676584656051e-06,3.365269861788205e-06,4.0321763369667554e-08,2.2950786120635535e-06,5.060993271836028e-10,2.452722777620709e-07,1.5555601154233514e-07,6.13936415990122e-17,4.087571613126915e-06,7.568969998709448e-11,3.5506666617317544e-09,2.6585518013541574e-08,2.1008798006894615e-09,2.311848404594178e-06,4.946665130388543e-12,1.455333320522265e-15,3.437443684417137e-15,9.104055037238458e-14,2.473642949914022e-10,2.644069904452286e-14,3.341617362836119e-06,1.7822604592668815e-13,6.81422477447624e-20,9.09061102683642e-12,8.126914949063776e-11,1.3742478440407015e-10,5.254379028930446e-15,3.803610948856087e-13,2.0409392790197227e-16,2.924266345395159e-06,2.4461653995042004e-17,1.1265432001248457e-25,1.1314205139056269e-07,4.8497800503145956e-20,5.796604430823448e-10,4.5202153142213295e-18,9.260900643040508e-13,7.786960931901589e-15,4.175739354005669e-16
2.25705312764166e-13,0.13560010218963095,0.0,33.66936495339178,0.031071476383426323,0.3193762677669609,0.3504636384846683,0.20699456275804762,0.09196808589307427,4.5785740653666986e-41,5.724546049787641e-22,1.039085130508452e-06,2.5452360887977945e-18,7.015710986615683e-27,5.701922348850201e-30,8.758836345264949e-13,2.9787108073569685e-23,9.257301512968656e-19,3.55302051758702e-29,9.487050475831974e-12,7.489140967687154e-12,5.656248813362695e-46,3.7943157212271954e-08,1.185774101645442e-29,7.163227904342147e-19,4.271031840102291e-36,1.0396276818978353e-06,5.468942367329512e-33,5.008649188000018e-05,1.7632316112789126e-05,1.7038602959301176e-05,1.4386153019576062e-05,1.1837189527856414e-05,5.787044855267476e-06,6.259963611034488e-06,5.13677029316295e-06,3.4092460425041653e-06,4.139996382779502e-08,2.322933484385135e-06,5.262849859503142e-10,2.5165220116837723e-07,1.5966183286165087e-07,6.399862042158581e-17,4.140840906276488e-06,7.66742526190118e-11,3.5997511841457775e-09,2.7269026910601055e-08,2.2152928587988395e-09,2.3420512066187942e-06,5.0843416341335416e-12,1.581054685874151e-15,3.5474009314212606e-15,9.590249408555668e-14,2.5386914715482616e-10,2.772454269711862e-14,3.385273092936313e-06,1.8780212549328054e-13,7.237743746094083e-20,9.706393408177797e-12,8.380530894318716e-11,1.4369007933318649e-10,5.425000173595163e-15,4.03189012729924e-13,2.1666925278861617e-16,2.9626698293005647e-06,2.6283824160436527e-17,1.2589482282810856e-25,1.1597290600246102e-07,5.211073777844326e-20,5.94889913696125e-10,4.824617205778419e-18,9.626373269039944e-13,8.165580392563844e-15,4.395255770758824e-16
2.2861670015123617e-13,0.13560010218963095,0.0,33.66936318607176,0.031071430273168974,0.31937583969574457,0.3504633689029757,0.20699433871017414,0.09196748707147416,5.044580022994369e-41,5.957271549268687e-22,1.0524846340028573e-06,2.644966758416362e-18,7.531110236919731e-27,6.079080119417079e-30,9.016520895952603e-13,3.114943004740518e-23,9.497655226136318e-19,3.692290531871447e-29,9.732895152367526e-12,7.58573971787718e-12,6.03057681527927e-46,3.843197529523125e-08,1.2322536366918655e-29,7.443748401293536e-19,4.553553644595242e-36,1.0530409957085916e-06,5.756395791088483e-33,5.068501524145209e-05,1.7849669052626694e-05,1.727312603587151e-05,1.4568445361551566e-05,1.198616538500873e-05,5.861256950995787e-06,6.345072189494086e-06,5.200809746235105e-06,3.453222227647371e-06,4.249280284226116e-08,2.3507359499291186e-06,5.470024098459798e-10,2.58112200220325e-07,1.6382143545295874e-07,6.66806736551062e-17,4.194104756399197e-06,7.765865874261744e-11,3.648828701918163e-09,2.7958951490338684e-08,2.334221364855102e-09,2.3722537153251176e-06,5.2230657259727e-12,1.7153585044795538e-15,3.659163975260157e-15,1.009503283409544e-13,2.6045836034432947e-10,2.904977382525982e-14,3.428928532979173e-06,1.9774799313104405e-13,7.680785195043787e-20,1.0351191331921614e-11,8.63834620822165e-11,1.5014916613231063e-10,5.598497407346797e-15,4.270502381061103e-13,2.2983778698325864e-16,3.0010783959505218e-06,2.821457207963064e-17,1.4047626683760607e-25,1.188398512619739e-07,5.593898544395007e-20,6.103163631382768e-10,5.1448925736707956e-18,1.0001329132333105e-12,8.55643856140082e-15,4.62325473844465e-16
2.3152808753830636e-13,0.13560010218963095,0.0,33.669361419816816,0.03107138418140646,0.3193754116971553,0.3504630994038429,0.20699411475539595,0.09196688939993627,5.550981494528583e-41,6.196535457180145e-22,1.0658840428292444e-06,2.7472681586399945e-18,8.076799656193266e-27,6.475931545294337e-30,9.278742293083221e-13,3.2556924486687406e-23,9.741089118644587e-19,3.8351530985377564e-29,9.981872180097581e-12,7.682338363223759e-12,6.42446570121477e-46,3.8920777902218004e-08,1.2799321383329242e-29,7.731491645134734e-19,4.850828483488768e-36,1.0664543841456357e-06,6.055028586844772e-33,5.128238855655398e-05,1.806677281628546e-05,1.7508015936643738e-05,1.4750655272610498e-05,1.2135048236052425e-05,5.935458002446076e-06,6.430281529151923e-06,5.264795030102932e-06,3.49719841729203e-06,4.360029469203623e-08,2.378486108316312e-06,5.682586097397094e-10,2.646522072777232e-07,1.6803482845918058e-07,6.944116457055427e-17,4.24736310238364e-06,7.864291838008456e-11,3.6978992187355242e-09,2.8655180384188736e-08,2.457774267718585e-09,2.4024559266449485e-06,5.36286317032918e-12,1.8586855441928835e-15,3.772732983235695e-15,1.0618825075709457e-13,2.671319322513811e-10,3.0416979227756487e-14,3.4725836829918746e-06,2.0807217796171923e-13,8.143921013700041e-20,1.1025776047239722e-11,8.900368612678848e-11,1.5680521543693294e-10,5.77487157184592e-15,4.5197650124701204e-13,2.4361916088604557e-16,3.0394920515179856e-06,3.0258777123691305e-17,1.565129017538123e-25,1.2174292979315907e-07,5.999222126706817e-20,6.259397724295495e-10,5.481625738577221e-18,1.0385889315510623e-12,8.95971063447232e-15,4.859947333548946e-16
2.3443947492537654e-13,0.13560010218963095,0.0,33.669359654625005,0.031071338108104377,0.31937498377111045,0.3504628299872325,0.20699389089365489,0.09196629287625084,6.100683409242588e-41,6.442448000142385e-22,1.0792833569930796e-06,2.852172951462431e-18,8.654121878725389e-27,6.89323758388514e-30,9.54553554850951e-13,3.401054876702965e-23,9.987603183236155e-19,3.9816539620717036e-29,1.02339810928555e-11,7.778936903770321e-12,6.8386722639764086e-46,3.940956503845173e-08,1.3288248731634818e-29,8.0265490921506235e-19,5.163426467131578e-36,1.0798678470716223e-06,6.365126529657422e-33,5.187861403517556e-05,1.8283627689313545e-05,1.774327234063225e-05,1.4932782790007653e-05,1.2283838139016018e-05,6.009648011287634e-06,6.5155912303060284e-06,5.328726230822368e-06,3.541174611512398e-06,4.472245357300607e-08,2.4061840589818784e-06,5.900605997221139e-10,2.712721548077356e-07,1.7230202090769387e-07,7.228146696803304e-17,4.300615883282483e-06,7.962703155358283e-11,3.746962738227382e-09,2.935760148605288e-08,2.5860612450279803e-09,2.4326578364943606e-06,5.503761493954459e-12,2.011493274773618e-15,3.8881080768824804e-15,1.116204768091764e-13,2.738898605675387e-10,3.182673683542034e-14,3.5162385430015747e-06,2.1878325204897675e-13,8.627728519872422e-20,1.173092781320018e-11,9.16660573761368e-11,1.6366140321467697e-10,5.9541233927022746e-15,4.780000476149366e-13,2.5803338684661526e-16,3.0779108021512443e-06,3.2421467389179507e-17,1.7412687812959657e-25,1.246821840501505e-07,6.428041811520892e-20,6.417601225925208e-10,5.835413013044967e-18,1.0780174887098648e-12,9.375569240089153e-15,5.1055469369590665e-16
2.3735086231244673e-13,0.13560010218963095,0.0,33.66935789049435,0.031071292053228398,0.31937455591752734,0.3504625606531073,0.20699366712489295,0.09196569749821244,6.696757529140847e-41,6.695120399655207e-22,1.092682576499827e-06,2.9597137969926775e-18,9.264459907177557e-27,7.331778521135373e-30,9.816935819113766e-13,3.551126982297223e-23,1.0237197412657729e-18,4.1318388668118354e-29,1.0489221424545084e-11,7.875535339560275e-12,7.273972568263724e-46,3.989833670914767e-08,1.3789471077287912e-29,8.329012185538278e-19,5.4919321897545384e-36,1.0932813843499946e-06,6.686978981911067e-33,5.2473693882940164e-05,1.8500233956932612e-05,1.7978894927195964e-05,1.5114827950981009e-05,1.2432535151891809e-05,6.083826979189484e-06,6.601000893114453e-06,5.392603434275044e-06,3.5851508103827798e-06,4.585929359794832e-08,2.433829901175685e-06,6.124153970807079e-10,2.7797197538466404e-07,1.7662302171043507e-07,7.520296522041188e-17,4.353863038312131e-06,8.061099828527833e-11,3.796019263962738e-09,3.006610197970841e-08,2.7191926754459256e-09,2.46285944077373e-06,5.645789643419282e-12,2.1742563874398673e-15,4.005289335174801e-15,1.1725123863728846e-13,2.8073214298444867e-10,3.327961547318049e-14,3.5598931130354122e-06,2.298898280495324e-13,9.132790242185253e-20,1.2467436252155553e-11,9.437065124758847e-11,1.7072091069582095e-10,6.136253485846342e-15,5.051536387576414e-13,2.731008617276761e-16,3.1163346539739167e-06,3.470782209363871e-17,1.934486647976368e-25,1.276576563170946e-07,6.881384871435745e-20,6.577773946515972e-10,6.206862692581541e-18,1.1184306901573574e-12,9.80418436786226e-15,5.36026922041745e-16
2.402622496995169e-13,0.13560010218963095,0.0,33.669356127422915,0.031071246016744256,0.31937412813632354,0.35046229140143015,0.20699344344905218,0.09196510326361981,7.342449656557495e-41,6.954664883209085e-22,1.1060817013549497e-06,3.069923353455742e-18,9.909237754183814e-27,7.792354212660788e-30,1.0092978406868615e-12,3.70600641460773e-23,1.048987179966003e-18,4.2857535569495734e-29,1.0747592709140594e-11,7.972133670636998e-12,7.731162192939969e-46,4.0387092919516765e-08,1.4303141085245263e-29,8.638972355410329e-19,5.8369449102696e-36,1.1066949958449883e-06,7.020878892596598e-33,5.306763030123278e-05,1.871659190403826e-05,1.8214883376037764e-05,1.529679079275168e-05,1.2581139332635917e-05,6.157994907820381e-06,6.686510117623067e-06,5.456426726168469e-06,3.629127013977527e-06,4.701082879651357e-08,2.461423733962647e-06,6.353300222753109e-10,2.847516016897308e-07,1.809978396640078e-07,7.820705431698917e-17,4.4071045068523885e-06,8.159481859733357e-11,3.845068799447213e-09,3.078056836642886e-08,2.8572796107306817e-09,2.493060735367748e-06,5.7889776815599305e-12,2.3474673242846782e-15,4.124276797525039e-15,1.230847838541697e-13,2.87658777193846e-10,3.47761746286408e-14,3.603547393120513e-06,2.4140055685907027e-13,9.659693702445221e-20,1.3236100664116645e-11,9.711754231172533e-11,1.7798692430661244e-10,6.3212623635332544e-15,5.334705531532564e-13,2.888423694656182e-16,3.1547636130849408e-06,3.7123173974971656e-17,2.1461748113904746e-25,1.3066938870809752e-07,7.360309041554127e-20,6.739915696330124e-10,6.596595041682101e-18,1.1598406399376946e-12,1.0245723299620562e-14,5.624332132860951e-16
2.431736370865871e-13,0.13560010218963095,0.0,33.669354365408765,0.03107119999861773,0.31937370042741686,0.3504620222321636,0.20699321986607463,0.09196451017027596,8.041187052059696e-41,7.221194695364242e-22,1.1194807315639083e-06,3.1828342771933666e-18,1.0589921084997228e-26,8.275784324826811e-30,1.0373698758897333e-12,3.8657917783023874e-23,1.07456263369978e-18,4.443443776529291e-29,1.100909448068672e-11,8.068731897043838e-12,8.211056473301878e-46,4.087583367476569e-08,1.4829411419968033e-29,8.956521018798297e-19,6.199078733035922e-36,1.120108681421627e-06,7.367122796591955e-33,5.3660425487208276e-05,1.893270181520038e-05,1.845123736720384e-05,1.5478671352523968e-05,1.2729650739168298e-05,6.232151798848809e-06,6.7721185037935104e-06,5.520196192036223e-06,3.673103222371039e-06,4.8177073115211465e-08,2.488965656223066e-06,6.588114989134408e-10,2.9161096651086326e-07,1.8542648344979555e-07,8.129513990717293e-17,4.4603402284461205e-06,8.257849251190725e-11,3.894111348120671e-09,3.150088649280578e-08,3.000433747644548e-09,2.5232617161454445e-06,5.9333565222325385e-12,2.531636817423246e-15,4.245070466587078e-15,1.29125374352937e-13,2.946697608875544e-10,3.631696422705941e-14,3.6472013832839843e-06,2.533241252538139e-13,1.0209031195145032e-19,1.4037730302752394e-11,9.99068043249905e-11,1.8546263560517477e-10,6.509150440000371e-15,5.629845870445824e-13,3.052790836283227e-16,3.1931976855585646e-06,3.9673011694654446e-17,2.3778174439974517e-25,1.337174231671846e-07,7.865902996910437e-20,6.904026285648288e-10,7.005242274809688e-18,1.2022594406930398e-12,1.0700350542192875e-14,5.897955886647389e-16
