Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),CH3OX(210),H2NOX(204),HOX(29),H2NO(88),HNOX(526),H3NX(202),NX(608)
6.094197727843292e-12,0.09987580875752079,0.0,24.797235332991026,0.031027455913098446,0.3188692952543641,0.35017143020409247,0.20667200180616724,0.09165137599680276,0.0,3.383828174987655e-22,6.229693066243155e-07,2.6683517078721415e-19,0.0,5.852626656713619e-31,9.94718508733946e-10,2.0589290495388148e-22,1.6631790481852144e-22,1.0837861028518978e-31,2.6680025578554274e-11,3.206356728849885e-14,1.2023663094012731e-50,1.8834010817018484e-10,1.3550798261772473e-33,4.0099578417142346e-21,1.2390219754369234e-38,6.180531328123546e-07,2.760301832853141e-34,0.00036671635652423955,0.0003632480475513809,0.00031991080001015244,0.0003127389661400116,0.00020547198006697212,0.0001347463672687485,0.00016921357539358738,3.5626300411062015e-07,2.0370589099801192e-10,7.676635920744513e-06,4.765435008596531e-05,2.481594192764879e-07
6.12992357034848e-12,0.09987580875752079,0.0,24.79722632017643,0.031027229144372354,0.3188662504408991,0.35016974106123555,0.20667036501368374,0.09165110208143004,0.0,3.443675000348683e-22,6.26619724564181e-07,2.7156307592578417e-19,0.0,6.061292228677237e-31,1.0136553894865185e-09,2.1075281328519418e-22,1.6827205714929723e-22,1.102950573665395e-31,2.6993659264259543e-11,3.2251387545179226e-14,1.2380125781325004e-50,1.89453349480208e-10,1.37904154604895e-33,4.104644840758519e-21,1.2831949957392347e-38,6.216459550987576e-07,2.825581011858309e-34,0.00036698967186256576,0.0003650412535871148,0.0003220512704073338,0.00031442445857900566,0.0002063195178941668,0.0001355356216112508,0.0001703661345830123,3.6142635056554894e-07,2.0499501716493452e-10,7.771177155254363e-06,4.788111881205628e-05,2.5266513550669906e-07
6.165649412853668e-12,0.09987580875752079,0.0,24.79721731637591,0.031027002908633868,0.31886320690936726,0.3501680535474262,0.20666873151545742,0.09165083337107112,0.0,3.504223185194878e-22,6.30270124903766e-07,2.7634663151022377e-19,0.0,6.276118232048355e-31,1.0328457625018261e-09,2.1569814983794365e-22,1.7023761021113388e-22,1.1223395622659464e-31,2.7309124634553114e-11,3.243920631584868e-14,1.2744991818628268e-50,1.9056674285083342e-10,1.4032839847957907e-33,4.200996880932123e-21,1.328672048453503e-38,6.252384271680932e-07,2.892011055199928e-34,0.00036725778230392033,0.0003668309695135543,0.0003241946142945374,0.00031610832198805764,0.0002071637682861182,0.00013632486912993402,0.00017152022918942965,3.66645241932655e-07,2.0628524282746348e-10,7.86633581867733e-06,4.81073545505373e-05,2.572261808377827e-07
6.2013752553588565e-12,0.09987580875752079,0.0,24.797208321475562,0.031026777204630453,0.31886016465734035,0.35016636766108983,0.2066671012987499,0.09165056976665632,0.0,3.565476811915904e-22,6.339205076600447e-07,2.811861668572515e-19,0.0,6.4972492027715915e-31,1.052291655479091e-09,2.207299069201482e-22,1.7221456382123982e-22,1.1419543743675936e-31,2.762642167361354e-11,3.262702360349519e-14,1.3118408870503845e-50,1.9168028901588935e-10,1.4278087749736677e-33,4.299033309799644e-21,1.3754837259122832e-38,6.288305490914302e-07,2.959605404896544e-34,0.00036752078691982474,0.00036861720218471863,0.0003263408281468256,0.0003177905579416334,0.00020800474396818442,0.00013711410983790513,0.00017267585389338028,3.7192003656226273e-07,2.0757656786122422e-10,7.962112444399364e-06,4.833305855395506e-05,2.618429155642784e-07
6.237101097864045e-12,0.09987580875752079,0.0,24.79719933536343,0.031026552031112497,0.31885712368239505,0.35016468340065365,0.206665474350872,0.09165031117100181,0.0,3.627439962845547e-22,6.375708728499746e-07,2.8608201136668286e-19,0.0,6.724832201438947e-31,1.071995102461315e-09,2.2584908250148414e-22,1.7420291779698264e-22,1.1617963156569922e-31,2.794555036564973e-11,3.2814839411095216e-14,1.3500526320127043e-50,1.9279398870795037e-10,1.4526175491041974e-33,4.398773585348933e-21,1.4236611547372331e-38,6.324223209399511e-07,3.028377580894474e-34,0.0003677787828960616,0.00037039995844153766,0.00032848990844430395,0.0003194711680126688,0.00020884245761645974,0.00013790334374821531,0.00017383300338674268,3.772510930896159e-07,2.0886899214187084e-10,8.05850756239609e-06,4.855823207191139e-05,2.6651570029052807e-07
6.272826940369233e-12,0.09987580875752079,0.0,24.797190357929463,0.03102632738683334,0.3188540839821126,0.35016300076454604,0.20666385065918372,0.09165005748877357,0.0,3.6901167202617745e-22,6.412212204904971e-07,2.9103449452182925e-19,0.0,6.959016842407717e-31,1.0919581438337524e-09,2.3105668021213434e-22,1.7620267195588433e-22,1.181866691793481e-31,2.826651069490082e-11,3.3002653741613666e-14,1.3891495279184896e-50,1.93907842658339e-10,1.4777119396748042e-33,4.5002372759685605e-21,1.473236001999818e-38,6.360137427849527e-07,3.098341181066014e-34,0.0003680318655685674,0.00037217924511187724,0.0003306418516721125,0.00032115015377257136,0.00020967692185796545,0.00013869257087386006,0.00017499167237271048,3.826387704327133e-07,2.101625155450864e-10,8.155521699241425e-06,4.8782876351070374e-05,2.712448959286892e-07
6.308552782874421e-12,0.09987580875752079,0.0,24.79718138906546,0.03102610327054925,0.31885104555407967,0.3501613197511973,0.20666223021109392,0.0916498086264523,0.0,3.753511166386817e-22,6.44871550598537e-07,2.9604394588989393e-19,0.0,7.19995532308284e-31,1.1121828263223643e-09,2.3635370934163906e-22,1.7821382611561708e-22,1.2021668084091503e-31,2.8589302645636035e-11,3.3190466598004e-14,1.4291468597793523e-50,1.9502185159712794e-10,1.5030935791388063e-33,4.603444060425283e-21,1.5242404814167884e-38,6.39604814697844e-07,3.169509881207652e-34,0.000368280128458643,0.00037395506901056444,0.0003327966543204167,0.0003228275167912215,0.00021050814927083998,0.00013948179122777983,0.00017615185556577048,3.8808342779015e-07,2.114571379465826e-10,8.253155378116154e-06,4.900699263516504e-05,2.760308636967519e-07
6.344278625379609e-12,0.09987580875752079,0.0,24.797172428665064,0.031025879681019407,0.31884800839588706,0.35015964035903896,0.20666061299406038,0.09164956449229876,0.0,3.8176273833872405e-22,6.485218631910031e-07,3.011106951223694e-19,0.0,7.447802453363648e-31,1.1326712029922561e-09,2.417411848377453e-22,1.8023638009399895e-22,1.2226979711089112e-31,2.891392620215458e-11,3.337827798320825e-14,1.4700600874415125e-50,1.9613601625314157e-10,1.5287640999155003e-33,4.7084137278415305e-21,1.5767073595804163e-38,6.431955367501485e-07,3.2418974350382834e-34,0.0003685236633074934,0.00037572743693941256,0.0003349543128843988,0.0003245032586369748,0.0002113361523845282,0.00014027100482286024,0.00017731354769168046,3.9358542463896014e-07,2.1275285922210003e-10,8.351409118816482e-06,4.923058216500449e-05,2.8087396511656225e-07
6.3800044678847976e-12,0.09987580875752079,0.0,24.79716347662373,0.03102565661700593,0.3188449725051308,0.35015796258650417,0.20665899899558923,0.09164932499631996,0.0,3.8824694533740146e-22,6.521721582847875e-07,3.062350719554323e-19,0.0,7.702715685254935e-31,1.1534253332460965e-09,2.4722012730525826e-22,1.8227033370898971e-22,1.2434614854705628e-31,2.92403813487855e-11,3.35660879001571e-14,1.511904846577459e-50,1.9725033735395818e-10,1.5547251343902476e-33,4.815166177672895e-21,1.6306699622234836e-38,6.467859090135045e-07,3.315517674197434e-34,0.0003687625601101102,0.0003774963556872462,0.0003371148238642481,0.00032617738087666287,0.00021216094367997021,0.00014106021167193205,0.00017847674348744666,3.9914512073246693e-07,2.1404967924740815e-10,8.45028343776258e-06,4.9453646178480667e-05,2.857745620118502e-07
6.415730310389986e-12,0.09987580875752079,0.0,24.79715453283866,0.031025434077273838,0.31884193787941156,0.35015628643202756,0.2066573882032351,0.09164909005023596,0.0,3.948041458402588e-22,6.558224358967661e-07,3.1141740621033775e-19,0.0,7.964855142642362e-31,1.1744472828225163e-09,2.5279156300489275e-22,1.8431568677868719e-22,1.2644586570448605e-31,2.956866806988754e-11,3.375389635176987e-14,1.5546969496775762e-50,1.9836481562591146e-10,1.580978314914558e-33,4.923721419685641e-21,1.686162180519011e-38,6.503759315596627e-07,3.3903845082434844e-34,0.0003689969071485098,0.0003792618320299263,0.0003392781837651536,0.0003278498850755958,0.00021298253558978884,0.0001418494117877718,0.00017964143770130215,4.0476287609813473e-07,2.1534759789830526e-10,8.549778848007115e-06,4.96761859105753e-05,2.907330165062614e-07
6.451456152895174e-12,0.09987580875752079,0.0,24.797145597208793,0.03102521206059105,0.318838904516335,0.3501546118940455,0.20665578060460074,0.09164885956744713,0.0,4.014347480472964e-22,6.594726960437983e-07,3.1665802779381375e-19,0.0,8.234383651232109e-31,1.1957391237944934e-09,2.5845652385212563e-22,1.8637243912132327e-22,1.2856907913555844e-31,2.989878634984906e-11,3.394170334095459e-14,1.598452387041727e-50,1.994794517940927e-10,1.607525273806176e-33,5.0340995739342244e-21,1.7432184774147277e-38,6.539656044604892e-07,3.4665119246518986e-34,0.0003692267910243372,0.00038102387273037514,0.00034144438909729366,0.0003295207727975628,0.000213800940498477,0.00014263860518310225,0.00018080762509268446,4.1043905103542706e-07,2.1664661505061845e-10,8.649895859243748e-06,4.989820259336669e-05,2.9574969102139603e-07
6.487181995400362e-12,0.09987580875752079,0.0,24.79713666963477,0.031024990565728376,0.31883587241351125,0.35015293897099553,0.20665417618733703,0.09164863346300237,0.0,4.081391601529765e-22,6.631229387427278e-07,3.219572666984535e-19,0.0,8.511466768654728e-31,1.2173029345677157e-09,2.6421604741604816e-22,1.8844059055526049e-22,1.3071591938996046e-31,3.0230736173087866e-11,3.4129508870608077e-14,1.6431873277708084e-50,2.0059424658235253e-10,1.634367643349161e-33,5.146320870738813e-21,1.80187389400226e-38,6.575549277879638e-07,3.543913988813467e-34,0.00036945229669085107,0.00038278248453860116,0.0003436134363758278,0.00033119004560483456,0.00021461617074258407,0.0001434277918705921,0.00018197530043221377,4.1617400611366735e-07,2.1794673058020386e-10,8.750634977815644e-06,5.0119697456036676e-05,3.0082494827485104e-07
6.5229078379055504e-12,0.09987580875752079,0.0,24.7971277500189,0.031024769591459535,0.3188328415685555,0.3501512676613169,0.20665257493914246,0.09164841165356748,0.0,4.149177903462316e-22,6.667731640103812e-07,3.273154530031071e-19,0.0,8.796272814733223e-31,1.2391407998789303e-09,2.7007117691821953e-22,1.9052014089898828e-22,1.328865170146949e-31,3.056451752405108e-11,3.431731294361591e-14,1.6889181207582599e-50,2.017092007133025e-10,1.6615070557939768e-33,5.260405650662842e-21,1.862164055921037e-38,6.611439016141806e-07,3.622604844032535e-34,0.00036967350748429953,0.0003845376741917236,0.0003457853221208882,0.00033285770505816467,0.0002154282386109017,0.00014421697186285684,0.00018314445850167065,4.219681021699052e-07,2.192479443629465e-10,8.851996706723903e-06,5.034067172487732e-05,3.059591512782677e-07
6.558633680410739e-12,0.09987580875752079,0.0,24.797118838265124,0.03102454913656111,0.3188298119790876,0.35014959796345047,0.20665097684776335,0.09164819405739463,0.0,4.2177104681047073e-22,6.704233718635699e-07,3.3273291687327356e-19,0.0,9.088972901915234e-31,1.2612548107942711e-09,2.7602296123152076e-22,1.926110899711203e-22,1.3508100255408708e-31,3.090013038721509e-11,3.450511556285254e-14,1.7356612956815434e-50,2.0282431490831752e-10,1.6889451433575682e-33,5.376374364490545e-21,1.9241251797969048e-38,6.647325260113485e-07,3.702598711525253e-34,0.00036989050515469775,0.0003862894484139978,0.0003479600428575699,0.00033452375271679117,0.0002162371563446486,0.0001450061451724588,0.0001843150940939744,4.2782170030678623e-07,2.2055025627476024e-10,8.953981545636062e-06,5.056112662329785e-05,3.111526633353843e-07
6.594359522915927e-12,0.09987580875752079,0.0,24.79710993427901,0.031024329199812583,0.31882678364273226,0.35014792987583837,0.20664938190099325,0.09164798059429204,0.0,4.28699337723587e-22,6.740735623190877e-07,3.3820998856149e-19,0.0,9.38974096586931e-31,1.2836470647075725e-09,2.820724548790094e-22,1.9471343759039048e-22,1.3729950654979124e-31,3.123757474708534e-11,3.4692916731181283e-14,1.7834335639935793e-50,2.0393958988753712e-10,1.7166835382234494e-33,5.494247573204535e-21,1.9877940797154375e-38,6.683208010517904e-07,3.7839098904178263e-34,0.0003701033698960209,0.00038803781391683956,0.0003501375951159231,0.000336188190138438,0.0002170429361376548,0.00014579531181190737,0.00018548720201316097,4.337351618904264e-07,2.2185366619158788e-10,9.056589990894499e-06,5.078106337183137e-05,3.164058480400937e-07
6.630085365421115e-12,0.09987580875752079,0.0,24.797101037967675,0.031024109779996274,0.3188237565571187,0.3501462633969244,0.2066477900866731,0.09164777118559432,0.0,4.357030712579652e-22,6.777237353937135e-07,3.4374699840772174e-19,0.0,9.698753796245264e-31,1.3063196653386607e-09,2.882207180327742e-22,1.9682718357565066e-22,1.395421595407974e-31,3.1576850588196256e-11,3.48807164514544e-14,1.8322518199141544e-50,2.050550263698676e-10,1.7447238725417824e-33,5.614045947963375e-21,2.053208173729941e-38,6.719087268079446e-07,3.866552757744763e-34,0.000370312180375822,0.0003897827773988498,0.0003523179754309439,0.00033785101887931674,0.0002178455901365454,0.00014658447179365943,0.00018666077707436116,4.397088485482901e-07,2.2315817398940128e-10,9.159822535524863e-06,5.100048318814171e-05,3.217190692745057e-07
6.665811207926303e-12,0.09987580875752079,0.0,24.79709214923982,0.031023890875897384,0.3188207307198811,0.35014459852515384,0.20664620139269102,0.09164756575413355,0.0,4.427826555804885e-22,6.813738911042087e-07,3.4934427683975057e-19,0.0,1.0016191067598518e-30,1.3292747227316356e-09,2.944688165127914e-22,1.989523277458672e-22,1.4180909206343765e-31,3.191795789511113e-11,3.50685147265131e-14,1.8821331414212828e-50,2.0617062507298387e-10,1.7730677784294594e-33,5.735790270079159e-21,2.1204054904041295e-38,6.754963033523636e-07,3.950541768447135e-34,0.00037051701376428567,0.00039152434554583937,0.0003545011803425651,0.00033951224049412845,0.000218645130440923,0.00014737362513011956,0.00018783581410377896,4.457431221670738e-07,2.2446377954420126e-10,9.263679669244469e-06,5.121938728703009e-05,3.270926912070144e-07
6.7015370504314915e-12,0.09987580875752079,0.0,24.797083268005633,0.03102367248630397,0.3188177061286581,0.3501429352589736,0.20664461580698168,0.0916473642242106,0.0,4.499384988525454e-22,6.850240294673198e-07,3.5500215437356245e-19,0.0,1.0342235370478446e-30,1.3525143532531252e-09,3.0081782178578063e-22,2.0108886992011872e-22,1.4410043465139268e-31,3.226089665242196e-11,3.525631155918763e-14,1.9330947912425406e-50,2.0728638671333123e-10,1.801716887970187e-33,5.859501430995113e-21,2.1894246753894798e-38,6.79083530757715e-07,4.0358914553708386e-34,0.0003707179457627295,0.0003932625250308539,0.0003566872063956482,0.0003411718565360646,0.00021944156910355016,0.00014816277183364037,0.00018901230793866945,4.518383448905923e-07,2.2577048273201766e-10,9.368161878470693e-06,5.143777688044195e-05,3.325270782903704e-07
6.73726289293668e-12,0.09987580875752079,0.0,24.7970743941768,0.03102345461000694,0.3188146827810935,0.35014127359683184,0.20664303331752684,0.09164716652156737,0.0,4.57171009230038e-22,6.886741504997758e-07,3.6072096161373435e-19,0.0,1.067707224268059e-30,1.3760406795905316e-09,3.072688109640622e-22,2.03236809917593e-22,1.464163178356986e-31,3.260566684474934e-11,3.54441069522973e-14,1.9851542178463576e-50,2.0840231200612725e-10,1.8306728332145645e-33,5.985200432263209e-21,2.2603049980372492e-38,6.826704090967814e-07,4.122616429264863e-34,0.000370915050631562,0.0003949973225141974,0.0003588760501399741,0.00034282986855680927,0.00022023491813053078,0.00014895191191652269,0.0001901902534273175,4.5799487911767003e-07,2.2707828342890926e-10,9.473269646329322e-06,5.1655653177473717e-05,3.3802259525975784e-07
6.772988735441868e-12,0.09987580875752079,0.0,24.79706552766648,0.031023237245800035,0.3188116606748354,0.3501396135371784,0.20664145391235464,0.09164697257335926,0.0,4.644805948633882e-22,6.923242542182909e-07,3.6650102925381994e-19,0.0,1.1020890200662837e-30,1.3998558307502547e-09,3.138228668044139e-22,2.053961475575847e-22,1.4875687214475286e-31,3.295226845674239e-11,3.563190090865048e-14,2.0383290564332744e-50,2.0951840166536345e-10,1.859937246180165e-33,6.112908385521777e-21,2.3330863580451384e-38,6.862569384424605e-07,4.21073137877955e-34,0.0003711084012177102,0.00039672874464345784,0.00036106770813023486,0.00034448627810654026,0.0002210251894814906,0.00014974104539101587,0.0001913696454290157,4.642130875000368e-07,2.28387181510964e-10,9.579003452662914e-06,5.187301738437935e-05,3.4357960713087703e-07
6.808714577947056e-12,0.09987580875752079,0.0,24.797056668389267,0.03102302039247984,0.3188086398075369,0.3501379550784645,0.20663987757953947,0.09164678230812827,0.0,4.718676638975455e-22,6.95974340639562e-07,3.7234268807673517e-19,0.0,1.1373880771125398e-30,1.4239619420559006e-09,3.204810777069302e-22,2.0756688265949276e-22,1.511222281043211e-31,3.330070147307856e-11,3.581969343104472e-14,2.092637129927165e-50,2.1063465640380734e-10,1.889511758851615e-33,6.242646512473144e-21,2.407809292138608e-38,6.89843118867765e-07,4.300251070464886e-34,0.00037129806898152275,0.0003984567980535307,0.0003632621769260244,0.00034614108673393135,0.00022181239506975726,0.0001505301722693181,0.0001925504788140429,4.7049333294022726e-07,2.2969717685429876e-10,9.68536377403913e-06,5.208987070457726e-05,3.491984791980305e-07
6.844440420452244e-12,0.09987580875752079,0.0,24.79704781626117,0.03102280404884576,0.3188056201768556,0.3501362982191432,0.206638304307202,0.09164659565577656,0.0,4.793326244719934e-22,6.996244097802705e-07,3.782462689551423e-19,0.0,1.1736238522754592e-30,1.4483611551464722e-09,3.2724453771387993e-22,2.0974901504281844e-22,1.5351251623754345e-31,3.365096587846359e-11,3.600748452226672e-14,2.1480964499664225e-50,2.1175107693300417e-10,1.9193980031806783e-33,6.374436144861282e-21,2.4845149807868276e-38,6.934289504458232e-07,4.391190348768768e-34,0.00037148412402316256,0.00040018148936664426,0.00036545945309183,0.00034779429598615286,0.00022259654676253985,0.0001513192925635766,0.00019373274846364274,4.7683597858948474e-07,2.310082693350596e-10,9.792351083759033e-06,5.2306214338656826e-05,3.5487957703221506e-07
6.8801662629574325e-12,0.09987580875752079,0.0,24.797038971199576,0.03102258821370003,0.3188026017804538,0.3501346429576686,0.20663673408350883,0.09164641254754069,0.0,4.868758847207574e-22,7.032744616570818e-07,3.8421210285183303e-19,0.0,1.2108161098130398e-30,1.4730556179745449e-09,3.3411434650856603e-22,2.119425445271627e-22,1.5592786706494064e-31,3.400306165763131e-11,3.619527418509244e-14,2.204725217895107e-50,2.1286766396327864e-10,1.949597611086329e-33,6.508298724449448e-21,2.563245254953248e-38,6.970144332498785e-07,4.483564136035286e-34,0.0003716666351084971,0.00040190282519238305,0.00036765953319702424,0.00034944590740887415,0.00022337765638110705,0.00015210840628588804,0.00019491644927000174,4.832413878456696e-07,2.3232045882942168e-10,9.899965851865405e-06,5.252204948438511e-05,3.6062326647921836e-07
6.915892105462621e-12,0.09987580875752079,0.0,24.797030133123215,0.0310223728858477,0.3187995846159984,0.35013298929249653,0.20663516689667247,0.09164623291596607,0.0,4.944978527724115e-22,7.069244962866442e-07,3.902405208201116e-19,0.0,1.248984924579775e-30,1.4980474848044213e-09,3.4109160941418563e-22,2.1414747093222455e-22,1.5836841110442065e-31,3.435698879534359e-11,3.638306242228709e-14,2.2625418257540623e-50,2.1398441820373696e-10,1.980112214454837e-33,6.644255802997868e-21,2.644042602880795e-38,7.0059956735329e-07,4.577387432503026e-34,0.000371845669694495,0.00040362081212771245,0.0003698624138158554,0.00035109592254626464,0.00022415573570096553,0.00015289751344829854,0.00019610157613622828,4.897099243511709e-07,2.336337452135891e-10,1.0008208545151007e-05,5.2737377336713545e-05,3.6642991365772064e-07
6.951617947967809e-12,0.09987580875752079,0.0,24.797021301952185,0.03102215806409663,0.3187965686811613,0.35013133722208445,0.20663360273495093,0.0916460566948822,0.0,5.02198936750086e-22,7.105745136855912e-07,3.963318540041762e-19,0.0,1.2881506852501472e-30,1.5233389162102747e-09,3.4817743739269e-22,2.163637940777988e-22,1.6083427887128463e-31,3.47127472763902e-11,3.657084923660517e-14,2.321564857271988e-50,2.1510134036226844e-10,2.0109434451398404e-33,6.782329042241407e-21,2.726950176911679e-38,7.04184352829532e-07,4.672675316303338e-34,0.0003720212939541399,0.00040533545675700304,0.0003720680915274389,0.0003527443429409954,0.00022493079645203692,0.00015368661406280418,0.0001972881239763306,4.962419519908246e-07,2.349481283637954e-10,1.0117079627166846e-05,5.295219908778454e-05,3.722998849574006e-07
6.987343790472997e-12,0.09987580875752079,0.0,24.797012477607858,0.031021943747257474,0.3187935539736188,0.350129686744891,0.20663204158664777,0.09164588381937809,0.0,5.099795447714735e-22,7.142245138705396e-07,4.0248643363949977e-19,0.0,1.3283340975584905e-30,1.5489320790742702e-09,3.5537294704364634e-22,2.185915137837741e-22,1.6332560087823363e-31,3.507033708558868e-11,3.675863463079058e-14,2.381813088856491e-50,2.1621843114554735e-10,2.0420929349624297e-33,6.922540213867264e-21,2.812011800341786e-38,7.077687897521953e-07,4.76944294345865e-34,0.0003721935728008702,0.0004070467656520549,0.0003742765629157496,0.0003543911701342412,0.00022570285031883408,0.00015447570814135114,0.00019847608771519576,5.02837834889831e-07,2.3626360815630295e-10,1.0226579558230425e-05,5.316651592693809e-05,3.782335470370466e-07
7.023069632978185e-12,0.09987580875752079,0.0,24.79700366001292,0.031021729934143694,0.31879054049105177,0.35012803785937663,0.2066304834401119,0.0916457142257784,0.0,5.178400849488377e-22,7.178744968580898e-07,4.087045910532101e-19,0.0,1.369556187555207e-30,1.5748291465846736e-09,3.6267926060309873e-22,2.2083062987013133e-22,1.6584250763537432e-31,3.542975820778424e-11,3.694641860757654e-14,2.4433054905850843e-50,2.1733569125903491e-10,2.0735623157112206e-33,7.064911199492661e-21,2.8992719743096794e-38,7.113528781949856e-07,4.867705547880765e-34,0.0003723625699125529,0.0004087547453721212,0.00037648782456961235,0.0003560364056656811,0.0002264719089406377,0.00015526479569583594,0.00019966546228856815,5.094979374116833e-07,2.375801844674034e-10,1.033670879543397e-05,5.338032904071839e-05,3.842312668226721e-07
7.0587954754833736e-12,0.09987580875752079,0.0,24.7969948490913,0.031021516623571534,0.3187875282311459,0.350126390564003,0.2066289282837371,0.09164554785161984,0.0,5.25780965389019e-22,7.215244626648266e-07,4.149866576644694e-19,0.0,1.4118383048793431e-30,1.6010322982339418e-09,3.7009750594243115e-22,2.230811421569419e-22,1.6838512965022567e-31,3.579101062784964e-11,3.713420116968577e-14,2.506061227196162e-50,2.1845312140698087e-10,2.1053532191424346e-33,7.20946399064258e-21,2.988775884720174e-38,7.14936618231725e-07,4.967478441369154e-34,0.0003725283477550021,0.00041045940246393274,0.000378701873082693,0.00035768005107350125,0.00022723798391167073,0.00015605387673810574,0.00020085624264302803,5.162226241560943e-07,2.388978571734177e-10,1.0447467792652625e-05,5.359363961288043e-05,3.9029341150563745e-07
7.094521317988562e-12,0.09987580875752079,0.0,24.79698604476816,0.03102130381436002,0.3187845171915915,0.3501247448572335,0.2066273761059624,0.09164538463562816,0.0,5.338025941934424e-22,7.251744113073191e-07,4.2133296498485184e-19,0.0,1.4552021260475171e-30,1.6275437198167956e-09,3.7762881656722966e-22,2.253430504643662e-22,1.7095359742772465e-31,3.6154094330685106e-11,3.732198231983042e-14,2.570099659079937e-50,2.195707222924254e-10,2.137467276979975e-33,7.356220688727467e-21,3.0805694092024853e-38,7.185200099363512e-07,5.068777013609281e-34,0.0003726909676050488,0.0004121607434617217,0.000380918705053491,0.00035932210789439527,0.00022800108678127317,0.00015684295127995875,0.0002020484237359703,5.230122599569308e-07,2.402166261506962e-10,1.0558857000552657e-05,5.3806448824396546e-05,3.964203485407741e-07
7.13024716049375e-12,0.09987580875752079,0.0,24.796977246969895,0.03102109150533095,0.3187815073700834,0.35012310073753283,0.20662582689527131,0.09164522451769548,0.0,5.41905379458124e-22,7.288243428021199e-07,4.2774384461872197e-19,0.0,1.499669657759191e-30,1.6543656034282796e-09,3.852743316161466e-22,2.2761635461265173e-22,1.7354804147023262e-31,3.6519009301218134e-11,3.750976206071219e-14,2.6354403432693347e-50,2.20688494617201e-10,2.169906120915503e-33,7.505203505020975e-21,3.1746991241029477e-38,7.221030533829187e-07,5.171616732170903e-34,0.0003728504895731724,0.00041385877488724613,0.00038313831708532966,0.00036096257766356644,0.0002287612290540759,0.00015763201933314397,0.0002032420005355833,5.298672098801496e-07,2.4153649127561787e-10,1.0670876866599636e-05,5.401875785346298e-05,4.026124456445154e-07
7.165973002998938e-12,0.09987580875752079,0.0,24.796968455624093,0.03102087969530891,0.318778498764321,0.3501214582033673,0.2066242806401921,0.09164506743885803,0.0,5.500897292736788e-22,7.324742571657652e-07,4.342196282636106e-19,0.0,1.5452632402182889e-30,1.6815001474618022e-09,3.9303519585976393e-22,2.2990105442213213e-22,1.7616859227754153e-31,3.6885755524403486e-11,3.7697540395022276e-14,2.7021030344308733e-50,2.218064390819341e-10,2.2026713826085168e-33,7.656434760637715e-21,3.27121231151228e-38,7.256857486455975e-07,5.276013142506388e-34,0.0003730069726257013,0.000415553503249813,0.00038536070578634854,0.00036260146191472906,0.0002295184221901738,0.00015842108090936214,0.00020443696802082773,5.367878392217408e-07,2.4285745242459137e-10,1.0783527835066572e-05,5.423056787550645e-05,4.0887007079303197e-07
7.201698845504126e-12,0.09987580875752079,0.0,24.796959670659483,0.031020668383121223,0.31877549137200845,0.35011981725320473,0.20662273732929726,0.09164491334127454,0.0,5.583560517253275e-22,7.361241544147761e-07,4.407606477105915e-19,0.0,1.5920055504711536e-30,1.7089495566071608e-09,4.0091255969945876e-22,2.321971497132252e-22,1.7881538034687965e-31,3.7254332985222975e-11,3.788531732544154e-14,2.7701076858554777e-50,2.229245563860469e-10,2.2357646936864217e-33,7.809936886511015e-21,3.3701569663274057e-38,7.292680957986737e-07,5.38198186794904e-34,0.0003731604746065902,0.00041724493504630286,0.0003875858677694939,0.00036423876218010995,0.00023027267760529824,0.00015921013602026535,0.00020563332118141487,5.43774513505673e-07,2.441795094740547e-10,1.0896810347042086e-05,5.444188006319063e-05,4.151935922203706e-07
7.237424688009315e-12,0.09987580875752079,0.0,24.796950892005977,0.03102045756759799,0.31877248519085444,0.3501181778855142,0.20662119695120376,0.09164476216820483,0.0,5.667047548929033e-22,7.397740345656574e-07,4.473672348446555e-19,0.0,1.6399196057608374e-30,1.7367160418485525e-09,4.0890757916626778e-22,2.3450464030643255e-22,1.8148853617291797e-31,3.762474166868544e-11,3.8073092854640413e-14,2.8394744504492866e-50,2.240428472277594e-10,2.2691876857446118e-33,7.965732423370686e-21,3.471581803347809e-38,7.328500949165501e-07,5.4895386097114226e-34,0.00037331105225878425,0.00041893307676119334,0.000389813799652511,0.0003658744799904504,0.00023102400667098858,0.00015999918467745776,0.00020683105501778632,5.50827598481842e-07,2.455026623004748e-10,1.1010724840438498e-05,5.465269558642271e-05,4.215833784165997e-07
