Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),CH3OX(210),H2NOX(204),HOX(29),H2NO(88),HNOX(526),H3NX(202),NX(608)
7.798830579772385e-13,0.09987580875752079,0.0,24.798823496784497,0.03106789319616832,0.31933796641662593,0.35044175403573385,0.20696048516182916,0.09188760544008874,0.0,7.095940119593141e-25,7.975397781597765e-08,5.578840632846e-22,0.0,2.5857975308689285e-36,1.6765182715732916e-12,5.61485643625319e-26,2.7297227816051965e-24,2.2739761873619806e-34,4.371795566920158e-13,4.106300377532859e-15,4.133385812847893e-55,2.399752447868152e-11,2.843201213342131e-36,1.0823852920694921e-24,5.475876334167336e-44,7.967300737315772e-08,7.411016226953842e-38,0.00013057683899818468,5.3499362626989435e-05,3.560117652442936e-05,4.2958349827809994e-05,3.4477148884216996e-05,1.7257869060367596e-05,1.8102097621885155e-05,1.3822145271335286e-08,2.426138082540685e-11,1.1349566729402e-07,7.217067016107114e-06,4.795516874346754e-10
8.002099961336714e-13,0.09987580875752079,0.0,24.798815363076468,0.031067710002717033,0.31933610824255637,0.35044064436988254,0.2069591752961358,0.09188488077729697,0.0,7.665356491661086e-25,8.183256177729507e-08,6.02654418301406e-22,0.0,3.017379329663676e-36,1.8127252841948135e-12,6.221502334335407e-26,2.87383142839127e-24,2.4564461873333766e-34,4.602648102486227e-13,4.2133137506978705e-15,4.700839566948252e-55,2.462312609314853e-11,3.071347358685225e-36,1.1996866399792083e-24,6.389818255474974e-44,8.174731705550943e-08,8.214360153715503e-38,0.0001333011563808529,5.4863535681121476e-05,3.655135899379497e-05,4.406593709522328e-05,3.5337267248111333e-05,1.7707616366625035e-05,1.8590008407315236e-05,1.4210501239923347e-08,2.4900864098430093e-11,1.1954658528307254e-07,7.400260467393653e-06,5.18224166669031e-10
8.205369342901042e-13,0.09987580875752079,0.0,24.798807261180333,0.031067527054378184,0.3193342506203103,0.3504395353133377,0.20695786733175867,0.09188218574144903,0.0,8.2644470341548055e-25,8.391113915862319e-08,6.497582263878711e-22,0.0,3.50738511039076e-36,1.956205186499695e-12,6.876018355387995e-26,3.0216448854852403e-24,2.6484246781372908e-34,4.839439348222947e-13,4.3203264470545145e-15,5.328970256539744e-55,2.524873657917252e-11,3.311382172493414e-36,1.3262718048669345e-24,7.427480582481876e-44,8.382151031399765e-08,9.081308337698606e-38,0.00013599584683067186,5.622619536780688e-05,3.750266192632656e-05,4.517291506261431e-05,3.619548743480031e-05,1.815736053328428e-05,1.9078718653332484e-05,1.460099107619704e-08,2.554070941644149e-11,1.257575513377419e-07,7.583208806242881e-06,5.589316727142951e-10
8.408638724465371e-13,0.09987580875752079,0.0,24.79879919076919,0.03106734435082365,0.31933239354928356,0.35043842686576315,0.20695656126450737,0.09187952001036176,0.0,8.893965385442186e-25,8.598970996357501e-08,6.99254779632198e-22,0.0,4.06197706963061e-36,2.1071560248452956e-12,7.580857838091823e-26,3.173163028712164e-24,2.850153101480537e-34,5.082169262708041e-13,4.427338467584824e-15,6.0225185920887645e-55,2.587435611068113e-11,3.563607534389336e-36,1.462617969806223e-24,8.601912325736532e-44,8.589558715894397e-08,1.0015132322570443e-37,0.0001386612325307806,5.758734336871316e-05,3.845508451442818e-05,4.627928406640646e-05,3.70518136293792e-05,1.860710156562051e-05,1.956822701728958e-05,1.4993668016126162e-08,2.6180916755765418e-11,1.3212877734361788e-07,7.765912360777052e-06,6.017273642555594e-10
8.6119081060297e-13,0.09987580875752079,0.0,24.79879115151968,0.031067161891725745,0.3193305370288727,0.3504373190268224,0.2069552570902008,0.0918768832653555,0.0,9.554665176776563e-25,8.806827419576152e-08,7.5120337145665005e-22,0.0,4.6877923784498545e-36,2.265776506847499e-12,8.338535329747706e-26,3.328385735324963e-24,3.061872894583825e-34,5.330837804588757e-13,4.534349813268672e-15,6.78646598834702e-55,2.6499984861436714e-11,3.828325318382496e-36,1.609214257149399e-24,9.927168265541321e-44,8.796954760067863e-08,1.1019185676687635e-37,0.00014129763216070716,5.894698136365602e-05,3.9408625951181925e-05,4.7385044442823236e-05,3.790625000770631e-05,1.9056839468887983e-05,2.0058532158131035e-05,1.5388585364464996e-08,2.6821486092729114e-11,1.386604746709643e-07,7.948371458676976e-06,6.46664470178992e-10
8.815177487594028e-13,0.09987580875752079,0.0,24.798783143111894,0.031066979676757242,0.3193286810584753,0.35043621179617973,0.20695395480466708,0.09187427519121619,0.0,1.0247300032301679e-24,9.014683185879177e-08,8.056632966502595e-22,0.0,5.3919670448598684e-36,2.43226600152382e-12,9.151626578884715e-26,3.4873128839834715e-24,3.2838254901903533e-34,5.585444932581575e-13,4.641360485083771e-15,7.6260405241207e-55,2.7125623005036494e-11,4.1058373928799965e-36,1.7665617270814813e-24,1.1418359478086602e-43,9.004339164954061e-08,1.2096903991374651e-37,0.00014390536093442755,6.030511103060151e-05,4.036328543034726e-05,4.849019652788864e-05,3.8758800736423515e-05,1.9506574248320163e-05,2.054963273639151e-05,1.5785796494588283e-08,2.7462417403662686e-11,1.4535285417541244e-07,8.130586427182628e-06,6.937962894010887e-10
9.018446869158357e-13,0.09987580875752079,0.0,24.79877516522938,0.03106679770559133,0.31932682563748915,0.35043510517349913,0.20695265440374355,0.0918716954761576,0.0,1.0972623569057152e-24,9.222538295627274e-08,8.62693851401525e-22,0.0,6.18216022759666e-36,2.6068245394352644e-12,1.0022768527842782e-25,3.649944354733704e-24,3.5162523165745268e-34,5.845990605471953e-13,4.748370484005678e-15,8.5467228987248e-55,2.7751270714912727e-11,4.3964456206974584e-36,1.935173376169091e-24,1.3091704816981575e-43,9.21171193158774e-08,1.3251804879164442e-37,0.00014648473063809034,6.16617340456683e-05,4.1319062146360536e-05,4.959474065742742e-05,3.960946997297666e-05,1.995630590912991e-05,2.1041527414194065e-05,1.6185354848327372e-08,2.810371066489914e-11,1.5220612619865454e-07,8.312557593093767e-06,7.431761906981849e-10
9.221716250722687e-13,0.09987580875752079,0.0,24.798767217559075,0.031066615977901658,0.3193249707653132,0.35043399915844486,0.20695135588327673,0.09186914381178415,0.0,1.1731389396983446e-24,9.43039274918095e-08,9.223543333310422e-22,0.0,7.066579251697338e-36,2.7896528128270025e-12,1.0954659305384474e-25,3.8162800289874775e-24,3.7593947975505105e-34,6.112474782114043e-13,4.855379811007796e-15,9.55425239117634e-55,2.837692816433283e-11,4.7004518590696954e-36,2.1155741359150327e-24,1.4964583880524876e-43,9.419073061004542e-08,1.448748797208312e-37,0.00014903604966725703,6.301685208313004e-05,4.227595529433446e-05,5.06986771670653e-05,4.045826186563605e-05,2.0406034456509566e-05,2.1534214855248404e-05,1.6587313935806254e-08,2.874536585277432e-11,1.592205005691358e-07,8.494285282770567e-06,7.948576125361584e-10
9.424985632287015e-13,0.09987580875752079,0.0,24.798759299791275,0.031066434493362292,0.3193231164413468,0.3504328937506818,0.2069500592391224,0.09186661989305378,0.0,1.2524351118927316e-24,9.63824654690051e-08,9.847040415241244e-22,0.0,8.05400508922076e-36,2.9809521757677946e-12,1.1950058219283e-25,3.986319789502261e-24,4.0134943524809e-34,6.384897421430427e-13,4.962388467061393e-15,1.0654632816285738e-54,2.9002595526399526e-11,5.0181579596615684e-36,2.3083008713082467e-24,1.7055590963619667e-43,9.626422554240963e-08,1.5807634919899574e-37,0.0001515596230638068,6.437046681541759e-05,4.323396407005751e-05,5.18020063922293e-05,4.130518055351669e-05,2.0855759895631143e-05,2.2027693724849116e-05,1.6991727335277845e-08,2.9387382943627e-11,1.6639618660274617e-07,8.675769822134205e-06,8.488940629003946e-10
9.628255013851344e-13,0.09987580875752079,0.0,24.79875141161961,0.031066253251647757,0.31932126266499017,0.3504317889498744,0.20694876446714536,0.09186412341824185,0.0,1.3352262330646818e-24,9.846099689146055e-08,1.0498022765633564e-21,0.0,9.15381852544172e-36,3.180924644288233e-12,1.301178574893568e-25,4.1600635203613365e-24,4.278792396285234e-34,6.663258482411845e-13,5.069396453135584e-15,1.185413848308114e-54,2.962827297405103e-11,5.3498657685786244e-36,2.5139023793787098e-24,1.938459046084639e-43,9.833760412334382e-08,1.7216009388413635e-37,0.0001540557525523758,6.57225799131213e-05,4.4193087669993364e-05,5.290472866814794e-05,4.215023016659864e-05,2.130548223164646e-05,2.2521962689873968e-05,1.7398648692960234e-08,3.002976191379877e-11,1.7373339310351135e-07,8.8570115366675e-06,9.053391191259434e-10
9.831524395415673e-13,0.09987580875752079,0.0,24.798743552741,0.03106607225243301,0.31931940943564413,0.3504306847556879,0.2069474715632196,0.0918616540889048,0.0,1.4215876620816738e-24,1.0053952176277494e-07,1.1177083405611364e-21,0.0,1.0376026806231673e-35,3.3897728965177466e-12,1.4142723537957828e-25,4.337511106954226e-24,4.555530339448618e-34,6.947557924116936e-13,5.176403770197359e-15,1.3159320150593152e-54,3.0253960680061155e-11,5.69587712637788e-36,2.7329393877485177e-24,2.1972773288128514e-43,1.0041086636323052e-07,1.871645705771539e-37,0.00015652473657646023,6.70731930449932e-05,4.515332529128046e-05,5.4006844329851556e-05,4.299341482574731e-05,2.1755201469687237e-05,2.3017020418782154e-05,1.7808131722873046e-08,3.067250273963414e-11,1.812323283642826e-07,9.0380107514155e-06,9.642464277279351e-10
1e-12,0.09987580875752079,0.0,24.798737061059366,0.03106592241855062,0.31931787383914406,0.3504297700267874,0.2069464013794987,0.0918596277988955,0.0,1.495926306701482e-24,1.0226225896460852e-07,1.1761612879886713e-21,0.0,1.1489389290450983e-35,3.5697446285019813e-12,1.5134633045881271e-25,4.487391900525203e-24,4.793741582346579e-34,7.187694242172995e-13,5.26509405583022e-15,1.432605857457571e-54,3.077255683646497e-11,5.993717727191545e-36,2.9250752260726187e-24,2.4330457984750442e-43,1.0212915853811334e-07,2.003265804621829e-37,0.000158550740388064,6.819148506119505e-05,4.5950042033865665e-05,5.491985049312201e-05,4.369086041797804e-05,2.2127939574257908e-05,2.3427935582575985e-05,1.8149503134312592e-08,3.1205499353245226e-11,1.8757038677958274e-07,9.187844633800867e-06,1.0149750377716186e-09
1.0034793776980001e-12,0.09987580875752079,0.0,24.798735722855632,0.031065891495393436,0.3193175567527101,0.3504295811677872,0.20694618052322833,0.0918592116098445,0.0,1.5115947571033608e-24,1.0261804008654533e-07,1.1884815371921511e-21,0.0,1.173129095815192e-35,3.607700272820437e-12,1.5345814386799694e-25,4.5186624359574e-24,4.8439495880301975e-34,7.237795705671966e-13,5.28341041921157e-15,1.4577010985718716e-54,3.0879658817039466e-11,6.056493868078417e-36,2.9659845531874644e-24,2.4842714728516416e-43,1.0248401227246107e-07,2.0312905620479465e-37,0.00015896687033407103,6.842230787794946e-05,4.61146761317313e-05,5.510835371217248e-05,4.383473864273365e-05,2.220491761486531e-05,2.3512865581612548e-05,1.8220230206673853e-08,3.131560539748049e-11,1.8889320016742645e-07,9.218767790986124e-06,1.0256697042321872e-09
1.023806315854433e-12,0.09987580875752079,0.0,24.798727921666888,0.03106571098020487,0.31931570461559056,0.3504284781858379,0.20694489134306365,0.09185679568907305,0.0,1.6053228755821092e-24,1.046965518663668e-07,1.262181171725842e-21,0.0,1.3230953602545663e-35,3.834910775929684e-12,1.6624062245346838e-25,4.703517395315228e-24,5.14429154367171e-34,7.533971786270571e-13,5.390416401140946e-15,1.6114332518769903e-54,3.150536755743147e-11,6.432017823172077e-36,3.2136224601653656e-24,2.8018433323673264e-43,1.0455704186143558e-07,2.2009364780234884e-37,0.0001613824458130517,6.976992607707242e-05,4.707713938983197e-05,5.62092571497454e-05,4.4674205720254253e-05,2.26546306722727e-05,2.4009496849981984e-05,1.8634997993494668e-08,3.1959069863688046e-11,1.9671621578551311e-07,9.399282979550738e-06,1.0896627330060681e-09
1.0441332540108659e-12,0.09987580875752079,0.0,24.79872014888136,0.031065530706543578,0.3193138530236882,0.35042737580950545,0.20694360401862696,0.09185440603777785,0.0,1.702847374263502e-24,1.0677505710583251e-07,1.3388665510588017e-21,0.0,1.488706742958402e-35,4.071609071081586e-12,1.7980532205540473e-25,4.892075874221241e-24,5.456797603605933e-34,7.836086125173495e-13,5.497421716946093e-15,1.777870060076913e-54,3.21310870735187e-11,6.822750815634018e-36,3.476449619408293e-24,3.152545116244487e-43,1.06629955140563e-07,2.3809926249665295e-37,0.0001637717518259653,7.111604930561297e-05,4.80407142647416e-05,5.7309554977007556e-05,4.55118201519516e-05,2.3104340646981784e-05,2.4506912897083518e-05,1.9052488999778525e-08,3.260289611460995e-11,2.0470158198200465e-07,9.579556640844786e-06,1.1562793670895538e-09
1.0644601921672987e-12,0.09987580875752079,0.0,24.798712404208764,0.031065350674086258,0.31931200197640686,0.3504262740384555,0.2069423185458285,0.09185204237028695,0.0,1.8042436091868724e-24,1.0885355580853354e-07,1.4185969837471605e-21,0.0,1.6712424176834387e-35,4.318000486147167e-12,1.9418350493983407e-25,5.0843377630995975e-24,5.781709160665177e-34,8.144138681708334e-13,5.604426367585497e-15,1.9577831358671027e-54,3.27568175374189e-11,7.228994663933349e-36,3.755074466451979e-24,3.5390855237394517e-43,1.0870275212026113e-07,2.5718763748888034e-37,0.0001661350740446452,7.246067922499272e-05,4.900539995629178e-05,5.840924752819896e-05,4.6347586022434025e-05,2.3554047544045427e-05,2.500511239768468e-05,1.947275720911609e-08,3.324708412660219e-11,2.1284950501194185e-07,9.759589098168398e-06,1.22557352802654e-09
1.0847871303237316e-12,0.09987580875752079,0.0,24.798704687361962,0.031065170882510033,0.31931015147315084,0.3504251728723542,0.20694103492058766,0.09184970440403506,0.0,1.9095869356858153e-24,1.1093204797805905e-07,1.5014317800389083e-21,0.0,1.8720584257107993e-35,4.574291011763433e-12,2.0940704464563656e-25,5.280302953586866e-24,6.119267603289688e-34,8.458129415269275e-13,5.711430354015538e-15,2.1519747152072312e-54,3.338255912108619e-11,7.651051181043607e-36,4.0501173601986714e-24,3.964336017579969e-43,1.1077543281095665e-07,2.774013300376002e-37,0.0001684726950343305,7.380381749480633e-05,4.9971195664986004e-05,5.9508335137362706e-05,4.7181507407295814e-05,2.4003751368497108e-05,2.5504094028125785e-05,1.989585667208243e-08,3.3891633876023635e-11,2.2116019062263087e-07,9.939380674386987e-06,1.2975992056963498e-09
1.1051140684801645e-12,0.09987580875752079,0.0,24.79869699805688,0.031064991331492493,0.31930830151332495,0.3504240723108675,0.20693975313883287,0.09184739185952967,0.0,2.01895270838871e-24,1.1301053361799618e-07,1.5874302519062018e-21,0.0,2.092590690062323e-35,4.8406873014632e-12,2.2550842591065893e-25,5.479971338514015e-24,6.469714315536097e-34,8.778058285316835e-13,5.818433677190486e-15,2.361278252810432e-54,3.400831199631118e-11,8.08922217445336e-36,4.362210581471604e-24,4.431337205933145e-43,1.1284799722308507e-07,2.9878371744165915e-37,0.00017078489428746688,7.514546577282358e-05,5.093810059199914e-05,6.060681813834523e-05,4.8013588373137195e-05,2.4453452125351065e-05,2.6003856466318163e-05,2.032184150607379e-08,3.453654533923604e-11,2.2963384405432887e-07,1.0118931691931852e-05,1.3724104581454913e-09
1.1254410066365974e-12,0.09987580875752079,0.0,24.798689336012487,0.031064812020711628,0.3193064520963351,0.350422972353662,0.20693847319650152,0.09184510446031766,0.0,2.1324162812192363e-24,1.1508901273193013e-07,1.6766517130776103e-21,0.0,2.3343580937384408e-35,5.1173966718037754e-12,2.4252074459798706e-25,5.683342811888686e-24,6.83329067708578e-34,9.103925251377629e-13,5.9254363380625065e-15,2.586559017760546e-54,3.4634076334721105e-11,8.543809446176631e-36,4.6919983315725484e-24,4.943305359898529e-43,1.1492044536709086e-07,3.2137899702330214e-37,0.00017307194825710577,7.648562571499185e-05,5.190611393917684e-05,6.170469686479646e-05,4.8843832977584186e-05,2.49031498196024e-05,2.650439839174244e-05,2.0750765895144455e-08,3.518181849260404e-11,2.3827067004092876e-07,1.0298242472800795e-05,1.4500614114196172e-09
1.1457679447930302e-12,0.09987580875752079,0.0,24.798681700950784,0.031064632949845863,0.31930460322158766,0.35042187300040406,0.20693719508953984,0.09184284193295228,0.0,2.2500530073969e-24,1.1716748532344412e-07,1.769155479070344e-21,0.0,2.5989656102194317e-35,5.404627102494419e-12,2.604777076221157e-25,5.890417268877693e-24,7.210238063253247e-34,9.435730273044098e-13,6.0324383375816666e-15,2.8287146889686874e-54,3.525985230778002e-11,9.015114792763401e-36,5.0401367308373525e-24,5.503639041628797e-43,1.1699277725342739e-07,3.4523218611114456e-37,0.00017533413038997204,7.782429897543805e-05,5.2875234909034984e-05,6.280197165017022e-05,4.967224526930863e-05,2.5352844456227245e-05,2.7005718485446834e-05,2.1182684089843746e-08,3.58274533124951e-11,2.47070872810644e-07,1.0477313338558723e-05,1.5306062593957241e-09
1.166094882949463e-12,0.09987580875752079,0.0,24.798674092596748,0.03106445411857409,0.3193027548884898,0.3504207742507604,0.20693591881390327,0.09184060400696031,0.0,2.371938239437539e-24,1.1924595139611937e-07,1.8650008672224265e-21,0.0,2.888107497170589e-35,5.7025872365226625e-12,2.794136328752577e-25,6.101194605789784e-24,7.60079784499447e-34,9.773473309974265e-13,6.139439676695941e-15,3.088675950737871e-54,3.588564008678891e-11,9.503440005310018e-36,5.407293817194198e-24,6.115925866242505e-43,1.1906499289255697e-07,3.7038912202335574e-37,0.0001775717111591425,7.916148720647111e-05,5.3845462704759175e-05,6.389864282772431e-05,5.0498829288047924e-05,2.5802536040182847e-05,2.7507815430045416e-05,2.161765040705301e-08,3.647344977527963e-11,2.5603465608669107e-07,1.0656144610338238e-05,1.6140992636145657e-09
1.186421821105896e-12,0.09987580875752079,0.0,24.79866651067831,0.031064275526575588,0.31930090709644915,0.35041967610439806,0.20693464436555606,0.09183839041481,0.0,2.4981473291538564e-24,1.213244109535351e-07,1.96424719672484e-21,0.0,3.203570543121997e-35,6.011486380279418e-12,2.993634491535668e-25,6.315674720058634e-24,8.005211388915215e-34,1.0117154321891485e-12,6.246440356351214e-15,3.3674070881846074e-54,3.651143984288583e-11,1.0009086869469613e-35,5.794149544720154e-24,6.7839493758684974e-43,1.2113709229495087e-07,3.968964620507172e-37,0.00017978495809639652,8.049719205858396e-05,5.4816796530204104e-05,6.499471073052087e-05,5.13235890646249e-05,2.625222457640776e-05,2.8010687909716394e-05,2.2055719229822815e-08,3.711980785733087e-11,2.651622230879732e-07,1.0834736608840252e-05,1.7005947531132953e-09
1.2067487592623288e-12,0.09987580875752079,0.0,24.798658954926317,0.03106409717353009,0.3192990598448742,0.35041857856098413,0.2069333717404712,0.09183620089187877,0.0,2.6287556276559214e-24,1.2340286399926858e-07,2.066953788653626e-21,0.0,3.5472373766457453e-35,6.331534503682939e-12,3.2036269608348415e-25,6.533857510226074e-24,8.423720057279328e-34,1.0466773268584214e-12,6.353440377491288e-15,3.665906582751724e-54,3.71372517470461e-11,1.0532357165462463e-35,6.201395782200163e-24,7.511696045984657e-43,1.2320907547108937e-07,4.248016834398698e-37,0.0001819741358241896,8.183141518045593e-05,5.5789235589893043e-05,6.609017569142651e-05,5.214652862096755e-05,2.670191006982188e-05,2.851433461020038e-05,2.2496945007210092e-08,3.776652753502493e-11,2.7445377652976184e-07,1.1013089654334578e-05,1.790147124258325e-09
1.2270756974187617e-12,0.09987580875752079,0.0,24.79865142507449,0.03106391905911776,0.3192972131331743,0.350417481620186,0.2069321009346309,0.0918340351764218,0.0,2.7638384853517044e-24,1.254813105368952e-07,2.1731799660019503e-21,0.0,3.9210898291350317e-35,6.66294224030159e-12,3.42447524048013e-25,6.755742875925566e-24,8.856565208017021e-34,1.0822330109905735e-12,6.460439741057883e-15,3.985207707594257e-54,3.77630759700824e-11,1.107355266808636e-35,6.629736311684587e-24,8.303362405214664e-43,1.2528094243146167e-07,4.541530833764561e-37,0.00018413950608730248,8.316415821895478e-05,5.6762779089017234e-05,6.71850380431127e-05,5.296765197012874e-05,2.715159252532666e-05,2.901875421879867e-05,2.2941382254115455e-08,3.841360878474084e-11,2.8390951862437774e-07,1.1191204066660534e-05,1.8828108405784148e-09
1.2474026355751946e-12,0.09987580875752079,0.0,24.798643920859437,0.031063741183019196,0.319295366960759,0.3504163852816709,0.20693083194402595,0.09183189300954067,0.0,2.9034712519475734e-24,1.2755975056998817e-07,2.282985053712128e-21,0.0,4.32721235946793e-35,7.005920887475478e-12,3.6565469411310334e-25,6.981330717865894e-24,9.303988194733114e-34,1.1183824805773943e-12,6.567438447990643e-15,4.3263791230422413e-54,3.838891268264491e-11,1.1632975146726897e-35,7.079886827048929e-24,9.163362286119803e-43,1.2735269318656603e-07,4.849997789684316e-37,0.00018628132778412425,8.449542281913907e-05,5.773742623343542e-05,6.827929811805589e-05,5.378696311630591e-05,2.7601271947805182e-05,2.9523945424371564e-05,2.338908555112059e-08,3.9061051582860454e-11,2.9352965108187205e-07,1.1369080165227545e-05,1.978640432597981e-09
1.2677295737316274e-12,0.09987580875752079,0.0,24.79863644202056,0.03106356354491541,0.319293521327039,0.3504152895451069,0.20692956476465627,0.09182977413515232,0.0,3.0477292764488316e-24,1.2963818410211897e-07,2.396428378707614e-21,0.0,4.767795532813593e-35,7.360682406436876e-12,3.9002157795397798e-25,7.210620937815105e-24,9.766230366715274e-34,1.1551257316171086e-12,6.674436499227144e-15,4.6905254719503724e-54,3.901476205522155e-11,1.2210926365367788e-35,7.552574932552375e-24,1.009633419059149e-42,1.2942432774690984e-07,5.173917072292914e-37,0.00018839985699761608,8.582521062426019e-05,5.871317622967316e-05,6.937295624853779e-05,5.460446605486068e-05,2.80509483421223e-05,3.0029906917336612e-05,2.384010954432569e-08,3.970885590576853e-11,3.033143751107052e-07,1.1546718269015728e-05,2.0776904976706257e-09
1.2880565118880603e-12,0.09987580875752079,0.0,24.798628988300074,0.031063386144487847,0.3192916762314255,0.35041419441016175,0.20692829939253035,0.09182767829995861,0.0,3.196687907160216e-24,1.3171661113685687e-07,2.513569269924946e-21,0.0,5.245139560783355e-35,7.72743942242953e-12,4.1558615778155675e-25,7.443613438584662e-24,1.0243533068942204e-33,1.1924627601143525e-12,6.7814338957028935e-15,5.0787879751118205e-54,3.9640624258137966e-11,1.2807708082601105e-35,8.048540141398258e-24,1.1107148785094113e-42,1.3149584612300943e-07,5.513796250614453e-37,0.00019049534702591852,8.715352327576466e-05,5.969002828492234e-05,7.046601276664556e-05,5.542016477233841e-05,2.850062171312473e-05,3.05366373896669e-05,2.4294508945187048e-08,4.035702172985271e-11,3.13263891418427e-07,1.1724118696576502e-05,2.180015699812891e-09
1.3083834500444932e-12,0.09987580875752079,0.0,24.798621559442957,0.031063208981418393,0.3192898316733303,0.35041309987650365,0.20692703582366564,0.09182560525341579,0.0,3.3504224916864236e-24,1.3379503167776932e-07,2.6344670583456636e-21,0.0,5.761657896190503e-35,8.106405224826772e-12,4.423870262688316e-25,7.680308124013808e-24,1.0736137642091844e-33,1.2303935620801517e-12,6.888430638351341e-15,5.492345026570839e-54,4.026649946155784e-11,1.3423622051637517e-35,8.568533874293561e-24,1.220091651149408e-42,1.3356724832539024e-07,5.870151092395257e-37,0.0001925680484126442,8.848036241329625e-05,6.06679816070406e-05,7.155846800427208e-05,5.623406324648779e-05,2.8950292065641226e-05,3.104413553488936e-05,2.4752338530354666e-08,4.1005549031503476e-11,3.233784002123539e-07,1.1901281766033174e-05,2.2856707695382363e-09
1.328710388200926e-12,0.09987580875752079,0.0,24.798614155196912,0.03106303205538934,0.31928798765216615,0.3504120059438007,0.20692577405408838,0.09182355474770487,0.0,3.509008376932619e-24,1.3587344572842183e-07,2.7591810770281738e-21,0.0,6.319880888684196e-35,8.497793767248512e-12,4.704633864773312e-25,7.920704898954177e-24,1.1244285422549519e-33,1.2689181335318946e-12,6.995426728103875e-15,5.932412788988491e-54,4.089238783548289e-11,1.40589700203165e-35,9.11331945801016e-24,1.3382995326740554e-42,1.3563853436458682e-07,6.2435055639382896e-37,0.00019461820897682456,8.980572967469827e-05,6.164703540455079e-05,7.265032229311631e-05,5.704616544628029e-05,2.939995940448264e-05,3.155240004808305e-05,2.5213653141510005e-08,4.1654437787114215e-11,3.336581012002472e-07,1.2078207795081531e-05,2.394710503691235e-09
1.349037326357359e-12,0.09987580875752079,0.0,24.79860677531235,0.031062855366083428,0.31928614416734613,0.3504109126117215,0.20692451407983353,0.09182152653770165,0.0,3.672520909104962e-24,1.3795185329237779e-07,2.8877706611395895e-21,0.0,6.922459495397142e-35,8.901819667677029e-12,4.998550517835445e-25,8.164803669254606e-24,1.1768217742416081e-33,1.3080364704933117e-12,7.102422165889831e-15,6.400245788917707e-54,4.151828954975316e-11,1.4714053731116494e-35,9.683672123945266e-24,1.4658998558988356e-42,1.3770970425114272e-07,6.634391829937016e-37,0.00019664607384254582,9.112962669601553e-05,6.262718888664036e-05,7.374157596468321e-05,5.785647533192963e-05,2.9849623734442095e-05,3.2061429625877426e-05,2.5678507685203805e-08,4.230368797308119e-11,3.441031935909895e-07,1.2254897100990453e-05,2.5071897652819925e-09
1.3693642645137918e-12,0.09987580875752079,0.0,24.798599419542352,0.03106267891318382,0.3192843012182842,0.3504098198799348,0.20692325589694485,0.09181952038094764,0.0,3.841035433711106e-24,1.400302543731988e-07,3.0202951479875237e-21,0.0,7.572169052056303e-35,9.318698208571667e-12,5.306024458054262e-25,8.412604341746166e-24,1.2308175929516017e-33,1.3477485689944498e-12,7.209416952636503e-15,6.897137512121935e-54,4.214420477404703e-11,1.5389174921165075e-35,1.0280379006683429e-23,1.603480289170031e-42,1.3978075799561088e-07,7.0433502533104906e-37,0.00019865188546824914,9.245205511149668e-05,6.360844126316077e-05,7.483222935028429e-05,5.866499685491115e-05,3.029928506029505e-05,3.25712229664507e-05,2.6146957132694013e-08,4.295329956580352e-11,3.5471387609526093e-07,1.2431350000602465e-05,2.62316348332079e-09
1.3896912026702246e-12,0.09987580875752079,0.0,24.798592087642653,0.03106250269637409,0.319282458804395,0.3504087277481095,0.20692199950147488,0.09181753603762108,0.0,4.014627295560724e-24,1.421086489744444e-07,3.1568138770518497e-21,0.0,8.271913099456984e-35,9.748645336982339e-12,5.627466023288689e-25,8.664106824227391e-24,1.286440130740556e-33,1.3880544250716501e-12,7.316411089269136e-15,7.424420998812214e-54,4.2770133677881424e-11,1.6084635322249047e-35,1.0904239142557921e-23,1.7516556464930283e-42,1.4185169560855315e-07,7.470929395037989e-37,0.00020063588367572461,9.377301655359641e-05,6.459079174462703e-05,7.592228278103762e-05,5.9471733957981265e-05,3.074894338679945e-05,3.308177876952801e-05,2.6619056519783766e-08,4.3603272541683216e-11,3.6549034692621434e-07,1.260756681033438e-05,2.742686652652945e-09
1.4100181408266575e-12,0.09987580875752079,0.0,24.798584779371602,0.031062326715338248,0.3192806169250939,0.3504076362159145,0.20692074488948475,0.09181557327050802,0.0,4.193371838766016e-24,1.4418703709967213e-07,3.2973861900164187e-21,0.0,9.024727270039267e-35,1.0191877664661922e-11,5.963291652342487e-25,8.919311025449732e-24,1.3437135195380734e-33,1.4289540347675264e-12,7.423404576710932e-15,7.983469438919559e-54,4.339607643061197e-11,1.6800736660824555e-35,1.1556063468213543e-23,1.9110687103820242e-42,1.4392251710054057e-07,7.917686013994757e-37,0.0002025983056787784,9.509251265297742e-05,6.557423954221708e-05,7.701173658786815e-05,6.0276690575196674e-05,3.119859871869582e-05,3.359309573637988e-05,2.7094860946659524e-08,4.4253606877125154e-11,3.7643280380015025e-07,1.2783547846177843e-05,2.865814333793897e-09
