Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26)
0.0,0.052102880930398214,0.0,12.937145335017876,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7207579842685247e-27,0.052102880930398214,0.0,12.937145335017876,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,1.9775413388037637e-86,2.3692096520962534e-29,3.9550826292199335e-86,0.0,-2.494183884802377e-183,2.9989588809555847e-82,1.3741336831730341e-136,4.946552055843349e-71,0.0,6.25734090339839e-94,3.3151498003642463e-44,-3.1480464844352507e-155,1.2199491863318739e-56,0.0,1.9156839396288554e-137,-7.72742064982565e-172,2.3692096520962565e-29,0.0,2.547857987944154e-19,8.708729374951422e-20,1.6184677848468253e-73
4.818122355951869e-27,0.052102880930398214,0.0,12.937145335017876,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,2.988460471200197e-85,6.633787025869509e-29,5.976920869277306e-85,0.0,4.8193189429867535e-182,1.811371164105045e-81,3.875278515967924e-135,2.987717441729383e-70,1.1323566827356223e-104,9.456093573215648e-93,9.28241944101989e-44,-3.148046484435249e-155,3.415857721729247e-56,6.960893954448637e-110,5.4128341962196715e-136,-7.727420649825647e-172,6.633787025869519e-29,2.680492842484387e-136,7.134002366243631e-19,2.438444224986398e-19,9.775545420474825e-73
1.101285109931856e-26,0.052102880930398214,0.0,12.937145335017876,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,3.214849403666446e-84,1.5162941773416021e-28,6.429698728670426e-84,0.0,5.092173339946289e-180,8.720972425934664e-81,8.429578684526262e-134,1.4384573378392458e-69,1.2964328551320084e-103,1.0172433959836692e-91,2.1216958722331176e-43,-3.148046484435184e-155,7.807674792523992e-56,7.969513282542214e-109,1.1783022197806312e-134,-7.727420649825045e-172,1.5162941773416044e-28,6.405830854182076e-135,1.6306291122842575e-18,5.573586799968911e-19,4.706504318334569e-72
2.3402308586051938e-26,0.052102880930398214,0.0,12.937145335017876,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,2.9550004717476354e-83,3.2221251268509043e-28,5.910000871190915e-83,0.0,4.0303714727743386e-178,3.808677778932227e-80,1.5627023193157373e-132,6.282121110921054e-69,1.1982182448947354e-102,9.350219365130147e-91,4.508603728495375e-43,-3.1480464844326238e-155,1.6591308934113483e-55,7.365762276289019e-108,2.187441916313167e-133,-7.727420649777242e-172,3.2221251268509093e-28,1.1986179320750087e-133,3.465086863604043e-18,1.1843871949933936e-18,2.0554540867554686e-71
4.81812235595187e-26,0.052102880930398214,0.0,12.937145335017876,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,2.528065117030621e-82,6.633787025869509e-28,5.0561301722033433e-82,0.0,2.8642701613707958e-176,1.5900479987889727e-79,2.6858877193134314e-131,2.6226619000081446e-68,1.0257071706779716e-101,7.999309522813663e-90,9.282419441019891e-43,-3.1480464843423804e-155,3.4158577217292465e-55,6.305291391187815e-107,3.7701783911850474e-132,-7.727420646390563e-172,6.633787025869519e-28,2.062289137104147e-132,7.134002366243603e-18,2.4384442249863986e-18,8.581116195257866e-71
9.773905350645221e-26,0.052102880930398214,0.0,12.937145335017876,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070596,0.0,2.0902531267468788e-81,1.3457110823906719e-27,4.18050620234845e-81,0.0,1.937865143119036e-174,6.495864895403362e-79,4.45166757090069e-130,1.0714429615038926e-67,8.481328444369755e-101,6.613983804941212e-89,1.883005086606892e-42,-3.1480464813149502e-155,6.929311378365038e-55,5.2136953659759995e-106,6.283678086345002e-131,-7.727420418627481e-172,1.3457110823906739e-27,3.418522783514015e-131,1.447183337152267e-17,4.946558284972409e-18,3.505665960689616e-70
1.9685471340031923e-25,0.052102880930398214,0.0,12.937145335017876,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070595,0.0,1.699759128625134e-80,2.710375841998114e-27,3.399518215659753e-80,0.0,1.2850762943442652e-172,2.625732451041091e-78,7.248405018025181e-129,4.3309437593895314e-67,6.896932662954066e-100,5.378381787914919e-88,3.7925313716166974e-42,-3.1480463821463907e-155,1.3956218691636617e-54,4.239725663278943e-105,1.0344938154838278e-129,-7.727405479806876e-172,2.7103758419981178e-27,5.566263680167334e-130,2.91474953820806e-17,9.962786404944429e-18,1.4170462320870666e-69
3.950860331880533e-25,0.052102880930398214,0.0,12.937145335017876,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070592,0.0,1.370917315239376e-79,5.439705361212998e-27,2.741834596934495e-79,0.0,8.502992726268566e-171,1.055795470474387e-77,1.16990143122275e-127,1.7414534374678734e-66,5.562631720512575e-99,4.337859757214336e-87,7.61158394163631e-42,-3.1480431716352513e-155,2.8010033318179747e-54,3.419495827109504e-104,1.7063464089697873e-128,-7.726437653089304e-172,5.4397053612130056e-27,8.983989082705435e-129,5.849881940319563e-17,1.999524264488847e-17,5.697880575264629e-69
7.915486727635214e-25,0.052102880930398214,0.0,12.937145335017876,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070587,0.0,1.1011953412820996e-78,1.0898364399642766e-26,2.202390655619628e-78,0.0,5.702225017708526e-169,4.2342120550872634e-77,1.8800192806653115e-126,6.984007168332881e-66,4.468208871101995e-98,3.484404859927998e-86,1.5249689081675532e-41,-3.14793983762521e-155,5.611766257126589e-54,2.7467253553825125e-103,2.859905710559322e-127,-7.664118394959603e-172,1.089836439964278e-26,1.443703268224847e-127,1.1720146744542243e-16,4.0060155124776546e-17,2.2851049546185132e-68
1.5844739519144576e-24,0.052102880930398214,0.0,12.937145335017876,0.031075110263184432,0.3194096818763551,0.35048479213953954,0.20701222018021495,0.09201819554070576,0.0,8.827443666794224e-78,2.1815682476502302e-26,1.7654887117594357e-77,0.0,3.951582677319253e-167,1.6958933772536793e-76,3.014633382635712e-125,2.7972457061291556e-65,3.5818225198047124e-97,2.793181778040129e-85,3.052589936175398e-41,-3.144623556386411e-155,1.1233292107743777e-53,2.201840383348343e-102,4.9637490133425937e-126,-3.6635366920656766e-172,2.181568247650233e-26,2.3149485042505673e-126,2.3460676352986276e-16,8.018998008455271e-17,9.152338862628738e-68
3.17032451021633e-24,0.052102880930398214,0.0,12.937145335017876,0.031075110263184432,0.31940968187635504,0.35048479213953954,0.20701222018021495,0.09201819554070552,0.0,7.06911430527188e-77,4.3650318630221373e-26,1.4138228437573307e-76,0.0,2.9058019662366696e-165,6.78799315022069e-76,4.828848643533806e-124,1.1196272657212336e-64,2.868363007354275e-96,2.23681079253366e-84,6.107831992191087e-41,-3.038348825425253e-155,2.247634380897797e-53,1.7632580812629114e-101,9.16137584400103e-125,2.5276314261650673e-170,4.3650318630221436e-26,3.707940773851006e-125,4.694173556986906e-16,1.60449630004105e-16,3.663320713395346e-67
6.342025626820075e-24,0.052102880930398214,0.0,12.937145335017876,0.031075110263184432,0.3194096818763549,0.35048479213953954,0.20701222018021495,0.09201819554070505,0.0,5.658156592515063e-76,8.731959093765951e-26,1.131631304658366e-75,0.0,2.3388048260053123e-163,2.7160814495563885e-75,7.73097954175093e-123,4.479967444934434e-64,2.2958529686890723e-95,1.7903552249175875e-83,1.2218316104222465e-40,3.649042274046389e-156,4.496244721144564e-53,1.4113211229029272e-100,1.8542664008887807e-123,1.6676543884051706e-168,8.731959093765965e-26,5.935925598967784e-124,9.390385400361352e-16,3.2096892984320947e-16,1.4658054549781827e-66
1.2685427860027565e-23,0.052102880930398214,0.0,12.937145335017874,0.031075110263184432,0.31940968187635455,0.35048479213953954,0.20701222018021495,0.0920181955407041,0.0,4.52767161325553e-75,1.746581355525358e-25,9.05534311572584e-75,0.0,2.1090477235154344e-161,1.0866094503589303e-74,1.237493323121866e-121,1.792278695934699e-63,1.8371475134871284e-94,1.4326469048640953e-82,2.443928432828522e-40,1.0930840421418096e-153,8.993465401637813e-53,1.1293428311977056e-99,4.208449750553759e-122,1.0681978298771982e-166,1.7465813555253605e-25,9.500057979537595e-123,1.8782809087101797e-15,6.420075295214179e-16,5.864176295103953e-66
2.5372232326442544e-23,0.052102880930398214,0.0,12.937145335017872,0.031075110263184432,0.3194096818763539,0.35048479213953954,0.20701222018021495,0.09201819554070223,0.0,3.622595882287894e-74,3.4933522478228834e-25,7.245191675936391e-74,0.0,2.133094680306007e-159,4.346791627311707e-74,1.9809010767748782e-120,7.169698261211593e-63,1.4699040889041055e-93,1.1462626315784141e-81,4.888122077641074e-40,3.5961309662165266e-152,1.7987906762623174e-52,9.0358865206263e-99,1.070559082318954e-120,6.837834112703203e-165,3.493352247822889e-25,1.520215467756498e-121,3.7567656460548905e-15,1.2840847288778334e-15,2.345861426674828e-65
5.0745841259272503e-23,0.052102880930398214,0.0,12.937145335017867,0.031075110263184432,0.3194096818763526,0.35048479213953954,0.20701222018021495,0.09201819554069847,0.0,2.8982601537010375e-73,6.986894032417935e-25,5.796520236486068e-73,0.0,2.3677048921648596e-157,1.7387874663085905e-73,3.1717149679888624e-119,2.8679960041342246e-62,1.1759977069107898e-92,9.170681518806497e-81,9.776509367266178e-40,1.151845429548338e-150,3.597678948458933e-52,7.229166792838196e-98,2.983867387347476e-119,4.376636550509018e-163,6.986894032417946e-25,2.4325097129756427e-120,7.5137351207308e-15,2.5682391275906577e-15,9.38382753755991e-65
1.0149305912493242e-22,0.052102880930398214,0.0,12.937145335017856,0.031075110263184432,0.31940968187635005,0.35048479213953954,0.20701222018021495,0.09201819554069096,0.0,2.318681504348598e-72,1.3973977601608038e-24,4.637362951962594e-72,0.0,2.7985286267797846e-155,6.955291880037985e-73,5.081502781509267e-118,1.1472217419990573e-61,9.408279407521561e-92,7.336777408603034e-80,1.9553283946516385e-39,3.6861751747101194e-149,7.195455492850337e-52,5.783516470390342e-97,8.841229003416137e-118,2.801182521476963e-161,1.3973977601608058e-24,3.892147517110914e-119,1.502767407002856e-14,5.1365479250162795e-15,3.753607382554778e-64
2.0298749485625227e-22,0.052102880930398214,0.0,12.937145335017837,0.031075110263184432,0.3194096818763449,0.35048479213953954,0.20701222018021495,0.09201819554067593,0.0,1.8549745564818826e-71,2.794814473998824e-24,3.709949067575366e-71,0.0,3.433540361746709e-153,2.7821454604411766e-72,8.151620256608397e-117,4.588933649101993e-61,7.52674262872856e-91,5.869514805722799e-79,3.9106833105016794e-39,1.1796045862517059e-147,1.4391008581625844e-51,4.626886391877279e-96,2.716044062728392e-116,1.7928000580823573e-159,2.7948144739988285e-24,6.227541610336713e-118,3.005555196840789e-14,1.0273165519867419e-14,1.5014582266633708e-63
4.0597636631889194e-22,0.052102880930398214,0.0,12.937145335017796,0.031075110263184432,0.3194096818763346,0.35048479213953954,0.20701222018021495,0.09201819554064587,0.0,1.4839913864762875e-70,5.589647901674865e-24,2.967982736641568e-70,0.0,4.299839402099732e-151,1.1128641700575352e-71,1.3110153016713066e-115,1.8355827959031154e-60,6.021441744430836e-90,4.695648996397836e-78,7.821393142201763e-39,3.774778861303613e-146,2.878211475914766e-51,3.701538399951254e-95,8.510297645979997e-115,1.1474058797649206e-157,5.589647901674873e-24,9.964151043657943e-117,6.011130776430166e-14,2.0546400709569286e-14,6.00586345406712e-63
8.119541092441713e-22,0.052102880930398214,0.0,12.937145335017716,0.031075110263184432,0.3194096818763141,0.35048479213953954,0.20701222018021495,0.09201819554058577,0.0,1.1871978057152582e-69,1.1179314757026948e-23,2.374395582381596e-69,0.0,5.442934286423788e-149,4.451470605382876e-71,2.1192174784702552e-114,7.342349856175567e-60,4.8171724521965556e-89,3.7565340579027965e-77,1.5642812805601926e-38,1.2079362906735354e-144,5.756432711407445e-51,2.961242434585463e-94,2.694327941520258e-113,7.34344198117613e-156,1.1179314757026963e-23,1.594270924384881e-115,1.2022281935262986e-13,4.109287108897135e-14,2.4023514911189817e-62
1.62390959509473e-21,0.052102880930398214,0.0,12.937145335017554,0.031075110263184432,0.319409681876273,0.35048479213953954,0.20701222018021495,0.09201819554046554,0.0,9.497601231894813e-69,2.2358648467731113e-23,1.8995202231397806e-68,0.0,6.928005039325943e-147,1.780592589878546e-70,3.45982443345567e-113,2.9369436769845354e-59,3.8537455844325375e-88,3.005233190647386e-76,3.1285652132402253e-38,3.8654074168193486e-143,1.1512875182346072e-50,2.3689986335270906e-93,8.575501429807388e-112,4.6998171294368883e-154,2.2358648467731145e-23,2.5508388849475313e-114,2.4044584251544866e-13,8.218581184776879e-14,9.609418183440275e-62
3.2478205667958476e-21,0.052102880930398214,0.0,12.937145335017231,0.031075110263184432,0.3194096818761908,0.35048479213953954,0.20701222018021495,0.0920181955402251,0.0,7.598088499992113e-68,4.4717315889139444e-23,1.5196176814070585e-67,0.0,8.842917795296541e-145,7.122391556506138e-70,5.756746895860076e-112,1.1747782176951183e-58,3.0829995166190575e-87,2.4041889302502364e-75,6.257133078600292e-38,1.2369321792368135e-141,2.302576012403641e-50,1.895200781166949e-92,2.7367447566692654e-110,3.0078876151196524e-152,4.4717315889139503e-23,4.0813465406662565e-113,4.80891888785736e-13,1.6437169336533704e-13,3.8437697171435337e-61
6.495642510198082e-21,0.052102880930398214,0.0,12.937145335016586,0.031075110263184432,0.3194096818760264,0.35048479213953954,0.20701222018021495,0.0920181955397442,0.0,6.078473805785628e-67,8.94346507319561e-23,1.215694746284027e-66,0.0,1.1302980402666777e-142,2.8489708632320116e-69,9.918070484850245e-111,4.6991143645677094e-58,2.4664008329250375e-86,1.923352095293573e-74,1.2514268809320425e-37,3.958185862926145e-140,4.605153000666941e-50,1.5161613746720272e-91,8.745718081087137e-109,1.9250496758117949e-150,8.943465073195622e-23,6.530157924868149e-112,9.617839811049096e-13,3.2874345640036683e-13,1.5375083755895881e-60
1.2991286397002553e-20,0.052102880930398214,0.0,12.937145335015295,0.031075110263184432,0.3194096818756977,0.35048479213953954,0.20701222018021495,0.09201819553878242,0.0,4.862780246945566e-66,1.7886932041758942e-22,9.72556037490631e-66,0.0,1.4457604103665515e-140,1.1395991944034723e-68,1.813218340768252e-109,1.8796460445719426e-57,1.973121154192063e-85,1.5386820566723032e-73,2.502854027076069e-37,1.2666199384354793e-138,9.210306976894464e-50,1.2129293996330805e-90,2.796731361998045e-107,1.2320324503605622e-148,1.7886932041758965e-22,1.0448255447631685e-110,1.923568164857652e-12,6.574869824699994e-13,6.150034479651269e-60
