Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),CH3OX(210),H2NOX(204),HOX(29),H2NO(88),HNOX(526),H3NX(202),NX(608),OX(27),HNX(525),H2X(216),H2NX(201),CH2X(34),CHX(35),CX(33),SX(667),NO2X(206),SX(613),SX(725),CH2OX(511),CHOX(665),NO2X(213),SX(672),H2NO3(231),CH2NX(666),CNO2X(792)
3.0198484453019987e-14,0.1547348997255798,0.0,38.420655924005615,0.031074583878051246,0.31939498809844924,0.3504712266115419,0.20700966188638256,0.09201056311484881,0.0,3.266414346143834e-23,4.3983056045864876e-07,3.260856534864428e-19,0.0,1.223007759798152e-31,1.185959627248339e-13,3.678706105383353e-24,8.518285929002872e-21,9.69147499214127e-30,1.1236214262156615e-12,1.7066399798943272e-11,1.5777726476273702e-46,9.665453006634747e-08,1.3322271973601627e-29,3.0966676847358463e-19,2.4309067097197044e-37,4.399011826134399e-07,3.876646590688284e-34,7.626576304984082e-06,2.6030674309264134e-06,1.8929103320391316e-06,2.0837429776131705e-06,1.7263888374377063e-06,8.298603222852667e-07,8.630430342508036e-07,7.600719988749232e-07,1.0803834764926564e-05,1.2154318668620757e-09,3.505078503480251e-07,3.16917751069513e-12,5.159008987914165e-09,5.7357928693071716e-09,1.3058468007266753e-18,5.927547750528797e-07,5.2024099574749226e-11,1.0479435206012525e-09,9.257568178271289e-10,7.57960154953086e-13,3.347766808799256e-07,3.130528088926275e-14,5.763570763054708e-21,3.516699695357561e-17,4.6692636272800244e-17,1.536225134220048e-11,2.9253073526699494e-17,1.0707162385116985e-05,9.065686214511372e-17,6.940206026745519e-23
3.065250136255959e-14,0.1547348997255798,0.0,38.42065562905834,0.03107457599061374,0.3193947673153055,0.350471022800433,0.20700962352630642,0.09201044956254156,0.0,3.4160058453301657e-23,4.4644279669274123e-07,3.4101438680735395e-19,0.0,1.317728623470692e-31,1.2223347917131402e-13,3.851580729044964e-24,8.776850519266059e-21,1.0135195642582998e-29,1.1576330254439808e-12,1.7322981732623955e-11,1.6999971779487361e-46,9.810736169774382e-08,1.3932227312584727e-29,3.2383870934394404e-19,2.61917985048549e-37,4.465152869545629e-07,4.115009042942056e-34,7.740040667706828e-06,2.641737718874112e-06,1.922001959947712e-06,2.114939178360675e-06,1.7522417835571749e-06,8.423058208602154e-07,8.763236805476321e-07,7.714695994524446e-07,1.0966257278307916e-05,1.2525293897849121e-09,3.5568190067308004e-07,3.3145496597055105e-12,5.3151638356395036e-09,5.909824047094772e-09,1.3663419823314483e-18,6.016665273349659e-07,5.281462455962501e-11,1.0715750234152305e-09,9.626205587285537e-10,8.130437878854557e-13,3.398097535269055e-07,3.323640292747107e-14,6.49583465415176e-21,3.699576833693717e-17,5.006432571932744e-17,1.58275896253538e-11,3.133436782659375e-17,1.0868131517095733e-05,9.721739181106859e-17,7.542356482601016e-23
3.110651827209919e-14,0.1547348997255798,0.0,38.4206553341373,0.031074568103950484,0.31939454653596555,0.35047081899342564,0.20700958516925583,0.09201033604543814,0.0,3.570098103330753e-23,4.530550221411472e-07,3.5639191498502184e-19,0.0,1.4182288000604931e-31,1.2592606703771182e-13,4.029920231772128e-24,9.039296040078659e-21,1.059225738933964e-29,1.1921508847883029e-12,1.757956361875652e-11,1.8296816456840158e-46,9.956018404087301e-08,1.4560521829989678e-29,3.384363869634125e-19,2.8189404611224005e-37,4.5312940434774783e-07,4.364195727525601e-34,7.853469826605854e-06,2.6803943327667516e-06,1.951112374595324e-06,2.1461314893179743e-06,1.778091706663154e-06,8.547504033652225e-07,8.89613269214285e-07,7.828663337171184e-07,1.112867958585083e-05,1.2901927573217254e-09,3.6085315292118836e-07,3.4643089212096876e-12,5.473642785888046e-09,6.086463891795911e-09,1.4286785359528608e-18,6.105782550311565e-07,5.360509135781144e-11,1.095294858112792e-09,1.0003060311619314e-09,8.711755899667489e-13,3.448428230817107e-07,3.525569117815409e-14,7.308292850886198e-21,3.88862503874269e-17,5.3620755538716615e-17,1.6299869145609078e-11,3.3526991445675763e-17,1.1029100444196426e-05,1.041385518164157e-16,8.185997535609198e-23
3.156053518163879e-14,0.1547348997255798,0.0,38.4206550392425,0.031074560218061074,0.31939432576042825,0.35047061519051925,0.20700954681523032,0.09201022256352766,0.0,3.728757969655225e-23,4.5966723680402217e-07,3.722248827115471e-19,0.0,1.5247687499641631e-31,1.2967373182390027e-13,4.2138174125441236e-24,9.305623154983639e-21,1.1062857833509287e-29,1.227174966978258e-12,1.7836145457344724e-11,1.9671624418488153e-46,1.0101299709612368e-07,1.5207427155726827e-29,3.534660910023182e-19,3.0307062664320184e-37,4.5974353479102816e-07,4.62452929495635e-34,7.966863792603701e-06,2.719037277431181e-06,1.9802415745110022e-06,2.1773199109681577e-06,1.803938607108938e-06,8.671940698677416e-07,9.029117958020235e-07,7.94262202185917e-07,1.1291101687559251e-05,1.3284223245437828e-09,3.6602160860820846e-07,3.6185209915905886e-12,5.634445662325582e-09,6.265712738006216e-09,1.4928841330168169e-18,6.194899570486431e-07,5.4395499973595614e-11,1.1190999346843897e-09,1.03881614146852e-09,9.32471978814923e-13,3.498758895417512e-07,3.736580175300412e-14,8.20836503697216e-21,4.083932709398817e-17,5.73688562498754e-17,1.6779089824808472e-11,3.583493116413399e-17,1.1190069166422992e-05,1.1143394748357892e-16,8.873253835964355e-23
3.201455209117839e-14,0.1547348997255798,0.0,38.42065474437391,0.031074552332945083,0.3193941049886923,0.35047041139171353,0.2070095084642297,0.09201010911679916,0.0,3.8920523021386925e-23,4.662794406815217e-07,3.885199345991073e-19,0.0,1.6376166397288135e-31,1.3347647904679898e-13,4.403365415572611e-24,9.575832527524512e-21,1.1547194576080406e-29,1.2627052347462199e-12,1.809272724839231e-11,2.1127859213198178e-46,1.0246580086388431e-07,1.5873214919553615e-29,3.689341106579625e-19,3.2550103096004182e-37,4.6635767828243826e-07,4.896337123605699e-34,8.080222576619518e-06,2.757666557692548e-06,2.0093895581195204e-06,2.208504443794255e-06,1.8297824852477814e-06,8.796368204352213e-07,9.162192558613092e-07,8.056572053755362e-07,1.1453523583437125e-05,1.367218446276972e-09,3.71187269249182e-07,3.777251587713356e-12,5.7975722887232305e-09,6.447570919875382e-09,1.5589864477688163e-18,6.284016322954564e-07,5.518585041126404e-11,1.1429872689115255e-09,1.078153687765583e-09,9.970518094747155e-13,3.549089529043963e-07,3.956943090975728e-14,9.20403514360435e-21,4.28558717984361e-17,6.13156970233331e-17,1.7265251584795045e-11,3.826224337138389e-17,1.1351037683779354e-05,1.1911746001353554e-16,9.60632092904304e-23
3.246856900071799e-14,0.1547348997255798,0.0,38.42065444953155,0.031074544448602102,0.31939388422075643,0.3504702075970078,0.20700947011625348,0.09200999570524174,0.0,4.0600479670668837e-23,4.7289163377380117e-07,4.052837151799614e-19,0.0,1.7570484541444992e-31,1.3733431424038076e-13,4.598657730265923e-24,9.849924821245326e-21,1.204546521793185e-29,1.2987416508273076e-12,1.834930899190303e-11,2.2669085482569647e-46,1.0391859534454347e-07,1.6558156751074637e-29,3.848467346546563e-19,3.492401175045068e-37,4.729718348200141e-07,5.179951319235471e-34,8.19354618956906e-06,2.7962821783742977e-06,2.038556323745007e-06,2.2396850882792338e-06,1.8556233414328967e-06,8.920786551351048e-07,9.295356449417973e-07,8.170513438023949e-07,1.1615945273488394e-05,1.406581477101746e-09,3.7635013635833466e-07,3.9405664469077376e-12,5.963022488957376e-09,6.632038771107338e-09,1.6270131572825212e-18,6.373132796804672e-07,5.5976142675102855e-11,1.1669539787450369e-09,1.118321363561789e-09,1.0650363807280753e-12,3.5994201316697563e-07,4.186931508316459e-14,1.0303885248071391e-20,4.4936747189540854e-17,6.546848580918179e-17,1.7758354347412802e-11,4.08130537435209e-17,1.1512005996269442e-05,1.2720324685848338e-16,1.0387466286733103e-22
3.292258591025759e-14,0.1547348997255798,0.0,38.42065415471537,0.031074536565031712,0.3193936634566195,0.35047000380640164,0.20700943177130143,0.0920098823288445,0.0,4.2328118393012483e-23,4.795038160810163e-07,4.2252286890645325e-19,0.0,1.883348108325663e-31,1.4124724295567884e-13,4.79978819119333e-24,1.0127900699690685e-20,1.2557867359832877e-29,1.3352841779593828e-12,1.8605890687880638e-11,2.4298970415254706e-46,1.053713805384896e-07,1.7262524279741632e-29,4.012102512437545e-19,3.7434432112406655e-37,4.795860044017925e-07,5.475708714534411e-34,8.3068346423647e-06,2.8348841442981757e-06,2.0677418696144465e-06,2.2708618449060045e-06,1.8814611760174543e-06,9.045195740348312e-07,9.428609585923312e-07,8.284446179826353e-07,1.1778366757716992e-05,1.446511771353067e-09,3.815102114490763e-07,4.1085313269504665e-12,6.130796087009624e-09,6.819116624960421e-09,1.6969919414683287e-18,6.462248981133846e-07,5.676637676939776e-11,1.1909972808073746e-09,1.1593217612488612e-09,1.1365494411660872e-12,3.6497507032677815e-07,4.426823091593143e-14,1.1517130984346523e-20,4.708280530576856e-17,6.983456945093015e-17,1.8258398034506672e-11,4.349155691291794e-17,1.1672974103897168e-05,1.357057420656966e-16,1.1219030328464758e-22
3.337660281979719e-14,0.1547348997255798,0.0,38.420653859925395,0.031074528682233496,0.3193934426962801,0.35046980001989453,0.2070093934293731,0.09200976898759652,0.0,4.4104108024040195e-23,4.861159876033224e-07,4.402440401510163e-19,0.0,2.016807559781579e-31,1.4521527076079305e-13,5.006850978049325e-24,1.0409760826405722e-20,1.3084598602443144e-29,1.3723327788830524e-12,1.886247233632887e-11,2.6021285201176693e-46,1.0682415644611114e-07,1.7986589134853513e-29,4.180309482036926e-19,4.008716753523924e-37,4.862001870258119e-07,5.783950868654728e-34,8.420087945915428e-06,2.873472460284226e-06,2.096946193861056e-06,2.3020347141574144e-06,1.9072959893545848e-06,9.169595772018332e-07,9.561951923609347e-07,8.398370284321231e-07,1.1940788036126861e-05,1.48700968312035e-09,3.866674960340015e-07,4.281212006047657e-12,6.3008929069667304e-09,7.008804814247524e-09,1.7689504830819425e-18,6.551364865047564e-07,5.755655269843407e-11,1.2151144870146226e-09,1.201157375473716e-09,1.2117171950327701e-12,3.7000812438105295e-07,4.6768995289625066e-14,1.285365851045662e-20,4.929488754615334e-17,7.442143378594271e-17,1.876538256792252e-11,4.630201613046656e-17,1.1833942006666466e-05,1.4463965659386233e-16,1.2103427431926875e-22
3.383061972933679e-14,0.1547348997255798,0.0,38.42065356516158,0.031074520800207037,0.319393221939737,0.3504695962374861,0.20700935509046817,0.09200965568148689,0.0,4.592911748763261e-23,4.927281483408751e-07,4.584538732061774e-19,0.0,2.1577269204758062e-31,1.4923840324089699e-13,5.219940615617897e-24,1.0695505864936117e-20,1.3625856546312736e-29,1.4098874163416656e-12,1.911905393725148e-11,2.783990648574685e-46,1.0827692306779653e-07,1.8730622945556373e-29,4.353151128400215e-19,4.288818346877298e-37,4.928143826901113e-07,6.105024066748688e-34,8.533306111126848e-06,2.912047131150793e-06,2.1261692945275443e-06,2.3332036965162533e-06,1.9331277817973765e-06,9.293986647035393e-07,9.695383417948075e-07,8.512285756664476e-07,1.210320910872194e-05,1.5280755662474115e-09,3.918219916248906e-07,4.458674282817169e-12,6.473312773020561e-09,7.201103671336272e-09,1.842916467732949e-18,6.640480437659686e-07,5.834667046649668e-11,1.2393030013141615e-09,1.2438306063951712e-09,1.2906683078506759e-12,3.750411753270085e-07,4.9374465355550275e-14,1.4324063078112603e-20,5.157382468879883e-17,7.923670373310637e-17,1.9279307869507125e-11,4.9248762920937147e-17,1.1994909704581249e-05,1.540199786031368e-16,1.3043146933459174e-22
3.428463663887639e-14,0.1547348997255798,0.0,38.42065327042394,0.031074512918951927,0.3193930011869891,0.3504693924591757,0.20700931675458634,0.0920095424105047,0.0,4.7803815797178727e-23,4.993402982938295e-07,4.771590122845604e-19,0.0,2.306414568874629e-31,1.533166459982443e-13,5.43915197373683e-24,1.0985136478828095e-20,1.4181838791882172e-29,1.4479480530813152e-12,1.9375635490652212e-11,2.9758817824079392e-46,1.0972968040393406e-07,1.94948973408435e-29,4.530690319854427e-19,4.5843609686916674e-37,4.994285913927315e-07,6.4392793195052285e-34,8.64648914890118e-06,2.9506081617145214e-06,2.1554111695692658e-06,2.3643687924652507e-06,1.958956553698877e-06,9.418368366073727e-07,9.82890402440318e-07,8.62619260200921e-07,1.2265629975506169e-05,1.569709774332408e-09,3.9697369973270876e-07,4.640983976271014e-12,6.648055509468018e-09,7.396013528149185e-09,1.918917583893403e-18,6.729595688092439e-07,5.913673007787e-11,1.2635603165340145e-09,1.2873437628291831e-09,1.3735339118377877e-12,3.8007422316181316e-07,5.2087538565593235e-14,1.5939689250767163e-20,5.392043691653145e-17,8.42881433683369e-17,1.9800173861108203e-11,5.2336196731912216e-17,1.215587719764544e-05,1.638619737201034e-16,1.404075411811806e-22
3.473865354841599e-14,0.1547348997255798,0.0,38.42065297571244,0.03107450503846774,0.31939278043803493,0.3504691886849629,0.20700927842172717,0.09200942917463908,0.0,4.972887205682566e-23,5.059524374623413e-07,4.963661015188909e-19,0.0,2.4631872619845266e-31,1.574500046521751e-13,5.664580267261976e-24,1.1278653331628409e-20,1.4752742939482414e-29,1.4865146518508382e-12,1.963221699653481e-11,3.1782111135204887e-46,1.1118242845491207e-07,2.0279683949555405e-29,4.712989919998452e-19,4.895974251507957e-37,5.060428131317143e-07,6.787072362686641e-34,8.759637070137255e-06,2.9891555567903586e-06,2.1846718168572578e-06,2.395530002487075e-06,1.984782305412092e-06,9.542740929807519e-07,9.962513698429994e-07,8.740090825505795e-07,1.2428050636483481e-05,1.6119126607277861e-09,4.021226218676078e-07,4.828206925797715e-12,6.825120940710997e-09,7.59353471616384e-09,1.9969815229064045e-18,6.818710605476424e-07,5.992673153683802e-11,1.2878840113400613e-09,1.3316990652864176e-09,1.4604476111247994e-12,3.8510726788259496e-07,5.49111527030332e-14,1.7712672816949903e-20,5.633553384925103e-17,8.958365598851205e-17,2.0327980464574394e-11,5.556878457672589e-17,1.2316844485862958e-05,1.7418118527876383e-16,1.5098891199420603e-22
3.519267045795559e-14,0.1547348997255798,0.0,38.4206526810271,0.03107449715875407,0.3193925596928733,0.35046898491484724,0.20700924009189034,0.09200931597387914,0.0,5.170495546272815e-23,5.125645658465663e-07,5.160817849620003e-19,0.0,2.6283702473786255e-31,1.616384848391226e-13,5.896321056031555e-24,1.1576057086884357e-20,1.533876658933488e-29,1.5255871754018124e-12,1.9888798454903018e-11,3.391398815628191e-46,1.1263516722111885e-07,2.108525440037982e-29,4.900112787703391e-19,5.224304705737714e-37,5.126570479051026e-07,7.148763656665283e-34,8.872749885730535e-06,3.0276893211915526e-06,2.2139512341811844e-06,2.426687327064335e-06,2.0106050372899866e-06,9.667104338910901e-07,1.0096212395475432e-06,8.853980432301819e-07,1.2590471091657813e-05,1.6546845785402205e-09,4.0726875953892584e-07,5.020408991144693e-12,7.004508891256329e-09,7.793667566413031e-09,2.0771359789946887e-18,6.907825178950602e-07,6.07166748476845e-11,1.3122717472974109e-09,1.3768986489058448e-09,1.5515454867814751e-12,3.9014030948644147e-07,5.784828591332239e-14,1.9655984446415318e-20,5.881991458254581e-17,9.513128416438974e-17,2.0862727601755275e-11,5.895106067182243e-17,1.2477811569237722e-05,1.8499343453864387e-16,1.622027828877714e-22
3.564668736749519e-14,0.1547348997255798,0.0,38.42065238636788,0.03107448927981049,0.3193923389515029,0.3504687811488283,0.20700920176507548,0.09200920280821394,0.0,5.373273530429766e-23,5.191766834466593e-07,5.363127065868291e-19,0.0,2.802297375212173e-31,1.6588209221261947e-13,6.134470244830453e-24,1.1877348408143774e-20,1.594010734155145e-29,1.5651655864885604e-12,2.014537986576059e-11,3.615876189680704e-46,1.1408789670294257e-07,2.1911880321851733e-29,5.092121777112927e-19,5.5700159423626465e-37,5.192712957109404e-07,7.524718385960331e-34,8.985827606573089e-06,3.066209459729656e-06,2.2432494192521674e-06,2.457840766679581e-06,2.036424749685484e-06,9.791458594057952e-07,1.0230000070977933e-06,8.967861427542112e-07,1.2752891341033098e-05,1.6980258806305625e-09,4.1241211425518807e-07,5.2176560524006526e-12,7.186219185715711e-09,7.996412409484931e-09,2.1594086492692134e-18,6.996939397662293e-07,6.150656001469263e-11,1.3367212660323854e-09,1.4229445662879182e-09,1.6469661016603877e-12,3.951733479703999e-07,6.090195673483356e-14,2.1783475137325353e-20,6.137436773216046e-17,1.0093920978304607e-16,2.1404415194501344e-11,6.24876260689277e-17,1.2638778447773645e-05,1.9631482088104793e-16,1.740771435462887e-22
3.610070427703479e-14,0.1547348997255798,0.0,38.420652091734766,0.031074481401636593,0.3193921182139226,0.35046857738690546,0.2070091634412823,0.09200908967763265,0.0,5.581288096545127e-23,5.257887902627761e-07,5.570655102864319e-19,0.0,2.985311210227014e-31,1.701808324433039e-13,6.379124083354511e-24,1.2182527958955039e-20,1.6556962796134503e-29,1.6052498478681463e-12,2.0401961229111264e-11,3.8520858092823115e-46,1.1554061690077146e-07,2.2759833342353394e-29,5.289079737643673e-19,5.933788895613108e-37,5.258855565472734e-07,7.915306458774582e-34,9.098870243553614e-06,3.10471597721452e-06,2.272566369705533e-06,2.4889903218153016e-06,2.062241442951466e-06,9.915803695922702e-07,1.036387668036743e-06,9.081733816368733e-07,1.2915311384613275e-05,1.7419369196137807e-09,4.1755268752410697e-07,5.420014009977937e-12,7.370251648805672e-09,8.201769575523261e-09,2.243827233737753e-18,7.086053250767174e-07,6.229638704214524e-11,1.3612303864916577e-09,1.4698387902307629e-09,1.7468505050659932e-12,4.0020638333147694e-07,6.407522412957555e-14,2.4109923503376122e-20,6.399967148392508e-17,1.0701575408034292e-16,2.1953043164664015e-11,6.618314828240919e-17,1.2799745121474654e-05,2.0816172198445033e-16,1.8664078171312178e-22
3.655472118657439e-14,0.1547348997255798,0.0,38.420651797127775,0.03107447352423197,0.319391897480131,0.3504683736290783,0.2070091251205104,0.09200897658212433,0.0,5.794606192586015e-23,5.324008862950721e-07,5.783468398739808e-19,0.0,3.177763143745077e-31,1.7453471121892615e-13,6.630379166174839e-24,1.2491596402867055e-20,1.7189530552976875e-29,1.6458399223003767e-12,2.065854254495879e-11,4.1004816661125884e-46,1.169933278149936e-07,2.3629385090114322e-29,5.491049513985526e-19,6.316322045625537e-37,5.324998304121477e-07,8.320902506531307e-34,9.211877807557425e-06,3.143208878454304e-06,2.3019020831034523e-06,2.520135992953926e-06,2.0880551174407757e-06,1.0040139645179129e-06,1.049784217906528e-06,9.195597603920981e-07,1.3077731222402273e-05,1.7864180478589051e-09,4.2269048085258295e-07,5.627548784594925e-12,7.556606105347494e-09,8.409739394227459e-09,2.3304194353134925e-18,7.175166727429265e-07,6.308615593432481e-11,1.3857970022952219e-09,1.5175832163727044e-09,1.851342237256634e-12,4.0523941556663904e-07,6.737118751387669e-14,2.6651084950466768e-20,6.66965936487732e-17,1.1336937766391178e-16,2.2508611434095656e-11,7.004236091218212e-17,1.2960711590344657e-05,2.2055079397996738e-16,1.9992329257676267e-22
3.700873809611399e-14,0.1547348997255798,0.0,38.42065150254687,0.03107446564759619,0.31939167675012703,0.3504681698753463,0.2070090868027594,0.09200886352167813,0.0,6.013294776219781e-23,5.390129715437027e-07,6.001633390827698e-19,0.0,3.3800135056508685e-31,1.7894373424435462e-13,6.888332432702116e-24,1.2804554403429264e-20,1.7838008211861935e-29,1.6869357725478005e-12,2.0915123813306903e-11,4.361529315346884e-46,1.1844602944599707e-07,2.4520807193211334e-29,5.698093946102024e-19,6.718331641078867e-37,5.391141173036114e-07,8.741885883411118e-34,9.324850309466466e-06,3.181688168255472e-06,2.3312565569375e-06,2.5512777805778238e-06,2.1138657735062106e-06,1.0164466442501167e-06,1.0631896522484235e-06,9.309452795335385e-07,1.3240150854404025e-05,1.8314696174889696e-09,4.2782549574670465e-07,5.84032631725839e-12,7.745282380267173e-09,8.620322194852815e-09,2.419212959823628e-18,7.264279816820933e-07,6.387586669551341e-11,1.4104190791799857e-09,1.566179665744333e-09,1.9605873337867433e-12,4.1027244467281193e-07,7.079298678903582e-14,2.9423742793198566e-20,6.946589172249445e-17,1.2000868052711848e-16,2.3071119924649544e-11,7.407006326250306e-17,1.3121677854387572e-05,2.334989715878137e-16,2.139550880548547e-22
3.746275500565359e-14,0.1547348997255798,0.0,38.42065120799206,0.03107445777172886,0.3193914560239092,0.3504679661257091,0.20700904848802898,0.09200875049628317,0.0,6.237420814938811e-23,5.45625046008823e-07,6.225216515662187e-19,0.0,3.5924316763629796e-31,1.8340790724158188e-13,7.153081167150893e-24,1.3121402624191653e-20,1.8502593372463557e-29,1.7285373613757078e-12,2.1171705034159356e-11,4.635706021076654e-46,1.198987217941699e-07,2.5434371279568555e-29,5.910275869230696e-19,7.140551921809881e-37,5.457284172197131e-07,9.17864066588891e-34,9.437787760159299e-06,3.22015385142279e-06,2.3606297886311238e-06,2.5824156851693046e-06,2.139673411500531e-06,1.0288784088562697e-06,1.0766039666028376e-06,9.423299395745708e-07,1.3402570280622465e-05,1.8770919803809567e-09,4.329577337117495e-07,6.058412569245869e-12,7.936280298595347e-09,8.833518306210658e-09,2.510235516017965e-18,7.353392508122878e-07,6.46655193299927e-11,1.4350946525308773e-09,1.6156298872332106e-09,2.0747343296961803e-12,4.1530547064688077e-07,7.434380237194092e-14,3.2445761362183287e-20,7.230831294988531e-17,1.2694240205445228e-16,2.3640568558179888e-11,7.827111995697599e-17,1.3282643913607309e-05,2.4702346823560445e-16,2.2876740597641826e-22
3.791677191519319e-14,0.1547348997255798,0.0,38.42065091346331,0.031074449896629545,0.3193912353014765,0.350467762380166,0.2070090101763188,0.09200863750592857,0.0,6.467051286185268e-23,5.522371096905888e-07,6.454284208978773e-19,0.0,3.8153961987946078e-31,1.879272359497311e-13,7.424722998503916e-24,1.3442141728704733e-20,1.918348363434613e-29,1.770644651552131e-12,2.1428286207519883e-11,4.923500901729601e-46,1.213514048599001e-07,2.6370348976957454e-29,6.127658113883429e-19,7.583735341407556e-37,5.523427301585037e-07,9.631555652270833e-34,9.550690170511111e-06,3.25860593275933e-06,2.3900217755420247e-06,2.613549707210618e-06,2.165478031776453e-06,1.0413092584037548e-06,1.0900271565093092e-06,9.53713741028295e-07,1.3564989501061523e-05,1.923285488165738e-09,4.3808719625218396e-07,6.281873522088041e-12,8.129599685467264e-09,9.049328056668503e-09,2.6035148155775254e-18,7.442504790524143e-07,6.545511384204407e-11,1.4598218249964768e-09,1.6659355599641914e-09,2.1939342635533573e-12,4.203384934856904e-07,7.802685522565575e-14,3.5736141153831964e-20,7.522459439297853e-17,1.3417942101876275e-16,2.4216957256541824e-11,8.265046055008019e-17,1.344360976800779e-05,2.611417761593276e-16,2.443923191626741e-22
3.837078882473279e-14,0.1547348997255798,0.0,38.42065061896063,0.031074442022297845,0.3193910145828275,0.3504675586387167,0.20700897186762846,0.09200852455060345,0.0,6.702253177475837e-23,5.588491625891554e-07,6.688902905714294e-19,0.0,4.049294890303087e-31,1.9250172612506163e-13,7.703355900476439e-24,1.3766772380519543e-20,1.988087659696459e-29,1.8132576058478443e-12,2.1684867333392233e-11,5.225415075489667e-46,1.2280407864357556e-07,2.7329011912996813e-29,6.350303505846809e-19,8.048652789786332e-37,5.589570561180337e-07,1.0101024362231302e-33,9.663557551393718e-06,3.2970444170664714e-06,2.4194325149644627e-06,2.6446798471839532e-06,2.1912796346866525e-06,1.053739192959949e-06,1.1034592175065027e-06,9.650966844075346e-07,1.3727408515725126e-05,1.9700504922280186e-09,4.432138848716641e-07,6.51077517755108e-12,8.325240366122693e-09,9.267751774150223e-09,2.6990785731231525e-18,7.531616653222089e-07,6.624465023594843e-11,1.4845987641862729e-09,1.7170982955982654e-09,2.318340681358477e-12,4.25371513186045e-07,8.184540688997347e-14,3.931507607498856e-20,7.821546300304693e-17,1.4172875557074724e-16,2.4800285941591428e-11,8.721307913551475e-17,1.360457541759292e-05,2.758716664877736e-16,2.608627444068982e-22
3.882480573427239e-14,0.1547348997255798,0.0,38.420650324483994,0.031074434148733343,0.31939079386796093,0.3504673549013606,0.20700893356195768,0.09200841163029695,0.0,6.943093486526413e-23,5.654612047046778e-07,6.929139040006968e-19,0.0,4.294524954628427e-31,1.9713138354097546e-13,7.989078191480534e-24,1.4095295243187672e-20,2.059496985966442e-29,1.856376187036362e-12,2.1941448411780144e-11,5.541961805716847e-46,1.2425674314558415e-07,2.831063171515279e-29,6.578274866182485e-19,8.536093815738398e-37,5.655713950963559e-07,1.058744503635006e-33,9.776389913675555e-06,3.3354693091439e-06,2.4488620041314783e-06,2.6758061055714396e-06,2.2170782205837655e-06,1.0661682125922261e-06,1.1169001451322026e-06,9.764787702248364e-07,1.3889827324617204e-05,2.0173873437062774e-09,4.4833780107303623e-07,6.745183557619031e-12,8.523202165905891e-09,9.488789786136202e-09,2.7969545062241223e-18,7.620728085422408e-07,6.703412851598634e-11,1.5094237004467535e-09,1.7691196405526946e-09,2.4481096403129645e-12,4.3040452974470793e-07,8.580275951193823e-14,4.320401283546749e-20,8.128163569609382e-17,1.4959956322107432e-16,2.5390554535185684e-11,9.19640339516409e-17,1.3765540862366614e-05,2.9123118931117423e-16,2.782124513537717e-22
3.927882264381199e-14,0.1547348997255798,0.0,38.420650030033414,0.031074426275935627,0.3193905731568756,0.35046715116809735,0.20700889525930605,0.09200829874499822,0.0,7.189639221376781e-23,5.720732360373117e-07,7.175059045196433e-19,0.0,4.551493093820887e-31,2.0181621398802285e-13,8.281988534589424e-24,1.4427710980261228e-20,2.1325961021681663e-29,1.900000357893941e-12,2.2198029442687368e-11,5.8736666463668286e-46,1.2570939836631368e-07,2.931548001073892e-29,6.811635011227512e-19,9.046866849464896e-37,5.721857470915242e-07,1.109122063564926e-33,9.889187268221697e-06,3.3738806137896095e-06,2.478310240217036e-06,2.7069284828551493e-06,2.2428737898203856e-06,1.0785963173679535e-06,1.1303499349233109e-06,9.87859998992471e-07,1.4052245927741686e-05,2.0652963934927144e-09,4.5345894635833663e-07,6.985164704476165e-12,8.723484910265543e-09,9.7124424196635e-09,2.897170335406758e-18,7.709839076339098e-07,6.782354868643797e-11,1.5342949247136338e-09,1.8220010781451496e-09,2.5833997124608704e-12,4.354375431584022e-07,8.990225587633395e-14,4.7425712542249234e-20,8.442381943155541e-17,1.5780114081551105e-16,2.5987762959182508e-11,9.690844698428827e-17,1.392650610233278e-05,3.072386737347686e-16,2.964760712787271e-22
