Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),CH3OX(210),H2NOX(204),HOX(29),H2NO(88),HNOX(526),H3NX(202)
4.093276211577882e-12,0.07659248437779444,0.0,19.016581073586373,0.03104196328063781,0.31907948951837617,0.3502866075914692,0.20678084684428694,0.09164011568298355,0.0,2.06020790380554e-28,3.0112265030474846e-09,4.084706968891096e-26,0.0,5.1123947373746186e-39,6.473133915344018e-11,1.3745474250049879e-28,1.5291228038941072e-28,5.192819599166703e-41,1.743754334114929e-14,4.846711908365899e-19,4.773171913115067e-66,7.434327469913626e-15,3.5096817108740634e-44,8.280987983711132e-27,8.388690163462596e-49,2.997200994081403e-09,2.3402865868880077e-43,0.00037807074138814016,0.00024826279081030907,0.00016182333504203238,0.0001981815368439826,0.00015209169016115417,7.92816457495424e-05,8.132643189358241e-05,9.130359861348451e-09,5.0685609061781685e-14,6.031352245537707e-07,3.314698254660073e-05
4.133073751861154e-12,0.07659248437779444,0.0,19.016570373200288,0.03104164952605033,0.31907629233451884,0.3502846939699347,0.20677872006743775,0.09163856058290597,0.0,2.120877423450776e-28,3.04049529902008e-09,4.2113359668080755e-26,0.0,5.417768085373361e-39,6.665028557882931e-11,1.4287289531001543e-28,1.5589773113042019e-28,5.345717693652714e-41,1.777819802011384e-14,4.893808746201024e-19,5.009711086176607e-66,7.52106301481501e-15,3.613021260999716e-44,8.607408657920957e-27,8.889743009714905e-49,3.026196198340259e-09,2.432619312674625e-43,0.0003796257530891911,0.0002506482634756499,0.00016341731321912046,0.00020009512910958968,0.00015344811588420193,8.005199687532507e-05,8.21263117645176e-05,9.219009997476348e-09,5.161574815801802e-14,6.149665446507365e-07,3.346073713408063e-05
4.172871292144426e-12,0.07659248437779444,0.0,19.01655969809255,0.031041335932633043,0.319073095402147,0.35028278060244583,0.20677659552212363,0.09163702825886115,0.0,2.1827263053762036e-28,3.069763935106935e-09,4.3406728079009974e-26,0.0,5.7381887422450745e-39,6.860703004556826e-11,1.484495520881494e-28,1.5891201148667956e-28,5.501587186116256e-41,1.8122146695400264e-14,4.94090509988843e-19,5.255535116319147e-66,7.608076004243651e-15,3.718369095964075e-44,8.943378598911109e-27,9.415483937850345e-49,3.0551886089934307e-09,2.527657248754589e-43,0.0003811579887623744,0.00025303319567315265,0.0001650116873152285,0.00020200846732986198,0.00015480231885738182,8.082233921592458e-05,8.292636481529456e-05,9.307657855321305e-09,5.255427533826512e-14,6.269136671751004e-07,3.377433055136541e-05
4.2126688324276976e-12,0.07659248437779444,0.0,19.01654904792583,0.031041022500302818,0.3190698987212055,0.3502808674889663,0.20677447320470088,0.09163551837730076,0.0,2.245765895939665e-28,3.0990324113292767e-09,4.4727506429008504e-26,0.0,6.074243835398628e-39,7.060195054218534e-11,1.5418776872786823e-28,1.6195512076144889e-28,5.660456641459901e-41,1.8469389329465348e-14,4.988000969935961e-19,5.510914640369245e-66,7.695366412128027e-15,3.8257445219853844e-44,9.28908191368341e-27,9.966876168719299e-49,3.084178226318674e-09,2.625452708371798e-43,0.0003826677819560448,0.0002554175875316872,0.00016660645729147107,0.00020392155154095307,0.0001561543027140099,8.159267278169819e-05,8.372659094753814e-05,9.396303424138394e-09,5.350118962595229e-14,6.389766170762626e-07,3.408776288158999e-05
4.252466372710969e-12,0.07659248437779444,0.0,19.016538422367695,0.031040709228976567,0.3190667022916386,0.3502789546294599,0.20677235311153186,0.0916340306095612,0.0,2.31000754131382e-28,3.128300727708327e-09,4.6076027568780473e-26,0.0,6.426537492621062e-39,7.263542532586285e-11,1.6009063008569987e-28,1.6502705826344576e-28,5.822354623737581e-41,1.8819925884810082e-14,5.035096356850633e-19,5.776125500878251e-66,7.782934212398837e-15,3.935166844708303e-44,9.644704454184436e-27,1.0544910809779138e-48,3.1131650505937076e-09,2.726058505136752e-43,0.0003841554613338485,0.00025780143918005576,0.00016820162310889026,0.00020583438177897774,0.00015750407108143855,8.236299758296239e-05,8.452699006287074e-05,9.484946692850097e-09,5.4456490044633236e-14,6.511554192895844e-07,3.440103420784078e-05
4.292263912994241e-12,0.07659248437779444,0.0,19.016527821090524,0.03104039611857125,0.31906350611339124,0.3502770420238907,0.2067702352389848,0.09163256463179195,0.0,2.3754625874861845e-28,3.1575688842653062e-09,4.745262569224115e-26,0.0,6.795691166349187e-39,7.470783292246366e-11,1.6616124997571065e-28,1.6812782330671852e-28,5.987309696155789e-41,1.917375632397947e-14,5.082191261138639e-19,6.051448795604914e-66,7.870779378988976e-15,4.046655369204708e-44,1.0010433816942161e-26,1.115060738688221e-48,3.1421490820962188e-09,2.829527953009633e-43,0.0003856213507462581,0.0002601847507469937,0.0001697971847284574,0.00020774695808001213,0.0001588516275810662,8.313331362999325e-05,8.532756206291289e-05,9.57358765005107e-09,5.5420175617986065e-14,6.634500987363819e-07,3.471414461315581e-05
4.332061453277513e-12,0.07659248437779444,0.0,19.01651724377145,0.031040083169003883,0.319060310186408,0.35027512967222263,0.20676811958343416,0.09163112012488525,0.0,2.4421423802591627e-28,3.186836881021431e-09,4.8857636336333804e-26,0.0,7.182343960975603e-39,7.681955212655777e-11,1.7240277116348458e-28,1.712574152105227e-28,6.155350421074762e-41,1.9530880609562397e-14,5.129285683305339e-19,6.337170926995025e-66,7.958901885833512e-15,4.1602293999744977e-44,1.0386459342702679e-26,1.1785014381036773e-48,3.171130321103861e-09,2.9359148662834195e-43,0.00038706576930105994,0.0002625675223611699,0.00017139314211107285,0.0002096592804800946,0.00016019697582834804,8.390362093302697e-05,8.612830684928357e-05,9.662226284012773e-09,5.639224536981335e-14,6.758606803239218e-07,3.5027094180524845e-05
4.371858993560785e-12,0.07659248437779444,0.0,19.016506690092278,0.031039770380191522,0.3190571145106341,0.3502732175744197,0.20676600614126014,0.09162969677440662,0.0,2.510058265250084e-28,3.216104717997915e-09,5.029139638084668e-26,0.0,7.587152963188456e-39,7.897096200144882e-11,1.788183653601042e-28,1.7441583329919962e-28,6.326505360009658e-41,1.9891298704191402e-14,5.176379623855275e-19,6.633583651658179e-66,8.04730170686969e-15,4.275908240946389e-44,1.0772972116067068e-26,1.2449209770139539e-48,3.2001087678942522e-09,3.0452735595670254e-43,0.0003884890314328093,0.0002649497541511879,0.00017298949521756768,0.00021157134901522584,0.00016154011943280547,8.467391950226012e-05,8.692922432360064e-05,9.750862582688084e-09,5.737269832404197e-14,6.883871889454162e-07,3.53398829928895e-05
4.411656533844057e-12,0.07659248437779444,0.0,19.016496159739436,0.031039457752051264,0.31905391908601427,0.3502713057304458,0.20676389490884894,0.09162829427052621,0.0,2.5792215878912315e-28,3.2453723952159685e-09,5.175424404822989e-26,0.0,8.010793575343996e-39,8.116244187920046e-11,1.8541123321613335e-28,1.7760307690205758e-28,6.50080307363174e-41,2.0255010570542557e-14,5.223473083292156e-19,6.940984129841615e-66,8.135978816036921e-15,4.393711195478711e-44,1.1170164965128309e-26,1.3144301575678382e-48,3.2290844227449766e-09,3.157658847768464e-43,0.00038989144697126817,0.0002673314462455859,0.00017458624400870374,0.00021348316372136973,0.00016288106199803686,8.544420934785018e-05,8.773031438748096e-05,9.839496533715843e-09,5.836153350472316e-14,7.010296494800176e-07,3.5652511133143294e-05
4.451454074127328e-12,0.07659248437779444,0.0,19.016485652403897,0.031039145284500278,0.31905072391249373,0.35026939414026526,0.20676178588259286,0.0916269123079517,0.0,2.6496436934298803e-28,3.274639912696799e-09,5.32465189034124e-26,0.0,8.453959851871215e-39,8.339437136066275e-11,1.9218460431560106e-28,1.8081914535325557e-28,6.678272121769557e-41,2.0622016171335292e-14,5.2705660621188785e-19,7.259674974901133e-66,8.22493318727674e-15,4.513657566360212e-44,1.157823246110832e-26,1.387142841440392e-48,3.258057285933587e-09,3.2731260460780444e-43,0.00039127332120884146,0.00026971259877283803,0.00017618338844517485,0.00021539472463445348,0.000164219807121727,8.621449047991574e-05,8.853157694254117e-05,9.928128124425288e-09,5.935874993603253e-14,7.137880867928157e-07,3.596497868413182e-05
4.4912516144106e-12,0.07659248437779444,0.0,19.01647516778108,0.03103883297745575,0.3190475289900174,0.350267482803842,0.20675967905888987,0.09162555058586158,0.0,2.721335926928328e-28,3.3039072704616123e-09,5.4768561853619e-26,0.0,8.917364838707713e-39,8.566713031549815e-11,1.9914173716998747e-28,1.8406403799168926e-28,6.858941063410107e-41,2.099231546933221e-14,5.317658560837511e-19,7.589964302769153e-66,8.314164794532829e-15,4.635766655810837e-44,1.1997370917995092e-26,1.4631760054968505e-48,3.2870273577376013e-09,3.3917309699515835e-43,0.00039263495496702456,0.00027209321186135425,0.0001777809284876073,0.00021730603179036828,0.0001655563583956576,8.698476290853717e-05,8.933301189039768e-05,1.0016757341840476e-08,6.036434664226996e-14,7.266625257348321e-07,3.6277285728652786e-05
4.531049154693872e-12,0.07659248437779444,0.0,19.016464705570865,0.031038520830834953,0.3190443343185306,0.35026557172114015,0.20675757443414425,0.09162420880783982,0.0,2.7943096332639307e-28,3.3331744685316095e-09,5.632071514818727e-26,0.0,9.401740915766024e-39,8.798109888220791e-11,2.0628591921221156e-28,1.8733775416087938e-28,7.042838456700024e-41,2.1365908427338927e-14,5.364750579949302e-19,7.932165781419828e-66,8.403673611750975e-15,4.760057765482542e-44,1.242777839217991e-26,1.5426497979531317e-48,3.315994638434504e-09,3.5135299350936616e-43,0.0003939766446618789,0.0002744732856394818,0.00017937886409656077,0.0002192170852249697,0.00016689071940571707,8.775502664375678e-05,9.013461913266723e-05,1.0105384172684617e-08,6.137832264785963e-14,7.396529911430152e-07,3.658943234945619e-05
4.570846694977144e-12,0.07659248437779444,0.0,19.016454265477446,0.03103820884455516,0.3190411398979786,0.350263660892124,0.20675547200476588,0.09162288668181125,0.0,2.868576157129138e-28,3.3624415069279886e-09,5.790332237838469e-26,0.0,9.907840142429548e-39,9.033665746815801e-11,2.136204667906197e-28,1.9064029320886256e-28,7.229992858946741e-41,2.1742795008203944e-14,5.41184211995469e-19,8.286598680331308e-66,8.493459612879067e-15,4.886550196460066e-44,1.2869654682094694e-26,1.6256875950328184e-48,3.344959128301744e-09,3.638579757440883e-43,0.0003952986823685477,0.00027685282023550485,0.00018097719523252895,0.00022112788497407818,0.00016822289373191057,8.852528169557927e-05,9.093639857096711e-05,1.0194008603384338e-08,6.240067697734995e-14,7.527595078402384e-07,3.690141862924437e-05
4.610644235260416e-12,0.07659248437779444,0.0,19.016443847209295,0.031037897018533732,0.3190379457283067,0.35026175031675777,0.2067533717671706,0.09162158391997814,0.0,2.944146843031523e-28,3.3917083856719463e-09,5.951672847722555e-26,0.0,1.0436434606077319e-38,9.273418674960505e-11,2.211487251629768e-28,1.9397165448808432e-28,7.42043282661966e-41,2.2122975174818448e-14,5.458933181353287e-19,8.653587919945094e-66,8.583522771867095e-15,5.015263249261726e-44,1.33232013278494e-26,1.7124160581204693e-48,3.373920827616743e-09,3.76693775314518e-43,0.00039660135588482764,0.0002792318157776458,0.00018257592185594014,0.00022303843107347946,0.0001695528849483699,8.929552807397214e-05,9.173835010691561e-05,1.0282630620073898e-08,6.343140865541361e-14,7.659821006352939e-07,3.72132446506721e-05
4.6504417755436874e-12,0.07659248437779444,0.0,19.01643345047913,0.03103758535268806,0.31903475180946034,0.35025983999500554,0.20675127371778038,0.09162030023875736,0.0,3.0210330352938177e-28,3.420975104784675e-09,6.116127971928818e-26,0.0,1.0988316773636789e-38,9.517406767172243e-11,2.28874068490458e-28,1.9733183735529418e-28,7.614186915351312e-41,2.2506448890116156e-14,5.506023764643894e-19,9.033464121122528e-66,8.673863062667115e-15,5.146216223840207e-44,1.3788621610869572e-26,1.8029651914111267e-48,3.4028797366568828e-09,3.89866173855714e-43,0.00039788494879380913,0.0002816102723940654,0.00018417504392715807,0.0002249487235589249,0.00017088069662336377,9.006576578886593e-05,9.254047364213223e-05,1.0371250208599334e-08,6.447051670684745e-14,7.793207943228905e-07,3.7524910496346695e-05
4.690239315826959e-12,0.07659248437779444,0.0,19.01642307500381,0.03103727384693558,0.319031558141385,0.3502579299268318,0.20674917785302274,0.09161903535871888,0.0,3.0992460780539477e-28,3.450241664287364e-09,6.28373237205318e-26,0.0,1.156429984616384e-38,9.765668144862577e-11,2.367998998316431e-28,2.0072084117144308e-28,7.811283679938526e-41,2.289321611707321e-14,5.553113870324496e-19,9.426563654598411e-66,8.764480459233259e-15,5.279428419583352e-44,1.426612055353391e-26,1.89746840005589e-48,3.431835855699517e-09,4.033810030209347e-43,0.000399149740525599,0.00028398819021286374,0.00018577456140648273,0.00022685876246613228,0.00017220633231930735,9.083599485015479e-05,9.33427690782382e-05,1.0459867354522558e-08,6.551800015657262e-14,7.927756136836481e-07,3.783641624882813e-05
4.730036856110231e-12,0.07659248437779444,0.0,19.0164127205043,0.03103696250119378,0.3190283647240263,0.3502560201122007,0.20674708416933135,0.0916177890045247,0.0,3.178797315265066e-28,3.4795080642012013e-09,6.454520943811391e-26,0.0,1.2165218116449162e-38,1.0018240956339902e-10,2.449296511365119e-28,2.0413866530158304e-28,8.011751674343593e-41,2.3283276818707928e-14,5.600203498892266e-19,9.833228690431723e-66,8.855374935521702e-15,5.414919135314937e-44,1.475590491881204e-26,1.9960625488034025e-48,3.4607891850219645e-09,4.172441444799767e-43,0.00040039600641814045,0.0002863655693620803,0.00018737447425415076,0.00022876854783078563,0.00017352979559277234,9.160621526769663e-05,9.414523631685661e-05,1.0548482043125383e-08,6.657385802963436e-14,8.063465834840969e-07,3.8147761990629156e-05
4.769834396393503e-12,0.07659248437779444,0.0,19.016402386705604,0.03103665131538019,0.3190251715573298,0.3502541105510767,0.20674499266314564,0.09161656090486921,0.0,3.2596980906955842e-28,3.5087743045473685e-09,6.628528717020712e-26,0.0,1.2791927329650278e-38,1.027516337681199e-10,2.532667832404408e-28,2.075853091147688e-28,8.21561945169541e-41,2.3676630958080752e-14,5.647292650843567e-19,1.0253807247453536e-65,8.946546465490665e-15,5.552707669295462e-44,1.5258183209902285e-26,2.0988880211371265e-48,3.489739724901511e-09,4.314615299175145e-43,0.00040162401777714044,0.000288742409969695,0.00018897478243033632,0.00023067807968853618,0.00017485108999449708,9.237642705131363e-05,9.494787525961284e-05,1.0637094259413488e-08,6.763808935120202e-14,8.200337284766707e-07,3.84589478042153e-05
4.809631936676775e-12,0.07659248437779444,0.0,19.016392073336696,0.031036340289412403,0.3190219786412414,0.35025220124342415,0.20674290333091083,0.09161535079241984,0.0,3.3419597479292117e-28,3.538040385347048e-09,6.805790855581651e-26,0.0,1.3445305046948347e-38,1.0536473608388554e-10,2.6181478585820224e-28,2.1106077198396136e-28,8.422915564290656e-41,2.4073278498293998e-14,5.694381326673947e-19,1.0688653242711993e-65,9.037995023100394e-15,5.69281331922292e-44,1.5773165669869586e-26,2.2060887789082716e-48,3.5186874756154108e-09,4.4603914103144335e-43,0.0004028340419351212,0.0002911187121636284,0.00019057548589515168,0.00023258735807500262,0.0001761702190693958,9.314663021079247e-05,9.575068580813486e-05,1.0725703988120333e-08,6.871069314656918e-14,8.338370733997066e-07,3.876997377200505e-05
4.8494294769600464e-12,0.07659248437779444,0.0,19.01638178013048,0.031036029423208034,0.31901878597570665,0.3502502921892075,0.20674081616907816,0.09161415840375907,0.0,3.4255936303649803e-28,3.567306306621418e-09,6.986342657459668e-26,0.0,1.4126251012228933e-38,1.0802209880083803e-10,2.7057717757796447e-28,2.145650532859341e-28,8.633668563594925e-41,2.4473219402491816e-14,5.74146952687815e-19,1.1138126540914524e-65,9.129720582313154e-15,5.835255382233593e-44,1.6301064281283508e-26,2.3178124224642245e-48,3.5476324374408833e-09,4.609830095312251e-43,0.00040402634230960653,0.00029349447607174235,0.00019217658460864785,0.00023449638302577136,0.00017748718635656924,9.391682475588475e-05,9.655366786405348e-05,1.081431121371103e-08,6.979166844115351e-14,8.477566429774391e-07,3.9080839976369925e-05
4.889227017243318e-12,0.07659248437779444,0.0,19.01637150682372,0.03103571871668477,0.3190155935606716,0.3502483833883911,0.2067387311741046,0.09161298347932709,0.0,3.51061108121729e-28,3.5965720683916524e-09,7.170219554666891e-26,0.0,1.4835687521786014e-38,1.1072410447818967e-10,2.795575058552934e-28,2.1809815240117987e-28,8.847907000243893e-41,2.487645363385992e-14,5.788557251950108e-19,1.160259300386712e-65,9.221723117093205e-15,5.980053154902822e-44,1.6842092765856328e-26,2.434210251272363e-48,3.576574610655118e-09,4.7629921713623585e-43,0.00040520117846045426,0.0002958697018218404,0.0001937780785308154,0.0002364051545763971,0.00017880199538931394,9.468701069630728e-05,9.735682132900282e-05,1.0902915920386119e-08,7.088101426049669e-14,8.617924619199995e-07,3.939154649963454e-05
4.92902455752659e-12,0.07659248437779444,0.0,19.01636125315699,0.031035408169760335,0.31901240139608206,0.35024647484093946,0.20673664834245295,0.09161182576336525,0.0,3.59702344351593e-28,3.6258376706789235e-09,7.357457113243851e-26,0.0,1.5574559797048332e-38,1.1347113594424861e-10,2.887593470071563e-28,2.2166006871382137e-28,9.065659424044455e-41,2.5282981155625546e-14,5.835644502382952e-19,1.208242453991084e-65,9.31400260140681e-15,6.127225933245784e-44,1.7396466584081258e-26,2.5554373250391023e-48,3.6055139955352706e-09,4.91993895574116e-43,0.00040635880614635215,0.0002982443895416686,0.00019537996762158483,0.00023831367276240317,0.00018011464969513232,9.545718804174246e-05,9.816014610462038e-05,1.0991518092085341e-08,7.197872963026453e-14,8.759445549234109e-07,3.970209342407674e-05
4.968822097809862e-12,0.07659248437779444,0.0,19.016351018874616,0.031035097782352476,0.31900920948188405,0.35024456654681707,0.20673456767059184,0.09161068500386034,0.0,3.684842060106124e-28,3.655103113504399e-09,7.548091033241181e-26,0.0,1.6343836360327348e-38,1.1626357629644389e-10,2.981863062059271e-28,2.2525080161152226e-28,9.286954383975884e-41,2.569280193105722e-14,5.882731278669004e-19,1.2577999153355447e-65,9.406559009222206e-15,6.276793012718263e-44,1.7964402934870687e-26,2.6816525253240444e-48,3.6344505923584656e-09,5.080732265791247e-43,0.0004074994773804842,0.0003006185393589154,0.00019698225184082733,0.00024022193761928185,0.0001814251527957422,9.622735680183859e-05,9.896364209254757e-05,1.1080117712491296e-08,7.308481357624685e-14,8.902129466695869e-07,4.001248083192766e-05
5.008619638093134e-12,0.07659248437779444,0.0,19.016340803724614,0.031034787554379027,0.3190060178180236,0.3502426585059886,0.20673248915499573,0.09160956095248989,0.0,3.774078273648554e-28,3.684368396889246e-09,7.742157148701354e-26,0.0,1.7144509413585924e-38,1.191018089013507e-10,3.078420174733921e-28,2.2887035048540063e-28,9.511820428190956e-41,2.6105915923464695e-14,5.929817581299781e-19,1.3089700993910203e-65,9.499392314509597e-15,6.428773688217424e-44,1.8546120755194626e-26,2.813018617649093e-48,3.663384401401792e-09,5.245434418904937e-43,0.00040862344048538205,0.0003029921514012132,0.00019858493114835546,0.0002421299491824949,0.00018273350820708687,9.699751698621013e-05,9.976730919442985e-05,1.1168714765033112e-08,7.41992651243575e-14,9.045976618263277e-07,4.0322708805371816e-05
5.0484171783764054e-12,0.07659248437779444,0.0,19.016330607458652,0.031034477485757852,0.3190028264044469,0.3502407507184185,0.2067304127921448,0.09160845336456792,0.0,3.864743426619402e-28,3.7136335208546282e-09,7.939691427640413e-26,0.0,1.7977595220227058e-38,1.2198621739471564e-10,3.1773014367475887e-28,2.3251871472994457e-28,9.740286104017113e-41,2.6522323096198705e-14,5.976903410766004e-19,1.361792040611186e-65,9.592502491241149e-15,6.583187254082594e-44,1.9141840719719136e-26,2.9497023141023935e-48,3.6923154229423106e-09,5.414108232507875e-43,0.00040973094014697364,0.0003053652257961377,0.00020018800550392364,0.00024403770748747372,0.0001840397194393446,9.776766860443816e-05,0.000100571147311917,1.1257309232890004e-08,7.532208330063436e-14,9.190987250473187e-07,4.06327774265472e-05
5.088214718659677e-12,0.07659248437779444,0.0,19.01632042983197,0.031034167576406854,0.3189996352411,0.35023884318407145,0.20672833857852516,0.0916073619989919,0.0,3.956848861310378e-28,3.7428984854217034e-09,8.140729972029686e-26,0.0,1.8844134489901692e-38,1.2491718568148148e-10,3.278543765126664e-28,2.361958937429288e-28,9.972379957957585e-41,2.6942023412650936e-14,6.023988767557586e-19,1.4163053978749812e-65,9.685889513390964e-15,6.740053004096019e-44,1.9751785240444947e-26,3.091874336436973e-48,3.721243657257048e-09,5.5868170240426246e-43,0.0004108222174678402,0.0003077377626712091,0.00020179147486722873,0.0002459452125696201,0.00018534378999693858,9.853781166607057e-05,0.00010137515634666364,1.1345901098994831e-08,7.645326713123921e-14,9.337161609721264e-07,4.094268677754536e-05
5.128012258942949e-12,0.07659248437779444,0.0,19.01631027060338,0.03103385782624399,0.31899644432792934,0.35023693590291194,0.20672626651062861,0.09160628661819013,0.0,4.050405919828758e-28,3.772163290611631e-09,8.345309017777521e-26,0.0,1.9745192766334976e-38,1.2789509793581243e-10,3.3821843652119546e-28,2.399018869253342e-28,1.0208130535692544e-40,2.7365016836253812e-14,6.071073652163643e-19,1.472550459428845e-65,9.779553354935092e-15,6.899390231483643e-44,2.0376178466346112e-26,3.2397094796639234e-48,3.750169104622999e-09,5.76362461095231e-43,0.0004118975100196933,0.0003101097621538924,0.00020339533919791085,0.00024785246446430617,0.0001866457233785463,9.930794618062238e-05,0.00010217933620032923,1.1434490346037552e-08,7.759281564245787e-14,9.484499942261974e-07,4.125243694041149e-05
5.167809799226221e-12,0.07659248437779444,0.0,19.01630012953514,0.031033548235187256,0.318993253664881,0.3502350288749047,0.20672419658495267,0.09160522698807014,0.0,4.145425944097414e-28,3.801427936445563e-09,8.553464934711019e-26,0.0,2.0681860818170033e-38,1.30920338601119e-10,3.4882607305988254e-28,2.4363669368126766e-28,1.0447566382080221e-40,2.7791303330480364e-14,6.118158065072496e-19,1.5305681478286674e-65,9.873493989851492e-15,7.06121822891587e-44,2.101524628300878e-26,3.3933866761400173e-48,3.779091765317126e-09,5.944595310664274e-43,0.0004129570518950827,0.0003124812243715976,0.0002049995984555537,0.00024975946320687493,0.00018794552307710967,0.00010007807215757619,0.00010298368677457844,1.1523076956468667e-08,7.874072786070001e-14,9.633002494208554e-07,4.156202799714452e-05
5.207607339509493e-12,0.07659248437779444,0.0,19.016290006392957,0.031033238803154707,0.31899006325190143,0.3502331221000144,0.2067221287980007,0.09160418287796755,0.0,4.241920275854845e-28,3.8306924229446535e-09,8.765234226557768e-26,0.0,2.1655255032828501e-38,1.339932923900827e-10,3.596810643077338e-28,2.4740031341788468e-28,1.069071604115804e-40,2.822088285884411e-14,6.165242006771663e-19,1.5904000248814625e-65,9.967711392120044e-15,7.22555628850832e-44,2.1669216312270057e-26,3.553089060149597e-48,3.808011639616362e-09,6.1297939405737506e-43,0.0004140010737583485,0.00031485214945168075,0.00020660425259968516,0.00025166620883264085,0.00018924319257984418,0.00010084818960638224,0.00010378820797108148,1.1611660912502614e-08,7.989700281249927e-14,9.782669511532995e-07,4.187146002969721e-05
5.2474048797927645e-12,0.07659248437779444,0.0,19.01627990094594,0.031032929530064427,0.31898687308893725,0.35023121557820586,0.20672006314628175,0.09160315406059603,0.0,4.339900256655229e-28,3.8599567501300474e-09,8.980653530927565e-26,0.0,2.2666517813387035e-38,1.3711434428468073e-10,3.707872172572414e-28,2.511927455453135e-28,1.0937608056143766e-40,2.86537553848989e-14,6.212325477747869e-19,1.6520882965867592e-65,1.0062205535722519e-14,7.392423701822614e-44,2.2338317911856957e-26,3.719004032980615e-48,3.836928727797603e-09,6.319285818027585e-43,0.00041502980289582516,0.0003172225375214437,0.00020820930158977808,0.00025357270137688954,0.00019053873536824896,0.00010161829853645893,0.00010459289969151444,1.1700242196121064e-08,8.106163952451319e-14,9.933501240066022e-07,4.21807331199762e-05
5.287202420076036e-12,0.07659248437779444,0.0,19.016269812966488,0.031032620415834558,0.3189836831759348,0.3502293093094436,0.20671799962631068,0.0916021403119978,0.0,4.439377227868426e-28,3.889220918022891e-09,9.199759619294178e-26,0.0,2.371681797846897e-38,1.4028387953621107e-10,3.8214836770840093e-28,2.550139894765804e-28,1.118827096943661e-40,2.908992087223881e-14,6.259408478487047e-19,1.7156758180777168e-65,1.015697639464259e-14,7.561839759867115e-44,2.3022782175025484e-26,3.891323328494688e-48,3.865843030137722e-09,6.5131367603079664e-43,0.0004160434632653121,0.00031959238870813534,0.00020981474538525068,0.00025547894087487905,0.0001918321549181163,0.00010238839895719304,0.00010539776183755927,1.1788820789076246e-08,8.22346370235231e-14,1.008549792549705e-06,4.2489847349842106e-05
5.326999960359308e-12,0.07659248437779444,0.0,19.016259742230343,0.031032311460383294,0.31898049351284063,0.3502274032936927,0.20671593823460813,0.09160114141149489,0.0,4.54036253068004e-28,3.9184849266443286e-09,9.422589396977058e-26,0.0,2.4807351165150327e-38,1.435022836653167e-10,3.9376838026273105e-28,2.5886404462753697e-28,1.1442733322618366e-40,2.952937928449798e-14,6.306491009474332e-19,1.7812060985619529e-65,1.0252023942865797e-14,7.733823753097703e-44,2.3722841930199738e-26,4.070243079191022e-48,3.894754546913548e-09,6.711413084616172e-43,0.0004170422755448187,0.00032196170313895125,0.00021142058394546702,0.0002573849273618394,0.0001931234546995411,0.00010315849087793993,0.00010620279431090432,1.187739667289414e-08,8.341599433643425e-14,1.023865981337422e-06,4.2798802801109626e-05
5.36679750064258e-12,0.07659248437779444,0.0,19.01624968851644,0.031032002663628856,0.3189773040996014,0.35022549753091764,0.2067138789677002,0.0916001571416411,0.0,4.642867506091435e-28,3.947748776015496e-09,9.649179903123097e-26,0.0,2.5939340234879383e-38,1.467699424620104e-10,4.056511483172938e-28,2.6274291041678882e-28,1.1701023656454537e-40,2.997213058535045e-14,6.353573071194071e-19,1.8487233062621044e-65,1.0347348154379555e-14,7.908394971418523e-44,2.4438731740611195e-26,4.255963882764072e-48,3.923663278401892e-09,6.91418160805637e-43,0.00041802645718059573,0.00032433048094103467,0.0002130268172297376,0.0002592906608729733,0.00019441263817693055,0.00010392857430802396,0.00010700799701324447,1.1965969828877717e-08,8.460571049027567e-14,1.0392987149104303e-06,4.310759955554759e-05
5.406595040925852e-12,0.07659248437779444,0.0,19.016239651606917,0.031031694025489526,0.3189741149361639,0.3502235920210835,0.20671182182211897,0.09159918728817457,0.0,4.746903494919773e-28,3.977012466157534e-09,9.879568310688363e-26,0.0,2.711403568240898e-38,1.5008724198569905e-10,4.178005940587181e-28,2.6665058626562588e-28,1.1963170510895438e-40,3.041817473851013e-14,6.40065466412982e-19,1.9182722733560984e-65,1.0442949003173138e-14,8.085572704182751e-44,2.5170687903938017e-26,4.4486908691548216e-48,3.952569224879522e-09,7.121509647619407e-43,0.00041899622243446336,0.0003266987222414769,0.0002146334451973201,0.00026119614144345645,0.00019569970880901384,0.00010469864925673868,0.00010781336984628144,1.2054540238110017e-08,8.580378451220025e-14,1.0548480177952768e-06,4.3416237694879044e-05
