Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),CH3OX(210),H2NOX(204),HOX(29),H2NO(88),HNOX(526),H3NX(202),NX(608),OX(27),HNX(525),H2X(216),H2NX(201),CH2X(34),CHX(35),CX(33),SX(667),NO2X(206),SX(613)
1.455120060311672e-15,0.10054149576763871,0.0,24.9644526329824,0.03107508975029339,0.3194095304738574,0.3504846977019311,0.2070121205578775,0.09201789634006141,0.0,6.0643118762699e-33,1.6481953570950014e-10,4.955099943848118e-30,0.0,1.6859578395361526e-52,4.2786466972112304e-20,7.048204495154953e-36,1.2589082890215358e-29,2.248365144995552e-42,1.752954690203466e-18,9.617407078396503e-18,1.9012189229807396e-68,5.559379528569495e-14,3.0221868247083576e-44,1.8050052967542128e-35,3.921632963947353e-60,1.648194884253179e-10,1.3592351212983529e-48,2.9917475112385297e-07,1.022957251633464e-07,7.17393812977995e-08,8.126941622462092e-08,6.73106362020984e-08,3.2311656630248015e-08,3.2737917731631936e-08,2.9389297309445072e-08,5.559480447165902e-14,4.0187658134080276e-13,1.3859284972286697e-08,1.0988332179334263e-17,8.410949916068963e-12,1.0066401864933147e-12,1.655973228902386e-26,2.3020996850820442e-08,4.6347054499923236e-15,3.8627672450953086e-14,1.3791127560392175e-15,8.408132537326427e-21,1.3003372660212294e-08,1.392635982435645e-22
1.600795403135039e-15,0.10054149576763871,0.0,24.964452556296738,0.031075087696777803,0.3194095153167842,0.3504846882477546,0.20701211058505972,0.09201786639939302,0.0,8.074204449733574e-33,1.8131998777856625e-10,6.597249592516488e-30,0.0,2.9637995887441632e-52,5.372759305804926e-20,9.501369872195059e-36,1.5235897299526106e-29,2.9934865800862296e-42,2.1215078529352574e-18,1.0580227082445963e-17,3.0633313488357934e-68,6.11594177729843e-14,4.0237573163673247e-44,2.626598913263774e-35,6.896438947921575e-60,1.8131992948820616e-10,1.9908678807622677e-48,3.2911282728222513e-07,1.1253630959872737e-07,7.892277401154797e-08,8.94052956937962e-08,7.404865782346795e-08,3.554644338485272e-08,3.60155955373651e-08,3.233064828384647e-08,6.116063913044554e-14,4.863714134569089e-13,1.5246632244583635e-08,1.462994605344506e-17,1.0179144113234508e-11,1.2182840727210222e-12,2.2843384197181224e-26,2.5325674389014436e-08,5.1256614101580825e-15,4.70444149944846e-14,1.857142363106679e-15,1.374876390978031e-20,1.4305169314043974e-08,2.0397942581113704e-22
1.746470745958406e-15,0.10054149576763871,0.0,24.964452479613357,0.031075085643276063,0.3194095001597423,0.35048467879361167,0.2070121006123509,0.0920178364610865,0.0,1.0485383221708456e-32,1.9782043940254064e-10,8.567202416224491e-30,0.0,4.962624141002066e-52,6.619961709025917e-20,1.249088785308798e-35,1.8135058165380875e-29,3.887347845378789e-42,2.525198771911036e-18,1.1543047040111529e-17,4.734641470465819e-68,6.672504072968771e-14,5.225259547763782e-44,3.701019513733344e-35,1.1550987001780452e-59,1.9782036896327915e-10,2.820618016999563e-48,3.5904854155379054e-07,1.2277680835954268e-07,8.61064218715382e-08,9.75411415618254e-08,8.078657068686372e-08,3.8781229068880705e-08,3.929331178170054e-08,3.5271839550558186e-08,6.672649448511777e-14,5.789224031435962e-13,1.663395459789743e-08,1.8998498833235728e-17,1.2115865736162912e-11,1.4501063079179843e-12,3.0652862880340195e-26,2.763035078918266e-08,5.6166225480829454e-15,5.625745344782298e-14,2.4337016553922246e-15,2.150717198911487e-20,1.5606965924762743e-08,2.8899418266308953e-22
2.03782143160514e-15,0.10054149576763871,0.0,24.964452326253458,0.031075081536314123,0.319409469845752,0.3504846598854267,0.20701208066726004,0.09201777659155838,0.0,1.665779299195502e-32,2.3082134131522044e-10,1.360984043451218e-29,0.0,1.2409662219785916e-51,9.605233869572965e-20,2.0327166858945806e-35,2.4690418866879952e-29,6.175432216901977e-42,3.4379938320782263e-18,1.3468686816293001e-17,1.0243740729432397e-67,7.785628805267457e-14,8.30083579724056e-44,6.801174830884321e-35,2.8898844228289667e-59,2.3082124314887055e-10,5.2283343079812367e-48,4.189128851821607e-07,1.432575488603455e-07,1.004744830265387e-07,1.1381273249500262e-07,9.426207014675001e-08,4.5250797225216946e-08,4.5848859583578325e-08,4.115374299724029e-08,7.78582672821056e-14,7.881931537223167e-13,1.940852454954745e-08,3.018103922173822e-17,1.6494855007121308e-11,1.974285993279751e-12,5.167749111069672e-26,3.2239700174375655e-08,6.598547443518194e-15,7.703712339864332e-14,3.9177125784634416e-15,4.738674319767911e-20,1.8210559016863002e-08,5.35685610108912e-22
2.329172117251874e-15,0.10054149576763871,0.0,24.964452172902696,0.031075077429407568,0.3194094395318865,0.3504846409773764,0.20701206072260492,0.09201771673147557,0.0,2.487400398104708e-32,2.638222414475523e-10,2.0321659720614613e-29,0.0,2.746403426051031e-51,1.3297667474959321e-19,3.1074636282584325e-35,3.2255164195117967e-29,9.220902942805246e-42,4.49133977767266e-18,1.5394326406944977e-17,1.9985972226384552e-67,8.89875372573311e-14,1.2394468684640639e-43,1.1531543646179953e-34,6.398033857907425e-59,2.6382211097987517e-10,8.922879925707712e-48,4.787677835001378e-07,1.6373794667149344e-07,1.1484356475441279e-07,1.3008418902526695e-07,1.0773713459578932e-07,5.1720361099277544e-08,5.2404561132064124e-08,4.703500772214177e-08,8.899012286259474e-14,1.0296894300430275e-12,2.2182994831180394e-08,4.506519237224305e-17,2.154784522962937e-11,2.5791795786678776e-12,8.139252659162286e-26,3.6849045004267186e-08,7.580454904483367e-15,1.0089707394469065e-13,5.900769114642259e-15,9.363460801609536e-20,2.081415193651595e-08,9.142258248848708e-22
2.911873488545342e-15,0.10054149576763871,0.0,24.96445186622858,0.0310750692157606,0.31940937890453014,0.35048460316167945,0.20701202083460168,0.09201759703964,0.0,4.8608429888399147e-32,3.2982403637122277e-10,3.9707425138571386e-29,0.0,1.0457641147243271e-50,2.305689192345764e-19,6.354331948933235e-35,5.041280553415599e-29,1.801714201078903e-41,7.019683953016016e-18,1.9245605031676627e-17,6.117433749824361e-67,1.112500413223554e-13,2.4218116577218203e-43,2.791045934067246e-34,2.4375410111576892e-58,3.2982382756925745e-10,2.1796587716102307e-47,5.984492501684337e-07,2.0469771424777868e-07,1.4358478988752575e-07,1.6262669888151395e-07,1.346859585174529e-07,6.465947600065487e-08,6.551642544804215e-08,5.8795621297165006e-08,1.1125408237396629e-13,1.6093609476052201e-12,2.7731636400169115e-08,8.805531529700624e-17,3.3675538572529464e-11,4.0311097936328286e-12,1.7474994877562165e-25,4.606772098961699e-08,9.544271907673497e-15,1.5758682771418207e-13,1.163490032644614e-14,2.910052433084195e-19,2.602133725849138e-08,2.2332667088243665e-21
3.416195450396898e-15,0.10054149576763871,0.0,24.964451600834835,0.031075062107113614,0.31940932643258835,0.3504845704330225,0.20701198631335757,0.09201749347809027,0.0,7.850144965308196e-32,3.869478960214619e-10,6.411834184924028e-29,0.0,2.706171736218561e-50,3.438112596961723e-19,1.0655615903009612e-34,6.938747497230827e-29,2.90935268750387e-41,9.661794777919386e-18,2.257884593048788e-17,1.359703577764851e-66,1.305180125922833e-13,3.910666991559261e-43,5.2585682259888435e-34,6.3097177114865845e-58,3.869476046302555e-10,4.1292308939473677e-47,7.020018257554843e-07,2.4014685952218795e-07,1.684633160442649e-07,1.907914678942381e-07,1.5800848009247463e-07,7.585813122214683e-08,7.686510373252293e-08,6.897224790612247e-08,1.3052357453413972e-13,2.215126416432251e-12,3.253360602055172e-08,1.421895527375267e-16,4.63476818915765e-11,5.548378570866143e-12,3.032671847060371e-25,5.404637421517374e-08,1.1243941057296998e-14,2.1597218384621678e-13,1.883464387086003e-14,6.511556847724301e-19,3.052810130987879e-08,4.230818343382528e-21
3.920517412248454e-15,0.10054149576763871,0.0,24.96445133546845,0.031075054998632546,0.31940927396102053,0.3504845377047688,0.20701195179341883,0.09201738994482031,0.0,1.1867082079919415e-31,4.4407175033744403e-10,9.691350308271564e-29,0.0,6.140221934771957e-50,4.872068758660109e-19,1.670251807332745e-34,9.138654094765209e-29,4.3974235187056123e-41,1.2725035329830674e-17,2.5912086273456605e-17,2.705741708178391e-66,1.4978598953816302e-13,5.910888382427345e-43,9.084348407491483e-34,1.4319924184874665e-57,4.4407136261966017e-10,7.162616681660485e-47,8.055261215929451e-07,2.755949780807607e-07,1.933448999516448e-07,2.1895583421281308e-07,1.813296984482525e-07,8.705677361299856e-08,8.821424261240129e-08,7.914696174967633e-08,1.497933147371993e-13,2.917457328382595e-12,3.733527705667553e-08,2.149172388463374e-16,6.103829934971751e-11,7.307494266015312e-12,4.89504982609594e-25,6.202501376150725e-08,1.2943604405958598e-14,2.8266132114020036e-13,2.845499324887681e-14,1.2997706165374321e-18,3.503486484460476e-08,7.338884259806273e-21
4.4248393741000095e-15,0.10054149576763871,0.0,24.964451070129428,0.03107504789031739,0.3194092214898268,0.3504845049769183,0.2070119172747853,0.0920172864398224,0.0,1.7063939000149477e-31,5.011955993192347e-10,1.393306493715942e-28,0.0,1.2614177278132433e-49,6.640380164319338e-19,2.487086520875532e-34,1.1640999931765315e-28,6.322088591156482e-41,1.6209405126250478e-17,2.924532606060384e-17,4.952363056624699e-66,1.690539721738703e-13,8.497967012683232e-43,1.4693787228668963e-33,2.942354189101657e-57,5.01195101525981e-10,1.1622191791695865e-46,9.090221454073681e-07,3.1104206995325697e-07,2.1822954152029197e-07,2.4711979784301797e-07,2.0464961365754937e-07,9.825540317331775e-08,9.956384206060022e-08,8.931976320437958e-08,1.690633029830013e-13,3.716356778556977e-12,4.2136649528991074e-08,3.089834201674668e-16,7.774701518421725e-11,9.308458620646643e-12,7.477767935379175e-25,7.00036396175593e-08,1.464326681751163e-14,3.573390810457383e-13,4.0810945778617564e-14,2.3807019011195043e-18,3.9541627862684026e-08,1.1908292046311896e-20
4.9291613359515654e-15,0.10054149576763871,0.0,24.964450804817748,0.031075040782168138,0.3194091690190071,0.35048447224947105,0.207011882757457,0.09201718296308888,0.0,2.359324052200292e-31,5.583194429668996e-10,1.9260752161971188e-28,0.0,2.3984100951975216e-49,8.775881384770298e-19,3.556697119335786e-34,1.4445784594107458e-28,8.739509772991341e-41,2.0114903684683436e-17,3.2578565291950583e-17,8.4910912553016e-66,1.8832196051328024e-13,1.1747394026566289e-42,2.257032576798004e-33,5.595297187036226e-57,5.583188213377302e-10,1.7897400978585576e-46,1.0124899049231938e-06,3.4648813516943617e-07,2.4311724064896686e-07,2.752833587906317e-07,2.2796822579312427e-07,1.0945401990321207e-07,1.1091390205000336e-07,9.949065264671442e-08,1.8833353927140162e-13,4.611827861751181e-12,4.693772345794792e-08,4.2713318332938486e-16,9.647345370497817e-11,1.1551273375881446e-11,1.0938711476757832e-24,7.798225177227199e-08,1.63429309899753e-14,4.3970225107589346e-13,5.6205514617570394e-14,4.078064538908249e-18,4.4048390364131275e-08,1.8338107537973773e-20
5.433483297803121e-15,0.10054149576763871,0.0,24.964450539533413,0.03107503367418478,0.31940911654856147,0.35048443952242686,0.20701184824143376,0.09201707951461197,0.0,3.1607781241649246e-31,6.154432812805046e-10,2.579818611090392e-28,0.0,4.285267352840452e-49,1.1311419121369168e-18,4.922763698236547e-34,1.7553007667797672e-28,1.1705848904243637e-40,2.444153052263826e-17,3.591180396751786e-17,1.3813496474307433e-65,2.0758995457026742e-13,1.5734660530515427e-42,3.3255445308717034e-33,9.99838700745448e-57,6.154425220434219e-10,2.6424758009608887e-46,1.1159294078627516e-06,3.8193317375905704e-07,2.6800799722500675e-07,3.0344651706143323e-07,2.5128553492773197e-07,1.206526238027892e-07,1.2226442255345105e-07,1.0965963045309235e-07,2.0760402360225648e-13,5.603873672455719e-12,5.1738498863994765e-08,5.72111655050555e-16,1.1721723929452619e-10,1.4035940272395668e-11,1.5450521778849026e-24,8.59608502145875e-08,1.804259126787714e-14,5.294591340171133e-13,7.49301616934491e-14,6.6202835577347896e-18,4.855515234896114e-08,2.707563640194336e-20
5.937805259654677e-15,0.10054149576763871,0.0,24.964450274276413,0.031075026566367306,0.3194090640784897,0.350484406795786,0.20701181372671554,0.09201697609438393,0.0,4.126065677541853e-31,6.725671142601153e-10,3.3669140950188116e-28,0.0,7.275004874851229e-49,1.4279852106310224e-18,6.632015053419633e-34,2.096266873897165e-28,1.527726779686443e-40,2.918928515762769e-17,3.924504208732668e-17,2.1522805161112235e-65,2.2685795435870581e-13,2.0535257593194683e-42,4.734866720905815e-33,1.697575340425019e-56,6.725662036315725e-10,3.768784557559671e-46,1.2193406619462596e-06,4.1737718575187727e-07,2.9290181112475555e-07,3.316092726612015e-07,2.7460154113412324e-07,1.3185121487215683e-07,1.3361540354373607e-07,1.198266969998541e-07,2.2687475597542187e-13,6.6924973048554335e-12,5.653897576757936e-08,7.466640021340558e-16,1.3997799640799732e-10,1.6762461050419535e-11,2.120060171923813e-24,9.393943493344831e-08,1.974224725704544e-14,6.263290900508384e-13,9.726523787640463e-14,1.0284185383329412e-17,5.306191381718817e-08,3.8616425806157255e-20
6.442127221506233e-15,0.10054149576763871,0.0,24.96445000904674,0.031075019458715707,0.3194090116087919,0.3504843740695483,0.20701177921330233,0.09201687270239713,0.0,5.270528947692303e-31,7.296909419057976e-10,4.299739088431631e-28,0.0,1.183010614064688e-48,1.7714051109896047e-18,8.73422867544539e-34,2.467476739389473e-28,1.9509928234759464e-40,3.4358167107168515e-17,4.257827965139806e-17,3.234347011193564e-65,2.4612595989246885e-13,2.622467624554303e-42,6.550755279490171e-33,2.76071425337884e-56,7.296898660907008e-10,5.221731521739716e-46,1.3227236748918249e-06,4.528201711776538e-07,3.1779868221391784e-07,3.59771625595715e-07,2.979162444850448e-07,1.430497931114226e-07,1.449668449936009e-07,1.2999185266326966e-07,2.461457363907537e-13,7.877701852829156e-12,6.133915418914851e-08,9.535354314641887e-16,1.6475534957312618e-10,1.9730837449737202e-11,2.839112027045245e-24,1.0191800591779706e-07,2.1441902918810066e-14,7.300421847357401e-13,1.2348033270951486e-13,1.5398190930922805e-17,5.7568674768826924e-08,5.350426579461436e-20
6.946449183357789e-15,0.10054149576763871,0.0,24.964449743844387,0.03107501235122998,0.31940895913946815,0.35048434134371376,0.20701174470119396,0.09201676933864379,0.0,6.609546838365411e-31,7.868147642176169e-10,5.3906710156244585e-28,0.0,1.8550278940876375e-48,2.1646899005674787e-18,1.1282230740871376e-33,2.8689303218961795e-28,2.44599919737771e-40,3.99481758887816e-17,4.5911516659753005e-17,4.713604235547545e-65,2.6539397118542905e-13,3.287840748075818e-42,8.844770319333714e-33,4.329274386662507e-56,7.868135094093282e-10,7.059088721164171e-46,1.4260784544154463e-06,4.882621300661428e-07,3.4269861034809725e-07,3.8793357587075247e-07,3.212296450532394e-07,1.5424835852069412e-07,1.5631874687573224e-07,1.4015509781953837e-07,2.654169648481079e-13,9.159490409949127e-12,6.613903414914817e-08,1.195471189997792e-15,1.9154892339022926e-10,2.2941071209686173e-11,3.723901956084265e-24,1.0989656315657658e-07,2.314155785156413e-14,8.403386678794915e-13,1.5383479947944367e-13,2.234709158850034e-17,6.207543520389186e-08,7.233119142434246e-20
7.450771145209345e-15,0.10054149576763871,0.0,24.964449478669337,0.03107500524391011,0.31940890667051836,0.3504843086182824,0.20701171019039047,0.09201666600311623,0.0,8.15853749895568e-31,8.439385811956393e-10,6.652087304749448e-28,0.0,2.819268771617685e-48,2.611129076304451e-18,1.4331896106615147e-33,3.3006275800697264e-28,3.0183620741687747e-40,4.5959311019991813e-17,4.924475311241253e-17,6.690677467925579e-65,2.846619882514583e-13,4.0571942254268895e-42,1.1694275922507175e-32,6.5800445575996495e-56,8.43937133575978e-10,9.343335049698842e-46,1.529405008231012e-06,5.237030624470991e-07,3.676015953731215e-07,4.160951234920924e-07,3.445417429114454e-07,1.6544691110007907e-07,1.676711091627588e-07,1.5031643284478898e-07,2.8468844134734025e-13,1.0537866069480561e-11,7.09386156680233e-08,1.4752165647579981e-15,2.203583425321939e-10,2.6393164069156884e-11,4.797601943794471e-24,1.1787510663872997e-07,2.4841208353722426e-14,9.569686464366165e-13,1.8857807836322437e-13,3.1574941659449506e-17,6.65821951223974e-08,9.573748414503078e-20
7.955093107060901e-15,0.10054149576763871,0.0,24.964449213521593,0.031074998136756085,0.3194088542019424,0.3504842758932542,0.20701167568089168,0.09201656269580671,0.0,9.932961651619213e-31,9.010623928399301e-10,8.096365387829921e-28,0.0,4.169946804636148e-48,3.114013337713803e-18,1.7942148302674047e-33,3.762568472575504e-28,3.67369762381638e-40,5.2391572018328095e-17,5.2577989009397644e-17,9.282002443748444e-65,3.039300111044276e-13,4.93807714837081e-42,1.518244012654704e-32,9.733009896086157e-56,9.01060738579176e-10,1.214165625788638e-45,1.6327033440503024e-06,5.591429683502773e-07,3.925076371254371e-07,4.442562684655133e-07,3.678525381323975e-07,1.76645450849685e-07,1.7902393182724733e-07,1.6047585811507925e-07,3.0396016588830667e-13,1.2012831924381133e-11,7.573789876621798e-08,1.795516882826485e-15,2.5118323174446407e-10,3.008711776659219e-11,6.084862336658434e-24,1.258536363532005e-07,2.654085699738441e-14,1.0796916713672467e-12,2.279500964209095e-13,4.358863324378001e-17,7.108895452435793e-08,1.2441167358060165e-19
8.459415068912458e-15,0.10054149576763871,0.0,24.964448948401152,0.031074991029767907,0.3194088017337405,0.3504842431686292,0.20701164117269755,0.0920164594167076,0.0,1.1948325028392514e-30,9.581861991505554e-10,9.73588270077567e-28,0.0,6.022107953470357e-48,3.676634591107294e-18,2.2174959526787274e-33,4.254752958091845e-28,4.4176220134785925e-40,5.924495840132343e-17,5.591122435072935e-17,1.262073503452879e-64,3.2319803975820727e-13,5.938038604892123e-42,1.9398234914256053e-32,1.4056806404321177e-55,9.581843244074502e-10,1.552594494595883e-45,1.735973469582989e-06,5.945818478054309e-07,4.1741673543239343e-07,4.7241701079679357e-07,3.9116203078882603e-07,1.8784397776961964e-07,1.9037721484170023e-07,1.7063337400639655e-07,3.2323213847086285e-13,1.3584391067300494e-11,8.053688346417534e-08,2.1591175113388002e-15,2.8402321584503026e-10,3.4022934039986877e-11,7.611812274839231e-24,1.3383215228893165e-07,2.8240506945465015e-14,1.2082764632511642e-12,2.721815452743435e-13,5.896028635104744e-17,7.559571340978777e-08,1.5909053883544583e-19
8.963737030764015e-15,0.10054149576763871,0.0,24.964448683307996,0.031074983922945554,0.31940874926591245,0.35048421044440736,0.20701160666580806,0.09201635616581112,0.0,1.4220181815752155e-30,1.0153100001275803e-09,1.1583016683404345e-27,0.0,8.514828538907244e-48,4.3022859561166775e-18,2.709535063689438e-33,4.777180995310021e-28,5.2557514075050495e-40,6.651946968651485e-17,5.924445913642867e-17,1.685803658741258e-64,3.4246607422666656e-13,7.064627679197626e-42,2.4436436199293787e-32,1.9876190428823383e-55,1.0153078910493305e-09,1.9572800553964544e-45,1.8392153925366371e-06,6.300197008423127e-07,4.4232889011264814e-07,5.005773504917113e-07,4.144702209534575e-07,1.9904249185999043e-07,2.017309581785526e-07,1.8078898089465748e-07,3.425043590948646e-13,1.525254659057967e-11,8.533556978233766e-08,2.5687638574776954e-15,3.188779197244141e-10,3.820061462688711e-11,9.406060302469694e-24,1.4181065443486713e-07,2.994015317594705e-14,1.342500526608852e-12,3.2149427214651433e-13,7.833066418872902e-17,8.010247177870121e-08,2.0055911034021477e-19
9.468058992615571e-15,0.10054149576763871,0.0,24.96444841824212,0.031074976816289027,0.31940869679845835,0.3504841777205886,0.20701157216022306,0.09201625294310958,0.0,1.676413743725613e-30,1.0724337957710713e-09,1.3650144779459826e-27,0.0,1.181414327250084e-47,4.9942617571016204e-18,3.277139114503318e-33,5.329852542934242e-28,6.19370196743807e-40,7.421510539144346e-17,6.257769336651659e-17,2.216411353242222e-64,3.6173411452367396e-13,8.325393451717878e-42,3.0397623814514935e-32,2.7578877782448282e-55,1.07243143849335e-09,2.4363529353782676e-45,1.9424291206167035e-06,6.654565274906744e-07,4.6724410097645846e-07,5.287372875560448e-07,4.3777710869901414e-07,2.1024099312090507e-07,2.1308516181016876e-07,1.90942679155708e-07,3.6177682776016744e-13,1.70173015862505e-11,9.013395774114615e-08,3.0272013684679723e-15,3.557469683456571e-10,4.2620161264389826e-11,1.1496694862271159e-23,1.497891427799508e-07,3.163979416721542e-14,1.4821498337394035e-12,3.7610158179378097e-13,1.0241171775725038e-16,8.460922963111244e-08,2.4965067134425376e-19
9.972380954467128e-15,0.10054149576763871,0.0,24.964448153203513,0.031074969709798315,0.31940864433137817,0.35048414499717306,0.2070115376559425,0.09201614974859532,0.0,1.9595852024518937e-30,1.1295575860810943e-09,1.5949644436631676e-27,0.0,1.6116636629260113e-47,5.755857519385512e-18,3.9274199209726354e-33,5.912767559681642e-28,7.237089852012464e-40,8.233186503365434e-17,6.591092704101413e-17,2.8729513931277298e-64,3.810021606630969e-13,9.72788499910692e-42,3.73881814974275e-32,3.762393224362323e-55,1.1295549667280436e-09,2.9984144439164805e-45,2.04561466152654e-06,7.008923277802671e-07,4.921623678260478e-07,5.568968219955722e-07,4.6108269409821413e-07,2.2143948155247107e-07,2.2443982570884015e-07,2.010944691653234e-07,3.81049544466627e-13,1.8878659146035007e-11,9.493204736104123e-08,3.5371755315692653e-15,3.946299867443051e-10,4.728157568914212e-11,1.3914284911932233e-23,1.577676173131268e-07,3.3339437048621625e-14,1.6270184477264517e-12,4.362086051861381e-13,1.319897490201203e-16,8.911598696703563e-08,3.072467597769773e-19
1.0476702916318685e-14,0.10054149576763871,0.0,24.964447888192176,0.0310749626034734,0.3194085918646718,0.35048411227416054,0.20701150315296635,0.0920160465822606,0.0,2.273104316967746e-30,1.1866813710577134e-09,1.8493893106570958e-27,0.0,2.1652744667439466e-47,6.590369982108438e-18,4.6677941629930075e-33,6.525926004282281e-28,8.391531217155542e-40,9.08697481306967e-17,6.924416015994228e-17,3.67661572973003e-64,4.0027021265880186e-13,1.1279651394242294e-41,4.5520296878633663e-32,5.0549477878612494e-55,1.1866784757419481e-09,3.652536571782554e-45,2.1487720229673934e-06,7.363271017408403e-07,5.170836904558977e-07,5.85055953816071e-07,4.843869772237718e-07,2.326379571547961e-07,2.357949498467824e-07,2.1124435129920852e-07,4.0032250921409897e-13,2.0836622361344765e-11,9.972983866246244e-08,4.101431874070387e-15,4.355266000283967e-10,5.218485963734064e-11,1.669088041257964e-23,1.6574607802333944e-07,3.503908020775286e-14,1.776908265685136e-12,5.020125714171121e-13,1.6792764684018688e-16,9.362274378648494e-08,3.7427716972568712e-19
1.0981024878170241e-14,0.10054149576763871,0.0,24.964447623208088,0.03107495549731429,0.31940853939833935,0.3504840795515513,0.20701146865129447,0.09201594344409775,0.0,2.6185489219134393e-30,1.2438051507009958e-09,2.1295268244908324e-27,0.0,2.869062376340519e-47,7.50109709663507e-18,5.5059833837794306e-33,7.16932783547914e-28,9.662642215986751e-40,9.982875420012373e-17,7.257739272332204e-17,4.650856662828725e-64,4.1953827052465427e-13,1.2988241706224566e-41,5.491196146800258e-32,6.698173552956743e-55,1.243801965523603e-09,4.4082619901980216e-45,2.2519012126384004e-06,7.717608494021444e-07,5.42008068653069e-07,6.1321468302332e-07,5.076899581483971e-07,2.4383641992798756e-07,2.4715053419613293e-07,2.2139232593299728e-07,4.195957220024387e-13,2.289119432328024e-11,1.0452733166584822e-07,4.722715963282361e-15,4.784364333784492e-10,5.733001484473091e-11,1.9860012914376819e-23,1.737245248995332e-07,3.6738715479395885e-14,1.9316286938866914e-12,5.737031277143112e-13,2.1116756280444887e-16,9.812950008947436e-08,4.51719953203678e-19
1.1485346840021798e-14,0.10054149576763871,0.0,24.96444735825126,0.03107494839132095,0.3194084869323808,0.35048404682934514,0.20701143415092688,0.0920158403340991,0.0,2.9975032028854456e-30,1.3009289250110063e-09,2.4366147311270686e-27,0.0,3.753984473367569e-47,8.491338011187082e-18,6.450013989259381e-33,7.84297301202812e-28,1.1056038998818066e-39,1.092088827594927e-16,7.591062473117443e-17,5.821490070792243e-64,4.388063342745187e-13,1.4861205000377853e-41,6.568697064307562e-32,8.764365157266685e-55,1.3009254360615505e-09,5.275604050041648e-45,2.3550022382366006e-06,8.071935707939268e-07,5.669355021974321e-07,6.413730096230961e-07,5.309916369447961e-07,2.550348698721532e-07,2.5850657872894886e-07,2.3153839344225325e-07,4.3886918283150174e-13,2.5042378122630134e-11,1.0932452639163624e-07,5.40377340653292e-15,5.233591120474471e-10,6.271704304660671e-11,2.3456696048200889e-23,1.817029579306529e-07,3.8438348987766035e-14,2.0909963743642117e-12,6.514625899949958e-13,2.6273290773396204e-16,1.0263625587601798e-07,5.406014216310665e-19
1.1989668801873355e-14,0.10054149576763871,0.0,24.96444709332167,0.031074941285493395,0.31940843446679607,0.3504840141075421,0.2070113996518634,0.09201573725225688,0.0,3.4115580240418535e-30,1.358052693987812e-09,2.7718907769300276e-27,0.0,4.855563177917088e-47,9.56439308058987e-18,7.508217247351594e-33,8.546861492698025e-28,1.257733771315409e-39,1.190101333263649e-16,7.924385618352044e-17,7.216818095125169e-64,4.580744039222582e-13,1.6906090338249929e-41,7.797492363528956e-32,1.1336479923845274e-54,1.358048887344334e-09,6.265046780907203e-45,2.458075107456925e-06,8.426252659459358e-07,5.91865990861981e-07,6.695309336211775e-07,5.542920136856708e-07,2.662333069874002e-07,2.6986308341720467e-07,2.416825542024694e-07,4.581428917011436e-13,2.7290176849870666e-11,1.1412142286026321e-07,6.1473498511597604e-15,5.70294261360827e-10,6.834594597780934e-11,2.751742610798155e-23,1.896813771056434e-07,4.013798795718594e-14,2.2548348984217717e-12,7.35466240125787e-13,3.2373077210497e-16,1.0714301114612976e-07,6.419961475948987e-19
1.2493990763724911e-14,0.10054149576763871,0.0,24.964446828419316,0.03107493417983161,0.3194083820015852,0.3504839813861422,0.207011365154104,0.09201563419856347,0.0,3.862311212082268e-30,1.415176457631477e-09,3.1365927086671843e-27,0.0,6.214299463079668e-47,1.0723563880791754e-17,8.689229287339541e-33,9.28099323627057e-28,1.4232154503692483e-39,1.2923250541830567e-16,8.257708708038107e-17,8.867735655216168e-64,4.77342479481735e-13,1.9130446777612823e-41,9.191122351800637e-32,1.450910305861395e-54,1.4151723193605e-09,7.387544890285421e-45,2.5611198279922e-06,8.780559348879179e-07,6.167995344130958e-07,6.97688455023342e-07,5.775910884437193e-07,2.774317312738365e-07,2.8122004823279005e-07,2.518248085890679e-07,4.774168486112193e-13,2.963459359516491e-11,1.1891802109216489e-07,6.956190984504856e-15,6.192415067164664e-10,7.4216725372727e-11,3.208018255586429e-23,1.9765978241344985e-07,4.183762104250646e-14,2.422974582787651e-12,8.258825675567276e-13,3.9535380841269167e-16,1.1164976589982357e-07,7.570269663766326e-19
