Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),CH3OX(210),H2NOX(204),HOX(29),H2NO(88),HNOX(526),H3NX(202),NX(608),OX(27)
7.823976221234471e-12,0.07540679193649383,0.0,18.721250616866822,0.031013392410577132,0.318785181107075,0.3501106130405744,0.20659120049212656,0.09155328074897001,0.0,5.785808570388705e-28,4.066756329203325e-09,1.2492813441957504e-25,0.0,8.075026112980458e-38,4.1694937057188013e-10,7.663094242280931e-28,2.2770193559429287e-28,8.740143428166561e-41,4.085701724030344e-14,4.430460441241758e-19,1.208086567942953e-65,9.08955059778375e-15,4.96147318729955e-44,4.9855958491264996e-26,9.340260088676079e-48,4.030929535670997e-09,8.36109727018547e-43,0.0004648996162065601,0.0004673233011326543,0.0003094759442841083,0.0003741750322082415,0.00027073736720453355,0.00015028232084290857,0.00015519340525201804,1.431127059303116e-08,1.1988196112906543e-13,1.967212047579217e-06,6.171785260728694e-05,1.685072837473071e-08,1.7750814042040907e-08
7.865187055239499e-12,0.07540679193649383,0.0,18.721240978980326,0.031013081831956325,0.3187819141588778,0.35010866453775186,0.20658918834547657,0.09155284599316472,0.0,5.8780714920150185e-28,4.088165492210548e-09,1.2710812847973464e-25,0.0,8.333283700008684e-38,4.2364240328611973e-10,7.825493443868511e-28,2.3010449301604223e-28,8.87891086661239e-41,4.1288394566150855e-14,4.453773679547413e-19,1.2402261510289196e-65,9.154635371736565e-15,5.040246598899832e-44,5.0912526378627565e-26,9.638962431304659e-48,4.051961495147335e-09,8.538590027385464e-43,0.0004653342925982247,0.0004697376096998152,0.00031114065182822714,0.000376123513621646,0.0002719588099111021,0.00015107302478588753,0.00015602496571081486,1.4440180088873154e-08,1.211128308988678e-13,1.9880233263273752e-06,6.202843122809166e-05,1.711861969843555e-08,1.7969586675843716e-08
7.906397889244527e-12,0.07540679193649383,0.0,18.721231349693234,0.031012771400740546,0.3187786474431014,0.3501067162676767,0.20658717814054894,0.0915524176467034,0.0,5.971317949715096e-28,4.1095745360741705e-09,1.2931519103204782e-25,0.0,8.598384471747937e-38,4.3040741611598336e-10,7.990456758034678e-28,2.325196414766375e-28,9.019138682770068e-41,4.172203559775049e-14,4.477086690896312e-19,1.273046008206721e-65,9.21989891611704e-15,5.119849015724693e-44,5.198577635289936e-26,9.945578915140181e-48,4.072991372857477e-09,8.718893168943207e-43,0.00046576255965434315,0.00047215143038545235,0.00031280572078083474,0.0003780717622876609,0.00027317831940701967,0.00015186372021718168,0.00015685666898640325,1.4569941481911923e-08,1.223499342271144e-13,2.008944422459177e-06,6.233886244387116e-05,1.7389337463734365e-08,1.819032740370329e-08
7.947608723249556e-12,0.07540679193649383,0.0,18.721221728907892,0.03101246111685976,0.31877538095970354,0.3501047682303206,0.20658516987428618,0.09155199561513176,0.0,6.06555342983742e-28,4.130983460808422e-09,1.3154952801276937e-25,0.0,8.870472599714334e-38,4.3724480946395853e-10,8.158010941451407e-28,2.349473807499798e-28,9.160834506614783e-41,4.2157940310745815e-14,4.500399475507401e-19,1.3065568775824048e-65,9.2853412069214e-15,5.200284769043194e-44,5.307588249174591e-26,1.0260276252415987e-47,4.094019169012962e-09,8.90203618905233e-43,0.0004661845118292965,0.0004745647632928837,0.0003144711511204943,0.0003800197782348862,0.0002743958987415544,0.00015265440714495358,0.00015768851499862194,1.4700556588667402e-08,1.235932703684582e-13,2.0299753403356126e-06,6.264914632466152e-05,1.7662896544234796e-08,1.841304920091952e-08
7.988819557254584e-12,0.07540679193649383,0.0,18.72121211652806,0.031012150980243954,0.31877211470864186,0.35010282042565477,0.20658316354363576,0.09155157980538742,0.0,6.160783426973655e-28,4.1523922664275355e-09,1.3381134601827282e-25,0.0,9.149694517559672e-38,4.4415498397695536e-10,8.328182887766192e-28,2.3738771061017096e-28,9.304005967912466e-41,4.259610868080364e-14,4.5237120335992765e-19,1.340769609563159e-65,9.350962220152488e-15,5.281558190005588e-44,5.418301976396684e-26,1.0583223770634049e-47,4.1150448838253006e-09,9.088048735539112e-43,0.00046660024218550257,0.0004769776085253977,0.00031613694282576284,0.00038196756149190834,0.00027561155095915795,0.00015344508557734568,0.00015852050366731878,1.4832027198122952e-08,1.2484283857764748e-13,2.051116084306261e-06,6.295928294046387e-05,1.793931181411395e-08,1.863776507019571e-08
8.030030391259612e-12,0.07540679193649383,0.0,18.721202512458863,0.03101184099082318,0.31876884868987393,0.35010087285365066,0.2065811591455499,0.09155117012577954,0.0,6.257013444087023e-28,4.173800952945738e-09,1.3610085230492505e-25,0.0,9.436198944507676e-38,4.511383405463378e-10,8.500999627572902e-28,2.398406308315063e-28,9.448660696220047e-41,4.303654068361405e-14,4.547024365390202e-19,1.375695167439336e-65,9.416761931819795e-15,5.363673609643494e-44,5.530736402930566e-26,1.0914593439649423e-47,4.13606851750599e-09,9.276960609857773e-43,0.0004670098424139293,0.0004793899661862535,0.00031780309587519143,0.0003839151120873002,0.00027682527909947234,0.0001542357555224808,0.00015935263491235124,1.4964355072140305e-08,1.2609863810952582e-13,2.0723666587092887e-06,6.326927236124436e-05,1.8218598148116896e-08,1.8864488041222585e-08
8.07124122526464e-12,0.07540679193649383,0.0,18.721192916606782,0.031011531148527487,0.31876558290335755,0.3500989255142798,0.2065791566769856,0.09155076648596844,0.0,6.354248992642189e-28,4.195209520377255e-09,1.3841825478896152e-25,0.0,9.730136908908884e-38,4.581952803079543e-10,8.676488328382597e-28,2.42306141188467e-28,9.594806320885731e-41,4.347923629489035e-14,4.5703364710980885e-19,1.4113446279664476e-65,9.482740317939435e-15,5.446635358870038e-44,5.644909203826004e-26,1.1254559898891731e-47,4.157090070266503e-09,9.468801767085721e-43,0.000467413402854305,0.00048180183637868085,0.00031946961024732485,0.00038586243004962097,0.0002780370861973383,0.0001550264169884622,0.0001601849086535865,1.5097541945868328e-08,1.2736066821903207e-13,2.0937270678714508e-06,6.357911465693435e-05,1.8500770421555107e-08,1.9093231170268484e-08
8.112452059269669e-12,0.07540679193649383,0.0,18.721183328879636,0.031011221453286993,0.3187623173490504,0.35009697840751364,0.20657715613490474,0.09155036879694584,0.0,6.4524955927366565e-28,4.216617968736312e-09,1.4076376204636107e-25,0.0,1.003166177191416e-37,4.6532620464216904e-10,8.854676294594404e-28,2.4478424145571343e-28,9.742450471049272e-41,4.3924195490369033e-14,4.593648350940507e-19,1.447729181947128e-65,9.54889735453415e-15,5.530447768480004e-44,5.760838143189161e-26,1.1603300484723545e-47,4.178109542318291e-09,9.663602315918813e-43,0.0004678110125150321,0.0004842132192058803,0.00032113648592070143,0.00038780951540741675,0.0002792469752828025,0.00015581706998337341,0.0001610173248109015,1.523158952814556e-08,1.2862892816120045e-13,2.115197316108097e-06,6.388880989743028e-05,1.8785843510304915e-08,1.9324007539775806e-08
8.153662893274697e-12,0.07540679193649383,0.0,18.721173749186566,0.031010911905031826,0.31875905202691035,0.35009503153332344,0.20657515751627406,0.09154997697101508,0.0,6.551758773233707e-28,4.238026298037133e-09,1.431375833127212e-25,0.0,1.0340929251266748e-37,4.725315151738916e-10,9.035590967466358e-28,2.4727493140807743e-28,9.8916007756422e-41,4.437141824580967e-14,4.616960005134685e-19,1.484860134813066e-65,9.615233017633306e-15,5.615115169149995e-44,5.878541074163635e-26,1.1960995257935673e-47,4.19912693387279e-09,9.861392518666652e-43,0.00046820275909280644,0.00048662411477102396,0.0003228037228738526,0.0003897563681892206,0.0002804549493811258,0.0001566077145152786,0.0001618498833041829,1.5366499501896628e-08,1.2990341719116027e-13,2.1367774077231704e-06,6.419835815259384e-05,1.9073832290805987e-08,1.955683025796347e-08
8.194873727279725e-12,0.07540679193649383,0.0,18.721164177438002,0.03101060250369217,0.318755786936895,0.3500930848916809,0.206573160818065,0.09154959092177196,0.0,6.652044071896892e-28,4.259434508293936e-09,1.4553992848313317e-25,0.0,1.0658097445212938e-37,4.798116137726086e-10,9.21925992508626e-28,2.4977821082055636e-28,1.0042264863388144e-40,4.482090453699495e-14,4.640271433897509e-19,1.5227489072069077e-65,9.681747283272893e-15,5.700641891438561e-44,5.99803593891145e-26,1.2327827031379368e-47,4.22014224514141e-09,1.006220279124785e-42,0.00046858872899194773,0.0004890345231772552,0.00032447132108530326,0.00039170298842355254,0.00028166101151279045,0.00015739835059222276,0.0001626825840533275,1.550227352452276e-08,1.3118413456413635e-13,2.158467347009211e-06,6.450775949225198e-05,1.9364751640059727e-08,1.979171245843539e-08
8.236084561284754e-12,0.07540679193649383,0.0,18.72115461354566,0.031010293249198222,0.3187525220789624,0.3500911384825574,0.20657116603725387,0.0915492105640856,0.0,6.753357035526072e-28,4.280842599520943e-09,1.4797100811205695e-25,0.0,1.0983326856531185e-37,4.871669025524143e-10,9.40571088234256e-28,2.5229407946830616e-28,1.0194450362803053e-40,4.52726543397305e-14,4.663582637445523e-19,1.561407035564129e-65,9.748440127495505e-15,5.787032265786377e-44,6.119340768594099e-26,1.270398139773524e-47,4.2411554763355436e-09,1.0266063703185329e-42,0.00046896900734344537,0.0004914444445276885,0.0003261392805335712,0.00039364937613891937,0.00028286516469350757,0.00015818897822223173,0.00016351542697824197,1.5638913228286302e-08,1.324710795354484e-13,2.1802671382473583e-06,6.48170139861968e-05,1.9658616435627798e-08,2.002866729979489e-08
8.277295395289782e-12,0.07540679193649383,0.0,18.721145057422508,0.031009984141480238,0.31874925745307015,0.35008919230592456,0.2065691731708216,0.09154883581407959,0.0,6.855703220095025e-28,4.302250571732372e-09,1.5043103341319679e-25,0.0,1.1316780416679755e-37,4.945977838720412e-10,9.594971690895233e-28,2.5482253712663496e-28,1.034816490219547e-40,4.572666762984495e-14,4.686893615994933e-19,1.600846172694876e-65,9.815311526350364e-15,5.874290622516373e-44,6.242473683353558e-26,1.3089646757419112e-47,4.262166627666564e-09,1.0473005977601612e-42,0.0004693436780237228,0.0004938538789254104,0.0003278076011971673,0.0003955955313638157,0.0002840674119342253,0.0001589795974133123,0.00016434841199884339,1.5776420220689485e-08,1.3376425136051166e-13,2.2021767857073536e-06,6.512612170418589e-05,1.9955441555630546e-08,2.0267707965264826e-08
8.31850622929481e-12,0.07540679193649383,0.0,18.721135508982744,0.031009675180468484,0.3187459930591764,0.35008724636175387,0.20656718221575407,0.09154846658911373,0.0,6.959088190890648e-28,4.323658424942438e-09,1.5292021625937618e-25,0.0,1.16586235100628e-37,5.021046603348902e-10,9.78707033914665e-28,2.573635835709972e-28,1.0503416109666804e-40,4.6182944383189814e-14,4.710204369761599e-19,1.6410780883657749e-65,9.882361455893296e-15,5.962421291833892e-44,6.36745289229332e-26,1.3485014346624495e-47,4.2831756993458225e-09,1.0683060491214128e-42,0.0004697128236731265,0.0004962628264734794,0.0003294762830545951,0.00039754145412672294,0.00028526775624113614,0.0001597702081734524,0.00016518153903505894,1.5914796084847388e-08,1.3506364929483627e-13,2.224196293647542e-06,6.543508271594213e-05,2.025524187874544e-08,2.0508847662313514e-08
8.359717063299839e-12,0.07540679193649383,0.0,18.721125968141827,0.03100936636609327,0.3187427288972387,0.35008530065001675,0.2065651931690419,0.09154810280776561,0.0,7.063517522653727e-28,4.345066159165354e-09,1.5543876918241318e-25,0.0,1.2009023998414848e-37,5.096879347890612e-10,9.982034952212494e-28,2.599172185769873e-28,1.0660211613111588e-40,4.664148457563942e-14,4.733514898961048e-19,1.6821146698817133e-65,9.949589892186734e-15,6.05142860382683e-44,6.494296693459434e-26,1.389027826550184e-47,4.304182691584648e-09,1.089625827433052e-42,0.00047007652571414153,0.000498671287274926,0.00033114532608435085,0.0003994871444561107,0.00028646620061568474,0.00016056081051062112,0.00016601480800682624,1.605404237985538e-08,1.363692725940279e-13,2.2463256663148753e-06,6.574389709115376e-05,2.0558032284205565e-08,2.0752099622286305e-08
8.400927897304867e-12,0.07540679193649383,0.0,18.72111643481638,0.03100905769828495,0.31873946496721534,0.3500833551706848,0.2065632060276804,0.09154774438981271,0.0,7.1689967997213285e-28,4.366473774415333e-09,1.5798690537299601e-25,0.0,1.2368152245303702e-37,5.173480103273853e-10,1.0179893791892634e-27,2.6248344192033386e-28,1.0818559040217734e-40,4.7102288183090925e-14,4.756825203808461e-19,1.7239679226675884e-65,1.0016996811299717e-14,6.141316888465804e-44,6.623023473821538e-26,1.4305635506474465e-47,4.325187604594351e-09,1.1112630510843954e-42,0.0004704348643693391,0.0005010792614327524,0.0003328147302649232,0.00040143260238043586,0.00028766274805457504,0.00016135140443276913,0.00016684821883409346,1.619416064115087e-08,1.3768112051378718e-13,2.268564907944914e-06,6.605256489947448e-05,2.0863827651798062e-08,2.099747710004262e-08
8.442138731309895e-12,0.07540679193649383,0.0,18.721106908924234,0.031008749176973903,0.31873620126906405,0.35008140992372955,0.2065612207886697,0.09154739125621486,0.0,7.2755316161708e-28,4.387881270706587e-09,1.6056483868055811e-25,0.0,1.2736181140751676e-37,5.250852902874533e-10,1.0380675256642055e-27,2.6506225337689417e-28,1.097846601846681e-40,4.75653551814642e-14,4.780135284518686e-19,1.7666499708500295e-65,1.0084582189307872e-14,6.232090475604278e-44,6.753651709253914e-26,1.4731285982691067e-47,4.346190438586223e-09,1.1332208538228452e-42,0.0004707879186790598,0.0005034867490499339,0.0003344844955747932,0.0004033778279281431,0.0002888574015497784,0.0001621419899478282,0.0001676817714368193,1.633515238086969e-08,1.3899919230990983e-13,2.2909140227618276e-06,6.636108621052353e-05,2.117264286186258e-08,2.1244993373598526e-08
8.483349565314923e-12,0.07540679193649383,0.0,18.721097390384383,0.031008440802090545,0.318732937802743,0.35007946490912273,0.20655923744901455,0.09154704332909658,0.0,7.383127575965379e-28,4.409288648053324e-09,1.6317278361315375e-25,0.0,1.311328612597516e-37,5.32900178251647e-10,1.058440788154175e-27,2.6765365272264835e-28,1.1139940175134288e-40,4.8030685546701775e-14,4.803445141306227e-19,1.810173057839084e-65,1.0152346002293446e-14,6.323753694978731e-44,6.886199964516529e-26,1.516743255661491e-47,4.367191193771531e-09,1.1555023847534207e-42,0.0004711357665188355,0.0005058937502294176,0.0003361546219924342,0.00040532282112766527,0.000290050164088541,0.0001629325670637121,0.00016851546573497304,1.6477019088197043e-08,1.4032348723828692e-13,2.313373014978404e-06,6.666946109388552e-05,2.1484492795289746e-08,2.149466174377467e-08
8.524560399319952e-12,0.07540679193649383,0.0,18.721087879116975,0.031008132573565318,0.31872967456820994,0.35007752012683574,0.20655725600572464,0.09154670053173004,0.0,7.491790293101468e-28,4.43069590646975e-09,1.6581095533733344e-25,0.0,1.3499645218242452e-37,5.407930780471699e-10,1.0791120338269666e-27,2.7025763973369434e-28,1.1302989137289813e-40,4.849827925476886e-14,4.826754774385255e-19,1.854549546909879e-65,1.0220288226345258e-14,6.416310876208783e-44,7.02068689323609e-26,1.561428106874947e-47,4.388189870361525e-09,1.1781108083382928e-42,0.0004714784846165552,0.0005083002650741243,0.0003378251094963115,0.00040726758200742294,0.0002912410386533913,0.00016372313578831606,0.00016934930164853493,1.661976222971313e-08,1.416540045549046e-13,2.3359418887960444e-06,6.697768961911079e-05,2.179939233351962e-08,2.1746495533849517e-08
8.56577123332498e-12,0.07540679193649383,0.0,18.7210783750433,0.031007824491328717,0.31872641156542314,0.3500755755768402,0.20655527645581426,0.09154636278851817,0.0,7.601525391757522e-28,4.4521030459700725e-09,1.6847956967801947e-25,0.0,1.3895439035849895e-37,5.487643937460779e-10,1.1000841435071602e-27,2.728742141862424e-28,1.1467620531797457e-40,4.8968136281653193e-14,4.850064183969601e-19,1.8997919217842497e-65,1.0288408837558725e-14,6.50976634879737e-44,7.157131237887115e-26,1.6072040366500717e-47,4.409186468567431e-09,1.2010493043963171e-42,0.00047181614856937795,0.0005107062936869465,0.00033949595806488246,0.0004092121105958251,0.0002924300282221471,0.00016451369612951718,0.0001701832790974958,1.6763383249733595e-08,1.4299074351584392e-13,2.3586206484047684e-06,6.728577185571512e-05,2.2117356358540156e-08,2.20005080892178e-08
8.606982067330008e-12,0.07540679193649383,0.0,18.721068878085763,0.031007516555311247,0.31872314879434066,0.35007363125910773,0.20655329879630227,0.09154603002497808,0.0,7.7123385064446255e-28,4.473510066568494e-09,1.7117884311838153e-25,0.0,1.4300850823216203e-37,5.56814529665309e-10,1.121360011673218e-27,2.7550337585661054e-28,1.1633841985315979e-40,4.9440256603365085e-14,4.87337337027276e-19,1.9459127872123356e-65,1.0356707812035852e-14,6.604124442130865e-44,7.295551829772984e-26,1.6540922333175793e-47,4.430180988600459e-09,1.2243210681025694e-42,0.0004721488328603961,0.0005131118361707507,0.0003411671676765962,0.0004111564069212689,0.00029361713576792455,0.00016530424809517452,0.0001710173980018578,1.690788357064479e-08,1.443337033772814e-13,2.3814092979832193e-06,6.759370787317997e-05,2.243839975288564e-08,2.2256712777054142e-08
8.648192901335037e-12,0.07540679193649383,0.0,18.721059388167856,0.031007208765443474,0.3187198862549206,0.3500716871736099,0.20655132302421267,0.0915457021677243,0.0,7.82423528215871e-28,4.4949169682792166e-09,1.7390899279971212e-25,0.0,1.4716066476094964e-37,5.64943890366714e-10,1.1429425464545749e-27,2.781451245212189e-28,1.1801661124299088e-40,4.991464019593727e-14,4.896682333507893e-19,1.992924869554151e-65,1.0425185125885224e-14,6.699389485479248e-44,7.435967589007008e-26,1.702114191711813e-47,4.4511734306717946e-09,1.247929309987881e-42,0.0004724766108750528,0.0005155168926283761,0.00034283873830989346,0.00041310047101214,0.0002948023642591439,0.0001660947916931292,0.00017185165828163387,1.7053264593233953e-08,1.456828833954883e-13,2.4043078416986607e-06,6.790149774095247e-05,2.2762537399635198e-08,2.2515122985981684e-08
8.689403735340065e-12,0.07540679193649383,0.0,18.721049905214176,0.03100690112165598,0.3187166239471209,0.35006974332031854,0.2065493491365737,0.09154537914445299,0.0,7.937221374534482e-28,4.516323751116443e-09,1.766702365213023e-25,0.0,1.5141274566905366e-37,5.731528806570878e-10,1.1648346696287375e-27,2.8079945995658554e-28,1.1971085574995714e-40,5.039128703542496e-14,4.919991073887823e-19,2.0408410173611295e-65,1.0493840755222003e-14,6.795565807996233e-44,7.578397524493509e-26,1.7512917160979074e-47,4.472163794992604e-09,1.2718772559383735e-42,0.0004727995549173186,0.000517921463162635,0.0003445106699432067,0.00041504430289681266,0.00029598571665953794,0.0001668853269312045,0.00017268605985684826,1.719952769701445e-08,1.4703828282683113e-13,2.4273162837069866e-06,6.820914152844544e-05,2.308978418241121e-08,2.277575212574577e-08
8.730614569345093e-12,0.07540679193649383,0.0,18.721040429150392,0.031006593623879388,0.3187133618709,0.35006779969920504,0.2065473771304186,0.0915450608839258,0.0,8.051302450001015e-28,4.5377304150943686e-09,1.7946279274031756e-25,0.0,1.5576666370180985e-37,5.814419055881983e-10,1.1870393166183763e-27,2.8346638193932156e-28,1.2142122963450233e-40,5.0870197097905695e-14,4.943299591625039e-19,2.089674201957619e-65,1.0562674676167932e-14,6.892657738719427e-44,7.722860733908905e-26,1.8016469231125748e-47,4.493152081774034e-09,1.2961681471949971e-42,0.0004731177362256286,0.0005203255478763137,0.00034618296255495995,0.0004169879026036497,0.0002971671959281595,0.000167675853817206,0.00017352060264753616,1.7346674240546043e-08,1.4839990092777143e-13,2.4504346281527193e-06,6.851663930503744e-05,2.342015498537777e-08,2.303861362689248e-08
8.771825403350121e-12,0.07540679193649383,0.0,18.72103095990322,0.031006286272044353,0.3187101000262158,0.3500658563102411,0.2065454070027852,0.09154474731595429,0.0,8.166484185939062e-28,4.55913696022719e-09,1.8228688057167314e-25,0.0,1.60224358881367e-37,5.898113704568175e-10,1.2095594364884249e-27,2.8614589024612676e-28,1.231478091550275e-40,5.135137035947935e-14,4.966607886931692e-19,2.139437518022375e-65,1.0631686864851325e-14,6.990669606570473e-44,7.869376403682766e-26,1.8532022447185346e-47,4.514138291227209e-09,1.320805240353066e-42,0.00047343122498858485,0.0005227291468721717,0.0003478556161235683,0.0004189312701610025,0.0002983468050193889,0.0001684663723589216,0.00017435528657374437,1.749470556175034e-08,1.4976773695486585e-13,2.473662879169011e-06,6.88239911400727e-05,2.37536646932392e-08,2.3303720940452087e-08
8.81303623735515e-12,0.07540679193649383,0.0,18.721021497400404,0.031005979066081567,0.31870683841302677,0.3500639131533984,0.20654343875071596,0.0915444383713842,0.0,8.282772270840072e-28,4.580543386529103e-09,1.8514271978791026e-25,0.0,1.6478779876353686e-37,5.982616808047519e-10,1.232397991943175e-27,2.8883798465378533e-28,1.2489067056789352e-40,5.1834806796268086e-14,4.989915960019607e-19,2.1901441841699987e-65,1.0700877297407062e-14,7.089605740355197e-44,8.017963808978927e-26,1.9059804311725654e-47,4.5351224235632314e-09,1.3457918073617979e-42,0.0004737400903604282,0.0005251322602529429,0.0003495286306274382,0.00042087440559721153,0.0002995245468829408,0.0001692568825641217,0.00017519011155553104,1.764362297822147e-08,1.511417901647659e-13,2.49700104087765e-06,6.913119710286143e-05,2.4090328191238445e-08,2.3571087537627152e-08
8.854247071360178e-12,0.07540679193649383,0.0,18.721012041570724,0.031005672005921744,0.3187035770312908,0.3500619702286487,0.20654147237125808,0.0915441339820806,0.0,8.400172404466946e-28,4.601949694014304e-09,1.8803053081907157e-25,0.0,1.6945897869582395e-37,6.067932424188731e-10,1.2555579593233756e-27,2.915426649391613e-28,1.2664989012742369e-40,5.2320506384416256e-14,5.013223811100266e-19,2.2418075435323643e-65,1.0770245949976588e-14,7.18947046876375e-44,8.168642313676573e-26,1.9600045540071877e-47,4.556104478993188e-09,1.3711311355238516e-42,0.00047404440047628117,0.0005275348881213341,0.00035120200604496716,0.00042281730894060647,0.00030070042446387246,0.00017004738444055935,0.00017602507751296562,1.779342778753205e-08,1.525220598142182e-13,2.5204491173890624e-06,6.943825726267959e-05,2.4430160365155585e-08,2.3840726909485438e-08
8.895457905365206e-12,0.07540679193649383,0.0,18.721002592343986,0.031005365091495655,0.31870031588096637,0.3500600275359637,0.20653950786146347,0.09154383408091252,0.0,8.518690298016526e-28,4.623355882696979e-09,1.9095053475257717e-25,0.0,1.7423992207663593e-37,6.154064613311467e-10,1.279042328603331e-27,2.9425993087919496e-28,1.284255440859062e-40,5.280846910009041e-14,5.036531440384825e-19,2.294441064340002e-65,1.0839792798707913e-14,7.290268120370755e-44,8.32143137035133e-26,2.0152980090259628e-47,4.577084457728139e-09,1.3968265274948654e-42,0.00047434422246716673,0.000529937030580027,0.0003528757423545438,0.00042475998021950564,0.00030187444070259095,0.00017083787799597016,0.00017686018436612936,1.7944121267534536e-08,1.5390854516006445e-13,2.5440071128023122e-06,6.974517168876893e-05,2.477317610130625e-08,2.4112652566657373e-08
8.936668739370235e-12,0.07540679193649383,0.0,18.72099314965096,0.031005058322734085,0.3186970549620118,0.35005808507531483,0.2065375452183886,0.09154353860173835,0.0,8.638331674283805e-28,4.6447619525913226e-09,1.9390295333310052e-25,0.0,1.7913268061567319e-37,6.241017438186646e-10,1.3028541033880007e-27,2.969897822508985e-28,1.302177086935966e-40,5.3298694919479206e-14,5.059838848084104e-19,2.348058340503461e-65,1.0909517819755604e-14,7.392003023635457e-44,8.476350520256378e-26,2.0718845193124152e-47,4.598062359979129e-09,1.4228813012829994e-42,0.00047463962247480543,0.0005323386877316773,0.0003545498395345476,0.00042670241946221685,0.0003030465985348601,0.00017162836323807274,0.00017769543203511505,1.8095704676658024e-08,1.5530124545924115e-13,2.567675031205109e-06,7.005194045033729e-05,2.5119390286540142e-08,2.438687803903808e-08
8.977879573375263e-12,0.07540679193649383,0.0,18.720983713423408,0.03100475169956787,0.31869379427438516,0.3500561428466741,0.20653558443909467,0.0915432474793912,0.0,8.759102267827944e-28,4.6661679037115205e-09,1.9688800896244437e-25,0.0,1.8413933459549793e-37,6.328794964036729e-10,1.3269963009100986e-27,2.9973221883135244e-28,1.320264601987207e-40,5.379118381879339e-14,5.083146034408594e-19,2.4026730921946396e-65,1.0979420989280782e-14,7.494679506901859e-44,8.633419393303535e-26,2.1297881382525652e-47,4.619038185957178e-09,1.4492987902484713e-42,0.00047493066566619456,0.0005347398596789148,0.0003562242975633486,0.0004286446266970372,0.0003042169008918085,0.00017241884017456846,0.00017853082044002715,1.8248179254200533e-08,1.5670015996877997e-13,2.5914528766738052e-06,7.035856361655824e-05,2.5468817808239436e-08,2.4663416875493894e-08
9.019090407380291e-12,0.07540679193649383,0.0,18.720974283594053,0.031004445221927853,0.31869053381804513,0.3500542008500131,0.2065336255206475,0.09154296064966448,0.0,8.881007825140026e-28,4.687573736071759e-09,1.9990592469941665e-25,0.0,1.8926199313428225e-37,6.417401258536042e-10,1.3514719520271944e-27,3.0248724039770154e-28,1.3385187484747672e-40,5.428593577426572e-14,5.106452999568453e-19,2.4582991664280825e-65,1.1049502283451119e-14,7.598301898398873e-44,8.792657708044397e-26,2.1890332525710703e-47,4.6400119358732864e-09,1.4760823431031027e-42,0.00047521741624797283,0.0005371405465243438,0.00035789911641930785,0.0004305866019522532,0.0003053853506999366,0.00017320930881314169,0.000179366349500982,1.8401546220616904e-08,1.5810528794580734e-13,2.615340653273404e-06,7.066504125657153e-05,2.5821473554317295e-08,2.4942282643573317e-08
9.06030124138532e-12,0.07540679193649383,0.0,18.720964860096583,0.031004138889744945,0.3186872735929497,0.35005225908530346,0.20653166846011745,0.09154267804929796,0.0,9.004054104812601e-28,4.708979449686226e-09,2.029569242597066e-25,0.0,1.945027944497352e-37,6.506840391811068e-10,1.376284101218815e-27,3.052548467271518e-28,1.3569402888403803e-40,5.4782950762150914e-14,5.129759743773505e-19,2.5149505376422547e-65,1.1119761678440832e-14,7.702874526240465e-44,8.954085271651431e-26,2.249644585380983e-47,4.660983609938435e-09,1.503235323909857e-42,0.00047549993748057315,0.0005395407483705437,0.0003595742960807765,0.00043252834525614063,0.00030655195088112396,0.00017399976916145999,0.0001802020191381079,1.8555806777802303e-08,1.5951662864754483e-13,2.6393383650575576e-06,7.097137343948273e-05,2.61773724132163e-08,2.522348892922227e-08
9.101512075390348e-12,0.07540679193649383,0.0,18.72095544286561,0.03100383270295006,0.31868401359905746,0.35005031755251714,0.20652971325457975,0.0915423996159635,0.0,9.128246877711032e-28,4.7303850445691005e-09,2.06041232015761e-25,0.0,1.9986390612420768e-37,6.597116436440738e-10,1.4014358065835458e-27,3.080350375969666e-28,1.375529985505557e-40,5.528222875872565e-14,5.153066267233249e-19,2.57264130828078e-65,1.1190199150430685e-14,7.808401718425791e-44,9.117721979899104e-26,2.311647199247093e-47,4.681953208363585e-09,1.5307611120823815e-42,0.0004757782916921661,0.0005419404653200682,0.00036124983652609683,0.00043446985663696535,0.00030771670435263734,0.00017479022122717398,0.00018103782927154498,1.8710962109371467e-08,1.6093418133130876e-13,2.663446016068573e-06,7.12775602343636e-05,2.653652927390692e-08,2.550704933650364e-08
