Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),CH3OX(210),H2NOX(204),HOX(29),H2NO(88),HNOX(526),H3NX(202),NX(608),OX(27),HNX(525),H2X(216)
1.1515196879923156e-10,0.06662394546715897,0.0,16.519521322331414,0.03037284794956273,0.31103632025157746,0.34551723379398913,0.2033164504676186,0.09142587038484057,0.0,4.112898528013294e-23,2.9237947744920294e-09,1.1574105114043353e-24,0.0,4.5813084773923716e-35,6.619721592304063e-07,1.8524640501913802e-26,2.244582798295448e-29,1.2433747868797419e-42,1.9835581244927923e-13,1.1451409848937144e-20,1.9280370491892653e-68,8.389849308730607e-15,1.7125569332313085e-46,2.326577518687295e-24,2.4991856704925272e-46,2.5929730403594454e-09,4.8973803270341885e-43,0.000599696561960887,0.006063126933227425,0.0047027562764575155,0.004967555421756057,0.001638959382430738,0.0020568103299671912,0.0019863938600167682,7.396117878592851e-06,1.0372337340097366e-12,0.0001535476822123167,0.0007022623136217326,3.535933004943944e-05,0.00015552595513180844,0.00013493381823479896,1.3181214043310849e-08
1.1574973706744922e-10,0.06662394546715897,0.0,16.51941098761091,0.03037004376548427,0.3109944843206671,0.3454927941239771,0.20330390022253866,0.09142598965930551,0.0,4.221826996420659e-23,2.9388655954568193e-09,1.1803893388892438e-24,0.0,4.72348389215464e-35,6.728291025643748e-07,1.8901935263339722e-26,2.2677896786368564e-29,1.2627567696873497e-42,2.0041359774619171e-13,1.1510406158761412e-20,1.9784188314510925e-68,8.467461639976131e-15,1.7392526226869777e-46,2.3739619856363167e-24,2.5767342505452692e-46,2.6047462959397114e-09,4.99954824118633e-43,0.000599695135869408,0.006092029985889985,0.004729802528208672,0.004991995076697222,0.0016409274128960604,0.0020673925445797475,0.00199602770198014,7.43288573811139e-06,1.0474841367689768e-12,0.00015506927626217953,0.0007050664977001904,3.588619326257935e-05,0.00015714878442069682,0.00013618439724595707,1.3463916537117504e-08
1.1634750533566689e-10,0.06662394546715897,0.0,16.51930068215317,0.03036724687247336,0.31095266460423215,0.3454683678791483,0.20329137625621882,0.09142611015954169,0.0,4.3330336931206215e-23,2.9539353506636495e-09,1.2036992883812152e-24,0.0,4.869292939273955e-35,6.838090039482237e-07,1.92848599535624e-26,2.291114528535183e-29,1.2823384519196743e-42,2.0248194271161908e-13,1.1569398830589352e-20,2.0298468306784535e-68,8.545358467854448e-15,1.76622336724703e-46,2.422053480424845e-24,2.656264564416259e-46,2.6165035831149583e-09,5.103303723495637e-43,0.0005996937268978997,0.006120908252962087,0.004756874717230058,0.005016421306456291,0.001642869958727914,0.0020779739650656917,0.002005654180611551,7.469627918355725e-06,1.0577795528742585e-12,0.00015659757414374016,0.0007078633907110966,3.6417997497942366e-05,0.00015877962712792251,0.00013743926585027866,1.3751210670995323e-08
1.1694527360388455e-10,0.06662394546715897,0.0,16.519190405639822,0.030364457251637673,0.3109108610931453,0.3454439550521537,0.20327887825377994,0.09142623189197598,0.0,4.4465535790649874e-23,2.969004040697962e-09,1.22734331189909e-24,0.0,5.018808673026209e-35,6.949126551990563e-07,1.9673467725211345e-26,2.3145573302729664e-29,1.3021208447033067e-42,2.0456084655380393e-13,1.162838787200072e-20,2.0823372128209043e-68,8.623538982276514e-15,1.793470559581806e-46,2.4708586774408884e-24,2.7378164545555005e-46,2.6282449229376554e-09,5.208663071573764e-43,0.0005996923350575165,0.006149761760774766,0.004783972818672661,0.005040834118382226,0.001644787333391592,0.0020885545928387996,0.0020152732911024786,7.506344447611896e-06,1.068119907469522e-12,0.00015813256412245167,0.0007106530115467854,3.6954760682668485e-05,0.00016041847612617362,0.000138698405459599,1.4043147626032975e-08
1.175430418721022e-10,0.06662394546715897,0.0,16.51908015775655,0.030361674884133896,0.3108690737782916,0.34541955563564886,0.20326640590421433,0.09142635486303374,0.0,4.562421954570616e-23,2.9840716661448795e-09,1.2513243709328391e-24,0.0,5.172105218016097e-35,7.06140849673303e-07,2.0067811931388766e-26,2.3381180662036271e-29,1.3221049590015264e-42,2.0665030848239095e-13,1.1687373290484466e-20,2.1359063084704017e-68,8.702002376787038e-15,1.820995592136711e-46,2.5203842762347357e-24,2.8214303472992423e-46,2.6399703364327813e-09,5.3156426650847755e-43,0.0005996909603596081,0.0061785905356386926,0.004811096807604073,0.005065233519819474,0.001646679846497829,0.0020991344292960908,0.0020248850286609895,7.543035354262806e-06,1.078505125813963e-12,0.00015967423446976197,0.0007134353790505629,3.7496500677405054e-05,0.00016206532427558737,0.00013996179753857958,1.4339778901390066e-08
1.1814081014031988e-10,0.06662394546715897,0.0,16.518969938193006,0.030358899751167623,0.3108273026505665,0.3453951696222938,0.20325395890033793,0.091426479079139,0.0,4.68067446058984e-23,2.9991382275892018e-09,1.2756454364068525e-24,0.0,5.329257778953718e-35,7.17494382264814e-07,2.0467946125033983e-26,2.3617967187515647e-29,1.3422918056145232e-42,2.0875032770841074e-13,1.1746355093439845e-20,2.1905706136764118e-68,8.78074784854356e-15,1.8487998571325147e-46,2.5706370014390534e-24,2.9071472582093796e-46,2.6516798445978638e-09,5.424258965729251e-43,0.0005996896028157157,0.0062073946038441715,0.004838246659008933,0.005089619518107952,0.0016485478038501934,0.002109713475818035,0.0020344893885117414,7.579700666787501e-06,1.0889351332818561e-12,0.00016122257346312205,0.0007162105120168352,3.804323527646139e-05,0.00016372016442377422,0.00014122942360457184,1.4641156314805408e-08
1.1873857840853754e-10,0.06662394546715897,0.0,16.51885974664278,0.03035613183399322,0.3107855477008776,0.34537079700475315,0.20324153693874342,0.09142660454671439,0.0,4.8013470799748477e-23,3.0142037256154118e-09,1.3003094886434305e-24,0.0,5.490342650463896e-35,7.289740494029384e-07,2.0873924058289323e-26,2.3855932704122662e-29,1.3626823951796182e-42,2.1086090344426353e-13,1.1805333288177541e-20,2.2463467907607476e-68,8.859774598295645e-15,1.876884746565663e-46,2.6216236026891656e-24,2.9950087974308338e-46,2.663373468403013e-09,5.534528517228403e-43,0.0005996882624375718,0.006236173991661132,0.004865422347789354,0.0051139921205830795,0.001650391507491911,0.0021202917337687557,0.0020440863658959985,7.61634041376046e-06,1.0994098553623782e-12,0.00016277756938599467,0.0007189784291912352,3.8594982207962983e-05,0.0001653829894058409,0.00014250126522748216,1.4947332003104175e-08
1.193363466767552e-10,0.06662394546715897,0.0,16.51874958280335,0.03035337111391371,0.31074380892014325,0.345346437775696,0.20322913971975362,0.09142673127218107,0.0,4.9244761387360575e-23,3.0292681608076686e-09,1.3253195173264816e-24,0.0,5.655437226928077e-35,7.405806490505861e-07,2.1285799681867558e-26,2.4095077037524137e-29,1.3832777381714788e-42,2.1298203490370233e-13,1.1864307881920716e-20,2.303251669132145e-68,8.939081830364221e-15,1.9052516522085673e-46,2.67335085454353e-24,3.085057175066861e-46,2.67505122879096e-09,5.6464679453082115e-43,0.0005996869392370978,0.00626492872533913,0.004892623848765352,0.00513835133457577,0.0016522112557520994,0.0021308692044962278,0.002053675956071637,7.652954623850865e-06,1.109929217659431e-12,0.00016433921052786226,0.0007217391492707514,3.915175913400541e-05,0.00016705379204441374,0.00014377730402963644,1.5258358422703992e-08
1.1993411494497287e-10,0.06662394546715897,0.0,16.51863944637603,0.0303506175722806,0.31070208629929386,0.34532209192779595,0.20321676694737587,0.0914268592619588,0.0,5.050098307294465e-23,3.0443315337498152e-09,1.35067852146542e-24,0.0,5.824620012358661e-35,7.523149807022785e-07,2.1703627144420862e-26,2.4335400014099916e-29,1.4040788449023289e-42,2.151137213018177e-13,1.1923278881806117e-20,2.3613022461005822e-68,9.018668752621005e-15,1.9339019656098986e-46,2.725825556404406e-24,3.1773352065721913e-46,2.6867131466770913e-09,5.760093957683562e-43,0.0005996856332264015,0.006293658831107334,0.004919851136675272,0.0051626971674124545,0.0016540073432914422,0.002141445889332484,0.00206325815431315,7.689543325821898e-06,1.1204931458914638e-12,0.00016590748518423586,0.000724492690903854,3.971358365080775e-05,0.00016873256514966217,0.00014505752168564564,1.5574288350119904e-08
1.2053188321319053e-10,0.06662394546715897,0.0,16.518529337065935,0.030347871190493828,0.3106603798292704,0.34529775945373103,0.20320441832925654,0.09142698852246597,0.0,5.1782506017279416e-23,3.0593938450253748e-09,1.376389509359264e-24,0.0,5.997970630305611e-35,7.641778453821837e-07,2.2127460791911286e-26,2.4576901460944032e-29,1.4250867255221594e-42,2.1725596185502136e-13,1.198224629488513e-20,2.4205156876913376e-68,9.098534576468068e-15,1.9628370780948746e-46,2.7790545324387168e-24,3.271886318163931e-46,2.698359242949486e-09,5.875423344042418e-43,0.0005996843444177768,0.0063223643351745205,0.004947104186176223,0.0051870296264150744,0.0016557800611472946,0.002152021789593804,0.0020728329559116664,7.726106548530017e-06,1.1311015658912963e-12,0.00016748238165666305,0.0007272390726906228,4.0280473288865646e-05,0.00017041930151932174,0.0001463418999222713,1.5895174882468257e-08
1.211296514814082e-10,0.06662394546715897,0.0,16.51841925458195,0.03034513195000158,0.3106186895010256,0.34527344034618385,0.20319209357663634,0.09142711906011948,0.0,5.308970385011512e-23,3.074455095217548e-09,1.4024554985609338e-24,0.0,6.175569833795222e-35,7.761700456421367e-07,2.255735516698276e-26,2.4819581205865856e-29,1.4463023900189282e-42,2.1940875578103089e-13,1.2041210128124827e-20,2.4809093294587806e-68,9.178678516817506e-15,1.9920583807655367e-46,2.8330446314990915e-24,3.3687545522501533e-46,2.7099895384689525e-09,5.992472976029983e-43,0.0005996830728237004,0.0063510452637290755,0.004974382971844477,0.005211348718901103,0.0016575296967782445,0.002162596906580913,0.002082400356174948,7.76264432092425e-06,1.1417544036059454e-12,0.0001690638882527366,0.0007299783131828726,4.08524455131041e-05,0.00017211399393871754,0.000147630420518292,1.622107143796946e-08
1.2172741974962586e-10,0.06662394546715897,0.0,16.518309198636622,0.030342399832300172,0.3105770153055232,0.3452491345978411,0.203179792404306,0.09142725088133485,0.0,5.442295368251556e-23,3.08951528490922e-09,1.428879515841746e-24,0.0,6.357499515300879e-35,7.882923855596473e-07,2.2993365008334568e-26,2.5063439077391266e-29,1.4677268482187626e-42,2.2157210229885413e-13,1.2100170388409003e-20,2.542500677299911e-68,9.259099792071244e-15,2.0215672645010303e-46,2.8878027270451087e-24,3.4679845728760872e-46,2.7216040540690642e-09,6.11125980723289e-43,0.0005996818184568311,0.006379701642938976,0.00500168746817591,0.0052356544521835495,0.0016592565341081134,0.0021731712415791705,0.0020919603504274036,7.799156672045464e-06,1.1524515850964471e-12,0.000170651993286103,0.0007327104308842797,4.142951772302974e-05,0.00017381663518078766,0.0001489230653043695,1.6552031756449608e-08
1.2232518801784352e-10,0.06662394546715897,0.0,16.51819916894621,0.03033967481893395,0.3105353572337381,0.3452248422013946,0.20316751453056298,0.09142738399252615,0.0,5.578263611914001e-23,3.1045744146829554e-09,1.4556645971561054e-24,0.0,6.543842716745698e-35,8.005456707358921e-07,2.343554525009638e-26,2.530847490476389e-29,1.4893611097861575e-42,2.2374600062877406e-13,1.2159127082539209e-20,2.60530740826763e-68,9.339797624100926e-15,2.0513651199578713e-46,2.9433357170647253e-24,3.56962167118785e-46,2.7332028105561954e-09,6.231800873163405e-43,0.0005996805813300071,0.006408333498951795,0.0050290176495864,0.005259946833570965,0.0016609608535694267,0.002183744795858765,0.0021015129340101,7.835643631025684e-06,1.1631930365376797e-12,0.0001722466850764705,0.0007354354442505075,4.2011707252882834e-05,0.0001755272180061062,0.00015021981616291586,1.688810989984104e-08
1.2292295628606118e-10,0.06662394546715897,0.0,16.518089165230556,0.030336956891495126,0.3104937152766567,0.34520056314954006,0.2031552596771677,0.09142751840010603,0.0,5.716913527046395e-23,3.1196324851210013e-09,1.4828137876063886e-24,0.0,6.734683639536863e-35,8.129307082936936e-07,2.3883951021204772e-26,2.555468851794631e-29,1.5112061842241634e-42,2.259304499923335e-13,1.221808021723574e-20,2.6693473713837585e-68,9.42077123822796e-15,2.0814533375702143e-46,2.9996505239958914e-24,3.673711770913623e-46,2.744785828709557e-09,6.354113291243626e-43,0.0005996793614562465,0.006436940857894684,0.005056373490412251,0.005284225870367457,0.0016626429321463419,0.002194317570674889,0.0021110581022807627,7.872105227087352e-06,1.1739786842181927e-12,0.000173847951949618,0.0007381533716893324,4.259903137178882e-05,0.00017724573516290655,0.0001515206550279608,1.722936025268173e-08
1.2352072455427885e-10,0.06662394546715897,0.0,16.51797918721309,0.03033424603162369,0.31045208942527613,0.34517629743497785,0.20314302756930172,0.09142765411048577,0.0,5.858283876493969e-23,3.134689496805284e-09,1.5103301414080252e-24,0.0,6.930107654631571e-35,8.254483068754844e-07,2.4338637644781204e-26,2.5802079747621376e-29,1.5332630808745783e-42,2.281254496123208e-13,1.2277029799138664e-20,2.7346385884517843e-68,9.502019863203638e-15,2.1118333075501113e-46,3.056754094648357e-24,3.7803014338622115e-46,2.7563531292812346e-09,6.478214260789721e-43,0.0005996781588487429,0.006465523745874381,0.005083754964910594,0.005308491569872689,0.0016643030434170551,0.00220488956726794,0.0021205958506137906,7.908541489542642e-06,1.1848084545400264e-12,0.0001754557822374029,0.0007408642315607685,4.319150728390957e-05,0.0001789721793871048,0.00015282556388501929,1.7575837522613544e-08
1.241184928224965e-10,0.06662394546715897,0.0,16.517869234620772,0.03033154222100726,0.31041047967060503,0.34515204505041264,0.20313081793552518,0.09142779113007515,0.0,6.002413776109589e-23,3.1497454503174144e-09,1.5382167218547662e-24,0.0,7.13020131263439e-35,8.380992766412578e-07,2.4799660637511556e-26,2.605064842519343e-29,1.5555328089181354e-42,2.3033099871275446e-13,1.233597583480879e-20,2.801199254869358e-68,9.583542731189392e-15,2.142506419887771e-46,3.1146534001256684e-24,3.889437865438906e-46,2.767904732996219e-09,6.604121062996152e-43,0.0005996769735208651,0.006494082188977192,0.005111162047259803,0.005332743939381902,0.001665941457595681,0.0022154607868636877,0.00213012617440026,7.944952447792729e-06,1.195682274018542e-12,0.00017707016427777016,0.0007435680421771924,4.378915212859425e-05,0.00018070654340232256,0.00015413452477095954,1.7927596740879354e-08
1.2471626109071417e-10,0.06662394546715897,0.0,16.51775930718406,0.030328845441380987,0.31036888600366275,0.3451278059885538,0.20311863050773524,0.09142792946528255,0.0,6.149342695957641e-23,3.164800346238682e-09,1.5664766012841472e-24,0.0,7.335052353925951e-35,8.508844292665053e-07,2.526707570902713e-26,2.63003943827897e-29,1.578016377374683e-42,2.325470965188691e-13,1.239491833072864e-20,2.8690477404405266e-68,9.665339077737179e-15,2.1734740643518057e-46,3.1733554357473476e-24,4.001168920178576e-46,2.7794406605524496e-09,6.7318510609199275e-43,0.0005996758054861551,0.006522616213268988,0.005138594711559887,0.005356982986185907,0.0016675584415736199,0.002226031230673466,0.002139649069047936,7.981338131327093e-06,1.2066000692822448e-12,0.00017869108641476033,0.0007462648218034678,4.4391982980529746e-05,0.00018244881991991065,0.00015544751977387153,1.8284693262819043e-08
1.2531402935893184e-10,0.06662394546715897,0.0,16.517649404636852,0.030326155674527382,0.3103273084154801,0.34510358024211474,0.20310646502112534,0.09142806912251492,0.0,6.299110461511852e-23,3.179854185150062e-09,1.5951128610431363e-24,0.0,7.544749718822769e-35,8.638045779401377e-07,2.574093876128711e-26,2.655131745326158e-29,1.6007147951033628e-42,2.34773742257101e-13,1.2453857293303421e-20,2.9382025901877034e-68,9.747408141769925e-15,2.20473763048948e-46,3.2328672209712627e-24,4.115543107295903e-46,2.7909609326208443e-09,6.8614216994648574e-43,0.0005996746547583275,0.006551125844795196,0.005166052931832908,0.005381208717571106,0.001669154258960418,0.002236600899894339,0.002149164529981278,8.01769856972283e-06,1.2175617670726087e-12,0.00018031853699851803,0.0007489545886570686,4.500001684989082e-05,0.00018419900163897201,0.00015676453103293612,1.864718276836436e-08
1.259117976271495e-10,0.06662394546715897,0.0,16.517539526716458,0.030323472902276244,0.3102857468970986,0.34507936780381365,0.20309432121414445,0.09142821010817775,0.0,6.451757254846978e-23,3.194906967632209e-09,1.6241285914539734e-24,0.0,7.759383557768103e-35,8.768605373623952e-07,2.6221305887962594e-26,2.680341747018604e-29,1.62362907080279e-42,2.37010935155074e-13,1.2512792728861977e-20,3.008682525163382e-68,9.829749165562145e-15,2.2362985076269553e-46,3.293195799316184e-24,4.232609596252704e-46,2.8024655698453375e-09,6.9928505053658286e-43,0.0005996735213512663,0.006579611109580801,0.005193536682023358,0.005405421140819492,0.0016707291701241213,0.002247169795709292,0.0021586725526414473,8.054033792643904e-06,1.2285672942439057e-12,0.0001819525043853006,0.0007516373609082049,4.561327068248984e-05,0.00018595708124638475,0.00015808554073829393,1.9015121262532526e-08
1.2650956589536716e-10,0.06662394546715897,0.0,16.517429673163537,0.030320797106504507,0.3102442014395709,0.3450551686663726,0.2030821988284571,0.0914283524286751,0.0,6.60732361582443e-23,3.209958694265462e-09,1.6535268917801929e-24,0.0,7.979045241553707e-35,8.900531237427423e-07,2.670823337382196e-26,2.7056694267867004e-29,1.6467602130112195e-42,2.392586744415854e-13,1.2571724643657715e-20,3.080506443261588e-68,9.912361394720629e-15,2.268158084869521e-46,3.354348238284528e-24,4.35241822234225e-46,2.8139545928429157e-09,7.1261550871730786e-43,0.0005996724052790245,0.006608072033630329,0.005221045935998584,0.005429620263208663,0.0016722834322311358,0.002257737919287389,0.002168173132486318,8.090343829840486e-06,1.2396165777630296e-12,0.0001835929769374862,0.0007543131566799436,4.623176135992613e-05,0.00018772305141682554,0.00015941053113091496,1.938856507591886e-08
1.277051024318025e-10,0.06662394546715897,0.0,16.517210038139442,0.03031546637214193,0.3101611586713425,0.3450068102649832,0.20305801730346335,0.0914286410997825,0.0,6.927378996140801e-23,3.2400589823050485e-09,1.7134836437373003e-24,0.0,8.433823790178131e-35,9.168514497489185e-07,2.77019955139796e-26,2.756677754635753e-29,1.6936771303073267e-42,2.4378578910119847e-13,1.2689577935602764e-20,3.2282627094755843e-68,1.0078396468110195e-14,2.3327788949881387e-46,3.4791530875575855e-24,4.600464589916841e-46,2.836885878490745e-09,7.398462421689923e-43,0.0005996702251960449,0.006664920963436929,0.005276140850389251,0.0054779786344978055,0.0016753310221670433,0.0022788718543407345,0.0021871519456452496,8.162888466487585e-06,1.2618461222744083e-12,0.0001868933910182354,0.0007596438910425271,4.7484520455535814e-05,0.00019127863408462912,0.00016207238319519647,2.015219561356139e-08
1.2878108531459428e-10,0.06662394546715897,0.0,16.517012447420534,0.030310692389925384,0.3100864750185216,0.3449633331197557,0.2030363246646206,0.09142890553312946,0.0,7.225827822688582e-23,3.267145636352913e-09,1.7687843832980352e-24,0.0,8.861261694199222e-35,9.414454263897051e-07,2.861938640828582e-26,2.802987543985788e-29,1.736654153713099e-42,2.478962532304901e-13,1.2795633918566858e-20,3.3660330044222913e-68,1.022874805599114e-14,2.3919731094446008e-46,3.594366444749328e-24,4.833598208330212e-46,2.85747084119686e-09,7.650132499895605e-43,0.0005996683225508217,0.006716002015403822,0.0053258132325559576,0.005521455752638599,0.001678005749058475,0.002297889766287911,0.002204207377835752,8.228092804485757e-06,1.2820016286758555e-12,0.0001898858947335899,0.0007644178732590707,4.863008169767081e-05,0.00019450557047456316,0.00016448148688101848,2.0858863081060664e-08
1.2985706819738607e-10,0.06662394546715897,0.0,16.516814931768934,0.03030594073179381,0.31001184326421816,0.34491989895633457,0.2030146975559756,0.09142917439087053,0.0,7.53438300123225e-23,3.2942288784612845e-09,1.8253732542451963e-24,0.0,9.306467678175961e-35,9.664948368187396e-07,2.955891687662085e-26,2.849678355948244e-29,1.7803495020833466e-42,2.5204087571709926e-13,1.2901678588161768e-20,3.5084598731265895e-68,1.0379966767222347e-14,2.4521567055363443e-46,3.712360112216125e-24,5.076422415832337e-46,2.878005533215221e-09,7.90815767797092e-43,0.0005996664762965079,0.006767004606872532,0.005375567837084863,0.005564889888976541,0.0016806174302362897,0.002316905193750955,0.002221238625430091,8.293216007276353e-06,1.3022977749625831e-12,0.00019289929447721546,0.0007691695313906461,4.9792869940534574e-05,0.0001977579578100458,0.00016690321411463028,2.1584258768811677e-08
1.3093305108017786e-10,0.06662394546715897,0.0,16.51661748978882,0.0303012112937419,0.3099372633566455,0.3448765077324347,0.20299313458208562,0.09142944771030208,0.0,7.853294051268794e-23,3.321308712003236e-09,1.883268650375511e-24,0.0,9.770020100852338e-35,9.920044954582462e-07,3.0520922001068525e-26,2.896750096536988e-29,1.824769051436523e-42,2.5621965210402617e-13,1.3007711978249583e-20,3.6556600292702203e-68,1.053204832016901e-14,2.513337776568944e-46,3.833176164727274e-24,5.329252669439739e-46,2.898490073814372e-09,8.172643605225101e-43,0.0005996646865209551,0.006817928888760872,0.005425404508831591,0.005608281085796579,0.0016831674548061371,0.0023359181430668632,0.0022382456625438052,8.358258251386507e-06,1.3227341392549882e-12,0.00019593352260094242,0.000773898969442556,5.097298133533065e-05,0.000201035752931649,0.00016933746314623814,2.232872303371414e-08
1.3200903396296965e-10,0.06662394546715897,0.0,16.516420120116653,0.0302965039722495,0.3098627352441304,0.34483315940581677,0.20297163437823648,0.0914297255287052,0.0,8.18281434065825e-23,3.348385140348525e-09,1.942489056700529e-24,0.0,1.025251095780608e-34,1.0179792324009486e-06,3.1505738821258655e-26,2.9442026725409727e-29,1.869918676120409e-42,2.6043257794553423e-13,1.3113734121971573e-20,3.80775210759525e-68,1.0684988466675587e-14,2.575524413546878e-46,3.956856922723395e-24,5.592411867161648e-46,2.9189245819827906e-09,8.443696788581692e-43,0.0005996629533136656,0.0068687750117713475,0.00547532309187252,0.005651629385338115,0.0016856571812782217,0.0023549286204396923,0.002255228463468446,8.423219714192375e-06,1.343310300841981e-12,0.00019898851152153204,0.000778606290934959,5.217051137097194e-05,0.00020433891255369977,0.00017178413274936613,2.3092599689340233e-08
1.3308501684576144e-10,0.06662394546715897,0.0,16.516222821420463,0.030291818664279314,0.3097882588751125,0.34478985393428674,0.20295019560976518,0.09143000788334575,0.0,8.523201106988997e-23,3.3754581668635947e-09,2.003053048835048e-24,0.0,1.0754546079709654e-34,1.0444238933679806e-06,3.2513706323002886e-26,2.9920359915272833e-29,1.9158042488148743e-42,2.646796488069133e-13,1.3219745051764043e-20,3.964856679193021e-68,1.0838782991719453e-14,2.6387247051773214e-46,4.083444950887795e-24,5.866230456335889e-46,2.9393091764295563e-09,8.721424592283202e-43,0.0005996612767657654,0.006919543126390999,0.005525323429511848,0.005694934829795134,0.0016880879382414823,0.002373936631943495,0.0022721870026717107,8.48810057390609e-06,1.3640258401777482e-12,0.00020206419372083636,0.0007832915989051458,5.33855548768424e-05,0.0002076673932647149,0.00017424312221845636,2.3876236015040162e-08
1.3416099972855323e-10,0.06662394546715897,0.0,16.516025592399195,0.03028715526727465,0.3097138341981437,0.3447465912756959,0.202928816971398,0.09143029481147433,0.0,8.874715478730669e-23,3.4025277949115757e-09,2.0649792923915102e-24,0.0,1.1276745331609169e-34,1.0713433396663274e-06,3.3545165426980476e-26,3.040249961844243e-29,1.9624316405345384e-42,2.6896086026424934e-13,1.3325744799373892e-20,4.12709626678415e-68,1.0993427713068133e-14,2.702946737873821e-46,4.212983056724098e-24,6.151046542525456e-46,2.9596439755850073e-09,9.005935237596037e-43,0.0005996596569699765,0.006970233382891264,0.005575405364288591,0.005738197461316347,0.0016904610250227069,0.002392942183525185,0.0022891212547975796,8.552901009562663e-06,1.3848803388785293e-12,0.00020516050174595836,0.0007879549959098051,5.461820602554665e-05,0.0002110211515278352,0.00017671433136648163,2.4679982765005596e-08
1.3523698261134501e-10,0.06662394546715897,0.0,16.51582843178206,0.030282513679157175,0.3096394611618876,0.3447033713879407,0.20290749718660298,0.09143058635032615,0.0,9.237622496178988e-23,3.4295940278522904e-09,2.1282865423801393e-24,0.0,1.181974281318915e-34,1.0987424481458135e-06,3.460045897747257e-26,3.0888444926246036e-29,2.0098067206313473e-42,2.732762079041981e-13,1.3431733395873768e-20,4.294595359989773e-68,1.1148918480940091e-14,2.768198595759841e-46,4.345514289139987e-24,6.447205998958356e-46,2.979929097601411e-09,9.297337802515764e-43,0.0005996580940205934,0.007020845931327823,0.005625568737983492,0.005781417322005326,0.001692777712331241,0.002411945281007352,0.0023060311946664397,8.617621201007005e-06,1.4058733797194021e-12,0.00020827736820941195,0.0007925965840272777,5.5868558335647594e-05,0.00021440014368125982,0.0001791976605225708,2.5504194177291874e-08
1.363129654941368e-10,0.06662394546715897,0.0,16.515631338327875,0.030277893798324653,0.30956513971511934,0.3446601942289626,0.20288623500695696,0.09143088253712109,0.0,9.612191132187677e-23,3.4566568690422608e-09,2.1929936426148973e-24,0.0,1.2384187060038736e-34,1.126626111155637e-06,3.5679931731146095e-26,3.1378194937888125e-29,2.0579353567970595e-42,2.776256873237647e-13,1.3537710871676937e-20,4.467480430593851e-68,1.1305251177669e-14,2.8344883606721847e-46,4.481081937037171e-24,6.755062576519186e-46,3.000164660353607e-09,9.595742221472608e-43,0.0005996565880134558,0.007071380921540451,0.005675813391625873,0.00582459445392063,0.0016950392428892512,0.0024309459300909963,0.002322916797275213,8.682261328880952e-06,1.4270045466310768e-12,0.0002114147257892827,0.0007972164648598008,5.713670467439212e-05,0.0002178043259386793,0.0001816930105296467,2.6349227982797737e-08
1.373889483769286e-10,0.06662394546715897,0.0,16.515434310824425,0.030273295523648717,0.30949086980672486,0.3446170597567478,0.20286502921152652,0.09143118340906363,0.0,9.998694312690152e-23,3.483716321834703e-09,2.259119525125092e-24,0.0,1.297074124589569e-34,1.1549992365004433e-06,3.6783930345886094e-26,3.1871748760483455e-29,2.1068234150656534e-42,2.820092941300873e-13,1.3643677256551788e-20,4.645879947796665e-68,1.1462421717371528e-14,2.9018241121643157e-46,4.619729527907457e-24,7.074978014279675e-46,3.020350781439682e-09,9.901259285037265e-43,0.0005996551390459252,0.007121838503152855,0.0057261391655003884,0.005867728899075951,0.0016972468320481018,0.002449944136358217,0.0023397780377974802,8.74682157461034e-06,1.4482734246966978e-12,0.00021457250722938754,0.0008018147395357399,5.8422737260424955e-05,0.00022123365438970853,0.00018420028274207612,2.7215445414202657e-08
1.3846493125972038e-10,0.06662394546715897,0.0,16.51523734808788,0.03026871875447264,0.3094166513857004,0.34457396792932743,0.20284387860626238,0.0914314890033429,0.0,1.0397408937010689e-22,3.510772389579542e-09,2.3266832095725508e-24,0.0,1.3580083385859901e-34,1.183866747395957e-06,3.791280336967645e-26,3.2369105509091123e-29,2.156476759815647e-42,2.864270239402257e-13,1.3749632579636034e-20,4.829924393459503e-68,1.1620426045618481e-14,2.970213927509552e-46,4.7615008264349004e-24,7.407322150563516e-46,3.0404875781816114e-09,1.0214000639626936e-42,0.0005996537472168602,0.007172218825572526,0.005776545899153718,0.0059108206994402295,0.001699401668391163,0.0024689399052748398,0.002356614891583603,8.811302120392129e-06,1.4696796001486554e-12,0.0002177506453394354,0.0008063915087118122,5.972674766649074e-05,0.0002246880850003193,0.00018671937902333243,2.8103211214861764e-08
