Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),CH3OX(210),H2NOX(204),HOX(29),H2NO(88),HNOX(526),H3NX(202),NX(608),OX(27),HNX(525),H2X(216)
3.4052105361081715e-14,0.06662394546715897,0.0,16.54271246386933,0.03107484624418462,0.3194071095141884,0.35048324397503866,0.20701032276067702,0.09201252108336896,0.0,1.7267675934219397e-38,8.708871609825006e-13,1.3058354516591382e-36,0.0,3.488075565433884e-56,1.4776497310127018e-17,1.580327880084982e-40,2.0008454100567363e-36,3.2694694907142025e-53,1.7495129626705043e-20,3.42192780780891e-24,4.506015409033914e-86,8.295495759416285e-20,4.5031907242501465e-57,1.984242885233737e-38,1.908668058324473e-67,8.708555915252156e-13,3.805410181198185e-57,5.674436343243236e-06,1.948732611498265e-06,1.2391898392153918e-06,1.548163630155428e-06,1.2818951721979988e-06,6.155243657328407e-07,6.236000881240703e-07,3.5537895860289163e-11,1.8252907123743863e-19,1.473343387404139e-11,2.6401899982013e-07,1.0578803518668013e-15,1.89798989629709e-13,1.473284046961487e-11,9.123443412754402e-23
4.217344915772757e-14,0.06662394546715897,0.0,16.542709324830064,0.03107478328208953,0.3194064960210164,0.350482874748839,0.20700987036584764,0.09201117568095224,0.0,3.2803431850577367e-38,1.0785910495090212e-12,2.485322524662785e-36,0.0,1.2504417347207534e-55,2.8071130576152006e-17,3.717776874240711e-40,3.069029231152559e-36,6.211007239163108e-53,2.6835339789411366e-20,4.238044584191598e-24,1.3101196601247313e-85,1.0300117892780938e-19,8.554705974956635e-57,4.6683478384000836e-38,6.842389169879457e-67,1.0785426262425756e-12,8.953084738533909e-57,7.019833753210053e-06,2.4134859618850504e-06,1.5347427342415807e-06,1.917389622128279e-06,1.587489924642189e-06,7.62324442648663e-07,7.72324177881448e-07,4.828758164002133e-11,2.5573442784920877e-19,2.2599117008460654e-11,3.269810949094903e-07,2.0096359700959503e-15,3.129952674889181e-13,2.259798973388327e-11,2.1465073485195986e-22
5.029479295437343e-14,0.06662394546715897,0.0,16.542706188890463,0.031074720322224317,0.3194058825312756,0.3504825055254296,0.20700941802302752,0.09200983332295201,0.0,5.563794227594888e-38,1.2862947192248874e-12,4.22320152421369e-36,0.0,3.597550150762161e-55,4.761179605618692e-17,7.519518294506805e-40,4.36481679275057e-36,1.0534478319814697e-52,3.816581440092747e-20,5.0541595771548335e-24,3.1593818215514516e-85,1.2314816649525147e-19,1.450962157244343e-56,9.44260335904389e-38,1.9685704027432503e-66,1.286225851054204e-12,1.8109400980234985e-56,8.362186746757356e-06,2.8782336862756e-06,1.830299163961072e-06,2.2866128238819285e-06,1.8930330443350815e-06,9.091241430855487e-07,9.210471102933846e-07,6.267336288008631e-11,3.4036737765121236e-19,3.2140783877075344e-11,3.8994096012287997e-07,3.4085093666380065e-15,4.762033964661188e-13,3.213887193427341e-11,4.341763653822598e-22
5.841613675101929e-14,0.06662394546715897,0.0,16.542703056043624,0.03107465736458889,0.31940526904496597,0.3504821363048102,0.2070089657322078,0.09200849400247957,0.0,8.717675616444562e-38,1.4939981701317524e-12,6.629443278656325e-36,0.0,8.797713606126713e-55,7.460139361656395e-17,1.36838560571233e-39,5.888203707244172e-36,1.650599634729182e-52,5.1486548357700804e-20,5.870272786903637e-24,6.670483696845632e-85,1.4339591438539388e-19,2.2734468039161636e-56,1.71840683874721e-37,4.81408447184478e-66,1.4939052660446623e-12,3.2956505375843154e-56,9.701502212582045e-06,3.3429757848330025e-06,2.1258591333431243e-06,2.655833235506187e-06,2.19852454001206e-06,1.0559234671355784e-06,1.0697688853958441e-06,7.869042691441568e-11,4.364276671115481e-19,4.33584019156074e-11,4.5289859555068404e-07,5.3405907695590285e-15,6.842410382871371e-13,4.335540621925043e-11,7.901429119113754e-22
6.653748054766516e-14,0.06662394546715897,0.0,16.542699926282666,0.031074594409183157,0.319404655562087,0.350481767086981,0.20700851349337968,0.09200715771266184,0.0,1.2882545141581104e-37,1.7017014022312697e-12,9.81481095183783e-36,0.0,1.913936470912997e-54,1.1024285613032352e-16,2.3031728774446223e-39,7.639185598918386e-36,2.4391673192468995e-52,6.679753655742621e-20,6.686384213643e-24,1.2775042560516622e-84,1.6374441668927912e-19,3.3595773495791416e-56,2.8923840075470858e-37,1.0473002277651957e-65,1.7015808712984629e-12,5.5472013161145025e-56,1.1037787023796873e-05,3.807712257720151e-06,2.4214226473425248e-06,3.0250508570907126e-06,2.503964420406913e-06,1.2027224148907055e-06,1.2184895032246662e-06,9.633397519747371e-11,5.439150427045417e-19,5.625193856150376e-11,5.158540012832579e-07,7.891966748988954e-15,9.419116852652081e-13,5.6247511741907213e-11,1.32996687554682e-21
7.465882434431102e-14,0.06662394546715897,0.0,16.542696799600705,0.03107453145600703,0.3194040420826388,0.35048139787194155,0.20700806130653424,0.09200582444664122,0.0,1.8198964648236687e-37,1.909404415525093e-12,1.3890859965956567e-35,0.0,3.805420091088951e-54,1.5573914954382659e-16,3.6506701613979036e-39,9.617758103921413e-36,3.445761898379936e-52,8.409877389904427e-20,7.502493857577874e-24,2.2696603762335935e-84,1.841936675000829e-19,4.746006366306973e-56,4.5847043556071445e-37,2.082313337713776e-65,1.909252666900069e-12,8.792899620509855e-56,1.2371048037958687e-05,4.27244310509974e-06,2.716989710899621e-06,3.3942656887250063e-06,2.8093526942518333e-06,1.3495209864427524e-06,1.3672089638155655e-06,1.1559922327102436e-10,6.628292509107416e-19,7.082136125393261e-11,5.788071774109279e-07,1.1148720217824396e-14,1.254004693587705e-12,7.081510765996044e-11,2.1081495376336984e-21
8.278016814095688e-14,0.06662394546715897,0.0,16.5426936759909,0.031074468505060418,0.319403428606621,0.3504810286596921,0.2070076091716628,0.0920044941975757,0.0,2.480750178247279e-37,2.117107210014875e-12,1.8969937965240372e-35,0.0,7.050722578075216e-54,2.1229327297285138e-16,5.517496705113577e-39,1.1823916870219959e-35,4.696994210576931e-52,1.0339025528273944e-19,8.318601718913181e-24,3.8003172733706802e-84,2.0474366091310816e-19,6.469386185966169e-56,6.929283288165928e-37,3.858130336716388e-65,2.1169206529338943e-12,1.3289599694416633e-55,1.3701292097112241e-05,4.737168327134267e-06,3.012560328940376e-06,3.763477730498417e-06,3.1146893702774204e-06,1.4963191818834155e-06,1.5159272672041331e-06,1.364814007122087e-10,7.931700382169188e-19,8.706663743377868e-11,6.417581240239901e-07,1.5196930431319802e-14,1.625295335320223e-12,8.705811313574585e-11,3.1862775479341376e-21
9.090151193760275e-14,0.06662394546715897,0.0,16.5426905554464,0.03107440555634323,0.31940281513403357,0.3504806594502324,0.20700715708875644,0.0920031669586387,0.0,3.284873136681283e-37,2.32480978570227e-12,2.5165184760484964e-35,0.0,1.2327360773399305e-53,2.8110825875449297e-16,8.02253392960042e-39,1.4257657557576966e-35,6.219474919979828e-52,1.2467197560993892e-19,9.134707797853809e-24,6.063287189727632e-84,2.2539439102578153e-19,8.566368900340017e-56,1.0075438401995384e-36,6.745484840606842e-65,2.3245848294843034e-12,1.932370208770696e-55,1.5028526027812311e-05,5.201887923986036e-06,3.3081345063763903e-06,4.132686982500141e-06,3.4199744572126746e-06,1.6431170013042612e-06,1.664644413425835e-06,1.5897575110751423e-10,9.34937151116064e-19,1.0498773454364026e-10,7.047068412127121e-07,2.0122672987572284e-14,2.060544824480282e-12,1.0497644733621515e-10,4.633022869036368e-21
9.902285573424861e-14,0.06662394546715897,0.0,16.542687437960378,0.031074342609855372,0.31940220166487626,0.3504802902435623,0.20700670505780636,0.09200184272301909,0.0,4.246323867724196e-37,2.532512142588931e-12,3.2590532237174935e-35,0.0,2.0558366938268444e-53,3.6338717256690614e-16,1.12969247481465e-38,1.6918975837498273e-35,8.039814516455039e-52,1.4794392978331e-19,9.950812094604598e-24,9.295614048366771e-84,2.461458519376458e-19,1.1073606361171462e-55,1.41878886289001e-36,1.1249454717361042e-64,2.5322451966356116e-12,2.721115345074703e-55,1.635275664117635e-05,5.6666018958171554e-06,3.6037122481049714e-06,4.501893444819216e-06,3.7252079637850087e-06,1.7899144447967275e-06,1.8133604025160144e-06,1.830775319907003e-10,1.088130336107384e-18,1.2458462002782302e-10,7.676533290673318e-07,2.6012019827922675e-14,2.5645003792134186e-12,1.2457002943292932e-10,6.524143029250578e-21
1.0714419953089447e-13,0.06662394546715897,0.0,16.542684323526036,0.03107427966559676,0.31940158819914904,0.3504799210396819,0.2070062530788038,0.09200052148392121,0.0,5.379162089080458e-37,2.7402142806765105e-12,4.1360704325244083e-35,0.0,3.293762015591371e-53,4.603331134679218e-16,1.5484073339748432e-38,1.9807867393215352e-35,1.0184623315600239e-51,1.7320611270675909e-19,1.076691460937037e-23,1.3779602028578252e-83,2.669980377503573e-19,1.4027750180172505e-55,1.944675395084124e-36,1.8023323134034355e-64,2.7399017544720852e-12,3.729744645667315e-55,1.7673990732901637e-05,6.131310242789532e-06,3.89929355900915e-06,4.871097117544534e-06,4.030389898720237e-06,1.936711512452127e-06,1.9620752345098892e-06,2.0878201482261353e-10,1.2527493396962994e-18,1.45857261332338e-10,8.305975876780581e-07,3.295103923707629e-14,3.1418952420114284e-12,1.4583877860205665e-10,8.942481202761476e-21
1.1526554332754032e-13,0.06662394546715897,0.0,16.542681212136564,0.031074216723567305,0.3194009747368516,0.35047955183859103,0.20700580115173986,0.09199920323456473,0.0,6.697449188897247e-37,2.947916199966661e-12,5.159121688962852e-35,0.0,5.10181564105388e-53,5.731492140415534e-16,2.073964437017695e-38,2.2924327919619718e-35,1.2680511458761674e-51,2.0045851928542873e-19,1.1583015342355903e-23,1.985049382406725e-83,2.8795094256767683e-19,1.7465451729048037e-55,2.604755442045332e-36,2.7916900877614057e-64,2.9475545030779436e-12,4.995761969666276e-55,1.899223508332986e-05,6.596012965064886e-06,4.194878443957756e-06,5.240298000764826e-06,4.335520270742585e-06,2.083508204361643e-06,2.110788909442558e-06,2.3608448491511896e-10,1.4287939083944408e-18,1.6880562590489367e-10,8.935396171350706e-07,4.1025795843512434e-14,3.797448755906918e-12,1.6878261402436453e-10,1.1977966559439216e-20
1.2338688712418617e-13,0.06662394546715897,0.0,16.5426781037852,0.031074153783766913,0.31940036127798377,0.3504791826402895,0.20700534927660574,0.09199788796818463,0.0,8.215248266963392e-37,3.1556179004610383e-12,6.339837774655683e-35,0.0,7.670912035641672e-53,7.030386403630869e-16,2.723156302339786e-38,2.626835312327875e-35,1.555408891306354e-51,2.297011444256985e-19,1.2399114293765945e-23,2.78946474263357e-83,3.0900456049547126e-19,2.142336213953626e-55,3.4201210200768574e-36,4.19748582063468e-64,3.155203442537355e-12,6.559625733492628e-55,2.0307496457431945e-05,7.060710062804737e-06,4.490466907805407e-06,5.609496094568679e-06,4.64059908857468e-06,2.2303045206163316e-06,2.259501427348992e-06,2.6498024144907633e-10,1.6162637887196496e-18,1.9342968119489796e-10,9.564794175285198e-07,5.032235061953282e-14,4.535866346470109e-12,1.9340145488522137e-10,1.5727614093445844e-20
1.3150823092083202e-13,0.06662394546715897,0.0,16.542674998465166,0.031074090846195494,0.31939974782254543,0.3504788134447774,0.2070048974533927,0.09199657567803127,0.0,9.946624948641989e-37,3.363319382161293e-12,7.689928648459395e-35,0.0,1.1242218989511875e-52,8.512045922361478e-16,3.5140013709415547e-38,2.9839938722329783e-35,1.8831965471450316e-51,2.6093398303517925e-19,1.3215211463805208e-23,3.8361945286207265e-83,3.301588856416991e-19,2.593813230346705e-55,4.413403994042109e-36,6.151684673798988e-64,3.362848572934441e-12,8.464748885926106e-55,2.161978160491212e-05,7.525401536170416e-06,4.786058955392622e-06,5.978691399044525e-06,4.945626360937568e-06,2.377100461307124e-06,2.4082127882640425e-06,2.9546459735189066e-10,1.8151587271959698e-18,2.1972939465344564e-10,1.0194169889485278e-06,6.092676088197709e-14,5.361839644462139e-12,2.1969522037458358e-10,2.029552517142512e-20
1.3962957471747787e-13,0.06662394546715897,0.0,16.54267189616972,0.03107402791085296,0.3193991343705363,0.35047844425205443,0.20700444568209186,0.0919952663573702,0.0,1.1905647400384131e-36,3.5710206450690793e-12,9.221183450765822e-35,0.0,1.610557561690065e-52,1.0188503031193265e-15,4.465744027027696e-38,3.3639080446513113e-35,2.2540750752718972e-51,2.941570300227154e-19,1.403130685267836e-23,5.176197571637796e-83,3.5141391211641435e-19,3.1046412872806294e-55,5.6087761032942095e-36,8.812884257969355e-64,3.570489894353274e-12,1.0757498869617888e-54,2.2929097260176045e-05,7.990087385323058e-06,5.081654591545798e-06,6.347883914280639e-06,5.250602096550693e-06,2.5238960265248223e-06,2.556922992222437e-06,3.275328793351588e-10,2.0254784703536506e-18,2.4770473373332244e-10,1.0823523314851866e-06,7.292508029219485e-14,6.28004644812912e-12,2.4766382968699925e-10,2.579288725387005e-20
1.4775091851412372e-13,0.06662394546715897,0.0,16.54266879689213,0.03107396497773921,0.31939852092195636,0.3504780750621206,0.20700399396269445,0.09199395999948223,0.0,1.4106386927502308e-36,3.77872168918605e-12,1.0945470495091436e-34,0.0,2.260848373337524e-52,1.2071790402347828e-15,5.598854536111627e-38,3.7665774037123406e-35,2.6707054201542295e-51,3.2937028029838205e-19,1.4847400460590055e-23,6.866978483918504e-83,3.7276963403176028e-19,3.6784854259688034e-55,7.031948883849427e-36,1.2371234581493606e-63,3.77812740687788e-12,1.3487197604705137e-54,2.4235450142378993e-05,8.454767610423603e-06,5.3772538210772505e-06,6.7170736403651505e-06,5.555526304131916e-06,2.6706912163601038e-06,2.705632039258783e-06,3.6118042783806575e-10,2.2472227647291404e-18,2.7735566588899844e-10,1.1452854452285603e-06,8.64033588563925e-14,7.295150779903856e-12,2.773072020216022e-10,3.233797413830862e-20
1.5587226231076958e-13,0.06662394546715897,0.0,16.542665700625673,0.03107390204685417,0.3193979074768054,0.3504777058749759,0.20700354229519166,0.0919926565976635,0.0,1.6562918427443718e-36,3.986422514513857e-12,1.287473726216556e-34,0.0,3.1162661702138083e-52,1.4173941046397992e-15,6.935028998394059e-38,4.192001524697769e-35,3.135748508849673e-51,3.665737287734835e-19,1.5663492287744891e-23,8.972966752244994e-83,3.942260455019643e-19,4.319010663645277e-55,8.710173609773695e-36,1.7052024212338057e-63,3.985761110592234e-12,1.6706121463972395e-54,2.5538846955457433e-05,8.919442211632804e-06,5.672856648785265e-06,7.086260577386041e-06,5.860398992397505e-06,2.817486030903521e-06,2.854339929407563e-06,3.964025969902887e-10,2.480391356865086e-18,3.086821585766255e-10,1.2082163302686838e-06,1.0144764292591574e-13,8.411802923565686e-12,3.0862525658210804e-10,4.0056146087008093e-20
1.6399360610741543e-13,0.06662394546715897,0.0,16.542662607363653,0.031073839118197742,0.31939729403508327,0.3504773366906201,0.20700309067957462,0.09199135614522518,0.0,1.928932136461191e-36,4.194123121054155e-12,1.5021010385633768e-34,0.0,4.2258874924874826e-52,1.6506988314195114e-15,8.497189248922202e-38,4.640179984032897e-35,3.6518652510079877e-51,4.05767370360549e-19,1.6479582334347437e-23,1.1566537739939632e-82,4.157831406433258e-19,5.029881993567163e-55,1.0672241167631078e-35,2.312379530692615e-63,4.193391005580267e-12,2.046950126792208e-54,2.683929438821426e-05,9.384111189111216e-06,5.968463079454191e-06,7.4554447254311315e-06,6.1652201700621375e-06,2.9642804702454966e-06,3.0030466627031415e-06,4.3319475451195875e-10,2.7249839933103284e-18,3.4168417925402615e-10,1.2711449866955626e-06,1.1814397519776287e-13,9.634639524450004e-12,3.4161791257680373e-10,4.907985031777641e-20
1.7211494990406128e-13,0.06662394546715897,0.0,16.542659517099374,0.031073776191769837,0.3193966805967898,0.35047696750905327,0.2070026391158346,0.09199005863549359,0.0,2.229967994490622e-36,4.4018235088085946e-12,1.7396395654552054e-34,0.0,5.646732646780911e-52,1.90829658963653e-15,1.0309482864715286e-37,5.111112359288881e-35,4.2217165388746855e-51,4.469511999733342e-19,1.7295670600602235e-23,1.4727752960171108e-82,4.374409135742194e-19,5.814764385019638e-55,1.2948482065470602e-35,3.0898557305860863e-63,4.401017091925858e-12,2.4835522242007257e-54,2.8136799114296917e-05,9.848774543019204e-06,6.264073117854422e-06,7.8246260845881e-06,6.469989845838904e-06,3.1110745344763323e-06,3.1517522391797587e-06,4.715522817395282e-10,2.9810004206198995e-18,3.7636169538069616e-10,1.3340714145991747e-06,1.365783947146282e-13,1.0968283563541804e-11,3.7628508921854986e-10,5.954862077600623e-20
1.8023629370070713e-13,0.06662394546715897,0.0,16.542656429826174,0.031073713267570365,0.31939606716192476,0.35047659833027517,0.2070021876039628,0.09198876406181018,0.0,2.560808445395947e-36,4.6095236777788305e-12,2.0013077995715757e-34,0.0,7.445712092744033e-52,2.1913907825722093e-15,1.2397283043760195e-37,5.604798229171915e-35,4.8479632472923473e-51,4.901252125268152e-19,1.8111757086713795e-23,1.8545642477530546e-82,4.59199358415079e-19,6.67732278331776e-55,1.5570766280654827e-35,4.0742437258438094e-63,4.6086393697128405e-12,2.9865324021033003e-54,2.943136779230392e-05,1.0313432273516943e-05,6.559686768742512e-06,8.193804654944474e-06,6.774708028439305e-06,3.257868223686201e-06,3.300456658871536e-06,5.114705735007845e-10,3.24844038535502e-18,4.1271467441779276e-10,1.396995614069468e-06,1.5683693686550513e-13,1.2417344482677556e-11,4.126267057247675e-10,7.160907877885811e-20
1.8835763749735298e-13,0.06662394546715897,0.0,16.542653345537385,0.03107365034559924,0.31939545373048794,0.3504762291542859,0.2070017361439504,0.09198747241753144,0.0,2.9228631304226454e-36,4.817223627966512e-12,2.28833214808361e-34,0.0,9.699334848210699e-52,2.50118484760801e-15,1.4787188641859024e-37,6.121237173528548e-35,5.533266233704858e-51,5.352894029371922e-19,1.892784179288657e-23,2.3117587668265376e-82,4.810584692884062e-19,7.621222109812304e-55,1.857250330623021e-35,5.307408417898493e-63,4.816257839025002e-12,3.562300059549486e-54,3.072300706573326e-05,1.0778084380764419e-05,6.855304036861126e-06,8.562980436587631e-06,7.079374726573256e-06,3.4046615379651537e-06,3.4491599218124716e-06,5.529450381757443e-10,3.527303634083096e-18,4.507430838281395e-10,1.4599175851963638e-06,1.7900563338560105e-13,1.398641812355486e-11,4.50642681317445e-10,8.541493258540657e-20
1.9647898129399883e-13,0.06662394546715897,0.0,16.542650264226374,0.031073587425856367,0.31939484030247933,0.35047585998108516,0.2070012847357886,0.09198618369602893,0.0,3.3175424021712405e-36,5.024923359373297e-12,2.6019469318092107e-34,0.0,1.2494908457881139e-51,2.838882256332235e-15,1.7507024109846016e-37,6.660428773340899e-35,6.280286338159944e-51,5.824437661218855e-19,1.974392471932501e-23,2.854989608716183e-82,5.030182403187626e-19,8.650127261893263e-55,2.1988642071985822e-35,6.837123503473581e-63,5.023872499946081e-12,4.217560029297589e-54,3.201172356303002e-05,1.1242730864921421e-05,7.15092492693909e-06,8.932153429604794e-06,7.38398994894908e-06,3.551454477403116e-06,3.597862028036447e-06,5.959710976408555e-10,3.817589913377724e-18,4.904468910762216e-10,1.5228373280697527e-06,2.0317051235668954e-13,1.5680086783630208e-11,4.903329352231308e-10,1.011269776373323e-19
2.0460032509064468e-13,0.06662394546715897,0.0,16.542647185886505,0.031073524508341655,0.3193942268778987,0.3504754908106729,0.20700083337946856,0.09198489789068919,0.0,3.7462574049135374e-36,5.232622872000834e-12,2.94339438458339e-34,0.0,1.5931490632117542e-51,3.2056865146161668e-15,2.058583944469797e-37,7.222372610723233e-35,7.09168438331186e-51,6.315882969995354e-19,2.05600058662335e-23,3.495821328460041e-82,5.250786656327651e-19,9.767703112993514e-55,2.585567088298626e-35,8.717592191552027e-63,5.231483352559768e-12,4.959312575539114e-54,3.329752389762029e-05,1.1707371726147552e-05,7.446549443691428e-06,9.301323634083047e-06,7.688553704273524e-06,3.6982470420898852e-06,3.7465629775772205e-06,6.405441872293979e-10,4.1192989698186754e-18,5.318260636281818e-10,1.5857548427794975e-06,2.2941759820739796e-13,1.7502919255790566e-11,5.316973866729309e-10,1.1891309671036354e-19
2.1272166888729053e-13,0.06662394546715897,0.0,16.542644110511176,0.031073461593055022,0.3193936134567459,0.3504751216430492,0.20700038207498156,0.09198361499491375,0.0,4.210420232535433e-36,5.440322165850778e-12,3.313924651633432e-34,0.0,2.012191643441863e-51,3.6028011628328554e-15,2.4053910076986738e-37,7.807068268912127e-35,7.970121174423032e-51,6.827229904899966e-19,2.137608523381641e-23,4.2468693175677774e-82,5.472397393590718e-19,1.0977614512591138e-54,3.0211617278038454e-35,1.101055644253659e-62,5.4390903969497095e-12,5.794853393790834e-54,3.458041466800814e-05,1.2172006964602224e-05,7.742177591819492e-06,9.670491050109318e-06,7.993066001251734e-06,3.84503923211514e-06,3.895262770468431e-06,6.866597556178693e-10,4.432430549991903e-18,5.748805689518078e-10,1.6486701294154334e-06,2.578329117137768e-13,1.9459470942167452e-11,5.747359549024948e-10,1.3894826049176342e-19
2.2084301268393638e-13,0.06662394546715897,0.0,16.54264103809378,0.03107339867999637,0.3193930000390207,0.3504747524782138,0.20699993082231877,0.09198233500211907,0.0,4.711443961617799e-36,5.648021240924778e-12,3.7147957899512137e-34,0.0,2.5192877604551543e-51,4.03142977578847e-15,2.794273688596857e-37,8.414515332269551e-35,8.918257499367758e-51,7.3584784151433975e-19,2.2192162822278063e-23,5.121764662442913e-82,5.695014556283869e-19,1.2283526286214469e-54,3.5096048048694683e-35,1.3785340363389607e-62,5.646693633199501e-12,6.731773606420687e-54,3.5860402457745866e-05,1.2636636580444669e-05,8.037809376010906e-06,1.0039655677770382e-05,8.297526848587287e-06,3.991831047568432e-06,4.043961406743599e-06,7.343132648611405e-10,4.7569844004895356e-18,6.196103745165368e-10,1.711583188067367e-06,2.885024699993031e-13,2.1554283818928313e-11,6.19448559152021e-10,1.6141452730372724e-19
2.2896435648058226e-13,0.06662394546715897,0.0,16.542637968627737,0.031073335769165614,0.319392386624723,0.35047438331616676,0.2069994796214714,0.0919810579057364,0.0,5.250742856539817e-36,5.85572009722449e-12,4.147273766349288e-34,0.0,3.1287445993770845e-51,4.492775962985879e-15,3.228504606648898e-37,9.04471338627101e-35,9.938754128633637e-51,7.909628449948455e-19,2.3008238631822755e-23,6.135295501893045e-82,5.918638085734428e-19,1.3689103235444088e-54,4.0550069071875607e-35,1.7120230981369925e-62,5.854293061392693e-12,7.777959763201443e-54,3.713749383555065e-05,1.3101260573833912e-05,8.333444800939716e-06,1.0408817517152882e-05,8.60193625498216e-06,4.138622488539193e-06,4.1926588864361235e-06,7.835001902558914e-10,5.092960267909869e-18,6.660154477934415e-10,1.774494018825075e-06,3.215122865355403e-13,2.3791886573080867e-11,6.658351186662417e-10,1.8650104381965295e-19
2.3708570027722813e-13,0.06662394546715897,0.0,16.542634902106478,0.031073272860562662,0.31939177321385254,0.3504740141569078,0.20699902847243062,0.09197978369921196,0.0,5.829732377883338e-36,6.063418734751563e-12,4.612632458431533e-34,0.0,3.856464974726277e-51,4.988043368469477e-15,3.711478918227042e-37,9.69766201751251e-35,1.103427181532586e-50,8.480679958550086e-19,2.3824312662654753e-23,7.303326315595913e-82,6.1432679232901095e-19,1.5198010137918714e-54,4.661632537691762e-35,2.110224632505462e-62,6.061888681612794e-12,8.941593835523616e-54,3.841169535523717e-05,1.3565878944928814e-05,8.629083871266315e-06,1.07779765683433e-05,8.906294229136749e-06,4.285413555116724e-06,4.341355209579289e-06,8.342160204201662e-10,5.440357898857379e-18,7.140957562552376e-10,1.8374026217783077e-06,3.5694837114197366e-13,2.617679452279344e-11,7.138955526944309e-10,2.1440404453104854e-19
2.45207044073874e-13,0.06662394546715897,0.0,16.54263183852346,0.031073209954187424,0.31939115980640925,0.3504736450004371,0.20699857737518776,0.09197851237600678,0.0,6.44982932953548e-36,6.271117153507655e-12,5.112153653741818e-34,0.0,4.7200981571705833e-51,5.518435670931385e-15,4.246714310269208e-37,1.037336081370577e-34,1.2207471295169712e-50,9.071632890195347e-19,2.4640384914978282e-23,8.64285610024477e-82,6.368904010318939e-19,1.6813911747338663e-54,5.333900106608132e-35,2.5827960710097372e-62,6.269480493943256e-12,1.0231153214588546e-53,3.968301355576513e-05,1.4030491693888023e-05,8.92472659163749e-06,1.1147132831427976e-05,9.210600779749874e-06,4.4322042473902115e-06,4.490050376206257e-06,8.864562572376688e-10,5.799177039942702e-18,7.638512673762788e-10,1.9003089970167867e-06,3.948967299863593e-13,2.8713509673201077e-11,7.636297804903983e-10,2.453268519958004e-19
2.533283878705199e-13,0.06662394546715897,0.0,16.54262877787213,0.03107314705003981,0.31939054640239295,0.3504732758467543,0.2069981263297339,0.09197724392959668,0.0,7.11245198184016e-36,6.4788153534944126e-12,5.647127049113997e-34,0.0,5.739163576313025e-51,6.085156583789067e-15,4.837850995247546e-37,1.1071809363674717e-34,1.3461013286513213e-50,9.682487194143388e-19,2.5456455388997525e-23,1.0172061182663005e-81,6.595546288209214e-19,1.854047279346951e-54,6.076381925129259e-35,3.1404181608668176e-62,6.477068498467496e-12,1.1655410709165718e-53,4.095145496127423e-05,1.4495098820870013e-05,9.220372966686464e-06,1.1516286306493099e-05,9.514855915518764e-06,4.5789945654487125e-06,4.638744386350068e-06,9.40216415817293e-10,6.169417437782649e-18,8.152819486325519e-10,1.9632131446302047e-06,4.3544336558501673e-13,3.140652075695425e-11,8.150377213124852e-10,2.794798770011869e-19
2.6144973166716576e-13,0.06662394546715897,0.0,16.542625720145978,0.031073084148119733,0.31938993300180346,0.3504729066958594,0.2069976753360604,0.0919759783534723,0.0,7.819020303297994e-36,6.686513334713489e-12,6.2188502488958745e-34,0.0,6.935307562171967e-51,6.689409855423766e-15,5.488651698931788e-37,1.179300725734474e-34,1.479755849032872e-50,1.0313242819665403e-18,2.627252408491664e-23,1.191042392844173e-81,6.82319469836934e-19,2.0381357982144225e-54,6.893804190025955e-35,3.7949354479904016e-62,6.684652695268873e-12,1.3223434545812047e-53,4.221702608118998e-05,1.4959700326033068e-05,9.51602300103302e-06,1.188543699362472e-05,9.819059645139065e-06,4.725784509381164e-06,4.7874372400436515e-06,9.954920243692236e-10,6.551078839000184e-18,8.683877675016647e-10,2.0261150647082275e-06,4.786742768034373e-13,3.4260303358339514e-11,8.68119294423552e-10,3.1708061921093867e-19
2.6957107546381164e-13,0.06662394546715897,0.0,16.542622665338488,0.031073021248427098,0.3193893196046406,0.3504725375477524,0.20699722439415835,0.09197471564113893,0.0,8.570956011143621e-36,6.8942110971665374e-12,6.8286287654426875e-34,0.0,8.332313441465282e-51,7.332399269093743e-15,6.203001662668104e-37,1.2536954085746609e-34,1.6219767590216695e-50,1.0963899716044641e-18,2.708859100293975e-23,1.3878688421450719e-81,7.0518491822278955e-19,2.234023199526844e-54,7.791046986515917e-35,4.559361800036425e-62,6.89223308443071e-12,1.4944588364134418e-53,4.347973341018628e-05,1.5424296209535293e-05,9.811676699283473e-06,1.225458489290873e-05,1.0123211977304848e-05,4.872574079276383e-06,4.936128937319812e-06,1.052278624249336e-09,6.944160990224435e-18,9.231686914628503e-10,2.0890147573404923e-06,5.246754588562521e-13,3.727931986881316e-11,9.228744190909815e-10,3.583536668381664e-19
