Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),CH3OX(210),H2NOX(204),HOX(29),H2NO(88)
7.671453168156162e-11,0.054791484931128634,0.0,13.58964026228378,0.031075110263184432,0.31420891935706563,0.34734646849639456,0.2036943312777843,0.09110490588481845,0.0,5.172210167759842e-35,5.910801517229528e-12,2.7023693972193826e-31,0.0,3.9228363282753417e-44,3.425562784255533e-08,2.8424302518249373e-33,5.5355238919619e-36,2.381094184590426e-53,7.535926152688259e-17,4.909715992892776e-26,1.2573428200359605e-85,1.2716891796673613e-18,2.8896837264941836e-58,1.223974092540963e-30,5.9644622056537096e-58,5.493550678565621e-12,6.532768650049277e-53,0.0009132858993643707,0.003930990506764224,0.002515181400192317,0.0031383236372338292,0.0020724147600319305,0.0012454741423988075,0.0012697720125244686,3.7569404840290956e-09,1.3452719877456415e-15
7.722679152677248e-11,0.054791484931128634,0.0,13.589549467091805,0.031075110263184432,0.3141745537117203,0.3473256758654228,0.20367538077652753,0.09110491173759042,0.0,5.27627835244262e-35,5.9500925626046165e-12,2.7723358338772547e-31,0.0,4.0809897687547546e-44,3.4942923916352796e-08,2.917820180250271e-33,5.609322173272926e-36,2.428918988914914e-53,7.63659486037694e-17,4.942247798493401e-26,1.2997414894607886e-85,1.287098610518841e-18,2.947723663384235e-58,1.2564373449781153e-30,6.2048071775791656e-58,5.527397220392039e-12,6.708508029955031e-53,0.0009132800409466641,0.003956906392232689,0.0025318736674011266,0.0031591162681662787,0.0020831213850103013,0.0012537180186771883,0.00127822177240129,3.762591664677804e-09,1.3627341248641787e-15
7.773905137198334e-11,0.054791484931128634,0.0,13.589458716092741,0.031075110263184432,0.31414019283201344,0.34730488538629584,0.20365646623821695,0.09110491760538136,0.0,5.381730026272184e-35,5.989381256015721e-12,2.84361599545717e-31,0.0,4.2443989594546227e-44,3.563930622683694e-08,2.9946828233992346e-33,5.683604488730366e-36,2.4773775292414192e-53,7.737927667617559e-17,4.9747765802621386e-26,1.343274468726233e-85,1.3025815584423494e-18,3.0065326990036846e-58,1.2895347459628484e-30,6.453134034822076e-58,5.5612080249621314e-12,6.887763143233336e-53,0.0009132741677682908,0.003982817914701442,0.0025485646371465193,0.0031799067472538757,0.002093792923436361,0.0012619610185616926,0.001286671129639352,3.76798457041077e-09,1.3803015398390401e-15
7.82513112171942e-11,0.054791484931128634,0.0,13.58936800916904,0.031075110263184432,0.31410583671720815,0.347284097058721,0.20363758754884456,0.09110492348674619,0.0,5.488574241121483e-35,6.0286675977062425e-12,2.9162251085963e-31,0.0,4.41320167987667e-44,3.634483325261142e-08,3.073036684222044e-33,5.758370751380165e-36,2.5264739174409677e-53,7.83992450386853e-17,5.0073023439337504e-26,1.387964297015803e-85,1.3181377171384398e-18,3.0661158234974018e-58,1.3232742625909282e-30,6.709651829617461e-58,5.594983128260508e-12,7.0705803680974605e-53,0.0009132682812727416,0.004008725075257152,0.002565254310491404,0.0032006950747894706,0.0021044294877901625,0.0012702031435802414,0.0012951200838889913,3.773120809358757e-09,1.3979740963237238e-15
7.876357106240506e-11,0.054791484931128634,0.0,13.589277346203652,0.031075110263184432,0.31407148536656776,0.3472633108824054,0.20361874459476775,0.09110492938035814,0.0,5.596820047231759e-35,6.067951587919552e-12,2.99017846159399e-31,0.0,4.587538360816654e-44,3.70595634497608e-08,3.152900367246415e-33,5.8336208744034e-36,2.576212264335955e-53,7.942585298711168e-17,5.03982509522482e-26,1.4338338079404062e-85,1.3337667815614753e-18,3.126478025737637e-58,1.3576639056910442e-30,6.974573631362729e-58,5.62872256623519e-12,7.25700638171376e-53,0.0009132623827851392,0.004034627874986039,0.0025819426884938694,0.0032214812510656925,0.002115031190191303,0.0012784443952559338,0.001303568634800474,3.778002018969507e-09,1.415751658127628e-15
7.927583090761592e-11,0.054791484931128634,0.0,13.589186727079989,0.031075110263184432,0.3140371387793564,0.3472425268570569,0.20359993726270786,0.09110493528499909,0.0,5.706476493212857e-35,6.107233226898986e-12,3.0654914040297966e-31,0.0,4.767552116883036e-44,3.77835552518684e-08,3.234292578331323e-33,5.9093547711162524e-36,2.6265966797028277e-53,8.045909981849294e-17,5.0723448398338055e-26,1.480906131396163e-85,1.3494684479145064e-18,3.187624293327274e-58,1.3927117297187228e-30,7.248116575768016e-58,5.662426374797646e-12,7.447088160115297e-53,0.0009132564735218954,0.004060526314973875,0.0025986297722072026,0.003242265276374946,0.002125598142400078,0.0012866847751070603,0.0013120167820239975,3.7826298653851005e-09,1.4336340892158745e-15
7.978809075282678e-11,0.054791484931128634,0.0,13.58909615168195,0.031075110263184432,0.31400279695483857,0.3472217449823832,0.20358116543974925,0.09110494119955083,0.0,5.81755262604357e-35,6.146512514887846e-12,3.1421793463835695e-31,0.0,4.953388779182163e-44,3.8516867070033777e-08,3.317232124421235e-33,5.9855723549699564e-36,2.6776312722747505e-53,8.14989848310885e-17,5.104861583441106e-26,1.5292046954213327e-85,1.3652424136441726e-18,3.249559612603078e-58,1.4284258326504498e-30,7.530501914256544e-58,5.696094589822835e-12,7.640872978115677e-53,0.0009132505545995798,0.004086420396305982,0.002615315562679905,0.003263047151009413,0.002136130455818634,0.0012949242846471195,0.0013204645252096901,3.7870060428166764e-09,1.4516212537091325e-15
8.030035059803764e-11,0.054791484931128634,0.0,13.589005619893886,0.031075110263184432,0.31396845989227934,0.34720096525809224,0.20356242901333804,0.09110494712298678,0.0,5.930057491071941e-35,6.185789452129403e-12,3.2202577596575654e-31,0.0,5.145196928169393e-44,3.9259557292890345e-08,3.401737913300813e-33,6.062273539550765e-36,2.7293201497442717e-53,8.254550732437515e-17,5.137375331709113e-26,1.5787532280523527e-85,1.3810883774356177e-18,3.3122889686389135e-58,1.4648143558779914e-30,7.821955063614268e-58,5.729727247149243e-12,7.838408409223113e-53,0.000913244627043066,0.0041123101200672375,0.002632000060955702,0.0032838268752610577,0.002146628241492118,0.0013031629253848335,0.001328911864007612,3.791132272916831e-09,1.4697130158834412e-15
8.08126104432485e-11,0.054791484931128634,0.0,13.588915131600587,0.031075110263184432,0.3139341275909444,0.34718018768389236,0.203543727871281,0.09110495305436446,0.0,6.044000132015599e-35,6.225064038866895e-12,3.299742175000589e-31,0.0,5.343127926665668e-44,4.00116842866228e-08,3.487828953350098e-33,6.139458238579902e-36,2.781667418765969e-53,8.359866659904324e-17,5.169886090282269e-26,1.629575759178997e-85,1.3970060392074325e-18,3.375817345248967e-58,1.5018854841029265e-30,8.122705655887923e-58,5.763324382578924e-12,8.039742325554723e-53,0.000913238691793012,0.004138195487342071,0.0026486832680735627,0.0033046044494216198,0.002157091610109816,0.0013114006988241636,0.0013373587980677574,3.795010304149891e-09,1.4879092401700335e-15
8.132487028845936e-11,0.054791484931128634,0.0,13.588824686687296,0.031075110263184432,0.3138998000500997,0.34715941225949215,0.20352506190174433,0.09110495899281883,0.0,6.159389590962074e-35,6.264336275343526e-12,3.3806481833341528e-31,0.0,5.547335953038946e-44,4.077330639498448e-08,3.575524353300162e-33,6.217126365913515e-36,2.834677184959088e-53,8.46584619569928e-17,5.202393864787129e-26,1.6816966223986564e-85,1.4129951001066157e-18,3.440149724990946e-58,1.5396474452313749e-30,8.432987588530659e-58,5.7968860318775335e-12,8.244922897751062e-53,0.0009132327497127313,0.004164076499214471,0.0026653651850677197,0.0033253798737826207,0.0021675206720063005,0.0013196376064643256,0.0013458053270400516,3.798641911160276e-09,1.5062097911551613e-15
8.183713013367022e-11,0.054791484931128634,0.0,13.588734285039695,0.031075110263184432,0.31386547726901187,0.3471386389846001,0.20350643099325258,0.09110496493755582,0.0,6.276234908369131e-35,6.303606161802466e-12,3.4629914349806276e-31,0.0,5.757978034549999e-44,4.1544481939314615e-08,3.664843321989229e-33,6.29527783554263e-36,2.8883535529101683e-53,8.572489270132964e-17,5.234898660832413e-26,1.735140456869737e-85,1.4290552625035544e-18,3.505291089169264e-58,1.578108510268935e-30,8.753039074794544e-58,5.830412230774373e-12,8.453998594890864e-53,0.0009132268015945035,0.004189953156767981,0.0026820458129676746,0.0033461531486353637,0.0021779155371625647,0.001327873649799805,0.0013542514505743557,3.802028894139222e-09,1.5246145335799164e-15
8.234938997888109e-11,0.054791484931128634,0.0,13.588643926543886,0.031075110263184432,0.313831159246948,0.34711786785892523,0.20348783503468743,0.09110497088784657,0.0,6.394545123065081e-35,6.342873698486854e-12,3.546787639293395e-31,0.0,5.975214080862003e-44,4.232526921855555e-08,3.755805168119273e-33,6.373912561593099e-36,2.94270062617566e-53,8.67979581363618e-17,5.267400484009065e-26,1.7899322091641924e-85,1.4451862299870264e-18,3.571246417838222e-58,1.6172769932158197e-30,9.08310269436898e-58,5.863903014962428e-12,8.667018184406032e-53,0.0009132208481653701,0.004215825461085701,0.0026987251527982193,0.0033669242742709344,0.0021882763152071536,0.0013361088303203727,0.0013626971683204636,3.805173078190061e-09,1.543123332340059e-15
8.286164982409195e-11,0.054791484931128634,0.0,13.588553611086391,0.031075110263184432,0.3137968459831758,0.34709709888217677,0.2034692739152866,0.09110497684302206,0.0,6.514329272249111e-35,6.382138885639797e-12,3.632052564288988e-31,0.0,6.199206917713401e-44,4.311572650926991e-08,3.848429300013084e-33,6.453030458325564e-36,2.997722507284529e-53,8.787765756759552e-17,5.29989933989031e-26,1.846097135119177e-85,1.4613877073592235e-18,3.638020689805163e-58,1.6571612509621975e-30,9.423425444264307e-58,5.897358420098398e-12,8.88403073199682e-53,0.000913214890092458,0.004241693413250294,0.0027154032055794535,0.0033876932509801995,0.0021986031154172954,0.0013443431495111006,0.0013711424799281056,3.808076312692308e-09,1.5617360524858389e-15
8.337390966930281e-11,0.054791484931128634,0.0,13.588463338554154,0.031075110263184432,0.31376253747696325,0.3470763320540639,0.20345074752464257,0.09110498280246833,0.0,6.635596391491605e-35,6.421401723504365e-12,3.7188020362811887e-31,0.0,6.430122320753501e-44,4.391591206565751e-08,3.942735225371796e-33,6.532631440135387e-36,3.0534232977408534e-53,8.896399030173149e-17,5.332395234031713e-26,1.90366080168784e-85,1.4776594006307946e-18,3.7056188826336255e-58,1.6977696831837373e-30,9.774258789939825e-58,5.9307784818027465e-12,9.105085601547296e-53,0.0009132089279878668,0.004267557014343977,0.0027320799723267925,0.003408460079053809,0.002208896046720031,0.001352576608852376,0.0013795873850469466,3.8107404706647346e-09,1.5804525592218217e-15
8.388616951451367e-11,0.054791484931128634,0.0,13.588373108834526,0.031075110263184432,0.3137282337275791,0.34705556737429627,0.20343225575270174,0.09110498876562194,0.0,6.758355514734465e-35,6.460662212323598e-12,3.8070519395171093e-31,0.0,6.668129049540293e-44,4.4725884119572454e-08,4.038742551032893e-33,6.612715421552623e-36,3.1098070980264006e-53,9.005695564666122e-17,5.364888171971227e-26,1.9626490887892446e-85,1.4940010170159084e-18,3.774045972646471e-58,1.739110732237346e-30,1.0135858716675311e-57,5.964163235659734e-12,9.330232455040948e-53,0.0009132029624131611,0.004293416265448535,0.0027487554540509885,0.003429224758782197,0.0022191552176933295,0.0013608092098199161,0.001388031883326587,3.813167448127734e-09,1.599272717906713e-15
8.439842935972453e-11,0.054791484931128634,0.0,13.588282921815258,0.031075110263184432,0.31369393473429225,0.34703480484258364,0.20341379848976301,0.0911049947319658,0.0,6.882615674291436e-35,6.499920352340505e-12,3.8968182158152096e-31,0.0,6.913398881699908e-44,4.5545700880539863e-08,4.136470982728677e-33,6.693282317241945e-36,3.166878007603205e-53,9.115655291146317e-17,5.397378159229267e-26,2.0230881911574345e-85,1.5104122649273359e-18,3.843306934929018e-58,1.7811928830571196e-30,1.0508485781185348e-57,5.997512717217455e-12,9.559521252476595e-53,0.0009131969938834923,0.004319271167645307,0.0027654296517581442,0.003449987290455584,0.0022293807365672117,0.001369040953884787,0.0013964759744165658,3.8153591634651e-09,1.6181963940531849e-15
8.491068920493539e-11,0.054791484931128634,0.0,13.588192777384506,0.031075110263184432,0.31365964049637257,0.34701404445863604,0.2033953756264767,0.09110500070102545,0.0,7.008385900848425e-35,6.539176143798058e-12,3.988116864205269e-31,0.0,7.166106647247247e-44,4.6375420535772756e-08,4.235940324845199e-33,6.774332042002603e-36,3.224640124916131e-53,9.226278140639902e-17,5.429865201308746e-26,2.085004620189632e-85,1.5268928539715565e-18,3.913406743332144e-58,1.824024663050488e-30,1.0892405163475578e-57,6.030826961987881e-12,9.793002251784461e-53,0.0009131910228713879,0.004345121722015199,0.0027821025664497233,0.0034707476743639737,0.0022395727112248646,0.0013772718425134134,0.0014049196579663564,3.817317556785526e-09,1.637223453327699e-15
8.542294905014625e-11,0.054791484931128634,0.0,13.588102675430818,0.031075110263184432,0.31362535101308997,0.3469932862221636,0.20337698705384358,0.09110500667236554,0.0,7.135675223463832e-35,6.578429586939199e-12,4.080963940570286e-31,0.0,7.426430263067196e-44,4.7215101250188696e-08,4.337170480181661e-33,6.855864510768386e-36,3.2830975473954203e-53,9.337564044290996e-17,5.46234930369514e-26,2.1484252057935877e-85,1.5434424949438793e-18,3.9843503704753795e-58,1.8676146419945575e-30,1.1287886718940141e-57,6.064106005446892e-12,1.0030726008742481e-52,0.0009131850498102286,0.00437096792963868,0.0027987741991225743,0.0034915059107971567,0.0022497312492037523,0.0013855018771675978,0.001413362933625372,3.81904458928399e-09,1.6563537615503336e-15
8.593520889535711e-11,0.054791484931128634,0.0,13.588012615843134,0.031075110263184432,0.31359106628371536,0.3469725301328767,0.20335863266321375,0.09110501264558668,0.0,7.26449266956886e-35,6.6176806820068354e-12,4.1753755572903055e-31,0.0,7.694550767555939e-44,4.8064801166426476e-08,4.4401814497102804e-33,6.937879638607538e-36,3.342254371459234e-53,9.4495129333613e-17,5.49483047185655e-26,2.2133770982340668e-85,1.5600608998235887e-18,4.0561427877499954e-58,1.9119714319326595e-30,1.1695205030699461e-57,6.097349883034323e-12,1.027274337689284e-52,0.0009131790750974443,0.004396809791595784,0.0028154445507689346,0.0035122620000447094,0.0022598564576967245,0.0013937310593045325,0.0014218058010429626,3.820542242603256e-09,1.67558718469461e-15
8.644746874056797e-11,0.054791484931128634,0.0,13.58792259851078,0.031075110263184432,0.31355678630751954,0.34695177619048617,0.20334031234628505,0.09110501862032246,0.0,7.394847264967848e-35,6.6569294292438445e-12,4.271367882888154e-31,0.0,7.970652355421817e-44,4.8924578404862625e-08,4.544993332336613e-33,7.020377340722733e-36,3.402114692516187e-53,9.562124739229716e-17,5.527308711243748e-26,2.2798877699784954e-85,1.5767477817691056e-18,4.128788965322074e-58,1.9571036870710983e-30,1.2114639462177614e-57,6.130558630153994e-12,1.0519105507458727e-52,0.0009131730990974472,0.004422647308966112,0.0028321136223764553,0.0035330159423959963,0.002269948443553121,0.0014019593903768178,0.0014302482598684176,3.821812518195717e-09,1.6949235888873161e-15
8.695972858577883e-11,0.054791484931128634,0.0,13.587832623323465,0.031075110263184432,0.3135225110837742,0.34693102439470275,0.2033220259951026,0.09110502459623673,0.0,7.526748033838588e-35,6.696175828893069e-12,4.368957141677093e-31,0.0,8.254922412645222e-44,4.979449106362783e-08,4.651626324660346e-33,7.103357532451014e-36,3.46268260496786e-53,9.675399393391987e-17,5.559784027290231e-26,2.3479850175417486e-85,1.5935028551131738e-18,4.202293872135569e-58,2.0030201036760903e-30,1.2546474209918457e-57,6.163732282173752e-12,1.076986384926129e-52,0.0009131671221443281,0.004448480482828827,0.0028487814149282076,0.003553767738140171,0.0022800073132798722,0.0014101868718324733,0.0014386903097509654,3.822857436685765e-09,1.7143628404083345e-15
8.798424827620056e-11,0.054791484931128634,0.0,13.587652798944672,0.031075110263184432,0.3134539748907242,0.34688952724180167,0.2032855547598851,0.09110503655039374,0.0,7.795224180575685e-35,6.7746615863993686e-12,4.568991632937294e-31,0.0,8.848733646713878e-44,5.156495492353738e-08,4.8704369118385245e-33,7.270765046766495e-36,3.585957576641563e-53,9.903936973163063e-17,5.624725911009057e-26,2.489052057482174e-85,1.627216439170825e-18,4.351899743170166e-58,2.0972404160337552e-30,1.3448505925123768e-57,6.2299744422052934e-12,1.1284776449354716e-52,0.000913155166577621,0.004500133804345921,0.0028821131667739106,0.003595264890962733,0.002300026128666687,0.001426639291663169,0.0014555731812839515,3.8242793768980025e-09,1.7535493513192685e-15
8.890631599758011e-11,0.054791484931128634,0.0,13.587491100041056,0.031075110263184432,0.31339230856306255,0.3468521871426906,0.20325284573510266,0.09110504731033098,0.0,8.042231123172908e-35,6.845290741840345e-12,4.754648078821359e-31,0.0,9.413046363469023e-44,5.3193617920536984e-08,5.073799239548918e-33,7.423081077537551e-36,3.6993660682246604e-53,1.0111887051266524e-16,5.683163662688025e-26,2.6217240372262754e-85,1.6577890374661707e-18,4.4895317046376234e-58,2.1848086278329895e-30,1.4305695446734382e-57,6.289472715067057e-12,1.1763755056658104e-52,0.000913144406121847,0.004546606949732622,0.0029121073788333303,0.0036326049900031712,0.002317930866857065,0.0014414435782552305,0.0014707663635587283,3.82480904274121e-09,1.789167610650093e-15
8.982838371895966e-11,0.054791484931128634,0.0,13.58732953598923,0.031075110263184432,0.31333065762203516,0.34681485399409945,0.20322024509616485,0.09110505807000324,0.0,8.294387937523419e-35,6.915912294872098e-12,4.945733421846016e-31,0.0,1.0006888737045834e-43,5.485602220649806e-08,5.28338050017121e-33,7.576959064112332e-36,3.8151307862973207e-53,1.0321983697765241e-16,5.741592026461415e-26,2.759983819686917e-85,1.6885781863635886e-18,4.6300231703259186e-58,2.2750546786355544e-30,1.5207708353662184e-57,6.3488578282057385e-12,1.2257791113594479e-52,0.0009131336466290741,0.00459306603891813,0.0029420974618332,0.0036699381385238384,0.00233572994964882,0.0014562451344012966,0.0014859582154005575,3.824640785369197e-09,1.8251170226882992e-15
9.075045144033921e-11,0.054791484931128634,0.0,13.587168106159384,0.031075110263184432,0.3132690220634116,0.34677752779434917,0.20318775222587915,0.09110506882826298,0.0,8.551747193861248e-35,6.986526246909707e-12,5.1423442537455475e-31,0.0,1.0631473659323657e-43,5.6552505807487455e-08,5.499301981377731e-33,7.732398517587945e-36,3.9332755733252516e-53,1.0534226517318809e-16,5.800011033400217e-26,2.904005474017545e-85,1.7195822616855245e-18,4.773403075324239e-58,2.368030792374836e-30,1.6156383886035806e-57,6.408129986590911e-12,1.276719541948913e-52,0.0009131228892344593,0.0046395110781805825,0.0029720834213432545,0.0037072643382034883,0.0023534239859532317,0.001471043968382592,0.001501148734761607,3.823786998629795e-09,1.8613968130909582e-15
9.167251916171877e-11,0.054791484931128634,0.0,13.587006809925462,0.031075110263184432,0.31320740188296675,0.34674020854176324,0.20315536651060784,0.09110507958412992,0.0,8.814361445371287e-35,7.057132599367911e-12,5.344577724460332e-31,0.0,1.1288050366803955e-43,5.828340651733056e-08,5.721685977469901e-33,7.889398950467798e-36,4.0538242614001657e-53,1.0748615115784288e-16,5.858420714398487e-26,3.0539666179805555e-85,1.7507996512044932e-18,4.919700342131898e-58,2.463789626359362e-30,1.7153616316129203e-57,6.467289394817541e-12,1.3292281891181365e-52,0.0009131121349057575,0.004685942073793645,0.0030020652628863424,0.003744583590718703,0.002371013581173718,0.0014858400884334413,0.0015163379195934428,3.8222602271806285e-09,1.8980062091084576e-15
9.259458688309832e-11,0.054791484931128634,0.0,13.586845646665163,0.031075110263184432,0.3131457970764802,0.3467028962346675,0.20312308734024737,0.09110509033676704,0.0,9.082283228195358e-35,7.127731353661108e-12,5.552531535793249e-31,0.0,1.1977905127693239e-43,6.004906189790902e-08,5.9506557849357186e-33,8.047959876660623e-36,4.176800672285641e-53,1.096514910020941e-16,5.916821100174381e-26,3.2100484526644606e-85,1.782228754555351e-18,5.068943880713979e-58,2.562384269358916e-30,1.8201355986133857e-57,6.5263362571067066e-12,1.383336756149135e-52,0.0009131013844672529,0.004732359032026517,0.003032042991938698,0.003781895897743896,0.0023884993372260558,0.0015006335027415423,0.0015315257678470422,3.820073154706691e-09,1.9349444395812567e-15
9.351665460447787e-11,0.054791484931128634,0.0,13.586684615759866,0.031075110263184432,0.31308420763973704,0.34666559087138943,0.20309091410820826,0.09110510108546023,0.0,9.355565061438296e-35,7.198322511203355e-12,5.766303935128511e-31,0.0,1.2702361934291613e-43,6.184980927945591e-08,6.186335698022861e-33,8.208080811479494e-36,4.302228617462644e-53,1.118382807882583e-16,5.975212221271163e-26,3.372435797172704e-85,1.8138679831482176e-18,5.221162588556587e-58,2.6638682396973814e-30,1.930161035389658e-57,6.585270777306306e-12,1.4390772577694088e-52,0.0009130906386202689,0.00477876195914395,0.003062016613930209,0.0038192012609513325,0.0024058818525584677,0.0015154242194482346,0.0015467122774728017,3.817238592226694e-09,1.9722107349366367e-15
9.443872232585742e-11,0.054791484931128634,0.0,13.586523716594595,0.031075110263184432,0.31302263356852694,0.3466282924502591,0.20305884621139458,0.09110511182960061,0.0,9.634259447174014e-35,7.2689060734083645e-12,5.985993709210844e-31,0.0,1.3462783200533469e-43,6.368598576084833e-08,6.428851004327025e-33,8.369761271640857e-36,4.4301318981746985e-53,1.1404651661042447e-16,6.033594108058207e-26,3.541317123284927e-85,1.8457157600820392e-18,5.376385350721673e-58,2.76829548335215e-30,2.045644504639261e-57,6.6440931588917635e-12,1.496482020000032e-52,0.0009130798979607628,0.00482515086140627,0.00309198613424468,0.003856499682011134,0.00242316172217161,0.001530212246648771,0.0015618974464205434,3.813769466498554e-09,2.009804327185463e-15
9.536079004723697e-11,0.054791484931128634,0.0,13.586362948558005,0.031075110263184432,0.31296107485864477,0.34659100096960843,0.20302688305018393,0.09110512256866961,0.0,9.918418870451582e-35,7.339482041689517e-12,6.211700177985964e-31,0.0,1.426057046476959e-43,6.555792820989721e-08,6.678327980395797e-33,8.533000775263597e-36,4.560534305472719e-53,1.1627619457438714e-16,6.091966790732005e-26,3.7168845900902283e-85,1.877770520058792e-18,5.534641039901435e-58,2.8757203720602186e-30,2.1667984921068067e-57,6.7028036049667395e-12,1.5555836800044406e-52,0.0009130691629942942,0.004871525745069388,0.0031219515582200995,0.0038937911625912948,0.0024403395376384274,0.0015449975923925846,0.0015770812726395294,3.809678808534823e-09,2.047724449918961e-15
9.628285776861653e-11,0.054791484931128634,0.0,13.58620231104232,0.031075110263184432,0.3128995315058904,0.3465537164277714,0.20299502402840752,0.0911051333022261,0.0,1.0208095799301292e-34,7.410050417459849e-12,6.443523188500799e-31,0.0,1.5097165097681301e-43,6.746597326363494e-08,6.934893887347737e-33,8.697798841868081e-36,4.693459620259517e-53,1.1852731079758025e-16,6.150330299317164e-26,3.899334078592945e-85,1.910030709298323e-18,5.69595851647234e-58,2.9861977014308507e-30,2.2938415134887378e-57,6.761402318263843e-12,1.6164151859379075e-52,0.000913058434148851,0.0049178866163848145,0.003151912891148902,0.003931075704357688,0.0024574158871239083,0.0015597802646835533,0.0015922637540784633,3.8049797422383916e-09,2.085970338305485e-15
9.720492548999608e-11,0.054791484931128634,0.0,13.586041803443331,0.031075110263184432,0.3128380035060685,0.3465164388230845,0.20296326855332997,0.09110514402989539,0.0,1.0503342684740712e-34,7.480611202132058e-12,6.68156310886293e-31,0.0,1.5974049015293173e-43,6.941045732859991e-08,7.19867696650667e-33,8.864154992375256e-36,4.82893161333396e-53,1.2079986140901132e-16,6.208684663667387e-26,4.0888652262911674e-85,1.942494785453809e-18,5.8603666285487075e-58,3.099782689064772e-30,2.4269982221035731e-57,6.819889501145325e-12,1.6790097967976935e-52,0.0009130477117858837,0.004964233481599686,0.0031818701382782285,0.003968353308974078,0.0024743913554047137,0.0015745602714802669,0.0016074448886855056,3.799685473168651e-09,2.1245412290873063e-15
9.812699321137563e-11,0.054791484931128634,0.0,13.585881425160347,0.031075110263184432,0.31277649085498854,0.34647916815388585,0.20293161603562995,0.09110515475135986,0.0,1.0804211960780775e-34,7.551164397118501e-12,6.925920822258504e-31,0.0,1.6892745397038776e-43,7.139171658111919e-08,7.469806435051032e-33,9.032068749105733e-36,4.966974045434811e-53,1.2309384254919595e-16,6.26702991346647e-26,4.285681461728172e-85,1.9751612175278417e-18,6.027894212035906e-58,3.216530972679877e-30,2.566499517320812e-57,6.878265355603795e-12,1.7434010822738763e-52,0.0009130369962098021,0.005010566346956763,0.0032118233048101857,0.00400562397810214,0.0024912665238887035,0.001589337620696288,0.0016226246744082769,3.793809277447838e-09,2.163436360577398e-15
9.904906093275518e-11,0.054791484931128634,0.0,13.585721175596158,0.031075110263184432,0.3127149935484652,0.346441904418516,0.20290006588938017,0.09110516546635058,0.0,1.1110756044431807e-34,7.621710003831202e-12,7.176697721028291e-31,0.0,1.785481940886593e-43,7.341008696758806e-08,7.748412481678323e-33,9.201539635778908e-36,5.1076106672842325e-53,1.2540925037009263e-16,6.325366078229263e-26,4.4899900390168795e-85,2.0080284857891264e-18,6.198570090683175e-58,3.33649860824342e-30,2.7125826537464683e-57,6.936530083262907e-12,1.8096229226008323e-52,0.000913026287676128,0.005056885218694459,0.0032417723959021066,0.0040428877134014544,0.0025080419706343406,0.0016041123202004126,0.0016378031091938698,3.787364490816878e-09,2.202654972656235e-15
9.997112865413474e-11,0.054791484931128634,0.0,13.585561054157044,0.031075110263184432,0.31265351158231786,0.34640464761531736,0.20286861753202803,0.09110517617464066,0.0,1.1423027335709623e-34,7.692248023681848e-12,7.433995700801422e-31,0.0,1.8861878931355798e-43,7.546590420474756e-08,8.034626262284574e-33,9.372567177512094e-36,5.25086521963097e-53,1.2774608103503809e-16,6.383693187302668e-26,4.702002072337401e-85,2.0410950816897935e-18,6.372423076136007e-58,3.4597420681106976e-30,2.865491351161412e-57,6.994683885378078e-12,1.8777095084093993e-52,0.00091301558639847,0.0051031901030468545,0.003271717416666806,0.004080144516529531,0.0025247182703699946,0.0016188843778169326,0.0016529801909888563,3.780364497849596e-09,2.2421963067685977e-15
9.999999999999999e-11,0.054791484931128634,0.0,13.585556042572954,0.031075110263184432,0.3126515867358802,0.3464034811599271,0.20286763447316192,0.09110517650982315,0.0,1.1432898069867915e-34,7.694456554122754e-12,7.442158500017016e-31,0.0,1.8894155771614413e-43,7.55308832600992e-08,8.043712328106023e-33,9.377947439063827e-36,5.255393266513186e-53,1.2781959661589358e-16,6.385519352102413e-26,4.7087672122407166e-85,2.0421336491484764e-18,6.377918290462717e-58,3.463654520874644e-30,2.8703920796139704e-57,6.996502980763114e-12,1.879871887675866e-52,0.0009130152514443381,0.005104639753786759,0.0032726549752483333,0.004081310971917547,0.0025252388361657317,0.001619346870887309,0.0016534553866865039,3.780136499716452e-09,2.2434396085921946e-15
1.0089319637551429e-10,0.054791484931128634,0.0,13.585401060252714,0.031075110263184432,0.3125920449523705,0.34636739774263453,0.20283727038437593,0.09110518687603887,0.0,1.1741078217641535e-34,7.76277845808178e-12,7.697917154686284e-31,0.0,1.991557529282582e-43,7.755950377995937e-08,8.328579895658801e-33,9.545150900819667e-36,5.396761433293209e-53,1.3010433071868297e-16,6.44201126986658e-26,4.9219325704078853e-85,2.074359507783322e-18,6.549481967988176e-58,3.58631823917017e-30,3.025475905208021e-57,7.052726962837172e-12,1.9476953405796824e-52,0.0009130048925544989,0.005149481006243706,0.0033016583721728354,0.004117394389141813,0.002541295994513121,0.0016336538013258922,0.0016681559177392957,3.772822721333906e-09,2.282059605920378e-15
