Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),CH3OX(210),H2NOX(204),HOX(29),H2NO(88)
8.021666729797252e-13,0.054791484931128634,0.0,13.60445671343763,0.031075110263184432,0.3193547341688754,0.35045172105139927,0.20697174721234893,0.09190416199796667,0.0,5.953031191382365e-41,6.208214067715124e-14,5.28498011606924e-39,0.0,5.451410923476822e-56,3.977719964884539e-14,3.6328409780714385e-41,6.146809016444582e-40,2.7573678202228663e-59,8.293628491826197e-21,5.176988937781939e-28,1.6000816277340268e-95,2.149479611747271e-22,3.346327683349848e-64,1.5643818242978678e-38,8.317126315729069e-70,6.203408314526964e-14,7.90496457514529e-61,0.00011403348333336768,4.162607347518781e-05,2.646965544909432e-05,3.307108807839557e-05,2.732500574832511e-05,1.314796211778883e-05,1.3321634004839246e-05,5.940606851976307e-11,1.565431238714389e-19
8.509644786887312e-13,0.054791484931128634,0.0,13.60444083324095,0.031075110263184432,0.3193513919667419,0.3504497094370634,0.20696928973653891,0.09189770317458386,0.0,7.106843306836922e-41,6.585856360295768e-14,6.582811822062224e-39,0.0,7.769063672508014e-56,4.748647480314555e-14,4.600601750783662e-41,6.9171659421918036e-40,3.291783629556194e-59,9.333319702506932e-21,5.491885487123162e-28,2.1496648981169033e-95,2.3886068012207907e-22,3.99489201474899e-64,1.9811210416413324e-38,1.1853099063896966e-69,6.580448315536484e-14,1.0011138593481758e-60,0.00012049230310510513,4.415792212044021e-05,2.8079736470863355e-05,3.508270241042322e-05,2.8982757620311455e-05,1.394768605578336e-05,1.4131987492974863e-05,6.301713195997977e-11,1.7615814100843921e-19
8.997622843977372e-13,0.054791484931128634,0.0,13.60442500579584,0.031075110263184432,0.31934804981088105,0.3504476978436299,0.2069668327867841,0.09189129649422213,0.0,8.400863512111312e-41,6.963496485191569e-14,8.104649101276473e-39,0.0,1.085541535609201e-55,5.613248438841251e-14,5.749909862283688e-41,7.732960884087855e-40,3.89113650364669e-59,1.0434383129162779e-20,5.806778297923083e-28,2.8408420868715524e-95,2.640132451576294e-22,4.7222636404509665e-64,2.4760385546662136e-38,1.6561838098373506e-69,6.957450624107499e-14,1.2512530883971786e-60,0.00012689897985610068,4.668972845088178e-05,2.9689802174314075e-05,3.709429584011435e-05,3.063999479556887e-05,1.474739863535304e-05,1.4942337023416577e-05,6.662786966527814e-11,1.969297440624626e-19
9.485600901067432e-13,0.054791484931128634,0.0,13.604409230681169,0.031075110263184432,0.319344707701276,0.35044568627109074,0.20696437636291243,0.09188494153596273,0.0,9.843130640394557e-41,7.341134442425053e-14,9.874709732186221e-39,0.0,1.4902156184890482e-55,6.576892315781624e-14,7.102157126457538e-41,8.59418950611461e-40,4.559148978606353e-59,1.1596817900439223e-20,6.121667370981947e-28,3.6993633560469694e-95,2.904051661582651e-22,5.532960211501274e-64,3.058346148615659e-38,2.2735790391764554e-69,7.334415243896342e-14,1.5455736112807857e-60,0.0001332539345050985,4.922149247723937e-05,3.1299852573505385e-05,3.91058683754579e-05,3.229671743786947e-05,1.5547099864753527e-05,1.5752682602076663e-05,7.023827998996566e-11,2.1885779318113288e-19
9.973578958157492e-13,0.054791484931128634,0.0,13.604393507479207,0.031075110263184432,0.3193413656379104,0.3504436747194381,0.20696192046475195,0.09187863788228473,0.0,1.1441683386441384e-40,7.718770232018726e-14,1.191844137270333e-38,0.0,2.0134784853684942e-55,7.644948354874231e-14,8.679925391676652e-41,9.500847514563543e-40,5.299543458135975e-59,1.2820623145613385e-20,6.436552707099725e-28,4.7539268202183906e-95,3.1803595320236374e-22,6.431499218251121e-64,3.7377680632639865e-38,3.0718980335023707e-69,7.7113421785586e-14,1.888994535235878e-60,0.00013955758457301554,5.1753214210161176e-05,3.2909887682395864e-05,4.111742002438065e-05,3.395292571088372e-05,1.6346789752190262e-05,1.65630242348173e-05,7.384836127220728e-11,2.419421485274234e-19
1e-12,0.054791484931128634,0.0,13.604392657636875,0.031075110263184432,0.319341184686839,0.35044356580675473,0.206961787507813,0.09187829803381226,0.0,1.1532852402273541e-40,7.739216849786131e-14,1.2037422548003303e-38,0.0,2.045689858184095e-55,7.705861688622841e-14,8.772246805691111e-41,9.55123389626711e-40,5.341769666277526e-59,1.288863610880978e-20,6.453601724956265e-28,4.817226296618046e-95,3.1956733701847056e-22,6.482744731515021e-64,3.77752370586459e-38,3.121041422810218e-69,7.731749402627952e-14,1.909089896526989e-60,0.0001398974328500601,5.189029032659448e-05,3.299706084841161e-05,4.122633270749739e-05,3.4042584633055824e-05,1.639008776898032e-05,1.6606899189807137e-05,7.40438157790001e-11,2.4322502150525212e-19
1.0461557015247552e-12,0.054791484931128634,0.0,13.604377835775594,0.031075110263184432,0.3193380236207677,0.35044166318866393,0.20695946509213103,0.09187238511903764,0.0,1.320456030657494e-40,8.096403853995096e-14,1.426252089740667e-38,0.0,2.681636752893831e-55,8.8227855684647e-14,1.0506986280343128e-40,1.045293065757588e-39,6.116042213564502e-59,1.4105797994590175e-20,6.751434307076135e-28,6.036338308870228e-95,3.4690511656962716e-22,7.422397990405158e-64,4.524540880706291e-38,4.091274400915805e-69,8.088231431749104e-14,2.286694597072039e-60,0.00014581034421037072,5.4284893660217446e-05,3.451990751484448e-05,4.312895079474763e-05,3.560861977818084e-05,1.7146468305818835e-05,1.7373361927450945e-05,7.745811183416381e-11,2.661826702796536e-19
1.0949535072337612e-12,0.054791484931128634,0.0,13.604362215159314,0.031075110263184432,0.3193346816498317,0.3504396516787605,0.20695701024487806,0.09186618283541412,0.0,1.5139799818689464e-40,8.474035308376653e-14,1.6934853735123472e-38,0.0,3.525149526148965e-55,1.0115772737689603e-13,1.2608300928500496e-40,1.1450434724687496e-39,7.012367383888353e-59,1.5452341577898476e-20,7.066312171710631e-28,7.581671113994225e-95,3.77012166740917e-22,8.510173697069237e-64,5.429413413176304e-38,5.378176609589532e-69,8.465083007121942e-14,2.744112152132797e-60,0.00015201262422449111,5.6816530837900986e-05,3.6129912084611504e-05,4.514046069436264e-05,3.726379980322923e-05,1.794613553374542e-05,1.8183695685740757e-05,8.106752998212958e-11,2.915792186314864e-19
1.1437513129427672e-12,0.054791484931128634,0.0,13.604346645222662,0.031075110263184432,0.31933133972508626,0.3504376401897202,0.20695455592282158,0.09186003062392305,0.0,1.7255440202253007e-40,8.851664595185884e-14,1.99645732068415e-38,0.0,4.5790439449919446e-55,1.1529278412658735e-13,1.5010019725506094e-40,1.2493355546378398e-39,7.992240975810737e-59,1.686025302668737e-20,7.381186301802408e-28,9.428425729555313e-95,4.083566143980907e-22,9.699343346798093e-64,6.463646590890762e-38,6.986041885054366e-69,8.841896908330461e-14,3.2669451632640594e-60,0.0001581648321064993,5.934812575362791e-05,3.7739901405359256e-05,4.7151949730968745e-05,3.891846594939697e-05,1.874579144402716e-05,1.8994025515400978e-05,8.467661400666895e-11,3.1813165379192465e-19
1.1925491186517732e-12,0.054791484931128634,0.0,13.604331125561233,0.031075110263184432,0.3193279978465155,0.35043562872153516,0.2069521021257904,0.0918539280803627,0.0,1.9559519598310135e-40,9.229291714445266e-14,2.3382039863953282e-38,0.0,5.8833504970849984e-55,1.3068670912635818e-13,1.773948205376525e-40,1.3581688993626795e-39,9.059384863780962e-59,1.8329531472722423e-20,7.6960566981503985e-28,1.1618689582183973e-94,4.409379704238375e-22,1.0994423787643063e-63,7.639013349920436e-38,8.975940254615301e-69,9.218673139027271e-14,3.8611511897896404e-60,0.00016426737205808332,6.18796784177382e-05,3.9349875490652846e-05,4.9163417912248776e-05,4.05726183799522e-05,1.9545436044672534e-05,1.9804351422097343e-05,8.82853621827517e-11,3.4583983598530833e-19
1.2413469243607792e-12,0.054791484931128634,0.0,13.604315655773878,0.031075110263184432,0.31932465601410337,0.35043361727419775,0.2069496488536133,0.09184787480379433,0.0,2.2060076009484643e-40,9.606916666177272e-14,2.7218840826843347e-38,0.0,7.48355809429938e-55,1.4739318326217625e-13,2.08252160285293e-40,1.471543097746771e-39,1.0217520790033708e-58,1.986017604838189e-20,8.010923361553276e-28,1.4198296749488971e-94,4.747557459015174e-22,1.2399931707199758e-63,8.967798520088625e-38,1.1417268733287535e-68,9.595411702864249e-14,4.5329473764932815e-60,0.00017032064501805116,6.441118884049632e-05,4.095983435396102e-05,5.117486524582581e-05,4.222625725806357e-05,2.0345069343641797e-05,2.0614673411447464e-05,9.189377276988755e-11,3.7470362545131143e-19
1.2901447300697852e-12,0.054791484931128634,0.0,13.604300235462686,0.031075110263184432,0.31932131422783416,0.35043160584770056,0.2069471961061194,0.09184187039651565,0.0,2.476514729998225e-40,9.984539450404359e-14,3.1507789123821975e-38,0.0,9.431088924384483e-55,1.6546588511511536e-13,2.429693823775789e-40,1.5894577448556093e-39,1.1470370364628316e-58,2.1452185886653116e-20,8.325786292809455e-28,1.721698766480287e-94,5.09809452114998e-22,1.3920383632655714e-63,1.0462798712897358e-37,1.4388475668842951e-68,9.972112603492541e-14,5.288810442606894e-60,0.0001763250486886701,6.694265703209187e-05,4.2569778008656934e-05,5.31862917392636e-05,4.387938274680072e-05,2.1144691348847294e-05,2.1424991489021212e-05,9.550184401225958e-11,4.047228824449389e-19
1.3389425357787912e-12,0.054791484931128634,0.0,13.604284864232964,0.031075110263184432,0.31931797248769234,0.35042959444203603,0.20694474388313774,0.09183591446403479,0.0,2.7682771195593322e-40,1.0362160067148984e-13,3.6282923030401086e-38,0.0,1.1783793078574727e-54,1.849584909631157e-13,2.81855534820446e-40,1.711912439673436e-39,1.282165506548802e-58,2.310556012112881e-20,8.64064549271708e-28,2.072856880967798e-94,5.460986005484944e-22,1.5560295930838044e-63,1.2137322209480925e-37,1.797781524644744e-68,1.0348775844562577e-13,6.135476670805256e-60,0.00018228097756179323,6.947408300264011e-05,4.417970646801885e-05,5.5197697400067193e-05,4.553199500913467e-05,2.1944302068153916e-05,2.223530566034113e-05,9.910957413885653e-11,4.358974672365236e-19
