Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205)
0.0,0.058717038926530046,0.0,14.57944076545741,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5927536379110662e-27,0.058717038926530046,0.0,14.57944076545741,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,4.4490882096746434e-82,1.1253879084215368e-27,8.898175500996456e-82,0.0,-2.539146989715355e-173,4.8051087002069204e-77,3.322842992418545e-128,6.265641350511086e-67,4.800547043385555e-99,7.796287821365363e-89,9.50460674214027e-41,-6.987305947592938e-148,3.8282540834879884e-52,1.4388497891355543e-103,4.992557726333667e-129,-1.3458080028691651e-164,1.1253879084216317e-27,7.348513255366577e-129,2.5035440338163333e-19,8.557261657417993e-20
4.4597101861509856e-27,0.058717038926530046,0.0,14.57944076545741,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,6.723462102460329e-81,3.151086143580303e-27,1.3446922817105867e-80,0.0,4.9019531832019464e-172,2.902285654936218e-76,9.370949102844347e-127,3.7844473757086964e-66,7.241729773572223e-98,1.1781750155647328e-87,2.661289887799276e-40,-6.987305947584447e-148,1.0719111433766368e-51,2.151918933668163e-102,1.4080377627220251e-127,-1.3458080028661117e-164,3.151086143580569e-27,2.04532582496991e-127,7.00992329468573e-19,2.396033264077039e-19
1.0193623282630823e-26,0.058717038926530046,0.0,14.57944076545741,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,7.232793720703884e-80,7.202482613897835e-27,1.4465585948459948e-79,0.0,5.1760194947713315e-170,1.397325610036709e-75,2.038386135144258e-125,1.8220485047286242e-65,7.789433457862606e-97,1.2674269185437233e-86,6.082948314969773e-40,-6.987305947167086e-148,2.4500826134323127e-51,2.3133824746614266e-101,3.0628387422656543e-126,-1.3458080025627575e-164,7.202482613898443e-27,4.444117660996438e-126,1.6022681816424514e-18,5.476647460747516e-19
2.1661449475590498e-26,0.058717038926530046,0.0,14.57944076545741,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,6.648183529952636e-79,1.53052755545329e-26,1.329636568762901e-78,0.0,4.0913285244879262e-168,6.102488049432168e-75,3.7788244227965903e-124,7.957364515149081e-65,7.1597567172426835e-96,1.1649836965709826e-85,1.2926265169310767e-39,-6.987305930863976e-148,5.2064255535436644e-51,2.1262666161978376e-100,5.678155467289742e-125,-1.3458079786647679e-164,1.5305275554534193e-26,8.237751879703792e-125,3.4048198859902043e-18,1.1637875854088473e-18
4.459710186150985e-26,0.058717038926530046,0.0,14.57944076545741,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,5.687660978189555e-78,3.1510861435803027e-26,1.1375320782367877e-77,0.0,2.89995356471424e-166,2.5476686330015086e-74,6.494833902906968e-123,3.322043044040979e-64,6.125315727111203e-95,9.966680795379614e-85,2.661289887799276e-39,-6.987305356552628e-148,1.0719111433766368e-50,1.81905382542347e-99,9.759876904892232e-124,-1.3458062873806292e-164,3.151086143580569e-26,1.4158420089490819e-123,7.009923294685693e-18,2.3960332640770385e-18
9.046840663334855e-26,0.058717038926530046,0.0,14.57944076545741,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070596,0.0,4.702668085346208e-77,6.392203319834328e-26,9.405335199997228e-77,0.0,1.9517575781555613e-164,1.0408057650278775e-73,1.0764711594565276e-121,1.3571629790861036e-63,5.064528832989574e-94,8.24064441832887e-84,5.3986166295356736e-39,-6.987286091154493e-148,2.174448319421177e-50,1.504027722580613e-98,1.617819742624987e-122,-1.345692558548552e-164,6.392203319834869e-26,2.3466509583874823e-122,1.4220130112076607e-17,4.860524621413421e-18
1.8221101617702595e-25,0.058717038926530046,0.0,14.57944076545741,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070595,0.0,3.824131587068435e-76,1.287443767234238e-25,7.648262384783664e-76,0.0,1.2809105558198658e-162,4.207103313302713e-73,1.752754457146256e-120,5.485869753157282e-63,4.118390672445322e-93,6.701155183825958e-83,1.087327011300847e-38,-6.986655026097807e-148,4.379522671510257e-50,1.2230502521803986e-97,2.6348243871184787e-121,-1.3382332802130796e-164,1.2874437672343468e-25,3.820912095592913e-121,2.864054374685816e-17,9.789507336086186e-18
3.6569623526438074e-25,0.058717038926530046,0.0,14.57944076545741,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070592,0.0,3.0843006636513563e-75,2.583890637735848e-25,6.168600690660755e-75,0.0,8.303881288256316e-161,1.6916577391970778e-72,2.8289535057760344e-119,2.20584410001283e-62,3.321631269838272e-92,5.404724421773736e-82,2.1822577079954063e-38,-6.966224767555481e-148,8.789671375688416e-50,9.864343251713188e-97,4.254632516637371e-120,-8.549772593068581e-165,2.5838906377360665e-25,6.166967395625232e-120,5.748137101642017e-17,1.9647472765431716e-17
7.326666734390903e-25,0.058717038926530046,0.0,14.57944076545741,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070587,0.0,2.477478024510262e-74,5.176784378739068e-25,4.954955537635081e-74,0.0,5.352324588573509e-159,6.784304150050741e-72,4.546054734048266e-118,8.846421428938494e-62,2.6681148733509195e-91,4.341368577091469e-81,4.372119101384525e-38,-6.308653377813453e-148,1.7609968784044727e-49,7.923576934576624e-96,6.84355740408854e-119,3.026231778298882e-163,5.176784378739506e-25,9.910151021849988e-119,1.1516302555553994e-16,3.9363403624122775e-17
