Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),CH3OX(210),H2NOX(204),HOX(29),H2NO(88),HNOX(526),H3NX(202),NX(608),OX(27),HNX(525),H2X(216),H2NX(201),CH2X(34),CHX(35),CX(33),SX(667),NO2X(206),SX(613),SX(725),CH2OX(511)
3.349108366724067e-11,0.051829194243811355,0.0,12.860506857899482,0.030777071429918736,0.3169193679715348,0.34893173033333846,0.20544523120801914,0.0910702255584672,0.0,1.2853569334411975e-27,3.8172277204089197e-13,1.6029712105953963e-34,0.0,6.610260073634781e-49,2.714410938844219e-09,1.0842759568163198e-36,9.940465039970796e-39,9.28402514362719e-58,1.4719727256299507e-18,4.401093021311576e-28,9.829425493207854e-93,2.6198805124568378e-20,5.306667204540152e-63,6.959679729977971e-34,1.4658654256064353e-63,3.701872100048212e-13,2.560702120304641e-57,0.0010787823566813424,0.0016819907658792133,0.001340707365572042,0.001338812236779678,0.001035475557845372,0.0005315133134803779,0.0005360750355067555,1.776737324373925e-05,3.864973191462776e-17,1.505609893169585e-06,0.0002352552294984731,3.727963790331044e-08,0.0003364123144560568,1.6547464993122356e-06,1.4635076572727e-11,0.0003318339693772723,4.818991575652742e-18,8.292580313672054e-14,2.384149988551928e-15,1.0076106561253211e-10,0.00021424956850396023,3.7927046795514326e-14,4.977137802149663e-13,2.3761539198882577e-14
3.359616652688681e-11,0.051829194243811355,0.0,12.860483656245322,0.030776361008208134,0.3169115902759796,0.34892687227080743,0.20544055258693703,0.09107050852073666,0.0,1.2978886339238046e-27,3.8291781436533984e-13,1.6227456368737901e-34,0.0,6.735116728166071e-49,2.7393474586728143e-09,1.0978482957063189e-36,1.0002780413238787e-38,9.371522540562191e-58,1.4812104695005375e-18,4.4148502950341175e-28,9.984354572654437e-93,2.635404226234854e-20,5.356679947555675e-63,7.046796730734364e-34,1.4935469448560223e-63,3.7130987878653284e-13,2.5929478196094985e-57,0.0010789338610565785,0.0016872418023112623,0.0013446464638887207,0.0013429999749690537,0.0010384937674611427,0.0005331737243136366,0.0005377418775704421,1.7766988578465835e-05,3.888930907547345e-17,1.5150335888102164e-06,0.0002360356622026271,3.762842583556464e-08,0.0003374989501744722,1.664936550588679e-06,1.4817107763893422e-11,0.00033260381226229546,4.834047336051422e-18,8.318428997984819e-14,2.384178567115044e-15,1.0139360607362883e-10,0.0002149198928376577,3.792912135008848e-14,5.044515933813083e-13,2.4061819938774433e-14
3.3701249386532945e-11,0.051829194243811355,0.0,12.860460462645147,0.030775652395533006,0.31690381280352153,0.3489220143003897,0.20543587538472957,0.09107079369325961,0.0,1.310501268436168e-27,3.841128400516457e-13,1.6426991943671253e-34,0.0,6.861928924854787e-49,2.7644295925882946e-09,1.1115470295978814e-36,1.0065289766057223e-38,9.45956694160952e-58,1.49047702605886e-18,4.428607255505077e-28,1.0141229557534757e-92,2.6509670870646942e-20,5.407005353309654e-63,7.134725021426518e-34,1.5216618864383326e-63,3.7243230965692226e-13,2.6254968349160736e-57,0.0010790831909252953,0.001692492674791864,0.0013485832675184939,0.0013471876327959883,0.0010415106019995494,0.0005348340913475779,0.000539408625503262,1.776660434645149e-05,3.9129605728335895e-17,1.524486440164415e-06,0.00023681645690051196,3.797935993862114e-08,0.0003385855437912461,1.6751564056141288e-06,1.500080439516203e-11,0.00033337145799565074,4.8491027061667455e-18,8.344273021105361e-14,2.3842216598756763e-15,1.020281197519356e-10,0.00021559020542039642,3.793119588742354e-14,5.112527171656157e-13,2.4364957067196018e-14
3.380633224617908e-11,0.051829194243811355,0.0,12.860437277070423,0.0307749455935813,0.31689603555414764,0.3489171564220801,0.20543119960076897,0.09107108104438476,0.0,1.3231950942029747e-27,3.853078491001248e-13,1.6628329094785986e-34,0.0,6.99072101190936e-49,2.789657673333985e-09,1.125372931104298e-36,1.0127993091798625e-38,9.548160038777292e-58,1.49977239454499e-18,4.442363902819449e-28,1.0300068692588391e-92,2.6665690332710873e-20,5.457644388939001e-63,7.223469561169787e-34,1.55021564439005e-63,3.735545026640261e-13,2.6583510582002587e-57,0.00107923037792607,0.0016977433833307153,0.001352517774379175,0.0013513752102646962,0.0010445260620746666,0.0005364944145960262,0.0005410752793099855,1.776622054767244e-05,3.9370621684065726e-17,1.5339684449699346e-06,0.0002375976140249777,3.8332446497869395e-08,0.0003396720953208158,1.6854060498706355e-06,1.5186176123474737e-11,0.00033413690446535907,4.8641576887187335e-18,8.37011583051545e-14,2.3842558705059057e-15,1.0266460658540599e-10,0.00021626050625326283,3.7933270539927226e-14,5.181175451581711e-13,2.467096887734972e-14
3.391141510582522e-11,0.051829194243811355,0.0,12.860414099493028,0.030774240604014878,0.31688825852784525,0.34891229863587325,0.20542652523442753,0.0910713705429206,0.0,1.3359703684184369e-27,3.865028415110928e-13,1.6831478108873955e-34,0.0,7.121517562750112e-49,2.815032032785364e-09,1.1393267750745641e-36,1.0190890383832878e-38,9.637303523961018e-58,1.5090965741992396e-18,4.456120237072181e-28,1.046089033580692e-92,2.682210003201612e-20,5.508598021516271e-63,7.31303532342923e-34,1.5792136626038871e-63,3.746764578558709e-13,2.691512387269706e-57,0.001079375453237631,0.0017029939279375004,0.0013564499824207307,0.0013555627073793843,0.0010475401483002885,0.0005381546940727932,0.0005427418389953762,1.7765837182102238e-05,3.9612356753557494e-17,1.5434796009646986e-06,0.00023837913400284847,3.8687691795781246e-08,0.00034075860477763875,1.6956854688365597e-06,1.5373232627294536e-11,0.0003349001495915746,4.8792122849727955e-18,8.395960432183138e-14,2.384288985404141e-15,1.0330306648529452e-10,0.00021693079533734017,3.793534542519585e-14,5.250464721663204e-13,2.497987372267727e-14
3.401649796547136e-11,0.051829194243811355,0.0,12.860390929885227,0.030773537428469493,0.31688048172460154,0.34890744094176385,0.205421852285078,0.09107166215812877,0.0,1.3488273482463081e-27,3.8769781728486503e-13,1.7036449295429879e-34,0.0,7.254343377371515e-49,2.840553001950897e-09,1.1534093385923225e-36,1.025398163552728e-38,9.72699908894364e-58,1.5184495642621586e-18,4.469876258358184e-28,1.062371295877909e-92,2.697889935227103e-20,5.55986721804967e-63,7.40342729601283e-34,1.6086614351297312e-63,3.7579817528047287e-13,2.724982725763382e-57,0.0010795184475855411,0.0017082443086218878,0.001360379889625233,0.0013597501241442481,0.0010505528612899289,0.0005398149297916778,0.0005444083045641924,1.776545424971171e-05,3.9854810747749554e-17,1.553019905886795e-06,0.00023916101725493042,3.904510211191034e-08,0.0003418450721761937,1.705994647986671e-06,1.5561983606545435e-11,0.00033566119132654273,4.894266490762685e-18,8.421801859480843e-14,2.384328301490798e-15,1.0394349944314059e-10,0.00021760107267370884,3.7937420647766807e-14,5.320398942125539e-13,2.529169001689561e-14
3.4121580825117497e-11,0.051829194243811355,0.0,12.860367768219678,0.0307728360685549,0.3168727051444038,0.3489025833397466,0.20541718075209336,0.0910719558597175,0.0,1.3617662908199001e-27,3.88892776421757e-13,1.7243252986594423e-34,0.0,7.38922348370832e-49,2.866220910972899e-09,1.1676214009748062e-36,1.0317266840246547e-38,9.817248425395595e-58,1.5278313639745377e-18,4.483631966772325e-28,1.0788555147035905e-92,2.7136087677420533e-20,5.611452945483098e-63,7.494650481064691e-34,1.63856450647662e-63,3.7691965498583874e-13,2.7587639831511056e-57,0.0010796593912487768,0.001713494525393535,0.00136430749400682,0.0013639374605634745,0.0010535642016568205,0.0005414751217664667,0.0005460746760211872,1.776507175046898e-05,4.009798347762414e-17,1.5625893574744798e-06,0.00023994326419601918,3.940468372289126e-08,0.0003429314975309793,1.7163335727922547e-06,1.5752438782552437e-11,0.0003364200276545569,4.9093203088611156e-18,8.447640340017554e-14,2.384362955952233e-15,1.0458590541676992e-10,0.00021827133826344625,3.793949630070059e-14,5.390982085327575e-13,2.5606436233934785e-14
3.4226663684763634e-11,0.051829194243811355,0.0,12.860344614469424,0.030772136525854827,0.3168649287872395,0.3488977258298163,0.2054125106348468,0.0910722516178351,0.0,1.3747874532420985e-27,3.9008771892208386e-13,1.745189953709727e-34,0.0,7.526183139005384e-49,2.8920360891284093e-09,1.181963743771784e-36,1.0380745991352866e-38,9.908053224874846e-58,1.5372419725774057e-18,4.497387362409428e-28,1.0955435600395713e-92,2.7293664391650103e-20,5.663356170696168e-63,7.586709895058275e-34,1.6689284719155535e-63,3.780408970199649e-13,2.792858074733104e-57,0.001079798314066225,0.0017187445782620846,0.001368232793611652,0.0013681247166412414,0.0010565741700139155,0.0005431352700109344,0.0005477409533711083,1.7764689684339452e-05,4.034187475420735e-17,1.572187953466177e-06,0.00024072587523490754,3.9766442902438956e-08,0.00034401788085651485,1.726702228721214e-06,1.594460789798161e-11,0.0003371766565919151,4.924373742077358e-18,8.473480234859048e-14,2.3843984446304007e-15,1.0523028430638433e-10,0.000218941592107627,3.794157246702928e-14,5.462218135745964e-13,2.5924130907947533e-14
3.433174654440977e-11,0.051829194243811355,0.0,12.860321468607875,0.030771438801927054,0.3168571526530957,0.3488928684119677,0.205407841932712,0.09107254940306343,0.0,1.3878910925853835e-27,3.9128264478616124e-13,1.766239932420031e-34,0.0,7.665247831191303e-49,2.9179988648300883e-09,1.1964371507644997e-36,1.0444419082205902e-38,9.99941517882694e-58,1.5466813893120317e-18,4.511142445364275e-28,1.1124373133309205e-92,2.74516288793898e-20,5.715577860504236e-63,7.679610568789603e-34,1.6997589777831312e-63,3.7916190143083784e-13,2.827266921639557e-57,0.001079935245443073,0.0017239944672371669,0.0013721557865178638,0.0013723118923817186,0.0010595827669738868,0.0005447953745388426,0.000549407136618698,1.7764308051285843e-05,4.058648438856907e-17,1.5818156916004762e-06,0.00024150885077439365,4.013038592134807e-08,0.0003451042221673393,1.7371006012381702e-06,1.6138500716780204e-11,0.00033793107618687476,4.9394267847187905e-18,8.499318765537817e-14,2.384435040830614e-15,1.0587663608887311e-10,0.00021961183420732283,3.794364922104556e-14,5.534111089960588e-13,2.6244792633368402e-14
3.443682940405591e-11,0.051829194243811355,0.0,12.860298330608822,0.030770742898303453,0.3168493767419599,0.3488880110861957,0.20540317464506275,0.09107284918641188,0.0,1.401077465891841e-27,3.9247755401430444e-13,1.7874762747640893e-34,0.0,7.8064432802559e-49,2.9441095656271176e-09,1.2110424079646213e-36,1.0508286106162834e-38,1.0091335978585053e-57,1.556149613419922e-18,4.524897215731605e-28,1.1295386675204402e-92,2.7609980525318286e-20,5.768118981658427e-63,7.773357547370481e-34,1.7310617217860377e-63,3.8028266826643387e-13,2.861992450830144e-57,0.0010800702143571217,0.0017292441923283987,0.0013760764708355235,0.0013764989877890663,0.0010625899931491275,0.0005464554353639415,0.0005510732257686936,1.776392685126813e-05,4.083181219182307e-17,1.591472569616133e-06,0.00024229219121128893,4.049651904749223e-08,0.00034619052147801183,1.7475286758045688e-06,1.633412702411681e-11,0.00033868328451960877,4.954479439179736e-18,8.525153650731785e-14,2.384471047952409e-15,1.0652496073819357e-10,0.00022028206456360251,3.7945726629415163e-14,5.606664956641769e-13,2.656844006487564e-14
3.454191226370205e-11,0.051829194243811355,0.0,12.860275200446411,0.030770048816489964,0.3168416010538195,0.3488831538524948,0.20539850877127322,0.09107315093931094,0.0,1.4143468301731835e-27,3.9367244660682867e-13,1.8089000229575077e-34,0.0,7.94979543963154e-49,2.9703685182061356e-09,1.2257803036131823e-36,1.0572347056578399e-38,1.0183817315370037e-57,1.5656466441428218e-18,4.538651673606118e-28,1.1468495270831567e-92,2.776871871436673e-20,5.820980500845661e-63,7.867955890221737e-34,1.76284245330638e-63,3.814031975747196e-13,2.897036595093591e-57,0.001080203249364989,0.0017344937535453842,0.0013799948447065814,0.0013806860028674356,0.00106559584915175,0.0005481154524999683,0.0005527392208258273,1.7763546084243613e-05,4.107785797512687e-17,1.6011585852520732e-06,0.0002430758969364263,4.086484854582354e-08,0.0003472767788031107,1.7579864378787789e-06,1.6531496626321667e-11,0.00033943327970215845,4.969531710439004e-18,8.550988695125571e-14,2.3845066386500898e-15,1.0717525816564353e-10,0.00022095228317753238,3.794780475213168e-14,5.67988375653905e-13,2.6895091917366e-14
3.468536650646391e-11,0.051829194243811355,0.0,12.860243636827589,0.03076910423201714,0.31683098640524493,0.3488765231311164,0.20539214141833453,0.09107356600708655,0.0,1.4325959963223874e-27,3.9530363165945326e-13,1.8384511692208884e-34,0.0,8.14902240839498e-49,3.006455948921845e-09,1.2461153579216912e-36,1.0660113155447623e-38,1.031097653679682e-57,1.578658053694976e-18,4.557428116791951e-28,1.1708232060387148e-92,2.798604364400235e-20,5.893663594065387e-63,7.998480789229145e-34,1.8070102098089266e-63,3.82932508802093e-13,2.945395117778114e-57,0.0010803817913808374,0.0017416599463290722,0.0013853402935668595,0.0013864017918443295,0.001069697093357957,0.0005503815603407025,0.0005550134080588814,1.7763026977715335e-05,4.1414907023083356e-17,1.6144285198890866e-06,0.0002441463660350458,4.137123204199452e-08,0.0003487596191316785,1.7723107904269348e-06,1.680376862009094e-11,0.00034045356205237285,4.9900797429984e-18,8.586256528486418e-14,2.3845561432792003e-15,1.0806619880158697e-10,0.00022186721556739694,3.795064295923934e-14,5.780919436356234e-13,2.734590620945164e-14
3.482882074922577e-11,0.051829194243811355,0.0,12.860212087702209,0.03076816304919335,0.31682037217219866,0.348869892581303,0.20538577669757105,0.09107398462258665,0.0,1.4510009607585526e-27,3.969347857105912e-13,1.8683561840771897e-34,0.0,8.352384893963345e-49,3.042821101697291e-09,1.2667010943546685e-36,1.0748240634949843e-38,1.0439187853591686e-57,1.591723145191008e-18,4.576203978019418e-28,1.195195810509651e-92,2.820408624337442e-20,5.966948055741174e-63,8.130614737325611e-34,1.8520945008135774e-63,3.844613775743959e-13,2.994355988995688e-57,0.0010805568520436456,0.0017488258337516921,0.0013906814286267725,0.0013921174311348156,0.0010737957867457213,0.0005526475868210105,0.0005572874199571294,1.7762508677923527e-05,4.175329329842844e-17,1.627752746721387e-06,0.00024521751757868964,4.188173638732815e-08,0.0003502423812784752,1.786690405811528e-06,1.7079332878935894e-11,0.00034146971179617713,5.010627038637901e-18,8.62151510229895e-14,2.384606043025674e-15,1.0896081586667951e-10,0.00022278212607837672,3.7953482720612354e-14,5.883212128959356e-13,2.7802402620332235e-14
3.497227499198763e-11,0.051829194243811355,0.0,12.86018055300767,0.030767225271617155,0.316809758354649,0.3488632622030417,0.20537941460739312,0.09107440671680143,0.0,1.4695623770869725e-27,3.985659087610445e-13,1.8986177392078705e-34,0.0,8.559951061971135e-49,3.0794647999103617e-09,1.2875395384243152e-36,1.0836729478156848e-38,1.0568455567479475e-57,1.6048419167039436e-18,4.594979257529071e-28,1.2199722905935525e-92,2.842284495001103e-20,6.040836344700985e-63,8.26437073550311e-34,1.8981104264781403e-63,3.8598980401357256e-13,3.043924178675071e-57,0.0010807285003301638,0.0017559914158375668,0.0013960182454459582,0.0013978329207493803,0.0010778919308698388,0.000554913531975736,0.0005595612565325671,1.7761991184734985e-05,4.2093016321111813e-17,1.6411312599979372e-06,0.0002462893525079134,4.2396377494487084e-08,0.0003517250652807628,1.8011252470106798e-06,1.7358214541501317e-11,0.00034248172441697026,5.031173642142276e-18,8.656776227568173e-14,2.384652674026315e-15,1.0985910911867186e-10,0.00022369701471315997,3.795632414429739e-14,5.986772172617322e-13,2.8264629307556426e-14
3.511572923474949e-11,0.051829194243811355,0.0,12.860149032682529,0.03076629090279784,0.3167991449525638,0.3488566319963193,0.20537305514621204,0.09107483222208598,0.0,1.4882808988077197e-27,4.001970008116153e-13,1.929238513987933e-34,0.0,8.771789911714713e-49,3.116387863959187e-09,1.3086327233684832e-36,1.0925579668132376e-38,1.0698783979795688e-57,1.6180143663076356e-18,4.613753955561315e-28,1.245157637007847e-92,2.864231820238241e-20,6.115330919550256e-63,8.399761834340018e-34,1.9450732714943998e-63,3.875177882415326e-13,3.0941046769828876e-57,0.0010808968038521518,0.001763156692610976,0.0014013507396940076,0.0014035482606984822,0.0010819855272841369,0.0005571793958396838,0.0005618349177971738,1.776147449800706e-05,4.2434075611235184e-17,1.6545640539682782e-06,0.00024736187174264924,4.2915171265977606e-08,0.00035320767117586746,1.815615276993506e-06,1.7640438818951588e-11,0.00034348959550805215,5.0517195526788875e-18,8.69205075509913e-14,2.3846999432257026e-15,1.1076107831759106e-10,0.00022461188147442594,3.795916732610627e-14,6.091609947415379e-13,2.8732634637975335e-14
3.525918347751135e-11,0.051829194243811355,0.0,12.860117526666476,0.03076535994615561,0.3167885319659113,0.3488500019611225,0.20536669831244025,0.09107526107213328,0.0,1.5071571793157279e-27,4.018280618631055e-13,1.960221195459212e-34,0.0,8.987971282805256e-49,3.153591111266982e-09,1.329982690145683e-36,1.1014791187932242e-38,1.083017739148673e-57,1.63124049207676e-18,4.632528072356408e-28,1.2707568812532187e-92,2.886250443991957e-20,6.190434238672005e-63,8.536801133969082e-34,1.9929985065586148e-63,3.890453303801507e-13,3.14490249432149e-57,0.0010810618288834548,0.0017703216640961603,0.0014066789071502308,0.001409263450992552,0.0010860765775414778,0.0005594451784476177,0.0005641084037629135,1.7760958617587687e-05,4.2776470689052223e-17,1.668051122882529e-06,0.00024843507618224836,4.3438133594147185e-08,0.0003546901990011788,1.8301604587205955e-06,1.7926030994689264e-11,0.00034449332077238714,5.0722646543251015e-18,8.7273063919309e-14,2.3847563952010826e-15,1.1166672365050934e-10,0.00022552672636484507,3.796201235161062e-14,6.197735875227246e-13,2.920646718796429e-14
3.540263772027321e-11,0.051829194243811355,0.0,12.860086034900327,0.030764432405021795,0.3167779193946598,0.34884337209743843,0.2053603441044912,0.0910756932019477,0.0,1.5261918719008695e-27,4.034590919163172e-13,1.9915684783037074e-34,0.0,9.208565861850445e-49,3.1910753562870126e-09,1.3515914874300941e-36,1.1104364020604485e-38,1.0962640103110123e-57,1.644520292086815e-18,4.651301608154467e-28,1.2967750957769942e-92,2.908340210303282e-20,6.266148760226978e-63,8.675501784045372e-34,2.0419017898483344e-63,3.9057243055126686e-13,3.1963226613268315e-57,0.00108122364038647,0.001777486330317317,0.0014120027437034114,0.0014149784916419924,0.001090165083193758,0.0005617108798342624,0.0005663817144417353,1.7760443543315343e-05,4.312020107496847e-17,1.681592460991387e-06,0.0002495089667055243,4.396528036118225e-08,0.00035617264879414897,1.8447607551444925e-06,1.8215016424074273e-11,0.000345492896022364,5.092809076798578e-18,8.762549762466847e-14,2.3848027568560563e-15,1.1257604494338937e-10,0.00022644154938707907,3.796485929784187e-14,6.305160419690181e-13,2.9686175742996644e-14
3.554609196303507e-11,0.051829194243811355,0.0,12.86005455732598,0.030763508282639056,0.31676730723877755,0.3488367424052541,0.20535399252077915,0.09107612854781932,0.0,1.5453856297480376e-27,4.050900909720522e-13,2.02328306481699e-34,0.0,9.433645189176277e-49,3.228841410507732e-09,1.3734611716065786e-36,1.1194298149189508e-38,1.109617641483473e-57,1.6578537644141222e-18,4.670074563195462e-28,1.3232173941364725e-92,2.9305009633130245e-20,6.342476942153765e-63,8.815876983714263e-34,2.0917989685080395e-63,3.9209908887668667e-13,3.2483702288663313e-57,0.0010813823020377593,0.0017846506912986043,0.001417322245351557,0.0014206933826571805,0.0010942510457919103,0.0005639765000343032,0.0005686548498455731,1.7759929275019098e-05,4.3465266289541353e-17,1.6951880625461264e-06,0.0002505835441707975,4.449662743910609e-08,0.0003576550205922904,1.8594161292101716e-06,1.8507420534143912e-11,0.0003464883171795466,5.113352943550992e-18,8.797819195059365e-14,2.3848336091784667e-15,1.1348904169154786e-10,0.00022735635054378116,3.7967708234492246e-14,6.413894086185067e-13,3.017180929768986e-14
3.568954620579693e-11,0.051829194243811355,0.0,12.860023093886403,0.030762587582161563,0.3167566954982329,0.3488301128845563,0.20534764355971954,0.0910765670472981,0.0,1.564739105937224e-27,4.067210590311123e-13,2.0553676648815774e-34,0.0,9.663281665533878e-49,3.2668900824578485e-09,1.3955938067656953e-36,1.1284593556720208e-38,1.1230790626441001e-57,1.6712409071358243e-18,4.688846937719218e-28,1.3500889311622814e-92,2.9527325472636135e-20,6.419421242168929e-63,8.957939981579425e-34,2.1427060801314897e-63,3.9362530547818084e-13,3.301050268036733e-57,0.0010815378762539863,0.001791814747064142,0.0014226374082016559,0.0014264081240484665,0.0010983344668859026,0.0005662420390823874,0.0005709278099863454,1.775941581251856e-05,4.3811665853480107e-17,1.7088379217985997e-06,0.00025165880941593964,4.503219068977683e-08,0.0003591373144331764,1.874126543855518e-06,1.880326882333253e-11,0.0003474795802744305,5.133895852861009e-18,8.83307986334884e-14,2.384899917466545e-15,1.1440571406571189e-10,0.0002282711298375962,3.7970559225307246e-14,6.523947421814558e-13,3.066341705637294e-14
3.583300044855879e-11,0.051829194243811355,0.0,12.859991644525593,0.03076167030665524,0.3167460841729942,0.34882348353533227,0.2053412972197288,0.09107700863916907,0.0,1.5842529534436001e-27,4.083519960942993e-13,2.0878249959404173e-34,0.0,9.897548558863494e-49,3.3052221777116413e-09,1.4179914646987184e-36,1.1375250226222126e-38,1.1366487037321178e-57,1.6846817183298832e-18,4.707618731965414e-28,1.3773949031216588e-92,2.975034806500941e-20,6.49698411776715e-63,9.10170407567083e-34,2.1946393542566467e-63,3.9515108047748546e-13,3.3543678701619913e-57,0.0010816904242166633,0.001798978497638009,0.0014279482284694223,0.0014321227158261751,0.0011024153480247419,0.0005685074970131234,0.0005732005948759566,1.7758903155623942e-05,4.41593992876457e-17,1.7225420330012351e-06,0.00025273476325841953,4.557198596488551e-08,0.00036061953035443887,1.8888919620118003e-06,1.9102586861192396e-11,0.0003484666814461862,5.15443799982845e-18,8.868302966256582e-14,2.384956242845176e-15,1.1532606227300785e-10,0.00022918588727116078,3.7973412328911306e-14,6.635331015386905e-13,3.1161048432656314e-14
3.596210926704447e-11,0.051829194243811355,0.0,12.859963352092747,0.030760847689512916,0.31673653433534005,0.34881751726762994,0.20533558775344288,0.09107740866623011,0.0,1.6019530732751101e-27,4.0981981295035855e-13,2.117357530931619e-34,0.0,1.011240902949674e-48,3.339964053795318e-09,1.4383776698472113e-36,1.145715009372403e-38,1.1489542640627559e-57,1.696824333360498e-18,4.724512850847658e-28,1.4023460479882728e-92,2.995167138621392e-20,6.5673216188697e-63,9.23255722825263e-34,2.2422702394816866e-63,3.9652390050757465e-13,3.4029030526785246e-57,0.0010818251795266657,0.0018054256122354824,0.0014327242507622133,0.001437265720515017,0.00110608597066752,0.0005705463398240261,0.0005752459514466935,1.775844245304739e-05,4.447349944155256e-17,1.734922113751093e-06,0.0002537037111266088,4.606143318660607e-08,0.00036195345809344613,1.9022278357120433e-06,1.9374960920704577e-11,0.0003493515109528866,5.172925562917794e-18,8.900019681486917e-14,2.3849819397026093e-15,1.161575179287473e-10,0.0002300091502730275,3.797598197346791e-14,6.736722405389347e-13,3.1614107872994425e-14
3.6091218085530146e-11,0.051829194243811355,0.0,12.85993507097977,0.030760027851120433,0.31672698483403533,0.3488115511388014,0.20532988040778774,0.09107781110658988,0.0,1.6197840985699922e-27,4.112876047009944e-13,2.1471961768715536e-34,0.0,1.0331134840736869e-48,3.374936735994238e-09,1.4589817490008527e-36,1.1539342557282987e-38,1.1613481441249796e-57,1.7090104168975246e-18,4.741406500073626e-28,1.4276571746103228e-92,3.0153564784072015e-20,6.63816394778688e-63,9.364808844017655e-34,2.29075772376102e-63,3.978963630271653e-13,3.451962541608554e-57,0.0010819575750585788,0.001811872479664677,0.001437496749979779,0.0014424086040326948,0.0011097545383284121,0.0005725851169830555,0.0005772911660822832,1.7757982402698632e-05,4.47886792932848e-17,1.74734612973635e-06,0.0002546732179715921,4.655433272131115e-08,0.0003632873227756015,1.9156082051940497e-06,1.965018498517476e-11,0.00035023296360041514,5.19141236160241e-18,8.931752068888381e-14,2.3850388731659505e-15,1.1699195031514245e-10,0.00023083239557213133,3.797855341022045e-14,6.83920769299223e-13,3.2072122955074654e-14
3.622032690401582e-11,0.051829194243811355,0.0,12.859906801147893,0.030759210793530316,0.3167174356690571,0.3488055851488373,0.205324175181611,0.09107821591809269,0.0,1.6377465051296856e-27,4.1275537134679106e-13,2.1773429303786757e-34,0.0,1.055378123369189e-48,3.4101408054554623e-09,1.4798052284750515e-36,1.1621827604509881e-38,1.1738306572639182e-57,1.7212399675414975e-18,4.758299679817744e-28,1.4533321578074623e-92,3.0356027126087413e-20,6.709512895571804e-63,9.498468719793043e-34,2.3401140432020695e-63,3.992684681249312e-13,3.5015500905438074e-57,0.0010820876529435363,0.001818319099943069,0.001442265723588224,0.0014475513663866838,0.0011134210521346482,0.0005746238285153629,0.0005793362387913756,1.775752300441977e-05,4.51049384938652e-17,1.759814076768225e-06,0.00025564328434710175,4.705069610375331e-08,0.0003646211244284566,1.9290330434228585e-06,1.9928277841455963e-11,0.0003511110367989796,5.209898485550656e-18,8.963461176227698e-14,2.3850928802370418e-15,1.1782935976430803e-10,0.00023165562317037792,3.798112667392189e-14,6.942794684028333e-13,3.2535130136433196e-14
3.63494357225015e-11,0.051829194243811355,0.0,12.859878542558988,0.030758396518737713,0.3167078868403826,0.34879961929772835,0.20531847207376094,0.09107862305933394,0.0,1.655840768687052e-27,4.1422311288833303e-13,2.2077997929659337e-34,0.0,1.0780404035418145e-48,3.445576841401392e-09,1.5008496396252514e-36,1.1704605223011103e-38,1.1864021167992875e-57,1.733512983893489e-18,4.775192390254344e-28,1.4793748999928526e-92,3.055905728048797e-20,6.781370253132319e-63,9.633546684754876e-34,2.3903515636007408e-63,4.006402158895232e-13,3.551669466341782e-57,0.0010822154545616137,0.0018247654730881087,0.001447031169124325,0.0014526940075844422,0.001117085513212829,0.0005766624744460756,0.0005813811695826137,1.7757064258046698e-05,4.542227669441596e-17,1.772325950658315e-06,0.0002566139107936021,4.7550534862010644e-08,0.0003659548630795994,1.9425023233603465e-06,2.020925832236838e-11,0.0003519857280294334,5.228384351524474e-18,8.995168575621721e-14,2.3851160022780993e-15,1.1866974599707577e-10,0.00023247883306966785,3.798370179742977e-14,7.047491211659101e-13,3.300316601161155e-14
3.647854454098718e-11,0.051829194243811355,0.0,12.859850295175534,0.030757585028680492,0.3166983383479889,0.34879365358546505,0.20531277108308651,0.09107903248964659,0.0,1.674067364906429e-27,4.156908293262044e-13,2.238568771025235e-34,0.0,1.1011059662981346e-48,3.4812454211331783e-09,1.5221165188439955e-36,1.178767540038866e-38,1.1990628360254026e-57,1.7458294645551058e-18,4.792084631557665e-28,1.505789331269496e-92,3.076265411623636e-20,6.853737811231095e-63,9.770052600409344e-34,2.4414827813389013e-63,4.020116064095696e-13,3.602324449124481e-57,0.001082341020555148,0.001831211599117225,0.0014517930841953727,0.001457836527633414,0.001120747922688927,0.0005787010548002968,0.0005834259584646319,1.7756606163409188e-05,4.574069354615874e-17,1.784881747218593e-06,0.0002575850978383194,4.8053860517485895e-08,0.00036728853875665296,1.956016017965509e-06,2.0493145306536092e-11,0.0003528570348431141,5.246869444991676e-18,9.026893941980221e-14,2.385169726942648e-15,1.1951310866396942e-10,0.00023330202527189667,3.798627881188153e-14,7.153305136368219e-13,3.347626731249503e-14
