Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),CH3OX(210),H2NOX(204),HOX(29),H2NO(88),HNOX(526),H3NX(202),NX(608),OX(27),HNX(525),H2X(216),H2NX(201),CH2X(34),CHX(35),CX(33),SX(667),NO2X(206),SX(613),SX(725),CH2OX(511)
3.0642734860093766e-10,0.051829194243811355,0.0,12.809477571034776,0.030762900467014565,0.29744441329330573,0.3366148861845084,0.19667745805282844,0.09229219703306588,0.0,1.0040293052453508e-24,3.4304554631119696e-12,5.437781485348399e-31,0.0,3.142473730899365e-43,1.1200677471998238e-06,6.0590664382611015e-33,8.08813277750363e-37,6.840885109278831e-55,1.2074330740659977e-16,3.9290331566555535e-27,5.96876561623238e-88,9.399406418536085e-19,3.9101893462289236e-60,3.888794325060616e-30,6.924829193285978e-58,2.6072474381910015e-12,1.728886248850031e-53,0.0010981025071745384,0.014789060222061945,0.009086723542042811,0.011952509822290335,0.00560944728325069,0.004725306161445004,0.0045592090772218485,1.7494728847064213e-05,2.609108346471202e-15,0.00011794166238333907,0.0025457162002456425,2.2638295079983772e-05,0.0030268515262203764,0.00010211191820123874,5.645225129543046e-08,0.00014078549290033444,4.2871842835097724e-17,7.880004068204127e-13,2.6835194400194702e-15,8.515760529643901e-09,0.0019173926316078931,4.380260736939505e-14,3.49765916346553e-09,1.661390837300147e-10
3.068361516910301e-10,0.051829194243811355,0.0,12.80940672140727,0.030762880113786112,0.2974163024645722,0.33659687977840175,0.19666781517239057,0.09229422726244324,0.0,1.0079511841933694e-24,3.434940332864549e-12,5.462506115234822e-31,0.0,3.1667515044079847e-43,1.1241551746220464e-06,6.089487558254167e-33,8.109452934552154e-37,6.867964386599452e-55,1.2106251117419222e-16,3.934156665432387e-27,6.008269429797407e-88,9.416461509827483e-19,3.925667620846171e-60,3.908318469223934e-30,6.978299104091577e-58,2.6097420922936867e-12,1.7380476186990174e-53,0.0010981207339444616,0.014807921582766979,0.009097961375814855,0.011968020504230306,0.005612955429047694,0.004731440871686936,0.004564789743235989,1.7494985958080274e-05,2.6152626620637794e-15,0.00011824483038837966,0.0025489816798766603,2.272255441114596e-05,0.0030306641528041146,0.0001023490326039337,5.6727219093347725e-08,0.00014058456657349582,4.292755468768574e-17,7.892530953645967e-13,2.6844837227177993e-15,8.539294719262251e-09,0.0019198883374373548,4.3809374929668333e-14,3.5159919344041897e-09,1.6700260192776183e-10
3.0724495478112254e-10,0.051829194243811355,0.0,12.809335884326712,0.03076285948661716,0.2973881947163138,0.3365788746662827,0.19665817918991274,0.09229625812453562,0.0,1.0118829160829215e-24,3.4394249627119795e-12,5.487307932643162e-31,0.0,3.1911829585330113e-43,1.1282522561187622e-06,6.120018210700644e-33,8.130800622586892e-37,6.895114285585417e-55,1.2138212907230347e-16,3.939279923092907e-27,6.047981194033696e-88,9.433521018229922e-19,3.9411862621787294e-60,3.927912907194173e-30,7.032107304673134e-58,2.6122346128343978e-12,1.7472451617817214e-53,0.0010981389743063418,0.014826780716406132,0.009109198375007874,0.011983530053288026,0.005616457045420684,0.004737575213352264,0.0045703691182315005,1.7495244774203552e-05,2.621422278682777e-15,0.00011854835680030397,0.002552246521402859,2.2807008953458818e-05,0.0030344760494017105,0.00010258634986376678,5.700316717455047e-08,0.0001403842332468826,4.2983263380178047e-17,7.905068903083922e-13,2.685450100983152e-15,8.562866164242372e-09,0.0019223838820903274,4.3815967687899214e-14,3.534395704273505e-09,1.678693887565859e-10
3.07653757871215e-10,0.051829194243811355,0.0,12.809265059786744,0.030762838587693284,0.29736009004815667,0.33656087084803393,0.19664855009384163,0.09229828961967082,0.0,1.0158245113114863e-24,3.4439093526715022e-12,5.51218706458545e-31,0.0,3.2157688491837514e-43,1.1323590012501409e-06,6.150658628693236e-33,8.152175840340911e-37,6.922334894739134e-55,1.2170216107605956e-16,3.9444029298166595e-27,6.087901722002807e-88,9.450584927007146e-19,3.956745320813777e-60,3.9475777885424526e-30,7.086255458386404e-58,2.6147250014803036e-12,1.7564789720514824e-53,0.0010981572282603399,0.01484563762331116,0.009120434536453424,0.01199903846956354,0.005619952143689039,0.004743709186674964,0.004575947202388692,1.7495505294351748e-05,2.6275871902491707e-15,0.000118852241503103,0.0025555107254103893,2.289165886946378e-05,0.003038287215681547,0.0001028238697588646,5.728009774495498e-08,0.00014018449018553828,4.3038968914995805e-17,7.91761794371745e-13,2.686418577054029e-15,8.586474897042433e-09,0.0019248792655842204,4.3822739162299064e-14,3.5528706494532954e-09,1.687394518174379e-10
3.0806256096130743e-10,0.051829194243811355,0.0,12.809194247780994,0.030762817419185597,0.29733198845972714,0.3365428683235376,0.19663892787264378,0.09230032174817637,0.0,1.0197759802683112e-24,3.4483935027603542e-12,5.5371436380657325e-31,0.0,3.2405099348969114e-43,1.1364754195672661e-06,6.181409045439274e-33,8.17357858655182e-37,6.949626302551967e-55,1.2202260716060232e-16,3.949525685782896e-27,6.128031828842271e-88,9.467653219460442e-19,3.9723448473321894e-60,3.967313262913374e-30,7.140745234371177e-58,2.617213259897261e-12,1.7657491435781962e-53,0.0010981754958066055,0.014864492303813728,0.009131669857000549,0.012014545753156875,0.005623440735152564,0.004749842791888636,0.004581523995887866,1.7495767517440748e-05,2.6337573906894712e-15,0.00011915648438079037,0.002558774292482211,2.2976504321498552e-05,0.0030420976513122113,0.00010306159206752841,5.7558013012258856e-08,0.0001399853346721483,4.3094671294526784e-17,7.930178102765581e-13,2.6873891531724706e-15,8.6101209502015e-09,0.0019273744879364394,4.382939344402735e-14,3.5714169471600788e-09,1.696127987167521e-10
3.084304837423906e-10,0.051829194243811355,0.0,12.809130527687298,0.030762798138817427,0.2973066996629988,0.3365266671575521,0.196630273742066,0.0923021512056336,0.0,1.023340752947197e-24,3.4524290327651446e-12,5.559670871675292e-31,0.0,3.262910232868904e-43,1.1401884745131432e-06,6.209178662282874e-33,8.19286459393259e-37,6.974249175566288e-55,1.2231136265523065e-16,3.954135951902736e-27,6.164328790317916e-88,9.483018416940216e-19,3.98641906303905e-60,3.985135670621868e-30,7.19007950401333e-58,2.6194508725025493e-12,1.7741234646696142e-53,0.001098191948219752,0.014881459612966002,0.009141780923934511,0.012028501340030272,0.005626574913475137,0.004755362722040493,0.004586542006673539,1.749600497333774e-05,2.6393150880576447e-15,0.00011943060911439406,0.0025617109587460886,2.3053032545644173e-05,0.0030455264184010133,0.00010327571502583183,5.780898049477652e-08,0.0001398065948318443,4.314480074031272e-17,7.941491774665716e-13,2.688264469070371e-15,8.631434333910394e-09,0.0019296200502916866,4.3835397312992266e-14,3.588169767767248e-09,1.7040162489914805e-10
3.087984065234738e-10,0.051829194243811355,0.0,12.809066817736484,0.030762778643396053,0.2972814133602745,0.3365104670393252,0.1966216251624298,0.09230398117662447,0.0,1.02691353931676e-24,3.4564643685012193e-12,5.582261028371795e-31,0.0,3.2854374120732483e-43,1.1439093794184463e-06,6.237037737276226e-33,8.212172897430732e-37,6.998929531658242e-55,1.2260045351707423e-16,3.958746015184181e-27,6.200796769788128e-88,9.498387139581539e-19,4.000526135561417e-60,4.0030154891441595e-30,7.239693069366391e-58,2.6216867621832472e-12,1.7825273834112927e-53,0.0010982084116428485,0.014898425119242541,0.009151891304929797,0.012042456009585,0.005629703838632848,0.004760882354382721,0.004591558972303707,1.7496243806944312e-05,2.6448770600788406e-15,0.0001197050237912045,0.002564647109982224,2.3129719403361902e-05,0.00304895459315438,0.00010349000159831751,5.8060748983373215e-08,0.0001396283267621788,4.3194927633996517e-17,7.952814494415231e-13,2.689141489452083e-15,8.652777997367372e-09,0.001931865482148954,4.384146531294084e-14,3.604980656458215e-09,1.711931227091356e-10
3.0916632930455696e-10,0.051829194243811355,0.0,12.809003117923885,0.030762758934474683,0.2972561295512821,0.3364942679687711,0.19661298212536854,0.09230581166138735,0.0,1.0304943469336545e-24,3.460499509981141e-12,5.604914200724094e-31,0.0,3.308092030962121e-43,1.1476381412270599e-06,6.26498644066431e-33,8.231503496135427e-37,7.023667435315142e-55,1.2288987972804413e-16,3.963355875757281e-27,6.237436365810975e-88,9.513759375288954e-19,4.0146661017596646e-60,4.020952827722976e-30,7.289587159294923e-58,2.623920930151049e-12,1.790960968622284e-53,0.0010982248860759854,0.014915388822884968,0.009162000997725111,0.012056409761893944,0.005632827518822704,0.004766401689084835,0.0045965748929098086,1.7496484017466386e-05,2.650443302336957e-15,0.00011997972832671469,0.002567582746609076,2.320656501257436e-05,0.0030523821753311257,0.0001037044516237306,5.831332009114992e-08,0.00013945052851832264,4.324505197730932e-17,7.964146281897411e-13,2.690020215949703e-15,8.67415196446172e-09,0.001934110783520921,4.3847406688949643e-14,3.6218497427874816e-09,1.7198729770315421e-10
3.0953425208564014e-10,0.051829194243811355,0.0,12.808939428244821,0.03076273901359738,0.29723084823574913,0.3364780699458042,0.1966043446225287,0.09230764266016055,0.0,1.0340831833491284e-24,3.464534457217472e-12,5.627630481295485e-31,0.0,3.3308746497242994e-43,1.1513747668769193e-06,6.293024942766462e-33,8.250856389138836e-37,7.048462951017082e-55,1.231796412700616e-16,3.967965533751888e-27,6.274248178312683e-88,9.529135111991564e-19,4.0288389984900365e-60,4.0389477956487064e-30,7.339763006486625e-58,2.626153377616797e-12,1.7994242891980692e-53,0.001098241371519249,0.014932350724134846,0.009172110000070269,0.012070362597029973,0.005635945962228962,0.00477192072631611,0.004601589768623285,1.7496725604108777e-05,2.6560138104195115e-15,0.00012025472263643252,0.0025705178690430797,2.3283569491071563e-05,0.0030558091646901895,0.00010391906494093108,5.856669543236896e-08,0.0001392731981666673,4.329517377199198e-17,7.975487157008294e-13,2.690900650192534e-15,8.695556259135937e-09,0.0019363559544202619,4.38533804008334e-14,3.6387771560824212e-09,1.7278415544121356e-10
3.099021748667233e-10,0.051829194243811355,0.0,12.80887574869461,0.03076271888229908,0.2972055694134033,0.336461872970339,0.19659571264556977,0.09230947417318214,0.0,1.037680056109024e-24,3.4685692102227746e-12,5.6504099626436134e-31,0.0,3.353785830288203e-43,1.155119263300019e-06,6.321153413976192e-33,8.27023157553612e-37,7.073316143236946e-55,1.234697381250583e-16,3.972574989297659e-27,6.311232808589107e-88,9.54451433764301e-19,4.0430448626046547e-60,4.057000502259291e-30,7.390221847459058e-58,2.6283841057904776e-12,1.8079174141105528e-53,0.001098257867972719,0.014949310823233692,0.009182218309726115,0.012084314515065944,0.0056390591770231245,0.004777439466245579,0.004606603599575575,1.7496968566075105e-05,2.6615885799176352e-15,0.0001205300066358806,0.002573452477698656,2.3360732956510572e-05,0.0030592355609906467,0.00010413384138889387,5.882087662245236e-08,0.0001390963337847422,4.334529301978332e-17,7.986837139656708e-13,2.6917827938092176e-15,8.716990905385776e-09,0.0019386009948596497,4.385944656197004e-14,3.6557630258917536e-09,1.7358370148688662e-10
3.102700976478065e-10,0.051829194243811355,0.0,12.808812079268561,0.030762698542105667,0.29718029308397265,0.33644567704228956,0.19658708618616402,0.09231130620069009,0.0,1.0412849727537738e-24,3.47260376900961e-12,5.673252737320415e-31,0.0,3.3768261363249167e-43,1.158871637422412e-06,6.349372024760971e-33,8.289629054425422e-37,7.098227076440404e-55,1.2376017027497606e-16,3.977184242524053e-27,6.348390859307152e-88,9.559897040221457e-19,4.0572837309515244e-60,4.0751110569400746e-30,7.440964922566333e-58,2.630613115881222e-12,1.816440412408049e-53,0.0010982743754364686,0.014966269120422954,0.009192325924464452,0.012098265516074704,0.005642167171363984,0.004782957909042021,0.004611616385898116,1.7497212902567855e-05,2.667167606426072e-15,0.00012080558024059652,0.0025763865729882328,2.3438055526415322e-05,0.003062661363991697,0.0001043487808067089,5.9075865277980125e-08,0.0001389199334611335,4.3395409722406325e-17,7.99819624976415e-13,2.692666648429587e-15,8.738455927260255e-09,0.0019408459048517537,4.386539112704774e-14,3.6728074821608044e-09,1.7438594140730353e-10
3.106380204288897e-10,0.051829194243811355,0.0,12.808748419961974,0.030762677994534058,0.29715501924718474,0.33642948216157054,0.19657846523599695,0.09231313874292232,0.0,1.0448979408184018e-24,3.4766381335905358e-12,5.69615889787202e-31,0.0,3.3999961332512172e-43,1.1626318961642162e-06,6.377680945662052e-33,8.309048824907873e-37,7.12319581508593e-55,1.2405093770176697e-16,3.981793293560339e-27,6.385722934506242e-88,9.57528320772958e-19,4.0715556403745305e-60,4.09327956912369e-30,7.491993476005811e-58,2.632840409097307e-12,1.8249933532152727e-53,0.0010982908939105667,0.014983225615944042,0.009202432842067943,0.012112215600129084,0.005645269953397623,0.004788476054873982,0.004616628127722347,1.7497458612788386e-05,2.672750885543171e-15,0.00012108144336613263,0.002579320155322252,2.351553731817737e-05,0.0030660865734526716,0.0001045638830335811,5.933166301668844e-08,0.0001387439952954033,4.3445523881595947e-17,8.009564507264811e-13,2.6935522156803536e-15,8.75995134886172e-09,0.0019430906844092395,4.387136194427356e-14,3.6899106545953816e-09,1.7519088077314492e-10
3.1100594320997286e-10,0.051829194243811355,0.0,12.808684770770144,0.03076265724109225,0.2971297479027674,0.3364132883280961,0.1965698497867667,0.09231497180011654,0.0,1.0485189678325211e-24,3.4806723039781124e-12,5.719128536838685e-31,0.0,3.4232963882326235e-43,1.166400046439615e-06,6.406080347294248e-33,8.328490886087593e-37,7.148222423624802e-55,1.2434204038739346e-16,3.986402142535587e-27,6.423229639599757e-88,9.590672828194524e-19,4.0858606277134495e-60,4.111506148289934e-30,7.543308755824843e-58,2.635065986646158e-12,1.8335763057333315e-53,0.0010983074233950753,0.015000180310038304,0.009212539060330044,0.012126164767301908,0.005648367531257446,0.004793993903909756,0.004621638825179707,1.7497705695936927e-05,2.6783384128708916e-15,0.00012135759592805615,0.0025822532251091918,2.3593178449055523e-05,0.0030695111891330304,0.00010477914790883045,5.9588271457468076e-08,0.00013856851739800862,4.349563549908892e-17,8.020941932105592e-13,2.694439497187252e-15,8.781477194345856e-09,0.0019453353335447702,4.3877402594913165e-14,3.707072673127859e-09,1.7599852515863557e-10
3.1137386599105603e-10,0.051829194243811355,0.0,12.808621131688364,0.030762636283279392,0.29710447905044857,0.3363970955417808,0.19656123983018456,0.09231680537251036,0.0,1.0521480613203323e-24,3.4847062801848956e-12,5.742161746754717e-31,0.0,3.446727470186439e-43,1.1701760951568646e-06,6.434570400345745e-33,8.347955237071692e-37,7.173306966501102e-55,1.24633478313828e-16,3.991010789578674e-27,6.460911581376501e-88,9.606065889667896e-19,4.100198729803943e-60,4.1297909039656295e-30,7.59491201392751e-58,2.6372898497343465e-12,1.8421893392397134e-53,0.0010983239638900511,0.015017133202947041,0.009222644577054918,0.012140113017665984,0.005651459913064189,0.0047995114563174025,0.004626648478401627,1.7497954151212588e-05,2.683930184014794e-15,0.0001216340378419492,0.0025851857827555746,2.3670979036175747e-05,0.0030729352107923633,0.00010499457527189213,5.984569222036246e-08,0.00013839349789022186,4.3545744576599865e-17,8.032328544245992e-13,2.6953284945777553e-15,8.80303348792171e-09,0.0019475798522710062,4.388334438563917e-14,3.7242936680251263e-09,1.768088801415374e-10
3.117417887721392e-10,0.051829194243811355,0.0,12.80855750271191,0.030762615122585858,0.29707921268995624,0.3363809038025389,0.19655263535797451,0.09231863946034126,0.0,1.0557852288006234e-24,3.4887400622234434e-12,5.765258620148399e-31,0.0,3.4702899497848067e-43,1.173960049218293e-06,6.463151275577908e-33,8.367441876970277e-37,7.198449508151738e-55,1.2492525146305334e-16,3.995619234818284e-27,6.498769368002152e-88,9.621462380225745e-19,4.1145699834775683e-60,4.148133945724504e-30,7.646804506081365e-58,2.6395119995675924e-12,1.850832523088277e-53,0.0010983405153955456,0.015034084294911492,0.009232749390057358,0.012154060351294111,0.005654547106925958,0.004805028712264732,0.004631657087519549,1.749820397781337e-05,2.6895261945840384e-15,0.0001219107690234086,0.002588117828665985,2.3748939196531795e-05,0.003076358638190386,0.00010521016496231638,6.010392692656615e-08,0.0001382189349040507,4.359585111585737e-17,8.043724363658122e-13,2.6962192094759502e-15,8.824620253851745e-09,0.0019498242406006034,4.3889315748400444e-14,3.741573769379113e-09,1.776219513031437e-10
3.121097115532224e-10,0.051829194243811355,0.0,12.808493883836059,0.0307625937604933,0.2970539488210184,0.3363647131102849,0.19654403636187343,0.09232047406384657,0.0,1.0594304777867661e-24,3.4927736501063096e-12,5.7884192495419075e-31,0.0,3.4939843994577457e-43,1.1777519155203083e-06,6.491823143825076e-33,8.386950804896426e-37,7.223650113006428e-55,1.2521735981706254e-16,4.0002274783829054e-27,6.536803609020707e-88,9.636862287968551e-19,4.1289744255617784e-60,4.166535383187062e-30,7.698987491924169e-58,2.6417324373507643e-12,1.8595059267092437e-53,0.0010983570779116044,0.015051033586172848,0.009242853497162709,0.012168006768259075,0.005657629120938222,0.004810545671919313,0.004636664652664904,1.7498455174936175e-05,2.6951264401913823e-15,0.00012218778938804611,0.0025910493632430847,2.3827059046984872e-05,0.0030797814710869452,0.00010542591681976877,6.036297719842298e-08,0.00013804482658216,4.364595511859768e-17,8.055129410326721e-13,2.6971116435046868e-15,8.846237516451858e-09,0.0019520684985462162,4.389531881507957e-14,3.75891310753015e-09,1.7843774422827189e-10
3.1247763433430557e-10,0.051829194243811355,0.0,12.808430275056079,0.030762572198474704,0.297028687443363,0.3363485234649333,0.19653544283363122,0.09232230918326355,0.0,1.0630838157867176e-24,3.4968070438460503e-12,5.811643727451233e-31,0.0,3.5178113933961965e-43,1.1815517009533974e-06,6.520586175994367e-33,8.406482019966227e-37,7.248908845487716e-55,1.255098033578586e-16,4.0048355204008334e-27,6.575014915355945e-88,9.652265601021176e-19,4.143412092879924e-60,4.1849953260204594e-30,7.751462234970622e-58,2.64395116428788e-12,1.8682096196091846e-53,0.0010983736514382678,0.015067981076972251,0.009252956896206789,0.012181952268633648,0.005660705963183857,0.0048160623354484774,0.004641671173969128,1.7498707741776796e-05,2.700730916453177e-15,0.0001224650988514884,0.002593980386887625,2.3905338704263688e-05,0.0030832037092420137,0.00010564183068403007,6.062284465942444e-08,0.00013787117107779383,4.369605658652671e-17,8.06654370424908e-13,2.698005798289024e-15,8.867885300091419e-09,0.001954312626120494,4.39012651808603e-14,3.77631181303113e-09,1.792562645052576e-10
3.1284555711538875e-10,0.051829194243811355,0.0,12.808366676367237,0.03076255043799448,0.2970034285567181,0.3363323348663985,0.19652685476501033,0.09232414481882929,0.0,1.0667452503030172e-24,3.5008402434552173e-12,5.834932146386119e-31,0.0,3.541771507555062e-43,1.1853594124021323e-06,6.549440543065478e-33,8.42603552129875e-37,7.27422577001098e-55,1.2580258206745492e-16,4.009443361000169e-27,6.613403899312865e-88,9.667672307532864e-19,4.157883022251262e-60,4.2035138839383724e-30,7.804230002619086e-58,2.646168181582105e-12,1.876943671371014e-53,0.0010983902359755703,0.015084926767550777,0.009263059585035816,0.012195896852490593,0.005663777641733147,0.004821578703019313,0.004646676651563657,1.749896167752996e-05,2.7063396189893676e-15,0.00012274269732937676,0.002596910899998459,2.3983778284964844e-05,0.003086625352415694,0.00010585790639499638,6.088353093420779e-08,0.00013769796655469822,4.3746155521365165e-17,8.077967265434995e-13,2.69890167545045e-15,8.889563629193292e-09,0.0019565566233360854,4.390723424047714e-14,3.793770016389113e-09,1.800775177259477e-10
3.132134798964719e-10,0.051829194243811355,0.0,12.808303087764784,0.030762528480508512,0.2969781721608118,0.33631614731459497,0.19651827214778625,0.09232598097078078,0.0,1.0704147888327847e-24,3.5048732489463634e-12,5.858284598849978e-31,0.0,3.5658653196562543e-43,1.1891750567451731e-06,6.578386416090486e-33,8.445611308016061e-37,7.299600950984441e-55,1.2609569592787482e-16,4.014051000308824e-27,6.651971174579146e-88,9.683082395677222e-19,4.172387250490949e-60,4.222091166700873e-30,7.857292066158334e-58,2.648383490435759e-12,1.8857081516539777e-53,0.0010984068315235413,0.015101870658149457,0.009273161561506323,0.012209840519902662,0.005666844164643818,0.004827094774798666,0.0046516810855799185,1.7499216981389294e-05,2.711952543423484e-15,0.00012302058473736746,0.0025998409029725587,2.4062377905552603e-05,0.0030900464003682138,0.00010607414379267909,6.114503764855446e-08,0.0001375252111870444,4.3796251924850636e-17,8.089400113906825e-13,2.6997992766090336e-15,8.911272528233877e-09,0.001958800490205634,4.391320306821387e-14,3.8112878483353736e-09,1.8090150948569438e-10
3.135814026775551e-10,0.051829194243811355,0.0,12.808239509243974,0.03076250632746419,0.2969529182553724,0.3362999608094373,0.1965096949737472,0.09232781763935481,0.0,1.07409243886772e-24,3.5089060603320396e-12,5.881701177339812e-31,0.0,3.590093409191743e-43,1.1929986408552712e-06,6.607423966193662e-33,8.465209379243209e-37,7.325034452809149e-55,1.2638914492115197e-16,4.018658438454511e-27,6.690717356226595e-88,9.698495853652175e-19,4.1869248144100557e-60,4.240727284114306e-30,7.91064970077429e-58,2.6505970920503112e-12,1.8945031301936429e-53,0.0010984234380822043,0.01511881274900927,0.009283262823485084,0.012223783270942593,0.005669905539961048,0.00483261055095314,0.00465668447614935,1.7499473652547386e-05,2.7175696853826454e-15,0.00012329876099113167,0.00260277039620503,2.4141137682359103e-05,0.00309346685285993,0.00010629054271720504,6.14073664293884e-08,0.00013735290315935273,4.384634579868036e-17,8.100842269699419e-13,2.7006986033873156e-15,8.933012021743134e-09,0.0019610442267417798,4.391915529217544e-14,3.828865439716452e-09,1.81728245383348e-10
3.139493254586383e-10,0.051829194243811355,0.0,12.80817594080005,0.030762483980300532,0.29692766684012784,0.33628377535083986,0.19650112323469407,0.09232965482478817,0.0,1.0777782078941027e-24,3.512938677624797e-12,5.905181974346146e-31,0.0,3.6144563574266005e-43,1.1968301715992714e-06,6.636553364571267e-33,8.484829734108242e-37,7.350526339879005e-55,1.2668292902932999e-16,4.023265675564757e-27,6.729643060712597e-88,9.713912669679962e-19,4.2014957508155605e-60,4.2594223460311595e-30,7.964304185556767e-58,2.65280898762638e-12,1.9033286768018876e-53,0.0010984400556515782,0.015135753040371135,0.009293363368849054,0.012237725105683113,0.005672961775717493,0.004838126031649102,0.00466168682340338,1.7499731690195733e-05,2.7231910404975517e-15,0.0001235772260063551,0.0026056993800891203,2.4220057731584418e-05,0.0030968867096513256,0.00010650710300881647,6.167051890477417e-08,0.00013718104066641744,4.389643714456491e-17,8.112293752860044e-13,2.7015996574041747e-15,8.954782134304619e-09,0.0019632878329571618,4.3925111395715626e-14,3.8465029214637925e-09,1.8255773102125118e-10
3.1431724823972146e-10,0.051829194243811355,0.0,12.808112382428252,0.03076246144044819,0.29690241791480637,0.3362675909387172,0.19649255692244055,0.09233149252731737,0.0,1.081472103392789e-24,3.5169711008371847e-12,5.928727082352953e-31,0.0,3.638954747402047e-43,1.2006696558381168e-06,6.665774782491349e-33,8.5044723717422e-37,7.376076676580771e-55,1.2697704823446257e-16,4.027872711766892e-27,6.768748905881568e-88,9.729332832007117e-19,4.2161000965103594e-60,4.278176462349938e-30,8.018256803506217e-58,2.65501917836374e-12,1.912184861366894e-53,0.0010984566842316761,0.015152691532475922,0.00930346319548527,0.01225166602419693,0.0056760128799332975,0.004843641217052675,0.004666688127473442,1.7499991093524774e-05,2.7288166044024847e-15,0.00012385597969873864,0.0026086278550162376,2.4299138169296614e-05,0.003100305970503012,0.00010672382450787109,6.19344967039154e-08,0.0001370096219132317,4.3946525964245566e-17,8.123754583448444e-13,2.7025024402770306e-15,8.976582890555509e-09,0.0019655313088644153,4.393106197406384e-14,3.86420042466042e-09,1.8338997200523208e-10
3.1468517102080464e-10,0.051829194243811355,0.0,12.80804883412381,0.030762438709329543,0.2968771714791365,0.336251407572984,0.19648399602881306,0.09233333074717898,0.0,1.0851741328392105e-24,3.5210033299817497e-12,5.952336593837571e-31,0.0,3.663589163938502e-43,1.204517100426852e-06,6.695088391293565e-33,8.524137291279115e-37,7.401685527294059e-55,1.2727150251861374e-16,4.032479547188057e-27,6.808035510966401e-88,9.744756328904436e-19,4.230737888293261e-60,4.296989743015038e-30,8.072508841540452e-58,2.6572276654613157e-12,1.9210717538531355e-53,0.0010984733238225063,0.015169628225564452,0.009313562301290795,0.012265606026556753,0.005679058860616126,0.0048491561073297496,0.004671688388490963,1.7500251861723916e-05,2.7344463727353e-15,0.00012413502198399773,0.0026115558213759623,2.437837911143184e-05,0.003103724635175726,0.00010694070705484214,6.219930145715293e-08,0.00013683864511491355,4.399661225941141e-17,8.135224781536812e-13,2.703406953625798e-15,8.99841431518664e-09,0.001967774654476171,4.3937009752775235e-14,3.881958080498839e-09,1.8422497394459798e-10
3.150530938018878e-10,0.051829194243811355,0.0,12.807985295881956,0.03076241578835874,0.29685192753284634,0.3362352252535546,0.19647544054565078,0.09233516948460926,0.0,1.0888843037033742e-24,3.5250353650710408e-12,5.9760106012706395e-31,0.0,3.6883601936386215e-43,1.2083725122146256e-06,6.724494362388959e-33,8.543824491856006e-37,7.42735295639134e-55,1.2756629186385731e-16,4.0370861819552e-27,6.847503496589917e-88,9.760183148666947e-19,4.245409162959001e-60,4.315862298016623e-30,8.127061590501413e-58,2.6594344501171873e-12,1.9299894243013667e-53,0.0010984899744240716,0.015186563119877476,0.009323660684172638,0.012279545112835273,0.005682099725761175,0.004854670702645969,0.0046766876065873755,1.750051399398152e-05,2.7400803411374306e-15,0.00012441435277786274,0.0026144832795560596,2.4457780673794394e-05,0.0031071427034303307,0.00010715775049031836,6.246493479596314e-08,0.0001366681084966325,4.4046696031759645e-17,8.146704367209653e-13,2.704313199066719e-15,9.020276432942535e-09,0.0019700178698050562,4.394295210975568e-14,3.899776020298462e-09,1.8506274245212865e-10
3.15421016582971e-10,0.051829194243811355,0.0,12.807921767697911,0.030762392678941774,0.2968266860756643,0.33621904398034363,0.19646689046480548,0.09233700873984446,0.0,1.0926026234498606e-24,3.5290672061176025e-12,5.999749197116023e-31,0.0,3.713268424890361e-43,1.2122358980446943e-06,6.753992867259796e-33,8.563533972612894e-37,7.453079028237966e-55,1.278614162522773e-16,4.041692616195081e-27,6.887153484766318e-88,9.775613279613897e-19,4.2601139572982337e-60,4.3347942373905e-30,8.181916345161908e-58,2.6616395335285864e-12,1.938937942828617e-53,0.0010985066360363692,0.015203496215655714,0.00933375834204769,0.012293483283105169,0.00568513548335119,0.004860185003166743,0.004681685781894104,1.7500777489484908e-05,2.74571850525388e-15,0.00012469397199607891,0.002617410229942494,2.4537342972056794e-05,0.0031105601750278157,0.00010737495465500412,6.273139835295636e-08,0.00013649801029353632,4.4096777283037815e-17,8.158193360563884e-13,2.705221178214725e-15,9.042169268621441e-09,0.001972260954863699,4.394889269177868e-14,3.9176543754939105e-09,1.859032831440703e-10
