Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),CH3OX(210),H2NOX(204),HOX(29),H2NO(88),HNOX(526),H3NX(202),NX(608),OX(27),HNX(525),H2X(216),H2NX(201),CH2X(34),CHX(35)
3.5063712624604497e-13,0.06210963536780779,0.0,15.421684400739371,0.031071226424180615,0.31938100920473417,0.35046940124465775,0.2069933829401982,0.09196378910769516,0.0,1.1403414441081443e-32,1.30862703145538e-12,7.510393000840524e-36,0.0,8.552796930407945e-53,1.1867362333944908e-14,1.5906208355857108e-38,1.6975261255428485e-36,1.4331555998505338e-53,1.7284127931862283e-19,6.467563383592883e-25,1.83639795439353e-86,3.0762983781943116e-20,8.538657775953198e-58,3.019817601417841e-36,6.619735598889949e-65,1.3082366617756022e-12,3.5960132150769285e-56,5.440826308486073e-05,1.9372212534718798e-05,1.3769297181892525e-05,1.5390893573301294e-05,1.2717934263051049e-05,6.119305006534084e-06,6.198866564664932e-06,2.9089053775400146e-06,1.53074456283161e-18,8.803732908860137e-10,2.623765023833483e-06,5.961619503198415e-13,1.899774443751704e-07,1.1408506667469354e-09,7.254634223994631e-19,4.359644681406146e-06,1.713169595048028e-17,7.472284271561172e-13
3.6470322819549796e-13,0.06210963536780779,0.0,15.421678948610944,0.031071070677711653,0.31937985907304856,0.35046878388240515,0.20699262858678943,0.09196169891443233,0.0,1.3851457074549683e-32,1.361122501815833e-12,8.512103963995415e-36,0.0,1.0829118765313849e-52,1.3364387233274249e-14,1.8616085429631496e-38,1.8364335859011227e-36,1.61263946525402e-53,1.8698650183920902e-19,6.7270028335913505e-25,2.2354949536932492e-86,3.2298292095299734e-20,9.608012215102308e-58,3.5342930097090226e-36,8.381567528277773e-65,1.3607000391415263e-12,4.2086903537975435e-56,5.6498686287542536e-05,2.0149229162174367e-05,1.4329221075391415e-05,1.6008255773344067e-05,1.322682048072662e-05,6.364772136452372e-06,6.447492133885476e-06,3.0178160561017248e-06,1.6550193467249979e-18,9.524153936734231e-10,2.7289649414463853e-06,6.708146323219017e-13,2.052543340351586e-07,1.2341910395239577e-09,8.4962065418525015e-19,4.534515264617375e-06,1.7818934847424585e-17,8.083816584594181e-13
3.7876933014495095e-13,0.06210963536780779,0.0,15.421673502957917,0.031070914935835376,0.31937870894880394,0.3504681665244993,0.20699187433488506,0.0919596156364008,0.0,1.6700218125825224e-32,1.4136178797042014e-12,9.603970483011741e-36,0.0,1.358936430045789e-52,1.4983154457666666e-14,2.1658283028433256e-38,1.980801581055309e-36,1.8065154917231577e-53,2.0168798166485473e-19,6.986441338167161e-25,2.7011458412061844e-86,3.3857029003884897e-20,1.0763114313429616e-57,4.111860247301097e-36,1.0517945636001342e-64,1.4131620450802082e-12,4.896509784575137e-56,5.858221174781559e-05,2.0926236853470423e-05,1.4889700386470928e-05,1.6625613626701268e-05,1.3735606262012137e-05,6.610238195999874e-06,6.696114067758124e-06,3.126142818257826e-06,1.7841421264590946e-18,1.0272896970976042e-09,2.834160730738119e-06,7.5145203778941e-13,2.210999518309028e-07,1.3311989089876852e-09,9.89117346245156e-19,4.709384008206492e-06,1.8506172843999897e-17,8.719397297150619e-13
3.9283543209440394e-13,0.06210963536780779,0.0,15.421668063760473,0.031070759198573963,0.31937755883199986,0.35046754917093986,0.20699112018446486,0.09195753925079332,0.0,1.9996351392568703e-32,1.4661131651211353e-12,1.0790612853297763e-35,0.0,1.6912552530513576e-52,1.6728550034546287e-14,2.505891634026208e-38,2.1306299444681164e-36,2.01533868340742e-53,2.1694571637034017e-19,7.245878897447527e-25,3.2413476519010774e-86,3.543921508261168e-20,1.2007270753397867e-57,4.757477353305738e-36,1.3090028373895571e-64,1.4656226783552456e-12,5.665377735482149e-56,6.065886280462592e-05,2.1703235609059923e-05,1.5450732115938138e-05,1.724296713366159e-05,1.4244291626793231e-05,6.855703185504099e-06,6.944732366499177e-06,3.2338875688420425e-06,1.9181127403176273e-18,1.1049961254964895e-09,2.9393524012033267e-06,8.383047924113897e-13,2.3751186133681073e-07,1.4318740240456734e-09,1.145176501729065e-18,4.884250880619325e-06,1.919341002408384e-17,9.379026287659752e-13
4.0690153404385693e-13,0.06210963536780779,0.0,15.421662630998888,0.03107060346594963,0.31937640872263534,0.35046693182172656,0.20699036613550853,0.09195546973487977,0.0,2.3789878160531686e-32,1.5186083580672865e-12,1.2076737224739345e-35,0.0,2.0887007695346814e-52,1.86054733412727e-14,2.884508793277405e-38,2.2859185102540083e-36,2.2396640383963614e-53,2.32759703531187e-19,7.505315511559632e-25,3.864713783212153e-86,3.7044870777741166e-20,1.334378818136488e-57,5.476289823794567e-36,1.6166176092204667e-64,1.5180819377344546e-12,6.521423879775104e-56,6.272866271012954e-05,2.2480225429394903e-05,1.6012313274308064e-05,1.786031629451293e-05,1.4752876594950982e-05,7.1011671052919065e-06,7.193347030324223e-06,3.3410522222849637e-06,2.056931026471965e-18,1.1855346032149646e-09,3.0445399623489705e-06,9.31603507192688e-13,2.544876262051803e-07,1.536216133475011e-09,1.3190693010325777e-18,5.059115850258068e-06,1.9880646471695343e-17,1.0062703434612408e-12
4.209676359933099e-13,0.06210963536780779,0.0,15.421657204653478,0.0310704477379846,0.3193752586207099,0.350466314476859,0.20698961218799597,0.09195340706600683,0.0,2.813428725128153e-32,1.5711034585433058e-12,1.3467135696181465e-35,0.0,2.5611062665650568e-52,2.0618837019238512e-14,3.3044887695030275e-38,2.4466671131763233e-36,2.4800465487207257e-53,2.491299407236567e-19,7.764751180630636e-25,4.580496877201278e-86,3.8674016407307996e-20,1.4775973207590158e-57,6.273630600730471e-36,1.9822495418203003e-64,1.5705398219898928e-12,7.471001332974105e-56,6.47916346300776e-05,2.3257206314926407e-05,1.657444088185204e-05,1.8477661109542395e-05,1.526136118636193e-05,7.346629955689496e-06,7.44195805944814e-06,3.447638702369102e-06,2.200596822981506e-18,1.2689050546048444e-09,3.1497234236942316e-06,1.0315787784475103e-12,2.720248103126695e-07,1.644224985922088e-09,1.512115232276767e-18,5.2339788854816125e-06,2.0567882270993328e-17,1.0770428616560783e-12
4.350337379427629e-13,0.06210963536780779,0.0,15.421651784704638,0.031070292014701156,0.3193741085262227,0.350465697136337,0.2069888583419069,0.0919513512215977,0.0,3.308663335447076e-32,1.6235984665498434e-12,1.4966686409146965e-35,0.0,3.1193787945115966e-52,2.2773566888145745e-14,3.7687392779171454e-38,2.6128755886444183e-36,2.737041200353556e-53,2.6605642552474937e-19,8.024185904787671e-25,5.3986117022049035e-86,4.0326672161547746e-20,1.630713240624148e-57,7.155020060884859e-36,2.4143403458905094e-64,1.6229963298978773e-12,8.5206866499425e-56,6.684780164419978e-05,2.4034178266104553e-05,1.7137111968644736e-05,1.9095001579036306e-05,1.5769745420898046e-05,7.592091737022419e-06,7.690565454085098e-06,3.553648941985903e-06,2.3491099677940774e-18,1.3551074040248502e-09,3.254902794770415e-06,1.1384611877929462e-12,2.901209779051659e-07,1.7559003299023672e-09,1.7256822209411474e-18,5.408839954605888e-06,2.1255117506275293e-17,1.1502201712118279e-12
4.490998398922159e-13,0.06210963536780779,0.0,15.421646371132837,0.031070136296121594,0.31937295843917324,0.3504650798001603,0.20698810459722117,0.09194930217915188,0.0,3.8707633654178567e-32,1.6760933820875514e-12,1.658035364079636e-35,0.0,3.775574628745279e-52,2.507460186046605e-14,4.2802667542024157e-38,2.784543772710816e-36,3.011202973211304e-53,2.835391555122022e-19,8.28361968415785e-25,6.3296580339648044e-86,4.2002858103326295e-20,1.7940572315401547e-57,8.126166004741984e-36,2.9222211826448317e-64,1.6754514602390055e-12,9.677279821967889e-56,6.889718674658605e-05,2.4811141283378497e-05,1.77003235746101e-05,1.9712337703280193e-05,1.6278029318426785e-05,7.837552449615574e-06,7.93916921444856e-06,3.6590848828947334e-06,2.5024702987463275e-18,1.444141575840587e-09,3.3600780851208456e-06,1.2524813021424728e-12,3.0877369374105243e-07,1.8712419138001574e-09,1.961186758651879e-18,5.5836990259042066e-06,2.1942352261976004e-17,1.2258022599959292e-12
4.631659418416689e-13,0.06210963536780779,0.0,15.421640963918591,0.031069980582268248,0.31937180835956075,0.3504644624683285,0.20698735095391863,0.09194725991624485,0.0,4.5061762758979404e-32,1.7285882051570795e-12,1.8313187896131625e-35,0.0,4.542977292707051e-52,2.7526893856089113e-14,4.842176348663963e-38,2.9616715020683676e-36,3.303086841154939e-53,3.0157812826448755e-19,8.543052518868255e-25,7.384943536238569e-86,4.3702594168571e-20,1.9679599437074537e-57,9.192963645390422e-36,3.5161730485117195e-64,1.7279052117981745e-12,1.094780427384463e-55,7.093981284606687e-05,2.558809536719645e-05,1.826407274956593e-05,2.0329669482558795e-05,1.6786212898811043e-05,8.083012093793215e-06,8.187769340751292e-06,3.7639484754838467e-06,2.6606776535641264e-18,1.536007494424518e-09,3.4652493043007763e-06,1.3738696736994458e-12,3.279805232328734e-07,1.9902494858683865e-09,2.2200940311270066e-18,5.758556067607582e-06,2.2629586622666123e-17,1.3037891158819052e-12
4.772320437911219e-13,0.06210963536780779,0.0,15.4216355630425,0.031069824873163468,0.3193706582873844,0.35046384514084145,0.20698659741197908,0.09194522441052776,0.0,5.221734594563566e-32,1.7810829357590793e-12,2.0170325999447182e-35,0.0,5.436178142163767e-52,3.013540771716397e-14,5.457671920376298e-38,3.1442586140474265e-36,3.6132477719910525e-53,3.2017334136081217e-19,8.802484409045943e-25,8.57650664088878e-86,4.5425900166703704e-20,2.1527520237192728e-57,1.0361495597401342e-35,4.2074891418519587e-64,1.780357583364597e-12,1.2339506860957158e-55,7.297570276659162e-05,2.6365040518005684e-05,1.8828356553267343e-05,2.0946996917156088e-05,1.7294296181909186e-05,8.328470669878948e-06,8.436365833205352e-06,3.868241678533337e-06,2.823731869862965e-18,1.6307050841559482e-09,3.5704164618772865e-06,1.5028568399505754e-12,3.4773903258739697e-07,2.1129227942283773e-09,2.503918045280493e-18,5.933411047905086e-06,2.331682067305093e-17,1.3841807267493433e-12
4.912981457405749e-13,0.06210963536780779,0.0,15.42163016848522,0.031069669168829656,0.31936950822264376,0.3504632278176988,0.2069858439713823,0.09194319563972714,0.0,6.024665072654032e-32,1.833577573894201e-12,2.2156991185030975e-35,0.0,6.471159510423689e-52,3.290512112313747e-14,6.130056031323158e-38,3.332304946613037e-36,3.942240727472967e-53,3.3932479238111543e-19,9.061915354817945e-25,9.91713942745258e-86,4.7172795781075486e-20,2.348764114562309e-57,1.163803186569336e-35,5.0085392115037164e-64,1.8328085737318236e-12,1.385985786636385e-55,7.500487924760558e-05,2.7141976736252533e-05,1.939317205544893e-05,2.1564320007355245e-05,1.7802279187575033e-05,8.573928178195735e-06,8.684958692022107e-06,3.971966458980097e-06,2.9916327851483553e-18,1.7282342694209944e-09,3.6755795674291854e-06,1.6396733236593855e-12,3.6804678894407827e-07,2.2392615868696287e-09,2.8142217554869345e-18,6.108263934944171e-06,2.4004054497968894e-17,1.4669770804838767e-12
5.053642476900279e-13,0.06210963536780779,0.0,15.421624780227472,0.03106951346928922,0.31936835816533815,0.35046261049890015,0.20698509063210815,0.09194117358164478,0.0,6.922597675119509e-32,1.8860721195630956e-12,2.427849318711922e-35,0.0,7.665380414291717e-52,3.5841024505994356e-14,6.862729940530416e-38,3.525810338362132e-36,4.290620663301844e-53,3.5903247890606754e-19,9.321345356311272e-25,1.1420410502193052e-85,4.89433005694031e-20,2.5563268556173905e-57,1.302902983438421e-35,5.9328358869738354e-64,1.885258181697755e-12,1.5516550997881686e-55,7.702736494442503e-05,2.7918904022382394e-05,1.9958516335865856e-05,2.218163875343869e-05,1.8310161935657892e-05,8.8193846190659e-06,8.933547917412229e-06,4.075124791684791e-06,3.1643802368162333e-18,1.8285949746125682e-09,3.780738630546918e-06,1.7845496328596596e-12,3.8890136051192247e-07,2.3692656116495906e-09,3.1526171890090005e-18,6.283114696831004e-06,2.4691288182390456e-17,1.552178164977167e-12
5.194303496394809e-13,0.06210963536780779,0.0,15.421619398250046,0.031069357774564616,0.31936720811546665,0.35046199318444543,0.20698433739413644,0.09193915821415719,0.0,7.923574405214093e-32,1.9385665727664144e-12,2.654022832910784e-35,0.0,9.037864820572917e-52,3.894812096570322e-14,7.659193598192228e-38,3.724774628520739e-36,4.658942529127796e-53,3.792963985170686e-19,9.580774413652909e-25,1.310068787663225e-85,5.073743396420708e-20,2.7757708826601335e-57,1.4541134255629579e-35,6.995102990116162e-64,1.937706406064665e-12,1.731750338517181e-55,7.90431824286107e-05,2.8695822376839718e-05,2.0524386484333647e-05,2.2798953155688038e-05,1.8817944446002534e-05,9.06483999281113e-06,9.182133509585697e-06,4.177718659200819e-06,3.3419740621533666e-18,1.9317871241303506e-09,3.885893660832466e-06,1.9377162608488706e-12,4.1030031670474904e-07,2.502934616293448e-09,3.5207655705896385e-18,6.457963301630795e-06,2.5378521811416683e-17,1.6397839681268866e-12
5.334964515889339e-13,0.06210963536780779,0.0,15.421614022533795,0.03106920208467832,0.3193660580730288,0.3504613758743343,0.20698358425744706,0.09193714951521553,0.0,9.036057964590653e-32,1.991060933504807e-12,2.8947679612024104e-35,0.0,1.060929247294033e-51,4.22314261858726e-14,8.52304563979038e-38,3.9291976569412116e-36,5.047761268550981e-53,4.001165487962471e-19,9.840202526969807e-25,1.497316184556528e-85,5.2555215273251474e-20,3.007426827861602e-57,1.6181177238449026e-35,8.211345828143463e-64,1.990153245639213e-12,1.9270855576826086e-55,8.105235418833991e-05,2.9472731800068045e-05,2.1090779600766887e-05,2.341626321438418e-05,1.9325626738449193e-05,9.310294299752464e-06,9.430715468751801e-06,4.279750051545326e-06,3.524414098337758e-18,2.0378106423807705e-09,3.991044667899252e-06,2.099403686181595e-12,4.3224122827486073e-07,2.6402683483939034e-09,3.9203774462111014e-18,6.63280971736813e-06,2.6065755470277923e-17,1.7297944778366992e-12
5.475625535383868e-13,0.06210963536780779,0.0,15.421608653059632,0.031069046399652838,0.3193649080380239,0.35046075856856634,0.2069828312220198,0.09193514746284527,0.0,1.026894024997041e-31,2.043555201778924e-12,3.1506416802261517e-35,0.0,1.2402092278971606e-51,4.5695968349621156e-14,9.457983380206907e-38,4.139079264099451e-36,5.45763181912272e-53,4.2149292732645814e-19,1.00996296963889e-24,1.705386786455536e-85,5.43966636799851e-20,3.2516253197889695e-57,1.7956178237539175e-35,9.598923467810598e-64,2.0425986992324595e-12,2.1384971537454485e-55,8.305490262877645e-05,3.0249632292509974e-05,2.1657692795216712e-05,2.403356892980719e-05,1.9833208832833592e-05,9.555747540210318e-06,9.679293795119145e-06,4.381220965972232e-06,3.7117001824390504e-18,2.146665453776982e-09,4.096191661372046e-06,2.269842372662916e-12,4.547216674451165e-07,2.78126655541096e-09,4.3532128060228735e-18,6.807653912027298e-06,2.6752989244332542e-17,1.8222096820162433e-12
5.616286554878398e-13,0.06210963536780779,0.0,15.421603289808543,0.031068890719510703,0.3193637580104513,0.3504601412671414,0.20698207828783452,0.09193315203514585,0.0,1.1631550687475762e-31,2.0960493775894168e-12,3.422209651858133e-35,0.0,1.4440538257150366e-51,4.934678805566639e-14,1.046780280782996e-37,4.354419291092159e-36,5.889109112346599e-53,4.434255316912823e-19,1.0359055922037098e-24,1.935970942691029e-85,5.626179824398428e-20,3.508696983406173e-57,1.9873344042074038e-35,1.1176622990599992e-63,2.095042765659885e-12,2.3668438644773304e-55,8.505085007243941e-05,3.1026523854607185e-05,2.2225123187907166e-05,2.4650870302236412e-05,2.034069074898694e-05,9.801199714504467e-06,9.92786848889565e-06,4.482133406747297e-06,3.903832151418945e-18,2.2583514827388448e-09,4.201334650886868e-06,2.4492627693418047e-12,4.777392080394124e-07,2.9259289846717114e-09,4.821081206440629e-18,6.9824958535526184e-06,2.7440223219065674e-17,1.9170295685811145e-12
5.756947574372928e-13,0.06210963536780779,0.0,15.42159793276157,0.031068735044274487,0.3193626079903102,0.3504595239700592,0.20698132545487108,0.09193116321029056,0.0,1.3133664405728932e-31,2.1485434609369356e-12,3.710046231838393e-35,0.0,1.675084804362982e-51,5.3188938234635304e-14,1.1556398578653029e-37,4.575217579634097e-36,6.342748073679575e-53,4.65914359475024e-19,1.0618481204041276e-24,2.1908480940140684e-85,5.815063790139709e-20,3.778972440074581e-57,2.1940068764492726e-35,1.2964735728741687e-63,2.147485443741401e-12,2.613006768669415e-55,8.704021875956994e-05,3.1803406486800424e-05,2.2793067909270418e-05,2.526816733195041e-05,2.0848072506735924e-05,1.0046650822954064e-05,1.0176439550288547e-05,4.5824893849252185e-06,4.1008098421316006e-18,2.3728686536928964e-09,4.3064736460909e-06,2.637895310504496e-12,5.012914256115732e-07,3.0742553833701267e-09,5.325841891418415e-18,7.157335509848767e-06,2.8127457480087834e-17,2.014254125452847e-12
5.897608593867458e-13,0.06210963536780779,0.0,15.421592581899818,0.03106857937396677,0.31936145797760007,0.3504589066773194,0.20698057272310938,0.09192918096652611,0.0,1.4785510248831916e-31,2.20103745182213e-12,4.0147344783253377e-35,0.0,1.9361283958561302e-51,5.722748406560151e-14,1.27277640103675e-37,4.801473972055346e-36,6.81910362253309e-53,4.8895940826271e-19,1.0877905542528298e-24,2.4718890601900023e-85,6.006320146538901e-20,4.062782307553639e-57,2.4163933829274535e-35,1.498513548190418e-63,2.199926732301369e-12,2.8778892858413878e-55,8.902303084849634e-05,3.258028018952955e-05,2.3361524099980858e-05,2.588546001922698e-05,2.1355354125902713e-05,1.029210086587762e-05,1.0425006979504403e-05,4.682290918128791e-06,4.3026330913240525e-18,2.490216891072335e-09,4.411608656642376e-06,2.835970415667842e-12,5.253758975726554e-07,3.22624549856684e-09,5.8694039128962754e-18,7.332172848781093e-06,2.8814692113133755e-17,2.1138833405588955e-12
6.038269613361988e-13,0.06210963536780779,0.0,15.421587237204458,0.03106842370861018,0.31936030797232023,0.3504582893889218,0.20697982009252922,0.09192720528217244,0.0,1.6597778630356376e-31,2.2535313502456508e-12,4.3368661603778485e-35,0.0,2.2302256631790963e-51,6.146750289285208e-14,1.3985991076448666e-37,5.033188311298597e-36,7.318730672274152e-53,5.125606756400886e-19,1.1137328937624988e-24,2.781058327540655e-85,6.199950762658989e-20,4.360457200001543e-57,2.6552707961701603e-35,1.726135871439285e-63,2.2523666301686103e-12,3.162417175950534e-55,9.099930841599785e-05,3.3357144963233447e-05,2.3930488910988015e-05,2.6502748364343173e-05,2.1862535626304972e-05,1.053754984359303e-05,1.0673570776749094e-05,4.781540030330091e-06,4.5093017356366254e-18,2.6103961193169987e-09,4.516739692210508e-06,3.0437184895726547e-12,5.49990203316667e-07,3.3818990771889455e-09,6.453726250425595e-18,7.507007838175949e-06,2.950192720406107e-17,2.21591720183262e-12
6.178930632856518e-13,0.06210963536780779,0.0,15.421581898656726,0.031068268048227352,0.3193591579744699,0.35045767210486606,0.2069790675631105,0.09192523613562249,0.0,1.858162922948481e-31,2.306025156208149e-12,4.677041766365375e-35,0.0,2.560643118772583e-51,6.591408414288842e-14,1.5335270400235218e-37,5.2703604409164367e-36,7.842184130226473e-53,5.367181591936278e-19,1.1396751389458153e-24,3.120416336434702e-85,6.395957495354219e-20,4.6723277279758857e-57,2.911434717660915e-35,1.9818686732691044e-63,2.30480513617642e-12,3.4675385391008985e-55,9.296907345766623e-05,3.4134000808350154e-05,2.449995950354847e-05,2.712003236757529e-05,2.236961702775586e-05,1.078299775641756e-05,1.0922130942227831e-05,4.880238751633742e-06,4.7208156116033436e-18,2.733406262873337e-09,4.621866762475381e-06,3.261369922177038e-12,5.751319243447063e-07,3.5412158660297865e-09,7.080817929974417e-18,7.681840445821012e-06,3.018916283884904e-17,2.3203556972132652e-12
6.319591652351048e-13,0.06210963536780779,0.0,15.421576566237915,0.031068112392840977,0.31935800798404856,0.350457054825152,0.20697831513483309,0.09192327350534177,0.0,2.0748698530456724e-31,2.358518869710274e-12,5.035870512306332e-35,0.0,2.930883598916859e-51,7.057232924166445e-14,1.6779891249002198e-37,5.512990205068647e-36,8.390018897671549e-53,5.61431856510513e-19,1.1656172898154579e-24,3.492121768726266e-85,6.594342189315071e-20,4.9987244984343213e-57,3.185699476712334e-35,2.2684229843177595e-63,2.3572422491625857e-12,3.7942238152525374e-55,9.493234788826613e-05,3.491084772531675e-05,2.5069933049256557e-05,2.7737312029198865e-05,2.2876598350064018e-05,1.1028444604667854e-05,1.1170687476145152e-05,4.978389118062212e-06,4.937174555652354e-18,2.859247246194396e-09,4.726989877127861e-06,3.489155088649696e-12,6.007986443875231e-07,3.7041956117487514e-09,7.752738141915091e-18,7.856670639465596e-06,3.087639910359731e-17,2.427198814645947e-12
6.460252671845578e-13,0.06210963536780779,0.0,15.421571239929387,0.03106795674247374,0.3193568580010555,0.3504564375497792,0.20697756280767687,0.09192131736986828,0.0,2.311110720648504e-31,2.4110124907526778e-12,5.413970350135144e-35,0.0,3.344697393992077e-51,7.54473515320656e-14,1.8324241528027507e-37,5.7610774485195286e-36,8.96278986984978e-53,5.867017651786477e-19,1.1915593463841015e-24,3.898433835141727e-85,6.795106677113323e-20,5.33997811473522e-57,3.478898129338688e-35,2.5887013489854745e-63,2.4096779679693916e-12,4.1434657839308386e-55,9.688915354209362e-05,3.5687685714569435e-05,2.564040673007405e-05,2.8354587349488683e-05,2.3383479613033614e-05,1.1273890388659931e-05,1.1419240378704924e-05,5.075993171343187e-06,5.158378404106332e-18,2.9879189937397927e-09,4.832109045869503e-06,3.727304349363237e-12,6.269879495265053e-07,3.870838060871072e-09,8.471596358196622e-18,8.031498386820982e-06,3.15636360845247e-17,2.536446542081628e-12
6.600913691340108e-13,0.06210963536780779,0.0,15.421565919712556,0.031067801097148386,0.3193557080254902,0.35045582027874755,0.20697681058162173,0.09191936770781219,0.0,2.5681467349319045e-31,2.4635060193360088e-12,5.811967975898295e-35,0.0,3.8060936345954594e-51,8.054427619163293e-14,1.9972807774652034e-37,6.014622016635223e-36,9.561051935961553e-53,6.125278827866496e-19,1.2175013086644193e-24,4.341714562614783e-85,6.998252779247255e-20,5.696419176638334e-57,3.7918824571272607e-35,2.9458066371920926e-63,2.462112291443638e-12,4.5162795639359415e-55,9.883951217333268e-05,3.646451477654347e-05,2.6211377738358744e-05,2.8971858328718784e-05,2.3890260836464288e-05,1.1519335108709202e-05,1.1667789650110354e-05,5.173052958698998e-06,5.38442699318291e-18,3.1194214299756953e-09,4.937224278412463e-06,3.976048049887455e-12,6.53697428313099e-07,4.041142959787618e-09,9.239552448704109e-18,8.206323655560715e-06,3.2250873867967964e-17,2.6480988674771108e-12
6.741574710834638e-13,0.06210963536780779,0.0,15.421560605568907,0.03106764545688766,0.31935455805735175,0.35045520301205657,0.20697605845664754,0.09191742449785546,0.0,2.847288954564079e-31,2.5159994554609186e-12,6.230498837879645e-35,0.0,4.319351933495387e-51,8.586824015053477e-14,2.173017515233339e-37,6.273623755381046e-36,1.0185359979168379e-52,6.389102069238516e-19,1.2434431766690816e-24,4.8244310815697473e-85,7.203782304186953e-20,6.068378280305441e-57,4.125522966108475e-35,3.3430510541022817e-63,2.514545218436648e-12,4.91370261305224e-55,0.0001007834454564109,3.7241334911673255e-05,2.6782843276891955e-05,2.9589124967162467e-05,2.43969420401512e-05,1.176477876513045e-05,1.1916335290563972e-05,5.2695705326381146e-06,5.6153201589950926e-18,3.2537544793747995e-09,5.042335584479404e-06,4.235616520982611e-12,6.809246718866578e-07,4.215110054754702e-09,1.0058816796807698e-17,8.381146413320932e-06,3.2938112540380514e-17,2.76215577879501e-12
6.882235730329168e-13,0.06210963536780779,0.0,15.421555297479976,0.03106748982171435,0.31935340809663976,0.35045458574970617,0.20697530643273426,0.09191548771875178,0.0,3.1498989801492075e-31,2.5684927991280564e-12,6.670207144655456e-35,0.0,4.889034283402337e-51,9.142439200979014e-14,2.3601027444693367e-37,6.538082511318843e-36,1.0836268876593966e-52,6.658487351802984e-19,1.2693849504107567e-24,5.349157913153118e-85,7.411697048419735e-20,6.456186018301014e-57,4.480708885624842e-35,3.7839653478020813e-63,2.5669767478042807e-12,5.33679472775796e-55,0.00010272097498635244,3.8018146120392256e-05,2.735480055890501e-05,3.020638726509228e-05,2.4903523243885013e-05,1.2010221358237845e-05,1.2164877300267655e-05,5.365547950748705e-06,5.851057737551674e-18,3.3909180664163107e-09,5.147442973803398e-06,4.506240078592681e-12,7.086672740907374e-07,4.392739091893873e-09,1.093165041410357e-17,8.555966627700689e-06,3.362535218833123e-17,2.8786172640037426e-12
7.022896749823697e-13,0.06210963536780779,0.0,15.421549995427371,0.031067334191651252,0.3193522581433534,0.350453968491696,0.2069745545098617,0.09191355734932613,0.0,3.4773896315938993e-31,2.6209860503380728e-12,7.131745873079375e-35,0.0,5.519997210536618e-51,9.72178919597467e-14,2.559014704955902e-37,6.807998131604339e-36,1.1514333499325341e-52,6.93343465146746e-19,1.2953266299021098e-24,5.918579256413406e-85,7.621998796495667e-20,6.860172979592876e-57,4.858348167198702e-35,4.272308214910129e-63,2.6194068784069427e-12,5.786638042934826e-55,0.00010465212227913005,3.8794948403133054e-05,2.7927246808104646e-05,3.082364522278002e-05,2.5410004467451903e-05,1.2255662888344948e-05,1.241341567942263e-05,5.460987275494261e-06,6.091639564757662e-18,3.5309121155859187e-09,5.252546456127846e-06,4.7881490238386035e-12,7.36922831587829e-07,4.574029817191727e-09,1.1860365054349386e-17,8.730784266262238e-06,3.431259289850325e-17,2.9974833110775068e-12
7.163557769318227e-13,0.06210963536780779,0.0,15.421544699392758,0.031067178566721216,0.319351108197492,0.35045335123802573,0.20697380268800983,0.09191163336847456,0.0,3.8312256105190033e-31,2.6734792090916172e-12,7.61577677619773e-35,0.0,6.217404183972782e-51,1.0325391169881696e-13,2.7702414972997648e-37,7.08337046398452e-36,1.222010871241394e-52,7.213943944146612e-19,1.3212682151558038e-24,6.535491275429284e-85,7.834689321073181e-20,7.280669749552851e-57,5.259367483398797e-35,4.8120759041069476e-63,2.671835609109597e-12,6.2643370315778245e-55,0.00010657690877201519,3.957174176032737e-05,2.8500179258697355e-05,3.144089884049678e-05,2.5916385730633558e-05,1.250110335576471e-05,1.2661950428229451e-05,5.5558905740112955e-06,6.337065476414701e-18,3.6737365513757816e-09,5.357646041206381e-06,5.081573643011519e-12,7.656889439725453e-07,4.758981976499708e-09,1.2847323326596831e-17,8.905599296531378e-06,3.49998347576928e-17,3.118753907996266e-12
7.304218788812757e-13,0.06210963536780779,0.0,15.421539409357855,0.03106702294694709,0.31934995825905516,0.3504527339886952,0.2069730509671585,0.09190971575516403,0.0,4.212924147839272e-31,2.72597227538934e-12,8.122970391095526e-35,0.0,6.986738280740612e-51,1.095376343524755e-13,2.9942810823345533e-37,7.36419935679501e-36,1.2954149374876725e-52,7.500015205762182e-19,1.347209706184499e-24,7.202804386385979e-85,8.04977038296479e-20,7.718006909957429e-57,5.684712226705646e-35,5.407512017565622e-63,2.724262938781774e-12,6.771018504505023e-55,0.0001084953558239264,4.0348526192405966e-05,2.9073595155412767e-05,3.205814811851288e-05,2.6422667053207184e-05,1.2746542760809464e-05,1.2910481546888026e-05,5.6502599179090985e-06,6.587335308221496e-18,3.819391298284495e-09,5.4627417388027795e-06,5.3867442075659784e-12,7.94963213883257e-07,4.947595315533913e-09,1.3894938807523698e-17,9.080411685997724e-06,3.5687077852807904e-17,3.2424290427457345e-12
