Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),CH3OX(210),H2NOX(204),HOX(29),H2NO(88),HNOX(526),H3NX(202),NX(608),OX(27),HNX(525),H2X(216),H2NX(201),CH2X(34)
1.1600667406016757e-17,0.09466578726852673,0.0,23.505514973049017,0.031075110104494486,0.31940968070511666,0.35048479151033624,0.20701221940950978,0.09201819322529362,0.0,2.7231117163846675e-40,5.024430551837675e-13,1.565973744334608e-37,0.0,1.7529331074447897e-65,7.158250612127842e-27,1.3251938497639559e-43,5.811137356587604e-35,2.548833294587579e-50,2.984191588676454e-23,9.135604743742868e-21,1.5399995694348118e-81,5.895360745351088e-17,1.7756766741723467e-52,3.622710893333746e-44,1.5640659783862864e-73,5.024430598440176e-13,1.600621857929332e-58,2.315276048824439e-09,7.913772165447078e-10,5.548030697844897e-10,6.287008588400736e-10,5.207466386630209e-10,2.4995851852629735e-10,2.5324082875524933e-10,1.2675643286245244e-10,5.895362879236097e-17,1.827780893079692e-17,1.0722290666718853e-10,3.59054224429796e-24,2.8482754555057535e-16,4.164685273305634e-17,4.3153360364834824e-35,1.7808739859388503e-10,1.2483584274293116e-18
2.2599818725393304e-17,0.09466578726852673,0.0,23.50551496761977,0.031075109954032964,0.3194096795946092,0.3504847909137585,0.20701221867876768,0.09201819102995226,0.0,2.036486447287132e-39,9.788335067198572e-13,1.1711177208361721e-36,0.0,6.316139242211425e-64,4.9341890394966566e-26,9.938387579025041e-43,2.2054052029726336e-34,1.9061518220265304e-49,1.1325410662452006e-22,1.7797511433174564e-20,4.4666295147031436e-80,1.1485036651219872e-16,1.3279445678092686e-51,3.398711911516466e-43,5.6751640616617e-72,9.788335075327748e-13,2.3465502097445513e-57,4.5104881665574274e-09,1.5417197523171284e-09,1.0808394036396538e-09,1.2248022888104181e-09,1.0144910851876179e-09,4.869562217264425e-10,4.933507741117957e-10,2.469398194714153e-10,1.1485044749612083e-16,6.936676706366655e-17,2.0888601110357883e-10,2.684928661314301e-23,1.0809573697591428e-15,1.5805544247560668e-16,4.775403883772823e-34,3.4694063069983875e-10,4.73768905978466e-18
4.4598121364146403e-17,0.09466578726852673,0.0,23.505514956761314,0.031075109653110083,0.3194096773735945,0.3504847897206032,0.20701221721728486,0.09201818663930626,0.0,1.5746615632628457e-38,1.9316144073593724e-12,9.055371281459284e-36,0.0,2.6734171981994798e-62,3.6495005197183696e-25,7.729048226794062e-42,8.588299947504731e-34,1.4738835067988944e-48,4.410347127897533e-22,3.51213247203095e-20,1.3601091567663338e-78,2.266439001638409e-16,1.0267994258458609e-50,3.694110196020912e-42,2.4214871658063115e-70,1.9316143763390707e-12,3.591525471764463e-56,8.900875664015263e-09,3.042403928359951e-09,2.132914496884963e-09,2.4170047833237044e-09,2.001978475410765e-09,9.609516185551792e-10,9.735710225912175e-10,4.873051603630386e-10,2.266442155319542e-16,2.701284939401571e-16,4.1221193972478556e-10,2.0759989218292567e-22,4.209456499747857e-15,6.15500331932252e-16,6.0877674164409424e-33,6.846470800301606e-10,1.8449532606606287e-17
6.65964240028995e-17,0.09466578726852673,0.0,23.50551494590291,0.031075109352187432,0.31940967515258023,0.35048478852744835,0.20701221575580406,0.09201818224870925,0.0,4.95507951889699e-38,2.8843953047553368e-12,2.8495065129885056e-35,0.0,1.7226422066278603e-61,1.1329915260475076e-24,2.443137194516175e-41,1.9150276748507776e-33,4.637954898775847e-48,9.834236048728973e-22,5.2445137885139955e-20,7.662157691751197e-78,3.384374545279332e-16,3.2310894349420396e-50,1.4252517045443922e-41,1.5643325101895865e-69,2.884395209716965e-12,1.5682130043182874e-55,1.3291214177836804e-08,4.543086910400783e-09,3.184992824165061e-09,3.6092067906006123e-09,2.9894638618687085e-09,1.4349470026218498e-09,1.4537917480918047e-09,7.27668591497349e-10,3.3843815773885857e-16,6.023353600185176e-16,6.155374946778045e-10,6.532636355907348e-22,9.386263851911997e-15,1.372448841698384e-15,2.4223394884906346e-32,1.022353509518029e-09,4.113895195213094e-17
8.85947266416526e-17,0.09466578726852673,0.0,23.505514935044555,0.031075109051265,0.3194096729315664,0.35048478733429406,0.20701221429432526,0.09201817785816123,0.0,1.1255621642996437e-37,3.837176198907752e-12,6.472744871088794e-35,0.0,7.091635895907357e-61,2.5548155942964337e-24,5.574575938148812e-41,3.389133525112374e-33,1.0535261653882371e-47,1.7404207711490493e-21,6.976895092766608e-20,2.7542389692269296e-77,4.502310296046082e-16,7.3395221314320845e-50,3.832711296776941e-41,6.45452874011783e-69,3.837176007666304e-12,4.554340332572349e-55,1.7681503708543705e-08,6.04376869844057e-09,4.237074385463501e-09,4.801408310641349e-09,3.976947244565373e-09,1.9089423739264608e-09,1.934012950612728e-09,9.680301128897752e-10,4.502322741168204e-16,1.0659874513907366e-15,8.188626759634299e-10,1.4839065811975102e-21,1.66113640069369e-14,2.4289009918618308e-15,6.602407523659643e-32,1.360059919162968e-09,7.28059465979584e-17
1.105930292804057e-16,0.09466578726852673,0.0,23.505514924186244,0.031075108750342795,0.31940967071055315,0.35048478614114026,0.20701221283284846,0.0920181734676622,0.0,2.14178273817671e-37,4.789957089816618e-12,1.2316700535160386e-34,0.0,2.2595603804558065e-60,4.838587115072605e-24,1.0655536468326775e-40,5.281147517341553e-33,2.0047083011530779e-47,2.7120262038577735e-21,8.709276384788804e-20,7.701535140391092e-77,5.620246253940034e-16,1.3966051747685369e-49,8.43784342763629e-41,2.06048568457187e-68,4.789956770186925e-12,1.0574320999847373e-54,2.207174425667426e-08,7.544449292480259e-09,5.289159180763342e-09,5.993609343446117e-09,4.964428623504774e-09,2.3829377324690205e-09,2.414234630153139e-09,1.208389724556229e-09,5.620265646658298e-16,1.6610848597331977e-15,1.0221874835824745e-09,2.8236579493529393e-21,2.588474106545107e-14,3.7848568092762465e-15,1.465461406712383e-31,1.6977663089644877e-09,1.134505162112542e-16
1.545896345579119e-16,0.09466578726852673,0.0,23.505514902469773,0.03107510814849905,0.3194096662685279,0.35048478375483405,0.20701220990990096,0.09201816468681104,0.0,5.6818458567366215e-37,6.695518861903713e-12,3.2674451176656647e-34,0.0,1.442772982062738e-59,1.2763856956205332e-23,2.852550850439299e-40,1.0318899835821328e-32,5.318204660206046e-47,5.2990618462980914e-21,1.2174038932142013e-19,3.824500114079019e-76,7.856118791114662e-16,3.704993960778961e-49,2.8544149761589592e-40,1.319651666506061e-67,6.695518188941425e-12,3.8319260873298206e-54,3.085207840720083e-08,1.0545806898562822e-08,7.39333847330452e-09,8.378009947348482e-09,6.939385370126621e-09,3.3309284112680054e-09,3.37467942028929e-09,1.6891032187701635e-09,7.85615668276957e-16,3.245615971244553e-15,1.4288359778238269e-09,7.49075639498735e-21,5.057626700092108e-14,7.395279554501026e-15,5.0005776927470635e-31,2.3731790290354415e-09,2.216723793779912e-16
1.985862398354181e-16,0.09466578726852673,0.0,23.505514880753505,0.031075107546656208,0.3194096618265044,0.3504847813685299,0.20701220698696146,0.09201815590615582,0.0,1.1870879740857092e-36,8.601080621016632e-12,6.82655515370015e-34,0.0,5.541044690395158e-59,2.6578460745424367e-23,6.012315313675985e-40,1.7028284431169963e-32,1.1111131504977025e-46,8.74453048381899e-21,1.5638801430573755e-19,1.2493498797157551e-75,1.0091992156814266e-15,7.740709083885475e-49,7.2195488261848755e-40,5.076205469259742e-67,8.60107946597917e-12,1.0099279428293197e-53,3.96322166337308e-08,1.354715972865602e-08,9.497530701652944e-09,1.0762408602309307e-08,8.914334101766337e-09,4.27891903901886e-09,4.335126118493482e-09,2.1698090742666515e-09,1.0092054685721688e-15,5.355929438351133e-15,1.8354829774083598e-09,1.5650161822432056e-20,8.346071426890558e-14,1.220371731210523e-14,1.270731347967333e-30,3.0485916697269447e-09,3.658045393627867e-16
2.4258284511292427e-16,0.09466578726852673,0.0,23.505514859037422,0.03107510694481425,0.31940965738448274,0.35048477898222763,0.20701220406402998,0.09201814712569653,0.0,2.1503951082707133e-36,1.0506642367155385e-11,1.2366213983217997e-33,0.0,1.657488918043937e-58,4.804026144382533e-23,1.0986464823236926e-39,2.5409301097033456e-32,2.0127664335411735e-46,1.3048432067173843e-20,1.9103563880084167e-19,3.254947152521669e-75,1.2327866351050487e-15,1.4022189737218937e-48,1.5352703912562574e-39,1.5202028666760266e-66,1.0506640601298805e-11,2.208599688120486e-53,4.84121589408058e-08,1.654850778276777e-08,1.1601735865665828e-08,1.3146805308330259e-08,1.088927481845768e-08,5.226909615721643e-09,5.295574724758585e-09,2.650507291179909e-09,1.232795965551391e-15,7.992026045158341e-15,2.242128482342913e-09,2.835005538907603e-20,1.2453794877062369e-13,1.8210170331558847e-14,2.7144605446397648e-30,3.724004231034845e-09,5.458469940359867e-16
2.8657945039043045e-16,0.09466578726852673,0.0,23.505514837321538,0.03107510634297319,0.31940965294246293,0.3504847765959273,0.20701220114110652,0.09201813834543313,0.0,3.5369437191668874e-36,1.2412204100319981e-11,2.033978617672296e-33,0.0,4.251707154040501e-58,7.889235837358752e-23,1.8229802639873208e-39,3.546194963189154e-32,3.3105712993889054e-46,1.8210766549117717e-20,2.2568326280673393e-19,7.339669111037133e-75,1.4563741373834863e-15,2.3063510064992975e-48,2.9059208871197364e-39,3.903235310910122e-66,1.2412201594898979e-11,4.267274471432953e-53,5.719190533292876e-08,1.9549851060905932e-08,1.370595396520161e-08,1.5531200065413006e-08,1.2864207520234123e-08,6.174900141376406e-09,6.256025239077532e-09,3.1311978696430053e-09,1.4563871592145522e-15,1.115390657013672e-14,2.6487724926342632e-09,4.6629793714779393e-20,1.7380783755411054e-13,2.5414638862436668e-14,5.163274631684883e-30,4.399416712955024e-09,7.617997413520656e-16
3.7457266094544285e-16,0.09466578726852673,0.0,23.50551479389036,0.031075105139293752,0.3194096440584288,0.3504847718233325,0.20701219529528375,0.09201812078549408,0.0,7.882265144464888e-36,1.6223327527726753e-11,4.532820271622087e-33,0.0,2.2219625731883457e-57,1.7545586229879766e-22,4.1390416235100886e-39,6.058214153744951e-32,7.37776690560936e-46,3.1110734028542445e-20,2.94978509350888e-19,2.8885509970733477e-74,1.9035493905092366e-15,5.1398138235167554e-48,8.301675484857784e-39,2.04330846956543e-65,1.6223323156935774e-11,1.255289169958055e-52,7.475081038959483e-08,2.5552523289291577e-08,1.791442897029876e-08,2.0299983732770235e-08,1.6814048879170674e-08,8.070881039542095e-09,8.176931991849855e-09,4.092556111729263e-09,1.9035716365924147e-15,1.9055022362151974e-14,3.4620560293133642e-09,1.0391675236449347e-19,2.9692506786676857e-13,4.341762341745868e-14,1.4899215977260188e-29,5.7502414386164134e-09,1.3014361061066744e-15
4.537665504449539e-16,0.09466578726852673,0.0,23.50551475480296,0.031075104055985316,0.3194096360628042,0.3504847675280039,0.20701219003407068,0.09201810498221892,0.0,1.4005722969198931e-35,1.9653338568021346e-11,8.054194838907547e-33,0.0,6.88085523189626e-57,3.1139640582644883e-22,7.474428594364319e-39,8.890729328770523e-32,1.3109268096891262e-45,4.5656544814172546e-20,3.5734422956753534e-19,7.537675364215998e-74,2.3060074016970822e-15,9.132735994802711e-48,1.761512652706209e-38,6.332748368932921e-65,1.9653332078075254e-11,2.707880285058176e-52,9.055315495515967e-08,3.0954911961085156e-08,2.1702100713000648e-08,2.459188236803916e-08,2.036887869152939e-08,9.77726367330754e-09,9.905754594820515e-09,4.9577524073988155e-09,2.306040048890861e-15,2.796421513025004e-14,4.194006100710594e-09,1.8464569136239673e-19,4.357481624571693e-13,6.371752498746244e-14,3.183156174286273e-29,6.965983420165683e-09,1.9099220153472673e-15
5.329604399444651e-16,0.09466578726852673,0.0,23.505514715716195,0.031075102972679777,0.31940962806718565,0.3504847632326816,0.20701218477288366,0.09201808917957846,0.0,2.2688060092790595e-35,2.308334956627984e-11,1.3047068271826955e-32,0.0,1.7636407860184456e-56,5.040195925192411e-22,1.2299981934382665e-38,1.226485292527234e-31,2.1235824791602633e-45,6.298367747675356e-20,4.197099481991569e-19,1.677804979617634e-73,2.7084656813519143e-15,1.479420361372074e-47,3.3122503618434764e-38,1.6240830450972103e-64,2.3083340540023378e-11,5.151181997790092e-52,1.0635486482410384e-07,3.635728515884257e-08,2.5489814364664478e-08,2.8883774688773268e-08,2.3923682536067906e-08,1.148364614167825e-08,1.163458337977919e-08,5.822923956494205e-09,2.7085107184441815e-15,3.8576959517507594e-14,4.925951329565957e-09,2.991093373143987e-19,6.011134543236523e-13,8.789900056953946e-14,6.017187726403997e-29,8.181725144436697e-09,2.6347572418128082e-15
6.913482189434874e-16,0.09466578726852673,0.0,23.505514637544564,0.03107510080607739,0.3194096120759662,0.35048475464205586,0.20701217425058763,0.09201805757620153,0.0,4.951440655435391e-35,2.9943371436688785e-11,2.847373389132827e-32,0.0,8.527218410487909e-56,1.0987830777451309e-21,2.769900011316941e-38,2.0637924924875406e-31,4.634473306365472e-45,1.0598190735455284e-19,5.444413807073543e-19,6.247035379076062e-73,3.513383046088664e-15,3.2286639397625107e-47,9.272302101297197e-38,7.859266643894804e-64,2.994335608631505e-11,1.4648300856209394e-51,1.379563805740613e-07,4.71619851324266e-08,3.3065367391673335e-08,3.746754038667462e-08,3.103321232244207e-08,1.4896410582236751e-08,1.509225949550061e-08,7.553192817974901e-09,3.5134588293138077e-15,6.491312076809825e-14,6.389827259804561e-09,6.527718947024871e-19,1.011467620141066e-12,1.479066794069303e-13,1.6974809538056535e-28,1.0613207821050718e-08,4.433475599720471e-15
1.0081237769415318e-15,0.09466578726852673,0.0,23.505514481208888,0.031075096472907387,0.31940958009359816,0.3504847374608802,0.20701215320630778,0.09201799437706291,0.0,1.5351581706422976e-34,4.366341467307622e-11,8.827905321050135e-32,0.0,8.894229592889504e-55,3.402811563859328e-21,9.136634063379335e-38,4.388336494504092e-31,1.4368556589739675e-44,2.25354217772434e-19,7.939042267037853e-19,4.31838335142499e-72,5.1232209974534665e-15,1.0010035112870725e-46,4.185773065857311e-37,8.205553902060558e-63,4.3663381668266435e-11,6.726721482613116e-51,2.0115179683603846e-07,6.87711993931166e-08,4.821697631797443e-08,5.463499600847285e-08,4.5251960289685064e-08,2.1721937478630966e-08,2.2007685909039236e-08,1.1013433615191167e-08,5.1233821380935295e-15,1.3802825656009175e-13,9.317521011468107e-09,2.0238330714519336e-18,2.150649203532512e-12,3.1450098725081814e-13,7.731761469354272e-28,1.5476170085913735e-08,9.427103608411318e-15
1.3248993349395764e-15,0.09466578726852673,0.0,23.505514324883322,0.03107509213978374,0.31940954811132466,0.3504847202798056,0.20701213216244418,0.0920179311880766,0.0,3.4846427259482316e-34,5.738345723689303e-11,2.0037895961186585e-31,0.0,4.3401208327164236e-54,7.719411943188727e-21,2.192892284642559e-37,7.579452688820804e-31,3.261422988624175e-44,3.8922764802938715e-19,1.0433670473406826e-18,1.6657782950657067e-71,6.733063245021817e-15,2.272111219331315e-46,1.234376925762721e-36,4.005679532811477e-62,5.7383399902301554e-11,2.0006862050488709e-50,2.643370608069022e-07,9.038016607420719e-08,6.336925569791063e-08,7.180235059876616e-08,5.947029279302782e-08,2.8547461728745086e-08,2.892321122990479e-08,1.4473278551592566e-08,6.733341562905372e-15,2.3840071175518054e-13,1.2245137286760675e-08,4.5937688801448366e-18,3.714421646165823e-12,5.432006371702648e-13,2.2906267130763893e-27,2.0339128231712926e-08,1.6282319384517756e-14
1.9584504509356656e-15,0.09466578726852673,0.0,23.505514012262516,0.031075083473675495,0.31940948414706144,0.3504846859179594,0.20701209007596566,0.0920178048405543,0.0,1.1255736748452858e-33,8.482354034683052e-11,6.471936874779309e-31,0.0,4.892313334813606e-53,2.4918738203708948e-20,7.894403738485844e-37,1.6561398724533406e-30,1.0533878401109495e-43,8.504777990479565e-19,1.5422926125378818e-18,1.2239919118912919e-70,9.952760630441899e-15,7.338558469818266e-46,5.9254498079721716e-36,4.517708173716414e-61,8.482341432466965e-11,9.693179736914163e-50,3.906771384000845e-07,1.3359735670897414e-07,9.367582561352989e-08,1.061367566872432e-07,8.790571145653012e-08,4.219850229021448e-08,4.275455858337155e-08,2.1391781034801523e-08,9.953368760520565e-15,5.209187085272619e-13,1.8100137418060818e-08,1.48371779863647e-17,8.11554642985653e-12,1.1869163240500944e-12,1.1052194130877975e-26,3.006503216014867e-08,3.5577511245420785e-14
2.5920015669317547e-15,0.09466578726852673,0.0,23.505513699682137,0.03107507480775266,0.31940942018317636,0.3504846515565174,0.20701204799115197,0.09201767853362162,0.0,2.609649220110527e-33,1.1226362076653296e-10,1.5003764855763418e-30,0.0,2.445055446735678e-52,5.775397227099815e-20,2.0065518604078148e-36,2.900962474099031e-30,2.442043276110946e-43,1.4897322223868819e-18,2.0412180763029648e-18,4.827861751208308e-70,1.3172475205694048e-14,1.7012800683832696e-45,1.7950065858942484e-35,2.2583079342865643e-60,1.1226339934951316e-10,2.949411400624794e-49,5.169766264010587e-07,1.7681355705949445e-07,1.23985076728266e-07,1.4047075865691604e-07,1.1633946840997879e-07,5.584953226680773e-08,5.658630153541154e-08,2.8308700653253897e-08,1.3173540421949669e-14,9.124693672823123e-13,2.3954827673359975e-08,3.439674079685083e-17,1.421445666284549e-11,2.0790544615081255e-12,3.35642371695135e-26,3.979091959441599e-08,6.231904519251328e-14
3.225552682927844e-15,0.09466578726852673,0.0,23.50551338714217,0.031075066142015228,0.3194093562196695,0.3504846171954795,0.20701200590800306,0.09201755226726552,0.0,5.0296825149891326e-33,1.397036984960319e-10,2.891388592186131e-30,0.0,8.541414070438268e-52,1.1128369810139112e-19,4.199239285974974e-36,4.492412488162296e-30,4.706073103369614e-43,2.3069907800243377e-18,2.540143438639944e-18,1.4027747521745543e-69,1.6392206974122895e-14,3.2785448353876e-45,4.253046168926258e-35,7.890077114385976e-60,1.3970335497292682e-10,7.007069927022798e-49,6.432355378533336e-07,2.2002876714853487e-07,1.5429700863194097e-07,1.748043565125949e-07,1.4477156375039924e-07,6.950055165868763e-08,7.041844006553573e-08,3.5224037792518344e-08,1.6393856546982962e-14,1.4130549440725047e-12,2.980920807231281e-08,6.628626041237907e-17,2.2010767122383973e-11,3.219615770686359e-12,7.964865468494873e-26,4.9516790522572614e-08,9.65069152290909e-14
3.859103798923933e-15,0.09466578726852673,0.0,23.505513074642607,0.031075057476463188,0.3194092922565407,0.3504845828348456,0.20701196382651882,0.09201742604147294,0.0,8.614912210573022e-33,1.6714377353535905e-10,4.95169239407757e-30,0.0,2.4096041261153583e-51,1.9056787323961258e-19,7.759114147156121e-36,6.430489329207287e-30,8.059441836716642e-43,3.3022533339406038e-18,3.0390686995528317e-18,3.377190978901683e-69,1.961195593907251e-14,5.614711209976112e-45,8.639340595008301e-35,2.2260683038001847e-59,1.6714328119100635e-10,1.425979189493664e-48,7.694538857961337e-07,2.632429869988617e-07,1.8461162091447327e-07,2.0913755025908997e-07,1.7320199757481115e-07,8.315156046601703e-08,8.425097415325574e-08,4.213779283807133e-08,1.9614317135410685e-14,2.0226776947684743e-12,3.566327863457336e-08,1.1351956656968728e-16,3.1504092680091464e-11,4.608600972381534e-12,1.6196541895210674e-25,5.924264493267613e-08,1.381411153513731e-13
4.492654914920022e-15,0.09466578726852673,0.0,23.50551276218343,0.031075048811096535,0.3194092282937901,0.3504845484746159,0.20701192174669908,0.09201729985623089,0.0,1.359488479688551e-32,1.9458384588454603e-10,7.812751085541149e-30,0.0,5.85434859736781e-51,3.0066780906290023e-19,1.314047654761885e-35,8.715192412019047e-30,1.2716113462890597e-42,4.4755197461181724e-18,3.53799385904564e-18,7.138006715781674e-69,2.2831722103886407e-14,8.858839886195534e-45,1.5776286697037884e-34,5.408821387127548e-59,1.9458317799984842e-10,2.6074631245611978e-48,8.956316832643868e-07,3.0645621663324066e-07,2.1492891316587817e-07,2.434703399012114e-07,2.0163076998022827e-07,9.680255868895867e-08,9.808390377808383e-08,4.9049966175296686e-08,2.2834922187023077e-14,2.741339875054308e-12,4.151703937979499e-08,1.7911050781211982e-16,4.269404830245645e-11,6.246010787044656e-12,2.9599952416712107e-25,6.896848281278398e-08,1.8722163954854643e-13
5.7597571469122005e-15,0.09466578726852673,0.0,23.50551213738619,0.03107503148091935,0.3194091003694233,0.3504844797553688,0.20701183759205297,0.09201704760734619,0.0,2.8659172716751225e-32,2.4946398251262597e-10,1.6462990288786704e-29,0.0,2.5544002328278953e-50,6.335665695273509e-19,3.1478424833687047e-35,1.4324474963115094e-29,2.6795219829282685e-42,7.356063593197484e-18,4.5358438737870625e-18,2.443154502140129e-68,2.9271306046478425e-14,1.8667225866628826e-44,4.229283409201791e-34,2.3602503869963526e-58,2.49462883374212e-10,7.002750717293947e-48,1.1478656788969171e-06,3.9287970534521505e-07,2.7557153593581876e-07,3.1213470689157306e-07,2.584833309221055e-07,1.2410452338232968e-07,1.257509495571162e-07,6.286956926586766e-08,2.927656567896263e-14,4.505791546268841e-12,5.3223631497732043e-08,3.774207913033258e-16,7.016231004947735e-11,1.0266107135463757e-11,7.943946517120653e-25,8.842010893524178e-08,3.077216360914012e-13
7.026859378904379e-15,0.09466578726852673,0.0,23.505511512750346,0.031075014151483622,0.3194089724465692,0.35048441103773803,0.2070117534440639,0.09201679552050725,0.0,5.206736647586899e-32,3.0434410838052487e-10,2.989383054235996e-29,0.0,8.311627405529495e-50,1.15049728774045e-18,6.408446543148172e-35,2.1320255464077936e-29,4.865509830082878e-42,1.0948621217165418e-17,5.5336934828963024e-18,6.564564520758721e-68,3.5710958828635895e-14,3.3896184290809575e-44,9.333615285647502e-34,7.680398638016328e-58,3.0434247106481094e-10,1.5472640269026314e-47,1.399937628945914e-06,4.792992334665728e-07,3.362248736637873e-07,3.807974575221593e-07,3.153292473520254e-07,1.5140644574010263e-07,1.534195772387432e-07,7.668285014548231e-08,3.571878702112305e-14,6.706427999558275e-12,6.492898458333838e-08,6.853283352959189e-16,1.0441247395819823e-10,1.5279910572748794e-11,1.754486540349853e-24,1.0787166879440282e-07,4.580068566324755e-13
8.293961610896556e-15,0.09466578726852673,0.0,23.505510888275804,0.031074996822789285,0.31940884452522744,0.3504843423217236,0.2070116693027311,0.09201654359560996,0.0,8.567302469279001e-32,3.592242234884958e-10,4.915701260001282e-29,0.0,2.2250110029387638e-49,1.891998795758756e-18,1.1682061360156167e-34,2.9702529241009605e-29,8.000745254736838e-42,1.5253191513959367e-17,6.531542686405448e-18,1.49874883796711e-67,4.2150680477086894e-14,5.573819498052865e-44,1.8080564338422594e-33,2.0561261924576634e-57,3.5922194104045464e-10,2.999756291874992e-47,1.6518476375389257e-06,5.657148011794203e-07,3.9688892307332686e-07,4.4945859183144794e-07,3.7216852004589024e-07,1.7870832576357927e-07,1.8108978665908526e-07,9.048981189393921e-08,4.2161586211825434e-14,9.343267273881484e-12,7.663309879381857e-08,1.1269447444456714e-15,1.4544146311056002e-10,2.1287426850265972e-11,3.40061753918551e-24,1.2732316229472147e-07,6.380772528356221e-13
9.561063842888735e-15,0.09466578726852673,0.0,23.505510263962453,0.031074979494836282,0.3194087166053981,0.3504842736073254,0.20701158516805382,0.09201629183255032,0.0,1.313404018698554e-31,4.141043278367919e-10,7.530429389704342e-29,0.0,5.184490695941571e-49,2.898631229322469e-18,1.9652885515180813e-34,3.947129162344485e-29,1.2256398454554123e-41,2.0269773379550477e-17,7.529391484346583e-18,3.044595855370099e-67,4.8590471018550735e-14,8.538573657746802e-44,3.189411735284396e-33,4.791135809630673e-57,4.1410129326996765e-10,5.29480667503194e-47,1.9035958087368752e-06,6.521264086658555e-07,4.5756368088948056e-07,5.181181098579156e-07,4.290011497795128e-07,2.0601016345406097e-07,2.0876157765427213e-07,1.0429045758960203e-07,4.8604963249390523e-14,1.2416327405352945e-11,8.833597428636746e-08,1.7263820094004628e-15,1.9324620205770277e-10,2.8288661714004077e-11,6.0013641113723344e-24,1.4677458934064984e-07,8.47932776255022e-13
1.2095268306873091e-14,0.09466578726852673,0.0,23.505509015818927,0.03107494484115403,0.31940846077027635,0.3504841361833779,0.20701141691866268,0.0920157887915281,0.0,2.6638663372482732e-31,5.238645042553717e-10,1.5245826654022948e-28,0.0,2.1363436233208408e-48,5.869635880870427e-18,4.691303912185033e-34,6.316826354011095e-29,2.4813637976099784e-41,3.24389674011777e-17,9.525087863653125e-18,9.875487035978219e-67,6.147025888735055e-14,1.7286732013067358e-43,8.158744958343034e-33,1.974353240387321e-56,5.238596443659785e-10,1.3555899537253883e-46,2.4066070548583374e-06,8.249377436878407e-07,5.789453086493006e-07,6.5543229721629e-07,5.426464834688283e-07,2.606137118412444e-07,2.6410990371374815e-07,1.318728131288264e-07,6.149345085839037e-14,1.9871182369959116e-11,1.1173800974640192e-07,3.4951689777566663e-15,3.091706348856002e-10,4.5272310157200885e-11,1.536241876784482e-23,1.8567724368713217e-07,1.3569990104116856e-12
1.462947277085745e-14,0.09466578726852673,0.0,23.505507768318967,0.031074910190436407,0.31940820494120326,0.3504839987658951,0.20701124869588416,0.09201528639660966,0.0,4.724079386874314e-31,6.336246376382892e-10,2.6977013869677794e-28,0.0,6.674600024059359e-48,1.0388418833346388e-17,9.562595321150986e-34,9.241113391903235e-29,4.3906585961883755e-41,4.745619445049306e-17,1.1520782621072526e-17,2.5558887970803215e-66,7.435032264861468e-14,3.0588073610839797e-43,1.7449483929581697e-32,6.168684084204766e-56,6.336175241037518e-10,2.9008620029246465e-46,2.9089721984640133e-06,9.977332399891473e-07,7.003697307736305e-07,7.927400199050728e-07,6.562652546246601e-07,3.152170909120601e-07,3.194645541064032e-07,1.5942994136132733e-07,7.438424983468234e-14,2.9071137125241623e-11,1.3513509222080533e-07,6.184592806393321e-15,4.521611982737363e-10,6.623090176248798e-11,3.2873435904106975e-23,2.2457963106941938e-07,1.9852051693424802e-12
1.7163677234841806e-14,0.09466578726852673,0.0,23.50550652146175,0.031074875542682918,0.31940794911817844,0.35048386135487664,0.20701108049971223,0.09201478464696516,0.0,7.648972356465717e-31,7.433847279875683e-10,4.35654565002535e-28,0.0,1.7324677590341023e-47,1.6780229431796285e-17,1.7480285834612334e-33,1.2719986552013908e-28,7.090459659280466e-41,6.532144569648522e-17,1.3516475756861307e-17,5.675517355932654e-66,8.723066251578202e-14,4.939657620694175e-43,3.3045714579337945e-32,1.6011862904686747e-55,7.43374932234446e-10,5.495772210036488e-46,3.410692069639598e-06,1.1705128990262614e-06,8.218369211169184e-07,9.300412782320347e-07,7.698574694502449e-07,3.6982030067691156e-07,3.748255275216241e-07,1.8696186686225328e-07,8.727736016482104e-14,4.001633585731235e-11,1.5852722296678439e-07,9.987563159313439e-15,6.22193341625694e-10,9.116448230361428e-11,6.228222857999884e-23,2.6348175072304376e-07,2.732550861532047e-12
