Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),CH3OX(210),H2NOX(204),HOX(29),H2NO(88),HNOX(526),H3NX(202),NX(608),OX(27),HNX(525),H2X(216),H2NX(201),CH2X(34)
1.310062819119378e-24,0.09466578726852673,0.0,23.505514978775185,0.031075110263184415,0.31940968187635504,0.3504847921395395,0.20701222018021487,0.09201819554070573,0.0,5.7780361124734735e-61,5.674087040634192e-20,3.322762134306478e-58,0.0,7.374195948228189e-100,1.935657794713e-41,3.7391661765359644e-64,9.885172249604735e-49,5.408243388968507e-71,5.076329447691583e-37,1.0316834116820541e-27,6.488055502716977e-116,6.657627764127406e-24,3.767720570209154e-73,7.535132940488213e-65,6.5002178264240986e-108,5.674087143802527e-20,5.3115970785924146e-86,2.614647834341321e-16,8.937021022299548e-17,6.265383353178305e-17,7.099916577615136e-17,5.88079246340103e-17,2.8227803824327195e-17,2.85984672713606e-17,1.43146279319712e-17,6.657627764120713e-24,3.1091892996138636e-31,1.2108683624567271e-17,1.0161903978806457e-44,4.845133892512073e-30,7.084435872047641e-31,5.010349793322387e-56,2.01114017754724e-17,2.123549530692965e-32
2.621263833563795e-24,0.09466578726852673,0.0,23.505514978775185,0.031075110263184397,0.31940968187635493,0.3504847921395394,0.20701222018021478,0.09201819554070546,0.0,4.627115083465294e-60,1.1353103783301949e-19,2.6609045861146874e-57,0.0,2.362656116738277e-98,7.747680765384306e-41,2.993606515409897e-63,3.9566450500781814e-48,4.330980989565858e-70,2.031854708710629e-36,2.0642631599511466e-27,2.0792855947804125e-114,1.3321039740039556e-23,3.017232212007443e-72,6.0326882911390275e-64,2.0826378286144447e-106,1.1353103989728236e-19,8.508445564567882e-85,5.231567300161071e-16,1.7881806615425895e-16,1.253621013238175e-16,1.420600163183961e-16,1.176669421651736e-16,5.64801322392923e-17,5.722178116937104e-17,2.8641692551971554e-17,1.3321039740026896e-23,1.2444859979617923e-30,2.4227887391291395e-17,8.135702055703566e-44,1.939316235337765e-29,2.8356206060905584e-30,4.012089565110334e-55,4.0240276532504644e-17,8.499732252564576e-32
5.243665862452628e-24,0.09466578726852673,0.0,23.505514978775185,0.031075110263184363,0.31940968187635466,0.35048479213953926,0.20701222018021462,0.09201819554070494,0.0,3.7035674602559846e-59,2.271113726863746e-19,2.129802147172882e-56,0.0,7.565164915521132e-97,3.1000855830283708e-40,2.3957950321726935e-62,1.5831733969155242e-47,3.466540160468798e-69,8.130065448162076e-36,4.129422656489331e-27,6.658690690321316e-113,2.664786369186414e-23,2.415008669302048e-71,4.8279844987304456e-63,6.66855349029171e-105,2.271113768157961e-19,1.3621430280924989e-83,1.0465406231793612e-15,3.57713778016769e-16,2.5077863690793243e-16,2.841817174028787e-16,2.353849772274717e-16,1.1298478906922237e-16,1.1446840896539867e-16,5.729582179194514e-17,2.664786369184173e-23,4.979565009927156e-30,4.846629492473432e-17,6.511034250505451e-43,7.759791017722973e-29,1.1346175991246385e-29,3.211197013170854e-54,8.049802604656883e-17,3.4010000424221078e-31
1.0488469920230294e-23,0.09466578726852673,0.0,23.50551497877518,0.03107511026318429,0.3194096818763541,0.350484792139539,0.20701222018021426,0.0920181955407039,0.0,2.96360430882388e-58,4.542720423930846e-19,1.7042732144179214e-55,0.0,2.4215997908079707e-95,1.240239374971506e-39,1.9170000335073914e-61,6.333724488267566e-47,2.773934447400685e-68,3.252555577333891e-35,8.25974164956569e-27,2.131577647190236e-111,5.330151159551452e-23,1.9324962147971447e-70,3.863121792664552e-62,2.1345956158488461e-103,4.542720506528214e-19,2.1800624426916195e-82,2.0933084095030843e-15,7.155052017417212e-16,5.016117080763461e-16,5.684251195718162e-16,4.70821047351954e-16,2.259941027290818e-16,2.2896166455748105e-16,1.1460408027178372e-16,5.33015115954813e-23,1.992150253771737e-29,9.694310999159894e-17,5.209816654155732e-42,3.1044216943319834e-28,4.5392092151095385e-29,2.5695690888128495e-53,1.6101352507469606e-16,1.3606214767918685e-30
2.0978078035785625e-23,0.09466578726852673,0.0,23.505514978775178,0.031075110263184148,0.31940968187635305,0.3504847921395384,0.20701222018021356,0.0920181955407018,0.0,2.3711836199526324e-57,9.085933818065038e-19,1.36359119128011e-54,0.0,7.750316626176109e-94,4.961387473218832e-39,1.533745648755757e-60,2.5336959901117965e-46,2.2194285198313684e-67,1.3011281180878775e-34,1.6520379635718383e-26,6.82232334541464e-110,1.0660880740281995e-22,1.546192707475835e-69,3.0907919279377082e-61,6.831761470291677e-102,9.08593398326864e-19,3.488606869529585e-81,4.186843982139393e-15,1.4310880491913542e-15,1.0032778504139088e-15,1.1369119239095803e-15,9.416931876004634e-16,4.520127300487978e-16,4.579481757417543e-16,2.292205972310267e-16,1.0660880740280006e-22,7.969249560874598e-29,1.938967401252432e-16,4.16824906710003e-41,1.24186974237644e-27,1.8158314602894611e-28,2.055901793222595e-52,3.22044523130946e-16,5.4429288583572686e-30
4.195729426689629e-23,0.09466578726852673,0.0,23.505514978775167,0.03107511026318386,0.31940968187635094,0.3504847921395373,0.20701222018021218,0.09201819554069761,0.0,1.897066972448768e-56,1.8172360606333395e-18,1.0909420051373042e-53,0.0,2.4802940875986622e-92,1.984656715677159e-38,1.227054776154476e-59,1.0135196364740237e-45,1.775655207489598e-66,5.204724254200611e-34,3.3041655608023654e-26,2.1833474722274816e-108,2.132233990174497e-22,1.2370324650151424e-68,2.472752602121149e-60,2.1863336588179112e-100,1.817236093674917e-18,5.582176593439778e-80,8.373915127367461e-15,2.8622537440895342e-15,2.0066101350919757e-15,2.2738855325846657e-15,1.883437468095659e-15,9.040499846882179e-16,9.159211981107346e-16,4.584536311477757e-16,2.1322339901759593e-22,3.187829538126779e-28,3.8780400039219184e-16,3.33475755964547e-40,4.967681105974112e-27,7.263621400172847e-28,1.6448230921678005e-51,6.441065192434278e-16,2.177260136735219e-29
8.391572672911763e-23,0.09466578726852673,0.0,23.505514978775146,0.031075110263183287,0.3194096818763467,0.35048479213953504,0.2070122201802094,0.09201819554068924,0.0,1.5177016100195285e-55,3.634521418286999e-18,8.727812257982392e-53,0.0,7.937257089015633e-91,7.938956149145463e-38,9.816671328199303e-59,4.0541610282229224e-45,1.4205691240135065e-65,2.0819320588040693e-33,6.608420755263376e-26,6.987038331272265e-107,4.264525822467845e-22,9.896572925817434e-68,1.9782517164258563e-59,6.996546696516438e-99,3.634521484370895e-18,8.931807044543582e-79,1.674805741764539e-14,5.724585133881551e-15,4.0132747044598746e-15,4.547832749933063e-15,3.76692602907876e-15,1.8081244939670118e-15,1.8318672428504306e-15,9.169196989743258e-16,4.264525822478213e-22,1.2751577584686965e-27,7.756185209247299e-16,2.6678693717941004e-39,1.9871128703901987e-26,2.905507672924721e-27,1.3159040065917028e-50,1.2882305114683196e-15,8.709217736879675e-29
1.6783259165356028e-22,0.09466578726852673,0.0,23.505514978775103,0.03107511026318214,0.3194096818763382,0.3504847921395305,0.20701222018020382,0.09201819554067249,0.0,1.2141805011329845e-54,7.26909213359427e-18,6.98236029482769e-52,0.0,2.5399776739374185e-89,3.1757489818589227e-37,7.85343044601629e-58,1.6216809079012505e-44,1.1364732826939171e-64,8.327812950217614e-33,1.3216931144185218e-25,2.235904494624797e-105,8.529109487057554e-22,7.917383624843976e-67,1.5826244425897032e-58,2.238944058541286e-97,7.269092265762333e-18,1.4291150872615525e-77,3.3496341997488436e-14,1.1449247913448208e-14,8.026603843242733e-15,9.095727184622769e-15,7.533903151015805e-15,3.616273512524414e-15,3.663759332336765e-15,1.8338518345996354e-15,8.529109487108069e-22,5.100682920778598e-27,1.5512475619843683e-15,2.1343208274054666e-38,7.948532338179004e-26,1.1622148918464315e-26,1.052749208504515e-49,2.5764784959178143e-15,3.4837225330549116e-28
3.356663215024456e-22,0.09466578726852673,0.0,23.50551497877502,0.031075110263179842,0.3194096818763213,0.3504847921395214,0.20701222018019266,0.09201819554063899,0.0,9.713520862119415e-54,1.4538233564208625e-17,5.585932431579656e-51,0.0,8.128048201012726e-88,1.2704134289131483e-36,6.282781925847901e-57,6.486756624975031e-44,9.091858196032153e-64,3.331142123162426e-32,2.6433951922028197e-25,7.154977949702872e-104,1.7058276816249035e-21,6.333957013933218e-66,1.2661139263921944e-57,7.1647282230107694e-96,1.453823382854315e-17,2.2866049079384883e-76,6.69929111543232e-14,2.2898573472512025e-14,1.6053262120996702e-14,1.819151605397382e-14,1.5067857394773257e-14,7.232571549638477e-15,7.327543511337199e-15,3.667716105739089e-15,1.7058276816469155e-21,2.0402835457431825e-26,3.1025056440818945e-15,1.7074667939815336e-37,3.1794291065851264e-25,4.648883212845585e-26,8.42222231911872e-49,5.1529744648156485e-15,1.3934961009139911e-27
6.713337812002163e-22,0.09466578726852673,0.0,23.505514978774855,0.031075110263175252,0.3194096818762874,0.3504847921395032,0.20701222018017038,0.09201819554057199,0.0,7.770847431034601e-53,2.907651642543658e-17,4.46876362362393e-50,0.0,2.601014404167368e-86,5.082525641626e-36,5.026240912987229e-56,2.5947092486779236e-43,7.273515330727079e-63,1.332460237887352e-31,5.28679934777113e-25,2.289606314698422e-102,3.411661147468021e-21,5.0671856568457456e-65,1.0129051212370293e-56,2.2927485250304898e-94,2.907651695409653e-17,3.658584467441832e-75,1.339860494565876e-13,4.579722459036165e-14,3.210657867725762e-14,3.638309379256248e-14,3.013576588182163e-14,1.446516762386363e-14,1.465511186944913e-14,7.335444647573339e-15,3.4116611475596856e-21,8.161154937920773e-26,6.205021808189946e-15,1.3659774880239139e-36,1.2717748768382942e-24,1.8595580142419514e-25,6.73806873613032e-48,1.0305966402606694e-14,5.5739985790705534e-27
1.3426687005957575e-21,0.09466578726852673,0.0,23.505514978774524,0.03107511026316607,0.3194096818762196,0.35048479213946676,0.20701222018012577,0.092018195540438,0.0,6.216690241386104e-52,5.815308214788946e-17,3.5750179702659395e-49,0.0,8.323435415799986e-85,2.0337000447324597e-35,4.0209994307555994e-55,1.0378850192095978e-42,5.818823774162987e-62,5.329847728799835e-31,1.0573607658906609e-24,7.326761600373927e-101,6.823328079173546e-21,4.053756543770743e-64,8.103428589370515e-56,7.336969419743693e-93,5.815308320517031e-17,5.853748439730623e-74,2.6797232601549577e-13,9.15945268249489e-14,6.421321179279143e-14,7.276624926928601e-14,6.02715828540522e-14,2.893035977230205e-14,2.9310248586117256e-14,1.4670901729463205e-14,6.823328079547433e-21,3.264466126193229e-25,1.2410054136058042e-14,1.092783611560984e-35,5.087105975243476e-24,7.438241515195514e-25,5.390890413751913e-47,2.0611950278170315e-14,2.2296022667134887e-26
2.6853385393868402e-21,0.09466578726852673,0.0,23.50551497877386,0.0310751102631477,0.31940968187608404,0.35048479213939393,0.20701222018003657,0.09201819554017,0.0,4.9733571117358845e-51,1.1630621359278313e-16,2.8600172047769286e-48,0.0,2.6636108756357445e-83,8.140302978174532e-35,3.216803107044473e-54,4.1515427163117416e-42,4.655063623165441e-61,2.1319404469692718e-30,2.1147224281173015e-24,2.3445671350583035e-99,1.3646661942661753e-20,3.243008442336008e-63,6.48302863762794e-55,2.3479331804914103e-91,1.1630621570718587e-16,9.3660081370335e-73,5.359448789508295e-13,1.831891312896754e-13,1.284264780359069e-13,1.45532560220918e-13,1.2054321679104872e-13,5.786074406913135e-14,5.862052202123056e-14,2.9341815886128413e-14,1.3646661944171772e-20,1.3057872807073046e-24,2.48201187904022e-14,8.742275377119883e-35,2.0348436832556706e-23,2.97529849773276e-24,4.3133970169364956e-46,4.122391802922363e-14,8.918414737021202e-26
5.370678216969005e-21,0.09466578726852673,0.0,23.505514978772535,0.031075110263110967,0.3194096818758129,0.35048479213924827,0.20701222017985815,0.09201819553963403,0.0,3.9786876568387556e-50,2.326124764825221e-16,2.2880148952713716e-47,0.0,8.524253276443018e-82,3.2605203295838837e-34,2.5734453222786553e-53,1.6606176144155327e-41,3.7240527400642546e-60,8.527764498764505e-30,4.229445752568761e-24,7.502620308884635e-98,2.72933296699468e-20,2.5944080367950953e-62,5.186874365896243e-54,7.5140315879395556e-90,2.3261248071068907e-16,1.4985621526004847e-71,1.071889984091567e-12,3.663783402013363e-13,2.568530105703293e-13,2.910651821169215e-13,2.4108648463518316e-13,1.1572151266259976e-13,1.1724106889856535e-13,5.86836441710007e-14,2.72933296760158e-20,5.223150783486506e-24,4.9640248093522404e-14,6.9938228956452495e-34,8.139377315983334e-23,1.1901197774308138e-23,3.451808313512786e-45,8.24478535310346e-14,3.5673670288370925e-25
1.0741357572133336e-20,0.09466578726852673,0.0,23.505514978769884,0.031075110263037498,0.3194096818752707,0.35048479213895695,0.20701222017950136,0.09201819553856208,0.0,3.1829509124485154e-49,4.65225002261807e-16,1.8304123688349278e-46,0.0,2.7282056083849445e-80,1.3077268222725685e-33,2.0587596511469245e-52,6.642471513412101e-41,2.979242928659547e-59,3.411106341673751e-29,8.458892401464387e-24,2.400839375109801e-96,5.458666512575145e-20,2.0755269426033736e-61,4.150219513979469e-53,2.4049009990708758e-88,4.652250107155838e-16,2.3977001246928367e-70,2.1437801914533216e-12,7.327567579534901e-13,5.137060758319396e-13,5.821304258798871e-13,4.82173020204018e-13,2.314430498487759e-13,2.344821626816678e-13,1.173673006269129e-13,5.458666515008525e-20,2.0892606456825474e-23,9.928050667749035e-14,5.595059354243745e-33,3.2557514402932256e-22,4.760479866449884e-23,2.7631898517368685e-44,1.648957245334739e-13,1.4269470383364577e-24
2.1482716282461995e-20,0.09466578726852673,0.0,23.505514978764584,0.031075110262890563,0.3194096818741862,0.35048479213837436,0.20701222017878773,0.09201819553641817,0.0,2.5463610447456108e-48,9.304500538196031e-16,1.4643300761755605e-45,0.0,8.733099188414308e-79,5.259055572246448e-33,1.647012692113859e-51,2.656988816489372e-40,2.3833946375632624e-58,1.3644426450954103e-28,1.6917785699226484e-23,7.682687402335824e-95,1.091733360422989e-19,1.660421759344298e-60,3.3213267220001755e-52,7.6983094242427275e-87,9.304500707169266e-16,3.836320743905534e-69,4.287560594497949e-12,1.4655135931731249e-12,1.027412207126223e-12,1.1642609132896518e-12,9.643460908639505e-13,4.628861242180856e-13,4.689643503616037e-13,2.3473461308340764e-13,1.091733361397498e-19,8.357043248566147e-23,1.9856102375633645e-13,4.4760478987310925e-32,1.3023006767456613e-21,1.9041920979643665e-22,2.2133402352771767e-43,3.2979146653362205e-13,5.7077886069161616e-24
4.296543370311931e-20,0.09466578726852673,0.0,23.50551497875398,0.031075110262596694,0.31940968187201724,0.3504847921372092,0.2070122201773605,0.09201819553213035,0.0,2.037088961704499e-47,1.8609001569321017e-15,1.171464133480243e-44,0.0,2.7964095042001862e-77,2.1261406074622948e-32,1.3176179243563436e-50,1.0627955688002749e-39,1.906715827892597e-57,5.457770797171966e-28,3.3835572294634034e-23,2.4584601930417052e-93,2.183466778951465e-19,1.3283374895715312e-59,2.6589027856252268e-51,2.4651392452216284e-85,1.8609001906858253e-15,6.138113625679859e-68,8.575121353871676e-12,2.931027262473703e-12,2.05482447279904e-12,2.328521887644516e-12,1.9286922302728685e-12,9.257722729445338e-13,9.379287261764e-13,4.694692361750784e-13,2.1834667828518134e-19,3.3428174335993386e-22,3.9712205755766915e-13,3.5808384855053056e-31,5.20920289102478e-21,7.616768694949829e-22,1.7751332474223855e-42,6.59582950514996e-13,2.283115533454141e-23
8.593086854443395e-20,0.09466578726852673,0.0,23.50551497873277,0.031075110262008952,0.3194096818676793,0.3504847921348788,0.20701222017450605,0.09201819552355472,0.0,1.6296712197164153e-46,3.721800363144727e-15,9.371713359549023e-44,0.0,8.960143093316515e-76,8.684708964196183e-32,1.0541066992499378e-49,4.251182359447098e-39,1.5253727094312436e-56,2.1831083621776503e-27,6.76711454849826e-23,7.867072976451269e-92,4.366933616798522e-19,1.062670024481981e-58,2.1300683336274232e-50,7.899198163746532e-84,3.721800430488476e-15,9.820982149152943e-67,1.715024268575702e-11,5.862054596520096e-12,4.109649016481673e-12,4.657043834495584e-12,3.857384501446915e-12,1.8515445703487467e-12,1.875857479625691e-12,9.389384750731449e-13,4.3669336324045435e-19,1.33712700107896e-21,7.942441237348969e-13,2.8646708556313145e-30,2.0836811794465966e-20,3.046707538856566e-21,1.4272441699187473e-41,1.3191659184020548e-12,9.132462314980801e-23
1.288963033857486e-19,0.09466578726852673,0.0,23.50551497871156,0.03107511026142121,0.3194096818633414,0.35048479213254846,0.20701222017165158,0.0920181955149791,0.0,4.83808647600629e-46,5.5827005693449785e-15,2.78222742840304e-43,0.0,4.194146828002432e-75,1.8759003651842253e-31,3.0141098753446613e-49,9.033762566255164e-39,4.528450270857027e-56,4.639105296640197e-27,1.0150671867486458e-22,3.763749108564989e-91,6.550400455435686e-19,3.1548016628613767e-58,6.096280096666289e-50,3.6976321667922765e-83,5.582700670155978e-15,3.7442494312429417e-66,2.572536383078026e-11,8.793081926011727e-12,6.164473572501308e-12,6.9855657794879905e-12,5.786076764977171e-12,2.7773168677042762e-12,2.8137862348946797e-12,1.4084077066859364e-12,6.550400488601373e-19,2.8413948954347163e-21,1.1913661884866871e-12,8.191168278102688e-30,4.42782250501855e-20,6.474253558398318e-21,4.2101068409417564e-41,1.9787488862134248e-12,1.9406482532327884e-22
1.7186173822706324e-19,0.09466578726852673,0.0,23.50551497869035,0.03107511026083347,0.3194096818590035,0.3504847921302181,0.2070122201687971,0.09201819550640347,0.0,1.0541935845668409e-45,7.443600775532857e-15,6.062327163389584e-43,0.0,1.353973162554251e-74,3.2506652748831084e-31,6.357685360798463e-49,1.5410536189041568e-38,9.867254847998873e-56,7.913767883061784e-27,1.3534229186428002e-22,1.2456711262910024e-90,8.733867294862954e-19,6.874146814126849e-58,1.2871878134413667e-49,1.1937250118868616e-82,7.443600909688333e-15,1.0074178867152003e-65,3.4300484788941405e-11,1.172410925094859e-11,8.219298140857942e-12,9.314087722621736e-12,7.714769020863636e-12,3.703089165011122e-12,3.751714991983367e-12,1.8778769310134535e-12,8.733867351442302e-19,4.84708542716866e-21,1.5884882518130398e-12,1.7277546263553358e-29,7.55334425402841e-20,1.1044314928355148e-20,9.12611717236658e-41,2.6383318539491056e-12,3.3105176185304033e-22
2.577926079096925e-19,0.09466578726852673,0.0,23.505514978647934,0.03107511025965799,0.31940968185032764,0.35048479212555733,0.20701222016308818,0.09201819548925222,0.0,3.059998784449228e-45,1.1165401187879574e-14,1.7597065688647902e-42,0.0,7.467810677570899e-74,6.924073357272866e-31,1.7365142924189265e-48,3.190555777753828e-38,2.864159702960569e-55,1.6384451218532426e-26,2.0301343824201593e-22,7.268093143136567e-90,1.3100800975571823e-18,1.9953527704060187e-57,3.523647116181738e-49,6.584601935092233e-82,1.1165401388435863e-14,4.0746734127506625e-65,5.145072626670981e-11,1.758616389013257e-11,1.2328947306525393e-11,1.3971131604527066e-11,1.157215351469706e-11,5.554633759510557e-12,5.6275725104314594e-12,2.8168153625703942e-12,1.3100801092717457e-18,1.0035274723455912e-20,2.3827323751203306e-12,4.719033748527706e-29,1.5638239729364115e-19,2.2865851246484918e-20,2.6232881504581607e-40,3.95749778924283e-12,6.854006237020357e-22
3.437234775923218e-19,0.09466578726852673,0.0,23.505514978605518,0.03107511025848251,0.3194096818416518,0.35048479212089656,0.20701222015737925,0.09201819547210097,0.0,6.691872232684779e-45,1.4887201600180793e-14,3.848279806033461e-42,0.0,2.399755036710848e-73,1.2104921926161548e-30,3.633431854019772e-48,5.42629971349649e-38,6.263594248278195e-55,2.7865660138692093e-26,2.706845846180361e-22,2.418182467890368e-89,1.7467734659186193e-18,4.363611471484029e-57,7.387716746599782e-49,2.1160725880846545e-81,1.488720186668641e-14,1.103716946293254e-64,6.860096705731965e-11,2.344821851256706e-11,1.6438596517560396e-11,1.8628175479597436e-11,1.5429537980421546e-11,7.406178353830965e-12,7.503430035571233e-12,3.755753767336784e-12,1.7467734858425333e-18,1.7067373899097335e-20,3.17697649318578e-12,9.873797115706523e-29,2.6596549606715717e-19,3.8888823995997954e-20,5.7027486350481e-40,5.2766637242582185e-12,1.1656869420993071e-21
4.296543472749511e-19,0.09466578726852673,0.0,23.505514978563102,0.03107511025730703,0.31940968183297597,0.3504847921162358,0.2070122201516703,0.09201819545494971,0.0,1.2554863042272102e-44,1.860900201243326e-14,7.219896651487492e-42,0.0,6.279495113575044e-73,1.900897313506667e-30,6.614641959888837e-48,8.290159838642315e-38,1.1751355256683747e-54,4.2572432185016535e-26,3.3835573099221804e-22,6.520303051373665e-89,2.1834668345913603e-18,8.186728988335252e-57,1.3477265237894164e-48,5.537560153381964e-81,1.8609002344404468e-14,2.4794658933565867e-64,8.575120711168825e-11,2.931027311705567e-11,2.0548245777203482e-11,2.3285219347344633e-11,1.928692241602931e-11,9.25772294795956e-12,9.37928756788066e-12,4.694692143399011e-12,2.1834668650311133e-18,2.607509080732229e-20,3.97122060563497e-12,1.7974870345787183e-28,4.0633517691577727e-19,5.941333578064135e-20,1.0672836906828848e-39,6.595829658975391e-12,1.7809062496429842e-21
6.015160866402097e-19,0.09466578726852673,0.0,23.50551497847827,0.031075110254956066,0.3194096818156243,0.35048479210691424,0.20701222014025245,0.09201819542064721,0.0,3.4352392577789445e-44,2.6052602836788883e-14,1.9754952599756488e-41,0.0,3.531592246024661e-72,3.8810803213550784e-30,1.74653763138504e-47,1.5941683264968537e-37,3.21538488892567e-54,8.186527678409833e-26,4.736980237349518e-22,3.843954802101836e-88,3.0568535728903076e-18,2.240038200177005e-56,3.5768051558025236e-48,3.1151279354349e-80,2.605260329820969e-14,9.61504845572832e-64,1.2005168496545539e-10,4.103438227106799e-11,2.876754444536719e-11,3.2599307060409527e-11,2.7001691195002912e-11,1.2960812135629257e-11,1.313100265445884e-11,6.572568807607955e-12,3.0568536314260817e-18,5.014147467787881e-20,5.559708813331791e-12,4.745895868238869e-28,7.813681135589844e-19,1.1424973698655255e-19,2.9314960405512294e-39,9.234161527496354e-12,3.424619538286165e-21
9.452395653707269e-19,0.09466578726852673,0.0,23.505514978308607,0.03107511025025414,0.31940968178092094,0.35048479208827116,0.20701222011741674,0.09201819535204224,0.0,1.3642993957039202e-43,4.093980448490652e-14,7.845645646916156e-41,0.0,3.790555809512111e-71,1.0632010853648794e-29,6.754203638177472e-47,3.88928779576922e-37,1.2769846090550685e-53,1.9972647597012315e-25,7.443826091980362e-22,4.234843666203948e-87,4.803627053278739e-18,8.896273398476704e-56,1.3978892079479682e-47,3.3451960197942114e-79,4.093980519933644e-14,6.184078926310619e-63,1.8865263170827732e-10,6.44826003605777e-11,4.520614237356251e-11,5.1227482397369993e-11,4.2431228386239095e-11,2.0366990508633062e-11,2.0634432914915272e-11,1.0328321786514646e-11,4.8036271960911075e-18,1.2233000942338969e-19,8.736685160340027e-12,1.8351626993036696e-27,1.9063014115400644e-18,2.787347488710256e-19,1.1876949746514547e-38,1.4510825260907099e-11,8.355034256103925e-21
1.288963044101244e-18,0.09466578726852673,0.0,23.505514978138944,0.031075110245552214,0.3194096817462176,0.35048479206962807,0.20701222009458103,0.09201819528343727,0.0,3.4157127160622082e-43,5.5827006132232e-14,1.9642661804968785e-40,0.0,1.6095644480989832e-70,2.1660045201455777e-29,1.6763520705039828e-46,7.205037078822863e-37,3.1971080400735118e-53,3.700000464870273e-25,1.015067194631251e-21,1.8047022574068817e-86,6.5504005387255655e-18,2.2273054042528823e-55,3.4995752306238243e-47,1.420860989669972e-78,5.5827007091810816e-14,2.0408209918726225e-62,2.572535664878739e-10,8.79308181584837e-11,6.164474109159347e-11,6.985565761533583e-11,5.786076508810684e-11,2.7773168878520067e-11,2.8137863291871875e-11,1.4084074299005774e-11,6.550400803292791e-18,2.266204774943085e-19,1.191366141608933e-11,4.5544162611954765e-27,3.5314876411035154e-18,5.163655424698154e-19,3.027540974402324e-38,1.9787488989472106e-11,1.5477983317575605e-20
1.9764100015622784e-18,0.09466578726852673,0.0,23.505514977799614,0.031075110236148364,0.3194096816768109,0.35048479203234195,0.2070122200489096,0.09201819514622736,0.0,1.248600592025817e-42,8.560140942450722e-14,7.1802991814259115e-40,0.0,1.5066552609477352e-69,6.069215090429312e-29,6.0895986290697166e-46,1.689750233537636e-36,1.1686904967393059e-52,8.677369156490007e-25,1.5564363654080983e-21,1.671879853877051e-85,1.0043947524789834e-17,8.141828886165488e-55,1.2965781506962358e-46,1.3312236765304357e-77,8.56014108508103e-14,1.1667371874446156e-61,3.9445540016821745e-10,1.3482725287974818e-10,9.452194089644792e-11,1.0711200769439121e-10,8.871983702417961e-11,4.25855256089465e-11,4.314472439518023e-11,2.1595577925163343e-11,1.0043948145267676e-17,5.314781922744867e-19,1.8267613653893655e-11,1.6541691565835854e-26,8.282166302413654e-18,1.2109983446829431e-18,1.1575227337241935e-37,3.034081643206926e-11,3.62995022077302e-20
3.351303916484347e-18,0.09466578726852673,0.0,23.505514977120956,0.031075110217340666,0.3194096815379974,0.3504847919577697,0.20701221995756675,0.09201819487180768,0.0,6.259473181148107e-42,1.4515021599955488e-13,3.599621101507437e-39,0.0,2.4688920422447286e-68,2.334073670845049e-28,3.0441849443170876e-45,4.85260945245462e-36,5.858868612005013e-52,2.4919590355881395e-24,2.63917470660347e-21,2.6480960219015697e-84,1.7031041557599827e-17,4.081654282169071e-54,6.744445584431665e-46,2.1852008446117704e-76,1.4515021826501394e-13,1.0251195843848447e-60,6.688589240159795e-10,2.2862011882414585e-10,1.6027634998116604e-10,1.8162470642502063e-10,1.50437975025773e-10,7.221023903240969e-11,7.315844799935409e-11,3.6618579582275483e-11,1.7031043339494968e-17,1.526294298734385e-18,3.097551703474364e-11,8.266160351494853e-26,2.378464588739788e-17,3.4777341172807434e-18,6.368958811499282e-37,5.1447471259133075e-11,1.0424458252330763e-19
6.101091746328484e-18,0.09466578726852673,0.0,23.505514975763642,0.03107511017972527,0.3194096812603705,0.35048479180862524,0.20701221977488107,0.09201819432296889,0.0,3.8849227452422933e-41,2.6424782911163974e-13,2.2340937680028414e-38,0.0,5.839550450288083e-67,1.1736763563841707e-27,1.888510827260633e-44,1.6075705956977714e-35,3.63628874778787e-51,8.25535233531652e-24,4.80465138756095e-21,5.836892807016142e-83,3.100522986594151e-17,2.533266151112287e-53,4.511228707474174e-45,5.18447352044879e-75,2.6424783267824685e-13,1.1859676718372418e-59,1.2176653976705088e-09,4.162058367206642e-10,2.9178520604995154e-10,3.3065009817645534e-10,2.7387422754717046e-10,1.3145966572977998e-10,1.3318590079783066e-10,6.666456051609996e-11,3.100523576902355e-17,5.056302084173513e-18,5.639131941748713e-11,5.124295357702402e-25,7.879365325255065e-17,1.1521024317492711e-17,4.682884180807785e-36,9.366078068074233e-11,3.4534105314281364e-19
