Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),CH3OX(210),H2NOX(204)
1.045280449943126e-11,0.05435919745378708,0.0,13.494627973398682,0.031075110263184432,0.31869744814656764,0.35005597239237557,0.20649721187910047,0.09125673221844371,0.0,6.602853645297727e-38,6.202855421632119e-13,5.764303483310094e-35,0.0,1.1514827055910758e-49,8.168509053252501e-11,5.5312355127331326e-37,3.1407774571796983e-38,2.100151395517344e-56,1.024483078576239e-18,3.9257478693125854e-27,1.0977092501975286e-90,1.9491733545315293e-20,2.2938959188638832e-61,2.517723118515417e-34,1.3438463613113214e-63,6.202855421632148e-13,8.796182615760999e-57,0.0007614633222622892,0.0005394232045879032,0.00034322927693836196,0.00042881974654382355,0.00034458938600538897,0.00017041891510906148,0.0001728105251994795
1.0549350191581408e-11,0.05435919745378708,0.0,13.49460696645722,0.031075110263184432,0.3186908791332093,0.3500520158288832,0.2064925574784179,0.09125407227717938,0.0,6.787449840940243e-38,6.260111743431936e-13,5.978859725817775e-35,0.0,1.2167692689645339e-49,8.396770094448936e-11,5.738370826589106e-37,3.1989386867061464e-38,2.1588465218512212e-56,1.043486138376891e-18,3.9619621811231736e-27,1.1493209688619383e-90,1.984837626065553e-20,2.358005825912334e-61,2.612007442795649e-34,1.4200324584853797e-63,6.260111743431964e-13,9.12554178144745e-57,0.0007641232635266016,0.0005443969745501339,0.0003463962996148935,0.0004327763100304692,0.00034767200284222444,0.00017199069895480594,0.0001744057685954874
1.0645895883731556e-11,0.05435919745378708,0.0,13.494586002980864,0.031075110263184432,0.3186843102906081,0.35004805934078426,0.20648790491177707,0.0912514536645994,0.0,6.975453803118208e-38,6.317367418085548e-13,6.19932719012054e-35,0.0,1.2851114393778737e-49,8.629241116305432e-11,5.951268791560232e-37,3.257632276640626e-38,2.2186245092355144e-56,1.0626636577578891e-18,3.998175676822958e-27,1.2028554985830238e-90,2.0208159684585303e-20,2.423298490808405e-61,2.7089148189958838e-34,1.4997838337334336e-63,6.317367418085577e-13,9.464061983846532e-57,0.0007667418761065958,0.0005493705896009694,0.0003495632660521752,0.00043673279812361413,0.0003507528259467566,0.0001735624424910863,0.00017600099614590916
1.0742441575881703e-11,0.05435919745378708,0.0,13.49456508232665,0.031075110263184432,0.31867774161873363,0.35004410292806476,0.2064832541781162,0.09124887573886155,0.0,7.166896660773412e-38,6.374622445605283e-13,6.425812407864811e-35,0.0,1.3566225485636086e-49,8.865960471785114e-11,6.170035253524836e-37,3.3168582106922114e-38,2.279495230716788e-56,1.0820156322463886e-18,4.034388356733493e-27,1.2583660437158732e-90,2.0571081370903943e-20,2.4897846974133306e-61,2.8084934260222514e-34,1.5832326970138423e-63,6.374622445605312e-13,9.81191141753967e-57,0.0007693198018444527,0.0005543440497627805,0.00035273017628150474,0.0004406892108373742,0.0003538318563566044,0.00017513414574213615,0.00017759620785857594
1.083898726803185e-11,0.05435919745378708,0.0,13.494544203861558,0.031075110263184432,0.3186711731175561,0.3500401465907107,0.20647860527637424,0.09124633786809157,0.0,7.36180954179157e-38,6.431876826003473e-13,6.658422824414772e-35,0.0,1.4314190508153483e-49,9.106966510726049e-11,6.394777019584834e-37,3.3766164728789445e-38,2.3414685586824214e-56,1.1015420573722245e-18,4.070600221176145e-27,1.3159067798529831e-90,2.0937138875312733e-20,2.5574752288683472e-61,2.910791880305666e-34,1.670514899836961e-63,6.431876826003501e-13,1.0169259802637327e-56,0.0007718576726144439,0.0005593173550577005,0.00035589703033387076,0.0004446455481856776,0.0003569090951086376,0.00017670580873203147,0.00017919140374116736
1.0935532960181998e-11,0.05435919745378708,0.0,13.494523366962397,0.031075110263184432,0.3186646047870461,0.3500361903287084,0.20647395820549125,0.09124383943022826,0.0,7.560223573002362e-38,6.489130559292441e-13,6.897266797873996e-35,0.0,1.5096205797698503e-49,9.352297579842454e-11,6.62560185801181e-37,3.4369070475194213e-38,2.404554364860967e-56,1.121242928667897e-18,4.1068112704721005e-27,1.3755328625637017e-90,2.130632975541315e-20,2.6263808675950908e-61,3.015859235777197e-34,1.7617700014437122e-63,6.489130559292469e-13,1.0536278384660633e-56,0.000774356110477736,0.0005642905055076294,0.000359063828239958,0.0004486018101822671,0.0003599845432389786,0.0001782774314846928,0.00018078658380121465
1.1032078652332146e-11,0.05435919745378708,0.0,13.494502571015637,0.031075110263184432,0.3186580366271746,0.3500322341420442,0.20646931296440804,0.09124137981287121,0.0,7.76216988017948e-38,6.546383645484512e-13,7.142453598108036e-35,0.0,1.5913500056987663e-49,9.601992022725932e-11,6.862618498193115e-37,3.497729919224583e-38,2.4687625203225157e-56,1.1411182416685507e-18,4.143021504942351e-27,1.4373004361324717e-90,2.1678651570705092e-20,2.696512395295985e-61,3.1237449838434486e-34,1.8571413355771292e-63,6.54638364548454e-13,1.091313993442305e-56,0.0007768157278347905,0.0005692635011342372,0.0003622305700301521,0.00045255799684070403,0.0003630582017830059,0.00017984901402388814,0.00018238174804610232
1.1128624344482294e-11,0.05435919745378708,0.0,13.494481815417256,0.031075110263184432,0.318651468637913,0.3500282780307049,0.2064646695520663,0.09123895841313061,0.0,7.967679588040646e-38,6.603636084592007e-13,7.394093405767999e-35,0.0,1.676733493310033e-49,9.856088179846689e-11,7.105936630577987e-37,3.5590850728896753e-38,2.534102895479052e-56,1.1611679919119627e-18,4.1792309249077105e-27,1.5012666422958782e-90,2.2054101882585067e-20,2.7678805929546388e-61,3.234499053361948e-34,1.9567760778467857e-63,6.603636084592035e-13,1.1300018747912148e-56,0.0007792371275753948,0.0005742363419589678,0.00036539725573454384,0.00045651410817437006,0.0003661300717753572,0.00018142055637323447,0.00018397689648307067
1.1225170036632441e-11,0.05435919745378708,0.0,13.4944610995726,0.031075110263184432,0.31864490081923275,0.350024321994677,0.20646002796740878,0.09123657463747963,0.0,8.176783820247679e-38,6.660887876627246e-13,7.652297311315031e-35,0.0,1.765900560058849e-49,1.0114624388554718e-10,7.355666906623701e-37,3.620972493686398e-38,2.6005853600848176e-56,1.1813921749385212e-18,4.2154395306888025e-27,1.5674896289785e-90,2.243267825434447e-20,2.8404962408362378e-61,3.3481718106165497e-34,2.0608253136860298e-63,6.660887876627274e-13,1.1697090646171479e-56,0.0007816209032263662,0.0005792090280030416,0.0003685638853829333,0.0004604701441964707,0.00036920015424993084,0.00018299205855620054,0.00018557202911921822
1.1321715728782589e-11,0.05435919745378708,0.0,13.494440422896226,0.031075110263184432,0.318638333171106,0.35002036603394776,0.20645538820937892,0.09123422790160905,0.0,8.389513699406509e-38,6.718139021602545e-13,7.917177314045807e-35,0.0,1.8589841349681966e-49,1.0377638983080994e-10,7.611920938741733e-37,3.683392167055233e-38,2.6682197832366704e-56,1.201790786291212e-18,4.2516473226060686e-27,1.6360285590275664e-90,2.2814378251167793e-20,2.914370118487939e-61,3.464814059292841e-34,2.169444106901962e-63,6.718139021602572e-13,1.2104532975182466e-56,0.0007839676390969595,0.0005841815592874607,0.0003717304590048351,0.0004644261049200374,0.00037226845023988984,0.0001845635205961088,0.00018716714596150364
1.1418261420932737e-11,0.05435919745378708,0.0,13.494419784811779,0.031075110263184432,0.3186317656935051,0.35001641014850415,0.20645075027692114,0.091231917630284,0.0,8.605900347067225e-38,6.775389519530221e-13,8.188846321118935e-35,0.0,1.9561206179588445e-49,1.0645170294538641e-10,7.87481130024395e-37,3.746344078697937e-38,2.7370160333744413e-56,1.2223638215156012e-18,4.287854300979762e-27,1.7069436189464194e-90,2.3199199440130883e-20,2.9895130047392604e-61,3.5844770404535654e-34,2.282791568818054e-63,6.775389519530248e-13,1.2522524605746445e-56,0.0007862779104220179,0.0005891539358330105,0.000374896976629482,0.0004683819903579308,0.0003753349607776641,0.00018613494251613747,0.00018876224701674796
1.1514807113082884e-11,0.05435919745378708,0.0,13.494399184751831,0.031075110263184432,0.318625198386403,0.3500124543383335,0.20644611416898065,0.09122964325720309,0.0,8.82597488372412e-38,6.832639370422584e-13,8.467418146582339e-35,0.0,2.057449939688797e-49,1.0917256650924106e-10,8.144451525288823e-37,3.8098282145702084e-38,2.806983978281298e-56,1.2431112761598204e-18,4.324060466129953e-27,1.7802960276267859e-90,2.358713939019919e-20,3.065935677702477e-61,3.7072124325140514e-34,2.4010309280093563e-63,6.832639370422612e-13,1.295124593336671e-56,0.0007885522835028998,0.0005941261576602633,0.0003780634382858292,0.00047233780052284314,0.00037839968689495256,0.0001877063243393228,0.0001903573322916369
1.1611352805233032e-11,0.05435919745378708,0.0,13.494378622157763,0.031075110263184432,0.31861863124977263,0.35000849860342326,0.20644147988450365,0.0912274042248598,0.0,9.049768428815718e-38,6.88988857429195e-13,8.753007510401587e-35,0.0,2.1631156219021172e-49,1.1193936377118305e-10,8.420956108827654e-37,3.8738445608745194e-38,2.878133485084096e-56,1.2640331457745493e-18,4.360265818376525e-27,1.8561480450798522e-90,2.3978195672226023e-20,3.1436489147730084e-61,3.8330723512176544e-34,2.524329600630195e-63,6.889888574291975e-13,1.3390878878130732e-56,0.0007907913158462181,0.0005990982247895833,0.00038122984400255894,0.0004762935354273008,0.0003814626296227266,0.00018927766608856127,0.00019195240179272277
1.170789849738318e-11,0.05435919745378708,0.0,13.494358096479594,0.031075110263184432,0.3186120642835874,0.3500045429437612,0.2064368474224371,0.09122519998440556,0.0,9.277312100724817e-38,6.947137131150622e-13,9.045730037489173e-35,0.0,2.273264838287091e-49,1.1475247794887768e-10,8.704440506550836e-37,3.938393104053112e-38,2.9504744202537476e-56,1.285129425913002e-18,4.396470358039179e-27,1.9345629811661544e-90,2.437236585895082e-20,3.222663492629811e-61,3.962109349611205e-34,2.6528592613343e-63,6.947137131150648e-13,1.3841606884592344e-56,0.0007929955563004234,0.0006040701372411277,0.00038439619380808455,0.0004802491950836668,0.00038452378999123205,0.00019084896778661135,0.00019354745552642663
1.1804444189533327e-11,0.05435919745378708,0.0,13.494337607175884,0.031075110263184432,0.3186054974878211,0.350000587359335,0.20643221678172885,0.09122302999551574,0.0,9.508637016778533e-38,7.004385041010912e-13,9.345702256734745e-35,0.0,2.3880484758436668e-49,1.1761229222885764e-10,8.995021134834137e-37,4.0034738307811546e-38,3.024016649605574e-56,1.3064001121309112e-18,4.4326740854374314e-27,2.0156052043242706e-90,2.4769647524997412e-20,3.30299018723578e-61,4.094376418020466e-34,2.7867959147872643e-63,7.004385041010937e-13,1.4303614921654117e-56,0.0007951655451902671,0.0006090418950348515,0.0003875624877305539,0.0004842047795041441,0.0003875831690299914,0.00019242022945609573,0.00019514249349904012
1.1900989881683475e-11,0.05435919745378708,0.0,13.494317153713586,0.031075110263184432,0.3185989308624477,0.3499966318501326,0.20642758796132762,0.09122089372625682,0.0,9.743774293248338e-38,7.06163230388512e-13,9.653041600036277e-35,0.0,2.507621196760133e-49,1.2051918976653437e-10,9.292815370684967e-37,4.0690867279600513e-38,3.098770038299661e-56,1.3278451999865133e-18,4.468877000890611e-27,2.0993401502983315e-90,2.5170038246872302e-20,3.384639773838119e-61,4.229926984025615e-34,2.9263199677712784e-63,7.061632303885146e-13,1.4777089482449707e-56,0.000797301814449176,0.0006140134981905093,0.0003907287257978543,0.00048816028870077673,0.0003906407677678073,0.00019399145111950316,0.00019673751571672803
1.1997535573833622e-11,0.05435919745378708,0.0,13.49429673556791,0.031075110263184432,0.31859236440744176,0.34999267641614223,0.20642296096018298,0.09121879065295643,0.0,9.982755045350074e-38,7.118878919785553e-13,9.967866401332222e-35,0.0,2.632141500798968e-49,1.2347355368620894e-10,9.597941551688736e-37,4.135231782710901e-38,3.1747444508412247e-56,1.349464685040533e-18,4.505079104717866e-27,2.1858343308643366e-90,2.5573535602962947e-20,3.467623026968755e-61,4.368814912436699e-34,3.0716163018820603e-63,7.118878919785578e-13,1.5262218584226373e-56,0.0007994048877495712,0.0006189849467276595,0.00039389490803761547,0.0004921157226854536,0.00039369658723276417,0.00019556263279919063,0.00019833252218552953
1.209408126598377e-11,0.05435919745378708,0.0,13.494276352222206,0.031075110263184432,0.31858579812277793,0.34998872105735207,0.20641833577724533,0.09121672026007484,0.0,1.0225610387244047e-37,7.176124888724509e-13,1.0290295895634565e-34,0.0,2.7617717881918222e-49,1.2647576708108335e-10,9.910518975955171e-37,4.201908982368118e-38,3.251949751080961e-56,1.3712585628561696e-18,4.541280397238157e-27,2.275155342555284e-90,2.5980137173536043e-20,3.551950720444708e-61,4.511094505269155e-34,3.2228743468178764e-63,7.176124888724534e-13,1.575919176822751e-56,0.0008014752806311622,0.0006239562406656663,0.00039706103447721447,0.0004960710814699098,0.00039675062845223076,0.0001971337745173851,0.00019992751291136073
1.2190626958133918e-11,0.05435919745378708,0.0,13.494256003167823,0.031075110263184432,0.3185792320084313,0.3499847657737506,0.20641371241146583,0.09121468204007875,0.0,1.0472371432034996e-37,7.233370210714291e-13,1.062045021806286e-34,0.0,2.8966784230435696e-49,1.2952621301327123e-10,1.0230667902064676e-36,4.2691183144731864e-38,3.330395802215408e-56,1.3932268289990828e-18,4.577480878770266e-27,2.3673718753851184e-90,2.6389840540735815e-20,3.6376336273684976e-61,4.656820501719285e-34,3.3802881542606157e-63,7.233370210714316e-13,1.6268200099575285e-56,0.0008035135006272506,0.0006289273800237042,0.00040022710514377846,0.0005000263650657299,0.00039980289245286274,0.00019870487629618548,0.00020152248790001627
1.2287172650284065e-11,0.05435919745378708,0.0,13.494235687903997,0.031075110263184432,0.31857266606437706,0.3499808105653262,0.20640909086179673,0.09121267549331694,0.0,1.072306929177219e-37,7.290614885767192e-13,1.0958450402879204e-34,0.0,3.0370317972453974e-49,1.326252745138087e-10,1.0558509549014733e-36,4.336859766768569e-38,3.4100924667872994e-56,1.4153694790373766e-18,4.613680549632784e-27,2.4625537215714825e-90,2.6802643288582335e-20,3.7246825201285213e-61,4.806048078139766e-34,3.54405647234881e-63,7.290614885767218e-13,1.6789436167153339e-56,0.0008055200473890697,0.0006338983648207595,0.0004033931200641893,0.0005039815734843498,0.00040285338026060474,0.00020027593815756447,0.00020311744715717113
1.2383718342434213e-11,0.05435919745378708,0.0,13.49421540593773,0.031075110263184432,0.31856610029059096,0.3499768554320678,0.20640447112719085,0.09121070012789781,0.0,1.097773507744943e-37,7.347858913895513e-13,1.1304418382524133e-34,0.0,3.183006394896851e-49,1.3577333458266518e-10,1.0894166096166286e-36,4.405133327191742e-38,3.4910496066859275e-56,1.437686508541589e-18,4.649879410144124e-27,2.5607717842572985e-90,2.7218543002969796e-20,3.813108170399453e-61,4.958832848015182e-34,3.7143828207425405e-63,7.347858913895536e-13,1.7323094083489596e-56,0.0008074954128081955,0.0006388691950756338,0.000406559079265087,0.0005079367067370589,0.0004059020929006932,0.00020184696012337034,0.00020471239068838295
1.248026403458436e-11,0.05435919745378708,0.0,13.494195156783666,0.031075110263184432,0.31855953468704884,0.3499729003739641,0.20639985320660195,0.09120875545956894,0.0,1.1236399899005112e-37,7.405102295111539e-13,1.1658476986653504e-34,0.0,3.3347808572368167e-49,1.3897077618875387e-10,1.123776068319016e-36,4.473938983869393e-38,3.5732770831474905e-56,1.460177913084675e-18,4.6860774606225115e-27,2.6620980862311476e-90,2.7637537271664835e-20,3.902921349142624e-61,5.115230861937538e-34,3.8914755662801385e-63,7.405102295111564e-13,1.7869369484639082e-56,0.0008094400811370545,0.0006438398708069472,0.00040972498277287267,0.0005118917648350027,0.0004089490313976579,0.0002034179422153289,0.0002063073184990932
1.2576809726734508e-11,0.05435919745378708,0.0,13.49417493996396,0.031075110263184432,0.31855296925372717,0.34996894539100415,0.20639523709898455,0.09120684101159846,0.0,1.149909486532224e-37,7.462345029427568e-13,1.202074994117629e-34,0.0,3.492538048083365e-49,1.4221798226994242e-10,1.1589417410013536e-36,4.54327672511172e-38,3.6567847567554563e-56,1.482843688241995e-18,4.722274701385992e-27,2.7666057786464835e-90,2.805962368430489e-20,3.994132826606417e-61,5.275298607581801e-34,4.075547999226624e-63,7.462345029427593e-13,1.8428459530066912e-56,0.000811354529107561,0.0006488103920331399,0.00041289083061371335,0.000515846747789185,0.00041199419677532504,0.0002049888844550452,0.00020790223059462972
1.2673355418884656e-11,0.05435919745378708,0.0,13.494154755008186,0.031075110263184432,0.31854640399060224,0.3499649904831772,0.20639062280329412,0.09120495631465808,0.0,1.1765851084228497e-37,7.51958711685589e-13,1.2391361867293306e-34,0.0,3.656465119782426e-49,1.4551533573306344e-10,1.1949261336766382e-36,4.6131465394068954e-38,3.741582487440915e-56,1.5056838295913002e-18,4.7584711327524264e-27,2.87436914973965e-90,2.8484799832396413e-20,4.086753372326657e-61,5.439093009681449e-34,4.2668184101137725e-63,7.519587116855912e-13,1.9000562902531263e-56,0.0008132392260479137,0.0006537807587724769,0.00041605662281354443,0.0005198016556104697,0.0004150375900568187,0.0002065597868640052,0.00020949712698020768
1.2769901111034804e-11,0.05435919745378708,0.0,13.494134601453196,0.031075110263184432,0.3185398388976509,0.3499610356504723,0.2063860103184868,0.09120310090670844,0.0,1.2036699662496248e-37,7.57682855740879e-13,1.2770438280536925e-34,0.0,3.826753579665205e-49,1.4886321945392476e-10,1.231741848372796e-36,4.683548415415635e-38,3.827680134482934e-56,1.5286983327127206e-18,4.794666755039491e-27,2.9854636335467264e-90,2.891306330931331e-20,4.180793755126995e-61,5.606671430004017e-34,4.465510167171777e-63,7.576828557408813e-13,1.9585879807966495e-56,0.0008150946339975742,0.0006587509710430488,0.0004192223593980739,0.000523756488309584,0.00041807921226456364,0.00020813064946357767,0.00021109200766093205
1.2866446803184951e-11,0.05435919745378708,0.0,13.49411447884302,0.031075110263184432,0.3185332739748504,0.3499570808928791,0.2063813996435196,0.09120127433288557,0.0,1.2311671705842608e-37,7.634069351098558e-13,1.3158105589811677e-34,0.0,4.003599357014363e-49,1.5226201627731964e-10,1.2694015831273326e-36,4.754482341965908e-38,3.915087556508917e-56,1.551887193188752e-18,4.8308615685646804e-27,3.0999658186191886e-90,2.934441171029524e-20,4.2762647431192976e-61,5.7780916673266726e-34,4.6718517943523837e-63,7.634069351098579e-13,2.018461197536629e-56,0.000816921207820464,0.0006637210288627759,0.00042238804039278503,0.0005277112458971189,0.000421119064420287,0.00020970147227501574,0.0002126868726417988
1.2962992495335099e-11,0.05435919745378708,0.0,13.494094386728763,0.031075110263184432,0.31852670922217785,0.34995312621038693,0.20637679077735047,0.0911994761453896,0.0,1.259079831892946e-37,7.691309497937475e-13,1.3554491096435833e-34,0.0,4.187202870538807e-49,1.5571210901703717e-10,1.3079181319819841e-36,4.82594830804777e-38,4.003814611494957e-56,1.5752504066042417e-18,4.867055573645307e-27,3.217953456738387e-90,2.9778842632445894e-20,4.3731771037040364e-61,5.953411957411782e-34,4.886077049943456e-63,7.691309497937497e-13,2.079696265666693e-56,0.0008187193953164016,0.0006686909322494099,0.0004255536658229406,0.0005316659283835329,0.00042415714754502094,0.00021127225531945867,0.00021428172192769688
1.3059538187485247e-11,0.05435919745378708,0.0,13.494074324668485,0.031075110263184432,0.31852014463961104,0.3499491716029856,0.20637218371893787,0.09119770590337521,0.0,1.2874110605363505e-37,7.748548997937827e-13,1.395972299318388e-34,0.0,4.377769096357134e-49,1.592138804558722e-10,1.3473043849773752e-36,4.897946302808303e-38,4.093871156766189e-56,1.5987879685463781e-18,4.903248770598499e-27,3.339505471628853e-90,3.021635367473138e-20,4.4715416035706726e-61,6.132690972982494e-34,5.108425005774873e-63,7.748548997937847e-13,2.142313662663056e-56,0.0008204896373308081,0.0006736606812205374,0.00042871923571358536,0.0005356205357791526,0.00042719346265910414,0.00021284299861793336,0.0002158765555234098
1.3156083879635394e-11,0.05435919745378708,0.0,13.494054292227082,0.031075110263184432,0.31851358022712783,0.34994521707066484,0.20636757846724135,0.09119596317284331,0.0,1.3161639667696309e-37,7.805787851111895e-13,1.4373930363329996e-34,0.0,4.575507636489628e-49,1.6276771334563565e-10,1.3875733281476719e-36,4.970476315546696e-38,4.185267048997148e-56,1.6224998746046774e-18,4.9394411597412045e-27,3.4647019676704214e-90,3.0656942437978616e-20,4.5713690086980496e-61,6.3159878236983365e-34,5.339140127015701e-63,7.805787851111914e-13,2.206334018272863e-56,0.0008222323678627118,0.0006786302757935814,0.0004318847500895499,0.0005395750680941765,0.0004302280107821846,0.0002144137021913562,0.0002174713734336172
1.3252629571785542e-11,0.05435919745378708,0.0,13.4940342889762,0.031075110263184432,0.3185070159847063,0.34994126261341457,0.20636297502122114,0.09119424752653497,0.0,1.3453416607424307e-37,7.863026057471955e-13,1.4797243179692397e-34,0.0,4.780632787858764e-49,1.6637399040716405e-10,1.4287380435152432e-36,5.04353833570943e-38,4.278012144212119e-56,1.6463861203709698e-18,4.975632741390187e-27,3.5936242386091796e-90,3.1100606524873566e-20,4.6726700843547745e-61,6.503362056130815e-34,5.578472352562535e-63,7.863026057471976e-13,2.271778114502534e-56,0.0008239480141710729,0.0006835997159858046,0.00043505020897545345,0.0005435295253386753,0.00043326079293322075,0.00021598436606053452,0.0002190661756628966
1.334917526393569e-11,0.05435919745378708,0.0,13.494014314494125,0.031075110263184432,0.31850045191232496,0.349937308231225,0.20635837337983823,0.09119255854382655,0.0,1.3749472524988887e-37,7.920263617030289e-13,1.522979230367866e-34,0.0,4.993363611798167e-49,1.700330943303299e-10,1.4708117090853192e-36,5.117132352885573e-38,4.372116297785499e-56,1.6704467014393916e-18,5.0118235158620275e-27,3.726354776267237e-90,3.1547343539959714e-20,4.775455595099608e-61,6.694873653739021e-34,5.826677176018964e-63,7.920263617030309e-13,2.3386668856061208e-56,0.0008256369968794574,0.0006885690018143118,0.0004382156123957076,0.0005474839075225945,0.0004362918101304847,0.0002175549902461681,0.0002206609622157249
1.3445720956085837e-11,0.05435919745378708,0.0,13.493994368365668,0.031075110263184432,0.3184938880099625,0.3499333539240861,0.20635377354205453,0.09119089581062692,0.0,1.4049838519776391e-37,7.977500529799174e-13,1.5671709484331969e-34,0.0,5.213924004070008e-49,1.7374540777405115e-10,1.513807598840656e-36,5.1912583568022e-38,4.467589364442143e-56,1.6946816134063692e-18,5.048013483473124e-27,3.8629772792513246e-90,3.199715108963635e-20,4.8797363047818476e-61,6.890583036845248e-34,6.084015727266071e-63,7.977500529799194e-13,2.4070214180736613e-56,0.0008272997300790871,0.0006935381332960522,0.0004413809603745186,0.0005514382146557569,0.0004393210633915629,0.0002191255747688509,0.00022225573309647985
1.3542266648235985e-11,0.05435919745378708,0.0,13.493974450182076,0.031075110263184432,0.3184873242775978,0.3499293996919882,0.2063491755068325,0.09118925891927575,0.0,1.435454569011818e-37,8.034736795790882e-13,1.612312735737827e-34,0.0,5.44254276539072e-49,1.7751131336630105e-10,1.5577390827361985e-36,5.265916337319913e-38,4.564441198257722e-56,1.7190908518706087e-18,5.084202644539697e-27,4.003576661660209e-90,3.2450026782156946e-20,4.985522976541723e-61,7.0905510626106305e-34,6.35075485462387e-63,8.0347367957909e-13,2.4768629506195585e-56,0.0008289366214302875,0.0006985071104478218,0.000444546252935891,0.0005553924467478641,0.00044234855373335936,0.0002206961196490725,0.0002238504883094418
1.3638812340386132e-11,0.05435919745378708,0.0,13.493954559540931,0.031075110263184432,0.3184807607152099,0.3499254455349219,0.2063445792731356,0.09118764746844367,0.0,1.4663625133290646e-37,8.091972415017687e-13,1.6584179444274435e-34,0.0,5.679453672465051e-49,1.8133119370411774e-10,1.6026196266937484e-36,5.341106284428461e-38,4.662681652659073e-56,1.743674412433086e-18,5.1203909993777804e-27,4.1482390617909515e-90,3.2905968227627543e-20,5.092826372810766e-61,7.294839025010775e-34,6.627167207603659e-63,8.091972415017704e-13,2.54821287417095e-56,0.0008305480722623598,0.0007034759332862657,0.00044771149010363064,0.0005593466038084973,0.0004453742821720966,0.00022226662490721957,0.00022544522785879504
1.373535803253628e-11,0.05435919745378708,0.0,13.493934696046049,0.031075110263184432,0.31847419732277843,0.3499214914528776,0.206339984839928,0.09118606106303409,0.0,1.4977107945515291e-37,8.149207387491863e-13,1.7055000151257238e-34,0.0,5.924895549528357e-49,1.85205431353614e-10,1.6484627925966313e-36,5.416828188242482e-38,4.762320580424555e-56,1.7684322906970335e-18,5.156578548303231e-27,4.297051850843973e-90,3.336497303800514e-20,5.201657255312212e-61,7.5035086548114e-34,6.913531320251132e-63,8.149207387491879e-13,2.621092731856096e-56,0.0008321344776719046,0.0007084446018278807,0.0004508766719013475,0.0005633006858471213,0.00044839824972331833,0.00022383709056357726,0.00022703995174862943
1.3831903724686428e-11,0.05435919745378708,0.0,13.493914859307374,0.031075110263184432,0.318467634100283,0.3499175374458459,0.2063353922061747,0.09118449931408638,0.0,1.5295025221958711e-37,8.206441713225676e-13,1.753572476839338e-34,0.0,6.179112340397114e-49,1.8913440884998664e-10,1.695282238284367e-36,5.493082038997353e-38,4.863367833684399e-56,1.7933644822679307e-18,5.192765291631716e-27,4.450103641626963e-90,3.3827038827096034e-20,5.312026385061376e-61,7.716622119544e-34,7.210131695080248e-63,8.206441713225691e-13,2.6955242189927663e-56,0.0008336962266196143,0.0007134131160890172,0.00045404179835245833,0.0005672546928730845,0.0004514204574018908,0.0002254075166383309,0.00022863465998294158
1.3928449416836575e-11,0.05435919745378708,0.0,13.493895048940907,0.031075110263184432,0.3184610710477035,0.3499135835138177,0.20633080137084134,0.09118296183868044,0.0,1.561740805673269e-37,8.263675392231398e-13,1.8026489468630365e-34,0.0,6.4423531810275646e-49,1.9311850869752604e-10,1.7430917175473446e-36,5.569867827045091e-38,4.9658332639210645e-56,1.818470982753489e-18,5.228951229678731e-27,4.607484297257608e-90,3.4292163210554187e-20,5.423944522366045e-61,7.934242023481508e-34,7.517258887597757e-63,8.263675392231412e-13,2.7715291830766434e-56,0.0008352337020255679,0.000718381476085882,0.0004572068694801902,0.0005712086248956215,0.0004544409062220048,0.00022697790315156716,0.0002302293525656368
1.4024995108986723e-11,0.05435919745378708,0.0,13.49387526456858,0.031075110263184432,0.31845450816501997,0.3499096296567838,0.20632621233289444,0.09118144825984299,0.0,1.5944287542894188e-37,8.320908424521294e-13,1.8527431306848322e-34,0.0,6.7148724725824855e-49,1.971581133696254e-10,1.7919050801214928e-36,5.647185542850426e-38,5.069726721969591e-56,1.8437517877636465e-18,5.265136362759583e-27,4.7692849398651635e-90,3.476034380587972e-20,5.537422426826848e-61,8.15643140761396e-34,7.835209591418264e-63,8.320908424521307e-13,2.849129623769726e-56,0.0008367472808630389,0.00072334968183454,0.0004603718853075827,0.0005751624819238548,0.000457459597197178,0.00022854825012327585,0.00023182402950052997
1.412154080113687e-11,0.05435919745378708,0.0,13.4938555058182,0.031075110263184432,0.3184479454522128,0.3499056758747351,0.20632162509130128,0.09117995820645516,0.0,1.6275694772445424e-37,8.378140810107633e-13,1.9038688218912806e-34,0.0,6.996929955005997e-49,2.0125360530879023e-10,1.8417362716829578e-36,5.725035176986908e-38,5.175058058017944e-56,1.869206892910556e-18,5.301320691189403e-27,4.93559795929083e-90,3.5231578232417164e-20,5.652470857337661e-61,8.383253749624188e-34,8.164286723969835e-63,8.378140810107645e-13,2.928347692888745e-56,0.0008382373342508537,0.0007283177333509168,0.0004635368458574911,0.0005791162639667964,0.000460476531340256,0.00023011855757335077,0.00023341869079134732
