Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),CH3OX(210),H2NOX(204),HOX(29),H2NO(88),HNOX(526),H3NX(202),NX(608),OX(27),HNX(525),H2X(216),H2NX(201),CH2X(34),CHX(35),CX(33),SX(667)
6.9945223321203e-09,0.07782336798655136,0.0,18.93255865918047,0.07048729252439478,0.11141362235277011,0.33788907419896097,0.10936797893420715,0.2833791317403208,0.0,2.2855026589517243e-14,7.032751344354549e-06,3.027676783130855e-15,0.0,2.988460458930264e-20,0.029760192741407017,1.7991408786932518e-16,7.422377979340585e-21,6.785811397544655e-31,5.6552827716758285e-08,1.2771874608290459e-15,3.708583502438908e-49,1.0105389357560674e-10,5.4785323889279906e-34,9.897138486933713e-15,5.570137655845868e-30,4.480396847646431e-07,4.449863405578512e-30,0.0014419998361213024,0.00488153420192354,0.09378343040825937,0.012588685189231757,0.00048118986255986563,0.08187981394963902,0.0012859972255129363,6.920847356310772e-05,1.2541247998919023e-08,0.0013657655746723341,0.001399692429254701,0.1370551223892588,0.007597260815574301,0.0072972410317903285,0.024558087991134337,1.5401620766991556e-05,7.525860341444244e-11,6.463710176705812e-08,5.920661573955324e-09,0.015283110247948572
7.041586359196763e-09,0.07782336798655136,0.0,18.931469331419272,0.07064654736913303,0.11065569170325093,0.3378897503017704,0.10891338565994407,0.28426138925404576,0.0,2.28654374510321e-14,7.080016618462169e-06,3.073968303099864e-15,0.0,3.0865121750907056e-20,0.02992239619282123,1.8330775887302096e-16,7.550786491881668e-21,6.904087050554476e-31,5.719568018101699e-08,1.2833479626168354e-15,3.819903269056461e-49,1.0125843300218948e-10,5.574027182602081e-34,1.0082859469321522e-14,5.743869719372369e-30,4.480560529140531e-07,4.556235449010877e-30,0.0014463542583008713,0.004845976180820657,0.09388834394717638,0.012587961821148217,0.00047916184987457694,0.08216341002180713,0.0012736015779448997,6.870748587761661e-05,1.2595194440972637e-08,0.0013528010038081281,0.0014020263751032668,0.13751474977073772,0.007530046542928179,0.007321859926506691,0.024726342017776164,1.5391408724284685e-05,7.552180803155995e-11,6.511855326324108e-08,6.030505940874318e-09,0.015456134228317089
7.088650386273226e-09,0.07782336798655136,0.0,18.93038641285606,0.07080478430278571,0.10990257151133145,0.33789042216886384,0.10846080973443435,0.2851377844734118,0.0,2.2874961406235035e-14,7.1272819868451415e-06,3.1206645000241144e-15,0.0,3.1870661504784834e-20,0.03008425478581056,1.867404361351763e-16,7.680449553090002e-21,7.023501315342093e-31,5.784074510269512e-08,1.2894828597813775e-15,3.933699752688983e-49,1.0146252804435641e-10,5.670441395855506e-34,1.0270689701723758e-14,5.921699783905235e-30,4.4807235061097203e-07,4.664328456946164e-30,0.0014506795440488215,0.004810634240336718,0.09399300348635037,0.012587242688686334,0.0004771431072281679,0.0824443939467739,0.0012612971986410435,6.821041525593486e-05,1.264877576681183e-08,0.0013399312230338782,0.0014043451817444342,0.13796976087515161,0.0074635071936882185,0.0073463300131779135,0.02489418232409813,1.538121540261187e-05,7.578266429873422e-11,6.560392383953911e-08,6.142155876458967e-09,0.015629743729159967
7.1357144133496885e-09,0.07782336798655136,0.0,18.929309868075986,0.07096201013245503,0.10915422794756646,0.3378910898237749,0.10801024163367108,0.28600836057103096,0.0,2.288361638669683e-14,7.174547448912602e-06,3.167766427628934e-15,0.0,3.290167960923232e-20,0.030245769494338465,1.9021226404209251e-16,7.811369130819134e-21,7.144054880645553e-31,5.848800206798678e-08,1.2955922659246134e-15,4.050007921658017e-49,1.0166617673582068e-10,5.767775586554796e-34,1.0460636489139158e-14,6.103692544736781e-30,4.4808857823065614e-07,4.774155983713697e-30,0.001454975909626397,0.004775506945406769,0.09409740641343685,0.012586527768313132,0.0004751335882569249,0.08272278079820865,0.0012490833837398678,6.771723405957052e-05,1.2701994270385487e-08,0.001327155515397868,0.0014066489513045821,0.138420190786706,0.007397636092077779,0.00737065148656995,0.025061611398212072,1.537104133956194e-05,7.604118685157959e-11,6.609332031341998e-08,6.2556426888729154e-09,0.015803933247060763
7.1827784404261514e-09,0.07782336798655136,0.0,18.928239661893237,0.07111823161294673,0.10841062745329315,0.33789175328987836,0.10756167188270273,0.2868731603936602,0.0,2.289141997609858e-14,7.221813004076966e-06,3.215275134656354e-15,0.0,3.395863671853302e-20,0.030406941262000345,1.9372338583236422e-16,7.94354715017905e-21,7.265748388726159e-31,5.913743078090474e-08,1.3016762941123137e-15,4.16886291462453e-49,1.0186937716886674e-10,5.866030275026032e-34,1.0652707069966473e-14,6.289913172169715e-30,4.4810473613213743e-07,4.8857315415047086e-30,0.0014592435696427764,0.004740592873346452,0.09420155020548299,0.012585817036654404,0.0004731332468612751,0.0829985855675438,0.001236959434748382,6.722791463661577e-05,1.2754852229739479e-08,0.0013144731691078738,0.0014089377851096466,0.1388660743115319,0.0073324265961527526,0.00739482454603398,0.025228631677896005,1.5360887053230747e-05,7.629739026949267e-11,6.658685153936586e-08,6.370998356179046e-09,0.01597869731151758
7.229842467502614e-09,0.07782336798655136,0.0,18.927175759347964,0.07127345544722677,0.10767173673844416,0.3378924125903926,0.10711509105534034,0.287732226463517,0.0,2.289838941663199e-14,7.269078651753912e-06,3.2631916648689215e-15,0.0,3.5041998395397096e-20,0.03056777100325076,1.9727394360306371e-16,8.076985493864966e-21,7.3885824359475526e-31,5.978901106263771e-08,1.3077350568768383e-15,4.290300038465213e-49,1.020721274946138e-10,5.96520594452207e-34,1.0846908616372472e-14,6.480427309450454e-30,4.481208246591882e-07,4.999068599765424e-30,0.0014634827370627703,0.004705890613705575,0.09430543242808885,0.012585110470492485,0.00047114203720392925,0.08327182316446306,0.0012249246585189202,6.674242932876954e-05,1.2807351907140153e-08,0.0013018834775146552,0.0014112117836926259,0.13930744597970265,0.007267872098843995,0.007418849395591674,0.02539524555130241,1.535075304255908e-05,7.65512890766101e-11,6.708462846639009e-08,6.488255544656452e-09,0.016154030484749567
7.276906494579077e-09,0.07782336798655136,0.0,18.926118125703166,0.071427688286874,0.10693752277937199,0.3378930677483814,0.10667048977386685,0.28858560097962693,0.0,2.29045416153057e-14,7.316344391362353e-06,3.3115170570545184e-15,0.0,3.615223512322049e-20,0.03072825960458763,2.0086407831589374e-16,8.211686002484372e-21,7.5125575733488475e-31,6.044272285091169e-08,1.3137686662198794e-15,4.414354766150985e-49,1.0227442592321237e-10,6.0653030416849704e-34,1.1043248234658093e-14,6.675301070682751e-30,4.481368441412161e-07,5.114180584602861e-30,0.0014676936232146391,0.004671398768123288,0.0944090507345358,0.012584408046764023,0.00046915991370804404,0.08354250841738586,0.0012129783672256752,6.626075047818455e-05,1.2859495549196976e-08,0.0012893857390951634,0.0014134710468010096,0.13974434004724864,0.007203966028955919,0.007442726244013427,0.025561455357684112,1.534063978767195e-05,7.680289774275938e-11,6.7586764195328e-08,6.607447627019154e-09,0.016329927361504726
7.32397052165554e-09,0.07782336798655136,0.0,18.925066726441692,0.071580936732529,0.10620795281668506,0.3378937187867566,0.1062278587087491,0.289433325819202,0.0,2.2909893150157437e-14,7.363610222324419e-06,3.360252345032174e-15,0.0,3.728982231816413e-20,0.030888407925694968,2.0449392980331073e-16,8.347650474882266e-21,7.637674307211877e-31,6.109854619935474e-08,1.3197772336151904e-15,4.541062734627955e-49,1.0247627072397663e-10,6.166321977003687e-34,1.1241732965622789e-14,6.87460103872204e-30,4.481527948940962e-07,5.231080878203275e-30,0.0014718764377980307,0.00463711595018495,0.09451240286488344,0.012583709742557807,0.0004671868310554021,0.08381065607394818,0.0012011198783409543,6.578285043419667e-05,1.2911285386984353e-08,0.001276979257435453,0.0014157156734041273,0.1401767904981674,0.007140701852121954,0.007466455304889645,0.025727263388135916,1.533054775021771e-05,7.705223068442046e-11,6.809337403793583e-08,6.728608701203702e-09,0.016506382568868997
7.360587012910591e-09,0.07782336798655136,0.0,18.92425301276557,0.07169948956221807,0.10564352811797943,0.33789422246920403,0.10588484213606207,0.29008898693011453,0.0,2.2913513356373766e-14,7.400383782727955e-06,3.3984532691844066e-15,0.0,3.819410626972103e-20,0.031012770803911637,2.0734556596769386e-16,8.454308154409248e-21,7.73580682367872e-31,6.161023399187858e-08,1.3244347361868275e-15,4.641501424339025e-49,1.0263299405849322e-10,6.2455540046226975e-34,1.1397645106076247e-14,7.032763645181928e-30,4.4816515746703473e-07,5.3232764376673425e-30,0.0014751114451532826,0.004610587119135571,0.0945926268126308,0.012583169286549949,0.00046565796864301103,0.0840175330567757,0.0011919540986042169,6.541363326285061e-05,1.2951335334295741e-08,0.0012673895116568977,0.0014174519646763988,0.14051019130953907,0.007091921220604964,0.007484814777144798,0.025855987971308364,1.5322710959607115e-05,7.724465047916182e-11,6.849069359419225e-08,6.824257926704543e-09,0.01664405001629171
7.397203504165641e-09,0.07782336798655136,0.0,18.923443035971815,0.07181745356147753,0.10508187958887313,0.33789472368246093,0.10554300817768779,0.2907412728535189,0.0,2.2916666283572144e-14,7.437157397811201e-06,3.4369034112164528e-15,0.0,3.911546459578769e-20,0.031136928596007696,2.1022139179006346e-16,8.561732794315039e-21,7.834630835705448e-31,6.212317862798238e-08,1.32907719990583e-15,4.743584729770579e-49,1.027894410339142e-10,6.325344416084506e-34,1.1554863178672666e-14,7.193677809939137e-30,4.481774787591782e-07,5.416568808581169e-30,0.0014783296839081974,0.004584183339104151,0.09467268733631626,0.012582631299677871,0.00046413453031584527,0.08422288976999306,0.0011828407394339452,6.504667369108683e-05,1.2991173500096801e-08,0.0012578542621741573,0.0014191795017586392,0.14084093854870725,0.007043522154489003,0.007503085029750705,0.025984471753056,1.5314887482260308e-05,7.743570820206003e-11,6.889084884346543e-08,6.921136800820182e-09,0.016782049689605828
7.433819995420692e-09,0.07782336798655136,0.0,18.92263678007458,0.0719348317758258,0.10452299212876667,0.3378952224371312,0.10520235249987323,0.2913902029099969,0.0,2.2919359339603885e-14,7.473931067306007e-06,3.4756032517677956e-15,0.0,4.0054127409927245e-20,0.031260881675628335,2.1312147171822943e-16,8.669925190024113e-21,7.934146526776008e-31,6.263737085831816e-08,1.333704676612394e-15,4.847329634815878e-49,1.0294561090959179e-10,6.405693360321769e-34,1.1713390417740071e-14,7.357375473216667e-30,4.481897589039805e-07,5.510964236667368e-30,0.0014815312507909899,0.0045579039718605975,0.09475258347847938,0.012582095771338172,0.00046261649505262726,0.0844267330584285,0.0011737794860018763,6.46819587209117e-05,1.3030800915845978e-08,0.001248373187397013,0.0014208983302983053,0.1411690478828971,0.006995501624783083,0.00752126616948733,0.026112715753591694,1.5307077513154963e-05,7.762541057764762e-11,6.929389701297461e-08,7.019262338823111e-09,0.016920379098692363
7.470436486675742e-09,0.07782336798655136,0.0,18.921834229164872,0.07205162723269157,0.10396685073109732,0.33789571874376517,0.10486287078615139,0.29203579630409815,0.0,2.2921599819606722e-14,7.510704790945376e-06,3.5145532696676325e-15,0.0,4.101032664826493e-20,0.03138463040797283,2.1604586979413894e-16,8.778886122078066e-21,8.034354064697507e-31,6.315280147518746e-08,1.3383172179567879e-15,4.952753180696035e-49,1.0310150296655783e-10,6.486600973603391e-34,1.1873230034076358e-14,7.523888744188933e-30,4.4820199803086413e-07,5.60646895083458e-30,0.00148471624194376,0.004531748383370171,0.0948323143121954,0.012581562690980489,0.0004611038419245219,0.08462906973792722,0.001164770025389278,6.431947536525034e-05,1.3070218607465986e-08,0.0012389459675840276,0.0014226084956671023,0.1414945348822721,0.006947856617114124,0.007539358304974311,0.026240720976485055,1.5299281240942512e-05,7.781376431225116e-11,6.969989622788303e-08,7.118651849730834e-09,0.017059035765035716
7.503391328805288e-09,0.07782336798655136,0.0,18.921115088022983,0.07215624737391366,0.1034686590289568,0.3378961633353426,0.10455833742940772,0.2926139932918504,0.0,2.2923235239019783e-14,7.5438011882946575e-06,3.549822581706122e-15,0.0,4.1886092771910665e-20,0.031495829845416545,2.186986726837387e-16,8.877608692697612e-21,8.1251325040664e-31,6.361774027411653e-08,1.3424557779685827e-15,5.049083740194184e-49,1.0324156770605037e-10,6.559895590109859e-34,1.2018210406187288e-14,7.676184706532437e-30,4.482129782785993e-07,5.6933767677083344e-30,0.0014875686407230806,0.00450831366388313,0.0949039299820927,0.012581085003005638,0.00045974703861116774,0.08480989020888084,0.001156705536604367,6.399513765190338e-05,1.3105516059284441e-08,0.0012305072529660767,0.0014241402747670144,0.14178524387641592,0.006905294702131343,0.007555565219545677,0.02635572233842032,1.52922764576941e-05,7.798213511366096e-11,7.006786744082712e-08,7.209197652650763e-09,0.017184104530514773
7.533050686721878e-09,0.07782336798655136,0.0,18.92047040642096,0.07225000579999892,0.10302216901993225,0.3378965617859422,0.10428506487872048,0.2931320844336726,0.0,2.292440292883398e-14,7.573587983063154e-06,3.581738839650387e-15,0.0,4.2686730873391245e-20,0.03159576827646188,2.211031190123436e-16,8.966992239740644e-21,8.207312426828764e-31,6.403703098948901e-08,1.346170205036519e-15,5.136965960241756e-49,1.0336743267701126e-10,6.626247804644693e-34,1.2149605743042374e-14,7.815242915233198e-30,4.4822283225519464e-07,5.772370074492232e-30,0.0014901244435386568,0.0044873073258426795,0.0949682684557938,0.012580656765611242,0.000458529616091747,0.0849715940046048,0.0011494829640661373,6.370476241951698e-05,1.3137139839992798e-08,0.0012229492963730757,0.0014255129345339288,0.14204508586005582,0.006867245170074315,0.0075700899468553965,0.026459059468253655,1.5285981871439873e-05,7.813274348584406e-11,7.040116224842149e-08,7.291587209577226e-09,0.01729688987287164
7.562710044638469e-09,0.07782336798655136,0.0,18.91982812762267,0.07234338720306718,0.10257745432565633,0.3378969586489734,0.10401255494734608,0.2936480201592693,0.0,2.2925286293275213e-14,7.603374812884913e-06,3.6138200844039974e-15,0.0,4.3499293005793736e-20,0.031695573258315686,2.2352363302395714e-16,9.056881362961413e-21,8.289946518052049e-31,6.445711797438084e-08,1.3498749242301204e-15,5.225980021300902e-49,1.0349311416368237e-10,6.692966763334895e-34,1.2281867762874381e-14,7.956206086129455e-30,4.482326595377075e-07,5.8521022031616714e-30,0.0014926695400514338,0.004466381085270261,0.09503249692116338,0.012580230115750126,0.0004573156878796923,0.08513232133861787,0.0011422938226430571,6.341582830248129e-05,1.3168627826839977e-08,0.0012154261115477898,0.0014268799901726162,0.14230323469865058,0.0068294367074308564,0.007584556477698309,0.026562241667024658,1.5279696586894683e-05,7.828247888044573e-11,7.07364996200455e-08,7.374837826908738e-09,0.017409885559620215
7.59236940255506e-09,0.07782336798655136,0.0,18.919188243317723,0.0724363931578059,0.10213450714904129,0.33789735392994397,0.10374080537419823,0.2941618104537199,0.0,2.29258889999515e-14,7.633161677620224e-06,3.646066566971645e-15,0.0,4.432390594496974e-20,0.03179524497004023,2.259602479808721e-16,9.147276448977497e-21,8.373034837474432e-31,6.487799641468452e-08,1.3535699626369003e-15,5.316135087268936e-49,1.0361861182543905e-10,6.7600525148159585e-34,1.2414998127274282e-14,8.099091605174238e-30,4.482424601879083e-07,5.932576431058626e-30,0.0014952039802398065,0.004445534613104637,0.09509661494295286,0.012579805047914899,0.000456105243027989,0.08529207577804047,0.0011351379496740818,6.312832842732139e-05,1.3199980554556075e-08,0.0012079375320947657,0.0014282414652744603,0.1425596984828557,0.006791867741264044,0.007598964873381526,0.026665269437095022,1.5273420692589845e-05,7.843134482777315e-11,7.107391225387231e-08,7.458959294029906e-09,0.01752309029563561
