Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),CH3OX(210),H2NOX(204),HOX(29),H2NO(88),HNOX(526),H3NX(202),NX(608),OX(27),HNX(525),H2X(216),H2NX(201),CH2X(34),CHX(35),CX(33),SX(667)
1.251293453816785e-11,0.07782336798655136,0.0,19.319768371394055,0.03093246712804447,0.31827890137482445,0.34988447418913776,0.20637702913057565,0.09154911734033927,0.0,6.302866353461495e-22,1.302362217014851e-08,4.3190831993589374e-24,0.0,1.2783383969854206e-35,3.463882598611751e-09,2.8496834713350244e-26,3.507487641856112e-27,6.157022010705662e-39,2.5432830010486394e-13,3.101706941690072e-18,1.290650411041964e-62,6.496296715123855e-14,4.970385366694544e-42,1.5892228245440669e-24,2.973081687491416e-45,1.2854453299980733e-08,7.664166299255699e-41,0.00047086330341017656,0.0007426415957344203,0.0006658959290366666,0.000600304926779638,0.00039118180920756147,0.00024393938133817256,0.00025185434454948744,2.7531085383151302e-05,6.285508012957751e-13,6.2093055004116945e-06,9.534223237436976e-05,4.537115332750967e-07,0.00010075941157332649,1.0228787490106828e-05,8.179301408546013e-12,0.00016662397573369815,2.227618717323073e-13,1.4585282316208754e-10,2.963689512317488e-11,6.968312711016027e-08
1.257285773826447e-11,0.07782336798655136,0.0,19.319752904294184,0.030931859254883114,0.318273555025969,0.34988166821828093,0.20637446181290678,0.09154903991355696,0.0,6.415840263564208e-22,1.3085937721709521e-08,4.3896319202790694e-24,0.0,1.3154384447669306e-35,3.5162677418492398e-09,2.904485757116019e-26,3.541118306176602e-27,6.245834502495065e-39,2.567683940701498e-13,3.1165390848573745e-18,1.3218316478556803e-62,6.541992998882296e-14,5.042081114400424e-42,1.6197851617825644e-24,3.059358777959258e-45,1.29150960690544e-08,7.811950027630687e-41,0.0004709547127391965,0.0007460516715011229,0.0006693050284570559,0.0006031108353209082,0.00039258250252674064,0.0002451053354802075,0.0002530774048016247,2.7547208590029573e-05,6.343784806609169e-13,6.268725909313881e-06,9.577013213380531e-05,4.60206285621173e-07,0.00010138310061181291,1.0324787963926033e-05,8.342810233944231e-12,0.00016735457682355069,2.2382664516247244e-13,1.4655083975483325e-10,2.963521964900761e-11,7.035263491053082e-08
1.2632780938361091e-11,0.07782336798655136,0.0,19.319737444020372,0.030931252240575573,0.31826820931729355,0.3498788628933973,0.20637189822128799,0.09154896457620398,0.0,6.530213076561202e-22,1.3148252773573609e-08,4.4610140662923525e-24,0.0,1.3534307238130355e-35,3.569188169503421e-09,2.960072950709017e-26,3.574909104823799e-27,6.335496372645008e-39,2.592201230196051e-13,3.131371043646362e-18,1.353612467838346e-62,6.587828037989977e-14,5.1144625405725006e-42,1.6507852274174257e-24,3.1477105223841284e-45,1.2975730040382218e-08,7.961859976773702e-41,0.00047104406277091656,0.0007494603925709246,0.0006727149636676318,0.0006059160978894803,0.0003939794861680092,0.00024627127005492097,0.00025430059699730234,2.7563235138525425e-05,6.402326835279842e-13,6.328427066700863e-06,9.619790676880291e-05,4.667621143144409e-07,0.00010200715800980274,1.0421211998680687e-05,8.50878382483959e-12,0.0001680842581764051,2.2489140110937884e-13,1.4724884510162292e-10,2.9633546680248757e-11,7.102533788829775e-08
1.2692704138457711e-11,0.07782336798655136,0.0,19.319721990523913,0.03093064608703236,0.3182628642485781,0.3498760582143377,0.20636933834591278,0.09154889128175703,0.0,6.645994230359281e-22,1.3210567325855817e-08,4.533235860279116e-24,0.0,1.392332293834104e-35,3.622646722665043e-09,3.0164524697395305e-26,3.6088600333702445e-27,6.426011652841142e-39,2.616834867580769e-13,3.146202818324472e-18,1.386001471801434e-62,6.63380179445569e-14,5.1875328998728884e-42,1.6822271580651855e-24,3.238176582046774e-45,1.3036355214946493e-08,8.113916425871848e-41,0.00047113139997013656,0.0007528677595066131,0.0006761257284763579,0.0006087207146346004,0.000395372769915897,0.00024743718508426403,0.0002555239207294874,2.757916739266931e-05,6.461134051525437e-13,6.388408936191932e-06,9.662555810154735e-05,4.7337929252093807e-07,0.00010263158156239534,1.0518059198950346e-05,8.677247265285937e-12,0.0001688130162825367,2.2595613959312836e-13,1.4794683921200898e-10,2.963187623749183e-11,7.170123598495197e-08
1.2752627338554332e-11,0.07782336798655136,0.0,19.31970654375713,0.03093004079616052,0.31825751981960265,0.3498732541809527,0.2063667821770007,0.09154881998474275,0.0,6.763193173097997e-22,1.3272881378671149e-08,4.606303546017333e-24,0.0,1.432160457324698e-35,3.676646243256851e-09,3.0736317659400635e-26,3.642971087388927e-27,6.517384374633953e-39,2.641584850906306e-13,3.1610344091584383e-18,1.4190073423053815e-62,6.679914230011955e-14,5.261295446854581e-42,1.7141151093619985e-24,3.330797182523539e-45,1.3096971593738146e-08,8.268139750051251e-41,0.000471216769753567,0.0007562737728707606,0.0006795373167516849,0.0006115246857054723,0.0003967623635291229,0.0002486030805901269,0.0002567473755914487,2.7595007660818234e-05,6.520206407909469e-13,6.448671481317215e-06,9.705308794802964e-05,4.800580932049441e-07,0.00010325636911841849,1.0615329168569022e-05,8.848225771537299e-12,0.0001695408476427406,2.2702086063376658e-13,1.4864482209479518e-10,2.9630208333893324e-11,7.238032914205427e-08
1.2812550538650952e-11,0.07782336798655136,0.0,19.31969110367333,0.03092943636986354,0.31825217603014744,0.34987045079309337,0.20636422970479695,0.09154875064071413,0.0,6.881819363159774e-22,1.3335194932134593e-08,4.6802233881714525e-24,0.0,1.4729327618398122e-35,3.7311895740238e-09,3.1316183251393726e-26,3.6772422624532984e-27,6.609618569439028e-39,2.666451178225502e-13,3.175865816414292e-18,1.4526388440443328e-62,6.726165306118063e-14,5.3357534359616625e-42,1.7464532559576457e-24,3.42561311897474e-45,1.3157579177756514e-08,8.424550420373113e-41,0.00047130021651347096,0.0007596784332257224,0.0006829497224213736,0.0006143280112512584,0.0003981482767406631,0.00024976895659433823,0.00025797096117675673,2.761075819695974e-05,6.579543857003323e-13,6.5092146655177815e-06,9.748049811803497e-05,4.867987891285982e-07,0.00010388151857916483,1.0713021510628155e-05,9.021744692080085e-12,0.00017026774876837083,2.280855642512825e-13,1.493427937585146e-10,2.962854298834116e-11,7.306261730122181e-08
1.2872473738747573e-11,0.07782336798655136,0.0,19.319675670226776,0.030928832810041395,0.3182468328799927,0.3498676480506105,0.2063616809195725,0.09154868320622708,0.0,7.001882269180652e-22,1.3397507986361106e-08,4.755001672281186e-24,0.0,1.514667002281481e-35,3.786279558523322e-09,3.1904196672517204e-26,3.7116735541373026e-27,6.70271826853728e-39,2.691433847593366e-13,3.1906970403573645e-18,1.4869048242308544e-62,6.772554983963094e-14,5.4109101215295006e-42,1.7792457915095312e-24,3.522665761457093e-45,1.3218177968009139e-08,8.58316900382975e-41,0.00047138178364076956,0.0007630817411336395,0.0006863629394713427,0.0006171306914210807,0.00039953051925781913,0.0002509348131186663,0.00025919467707928383,2.762642120198549e-05,6.639146351386299e-13,6.570038452145726e-06,9.790779041513041e-05,4.936016528515187e-07,0.00010450702789715782,1.0811135827479564e-05,9.197829507664882e-12,0.0001709937161813793,2.291502504656091e-13,1.500407542122115e-10,2.9626880211341855e-11,7.374810040414119e-08
1.2932396938844193e-11,0.07782336798655136,0.0,19.319660243372685,0.030928230118590465,0.3182414903689191,0.34986484595335504,0.206359135811624,0.0915486176388181,0.0,7.123391370061637e-22,1.3459820541465613e-08,4.8306447047502815e-24,0.0,1.5573812231956685e-35,3.841919041115619e-09,3.2500433462661496e-26,3.746264958015403e-27,6.796687503075222e-39,2.716532857067081e-13,3.2055280812522875e-18,1.5218142129806274e-62,6.819083224468816e-14,5.48676875778496e-42,1.812496928676688e-24,3.621997060260031e-45,1.3278767965511571e-08,8.744016163340652e-41,0.0004714615135476285,0.0007664836971564365,0.000689776961944546,0.0006199327263640184,0.0004009091007622855,0.00025210065018481826,0.00026041852289320405,2.764199882493503e-05,6.699013843645644e-13,6.631142804464274e-06,9.833496663665292e-05,5.004669567304218e-07,0.00010513289507494646,1.0909671720738447e-05,9.376505831337742e-12,0.00017171874641435408,2.3021491929662325e-13,1.5073870346496375e-10,2.9625220023964914e-11,7.443677839254979e-08
1.2992320138940814e-11,0.07782336798655136,0.0,19.319644823067204,0.030927628297403545,0.31823614849670684,0.3498620445011778,0.20635659437127377,0.09154855389698198,0.0,7.246356154980583e-22,1.3522132597563028e-08,4.9071588128352284e-24,0.0,1.6010937210794353e-35,3.898110866954016e-09,3.3104969502357457e-26,3.781016469662604e-27,6.891530304065202e-39,2.741748204705993e-13,3.2203589393629995e-18,1.5573760236971204e-62,6.865749988292605e-14,5.5633325988465915e-42,1.8462108991137848e-24,3.723649551265848e-45,1.3339349171287175e-08,8.907112657748546e-41,0.00047153944768953604,0.0007698843018558236,0.0006931917839398771,0.0006227341162291116,0.0004022840309102174,0.00025326646781444147,0.00026164249821299324,2.7657493164210894e-05,6.759146286376591e-13,6.692527685647864e-06,9.87620285736974e-05,5.073949729187447e-07,0.00010575911816392817,1.1008628791286365e-05,9.557799408471071e-12,0.0001724428360105583,2.312795707641461e-13,1.5143664152563499e-10,2.962356243311101e-11,7.512865120826061e-08
1.3052243339037434e-11,0.07782336798655136,0.0,19.319629409267378,0.03092702734836977,0.3182308072631367,0.34985924369393007,0.20635405658886952,0.09154849194015036,0.0,7.370786123404641e-22,1.3584444154768221e-08,4.9845503446339565e-24,0.0,1.6458230466984044e-35,3.954857881975322e-09,3.371788101266917e-26,3.815928084654475e-27,6.987250702385672e-39,2.767079888571603e-13,3.235189614952741e-18,1.593599353456232e-62,6.912555235830244e-14,5.640604898724842e-42,1.880391953465132e-24,3.8276663613337856e-45,1.3399921586366941e-08,9.072479341815469e-41,0.00047161562658688355,0.0007732835557932955,0.0006966073996111005,0.0006255348611653582,0.00040365531933229856,0.0002544322660291229,0.000262866602633429,2.7672906268765303e-05,6.819543632182376e-13,6.754193058782256e-06,9.918897801110483e-05,5.143859733662677e-07,0.00010638569526319907,1.1108006639274231e-05,9.741736116794018e-12,0.00017316598152396768,2.323442048879433e-13,1.5213456840306133e-10,2.962190746393815e-11,7.582371879312945e-08
1.3112166539134054e-11,0.07782336798655136,0.0,19.319614001931136,0.030926427273374614,0.31822546666798934,0.34985644353146267,0.20635152245478458,0.09154843172867035,0.0,7.496690785103183e-22,1.364675521319605e-08,5.062825669074482e-24,0.0,1.691588007414545e-35,4.012162932890275e-09,3.433924455508667e-26,3.850999798567188e-27,7.083852728781399e-39,2.7925279067275644e-13,3.2500201082840617e-18,1.6304933833909177e-62,6.959498927218708e-14,5.718588911322252e-42,1.9150443613586944e-24,3.93409121370803e-45,1.3460485211789296e-08,9.240137166218843e-41,0.0004716900898460586,0.0007766814595301319,0.0007000238031658062,0.0006283349613217162,0.00040502297563380806,0.0002555980448503897,0.00026409083574959087,2.768824013925908e-05,6.880205833674283e-13,6.816138886864618e-06,9.961581672745056e-05,5.214402298187392e-07,0.00010701262451843134,1.1207804864125341e-05,9.92834196642243e-12,0.00017388817951930887,2.334088216877252e-13,1.5283248410631136e-10,2.962025511448806e-11,7.652198108910003e-08
1.3172089739230675e-11,0.07782336798655136,0.0,19.31959860101728,0.030925828074299888,0.3182201267110458,0.3498536440136268,0.20634899195941758,0.09154837322378413,0.0,7.624079660161247e-22,1.3709065772961334e-08,5.141991175903522e-24,0.0,1.738407669524263e-35,4.070028867173974e-09,3.496913703141874e-26,3.886231606977531e-27,7.18134041386375e-39,2.818092257239676e-13,3.2648504196188175e-18,1.6680673790757842e-62,7.006581022338898e-14,5.79728789043365e-42,1.9501724114001035e-24,4.04296843344966e-45,1.3521040048599935e-08,9.410107177547556e-41,0.00047176287618006055,0.0007800780136273982,0.0007034409888643942,0.0006311344168471027,0.00040638700939468747,0.00025676380429970965,0.0002653151971568602,2.7703496729193635e-05,6.941132843471673e-13,6.87836513280362e-06,0.00010004254649503263,5.285580138175018e-07,0.0001076399041207767,1.1308023064538354e-05,1.0117643099888367e-11,0.00017460942657209698,2.3447342118314744e-13,1.5353038864430786e-10,2.9618605422153486e-11,7.722343803813746e-08
1.3232012939327295e-11,0.07782336798655136,0.0,19.319583206485436,0.03092522975302365,0.3182147873920869,0.34985084514027337,0.20634646509319243,0.09154831638760856,0.0,7.752962278993416e-22,1.3771375834178872e-08,5.222053275675072e-24,0.0,1.7863013606067749e-35,4.128458533056393e-09,3.5607635683685844e-26,3.921623505462938e-27,7.279717788110918e-39,2.8437729381758753e-13,3.2796805492181804e-18,1.7063306909116703e-62,7.053801480818296e-14,5.876705089746364e-42,1.985780411166672e-24,4.154342952892452e-45,1.3581586097851634e-08,9.582410518298057e-41,0.00047183402342865314,0.0007834732186459449,0.0007068589510190794,0.0006339332278903944,0.0004077474301696083,0.0002579295443984909,0.0002665396864509203,2.7718677946016445e-05,7.002324614202014e-13,6.940871759419535e-06,0.00010046916907986032,5.357395966991204e-07,0.00010826753230579571,1.1408660838490322e-05,1.030966579216914e-11,0.00017532971926867324,2.3553800339381015e-13,1.5422828202608943e-10,2.9616958363683345e-11,7.792808958232803e-08
1.3291936139423916e-11,0.07782336798655136,0.0,19.319567818296086,0.030924632311420223,0.31820944871089374,0.34984804691125376,0.20634394184655847,0.09154826118311558,0.0,7.883348182358145e-22,1.3833685396963435e-08,5.3030183997389535e-24,0.0,1.835288671882762e-35,4.187454779512907e-09,3.625481809401294e-26,3.957175489601514e-27,7.37898888186817e-39,2.8695699476062347e-13,3.294510497342631e-18,1.7452927545101968e-62,7.101160262033598e-14,5.956843762840401e-42,2.0218726872014136e-24,4.268260317122552e-45,1.3642123360604074e-08,9.757068426870449e-41,0.0004719035685780613,0.0007868670751464084,0.0007102776839929226,0.0006367313946004278,0.0004091042474880381,0.00025909526516808295,0.0002677643032277561,2.7733785652200866e-05,7.063781098500898e-13,7.003658729444328e-06,0.00010089568624164266,5.429852495950108e-07,0.00010889550735241188,1.1509717783239742e-05,1.0504436450715936e-11,0.00017604905420624193,2.366025683392597e-13,1.5492616426045623e-10,2.961531401053654e-11,7.863593566372409e-08
1.3351859339520536e-11,0.07782336798655136,0.0,19.31955243641048,0.03092403575136015,0.31820411066724763,0.34984524932641914,0.20634142220999002,0.09154820757411294,0.0,8.015246921372498e-22,1.389599446142977e-08,5.384893000229327e-24,0.0,1.8853894605833096e-35,4.247020456254851e-09,3.691076218452247e-26,3.9928875549720676e-27,7.479157725348095e-39,2.8954832836029513e-13,3.3093402642519646e-18,1.7849630910782955e-62,7.148657325113298e-14,6.037707163188663e-42,2.058453585007056e-24,4.384766689482016e-45,1.3702651837923685e-08,9.9341022375646e-41,0.00047197154778022446,0.0007902595836892104,0.0007136971821988852,0.0006395289171259997,0.0004104574708543074,0.0002602609666297761,0.00026898904708365454,2.7748821666300682e-05,7.12550224901209e-13,7.066726005521754e-06,0.00010132209973377723,5.502952434310694e-07,0.00010952382758189048,1.1611193495329545e-05,1.0701981615481969e-11,0.00017676742799290773,2.376671160389876e-13,1.5562403535669683e-10,2.9613672279560224e-11,7.934697622459218e-08
1.3411782539617157e-11,0.07782336798655136,0.0,19.3195370607907,0.03092344007471018,0.3181987732609297,0.3498424523856208,0.20633890617398676,0.09154815552522522,0.0,8.148668057527278e-22,1.3958303027692598e-08,5.467683550053157e-24,0.0,1.9366238523291308e-35,4.3071584137201364e-09,3.7575546217227264e-26,4.0287596971541305e-27,7.580228348630843e-39,2.921512944240346e-13,3.3241698502052935e-18,1.8253513078027176e-62,7.196292628940202e-14,6.119298544157132e-42,2.0955274690400697e-24,4.503908857096224e-45,1.3763171530883472e-08,1.0113533380576242e-40,0.00047203799637161533,0.0007936507448345594,0.0007171174400989056,0.0006423257956158658,0.0004118071097476761,0.00026142664880480224,0.0002702139176152048,2.7763787763980064e-05,7.187488018387538e-13,7.1300735502074525e-06,0.00010174841130333882,5.576698489273075e-07,0.00011015249135684108,1.1713087570590181e-05,1.0902327958950206e-11,0.00017748483724771232,2.387316465124315e-13,1.5632189532333787e-10,2.9612033344950974e-11,8.006121120700257e-08
1.3471705739713777e-11,0.07782336798655136,0.0,19.31952169139957,0.030922845283333205,0.31819343649172144,0.3498396560887098,0.20633639372907328,0.0915481050018755,0.0,8.283621162702535e-22,1.4020611095866607e-08,5.551396542878665e-24,0.0,1.989012243520059e-35,4.367871503063886e-09,3.824924879392361e-26,4.064791911727981e-27,7.682204781664378e-39,2.9476589275948557e-13,3.33899925546105e-18,1.8664670982345141e-62,7.24406613215393e-14,6.201621159005067e-42,2.133098722704689e-24,4.625734236425131e-45,1.3823682440562866e-08,1.0295383381993104e-40,0.00047210294889163374,0.000797040559142449,0.000720538452203,0.0006451220302187432,0.0004131531736223993,0.00026259231171433476,0.00027143891441929705,2.7778685679019488e-05,7.249738359287414e-13,7.193701325969036e-06,0.00010217462269106848,5.651093365974829e-07,0.00011078149708024365,1.1815399604142649e-05,1.110550228616064e-11,0.0001782012786006711,2.397961597789749e-13,1.5701974417016537e-10,2.9610396938757517e-11,8.077864055352628e-08
1.3531628939810397e-11,0.07782336798655136,0.0,19.319506328200685,0.030922251379088283,0.3181881003594043,0.34983686043553763,0.20633388486579915,0.09154805597026727,0.0,8.420115819183418e-22,1.4082918666066464e-08,5.636038493123728e-24,0.0,2.0425753037348187e-35,4.429162576149113e-09,3.8931948856084285e-26,4.100984194274676e-27,7.7850910542647e-39,2.9739212317450253e-13,3.353828480276983e-18,1.9083202426734975e-62,7.291977793153338e-14,6.284678260885205e-42,2.171171748346936e-24,4.750290878838376e-45,1.388418456804755e-08,1.0479673863791017e-40,0.00047216643910058574,0.0008004290271726597,0.0007239602130683829,0.0006479176210833085,0.000414495671907794,0.0002637579553794893,0.00027266403709312457,2.7793517104298132e-05,7.312253224380131e-13,7.257609295186197e-06,0.00010260073563136238,5.726139767487365e-07,0.00011141084319449707,1.1918129190401546e-05,1.131153153473714e-11,0.00017891674869280932,2.40860655857948e-13,1.577175819047704e-10,2.9608763570491416e-11,8.14992642060189e-08
1.3585559819897355e-11,0.07782336798655136,0.0,19.319492506586553,0.030921717625299116,0.3181832983846805,0.34983434489795656,0.20633162994336351,0.09154801308994116,0.0,8.544286964538782e-22,1.4138995053573185e-08,5.713015907816056e-24,0.0,2.091803705390746e-35,4.484821075652656e-09,3.955413728086776e-26,4.1336941030318755e-27,7.878469942971387e-39,2.9976567581740815e-13,3.3671746285477582e-18,1.946626663971526e-62,7.335216378384108e-14,6.360060327634912e-42,2.2058701402641067e-24,4.8647673174586484e-45,1.3938628974909538e-08,1.064763985596516e-40,0.00047222235730165236,0.0008034774977949201,0.0007270404335770235,0.0006504331025880099,0.0004157008795590594,0.00026480701824159014,0.00027376675478551544,2.7806809905267364e-05,7.36874273203556e-13,7.3153660017221906e-06,0.00010298415453342642,5.794240814982503e-07,0.00011197754447517589,1.2010942489815401e-05,1.1499421187032026e-11,0.0001795598385804405,2.4181868764958385e-13,1.5834562637419415e-10,2.9607295610206295e-11,8.215055657780181e-08
1.3639490699984314e-11,0.07782336798655136,0.0,19.319478689933725,0.03092118459293933,0.3181784969255024,0.34983182988157524,0.20632937790756692,0.09154797136759438,0.0,8.669721536721154e-22,1.4195071037897253e-08,5.790755849711808e-24,0.0,2.1420160124547474e-35,4.540952132547985e-09,4.0183735913146496e-26,4.166533660048123e-27,7.972592003321933e-39,3.021486501495171e-13,3.3805206310574506e-18,1.9855455874693778e-62,7.378566806869797e-14,6.43604233524697e-42,2.2409817847032064e-24,4.9815314549742086e-45,1.3993066269878146e-08,1.0817616126207052e-40,0.0004722771413093533,0.0008065248787932884,0.0007301212523081406,0.0006529480628934042,0.0004169032135395443,0.000265856065548113,0.000274869573813141,2.7820051366856628e-05,7.425446431462236e-13,7.373349606864729e-06,0.00010336749634819485,5.862873753006593e-07,0.00011254451916010916,1.2104093381167026e-05,1.1689665076879033e-11,0.0001802021366018765,2.42776705548918e-13,1.5897366185685255e-10,2.960583001277124e-11,8.280443624894706e-08
1.3688028492062576e-11,0.07782336798655136,0.0,19.31946625916739,0.030920705481751083,0.31817417605290244,0.34982956681236815,0.20632735353777473,0.09154793478846499,0.0,8.783698672905874e-22,1.4245539079136792e-08,5.861377718545996e-24,0.0,2.1880612549671572e-35,4.5918758397998894e-09,4.075675855163701e-26,4.196200107963143e-27,8.05793969720761e-39,3.043013824772704e-13,3.3925319088445952e-18,2.021102349843344e-62,7.417677793021953e-14,6.504941051438991e-42,2.2729382803498414e-24,5.088605212978113e-45,1.4042053755345379e-08,1.09723267481576e-40,0.00047232549625110857,0.0008092665904003066,0.0007328944974446545,0.0006552110816323648,0.00041798286277252883,0.00026680019483658847,0.00027586219733744465,2.7831925740496106e-05,7.476662866406636e-13,7.425728826985187e-06,0.00010371243910601027,5.925099788749317e-07,0.00011305502926288788,1.2188217578924107e-05,1.1862913907222565e-11,0.00018077952577060132,2.436389097919566e-13,1.5953888611348366e-10,2.9604512741311316e-11,8.33951400595605e-08
1.3736566284140839e-11,0.07782336798655136,0.0,19.31945383238148,0.03092022695699208,0.3181698555976499,0.34982730416516633,0.20632533149564808,0.09154789911209021,0.0,8.898709973522053e-22,1.4296006793926933e-08,5.932624618652181e-24,0.0,2.234927664887359e-35,4.6431855206395304e-09,4.133587326185161e-26,4.225971566013273e-27,8.143893880821431e-39,3.0646174615846877e-13,3.404543068851978e-18,2.0571665308868395e-62,7.456879324678248e-14,6.574329369155813e-42,2.3052345186349904e-24,5.19758827451404e-45,1.4091035481418685e-08,1.1128690303043396e-40,0.0004723729676691194,0.0008120074200392293,0.0007356682212003495,0.0006574736783665478,0.0004190601948208744,0.00026774431154852574,0.00027685490249246633,2.7843760286861565e-05,7.528052743613204e-13,7.4782917924499286e-06,0.00010405732134578788,5.987759680923779e-07,0.0001135657592120956,1.2272614768562177e-05,1.2038100375407439e-11,0.00018135626979956534,2.445011028037237e-13,1.6010410310129684e-10,2.9603197318065153e-11,8.398793951827552e-08
1.3785104076219101e-11,0.07782336798655136,0.0,19.31944140955834,0.03091974901964082,0.3181655355596288,0.3498250419398906,0.2063233117762242,0.09154786432226883,0.0,9.014760556064516e-22,1.4346474182328554e-08,6.004500061770098e-24,0.0,2.2826268983269539e-35,4.694882692301382e-09,4.1921122810859717e-26,4.255848031852141e-27,8.230456695457816e-39,3.086297410915007e-13,3.416554111214956e-18,2.093743538936691e-62,7.496171379167944e-14,6.644209017001851e-42,2.3378728845564607e-24,5.3085077365870355e-45,1.4140011448689082e-08,1.1286718511722765e-40,0.00047241957174848565,0.0008147473680070343,0.0007384424207904636,0.0006597358531748717,0.0004201352146363007,0.00026868841569500836,0.0002778476890648616,2.7855555813635527e-05,7.579616037947941e-13,7.531038483055628e-06,0.00010440214397396191,6.050854861071408e-07,0.000114076708268582,1.2357284732861834e-05,1.2215239115491336e-11,0.0001819323669303264,2.45363284594364e-13,1.606693128247653e-10,2.96018837441133e-11,8.458283459460342e-08
1.3833641868297364e-11,0.07782336798655136,0.0,19.319428990680628,0.03091927167067413,0.31816121593872354,0.3498227801364621,0.20632129437455085,0.09154783040309655,0.0,9.1318555425464e-22,1.4396941244402514e-08,6.077007568544229e-24,0.0,2.3311707346678502e-35,4.746968872303132e-09,4.251255011170108e-26,4.2858295031337645e-27,8.317630282354951e-39,3.108053671748443e-13,3.4285650360686016e-18,2.130838820569046e-62,7.535553933722031e-14,6.714581723536124e-42,2.370855771251956e-24,5.421390982695597e-45,1.4188981657749962e-08,1.1446423136321724e-40,0.0004724653243779445,0.0008174864346006087,0.0007412170934486581,0.0006619976061362382,0.0004212079271599452,0.0002696325072870955,0.0002788405568414166,2.7867313113020032e-05,7.631352724280446e-13,7.583968878561324e-06,0.0001047469078942106,6.114386759835808e-07,0.0001145878757081072,1.244222725430677e-05,1.2394344818664322e-11,0.00018250781540926452,2.46225455174001e-13,1.6123451528911792e-10,2.9600572017785146e-11,8.517982525808309e-08
1.3882179660375626e-11,0.07782336798655136,0.0,19.319416575731257,0.03091879491106705,0.3181568967348182,0.34982051875480213,0.2063192792856865,0.09154779733896047,0.0,9.25000005950533e-22,1.4447407980209665e-08,6.150150668519697e-24,0.0,2.3805710774211898e-35,4.799445578442513e-09,4.311019822334861e-26,4.3159159775125676e-27,8.405416782694846e-39,3.129886243070668e-13,3.440575843547697e-18,2.168457860733373e-62,7.575026965474019e-14,6.7854492172723e-42,2.4041855799969984e-24,5.536265684827068e-45,1.4237946109197002e-08,1.1607815980232634e-40,0.0004725102411553123,0.0008202246201167472,0.0007439922364267534,0.000664258937329532,0.00042227833732238557,0.0002705765863358219,0.00027983350560904704,2.787903296203256e-05,7.683262777483943e-13,7.637082958688464e-06,0.00010509161400745253,6.17835680696153e-07,0.0001150992608210552,1.252744211508487e-05,1.257543223325723e-11,0.0001830826134875947,2.4708761455273466e-13,1.6179971049945227e-10,2.959926209213015e-11,8.577891147832395e-08
1.3930717452453889e-11,0.07782336798655136,0.0,19.31940416469342,0.03091831874179292,0.31815257794779717,0.3498182577948316,0.20631726650470017,0.0915477651145338,0.0,9.369199238009636e-22,1.449787438981085e-08,6.2239329001381335e-24,0.0,2.4308399550901436e-35,4.852314328794133e-09,4.3714110350671186e-26,4.346107452643384e-27,8.49381833760345e-39,3.1517951238682484e-13,3.4525865337867362e-18,2.2066061828864636e-62,7.61459045146066e-14,6.856813226678791e-42,2.4378647202028524e-24,5.65315980546202e-45,1.4286904803628163e-08,1.1770908888112899e-40,0.00047255433739279255,0.0008229619248521529,0.0007467678469944744,0.0006665198468336207,0.00042334645004366234,0.00027152065285219806,0.0002808265351547987,2.7890716122794255e-05,7.735346172435264e-13,7.690380703120925e-06,0.00010543626321184305,6.242766431292819e-07,0.00011561086291215509,1.2612929097089288e-05,1.2758516164749948e-11,0.00018365675942137887,2.4794976274064153e-13,1.6236489845999379e-10,2.9597954009958164e-11,8.638009322487199e-08
1.3979255244532152e-11,0.07782336798655136,0.0,19.319391757550594,0.03091784316382327,0.3181482595775447,0.3498159972564717,0.20631525602667136,0.09154773371477065,0.0,9.48945821366461e-22,1.4548340473266897e-08,6.298357810733549e-24,0.0,2.4819895220346515e-35,4.905576641706311e-09,4.432432984439642e-26,4.376403926181468e-27,8.582837088150704e-39,3.173780313128635e-13,3.46459710691993e-18,2.245289349126419e-62,7.654244368622714e-14,6.928675480178791e-42,2.471895609414448e-24,5.772101599583142e-45,1.4335857741643618e-08,1.1935713745883609e-40,0.0004725976281222193,0.0008256983491034374,0.0007495439224391979,0.000668780334727356,0.000424412270233301,0.00027246470684721,0.00028181964526584737,2.790236334281468e-05,7.787602884014876e-13,7.743862091505069e-06,0.0001057808564027708,6.307617060772412e-07,0.00011612268130020532,1.2698687981919536e-05,1.2943611475779569e-11,0.00018423025147153754,2.488118997477782e-13,1.6293007917547688e-10,2.959664775848112e-11,8.698337046735343e-08
