Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),CH3OX(210),H2NOX(204),HOX(29),H2NO(88),HNOX(526)
1.4259595596995196e-11,0.04692242069448014,0.0,11.647218709857292,0.031075110263184432,0.3185071575534595,0.34994125319070124,0.20635229843613892,0.09094062076090975,0.0,1.366216401879558e-43,3.820972688139392e-15,7.510027087858645e-40,0.0,2.925874733577571e-56,4.7327058889642314e-11,4.709390212688549e-42,2.084176320524262e-43,2.290483781107652e-65,3.211945014075119e-21,9.694082108112108e-32,6.311766102009867e-105,2.7261904416777147e-23,3.1188960242478815e-71,6.56139365431611e-39,1.520625960636398e-72,3.772692585917822e-15,1.4549748904706386e-64,0.0010775746384406384,0.0006837292096029033,0.00043478878652457596,0.0005435389488344375,0.00044402474958161244,0.00021589699449460346,0.0002186984812560612,1.4135561188529664e-10,1.6418288794243286e-19,9.663203623254716e-08
1.4365839189824582e-11,0.04692242069448014,0.0,11.647196195817902,0.031075110263184432,0.3185004441337041,0.34993720742369266,0.20634743384560822,0.09093696501502187,0.0,1.396970078988119e-43,3.849419259208318e-15,7.734580209716927e-40,0.0,3.0588881211767145e-56,4.8391626596712153e-11,4.850892891226161e-42,2.1152690245402066e-43,2.342021385904137e-65,3.2599548152029684e-21,9.766193798782576e-32,6.550268459704269e-105,2.7662138297843424e-23,3.1890735263662667e-71,6.758543197116928e-39,1.589746944497758e-72,3.800420385261869e-15,1.4987984428523668e-64,0.0010812303833196211,0.0006888150882142858,0.0004380233027346028,0.0005475847158430212,0.0004472838080975167,0.00021750252650939224,0.0002203245782287329,1.4236453234568223e-10,1.6662506881113977e-19,9.807620762357764e-08
1.4472082782653967e-11,0.04692242069448014,0.0,11.647173720825625,0.031075110263184432,0.3184937308745149,0.3499331617143739,0.20634257001946368,0.09093334726207948,0.0,1.4281816581030873e-43,3.87786550139906e-15,7.96410694525664e-40,0.0,3.196899132793348e-56,4.947202236621386e-11,4.995554243974952e-42,2.146591130681517e-43,2.394325716556127e-65,3.3083203168346525e-21,9.83830378959109e-32,6.79592430218204e-105,2.806518265954201e-23,3.260295060417506e-71,6.960093578501443e-39,1.6614645299384227e-72,3.8281425943580544e-15,1.5436042032381626e-64,0.0010848481352539784,0.0006939008444007865,0.00044125774741784926,0.0005516304251617618,0.00045054214627532514,0.00021910801447613338,0.0002219506263649118,1.4337255163365884e-10,1.6908507936690987e-19,9.953107417324394e-08
1.4578326375483355e-11,0.04692242069448014,0.0,11.6471512844856,0.031075110263184432,0.31848701777586,0.3499291160627305,0.20633770695752407,0.09092976710747787,0.0,1.4598545176723997e-43,3.906311414716309e-15,8.198679292477835e-40,0.0,3.34005667552044e-56,5.056836248559689e-11,5.143420694863854e-42,2.1781426265491628e-43,2.4474024160802233e-65,3.3570415092132135e-21,9.910412080804743e-32,7.048893244839878e-105,2.847103525083211e-23,3.3325683103598526e-71,7.16610947868712e-39,1.7358560647838685e-72,3.855859214290702e-15,1.589406725048212e-64,0.0010884282888484855,0.0006989864781828001,0.00044449212060213527,0.000555676076805047,0.00045379976427924716,0.00022071345841178782,0.00022357662567641022,1.4437966441138195e-10,1.715629152521988e-19,1.0099663552385568e-07
1.4684569968312743e-11,0.04692242069448014,0.0,11.647128886407074,0.031075110263184432,0.31848030483770795,0.34992507046874843,0.20633284465960855,0.09092622416071074,0.0,1.4919920360267085e-43,3.934756999164751e-15,8.438369740737537e-40,0.0,3.488512950902375e-56,5.16807632312294e-11,5.2945389996188564e-42,2.209923499839043e-43,2.5012571270956055e-65,3.4061183825854395e-21,9.982518672690566e-32,7.309337255935308e-105,2.8879693822459096e-23,3.4059009596103957e-71,7.376656040164857e-39,1.8130006074041674e-72,3.88357024614389e-15,1.6362206683212836e-64,0.0010919712346094427,0.0007040719895805483,0.00044772642231505935,0.0005597216707871268,0.00045705666227334365,0.00022231885833320597,0.00022520257617492952,1.4538586534708037e-10,1.7405857211041612e-19,1.0247289131785905e-07
1.479081356114213e-11,0.04692242069448014,0.0,11.647106526203332,0.031075110263184432,0.31847359206002734,0.3499210249324134,0.20632798312553643,0.09092271803532762,0.0,1.5245975913793846e-43,3.963202254749075e-15,8.683251270207264e-40,0.0,3.6424235028572475e-56,5.2809340868401785e-11,5.448956245615418e-42,2.241933738340404e-43,2.5558954918241155e-65,3.455550927201839e-21,1.0054623565515526e-31,7.57742067368553e-105,2.9291156126952884e-23,3.480300691045184e-71,7.591798867493306e-39,1.892978951575374e-72,3.911275691001455e-15,1.6840607997058885e-64,0.0010954773589872456,0.0007091573786140816,0.00045096065258400195,0.0005637672071221163,0.00046031284042152815,0.00022392421425712866,0.0002268284778720616,1.463911491151675e-10,1.765720455859249e-19,1.039598411978349e-07
1.4897057153971518e-11,0.04692242069448014,0.0,11.647084203491692,0.031075110263184432,0.31846687944278734,0.3499169794537115,0.20632312235512731,0.09091924834889202,0.0,1.5576745618265228e-43,3.991647181473963e-15,8.933397351331082e-40,0.0,3.801947265936082e-56,5.395421165132999e-11,5.606719851730924e-42,2.274173329934268e-43,2.6113231520903555e-65,3.505339133316617e-21,1.0126726759546526e-31,7.853310223363787e-105,2.9705419918626316e-23,3.5557751869993487e-71,7.811604027093258e-39,1.9758736515152597e-72,3.9389755499469996e-15,1.732941992451446e-64,0.0010989470444185108,0.0007142426453032802,0.0004541948114361266,0.0005678126858239962,0.0004635682988875678,0.0002255295262001887,0.00022845433077929003,1.4739551039635159e-10,1.7910333132404202e-19,1.054574848064974e-07
1.5003300746800905e-11,0.04692242069448014,0.0,11.647061917893438,0.031075110263184432,0.318460166985957,0.3499129340326288,0.20631826234820108,0.09091581472293933,0.0,1.5912263253469423e-43,4.020091779344103e-15,9.188881944284206e-40,0.0,3.9672466139188394e-56,5.511549182315898e-11,5.767877568197206e-42,2.3066422625918884e-43,2.66754574932178e-65,3.555482991187655e-21,1.0198828255050407e-31,8.137175034393207e-105,3.0122482953573577e-23,3.632332129267232e-71,8.036138047042144e-39,2.0617690470932997e-72,3.966669824063883e-15,1.7828792263994443e-64,0.0011023806693677626,0.0007193277896678574,0.0004574288988983828,0.0005718581069066136,0.00046682303783508494,0.00022713479417891145,0.00023008013490799078,1.4839894387774546e-10,1.8165242497103743e-19,1.0696582178669219e-07
1.5109544339630293e-11,0.04692242069448014,0.0,11.647039669033788,0.031075110263184432,0.31845345468950614,0.34990888866915176,0.20631340310457782,0.09091241678293588,0.0,1.6252562598021935e-43,4.048536048364178e-15,9.449779498432154e-40,0.0,4.138487408746955e-56,5.6293297615966076e-11,5.932477476453126e-42,2.3393405243732332e-43,2.7245689245487893e-65,3.6059824910764794e-21,1.0270928052293948e-31,8.429186657438166e-105,3.0542342989668573e-23,3.709979199102522e-71,8.26546791686856e-39,2.1507512892148032e-72,3.9943585144352205e-15,1.833887587974617e-64,0.0011057786083686913,0.0007244128117273603,0.0004606629149975079,0.000575903470383685,0.00047007705742755805,0.00022874001820971608,0.00023170589026943377,1.4940144425297567e-10,1.8421932217413416e-19,1.0848485178139484e-07
1.521578793245968e-11,0.04692242069448014,0.0,11.647017456541837,0.031075110263184432,0.3184467425534043,0.3499048433632666,0.20630854462407786,0.09090905415823805,0.0,1.6597677429365586e-43,4.076979988538868e-15,9.716164951790422e-40,0.0,4.315839049792275e-56,5.748774525076429e-11,6.100567988997195e-42,2.37226810342548e-43,2.7823983184048146e-65,3.656837623248244e-21,1.0343026151543862e-31,8.72951908149315e-105,3.096499778656333e-23,3.7887240772183584e-71,8.4996610873469e-39,2.2429083653790766e-72,4.0220416221439e-15,1.885982270176109e-64,0.0011091412320649778,0.0007294977115011707,0.0004638968597600295,0.0005799487762687966,0.0004733303578283229,0.00023034519830891708,0.00023333159687478384,1.5040300622229081e-10,1.8680401858150823e-19,1.1001457443370946e-07
1.5322031525289068e-11,0.04692242069448014,0.0,11.646995280050554,0.031075110263184432,0.3184400305776217,0.34990079811495994,0.2063036869065218,0.09090572648205172,0.0,1.694764152377058e-43,4.105423599872855e-15,9.988113730484725e-40,0.0,4.499474523462144e-56,5.869895093750565e-11,6.272197849240258e-42,2.405424987981542e-43,2.8410395711264195e-65,3.7080483779717075e-21,1.0415122553066802e-31,9.038348750969135e-105,3.139044510568637e-23,3.868574443787474e-71,8.738785470292067e-39,2.3383301254115207e-72,4.049719148272561e-15,1.9391785725686553e-64,0.0011124689072506974,0.0007345824890085088,0.0004671307332122674,0.0005839940245754053,0.00047658293920057357,0.0002319503344927247,0.00023495725473510169,1.514036244926694e-10,1.8940650984228812e-19,1.115549893868669e-07
1.5428275118118456e-11,0.04692242069448014,0.0,11.646973139196703,0.031075110263184432,0.31843331876212866,0.34989675292421846,0.20629882995173046,0.09090243339139244,0.0,1.7302488656334508e-43,4.1338668823708205e-15,1.0265701748211765e-39,0.0,4.689570453140497e-56,5.992703087508451e-11,6.44741613135824e-42,2.438811166358606e-43,2.9004983225533906e-65,3.759614745519206e-21,1.0487217257129357e-31,9.355854582777436e-105,3.181868271024119e-23,3.949537978442322e-71,8.982909438354242e-39,2.43710830736955e-72,4.077391093903611e-15,1.9934919012737588e-64,0.0011157619969103044,0.000739667144268433,0.0004703645353803361,0.0005880392153168408,0.0004798348017073643,0.00023355542677724647,0.00023658286386134524,1.52403293777927e-10,1.9202679160655454e-19,1.1310609628422337e-07
1.5534518710947843e-11,0.04692242069448014,0.0,11.646951033620818,0.031075110263184432,0.3184266071068958,0.34989270779102893,0.20629397375952502,0.09089917452704584,0.0,1.7662252600982422e-43,4.162309836037443e-15,1.0549005405700526e-39,0.0,4.886307149464733e-56,6.117210125134075e-11,6.626272240144929e-42,2.472426626956704e-43,2.9607802121288263e-65,3.811536716166635e-21,1.0559310263998053e-31,9.682217983411102e-105,3.2249708365204564e-23,4.0316223602751885e-71,9.232101824813747e-39,2.5393365636222325e-72,4.10505746011922e-15,2.0489377689608693e-64,0.0011190208602581961,0.0007447516772998429,0.00047359826629014655,0.0005920843485063071,0.00048308594551160956,0.00023516047517848813,0.00023820842426437041,1.5340200879882285e-10,1.9466485952534072e-19,1.1466789476925884e-07
1.564076230377723e-11,0.04692242069448014,0.0,11.646928962967175,0.031075110263184432,0.3184198956118938,0.3498886627153784,0.20628911832972666,0.09089594953352842,0.0,1.802696713046683e-43,4.190752460877397e-15,1.0838101590174138e-39,0.0,5.089868660938195e-56,6.2434278243063e-11,6.808815910864834e-42,2.5062713582572946e-43,3.0218908788992295e-65,3.8638142801934215e-21,1.0631401573939358e-31,1.0017622866023789e-104,3.2683519837325033e-23,4.1148352678383285e-71,9.486431923375977e-39,2.64511048710354e-72,4.132718248001318e-15,2.1055317948385702e-64,0.0011222458527778752,0.0007498360881214804,0.00047683192596740826,0.0005961294241568832,0.00048633637077608597,0.00023676547971235458,0.0002398339359549324,1.5439976428316558e-10,1.9732070925063137e-19,1.1624038448557564e-07
1.5747005896606618e-11,0.04692242069448014,0.0,11.64690692688373,0.031075110263184432,0.31841318427709403,0.3498846176972537,0.20628426366215702,0.09089275805904878,0.0,1.8396666016367753e-43,4.219194756895364e-15,1.1133067674812256e-39,0.0,5.30044282487805e-56,6.371367801599189e-11,6.995097209106074e-42,2.540345348821869e-43,3.083835961514607e-65,3.9164474278825095e-21,1.0703491187219673e-31,1.0362255667506157e-104,3.312011489512132e-23,4.1991843791440984e-71,9.745969487966395e-39,2.7545276377391034e-72,4.160373458631603e-15,2.1632897046457662e-64,0.0011254373262606964,0.0007549203767519313,0.0004800655144376321,0.0006001744422815239,0.000489586077663433,0.0002383704403946511,0.00024145939894368662,1.553965549659187e-10,1.9999433643536317e-19,1.1782356507689691e-07
1.5853249489436006e-11,0.04692242069448014,0.0,11.646884925022105,0.031075110263184432,0.3184064731024678,0.34988057273664214,0.2062794097566379,0.09088959975546947,0.0,1.877138302909277e-43,4.247636724096017e-15,1.1433981518214003e-39,0.0,5.5182213186983825e-56,6.50104167248233e-11,7.185166530633355e-42,2.5746485872905767e-43,3.146621098228551e-65,3.969436149520333e-21,1.0775579104105335e-31,1.0716305365559774e-104,3.355949130888067e-23,4.284677371665061e-71,1.0010784732525637e-38,2.867687569046376e-72,4.188023093091536e-15,2.22222733064287e-64,0.0011285956288442146,0.0007600045432096269,0.00048329903172613097,0.0006042194028930628,0.0004928350663361542,0.000239975357241084,0.00024308481324118985,1.5639237558930513e-10,2.0268573673342418e-19,1.1941743618706517e-07
1.5959493082265394e-11,0.04692242069448014,0.0,11.64686295703753,0.031075110263184432,0.31839976208798654,0.34987652783353096,0.20627455661299118,0.09088647427826872,0.0,1.9151151937877026e-43,4.2760783624840324e-15,1.1740921463861403e-39,0.0,5.743399711528322e-56,6.632461051321133e-11,7.379074601240953e-42,2.6091810623808768e-43,3.2102519268983367e-65,4.022780435396791e-21,1.0847665324862625e-31,1.1079963495768519e-104,3.40016468506574e-23,4.371321922334122e-71,1.0280948330804657e-38,2.9846918549080806e-72,4.215667152462339e-15,2.282360611602999e-64,0.001131721105050136,0.0007650885875128458,0.0004865324778580234,0.0006082643060042124,0.0004960833369566185,0.00024158023026726234,0.00024471017885790107,1.5738722090291133e-10,2.053949057996537e-19,1.2102199746004088e-07
1.606573667509478e-11,0.04692242069448014,0.0,11.64684102258883,0.031075110263184432,0.3183930512336224,0.3498724829879076,0.20626970423103932,0.09088338128650307,0.0,1.9536006510783297e-43,4.3045196720640814e-15,1.2053966339583424e-39,0.0,5.976177516164994e-56,6.76563755137716e-11,7.576872476605817e-42,2.643942762886198e-43,3.274734084985021e-65,4.076480275805235e-21,1.0919749849757752e-31,1.1453424168667494e-104,3.444657929427118e-23,4.459125707544671e-71,1.055653141615997e-38,3.105644116518856e-72,4.243305637825007e-15,2.3437055928031714e-64,0.0011348140958218724,0.0007701725096797157,0.0004897658528582344,0.0006123091516275645,0.000499330889687061,0.0002431850594886981,0.0002463354958041827,1.583810856637906e-10,2.0812183928984198e-19,1.22637248539901e-07
1.617198026792417e-11,0.04692242069448014,0.0,11.646819121338345,0.031075110263184432,0.31838634053934717,0.3498684381997595,0.20626485261060468,0.09088032044277038,0.0,1.9925980514702014e-43,4.3329606528408396e-15,1.2373195457020472e-39,0.0,6.2167582413611015e-56,6.900582784808425e-11,7.778611542140652e-42,2.6789336776746276e-43,3.3400732095535236e-65,4.13053566104244e-21,1.0991832679056877e-31,1.1836884086809475e-104,3.489428641530558e-23,4.548096403150679e-71,1.0837605581348948e-38,3.230650049504981e-72,4.270938550260292e-15,2.406278426015501e-64,0.001137874938561707,0.000775256309728214,0.0004929991567514982,0.0006163539397755935,0.0005025777246895838,0.00024478984492080783,0.0002479607640903014,1.593739646365662e-10,2.108665328607301e-19,1.242631890708376e-07
1.6278223860753556e-11,0.04692242069448014,0.0,11.646797252951941,0.031075110263184432,0.3183796300051335,0.34986439346907433,0.20626000175151002,0.09087729141317265,0.0,2.032110771535127e-43,4.361401304818977e-15,1.2698688611089502e-39,0.0,6.465349444446967e-56,7.037308362669706e-11,7.984343512847122e-42,2.714153795687617e-43,3.406274937272724e-65,4.1849465814085845e-21,1.1063913813026087e-31,1.2230542561828829e-104,3.534476599110644e-23,4.638241684466841e-71,1.1124242878325228e-38,3.3598174512170776e-72,4.298565890848719e-15,2.470095369498404e-64,0.0011409039671675723,0.000780339987676171,0.0004962323895623592,0.0006203986704606565,0.000505823842126158,0.00024639458657891314,0.0002495859837264292,1.6036585259353315e-10,2.1362898217000976e-19,1.258998186971566e-07
1.6384467453582944e-11,0.04692242069448014,0.0,11.64677541709895,0.031075110263184432,0.3183729196309538,0.34986034879584,0.20625515165357822,0.09087429386727988,0.0,2.0721421877276914e-43,4.389841628003164e-15,1.303052607944961e-39,0.0,6.722162784286821e-56,7.175825894912856e-11,8.194120433169055e-42,2.7496031059387034e-43,3.4733449044155537e-65,4.239713027207233e-21,1.1135993251931412e-31,1.2634601531502999e-104,3.579801580078032e-23,4.7295692262686984e-71,1.1416515818034172e-38,3.49325624819569e-72,4.326187660670576e-15,2.5351727879878006e-64,0.00114390151206945,0.0007854235435412694,0.0004994655513151762,0.0006244433436949941,0.000509069242158623,0.00024799928447824206,0.00025121115472264436,1.6135674431476017e-10,2.1640918287632294e-19,1.2754713706327613e-07
1.649071104641233e-11,0.04692242069448014,0.0,11.646753613452136,0.031075110263184432,0.318366209416781,0.34985630418004415,0.20625030231663244,0.09087132747809404,0.0,2.1126956763852548e-43,4.418281622398072e-15,1.3368788621968184e-39,0.0,6.987414074569149e-56,7.316146990387099e-11,8.407994676845755e-42,2.7852815975122554e-43,3.541288746859089e-65,4.294834988745314e-21,1.120807099603882e-31,1.3049265576811432e-104,3.6254033625192967e-23,4.822086702792765e-71,1.1714497370208384e-38,3.631078523809619e-72,4.353803860805919e-15,2.601527152688325e-64,0.0011468679002653878,0.000790506977341048,0.0005026986420341208,0.0006284879594907324,0.0005123139249486899,0.00024960393863392996,0.00025283627708893257,1.6234663458819047e-10,2.192071306392616e-19,1.2920514381372545e-07
1.659695463924172e-11,0.04692242069448014,0.0,11.646731841687645,0.031075110263184432,0.3183594993625881,0.34985225962167504,0.20624545374049613,0.0908683919220134,0.0,2.153774613727955e-43,4.446721288008369e-15,1.3713557480187576e-39,0.0,7.2613233374309185e-56,7.458283256839335e-11,8.62601894676531e-42,2.82118925956223e-43,3.610112100084647e-65,4.350312456333099e-21,1.1280147045614219e-31,1.3474741938992094e-104,3.67128172469677e-23,4.915801787736656e-71,1.2018260963163355e-38,3.7733985460669385e-72,4.38141449233457e-15,2.669175041264535e-64,0.001149803455357146,0.000795590289092901,0.0005059316617431824,0.0006325325178598837,0.0005155578906579404,0.00025120854906102006,0.0002544613508351879,1.633355182097424e-10,2.220228211193679e-19,1.3087383859314348e-07
1.6703198232071107e-11,0.04692242069448014,0.0,11.646710101485011,0.031075110263184432,0.31835278946834844,0.34984821512072056,0.2062406059249928,0.0908654868787972,0.0,2.195382375858715e-43,4.47516062483872e-15,1.4064914376792335e-39,0.0,7.54411485741548e-56,7.602246300914433e-11,8.848246274818001e-42,2.85732608131096e-43,3.679820599177867e-65,4.406145420284181e-21,1.135222140092345e-31,1.3911240536595457e-104,3.7174364450483884e-23,5.010722154259203e-71,1.2327880483593127e-38,3.920332795598543e-72,4.4090195563361214e-15,2.7381331378321245e-64,0.0011527084975854714,0.0008006734788140811,0.000509164610466169,0.000636577018814348,0.0005188011394478289,0.00025281311577446495,0.0002560863759712132,1.6432338998340902e-10,2.2485624997813336e-19,1.3255322104627748e-07
1.6809441824900494e-11,0.04692242069448014,0.0,11.646688392527071,0.031075110263184432,0.3183460797340355,0.349844170677169,0.20623575886994627,0.09086261203153083,0.0,2.237522338763243e-43,4.503599632893796e-15,1.4422941515076928e-39,0.0,7.836017235763958e-56,7.748047728155539e-11,9.074730021749743e-42,2.8936920520479377e-43,3.7504198788288086e-65,4.462333870915456e-21,1.1424294062232295e-31,1.4358973982536004e-104,3.7638673021875404e-23,5.106855474980582e-71,1.2643430276366073e-38,4.0719999938141635e-72,4.436619053889932e-15,2.808418232949142e-64,0.0011555833438650074,0.0008057565465217008,0.0005123974882267089,0.0006406214623659145,0.0005220436714796832,0.0002544176387891272,0.00025771135250672177,1.653102447213574e-10,2.2770741287799907e-19,1.342432908179818e-07
1.6915685417729882e-11,0.04692242069448014,0.0,11.646666714499972,0.031075110263184432,0.31833937015962316,0.3498401262910086,0.20623091257518059,0.09085976706659116,0.0,2.280197878310039e-43,4.532038312178261e-15,1.4787721578414037e-39,0.0,8.137263445039932e-56,7.89569914300436e-11,9.30552387701559e-42,2.9302871611286477e-43,3.821915573332047e-65,4.5188777985471026e-21,1.1496365029806477e-31,1.4818157601141266e-104,3.8105740749029104e-23,5.20420942198245e-71,1.296498514432073e-38,4.2285211312307244e-72,4.4642129860751285e-15,2.8800472236072087e-64,0.001158428307818838,0.0008108394922327331,0.0005156302950482522,0.0006446658485262615,0.0005252854869147056,0.0002560221181197804,0.0002593362804513381,1.662960772440273e-10,2.305763054823553e-19,1.3594404755321665e-07
1.702192901055927e-11,0.04692242069448014,0.0,11.646645067093107,0.031075110263184432,0.31833266074508526,0.3498360819622279,0.20622606704052,0.09085695167361252,0.0,2.3234123702503953e-43,4.560476662696778e-15,1.5159337729723385e-39,0.0,8.448090884087231e-56,8.045212148801454e-11,9.540681858633277e-42,2.9671113979733837e-43,3.8943133165867625e-65,4.575777193502566e-21,1.1568434303911656e-31,1.5289009445198374e-104,3.8575565421583216e-23,5.3027916668080604e-71,1.3292620348061716e-38,4.3900194959729343e-72,4.49180135397061e-15,2.95303711322274e-64,0.0011612436998126772,0.0008159223159640133,0.000518863030954074,0.0006487101773069585,0.0005285265859139738,0.00025762655378110995,0.00026096115981459844,1.672808823802292e-10,2.3346292345554134e-19,1.376554908970468e-07
1.7128172603388657e-11,0.04692242069448014,0.0,11.6466234499991,0.031075110263184432,0.31832595149039605,0.3498320376908154,0.20622122226578893,0.09085416554545274,0.0,2.3671691902184028e-43,4.588914684454013e-15,1.553787361094104e-39,0.0,8.768741433320634e-56,8.19659834778654e-11,9.780258313036839e-42,3.0041647520661093e-43,3.96761874209683e-65,4.633032046108529e-21,1.164050188481343e-31,1.5771750312998102e-104,3.904814483092582e-23,5.402609880462394e-71,1.3626411605755732e-38,4.556620702446019e-72,4.519384158655039e-15,3.027405011628172e-64,0.0011640298269886991,0.0008210050177322411,0.0005220956959672748,0.0006527544487194679,0.0005317669686384417,0.00025923094578771415,0.00026258599060595216,1.6826465496724174e-10,2.3636726246284545e-19,1.393776204946401e-07
1.7234416196218044e-11,0.04692242069448014,0.0,11.646601862913766,0.031075110263184432,0.31831924239553006,0.34982799347675964,0.20621637825081207,0.09085140837815965,0.0,2.4114717137309513e-43,4.6173523774546294e-15,1.592341334248933e-39,0.0,9.099461510349296e-56,8.34986934109876e-11,1.0024307914930264e-41,3.04144721295332e-43,4.041837482970914e-65,4.690642346694905e-21,1.1712567772777328e-31,1.6266603765376486e-104,3.952347677019335e-23,5.5036717334122656e-71,1.3966435092927597e-38,4.728452720180479e-72,4.546961401206855e-15,3.103168135063188e-64,0.0011667869932990192,0.0008260875975539805,0.0005253282901107831,0.0006567986627751442,0.0005350066352489409,0.0002608352941541048,0.00026421077283476224,1.692473898509085e-10,2.3928931817050395e-19,1.411104359912667e-07
1.7340659789047432e-11,0.04692242069448014,0.0,11.646580305536071,0.031075110263184432,0.3183125334604618,0.3498239493200495,0.20621153499541423,0.09084867987093816,0.0,2.4563233161877377e-43,4.64578974170329e-15,1.6316041522747216e-39,0.0,9.44050212593271e-56,8.505036728776987e-11,1.027288566714122e-41,3.078958770242926e-43,4.116975171922554e-65,4.7486080855948096e-21,1.178463196806884e-31,1.67737961427539e-104,4.0001559034269004e-23,5.6059848955864774e-71,1.431276744225643e-38,4.905645902848776e-72,4.574533082704261e-15,3.1803438061659486e-64,0.0011695154995388264,0.0008311700554456629,0.0005285608134073565,0.0006608428194852377,0.000538245585906181,0.0002624395988947084,0.0002658355065103067,1.7022908188573442e-10,2.4222908624570203e-19,1.428539370322974e-07
1.744690338187682e-11,0.04692242069448014,0.0,11.646558777568112,0.031075110263184432,0.31830582468516616,0.3498199052206738,0.20620669249942045,0.09084597972611719,0.0,2.5017273728712647e-43,4.674226777204653e-15,1.6715843227521267e-39,0.0,9.792118940268992e-56,8.662112109760088e-11,1.0526046900474808e-41,3.1166994136031583e-43,4.193037441270273e-65,4.806929253144549e-21,1.185669447095337e-31,1.729355658217169e-104,4.0482389419781284e-23,5.709557036375932e-71,1.466548574337183e-38,5.088333017453833e-72,4.602099204225237e-15,3.258949453964331e-64,0.0011722156433791764,0.0008362523914235872,0.0005317932658795846,0.000664886918860893,0.0005414838207707505,0.0002640438600238669,0.00026746019164177896,1.7120972593498154e-10,2.451865623565725e-19,1.4460812326320275e-07
1.7553146974706207e-11,0.04692242069448014,0.0,11.64653727871508,0.031075110263184432,0.31829911606961825,0.34981586117862146,0.20620185076265612,0.09084330764911733,0.0,2.5476872589468475e-43,4.70266348396338e-15,1.712290400951711e-39,0.0,1.0154572319615327e-55,8.82110708188722e-11,1.0783847273567404e-41,3.154669132761479e-43,4.27002992293765e-65,4.8656058396835915e-21,1.1928755281696275e-31,1.7826117034326326e-104,4.096596572510237e-23,5.81439582463375e-71,1.5024667542650195e-38,5.276649273689253e-72,4.6296597668475284e-15,3.339002613867153e-64,0.0011748877193994331,0.0008413346055039223,0.0005350256475498896,0.0006689309609131519,0.0005447213400031189,0.0002656480775558386,0.0002690848282382888,1.7218931687076393e-10,2.481617421721965e-19,1.4637299432955174e-07
1.7659390567535595e-11,0.04692242069448014,0.0,11.646515808685217,0.031075110263184432,0.31829240761379335,0.3498118171938817,0.20619700978494665,0.09084066334841885,0.0,2.594206349462617e-43,4.731099861984131e-15,1.7537309897811392e-39,0.0,1.0528127393240396e-55,8.982033241898107e-11,1.1046342772740518e-41,3.1928679175035187e-43,4.34795824845342e-65,4.924637835554559e-21,1.200081440056284e-31,1.837171228060108e-104,4.1452285750346674e-23,5.920508928675404e-71,1.539039084301107e-38,5.470732353471144e-72,4.657214771648654e-15,3.420520927655424e-64,0.0011775320191193843,0.0008464166977027071,0.0005382579584405285,0.0006729749456529538,0.0005479581437636361,0.00026725225150479886,0.00027070941630886395,1.7316784957414257e-10,2.511546213626026e-19,1.4814854987701052e-07
1.7765634160364982e-11,0.04692242069448014,0.0,11.6464943671898,0.031075110263184432,0.318285699317667,0.3498077732664434,0.20619216956611772,0.09083804653552974,0.0,2.641288019349521e-43,4.759535911271564e-15,1.7959147397324347e-39,0.0,1.091305411070851e-55,9.144902185433323e-11,1.1313589711854736e-41,3.2312957576720238e-43,4.426828048951568e-65,4.984025231103207e-21,1.2072871827818306e-31,1.8930579950095182e-104,4.194134729736926e-23,6.027904016278835e-71,1.5762734103713591e-38,5.670722440641451e-72,4.684764219705905e-15,3.5035221434735814e-64,0.0011801488310310187,0.0008514986680358531,0.0005414901985735948,0.0006770188730911366,0.0005511942322125338,0.0002688563818848411,0.0002723339558624496,1.7414531893521915e-10,2.5416519559876683e-19,1.4993478955134153e-07
1.787187775319437e-11,0.04692242069448014,0.0,11.646472953943103,0.031075110263184432,0.3182789911812147,0.34980372939629617,0.2061873301059952,0.09083545692495439,0.0,2.688935643421332e-43,4.7879716318303365e-15,1.8388503488292834e-39,0.0,1.1309627299495383e-55,9.30972550703455e-11,1.15856447321637e-41,3.269952643165821e-43,4.506644955171416e-65,5.0437680166784e-21,1.2144927563727843e-31,1.9502960536650584e-104,4.2433148169764394e-23,6.136588754684592e-71,1.614177624015301e-38,5.876762250842698e-72,4.712308112096345e-15,3.588024115820738e-64,0.0011827384406299724,0.0008565805165191449,0.0005447223679710201,0.0006810627432384384,0.0005544296055099277,0.0002704604687099778,0.0002739584469079105,1.7512171985322944e-10,2.5719346055261255e-19,1.5173171299840206e-07
