Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),CH3OX(210),H2NOX(204),HOX(29),H2NO(88),HNOX(526),H3NX(202),NX(608),OX(27),HNX(525),H2X(216),H2NX(201),CH2X(34),CHX(35),CX(33),SX(667),NO2X(206),SX(613),SX(725),CH2OX(511),CHOX(665),NO2X(213),SX(672),H2NO3(231),CH2NX(666),CNO2X(792),SX(731),S(698)
2.9003572637044174e-12,0.12567964629887188,0.0,31.204884072495002,0.031034867652148707,0.3190870714358995,0.35028824491577454,0.20682460409921533,0.09171466218923631,0.0,1.7850195187887885e-18,6.057962626315772e-06,3.87499276326913e-16,0.0,3.432035054629277e-26,5.300734514391876e-10,3.929568167936269e-20,1.9900682831044117e-19,2.934432122438443e-27,4.555808023993867e-10,1.482739616437799e-11,5.9552766525791244e-43,7.183402493737506e-08,4.3595045267966245e-28,5.323431808479088e-17,1.2638931061530218e-32,6.079370854217762e-06,4.406568321193757e-30,0.00030336011933845386,0.00016113660401618089,0.00026760632730495553,0.00015574173220253616,0.00011564726052124078,6.950594937174838e-05,0.00010422834470798207,4.425878986042922e-05,5.833862714672895e-06,5.882611771663641e-06,1.751076177364046e-05,6.300491961444975e-07,3.0318926120031128e-05,1.748631825069934e-05,3.452059346686275e-13,4.755419112089265e-05,3.3714111432206644e-10,2.1791050294097822e-08,5.2551302447733135e-08,2.2918711486009898e-06,2.8708111094489213e-05,8.516936337107966e-09,3.8222998417844374e-08,4.5372315916571423e-13,5.742647073435417e-11,1.8278689810908694e-08,1.450051137961259e-12,5.761045920871426e-06,1.205619297501916e-10,1.620988504870811e-17,9.566871351838363e-08,1.1768458237295512e-07
2.9107030706850465e-12,0.12567964629887188,0.0,31.204879805179978,0.031034737314488567,0.3190859785357938,0.350287625760622,0.2068240375572164,0.09171429049131548,0.0,1.8137863032633426e-18,6.079500938964337e-06,3.916449065980342e-16,0.0,3.493529673372123e-26,5.367651909760698e-10,3.9850692948626836e-20,2.004336764994362e-19,2.9659392435942606e-27,4.587984750721773e-10,1.4880263961395256e-11,6.062231456197002e-43,7.208734097280292e-08,4.406312644990784e-28,5.3803787437166874e-17,1.2865501361408038e-32,6.101038475497925e-06,4.469475321738588e-30,0.00030373135321155805,0.00016152441879190244,0.0002688768952152836,0.0001562153846893681,0.00011595720497861091,6.974515244594979e-05,0.00010466770345169809,4.436903044883439e-05,5.854657005089256e-06,5.926427483592101e-06,1.7542343846811717e-05,6.363307845099208e-07,3.0511210856736534e-05,1.7610727010822196e-05,3.5070179768845513e-13,4.770263915258628e-05,3.383014736432829e-10,2.18664117796332e-08,5.252511293180438e-08,2.308201150546925e-06,2.880799394026465e-05,8.604682376743198e-09,3.920914306097521e-08,4.572033311548423e-13,5.778784682992932e-11,1.840896773451702e-08,1.454390205735736e-12,5.781580266450073e-06,1.2132209344541307e-10,1.632001622312466e-17,9.667844235723325e-08,1.1901784667160423e-07
2.9210488776656757e-12,0.12567964629887188,0.0,31.20487553980157,0.031034607039066447,0.31908488595286416,0.3502870071290671,0.2068234716182389,0.09171392124191305,0.0,1.8429106143538087e-18,6.101038753251099e-06,3.9581989456587896e-16,0.0,3.555901521276968e-26,5.435195394238691e-10,4.041154201373033e-20,2.0186565605864795e-19,2.9976710438182884e-27,4.620272008656595e-10,1.4933131613666696e-11,6.170717332718958e-43,7.234063871215369e-08,4.453454553599229e-28,5.4377287770181825e-17,1.3095306039157914e-32,6.122705858346566e-06,4.533051297440536e-30,0.00030410013996199123,0.0001619112135275421,0.0002701493186194453,0.00015668851393414152,0.00011626654718850166,6.998429499633273e-05,0.00010510728930554622,4.447907573260544e-05,5.875451190362726e-06,5.970404657141918e-06,1.75737939734195e-05,6.426448739601357e-07,3.0703973884316684e-05,1.7735558421066294e-05,3.562669148768242e-13,4.7850906369337627e-05,3.3946153947801395e-10,2.194175437366889e-08,5.2499366507522405e-08,2.3245878537445594e-06,2.8907843533678464e-05,8.692574847606369e-09,4.021531292659533e-08,4.606987497350983e-13,5.815017231605438e-11,1.853970573725394e-08,1.4587347048765717e-12,5.8021145054272336e-06,1.2208402947032089e-10,1.6430590062681234e-17,9.769078210598483e-08,1.2036137001476325e-07
2.931394684646305e-12,0.12567964629887188,0.0,31.204871276344463,0.031034476825658158,0.3190837936862895,0.35028638902053205,0.20682290628111327,0.09171355442489636,0.0,1.872395551235089e-18,6.122576069235211e-06,4.000243424089468e-16,0.0,3.6191599268644595e-26,5.50336880977162e-10,4.097826930878183e-20,2.0330276736665616e-19,3.0296283207491994e-27,4.652669769831413e-10,1.49859991213463e-11,6.280750658994819e-43,7.259391817835676e-08,4.500931437609568e-28,5.49548330779653e-17,1.3328379530798834e-32,6.144373001997713e-06,4.59730093619071e-30,0.0003044664957249719,0.0001622969909214995,0.0002714235942427975,0.00015716112051452724,0.00011657528831973525,7.022337703880226e-05,0.00010554710005607315,4.458892671990928e-05,5.89624527054483e-06,6.014543159632339e-06,1.7605112806309038e-05,6.489913789579896e-07,3.0897214358411466e-05,1.786081217293878e-05,3.6190193295951773e-13,4.799899264757324e-05,3.406213119035399e-10,2.201707808187748e-08,5.247406023708412e-08,2.341031343118645e-06,2.900765967186597e-05,8.780604137943215e-09,4.1241777477866883e-08,4.642094386216915e-13,5.851344910088461e-11,1.86709037923387e-08,1.4630847163446413e-12,5.822648637854214e-06,1.2284773825209096e-10,1.6541608266357933e-17,9.870563564060168e-08,1.2171519270691084e-07
2.941740491626934e-12,0.12567964629887188,0.0,31.204867014793447,0.031034346674040727,0.31908270173525144,0.35028577143443934,0.2068223415446721,0.0917131900242391,0.0,1.9022442279072356e-18,6.144112886975788e-06,4.042583522923064e-16,0.0,3.683314284142016e-26,5.572176009507998e-10,4.1550915402464236e-20,2.0474501080212274e-19,3.0618118720197707e-27,4.685178006286649e-10,1.5038866484587756e-11,6.392347928195016e-43,7.284717939430209e-08,4.548744482000582e-28,5.55364373523421e-17,1.356475651468143e-32,6.166039905689541e-06,4.6622289417164504e-30,0.0003048304365293303,0.0001626817536651,0.0002726997188204317,0.00015763320500755787,0.00011688342953886532,7.046239858925778e-05,0.00010598713349642049,4.469858441346867e-05,5.917039245687003e-06,6.0588428569334895e-06,1.7636300995343194e-05,6.553702130547312e-07,3.109093143901563e-05,1.7986487956790378e-05,3.676075026224874e-13,4.814689786571966e-05,3.41780790997113e-10,2.2092382909897032e-08,5.2449191103263355e-08,2.357531703979402e-06,2.9107442151507974e-05,8.868760650029802e-09,4.228880694779112e-08,4.677354215050526e-13,5.887767910582282e-11,1.8802561872992762e-08,1.4674403177845569e-12,5.843182663782236e-06,1.2361322023753295e-10,1.6653072509033448e-17,9.972290553500209e-08,1.2307935502498372e-07
2.952086298607563e-12,0.12567964629887188,0.0,31.20486275513341,0.031034216583992344,0.3190816100989334,0.3502851543702126,0.20682177740775037,0.09171282802402068,0.0,1.932459773205331e-18,6.165649206531907e-06,4.085220263676133e-16,0.0,3.748374052827126e-26,5.64162085779213e-10,4.21295209979837e-20,2.0619238674379095e-19,3.094222495256895e-27,4.717796690070079e-10,1.5091733703544474e-11,6.505525750221638e-43,7.310042238284015e-08,4.596894871742238e-28,5.61221145828328e-17,1.380447191232049e-32,6.187706568664343e-06,4.727840033575894e-30,0.0003051919782982107,0.00016306550444261314,0.00027397768909713575,0.00015810476798962893,0.00011719097201018124,7.070135966359303e-05,0.00010642738742634605,4.4808049810588056e-05,5.937833115840595e-06,6.10330361347217e-06,1.7667359187415693e-05,6.617812889337394e-07,3.12851242904553e-05,1.8112585461822064e-05,3.7338427852336296e-13,4.829462190419263e-05,3.4293997683595725e-10,2.2167668863330858e-08,5.242475601095728e-08,2.3740890219827227e-06,2.9207190768833266e-05,8.957034804581007e-09,4.335667229450893e-08,4.712767220504723e-13,5.924286426472528e-11,1.8934679952439826e-08,1.471801583507201e-12,5.863716583262434e-06,1.2438047589114314e-10,1.6764984440605386e-17,1.0074249409929538e-07,1.2445389721787028e-07
2.9624321055881922e-12,0.12567964629887188,0.0,31.204858497349353,0.031034086555292374,0.31908051877652105,0.3502845378272756,0.20682121386918534,0.0917124684084255,0.0,1.963045330809351e-18,6.1871850279626045e-06,4.1281546677312734e-16,0.0,3.814348758570591e-26,5.711707230157125e-10,4.2714126933018744e-20,2.076448955704843e-19,3.126860988081589e-27,4.750525793236816e-10,1.5144600778369536e-11,6.620300852119438e-43,7.335364716678223e-08,4.645383791795703e-28,5.671187875665435e-17,1.4047560889227378e-32,6.209372990168524e-06,4.79413894715253e-30,0.0003055511368497685,0.00016344824593127148,0.0002752575018273568,0.00015857581003649908,0.00011749791689571262,7.094026027769597e-05,0.00010686785965224525,4.4917323903179394e-05,5.958626881056866e-06,6.147925292237699e-06,1.769828802646417e-05,6.682245184542171e-07,3.147979208136463e-05,1.8239104376091818e-05,3.79232919302956e-13,4.844216464538612e-05,3.440988694972684e-10,2.224293594774734e-08,5.2400751788787485e-08,2.3907033830903534e-06,2.9306905319621214e-05,9.04541704511179e-09,4.444564515664216e-08,4.748333638977536e-13,5.9609006523113e-11,1.90672580039058e-08,1.4761685844746733e-12,5.884250396345858e-06,1.2514950569316556e-10,1.6877345685133896e-17,1.0176430341801142e-07,1.2583885950590621e-07
2.9727779125688214e-12,0.12567964629887188,0.0,31.204854241426386,0.031033956587721363,0.31907942776720233,0.3502839218050532,0.20682065092781635,0.09171211116174224,0.0,1.9940040592539806e-18,6.208720351326881e-06,4.171387756337295e-16,0.0,3.881247993179701e-26,5.782439013317915e-10,4.3304774179669416e-20,2.0910253766110604e-19,3.159728148108998e-27,4.78336528784932e-10,1.5197467709215747e-11,6.736690078486865e-43,7.360685376890043e-08,4.694212427113351e-28,5.730574385872062e-17,1.429405885574226e-32,6.231039169452559e-06,4.8611304336497536e-30,0.0003059079278978618,0.00016382998080128838,0.0002765391537751636,0.00015904633172329126,0.00011780426535523372,7.1179100447449e-05,0.00010730854798717268,4.5026407677787774e-05,5.979420541386991e-06,6.192707754787746e-06,1.7729088153483214e-05,6.746998126948139e-07,3.167493398466243e-05,1.8366044386521355e-05,3.8515408759675445e-13,4.85895259736615e-05,3.4525746905821486e-10,2.2318184168679806e-08,5.2377175190753784e-08,2.4073748735300442e-06,2.940658559920438e-05,9.133897842247224e-09,4.55559978087088e-08,4.784053706608791e-13,5.99761078373892e-11,1.920029600061883e-08,1.4805413882876642e-12,5.904784103083466e-06,1.259203101376629e-10,1.6990157840009314e-17,1.0278823538829405e-07,1.2723428208037136e-07
2.9831237195494505e-12,0.12567964629887188,0.0,31.204849987349693,0.03103382668106103,0.3190783370701674,0.35028330630297044,0.20682008858248524,0.09171175626836323,0.0,2.0253391319384206e-18,6.230255176683702e-06,4.2149205506094044e-16,0.0,3.949081414841352e-26,5.853820105164234e-10,4.390150384440637e-20,2.10565313394638e-19,3.1928247729484078e-27,4.816315145977385e-10,1.525033449623562e-11,6.854710391887077e-43,7.386004221192789e-08,4.74338196263878e-28,5.790372387164296e-17,1.4544001467866122e-32,6.252705105770981e-06,4.9288192600854326e-30,0.0003062623670527398,0.00016421071171587694,0.0002778226417142095,0.00015951633362449309,0.00011811001854626761,7.141788018872878e-05,0.0001077494502508635,4.513530211561701e-05,6.000214096882057e-06,6.237650861254195e-06,1.7759760206537352e-05,6.812070819971465e-07,3.187054917752911e-05,1.849340517890279e-05,3.9114845004641054e-13,4.873670577533683e-05,3.464157755959366e-10,2.239341353162639e-08,5.235402289793837e-08,2.4241035797557183e-06,2.950623140247106e-05,9.222467697977555e-09,4.668800311664499e-08,4.81992765927693e-13,6.034417017406308e-11,1.933379391580928e-08,1.4849200591752612e-12,5.925317703526134e-06,1.2669288973059796e-10,1.7103422475144715e-17,1.0381419175802948e-07,1.2864020510298824e-07
2.9934695265300797e-12,0.12567964629887188,0.0,31.204845735104595,0.031033696835094236,0.31907724668460835,0.35028269132045325,0.2068195268320359,0.09171140371278362,0.0,2.0570537371361433e-18,6.251789504091989e-06,4.258754071529364e-16,0.0,4.017858748345115e-26,5.925854414753599e-10,4.450435716802e-20,2.1203322315014e-19,3.2261516602032478e-27,4.849375339698141e-10,1.5303201139581356e-11,6.9743788732589455e-43,7.411321251855872e-08,4.792893583306824e-28,5.850583277573091e-17,1.479742462809265e-32,6.274370798382359e-06,4.99721020928647e-30,0.000306614469821725,0.00016459044133126788,0.000279107962427695,0.0001599858163139577,0.00011841517762409081,7.165659951740635e-05,0.0001081905642697548,4.524400819255518e-05,6.021007547593063e-06,6.282754470349053e-06,1.7790304820773997e-05,6.877462360091861e-07,3.206663684138354e-05,1.8621186437905374e-05,3.9721667731122265e-13,4.888370393867604e-05,3.475737891875456e-10,2.2468624042049968e-08,5.2331291520258314e-08,2.4408895884076873e-06,2.960584252386794e-05,9.311117149854646e-09,4.784193449346647e-08,4.855955732595951e-13,6.071319550898083e-11,1.946775172270973e-08,1.4893046579871861e-12,5.945851197724651e-06,1.2746724498792793e-10,1.7217141132193986e-17,1.0484207416388093e-07,1.3005666870542214e-07
3.0038153335107088e-12,0.12567964629887188,0.0,31.204841484676496,0.031033567049605013,0.31907615660971944,0.3502820768569283,0.20681896567531452,0.09171105347960094,0.0,2.0891510780046402e-18,6.27332333361063e-06,4.3028893399456787e-16,0.0,4.087589785306232e-26,5.998545862304264e-10,4.511337552556969e-20,2.1350626730674893e-19,3.259709607471106e-27,4.882545841096057e-10,1.535606763940487e-11,7.095712722328061e-43,7.436636471144835e-08,4.842748474043556e-28,5.911208454899259e-17,1.5054364486239906e-32,6.296036246549276e-06,5.066308079883369e-30,0.0003069642516098932,0.0001649691722967281,0.0002803951127083315,0.00016045478036490443,0.00011871974374173741,7.189525844934698e-05,0.00010863188787700703,4.535252687919986e-05,6.0418008935709215e-06,6.328018439370334e-06,1.7820722628436282e-05,6.943171837284763e-07,3.22631961618602e-05,1.8749387847082155e-05,4.0335944407960713e-13,4.903052035387834e-05,3.4873150991012626e-10,2.2543815705378073e-08,5.2308977598264054e-08,2.457732986272938e-06,2.9705418757402687e-05,9.39983677512611e-09,4.9018065855101016e-08,4.892138161912504e-13,6.108318582656371e-11,1.9602169394554988e-08,1.4936952421884677e-12,5.96638458572972e-06,1.282433764337116e-10,1.7331315323796094e-17,1.0587178416920138e-07,1.3148371298878272e-07
3.014161140491338e-12,0.12567964629887188,0.0,31.204837236050885,0.031033437324378525,0.31907506684469733,0.3502814629118227,0.20681840511116958,0.09171070555351417,0.0,2.121634372595125e-18,6.294856665298477e-06,4.3473273765737584e-16,0.0,4.158284384388559e-26,6.071898379188183e-10,4.572860042633287e-20,2.1498444624367782e-19,3.2934994123437296e-27,4.915826622262928e-10,1.5408933995857787e-11,7.218729258017732e-43,7.461949881321339e-08,4.892947819766313e-28,5.972249316713534e-17,1.531485744028187e-32,6.3177014495383015e-06,5.1361176863047924e-30,0.0003073117277207467,0.0001653469072545785,0.00028168408935830383,0.00016092322634991954,0.00011902371805000374,7.213385700041049e-05,0.00010907341891252532,4.546085914088358e-05,6.0625941348664625e-06,6.373442624207998e-06,1.7851014258875882e-05,7.009198335451557e-07,3.246022632878624e-05,1.887800908887666e-05,4.095774290805656e-13,4.917715491306756e-05,3.498889378407351e-10,2.2618988527002865e-08,5.2287077604981614e-08,2.474633860245533e-06,2.9804959896646592e-05,9.488617194803896e-09,5.0216671576424254e-08,4.928475182303104e-13,6.145414311905428e-11,1.9737046904582078e-08,1.4980918658565392e-12,5.986917867591958e-06,1.290212845982322e-10,1.7445946532846335e-17,1.0690322330179584e-07,1.329213780231275e-07
3.024506947471967e-12,0.12567964629887188,0.0,31.204832989213386,0.031033307659201106,0.31907397738874044,0.35028084948456417,0.20681784513845178,0.09171035991932325,0.0,2.154506853862228e-18,6.3163894992143395e-06,4.3920692019960947e-16,0.0,4.2299524715274567e-26,6.145915907923917e-10,4.635007351375426e-20,2.1646776034021518e-19,3.327521872407036e-27,4.949217655297877e-10,1.5461800209091425e-11,7.34344591885998e-43,7.487261484643194e-08,4.943492805383698e-28,6.033707260356634e-17,1.557894013717974e-32,6.339366406619978e-06,5.206643858772148e-30,0.00030765691335688433,0.0001657236488402126,0.00028297488918923425,0.00016139115484095683,0.00011932710169745228,7.237239518645086e-05,0.00010951515522298048,4.5569005937698884e-05,6.083387271530424e-06,6.419026879349895e-06,1.7881180338565784e-05,7.075540932847469e-07,3.265772653615884e-05,1.9007049844629556e-05,4.1587131509514323e-13,4.932360751028155e-05,3.5104607305640074e-10,2.2694142512281116e-08,5.2265587947796295e-08,2.4915922972871394e-06,2.9904465734737218e-05,9.577449077663865e-09,5.143802644752903e-08,4.964967028571472e-13,6.182606938577088e-11,1.9872384226030227e-08,1.5024945796807604e-12,6.0074510433618966e-06,1.2980097001613582e-10,1.7561036211794974e-17,1.0793629309150619e-07,1.3436970384696652e-07
3.0348527544525962e-12,0.12567964629887188,0.0,31.204828744149705,0.031033178053860213,0.3190728882410497,0.35028023657458124,0.206817285756014,0.09171001656192836,0.0,2.187771769673649e-18,6.337921835416991e-06,4.437115836662434e-16,0.0,4.30260404015261e-26,6.220602402169571e-10,4.697783656539509e-20,2.1795620997572434e-19,3.3617777852411234e-27,4.982718912307351e-10,1.551466627925682e-11,7.469880263406516e-43,7.51257128336436e-08,4.994384615795594e-28,6.095583682939315e-17,1.5846649473713153e-32,6.361031117068791e-06,5.277891443294141e-30,0.0003079998236206669,0.00016609939968211418,0.00028426750902214566,0.00016185856640933837,0.00011962989583041647,7.261087302331655e-05,0.00010995709466183006,4.567696822452349e-05,6.104180303613461e-06,6.46477105788774e-06,1.7911221491112986e-05,7.142198702506895e-07,3.285569598212254e-05,1.9136509794585338e-05,4.222417889678799e-13,4.946987804146166e-05,3.522029156341235e-10,2.2769277666534226e-08,5.224450497037535e-08,2.5086083843877335e-06,3.000393606438104e-05,9.666323144173308e-09,5.268240563025957e-08,5.001613935246013e-13,6.219896663237087e-11,2.0008181332140903e-08,1.506903430964346e-12,6.027984113089981e-06,1.3058243322458774e-10,1.7676585781974057e-17,1.0897089510759041e-07,1.358287304667692e-07
3.0451985614332254e-12,0.12567964629887188,0.0,31.204824500845632,0.031033048508144437,0.31907179940082786,0.350279624181303,0.2068167269627113,0.09170967546632922,0.0,2.221432382819793e-18,6.359453673965169e-06,4.482468300889947e-16,0.0,4.376249151410795e-26,6.295961826715705e-10,4.761193149288222e-20,2.1944979552964206e-19,3.396267948420275e-27,5.016330365405126e-10,1.55675322065047e-11,7.598049970639735e-43,7.537879279734961e-08,5.045624435893176e-28,6.157879981342429e-17,1.611802259731111e-32,6.382695580163153e-06,5.349865301661357e-30,0.0003083404735148778,0.00016647416240187573,0.0002855619456874261,0.00016232546162575536,0.00011993210159300463,7.284929052685035e-05,0.00011039923508933919,4.5784746951045274e-05,6.124973231166142e-06,6.510675011523088e-06,1.79411383372711e-05,7.209170712665814e-07,3.305413386894677e-05,1.9266388617898913e-05,4.2868954161825434e-13,4.961596640444232e-05,3.5335946565087705e-10,2.2844393995048254e-08,5.222382495462739e-08,2.5256822085264874e-06,3.010337067785611e-05,9.755230170343346e-09,5.3950084615039924e-08,5.038416136577393e-13,6.2572836870123e-11,2.014443819615777e-08,1.5113184636286924e-12,6.048517076826572e-06,1.313656747614471e-10,1.7792596632952702e-17,1.1000693099587035e-07,1.372984978564722e-07
3.0555443684138545e-12,0.12567964629887188,0.0,31.204820259287082,0.031032919021843502,0.31907071086727995,0.350279012304159,0.20681616875740116,0.09170933661762448,0.0,2.255491971023384e-18,6.380985014917576e-06,4.528127614863402e-16,0.0,4.4508979343885893e-26,6.37199815747819e-10,4.825240034185745e-20,2.209485173814786e-19,3.430993159512964e-27,5.050051986712294e-10,1.5620397990985522e-11,7.727972840383684e-43,7.563185476001291e-08,5.097213450558925e-28,6.220597552216978e-17,1.6393096906882857e-32,6.404359795185384e-06,5.422570311440836e-30,0.0003086788779433805,0.00016684793961421618,0.0002868581960247915,0.0001627918410602686,0.00012023372012710451,7.308764771288937e-05,0.00011084157437260108,4.5892343061787156e-05,6.145766054238948e-06,6.556738590573344e-06,1.7970931494953002e-05,7.276456027181004e-07,3.325303940300344e-05,1.9396685992642298e-05,4.3521526805212026e-13,4.9761872498940514e-05,3.5451572318360595e-10,2.2919491503073996e-08,5.220354412269601e-08,2.5428138566328944e-06,3.0202769367014755e-05,9.844160991503368e-09,5.524133917802638e-08,5.075373866536254e-13,6.294768211518956e-11,2.0281154791326708e-08,1.5157397182200812e-12,6.069049934621945e-06,1.3215069516346154e-10,1.7909070121921524e-17,1.1104430251562085e-07,1.3877904595698926e-07
3.0658901753944836e-12,0.12567964629887188,0.0,31.204816019460033,0.031032789594748242,0.3190696226396132,0.35027840094257956,0.20681561113894312,0.09170900000101112,0.0,2.28995382694905e-18,6.40251585833287e-06,4.57409479863533e-16,0.0,4.5265605863350226e-26,6.448715381491121e-10,4.889928529192672e-20,2.2245237591081615e-19,3.4659542160818716e-27,5.083883748357263e-10,1.5673263632849445e-11,7.859666793715033e-43,7.588489874405833e-08,5.149152844666638e-28,6.283737791984176e-17,1.667191005364848e-32,6.426023761421681e-06,5.496011365970645e-30,0.0003090150517117693,0.00016722073392699913,0.00028815625688325113,0.0001632577052823093,0.00012053475257238761,7.332594459726521e-05,0.00011128411038555748,4.599975749613192e-05,6.166558772882278e-06,6.602961643977795e-06,1.8000601579243323e-05,7.344053705945779e-07,3.345241179474459e-05,1.9527401595811213e-05,4.418196673731361e-13,4.990759622654552e-05,3.5567168830922825e-10,2.2994570195827063e-08,5.2183658638985426e-08,2.5600034155481343e-06,3.030213192328623e-05,9.933106505994721e-09,5.655644533861215e-08,5.112487358811039e-13,6.332350438791815e-11,2.0418331090895818e-08,1.5201672319187432e-12,6.089582686526294e-06,1.329374949644828e-10,1.8026007573106613e-17,1.1208291157617477e-07,1.4027041467572283e-07
3.0762359823751128e-12,0.12567964629887188,0.0,31.204811781350593,0.031032660226650632,0.3190685347170366,0.35027779009599574,0.20681505410619896,0.09170866560178363,0.0,2.324821258212883e-18,6.424046204269678e-06,4.620370872126208e-16,0.0,4.603247372884158e-26,6.52611749689967e-10,4.955262865660938e-20,2.2396137149730857e-19,3.501151915683884e-27,5.117825622475763e-10,1.5726129132246323e-11,7.993149873374036e-43,7.613792477187268e-08,5.201443803081433e-28,6.3473020968355e-17,1.6954499941969391e-32,6.447687478162106e-06,5.570193374354457e-30,0.000309349009528019,0.00016759254794125036,0.00028945612512107084,0.00016372305486067978,0.0001208352000663133,7.356418119580374e-05,0.00011172684100901859,4.610699118834697e-05,6.187351387146443e-06,6.649344019303644e-06,1.8030149202410936e-05,7.411962805301973e-07,3.365225025868029e-05,1.9658535103331725e-05,4.4850344279418606e-13,5.005313749070845e-05,3.5682736110463345e-10,2.3069630078488014e-08,5.216416461221527e-08,2.5772509719867256e-06,3.040145813767943e-05,1.0022057678781182e-08,5.7895679317312695e-08,5.149756846805906e-13,6.37003057121443e-11,2.055596706811539e-08,1.5246010385502584e-12,6.110115332589721e-06,1.337260746937043e-10,1.814341027721332e-17,1.1312266027321861e-07,1.4177264388607684e-07
3.086581789355742e-12,0.12567964629887188,0.0,31.20480754494495,0.031032530917343735,0.3190674470987617,0.3502771797638391,0.20681449765803273,0.09170833340533353,0.0,2.3600975873919916e-18,6.4455760527865824e-06,4.666956855124614e-16,0.0,4.6809686282776363e-26,6.604208512952934e-10,5.021247288328743e-20,2.254755045206805e-19,3.536587055870105e-27,5.151877581210827e-10,1.577899448932573e-11,8.128440244175507e-43,7.639093286580476e-08,5.254087510659776e-28,6.411291862732751e-17,1.7240904730178613e-32,6.4693509447005574e-06,5.645121261456139e-30,0.0003096807660031269,0.00016796338425117624,0.000290757797605738,0.00016418789036355398,0.00012113506374413332,7.380235752432531e-05,0.00011216976413068305,4.621404506760889e-05,6.208143897081668e-06,6.695885562752079e-06,1.80595749739214e-05,7.480182378447904e-07,3.385255401335653e-05,1.9790086190066815e-05,4.552673016487946e-13,5.01984961967321e-05,3.579827416466841e-10,2.3144671156202488e-08,5.214505809750268e-08,2.5945566124984817e-06,3.0500747800785598e-05,1.0111005544973653e-08,5.925931749405882e-08,5.187182563638773e-13,6.407808811450441e-11,2.0694062696237948e-08,1.5290411685992627e-12,6.1306478728622484e-06,1.3451643487392274e-10,1.8261279490900468e-17,1.141634509247538e-07,1.432857734269719e-07
3.096927596336371e-12,0.12567964629887188,0.0,31.204803310229373,0.031032401666621745,0.3190663597840018,0.3502765699455418,0.20681394179331053,0.09170800339714873,0.0,2.3957861520340113e-18,6.467105403942139e-06,4.713853767287407e-16,0.0,4.759734755587137e-26,6.682992449996768e-10,5.08788605531548e-20,2.2699477536072634e-19,3.5722604341858655e-27,5.186039596712807e-10,1.5831859704236944e-11,8.265556193419745e-43,7.664392304816562e-08,5.307085152249477e-28,6.475708485408116e-17,1.7531162831410918e-32,6.491014160334758e-06,5.7207999678943196e-30,0.00031001033565175384,0.0001683332454441811,0.00029206127121392624,0.00016465221235847864,0.00012143434473889595,7.40404735986446e-05,0.00011261287764515722,4.6320920058027985e-05,6.228936302738094e-06,6.7425861191643555e-06,1.8088879500449303e-05,7.548711475841993e-07,3.4053322281333206e-05,1.9922054529823026e-05,4.621119554025331e-13,5.0343672251760574e-05,3.591378300122146e-10,2.321969343408136e-08,5.2126335098468656e-08,2.611920423430806e-06,3.0600000702781046e-05,1.019994121326694e-08,6.0647636366924e-08,5.224764742139463e-13,6.445685362375993e-11,2.083261794851822e-08,1.53348764922544e-12,6.151180307393812e-06,1.3530857601982253e-10,1.8379616436285014e-17,1.1520518610669938e-07,1.4480984310236128e-07
3.1072734033170002e-12,0.12567964629887188,0.0,31.204799077190255,0.031032272474279934,0.31906527277197233,0.35027596064053684,0.2068133865109008,0.09170767556281267,0.0,2.4318903046666115e-18,6.488634257794855e-06,4.761062628139897e-16,0.0,4.839556226936799e-26,6.762473339466624e-10,5.155183438116669e-20,2.2851918439730986e-19,3.608172848170728e-27,5.220311641139355e-10,1.588472477712897e-11,8.404516131303509e-43,7.689689534122855e-08,5.360437912689708e-28,6.540553360364211e-17,1.782531291443272e-32,6.512677124366226e-06,5.797234450036988e-30,0.0003103377328928582,0.00016870213410088514,0.00029336654283145945,0.00016511602141237348,0.00012173304418145035,7.427852943457072e-05,0.00011305617945397441,4.6427617078672755e-05,6.24972860416578e-06,6.789445532027888e-06,1.8118063385890586e-05,7.617549145601887e-07,3.4254554289162286e-05,2.0054439795357004e-05,4.690381196644192e-13,5.0488665564769234e-05,3.6029262627803185e-10,2.3294696917200945e-08,5.210799156936671e-08,2.6293424908913384e-06,3.0699216633429896e-05,1.028885586928638e-08,6.206091251131218e-08,5.262503614847927e-13,6.483660427013316e-11,2.0971632798213114e-08,1.5379405042817606e-12,6.171712636234267e-06,1.3610249863628695e-10,1.8498422300477697e-17,1.1624776868811297e-07,1.463448926807493e-07
