Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),CH3OX(210),H2NOX(204),HOX(29),H2NO(88),HNOX(526),H3NX(202),NX(608),OX(27),HNX(525),H2X(216),H2NX(201),CH2X(34),CHX(35),CX(33),SX(667),NO2X(206),SX(613),SX(725),CH2OX(511),CHOX(665),NO2X(213),SX(672),H2NO3(231),CH2NX(666),CNO2X(792),SX(731),S(698)
7.222511061011206e-14,0.12567964629887188,0.0,31.206214002881925,0.03107397674726457,0.3194011504180922,0.35047928286493374,0.20700671665729423,0.09200195918907424,0.0,2.0459270455109095e-24,1.5134301464732728e-07,6.056072283845456e-21,0.0,3.3270731180150313e-34,1.753436069688319e-14,4.0482456954831875e-26,1.2271117062938497e-22,4.534654031151614e-32,2.890809938692702e-13,3.694057609914517e-13,5.708469829778183e-51,1.8112726490923675e-09,6.736882671447571e-33,8.315551929209144e-22,1.222442601464127e-40,1.5136220137321766e-07,1.7266313600096006e-36,1.6231385692799778e-05,5.6251329499947366e-06,4.064851807590261e-06,4.4927372259728385e-06,3.7104297617292275e-06,1.791529981867722e-06,1.8466352459149905e-06,1.614897308970171e-06,1.453870477511131e-07,2.982991606324047e-09,7.570379565877106e-07,9.509305302113008e-12,2.4540126477292243e-08,1.0495474414447578e-08,3.99423524875637e-19,1.2772814992263369e-06,8.666240080673575e-12,4.6092948867604664e-10,1.0828300721429985e-09,1.0090226111315612e-11,7.216064630416661e-07,4.505359000228447e-14,6.837625468430313e-20,7.609236961099605e-17,3.972082135809217e-16,1.1395536729200205e-11,1.115152962968123e-16,1.4357508966137134e-07,7.19957211833095e-16,2.704623198616762e-23,1.0139691011178005e-15,1.3708870672593078e-12
7.322991303137179e-14,0.12567964629887188,0.0,31.206213421098052,0.03107396104569619,0.3194010319520454,0.3504792064636955,0.20700664044647196,0.09200173855240591,0.0,2.1332296625202384e-24,1.5344833518962268e-07,6.3123337411692e-21,0.0,3.5650198169702475e-34,1.80775873596882e-14,4.240932402410194e-26,1.2614947215144268e-22,4.7265575067106914e-32,2.971779441589288e-13,3.745448989581627e-13,6.11675458164948e-51,1.836462064046638e-09,7.021982955686914e-33,8.66742707325868e-22,1.3098707064241383e-40,1.5346805149695318e-07,1.8247270736555853e-36,1.645195329701701e-05,5.702662152060912e-06,4.1225421659234754e-06,4.554996455390058e-06,3.761695275834665e-06,1.8164315117884127e-06,1.8727441131867616e-06,1.6370849174241312e-06,1.4740964334907088e-07,3.0669826111132577e-09,7.674005003186954e-07,9.912241456164251e-12,2.52248213202007e-08,1.0789889100930296e-08,4.172830370925795e-19,1.2950464036685832e-06,8.787033579264572e-12,4.687382216962841e-10,1.1180328232274e-09,1.0722754811836446e-11,7.316453841256309e-07,4.7569503573789094e-14,7.63215851600472e-20,7.932605211653619e-17,4.21933192719005e-16,1.1714791518738018e-11,1.1827926962709483e-16,1.4557247666310227e-07,7.649487596212434e-16,2.908656458672505e-23,1.1205034165736508e-15,1.4291437093619028e-12
7.423471545263152e-14,0.12567964629887188,0.0,31.206212839447304,0.03107394534597408,0.31940091349211785,0.35047913006914383,0.20700656424533828,0.09200151805740399,0.0,2.2230114930555385e-24,1.555536508630483e-07,6.575723390886488e-21,0.0,3.816389450964324e-34,1.863048548348314e-14,4.440168661161748e-26,1.2963528607535608e-22,4.923800127514939e-32,3.053866605838527e-13,3.7968403503294025e-13,6.548073374051319e-51,1.8616512280513053e-09,7.31501530949685e-33,9.029090244088268e-22,1.402230853124646e-40,1.555739038833874e-07,1.9269440966061845e-36,1.6672379235716068e-05,5.7801714972388646e-06,4.1802636547679795e-06,4.617249002533914e-06,3.8129511114563936e-06,1.8413324273751497e-06,1.8988643304309836e-06,1.6592649621449075e-06,1.494322377836782e-07,3.152151073433448e-09,7.777584455202016e-07,1.0326416261573584e-11,2.5918857925587226e-08,1.1088385939917179e-08,4.356921800990211e-19,1.312811147032414e-06,8.907824098241654e-12,4.765489998763594e-10,1.1538080675284605e-09,1.1384843726970594e-11,7.416843009023272e-07,5.0186580454669855e-14,8.506005794982252e-20,8.264217507497959e-17,4.478007205749678e-16,1.2038456204584154e-11,1.2534250618228728e-16,1.475698624886375e-07,8.12032230463791e-16,3.124732336994853e-23,1.2364150512778842e-15,1.489034553693433e-12
7.523951787389125e-14,0.12567964629887188,0.0,31.20621225792959,0.031073929648097444,0.31940079503830804,0.3504790536812779,0.2070064880538914,0.09200129770397744,0.0,2.3153093162762215e-24,1.576589616676695e-07,6.846338973815417e-21,0.0,4.081742044899034e-34,1.9193116046113573e-14,4.6460932417340966e-26,1.3316861264534303e-22,5.126455150062633e-32,3.1370714038670115e-13,3.8482316921602477e-13,7.00338736599089e-51,1.886840141143147e-09,7.616088565937802e-33,9.400675663335668e-22,1.4997288199335194e-40,1.5767975852951636e-07,2.03339625240213e-36,1.689266359989202e-05,5.857660990612178e-06,4.238016266880571e-06,4.679494868121485e-06,3.8641972704204865e-06,1.8662327286442329e-06,1.9249958921573407e-06,1.6814374468546778e-06,1.5145483105501211e-07,3.238497450228005e-09,7.881117942570865e-07,1.0751985067112122e-11,2.662223311698853e-08,1.1390965316053064e-08,4.546606799531556e-19,1.3305757280881686e-06,9.028611637684061e-12,4.843616576465748e-10,1.1901550405320492e-09,1.2077407240460862e-11,7.517232133459907e-07,5.290722736892051e-14,9.465807262399734e-20,8.604133874183144e-17,4.74845386747019e-16,1.2366530761561336e-11,1.3271328233072698e-16,1.495672471380538e-07,8.61271687699155e-16,3.353365180013144e-23,1.3623702907813851e-15,1.550582569205242e-12
7.624432029515097e-14,0.12567964629887188,0.0,31.20621167654482,0.031073913952065473,0.3194006765906143,0.3504789773000969,0.20700641187212945,0.09200107749203536,0.0,2.4101600231417735e-24,1.5976426760355165e-07,7.124278228979942e-21,0.0,4.3616529856178285e-34,1.976554012001324e-14,4.8588462369439096e-26,1.3674945210571934e-22,5.334595830771397e-32,3.221393808102067e-13,3.899623015076567e-13,7.483684089779372e-51,1.912028803358932e-09,7.925311557949766e-33,9.782317550424447e-22,1.6025760302290574e-40,1.5978561543233748e-07,2.1441989137994392e-36,1.7112806480481502e-05,5.935130637263145e-06,4.2957999950082955e-06,4.741734052869776e-06,3.915433754552671e-06,1.8911324156119599e-06,1.951138792863161e-06,1.7036023752738416e-06,1.5347742316314987e-07,3.3260221981283264e-09,7.984605485933098e-07,1.1189103251814244e-11,2.7334943719500167e-08,1.1697627613523308e-08,4.741983238073394e-19,1.34834014560691e-06,9.149396197671045e-12,4.921760417301378e-10,1.2270729516566243e-09,1.2801373473615026e-11,7.61762121430799e-07,5.573385783635536e-14,1.0518652412032375e-19,8.952413068209794e-17,5.031022682476414e-16,1.2699015164492573e-11,1.4039995725851632e-16,1.5156463061142774e-07,9.1273212785089e-16,3.595082807775314e-23,1.4990712730758557e-15,1.6138107393845226e-12
7.72491227164107e-14,0.12567964629887188,0.0,31.20621109529291,0.03107389825787735,0.3194005581490352,0.3504789009256003,0.20700633570005061,0.09200085742148686,0.0,2.507600617863782e-24,1.6186956867076002e-07,7.409638893610158e-21,0.0,4.656713229631685e-34,2.0347818872224856e-14,5.078569062386057e-26,1.403778047008987e-22,5.548295425978236e-32,3.3068337909717485e-13,3.951014319080765e-13,7.989977807976429e-51,1.937217214735421e-09,8.242793118352318e-33,1.017415012256403e-21,1.7109896287463007e-40,1.6189147458884974e-07,2.2594690027173325e-36,1.7332807968362723e-05,6.012580442272761e-06,4.353614831889365e-06,4.803966557495708e-06,3.966660565678334e-06,1.9160314882946284e-06,1.977293027033441e-06,1.7257597511210152e-06,1.5550001410816858e-07,3.414725773453266e-09,8.088047105919353e-07,1.1637926224951735e-11,2.8056986559775808e-08,1.2008373216053363e-08,4.943149600027276e-19,1.366104398360426e-06,9.270177778281819e-12,4.999920102310609e-10,1.2645609851936576e-09,1.3557684255723531e-11,7.71801025130873e-07,5.866889092537107e-14,1.1672103383397854e-19,9.309112605263678e-17,5.326069275298341e-16,1.303590938820115e-11,1.4841097166278333e-16,1.5356201290883602e-07,9.664794776968403e-16,3.850426627951597e-23,1.6472572568902176e-15,1.67874206224426e-12
7.825392513767043e-14,0.12567964629887188,0.0,31.206210514173776,0.03107388256553228,0.319400439713569,0.3504788245577873,0.20700625953765306,0.09200063749224115,0.0,2.607668219356276e-24,1.6397486486936001e-07,7.702518703142617e-21,0.0,4.967529510839484e-34,2.0940013564421065e-14,5.305404456391376e-26,1.4405367067539248e-22,5.767627191939527e-32,3.3933913249048435e-13,4.002405604175245e-13,8.523309870333914e-51,1.9624053753093666e-09,8.568642079844641e-33,1.0576307594749792e-21,1.8251925579216923e-40,1.6399733599605363e-07,2.379324990186154e-36,1.7552668154355527e-05,6.0900104107207255e-06,4.411460770254001e-06,4.86619238271613e-06,4.017877705622513e-06,1.9409299467085354e-06,2.0034585891408844e-06,1.7479095781130362e-06,1.5752260389014538e-07,3.5046086322085605e-09,8.191442823151316e-07,1.2098609426007905e-11,2.8788358466026484e-08,1.232320250690834e-08,5.150204981639313e-19,1.3838684851212262e-06,9.390956379595608e-12,5.078094317897303e-10,1.3026183011808813e-09,1.434729509396356e-11,7.818399244202761e-07,6.171474999022556e-14,1.293421885279885e-19,9.674288787783116e-17,5.633954105001049e-16,1.3377213407510621e-11,1.567548464519054e-16,1.5555939403035533e-07,1.0225805913055848e-15,4.119951747484848e-23,1.807705905498967e-15,1.745399550313146e-12
7.925872755893016e-14,0.12567964629887188,0.0,31.20620993318732,0.031073866875029447,0.31940032128421436,0.35047874819665714,0.20700618338493496,0.09200041770420746,0.0,2.7104000626844074e-24,1.6608015619941694e-07,8.003015391220601e-21,0.0,5.2947245482428975e-34,2.154218555292525e-14,5.539496479984432e-26,1.4777705027380965e-22,5.992664384831052e-32,3.4810663823308695e-13,4.0537968703624113e-13,9.084749070738731e-51,1.9875932851175136e-09,8.902967275005543e-33,1.0988924179763114e-21,1.9454136342361023e-40,1.6610319965095112e-07,2.5038868962952986e-36,1.7772387129221402e-05,6.1674205476854425e-06,4.469337802825211e-06,4.928411529247814e-06,4.069085176209905e-06,1.965827790869976e-06,2.0296354736459302e-06,1.7700518599649609e-06,1.5954519250915738e-07,3.5956712300862697e-09,8.294792658241712e-07,1.2571308324651632e-11,2.952905626801986e-08,1.2642115868892593e-08,5.363249092936962e-19,1.4016324046625435e-06,9.51173200169167e-12,5.156281848011311e-10,1.3412440362133773e-09,1.5171175142791783e-11,7.918788192730146e-07,6.487386139372368e-14,1.4313578715141563e-19,1.0047996731869467e-16,5.95504244518278e-16,1.3722927197244823e-11,1.6544018145266625e-16,1.5755677397606223e-07,1.0811032470403915e-15,4.4042270818985215e-23,1.981234585153867e-15,1.8138062306254715e-12
8.026352998018988e-14,0.12567964629887188,0.0,31.20620935233346,0.031073851186368042,0.3194002028609696,0.35047867184220927,0.20700610724189453,0.09200019805729513,0.0,2.8158335005114605e-24,1.6818544266099612e-07,8.311226689694439e-21,0.0,5.638937253655806e-34,2.2154396288732355e-14,5.780990516841282e-26,1.515479437408569e-22,6.223480260748002e-32,3.569858935680078e-13,4.1051881176446657e-13,9.675392004154895e-51,2.012780944196597e-09,9.245877536293473e-33,1.1412134088171454e-21,2.071887624556202e-40,1.6820906555054557e-07,2.633276290141133e-36,1.7991964983663558e-05,6.244810858244018e-06,4.527245922319512e-06,4.990623997807451e-06,4.120282979264857e-06,1.9907250207952457e-06,2.0558236749967803e-06,1.7921866003900653e-06,1.6156777996528176e-07,3.6879140224642174e-09,8.398096631794319e-07,1.3056178420711403e-11,3.0279076797079464e-08,1.2965113684349292e-08,5.582382258676008e-19,1.4193961557583342e-06,9.632504644649248e-12,5.234481566910744e-10,1.3804373041971618e-09,1.6030307172827697e-11,8.019177096630371e-07,6.814865321623354e-14,1.5819309564699764e-19,1.0430290393552255e-16,6.289704363841691e-16,1.4073050732227876e-11,1.7447565412430942e-16,1.5955415274603334e-07,1.1421161445308534e-15,4.703835462273253e-23,2.1687016772152705e-15,1.8839851447109906e-12
8.126833240144961e-14,0.12567964629887188,0.0,31.206208771612104,0.031073835499547273,0.3194000844438333,0.35047859549444277,0.2070060311085299,0.0919999785514135,0.0,2.9240060045441975e-24,1.7029072425416288e-07,8.627250328621792e-21,0.0,6.000822939408227e-34,2.2776707317529743e-14,6.030033273247229e-26,1.5536635132133811e-22,6.460148075704992e-32,3.6597689573834504e-13,4.156579346024411e-13,1.0296363423564767e-50,2.0379683525833442e-09,9.597481696046558e-33,1.1846071528328408e-21,2.2048553224741977e-40,1.703149336918421e-07,2.7676162897749212e-36,1.8211401808326915e-05,6.322181347472268e-06,4.585185121447603e-06,5.052829789111658e-06,4.171471116611381e-06,2.015621636500638e-06,2.0820231876294404e-06,1.8143138030998463e-06,1.6359036625859553e-07,3.78133746440543e-09,8.50135476440397e-07,1.3553375244149264e-11,3.1038416886084e-08,1.3292196335159989e-08,5.807705419287761e-19,1.437159737183275e-06,9.753274308547566e-12,5.312692432461298e-10,1.4201971970495583e-09,1.6925687539228913e-11,8.119565955642353e-07,7.154155395199198e-14,1.7461110982404497e-19,1.0821222594421036e-16,6.63831470311152e-16,1.4427583987284163e-11,1.8387001827944525e-16,1.6155153034034536e-07,1.2056889016123515e-15,5.0193737399026203e-23,2.3710079030249663e-15,1.9559593485847575e-12
8.227313482270934e-14,0.12567964629887188,0.0,31.206208191023176,0.031073819814566323,0.3193999660328037,0.350478519153357,0.20700595498483923,0.09199975918647198,0.0,3.0349551669765355e-24,1.723960009789825e-07,8.951184036267955e-21,0.0,6.381053526044778e-34,2.3409180279717958e-14,6.286772778054573e-26,1.5923227326015492e-22,6.702741085636075e-32,3.750796419872699e-13,4.2079705555040483e-13,1.094881659690948e-50,2.0631555103144736e-09,9.957888586482604e-33,1.2290870706373797e-21,2.3445636246459246e-40,1.7242080407184706e-07,2.90703156215076e-36,1.8430697693798187e-05,6.399532020444714e-06,4.64315539291497e-06,5.115028903876977e-06,4.2226495900731385e-06,2.040517638002447e-06,2.1082340059677466e-06,1.8364334718040207e-06,1.6561295138917577e-07,3.875942010657576e-09,8.604567076656555e-07,1.4063054355034777e-11,3.180707336946653e-08,1.362336420274422e-08,6.039320131826467e-19,1.4549231477127668e-06,9.87404099346588e-12,5.390913479932701e-10,1.4605227853503537e-09,1.7858326149559354e-11,8.219954769504431e-07,7.505499119369189e-14,1.9249282636629484e-19,1.122084504663672e-16,7.001253058866407e-16,1.4786526937238362e-11,1.9363210281176682e-16,1.6354890675907478e-07,1.2718920512334555e-15,5.351452888638618e-23,2.589097660528829e-15,2.029751912736939e-12
8.327793724396907e-14,0.12567964629887188,0.0,31.206207610566576,0.031073804131424382,0.3193998476278793,0.3504784428189512,0.20700587887082073,0.09199953996238006,0.0,3.1487187019315657e-24,1.7450127283552028e-07,9.283125539106153e-21,0.0,6.780317750017634e-34,2.4051876910431498e-14,6.551358382640368e-26,1.63145709802306e-22,6.951332546394756e-32,3.842941295580268e-13,4.2593617460859803e-13,1.1633933664028542e-50,2.088342417426698e-09,1.0327207039699121e-32,1.274666582623372e-21,2.4912656071272883e-40,1.7452667668756836e-07,3.0516483230735046e-36,1.864985273060589e-05,6.4768628822345794e-06,4.701156729422481e-06,5.177221342819867e-06,4.273818401473443e-06,2.0654130253169643e-06,2.134456124423402e-06,1.8585456102105249e-06,1.676355353570996e-07,3.9717281156524154e-09,8.70773358912902e-07,1.4585371343518885e-11,3.258504308321381e-08,1.395861766805906e-08,6.277328570916907e-19,1.4726863861229295e-06,9.994804699483446e-12,5.469143816255473e-10,1.5014131189474209e-09,1.8829246431151026e-11,8.320343537954377e-07,7.869139030637562e-14,2.1194752203812373e-19,1.1629208377335374e-16,7.378903760194851e-16,1.5149879556915408e-11,2.0377081043052178e-16,1.6554628200229817e-07,1.3407970383313536e-15,5.700698104937054e-23,2.8239603716247957e-15,2.1053859221226052e-12
8.42827396652288e-14,0.12567964629887188,0.0,31.20620703024222,0.031073788450120654,0.31939972922905874,0.35047836649122477,0.2070058027664726,0.0919993208790473,0.0,3.2653344469019107e-24,1.7660653982384162e-07,9.623172561817828e-21,0.0,7.1993213713740386e-34,2.4704859039559617e-14,6.823940760864141e-26,1.6710666119288749e-22,7.205995713754005e-32,3.9362035569393313e-13,4.310752917772608e-13,1.235292599359861e-50,2.1135290739567176e-09,1.0705545887673356e-32,1.3213591089620635e-21,2.6452206017090753e-40,1.7663255153601548e-07,3.2015943371467e-36,1.8868867009220385e-05,6.554173937913798e-06,4.759189123666895e-06,5.239407106656716e-06,4.324977552635272e-06,2.0903077984604812e-06,2.1606895373960078e-06,1.8806502220255166e-06,1.6965811816244406e-07,4.068696233505234e-09,8.810854322389387e-07,1.512048182980776e-11,3.3372322864865485e-08,1.4297957111598723e-08,6.521833529702214e-19,1.4904494511906066e-06,1.0115565426679493e-11,5.547382614703776e-10,1.5428672275202243e-09,1.9839485297959742e-11,8.420732260729382e-07,8.245317309169137e-14,2.330910411460276e-19,1.2046362152437882e-16,7.771655848742808e-16,1.5517641821140534e-11,2.1429511640168897e-16,1.6754365607009217e-07,1.412476216675381e-15,6.067748905612967e-23,3.0766318391799137e-15,2.182884476151486e-12
8.528754208648852e-14,0.12567964629887188,0.0,31.206206450050026,0.03107377277065434,0.3193996108363402,0.3504782901701769,0.20700572667179296,0.09199910193638328,0.0,3.3848403641884195e-24,1.7871180194401175e-07,9.97142282729295e-21,0.0,7.638787381438312e-34,2.5368188591767e-14,7.104671909025655e-26,1.7111512767709255e-22,7.466803843406274e-32,4.030583176383797e-13,4.36214407056633e-13,1.3107034540071492e-50,2.1387154799412267e-09,1.1093013962262297e-32,1.3691780696033414e-21,2.806694272250108e-40,1.787384286141994e-07,3.3569989177205236e-36,1.908774062005393e-05,6.631465192553005e-06,4.817252568341367e-06,5.301586196103831e-06,4.376127045381257e-06,2.11520195744929e-06,2.1869342392731016e-06,1.902747310953374e-06,1.7168069980528612e-07,4.166846818014297e-09,8.913929296996739e-07,1.566854146413663e-11,3.416890955351339e-08,1.4641382913394132e-08,6.772938420791911e-19,1.5082123416933606e-06,1.0236323175133279e-11,5.625629109972803e-10,1.584884121104376e-09,2.089009311691497e-11,8.52112093756607e-07,8.634275644360028e-14,2.5604609130560515e-19,1.247235489987896e-16,8.179903057925789e-16,1.5889813704739227e-11,2.252140672958024e-16,1.695410289625333e-07,1.4870028456786933e-15,6.453259223315996e-23,3.348195612629339e-15,2.262270688677711e-12
8.629234450774825e-14,0.12567964629887188,0.0,31.20620586998989,0.03107375709302462,0.3193994924497224,0.3504782138558069,0.20700565058678,0.09199888313429765,0.0,3.507274542337212e-24,1.80817059196096e-07,1.0327974056630307e-20,0.0,8.099456210488394e-34,2.6041927586514538e-14,7.393705145822645e-26,1.7517110950021137e-22,7.733830190963504e-32,4.126080126348304e-13,4.413535204469548e-13,1.3897530200611262e-50,2.163901635416912e-09,1.1489720095202697e-32,1.418136884275743e-21,2.975958691008764e-40,1.8084430791913247e-07,3.5179929268397106e-36,1.9306473653460693e-05,6.708736651221549e-06,4.875347056135891e-06,5.363758611877443e-06,4.42726688153368e-06,2.1400955022996786e-06,2.2131902244301915e-06,1.9248368806966958e-06,1.7370328028570288e-07,4.266180322660299e-09,9.016958533501236e-07,1.6229705926743457e-11,3.49747999898008e-08,1.4988895453012516e-08,7.030747277210122e-19,1.5259750564094759e-06,1.035707794492407e-11,5.703882593621381e-10,1.6274627905801616e-09,2.1982133673763633e-11,8.621509568200486e-07,9.036255099665069e-14,2.8094254755742274e-19,1.2907234132269224e-16,8.604043792009741e-16,1.6266395182537263e-11,2.365367797423661e-16,1.715384006796981e-07,1.5644510871781406e-15,6.857897499735417e-23,3.639784361040431e-15,2.343567687989519e-12
8.729714692900798e-14,0.12567964629887188,0.0,31.206205290061746,0.0310737414172307,0.3193993740692035,0.3504781375481141,0.2070055745114319,0.09199866447270015,0.0,3.632675197575066e-24,1.8292231158015957e-07,1.0692923969137794e-20,0.0,8.582085935426896e-34,2.672613813807998e-14,7.69119511230852e-26,1.7927460690763122e-22,8.007148011957151e-32,4.2226943792682177e-13,4.4649263194846613e-13,1.4725714172030637e-50,2.1890875404204494e-09,1.189577311811111e-32,1.46824897248646e-21,3.153292414972855e-40,1.8295018944782863e-07,3.6847087751915085e-36,1.9525066199736814e-05,6.7859883189874804e-06,4.9334725797377285e-06,5.425924354693708e-06,4.478397062914486e-06,2.1649884330279367e-06,2.2394574872307876e-06,1.946918934956302e-06,1.7572585960377134e-07,4.366697200605807e-09,9.119942052444113e-07,1.6804130927842757e-11,3.5789991015921684e-08,1.5340495109556975e-08,7.295364753344021e-19,1.5437375941179554e-06,1.0477829736131097e-11,5.782142409852724e-10,1.6706022081277546e-09,2.3116684138407788e-11,8.721898152368106e-07,9.451495976796617e-14,3.079177648681218e-19,1.3351046369003966e-16,9.04448110506057e-16,1.664738622936071e-11,2.4827243919080087e-16,1.7353577122166303e-07,1.6448960021823479e-15,7.282346776544531e-23,3.952581252496439e-15,2.4267986167989446e-12
8.83019493502677e-14,0.12567964629887188,0.0,31.2062047102655,0.031073725743271774,0.31939925569478217,0.3504780612470977,0.2070054984457469,0.09199844595150052,0.0,3.7610806752431425e-24,1.8502755909626786e-07,1.106637028233272e-20,0.0,9.08745248744669e-34,2.7420882455578643e-14,7.997297771850128e-26,1.8342562014483636e-22,8.286830561838175e-32,4.32042590757964e-13,4.516317415614069e-13,1.5592918307726469e-50,2.2142731949885095e-09,1.2311281862483884e-32,1.5195277535213487e-21,3.338980562187848e-40,1.8505607319730326e-07,3.8572804220535985e-36,1.9743518349120426e-05,6.86322020091756e-06,4.991629131831798e-06,5.4880834252687e-06,4.529517591345273e-06,2.1898807496503535e-06,2.2657360220264437e-06,1.9689934774312343e-06,1.7774843775956844e-07,4.468397904694711e-09,9.222879874357687e-07,1.739197220759917e-11,3.6614479475619935e-08,1.5696182261666105e-08,7.566896125892477e-19,1.5614999535985244e-06,1.0598578548833621e-11,5.86040795160824e-10,1.714301327651627e-09,2.4294835029735915e-11,8.822286689803828e-07,9.880237679411946e-14,3.371168990459463e-19,1.3803837157832333e-16,9.501622679761953e-16,1.7032786820035886e-11,2.6043029867786204e-16,1.755331405885047e-07,1.728413547588047e-15,7.727304784093786e-23,4.287821338626847e-15,2.511986632231478e-12
8.930675177152743e-14,0.12567964629887188,0.0,31.206204130601055,0.031073710071147037,0.3193991373264567,0.350477984952757,0.20700542238972308,0.09199822757060859,0.0,3.892529451229074e-24,1.871328017444861e-07,1.1448410711942097e-20,0.0,9.616349859691005e-34,2.8126222842984063e-14,8.312170410085454e-26,1.876241494574077e-22,8.57295109597709e-32,4.4192746837194026e-13,4.56770849286017e-13,1.6500505474614468e-50,2.2394585991577506e-09,1.2736355159697206e-32,1.5719866464449345e-21,3.5333148880834664e-40,1.8716195916457332e-07,4.0358433752420555e-36,1.9961830191791686e-05,6.940432302077256e-06,5.049816705101022e-06,5.550235824318423e-06,4.5806284686472934e-06,2.214772452183215e-06,2.2920258231567896e-06,1.991060511818756e-06,1.797710147531712e-07,4.571282887451684e-09,9.325772019765359e-07,1.7993385536101154e-11,3.744826221418868e-08,1.6055957287513536e-08,7.845447294814884e-19,1.5792621336316242e-06,1.071932438311089e-11,5.938678656951152e-10,1.7585590851764814e-09,2.551769017994716e-11,8.922675180241976e-07,1.0322718576409245e-13,3.6869323609254602e-19,1.4265651095900533e-16,9.975880806101232e-16,1.742259692938939e-11,2.730196776014705e-16,1.775305087802995e-07,1.815080572864654e-15,8.193484027862074e-23,4.646792943085282e-15,2.5991549058156996e-12
9.031155419278716e-14,0.12567964629887188,0.0,31.206203551068338,0.031073694400855698,0.31939901896422573,0.3504779086650913,0.20700534634335865,0.0919980093299343,0.0,4.027060133397393e-24,1.8923803952487956e-07,1.1839142971902939e-20,0.0,1.0169590314908055e-33,2.884222169914865e-14,8.635971634881345e-26,1.9187019509102296e-22,8.865582869663938e-32,4.5192406801250657e-13,4.619099551225363e-13,1.7449869910063098e-50,2.264643752964826e-09,1.31711018410071e-32,1.6256390701004191e-21,3.736593861798629e-40,1.8926784734665715e-07,4.2205346910592816e-36,2.0180001817872845e-05,7.017624627530745e-06,5.1080352922266785e-06,5.612381552558798e-06,4.631729696641458e-06,2.239663540642808e-06,2.3183268849495705e-06,2.0131200418143506e-06,1.8179359058465654e-07,4.675352601081627e-09,9.428618509181619e-07,1.860852671333451e-11,3.829133607846954e-08,1.6419820564807587e-08,8.131124784280235e-19,1.5970241329984187e-06,1.0840067239042167e-11,6.016954005718444e-10,1.8033743992168534e-09,2.6786366698368456e-11,9.023063623416303e-07,1.0779175864954575e-13,4.0280853000544367e-19,1.473653185028255e-16,1.0467672359923063e-15,1.7816816532248118e-11,2.860499605008933e-16,1.7952787579712395e-07,1.9049748167071153e-15,8.681611872675376e-23,5.030839052751069e-15,2.688326623472893e-12
9.131635661404689e-14,0.12567964629887188,0.0,31.20620297166725,0.031073678732396942,0.31939890060808745,0.3504778323840999,0.20700527030665186,0.0919977912293875,0.0,4.164711463018315e-24,1.9134327243751354e-07,1.2238664774362556e-20,0.0,1.0748004593100197e-33,2.9568941517824235e-14,8.968861376291218e-26,1.961637572914566e-22,9.164799138108339e-32,4.620323869234923e-13,4.670490590712043e-13,1.8442437578826628e-50,2.289828656446379e-09,1.361563073754948e-32,1.6804984431096883e-21,3.9491227425047505e-40,1.9137373774057467e-07,4.411492974241959e-36,2.039803331742824e-05,7.094797182340911e-06,5.166284885888698e-06,5.674520610705673e-06,4.682821277148338e-06,2.264554015045419e-06,2.3446392017206867e-06,2.035172071111725e-06,1.8381616525410152e-07,4.780607497469133e-09,9.531419363112048e-07,1.9237551569155968e-11,3.914369791685181e-08,1.678777247079078e-08,8.424035743616373e-19,1.6147859504807882e-06,1.0960807116706695e-11,6.09523351642121e-10,1.8487461711223823e-09,2.8101994934763674e-11,9.123452019059985e-07,1.1249845433364524e-13,4.396333490379646e-19,1.5216522178011738e-16,1.097741878135056e-15,1.8215445603439214e-11,2.995305958432166e-16,1.8152524163905458e-07,1.9981749036570276e-15,9.1924306247019e-23,5.4413587104070845e-15,2.7795249855066283e-12
9.332596145656634e-14,0.12567964629887188,0.0,31.20620181325963,0.03107364740097398,0.3193986639140833,0.35047767984213707,0.2070051182622036,0.09199735544831665,0.0,4.449531705284261e-24,1.9555372365976408e-07,1.3064467846420601e-20,0.0,1.198377121053256e-33,3.105479449233687e-14,9.662552739845747e-26,2.0489343237635945e-22,9.783278179706125e-32,4.82584171532405e-13,4.773272613059462e-13,2.0563047253835295e-50,2.340197712579451e-09,1.453447050027475e-32,1.7938917105705827e-21,4.403185669662234e-40,1.9558552515199748e-07,4.812772603509483e-36,2.083367629692992e-05,7.249083000276357e-06,5.282877063536459e-06,5.79877871958192e-06,4.784975502980782e-06,2.3143331217448314e-06,2.3972975774025e-06,2.079253642377745e-06,1.8786131110717784e-07,4.994674644450387e-09,9.736884246493232e-07,2.0537875785185385e-11,4.087627291721212e-08,1.7535943675463612e-08,9.031989800704155e-19,1.65030903492337e-06,1.1202277937552529e-11,6.251803274572357e-10,1.9411546099672636e-09,3.087869393769103e-11,9.324228666685248e-07,1.2234757596173559e-13,5.221400648078721e-19,1.620399814711977e-16,1.2052484678153165e-15,1.902593205012857e-11,3.278810301414324e-16,1.8551996979853992e-07,2.1948115137007157e-15,1.028518525271164e-22,6.347703475920402e-15,2.968094515766738e-12
