Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),CH3OX(210),H2NOX(204),HOX(29),H2NO(88),HNOX(526),H3NX(202),NX(608),OX(27),HNX(525)
1.2378122780600893e-12,0.08478463093452131,0.0,21.051537082272468,0.03106445392464716,0.31930449132639216,0.3504216103030232,0.20693638764890013,0.0918377312773713,0.0,1.4780722404095815e-27,7.416318847825078e-09,4.505615230492539e-25,0.0,3.6028139048704e-39,3.119112688262607e-12,2.306509144391624e-28,3.349518358441376e-27,7.84838008116646e-39,2.4226349949910623e-14,1.3095306220552621e-17,1.5497618049346258e-62,1.1470964126995737e-13,1.6330671943513645e-41,8.676621603795686e-27,4.7977684097056425e-48,7.405322991245981e-09,6.17751749674899e-42,0.00018045788483989414,7.920446907201091e-05,5.135251629622687e-05,6.317442019756052e-05,5.059707481144447e-05,2.5235456479016165e-05,2.5770404556556792e-05,9.821670955781199e-08,1.4763714852832314e-13,1.0753749330886178e-07,1.065633853726358e-05,7.577677603272626e-10,1.6311474716464087e-08,1.0738092578989898e-07
1.2588275434387775e-12,0.08478463093452131,0.0,21.05152962011843,0.031064275924559303,0.31930271048382086,0.35042054297863673,0.20693513370320146,0.09183543409372019,0.0,1.5554974242639328e-27,7.542219719765532e-09,4.740372577536354e-25,0.0,3.9856694233327526e-39,3.2815679586086966e-12,2.4670932574149486e-28,3.464172598721046e-27,8.254910267563192e-39,2.5055892319979332e-14,1.3317593983733357e-17,1.6858517974826088e-62,1.1670188694883798e-13,1.7176567654813101e-41,9.28081990744018e-27,5.3075995136775303e-48,7.530847794532878e-09,6.607815279999159e-42,0.00018275496049275025,8.053702422480114e-05,5.223378148808258e-05,6.424161868320349e-05,5.1422668100565556e-05,2.5663808887690307e-05,2.6211287179252994e-05,1.0125145382305817e-07,1.5075594259063605e-13,1.112243084151755e-07,1.0834338625126681e-05,7.970367637887663e-10,1.7103082315372337e-08,1.1105963433455557e-07
1.2798428088174658e-12,0.08478463093452131,0.0,21.0515221801674,0.031064098020910993,0.3193009298090325,0.3504194758326124,0.20693388084702305,0.09183315796487886,0.0,1.635650128234484e-27,7.668120208264892e-09,4.983192562847141e-25,0.0,4.4018413738954076e-39,3.4495991001139502e-12,2.6359180805024864e-28,3.580754936300139e-27,8.675240493928875e-39,2.589939698456209e-14,1.3539880400524941e-17,1.8313382256534413e-62,1.186956339999468e-13,1.8051178071226385e-41,9.916029617184682e-27,5.861795723229668e-48,7.656365906107675e-09,7.060209451217677e-42,0.00018503098135141109,8.186917596414308e-05,5.311536724479483e-05,6.530863880695157e-05,5.224717476725889e-05,2.609215839856394e-05,2.6652279811962837e-05,1.043252848083866e-07,1.5389515200775395e-13,1.1497340415486763e-07,1.1012242273432421e-05,8.376400007727942e-10,1.7918933832390158e-08,1.1480034855763448e-07
1.300858074196154e-12,0.08478463093452131,0.0,21.05151476222453,0.031063920213649836,0.3192991493019766,0.3504184088649196,0.2069326290789334,0.0918309026978698,0.0,1.718585361124272e-27,7.794020313387238e-09,5.234214414382717e-25,0.0,4.8536094802908246e-39,3.6233022615160067e-12,2.813260664421722e-28,3.699265315236023e-27,9.109601014336482e-39,2.6756863849255242e-14,1.3762165472096943e-17,1.9866994510528815e-62,1.2069088281415655e-13,1.8954982298428338e-41,1.0583293516889945e-26,6.463392696142103e-48,7.781877326728196e-09,7.535443738901492e-42,0.0001872861403937656,8.32009244143158e-05,5.3997273833230035e-05,6.637548059968452e-05,5.30705962398136e-05,2.6520505014793327e-05,2.7093382349496305e-05,1.0743791746948685e-07,1.570547754642816e-13,1.1878478727892321e-07,1.1190049534589692e-05,8.795997917945606e-10,1.875933842431646e-08,1.186030706343595e-07
1.3218733395748422e-12,0.08478463093452131,0.0,21.05150736609678,0.031063742502723448,0.319297368962603,0.35041734207552727,0.20693137839750295,0.09182866810148439,0.0,1.8043588628853032e-27,7.919920035196626e-09,5.493577513157071e-25,0.0,5.343368533345857e-39,3.8027736953065724e-12,2.9994026297481746e-28,3.8197036801106564e-27,9.558222078750918e-39,2.7628292819757835e-14,1.398444919961741e-17,2.1524297986674733e-62,1.2268763378283782e-13,1.9888459433545014e-41,1.128367159356336e-26,7.115579305176786e-48,7.907382057149642e-09,8.034274176812284e-42,0.00018952062882882887,8.453226969955018e-05,5.4879501517983203e-05,6.744214409226704e-05,5.389293394463442e-05,2.6948848739523853e-05,2.7534594686705463e-05,1.1058906899449537e-07,1.6023481164499647e-13,1.226584645225389e-07,1.1367760460977306e-05,9.229384587798386e-10,1.962460299562239e-08,1.2246780272466147e-07
1.3428886049535305e-12,0.08478463093452131,0.0,21.051499991592824,0.031063564888079483,0.31929558879086134,0.3504162754644046,0.2069301288013041,0.09182645398626652,0.0,1.8930271349506557e-27,8.045819373757123e-09,5.761421393293651e-25,0.0,5.873632136228706e-39,3.988109757867338e-12,3.1946301663391054e-28,3.942069976023887e-27,1.002133393303378e-38,2.8513683801871256e-14,1.420673158425285e-17,2.329039818690075e-62,1.2468588729785445e-13,2.0852088565163652e-41,1.2018241035373761e-26,7.821702624537027e-48,8.032880098124601e-09,8.55746910372342e-42,0.00019173463611308987,8.586321194402891e-05,5.5762050561395917e-05,6.850862931554885e-05,5.471418930624426e-05,2.73771895758901e-05,2.7975916718484444e-05,1.137784587862429e-07,1.6343525923484905e-13,1.2659444260512898e-07,1.154537510494404e-05,9.676783250594788e-10,2.0515032216237574e-08,1.2639454697318568e-07
1.3689848960808656e-12,0.08478463093452131,0.0,21.051490863910253,0.031063344464084527,0.31929337844626804,0.3504149512184208,0.206928578588803,0.09182373277247283,0.0,2.0072488971798882e-27,8.202157850773911e-09,6.10603846292695e-25,0.0,6.592456365979346e-39,4.226564016305797e-12,3.4501432963093548e-28,4.0967051281736506e-27,1.0616931935578306e-38,2.9632576228184093e-14,1.4482755059256822e-17,2.5642878130234706e-62,1.2716936623494098e-13,2.2091390863971137e-41,1.2979651491901567e-26,8.778920261233718e-48,8.188711476153429e-09,9.242249050743244e-42,0.00019445571590115,8.751538574344403e-05,5.685842810645079e-05,6.983271896085399e-05,5.573250165758531e-05,2.7909089724528056e-05,2.8524093169005693e-05,1.1779177751383301e-07,1.674379127339879e-13,1.3156877932933729e-07,1.176579909989793e-05,1.0252192006354952e-09,2.165622876369158e-08,1.313570086334557e-07
1.3950811872082008e-12,0.08478463093452131,0.0,21.051481768920368,0.031063124188377454,0.3192911683599919,0.3504136272472246,0.20692703004481783,0.09182104249577992,0.0,2.1261343262212843e-27,8.358495737037576e-09,6.464216218574497e-25,0.0,7.383133742626803e-39,4.474395283963918e-12,3.720681719849316e-28,4.254312986679572e-27,1.1235670815331907e-38,3.077299792219872e-14,1.4758776467539405e-17,2.8181714660018434e-62,1.2965516347423379e-13,2.337884399883774e-41,1.3997606691456128e-26,9.831818666456725e-48,8.344532541560867e-09,9.967325170998536e-42,0.0001971458586156475,8.91669384780909e-05,5.795530208472687e-05,7.115653381927442e-05,5.6749149936156456e-05,2.84409854300481e-05,2.907243840680013e-05,1.2186310255571313e-07,1.7147203633083533e-13,1.3663920784813022e-07,1.198607480697228e-05,1.0849979189770352e-09,2.2837270172832207e-08,1.36415101127598e-07
1.421177478335536e-12,0.08478463093452131,0.0,21.05147270626795,0.031062904060858213,0.3192889585319366,0.3504123035507568,0.20692548316662684,0.09181838280446844,0.0,2.249796973319363e-27,8.514833032670703e-09,6.8362228319125e-25,0.0,8.251297783420413e-39,4.7317887384066134e-12,4.0068228577407773e-28,4.4148934496592664e-27,1.1877991429154321e-38,3.1934948704194315e-14,1.503479581132442e-17,3.0917765822578997e-62,1.3214327976919295e-13,2.4715365291305833e-41,1.5074280002842907e-26,1.0987899285834513e-47,8.500343295771484e-09,1.073424793560065e-41,0.0001998054159767055,9.081787038545106e-05,5.9052672984304836e-05,7.248007394978703e-05,5.776413685760535e-05,2.8972876698383974e-05,2.9620952230879008e-05,1.2599191062790473e-07,1.7553762750839122e-13,1.4180574092655825e-07,1.2206202326213453e-05,1.1470572345856379e-09,2.405872569572572e-08,1.4156882846394014e-07
1.447273769462871e-12,0.08478463093452131,0.0,21.051463675601784,0.031062684081426834,0.3192867489620065,0.35041098012895855,0.20692393795151307,0.09181575335081789,0.0,2.3783525530295915e-27,8.671169737795847e-09,7.222326839252153e-25,0.0,9.202906901063849e-39,4.998929805638607e-12,4.309154990006418e-28,4.578446416393385e-27,1.254433462419907e-38,3.3118428394689654e-14,1.5310813092832062e-17,3.3862303377003946e-62,1.3463371587439854e-13,2.610187204271945e-41,1.6211885674676168e-26,1.2255096165264355e-47,8.656143740203856e-09,1.154459707185535e-41,0.000202434735705695,9.246818170289314e-05,6.015054128809289e-05,7.3803339411334e-05,5.8777465133132094e-05,2.9504763535444533e-05,3.0169634440354157e-05,1.3017768352880948e-07,1.7963468375006168e-13,1.4706839129221342e-07,1.2426181757596725e-05,1.2114399052454429e-09,2.5321159455226747e-08,1.4681819461454316e-07
1.4733700605902062e-12,0.08478463093452131,0.0,21.051454676574597,0.0310624642499834,0.31928453965010545,0.3504096569817709,0.20692239439676383,0.09181315379106088,0.0,2.5119190466977638e-27,8.827505852535545e-09,7.622797141698313e-25,0.0,1.0244256622078591e-38,5.276004160487601e-12,4.628277254358391e-28,4.744971787307265e-27,1.323514123792743e-38,3.4323436814442206e-14,1.5586828314278893e-17,3.7027020524149334e-62,1.3712647254553662e-13,2.753928153425337e-41,1.7412678829527013e-26,1.3641792218117907e-47,8.811933876270619e-09,1.2399981562521934e-41,0.00020503416157076687,9.411787266767297e-05,6.124890747387718e-05,7.512633026282311e-05,5.978913746949668e-05,3.003664594711395e-05,3.0718484834438154e-05,1.3441990808937478e-07,1.8376320253965725e-13,1.524271716352485e-07,1.2646013201026366e-05,1.2781886920070297e-09,2.6625130494912494e-08,1.5216320351522386e-07
1.4994663517175414e-12,0.08478463093452131,0.0,21.051445708843048,0.03106224456642809,0.31928233059613775,0.35040833410913513,0.20692085249967096,0.0918105837853384,0.0,2.65061680895573e-27,8.983841377012297e-09,8.037903005308483e-25,0.0,1.1381992059290541e-38,5.563197726983496e-12,4.964799644647593e-28,4.9144694639528666e-27,1.3950852098122343e-38,3.5549973784447123e-14,1.5862841477877883e-17,4.042403963546394e-62,1.3962155053938492e-13,2.902851102694204e-41,1.8678955458073934e-26,1.5156835830692449e-47,8.967713705378543e-09,1.3302039645074217e-41,0.00020760403343179134,9.576694351693422e-05,6.234777201437165e-05,7.644904656312797e-05,6.079915656902647e-05,3.0568523939251925e-05,3.126750321244444e-05,1.387180761238196e-07,1.8792318136139177e-13,1.5788209460839606e-07,1.2865696756335724e-05,1.3473463591712558e-09,2.7971192828457284e-08,1.5760385906557743e-07
1.5255626428448765e-12,0.08478463093452131,0.0,21.05143677206769,0.03106202503066114,0.31928012180000787,0.3504070115109922,0.20691931225753066,0.0918080429976552,0.0,2.7945686766491984e-27,9.140176311348583e-09,8.467914061252003e-25,0.0,1.2623120581901865e-38,5.860696678734717e-12,5.319343009313256e-28,5.086939348990954e-27,1.4691908022902334e-38,3.679803912593624e-14,1.613885258583837e-17,4.4065919981332615e-62,1.421189506137992e-13,3.0570477761708535e-41,2.0013052413254733e-26,1.68095577306347e-47,9.123483228928566e-09,1.4252438810962198e-41,0.00021014468728485948,9.741539448770867e-05,6.344713537726736e-05,7.777148837108828e-05,6.180752512962358e-05,3.110039751769392e-05,3.181668937378745e-05,1.4307168438077754e-07,1.9211461769988128e-13,1.6343317282698807e-07,1.3085232523287328e-05,1.4189556742731054e-09,2.935989548858964e-08,1.6314016512899952e-07
1.5516589339722117e-12,0.08478463093452131,0.0,21.051427865912856,0.031061805642582853,0.3192779132616201,0.35040568918728343,0.20691777366764372,0.09180553109583595,0.0,2.9439000809356603e-27,9.296510655666856e-09,8.913100305969508e-25,0.0,1.3975024751629015e-38,6.168687439300476e-12,5.692539049833266e-28,5.2623813461735816e-27,1.5458749820735361e-38,3.8067632660377097e-14,1.6414861640366104e-17,4.796566545923087e-62,1.446186735276991e-13,3.2166098959393423e-41,2.141734740442102e-26,1.8609788209501327e-47,9.279242448315867e-09,1.5252875804875735e-41,0.0002126564553061739,9.906322581691662e-05,6.454699802528147e-05,7.909365574551003e-05,6.28142458447724e-05,3.163226668825135e-05,3.23660431179827e-05,1.474802344950172e-07,1.963375090401427e-13,1.6908041886897524e-07,1.3304620601572973e-05,1.4930594080655356e-09,3.079178257547228e-08,1.6877212553270916e-07
1.5777552250995468e-12,0.08478463093452131,0.0,21.051418990046717,0.031061586402093617,0.3192757049808789,0.3504043671379501,0.20691623672731518,0.09180304775148175,0.0,3.0987391619525898e-27,9.452844410089543e-09,9.373732101332655e-25,0.0,1.5445475468530297e-38,6.487356682560004e-12,6.085030319174886e-28,5.4407953603268276e-27,1.625181829045266e-38,3.935875420947198e-14,1.669086864366323e-17,5.213673232145651e-62,1.471207200410548e-13,3.3816291820783475e-41,2.289425899149428e-26,2.0567874624400507e-47,9.434991364929915e-09,1.630507662400908e-41,0.00021513966589548246,0.00010071043774136715,6.564736041620543e-05,8.041554874516584e-05,6.381932140354681e-05,3.216413145671174e-05,3.2915564244647003e-05,1.5194323293959898e-07,2.0059185286759258e-13,1.7482384527494663e-07,1.3523861090813805e-05,1.5697003345033337e-09,3.226739330464531e-08,1.7449974406777132e-07
1.603851516226882e-12,0.08478463093452131,0.0,21.05141014414115,0.031061367309093865,0.3192734969576888,0.35040304536293326,0.20691470143385465,0.09180059263992733,0.0,3.2592168863669575e-27,9.609177574739038e-09,9.85008017480404e-25,0.0,1.7042645355778946e-38,6.816891333078284e-12,6.497470220246041e-28,5.622181297333788e-27,1.707155422126255e-38,4.067140359515696e-14,1.696687359792829e-17,5.659303690258287e-62,1.4962509091487342e-13,3.5521973526640515e-41,2.444624657912414e-26,2.269469921766021e-47,9.59072998015452e-09,1.741079651732698e-41,0.00021759464371898395,0.00010235703049775868,6.674822300295308e-05,8.173716742879515e-05,6.482275449061789e-05,3.2695991828839034e-05,3.346525255349844e-05,1.5646019097853385e-07,2.0487764666804605e-13,1.806634645481493e-07,1.3742954090560409e-05,1.648921230726976e-09,3.378726205446776e-08,1.803230244891194e-07
1.6299478073542171e-12,0.08478463093452131,0.0,21.05140132787176,0.031061148363484132,0.31927128919195435,0.35040172386217444,0.20691316778457614,0.09179816544019849,0.0,3.425467167474116e-27,9.76551014973772e-09,1.034241561959737e-24,0.0,1.8775122352154734e-38,7.1574785664688585e-12,6.930523004347009e-28,5.806539064117808e-27,1.7918398392764193e-38,4.2005580639600934e-14,1.7242876505356282e-17,6.134896334649915e-62,1.5213178691118539e-13,3.7284061237729966e-41,2.607581041084807e-26,2.500169721294878e-47,9.746458295367898e-09,1.857181998483172e-41,0.00022002170975179188,0.00010400300432267907,6.784958623360801e-05,8.305851185510447e-05,6.582454778626085e-05,3.32278478103737e-05,3.401510784435663e-05,1.6103062461986545e-07,2.0919488792771544e-13,1.8659928915450792e-07,1.3961899700292903e-05,1.7307648770464918e-09,3.5351918413135785e-08,1.8624197051557848e-07
1.6560440984815523e-12,0.08478463093452131,0.0,21.051392540917778,0.031060929565165006,0.3192690816835804,0.3504004026356147,0.20691163577679803,0.09179576583497008,0.0,3.597626988127034e-27,9.921842135207936e-09,1.0851009894837827e-24,0.0,2.0651923538332086e-38,7.509305809753296e-12,7.384863769622663e-28,5.9938685686259684e-27,1.8792791574961386e-38,4.336128516520466e-14,1.7518877368138567e-17,6.641937133314828e-62,1.546408087930316e-13,3.9103472094849567e-41,2.778549156325313e-26,2.750087522256185e-47,9.90217631194271e-09,1.9789960776831547e-41,0.00022242118131989453,0.0001056483594526063,6.895145055147047e-05,8.437958208276769e-05,6.682470396636287e-05,3.3759699407032954e-05,3.456512991714275e-05,1.65654054569232e-07,2.1354357413320916e-13,1.9263133152264478e-07,1.4180698019421026e-05,1.815274056925334e-09,3.6961887225220135e-08,1.9225658582988792e-07
1.6821403896088874e-12,0.08478463093452131,0.0,21.051383782962088,0.03106071091403714,0.31926687443247176,0.35039908168319567,0.20691010540784313,0.09179339351052472,0.0,3.7758365263422325e-27,1.007817353127201e-08,1.1376134825722685e-24,0.0,2.268250918235985e-38,7.87256074171761e-12,7.861178459515136e-28,6.184169719812803e-27,1.9695174528276241e-38,4.473851699459985e-14,1.7794876188462966e-17,7.181960380489283e-62,1.5715215732444998e-13,4.098112321885786e-41,2.9577871940139473e-26,3.020482994642952e-47,1.0057884031246135e-08,2.106706189321024e-41,0.00022479337214165377,0.00010729309612390852,7.005381639510407e-05,8.570037817042616e-05,6.782322570243014e-05,3.429154662451099e-05,3.51153185718797e-05,1.703300061838715e-07,2.1792370277153068e-13,1.9875960404389958e-07,1.4399349147284213e-05,1.902491556964255e-09,3.861768863776164e-08,1.983668740787245e-07
1.7082366807362226e-12,0.08478463093452131,0.0,21.051375053691125,0.031060492410001275,0.3192646674385332,0.35039776100485864,0.2069085766750386,0.09179104815671159,0.0,3.960239283735811e-27,1.0234504338052228e-08,1.1918062603682131e-24,0.0,2.487679701864261e-38,8.247431293265424e-12,8.360163861217046e-28,6.37744242762427e-27,2.0625988003562922e-38,4.613727595064827e-14,1.8070872968513733e-17,7.756549469257272e-62,1.596658332704625e-13,4.291793171070273e-41,3.1455574266685776e-26,3.312676718189132e-47,1.0213581454639902e-08,2.2404995582698022e-41,0.0002271385923688115,0.00010893721457284455,7.115668419838162e-05,8.702090017668907e-05,6.882011566159526e-05,3.482338946847911e-05,3.566567360869217e-05,1.7505800942709695e-07,2.2233527133007711e-13,2.0498411907234946e-07,1.4617853183151699e-05,1.9924601668851853e-09,4.031983814589537e-08,2.0457283887272545e-07
1.7343329718635577e-12,0.08478463093452131,0.0,21.05136635279487,0.031060274052958203,0.31926246070166964,0.3503964406005449,0.20690704957571598,0.091788729466906,0.0,4.1509822166585406e-27,1.0390834555670867e-08,1.2477065786540295e-24,0.0,2.724517674825398e-38,8.634105647768084e-12,8.882527604125169e-28,6.573686602981959e-27,2.1585672742121271e-38,4.7557561856440724e-14,1.8346867710471543e-17,8.367337664120426e-62,1.621818373970624e-13,4.4914814651449816e-41,3.342126208361644e-26,3.628052112803539e-47,1.0369268583480356e-08,2.380566334214369e-41,0.00022945714862704044,0.0001105807150355643,7.226005439053089e-05,8.834114816013363e-05,6.981537650662456e-05,3.535522794458597e-05,3.6216194827806774e-05,1.7983759882320982e-07,2.2677827729663825e-13,2.1130488892482907e-07,1.4836210226222584e-05,2.085222679515123e-09,4.206884663803682e-08,2.1087448378651161e-07
1.760429262990893e-12,0.08478463093452131,0.0,21.051357679966795,0.031060055842808798,0.3192602542217861,0.35039512047019616,0.2069055241072114,0.09178643713796919,0.0,4.348215870104273e-27,1.054716418425017e-08,1.3053417298676514e-24,0.0,2.979852476767371e-38,9.032772241411719e-12,9.4289881582946e-28,6.772902157767531e-27,2.2574669475710485e-38,4.899937453529624e-14,1.8622860416513527e-17,9.016008873535472e-62,1.647001704712014e-13,4.697268910231092e-41,3.5477639741370625e-26,3.968057399404008e-47,1.0524945419118505e-08,2.5270995915787946e-41,0.00023174934405602605,0.00011222359774810892,7.336392739617976e-05,8.966112217930532e-05,7.080901089592548e-05,3.5887062058457776e-05,3.6766882029552186e-05,1.8466831341286378e-07,2.312527181593953e-13,2.1772192588095057e-07,1.5054420375625941e-05,2.1808218907700227e-09,4.386522044061779e-08,2.1727181235871072e-07
1.786525554118228e-12,0.08478463093452131,0.0,21.051349034903833,0.031059837779454,0.3192580479987877,0.35039380061375364,0.20690400026686506,0.09178417087020886,0.0,4.552094514318163e-27,1.0703493223912352e-08,1.3647390431186752e-24,0.0,3.2548219119249135e-38,9.443619763541304e-12,1.000027483289339e-27,6.975089004807384e-27,2.359341892656269e-38,5.046271381076108e-14,1.8898851088813262e-17,9.704298422416397e-62,1.6722083326077713e-13,4.90924721046723e-41,3.762745239427316e-26,4.334207590259703e-47,1.0680611962900068e-08,2.680295329453797e-41,0.0002340154783491022,0.00011386586294641122,7.446830363540085e-05,9.09808222927181e-05,7.180102148355379e-05,3.641889181569841e-05,3.7317735014359213e-05,1.895496967088587e-07,2.3575859140692013e-13,2.2423524218312424e-07,1.5272483730420878e-05,2.2793005996386933e-09,4.5709461362391804e-08,2.2376482809198074e-07
1.8126218452455632e-12,0.08478463093452131,0.0,21.051340417306328,0.03105961986279483,0.3192558420325797,0.35039248103115905,0.20690247805202175,0.09178193036733977,0.0,4.762776284162447e-27,1.0859821674779603e-08,1.4259258842045308e-24,0.0,3.550615466896418e-38,9.866837157001732e-12,1.0597127774657667e-27,7.180247057857551e-27,2.464236180739655e-38,5.1947579506607934e-14,1.9174839729540782e-17,1.0433993824603744e-61,1.697438265346205e-13,5.127508068012298e-41,3.987348599470702e-26,4.728086509584491e-47,1.0836268216165536e-08,2.8403524715243223e-41,0.0002362558477924311,0.00011550751086629617,7.557318352375591e-05,9.230024855885458e-05,7.279141091922087e-05,3.6950717221889664e-05,3.786875358276088e-05,1.9448129665237318e-07,2.402958945281734e-13,2.3084485003657852e-07,1.549040038959665e-05,2.3807016081667037e-09,4.7602066738300505e-08,2.3035353445303327e-07
1.8387181363728984e-12,0.08478463093452131,0.0,21.051331826878,0.03105940209273235,0.31925363632306725,0.3503911617223539,0.20690095746003043,0.09177971533644523,0.0,4.980423321199519e-27,1.1016149536974087e-08,1.488929655626661e-24,0.0,3.8684758508002655e-38,1.0302613618475957e-11,1.1220297966347227e-27,7.388376231588822e-27,2.572193882143084e-38,5.3453971446834943e-14,1.9450826340862583e-17,1.120693555529949e-61,1.7226915106248343e-13,5.352143183048286e-41,4.2218567287287876e-26,5.151348843913489e-47,1.0991914180250212e-08,3.007472865997239e-41,0.0002384707453037412,0.00011714854174348092,7.667856747233961e-05,9.361940103616638e-05,7.378018184830101e-05,3.74825382825914e-05,3.8419937535392595e-05,1.9946266556962467e-07,2.4486462501250416e-13,2.3755076160938032e-07,1.5708170452072707e-05,2.485067721440292e-09,4.9543529472912764e-08,2.3703793487265687e-07
1.8648144275002335e-12,0.08478463093452131,0.0,21.051323263325905,0.031059184469167726,0.3192514308701556,0.3503898426872798,0.2068994384882446,0.09177752548793867,0.0,5.205201918521734e-27,1.1172476810617944e-08,1.5537777966067321e-24,0.0,4.209700558116321e-38,1.0751138598820185e-11,1.1870547225201597e-27,7.599476441572077e-27,2.683259066239789e-38,5.498188945566486e-14,1.9726810924941615e-17,1.202501782346897e-61,1.7479680761502658e-13,5.583244253783091e-41,4.4665563803040217e-26,5.605722222669463e-47,1.1147549856484262e-08,3.181861285529165e-41,0.000240660460470621,0.00011878895581357537,7.778445588782293e-05,9.493827978307422e-05,7.476733691183864e-05,3.80143550033418e-05,3.897128667299218e-05,2.044933601289585e-07,2.494647803496485e-13,2.4435298903245585e-07,1.592579401669881e-05,2.592441747570278e-09,5.153433808343434e-08,2.4381803274574086e-07
1.8909107186275687e-12,0.08478463093452131,0.0,21.051314726360417,0.031058966992002165,0.3192492256737502,0.3503885239258782,0.20689792113402203,0.09177536053552582,0.0,5.437282668295562e-27,1.1328803495833285e-08,1.620497783102856e-24,0.0,4.575643453947235e-38,1.1212601803396217e-11,1.2548648201396567e-27,7.81354760426386e-27,2.7974758014557187e-38,5.653133335754414e-14,2.0002793483937312e-17,1.2890189344208756e-61,1.773267969638071e-13,5.820902976453339e-41,4.7217383853575374e-26,6.093009328565594e-47,1.1303175246192773e-08,3.3637254271544116e-41,0.0002428252795883792,0.00012042875331208244,7.889084917249622e-05,9.625688485796826e-05,7.575287874655555e-05,3.8546167389657406e-05,3.9522800796400035e-05,2.0957294129835636e-07,2.540963580297285e-13,2.5125154439961095e-07,1.6143271182255103e-05,2.702866497675989e-09,5.357497674229761e-08,2.506938314312988e-07
1.917007009754904e-12,0.08478463093452131,0.0,21.051306215695167,0.03105874966113697,0.3192470207337566,0.3503872054380908,0.20689640539472479,0.09177322019616725,0.0,5.676840612033173e-27,1.14851295927422e-08,1.6891171278258324e-24,0.0,4.967716381863282e-38,1.1687193192400951e-11,1.3255384376501194e-27,8.030589636992138e-27,2.91488815527088e-38,5.810230297714214e-14,2.027877402000559e-17,1.3804454111081347e-61,1.798591198812668e-13,6.065211045327162e-41,4.98769765252712e-26,6.615090038062276e-47,1.1458790350695787e-08,3.553275912213043e-41,0.00024496548569747376,0.00012206793447439833,7.999774772431172e-05,9.757521631920811e-05,7.673680998485815e-05,3.907797544703344e-05,4.00744797065592e-05,2.1470097430336408e-07,2.5875935554325104e-13,2.5824643976755127e-07,1.6360602047452167e-05,2.8163847858691868e-09,5.56659253193324e-08,2.5766533425249223e-07
1.943103300882239e-12,0.08478463093452131,0.0,21.051297731046997,0.031058532476473496,0.3192448160500803,0.35038588722385944,0.20689489126771932,0.09177110419004139,0.0,5.924055393570632e-27,1.1641455101466744e-08,1.759663380255414e-24,0.0,5.387390794181962e-38,1.2175102981193025e-11,1.3991550061935282e-27,8.250602457942297e-27,3.035540194220679e-38,5.969479813935021e-14,2.0554752535298848e-17,1.4769872168416077e-61,1.8239377714072008e-13,6.316260152707022e-41,5.264733167345362e-26,7.173923591679669e-47,1.1614395171308365e-08,3.750726286279059e-41,0.00024708135862051633,0.00012370649953581285,8.110515193692573e-05,9.889327422512334e-05,7.771913325484465e-05,3.960977918094387e-05,4.062632320451545e-05,2.1987702858543087e-07,2.634537703811066e-13,2.653376871559044e-07,1.657778671093117e-05,2.9330394292379998e-09,5.780765942352485e-08,2.6473254449665425e-07
1.969199592009574e-12,0.08478463093452131,0.0,21.051289272135953,0.03105831543791316,0.31924261162262685,0.35038456928312556,0.20689337875037633,0.09176901224050799,0.0,6.179111414759997e-27,1.1797780022128954e-08,1.8321641266565837e-24,0.0,5.836199404799777e-38,1.2676521640616746e-11,1.4757950397427302e-27,8.473585986143328e-27,3.1594759838972687e-38,6.13088186692808e-14,2.0830729031965964e-17,1.5788560383576886e-61,1.8493076951634219e-13,6.574141988932477e-41,5.553147991657979e-26,7.771550794322006e-47,1.1769989709340625e-08,3.9562930190887054e-41,0.0002491731749988551,0.00012534444873150985,8.221306219974032e-05,0.0001002110586340134,7.869985118031228e-05,4.0141578596841677e-05,4.117833109141742e-05,2.251006777606584e-07,2.6817960003456897e-13,2.7252529854723867e-07,1.6794825271263886e-05,3.0528732478308676e-09,6.000065044436563e-08,2.7189546541531397e-07
1.9952958831369093e-12,0.08478463093452131,0.0,21.051280838685244,0.031058098545357474,0.31924040745130194,0.3503832516158311,0.2068918678400709,0.09176694407407182,0.0,6.442197993860454e-27,1.1954104354850842e-08,1.906646990095854e-24,0.0,6.315737864491383e-38,1.3191639897323211e-11,1.5555401349472793e-27,8.69954014145424e-27,3.286739588950885e-38,6.294436439226669e-14,2.110670351215232e-17,1.68626932191965e-61,1.8747009778315777e-13,6.838948242382994e-41,5.853249263042314e-26,8.41009624550054e-47,1.1925573966097784e-08,4.170195504468887e-41,0.0002512412083287429,0.00012698178229656742,8.332147889794475e-05,0.00010152856960414795,7.967896638076441e-05,4.067337370015898e-05,4.173050316851666e-05,2.303714995789549e-07,2.7293684199529314e-13,2.7980928588708545e-07,1.7011717826952793e-05,3.175929064640488e-09,6.224536559279378e-08,2.7915410022421963e-07
