Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30)
0.0,0.05820194281292722,0.0,14.451542400449828,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.660193043806008e-27,0.05820194281292722,0.0,14.451542400449828,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,2.4815083047066664e-82,8.941297674580099e-28,4.963016168065392e-82,0.0,-6.407832097614171e-174,2.243181210979056e-77,1.009332165843322e-128,3.4937881751178996e-67,1.82877982605164e-99,3.859143195516351e-89,5.67236803179614e-41,-2.4990003952357007e-148,1.9319181097881734e-52,4.8397674725468644e-104,1.5082950504895452e-129,-5.080114577066386e-165,8.941297674580667e-28,2.0963550084327965e-129,2.598076211351781e-19
4.648540522656823e-27,0.05820194281292722,0.0,14.451542400449828,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,3.7500553500727125e-81,2.5035633488824278e-27,7.500110033180427e-81,0.0,1.2370729929702132e-172,1.354881451436853e-76,2.8464782818268494e-127,2.1102480577712122e-66,2.7444609146458443e-98,5.831937197064316e-88,1.5882630489029195e-40,-2.4990003952338864e-148,5.409370707406886e-52,7.288223846449064e-103,4.2538653217232145e-128,-5.080114577059501e-165,2.503563348882587e-27,5.776407912219193e-128,7.274613391784984e-19
1.0625235480358453e-26,0.05820194281292722,0.0,14.451542400449828,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,4.034138420795533e-80,5.7224305117312635e-27,8.068276124100554e-80,0.0,1.3062439859282427e-170,6.523170961608066e-76,6.191712081804986e-126,1.0159936013242858e-65,2.9480603837415065e-97,6.273731910087029e-87,3.6303155403495303e-40,-2.4990003951447982e-148,1.236427590264431e-51,7.830654640412363e-102,9.25328725426724e-127,-5.08011457637604e-165,5.722430511731627e-27,1.2539806919392844e-126,1.6627687752651378e-18
2.257862539576171e-26,0.05820194281292722,0.0,14.451542400449828,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,3.7080682295570776e-79,1.2160164837428935e-26,7.416135799616762e-79,0.0,1.03251688963502e-168,2.848840138026339e-75,1.1478390936823907e-124,4.4371109823997334e-65,2.709413946086746e-96,5.766640494196179e-86,7.714420523242752e-40,-2.4990003916649523e-148,2.627408629311916e-51,7.196907720031219e-101,1.7154726102528796e-125,-5.08011452253828e-165,1.2160164837429707e-26,2.3242079952972655e-125,3.533383647438413e-18
4.648540522656823e-26,0.05820194281292722,0.0,14.451542400449828,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,3.172330438637346e-78,2.503563348882428e-26,6.344660313060788e-78,0.0,7.318678271798048e-167,1.1893346781354252e-74,1.9728422106611223e-123,1.852406490447511e-64,2.3179273371331936e-95,4.933482351429763e-85,1.5882630489029196e-39,-2.499000269080743e-148,5.409370707406886e-51,6.157031092825082e-100,2.9486961461575873e-124,-5.0801107124256405e-165,2.503563348882587e-26,3.994631351305966e-124,7.274613391784946e-18
9.429896488818126e-26,0.05820194281292722,0.0,14.451542400449828,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070596,0.0,2.6229441535210627e-77,5.0786570791614963e-26,5.2458878405391586e-77,0.0,4.925894242875494e-165,4.858820230857096e-74,3.2698415571331113e-122,7.56768493883238e-64,1.9165039396343155e-94,4.0790986123565495e-84,3.221905042060209e-39,-2.4989961569696355e-148,1.0973294863596825e-50,5.090745159447977e-99,4.888033265359993e-123,-5.079854505243265e-165,5.078657079161819e-26,6.62079119618189e-123,1.475707288047794e-17
1.8992608421140735e-25,0.05820194281292722,0.0,14.451542400449828,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070595,0.0,2.1329346248892105e-76,1.0228844539719633e-25,4.2658688704259555e-76,0.0,3.23305574546719e-163,1.9640128234263603e-73,5.32409021813923e-121,3.058979249148127e-63,1.5584688605327012e-93,3.317055247612976e-83,6.489189028374786e-39,-2.49886145903046e-148,2.2101143175976695e-50,4.1397087108995163e-98,7.961453456013977e-122,-5.06305031959864e-165,1.0228844539720283e-25,1.0780238705705331e-121,2.972199185786364e-17
3.811803228578595e-25,0.05820194281292722,0.0,14.451542400449828,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070592,0.0,1.7202890458363875e-75,2.0529219460835906e-25,3.4405777857112685e-75,0.0,2.096263254883741e-161,7.897209184683972e-73,8.59310596125135e-120,1.2300021022029567e-62,1.256961564256059e-92,2.675325225778594e-82,1.302375700100394e-38,-2.494500714180279e-148,4.435683980073642e-50,3.3388249764665e-97,1.2858076567123077e-120,-3.9743761371258754e-165,2.052921946083721e-25,1.7399348051160546e-120,5.965182981263391e-17
7.636888001507638e-25,0.05820194281292722,0.0,14.451542400449828,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070587,0.0,1.3818297149473825e-74,4.1129969303068453e-25,2.7636591841298446e-74,0.0,1.351597906195254e-159,3.167134096063282e-72,1.3808899860784497e-118,4.932858561719908e-62,1.0096598818096631e-91,2.1489667117724443e-81,2.609289294626225e-38,-2.354145121416099e-148,8.886823305025584e-50,2.681925787209764e-96,2.068912651229152e-119,6.612634521974379e-164,4.112996930307107e-25,2.796028508394944e-119,1.195115057221699e-16
